van	din	van	din	ADP	ADP;ACC
bericht	post	bericht	post	N;NEUT;SG	N;INDF;MASC;SG
bericht	postare	bericht	postare	N;NEUT;SG	N;INDF;FEM;SG
bericht	postarea	bericht	postare	N;NEUT;SG	N;DEF;FEM;SG
uitgever	editor	uitgever	editor	N;MASC+FEM;SG	N;INDF;MASC;SG
uitgever	editura	uitgever	editură	N;MASC+FEM;SG	N;DEF;FEM;SG
uitgever	emitentul	uitgever	emitent	N;MASC+FEM;SG	N;DEF;MASC;SG
uitgever	emitentului	uitgever	emitent	N;MASC+FEM;SG	N;DEF;MASC;SG
uitgever	emitent	uitgever	emitent	N;MASC+FEM;SG	N;INDF;MASC;SG
uitgever	editorul	uitgever	editor	N;MASC+FEM;SG	N;DEF;MASC;SG
uitgever	redactor	uitgever	redactor	N;MASC+FEM;SG	N;INDF;MASC;SG
uitgever	editor	uitgever	editor	N;MASC+FEM;SG	N;INDF;MASC;SG
neef	vărul	neef	văr	N;MASC+FEM;SG	N;DEF;MASC;SG
neef	nepotul	neef	nepot	N;MASC+FEM;SG	N;DEF;MASC;SG
neef	nepot	neef	nepot	N;MASC+FEM;SG	N;INDF;MASC;SG
geraakt	loveste	raken	lovest	V;V.PTCP	V;IND;SG;3;PRS;FIN
slaan	bătând	slaan	bate	V;NFIN	V;V.MSDR
teken	semn	teken	semn	N;NEUT;SG	N;INDF;MASC;SG
teken	semnul	teken	semn	N;NEUT;SG	N;DEF;MASC;SG
huishoudens	gospodării	huishouden	gospodărie	N;PL	N;INDF;FEM;PL
huishoudens	gospodăriile	huishouden	gospodărie	N;PL	N;DEF;FEM;PL
huishoudens	gospodăriilor	huishouden	gospodare	N;PL	N;DEF;FEM;PL
langzaam	lentă	langzaam	lent	ADJ	ADJ;INDF;FEM;SG
getal	numar	getal	numar	N;NEUT;SG	N;INDF;MASC;SG
getal	număr	getal	număr	N;NEUT;SG	N;INDF;MASC;SG
getal	numărul	getal	număr	N;NEUT;SG	N;DEF;MASC;SG
dans	dans	dans	dans	N;MASC+FEM;SG	N;INDF;MASC;SG
leopold	leopold	leopold	leopold	N;MASC+FEM;SG	N;INDF;MASC;SG
verandering	schimbare	verandering	schimbare	N;MASC+FEM;SG	N;INDF;FEM;SG
verandering	schimbarea	verandering	schimbare	N;MASC+FEM;SG	N;DEF;FEM;SG
grenzen	limite	grens	limită	N;PL	N;INDF;FEM;PL
grenzen	limitele	grens	limită	N;PL	N;DEF;FEM;PL
grenzen	limite	grens	limită	N;PL	N;INDF;FEM;PL
grenzen	limitele	grens	limită	N;PL	N;DEF;FEM;PL
grenzen	frontiere	grens	frontiere	N;PL	N;INDF;FEM;PL
grenzen	frontiere	grens	frontiere	N;PL	N;INDF;FEM;PL
grenzen	frontierele	grens	frontieră	N;PL	N;DEF;FEM;PL
grenzen	graniţele	grens	granig	N;PL	N;DEF;FEM;PL
living	living	living	living	N;MASC+FEM;SG	N;INDF;MASC;SG
snelle	rapidă	snel	rapid	ADJ	ADJ;INDF;FEM;SG
snelle	rapidă	snel	rapid	ADJ	ADJ;INDF;FEM;SG
voorstellen	propuneri	voorstel	propunere	N;PL	N;INDF;FEM;PL
voorstellen	propunerile	voorstel	propunere	N;PL	N;DEF;FEM;PL
doelpunt	gol	doelpunt	gol	N;NEUT;SG	N;INDF;MASC;SG
doelpunt	obiectiv	doelpunt	obiectiv	N;NEUT;SG	N;INDF;MASC;SG
doelpunt	scopul	doelpunt	scop	N;NEUT;SG	N;DEF;MASC;SG
wilt	vrei	willen	vrea	V;SG;PRS;FIN	V;IND;SG;2;PRS;FIN
wilt	vreau	willen	vrea	V;SG;PRS;FIN	V;IND;SG;1;PRS;FIN
geheim	secretă	geheim	secret	ADJ	ADJ;INDF;FEM;SG
geheim	clasificate	geheim	clasificat	ADJ	ADJ;INDF;FEM;PL
geheim	clasificat	geheim	clasifica	ADJ	ADJ;INDF;MASC;SG
geheim	clasificată	geheim	clasificat	ADJ	ADJ;INDF;FEM;SG
wiskundige	matematic	wiskundig	matematic	ADJ	ADJ;INDF;MASC;SG
advies	părere	advies	părere	N;NEUT;SG	N;INDF;FEM;SG
advies	aviz	advies	aviz	N;NEUT;SG	N;INDF;MASC;SG
advies	opinie	advies	opinie	N;NEUT;SG	N;INDF;FEM;SG
advies	sfat	advies	sfat	N;NEUT;SG	N;INDF;MASC;SG
advies	sfatul	advies	sfat	N;NEUT;SG	N;DEF;MASC;SG
advies	consultanta	advies	consultant	N;NEUT;SG	N;DEF;FEM;SG
advies	consultanță	advies	consultanță	N;NEUT;SG	N;INDF;FEM;SG
lezer	cititorul	lezer	cititor	N;MASC+FEM;SG	N;DEF;MASC;SG
lezer	cititor	lezer	cititor	N;MASC+FEM;SG	N;INDF;MASC;SG
back	spate	back	spate	N;MASC+FEM;SG	N;INDF;MASC;SG
vluchten	zborurile	vlucht	zbor	N;PL	N;DEF;FEM;PL
vluchten	zboruri	vlucht	zbor	N;PL	N;INDF;FEM;PL
für	für	für	für	N;MASC+FEM;SG	N;INDF;MASC;SG
verwacht	așteptam	verwachten	aștepta	V;V.PTCP	V;IND;1;IPFV;FIN
arena	arena	arena	arena	N;MASC+FEM;SG	N;DEF;FEM;SG
arena	arenă	arena	arenă	N;MASC+FEM;SG	N;INDF;FEM;SG
complete	completa	compleet	completa	ADJ	ADJ;DEF;FEM;SG
complete	completă	compleet	complet	ADJ	ADJ;INDF;FEM;SG
complete	complete	compleet	complet	ADJ	ADJ;INDF;FEM;PL
honderden	sute	honderd	sută	NUM	NUM;INDF;FEM;PL
rivieren	râurilor	rivier	râu	N;PL	N;DEF;FEM;PL
rivieren	râurile	rivier	râu	N;PL	N;DEF;FEM;PL
rivieren	râuri	rivier	râu	N;PL	N;INDF;FEM;PL
congres	congres	congres	congres	N;NEUT;SG	N;INDF;MASC;SG
congres	congresului	congres	congres	N;NEUT;SG	N;DEF;MASC;SG
congres	congresul	congres	congres	N;NEUT;SG	N;DEF;MASC;SG
dick	sculă	dick	sculă	N;MASC+FEM;SG	N;INDF;FEM;SG
dick	pula	dick	pula	N;MASC+FEM;SG	N;DEF;FEM;SG
dick	pulă	dick	pulă	N;MASC+FEM;SG	N;INDF;FEM;SG
onmiddellijk	imediată	onmiddellijk	imediat	ADJ	ADJ;INDF;FEM;SG
onmiddellijk	imediate	onmiddellijk	imediat	ADJ	ADJ;INDF;FEM;PL
games	jocuri	game	joc	N;PL	N;INDF;FEM;PL
games	jocurile	game	joc	N;PL	N;DEF;FEM;PL
kolonel	colonel	kolonel	colonel	N;MASC+FEM;SG	N;INDF;MASC;SG
vervolg	continuarea	vervolg	continuare	N;NEUT;SG	N;DEF;FEM;SG
vervolg	continuare	vervolg	continuare	N;NEUT;SG	N;INDF;FEM;SG
vervolg	continuare	vervolg	continuare	N;NEUT;SG	N;INDF;FEM;SG
vervolg	continuarea	vervolg	continuare	N;NEUT;SG	N;DEF;FEM;SG
reacties	reacțiile	reactie	reacție	N;PL	N;DEF;FEM;PL
reacties	reacții	reactie	reacție	N;PL	N;INDF;FEM;PL
reacties	reactii	reactie	reactie	N;PL	N;INDF;FEM;PL
reacties	răspunsuri	reactie	răspuns	N;PL	N;INDF;FEM;PL
reacties	răspunsurile	reactie	răspuns	N;PL	N;DEF;FEM;PL
reacties	comentarii	reactie	comentariu	N;PL	N;INDF;FEM;PL
reacties	comentariile	reactie	comentariu	N;PL	N;DEF;FEM;PL
reacties	observații	reactie	observație	N;PL	N;INDF;FEM;PL
medische	medical	medisch	medical	ADJ	ADJ;INDF;MASC;SG
medische	medicală	medisch	medical	ADJ	ADJ;INDF;FEM;SG
medische	medicale	medisch	medical	ADJ	ADJ;INDF;FEM;PL
barbara	barbara	barbara	barbară	N;MASC+FEM;SG	N;DEF;FEM;SG
opvallend	remarcabila	opvallend	remarcabil	ADJ	ADJ;DEF;FEM;SG
opvallend	remarcabile	opvallend	remarcabil	ADJ	ADJ;INDF;FEM;PL
opvallend	remarcabilă	opvallend	remarcabil	ADJ	ADJ;INDF;FEM;SG
opvallend	remarcabil	opvallend	remarcabil	ADJ	ADJ;INDF;MASC;SG
opvallend	izbitoare	opvallend	izbitor	ADJ	ADJ;INDF;FEM
glas	sticlă	glas	sticlă	N;NEUT;SG	N;INDF;FEM;SG
glas	sticla	glas	sticlă	N;NEUT;SG	N;DEF;FEM;SG
glas	pahar	glas	pahar	N;NEUT;SG	N;INDF;MASC;SG
vliegtuigen	avioane	vliegtuig	avion	N;PL	N;INDF;FEM;PL
vliegtuigen	avioane	vliegtuig	avion	N;PL	N;INDF;FEM;PL
vliegtuigen	aeronave	vliegtuig	aeronavă	N;PL	N;INDF;FEM;PL
vliegtuigen	avioane	vliegtuig	avion	N;PL	N;INDF;FEM;PL
vliegtuigen	avioane	vliegtuig	avion	N;PL	N;INDF;FEM;PL
gevecht	luptă	gevecht	luptă	N;NEUT;SG	N;INDF;FEM;SG
gevecht	bătălia	gevecht	bătălie	N;NEUT;SG	N;DEF;FEM;SG
gevecht	bătălie	gevecht	bătălie	N;NEUT;SG	N;INDF;FEM;SG
gevecht	luptă	gevecht	luptă	N;NEUT;SG	N;INDF;FEM;SG
gevecht	lupta	gevecht	luptă	N;NEUT;SG	N;DEF;FEM;SG
zonen	fiii	zone	fiu	N;PL	N;DEF;MASC;PL
hertogenbosch	hertogenbosch	hertogenbosch	hertogenbosch	N;MASC+FEM;SG	N;INDF;MASC;SG
gedicht	poem	gedicht	poem	N;NEUT;SG	N;INDF;MASC;SG
gedicht	poezie	gedicht	poezie	N;NEUT;SG	N;INDF;FEM;SG
publicaties	publicații	publicatie	publicație	N;PL	N;INDF;FEM;PL
poort	gate	poort	gate	N;MASC+FEM;SG	N;INDF;MASC;SG
poort	poarta	poort	poartă	N;MASC+FEM;SG	N;DEF;FEM;SG
poort	portal	poort	portal	N;MASC+FEM;SG	N;INDF;MASC;SG
poort	portalul	poort	portal	N;MASC+FEM;SG	N;DEF;MASC;SG
poort	portul	poort	port	N;MASC+FEM;SG	N;DEF;MASC;SG
poort	port	poort	port	N;MASC+FEM;SG	N;INDF;MASC;SG
middeleeuwse	medievale	middeleeuws	medieval	ADJ	ADJ;INDF;FEM;PL
middeleeuwse	medieval	middeleeuws	medieval	ADJ	ADJ;INDF;MASC;SG
middeleeuwse	medievală	middeleeuws	medieval	ADJ	ADJ;INDF;FEM;SG
verschijnen	apărând	verschijnen	apăra	V;NFIN	V;V.MSDR
virginia	virginia	virginia	virginie	N;MASC+FEM;SG	N;DEF;FEM;SG
verdween	dispărut	verdwijnen	dispărea	V;SG;PST;FIN	V;MASC;SG;V.PTCP
geboorte	naștere	geboorte	naștere	N;MASC+FEM;SG	N;INDF;FEM;SG
geboorte	naşterea	geboorte	naștere	N;MASC+FEM;SG	N;DEF;FEM;SG
justitie	dreptate	justitie	dreptate	N;MASC+FEM;SG	N;INDF;FEM;SG
justitie	dreptatea	justitie	dreptate	N;MASC+FEM;SG	N;DEF;FEM;SG
justitie	justiţie	justitie	justiţie	N;MASC+FEM;SG	N;INDF;FEM;SG
justitie	justiție	justitie	justiție	N;MASC+FEM;SG	N;INDF;FEM;SG
guinea	guinee	guineum	guinee	N;MASC+FEM;SG	N;INDF;FEM;SG
guinea	guineea	guineum	guinee	N;MASC+FEM;SG	N;INDF;FEM;SG
tientallen	duzini	tiental	duzin	N;PL	N;INDF;FEM;PL
toegestaan	permise	toestaan	permite	V;V.PTCP	V;IND;SG;3;PST;FIN
toegestaan	permise	toestaan	permite	V;V.PTCP	V;IND;SG;3;PST;FIN
chinees	chineză	chinees	chinez	ADJ	ADJ;INDF;FEM;SG
chinees	chinezesc	chinees	chinezesc	ADJ	ADJ;INDF;MASC;SG
chinees	chinez	chinees	chinez	ADJ	ADJ;INDF;MASC;SG
chinees	chinezi	chinees	chinez	ADJ	ADJ;INDF;MASC;PL
klaar	pregătit	klaar	pregăti	ADJ	ADJ;INDF;MASC;SG
klaar	terminat	klaar	termina	ADJ	ADJ;INDF;MASC;SG
kroatische	croat	kroatisch	croate	ADJ	ADJ;INDF;MASC;SG
onzin	vrăjeală	onzin	vrăjeală	N;MASC+FEM;SG	N;INDF;FEM;SG
mooie	frumoase	mooi	frumos	ADJ	ADJ;INDF;FEM;PL
mooie	frumoasă	mooi	frumos	ADJ	ADJ;INDF;FEM;SG
mooie	frumos	mooi	frumos	ADJ	ADJ;INDF;MASC;SG
mooie	frumoasa	mooi	frumos	ADJ	ADJ;DEF;FEM;SG
socialistische	socialistă	socialistisch	socialist	ADJ	ADJ;INDF;FEM;SG
socialistische	socialist	socialistisch	socialist	ADJ	ADJ;INDF;MASC;SG
socialistische	socialiste	socialistisch	socialist	ADJ	ADJ;INDF;FEM;PL
families	familiile	familie	familie	N;PL	N;DEF;FEM;PL
families	familii	familie	familie	N;PL	N;INDF;FEM;PL
technisch	tehnice	technisch	tehnic	ADJ	ADJ;INDF;FEM;PL
technisch	tehnic	technisch	tehnic	ADJ	ADJ;INDF;MASC;SG
ford	ford	ford	ford	N;MASC+FEM;SG	N;INDF;MASC;SG
professionele	profesional	professioneel	profesional	ADJ	ADJ;INDF;MASC;SG
professionele	profesională	professioneel	profesional	ADJ	ADJ;INDF;FEM;SG
professionele	profesionale	professioneel	profesional	ADJ	ADJ;INDF;FEM;PL
professionele	profesionistă	professioneel	profesionist	ADJ	ADJ;INDF;FEM;SG
professionele	profesionist	professioneel	profesionist	ADJ	ADJ;INDF;MASC;SG
pools	poloneze	pools	polonez	ADJ	ADJ;INDF;FEM;PL
pools	poloneză	pools	polonez	ADJ	ADJ;INDF;FEM;SG
pools	polonez	pools	polonez	ADJ	ADJ;INDF;MASC;SG
heilig	sacre	heilig	sacru	ADJ	ADJ;INDF;FEM;PL
heilig	sacru	heilig	sacru	ADJ	ADJ;INDF;MASC;SG
heilig	sacra	heilig	sacră	ADJ	ADJ;DEF;FEM;SG
heilig	sacră	heilig	sacră	ADJ	ADJ;INDF;FEM;SG
heilig	sfântă	heilig	sfânt	ADJ	ADJ;INDF;FEM;SG
florida	florida	florida	florida	N;NEUT;SG	N;DEF;FEM;SG
stations	stații	station	stație	N;PL	N;INDF;FEM;PL
stations	statii	station	stat	N;PL	N;INDF;FEM;PL
onvoldoende	insuficientă	onvoldoende	insuficient	ADJ	ADJ;INDF;FEM;SG
onvoldoende	insuficiente	onvoldoende	insuficient	ADJ	ADJ;INDF;FEM;PL
onvoldoende	inadecvată	onvoldoende	inadecvat	ADJ	ADJ;INDF;FEM;SG
onvoldoende	inadecvat	onvoldoende	inadecvat	ADJ	ADJ;INDF;MASC;SG
onvoldoende	inadecvate	onvoldoende	inadecva	ADJ	ADJ;INDF;FEM;PL
optie	opțiune	optie	opțiune	N;MASC+FEM;SG	N;INDF;FEM;SG
optie	opțiunea	optie	opțiune	N;MASC+FEM;SG	N;DEF;FEM;SG
goederen	bunuri	goederen	bun	N;PL	N;INDF;FEM;PL
goederen	marfuri	goederen	marfă	N;PL	N;INDF;FEM;PL
goederen	mărfuri	goederen	marfă	N;PL	N;INDF;FEM;PL
filipijnse	filipinez	filipijns	filipină	ADJ	ADJ;INDF;MASC;SG
leer	piele	leer	piele	N;MASC+FEM;SG	N;INDF;FEM;SG
opmaak	formatarea	opmaak	formatare	N;MASC+FEM;SG	N;DEF;FEM;SG
opmaak	layout	opmaak	layout	N;MASC+FEM;SG	N;INDF;MASC;SG
opmaak	aranjament	opmaak	aranjament	N;MASC+FEM;SG	N;INDF;MASC;SG
opmaak	formatul	opmaak	format	N;MASC+FEM;SG	N;DEF;MASC;SG
opmaak	format	opmaak	format	N;MASC+FEM;SG	N;INDF;MASC;SG
rob	rob	rob	rob	N;MASC+FEM;SG	N;INDF;MASC;SG
schrijfster	scriitorul	schrijfster	scriitor	N;MASC+FEM;SG	N;DEF;MASC;SG
schrijfster	scriitor	schrijfster	scriitor	N;MASC+FEM;SG	N;INDF;MASC;SG
minuut	minut	minuut	minut	N;MASC+FEM;SG	N;INDF;MASC;SG
minuut	minutul	minuut	minut	N;MASC+FEM;SG	N;DEF;MASC;SG
elite	elita	elite	elita	N;MASC+FEM;SG	N;DEF;FEM;SG
elite	elită	elite	elită	N;MASC+FEM;SG	N;INDF;FEM;SG
tentoonstelling	expozitie	tentoonstelling	expozitie	N;MASC+FEM;SG	N;INDF;FEM;SG
tentoonstelling	expoziţia	tentoonstelling	expozigie	N;MASC+FEM;SG	N;DEF;FEM;SG
tentoonstelling	expozitie	tentoonstelling	expozitie	N;MASC+FEM;SG	N;INDF;FEM;SG
tentoonstelling	expoziţie	tentoonstelling	expoziţie	N;MASC+FEM;SG	N;INDF;FEM;SG
westelijk	occidental	westelijk	occidental	ADJ	ADJ;INDF;MASC;SG
beschermen	proteja	beschermen	proteja	V;NFIN	V;IND;SG;3;IPFV;FIN
beschermen	protejeaza	beschermen	protejeaza	V;NFIN	V;IND;SG;3;IPFV;FIN
beschermen	protejează	beschermen	proteja	V;NFIN	V;IND;3;PRS;FIN
militairen	militari	militair	militar	N;PL	N;INDF;MASC;PL
oom	unchiul	oom	unchi	N;MASC+FEM;SG	N;DEF;MASC;SG
oom	unchi	oom	unchi	N;MASC+FEM;SG	N;INDF;MASC;SG
basgitaar	bas	basgitaar	bas	N;MASC+FEM;SG	N;INDF;MASC;SG
basgitaar	bass	basgitaar	bass	N;MASC+FEM;SG	N;INDF;MASC;SG
majoor	maiorul	majoor	maior	N;MASC+FEM;SG	N;DEF;MASC;SG
stammen	triburile	stam	trib	N;PL	N;DEF;FEM;PL
stammen	triburi	stam	trib	N;PL	N;INDF;FEM;PL
stammen	tulpini	stam	tulpină	N;PL	N;INDF;FEM;PL
zeldzaam	rari	zeldzaam	rar	ADJ	ADJ;INDF;MASC;PL
zeldzaam	rară	zeldzaam	rar	ADJ	ADJ;INDF;FEM;SG
zeldzaam	rare	zeldzaam	rar	ADJ	ADJ;INDF;FEM;PL
zeldzaam	rara	zeldzaam	rar	ADJ	ADJ;DEF;FEM;SG
modern	moderni	modern	modern	ADJ	ADJ;INDF;MASC;PL
modern	moderna	modern	moderna	ADJ	ADJ;DEF;FEM;SG
modern	modern	modern	modern	ADJ	ADJ;INDF;MASC;SG
modern	moderne	modern	modern	ADJ	ADJ;INDF;FEM;PL
modern	modernă	modern	modern	ADJ	ADJ;INDF;FEM;SG
termen	termenii	term	termen	N;PL	N;DEF;MASC;PL
termen	termeni	term	termen	N;PL	N;INDF;MASC;PL
nord	nord	nord	nord	N;MASC+FEM;SG	N;INDF;MASC;SG
aziatische	asiatic	aziatisch	asiatic	ADJ	ADJ;INDF;MASC;SG
aziatische	asiatice	aziatisch	asiatic	ADJ	ADJ;INDF;FEM;PL
aziatische	asiatici	aziatisch	asiatic	ADJ	ADJ;INDF;MASC;PL
aziatische	asiatică	aziatisch	asiatic	ADJ	ADJ;INDF;FEM;SG
hongaars	ungară	hongaars	unga	ADJ	ADJ;INDF;FEM;SG
hongaars	maghiar	hongaars	maghiar	ADJ	ADJ;INDF;MASC;SG
alternatieve	alternative	alternatief	alternativ	ADJ	ADJ;INDF;FEM;PL
alternatieve	alternativă	alternatief	alternativ	ADJ	ADJ;INDF;FEM;SG
bewerking	operație	bewerking	operație	N;MASC+FEM;SG	N;INDF;FEM;SG
bewerking	operațiune	bewerking	operațiune	N;MASC+FEM;SG	N;INDF;FEM;SG
bewerking	operațiunea	bewerking	operațiune	N;MASC+FEM;SG	N;DEF;FEM;SG
bewerking	operaţiunea	bewerking	operagiune	N;MASC+FEM;SG	N;DEF;FEM;SG
specifiek	specific	specifiek	specific	ADJ	ADJ;INDF;MASC;SG
specifiek	specifice	specifiek	specific	ADJ	ADJ;INDF;FEM;PL
velen	mulți	veel	mult	PRO	PRO;MASC;PL;3
velen	multe	veel	mult	PRO	PRO;FEM;PL;3
vergadering	intalnire	vergadering	intalnire	N;MASC+FEM;SG	N;INDF;FEM;SG
vergadering	întâlnirea	vergadering	întâlnire	N;MASC+FEM;SG	N;DEF;FEM;SG
vergadering	întâlnire	vergadering	întâlnire	N;MASC+FEM;SG	N;INDF;FEM;SG
commerciële	comerciale	commerciel	comercial	ADJ	ADJ;INDF;FEM;PL
commerciële	comercial	commerciel	comercial	ADJ	ADJ;INDF;MASC;SG
commerciële	comercială	commerciel	comercial	ADJ	ADJ;INDF;FEM;SG
massa	liturghie	massa	liturghie	N;MASC+FEM;SG	N;INDF;FEM;SG
massa	mass	massa	mass	N;MASC+FEM;SG	N
massa	masă	massa	masă	N;MASC+FEM;SG	N;INDF;FEM;SG
massa	masa	massa	masă	N;MASC+FEM;SG	N;DEF;FEM;SG
tibet	tibet	tibet	tibet	N;NEUT;SG	N;INDF;MASC;SG
atjeh	aceh	atjeh	aceh	N;MASC+FEM;SG	N;INDF;MASC;SG
vertrouwen	credinta	vertrouwen	credintă	N;NEUT;SG	N;DEF;FEM;SG
vertrouwen	faith	vertrouwen	faith	N;NEUT;SG	N;INDF;MASC;SG
vertrouwen	credința	vertrouwen	credință	N;NEUT;SG	N;DEF;FEM;SG
vertrouwen	credință	vertrouwen	credință	N;NEUT;SG	N;INDF;FEM;SG
vertrouwen	încrederea	vertrouwen	încredere	N;NEUT;SG	N;DEF;FEM;SG
vertrouwen	incredere	vertrouwen	incredere	N;NEUT;SG	N;INDF;FEM;SG
vertrouwen	încredere	vertrouwen	încredere	N;NEUT;SG	N;INDF;FEM;SG
vertrouwen	incredere	vertrouwen	incredere	N;NEUT;SG	N;INDF;FEM;SG
vertrouwen	încredere	vertrouwen	încredere	N;NEUT;SG	N;INDF;FEM;SG
risico	riscul	risico	risc	N;NEUT;SG	N;DEF;MASC;SG
risico	risc	risico	risc	N;NEUT;SG	N;INDF;MASC;SG
risico	hazard	risico	hazard	N;NEUT;SG	N;INDF;MASC;SG
risico	pericol	risico	pericol	N;NEUT;SG	N;INDF;MASC;SG
tegelijk	simultan	tegelijk	simultan	ADV	ADV
liedjes	cantece	lied	cantec	N;PL	N;INDF;FEM;PL
liedjes	cântece	lied	cântec	N;PL	N;INDF;FEM;PL
liedjes	melodii	lied	melodie	N;PL	N;INDF;FEM;PL
home	casă	home	casă	N;MASC+FEM;SG	N;INDF;FEM;SG
gulden	golden	gulden	golden	N;MASC+FEM;SG	N;INDF;MASC;SG
leraar	profesor	leraar	profesor	N;MASC+FEM;SG	N;INDF;MASC;SG
leraar	profesoară	leraar	profesoară	N;MASC+FEM;SG	N;INDF;FEM;SG
geestelijke	spirituală	geestelijke	spiritual	ADJ	ADJ;INDF;FEM;SG
geestelijke	spiritual	geestelijke	spiritual	ADJ	ADJ;INDF;MASC;SG
geestelijke	spirituale	geestelijke	spiritual	ADJ	ADJ;INDF;FEM;PL
geestelijke	spirituala	geestelijke	spiritual	ADJ	ADJ;DEF;FEM;SG
geestelijke	mintală	geestelijke	mintal	ADJ	ADJ;INDF;FEM;SG
geestelijke	mentale	geestelijke	mental	ADJ	ADJ;INDF;FEM;PL
geestelijke	mental	geestelijke	mental	ADJ	ADJ;INDF;MASC;SG
geestelijke	mentală	geestelijke	mental	ADJ	ADJ;INDF;FEM;SG
commandant	comandant	commandant	comandant	N;MASC+FEM;SG	N;INDF;MASC;SG
commandant	comandante	commandant	comandant	N;MASC+FEM;SG	N;INDF;MASC;SG
commandant	comandantul	commandant	comandant	N;MASC+FEM;SG	N;DEF;MASC;SG
commandant	comandant	commandant	comandant	N;MASC+FEM;SG	N;INDF;MASC;SG
ploegen	ture	ploeg	tură	N;PL	N;INDF;FEM;PL
ploegen	schimburi	ploeg	schimb	N;PL	N;INDF;FEM;PL
ploegen	echipele	ploeg	echipă	N;PL	N;DEF;FEM;PL
ploegen	echipe	ploeg	echipă	N;PL	N;INDF;FEM;PL
ploegen	echipajele	ploeg	echipaj	N;PL	N;DEF;FEM;PL
ploegen	echipaje	ploeg	echipaj	N;PL	N;INDF;FEM;PL
veranderingen	modificări	verandering	modificare	N;PL	N;INDF;FEM;PL
veranderingen	schimbări	verandering	schimbare	N;PL	N;INDF;FEM;PL
veranderingen	schimbari	verandering	schimbari	N;PL	N;INDF;FEM;PL
maurice	maurice	maurice	mauric	N;MASC+FEM;SG	N;INDF;MASC;SG
guy	tip	guy	tip	N;MASC+FEM;SG	N;INDF;MASC;SG
concept	concept	concept	concept	N;NEUT;SG	N;INDF;MASC;SG
concept	conceptul	concept	concept	N;NEUT;SG	N;DEF;MASC;SG
pensioen	pensie	pensioen	pensie	N;NEUT;SG	N;INDF;FEM;SG
pensioen	pensia	pensioen	pensie	N;NEUT;SG	N;DEF;FEM;SG
pensioen	pensiunea	pensioen	pensiune	N;NEUT;SG	N;DEF;FEM;SG
beek	pârâu	beek	pârâu	N;MASC+FEM;SG	N;INDF;MASC;SG
beek	flux	beek	flux	N;MASC+FEM;SG	N;INDF;MASC;SG
beek	stream	beek	strea	N;MASC+FEM;SG	N;INDF;MASC;SG
rally	miting	rally	miting	N;MASC+FEM;SG	N;INDF;MASC;SG
rally	raliu	rally	raliu	N;MASC+FEM;SG	N;INDF;MASC;SG
krachten	puterile	kracht	putere	N;PL	N;DEF;FEM;PL
krachten	puteri	kracht	putere	N;PL	N;INDF;FEM;PL
krachten	competențe	kracht	competență	N;PL	N;INDF;FEM;PL
krachten	forţele	kracht	forgă	N;PL	N;DEF;FEM;PL
krachten	forțe	kracht	forță	N;PL	N;INDF;FEM;PL
krachten	forțele	kracht	forță	N;PL	N;DEF;FEM;PL
correct	corectă	correct	corect	ADJ	ADJ;INDF;FEM;SG
correct	corecta	correct	corecta	ADJ	ADJ;DEF;FEM;SG
kampen	lagăre	kamp	lagăr	N;PL	N;INDF;FEM;PL
kampen	tabere	kamp	tabără	N;PL	N;INDF;FEM;PL
verliezen	pierzând	verliezen	pierde	V;NFIN	V;V.MSDR
verliezen	pierzi	verliezen	pierde	V;NFIN	V;IND;SG;2;PRS;FIN
verliezen	pierd	verliezen	pierde	V;NFIN	V;IND;PL;3;PRS;FIN
verliezen	pierde	verliezen	pierde	V;NFIN	V;IND;SG;3;PRS;FIN
cello	violoncel	cello	violoncel	N;MASC+FEM;SG	N;INDF;MASC;SG
cello	violoncelul	cello	violoncel	N;MASC+FEM;SG	N;DEF;MASC;SG
millimeter	milimetru	millimeter	milimetru	N;MASC+FEM;SG	N;INDF;MASC;SG
millimeter	milimetru	millimeter	milimetru	N;MASC+FEM;SG	N;INDF;MASC;SG
interesse	interes	interesse	interes	N;MASC+FEM;SG	N;INDF;MASC;SG
interesse	dobânda	interesse	dobândă	N;MASC+FEM;SG	N;DEF;FEM;SG
interesse	dobândă	interesse	dobândă	N;MASC+FEM;SG	N;INDF;FEM;SG
interesse	interesul	interesse	interes	N;MASC+FEM;SG	N;DEF;MASC;SG
ernstig	serioasă	ernstig	serios	ADJ	ADJ;INDF;FEM;SG
ernstig	serioasa	ernstig	serios	ADJ	ADJ;DEF;FEM;SG
ernstig	grave	ernstig	grav	ADJ	ADJ;INDF;FEM;PL
ernstig	severe	ernstig	sever	ADJ	ADJ;INDF;FEM;PL
ernstig	severă	ernstig	sever	ADJ	ADJ;INDF;FEM;SG
ernstig	severa	ernstig	sever	ADJ	ADJ;DEF;FEM;SG
ernstig	sever	ernstig	sever	ADJ	ADJ;INDF;MASC;SG
verbetering	îmbunătățirea	verbetering	îmbunătățire	N;MASC+FEM;SG	N;DEF;FEM;SG
verbetering	intensificare	verbetering	intensificare	N;MASC+FEM;SG	N;INDF;FEM;SG
verbetering	ameliorare	verbetering	ameliorare	N;MASC+FEM;SG	N;INDF;FEM;SG
verbetering	îmbunătățire	verbetering	îmbunătățire	N;MASC+FEM;SG	N;INDF;FEM;SG
uitvoeren	execută	uitvoeren	executa	V;NFIN	V;IND;SG;3;PST;FIN
