bros	bracia	bros	brat	N	N;NOM;MASC;PL
kejam	bezwzględny	kejam	bezwzględny	ADJ;SG	ADJ;NOM;MASC;SG
kejam	bezwzględna	kejam	bezwzględny	ADJ;SG	ADJ;NOM;FEM;SG
kejam	bezwzględne	kejam	bezwzględny	ADJ;SG	ADJ;NOM;NEUT;SG
kejam	bezlitosny	kejam	bezlitosny	ADJ;SG	ADJ;NOM;MASC;SG
kejam	okrutna	kejam	okrutny	ADJ;SG	ADJ;NOM;FEM;SG
kejam	okrutny	kejam	okrutny	ADJ;SG	ADJ;NOM;MASC;SG
kejam	okrutne	kejam	okrutny	ADJ;SG	ADJ;NOM;NEUT;SG
menanyakan	pyta	mentanyakan	pytać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mantra	mantra	mantra	mantry	N	N;NOM;FEM;SG
mantra	zaklęcie	mantra	zaklęty	N	N;NOM;NEUT;SG
mantra	zaklęcia	mantra	zaklęcie	N	N;NOM;NEUT;PL
mantra	czar	mantra	czar	N	N;NOM;MASC;SG
mantra	zaklęcie	mantra	zaklęty	N	N;NOM;NEUT;SG
logistik	logistyka	logistik	logistyka	N	N;NOM;FEM;SG
logistik	logistyki	logistik	logistyka	N	N;GEN;FEM;SG
logistik	logistyka	logistik	logistyka	N	N;NOM;FEM;SG
kegelapan	mroku	kegelapan	mrok	N;SG	N;GEN;MASC;SG
kegelapan	ciemności	kegelapan	ciemność	N;SG	N;GEN;FEM;SG
kegelapan	ciemność	kegelapan	ciemność	N;SG	N;NOM;FEM;SG
kegelapan	mrok	kegelapan	mrok	N;SG	N;NOM;MASC;SG
reporter	reporterka	reporter	reporterka	N;SG	N;NOM;FEM;SG
reporter	dziennikarz	reporter	dziennikarz	N;SG	N;NOM;MASC;SG
reporter	dziennikarka	reporter	dziennikarka	N;SG	N;NOM;FEM;SG
reporter	reporter	reporter	reporter	N;SG	N;NOM;MASC;SG
pengunduran	rezygnacja	penunduran	rezygnacja	N;SG	N;NOM;FEM;SG
pengunduran	rezygnacji	penunduran	rezygnacja	N;SG	N;GEN;FEM;SG
pengunduran	rezygnację	penunduran	rezygnacja	N;SG	N;ACC;FEM;SG
parit	rów	parit	rów	N;SG	N;NOM;MASC;SG
parit	rowu	parit	rów	N;SG	N;GEN;MASC;SG
parit	rowie	parit	rów	N;SG	N;DAT;MASC;SG
parit	rów	parit	rów	N;SG	N;NOM;MASC;SG
registrasi	rejestracja	registrasi	rejestracja	N	N;NOM;FEM;SG
registrasi	rejestracji	registrasi	rejestracja	N	N;GEN;FEM;SG
debat	debaty	debat	debata	N;SG	N;ACC;FEM;SG
debat	debata	debat	debata	N;SG	N;NOM;FEM;SG
debat	debaty	debat	debata	N;SG	N;ACC;FEM;SG
kemiripan	podobieństwo	kemiripan	podobieństwo	N;SG	N;NOM;NEUT;SG
kemiripan	podobieństwo	kemiripan	podobieństwo	N;SG	N;NOM;NEUT;SG
kemiripan	powinowactwo	kemiripan	powinowactwo	N;SG	N;NOM;NEUT;SG
pemancar	nadajnik	penpancar	nadajnik	N;SG	N;NOM;MASC;SG
pemancar	przekaźnik	penpancar	przekaźnik	N;SG	N;NOM;MASC;SG
teolog	teolog	teolog	teolog	N;SG	N;NOM;MASC;SG
opsi	opcję	opsi	opcja	N;SG	N;ACC;FEM;SG
opsi	opcja	opsi	opcja	N;SG	N;NOM;FEM;SG
altar	ołtarz	altar	ołtarz	N;SG	N;NOM;MASC;SG
altar	ołtarzu	altar	ołtarz	N;SG	N;INS;MASC;SG
altar	ołtarza	altar	ołtarz	N;SG	N;GEN;MASC;SG
isteri	żona	isteri	żona	N;SG	N;NOM;FEM;SG
wacana	dyskursu	wacana	dyskurs	N;SG	N;GEN;MASC;SG
inisiatif	inicjatywy	inisiatif	inicjatywa	N;SG	N;GEN;FEM;SG
inisiatif	inicjatywa	inisiatif	inicjatywa	N;SG	N;NOM;FEM;SG
inisiatif	inicjatywy	inisiatif	inicjatywa	N;SG	N;GEN;FEM;SG
terusan	kanał	terusan	kanał	N;SG	N;ACC;MASC;SG
umpan	przynętę	umpan	przynąć	N;SG	N;ACC;FEM;SG
tengkorak	czaszka	tengkorak	czaszki	N;SG	N;NOM;FEM;SG
tengkorak	czaszkę	tengkorak	czaszka	N;SG	N;ACC;FEM;SG
kemasan	pakowanie	kemasan	pakować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
kemasan	opakowanie	kemasan	opakować	N;SG	N;NOM;NEUT;SG
kemasan	pakowania	kemasan	pakowanie	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
kemasan	pakowanie	kemasan	pakować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
hayati	bioróżnorodności	hayati	bioróżnorodność	N;SG	N;GEN;FEM;SG
selebriti	sława	selebriti	sława	N	N;NOM;FEM;SG
selebriti	gwiazda	selebriti	gwiazda	N	N;NOM;FEM;SG
selebriti	gwiazdy	selebriti	gwiazda	N	N;ACC;FEM;PL
selebriti	osobistości	selebriti	osobistość	N	N;NOM;FEM;PL
bidadari	anioł	bidadari	anioł	N;SG	N;NOM;MASC;SG
bidadari	aniołek	bidadari	aniołek	N;SG	N;NOM;MASC;SG
perhiasan	biżuterii	perhiasan	biżuteria	N;SG	N;GEN;FEM;SG
perhiasan	biżuteria	perhiasan	biżuterium	N;SG	N;NOM;FEM;SG
perhiasan	biżuterię	perhiasan	biżuteria	N;SG	N;ACC;FEM;SG
perhiasan	biżuterii	perhiasan	biżuteria	N;SG	N;GEN;FEM;SG
perhiasan	biżuteria	perhiasan	biżuterium	N;SG	N;NOM;FEM;SG
kehakiman	sądownictwa	kehakiman	sądownictwo	N;SG	N;NOM;NEUT;SG
topografi	topografia	topografi	topografia	N	N;NOM;FEM;SG
memancing	ryby	menpancing	ryba	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
perspektif	perspektywa	perspektif	perspektywa	N;SG	N;NOM;FEM;SG
perspektif	perspektywę	perspektif	perspektywa	N;SG	N;ACC;FEM;SG
perspektif	perspektywa	perspektif	perspektywa	N;SG	N;NOM;FEM;SG
pementasan	inscenizacja	penpentasan	inscenizacja	N;SG	N;NOM;FEM;SG
relasi	relacja	relasi	relacja	N;SG	N;NOM;FEM;SG
relasi	relacji	relasi	relacja	N;SG	N;GEN;FEM;SG
progresif	stopniowe	progresif	stopniowy	ADJ;SG	ADJ;NOM;NEUT;SG
progresif	stopniowego	progresif	stopniowy	ADJ;SG	ADJ;ACC;MASC;SG
perkusi	perkusja	perkusi	perkusja	N	N;NOM;FEM;SG
penanaman	sadzenia	pentanaman	sadzić	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
penanaman	uprawy	pentanaman	uprawa	N;SG	N;GEN;FEM;SG
penanaman	uprawę	pentanaman	uprawa	N;SG	N;ACC;FEM;SG
dinamika	dynamika	dinamika	dynamika	N	N;NOM;FEM;SG
dinamika	dynamiki	dinamika	dynamika	N	N;NOM;FEM;PL
ronde	runda	ronde	runda	N	N;NOM;FEM;SG
bak	wannie	bak	wannie	N;SG	N;DAT;FEM;SG
bak	wanny	bak	wanny	N;SG	N;GEN;FEM;SG
bak	wanna	bak	wanna	N;SG	N;NOM;FEM;SG
borussia	borussia	borussia	borussia	N	N;NOM;MASC;SG
mengindikasikan	wskazuje	menindikasikan	wskazywać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mengindikasikan	wskazywać	menindikasikan	wskazywać	V;SG;ACT	V;IPFV;NFIN;ACT
mengindikasikan	wskazać	menindikasikan	wskazać	V;SG;ACT	V;PFV;NFIN;ACT
berkomentar	skomentował	berkomentar	skomentować	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
berkomentar	skomentowała	berkomentar	skomentować	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
menyertakan	dołącz	menyertakan	dołączyć	V	V;PFV;IMP;SG;2;FIN;ACT
menyertakan	obejmować	menyertakan	obejmować	V	V;IPFV;NFIN;ACT
menyertakan	zawiera	menyertakan	zawierać	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
menyertakan	obejmuje	menyertakan	obejmować	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
wajar	uzasadnione	wajar	uzasadniony	ADJ;SG	ADJ;NOM;NEUT;SG
wajar	rozsądne	wajar	rozsądny	ADJ;SG	ADJ;NOM;NEUT;SG
wajar	rozsądny	wajar	rozsądny	ADJ;SG	ADJ;NOM;MASC;SG
wajar	rozsądna	wajar	rozsądny	ADJ;SG	ADJ;NOM;FEM;SG
akademis	akademickie	akademis	akademicki	ADJ;SG	ADJ;NOM;NEUT;SG
peralihan	przemiana	peralihan	przemiać	N;SG	N;NOM;FEM;SG
peralihan	przejście	peralihan	przejście	N;SG	N;NOM;NEUT;SG
pengeluaran	wydawanie	penkeluaran	wydawać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pengeluaran	wydatek	penkeluaran	wydatek	N;SG	N;NOM;MASC;SG
pengeluaran	wydatek	penkeluaran	wydatek	N;SG	N;NOM;MASC;SG
ubah	zmodyfikować	ubah	zmodyfikować	V;SG;ACT	V;PFV;NFIN;ACT
ubah	zmienić	ubah	zmienić	V;SG;ACT	V;PFV;NFIN;ACT
ubah	zmień	ubah	zmień	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
dominasi	dominacji	dominasi	dominacja	N;SG	N;DAT;FEM;SG
dominasi	dominacji	dominasi	dominacja	N;SG	N;DAT;FEM;SG
pemanasan	ogrzewanie	penpanasan	ogrzewanie	N;SG	N;NOM;NEUT;SG
pemanasan	ocieplenie	penpanasan	ocieplenie	N;SG	N;NOM;NEUT;SG
kawat	drutu	kawat	drut	N;SG	N;GEN;MASC;SG
kawat	drut	kawat	drut	N;SG	N;NOM;MASC;SG
akta	czyn	akta	czyn	N;SG	N;NOM;MASC;SG
akta	uczynek	akta	uczynek	N;SG	N;NOM;MASC;SG
persepsi	postrzeganie	persepsi	postrzeganie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
persepsi	postrzeganie	persepsi	postrzeganie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
kaset	kasetę	kaset	kaseta	N	N;ACC;FEM;SG
kaset	kaseta	kaset	kaseta	N	N;NOM;FEM;SG
kaset	kasety	kaset	kaseta	N	N;ACC;FEM;PL
kaset	kasety	kaset	kaseta	N	N;ACC;FEM;PL
biarawan	mnich	biarawan	mnichy	N	N;NOM;MASC;SG
biarawan	mnicha	biarawan	mnichy	N	N;ACC;MASC;SG
biarawan	mnichów	biarawan	mnich	N	N;ACC;MASC;PL
biarawan	mnisi	biarawan	małić	N	N;NOM;MASC;PL
pemberi	dawca	penberi	dawca	N;SG	N;NOM;MASC;SG
memulihkan	przywraca	menpulihkan	przywracać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
memulihkan	odzyskać	menpulihkan	odzyskać	V;SG;ACT	V;PFV;NFIN;ACT
pemindahan	przemieszczenie	penpindahan	przemieszczenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
bubuk	proszek	bubuk	proszek	N;SG	N;NOM;MASC;SG
bubuk	proch	bubuk	proch	N;SG	N;NOM;MASC;SG
pembacaan	czytania	penbacaan	czytać	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
pembacaan	czytanie	penbacaan	czytać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pembacaan	lektura	penbacaan	lektura	N;SG	N;NOM;FEM;SG
pembacaan	odczyt	penbacaan	odczyt	N;SG	N;NOM;MASC;SG
jurnalistik	dziennikarstwo	jurnalistik	dziennikarstwo	N;SG	N;NOM;NEUT;SG
kelinci	zając	kelinci	zając	N	N;NOM;MASC;SG
kelinci	królików	kelinci	królik	N	N;ACC;MASC;PL
kelinci	króliki	kelinci	królika	N	N;NOM;MASC;PL
kelinci	króliczka	kelinci	króliczka	N	N;ACC;MASC;SG
kelinci	króliczek	kelinci	króliczek	N	N;NOM;MASC;SG
kelinci	królik	kelinci	królik	N	N;NOM;MASC;SG
kelinci	króliki	kelinci	królika	N	N;NOM;MASC;PL
kelinci	króliczek	kelinci	króliczek	N	N;NOM;MASC;SG
kelinci	zając	kelinci	zając	N	N;NOM;MASC;SG
nasionalisme	nacjonalizm	nasionalisme	nacjonalizm	N;SG	N;NOM;MASC;SG
implementasi	realizacji	implementasi	realizacja	N;SG	N;GEN;FEM;SG
implementasi	realizacja	implementasi	realizacja	N;SG	N;NOM;FEM;SG
implementasi	wdrożenie	implementasi	wdrożyć	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
implementasi	wykonanie	implementasi	wykonać	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
implementasi	wdrażanie	implementasi	wdrażać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
implementasi	implementacji	implementasi	implementacja	N;SG	N;GEN;FEM;SG
penempatan	umiejscowienia	pentempatan	umiejscowienie	N;SG	N;NOM;NEUT;SG
penempatan	umieszczenie	pentempatan	umieszczenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
penempatan	umiejscowienia	pentempatan	umiejscowienie	N;SG	N;NOM;NEUT;SG
peresmian	inauguracji	peresmian	inauguracja	N;SG	N;GEN;FEM;SG
terpencil	odosobnione	terpencil	odosobniony	ADJ;SG	ADJ;NOM;NEUT;SG
katak	ropucha	katak	ropuch	N;SG	N;NOM;FEM;SG
katak	żaba	katak	żaba	N;SG	N;NOM;FEM;SG
menghukum	karze	menhukum	karz	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menghukum	ukarać	menhukum	ukarać	V;SG;ACT	V;PFV;NFIN;ACT
menghukum	karać	menhukum	karać	V;SG;ACT	V;IPFV;NFIN;ACT
imigrasi	imigracji	imigrasi	imigracja	N;SG	N;GEN;FEM;SG
imigrasi	imigracja	imigrasi	imigracja	N;SG	N;NOM;FEM;SG
drastis	drastyczne	drastis	drastyczny	ADJ;SG	ADJ;NOM;NEUT;SG
prototipe	prototyp	prototipe	prototyp	N;SG	N;ACC;MASC;SG
subyek	tematy	subyek	temat	N	N;NOM;MASC;PL
subyek	obiekty	subyek	obiekt	N	N;NOM;MASC;PL
subyek	przedmioty	subyek	przedmiot	N	N;NOM;MASC;PL
subyek	temat	subyek	temat	N	N;ACC;MASC;SG
subyek	przedmiot	subyek	przedmiot	N	N;NOM;MASC;SG
subyek	obiekt	subyek	obiekt	N	N;NOM;MASC;SG
subyek	podmiot	subyek	podmiot	N	N;NOM;MASC;SG
sukarela	wolontariat	sukarela	wolontariat	N;SG	N;NOM;MASC;SG
sukarela	wolontariatu	sukarela	wolontariat	N;SG	N;GEN;MASC;SG
sukarela	wolontariat	sukarela	wolontariat	N;SG	N;NOM;MASC;SG
kolektif	zbiorowego	kolektif	zbiorowy	ADJ	ADJ;ACC;MASC;SG
kolektif	zbiorowe	kolektif	zbiorowy	ADJ	ADJ;NOM;NEUT;SG
dynamo	dynamo	dynamo	dynamo	N;SG	N;NOM;NEUT;SG
meniru	naśladować	mentiru	naśladować	V;SG;ACT	V;IPFV;NFIN;ACT
nyonya	pani	nyonya	pani	N	N;NOM;FEM;SG
nyonya	pani	nyonya	pani	N	N;NOM;FEM;SG
nyonya	kochanka	nyonya	kochanka	N	N;NOM;FEM;SG
nyonya	pani	nyonya	pani	N	N;NOM;FEM;SG
oksida	tlenku	oksida	tlenk	N;SG	N;GEN;MASC;SG
oksida	tlenek	oksida	tlenek	N;SG	N;NOM;MASC;SG
hobi	hobby	hobi	hobby	N;SG	N;NOM;NEUT;SG
hobi	hobby	hobi	hobby	N;SG	N;NOM;NEUT;SG
rotasi	obrót	rotasi	obrót	N	N;NOM;MASC;SG
rotasi	rotacji	rotasi	rotacja	N	N;GEN;FEM;SG
jamaika	jamajka	jamaika	jamajka	N;SG	N;NOM;FEM;SG
balasan	odpowiedź	balasan	odpowiedź	N;SG;ACT	N;NOM;FEM;SG
undian	loteria	undian	loteria	N;SG	N;NOM;FEM;SG
undian	losowanie	undian	losowanie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
undian	loterii	undian	loteria	N;SG	N;GEN;FEM;SG
penguasaan	posiadanie	penkuasaan	posiadać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
penguasaan	posiadania	penkuasaan	posiadać	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
penguasaan	opanowanie	penkuasaan	opanować	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
gantung	powieszenie	gantung	powieszenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
prioritas	priorytet	prioritas	priorytet	N;SG	N;NOM;MASC;SG
prioritas	pierwszeństwo	prioritas	pierwszeństwo	N;SG	N;NOM;NEUT;SG
performa	wykonanie	performa	wykonać	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
performa	skuteczność	performa	skuteczność	N;SG	N;NOM;FEM;SG
performa	występ	performa	występ	N;SG	N;ACC;MASC;SG
performa	wydajność	performa	wydajność	N;SG	N;ACC;FEM;SG
performa	wydajności	performa	wydajność	N;SG	N;GEN;FEM;SG
persentase	procent	persentase	procent	N;SG	N;NOM;MASC;SG
persentase	odsetek	persentase	odsetka	N;SG	N;ACC;MASC;SG
persentase	procent	persentase	procent	N;SG	N;NOM;MASC;SG
menimpa	obejść	mentimpa	obejść	V;SG;ACT	V;PFV;NFIN;ACT
strip	paski	strip	pask	N	N;NOM;MASC;PL
strip	pasek	strip	pask	N	N;NOM;MASC;SG
champion	mistrz	champion	mistrz	N	N;NOM;MASC;SG
menggali	wykop	mengali	wykop	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
menggali	kopać	mengali	kopać	V;SG;ACT	V;IPFV;NFIN;ACT
menggali	kopać	mengali	kopać	V;SG;ACT	V;IPFV;NFIN;ACT
neutron	neutrony	neutron	neutrony	N	N;NOM;MASC;PL
sengketa	kłótnie	sengketa	kłótnie	N;SG	N;NOM;NEUT;SG
sengketa	spór	sengketa	spór	N;SG	N;NOM;MASC;SG
sengketa	spór	sengketa	spór	N;SG	N;NOM;MASC;SG
pengasingan	wygnanie	penasingan	wygnanie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
liburan	święto	liburan	święto	N;SG	N;NOM;NEUT;SG
liburan	urlop	liburan	urlop	N;SG	N;NOM;MASC;SG
teras	taras	teras	taras	N;SG	N;NOM;MASC;SG
teras	patio	teras	patio	N;SG	N;NOM;MASC;SG
personil	personelu	personil	personel	N;SG	N;GEN;MASC;SG
personil	personel	personil	personel	N;SG	N;NOM;MASC;SG
acuan	odniesienie	acuan	odniesienie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
acuan	odniesienia	acuan	odnieść	N;SG	N;GEN;NEUT;SG
rekomendasi	zalecenie	rekomendasi	zalecenie	N;SG	N;NOM;NEUT;SG
rekomendasi	rekomendacji	rekomendasi	rekomendacja	N;SG	N;GEN;FEM;SG
pengadaan	zamówienia	penadaan	zamówienie	N;SG	N;NOM;NEUT;SG
kisaran	zasięg	kisaran	zasięg	N;SG	N;NOM;MASC;SG
kisaran	zakres	kisaran	zakres	N;SG	N;NOM;MASC;SG
kisaran	zasięgu	kisaran	zasiąg	N;SG	N;GEN;MASC;SG
kisaran	przedział	kisaran	przedział	N;SG	N;NOM;MASC;SG
kisaran	odległość	kisaran	odległość	N;SG	N;ACC;FEM;SG
imbang	remis	imbang	remis	N;SG	N;NOM;MASC;SG
imbang	krawat	imbang	krawat	N;SG	N;NOM;MASC;SG
imbang	remis	imbang	remis	N;SG	N;NOM;MASC;SG
imbang	losowanie	imbang	losowanie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pembatasan	ograniczenia	penbatasan	ograniczenie	N;SG	N;NOM;NEUT;SG
pembatasan	ograniczenie	penbatasan	ograniczenie	N;SG	N;NOM;NEUT;SG
pembatasan	ograniczenia	penbatasan	ograniczenie	N;SG	N;NOM;NEUT;SG
pembatasan	ograniczenie	penbatasan	ograniczenie	N;SG	N;NOM;NEUT;SG
pembatasan	ograniczanie	penbatasan	ograniczać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
nubuat	przepowiednie	nubuat	przepowiednia	N	N;NOM;FEM;PL
nubuat	proroctwo	nubuat	proroctwo	N	N;NOM;NEUT;SG
nubuat	przepowiednia	nubuat	przepowiedni	N	N;NOM;FEM;SG
penanda	znacznik	pentanda	znacznik	N;SG	N;NOM;MASC;SG
penanda	marker	pentanda	marker	N;SG	N;NOM;MASC;SG
penanda	zakładki	pentanda	zakładka	N;SG	N;ACC;FEM;SG
menyembunyikan	ukrył	mensembunyikan	ukryć	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
menyembunyikan	ukryj	mensembunyikan	ukryj	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
menyembunyikan	ukrywa	mensembunyikan	ukrywać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menyembunyikan	chowa	mensembunyikan	chować	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
dongeng	opowieść	dongeng	opowieść	N;SG	N;NOM;FEM;SG
dongeng	bajka	dongeng	bajka	N;SG	N;NOM;FEM;SG
aroma	aromat	aroma	aromat	N;SG	N;NOM;MASC;SG
aroma	woń	aroma	woń	N;SG	N;NOM;FEM;SG
aroma	zapach	aroma	zapach	N;SG	N;NOM;MASC;SG
penggantian	zastąpienia	pengantian	zastąpić	N;SG	N;NOM;NEUT;SG
penggantian	zastąpienie	pengantian	zastąpienie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
penggantian	wymiana	pengantian	wymianać	N;SG	N;NOM;FEM;SG
penggantian	zastąpienia	pengantian	zastąpić	N;SG	N;NOM;NEUT;SG
penggantian	zastępstwo	pengantian	zastępstwo	N;SG	N;NOM;NEUT;SG
penggantian	zastąpienie	pengantian	zastąpienie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
reputasi	reputacji	reputasi	reputacja	N;SG	N;GEN;FEM;SG
reputasi	reputację	reputasi	reputacja	N;SG	N;ACC;FEM;SG
reputasi	reputacja	reputasi	reputacja	N;SG	N;NOM;FEM;SG
reputasi	reputacji	reputasi	reputacja	N;SG	N;GEN;FEM;SG
reputasi	reputację	reputasi	reputacja	N;SG	N;ACC;FEM;SG
reputasi	reputacja	reputasi	reputacja	N;SG	N;NOM;FEM;SG
mengenali	poznaje	menkenali	poznawać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mengenali	rozpoznaje	menkenali	rozpoznawać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mengenali	rozpoznać	menkenali	rozpoznać	V;SG;ACT	V;PFV;NFIN;ACT
mengenali	uznając	menkenali	uznawać	V;SG;ACT	V;IPFV;PRS;V.CVB;ACT
mengenali	uznać	menkenali	uznać	V;SG;ACT	V;PFV;NFIN;ACT
mengenali	uznawać	menkenali	uznawać	V;SG;ACT	V;IPFV;NFIN;ACT
mengenali	rozpoznał	menkenali	rozpoznać	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
wawasan	wgląd	wawasan	wgląd	N;SG	N;NOM;MASC;SG
keunikan	wyjątkowość	keunikan	wyjątkowość	N;SG	N;NOM;FEM;SG
asumsi	założenie	asumsi	założenie	N;SG	N;NOM;NEUT;SG
asumsi	założeniu	asumsi	założyć	N;SG	N;DAT;NEUT;SG
asumsi	założenia	asumsi	założenie	N;SG	N;NOM;NEUT;SG
asumsi	założenia	asumsi	założenie	N;SG	N;NOM;NEUT;SG
kiper	bramkarz	kiper	bramkarz	N;SG	N;NOM;MASC;SG
kiper	bramkarz	kiper	bramkarz	N;SG	N;NOM;MASC;SG
lancar	gładkie	lancar	gładki	ADJ;SG	ADJ;NOM;NEUT;SG
lancar	gładka	lancar	gładka	ADJ;SG	ADJ;NOM;FEM;SG
lancar	sprawne	lancar	sprawny	ADJ;SG	ADJ;NOM;NEUT;SG
bengkel	warsztat	bengkel	warsztat	N;SG	N;NOM;MASC;SG
penawaran	umowa	pentawaran	umowa	N;SG	N;NOM;FEM;SG
penawaran	układ	pentawaran	układ	N;SG	N;NOM;MASC;SG
penawaran	ofertę	pentawaran	oferta	N;SG	N;ACC;FEM;SG
penawaran	oferta	pentawaran	oferty	N;SG	N;NOM;FEM;SG
penawaran	oferta	pentawaran	oferty	N;SG	N;NOM;FEM;SG
pengalihan	przekierowanie	penalihan	przekierować	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
pengalihan	przekierowanie	penalihan	przekierować	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
pengalihan	przekierowania	penalihan	przekierowanie	N;SG	N;NOM;NEUT;SG
pengalihan	dywersja	penalihan	dywersja	N;SG	N;NOM;FEM;SG
teror	terror	teror	terror	N;SG	N;NOM;MASC;SG
teror	terroru	teror	terror	N;SG	N;GEN;MASC;SG
teror	przerażenie	teror	przerażenie	N;SG	N;NOM;NEUT;SG
obligasi	wiązania	obligasi	wiązanie	N;SG	N;NOM;NEUT;SG
obligasi	obligacji	obligasi	obligacja	N;SG	N;ACC;FEM;SG
obligasi	obligacji	obligasi	obligacja	N;SG	N;ACC;FEM;SG
obligasi	więź	obligasi	więź	N;SG	N;NOM;FEM;SG
obligasi	wiązanie	obligasi	wiązanie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
tingkah	kaprys	tingkah	kaprys	N;SG	N;NOM;MASC;SG
tingkah	zachowanie	tingkah	zachować	N;SG	N;NOM;NEUT;SG
tingkah	zachowania	tingkah	zachowanie	N;SG	N;NOM;NEUT;SG
ketahanan	wytrzymałości	ketahanan	wytrzymałość	N;SG	N;GEN;FEM;SG
ketahanan	wytrzymałość	ketahanan	wytrzymałość	N;SG	N;NOM;FEM;SG
ketahanan	odporność	ketahanan	odporność	N;SG	N;ACC;FEM;SG
ketahanan	opór	ketahanan	opór	N;SG	N;NOM;MASC;SG
ketahanan	odporność	ketahanan	odporność	N;SG	N;ACC;FEM;SG
desktop	pulpitu	desktop	pulpit	N;SG	N;GEN;MASC;SG
desktop	pulpit	desktop	pulpit	N;SG	N;NOM;MASC;SG
metabolisme	metabolizm	metabolisme	metabolizm	N;SG	N;ACC;MASC;SG
surel	poczta	surel	poczta	N	N;NOM;FEM;SG
tren	trend	tren	trend	N;SG	N;NOM;MASC;SG
tren	tendencja	tren	tendencja	N;SG	N;NOM;FEM;SG
tren	tendencji	tren	tendencja	N;SG	N;GEN;FEM;SG
perusak	niszczyciel	penrusak	niszczyciel	N;SG	N;NOM;MASC;SG
ranah	dziedziny	ranah	dziedzina	N	N;GEN;FEM;PL
ranah	domena	ranah	domen	N	N;NOM;FEM;SG
ranah	dziedzina	ranah	dziedzina	N	N;NOM;FEM;SG
banteng	byka	banteng	byk	N;SG	N;ACC;MASC;SG
banteng	byk	banteng	byk	N;SG	N;NOM;MASC;SG
kabin	domki	kabin	domek	N	N;NOM;MASC;PL
kabin	kabiny	kabin	kabina	N	N;ACC;FEM;PL
kabin	domku	kabin	domek	N	N;GEN;MASC;SG
kabin	kabina	kabin	kabina	N	N;NOM;FEM;SG
kabin	kabiny	kabin	kabina	N	N;ACC;FEM;PL
kabin	domek	kabin	domek	N	N;NOM;MASC;SG
shogun	szogun	shogun	szoguna	N	N;NOM;MASC;SG
gencatan	rozejm	gencatan	rozejm	N;SG	N;NOM;MASC;SG
daur	cykl	daur	cykl	N;SG	N;NOM;MASC;SG
daur	cyklu	daur	cykl	N;SG	N;GEN;MASC;SG
