novak	novak	novak	novak	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
rozšiřuje	élargit	rozšiřovat	élargir	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
rozšiřuje	agrandit	rozšiřovat	agrandir	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
rozšiřuje	étend	rozšiřovat	étendre	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
sadu	verger	sada	verger	N;ACC;FEM;SG;POS	N;MASC;SG
dobýt	vaincre	dobýt	vaincre	V;POS;NFIN	V;NFIN
dobýt	conquérir	dobýt	conquérir	V;POS;NFIN	V;NFIN
získávání	acquisition	získávání	acquisition	N;NOM;NEUT;SG;POS	N;FEM;SG
agrární	agraire	agrární	agraire	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
vlastník	propriétaire	vlastník	propriétaire	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
střela	coup	střela	coup	N;NOM;FEM;SG;POS	N;MASC;SG
střela	shot	střela	shot	N;NOM;FEM;SG;POS	N;MASC;SG
střela	tir	střela	tir	N;NOM;FEM;SG;POS	N;MASC;SG
střela	missile	střela	missile	N;NOM;FEM;SG;POS	N;MASC;SG
ptáky	bites	pták	bite	N;ANIM;ACC;MASC;PL;POS	N;FEM;PL
ptáky	oiseaux	pták	oiseau	N;ANIM;ACC;MASC;PL;POS	N;MASC;PL
ptáky	queues	pták	queue	N;ANIM;ACC;MASC;PL;POS	N;FEM;PL
ptáky	bites	pták	bite	N;ANIM;ACC;MASC;PL;POS	N;FEM;PL
ptáky	coqs	pták	coqs	N;ANIM;ACC;MASC;PL;POS	N;MASC;PL
vítězný	victorieuse	vítězný	victorieux	ADJ;INAN;NOM;MASC;SG;POS	ADJ;FEM;SG
vítězný	victorieux	vítězný	victorieux	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
definovat	définit	definovat	définir	V;POS;NFIN	V;IND;SG;3;PRS;FIN
definovat	définir	definovat	définir	V;POS;NFIN	V;NFIN
definovat	définis	definovat	définir	V;POS;NFIN	V;MASC;PL;PST;V.PTCP
nacisty	nazis	nacista	nazi	N;ANIM;INS;MASC;PL;POS	N;MASC;PL
snadné	facile	snadný	facile	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
vizuální	visuelle	vizuální	visuel	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
vizuální	visuel	vizuální	visuel	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
viditelné	visible	viditelný	visible	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
pochod	marche	pochod	marche	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
pochod	mars	pochod	mars	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
trpěl	subie	trpět	subie	V;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
trpěl	souffert	trpět	souffert	V;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
poznal	reconnu	poznat	reconnaître	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
poznal	reconnue	poznat	reconnaître	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
vždycky	toujours	vždycky	toujours	ADV	ADV
spiknutí	complot	spiknutí	complot	N;NOM;NEUT;SG;POS	N;MASC;SG
spiknutí	parcelle	spiknutí	parcelle	N;NOM;NEUT;SG;POS	N;FEM;SG
spiknutí	complot	spiknutí	complot	N;NOM;NEUT;SG;POS	N;MASC;SG
spiknutí	conspiration	spiknutí	conspiration	N;NOM;NEUT;SG;POS	N;FEM;SG
diskutovat	discuter	diskutovat	discuter	V;IPFV;POS;NFIN	V;NFIN
diskutovat	discutez	diskutovat	discuter	V;IPFV;POS;NFIN	V;IMP;PL;2;PRS;FIN
naději	espoir	naděje	espoir	N;ACC;FEM;SG;POS	N;MASC;SG
naději	espérance	naděje	espérance	N;ACC;FEM;SG;POS	N;FEM;SG
stanoví	spécifie	stanovit	spécifie	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
továrně	usine	továrna	usine	N;DAT;FEM;SG;POS	N;FEM;SG
pořady	spectacles	pořad	spectacle	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
křesťanská	chrétienne	křesťanský	chrétien	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
křesťanská	chrétien	křesťanský	chrétien	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
odhalení	dévoilement	odhalení	dévoilement	N;NOM;NEUT;SG;POS	N;MASC;SG
odhalení	révélation	odhalení	révélation	N;NOM;NEUT;SG;POS	N;FEM;SG
pojmenoval	nommée	pojmenovat	nommer	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
pojmenoval	nommé	pojmenovat	nommer	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
terén	terrain	terén	terrain	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
sociolog	sociologue	sociolog	sociologue	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
trend	tendance	trend	tendance	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
dno	fond	dno	fond	N;NOM;NEUT;SG;POS	N;MASC;SG
aktivista	militant	aktivista	militant	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
aktivista	activiste	aktivista	activiste	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
císařovna	impératrice	císařovna	empereur	N;NOM;FEM;SG;POS	N;FEM;SG
udržovat	maintenir	udržovat	maintenir	V;IPFV;POS;NFIN	V;NFIN
aspekty	aspects	aspekt	aspect	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
souvislost	branchement	souvislost	branchement	N;NOM;FEM;SG;POS	N;MASC;SG
souvislost	raccordement	souvislost	raccordement	N;NOM;FEM;SG;POS	N;MASC;SG
souvislost	connexion	souvislost	connexion	N;NOM;FEM;SG;POS	N;FEM;SG
souvislost	lien	souvislost	lien	N;NOM;FEM;SG;POS	N;MASC;SG
výuky	enseignement	výuka	enseignement	N;NOM;FEM;SG;POS	N;MASC;SG
nejoblíbenější	favori	oblíbený	favori	ADJ;NOM;RL;MASC;SG;POS	ADJ;MASC;SG
pobočka	succursale	pobočka	succursal	N;NOM;FEM;SG;POS	N;FEM;SG
pobočka	branche	pobočka	branche	N;NOM;FEM;SG;POS	N;FEM;SG
pobočka	embranchement	pobočka	embranchement	N;NOM;FEM;SG;POS	N;MASC;SG
irena	irène	iren	irène	N;NOM;FEM;SG;POS	N;FEM;SG
švýcarské	suisse	švýcarský	suisse	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
ukládání	épargne	ukládání	épargner	N;NOM;NEUT;SG;POS	N;FEM;SG
dočasné	provisoire	dočasný	provisoire	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
dočasné	temporaire	dočasný	temporaire	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
chaty	discussions	chata	discussion	N;NOM;FEM;PL;POS	N;FEM;PL
chaty	chalets	chata	chalet	N;NOM;FEM;PL;POS	N;MASC;PL
admirál	amiral	admirál	amiral	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
řazení	classement	řazení	classement	N;NOM;NEUT;SG;POS	N;MASC;SG
tkáně	mouchoirs	tkáň	mouchoir	N;NOM;FEM;PL;POS	N;MASC;PL
orel	aigle	orel	aigle	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
orel	queue	orel	queue	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
orel	pile	orel	pile	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
jasný	limpide	jasný	limpide	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
jasný	clair	jasný	clair	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
učebnice	manuels	učebnice	manuel	N;NOM;FEM;PL;POS	N;MASC;PL
poskytl	fourni	poskytnout	fournir	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
poskytl	fournie	poskytnout	fournir	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
značek	marques	značka	marque	N;GEN;FEM;PL;POS	N;FEM;PL
patnáct	quinze	patnáct	quinze	NUM;NOM;SG	NUM
tibetu	tibet	tibet	tibet	N;INAN;DAT;MASC;SG;POS	N;MASC;SG
hity	hits	hit	hit	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
tragédie	drame	tragedie	drame	N;NOM;FEM;SG;POS	N;MASC;SG
tragédie	tragédie	tragedie	tragédie	N;NOM;FEM;SG;POS	N;FEM;SG
kritické	critique	kritický	critique	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
faktor	facteur	faktor	facteur	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
soudy	tribunaux	soud	tribunal	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
soudy	juridictions	soud	juridiction	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
příbuzný	parent	příbuzný	parent	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
chodit	marcher	chodit	marcher	V;IPFV;POS;NFIN	V;NFIN
chodit	marcher	chodit	marcher	V;IPFV;POS;NFIN	V;NFIN
nežádoucí	indésirable	žádoucí	indésirable	ADJ;NOM;MASC;SG;NEG	ADJ;MASC;SG
nežádoucí	indésirable	žádoucí	indésirable	ADJ;NOM;MASC;SG;NEG	ADJ;MASC;SG
vrah	tueur	vrah	tueur	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
vrah	meurtrier	vrah	meurtrier	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
vrah	meurtrier	vrah	meurtrier	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
vrah	assassin	vrah	assassin	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
tvůrci	créateurs	tvůrce	créateur	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
tvůrci	créatrices	tvůrce	créateur	N;ANIM;NOM;MASC;PL;POS	N;FEM;PL
potenciální	potentielle	potenciální	potentiel	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
souboj	duel	souboj	duel	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
znečištění	pollution	znečištění	pollution	N;NOM;NEUT;SG;POS	N;FEM;SG
bytosti	créatures	bytost	créature	N;NOM;FEM;PL;POS	N;FEM;PL
léčení	cicatrisation	léčení	cicatrisation	N;NOM;NEUT;SG;POS	N;FEM;SG
léčení	guérison	léčení	guérison	N;NOM;NEUT;SG;POS	N;FEM;SG
léčení	traitement	léčení	traitement	N;NOM;NEUT;SG;POS	N;MASC;SG
písničky	chansons	písnička	chanson	N;NOM;FEM;PL;POS	N;FEM;PL
vyžadují	exigent	vyžadovat	exiger	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
vyžadují	exiger	vyžadovat	exiger	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	V;NFIN
vyžadují	requièrent	vyžadovat	requérir	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
bolest	souffrance	bolest	souffrance	N;NOM;FEM;SG;POS	N;FEM;SG
bolest	douleur	bolest	douleur	N;NOM;FEM;SG;POS	N;FEM;SG
bolest	peine	bolest	peine	N;NOM;FEM;SG;POS	N;FEM;SG
elitní	élitiste	elitní	élitiste	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
peugeot	peugeot	peugeot	peugeot	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
opakování	réapparition	opakování	réapparition	N;NOM;NEUT;SG;POS	N;FEM;SG
opakování	récurrence	opakování	récurrence	N;NOM;NEUT;SG;POS	N;FEM;SG
opakování	répétition	opakování	répétition	N;NOM;NEUT;SG;POS	N;FEM;SG
opakování	redoublement	opakování	redoublement	N;NOM;NEUT;SG;POS	N;MASC;SG
opakování	rediffusion	opakování	rediffusion	N;NOM;NEUT;SG;POS	N;FEM;SG
roviny	plaines	rovina	plaine	N;NOM;FEM;PL;POS	N;FEM;PL
roviny	avions	rovina	avion	N;NOM;FEM;PL;POS	N;MASC;PL
rozvíjí	développe	rozvíjet	développer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
klasického	classique	klasický	classique	ADJ;ANIM;GEN;MASC;SG;POS	ADJ;MASC;SG
bloků	blocages	blok	blocage	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
bloků	blocs	blok	bloc	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
sněhu	neige	sníh	neige	N;INAN;GEN;MASC;SG;POS	N;FEM;SG
propagaci	promotion	propagace	promotion	N;ACC;FEM;SG;POS	N;FEM;SG
stupnice	echelle	stupnice	echelle	N;NOM;FEM;SG;POS	N;FEM;SG
stupnice	échelle	stupnice	échelle	N;NOM;FEM;SG;POS	N;FEM;SG
přehrada	dam	přehrada	dam	N;NOM;FEM;SG;POS	N;MASC;SG
přehrada	barrage	přehrada	barrage	N;NOM;FEM;SG;POS	N;MASC;SG
přehrada	digue	přehrada	digue	N;NOM;FEM;SG;POS	N;FEM;SG
přehrada	réservoir	přehrada	réservoir	N;NOM;FEM;SG;POS	N;MASC;SG
menšiny	minorités	menšina	minorité	N;NOM;FEM;PL;POS	N;FEM;PL
sebastian	sébastien	sebastian	sébastien	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
sebastian	sebastien	sebastian	sebastien	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
odráží	reflète	odrážet	refléter	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
usnesení	résolution	usnesení	résolution	N;NOM;NEUT;SG;POS	N;FEM;SG
stěna	paroi	stěna	paroi	N;NOM;FEM;SG;POS	N;FEM;SG
stěna	muraille	stěna	muraille	N;NOM;FEM;SG;POS	N;FEM;SG
stěna	mur	stěna	mur	N;NOM;FEM;SG;POS	N;MASC;SG
tendence	tendance	tendence	tendance	N;NOM;FEM;SG;POS	N;FEM;SG
berdych	berdych	berdy	berdych	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
tma	noirceur	tma	noirceur	N;NOM;FEM;SG;POS	N;FEM;SG
tma	pénombre	tma	pénombre	N;NOM;FEM;SG;POS	N;FEM;SG
tma	obscurité	tma	obscurité	N;NOM;FEM;SG;POS	N;FEM;SG
prsten	bague	prsten	bague	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
prsten	anneau	prsten	anneau	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
kořist	butin	kořist	butin	N;NOM;FEM;SG;POS	N;MASC;SG
kořist	cul	kořist	cul	N;NOM;FEM;SG;POS	N;MASC;SG
kořist	butin	kořist	butin	N;NOM;FEM;SG;POS	N;MASC;SG
kořist	proie	kořist	proie	N;NOM;FEM;SG;POS	N;FEM;SG
skladatelů	compositeurs	skladatel	compositeur	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
virginie	virginie	virginie	virginie	N;NOM;FEM;SG;POS	N;FEM;SG
účastníky	participants	účastník	participant	N;ANIM;ACC;MASC;PL;POS	N;MASC;PL
demonstrace	démonstration	demonstrace	démonstration	N;NOM;FEM;SG;POS	N;FEM;SG
demonstrace	manifestation	demonstrace	manifestation	N;NOM;FEM;SG;POS	N;FEM;SG
posílení	renforcement	posílení	renforcement	N;NOM;NEUT;SG;POS	N;MASC;SG
posílení	armature	posílení	armature	N;NOM;NEUT;SG;POS	N;FEM;SG
posílení	renfort	posílení	renfort	N;NOM;NEUT;SG;POS	N;MASC;SG
posílení	renforcement	posílení	renforcement	N;NOM;NEUT;SG;POS	N;MASC;SG
způsobilo	causée	způsobit	causer	V;PFV;NEUT;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
způsobilo	causé	způsobit	causer	V;PFV;NEUT;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
interní	interne	interní	interne	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
rohy	coins	roh	coins	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
rohy	angles	roh	angle	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
rohy	cornes	roh	corne	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
rohy	avertisseurs	roh	avertisseur	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
rohy	cors	roh	cors	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
spuštění	startup	spuštění	startup	N;NOM;NEUT;SG;POS	N;FEM;SG
spuštění	démarrage	spuštění	démarrage	N;NOM;NEUT;SG;POS	N;MASC;SG
spuštění	lancement	spuštění	lancement	N;NOM;NEUT;SG;POS	N;MASC;SG
spuštění	lancement	spuštění	lancement	N;NOM;NEUT;SG;POS	N;MASC;SG
dodává	ajoute	dodávat	ajouter	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
váhy	haltères	váha	haltère	N;NOM;FEM;PL;POS	N;MASC;PL
váhy	gammes	váha	gamme	N;NOM;FEM;PL;POS	N;FEM;PL
váhy	écailles	váha	écaille	N;NOM;FEM;PL;POS	N;FEM;PL
váhy	échelles	váha	échelle	N;NOM;FEM;PL;POS	N;FEM;PL
váhy	balances	váha	balance	N;NOM;FEM;PL;POS	N;FEM;PL
závislá	dépendante	závislý	dépendant	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
závislá	accro	závislý	accro	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
závislá	addict	závislý	addict	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
bibliografie	bibliographie	bibliografie	bibliographie	N;NOM;FEM;SG;POS	N;FEM;SG
hnědá	brun	hnědý	brun	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
vlajku	pavillon	vlajka	pavillon	N;ACC;FEM;SG;POS	N;MASC;SG
vlajku	flag	vlajka	flag	N;ACC;FEM;SG;POS	N;MASC;SG
vlajku	drapeau	vlajka	drapeau	N;ACC;FEM;SG;POS	N;MASC;SG
těsné	étroit	těsný	étroit	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
kibucu	kibboutz	kibuce	kibboutz	N;INAN;DAT;MASC;SG;POS	N;MASC;SG
náboje	cartouches	náboj	cartouche	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
náboje	douilles	náboj	douille	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
náboje	balles	náboj	balle	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
náboje	puces	náboj	puce	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
náboje	coquillages	náboj	coquillage	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
náboje	obus	náboj	obus	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
sportovec	athlète	sportovec	athlète	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
vykonává	accomplit	vykonávat	accomplir	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vykonává	effectue	vykonávat	effectuer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
krk	nuque	krk	nuque	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
krk	cou	krk	cou	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
krk	encolure	krk	encolure	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
rameno	épaule	rameno	épaule	N;NOM;NEUT;SG;POS	N;FEM;SG
udělení	octroi	udělení	octroi	N;NOM;NEUT;SG;POS	N;MASC;SG
automatické	automatique	automatický	automatique	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
automatické	automatique	automatický	automatique	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
živá	vivante	živý	vivant	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
spektrum	spectre	spektrum	spectre	N;NOM;NEUT;SG;POS	N;MASC;SG
spektrum	spectre	spektrum	spectre	N;NOM;NEUT;SG;POS	N;MASC;SG
integrace	intégration	integrace	intégration	N;NOM;FEM;SG;POS	N;FEM;SG
upozornit	aviser	upozornit	aviser	V;PFV;POS;NFIN	V;NFIN
upozornit	informer	upozornit	informer	V;PFV;POS;NFIN	V;NFIN
upozornit	avertir	upozornit	avertir	V;PFV;POS;NFIN	V;NFIN
upozornit	notifier	upozornit	notifier	V;PFV;POS;NFIN	V;NFIN
pečlivě	prudemment	pečlivě	prudemment	ADV;POS	ADV
pečlivě	soigneusement	pečlivě	soigneusement	ADV;POS	ADV
pečlivě	attentivement	pečlivě	attentivement	ADV;POS	ADV
pečlivě	minutieusement	pečlivě	minutieusement	ADV;POS	ADV
pečlivě	méticuleusement	pečlivě	méticuleusement	ADV;POS	ADV
kardinála	cardinal	kardinál	cardinal	N;ANIM;ACC;MASC;SG;POS	N;MASC;SG
vyzval	contesté	vyzvat	contester	V;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
vyzval	défié	vyzvat	défier	V;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
vyzval	contestée	vyzvat	contester	V;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
faktorů	facteurs	faktor	facteur	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
disciplíny	disciplines	disciplína	discipline	N;NOM;FEM;PL;POS	N;FEM;PL
duo	duo	duo	duo	N;NOM;NEUT;SG;POS	N;MASC;SG
sousedních	voisines	sousední	voisin	ADJ;GEN;MASC;PL;POS	ADJ;FEM;PL
lékařská	médicale	lékařský	médical	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
lékařská	médical	lékařský	médical	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
otevřeně	ouvertement	otevřeně	ouvertement	ADV;POS	ADV
vražda	homicide	vražda	homicide	N;NOM;FEM;SG;POS	N;MASC;SG
vražda	meurtre	vražda	meurtre	N;NOM;FEM;SG;POS	N;MASC;SG
vražda	assassinat	vražda	assassinat	N;NOM;FEM;SG;POS	N;MASC;SG
příjmy	revenus	příjem	revenu	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
příjmy	recettes	příjem	recette	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
příjmy	revenus	příjem	revenu	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
příjmy	revenus	příjem	revenu	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
příjmy	recettes	příjem	recette	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
hnízdo	nid	hnízdo	nid	N;NOM;NEUT;SG;POS	N;MASC;SG
rozlišuje	distingue	rozlišovat	distinguer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
knihovnu	bibliothèque	knihovna	bibliothèque	N;ACC;FEM;SG;POS	N;FEM;SG
knihovnu	librairie	knihovna	librairie	N;ACC;FEM;SG;POS	N;FEM;SG
rozvod	divorce	rozvod	divorce	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
poskytování	provision	poskytování	provision	N;NOM;NEUT;SG;POS	N;FEM;SG
poskytování	disposition	poskytování	disposition	N;NOM;NEUT;SG;POS	N;FEM;SG
spotřeba	consommation	spotřeba	consommation	N;NOM;FEM;SG;POS	N;FEM;SG
fyzicky	physiquement	fyzicky	physiquement	ADV;POS	ADV
herců	acteurs	herec	acteur	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
herců	comédiens	herec	comédien	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
sofie	sofie	sofie	sofie	N;NOM;FEM;SG;POS	N;FEM;SG
ponechání	rétention	ponechání	rétention	N;NOM;NEUT;SG;POS	N;FEM;SG
ponechání	maintien	ponechání	maintien	N;NOM;NEUT;SG;POS	N;MASC;SG
bohatý	riche	bohatý	riche	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
bohatý	riche	bohatý	riche	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
konflikty	conflits	konflikt	conflit	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
konflikty	conflits	konflikt	conflit	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
růžové	rose	růžový	rose	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
révy	vine	réva	venir	N;NOM;FEM;SG;POS	N;MASC;SG
révy	vigne	réva	vigne	N;NOM;FEM;SG;POS	N;FEM;SG
creek	crique	creek	crique	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
creek	ruisseau	creek	ruisseau	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
saturn	saturn	saturn	saturn	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
saturn	saturne	saturn	saturne	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
malba	peinture	malba	peinture	N;NOM;FEM;SG;POS	N;FEM;SG
šedé	grise	šedý	grise	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
šedé	grise	šedý	grise	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
atmosféru	atmosphère	atmosféra	atmosphère	N;ACC;FEM;SG;POS	N;FEM;SG
atmosféru	ambiance	atmosféra	ambiance	N;ACC;FEM;SG;POS	N;FEM;SG
byliny	herbes	býlina	herbe	N;NOM;FEM;PL;POS	N;FEM;PL
byliny	herbes	býlina	herbe	N;NOM;FEM;PL;POS	N;FEM;PL
dánské	danois	dánský	danois	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
dánské	danoise	dánský	danois	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
kvartet	quartet	kvartet	quartet	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
kvartet	quatuor	kvartet	quatuor	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
pořádání	hébergeur	pořádání	hébergeur	N;NOM;NEUT;SG;POS	N;MASC;SG
pořádání	hébergement	pořádání	hébergement	N;NOM;NEUT;SG;POS	N;MASC;SG
plavání	natation	plavání	natation	N;NOM;NEUT;SG;POS	N;FEM;SG
plavání	baignade	plavání	baignade	N;NOM;NEUT;SG;POS	N;FEM;SG
výrazy	expressions	výraz	expression	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
výrazy	termes	výraz	terme	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
popsat	décrivez	popsat	décrire	V;POS;NFIN	V;IMP;PL;2;PRS;FIN
popsat	décrire	popsat	décrire	V;POS;NFIN	V;NFIN
těžká	lourde	těžký	lourd	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
těžká	lourd	těžký	lourd	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
voličů	électeurs	volič	électeur	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
voličů	électeurs	volič	électeur	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
voličů	votants	volič	votant	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
zdánlivě	ostensiblement	zdánlivě	ostensiblement	ADV;POS	ADV
mostů	passerelles	most	passerelle	N;INAN;GEN;MASC;PL;POS	N;FEM;PL
mostů	ponts	most	pont	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
svazky	faisceaux	svazek	faisceau	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
svazky	volumes	svazek	volume	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
kódování	codage	kódování	codage	N;NOM;NEUT;SG;POS	N;MASC;SG
