kegubernuran	gubernia	kegubernuran	guberní	N;SG	N;NOM;FEM;SG
investigasi	zisťovanie	investigasi	zisťovanie	N;SG	N;NOM;NEUT;SG
investigasi	skúmanie	investigasi	skúmanie	N;SG	N;NOM;NEUT;SG
investigasi	vyšetrovanie	investigasi	vyšetrovanie	N;SG	N;NOM;NEUT;SG
deret	séria	deret	séria	N;SG	N;NOM;FEM;SG
deret	rad	deret	rad	N;SG	N;INAN;NOM;MASC;SG
deret	sériu	deret	séria	N;SG	N;ACC;FEM;SG
nopember	novembri	nopember	november	N	N;INAN;NOM;MASC;SG
nopember	november	nopember	november	N	N;INAN;NOM;MASC;SG
nopember	novembra	nopember	november	N	N;INAN;GEN;MASC;SG
percepatan	urýchlenie	percepatan	urýchlenie	N;SG	N;NOM;NEUT;SG
percepatan	zrýchlenie	percepatan	zrýchlenie	N;SG	N;NOM;NEUT;SG
nara	nara	nara	nara	N;SG	N;NOM;NEUT;SG
dicari	hľadal	dicari	hľadať	V;SG;PASS	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
dicari	chcelo	dicari	chcieť	V;SG;PASS	V;IPFV;NEUT;SG;POS;PST;V.PTCP
dicari	chcela	dicari	chcieť	V;SG;PASS	V;IPFV;FEM;SG;POS;PST;V.PTCP
dicari	chcel	dicari	chcieť	V;SG;PASS	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
dicari	hľadal	dicari	hľadať	V;SG;PASS	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
dicari	hľadala	dicari	hľadať	V;SG;PASS	V;IPFV;FEM;SG;POS;PST;V.PTCP
tekstil	textil	tekstil	textiť	N;SG	N;INAN;NOM;MASC;SG
tekstil	textil	tekstil	textiť	N;SG	N;INAN;NOM;MASC;SG
tekstil	textilu	tekstil	textila	N;SG	N;INAN;GEN;MASC;SG
bereaksi	reaguje	berreaksi	reagovať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
bereaksi	zareaguje	berreaksi	zareagovať	V;SG;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
bereaksi	reagovala	berreaksi	reagovať	V;SG;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
bereaksi	reagovalo	berreaksi	reagovať	V;SG;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
bereaksi	reagoval	berreaksi	reagovať	V;SG;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
bereaksi	reagovať	berreaksi	reagovať	V;SG;ACT	V;IPFV;POS;NFIN
bereaksi	zareaguje	berreaksi	zareagovať	V;SG;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
berkolaborasi	spolupracovať	berkolaborasi	spolupracovať	V;SG;ACT	V;IPFV;POS;NFIN
berkolaborasi	spolupracuje	berkolaborasi	spolupracovať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
diidentifikasi	určuje	diidentifikasi	určovať	V;SG;PASS	V;IPFV;IND;SG;3;POS;PRS;FIN
diidentifikasi	identifikuje	diidentifikasi	identifikovať	V;SG;PASS	V;IPFV;IND;SG;3;POS;PRS;FIN
pemulihan	zotavenie	penpulihan	zotavenie	N;SG	N;NOM;NEUT;SG
pemulihan	vymáhanie	penpulihan	vymáhanie	N;SG	N;NOM;NEUT;SG
pemulihan	zhodnotenie	penpulihan	zhodnotenie	N;SG	N;NOM;NEUT;SG
pemulihan	vrátenie	penpulihan	vrátenie	N;SG	N;NOM;NEUT;SG
pemulihan	liečenie	penpulihan	liečenie	N;SG	N;NOM;NEUT;SG
katalog	katalógy	katalog	katalóg	N	N;INAN;NOM;MASC;PL
katalog	katalóg	katalog	katalóg	N	N;INAN;NOM;MASC;SG
katalog	katalógy	katalog	katalóg	N	N;INAN;NOM;MASC;PL
katalog	katalóg	katalog	katalóg	N	N;INAN;NOM;MASC;SG
artistik	umeleckej	artistik	umelecký	ADJ;SG	ADJ;GEN;FEM;SG
artistik	umelecký	artistik	umelecký	ADJ;SG	ADJ;INAN;NOM;MASC;SG
artistik	umelecké	artistik	umelecký	ADJ;SG	ADJ;NOM;NEUT;SG
artistik	umelecká	artistik	umelecký	ADJ;SG	ADJ;NOM;FEM;SG
pemusik	hudobník	penmusik	hudobník	N;SG	N;ANIM;NOM;MASC;SG
diputuskan	rozhodol	diputuskan	rozhodnúť	V;SG;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
diputuskan	rozhodlo	diputuskan	rozhodnúť	V;SG;PASS	V;PFV;NEUT;SG;POS;PST;V.PTCP
kejam	bezohľadné	kejam	bezohľadný	ADJ;SG	ADJ;NOM;NEUT;SG
kejam	bezohľadný	kejam	bezohľadný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
kejam	krutý	kejam	krutý	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
kejam	krutá	kejam	krutý	ADJ;SG	ADJ;NOM;FEM;SG
kejam	kruté	kejam	krutý	ADJ;SG	ADJ;NOM;NEUT;SG
menanyakan	pýtať	mentanyakan	pýtať	V;SG;ACT	V;IPFV;POS;NFIN
mantra	mantra	mantra	mantra	N	N;NOM;FEM;SG
mantra	kúzlo	mantra	kúzlo	N	N;NOM;NEUT;SG
mantra	zaklínadlo	mantra	zaklínadlo	N	N;NOM;NEUT;SG
logistik	logistika	logistik	logistika	N	N;NOM;FEM;SG
logistik	logistiky	logistik	logistika	N	N;NOM;FEM;PL
logistik	logistiku	logistik	logistika	N	N;ACC;FEM;SG
kegelapan	tmu	kegelapan	tma	N;SG	N;NOM;FEM;SG
kegelapan	temnota	kegelapan	temnota	N;SG	N;NOM;FEM;SG
kegelapan	tma	kegelapan	tma	N;SG	N;NOM;FEM;SG
reporter	reportér	reporter	reportér	N;SG	N;ANIM;NOM;MASC;SG
reporter	reportérka	reporter	reportérka	N;SG	N;NOM;FEM;SG
pengunduran	odstúpenie	penunduran	odstúpenie	N;SG	N;NOM;NEUT;SG
pengunduran	výpoveď	penunduran	výpoveď	N;SG	N;NOM;FEM;SG
pengunduran	rezignáciu	penunduran	rezignácia	N;SG	N;ACC;FEM;SG
parit	priekopa	parit	priekopa	N;SG	N;NOM;FEM;SG
parit	priekopu	parit	priekop	N;SG	N;ACC;FEM;SG
registrasi	registrácie	registrasi	registrácia	N	N;NOM;FEM;PL
registrasi	registrácia	registrasi	registrácia	N	N;NOM;FEM;SG
registrasi	registráciu	registrasi	registrácia	N	N;ACC;FEM;SG
debat	diskusia	debat	diskusi	N;SG	N;NOM;FEM;SG
debat	rozprava	debat	rozprava	N;SG	N;NOM;FEM;SG
debat	debata	debat	debata	N;SG	N;NOM;FEM;SG
motogp	motogp	motogp	motogp	N;SG	N;INAN;NOM;MASC;SG
kemiripan	podobnosť	kemiripan	podobnosť	N;SG	N;NOM;FEM;SG
kemiripan	podoba	kemiripan	podoba	N;SG	N;NOM;FEM;SG
kemiripan	podobnosť	kemiripan	podobnosť	N;SG	N;NOM;FEM;SG
kemiripan	afinitou	kemiripan	afinita	N;SG	N;INS;FEM;SG
kemiripan	podobizeň	kemiripan	podobizeň	N;SG	N;NOM;FEM;SG
pemancar	vysielač	penpancar	vysielač	N;SG	N;INAN;NOM;MASC;SG
teolog	teológ	teolog	teológ	N;SG	N;ANIM;NOM;MASC;SG
opsi	opcia	opsi	opcia	N;SG	N;NOM;FEM;SG
opsi	možnosť	opsi	možnosť	N;SG	N;NOM;FEM;SG
opsi	možnost	opsi	možnost	N;SG	N;NOM;FEM;SG
opsi	voľba	opsi	voľba	N;SG	N;NOM;FEM;SG
altar	oltár	altar	oltár	N;SG	N;INAN;NOM;MASC;SG
altar	oltári	altar	oltár	N;SG	N;INAN;NOM;MASC;SG
isteri	manželku	isteri	manželka	N;SG	N;ACC;FEM;SG
isteri	žena	isteri	žena	N;SG	N;NOM;FEM;SG
isteri	manželka	isteri	manželka	N;SG	N;NOM;FEM;SG
akustik	akustika	akustik	akustika	N;SG	N;NOM;FEM;SG
inisiatif	iniciatívu	inisiatif	iniciatíva	N;SG	N;ACC;FEM;SG
inisiatif	iniciatíva	inisiatif	iniciatíva	N;SG	N;NOM;FEM;SG
terusan	kanála	terusan	kanál	N;SG	N;INAN;GEN;MASC;SG
umpan	kŕmenie	umpan	kŕmenie	N;SG	N;NOM;NEUT;SG
umpan	návnada	umpan	návnada	N;SG	N;NOM;FEM;SG
umpan	návnadu	umpan	návnada	N;SG	N;ACC;FEM;SG
tengkorak	lebku	tengkorak	lebka	N;SG	N;ACC;FEM;SG
tengkorak	lebka	tengkorak	lebka	N;SG	N;NOM;FEM;SG
kemasan	obal	kemasan	obať	N;SG	N;INAN;NOM;MASC;SG
kemasan	balenie	kemasan	balenie	N;SG	N;NOM;NEUT;SG
hayati	biodiverzita	hayati	biodiverzita	N;SG	N;NOM;FEM;SG
selebriti	celebrita	selebriti	celebrita	N	N;NOM;FEM;SG
selebriti	celebrity	selebriti	celebrita	N	N;INAN;NOM;MASC;PL
selebriti	celebrity	selebriti	celebrita	N	N;INAN;NOM;MASC;PL
bidadari	anjelik	bidadari	anjelik	N;SG	N;ANIM;NOM;MASC;SG
bidadari	anjela	bidadari	anjelať	N;SG	N;ANIM;ACC;MASC;SG
bidadari	anjel	bidadari	anjel	N;SG	N;ANIM;NOM;MASC;SG
perhiasan	šperk	perhiasan	šperk	N;SG	N;INAN;NOM;MASC;SG
perhiasan	šperk	perhiasan	šperk	N;SG	N;INAN;NOM;MASC;SG
dikurangi	odpočítať	dikurangi	odpočítať	V;SG;PASS	V;IPFV;POS;NFIN
kehakiman	súdnictvo	kehakiman	súdnictvo	N;SG	N;NOM;NEUT;SG
topografi	topografia	topografi	topografia	N	N;NOM;FEM;SG
perspektif	perspektíva	perspektif	perspektív	N;SG	N;NOM;FEM;SG
pementasan	inscenácia	penpentasan	inscenácia	N;SG	N;NOM;FEM;SG
relasi	relácia	relasi	relácia	N;SG	N;NOM;FEM;SG
relasi	vzťah	relasi	vzťah	N;SG	N;INAN;NOM;MASC;SG
perkusi	bicie	perkusi	bicia	N	N;NOM;MASC;SG
penanaman	výsadbu	pentanaman	výsadba	N;SG	N;ACC;FEM;SG
penanaman	pestovanie	pentanaman	pestovanie	N;SG	N;NOM;NEUT;SG
penanaman	pestovanie	pentanaman	pestovanie	N;SG	N;NOM;NEUT;SG
dinamika	dynamika	dinamika	dynamika	N	N;NOM;FEM;SG
dinamika	dynamiky	dinamika	dynamika	N	N;NOM;FEM;PL
dinamika	dynamiku	dinamika	dynamika	N	N;ACC;FEM;SG
terungkap	odhalila	terungkap	odhaliť	V;SG;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
terungkap	ukázalo	terungkap	ukázať	V;SG;PASS	V;PFV;NEUT;SG;POS;PST;V.PTCP
ronde	kolo	ronde	kolo	N	N;NOM;NEUT;SG
ronde	kola	ronde	kolo	N	N;NOM;NEUT;PL
bak	vani	bak	vani	N;SG	N;DAT;FEM;SG
bak	vaňa	bak	vaňa	N;SG	N;NOM;FEM;SG
borussia	borussia	borussia	borussie	N	N;NOM;FEM;SG
mengindikasikan	označuje	menindikasikan	označovať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
mengindikasikan	naznačuje	menindikasikan	naznačovať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
mengindikasikan	udáva	menindikasikan	udávať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
berkomentar	komentoval	berkomentar	komentovať	V;SG;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
menyertakan	zahrnúť	menyertakan	zahrnúť	V	V;PFV;POS;NFIN
menyertakan	zahrnúť	menyertakan	zahrnúť	V	V;PFV;POS;NFIN
menyertakan	zahrňuje	menyertakan	zahrňovať	V	V;IPFV;IND;SG;3;POS;PRS;FIN
menyertakan	zahŕňa	menyertakan	zahŕňať	V	V;IPFV;IND;SG;3;POS;PRS;FIN
menyertakan	zahrnuje	menyertakan	zahrnúť	V	V;IPFV;IND;SG;3;POS;PRS;FIN
wajar	primeraný	wajar	primeraný	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
wajar	primerané	wajar	primeraný	ADJ;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
wajar	rozumný	wajar	rozumný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
wajar	primeraná	wajar	primeraný	ADJ;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
wajar	rozumná	wajar	rozumný	ADJ;SG	ADJ;NOM;FEM;SG
akademis	akademické	akademis	akademický	ADJ;SG	ADJ;NOM;NEUT;SG
akademis	akademického	akademis	akademický	ADJ;SG	ADJ;GEN;NEUT;SG
akademis	akademický	akademis	akademický	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
peralihan	prechod	peralihan	prechod	N;SG	N;INAN;NOM;MASC;SG
pengeluaran	výdavok	penkeluaran	výdavok	N;SG	N;INAN;NOM;MASC;SG
pengeluaran	výdavok	penkeluaran	výdavok	N;SG	N;INAN;NOM;MASC;SG
ubah	pozmeniť	ubah	pozmeniť	V;SG;ACT	V;PFV;POS;NFIN
ubah	zmeniť	ubah	zmeniť	V;SG;ACT	V;PFV;POS;NFIN
ubah	upraviť	ubah	upraviť	V;SG;ACT	V;PFV;POS;NFIN
ubah	zmeniť	ubah	zmeniť	V;SG;ACT	V;PFV;POS;NFIN
dominasi	nadvládu	dominasi	nadvláda	N;SG	N;ACC;FEM;SG
dominasi	dominancii	dominasi	dominancia	N;SG	N;DAT;FEM;SG
pemanasan	predohra	penpanasan	predohra	N;SG	N;NOM;FEM;SG
pemanasan	vykurovanie	penpanasan	vykurovanie	N;SG	N;NOM;NEUT;SG
pemanasan	kúrenie	penpanasan	kúrenie	N;SG	N;NOM;NEUT;SG
pemanasan	otepľovanie	penpanasan	otepľovanie	N;SG	N;NOM;NEUT;SG
kontributor	prispievateľom	kontributor	prispievateľ	N;SG	N;ANIM;INS;MASC;SG
kawat	drôt	kawat	drôt	N;SG	N;INAN;NOM;MASC;SG
kawat	drôtu	kawat	drôt	N;SG	N;INAN;GEN;MASC;SG
akta	listina	akta	listina	N;SG	N;NOM;FEM;SG
akta	skutok	akta	skutok	N;SG	N;INAN;NOM;MASC;SG
persepsi	vnímanie	persepsi	vnímanie	N;SG	N;NOM;NEUT;SG
persepsi	vnímanie	persepsi	vnímanie	N;SG	N;NOM;NEUT;SG
kaset	kazeta	kaset	kazet	N	N;NOM;FEM;SG
kaset	kazety	kaset	kazeta	N	N;NOM;FEM;PL
kaset	kazety	kaset	kazeta	N	N;NOM;FEM;PL
kaset	pásky	kaset	páska	N	N;NOM;FEM;PL
biarawan	monk	biarawan	monk	N	N;ANIM;NOM;MASC;SG
biarawan	mních	biarawan	mní	N	N;ANIM;NOM;MASC;SG
biarawan	mníchov	biarawan	mních	N	N;ANIM;ACC;MASC;PL
biarawan	mnísi	biarawan	mnísi	N	N;ANIM;NOM;MASC;PL
dipecat	vyhodil	dipecat	vyhodiť	V;SG;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
memulihkan	obnovuje	menpulihkan	obnovovať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
memulihkan	obnoví	menpulihkan	obnovie	V;SG;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
memulihkan	vymôcť	menpulihkan	vymôcť	V;SG;ACT	V;PFV;POS;NFIN
memulihkan	zotaviť	menpulihkan	zotaviť	V;SG;ACT	V;PFV;POS;NFIN
pemindahan	posun	penpindahan	posun	N;SG	N;INAN;NOM;MASC;SG
bubuk	prášok	bubuk	prášok	N;SG	N;INAN;NOM;MASC;SG
bubuk	prášku	bubuk	práška	N;SG	N;INAN;GEN;MASC;SG
bubuk	prášok	bubuk	prášok	N;SG	N;INAN;NOM;MASC;SG
pembacaan	čítanie	penbacaan	čítanie	N;SG	N;NOM;NEUT;SG
itunes	itunes	itunes	itunes	N;SG	N;INAN;NOM;MASC;SG
jurnalistik	žurnalistika	jurnalistik	žurnalistika	N;SG	N;NOM;FEM;SG
kelinci	zajac	kelinci	zajac	N	N;ANIM;NOM;MASC;SG
kelinci	zajaca	kelinci	zajaca	N	N;ANIM;ACC;MASC;SG
kelinci	králiky	kelinci	králika	N	N;NOM;FEM;PL
kelinci	zajace	kelinci	zajac	N	N;INAN;NOM;MASC;PL
kelinci	králikov	kelinci	králik	N	N;ANIM;GEN;MASC;PL
kelinci	bunny	kelinci	bunny	N	N;ANIM;NOM;MASC;SG
kelinci	králiky	kelinci	králika	N	N;NOM;FEM;PL
kelinci	králik	kelinci	králik	N	N;ANIM;NOM;MASC;SG
kelinci	zajac	kelinci	zajac	N	N;ANIM;NOM;MASC;SG
nasionalisme	nacionalizmu	nasionalisme	nacionalizmus	N;SG	N;INAN;GEN;MASC;SG
implementasi	realizácia	implementasi	realizácia	N;SG	N;NOM;FEM;SG
implementasi	plnenie	implementasi	plnenie	N;SG	N;NOM;NEUT;SG
implementasi	implementácia	implementasi	implementácia	N;SG	N;NOM;FEM;SG
implementasi	vykonávanie	implementasi	vykonávanie	N;SG	N;NOM;NEUT;SG
implementasi	vykonanie	implementasi	vykonanie	N;SG	N;NOM;NEUT;SG
penempatan	umiestnenie	pentempatan	umiestnenie	N;SG	N;NOM;NEUT;SG
penempatan	umiestňovanie	pentempatan	umiestňovanie	N;SG	N;NOM;NEUT;SG
disambut	uvítala	disambut	uvítať	V;SG;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
disambut	privítala	disambut	privítať	V;SG;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
disambut	víta	disambut	vítať	V;SG;PASS	V;IPFV;IND;SG;3;POS;PRS;FIN
disambut	privítal	disambut	privítať	V;SG;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
disambut	pozdravil	disambut	pozdraviť	V;SG;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
terkuat	najsilnejší	terkuat	silný	ADJ;RL;SG	ADJ;ANIM;NOM;RL;MASC;SG
terkuat	najsilnejšia	terkuat	silný	ADJ;RL;SG	ADJ;NOM;RL;FEM;SG
terkuat	najmocnejší	terkuat	ococný	ADJ;RL;SG	ADJ;ANIM;NOM;RL;MASC;SG
peresmian	inaugurácii	peresmian	inaugurácia	N;SG	N;DAT;FEM;SG
diketuai	predsedal	diketuai	predsedať	V;SG;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
katak	ropucha	katak	ropuch	N;SG	N;NOM;FEM;SG
katak	žaba	katak	žaba	N;SG	N;NOM;FEM;SG
menghukum	trestá	menhukum	trestať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
menghukum	potrestať	menhukum	potrestať	V;SG;ACT	V;PFV;POS;NFIN
menghukum	trestať	menhukum	trestať	V;SG;ACT	V;IPFV;POS;NFIN
imigrasi	prisťahovalectvo	imigrasi	prisťahovalectvo	N;SG	N;NOM;NEUT;SG
drastis	drastické	drastis	drastický	ADJ;SG	ADJ;NOM;NEUT;SG
prototipe	prototyp	prototipe	prototyp	N;SG	N;INAN;NOM;MASC;SG
subyek	jedincov	subyek	jedinec	N	N;ANIM;GEN;MASC;PL
subyek	subjekty	subyek	subjekt	N	N;INAN;NOM;MASC;PL
subyek	témy	subyek	téma	N	N;NOM;FEM;PL
subyek	jedinci	subyek	jedinec	N	N;ANIM;NOM;MASC;PL
subyek	predmety	subyek	predmet	N	N;INAN;NOM;MASC;PL
subyek	predmet	subyek	predmet	N	N;INAN;NOM;MASC;SG
subyek	subjektu	subyek	subjekt	N	N;INAN;GEN;MASC;SG
subyek	subjekt	subyek	subjekt	N	N;INAN;NOM;MASC;SG
sukarela	dobrovoľníctvo	sukarela	dobrovoľníctvo	N;SG	N;NOM;NEUT;SG
kolektif	kolektívne	kolektif	kolektívne	ADJ	ADJ;NOM;NEUT;SG
kolektif	kolektívne	kolektif	kolektívne	ADJ	ADJ;NOM;NEUT;SG
dynamo	dynamo	dynamo	dynamo	N;SG	N;NOM;NEUT;SG
meniru	napodobniť	mentiru	napodobniť	V;SG;ACT	V;PFV;POS;NFIN
nyonya	madam	nyonya	madam	N	N;NOM;FEM;SG
nyonya	milenka	nyonya	milenka	N	N;NOM;FEM;SG
nyonya	pani	nyonya	pani	N	N;NOM;FEM;SG
nyonya	milenku	nyonya	milenka	N	N;ACC;FEM;SG
nyonya	pani	nyonya	pani	N	N;NOM;FEM;SG
nyonya	dáma	nyonya	dáma	N	N;NOM;FEM;SG
nyonya	lady	nyonya	lada	N	N;NOM;FEM;SG
oksida	oxid	oksida	oxid	N;SG	N;INAN;NOM;MASC;SG
hobi	koníček	hobi	koníček	N;SG	N;INAN;NOM;MASC;SG
rotasi	rotácia	rotasi	rotácia	N	N;NOM;FEM;SG
rotasi	striedanie	rotasi	striedanie	N	N;NOM;NEUT;SG
rotasi	rotácie	rotasi	rotácia	N	N;NOM;FEM;PL
jamaika	jamajka	jamaika	jamajka	N;SG	N;NOM;FEM;SG
balasan	odpoveď	balasan	odpoveď	N;SG;ACT	N;NOM;FEM;SG
penguasaan	držanie	penkuasaan	držanie	N;SG	N;NOM;NEUT;SG
penguasaan	držba	penkuasaan	držba	N;SG	N;NOM;FEM;SG
prioritas	prednosť	prioritas	prednosť	N;SG	N;NOM;FEM;SG
prioritas	priorita	prioritas	priorita	N;SG	N;NOM;FEM;SG
prioritas	prioritou	prioritas	priorita	N;SG	N;INS;FEM;SG
prioritas	prioritu	prioritas	priorita	N;SG	N;ACC;FEM;SG
dihilangkan	vynechať	dihilangkan	vynechať	V;SG;PASS	V;PFV;POS;NFIN
dihilangkan	eliminovať	dihilangkan	eliminovať	V;SG;PASS	V;IPFV;POS;NFIN
penerjemah	prekladateľ	penterjemah	prekladateľ	N;SG	N;ANIM;NOM;MASC;SG
penerjemah	tlmočník	penterjemah	tlmočník	N;SG	N;ANIM;NOM;MASC;SG
penerjemah	translators	penterjemah	translators	N;SG	N;NOM;FEM;SG
mahabharata	mahábhárata	mahabharata	mahábhárata	N	N;ANIM;NOM;MASC;SG
performa	výkonnosť	performa	výkonnosť	N;SG	N;NOM;FEM;SG
performa	predstavenie	performa	predstavenie	N;SG	N;NOM;NEUT;SG
performa	výkon	performa	výkon	N;SG	N;INAN;NOM;MASC;SG
performa	plnenie	performa	plnenie	N;SG	N;NOM;NEUT;SG
performa	vystúpenie	performa	vystúpenie	N;SG	N;NOM;NEUT;SG
persentase	percento	persentase	percento	N;SG	N;INAN;NOM;MASC;SG
persentase	percento	persentase	percento	N;SG	N;INAN;NOM;MASC;SG
menimpa	obísť	mentimpa	obísť	V;SG;ACT	V;PFV;POS;NFIN
menimpa	prepísať	mentimpa	prepísať	V;SG;ACT	V;PFV;POS;NFIN
menimpa	prepísať	mentimpa	prepísať	V;SG;ACT	V;PFV;POS;NFIN
strip	pásoch	strip	pás	N	N;INAN;GEN;MASC;PL
strip	pásy	strip	pása	N	N;INAN;NOM;MASC;PL
strip	pásiky	strip	pásika	N	N;INAN;NOM;MASC;PL
strip	pásy	strip	pása	N	N;INAN;NOM;MASC;PL
champion	champion	champion	champion	N	N;ANIM;NOM;MASC;SG
champion	šampión	champion	šampión	N	N;ANIM;NOM;MASC;SG
menggali	vykopať	mengali	vykopať	V;SG;ACT	V;PFV;POS;NFIN
menggali	kopať	mengali	kopať	V;SG;ACT	V;IPFV;POS;NFIN
menggali	kopať	mengali	kopať	V;SG;ACT	V;IPFV;POS;NFIN
elektronika	electronica	elektronika	electronica	N	N;NOM;FEM;SG
elektronika	elektronika	elektronika	elektronika	N	N;NOM;FEM;SG
elektronika	elektroniky	elektronika	elektronika	N	N;NOM;FEM;PL
neutron	neutróny	neutron	neutróna	N	N;NOM;FEM;PL
neutron	neutrónov	neutron	neutrón	N	N;INAN;NOM;MASC;PL
sengketa	spore	sengketa	spor	N;SG	N;INAN;NOM;MASC;SG
sengketa	sporu	sengketa	spor	N;SG	N;INAN;GEN;MASC;SG
sengketa	spor	sengketa	spor	N;SG	N;INAN;NOM;MASC;SG
sengketa	námietka	sengketa	námietok	N;SG	N;NOM;FEM;SG
liburan	dovolenka	liburan	dovolenka	N;SG	N;NOM;FEM;SG
liburan	dovolenku	liburan	dovolenka	N;SG	N;ACC;FEM;SG
liburan	sviatok	liburan	sviatok	N;SG	N;INAN;NOM;MASC;SG
liburan	dovolenka	liburan	dovolenka	N;SG	N;NOM;FEM;SG
liburan	dovolenku	liburan	dovolenka	N;SG	N;ACC;FEM;SG
liburan	dovolenka	liburan	dovolenka	N;SG	N;NOM;FEM;SG
ekstra	extra	ekstra	extra	N;SG	N;INAN;NOM;MASC;SG
teras	terasa	teras	terasa	N;SG	N;NOM;FEM;SG
teras	terasa	teras	terasa	N;SG	N;NOM;FEM;SG
teras	terase	teras	terasa	N;SG	N;DAT;FEM;SG
personil	personál	personil	personál	N;SG	N;INAN;NOM;MASC;SG
acuan	referencia	acuan	referencia	N;SG	N;NOM;FEM;SG
rekomendasi	odporúčanie	rekomendasi	odporúčanie	N;SG	N;NOM;NEUT;SG
pengadaan	obstarávanie	penadaan	obstarávanie	N;SG	N;NOM;NEUT;SG
pengadaan	obstaranie	penadaan	obstaranie	N;SG	N;NOM;NEUT;SG
kisaran	rozsah	kisaran	rozsah	N;SG	N;INAN;NOM;MASC;SG
kisaran	rozpätie	kisaran	rozpätie	N;SG	N;NOM;NEUT;SG
kisaran	rozsahu	kisaran	rozsah	N;SG	N;INAN;GEN;MASC;SG
imbang	kravatu	imbang	kravata	N;SG	N;ACC;FEM;SG
pembatasan	obmedzenie	penbatasan	obmedzenie	N;SG	N;NOM;NEUT;SG
pembatasan	obmedzovanie	penbatasan	obmedzovanie	N;SG	N;NOM;NEUT;SG
perorangan	jednotlivec	perorangan	jednotlivec	N;SG	N;ANIM;NOM;MASC;SG
perorangan	jednotlivca	perorangan	jednotlivec	N;SG	N;ANIM;ACC;MASC;SG
nubuat	proroctiev	nubuat	prorocť	N	N;GEN;FEM;PL
nubuat	proroctvo	nubuat	proroctvo	N	N;NOM;NEUT;SG
nubuat	proroctva	nubuat	proroctvo	N	N;NOM;NEUT;PL
penanda	marker	pentanda	marker	N;SG	N;INAN;NOM;MASC;SG
menyembunyikan	schoval	mensembunyikan	schovať	V;SG;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
menyembunyikan	skryl	mensembunyikan	skryť	V;SG;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
menyembunyikan	skryla	mensembunyikan	skryť	V;SG;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
menyembunyikan	schovať	mensembunyikan	schovať	V;SG;ACT	V;PFV;POS;NFIN
menyembunyikan	skryť	mensembunyikan	skryť	V;SG;ACT	V;PFV;POS;NFIN
menyembunyikan	skrýva	mensembunyikan	skrývať	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
dongeng	príbeh	dongeng	príbeh	N;SG	N;INAN;NOM;MASC;SG
dongeng	rozprávka	dongeng	rozprávka	N;SG	N;NOM;FEM;SG
dongeng	rozprávka	dongeng	rozprávka	N;SG	N;NOM;FEM;SG
aroma	vôňa	aroma	vôňa	N;SG	N;NOM;FEM;SG
aroma	aróma	aroma	aróma	N;SG	N;NOM;FEM;SG
aroma	arómu	aroma	aróm	N;SG	N;ACC;FEM;SG
aroma	vôňa	aroma	vôňa	N;SG	N;NOM;FEM;SG
amino	amino	amino	amino	N	N;NOM;MASC;SG
penggantian	striedanie	pengantian	striedanie	N;SG	N;NOM;NEUT;SG
penggantian	nahradenie	pengantian	nahradenie	N;SG	N;NOM;NEUT;SG
penggantian	nahradenie	pengantian	nahradenie	N;SG	N;NOM;NEUT;SG
