ve	та	ve	та	CONJ	CONJ
ince	тонкий	ince	тонкий	ADJ	ADJ;NOM;MASC;SG
ince	струнка	ince	стрункий	ADJ	ADJ;NOM;FEM;SG
ince	тонка	ince	тонкий	ADJ	ADJ;NOM;FEM;SG
ince	тонкі	ince	тонкий	ADJ	ADJ;NOM;PL
ince	тонкий	ince	тонкий	ADJ	ADJ;NOM;MASC;SG
ince	струнка	ince	стрункий	ADJ	ADJ;NOM;FEM;SG
ciddi	серйозне	ciddi	серйозний	ADJ	ADJ;NOM;NEUT;SG
ciddi	серйозні	ciddi	серйозний	ADJ	ADJ;NOM;PL
ciddi	серйозна	ciddi	серйозний	ADJ	ADJ;NOM;FEM;SG
ciddi	серйозний	ciddi	серйозний	ADJ	ADJ;NOM;MASC;SG
ceza	штраф	ceza	штраф	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ceza	покарання	ceza	покарання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ceza	затримання	ceza	затримання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ceza	утримання	ceza	утримання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ceza	вирок	ceza	вирка	N;NOM;SG;3	N;INAN;NOM;MASC;SG
özelliği	можливість	özellik	можливість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
şampiyonlar	чемпіони	şampiyon	чемпіон	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
terk	скидання	terk	скидання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
getirildi	приніс	getir	приніс	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;IND;SG;PST;FIN
sekiz	вісім	sekiz	вісім	NUM	NUM;NOM
yemek	ланч	yemek	ланч	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yemek	обід	yemek	обід	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yemek	харчування	yemek	харчування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yemek	їжа	yemek	їжа	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yemek	задача	yemek	задача	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yemek	обід	yemek	обід	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yemek	вечеря	yemek	вечеря	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yemek	блюдо	yemek	блюдо	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yemek	страва	yemek	страва	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yemek	борошно	yemek	борошно	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
dans	танець	dans	танець	N;NOM;SG;3	N;INAN;NOM;MASC;SG
dans	танок	dans	танка	N;NOM;SG;3	N;INAN;NOM;MASC;SG
international	інтернаціонал	international	інтернаціонал	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ulaşım	транспорт	ulaşım	транспорт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ulaşım	транспортування	ulaşım	транспортування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ulaşım	перевезення	ulaşım	перевезення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ulaşım	транспорт	ulaşım	транспорт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ulaşım	пересилання	ulaşım	пересилання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
önem	важливість	önem	важливість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yavaş	повільні	yavaş	повільний	ADJ	ADJ;NOM;PL
yavaş	повільний	yavaş	повільний	ADJ	ADJ;NOM;MASC;SG
yavaş	легка	yavaş	легка	ADJ	ADJ;NOM;FEM;SG
yavaş	легкі	yavaş	легкий	ADJ	ADJ;NOM;PL
yavaş	легке	yavaş	легке	ADJ	ADJ;NOM;NEUT;SG
ülkeler	країни	ülke	країна	N;NOM;PL;3	N;INAN;NOM;FEM;PL
düzenleme	змінити	düzenle	змінити	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
ziyaret	відвідання	ziyaret	відвідання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ziyaret	візит	ziyaret	візит	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ziyaret	відвідування	ziyaret	відвідування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ziyaret	відвідування	ziyaret	відвідування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
antlaşması	договір	antlaşma	договір	N;NOM;SG;3	N;INAN;NOM;MASC;SG
olimpiyat	олімпіада	olimpiyat	олімпіада	N;NOM;SG;3	N;INAN;NOM;FEM;SG
olimpiyat	олімпіада	olimpiyat	олімпіада	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sen	ти	sen	ти	PRO;NOM;SG;2	PRO;ANIM;NOM;SG;2
yazdı	написав	yaz	написати	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
yazdı	написала	yaz	написати	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
önceden	попередньо	önceden	попередньо	ADV	ADV
önceden	раніше	önceden	раніше	ADV	ADV;CMPR
önceden	завчасно	önceden	завчасно	ADV	ADV
hafif	світле	hafif	світлий	ADJ	ADJ;NOM;NEUT;SG
hafif	світлий	hafif	світлий	ADJ	ADJ;NOM;MASC;SG
hafif	легке	hafif	легке	ADJ	ADJ;NOM;NEUT;SG
hafif	легкого	hafif	легкий	ADJ	ADJ;GEN;NEUT;SG
lideri	ватажок	lider	ватажок	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
lideri	лідер	lider	лідер	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
toplumsal	комунальна	toplumsal	комунальний	ADJ	ADJ;NOM;FEM;SG
toplumsal	соціальне	toplumsal	соціальний	ADJ	ADJ;NOM;NEUT;SG
toplumsal	соціальні	toplumsal	соціальний	ADJ	ADJ;NOM;PL
toplumsal	соціальна	toplumsal	соціальний	ADJ	ADJ;NOM;FEM;SG
toplumsal	соціальний	toplumsal	соціальний	ADJ	ADJ;NOM;MASC;SG
şehirler	городи	şehir	город	N;NOM;PL;3	N;INAN;NOM;MASC;PL
kalesi	замок	kale	замка	N;NOM;SG;3	N;INAN;NOM;MASC;SG
uçak	літак	uçak	літак	N;NOM;SG;3	N;INAN;NOM;MASC;SG
uçak	літак	uçak	літак	N;NOM;SG;3	N;INAN;NOM;MASC;SG
uçak	площина	uçak	площина	N;NOM;SG;3	N;INAN;NOM;FEM;SG
uçak	літак	uçak	літак	N;NOM;SG;3	N;INAN;NOM;MASC;SG
gerçekten	воістину	gerçekten	воістина	ADV	ADV
gerçekten	насправді	gerçekten	насправді	ADV	ADV
gerçekten	справді	gerçekten	справді	ADV	ADV
gerçekten	дійсно	gerçekten	дійсно	ADV	ADV
sağlamak	переконатися	sağla	переконатися	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
sağlamak	забезпечити	sağla	забезпечити	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
kurucusu	засновник	kurucu	засновник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
üretilen	виготовлено	üre	виготовити	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
mühendisliği	техніка	mühendislik	техніка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
mühendisliği	інженерія	mühendislik	інженерія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
dağları	гори	dağ	гора	N;NOM;PL;3	N;INAN;NOM;FEM;PL
açılan	відкрито	aç	відкрито	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
ilişkiler	відносини	ilişki	відносини	N;NOM;PL;3	N;INAN;NOM;MASC;PL
görüntü	зображення	görüntü	зображення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
açıkladı	пояснив	açıkla	пояснити	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
açıkladı	пояснила	açıkla	пояснити	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
açıkladı	оприлюднив	açıkla	оприлюднити	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
kaynakları	виконавців	kaynak	виконавець	N;ACC;PL;3	N;ANIM;ACC;MASC;PL
hep	завжди	hep	завжди	ADV	ADV
konser	концерт	konser	концерт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
işbirliği	співпраця	işbirliği	співпраця	N;NOM;SG;3	N;INAN;NOM;FEM;SG
işbirliği	співпраця	işbirliği	співпраця	N;NOM;SG;3	N;INAN;NOM;FEM;SG
işbirliği	співпраці	işbirliği	співпраця	N;NOM;SG;3	N;INAN;NOM;FEM;SG
işbirliği	співробітництво	işbirliği	співробітництво	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
istatistikleri	статистики	ista	статистика	N;NOM;PL;3	N;INAN;NOM;FEM;PL
istatistikleri	статистики	ista	статистика	N;NOM;PL;3	N;INAN;NOM;FEM;PL
istatistikleri	статистики	ista	статистика	N;NOM;PL;3	N;INAN;NOM;FEM;PL
komedi	комедія	komedi	комедія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yazılan	записано	yaz	записати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
yazılan	написано	yaz	написати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
oyuncular	гравці	oyuncu	гравка	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
oyuncular	актори	oyuncu	актор	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
kullanıcılar	користувачі	kullanıcı	користувач	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
olaylar	випадки	olay	випадок	N;NOM;PL;3	N;INAN;NOM;MASC;PL
olaylar	події	olay	подія	N;NOM;PL;3	N;INAN;NOM;FEM;PL
cevap	відповідь	cevap	відповідь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
cevap	відповідь	cevap	відповідь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
cevap	відповідь	cevap	відповідь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
manyetik	магнітний	manyetik	магнітний	ADJ	ADJ;NOM;MASC;SG
manyetik	магнітна	manyetik	магнітний	ADJ	ADJ;NOM;FEM;SG
dilleri	мови	dil	мова	N;NOM;PL;3	N;INAN;NOM;FEM;PL
bölgesel	районної	bölgesel	районний	ADJ	ADJ;GEN;FEM;SG
bölgesel	обласний	bölgesel	обласний	ADJ	ADJ;NOM;MASC;SG
bölgesel	регіональні	bölgesel	регіональний	ADJ	ADJ;NOM;PL
bölgesel	регіональний	bölgesel	регіональний	ADJ	ADJ;NOM;MASC;SG
kayıp	втрачений	kayıp	втрачений	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
kayıp	відсутній	kayıp	відсутній	ADJ	ADJ;NOM;MASC;SG
görüş	відгук	görüş	відгук	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görüş	видимість	görüş	видимість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
evlilik	шлюб	evlilik	шлюб	N;NOM;SG;3	N;INAN;NOM;MASC;SG
evlilik	весілля	evlilik	весілля	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
imparatorluk	імперія	imparatorluk	імперія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
katıldığı	відвідали	kat	відвідати	V;PFV;IND;POS;PST;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN
gelişmiş	розробили	geliş	розробити	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
gelişmiş	розроблено	geliş	розробити	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;IND;0;FIN
onlar	вони	o	вони	PRO;NOM;PL;3	PRO;NOM;PL;3
modeli	модель	model	модель	N;NOM;SG;3	N;INAN;NOM;FEM;SG
gösterdi	показав	göster	показати	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
gösterdi	показала	göster	показати	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
akademik	академічна	akademik	академічний	ADJ	ADJ;NOM;FEM;SG
akademik	навчального	akademik	навчальний	ADJ	ADJ;GEN;MASC;SG
akademik	академічний	akademik	академічний	ADJ	ADJ;NOM;MASC;SG
şarkılar	пісні	şarkı	пісня	N;NOM;PL;3	N;INAN;NOM;FEM;PL
üyeler	учасники	üye	учасник	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
üyeler	члени	üye	член	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
zamanlar	часи	zaman	час	N;NOM;PL;3	N;INAN;NOM;MASC;PL
akademi	академія	akadem	академія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
akademi	академія	akadem	академія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
uzunluk	тривалість	uzunluk	тривалість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
uzunluk	довжина	uzunluk	довжина	N;NOM;SG;3	N;INAN;NOM;FEM;SG
tedavi	вакцина	tedavi	вакцина	N;NOM;SG;3	N;INAN;NOM;FEM;SG
tedavi	терапія	tedavi	терапія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
tedavi	лікування	tedavi	лікування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
karmaşık	складні	karmaşık	складний	ADJ	ADJ;NOM;PL
karmaşık	складне	karmaşık	складний	ADJ	ADJ;NOM;NEUT;SG
karmaşık	складною	karmaşık	складний	ADJ	ADJ;INS;FEM;SG
yaşlı	старший	yaşlı	старший	ADJ	ADJ;NOM;CMPR;MASC;SG
yaşlı	старша	yaşlı	старша	ADJ	ADJ;NOM;CMPR;FEM;SG
yaşlı	старі	yaşlı	старий	ADJ	ADJ;NOM;PL
yaşlı	старе	yaşlı	старий	ADJ	ADJ;NOM;NEUT;SG
yaşlı	старим	yaşlı	старий	ADJ	ADJ;INS;NEUT;SG
yaşlı	стара	yaşlı	старий	ADJ	ADJ;NOM;FEM;SG
yaşlı	старий	yaşlı	старий	ADJ	ADJ;NOM;MASC;SG
yaşlı	старих	yaşlı	старий	ADJ	ADJ;GEN;PL
yaşlı	старші	yaşlı	старший	ADJ	ADJ;NOM;RL;PL
yaşlı	старіші	yaşlı	старіший	ADJ	ADJ;NOM;RL;PL
yaşlı	старша	yaşlı	старша	ADJ	ADJ;NOM;CMPR;FEM;SG
alanları	площі	alan	площа	N;ACC;PL;3	N;INAN;ACC;FEM;PL
oluşturulan	створено	oluş	створити	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
oluşturulan	створено	oluş	створити	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
süresi	тривалість	süre	тривалість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
çıkmış	завершився	çık	завершитися	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
devletler	стани	devlet	стан	N;NOM;PL;3	N;INAN;NOM;MASC;PL
tour	тур	tour	тур	N;NOM;SG;3	N;INAN;NOM;MASC;SG
derecesi	градус	derece	градус	N;NOM;SG;3	N;INAN;NOM;MASC;SG
derecesi	ступінь	derece	ступінь	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sabah	ранок	sabah	ранок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
gruplar	гурти	grup	гурти	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
gruplar	групи	grup	група	N;NOM;PL;3	N;INAN;NOM;FEM;PL
gruplar	спільноти	grup	спільнота	N;NOM;PL;3	N;INAN;NOM;FEM;PL
filmler	фільми	film	фільм	N;NOM;PL;3	N;INAN;NOM;MASC;PL
filmler	фільми	film	фільм	N;NOM;PL;3	N;INAN;NOM;MASC;PL
hareketler	дії	hareket	дія	N;NOM;PL;3	N;INAN;NOM;FEM;PL
hareketler	дії	hareket	дія	N;NOM;PL;3	N;INAN;NOM;FEM;PL
hareketler	ходи	hareket	хода	N;NOM;PL;3	N;INAN;NOM;FEM;PL
hareketler	рухи	hareket	рух	N;NOM;PL;3	N;INAN;NOM;MASC;PL
komitesi	комітет	komite	комітет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
odası	камера	oda	камера	N;NOM;SG;3	N;INAN;NOM;FEM;SG
odası	палата	oda	палата	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ödüller	винагороди	ödül	винагорода	N;NOM;PL;3	N;INAN;NOM;FEM;PL
ödüller	нагороди	ödül	нагорода	N;NOM;PL;3	N;INAN;NOM;MASC;PL
servisi	служба	servi	служба	N;NOM;SG;3	N;INAN;NOM;FEM;SG
servisi	послуга	servi	послуга	N;NOM;SG;3	N;INAN;NOM;FEM;SG
servisi	сервіс	servi	сервес	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sıcaklık	температура	sıcaklık	температура	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sıcaklık	спека	sıcaklık	спека	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sıcaklık	температура	sıcaklık	температура	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sıcaklık	тепло	sıcaklık	тепло	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
konuk	гість	konuk	гість	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
ulaştı	досягнув	ulaş	досягнути	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
ulaştı	досягла	ulaş	досягти	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
getirdi	приніс	getir	приніс	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
yazılım	застосунок	yazılım	застосунок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tanınan	визнано	tanı	визнати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
karısı	дружина	karı	дружина	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
matematik	математика	matematik	математик	N;NOM;SG;3	N;INAN;NOM;MASC;SG
matematik	математика	matematik	математик	N;NOM;SG;3	N;INAN;NOM;MASC;SG
matematik	математика	matematik	математик	N;NOM;SG;3	N;INAN;NOM;MASC;SG
seçilen	вибрано	seç	вибрати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
seçilen	вибрано	seç	вибрати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
takımlar	масті	takım	мастий	N;NOM;PL;3	N;INAN;NOM;FEM;PL
takımlar	костюми	takım	костюм	N;NOM;PL;3	N;INAN;NOM;MASC;PL
takımlar	команди	takım	команда	N;NOM;PL;3	N;INAN;NOM;FEM;PL
teorisi	теорія	teori	теорія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
harita	карта	harit	карта	N;NOM;SG;3	N;INAN;NOM;FEM;SG
harita	мапа	harit	мапа	N;NOM;SG;3	N;INAN;NOM;FEM;SG
değişiklikler	зміни	değişiklik	зміна	N;NOM;PL;3	N;INAN;NOM;FEM;PL
değişiklikler	зміни	değişiklik	зміна	N;NOM;PL;3	N;INAN;NOM;FEM;PL
türkler	турки	türk	турок	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
işler	задачі	iş	задача	N;NOM;PL;3	N;INAN;NOM;FEM;PL
şeyler	речі	şey	річ	N;NOM;PL;3	N;INAN;NOM;FEM;PL
otomobil	автомобіль	otomobil	автомобіль	N;NOM;SG;3	N;INAN;NOM;MASC;SG
otomobil	автовиробник	otomobil	автовиробник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
otomobil	машина	otomobil	машина	N;NOM;SG;3	N;INAN;NOM;FEM;SG
otomobil	авто	otomobil	авто	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
otomobil	автомобіль	otomobil	автомобіль	N;NOM;SG;3	N;INAN;NOM;MASC;SG
otomobil	авто	otomobil	авто	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kutusu	скринька	kutu	скринька	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kutusu	ящик	kutu	ящик	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kutusu	коробка	kutu	коробка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sahipliği	належність	sahiplik	належність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sahipliği	власник	sahiplik	власник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
sahipliği	власність	sahiplik	власність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kullanıldı	викупив	kullan	викупити	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;IND;SG;PST;FIN
oylama	проголосувати	oyla	проголосувати	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
düştü	упав	düş	упава	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
düştü	впала	düş	впасти	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
düştü	впав	düş	впасти	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
düştü	впала	düş	впасти	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
düştü	провалився	düş	провалитися	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
desteği	підтримка	destek	підтримка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
arnavutluk	албанія	arnavutluk	албанія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ilişki	взаємовідношення	ilişki	взаємовідношення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ilişki	відношення	ilişki	відношення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
imzaladı	підписав	imzala	підписати	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
cumhurbaşkanlığı	президія	cumhurbaşkanlığı	президія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
birini	когось	biri	хтось	PRO;ACC;SG;3	PRO;ANIM;ACC
öldürüldü	вбив	öl	вбити	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;IND;SG;PST;FIN
köprüsü	місток	köprü	місток	N;NOM;SG;3	N;INAN;NOM;MASC;SG
başkanlık	президія	başkanlık	президія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
finali	фінал	finali	фінал	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kütüphanesi	бібліотека	kütüphane	бібліотека	N;NOM;SG;3	N;INAN;NOM;FEM;SG
barajı	гребля	barajı	гребль	N;NOM;SG;3	N;INAN;NOM;FEM;SG
air	повітря	air	повітря	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kapağı	кришка	kapak	кришка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
şehristanı	графство	şehristan	графство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
şehristanı	повіт	şehristan	повіт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
şehristanı	жупанія	şehristan	жупанія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sanatsal	художні	sanatsal	художній	ADJ	ADJ;NOM;PL
sanatsal	художнього	sanatsal	художній	ADJ	ADJ;GEN;MASC;SG
sesi	звук	ses	звук	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sesi	гучність	ses	гучність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sesi	голос	ses	голос	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yerler	місця	yer	місце	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
yerler	місцини	yer	місцина	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yerler	адреси	yer	адреса	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yerler	місця	yer	місце	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
yerler	поверхи	yer	поверх	N;NOM;PL;3	N;INAN;NOM;MASC;PL
hristiyan	християнин	hristiyan	християнин	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
hristiyan	крістіан	hristiyan	крістіан	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
teklif	заявка	teklif	заявка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
teklif	пропозиція	teklif	пропозиція	N;NOM;SG;3	N;INAN;NOM;FEM;SG
teklif	пропозиція	teklif	пропозиція	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ayak	нога	ayak	нога	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ayak	лапка	ayak	лапка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
siz	ви	siz	ви	PRO;NOM;PL;2	PRO;ANIM;NOM;PL;2
bağımsızlık	незалежність	bağımsızlık	незалежність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kulesi	вежа	kule	вежа	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kulesi	башта	kule	башта	N;NOM;SG;3	N;INAN;NOM;FEM;SG
şampiyonluk	чемпіонат	şampiyonluk	чемпіонат	N;NOM;SG;3	N;INAN;NOM;MASC;SG
mühendislik	техніка	mühendislik	техніка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
mühendislik	інженерія	mühendislik	інженерія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
oyunlar	ігри	oyun	ігра	N;NOM;PL;3	N;INAN;NOM;MASC;PL
performansı	ефективність	performans	ефективність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
performansı	виступ	performans	виступ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
dedi	сказала	de	сказати	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
dedi	сказав	de	сказати	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
çocuklar	хлопчики	çocuk	хлопчик	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
çocuklar	діти	çocuk	дитина	N;NOM;PL;3	N;ANIM;NOM;FEM;PL
çocuklar	дітки	çocuk	дитка	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
çocuklar	хлопці	çocuk	хлопець	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
çocuklar	діти	çocuk	дитина	N;NOM;PL;3	N;ANIM;NOM;FEM;PL
facebook	фейсбук	facebook	фейсбук	N;NOM;SG;3	N;INAN;NOM;MASC;SG
paralel	паралельний	paralel	паралельний	ADJ	ADJ;NOM;MASC;SG
paralel	паралельні	paralel	паралельний	ADJ	ADJ;NOM;PL
erişim	доступ	erişim	доступ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
erişim	охоплення	erişim	охоплення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kelimesi	слово	kelime	слово	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
istedi	запитала	iste	запитати	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
istedi	запитав	iste	запитати	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
vergi	оподаткування	vergi	оподаткування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
vergi	податок	vergi	податок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hastalık	хвороба	hastalık	хвороба	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hastalık	захворювання	hastalık	захворювання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
hastalık	захворювання	hastalık	захворювання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
hastalık	хвороба	hastalık	хвороба	N;NOM;SG;3	N;INAN;NOM;FEM;SG
şekli	форму	şekli	форма	N;ACC;SG;3	N;INAN;ACC;FEM;SG
içeriği	контент	içerik	контент	N;NOM;SG;3	N;INAN;NOM;MASC;SG
içeriği	вміст	içerik	вміст	N;NOM;SG;3	N;INAN;NOM;MASC;SG
