retratos	portrætter	retrato	portrætte	N;MASC;PL	N;INDF;MASC+FEM;PL
gobernantes	herskere	gobernante	herskere	N;PL	N;INDF;MASC+FEM;PL
capacidades	evner	capacidad	evne	N;FEM;PL	N;INDF;MASC+FEM;PL
capacidades	kapaciteter	capacidad	kapacitet	N;FEM;PL	N;INDF;MASC+FEM;PL
capacidades	kapaciteter	capacidad	kapacitet	N;FEM;PL	N;INDF;MASC+FEM;PL
capacidades	evner	capacidad	evne	N;FEM;PL	N;INDF;MASC+FEM;PL
inteligente	klog	inteligente	klog	ADJ;SG	ADJ;INDF;MASC+FEM;SG
inteligente	smart	inteligente	smart	ADJ;SG	ADJ;INDF;SG
inteligente	intelligent	inteligente	intelligent	ADJ;SG	ADJ;INDF;SG
inteligente	kvik	inteligente	kvik	ADJ;SG	ADJ;INDF;MASC+FEM;SG
inteligente	klog	inteligente	klog	ADJ;SG	ADJ;INDF;MASC+FEM;SG
inteligente	smart	inteligente	smart	ADJ;SG	ADJ;INDF;SG
ficticio	fiktiv	ficticio	fiktiv	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
ficticio	fiktiv	ficticio	fiktiv	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
manhattan	manhattan	manhattar	manhattan	N;MASC;SG	N;INDF;MASC+FEM;SG
concursos	konkurrencer	concurso	konkurrence	N;MASC;PL	N;INDF;MASC+FEM;PL
concursos	konkurrencer	concurso	konkurrence	N;MASC;PL	N;INDF;MASC+FEM;PL
partió	afgået	partir	afgå	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
abundantes	rigelige	abundante	rigelig	ADJ;PL	ADJ;PL
abundantes	rigelige	abundante	rigelig	ADJ;PL	ADJ;PL
dosis	doser	dosis	dose	N;FEM	N;INDF;MASC+FEM;PL
dosis	dosis	dosis	dosis	N;FEM	N;INDF;MASC+FEM;SG
dosis	dosering	dosis	dosering	N;FEM	N;INDF;MASC+FEM;SG
dosis	dosis	dosis	dosis	N;FEM	N;INDF;MASC+FEM;SG
dosis	dosering	dosis	dosering	N;FEM	N;INDF;MASC+FEM;SG
cubrir	dække	cubrir	dække	V;NFIN	V;NFIN;ACT
antártida	antarktis	antártida	antarktis	N;FEM;SG	N;INDF;MASC+FEM;SG
antártida	antarktis	antártida	antarktis	N;FEM;SG	N;INDF;MASC+FEM;SG
citas	citater	cita	citat	N;FEM;PL	N;INDF;NEUT;PL
citas	citater	cita	citat	N;FEM;PL	N;INDF;NEUT;PL
citas	udnævnelser	cita	udnævnelse	N;FEM;PL	N;INDF;MASC+FEM;PL
citas	aftaler	cita	aftale	N;FEM;PL	N;INDF;MASC+FEM;PL
investigar	undersøg	investigar	undersøge	V;NFIN	V;IMP
investigar	undersøge	investigar	undersøge	V;NFIN	V;NFIN;ACT
libreto	libretto	libreto	libretto	N;MASC;SG	N;INDF;MASC+FEM;SG
filadelfia	philadelphia	filadelfia	philadelphia	N;FEM;SG	N;INDF;MASC+FEM;SG
filadelfia	philadelphia	filadelfia	philadelphia	N;FEM;SG	N;INDF;MASC+FEM;SG
decidido	beslutsom	decidido	beslutsom	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC+FEM;SG
baden	baden	bader	bade	N;MASC;SG	N;DEF;MASC+FEM;SG
falso	falsk	falso	falsk	ADJ;MASC;SG	ADJ;INDF;SG
falso	falsk	falso	falsk	ADJ;MASC;SG	ADJ;INDF;SG
jesuitas	jesuitter	jesuita	jesuitter	N;PL	N;INDF;MASC+FEM;PL
enfrenta	konfronterer	enfrentar	konfrontere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
humedad	vandindhold	humedad	vandindhold	N;FEM;SG	N;INDF;NEUT;SG
humedad	fugtighed	humedad	fugtighed	N;FEM;SG	N;INDF;MASC+FEM;SG
humedad	fugt	humedad	fugt	N;FEM;SG	N;INDF;MASC+FEM;SG
humedad	fugtighed	humedad	fugtighed	N;FEM;SG	N;INDF;MASC+FEM;SG
humedad	luftfugtighed	humedad	luftfugtighed	N;FEM;SG	N;INDF;MASC+FEM;SG
humedad	fugt	humedad	fugt	N;FEM;SG	N;INDF;MASC+FEM;SG
atracción	tiltrækning	atracción	tiltrækning	N;FEM;SG	N;INDF;MASC+FEM;SG
jurídico	lovligt	jurídico	lovlig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
jurídico	juridisk	jurídico	juridisk	ADJ;MASC;SG	ADJ;INDF;SG
tabasco	tabasco	tabasco	tabasco	N;MASC;SG	N;INDF;MASC+FEM;SG
formaciones	sammensætninger	formación	sammensætning	N;FEM;PL	N;INDF;MASC+FEM;PL
formaciones	formationer	formación	formation	N;FEM;PL	N;INDF;MASC+FEM;PL
testigo	vidne	testigo	vidne	N;MASC;SG	N;INDF;NEUT;SG
afluente	biflod	afluente	biflod	N;MASC;SG	N;INDF;MASC+FEM;SG
kilómetro	mil	kilómetro	mil	N;MASC;SG	N;INDF;MASC+FEM;SG
reptiles	krybdyr	reptil	krybdyr	N;MASC;PL	N;INDF;NEUT;PL
reptiles	krybdyr	reptil	krybdyr	N;MASC;PL	N;INDF;NEUT;PL
logo	logo	logo	logo	N;MASC;SG	N;INDF;NEUT;SG
logo	logoet	logo	logo	N;MASC;SG	N;DEF;NEUT;SG
sustancia	stof	sustancia	stof	N;FEM;SG	N;INDF;NEUT;SG
sustancia	substans	sustancia	substans	N;FEM;SG	N;INDF;MASC+FEM;SG
holandés	hollænder	holandés	hollænder	N;MASC;SG	N;INDF;MASC+FEM;SG
holandés	hollænder	holandés	hollænder	N;MASC;SG	N;INDF;MASC+FEM;SG
plus	plus	plus	plus	N	N;INDF;MASC+FEM;SG
estocolmo	stockholm	estocolmo	stockholm	N;MASC;SG	N;INDF;NEUT;SG
masiva	massiv	masivo	massiv	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
masiva	massivt	masivo	massivt	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
viendo	kigger	ver	kigge	V;V.MSDR	V;IND;PRS;FIN;ACT
viendo	ser	ver	se	V;V.MSDR	V;IND;PRS;FIN;ACT
mercurio	kviksølv	mercurio	kviksølv	N;MASC;SG	N;INDF;NEUT;SG
moléculas	molekyler	molécula	molekyle	N;FEM;PL	N;INDF;MASC+FEM;PL
sargento	sergent	sargento	sergent	N;MASC;SG	N;INDF;MASC+FEM;SG
sargento	sergenten	sargento	sergent	N;MASC;SG	N;DEF;MASC+FEM;SG
sargento	sergent	sargento	sergent	N;MASC;SG	N;INDF;MASC+FEM;SG
sargento	sergeant	sargento	sergeant	N;MASC;SG	N;INDF;MASC+FEM;SG
alturas	højder	altura	højde	N;FEM;PL	N;INDF;MASC+FEM;PL
creencia	overbevisning	creencia	overbevisning	N;FEM;SG	N;INDF;MASC+FEM;SG
creencia	troen	creencia	tro	N;FEM;SG	N;DEF;MASC+FEM;SG
aterrizaje	landing	aterrizaje	landing	N;MASC;SG	N;INDF;MASC+FEM;SG
ventajas	fordele	ventaja	fordel	N;FEM;PL	N;INDF;MASC+FEM;PL
ventajas	ydelserne	ventaja	ydelse	N;FEM;PL	N;DEF;MASC+FEM;PL
ventajas	ydelser	ventaja	ydelse	N;FEM;PL	N;INDF;MASC+FEM;PL
ventajas	frynsegoder	ventaja	frynsegode	N;FEM;PL	N;INDF;MASC+FEM;PL
ventajas	fordele	ventaja	fordel	N;FEM;PL	N;INDF;MASC+FEM;PL
abandona	opgiver	abandonar	opgive	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
abandona	opgive	abandonar	opgive	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
martes	tirsdag	martes	tirsdag	N	N;INDF;MASC+FEM;SG
martes	tirsdage	martes	tirsdag	N	N;INDF;MASC+FEM;PL
martes	tirsdagen	martes	tirsdag	N	N;DEF;MASC+FEM;SG
requieren	kræver	requerir	kræve	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
arsenal	arsenal	arsenal	arsenal	N;MASC;SG	N;DEF;MASC+FEM;SG
sociología	sociologi	sociología	sociologi	N;FEM;SG	N;INDF;MASC+FEM;SG
extrema	ekstrem	extremo	ekstrem	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
extrema	ekstremt	extremo	ekstremt	ADJ;FEM;SG	ADJ;INDF;SG
consola	konsol	consola	konsol	N;FEM;SG	N;INDF;MASC+FEM;SG
sentimiento	fornemmelse	sentimiento	fornemmelse	N;MASC;SG	N;INDF;MASC+FEM;SG
sentimiento	følelse	sentimiento	følelse	N;MASC;SG	N;INDF;MASC+FEM;SG
cargas	byrder	carga	byrde	N;FEM;PL	N;INDF;MASC+FEM;PL
cargas	gebyrer	carga	gebyre	N;FEM;PL	N;INDF;MASC+FEM;PL
cargas	belastninger	carga	belastning	N;FEM;PL	N;INDF;MASC+FEM;PL
cargas	byrder	carga	byrde	N;FEM;PL	N;INDF;MASC+FEM;PL
trato	deal	trato	deal	N;MASC;SG	N;INDF;MASC+FEM;SG
trato	aftale	trato	aftale	N;MASC;SG	N;INDF;MASC+FEM;SG
suficientes	tilstrækkelige	suficiente	tilstrækkelig	ADJ;PL	ADJ;PL
flash	flash	flash	flash	N;MASC;SG	N;INDF;MASC+FEM;SG
flash	blitz	flash	blitz	N;MASC;SG	N;INDF;NEUT;SG
flash	blink	flash	blink	N;MASC;SG	N;INDF;NEUT;SG
place	stedet	place	sted	N	N;DEF;NEUT;SG
place	sted	place	sted	N	N;INDF;NEUT;SG
place	plads	place	plads	N	N;INDF;MASC+FEM;SG
proclamó	udråbt	proclamar	udråbe	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
proclamó	proklameret	proclamar	proklamere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
reality	virkeligheden	reality	virkelighed	N;MASC;SG	N;DEF;MASC+FEM;SG
reality	realitet	reality	realitet	N;MASC;SG	N;INDF;MASC+FEM;SG
reality	reality	reality	reality	N;MASC;SG	N;INDF;MASC+FEM;SG
reality	virkelighed	reality	virkelighed	N;MASC;SG	N;INDF;MASC+FEM;SG
castillos	slotte	castillo	slot	N;MASC;PL	N;INDF;MASC+FEM;PL
fuga	flugtforsøg	fuga	flugtforsøg	N;FEM;SG	N;INDF;NEUT;SG
fuga	flygt	fuga	flygt	N;FEM;SG	N;INDF;NEUT;SG
fuga	flugt	fuga	flugt	N;FEM;SG	N;INDF;MASC+FEM;SG
dorada	gyldent	dorado	gylden	ADJ;FEM;SG;V.PTCP	ADJ;INDF;NEUT;SG
abuela	bedstemor	abuela	bedstemor	N;FEM;SG	N;INDF;MASC+FEM;SG
abuela	farmor	abuela	farmor	N;FEM;SG	N;INDF;MASC+FEM;SG
abuela	mormor	abuela	mormor	N;FEM;SG	N;INDF;MASC+FEM;SG
abuela	bedstemor	abuela	bedstemor	N;FEM;SG	N;INDF;MASC+FEM;SG
abuela	farmor	abuela	farmor	N;FEM;SG	N;INDF;MASC+FEM;SG
abuela	mormor	abuela	mormor	N;FEM;SG	N;INDF;MASC+FEM;SG
abuela	bedstemor	abuela	bedstemor	N;FEM;SG	N;INDF;MASC+FEM;SG
abuela	farmor	abuela	farmor	N;FEM;SG	N;INDF;MASC+FEM;SG
abuela	mormor	abuela	mormor	N;FEM;SG	N;INDF;MASC+FEM;SG
afueras	forstæder	afueras	forståde	N;FEM;PL	N;INDF;MASC+FEM;PL
experto	eksperten	experto	ekspert	N;MASC;SG	N;DEF;MASC+FEM;SG
experto	ekspert	experto	ekspert	N;MASC;SG	N;INDF;MASC+FEM;SG
considerablemente	betragteligt	considerablemente	betragtelig	ADV	ADV
considerablemente	betydeligt	considerablemente	betydeligt	ADV	ADV
huevo	ægget	huevo	ægge	N;MASC;SG	N;DEF;NEUT;SG
tragedia	tragedie	tragedia	tragedie	N;FEM;SG	N;INDF;MASC+FEM;SG
tragedia	tragedien	tragedia	tragedie	N;FEM;SG	N;DEF;MASC+FEM;SG
lagunas	huller	laguna	huller	N;FEM;PL	N;INDF;MASC+FEM;PL
lagunas	laguner	laguna	lagun	N;FEM;PL	N;INDF;MASC+FEM;PL
contaminación	forurening	contaminación	forurening	N;FEM;SG	N;INDF;MASC+FEM;SG
contaminación	forurening	contaminación	forurening	N;FEM;SG	N;INDF;MASC+FEM;SG
contaminación	forureningen	contaminación	forurening	N;FEM;SG	N;DEF;MASC+FEM;SG
contaminación	forureningsbekæmpelse	contaminación	forureningsbekæmpelse	N;FEM;SG	N;INDF;MASC+FEM;SG
charlotte	charlotte	charlotte	charlotte	N;MASC;SG	N;INDF;MASC+FEM;SG
patrones	mønstre	patrón	mønster	N;MASC;PL	N;INDF;NEUT;PL
patrones	arbejdsgivere	patrón	arbejdsgiver	N;MASC;PL	N;INDF;MASC+FEM;PL
patrones	arbejdsgiverne	patrón	arbejdsgive	N;MASC;PL	N;DEF;MASC+FEM;PL
transmisiones	transmissioner	transmisión	transmission	N;FEM;PL	N;INDF;MASC+FEM;PL
transmisiones	udsendelser	transmisión	udsendelse	N;FEM;PL	N;INDF;MASC+FEM;PL
enfrentar	konfronterer	enfrentar	konfrontere	V;NFIN	V;IND;PRS;FIN;ACT
enfrentar	konfrontere	enfrentar	konfrontere	V;NFIN	V;NFIN;ACT
ama	elsker	amar	elske	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
luchó	kæmpede	luchar	kæmpe	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
luchó	kæmpet	luchar	kæmpe	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
luchó	kæmpede	luchar	kæmpe	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
luchó	udkæmpet	luchar	udkæmpe	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
luchó	kæmpet	luchar	kæmpe	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
viejos	gamle	viejo	gammel	ADJ;MASC;PL	ADJ;PL
mediodía	middag	mediodía	middag	N;MASC;SG	N;INDF;MASC+FEM;SG
mediodía	middagstid	mediodía	middagstid	N;MASC;SG	N;INDF;MASC+FEM;SG
traducciones	oversættelser	traducción	oversættelse	N;FEM;PL	N;INDF;MASC+FEM;PL
pulgadas	tommer	pulgado	tom	N;FEM;PL	N;INDF;MASC+FEM;PL
pulgadas	centimeter	pulgado	centimeter	N;FEM;PL	N;INDF;MASC+FEM;PL
pulgadas	tommer	pulgado	tom	N;FEM;PL	N;INDF;MASC+FEM;PL
ladrillo	mursten	ladrillo	mursten	N;MASC;SG	N;DEF;MASC+FEM;SG
creer	tro	creer	tro	V;NFIN	V;NFIN;ACT
compartir	deler	compartir	dele	V;NFIN	V;IND;PRS;FIN;ACT
compartir	deler	compartir	dele	V;NFIN	V;IND;PRS;FIN;ACT
niñas	piger	niña	pige	N;FEM;PL	N;INDF;MASC+FEM;PL
niñas	pigerne	niña	pige	N;FEM;PL	N;DEF;MASC+FEM;PL
niñas	tøser	niña	tøse	N;FEM;PL	N;INDF;MASC+FEM;PL
dependencia	afhængighed	dependencia	afhængighed	N;FEM;SG	N;INDF;MASC+FEM;SG
dependencia	afhængigheden	dependencia	afhængighed	N;FEM;SG	N;DEF;MASC+FEM;SG
dependencia	afhængighed	dependencia	afhængighed	N;FEM;SG	N;INDF;MASC+FEM;SG
detective	kriminalassistent	detective	kriminalassistent	N;SG	N;INDF;MASC+FEM;SG
detective	detektiv	detective	detektiv	N;SG	N;INDF;MASC+FEM;SG
detective	kriminalbetjent	detective	kriminalbetjent	N;SG	N;INDF;MASC+FEM;SG
probar	bevise	probar	bevise	V;NFIN	V;NFIN;ACT
probar	prøv	probar	prøve	V;NFIN	V;IMP
probar	prøve	probar	prøve	V;NFIN	V;NFIN;ACT
arroyos	åer	arroyo	å	N;MASC;PL	N;INDF;NEUT;PL
volante	flyer	volante	fly	N;MASC;SG	N;INDF;MASC+FEM;SG
budapest	budapest	budapest	budapest	N;MASC;SG	N;INDF;MASC+FEM;SG
beca	stipendiet	beca	stipendium	N;FEM;SG	N;DEF;NEUT;SG
beca	legat	beca	legat	N;FEM;SG	N;INDF;NEUT;SG
beca	stipendium	beca	stipendium	N;FEM;SG	N;INDF;NEUT;SG
cráneo	kranium	cráneo	kranium	N;MASC;SG	N;INDF;NEUT;SG
cráneo	kranie	cráneo	kranie	N;MASC;SG	N;INDF;NEUT;SG
cráneo	kranium	cráneo	kranium	N;MASC;SG	N;INDF;NEUT;SG
cráneo	kraniet	cráneo	kranie	N;MASC;SG	N;DEF;NEUT;SG
provocando	provokerer	provocar	provokere	V;V.MSDR	V;IND;PRS;FIN;ACT
provocando	provokere	provocar	provokere	V;V.MSDR	V;NFIN;ACT
velocidades	hastigheder	velocidad	hastighed	N;FEM;PL	N;INDF;MASC+FEM;PL
gobernante	regent	gobernante	regent	N;SG	N;INDF;MASC+FEM;SG
gobernante	hersker	gobernante	herske	N;SG	N;INDF;MASC+FEM;SG
caridad	velgørenhed	caridad	velgørenhed	N;FEM;SG	N;INDF;MASC+FEM;SG
caridad	velgørenhed	caridad	velgørenhed	N;FEM;SG	N;INDF;MASC+FEM;SG
llave	skruenøgle	llave	skruenøgle	N;FEM;SG	N;INDF;MASC+FEM;SG
llave	nøglen	llave	nøgle	N;FEM;SG	N;DEF;MASC+FEM;SG
llave	nøgle	llave	nøgen	N;FEM;SG	N;INDF;MASC+FEM;SG
exclusiva	eksklusivt	exclusivo	eksklusiv	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
exclusiva	eksklusiv	exclusivo	eksklusiv	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
armados	bevæbnede	armado	bevæbnet	ADJ;MASC;PL;V.PTCP	ADJ;PL
armados	væbnede	armado	væbne	ADJ;MASC;PL;V.PTCP	ADJ;PL
manuscritos	manuskripter	manuscrito	manuskript	N;MASC;PL	N;INDF;NEUT;PL
major	majoren	major	major	N	N;DEF;MASC+FEM;SG
necesariamente	nødvendigvis	necesariamente	nødvendigvis	ADV	ADV
demonio	dæmon	demonio	dæmon	N;MASC;SG	N;INDF;MASC+FEM;SG
demonio	dæmonen	demonio	dæmon	N;MASC;SG	N;DEF;MASC+FEM;SG
demonio	djævelen	demonio	djævel	N;MASC;SG	N;DEF;MASC+FEM;SG
demonio	djævel	demonio	djævel	N;MASC;SG	N;INDF;MASC+FEM;SG
demonio	dæmon	demonio	dæmon	N;MASC;SG	N;INDF;MASC+FEM;SG
demonio	dæmonen	demonio	dæmon	N;MASC;SG	N;DEF;MASC+FEM;SG
note	note	notar	note	N	N;INDF;MASC+FEM;SG
nazis	nazisterne	nazi	nazist	N;PL	N;DEF;MASC+FEM;PL
nazis	nazister	nazi	nazist	N;PL	N;INDF;MASC+FEM;PL
malo	slemt	malo	slemme	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
malo	skidt	malo	skidt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
malo	dårlig	malo	dårlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
materias	materialer	materia	materiale	N;FEM;PL	N;INDF;NEUT;PL
materias	emner	materia	emne	N;FEM;PL	N;INDF;NEUT;PL
estándares	standarder	estándar	standarder	N;MASC;PL	N;INDF;MASC+FEM;PL
estándares	normer	estándar	norm	N;MASC;PL	N;INDF;MASC+FEM;PL
básicas	grundlæggende	básico	grundlæggende	ADJ;FEM;PL	ADJ
gases	gasser	gas	gasse	N;MASC;PL	N;INDF;MASC+FEM;PL
gases	luftarter	gas	luftart	N;MASC;PL	N;INDF;NEUT;PL
boletín	nyhedsbrevet	boletín	nyhedsbrevet	N;MASC;SG	N;DEF;NEUT;SG
boletín	nyhedsbrev	boletín	nyhedsbrev	N;MASC;SG	N;INDF;NEUT;SG
boletín	bulletin	boletín	bulletin	N;MASC;SG	N;INDF;MASC+FEM;SG
potencias	kræfter	potencia	kraft	N;FEM;PL	N;INDF;MASC+FEM;PL
potencias	beføjelser	potencia	beføjelse	N;FEM;PL	N;INDF;MASC+FEM;PL
express	ekspres	express	ekspre	N;MASC	N;INDF;NEUT;SG
portugueses	portugiserne	portugués	portugiser	N;MASC;PL	N;DEF;MASC+FEM;PL
normales	normale	normal	normal	ADJ;PL	ADJ;PL
basket	kurv	basket	kurv	N;MASC;SG	N;INDF;NEUT;SG
basket	kurven	basket	kurv	N;MASC;SG	N;DEF;MASC+FEM;SG
montaje	montering	montaje	montering	N;MASC;SG	N;INDF;MASC+FEM;SG
montaje	installering	montaje	installering	N;MASC;SG	N;INDF;MASC+FEM;SG
montaje	installation	montaje	installation	N;MASC;SG	N;INDF;MASC+FEM;SG
montaje	anlæg	montaje	anlæg	N;MASC;SG	N;INDF;NEUT;SG
montaje	montering	montaje	montering	N;MASC;SG	N;INDF;MASC+FEM;SG
montaje	montage	montaje	montage	N;MASC;SG	N;INDF;MASC+FEM;SG
montaje	samling	montaje	samling	N;MASC;SG	N;INDF;MASC+FEM;SG
montaje	forsamling	montaje	forsamling	N;MASC;SG	N;INDF;MASC+FEM;SG
montaje	forsamlingen	montaje	forsamling	N;MASC;SG	N;DEF;MASC+FEM;SG
montaje	redigering	montaje	redigering	N;MASC;SG	N;INDF;MASC+FEM;SG
demo	demo	demo	demo	N;FEM;SG	N;INDF;MASC+FEM;SG
considerando	overvejes	considerar	overveje	V;V.MSDR	V;PRS;NFIN;PASS
considerando	overvejer	considerar	overveje	V;V.MSDR	V;IND;PRS;FIN;ACT
fotógrafo	fotograf	fotógrafo	fotograf	N;MASC;SG	N;INDF;MASC+FEM;SG
fotógrafo	fotografen	fotógrafo	fotograf	N;MASC;SG	N;DEF;MASC+FEM;SG
porción	portion	porción	portion	N;FEM;SG	N;INDF;MASC+FEM;SG
combatientes	kombattanter	combatiente	kombattant	N;PL	N;INDF;MASC+FEM;PL
combatientes	boksere	combatiente	bokser	N;PL	N;INDF;MASC+FEM;PL
combatientes	krigere	combatiente	krig	N;PL	N;INDF;MASC+FEM;PL
combatientes	kæmpere	combatiente	kæmper	N;PL	N;INDF;MASC+FEM;PL
oponente	modstanderen	oponente	modstander	N;SG	N;DEF;MASC+FEM;SG
oponente	modstander	oponente	modstander	N;SG	N;INDF;MASC+FEM;SG
prince	fyrste	prince	fyrste	N	N;INDF;MASC+FEM;SG
prince	prins	prince	prins	N	N;INDF;MASC+FEM;SG
pura	ren	puro	ren	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
pura	rent	puro	ren	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
track	spor	track	spor	N;SG	N;INDF;NEUT;SG
track	sporets	track	spor	N;SG	N;GEN;DEF;NEUT;SG
track	sporet	track	spor	N;SG	N;DEF;NEUT;SG
parodia	parodi	parodia	parodi	N;FEM;SG	N;INDF;MASC+FEM;SG
evangelio	gospel	evangelio	gospel	N;MASC;SG	N;INDF;MASC+FEM;SG
honda	slangebøsse	honda	slangebøsse	N;FEM;SG	N;INDF;MASC+FEM;SG
esfera	sfære	esfera	sfære	N;FEM;SG	N;INDF;MASC+FEM;SG
muertes	dødsfald	muerte	dødsfald	N;FEM;PL	N;INDF;NEUT;PL
muertes	dødsfald	muerte	dødsfald	N;FEM;PL	N;INDF;NEUT;PL
román	roman	román	roman	N;MASC;SG	N;INDF;MASC+FEM;SG
román	romer	román	rome	N;MASC;SG	N;INDF;MASC+FEM;SG
román	romersk	román	romersk	N;MASC;SG	N;INDF;MASC+FEM;SG
intenso	intensiv	intenso	intensiv	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
intenso	intens	intenso	intens	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
penales	kriminelle	penal	kriminel	ADJ;PL	ADJ;PL
name	betegnelse	name	betegnelse	N	N;INDF;MASC+FEM;SG
name	navn	name	navn	N	N;INDF;NEUT;SG
consulado	konsulatet	consulado	konsulat	N;MASC;SG	N;DEF;NEUT;SG
consulado	konsulat	consulado	konsulat	N;MASC;SG	N;INDF;NEUT;SG
ingresar	indtast	ingresar	indtast	V;NFIN	V;IMP
ingresar	enter	ingresar	enter	V;NFIN	V;IMP
autorización	tilladelse	autorización	tilladelse	N;FEM;SG	N;INDF;MASC+FEM;SG
autorización	bemyndigelse	autorización	bemyndigelse	N;FEM;SG	N;INDF;MASC+FEM;SG
autorización	autorisation	autorización	autorisation	N;FEM;SG	N;INDF;MASC+FEM;SG
autorización	godkendelse	autorización	godkendelse	N;FEM;SG	N;INDF;MASC+FEM;SG
autorización	tilladelse	autorización	tilladelse	N;FEM;SG	N;INDF;MASC+FEM;SG
autorización	bemyndigelse	autorización	bemyndigelse	N;FEM;SG	N;INDF;MASC+FEM;SG
autorización	autorisation	autorización	autorisation	N;FEM;SG	N;INDF;MASC+FEM;SG
autorización	tilladelse	autorización	tilladelse	N;FEM;SG	N;INDF;MASC+FEM;SG
belén	bethlehem	belén	bethlehem	N;MASC;SG	N;INDF;MASC+FEM;SG
próximos	forestående	próximo	forestående	ADJ;MASC;PL	ADJ
discografía	diskografi	discografía	diskografi	N;FEM;SG	N;INDF;NEUT;SG
rangers	rangers	rangers	range	N;MASC;PL	N;GEN;INDF;MASC+FEM;PL
esquí	ski	esquí	ski	N;MASC;SG	N;INDF;NEUT;SG
esquí	ski	esquí	ski	N;MASC;SG	N;INDF;NEUT;SG
envía	sender	enviar	sende	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
prisionero	fangen	prisionero	fange	N;MASC;SG	N;DEF;MASC+FEM;SG
disparo	skud	disparo	skud	N;MASC;SG	N;INDF;NEUT;SG
disparo	skudsår	disparo	skudsår	N;MASC;SG	N;INDF;NEUT;SG
disparo	skydning	disparo	skydning	N;MASC;SG	N;INDF;MASC+FEM;SG
disparo	skyderi	disparo	skyderi	N;MASC;SG	N;INDF;NEUT;SG
disparo	skud	disparo	skud	N;MASC;SG	N;INDF;NEUT;SG
extenso	omfattende	extenso	omfattende	ADJ;MASC;SG	ADJ
extenso	ekstensiv	extenso	ekstensiv	ADJ;MASC;SG	ADJ;INDF;SG
atacó	overfaldet	atacar	overfalde	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
dinosaurios	dinosaurer	dinosaurio	dinosaur	N;MASC;PL	N;INDF;MASC+FEM;PL
dinosaurios	dinosaurerne	dinosaurio	dinosaur	N;MASC;PL	N;DEF;MASC+FEM;PL
brevemente	kortvarigt	brevemente	kortvarigt	ADV	ADV
extranjera	udenlandsk	extranjero	udenlandsk	ADJ;FEM;SG	ADJ;INDF;SG
extranjera	fremmed	extranjero	fremmed	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
caña	polak	caña	polak	N;FEM;SG	N;INDF;MASC+FEM;SG
caña	pæl	caña	pæl	N;FEM;SG	N;INDF;MASC+FEM;SG
caña	stang	caña	stang	N;FEM;SG	N;INDF;MASC+FEM;SG
caña	sukkerrør	caña	sukkerrør	N;FEM;SG	N;INDF;MASC+FEM;SG
caña	rørsukker	caña	rørsukke	N;FEM;SG	N;INDF;MASC+FEM;SG
caña	stok	caña	stok	N;FEM;SG	N;INDF;MASC+FEM;SG
caña	rod	caña	rod	N;FEM;SG	N;INDF;MASC+FEM;SG
caña	stang	caña	stang	N;FEM;SG	N;INDF;MASC+FEM;SG
ética	etik	ética	etik	N;FEM;SG	N;INDF;MASC+FEM;SG
arquitectónico	arkitektonisk	arquitectónico	arkitektonisk	ADJ;MASC;SG	ADJ;INDF;SG
correspondencia	brevveksling	correspondencia	brevveksling	N;FEM;SG	N;INDF;MASC+FEM;SG
correspondencia	korrespondance	correspondencia	korrespondance	N;FEM;SG	N;INDF;MASC+FEM;SG
correspondencia	korrespondancen	correspondencia	korrespondanc	N;FEM;SG	N;DEF;MASC+FEM;SG
