per	for	per	for	ADP	ADP
anima	sjel	anima	sjel	N;FEM;SG	N;INDF;FEM;SG
anima	soul	anima	soul	N;FEM;SG	N;INDF;MASC;SG
song	sang	song	sang	N	N;INDF;MASC;SG
song	låt	song	låt	N	N;INDF;MASC;SG
song	sangen	song	sang	N	N;DEF;MASC;SG
song	song	song	song	N	N;INDF;MASC;SG
wilson	wilson	wilson	wilson	N;MASC	N;INDF;MASC;SG
sufficiente	tilstrekkelig	sufficiente	tilstrekkelig	ADJ;SG	ADJ;INDF;NEUT;SG
stretto	trangt	stretto	trang	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
stretto	stram	stretto	stram	ADJ;MASC;SG	ADJ;INDF;SG
stretto	stramt	stretto	stramme	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
dialetto	østlandet	dialetto	østland	N;MASC;SG	N;DEF;NEUT;SG
dialetto	dialekt	dialetto	dialekt	N;MASC;SG	N;INDF;MASC;SG
lavorato	virka	lavorare	virke	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
lavorato	fungerte	lavorare	fungere	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
dodici	tolv	dodici	tolv	NUM	NUM;PL
texas	texas	texas	texas	N;MASC;SG	N;INDF;SG
immediata	umiddelbar	immediato	umiddelbar	ADJ;FEM;SG	ADJ;INDF;SG
immediata	umiddelbar	immediato	umiddelbar	ADJ;FEM;SG	ADJ;INDF;SG
docente	foreleser	docente	forelese	N;SG	N;INDF;NEUT;SG
docente	lærerinne	docente	lærerinne	N;SG	N;INDF;FEM;SG
fabio	fabio	fabio	fabio	N;MASC;SG	N;INDF;MASC;SG
fabio	fábio	fabio	fábio	N;MASC;SG	N;INDF;MASC;SG
emilio	emilio	emilio	emilio	N;MASC;SG	N;INDF;MASC;SG
regola	regelen	regola	regel	N;FEM;SG	N;DEF;MASC;SG
regola	regel	regola	regel	N;FEM;SG	N;INDF;MASC;SG
clima	klima	clima	klima	N;MASC;SG	N;INDF;NEUT;SG
pil	bnp	pil	bnp	N;MASC	N;NEUT
prix	prix	prix	prix	N;MASC	N;INDF;MASC;SG
cittadino	statsborger	cittadino	statsborge	N;MASC;SG	N;INDF;FEM;SG
cittadino	borger	cittadino	borg	N;MASC;SG	N;INDF;MASC;SG
pittura	malerkunst	pittura	malerkunst	N;FEM;SG	N;INDF;MASC;SG
pittura	maleri	pittura	maleri	N;FEM;SG	N;INDF;NEUT;SG
enorme	enorm	enorme	enorm	ADJ;SG	ADJ;INDF;SG
enorme	stor	enorme	stor	ADJ;SG	ADJ;INDF;SG
enorme	digert	enorme	diger	ADJ;SG	ADJ;INDF;NEUT;SG
enorme	kjempestort	enorme	kjempestort	ADJ;SG	ADJ;INDF;NEUT;SG
enorme	enormt	enorme	enorm	ADJ;SG	ADJ;INDF;NEUT;SG
enorme	enorm	enorme	enorm	ADJ;SG	ADJ;INDF;SG
simone	simone	simone	simon	N;MASC;SG	N;INDF;MASC;SG
simone	simon	simone	simon	N;MASC;SG	N;MASC
simone	simón	simone	simón	N;MASC;SG	N;INDF;MASC;SG
google	google	googliere	goog	N;MASC	N;INDF;NEUT;SG
men	mannfolk	meno	mannfolk	N;MASC;SG	N;INDF;NEUT;SG
atletica	athletic	atletica	athletic	N;FEM;SG	N
atletica	friidrett	atletica	friidrett	N;FEM;SG	N;INDF;MASC;SG
tenente	løytnant	tenente	løytnant	N;MASC;SG	N;INDF;MASC;SG
tenente	førstebetjent	tenente	førstebetjent	N;MASC;SG	N;INDF;MASC;SG
vento	vind	vento	vind	N;MASC;SG	N;INDF;MASC;SG
vento	vinder	vento	vind	N;MASC;SG	N;INDF;MASC;SG
vento	windy	vento	windy	N;MASC;SG	N
vento	vind	vento	vind	N;MASC;SG	N;INDF;MASC;SG
vento	wind	vento	wind	N;MASC;SG	N
howard	howard	howard	howard	N;MASC;SG	N;INDF;MASC;SG
cristiano	kristen	cristiano	kristen	ADJ;MASC;SG	ADJ;INDF;MASC;SG
braccio	arm	braccio	arm	N;MASC;SG	N;INDF;MASC;SG
braccio	armen	braccio	arm	N;MASC;SG	N;DEF;MASC;SG
angolo	hjørne	angolo	hjørne	N;MASC;SG	N;INDF;NEUT;SG
angolo	hjørnet	angolo	hjørne	N;MASC;SG	N;DEF;NEUT;SG
angolo	corner	angolo	corne	N;MASC;SG	N
angolo	vinkling	angolo	vinkling	N;MASC;SG	N;INDF;FEM;SG
angolo	vinkel	angolo	vinkel	N;MASC;SG	N;INDF;MASC;SG
attori	aktører	attore	aktører	N;MASC;PL	N;INDF;FEM;PL
specifico	spesifikt	specifico	spesifikk	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
spalle	skuldrene	spalla	skulder	N;FEM;PL	N;DEF;FEM;PL
back	back	back	back	N	N
adam	adam	adam	adam	N	N;INDF;MASC;SG
favorevoli	gunstige	favorevole	gunstig	ADJ;PL	ADJ;PL
sfida	utfordring	sfida	utfordring	N;FEM;SG	N;INDF;FEM;SG
semifinale	semifinalen	semifinale	semifinale	N;FEM;SG	N;DEF;MASC;SG
avversario	motstander	avversario	motstand	N;MASC;SG	N;INDF;MASC;SG
interpreta	tolke	interpretare	tolke	V;IND;SG;3;PRS;FIN	V;NFIN
documentario	dokumentar	documentario	dokument	N;MASC;SG	N;INDF;MASC;SG
documentario	dokumentarfilm	documentario	dokumentarfilm	N;MASC;SG	N;INDF;MASC;SG
lunghi	lenge	lungo	lenge	ADJ;MASC;PL	ADJ
lunghi	lange	lungo	lang	ADJ;MASC;PL	ADJ;PL
equipaggio	crew	equipaggio	crew	N;MASC;SG	N
equipaggio	besetning	equipaggio	besetning	N;MASC;SG	N;INDF;FEM;SG
equipaggio	mannskap	equipaggio	mannskap	N;MASC;SG	N;INDF;NEUT;SG
pubblici	offentlige	pubblico	offentlige	ADJ;MASC;PL	ADJ;PL
facile	enkel	facile	enkel	ADJ;SG	ADJ;INDF;SG
facile	enkelt	facile	enkel	ADJ;SG	ADJ;INDF;NEUT;SG
facile	rolig	facile	rolig	ADJ;SG	ADJ;INDF;NEUT;SG
facile	lett	facile	lett	ADJ;SG	ADJ;INDF;NEUT;SG
stazioni	stasjoner	stazione	stasjon	N;FEM;PL	N;INDF;MASC;PL
stazioni	stasjonene	stazione	stasjon	N;FEM;PL	N;DEF;FEM;PL
parrocchia	kommune	parrocchia	kommune	N;FEM;SG	N;INDF;MASC;SG
parrocchia	prestegjeld	parrocchia	prestegjeld	N;FEM;SG	N;INDF;NEUT;SG
impianti	planter	impianto	plante	N;MASC;PL	N;INDF;FEM;PL
lombardia	lombardia	lombardia	lombardi	N;FEM;SG	N;DEF;NEUT;SG
windows	windows	windows	windows	N;MASC	N;INDF;MASC;SG
windows	vinduer	windows	vindu	N;MASC	N;INDF;MASC;SG
fortuna	fortuna	fortuna	fortune	N;FEM;SG	N;DEF;FEM;SG
fortuna	formue	fortuna	formue	N;FEM;SG	N;INDF;MASC;SG
fortuna	fortune	fortuna	fortun	N;FEM;SG	N;INDF;MASC;SG
fortuna	flaks	fortuna	flaks	N;FEM;SG	N;INDF;MASC;SG
fortuna	hell	fortuna	hell	N;FEM;SG	N;INDF;MASC;SG
traffico	vikeplikt	traffico	vikeplikt	N;MASC;SG	N;INDF;MASC;SG
traffico	trafikk	traffico	trafikk	N;MASC;SG	N;INDF;MASC;SG
traffico	trafikken	traffico	trafikk	N;MASC;SG	N;DEF;MASC;SG
traffico	smugling	traffico	smugling	N;MASC;SG	N;INDF;FEM;SG
prestazioni	resultater	prestazione	resultater	N;FEM;PL	N;INDF;FEM;PL
prestazioni	performance	prestazione	performance	N;FEM;PL	N
jimmy	jimmy	jimmy	jimmy	N	N;INDF;MASC;SG
trenta	tretti	trenta	tretti	NUM	NUM;PL
segnali	signalene	segnale	signale	N;MASC;PL	N;DEF;FEM;PL
society	society	society	society	N;MASC	N;INDF;NEUT;SG
society	samfunnet	society	samfunn	N;MASC	N;DEF;NEUT;SG
society	samfunn	society	samfunn	N;MASC	N;INDF;NEUT;SG
ampia	bredt	ampio	bredt	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
ampia	brei	ampio	brei	ADJ;FEM;SG	ADJ;INDF;SG
ampia	vid	ampio	vid	ADJ;FEM;SG	ADJ;INDF;SG
esposizione	utstillingen	esposizione	utstilling	N;FEM;SG	N;DEF;MASC;SG
esposizione	utstilling	esposizione	utstilling	N;FEM;SG	N;INDF;FEM;SG
esposizione	eksponering	esposizione	eksponering	N;FEM;SG	N;INDF;FEM;SG
ford	ford	ford	ford	N;MASC	N;INDF;MASC;SG
alessandria	alessandria	alessandria	alessandri	N;FEM;SG	N;DEF;FEM;SG
alessandria	alexandria	alessandria	alexandri	N;FEM;SG	N;INDF;MASC;SG
assemblea	montering	assemblea	montering	N;FEM;SG	N;INDF;FEM;SG
assemblea	forsamling	assemblea	forsamling	N;FEM;SG	N;INDF;FEM;SG
foresta	skog	foresta	skog	N;FEM;SG	N;INDF;MASC;SG
foresta	skogen	foresta	skog	N;FEM;SG	N;DEF;MASC;SG
dante	dante	dante	dante	N;MASC;SG	N;INDF;FEM;SG
corpi	kropper	corpo	kropper	N;MASC;PL	N;INDF;FEM;PL
apre	åpner	aprire	åpne	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
circondario	cercle	circondario	cercle	N;MASC;SG	N
piena	full	pieno	full	ADJ;FEM;SG	ADJ;INDF;SG
piena	fullt	pieno	full	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
penisola	halvøya	penisola	halvøye	N;FEM;SG	N;DEF;FEM;SG
penisola	halvøy	penisola	halvøy	N;FEM;SG	N;INDF;FEM;SG
force	kraft	force	kraft	N;FEM	N;INDF;FEM;SG
force	force	force	force	N;FEM	N;INDF
force	kraften	force	kraft	N;FEM	N;DEF;MASC;SG
cinquanta	femti	cinquanta	femti	NUM	NUM;PL
agostino	agostino	agostino	agostino	N;MASC;SG	N;INDF;MASC;SG
agostino	augustine	agostino	augustin	N;MASC;SG	N;INDF;FEM;SG
paura	frykt	paura	frykt	N;FEM;SG	N;INDF;FEM;SG
paura	fear	paura	fear	N;FEM;SG	N;INDF;NEUT;SG
paura	redsel	paura	redsel	N;FEM;SG	N;INDF;FEM;SG
motivazione	motivasjon	motivazione	motivasjon	N;FEM;SG	N;INDF;MASC;SG
motivazione	begrunnelse	motivazione	begrunnelse	N;FEM;SG	N;INDF;MASC;SG
sostegno	støtte	sostegno	støtte	N;MASC;SG	N;INDF;FEM;SG
sostegno	brukerstøtte	sostegno	brukerstøtte	N;MASC;SG	N;INDF;FEM;SG
sostegno	support	sostegno	support	N;MASC;SG	N;INDF;MASC;SG
candidato	kandidaten	candidato	kandidat	N;MASC;SG	N;DEF;MASC;SG
candidato	kandidat	candidato	kandidat	N;MASC;SG	N;INDF;MASC;SG
cannoni	geværer	cannone	gevære	N;MASC;PL	N;INDF;FEM;PL
cannoni	kanoner	cannone	kanon	N;MASC;PL	N;INDF;MASC;PL
letterario	litterær	letterario	litterær	ADJ;MASC;SG	ADJ;INDF;SG
infanzia	barndom	infanzia	barndom	N;FEM;SG	N;INDF;MASC;SG
infanzia	barndoms	infanzia	barndoms	N;FEM;SG	N;INDF;MASC;SG
infanzia	barndommen	infanzia	barndom	N;FEM;SG	N;DEF;MASC;SG
lettura	leser	lettura	lese	N;FEM;SG	N;INDF;MASC;SG
lettura	reading	lettura	reading	N;FEM;SG	N;INDF;FEM;SG
lettura	lesning	lettura	lesning	N;FEM;SG	N;INDF;FEM;SG
lettura	lesing	lettura	lesing	N;FEM;SG	N;INDF;FEM;SG
occupazione	sysselsetting	occupazione	sysselsetting	N;FEM;SG	N;INDF;FEM;SG
anne	anne	anne	anne	N;FEM;SG	N;INDF;FEM;SG
popolazioni	befolkninger	popolazione	befolkning	N;FEM;PL	N;INDF;FEM;PL
fasi	stadier	fase	stadium	N;FEM;PL	N;INDF;FEM;PL
controllare	sjekke	controllare	sjekke	V;NFIN	V;NFIN
controllare	sjekk	controllare	sjekk	V;NFIN	V;IMP;FIN
rappresentazione	representasjon	rappresentazione	representasjon	N;FEM;SG	N;INDF;MASC;SG
sci	ski	sci	ski	N;MASC	N;INDF;MASC;SG
restauro	restaurering	restauro	restaurering	N;MASC;SG	N;INDF;FEM;SG
restauro	restaurasjonen	restauro	restaurasjon	N;MASC;SG	N;DEF;MASC;SG
daniele	daniel	daniela	daniel	N;MASC;SG	N;INDF;MASC;SG
daniele	daniele	daniela	daniele	N;MASC;SG	N;INDF;MASC;SG
possibili	mulige	possibile	mulige	ADJ;PL	ADJ;PL
detentore	keeper	detentore	keeper	N;MASC;SG	N;INDF;MASC;SG
detentore	vokter	detentore	vokt	N;MASC;SG	N;INDF;NEUT;SG
detentore	innehaver	detentore	innehave	N;MASC;SG	N;INDF;MASC;SG
costo	kostnad	costo	kostnad	N;MASC;SG	N;INDF;MASC;SG
costo	koster	costo	koster	N;MASC;SG	N;INDF;MASC;SG
aquila	eagle	aquila	eigel	N;FEM;SG	N;INDF;SG
aquila	ørn	aquila	ørn	N;FEM;SG	N;INDF;FEM;SG
aquila	aquila	aquila	aquila	N;FEM;SG	N;INDF;NEUT;SG
romanzi	romaner	romanzo	roman	N;MASC;PL	N;INDF;MASC;PL
fusione	sammenslåingen	fusione	sammenslåing	N;FEM;SG	N;DEF;MASC;SG
fusione	sammenslåing	fusione	sammenslåing	N;FEM;SG	N;INDF;FEM;SG
fusione	sammenslåingen	fusione	sammenslåing	N;FEM;SG	N;DEF;MASC;SG
fusione	sammenslåing	fusione	sammenslåing	N;FEM;SG	N;INDF;FEM;SG
fusione	fusion	fusione	fusion	N;FEM;SG	N
fusione	fusjon	fusione	fusjon	N;FEM;SG	N;INDF;MASC;SG
tavola	bord	tavola	bord	N;FEM;SG	N;INDF;NEUT;SG
tavola	tabell	tavola	tabell	N;FEM;SG	N;INDF;NEUT;SG
marchio	merke	marchio	merke	N;MASC;SG	N;INDF;NEUT;SG
marchio	brand	marchio	brand	N;MASC;SG	N;INDF;NEUT;SG
marchio	merkevare	marchio	merkevare	N;MASC;SG	N;INDF;MASC;SG
marchio	varemerke	marchio	varemerke	N;MASC;SG	N;INDF;NEUT;SG
saga	saga	sagare	sag	N;FEM;SG	N;DEF;FEM;SG
assoluta	absolutt	assoluto	absolutt	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
fama	berømmelse	fama	berømmelse	N;FEM;SG	N;INDF;MASC;SG
fama	fame	fama	fame	N;FEM;SG	N;INDF;MASC;SG
autonomia	autonomi	autonomia	autonomi	N;FEM;SG	N;INDF;MASC;SG
vino	vin	vino	vin	N;MASC;SG	N;INDF;MASC;SG
assistente	assisterende	assistente	assisterende	N;SG	N;INDF;MASC;SG
assistente	assistent	assistente	assistent	N;SG	N;INDF;MASC;SG
assistente	assistenten	assistente	assistent	N;SG	N;DEF;MASC;SG
remix	remix	remix	remix	N;MASC	N
remix	remixes	remix	remixes	N;MASC	N
copertina	dekke	copertina	dekke	N;FEM;SG	N;INDF;NEUT;SG
copertina	cover	copertina	cove	N;FEM;SG	N;INDF;MASC;SG
copertina	deksel	copertina	deksel	N;FEM;SG	N;INDF;NEUT;SG
copertina	dekk	copertina	dekk	N;FEM;SG	N;INDF;NEUT;SG
ricostruzione	gjenoppbyggingen	ricostruzione	gjenoppbygging	N;FEM;SG	N;DEF;MASC;SG
ricostruzione	gjenoppbygge	ricostruzione	gjenoppbygge	N;FEM;SG	N;INDF;FEM;SG
ricostruzione	gjenoppbyggingen	ricostruzione	gjenoppbygging	N;FEM;SG	N;DEF;MASC;SG
vicenza	vicenza	vicenza	vicenze	N;FEM;SG	N;INDF;MASC;SG
operativo	operativ	operativo	operativ	ADJ;MASC;SG	ADJ;INDF;SG
boy	gutt	boy	gu	N	N;INDF;MASC;SG
boy	gutten	boy	gutt	N	N;DEF;MASC;SG
johann	johann	johann	johann	N;MASC;SG	N;INDF;MASC;SG
alice	alice	alice	alice	N;FEM;SG	N
individuale	individuell	individuale	individuell	ADJ;SG	ADJ;INDF;SG
perde	taper	perdere	tape	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
perde	taper	perdere	tape	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
pericolo	fare	pericolo	fare	N;MASC;SG	N;INDF;MASC;SG
pericolo	våge	pericolo	våge	N;MASC;SG	N;INDF;NEUT;SG
pericolo	fare	pericolo	fare	N;MASC;SG	N;INDF;MASC;SG
pericolo	danger	pericolo	dange	N;MASC;SG	N;INDF;MASC;SG
duomo	katedral	duomo	katedral	N;MASC;SG	N;INDF;MASC;SG
duomo	katedralen	duomo	katedral	N;MASC;SG	N;DEF;MASC;SG
duomo	kuppel	duomo	kuppel	N;MASC;SG	N;INDF;MASC;SG
duomo	kuppelen	duomo	kuppel	N;MASC;SG	N;DEF;MASC;SG
suolo	jord	suolo	jord	N;MASC;SG	N;INDF;FEM;SG
iniziativa	initiativ	iniziativa	initiativ	N;FEM;SG	N;INDF;NEUT;SG
iniziativa	initiativet	iniziativa	initiativ	N;FEM;SG	N;DEF;NEUT;SG
tabella	bord	tabella	bord	N;FEM;SG	N;INDF;NEUT;SG
tabella	tabell	tabella	tabell	N;FEM;SG	N;INDF;NEUT;SG
fontana	fontana	fontana	fontan	N;FEM;SG	N;INDF;MASC;SG
fontana	fontene	fontana	fonte	N;FEM;SG	N;INDF;FEM;SG
johnny	johnny	johnny	johnny	N	N;INDF;MASC;SG
applicazione	applikasjon	applicazione	applikasjon	N;FEM;SG	N;INDF;MASC;SG
applicazione	app	applicazione	app	N;FEM;SG	N;INDF;MASC;SG
applicazione	søknad	applicazione	søknad	N;FEM;SG	N;INDF;MASC;SG
applicazione	tilleggsfunksjon	applicazione	tilleggsfunksjon	N;FEM;SG	N;INDF;MASC;SG
applicazione	applikasjonen	applicazione	applikasjon	N;FEM;SG	N;DEF;MASC;SG
applicazione	applikasjon	applicazione	applikasjon	N;FEM;SG	N;INDF;MASC;SG
applicazione	app	applicazione	app	N;FEM;SG	N;INDF;MASC;SG
applicazione	appen	applicazione	appen	N;FEM;SG	N;DEF;MASC;SG
sogno	drømmen	sogno	drømme	N;MASC;SG	N;DEF;MASC;SG
sogno	dream	sogno	dreame	N;MASC;SG	N;INDF;MASC;SG
sogno	drøm	sogno	drøm	N;MASC;SG	N;INDF;MASC;SG
ragazze	girls	ragazza	girl	N;FEM;PL	N
ragazze	jentene	ragazza	jente	N;FEM;PL	N;DEF;FEM;PL
ragazze	jenter	ragazza	jente	N;FEM;PL	N;INDF;FEM;PL
ferrara	ferrara	ferrara	ferrare	N;FEM;SG	N;DEF;MASC;SG
attesa	ventes	attesa	vente	N;FEM;SG	N;INDF;MASC;SG
attesa	ventet	attesa	vent	N;FEM;SG	N;DEF;NEUT;SG
attesa	forventet	attesa	forvent	N;FEM;SG	N;DEF;NEUT;SG
attesa	forventes	attesa	forventas	N;FEM;SG	N;INDF;NEUT;SG
attesa	waiting	attesa	waiting	N;FEM;SG	N;INDF;MASC;SG
attesa	venting	attesa	venting	N;FEM;SG	N;INDF;FEM;SG
cellule	cellene	cellula	celle	N;FEM;PL	N;DEF;FEM;PL
cellule	celler	cellula	celler	N;FEM;PL	N;INDF;FEM;PL
risorse	ressurser	risorsa	ressurse	N;FEM;PL	N;INDF;MASC;PL
risorse	ressursene	risorsa	ressurs	N;FEM;PL	N;DEF;FEM;PL
commissario	politisjef	commissario	politisjef	N;SG	N;INDF;MASC;SG
commissario	kommissær	commissario	kommissær	N;SG	N;INDF;MASC;SG
occidentali	western	occidentale	western	N;PL	N
ugo	hugo	ugo	hugo	N;MASC;SG	N;INDF;NEUT;SG
ugo	ugo	ugo	ugo	N;MASC;SG	N
enzo	enzo	enzo	enzo	N;MASC;SG	N;INDF;SG
asse	aksling	assa	aksling	N;MASC;SG	N;INDF;FEM;SG
asse	akse	assa	akse	N;MASC;SG	N;INDF;MASC;SG
denaro	money	denaro	money	N;MASC;SG	N;INDF;NEUT;SG
denaro	penger	denaro	penge	N;MASC;SG	N;INDF;MASC;SG
intervista	intervju	intervista	intervju	N;FEM;SG	N;INDF;NEUT;SG
successione	arvefølgen	successione	arvefølg	N;FEM;SG	N;DEF;MASC;SG
lucio	lucio	lucio	lucio	N;MASC;SG	N
lucio	lucius	lucio	lucius	N;MASC;SG	N
famosi	berømte	famoso	berømt	ADJ;MASC;PL	ADJ;PL
south	syd	south	syd	N;MASC	N;INDF;MASC;SG
south	syden	south	syde	N;MASC	N;DEF;MASC;SG
chiuso	lukka	chiuso	lukke	ADJ;MASC;SG	ADJ;INDF;SG;V.PTCP
chiuso	stengt	chiuso	stenge	ADJ;MASC;SG	ADJ;INDF;SG;V.PTCP
sacerdote	presten	sacerdote	prest	N;MASC;SG	N;DEF;MASC;SG
sacerdote	priest	sacerdote	priast	N;MASC;SG	N;INDF;MASC;SG
sacerdote	prest	sacerdote	prest	N;MASC;SG	N;INDF;MASC;SG
tomba	graven	tomba	grav	N;FEM;SG	N;DEF;MASC;SG
tomba	grav	tomba	grav	N;FEM;SG	N;INDF;MASC;SG
tomba	graven	tomba	grav	N;FEM;SG	N;DEF;MASC;SG
tomba	grava	tomba	grav	N;FEM;SG	N;DEF;FEM;SG
tomba	grav	tomba	grav	N;FEM;SG	N;INDF;MASC;SG
frutto	frukt	frutto	frukt	N;MASC;SG	N;INDF;FEM;SG
segnalazione	rapportering	segnalazione	rapportering	N;FEM;SG	N;INDF;FEM;SG
votazioni	stemmer	votazione	stemme	N;FEM;PL	N;INDF;FEM;PL
votazioni	stemmer	votazione	stemme	N;FEM;PL	N;INDF;FEM;PL
estensione	utvidelse	estensione	utvidelse	N;FEM;SG	N;INDF;MASC;SG
estensione	forlengelse	estensione	forlengelse	N;FEM;SG	N;INDF;MASC;SG
estensione	extension	estensione	extension	N;FEM;SG	N
amica	vennen	amico	venn	N;FEM;SG	N;DEF;MASC;SG
amica	venninne	amico	venninne	N;FEM;SG	N;INDF;FEM;SG
amica	ven	amico	ven	N;FEM;SG	N;INDF;MASC;SG
amica	venn	amico	vinne	N;FEM;SG	N;INDF;MASC;SG
stephen	stephen	stepheno	stephen	N;MASC;SG	N;INDF;MASC;SG
parete	vegg	parete	vegg	N;FEM;SG	N;INDF;MASC;SG
parete	mur	parete	mur	N;FEM;SG	N;INDF;MASC;SG
dolce	søtt	dolce	søt	ADJ;SG	ADJ;INDF;NEUT;SG
margherita	margaret	margherita	margar	N;FEM;SG	N;DEF;NEUT;SG
margherita	margareth	margherita	margareth	N;FEM;SG	N;INDF;NEUT;SG
margherita	margrete	margherita	margrete	N;FEM;SG	N;INDF;MASC;SG
margherita	margherita	margherita	margherit	N;FEM;SG	N;DEF;FEM;SG
margherita	marguerite	margherita	marguerit	N;FEM;SG	N;INDF;MASC;SG
margherita	daisy	margherita	daisy	N;FEM;SG	N;INDF;MASC;SG
pellicola	film	pellicolo	film	N;FEM;SG	N;INDF;MASC;SG
ragioni	reasons	ragione	reasons	N;FEM;PL	N
ragioni	årsaker	ragione	årsak	N;FEM;PL	N;INDF;FEM;PL
ragioni	grunner	ragione	grunn	N;FEM;PL	N;INDF;FEM;PL
bergamo	bergamo	bergamo	bergamo	N;MASC;SG	N;INDF;MASC;SG
dan	dan	dan	dan	N;SG	N;INDF;MASC;SG
anthony	anthony	anthony	anthony	N;MASC	N;INDF;MASC;SG
distruzione	destruksjon	distruzione	destruksjon	N;FEM;SG	N;INDF;MASC;SG
distruzione	ødeleggelse	distruzione	ødeleggelse	N;FEM;SG	N;INDF;MASC;SG
distruzione	tilintetgjørelse	distruzione	tilintetgjørelse	N;FEM;SG	N;INDF;MASC;SG
mantova	mantua	mantova	mantua	N;FEM;SG	N;INDF;MASC;SG
usando	bruke	usare	bruke	V;V.MSDR	V;NFIN
usando	bruker	usare	bruke	V;V.MSDR	V;IND;PRS;FIN
modi	måter	modo	måte	N;MASC;PL	N;INDF;MASC;PL
trasferimento	overføring	trasferimento	overføring	N;MASC;SG	N;INDF;FEM;SG
trasferimento	transfer	trasferimento	transfe	N;MASC;SG	N;INDF;MASC;SG
trasferimento	forflytning	trasferimento	forflytning	N;MASC;SG	N;INDF;FEM;SG
perdere	taper	perdere	tape	V;NFIN	V;IND;PRS;FIN
perdere	mister	perdere	miste	V;NFIN	V;IND;PRS;FIN
perdere	taper	perdere	tape	V;NFIN	V;IND;PRS;FIN
treni	togene	treno	tog	N;MASC;PL	N;DEF;FEM;PL
chimica	kjemisk	chimica	kjemisk	N;FEM;SG	N;INDF;MASC;SG
chimica	kjemi	chimica	kjeme	N;FEM;SG	N;INDF;MASC;SG
long	lengter	long	lengt	N	N;INDF;MASC;SG
long	long	long	long	N	N;INDF;NEUT;SG
livorno	livorno	livorno	livorno	N;MASC;SG	N;INDF;MASC;SG
quotidiano	daglig	quotidiano	daglig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
romania	romania	romania	romani	N;FEM;SG	N;DEF;FEM;SG
romania	romanias	romania	romanias	N;FEM;SG	N;DEF;MASC;SG
trama	plott	trama	plott	N;FEM;SG	N;INDF;NEUT;SG
trama	tekstur	trama	tekstur	N;FEM;SG	N;INDF;MASC;SG
ceca	tsjekkisk	ceco	tsjekkisk	N;FEM;SG	N;INDF;MASC;SG
anello	ring	anello	ring	N;MASC;SG	N;INDF;MASC;SG
passeggeri	passasjerene	passeggero	passasjere	N;MASC;PL	N;DEF;FEM;PL
passeggeri	passasjerer	passeggero	passasjere	N;MASC;PL	N;INDF;MASC;PL
bruce	bruce	bruce	bruce	N;SG	N;INDF
golden	golden	golden	gold	N;MASC;SG	N;DEF;MASC;SG
golden	gyllen	golden	gyll	N;MASC;SG	N;INDF;MASC;SG
golden	gyllent	golden	gyllent	N;MASC;SG	N;INDF;NEUT;SG
piemonte	piemonte	piemonte	piemont	N;MASC;SG	N;INDF;MASC;SG
michel	michel	michel	michel	N;MASC;SG	N;INDF;MASC;SG
console	konsul	console	konsul	N;FEM;SG	N;INDF;MASC;SG
console	konsoll	console	konsoll	N;FEM;SG	N;INDF;MASC;SG
marcia	marsjer	marcia	marsje	N;FEM;SG	N;INDF;MASC;SG
marcia	march	marcia	march	N;FEM;SG	N
marcia	marsj	marcia	marsj	N;FEM;SG	N;INDF;MASC;SG
marcia	mars	marcia	mars	N;FEM;SG	N;INDF;MASC;SG
marcia	marcia	marcia	marcia	N;FEM;SG	N;INDF;MASC;SG
pallavolo	volleyball	pallavolo	volleyball	N;MASC;SG	N;INDF;MASC;SG
gravi	alvorlige	grave	alvorlig	ADJ;PL	ADJ;PL
marcello	marcellus	marcello	marcellus	N;MASC;SG	N;INDF;MASC;SG
marcello	marcello	marcello	marcello	N;MASC;SG	N;INDF;MASC;SG
residenza	bosted	residenza	bosted	N;FEM;SG	N;INDF;MASC;SG
residenza	bopel	residenza	bopel	N;FEM;SG	N;INDF;MASC;SG
residenza	bolig	residenza	bolig	N;FEM;SG	N;INDF;MASC;SG
residenza	residens	residenza	residens	N;FEM;SG	N;GEN;DEF;MASC;SG
grosso	stor	grosso	stor	ADJ;MASC;SG	ADJ;INDF;SG
grosso	stort	grosso	stor	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
ducato	hertugdømmet	ducato	hertugdøm	N;MASC;SG	N;DEF;NEUT;SG
liberazione	frigjøring	liberazione	frigjøring	N;FEM;SG	N;INDF;FEM;SG
ricco	rikt	ricco	rik	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
ricco	rik	ricco	rik	ADJ;MASC;SG	ADJ;INDF;SG
ricco	rik	ricco	rik	ADJ;MASC;SG	ADJ;INDF;SG
profondità	dypet	profondità	dyp	N;FEM	N;DEF;NEUT;SG
profondità	dybde	profondità	dybde	N;FEM	N;INDF;NEUT;SG
