van	od	van	od	ADP	ADP
poort	bramka	poort	bramka	N;MASC+FEM;SG	N;NOM;FEM;SG
poort	brama	poort	brama	N;MASC+FEM;SG	N;NOM;FEM;SG
poort	bramę	poort	brama	N;MASC+FEM;SG	N;ACC;FEM;SG
poort	wrota	poort	wrota	N;MASC+FEM;SG	N;NOM;NEUT;SG
poort	portalu	poort	portal	N;MASC+FEM;SG	N;GEN;MASC;SG
poort	portal	poort	portal	N;MASC+FEM;SG	N;NOM;MASC;SG
poort	portu	poort	port	N;MASC+FEM;SG	N;GEN;MASC;SG
poort	bramka	poort	bramka	N;MASC+FEM;SG	N;NOM;FEM;SG
poort	brama	poort	brama	N;MASC+FEM;SG	N;NOM;FEM;SG
poort	gateway	poort	gatewa	N;MASC+FEM;SG	N;NOM;MASC;SG
middeleeuwse	średniowieczne	middeleeuws	średniowieczny	ADJ	ADJ;NOM;NEUT;SG
petrus	piotruś	petrus	piotruś	N;MASC+FEM;SG	N;NOM;MASC;SG
petrus	piotrze	petrus	piotr	N;MASC+FEM;SG	N;VOC;MASC;SG
francis	franciszek	francis	franciszek	N;MASC+FEM;SG	N;NOM;MASC;SG
virginia	wirginii	virginia	wirginia	N;MASC+FEM;SG	N;GEN;FEM;SG
verdween	zniknął	verdwijnen	zniknąć	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
geboorte	urodzenia	geboorte	urodzić	N;MASC+FEM;SG	N;NOM;NEUT;SG
geboorte	poród	geboorte	poród	N;MASC+FEM;SG	N;NOM;MASC;SG
geboorte	narodziny	geboorte	narodziny	N;MASC+FEM;SG	N;NOM;NEUT;SG
justitie	sprawiedliwości	justitie	sprawiedliwość	N;MASC+FEM;SG	N;GEN;FEM;SG
justitie	sprawiedliwość	justitie	sprawiedliwość	N;MASC+FEM;SG	N;NOM;FEM;SG
guinea	gwinea	guineum	gwin	N;MASC+FEM;SG	N;NOM;FEM;SG
sneller	szybszy	snel	szybszy	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
chinees	chińskich	chinees	chiński	ADJ	ADJ;GEN;MASC;PL
chinees	chińska	chinees	chiński	ADJ	ADJ;NOM;FEM;SG
chinees	chiński	chinees	chiński	ADJ	ADJ;NOM;MASC;SG
chinees	chińskie	chinees	chiński	ADJ	ADJ;NOM;NEUT;SG
klaar	gotowy	klaar	gotowy	ADJ	ADJ;NOM;MASC;SG
klaar	gotowe	klaar	gotowy	ADJ	ADJ;NOM;NEUT;SG
klaar	skończony	klaar	skończyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
klaar	zakończone	klaar	zakończyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
klaar	skończone	klaar	skończyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
klaar	zrobione	klaar	zrobić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
kroatische	chorwacki	kroatisch	chorwacki	ADJ	ADJ;NOM;MASC;SG
gesloopt	rozbił	slopen	rozbić	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
onzin	nonsens	onzin	nonsens	N;MASC+FEM;SG	N;NOM;MASC;SG
clark	clarka	clark	clarka	N;MASC+FEM;SG	N;ACC;MASC;SG
mooie	piękne	mooi	piękny	ADJ	ADJ;NOM;NEUT;SG
mooie	piękna	mooi	piękny	ADJ	ADJ;NOM;FEM;SG
mooie	śliczna	mooi	śliczny	ADJ	ADJ;NOM;FEM;SG
socialistische	socjalistyczna	socialistisch	socjalistyczny	ADJ	ADJ;NOM;FEM;SG
socialistische	socjalistycznej	socialistisch	socjalistyczny	ADJ	ADJ;GEN;FEM;SG
families	rodziny	familie	rodzina	N;PL	N;NOM;FEM;PL
technisch	techniczne	technisch	techniczny	ADJ	ADJ;NOM;NEUT;SG
technisch	techniczny	technisch	techniczny	ADJ	ADJ;NOM;MASC;SG
technisch	techniczna	technisch	techniczny	ADJ	ADJ;NOM;FEM;SG
indoor	kryty	indoor	kryć	N;NEUT;SG	N;ACC;MASC;SG
ford	forda	ford	ford	N;MASC+FEM;SG	N;ACC;MASC;SG
professionele	zawodowe	professioneel	zawodowy	ADJ	ADJ;NOM;NEUT;SG
professionele	zawodowych	professioneel	zawodowy	ADJ	ADJ;GEN;MASC;PL
professionele	profesjonalne	professioneel	profesjonalny	ADJ	ADJ;NOM;NEUT;SG
professionele	profesjonalna	professioneel	profesjonalny	ADJ	ADJ;NOM;FEM;SG
professionele	profesjonalny	professioneel	profesjonalny	ADJ	ADJ;NOM;MASC;SG
pools	polsko	pools	polski	ADJ	ADJ
pools	polskie	pools	polski	ADJ	ADJ;NOM;NEUT;SG
pools	polski	pools	polski	ADJ	ADJ;NOM;MASC;SG
nogmaals	ponownie	nogmaals	ponownie	ADV	ADV
nogmaals	znowu	nogmaals	znowu	ADV	ADV
stations	stacje	station	stacja	N;PL	N;NOM;FEM;PL
stations	stanowiska	station	stanowisko	N;PL	N;NOM;NEUT;PL
onvoldoende	niewystarczający	onvoldoende	niewystarczający	ADJ	ADJ;NOM;MASC;SG
onvoldoende	niewystarczające	onvoldoende	niewystarczający	ADJ	ADJ;NOM;NEUT;SG
onvoldoende	niewystarczająca	onvoldoende	niewystarczająca	ADJ	ADJ;NOM;FEM;SG
onvoldoende	niewystarczająca	onvoldoende	niewystarczająca	ADJ	ADJ;NOM;FEM;SG
onvoldoende	niewystarczające	onvoldoende	niewystarczający	ADJ	ADJ;NOM;NEUT;SG
onvoldoende	nieodpowiednie	onvoldoende	nieodpowiedni	ADJ	ADJ;NOM;NEUT;SG
onvoldoende	nieodpowiedni	onvoldoende	nieodpowiedni	ADJ	ADJ;NOM;MASC;SG
optie	opcję	optie	opcja	N;MASC+FEM;SG	N;ACC;FEM;SG
optie	opcja	optie	opcja	N;MASC+FEM;SG	N;NOM;FEM;SG
goederen	towarów	goederen	towar	N;PL	N;GEN;MASC;PL
goederen	towary	goederen	towar	N;PL	N;NOM;MASC;PL
filipijnse	filipińskie	filipijns	filipiński	ADJ	ADJ;NOM;NEUT;SG
filipijnse	filipiński	filipijns	filipiński	ADJ	ADJ;NOM;MASC;SG
leer	skóry	leer	skóra	N;MASC+FEM;SG	N;GEN;FEM;SG
leer	skóra	leer	skóra	N;MASC+FEM;SG	N;NOM;FEM;SG
opmaak	marża	opmaak	marżyć	N;MASC+FEM;SG	N;NOM;FEM;SG
opmaak	formatowanie	opmaak	formatować	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
opmaak	układ	opmaak	układ	N;MASC+FEM;SG	N;NOM;MASC;SG
opmaak	rozmieszczenie	opmaak	rozmieszczenie	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
opmaak	formatu	opmaak	format	N;MASC+FEM;SG	N;GEN;MASC;SG
opmaak	formacie	opmaak	format	N;MASC+FEM;SG	N;DAT;MASC;SG
opmaak	format	opmaak	format	N;MASC+FEM;SG	N;NOM;MASC;SG
schrijfster	pisarz	schrijfster	pisarz	N;MASC+FEM;SG	N;NOM;MASC;SG
minuut	minuta	minuut	minuta	N;MASC+FEM;SG	N;NOM;FEM;SG
minuut	minutę	minuut	minuta	N;MASC+FEM;SG	N;ACC;FEM;SG
elite	elita	elite	elita	N;MASC+FEM;SG	N;NOM;FEM;SG
tentoonstelling	dowód	tentoonstelling	dowód	N;MASC+FEM;SG	N;ACC;MASC;SG
tentoonstelling	wystawa	tentoonstelling	wystawa	N;MASC+FEM;SG	N;NOM;FEM;SG
tentoonstelling	wystawę	tentoonstelling	wystawa	N;MASC+FEM;SG	N;ACC;FEM;SG
tentoonstelling	wystawa	tentoonstelling	wystawa	N;MASC+FEM;SG	N;NOM;FEM;SG
tentoonstelling	wystawy	tentoonstelling	wystawa	N;MASC+FEM;SG	N;ACC;FEM;SG
westelijk	zachodnie	westelijk	zachodnie	ADJ	ADJ;NOM;NEUT;SG
beschermen	chronić	beschermen	chronić	V;NFIN	V;IPFV;NFIN;ACT
beschermen	chroń	beschermen	chroń	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
oom	wujek	oom	wujek	N;MASC+FEM;SG	N;NOM;MASC;SG
oom	wuju	oom	wuj	N;MASC+FEM;SG	N;VOC;MASC;SG
majoor	major	majoor	major	N;MASC+FEM;SG	N;NOM;MASC;SG
stammen	szczepy	stam	szczepy	N;PL	N;NOM;MASC;PL
stammen	szczepów	stam	szczep	N;PL	N;GEN;MASC;PL
stammen	szczepy	stam	szczepy	N;PL	N;NOM;MASC;PL
zeldzaam	rzadka	zeldzaam	rzadka	ADJ	ADJ;NOM;FEM;SG
zeldzaam	rzadkie	zeldzaam	rzadki	ADJ	ADJ;NOM;NEUT;SG
zeldzaam	rzadki	zeldzaam	rzadka	ADJ	ADJ;NOM;MASC;SG
modern	nowoczesne	modern	nowoczesny	ADJ	ADJ;NOM;NEUT;SG
modern	nowoczesny	modern	nowoczesny	ADJ	ADJ;NOM;MASC;SG
modern	nowoczesna	modern	nowoczesny	ADJ	ADJ;NOM;FEM;SG
termen	warunki	term	warunki	N;PL	N;NOM;NEUT;PL
termen	terminy	term	termin	N;PL	N;NOM;MASC;PL
betekende	oznaczało	betekenen	oznaczać	V;SG;PST;FIN	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
betekende	znaczyło	betekenen	znaczyć	V;SG;PST;FIN	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
hongaars	węgierskiej	hongaars	węgierski	ADJ	ADJ;GEN;FEM;SG
hongaars	węgierskie	hongaars	węgierski	ADJ	ADJ;NOM;NEUT;SG
hongaars	węgierski	hongaars	węgierski	ADJ	ADJ;NOM;MASC;SG
hongaars	węgierska	hongaars	węgierski	ADJ	ADJ;NOM;FEM;SG
alternatieve	alternatywna	alternatief	alternatywny	ADJ	ADJ;NOM;FEM;SG
alternatieve	alternatywne	alternatief	alternatywny	ADJ	ADJ;NOM;NEUT;SG
alternatieve	alternatywny	alternatief	alternatywny	ADJ	ADJ;NOM;MASC;SG
bewerking	funkcjonowanie	bewerking	funkcjonowanie	N;MASC+FEM;SG	N;NOM;NEUT;SG
bewerking	operacja	bewerking	operacja	N;MASC+FEM;SG	N;NOM;FEM;SG
bewerking	działanie	bewerking	działać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
specifiek	szczególne	specifiek	szczególny	ADJ	ADJ;NOM;NEUT;SG
specifiek	konkretne	specifiek	konkretny	ADJ	ADJ;NOM;NEUT;SG
specifiek	specyficzne	specifiek	specyficzny	ADJ	ADJ;NOM;NEUT;SG
vergadering	posiedzenie	vergadering	posiedzenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
vergadering	zebranie	vergadering	zebranie	N;MASC+FEM;SG	N;NOM;NEUT;SG
vergadering	spotkanie	vergadering	spotkanie	N;MASC+FEM;SG	N;NOM;NEUT;SG
commerciële	komercyjny	commerciel	komercyjny	ADJ	ADJ;NOM;MASC;SG
commerciële	komercyjne	commerciel	komercyjny	ADJ	ADJ;NOM;NEUT;SG
massa	masy	massa	masa	N;MASC+FEM;SG	N;GEN;FEM;SG
massa	masie	massa	masa	N;MASC+FEM;SG	N;GEN;FEM;SG
massa	masy	massa	masa	N;MASC+FEM;SG	N;GEN;FEM;SG
massa	masa	massa	masa	N;MASC+FEM;SG	N;NOM;FEM;SG
massa	msza	massa	msza	N;MASC+FEM;SG	N;NOM;FEM;SG
winnaars	zwycięzców	winnaar	zwycięzca	N;PL	N;ACC;MASC;PL
winnaars	zwycięzcami	winnaar	zwycięzca	N;PL	N;INS;MASC;PL
tibet	tybecie	tibet	tybet	N;NEUT;SG	N;ACC;MASC;SG
tibet	tybetu	tibet	tybet	N;NEUT;SG	N;GEN;MASC;SG
vertrouwen	wiara	vertrouwen	wiara	N;NEUT;SG	N;NOM;FEM;SG
vertrouwen	wiary	vertrouwen	wiara	N;NEUT;SG	N;GEN;FEM;SG
vertrouwen	wiarę	vertrouwen	wiara	N;NEUT;SG	N;ACC;FEM;SG
vertrouwen	zaufanie	vertrouwen	zaufanie	N;NEUT;SG	N;NOM;NEUT;SG
vertrouwen	zaufania	vertrouwen	zaufanie	N;NEUT;SG	N;GEN;NEUT;SG
vertrouwen	zaufanie	vertrouwen	zaufanie	N;NEUT;SG	N;NOM;NEUT;SG
risico	ryzyko	risico	ryzyko	N;NEUT;SG	N;NOM;NEUT;SG
risico	zagrożenia	risico	zagrożenie	N;NEUT;SG	N;NOM;NEUT;SG
risico	zagrożenie	risico	zagrożenie	N;NEUT;SG	N;NOM;NEUT;SG
risico	ryzyko	risico	ryzyko	N;NEUT;SG	N;NOM;NEUT;SG
tegelijk	jednocześnie	tegelijk	jednocześnie	ADV	ADV
tegelijk	równocześnie	tegelijk	równocześnie	ADV	ADV
liedjes	utwory	lied	utwór	N;PL	N;NOM;MASC;PL
liedjes	piosenki	lied	piosenka	N;PL	N;ACC;FEM;PL
home	domu	home	dom	N;MASC+FEM;SG	N;GEN;MASC;SG
home	dom	home	dom	N;MASC+FEM;SG	N;NOM;MASC;SG
leraar	nauczycielu	leraar	nauczyciel	N;MASC+FEM;SG	N;VOC;MASC;SG
leraar	nauczyciel	leraar	nauczyciel	N;MASC+FEM;SG	N;NOM;MASC;SG
leraar	nauczycielka	leraar	nauczycielka	N;MASC+FEM;SG	N;NOM;FEM;SG
geestelijke	duchowy	geestelijke	duchowy	ADJ	ADJ;NOM;MASC;SG
geestelijke	duchowego	geestelijke	duchowy	ADJ	ADJ;ACC;MASC;SG
geestelijke	duchowym	geestelijke	duchowy	ADJ	ADJ;INS;MASC;SG
geestelijke	duchowej	geestelijke	duchowy	ADJ	ADJ;GEN;FEM;SG
geestelijke	duchowe	geestelijke	duchowy	ADJ	ADJ;NOM;NEUT;SG
geestelijke	psychiczna	geestelijke	psychiczny	ADJ	ADJ;NOM;FEM;SG
geestelijke	psychiczne	geestelijke	psychiczny	ADJ	ADJ;NOM;NEUT;SG
geestelijke	umysłowe	geestelijke	umysłowy	ADJ	ADJ;NOM;NEUT;SG
geestelijke	psychiczny	geestelijke	psychiczny	ADJ	ADJ;NOM;MASC;SG
geestelijke	psychicznego	geestelijke	psychiczny	ADJ	ADJ;ACC;MASC;SG
commandant	komendant	commandant	komendant	N;MASC+FEM;SG	N;NOM;MASC;SG
commandant	dowódca	commandant	dowódca	N;MASC+FEM;SG	N;NOM;MASC;SG
ploegen	zespoły	ploeg	zespół	N;PL	N;NOM;MASC;PL
ploegen	zespołów	ploeg	zespół	N;PL	N;GEN;MASC;PL
ploegen	drużyny	ploeg	drużyna	N;PL	N;ACC;FEM;PL
ploegen	ekipy	ploeg	ekipa	N;PL	N;NOM;FEM;PL
ploegen	ekipy	ploeg	ekipa	N;PL	N;NOM;FEM;PL
veranderingen	zmiany	verandering	zmiana	N;PL	N;ACC;FEM;PL
veranderingen	zmiany	verandering	zmiana	N;PL	N;ACC;FEM;PL
maurice	maurice	maurice	maurica	N;MASC+FEM;SG	N;NOM;MASC;SG
guy	facet	guy	facet	N;MASC+FEM;SG	N;NOM;MASC;SG
concept	koncepcja	concept	koncepcja	N;NEUT;SG	N;NOM;FEM;SG
concept	pojęcie	concept	pojęcie	N;NEUT;SG	N;NOM;NEUT;SG
concept	koncepcji	concept	koncepcja	N;NEUT;SG	N;GEN;FEM;SG
pensioen	renta	pensioen	renta	N;NEUT;SG	N;NOM;FEM;SG
pensioen	emerytura	pensioen	emerytura	N;NEUT;SG	N;NOM;FEM;SG
pensioen	renty	pensioen	renta	N;NEUT;SG	N;ACC;FEM;SG
pensioen	pensjonat	pensioen	pensjonat	N;NEUT;SG	N;NOM;MASC;SG
beek	creek	beek	creek	N;MASC+FEM;SG	N;NOM;MASC;SG
beek	strumień	beek	strumień	N;MASC+FEM;SG	N;NOM;MASC;SG
rally	zlot	rally	zlot	N;MASC+FEM;SG	N;NOM;MASC;SG
rally	rajd	rally	rajd	N;MASC+FEM;SG	N;NOM;MASC;SG
krachten	uprawnienia	kracht	uprawnić	N;PL	N;NOM;NEUT;PL
krachten	moce	kracht	moc	N;PL	N;NOM;FEM;PL
krachten	uprawnień	kracht	uprawnienie	N;PL	N;GEN;NEUT;PL
krachten	kompetencje	kracht	kompetencja	N;PL	N;NOM;FEM;PL
krachten	sił	kracht	siła	N;PL	N;GEN;FEM;PL
correct	poprawna	correct	poprawny	ADJ	ADJ;NOM;FEM;SG
correct	poprawny	correct	poprawny	ADJ	ADJ;NOM;MASC;SG
correct	poprawne	correct	poprawny	ADJ	ADJ;NOM;NEUT;SG
past	pasuje	passen	pasować	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
kampen	obozy	kamp	obóz	N;PL	N;NOM;MASC;PL
kampen	obozach	kamp	obóz	N;PL	N;GEN;MASC;PL
verliezen	utrata	verliezen	utratać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
verliezen	utrata	verliezen	utratać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
verliezen	przegrać	verliezen	przegrać	V;NFIN	V;PFV;NFIN;ACT
verliezen	stracić	verliezen	stracić	V;NFIN	V;PFV;NFIN;ACT
interesse	interesie	interesse	interes	N;MASC+FEM;SG	N;ACC;MASC;SG
interesse	odsetek	interesse	odsetka	N;MASC+FEM;SG	N;ACC;MASC;SG
interesse	zainteresowanie	interesse	zainteresowanie	N;MASC+FEM;SG	N;NOM;NEUT;SG
ernstig	poważna	ernstig	poważny	ADJ	ADJ;NOM;FEM;SG
ernstig	poważne	ernstig	poważny	ADJ	ADJ;NOM;NEUT;SG
ernstig	poważny	ernstig	poważny	ADJ	ADJ;NOM;MASC;SG
ernstig	poważna	ernstig	poważny	ADJ	ADJ;NOM;FEM;SG
ernstig	poważne	ernstig	poważny	ADJ	ADJ;NOM;NEUT;SG
verbetering	poprawę	verbetering	poprawa	N;MASC+FEM;SG	N;ACC;FEM;SG
verbetering	poprawy	verbetering	poprawa	N;MASC+FEM;SG	N;GEN;FEM;SG
verbetering	udoskonalenia	verbetering	udoskonalenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
verbetering	ulepszenia	verbetering	ulepszyć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
verbetering	poprawy	verbetering	poprawa	N;MASC+FEM;SG	N;GEN;FEM;SG
verbetering	doskonalenie	verbetering	doskonalenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
verbetering	usprawnienia	verbetering	usprawnienie	N;MASC+FEM;SG	N;NOM;NEUT;SG
verbetering	wzmocnienie	verbetering	wzmocnić	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
verbetering	udoskonalenie	verbetering	udoskonalenie	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
verbetering	ulepszenie	verbetering	ulepszyć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
verbetering	poprawy	verbetering	poprawa	N;MASC+FEM;SG	N;GEN;FEM;SG
verbetering	doskonalenie	verbetering	doskonalenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
kwartfinale	ćwierćfinale	kwartfinale	ćwierćfinale	N;MASC+FEM;SG	N;ACC;MASC;SG
uitvoeren	wykonać	uitvoeren	wykonać	V;NFIN	V;PFV;NFIN;ACT
uitvoeren	wykonaj	uitvoeren	wykonać	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
plus	dodatkowo	plus	dodatkowo	ADV	ADV
motorfietsen	motocykli	motorfiets	motocykl	N;PL	N;GEN;MASC;PL
motorfietsen	motocykle	motorfiets	motocykl	N;PL	N;NOM;MASC;PL
bereid	chętna	bereid	chętny	ADJ	ADJ;NOM;FEM;SG
bereid	chętny	bereid	chętny	ADJ	ADJ;NOM;MASC;SG
bereid	przygotowane	bereid	przygotować	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
bereid	przygotowany	bereid	przygotować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
bereid	przygotowana	bereid	przygotować	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
weigerde	odmówił	weigeren	odmówić	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
weigerde	odmówiła	weigeren	odmówić	V;SG;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
pan	piotruś	pan	piotruś	N;MASC+FEM;SG	N;NOM;MASC;SG
pan	pan	pan	pan	N;MASC+FEM;SG	N;NOM;MASC;SG
gratis	wolne	gratis	wolny	ADJ	ADJ;NOM;NEUT;SG
gratis	wolny	gratis	wolny	ADJ	ADJ;NOM;MASC;SG
gratis	bezpłatne	gratis	bezpłatny	ADJ	ADJ;NOM;NEUT;SG
opnames	nagrania	opname	nagranie	N;PL	N;NOM;NEUT;PL
onbekende	nieznany	onbekend	nieznany	ADJ	ADJ;NOM;MASC;SG
onbekende	nieznana	onbekend	nieznany	ADJ	ADJ;NOM;FEM;SG
pic	fotka	pic	fotka	N;MASC+FEM;SG	N;NOM;FEM;SG
bang	przestraszony	bang	przestraszyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
bang	przerażony	bang	przerazić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
bang	przestraszony	bang	przestraszyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
vertrek	zostaw	vertrekken	zostawić	V;SG;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
agent	oficer	agent	oficer	N;MASC+FEM;SG	N;NOM;MASC;SG
agent	funkcjonariusz	agent	funkcjonariusz	N;MASC+FEM;SG	N;NOM;MASC;SG
agent	agentka	agent	agentka	N;MASC+FEM;SG	N;NOM;FEM;SG
agent	agencie	agent	agencie	N;MASC+FEM;SG	N;VOC;MASC;SG
agent	agent	agent	agent	N;MASC+FEM;SG	N;NOM;MASC;SG
beslissing	orzeczenie	beslissing	orzeczenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
beslissing	decyzja	beslissing	decyzja	N;MASC+FEM;SG	N;NOM;FEM;SG
beslissing	rozstrzygnięcie	beslissing	rozstrzygnąć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
beslissing	decyzji	beslissing	decyzja	N;MASC+FEM;SG	N;GEN;FEM;SG
details	szczegóły	detail	szczegół	N;PL	N;NOM;MASC;PL
party	przyjęcie	party	przyjąć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
party	partia	party	partia	N;MASC+FEM;SG	N;NOM;FEM;SG
party	partii	party	partia	N;MASC+FEM;SG	N;GEN;FEM;SG
party	impreza	party	impreza	N;MASC+FEM;SG	N;NOM;FEM;SG
boot	łódka	boot	łódko	N;MASC+FEM;SG	N;NOM;FEM;SG
ontbreekt	brak	ontbreken	brak	V;SG;PRS;FIN	V;IND;PRS;FIN
ontbreekt	brakuje	ontbreken	brakować	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
oprichter	założyciel	oprichter	założyciel	N;MASC+FEM;SG	N;NOM;MASC;SG
omvang	wielkość	omvang	wielkość	N;MASC+FEM;SG	N;ACC;FEM;SG
omvang	rozmiar	omvang	rozmiar	N;MASC+FEM;SG	N;NOM;MASC;SG
bal	bal	bal	bal	N;MASC+FEM;SG	N;NOM;MASC;SG
bal	piłkę	bal	piłka	N;MASC+FEM;SG	N;ACC;FEM;SG
bal	piłka	bal	piłka	N;MASC+FEM;SG	N;NOM;FEM;SG
bal	bal	bal	bal	N;MASC+FEM;SG	N;NOM;MASC;SG
verwante	powiązany	verwant	powiązać	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
verwante	powiązanych	verwant	powiązać	ADJ	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
verwante	powiązane	verwant	powiązać	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
stukje	kawałek	stuk	kawałek	N;NEUT;SG	N;ACC;MASC;SG
stukje	kawałku	stuk	kawałek	N;NEUT;SG	N;GEN;MASC;SG
onderscheiding	wyróżnienie	onderscheiding	wyróżnienie	N;MASC+FEM;SG	N;NOM;NEUT;SG
onderscheiding	nagrodę	onderscheiding	nagroda	N;MASC+FEM;SG	N;ACC;FEM;SG
onderscheiding	nagroda	onderscheiding	nagroda	N;MASC+FEM;SG	N;NOM;FEM;SG
docent	wykładowca	docent	wykładowca	N;MASC+FEM;SG	N;NOM;MASC;SG
docent	nauczycielu	docent	nauczyciel	N;MASC+FEM;SG	N;VOC;MASC;SG
docent	nauczyciel	docent	nauczyciel	N;MASC+FEM;SG	N;NOM;MASC;SG
docent	nauczycielka	docent	nauczycielka	N;MASC+FEM;SG	N;NOM;FEM;SG
gezag	autorytet	gezag	autorytet	N;NEUT;SG	N;NOM;MASC;SG
gezag	władza	gezag	władza	N;NEUT;SG	N;NOM;FEM;SG
gezag	organ	gezag	organ	N;NEUT;SG	N;NOM;MASC;SG
miller	miller	miller	miller	N;MASC+FEM;SG	N;NOM;MASC;SG
miller	millera	miller	miller	N;MASC+FEM;SG	N;ACC;MASC;SG
oorzaak	przyczyna	oorzaak	przyczynać	N;MASC+FEM;SG	N;NOM;FEM;SG
order	porządek	order	porządek	N;MASC+FEM;SG	N;NOM;MASC;SG
order	zamówienie	order	zamówienie	N;MASC+FEM;SG	N;NOM;NEUT;SG
order	kolejność	order	kolejność	N;MASC+FEM;SG	N;NOM;FEM;SG
finales	finały	finale	finały	N;PL	N;NOM;MASC;PL
lady	pani	lady	pani	N;MASC+FEM;SG	N;NOM;FEM;SG
trekt	wyciąga	trekken	wyciągać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
trekt	ciągnie	trekken	ciągnąć	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
trekt	rysuje	trekken	rysować	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
budget	budżetu	budget	budżet	N;NEUT;SG	N;GEN;MASC;SG
budget	budżet	budget	budżet	N;NEUT;SG	N;ACC;MASC;SG
ontbreken	brak	ontbreken	brak	V;NFIN	V;IND;PRS;FIN
ontbreken	brak	ontbreken	brak	V;NFIN	V;IND;PRS;FIN
ontbreken	brakuje	ontbreken	brakować	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
ontbreken	zaginął	ontbreken	zaginąć	V;NFIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
zwemmen	pływać	zwemmen	pływać	V;NFIN	V;IPFV;NFIN;ACT
restauratie	przywrócenie	restauratie	przywrócenie	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
restauratie	odtworzenie	restauratie	odtworzyć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
restauratie	przywrócenia	restauratie	przywrócić	N;MASC+FEM;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
geslachten	rodzaje	slachten	rodzawać	N;PL	N;NOM;MASC;PL
geslachten	rodzajów	slachten	rodzaj	N;PL	N;GEN;MASC;PL
leuk	fajne	leuk	fajny	ADJ	ADJ;NOM;NEUT;SG
leuk	fajny	leuk	fajny	ADJ	ADJ;NOM;MASC;SG
leuk	fajna	leuk	fajny	ADJ	ADJ;NOM;FEM;SG
leuk	fajne	leuk	fajny	ADJ	ADJ;NOM;NEUT;SG
leuk	ładne	leuk	ładny	ADJ	ADJ;NOM;NEUT;SG
slaat	bije	slaan	bić	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
