категория	категорія	категория	категорія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
допълнение	додаток	допълнение	додаток	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
качества	якостями	качество	якість	N;INDF;NEUT;PL	N;INAN;INS;MASC;PL
последна	останній	последен	останній	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
последна	остання	последен	останній	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
последна	останнє	последен	останній	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
светлината	світлі	светлина	світло	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
светлината	світло	светлина	світло	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
фигура	фігура	фигура	фігура	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
сцени	краєвиди	сцена	краєвид	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
съветник	радник	съветник	радник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
съветник	радник	съветник	радник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
съветник	радник	съветник	радник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
съветник	радника	съветник	радник	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
старт	старт	старт	старт	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
старт	початок	старт	початок	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
инициатива	ініціатива	инициатива	ініціатива	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
бозайници	ссавців	бозайник	ссавець	N;INDF;FEM;PL	N;ANIM;ACC;MASC;PL
бозайници	ссавці	бозайник	ссавець	N;INDF;FEM;PL	N;ANIM;NOM;MASC;PL
въздух	повітря	въздух	повітря	N;INDF;MASC;SG	N;INAN;NOM;NEUT;SG
публикувани	оприлюднено	публикувам	оприлюднити	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;0;FIN
публикувани	опубліковано	публикувам	опубліковано	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;0;FIN
конструкция	будівництво	конструкция	будівництво	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
конструкция	будівництва	конструкция	будівництво	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
конструкция	структура	конструкция	структура	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
съвременен	сучасний	съвременен	сучасний	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
съвременен	сучасне	съвременен	сучасне	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
съвременен	сучасна	съвременен	сучасний	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
съвременен	сучасне	съвременен	сучасне	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
варира	змінюється	варир	змінюватися	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
преговори	переговори	преговори	переговори	N;INDF	N;INAN;NOM
преговори	переговори	преговори	переговори	N;INDF	N;INAN;NOM
икони	піктограми	икона	піктограма	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
икони	ікони	икона	ікона	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
икони	піктограм	икона	піктограма	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
славата	славу	слава	слава	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
могила	унії	мога	уній	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
кръв	кров	кръв	кров	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
форум	форум	форум	форум	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
храмът	храму	храм	храм	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
храмът	храм	храм	храм	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
байтове	байти	байт	байти	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
байтове	байтів	байт	байт	N;INDF;MASC;PL	N;INAN;GEN;MASC;PL
департамент	департамент	департамент	департамент	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
департамент	відділ	департамент	відділ	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
участниците	учасників	участник	учасник	N;DEF;MASC;PL	N;ANIM;ACC;MASC;PL
участниците	учасники	участник	учасник	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
участниците	учасникам	участник	учасник	N;DEF;MASC;PL	N;ANIM;DAT;MASC;PL
главни	головні	главен	головний	ADJ;INDF;PL	ADJ;NOM;PL
традиции	традиції	традиция	традиція	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
традиции	традиції	традиция	традиція	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
морета	моря	море	море	N;INDF;NEUT;PL	N;INAN;NOM;NEUT;PL
морета	морів	море	моріти	N;INDF;NEUT;PL	N;INAN;GEN;MASC;PL
явно	начебто	явно	начебто	ADV	ADV
явно	очевидно	явно	очевидно	ADV	ADV
явно	мабуть	явно	мабуть	ADV	ADV
явно	вочевидь	явно	вочевидь	ADV	ADV
приложения	додатки	приложение	додаток	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
приложения	програми	приложение	програма	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
приложения	додатки	приложение	додаток	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
печат	штамп	печат	штамп	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
печат	марку	печат	марка	N;INDF;MASC;SG	N;INAN;ACC;FEM;SG
печат	марка	печат	марка	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
печат	друку	печат	друк	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
печат	друк	печат	друк	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
печат	печатка	печат	печатка	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
печат	емблема	печат	емблема	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
печат	котик	печат	котик	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
печат	друк	печат	друк	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
служители	співробітників	служител	співробітник	N;INDF;MASC;PL	N;ANIM;ACC;MASC;PL
служители	працівників	служител	працівник	N;INDF;MASC;PL	N;ANIM;ACC;MASC;PL
служители	працівники	служител	працівник	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
служители	службовців	служител	службовець	N;INDF;MASC;PL	N;ANIM;ACC;MASC;PL
служители	слуги	служител	слуг	N;INDF;MASC;PL	N;ANIM;NOM;FEM;PL
доказателства	докази	доказателство	доказ	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
качество	якість	качество	якість	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
десетки	десятки	десятка	десяток	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
десетки	десятки	десятка	десяток	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
двадесет	двадцять	двадесет	двадцять	NUM;INDF;PL	NUM;NOM
двадесет	двадцяти	двадесет	двадцять	NUM;INDF;PL	NUM;GEN
сезони	сезони	сезон	сезон	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
драматичен	драматичного	драматичен	драматичний	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;SG
разделена	розділив	разделя-(се)	розділити	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN
диригент	диригент	диригент	диригент	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
диригент	провідник	диригент	провідник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
личност	особа	личност	особа	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
личност	особистість	личност	особистість	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
ера	епоха	ера	епоха	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
разказ	казка	разказ	казка	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
разказ	творчість	разказ	творчість	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
разказ	поема	разказ	поема	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
португалски	португальська	португалски	португальський	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
фестивала	фестиваль	фестивал	фестиваль	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
кристиан	християнин	кристиан	християнин	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
кристиан	крістіан	кристиан	крістіан	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
кристиан	крістіан	кристиан	крістіан	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
раждането	народження	раждане	народження	N;DEF;NEUT;SG	N;INAN;NOM;NEUT;SG
модул	модуль	модул	модуль	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
добавя	додавати	добавям	додавати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;NFIN
добавя	додає	добавям	додавати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
сърби	сербів	сърбин	серб	N;INDF;MASC;PL	N;ANIM;ACC;MASC;PL
картина	малювання	картина	малювання	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
картина	картина	картина	картина	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
картина	живопис	картина	живопис	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
обръща	малює	обръщам-(се)	малювати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
поглед	погляд	поглед	погляд	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
преводач	перекладач	преводач	перекладач	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
преводач	інтерпретатор	преводач	інтерпретатор	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
обича	подобається	обичам	подобатися	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
обича	любить	обичам	любити	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
обича	кохає	обичам	кохати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
изображение	зображення	изображение	зображення	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
строителство	будівництво	строителство	будівництво	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
строителство	будівництва	строителство	будівництво	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
вюртемберг	вюртемберг	вюртемберг	вюртемберг	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
дълбоко	глибоко	дълбоко	глибоко	ADV	ADV
относително	відносно	относително	відносно	ADV	ADV
относително	відносно	относително	відносно	ADV	ADV
афганистан	афганістану	афганистан	афганістан	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
глави	головах	глава	голова	N;INDF;FEM;PL	N;INAN;ESS;FEM;PL
глави	голів	глава	голіти	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
глави	голови	глава	голова	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
глави	головами	глава	голова	N;INDF;FEM;PL	N;INAN;INS;FEM;PL
глави	розділи	глава	розділ	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
глави	глави	глава	глава	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
покрива	дах	покрив	дах	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
екипаж	екіпаж	екипаж	екіпаж	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
века	ст	век	ст.	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
века	століття	век	століття	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
партизанин	партизан	партизанин	партизаний	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
асистент	помічника	асистент	помічник	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
асистент	помічник	асистент	помічник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
пътуване	подорож	пътуване	подорож	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
пътуване	мандрівка	пътуване	мандрівка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
пътуване	подорож	пътуване	подорож	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
пътуване	їзда	пътуване	їзда	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
пътуване	подорож	пътуване	подорож	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
пътуване	подорож	пътуване	подорож	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
продължителност	тривалість	продължителност	тривалість	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
активна	активна	активна	активний	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
активна	активне	активна	активний	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
активна	активним	активна	активний	ADJ;INDF;FEM;SG	ADJ;INS;NEUT;SG
активна	активний	активна	активний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
собствен	власний	собствен	власний	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
специалист	спеціаліст	специалист	спеціаліст	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
хърватски	хорватська	хърватски	хорватський	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
месо	ковбасу	месо	ковбаса	N;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
цена	ціна	цена	ціна	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
цена	вартість	цена	вартість	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
тракийски	фракійська	тракийски	фракійський	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
правилно	праворуч	правилно	праворуч	ADV	ADV
представени	представили	представя-(се)	представити	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN
представени	надіслано	представя-(се)	надіслати	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;0;FIN
представени	представлено	представя-(се)	представити	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;0;FIN
настъпва	виникає	настъпвам	виникати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
водач	посібник	водач	посібник	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
водач	провідник	водач	провідник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
водач	путівник	водач	путівник	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
водач	гід	водач	год.	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
водач	ватажок	водач	ватажок	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
водач	лідер	водач	лідер	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
антоний	антоній	антоний	антоній	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
владетели	лінійки	владетел	лінійка	N;INDF;MASC;PL	N;INAN;NOM;FEM;PL
публикувана	оприлюднено	публикувам	оприлюднити	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
публикувана	опубліковано	публикувам	опубліковано	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
ръце	руки	ръка	рука	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
ръце	рук	ръка	рука	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
ръце	руками	ръка	рука	N;INDF;FEM;PL	N;INAN;INS;FEM;PL
ръце	руки	ръка	рука	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
посветен	присвячено	посветя-(се)	присвячити	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
посветен	присвятив	посветя-(се)	присвятити	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN
посочено	вказано	посоча	вказати	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
коментар	коментар	коментар	коментар	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
популярна	популярне	популярен	популярний	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
популярна	популярна	популярен	популярний	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
популярна	популярний	популярен	популярний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
стандарт	стандарт	стандарт	стандарт	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
региони	регіони	регион	регіон	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
региони	регіонів	регион	регіон	N;INDF;MASC;PL	N;INAN;GEN;MASC;PL
региони	регіонах	регион	регіон	N;INDF;MASC;PL	N;INAN;ESS;MASC;PL
региони	областях	регион	область	N;INDF;MASC;PL	N;INAN;ESS;FEM;PL
популярен	популярне	популярен	популярний	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
популярен	популярна	популярен	популярний	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
популярен	популярний	популярен	популярний	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
съседните	сусідніх	съседен	сусідній	ADJ;DEF;PL	ADJ;GEN;PL
студио	студія	студио	студія	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
студио	студію	студио	студія	N;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
административни	адміністративні	административен	адміністративний	ADJ;INDF;PL	ADJ;NOM;PL
червена	червона	червен	червоний	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
червена	червоний	червен	червоний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
червена	червоне	червен	червоний	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
пистата	трек	писта	трек	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
пистата	композицію	писта	композиція	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
пистата	доріжка	писта	доріжка	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
пистата	композиція	писта	композиція	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
съдбата	доля	съдба	доля	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
съдбата	доля	съдба	доля	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
съдбата	долю	съдба	доля	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
златна	золотий	златен	золотий	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
златна	золоте	златен	золотий	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
жанр	жанр	жанр	жанр	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
културен	культурний	културен	культурний	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
селски	сільське	селски	сільський	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
селски	сільська	селски	сільський	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
обяснява	пояснює	обяснявам-(се)	пояснювати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
врата	вивіз	врата	вивіз	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
врата	шия	врата	шия	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
врата	шию	врата	шия	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
юрист	адвокат	юрист	адвокат	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
юрист	юрист	юрист	юрист	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
слава	слава	слава	слава	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
слава	славу	слава	слава	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
слава	славу	слава	слава	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
слава	слава	слава	слава	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
предоставя	надає	предоставям	надавати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
предоставя	забезпечує	предоставям	забезпечувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
монарси	королі	монарх	король	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
естествени	натуральні	естествен	натуральний	ADJ;INDF;PL	ADJ;NOM;PL
естествени	природні	естествен	природний	ADJ;INDF;PL	ADJ;NOM;PL
кухня	кухня	кухня	кухня	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
кухня	кухня	кухня	кухня	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
кухня	кухню	кухня	кухня	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
предприятия	підприємств	предприятие	підприємство	N;INDF;NEUT;PL	N;INAN;GEN;NEUT;PL
предприятия	підприємства	предприятие	підприємство	N;INDF;NEUT;PL	N;INAN;NOM;NEUT;PL
предприятия	витівок	предприятие	витівка	N;INDF;NEUT;PL	N;INAN;GEN;FEM;PL
лигата	ліга	лига	ліг	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
откриване	виявлення	откриване	виявлення	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
откриване	відкриття	откриване	відкриття	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
откриване	знахідка	откриване	знахідка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
откриване	відкриття	откриване	відкриття	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
откриване	відкривання	откриване	відкривання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
пилотите	пілотів	пилот	пілотіти	N;DEF;MASC;PL	N;INAN;GEN;MASC;PL
листата	листя	листа	листя	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
оборудване	обладнання	оборудване	обладнання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
оборудване	інвентар	оборудване	інвентар	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
фабрика	фабрика	фабрика	фабрика	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
мисии	місій	мисия	місія	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
мисии	місії	мисия	місія	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
рейн	дощ	рейн	дощ	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
списания	журнали	списание	журнал	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
списания	журнали	списание	журнал	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
клубът	клуб	клуб	клуб	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
играл	грала	играя	грати	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;IPFV;FEM;IND;SG;PST;FIN
играл	грав	играя	грати	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN
положението	ситуацію	положение	ситуація	N;DEF;NEUT;SG	N;INAN;ACC;FEM;SG
положението	ситуація	положение	ситуація	N;DEF;NEUT;SG	N;INAN;NOM;FEM;SG
положението	становище	положение	становище	N;DEF;NEUT;SG	N;INAN;NOM;NEUT;SG
значителна	значну	значителен	значний	ADJ;INDF;FEM;SG	ADJ;ACC;FEM;SG
значителна	значний	значителен	значний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
медии	носії	медия	носій	N;INDF;FEM;PL	N;ANIM;NOM;MASC;PL
проблемите	проблем	проблем	проблема	N;DEF;MASC;PL	N;INAN;GEN;FEM;PL
проблемите	проблеми	проблем	проблема	N;DEF;MASC;PL	N;INAN;NOM;FEM;PL
кратка	короткий	кратък	короткий	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
кратка	коротка	кратък	короткий	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
кратка	коротке	кратък	короткий	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
вокал	вокал	вокал	вокал	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
усилия	зусилля	усилие	зусилля	N;INDF;NEUT;PL	N;INAN;NOM;NEUT;PL
усилия	зусилля	усилие	зусилля	N;INDF;NEUT;PL	N;INAN;NOM;NEUT;PL
представена	представлено	представя-(се)	представити	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
представена	надіслано	представя-(се)	надіслати	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
контакт	контакт	контакт	контакт	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
космоса	космос	космос	космос	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
космоса	простору	космос	простір	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
космоса	пробіл	космос	пробіл	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
космоса	простір	космос	простір	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
средновековна	середньовічна	средновековен	середньовічний	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
традиционно	традиційно	традиционен	традиційно	ADV	ADV
костур	окунь	костур	окунь	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
разделен	розділив	разделя-(се)	розділити	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN
разделен	розділити	разделя-(се)	розділити	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NFIN
среден	середній	среден	середній	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
среден	середнє	среден	середній	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
среден	середня	среден	середній	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
среден	середнього	среден	середній	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;SG
среден	середній	среден	середній	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
среден	середня	среден	середній	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
независима	самостійна	независим	самостійний	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
независима	незалежна	независим	незалежний	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
независима	незалежний	независим	незалежний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
независима	незалежне	независим	незалежний	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
фактори	фактори	фактор	фактор	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
фактори	факторів	фактор	фактор	N;INDF;MASC;PL	N;INAN;GEN;MASC;PL
горски	лісова	горски	лісовий	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
туризъм	туризм	туризъм	туризм	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
бронзов	бронза	бронзов	бронза	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
географска	географічне	географски	географічний	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
географска	географічний	географски	географічний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
географска	географічне	географски	географічний	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
динамо	динамо	динамо	динамо	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
динамо	динамо	динамо	динамо	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
активен	активна	активен	активний	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
активен	активне	активен	активний	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
активен	активним	активен	активний	ADJ;INDF;MASC;SG	ADJ;INS;NEUT;SG
активен	активний	активен	активний	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
буква	лист	буква	лист	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
буква	літера	буква	літера	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
буква	листі	буква	лист	N;INDF;FEM;SG	N;INAN;DAT;MASC;SG
