dari	من	dari	مِن	ADP	ADP
liar	البرية	liar	بَرِّيّ	N;SG	N;NOM;DEF;SG
liar	البري	liar	بَرِّيّ	N;SG	N;NOM;DEF;SG
koloni	المستعمرة	koloni	مُستَعمِر	N;SG	N;NOM;DEF;SG
koloni	مستعمرة	koloni	مُستَعمِر	N;SG	N;NOM;INDF;SG
distribusi	توزيع	distribusi	تَوزِيع	N;SG	N;NOM;INDF;SG
distribusi	التوزيع	distribusi	تَوزِيع	N;SG	N;NOM;DEF;SG
baja	الفولاذ	baja	فُولَاذ	N	N;NOM;DEF;SG
baja	الصلب	baja	صُلب	N	N;NOM;DEF;SG
keterangan	الشرح	keterangan	شَرح	N;SG	N;NOM;DEF;SG
keterangan	الوصف	keterangan	وَصف	N;SG	N;NOM;DEF;SG
pejuang	المحارب	pejuang	مَحرِب	N;SG	N;NOM;DEF;SG
pejuang	محارب	pejuang	مُحَارِب	N;SG	N;NOM;INDF;SG
bawang	الثوم	bawang	ثُوم	N;SG	N;NOM;DEF;SG
bawang	البصل	bawang	بَصَل	N;SG	N;NOM;DEF;SG
bawang	بصلة	bawang	بَصَل	N;SG	N;NOM;INDF;SG
bawang	البصل	bawang	بَصَل	N;SG	N;NOM;DEF;SG
komposisi	التشكيل	komposisi	تَشكِيل	N;SG	N;NOM;DEF;SG
komposisi	تشكيل	komposisi	تَشكِيل	N;SG	N;NOM;INDF;SG
komposisi	تكوين	komposisi	تَكوِين	N;SG	N;NOM;INDF;SG
komposisi	التكوين	komposisi	تَكوِين	N;SG	N;NOM;DEF;SG
murni	نقية	murni	نَقِيَّة	ADJ;SG	ADJ;NOM;INDF;FEM;SG
saksi	الشاهد	saksi	شَاهِد	N;SG	N;NOM;DEF;SG
rumput	العشب	rumput	عَشَبَة	N;SG	N;NOM;DEF;SG
tank	دبابة	tank	دَبَّابَة	N	N;NOM;INDF;SG
tank	الدبابة	tank	دَبَّابَة	N	N;NOM;DEF;SG
tank	خزان	tank	خَزَّان	N	N;NOM;INDF;SG
tank	دبابات	tank	دَبَّابَة	N	N;NOM;INDF;PL
tank	الدبابات	tank	دَبَّابَة	N	N;NOM;DEF;PL
tank	الخزانات	tank	خِزَانَة	N	N;NOM;DEF;PL
sidang	محاكمة	sidang	مُحَاكَمَة	N;SG	N;NOM;INDF;SG
sidang	المحاكمة	sidang	مُحَاكَمَة	N;SG	N;NOM;DEF;SG
sidang	محكمة	sidang	مَحكَمَة	N;SG	N;NOM;INDF;SG
sidang	المحكمة	sidang	مَحكَمَة	N;SG	N;NOM;DEF;SG
baku	الافتراضي	baku	اِفتِرَاضِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
baku	الخام	baku	خَام	ADJ;SG	ADJ;NOM;DEF;MASC;SG
baku	خام	baku	خَام	ADJ;SG	ADJ;NOM;INDF;MASC;SG
penari	راقصة	pentari	رَاقِص	N;SG	N;NOM;INDF;SG
penari	راقص	pentari	رَاقِص	N;SG	N;NOM;INDF;SG
memperkuat	يقوي	menperkuat	قَوَّى	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
formal	رسمي	formal	رَسمِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
formal	الرسمي	formal	رَسمِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
formal	رسمية	formal	رَسمِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
perlawanan	مقاومة	perlawanan	مُقَاوَمَة	N;SG	N;NOM;INDF;SG
perlawanan	المقاومة	perlawanan	مُقَاوَمَة	N;SG	N;NOM;DEF;SG
betina	اناث	betina	أَنَاث	N;SG	N;NOM;INDF;SG
betina	الانثى	betina	أَنثِيّ	N;SG	N;NOM;DEF;SG
betina	انثى	betina	أَنثَى	N;SG	N;NOM;INDF;SG
betina	اناث	betina	أَنَاث	N;SG	N;NOM;INDF;SG
pameran	المعرض	pameran	مَعرِض	N;SG	N;NOM;DEF;SG
pameran	معرض	pameran	مَعرِض	N;SG	N;NOM;INDF;SG
pameran	المعارض	pameran	مَعرِض	N;SG	N;NOM;DEF;SG
pameran	المعارض	pameran	مَعرِض	N;SG	N;NOM;DEF;SG
pameran	المعرض	pameran	مَعرِض	N;SG	N;NOM;DEF;SG
pameran	معرض	pameran	مَعرِض	N;SG	N;NOM;INDF;SG
mengungkapkan	يكشف	menungkapkan	كَشَف	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
mengungkapkan	تكشف	menungkapkan	كَشَف	V;SG;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
mengungkapkan	يكشف	menungkapkan	كَشَف	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
mengungkapkan	تكشف	menungkapkan	كَشَف	V;SG;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
mengungkapkan	اعرب	menungkapkan	أَعرَب	V;SG;ACT	V;PFV;MASC;SG;3;ACT
mengungkapkan	يعرب	menungkapkan	عَرَب	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
mengungkapkan	كشفت	menungkapkan	كَشَف	V;SG;ACT	V;PFV;FEM;SG;3;ACT
memahami	يفهم	menpahami	فَهِم	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
memahami	فهم	menpahami	فَهِم	V;SG;ACT	V;PFV;MASC;SG;3;ACT
memahami	تفهم	menpahami	أَفهَم	V;SG;ACT	V;IPFV;MASC;IMP;SG;FIN
memahami	فهم	menpahami	فَهِم	V;SG;ACT	V;PFV;MASC;SG;3;ACT
kontribusi	الاسهام	kontribusi	إِسهَام	N;SG	N;NOM;DEF;SG
kontribusi	مساهمة	kontribusi	مُسَاهَمَة	N;SG	N;NOM;INDF;SG
kontribusi	المساهمة	kontribusi	مُسَاهَمَة	N;SG	N;NOM;DEF;SG
mengenakan	ترتدي	menkenakan	اِرتَدَى	V;SG;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
mengenakan	تلبس	menkenakan	تَلَبُّس	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
dicatat	لوحظ	dicatat	لَاحَظ	V;SG;PASS	V;PFV;MASC;SG;3;PASS
platform	المنصة	platform	مِنَصَّة	N	N;NOM;DEF;SG
platform	الرصيف	platform	رَصِيف	N	N;NOM;DEF;SG
platform	منصة	platform	مِنَصَّة	N	N;NOM;INDF;SG
platform	منصات	platform	مِنَصَّة	N	N;NOM;INDF;PL
kamp	المخيم	kamp	مُخَيَّم	N;SG	N;NOM;DEF;SG
kamp	مخيم	kamp	مُخَيَّم	N;SG	N;NOM;INDF;SG
kamp	معسكر	kamp	مُعَسكَر	N;SG	N;NOM;INDF;SG
kamp	المعسكر	kamp	مُعَسكَر	N;SG	N;NOM;DEF;SG
kekayaan	الثراء	kekayaan	ثَرَاء	N;SG	N;NOM;DEF;SG
kekayaan	ثروة	kekayaan	ثَروَة	N;SG	N;NOM;INDF;SG
kekayaan	الثروة	kekayaan	ثَروَة	N;SG	N;NOM;DEF;SG
kekayaan	البذخ	kekayaan	بَذخ	N;SG	N;NOM;DEF;SG
baris	سطر	baris	سِطر	N;SG	N;NOM;INDF;SG
baris	السطر	baris	سِطر	N;SG	N;NOM;DEF;SG
baris	الخط	baris	خَطّ	N;SG	N;NOM;DEF;SG
baris	خط	baris	خَطّ	N;SG	N;NOM;INDF;SG
baris	صف	baris	صَفّ	N;SG	N;NOM;INDF;SG
jahat	سيئة	jahat	سَيِّئ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
jahat	سيء	jahat	سِيَّة	ADJ;SG	ADJ;NOM;INDF;MASC;SG
jahat	سيئ	jahat	سَيِّئ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
jahat	سئ	jahat	سَأّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
pembukaan	الفتح	penbukaan	فَتح	N;SG	N;NOM;DEF;SG
pembukaan	الافتتاح	penbukaan	اِفتِتَاح	N;SG	N;NOM;DEF;SG
pembukaan	افتتاح	penbukaan	اِفتِتَاح	N;SG	N;NOM;INDF;SG
perbaikan	اصلاح	perbaikan	إِصلَاح	N;SG	N;NOM;INDF;SG
perbaikan	التصليح	perbaikan	تَصلِيح	N;SG	N;NOM;DEF;SG
perbaikan	الاصلاح	perbaikan	إِصلَاح	N;SG	N;NOM;DEF;SG
perbaikan	تصليح	perbaikan	تَصلِيح	N;SG	N;NOM;INDF;SG
perbaikan	التحسين	perbaikan	تَحسِين	N;SG	N;NOM;DEF;SG
perbaikan	التحسن	perbaikan	تَحَسُّن	N;SG	N;NOM;DEF;SG
perbaikan	تحسن	perbaikan	تَحَسُّن	N;SG	N;NOM;INDF;SG
perbaikan	تحسين	perbaikan	تَحسِين	N;SG	N;NOM;INDF;SG
akademik	اكاديمية	akademik	أَكَادِيمِيَّة	N;SG	N;NOM;INDF;SG
akademik	الاكاديمي	akademik	إِكَادِيمِيّ	N;SG	N;NOM;DEF;SG
sayang	العسل	sayang	عَسَل	N;SG	N;NOM;DEF;SG
sayang	طفل	sayang	طِفل	N;SG	N;NOM;INDF;SG
penyair	الشاعر	penyair	شَاعِر	N	N;NOM;DEF;SG
penyair	شاعر	penyair	شَاعِر	N	N;NOM;INDF;SG
penyair	الشعراء	penyair	شَاعِر	N	N;NOM;DEF;PL
pendudukan	احتلال	pendudukan	اِحتِلَال	N;SG	N;NOM;INDF;SG
pendudukan	الاحتلال	pendudukan	اِحتِلَال	N;SG	N;NOM;DEF;SG
pendudukan	المهنة	pendudukan	مُهَنِّئ	N;SG	N;NOM;DEF;SG
institusi	مؤسسة	institusi	مُؤَسَّسَة	N;SG	N;NOM;INDF;SG
institusi	المؤسسة	institusi	مُؤَسَّسَة	N;SG	N;NOM;DEF;SG
konsentrasi	التركيز	konsentrasi	تَركِيز	N;SG	N;NOM;DEF;SG
konsentrasi	تركيز	konsentrasi	تَركِيز	N;SG	N;NOM;INDF;SG
pers	الصحافة	pers	صَحَافَة	N;SG	N;NOM;DEF;SG
pers	صحافة	pers	صَحَافَة	N;SG	N;NOM;INDF;SG
mineral	معادن	mineral	مَعدِن	N	N;NOM;INDF;PL
mineral	معدن	mineral	مَعدِن	N	N;NOM;INDF;SG
mineral	المعادن	mineral	مَعدِن	N	N;NOM;DEF;PL
mineral	معادن	mineral	مَعدِن	N	N;NOM;INDF;PL
mineral	المعادن	mineral	مَعدِن	N	N;NOM;DEF;PL
mengaku	اعترفت	menkaku	اِعتَرَف	V;SG;ACT	V;PFV;FEM;SG;3;ACT
organik	العضوية	organik	عُضوِيَّة	N;SG	N;NOM;DEF;SG
organik	عضوية	organik	عُضوِيَّة	N;SG	N;NOM;INDF;SG
ujian	الاختبار	ujian	اِختِبَار	N;SG	N;NOM;DEF;SG
ujian	اختبار	ujian	اِختِبَار	N;SG	N;NOM;INDF;SG
ujian	الامتحان	ujian	اِمتِحَان	N;SG	N;NOM;DEF;SG
ujian	امتحان	ujian	اِمتِحَان	N;SG	N;NOM;INDF;SG
pengertian	التفاهم	pengertian	تَفَاهُم	N;SG	N;NOM;DEF;SG
pengertian	التفهم	pengertian	تَفَهُّم	N;SG	N;NOM;DEF;SG
pengertian	الفهم	pengertian	فَهم	N;SG	N;NOM;DEF;SG
pengertian	تفاهم	pengertian	تَفَاهُم	N;SG	N;NOM;INDF;SG
klasifikasi	تصنيف	klasifikasi	تَصنِيف	N;SG	N;NOM;INDF;SG
klasifikasi	التصنيف	klasifikasi	تَصنِيف	N;SG	N;NOM;DEF;SG
menuntut	طالبت	mentuntut	طَالَب	V;SG;ACT	V;PFV;FEM;SG;3;ACT
menuntut	تطالب	mentuntut	طَالَب	V;SG;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
bervariasi	تختلف	bervariasi	اِختَلَف	V;SG;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
kuningan	النحاس	kuningan	نُحَاس	N;SG	N;NOM;DEF;SG
perumahan	الاسكان	penrumahan	إِسكَان	N;SG	N;NOM;DEF;SG
perumahan	السكن	penrumahan	سَكَن	N;SG	N;NOM;DEF;SG
perumahan	سكن	penrumahan	سَكَن	N;SG	N;NOM;INDF;SG
perumahan	اسكان	penrumahan	إِسكَان	N;SG	N;NOM;INDF;SG
perumahan	حوزة	penrumahan	حَوزَة	N;SG	N;NOM;INDF;SG
perumahan	الحوزة	penrumahan	حَوزَة	N;SG	N;NOM;DEF;SG
bergantung	يعتمد	bergantung	اِعتَمَد	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
rider	راكب	rider	رَاكِب	N	N;NOM;INDF;SG
akun	الحساب	akun	حِسَاب	N;SG	N;NOM;DEF;SG
akun	حساب	akun	حِسَاب	N;SG	N;NOM;INDF;SG
semenjak	منذ	semenjak	مُنذُ	ADP	ADP
aktivis	ناشط	aktivis	نَاشِط	N;SG	N;NOM;INDF;SG
aktivis	الناشطة	aktivis	نَاشِطَة	N;SG	N;NOM;DEF;SG
ritual	طقوس	ritual	طَقس	N	N;NOM;INDF;PL
ritual	الطقوس	ritual	طَقوَس	N	N;NOM;DEF;PL
ritual	طقوس	ritual	طَقس	N	N;NOM;INDF;PL
ritual	الطقوس	ritual	طَقوَس	N	N;NOM;DEF;PL
ekspedisi	بعثات	ekspedisi	بَعثَة	N	N;NOM;INDF;PL
ekspedisi	بعثة	ekspedisi	بَعثَة	N	N;NOM;INDF;SG
ekspedisi	البعثة	ekspedisi	بَعثَة	N	N;NOM;DEF;SG
robot	الروبوت	robot	رُوبُوت	N;SG	N;NOM;DEF;SG
robot	الروبوتية	robot	رُوبُوتِيّ	N;SG	N;NOM;DEF;SG
kekalahan	الهزيمة	kekalahan	هَزِيمَة	N;SG	N;NOM;DEF;SG
kekalahan	هزيمة	kekalahan	هَزِيمَة	N;SG	N;NOM;INDF;SG
lingkaran	الدائرة	lingkaran	دَائِرَة	N;SG	N;NOM;DEF;SG
lingkaran	دائرة	lingkaran	دَائِرَة	N;SG	N;NOM;INDF;SG
rawa	مستنقع	rawa	مُستَنقَع	N;SG	N;NOM;INDF;SG
rawa	المستنقع	rawa	مُستَنقَع	N;SG	N;NOM;DEF;SG
pramuka	كشاف	pramuka	كَشَاف	N	N;NOM;INDF;SG
pramuka	كشافة	pramuka	كَشَافَة	N	N;NOM;INDF;SG
paket	حزمة	paket	حُزمَة	N;SG	N;NOM;INDF;SG
paket	طرد	paket	طَرد	N;SG	N;NOM;INDF;SG
paket	الحزمة	paket	حُزمَة	N;SG	N;NOM;DEF;SG
paket	الطرد	paket	طَرد	N;SG	N;NOM;DEF;SG
paket	رزمة	paket	رزمة	N;SG	N;NOM;INDF;SG
paket	الحزم	paket	حِزم	N;SG	N;NOM;DEF;SG
paket	الحزمة	paket	حُزمَة	N;SG	N;NOM;DEF;SG
paket	حزمة	paket	حُزمَة	N;SG	N;NOM;INDF;SG
paket	الحزم	paket	حِزم	N;SG	N;NOM;DEF;SG
paket	حزمة	paket	حُزمَة	N;SG	N;NOM;INDF;SG
peneliti	الباحث	penteliti	بَاحِث	N;SG	N;NOM;DEF;SG
peneliti	باحث	penteliti	بَاحِث	N;SG	N;NOM;INDF;SG
derajat	بدرجة	derajat	بدرجة	N;SG	N;NOM;INDF;SG
derajat	درجة	derajat	دَرَجَة	N;SG	N;NOM;INDF;SG
derajat	الدرجة	derajat	دَرَجَة	N;SG	N;NOM;DEF;SG
mengganti	يستبدل	menganti	اِستَبدَل	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
mengganti	يستعاض	menganti	اِستَعَاض	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
mengganti	تستبدل	menganti	اِستَبدَل	V;SG;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
mengganti	استبدل	menganti	اِستَبدَل	V;SG;ACT	V;PFV;MASC;SG;3;ACT
kritik	الانتقاد	kritik	اِنتِقَاد	N;SG	N;NOM;DEF;SG
kritik	انتقاد	kritik	اِنتِقَاد	N;SG	N;NOM;INDF;SG
kritik	نقد	kritik	نَقد	N;SG	N;NOM;INDF;SG
kritik	النقد	kritik	نَقد	N;SG	N;NOM;DEF;SG
kritik	ناقد	kritik	نَاقِد	N;SG	N;NOM;INDF;SG
disertai	صاحبت	disertai	صَاحَب	V	V;PFV;FEM;SG;3;ACT
jumat	الجمعه	jumat	الجمعه	N;SG	N;NOM;DEF;SG
jumat	جمعة	jumat	جمعة	N;SG	N;NOM;INDF;SG
jumat	الجمعة	jumat	جُمعَة	N;SG	N;NOM;DEF;SG
kandang	قفص	kandang	قَفص	N;SG	N;NOM;INDF;SG
kandang	القفص	kandang	قِفص	N;SG	N;NOM;DEF;SG
bakat	الموهبة	bakat	مَوهِبَة	N;SG	N;NOM;DEF;SG
bakat	موهبة	bakat	مُوَهِّبَة	N;SG	N;NOM;INDF;SG
portal	بوابات	portal	بَوَّابَة	N	N;NOM;INDF;PL
portal	البوابة	portal	بَوَّابَة	N	N;NOM;DEF;SG
portal	بوابة	portal	بَوَّابَة	N	N;NOM;INDF;SG
bait	طعم	bait	طَعم	N;SG	N;NOM;INDF;SG
menunggu	تنتظر	mentunggu	اِنتَظَر	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
membayar	ادفع	menbayar	أَدفَع	V;SG;ACT	V;MASC;IMP;SG;FIN
membayar	دفع	menbayar	دَفَع	V;SG;ACT	V;PFV;MASC;SG;3;ACT
membayar	يدفع	menbayar	دَفَع	V;SG;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
monarki	ملكية	monarki	مِلكِيَّة	N;SG	N;NOM;INDF;SG
monarki	الملكية	monarki	مِلكِيَّة	N;SG	N;NOM;DEF;SG
mitra	شريك	mitra	شَرِيك	N;SG	N;NOM;INDF;SG
mitra	شريكة	mitra	شَرِيكَة	N;SG	N;NOM;INDF;SG
mitra	الشريك	mitra	شَرِيك	N;SG	N;NOM;DEF;SG
gerak	الحركة	gerak	حَرَكَة	N;SG;ACT	N;NOM;DEF;SG
gerak	حركة	gerak	حَرَكَة	N;SG;ACT	N;NOM;INDF;SG
gerak	بادرة	gerak	بَادِرَة	N;SG;ACT	N;NOM;INDF;SG
gerak	لفتة	gerak	لفتة	N;SG;ACT	N;NOM;INDF;SG
pengobatan	دواء	penobatan	دَوَاء	N;SG	N;NOM;INDF;SG
pengobatan	معاملة	penobatan	مُعَامَلَة	N;SG	N;NOM;INDF;SG
pengobatan	معالجة	penobatan	مُعَالَجَة	N;SG	N;NOM;INDF;SG
pengobatan	العلاج	penobatan	عِلَاج	N;SG	N;NOM;DEF;SG
pengobatan	المعاملة	penobatan	مُعَامَلَة	N;SG	N;NOM;DEF;SG
pengobatan	علاج	penobatan	عِلَاج	N;SG	N;NOM;INDF;SG
pengobatan	المعالجة	penobatan	مُعَالَجَة	N;SG	N;NOM;DEF;SG
cairan	السائل	cairan	سَائِل	N;SG	N;NOM;DEF;SG
cairan	السائل	cairan	سَائِل	N;SG	N;NOM;DEF;SG
berpikir	تفكر	berpikir	فَكَّر	V;SG;ACT	V;IPFV;MASC;IND;SG;2;FIN;ACT
berpikir	اعتقدت	berpikir	اِعتَقَد	V;SG;ACT	V;PFV;FEM;SG;3;ACT
berpikir	ظننت	berpikir	ظَنَّن	V;SG;ACT	V;PFV;MASC;SG;1;ACT
berpikir	فكرت	berpikir	فكرت	V;SG;ACT	V;PFV;FEM;SG;3;ACT
keadilan	العدل	keadilan	عَدل	N;SG	N;NOM;DEF;SG
keadilan	عدالة	keadilan	عَدَالَة	N;SG	N;NOM;INDF;SG
keadilan	العدالة	keadilan	عَدَالَة	N;SG	N;NOM;DEF;SG
keadilan	الانصاف	keadilan	إِنصَاف	N;SG	N;NOM;DEF;SG
wawancara	المقابلة	wawancara	المقابلة	N;SG	N;NOM;DEF;SG
wawancara	مقابلة	wawancara	مُقَابَلَة	N;SG	N;NOM;INDF;SG
organisme	الكائن	organisme	كَائِن	N;SG	N;NOM;DEF;SG
kemajuan	التقدم	kemajuan	تَقَدُّم	N;SG	N;NOM;DEF;SG
tetangga	الجيران	tetangga	جِيرَان	N;SG	N;NOM;DEF;SG
tetangga	الجار	tetangga	جَار	N;SG	N;NOM;DEF;SG
tetangga	الجيران	tetangga	جِيرَان	N;SG	N;NOM;DEF;SG
tetangga	الجار	tetangga	جَار	N;SG	N;NOM;DEF;SG
tetangga	جارة	tetangga	جارة	N;SG	N;NOM;INDF;SG
gen	الجين	gen	جِين	N;SG	N;NOM;DEF;SG
pemukiman	مستوطنة	penmukiman	مُستَوطَنَة	N;SG	N;NOM;INDF;SG
pemukiman	الاستيطان	penmukiman	اِستِيطَان	N;SG	N;NOM;DEF;SG
pemukiman	التسوية	penmukiman	تَسوِيَة	N;SG	N;NOM;DEF;SG
pemukiman	التوطين	penmukiman	تَوطِين	N;SG	N;NOM;DEF;SG
pemukiman	تسوية	penmukiman	تَسوِيَة	N;SG	N;NOM;INDF;SG
persiapan	اعداد	persiapan	إِعدَاد	N;SG	N;NOM;INDF;SG
persiapan	تحضير	persiapan	تَحضِير	N;SG	N;NOM;INDF;SG
persiapan	التحضير	persiapan	تَحضِير	N;SG	N;NOM;DEF;SG
persiapan	الاعداد	persiapan	إِعدَاد	N;SG	N;NOM;DEF;SG
persiapan	الاعدادية	persiapan	إِعدَادِيّ	N;SG	N;NOM;DEF;SG
perawatan	معاملة	penrawatan	مُعَامَلَة	N;SG	N;NOM;INDF;SG
perawatan	معالجة	penrawatan	مُعَالَجَة	N;SG	N;NOM;INDF;SG
perawatan	العلاج	penrawatan	عِلَاج	N;SG	N;NOM;DEF;SG
perawatan	المعاملة	penrawatan	مُعَامَلَة	N;SG	N;NOM;DEF;SG
perawatan	علاج	penrawatan	عِلَاج	N;SG	N;NOM;INDF;SG
perawatan	المعالجة	penrawatan	مُعَالَجَة	N;SG	N;NOM;DEF;SG
perawatan	النفقة	penrawatan	نِفقَة	N;SG	N;NOM;DEF;SG
perawatan	صيانة	penrawatan	صِيَانَة	N;SG	N;NOM;INDF;SG
perawatan	الصيانة	penrawatan	صِيَانَة	N;SG	N;NOM;DEF;SG
perawatan	عناية	penrawatan	عِنَايَة	N;SG	N;NOM;INDF;SG
perawatan	العناية	penrawatan	عِنَايَة	N;SG	N;NOM;DEF;SG
perawatan	الرعاية	penrawatan	رِعَايَة	N;SG	N;NOM;DEF;SG
perawatan	رعاية	penrawatan	رِعَايَة	N;SG	N;NOM;INDF;SG
berbagi	شارك	berbagi	شَارَك	V;SG;ACT	V;PFV;MASC;SG;3;ACT
pengikut	متابع	penikut	مُتَأَبِّع	N;SG	N;NOM;INDF;SG
pengikut	اتباع	penikut	اِتِّبَاع	N;SG	N;NOM;INDF;SG
pengikut	متابع	penikut	مُتَأَبِّع	N;SG	N;NOM;INDF;SG
perkiraan	المقدرة	perkiraan	مُقَدِّر	N;SG	N;NOM;DEF;SG
perkiraan	التقدير	perkiraan	تَقدِير	N;SG	N;NOM;DEF;SG
perkiraan	تقدير	perkiraan	تَقدِير	N;SG	N;NOM;INDF;SG
perkiraan	التقدير	perkiraan	تَقدِير	N;SG	N;NOM;DEF;SG
perkiraan	تقدير	perkiraan	تَقدِير	N;SG	N;NOM;INDF;SG
persamaan	المساواة	persamaan	مُسَاوَاة	N;SG	N;NOM;DEF;SG
persamaan	المعادلة	persamaan	مُعَادَلَة	N;SG	N;NOM;DEF;SG
persamaan	معادلة	persamaan	مُعَادَلَة	N;SG	N;NOM;INDF;SG
kebiasaan	العادة	kebiasaan	عَادَة	N;SG	N;NOM;DEF;SG
kebiasaan	عادة	kebiasaan	عَادَة	N;SG	N;ACC;INDF;SG
insiden	واقعة	insiden	وَاقِع	N;SG	N;NOM;INDF;SG
insiden	حادث	insiden	حَادِث	N;SG	N;NOM;INDF;SG
insiden	الحادث	insiden	حَادِث	N;SG	N;NOM;DEF;SG
insiden	الحادثة	insiden	حَادِث	N;SG	N;NOM;DEF;SG
insiden	حادثة	insiden	حَادِث	N;SG	N;NOM;INDF;SG
evolusi	التطور	evolusi	تَطَوُّر	N;SG	N;NOM;DEF;SG
evolusi	تطور	evolusi	تَطَوُّر	N;SG	N;NOM;INDF;SG
fase	الطور	fase	طُور	N	N;NOM;DEF;SG
fase	المرحلة	fase	مَرحَلَة	N	N;NOM;DEF;SG
fase	مرحلة	fase	مَرحَلَة	N	N;NOM;INDF;SG
ratusan	المئات	ratusan	مِئَة	N;SG	N;NOM;DEF;SG
peluncuran	الانطلاق	penluncuran	اِنطِلَاق	N;SG	N;NOM;DEF;SG
peluncuran	انطلاق	penluncuran	اِنطِلَاق	N;SG	N;NOM;INDF;SG
peluncuran	اطلاق	penluncuran	إِطلَاق	N;SG	N;NOM;INDF;SG
peluncuran	الاطلاق	penluncuran	إِطلَاق	N;SG	N;NOM;DEF;SG
fenomena	ظاهرة	fenomena	ظَاهِرَة	N;SG	N;NOM;INDF;SG
fenomena	ظاهرة	fenomena	ظَاهِرَة	N;SG	N;NOM;INDF;SG
fenomena	الظاهرة	fenomena	ظَاهِرَة	N;SG	N;NOM;DEF;SG
semesta	الكون	semesta	كَون	N;SG	N;NOM;DEF;SG
kombinasi	مزيج	kombinasi	مَزِيج	N;SG	N;NOM;INDF;SG
kombinasi	تركيبة	kombinasi	تَركِيبَة	N;SG	N;NOM;INDF;SG
infeksi	عدوى	infeksi	عَدوَى	N;SG	N;NOM;INDF;SG
infeksi	العدوى	infeksi	عَدوَى	N;SG	N;NOM;DEF;SG
player	مشغل	player	مُشَغِّل	N	N;NOM;INDF;SG
player	اللاعب	player	لَاعِب	N	N;NOM;DEF;SG
player	لاعب	player	لَاعِب	N	N;NOM;INDF;SG
percobaan	التجربة	percobaan	تَجرِبَة	N;SG	N;NOM;DEF;SG
percobaan	تجربة	percobaan	تَجرِبَة	N;SG	N;NOM;INDF;SG
penutup	الاغلاق	pentutup	إِغلَاق	N;SG	N;NOM;DEF;SG
penutup	اغلاق	pentutup	إِغلَاق	N;SG	N;NOM;INDF;SG
penutup	خاتمة	pentutup	خاتمة	N;SG	N;NOM;INDF;SG
penutup	غطاء	pentutup	غِطَاء	N;SG	N;NOM;INDF;SG
penutup	الغطاء	pentutup	غِطَاء	N;SG	N;NOM;DEF;SG
penutup	تغطية	pentutup	تَغطِيَة	N;SG	N;NOM;INDF;SG
penutup	غلاف	pentutup	غِلَاف	N;SG	N;NOM;INDF;SG
penutup	الغلاف	pentutup	غِلَاف	N;SG	N;NOM;DEF;SG
investasi	الاستثمار	investasi	اِستِثمَار	N;SG	N;NOM;DEF;SG
investasi	استثمار	investasi	اِستِثمَار	N;SG	N;NOM;INDF;SG
investasi	الاستثمار	investasi	اِستِثمَار	N;SG	N;NOM;DEF;SG
investasi	استثمار	investasi	اِستِثمَار	N;SG	N;NOM;INDF;SG
investasi	للاستثمارات	investasi	للاستثمارات	N;SG	N;NOM;DEF;SG
malaikat	الملائكة	malaikat	مُلَائَكَة	N;SG	N;NOM;DEF;SG
hadits	حديث	hadits	حَدِيث	N	N;NOM;INDF;SG
menyerah	استسلم	menyerah	اِستَسلَم	V;SG;ACT	V;PFV;MASC;SG;3;ACT
balap	السباق	balap	سِبَاق	N;SG;ACT	N;NOM;DEF;SG
balap	سباق	balap	سِبَاق	N;SG;ACT	N;NOM;INDF;SG
pengawasan	رقابة	penkawasan	رَقَابَة	N;SG	N;NOM;INDF;SG
pengawasan	الاشراف	penkawasan	إِشرَاف	N;SG	N;NOM;DEF;SG
pengawasan	الرقابة	penkawasan	رَقَابَة	N;SG	N;NOM;DEF;SG
pengawasan	المراقبة	penkawasan	مُرَاقَبَة	N;SG	N;NOM;DEF;SG
pengawasan	مراقبة	penkawasan	مُرَاقَبَة	N;SG	N;NOM;INDF;SG
perikanan	الصيد	perikanan	صَيد	N;SG	N;NOM;DEF;SG
