von	從	von	從	ADP	ADP
mensch	男人	mensch	男人	N;SG	N
höchste	最高	hoch	最高	ADJ;NOM;FEM;PL	ADJ
höchste	最高	hoch	最高	ADJ;NOM;FEM;PL	ADJ
super	超級	super	超級	ADJ	ADJ
länder	土地	land	土地	N;NOM;NEUT;PL	N
länder	國家	land	國家	N;NOM;NEUT;PL	N
länder	各國	land	各國	N;NOM;NEUT;PL	N
zukunft	今後	zukunft	今後	N	N
zukunft	將來	zukunft	將來	N	N
zukunft	未來	zukunft	未來	N	N
zukunft	期	zukunft	期	N	N
änderungen	變更	änderung	變更	V;NFIN	V
änderungen	變動	änderung	變動	V;NFIN	V
änderungen	變化	änderung	變化	V;NFIN	V
änderungen	修正	änderung	修正	V;NFIN	V
änderungen	修正	änderung	修正	V;NFIN	V
revolution	革命	revolution	革命	N;NOM;FEM;SG	N
veröffentlichungen	期刊	veröffentlichung	期刊	N;NOM;FEM;PL	N
punkten	點	punken	點	N;NOM;MASC;PL	N
punkten	點數	punken	點數	N;NOM;MASC;PL	N
straßen	公路	straß	公路	N;NOM;PL	N
straßen	道路	straß	道路	N;NOM;PL	N
straßen	公路	straß	公路	N;NOM;PL	N
straßen	街道	straß	街道	N;NOM;PL	N
straßen	街頭	straß	街頭	N;NOM;PL	N
straßen	街道	straß	街道	N;NOM;PL	N
straßen	街	straß	街	N;NOM;PL	N
arzt	內科	arzen	內科	N;SG	N
arzt	醫療	arzen	醫療	N;SG	N
arzt	醫務	arzen	醫務	N;SG	N
arzt	醫學	arzen	醫學	N;SG	N
arzt	醫師	arzen	醫師	N;SG	N
arzt	醫生	arzen	醫生	N;SG	N
arzt	博士	arzen	博士	N;SG	N
medizin	藥品	medizin	藥品	N;NOM;SG	N
medizin	藥物	medizin	藥物	N;NOM;SG	N
medizin	醫學	medizin	醫學	N;NOM;SG	N
medizin	藥	medizin	藥	N;NOM;SG	N
medizin	醫藥	medizin	醫藥	N;NOM;SG	N
medizin	醫療	medizin	醫療	N;NOM;SG	N
medizin	醫務	medizin	醫務	N;NOM;SG	N
medizin	醫學	medizin	醫學	N;NOM;SG	N
medizin	藥品	medizin	藥品	N;NOM;SG	N
medizin	藥物	medizin	藥物	N;NOM;SG	N
medizin	醫藥	medizin	醫藥	N;NOM;SG	N
medizin	藥品	medizin	藥品	N;NOM;SG	N
medizin	醫藥	medizin	醫藥	N;NOM;SG	N
praxis	實用	praxis	實用	N;NOM;SG	N
praxis	實踐	praxis	實踐	N;NOM;SG	N
bibliothek	圖書	bibliothek	圖書	N;NOM;FEM;SG	N
bibliothek	圖書	bibliothek	圖書	N;NOM;FEM;SG	N
auflösung	決議	auflösung	決議	N;NOM;FEM;SG	N
tritt	踢	treten	踢	V;IND;SG;3;PRS;FIN	V
übertragen	轉帳	übertragen	轉帳	V;V.PTCP	V
übertragen	轉讓	übertragen	轉讓	V;V.PTCP	V
übertragen	轉移	übertragen	轉移	V;V.PTCP	V
übertragen	直播	übertragen	直播	V;V.PTCP	V
übertragen	播放	übertragen	播放	V;V.PTCP	V
übertragen	播出	übertragen	播出	V;V.PTCP	V
fahrzeuge	車	fahrzeug	車	N;NOM;PL	N
fahrzeuge	汽車	fahrzeug	汽車	N;NOM;PL	N
fahrzeuge	車輛	fahrzeug	車輛	N;NOM;PL	N
kindern	小孩	kindern	小孩	N;NOM;NEUT;PL	N
kindern	兒童	kindern	兒童	N;NOM;NEUT;PL	N
erstellt	編譯	erstellen	編譯	V;V.PTCP	V
erstellt	生成	erstellen	生成	V;V.PTCP	V
schiffe	船隻	schiff	船隻	N;NOM;NEUT;PL	N
schiffe	艇	schiff	艇	N;NOM;NEUT;PL	N
schiffe	船隻	schiff	船隻	N;NOM;NEUT;PL	N
schiffe	船隻	schiff	船隻	N;NOM;NEUT;PL	N
schiffe	船舶	schiff	船舶	N;NOM;NEUT;PL	N
schiffe	船隻	schiff	船隻	N;NOM;NEUT;PL	N
augen	眼神	augen	眼神	N;NOM;NEUT;PL	N
augen	眼睛	augen	眼睛	N;NOM;NEUT;PL	N
augen	眼	augen	眼	N;NOM;NEUT;PL	N
augen	眼	augen	眼	N;NOM;NEUT;PL	N
augen	眼睛	augen	眼睛	N;NOM;NEUT;PL	N
beispiele	例子	beispiel	例子	N;NOM;PL	N
beispiele	範例	beispiel	範例	N;NOM;PL	N
beispiele	樣品	beispiel	樣品	N;NOM;PL	N
beispiele	樣本	beispiel	樣本	N;NOM;PL	N
wirkung	特效	wirkung	特效	N;NOM;FEM;SG	N
wirkung	效果	wirkung	效果	N;NOM;FEM;SG	N
wirkung	效應	wirkung	效應	N;NOM;FEM;SG	N
wirkung	特效	wirkung	特效	N;NOM;FEM;SG	N
wirkung	效應	wirkung	效應	N;NOM;FEM;SG	N
wirkung	效果	wirkung	效果	N;NOM;FEM;SG	N
gleiche	相同	gleich	相同	ADJ;NOM;FEM;PL	ADJ
aufgeführt	上市	aufführen	上市	V;V.PTCP	V
nominiert	提名	nominieren	提名	V;V.PTCP	V
nominiert	提名	nominieren	提名	V;V.PTCP	V
regiment	團	regiment	團	N;NOM;NEUT;SG	N
regiment	兵團	regiment	兵團	N;NOM;NEUT;SG	N
dein	你	dein	你	PRO;NOM;MASC;SG	PRO;2
niederlage	敗	niederlage	敗	N;NOM;FEM;SG	N
video	視訊	video	視訊	N;NOM;NEUT;SG	N
video	影片	video	影片	N;NOM;NEUT;SG	N
elf	十一	elf	十一	NUM	NUM
aufgelöst	溶解	auflösen	溶解	V;V.PTCP	V
unterschiedliche	不同	unterschiedlich	不同	ADJ;NOM;FEM;PL	ADJ
übersetzt	翻譯	übersetzen	翻譯	V;V.PTCP	V
übersetzt	翻譯	übersetzen	翻譯	V;V.PTCP	V
mädchen	女生	mädchen	女生	N;NOM;FEM;PL	N
mädchen	姑娘	mädchen	姑娘	N;NOM;FEM;PL	N
mädchen	女孩	mädchen	女孩	N;NOM;FEM;PL	N
mädchen	女孩	mädchen	女孩	N;NOM;FEM;PL	N
mädchen	女生	mädchen	女生	N;NOM;FEM;PL	N
mädchen	女	mädchen	女	N;NOM;FEM;PL	N
suchen	尋求	suchen	尋求	V;NFIN	V
suchen	找到	suchen	找到	V;NFIN	V
suchen	尋找	suchen	尋找	V;NFIN	V
einheit	團	einheit	團	N;NOM;FEM;SG	N
einheit	班長	einheit	班長	N;NOM;FEM;SG	N
einheit	小隊	einheit	小隊	N;NOM;FEM;SG	N
einheit	股	einheit	股	N;NOM;FEM;SG	N
einheit	單元	einheit	單元	N;NOM;FEM;SG	N
einheit	單位	einheit	單位	N;NOM;FEM;SG	N
einheit	實體	einheit	實體	N;NOM;FEM;SG	N
bringt	帶	bringen	帶	V;IND;SG;3;PRS;FIN	V
lebens	生命	lebens	生命	N;NOM;PL	N
lebens	人生	lebens	人生	N;NOM;PL	N
nahezu	幾乎	nahezu	幾乎	ADV	ADV
menge	體積	mengen	體積	N;NOM;FEM;SG	N
menge	音量	mengen	音量	N;NOM;FEM;SG	N
menge	人群	mengen	人群	N;NOM;FEM;SG	N
menge	人群	mengen	人群	N;NOM;FEM;SG	N
menge	群眾	mengen	群眾	N;NOM;FEM;SG	N
menge	數量	mengen	數量	N;NOM;FEM;SG	N
menge	量	mengen	量	N;NOM;FEM;SG	N
besitzen	擁有	besitzen	擁有	V;NFIN	V
versuchte	企圖	versuchen	企圖	V;IND;SG;3;PST;FIN	V
hotel	飯店	Hotel	飯店	N;NOM;NEUT;SG	N
hotel	酒店	Hotel	酒店	N;NOM;NEUT;SG	N
hotel	賓館	Hotel	賓館	N;NOM;NEUT;SG	N
hotel	旅館	Hotel	旅館	N;NOM;NEUT;SG	N
parteien	各派	partei	各派	N;NOM;FEM;PL	N
leistungen	服務	leistung	服務	V;PL	V
leistungen	服務	leistung	服務	V;PL	V
leistungen	成	leistung	成	V;PL	V
leistungen	成	leistung	成	V;PL	V
auszeichnungen	榮譽	auszeichnangen	榮譽	N;NOM;FEM;PL	N
auszeichnungen	獎勵	auszeichnangen	獎勵	N;NOM;FEM;PL	N
auszeichnungen	獎	auszeichnangen	獎	N;NOM;FEM;PL	N
auszeichnungen	裝飾	auszeichnangen	裝飾	N;NOM;FEM;PL	N
besuch	參觀	besuchen	參觀	V;IND;SG;3;PST;FIN	V
besuch	訪問	besuchen	訪問	V;IND;SG;3;PST;FIN	V
besuch	造訪	besuchen	造訪	V;IND;SG;3;PST;FIN	V
teams	團隊	teams	團隊	N;NOM;NEUT;PL	N
teams	球隊	teams	球隊	N;NOM;NEUT;PL	N
teams	隊伍	teams	隊伍	N;NOM;NEUT;PL	N
verstehen	理解	verstehen	理解	V;NFIN	V
verstehen	諒解	verstehen	諒解	V;NFIN	V
ehefrau	妻子	ehefrau	妻子	N;NOM;FEM;SG	N
häuser	房屋	haus	房屋	N;NOM;NEUT;PL	N
häuser	房子	haus	房子	N;NOM;NEUT;PL	N
häuser	住家	haus	住家	N;NOM;NEUT;PL	N
chemie	化學	chemie	化學	N;NOM;FEM	N
chemie	化學	chemie	化學	N;NOM;FEM	N
chemie	化學	chemie	化學	N;NOM;FEM	N
chemie	化學	chemie	化學	N;NOM;FEM	N
bericht	報告	berechen	報告	N	N
untersuchungen	研究	untersuchingen	研究	V;NFIN	V
untersuchungen	詢問	untersuchingen	詢問	V;NFIN	V
untersuchungen	調查	untersuchingen	調查	V;NFIN	V
angriff	襲擊	angreifen	襲擊	N	N
schaffen	創建	schaffen	創建	V;NFIN	V
schaffen	創建	schaffen	創建	V;NFIN	V
luft	航天	lüfen	航天	N;NOM;FEM;SG	N
luft	空中	lüfen	空中	N;NOM;FEM;SG	N
luft	航空	lüfen	航空	N;NOM;FEM;SG	N
luft	空氣	lüfen	空氣	N;NOM;FEM;SG	N
monaten	月	Monat	月	N;DAT;MASC;PL	N
monaten	月份	Monat	月份	N;DAT;MASC;PL	N
monaten	月	Monat	月	N;DAT;MASC;PL	N
monaten	個	Monat	個	N;DAT;MASC;PL	N
monaten	月份	Monat	月份	N;DAT;MASC;PL	N
erhält	接收	erhalten	接收	V;IND;SG;3;PRS;FIN	V
marine	海軍	marin	海軍	N;NOM;FEM;SG	N
marine	陸戰	marin	陸戰	N;NOM;FEM;SG	N
marine	海軍	marin	海軍	N;NOM;FEM;SG	N
marine	海事	marin	海事	N;NOM;FEM;SG	N
marine	海軍	marin	海軍	N;NOM;FEM;SG	N
konzept	構想	konzept	構想	N;NOM;NEUT;SG	N
konzept	概念	konzept	概念	N;NOM;NEUT;SG	N
konzept	理念	konzept	理念	N;NOM;NEUT;SG	N
konzept	概念	konzept	概念	N;NOM;NEUT;SG	N
konzept	理念	konzept	理念	N;NOM;NEUT;SG	N
entstehen	湧現	entstehen	湧現	V;NFIN	V
entstehen	興起	entstehen	興起	V;NFIN	V
setzen	設	setzen	設	V;NFIN	V
setzen	設定	setzen	設定	V;NFIN	V
lieder	歌曲	lasder	歌曲	N;NOM;NEUT;PL	N
lieder	歌	lasder	歌	N;NOM;NEUT;PL	N
verwenden	使用	verwenden	使用	V;NFIN	V
verwenden	利用	verwenden	利用	V;NFIN	V
verwenden	使用	verwenden	使用	V;NFIN	V
grenzen	限制	grenzen	限制	V;NFIN	V
oper	歌劇	oper	歌劇	N;NOM;FEM;SG	N
unteren	更低	unter	更低	ADJ	ADJ
unteren	較低	unter	較低	ADJ	ADJ
geändert	修改	ändern	修改	V;V.PTCP	V
zugeordnet	指派	zuordnen	指派	V;V.PTCP	V
beruf	職業	beruf	職業	N;SG	N
beruf	專業	beruf	專業	N;SG	N
beruf	職業	beruf	職業	N;SG	N
alben	相簿	albe	相簿	N;NOM;PL	N
alben	專輯	albe	專輯	N;NOM;PL	N
reichen	富有	reichen	富有	V;NFIN	V
reichen	富有	reichen	富有	V;NFIN	V
kurzen	簡短	kurz	簡短	ADJ;ACC;MASC;SG	ADJ
kurzen	簡短	kurz	簡短	ADJ;ACC;MASC;SG	ADJ
szene	場景	szen	場景	N;SG	N
szene	現場	szen	現場	N;SG	N
ausdruck	片語	ausdruck	片語	N;SG	N
ausdruck	表情	ausdruck	表情	N;SG	N
verschoben	感動	verschieben	感動	V;V.PTCP	V
verschoben	推遲	verschieben	推遲	V;V.PTCP	V
standort	所	standoren	所	ADV	ADV
lehre	學徒	lehr	學徒	N;NOM;FEM;SG	N
lehre	教訓	lehr	教訓	N;NOM;FEM;SG	N
lehre	課	lehr	課	N;NOM;FEM;SG	N
lehre	學徒	lehr	學徒	N;NOM;FEM;SG	N
lehre	原則	lehr	原則	N;NOM;FEM;SG	N
lehre	學說	lehr	學說	N;NOM;FEM;SG	N
lehre	教義	lehr	教義	N;NOM;FEM;SG	N
lehre	理論	lehr	理論	N;NOM;FEM;SG	N
lehre	原理	lehr	原理	N;NOM;FEM;SG	N
lehre	教書	lehr	教書	N;NOM;FEM;SG	N
lehre	教學	lehr	教學	N;NOM;FEM;SG	N
lehre	教	lehr	教	N;NOM;FEM;SG	N
spitze	最高	spitz	最高	ADJ	ADJ
holz	木質	holz	木質	N;NOM;NEUT;SG	N
holz	木	holz	木	N;NOM;NEUT;SG	N
holz	柴火	holz	柴火	N;NOM;NEUT;SG	N
holz	木柴	holz	木柴	N;NOM;NEUT;SG	N
holz	木	holz	木	N;NOM;NEUT;SG	N
holz	木材	holz	木材	N;NOM;NEUT;SG	N
holz	木頭	holz	木頭	N;NOM;NEUT;SG	N
holz	木材	holz	木材	N;NOM;NEUT;SG	N
holz	木材	holz	木材	N;NOM;NEUT;SG	N
qualifikation	技能	qualifikation	技能	N;NOM;FEM;SG	N
qualifikation	資歷	qualifikation	資歷	N;NOM;FEM;SG	N
qualifikation	資格	qualifikation	資格	N;NOM;FEM;SG	N
industrie	工業	industrie	工業	N;NOM;FEM;SG	N
industrie	產業	industrie	產業	N;NOM;FEM;SG	N
industrie	行業	industrie	行業	N;NOM;FEM;SG	N
industrie	業界	industrie	業界	N;NOM;FEM;SG	N
industrie	工業	industrie	工業	N;NOM;FEM;SG	N
ausgebaut	擴大	ausbauen	擴大	V;V.PTCP	V
existieren	存在	existieren	存在	V;NFIN	V
private	私人	privat	私人	ADJ;NOM;FEM;PL	ADJ
pflanzen	種植	pflanz	種植	V;NFIN	V
starke	強壯	stark	強壯	ADJ;NOM;FEM;PL	ADJ
starke	強烈	stark	強烈	ADJ;NOM;FEM;PL	ADJ
starke	堅強	stark	堅強	ADJ;NOM;FEM;PL	ADJ
vereinigung	聯邦	vereinigung	聯邦	N;NOM;FEM;SG	N
vereinigung	協會	vereinigung	協會	N;NOM;FEM;SG	N
interview	面試	interveiwen	面試	N;SG	N
ausnahme	例外	ausnehmen	例外		
ausnahme	例外	ausnehmen	例外		
zug	火車	zug	火車	N;SG	N
zug	列車	zug	列車	N;SG	N
zug	排	zug	排	N;SG	N
zug	火車	zug	火車	N;SG	N
zug	列車	zug	列車	N;SG	N
geplant	排定	planen	排定	V;V.PTCP	V
veranstaltungen	事件	veranstaltung	事件	N;NOM;FEM;PL	N
veranstaltungen	活動	veranstaltung	活動	N;NOM;FEM;PL	N
ändern	改變	ändern	改變	V;NFIN	V
ändern	變更	ändern	變更	V;NFIN	V
ändern	修改	ändern	修改	V;NFIN	V
ändern	改變	ändern	改變	V;NFIN	V
ändern	變更	ändern	變更	V;NFIN	V
ändern	變	ändern	變	V;NFIN	V
diskussionen	討論	diskussion	討論	V;NFIN	V
verstanden	理解	verstehen	理解	V;V.PTCP	V
erlaubt	允許	erlauben	允許	V;V.PTCP	V
erlaubt	獲准	erlauben	獲准	V;V.PTCP	V
erlaubt	允許	erlauben	允許	V;V.PTCP	V
läuft	奔	laufen	奔	V;IND;SG;3;PRS;FIN	V
läuft	跑步	laufen	跑步	V;IND;SG;3;PRS;FIN	V
läuft	運行	laufen	運行	V;IND;SG;3;PRS;FIN	V
läuft	到期	laufen	到期	V;IND;SG;3;PRS;FIN	V
läuft	過期	laufen	過期	V;IND;SG;3;PRS;FIN	V
aufnahmen	錄音	aufnehmen	錄音	V;IND;PL;3;PST;FIN	V
aufnahmen	記錄	aufnehmen	記錄	V;IND;PL;3;PST;FIN	V
aussagen	斷言	aussagen	斷言	V;NFIN	V
aussagen	作證	aussagen	作證	V;NFIN	V
abgeschlossen	鎖定	abschließen	鎖定	V;V.PTCP	V
abgeschlossen	完成	abschließen	完成	V;V.PTCP	V
abgeschlossen	完成	abschließen	完成	V;V.PTCP	V
mitgliedern	成員	mitgliedern	成員	N;NOM;NEUT;PL	N
herstellung	產量	herstellung	產量	N;NOM;FEM;SG	N
bestätigt	確認	bestätigen	確認	V;V.PTCP	V
einheiten	單元	einheit	單元	N;PL	N
einheiten	單位	einheit	單位	N;PL	N
einheiten	實體	einheit	實體	N;PL	N
sperren	禁止	sperren	禁止	V;NFIN	V
sperren	鎖定	sperren	鎖定	V;NFIN	V
sperren	鎖	sperren	鎖	V;NFIN	V
sperren	鎖	sperren	鎖	V;NFIN	V
klavier	鋼琴	klavier	鋼琴	N;NOM;NEUT;SG	N
gericht	小菜	ringen	小菜	N;NOM;SG	N
gericht	菜	ringen	菜	N;NOM;SG	N
gericht	法庭	ringen	法庭	N;NOM;SG	N
gericht	法庭	ringen	法庭	N;NOM;SG	N
gericht	法院	ringen	法院	N;NOM;SG	N
gericht	法庭	ringen	法庭	N;NOM;SG	N
gericht	法院	ringen	法院	N;NOM;SG	N
helfen	幫助	helfen	幫助	V;NFIN	V
helfen	幫忙	helfen	幫忙	V;NFIN	V
netz	淨	netz	淨		
unbedingt	絕對	unbedingt	絕對	ADV	ADV
nennen	致電	nennen	致電	V;NFIN	V
nennen	打電	nennen	打電	V;NFIN	V
nennen	呼叫	nennen	呼叫	V;NFIN	V
nennen	呼叫	nennen	呼叫	V;NFIN	V
denkmal	紀念	denkmal	紀念	N;NOM;NEUT;SG	N
denkmal	雕像	denkmal	雕像	N;NOM;NEUT;SG	N
denkmal	雕塑	denkmal	雕塑	N;NOM;NEUT;SG	N
denkmal	塑像	denkmal	塑像	N;NOM;NEUT;SG	N
denkmal	碑	denkmal	碑	N;NOM;NEUT;SG	N
hinweise	證據	hinweisen	證據	N;NOM;FEM;PL	N
hinweise	線索	hinweisen	線索	N;NOM;FEM;PL	N
hinweise	指令	hinweisen	指令	N;NOM;FEM;PL	N
auto	車	auto	車	N;NOM;SG	N
auto	汽車	auto	汽車	N;NOM;SG	N
auto	自動	auto	自動	N;NOM;SG	N
angenommen	假定	annehmen	假定	V;V.PTCP	V
angenommen	接受	annehmen	接受	V;V.PTCP	V
angenommen	推定	annehmen	推定	V;V.PTCP	V
angenommen	假定	annehmen	假定	V;V.PTCP	V
starken	強壯	stark	強壯	ADJ;ACC;PL	ADJ
starken	強烈	stark	強烈	ADJ;ACC;PL	ADJ
starken	堅強	stark	堅強	ADJ;ACC;PL	ADJ
verhindern	防止	verhindern	防止	V;NFIN	V
verhindern	防止	verhindern	防止	V;NFIN	V
fallen	墜落	fallen	墜落	V;NFIN	V
fallen	跌	fallen	跌	V;NFIN	V
besetzung	投	Besetzung	投	N;FEM;SG	N
besetzung	演員	Besetzung	演員	N;FEM;SG	N
besetzung	職業	Besetzung	職業	N;FEM;SG	N
gelesen	讀	lesen	讀	V;V.PTCP	V
gelesen	讀取	lesen	讀取	V;V.PTCP	V
erklärung	宣言	erklärung	宣言	N;NOM;FEM;SG	N
ausland	海外	auslinden	海外	N;NOM;NEUT;SG	N
ausland	國外	auslinden	國外	N;NOM;NEUT;SG	N
ausland	國外	auslinden	國外	N;NOM;NEUT;SG	N
ausland	外國	auslinden	外國	N;NOM;NEUT;SG	N
ausland	外籍	auslinden	外籍	N;NOM;NEUT;SG	N
funktionen	地物	funktionen	地物	V;NFIN	V
eigenschaften	地物	eigenschaft	地物	V;NFIN	V
versuchen	嘗試	versuchen	嘗試	V;NFIN	V
versuchen	試試	versuchen	試試	V;NFIN	V
versuchen	嘗試	versuchen	嘗試	V;NFIN	V
versuchen	嘗試	versuchen	嘗試	V;NFIN	V
versuchen	企圖	versuchen	企圖	V;NFIN	V
offizier	官	offizier	官	N;NOM;MASC;SG	N
offizier	軍官	offizier	軍官	N;NOM;MASC;SG	N
erklären	解釋	erklären	解釋	V;NFIN	V
erklären	申報	erklären	申報	V;NFIN	V
filmen	拍攝	filmen	拍攝	V;NFIN	V
aufgebaut	建	aufbauen	建	V;V.PTCP	V
volk	民謠	volk	民謠	N;NOM;NEUT;SG	N
volk	民間	volk	民間	N;NOM;NEUT;SG	N
volk	民俗	volk	民俗	N;NOM;NEUT;SG	N
universitäten	大學	universitäten	大學	N;NOM;PL	N
universitäten	學院	universitäten	學院	N;NOM;PL	N
universitäten	院校	universitäten	院校	N;NOM;PL	N
universitäten	大學	universitäten	大學	N;NOM;PL	N
benötigt	需要	benötigen	需要	V;V.PTCP	V
benötigt	需要	benötigen	需要	V;V.PTCP	V
benötigt	需要	benötigen	需要	V;V.PTCP	V
songs	歌曲	songs	歌曲	N;NOM;MASC;PL	N
songs	歌	songs	歌	N;NOM;MASC;PL	N
beziehung	關係	Beziehung	關係	N;SG	N
beziehung	戀愛	Beziehung	戀愛	N;SG	N
beziehung	感情	Beziehung	感情	N;SG	N
beziehung	關係	Beziehung	關係	N;SG	N
bezeichnete	指定	bezeichnen	指定	V;IND;SG;3;PST;FIN	V
verbessern	改進	verbessern	改進	V;NFIN	V
verbessern	改善	verbessern	改善	V;NFIN	V
verbessern	改進	verbessern	改進	V;NFIN	V
verbessern	改善	verbessern	改善	V;NFIN	V
vorgesehen	排定	vorsehen	排定	V;V.PTCP	V
untersuchung	考試	untersuchung	考試	N;SG	N
untersuchung	查詢	untersuchung	查詢	N;SG	N
züge	火車	züg	火車	N;NOM;MASC;PL	N
züge	列車	züg	列車	N;NOM;MASC;PL	N
muß	必須	müssen	必須	V;IND;SG;3;PRS;FIN	V
besetzt	忙	besetzen	忙	V;V.PTCP	V
besetzt	忙	besetzen	忙	V;V.PTCP	V
traf	遇見	treffen	遇見	V;IND;SG;3;PST;FIN	V
wahlen	選舉	wahlen	選舉	V;NFIN	V
wahlen	選舉	wahlen	選舉	V;NFIN	V
wahlkreis	選區	wahlkreis	選區	N	N
wahlkreis	選區	wahlkreis	選區	N	N
entfernen	刪除	entfernen	刪除	V;NFIN	V
entfernen	刪去	entfernen	刪去	V;NFIN	V
entfernen	刪除	entfernen	刪除	V;NFIN	V
entfernen	移除	entfernen	移除	V;NFIN	V
automatisch	自動	automatisch	自動	ADJ	ADJ
eingetragen	註冊	eintragen	註冊	V;V.PTCP	V
diverse	各式	divers	各式	N;NOM;FEM;PL	N
verfassung	憲政	verfassung	憲政	N;NOM;FEM;SG	N
verfassung	憲法	verfassung	憲法	N;NOM;FEM;SG	N
verfassung	憲法	verfassung	憲法	N;NOM;FEM;SG	N
getrennt	分居	trennen	分居	V;V.PTCP	V
getrennt	斷線	trennen	斷線	V;V.PTCP	V
getrennt	分離	trennen	分離	V;V.PTCP	V
beendet	完成	beenden	完成	V;V.PTCP	V
zeitweise	暫時	zeitweise	暫時	ADV	ADV
speziell	具體	speziell	具體	ADJ	ADJ
mitarbeit	協作	mitarbeit	協作	N;NOM;SG	N
plan	計畫	plan	計畫	N	N
verurteilt	定罪	verurteilen	定罪	V;V.PTCP	V
verurteilt	判刑	verurteilen	判刑	V;V.PTCP	V
schweren	嚴重	schwer	嚴重	ADJ;SG	ADJ
geb	生	geb	生	V;V.PTCP	V
geb	誕生	geb	誕生	V;V.PTCP	V
geb	出生	geb	出生	V;V.PTCP	V
entwurf	藍圖	entwerfen	藍圖	N	N
entwurf	草稿	entwerfen	草稿	N	N
entwurf	草稿	entwerfen	草稿	N	N
auszeichnung	區分	auszeichnung	區分	N;NOM;FEM;SG	N
auszeichnung	區別	auszeichnung	區別	N;NOM;FEM;SG	N
auszeichnung	獎	auszeichnung	獎	N;NOM;FEM;SG	N
zugang	門戶	zugang	門戶	N	N
höheren	較高	hoch	較高	ADJ	ADJ
höheren	更高	hoch	更高	ADJ	ADJ
tonnen	噸	tonnen	噸	N;NOM;FEM;PL	N
tonnen	公噸	tonnen	公噸	N;NOM;FEM;PL	N
tonnen	噸	tonnen	噸	N;NOM;FEM;PL	N
tonnen	噸	tonnen	噸	N;NOM;FEM;PL	N
tonnen	噸	tonnen	噸	N;NOM;FEM;PL	N
tonnen	公噸	tonnen	公噸	N;NOM;FEM;PL	N
inhalte	內容	inhalt	內容	N	N
bedingungen	用	bedingung	用	V;NFIN	V
höhere	較高	hoch	較高	ADJ;NOM;FEM;PL	ADJ
höhere	更高	hoch	更高	ADJ;NOM;FEM;PL	ADJ
ermöglicht	啟用	ermöglichen	啟用	V;V.PTCP	V
verbindungen	化合	verbindung	化合	V;NFIN	V
reiches	豐富	reich	豐富	ADJ;NOM;NEUT;SG	ADJ
langsam	緩慢	langsam	緩慢	ADJ	ADJ
langsam	慢慢	langsam	慢慢	ADJ	ADJ
initiative	倡議	initiativ	倡議	N;NOM;FEM;SG	N
medaille	獎章	medaill	獎章	N;NOM;FEM;SG	N
medaille	勳章	medaill	勳章	N;NOM;FEM;SG	N
medaille	獎牌	medaill	獎牌	N;NOM;FEM;SG	N
chef	廚師	chef	廚師	N;NOM;MASC;SG	N
chef	首席	chef	首席	N;NOM;MASC;SG	N
chef	科長	chef	科長	N;NOM;MASC;SG	N
chef	老大	chef	老大	N;NOM;MASC;SG	N
chef	老闆	chef	老闆	N;NOM;MASC;SG	N
verschieben	推遲	verscheiben	推遲	V;NFIN	V
verschieben	延後	verscheiben	延後	V;NFIN	V
verschieben	移動	verscheiben	移動	V;NFIN	V
verschieben	感動	verscheiben	感動	V;NFIN	V
erklärte	斷言	erklären	斷言	V;IND;SG;3;PST;FIN	V
ziehen	拖	ziehen	拖	V;NFIN	V
ziehen	繪製	ziehen	繪製	V;NFIN	V
ziehen	抽籤	ziehen	抽籤	V;NFIN	V
verkaufte	賣	verkaufen	賣	V;IND;SG;3;PST;FIN	V
verkaufte	售出	verkaufen	售出	V;IND;SG;3;PST;FIN	V
gedichte	詩	gedicht	詩	N;NOM;NEUT;PL	N
gedichte	詩歌	gedicht	詩歌	N;NOM;NEUT;PL	N
gedichte	詩	gedicht	詩	N;NOM;NEUT;PL	N
gedichte	詩歌	gedicht	詩歌	N;NOM;NEUT;PL	N
produkte	商品	produkt	商品	N;NOM;NEUT;PL	N
produkte	產品	produkt	產品	N;NOM;NEUT;PL	N
produkte	產物	produkt	產物	N;NOM;NEUT;PL	N
produkte	商品	produkt	商品	N;NOM;NEUT;PL	N
produkte	產品	produkt	產品	N;NOM;NEUT;PL	N
kombination	組合	kombination	組合	N;SG	N
prinz	王子	prinz	王子	N;NOM;MASC;SG	N
prinz	太子	prinz	太子	N;NOM;MASC;SG	N
prinz	親王	prinz	親王	N;NOM;MASC;SG	N
künste	藝術	künsen	藝術	N;PL	N
drehbuch	劇本	drehbuch	劇本	N;NOM;NEUT;SG	N
drehbuch	編劇	drehbuch	編劇	N;NOM;NEUT;SG	N
drehbuch	電影	drehbuch	電影	N;NOM;NEUT;SG	N
drehbuch	劇本	drehbuch	劇本	N;NOM;NEUT;SG	N
versuche	審判	versuchen	審判	N;NOM;SG	N
versuche	試驗	versuchen	試驗	N;NOM;SG	N
versuche	實驗	versuchen	實驗	N;NOM;SG	N
junioren	初級	junior	初級	N;NOM;FEM;PL	N
junioren	少年	junior	少年	N;NOM;FEM;PL	N
antike	古老	antik	古老	ADJ;NOM;FEM;SG	ADJ
wichtigen	重要	wichtig	重要	ADJ	ADJ
verändert	修改	verändern	修改	V;V.PTCP	V
erstellen	創建	erstellen	創建	V;NFIN	V
erstellen	創建	erstellen	創建	V;NFIN	V
pokal	戰利	pokal	戰利	N;NOM;MASC;SG	N
pokal	獎	pokal	獎	N;NOM;MASC;SG	N
