csak	ちょうど	csak	ちょうど	ADV	ADV
bevétel	収入	bevétel	収入	N;NOM;SG	N
bevétel	歳入	bevétel	歳入	N;NOM;SG	N
rajongói	ファン	rajongói	ファン	N;NOM;PL	N
gáz	気体	gáz	気体	N;NOM;SG	N
gáz	ガス	gáz	ガス	N;NOM;SG	N
kommunikáció	通信	kommunikáció	通信	N;NOM;SG	N
kommunikáció	コミュニケーション	kommunikáció	コミュニケーション	N;NOM;SG	N
kommunikáció	通信	kommunikáció	通信	N;NOM;SG	N
kommunikáció	コミュニケーション	kommunikáció	コミュニケーション	N;NOM;SG	N
folytatódott	続き	folytatódik	続く	V;INDF;IND;SG;3;PST;FIN;ACT	V
folytatódott	継続	folytatódik	継続	V;INDF;IND;SG;3;PST;FIN;ACT	V
vállalatok	会社	vállalat	会社	N;NOM;PL	N
folyamatok	プロセス	folyamat	プロセス	N;NOM;PL	N
adatbázis	データベース	adatbázis	データベース	N;NOM;SG	N
szokatlan	珍しい	szokatlan	珍しい	ADJ;NOM;SG	ADJ
hagyományok	伝統	hagyomány	伝統	N;NOM;PL	N
példák	用例	példa	用例	N;NOM;PL	N
példák	実例	példa	実例	N;NOM;PL	N
lemezt	ディスク	lemez	ディスク	N;ACC;SG	N
lemezt	ディスク	lemez	ディスク	N;ACC;SG	N
lemezt	円盤	lemez	円盤	N;ACC;SG	N
anyaga	素材	anyag	素材	N;NOM;SG	N
anyaga	材料	anyag	材料	N;NOM;SG	N
anyaga	マテリアル	anyag	マテリアル	N;NOM;SG	N
oszlop	カラム	oszlop	カラム	N;NOM;SG	N
oszlop	カラム	oszlop	カラム	N;NOM;SG	N
formák	形状	forma	形状	N;NOM;PL	N
formák	シェイプ	forma	シェイプ	N;NOM;PL	N
formák	形態	forma	形態	N;NOM;PL	N
hidrogén	水素	hidrog	水素	N;NOM;SG	N
hír	ニュース	hír	ニュース	N;NOM;SG	N
képzés	トレーニング	képzés	トレーニング	N;NOM;SG	N
képzés	講習	képzés	講習	N;NOM;SG	N
kéz	両手	kéz	両手	N;NOM;SG	N
kéz	ハンド	kéz	ハンド	N;NOM;SG	N
modellek	モデル	modell	モデル	N;NOM;PL	N
macska	ネコ	macska	ネコ	N;NOM;SG	N
kormányzat	政府	kormányzat	政府	N;NOM;SG	N
dokumentum	ドキュメント	dokumentum	ドキュメント	N;NOM;SG	N
dokumentum	書類	dokumentum	書類	N;NOM;SG	N
dokumentum	文書	dokumentum	文書	N;NOM;SG	N
dokumentum	ドキュメント	dokumentum	ドキュメント	N;NOM;SG	N
dokumentum	書類	dokumentum	書類	N;NOM;SG	N
dokumentum	文書	dokumentum	文書	N;NOM;SG	N
útvonal	経路	útvonal	経路	N;NOM;SG	N
útvonal	旅程	útvonal	旅程	N;NOM;SG	N
útvonal	パス	útvonal	パス	N;NOM;SG	N
felhasználók	ユーザー	felhasználó	ユーザー	N;NOM;PL	N
felhasználók	ユーザ	felhasználó	ユーザ	N;NOM;PL	N
érem	メダル	ér	メダル	N;NOM;SG	N
stadionban	スタジアム	stadion	スタジアム	N;IN+ESS;SG	N
letartóztatták	逮捕	le+tartózik	逮捕	V;DEF;IND;PL;3;PST;FIN;ACT	V
társa	パートナー	társ	パートナー	N;NOM;SG	N
társa	コンパニオン	társ	コンパニオン	N;NOM;SG	N
zavar	騒乱	zavar	騒乱	N;NOM;SG	N
részlet	ディテール	részlet	ディテール	N;NOM;SG	N
küldetés	クエスト	küldetés	クエスト	N;NOM;SG	N
küldetés	ミッション	küldetés	ミッション	N;NOM;SG	N
műsorvezető	司会	műsorvezető	司会	N;NOM;SG	N
műsorvezető	ホスト	műsorvezető	ホスト	N;NOM;SG	N
sejtek	セル	sej	セル	N;NOM;PL	N
kedvéért	日本酒	kedv	日本酒	N;SG	N
várt	期待	vár	期待	V;INDF;IND;SG;3;PST;FIN;ACT	V
valóság	リアリティ	valóság	リアリティ	N;NOM;SG	N
valóság	現実	valóság	現実	N;NOM;SG	N
völgyben	バレー	völgy	バレー	N;IN+ESS;SG	N
drámaíró	劇作家	drámaíró	劇作家	N;NOM;SG	N
kezelés	治療	kezelés	治療	N;NOM;SG	N
kezelés	セラピー	kezelés	セラピー	N;NOM;SG	N
kezelés	トリートメント	kezelés	トリートメント	N;NOM;SG	N
kezelés	待遇	kezelés	待遇	N;NOM;SG	N
kezelés	治療	kezelés	治療	N;NOM;SG	N
stockholm	ストック	stockholm	ストック	N;NOM;SG	N
bőr	レザー	bőr	レザー	N;NOM;SG	N
bőr	皮革	bőr	皮革	N;NOM;SG	N
bőr	スキン	bőr	スキン	N;NOM;SG	N
bőr	皮膚	bőr	皮膚	N;NOM;SG	N
cselekmény	プロット	cselekmény	プロット	N;NOM;SG	N
felhasználói	ユーザー	felhasználói	ユーザー	N;NOM;PL	N
felhasználói	ユーザ	felhasználói	ユーザ	N;NOM;PL	N
felhasználói	ユーザー	felhasználói	ユーザー	N;NOM;PL	N
felhasználói	ユーザ	felhasználói	ユーザ	N;NOM;PL	N
hegyen	マウンテン	hegy	マウンテン	N;ON+ESS;SG	N
hegyen	ヒル	hegy	ヒル	N;ON+ESS;SG	N
dobok	ドラム	dob	ドラム	N;NOM;PL	N
dobok	太鼓	dob	太鼓	N;NOM;PL	N
útvonalon	経路	útvonal	経路	N;ON+ESS;SG	N
szárny	ウイング	szárny	ウイング	N;NOM;SG	N
lineáris	リニア	lineáris	リニア	N;NOM;SG	N
lineáris	線形	lineáris	線形	N;NOM;SG	N
angyal	エンジェル	angyal	エンジェル	N;NOM;SG	N
angyal	天使	angyal	天使	N;NOM;SG	N
arsenal	工廠	arsenal	工廠	N;NOM;SG	N
befejezése	竣工	befejezés	竣工	N;NOM;SG	N
megsérült	怪我	meg+sérül	怪我	V;INDF;IND;SG;3;PST;FIN;ACT	V
módosított	改訂	módosított	改訂	V;INDF;IND;SG;3;PST;FIN;ACT	V
szimfonikus	交響曲	szimfonikus	交響曲	N;NOM;SG	N
szimfonikus	シンフォニー	szimfonikus	シンフォニー	N;NOM;SG	N
akartam	求む	akar	求む	V;INDF;IND;SG;1;PST;FIN;ACT	V
gyűrű	リング	gyűrű	リング	N;NOM;SG	N
gyűrű	指輪	gyűrű	指輪	N;NOM;SG	N
gyűrű	リング	gyűrű	リング	N;NOM;SG	N
gyűrű	指輪	gyűrű	指輪	N;NOM;SG	N
borító	表紙	borító	表紙	N;NOM;SG	N
borító	被覆	borító	被覆	N;NOM;SG	N
borító	カバー	borító	カバー	N;NOM;SG	N
gyilkosság	殺人	gyilkosság	殺人	N;NOM;SG	N
gyilkosság	殺人	gyilkosság	殺人	N;NOM;SG	N
környéken	近所	környék	近所	N;ON+ESS;SG	N
környéken	近隣	környék	近隣	N;ON+ESS;SG	N
környezeti	アンビエント	környezeti	アンビエント	N;NOM;SG	N
táj	風景	táj	風景	N;NOM;SG	N
táj	景色	táj	景色	N;NOM;SG	N
táj	横長	táj	横長	N;NOM;SG	N
táj	風景	táj	風景	N;NOM;SG	N
táj	横向き	táj	横向き	N;NOM;SG	N
lovag	騎士	lovag	騎士	N;NOM;SG	N
lovag	ナイト	lovag	ナイト	N;NOM;SG	N
kiadvány	出版物	kiadvány	出版物	N;NOM;SG	N
hadosztály	師団	hadosztály	師団	N;NOM;SG	N
sportolók	選手	sportoló	選手	N;NOM;PL	N
sportolók	アスリート	sportoló	アスリート	N;NOM;PL	N
turizmus	観光	turizmus	観光	N;NOM;SG	N
érzem	感じる	érez	感じる	V;DEF;IND;SG;1;PRS;FIN;ACT	V
fegyverek	武器	fegyver	武器	N;NOM;PL	N
fegyverek	兵器	fegyver	兵器	N;NOM;PL	N
ezred	連隊	ezred	連隊	N;NOM;SG	N
fejét	ヘッド	feje	ヘッド	N;ACC;SG	N
fejét	頭部	feje	頭部	N;ACC;SG	N
vélemények	レビュー	vélemény	レビュー	N;NOM;PL	N
vélemények	意見	vélemény	意見	N;NOM;PL	N
vélemények	意見	vélemény	意見	N;NOM;PL	N
temetés	葬式	temetés	葬式	N;NOM;SG	N
temetés	葬儀	temetés	葬儀	N;NOM;SG	N
temetés	葬儀	temetés	葬儀	N;NOM;SG	N
virtuális	仮想	virtuális	仮想	N;NOM;SG	N
diák	生徒	diák	生徒	N;NOM;SG	N
diák	学生	diák	学生	N;NOM;SG	N
ábécé	アルファベット	ábéc	アルファベット	N;NOM;SG	N
fürdő	風呂	fürdő	風呂	N;NOM;SG	N
fürdő	浴室	fürdő	浴室	N;NOM;SG	N
fürdő	トイレ	fürdő	トイレ	N;NOM;SG	N
fürdő	風呂	fürdő	風呂	N;NOM;SG	N
medve	クマ	medve	クマ	N;NOM;SG	N
naptár	カレンダー	naptár	カレンダー	N;NOM;SG	N
egyenként	個別	egyenként	個別		
tudás	知識	tudás	知識	N;NOM;SG	N
szentek	聖徒	szenik	聖徒	N;NOM;PL	N
felügyelő	検査官	felügyelő	検査官	N;NOM;SG	N
pajzs	シールド	pajzs	シールド	N;NOM;SG	N
pajzs	シールド	pajzs	シールド	N;NOM;SG	N
szabadtéri	アウトドア	szabadtéri	アウトドア	N;NOM;SG	N
szabadtéri	屋外	szabadtéri	屋外	N;NOM;SG	N
nukleáris	原子力	nukleáris	原子力	N;NOM;SG	N
vezetés	リーダーシップ	vezetés	リーダーシップ	N;NOM;SG	N
atléta	アスリート	atlét	アスリート	N;NOM;SG	N
foglalkozás	職業	foglalkozás	職業	N;NOM;SG	N
foglalkozás	職業	foglalkozás	職業	N;NOM;SG	N
tartalmát	内容	tartalom	内容	N;ACC;SG	N
emlékek	メモリ	emlék	メモリ	N;NOM;PL	N
emlékek	メモリー	emlék	メモリー	N;NOM;PL	N
talaj	土壌	talaj	土壌	N;NOM;SG	N
talaj	地面	talaj	地面	N;NOM;SG	N
talaj	グラウンド	talaj	グラウンド	N;NOM;SG	N
kocsi	ワゴン	kocsi	ワゴン	N;NOM;SG	N
kocsi	自動車	kocsi	自動車	N;NOM;SG	N
kocsi	クルマ	kocsi	クルマ	N;NOM;SG	N
hegedű	ヴァイオリン	hegedű	ヴァイオリン	N;NOM;SG	N
hegedű	バイオリン	hegedű	バイオリン	N;NOM;SG	N
foglalkozása	職業	foglalkozás	職業	N;NOM;SG	N
foglalkozása	職業	foglalkozás	職業	N;NOM;SG	N
por	ダスト	por	ダスト	N;NOM;SG	N
por	砂塵	por	砂塵	N;NOM;SG	N
por	粉末	por	粉末	N;NOM;SG	N
por	パウダー	por	パウダー	N;NOM;SG	N
szellem	お	szellem	お	N;NOM;SG	N
szellem	幽霊	szellem	幽霊	N;NOM;SG	N
szellem	ゴースト	szellem	ゴースト	N;NOM;SG	N
szellem	精神	szellem	精神	N;NOM;SG	N
szellem	スピリット	szellem	スピリット	N;NOM;SG	N
rang	ランク	rang	ランク	N;NOM;SG	N
alkalmazás	アプリ	alkalmazás	アプリ	N;NOM;SG	N
alkalmazás	アプリケーション	alkalmazás	アプリケーション	N;NOM;SG	N
rajz	図面	rajz	図面	N;NOM;SG	N
rajz	ドローイング	rajz	ドローイング	N;NOM;SG	N
csapadék	降雨	csapadék	降雨	N;NOM;SG	N
csapadék	降雨	csapadék	降雨	N;NOM;SG	N
csapadék	降水	csapadék	降水	N;NOM;SG	N
harcos	戦士	harcos	戦士	N;NOM;SG	N
harcos	ファイター	harcos	ファイター	N;NOM;SG	N
konfliktus	紛争	konfliktus	紛争	N;NOM;SG	N
konfliktus	コンフリクト	konfliktus	コンフリクト	N;NOM;SG	N
konfliktus	紛争	konfliktus	紛争	N;NOM;SG	N
konfliktus	コンフリクト	konfliktus	コンフリクト	N;NOM;SG	N
oltár	祭壇	oltár	祭壇	N;NOM;SG	N
kísérletek	トライアル	kísérlet	トライアル	N;NOM;PL	N
kísérletek	試練	kísérlet	試練	N;NOM;PL	N
kísérletek	実験	kísérlet	実験	N;NOM;PL	N
színek	カラー	szín	カラー	N;NOM;PL	N
színek	カラー	szín	カラー	N;NOM;PL	N
színek	カラー	szín	カラー	N;NOM;PL	N
paraméterek	パラメータ	paraméter	パラメータ	N;NOM;PL	N
paraméterek	パラメータ	paraméter	パラメータ	N;NOM;PL	N
paraméterek	パラメーター	paraméter	パラメーター	N;NOM;PL	N
hímek	オス	hím	オス	N;NOM;PL	N
beszélgetés	ディスカッション	beszélgetés	ディスカッション	N;NOM;SG	N
beszélgetés	スレッド	beszélgetés	スレッド	N;NOM;SG	N
beszélgetés	チャット	beszélgetés	チャット	N;NOM;SG	N
beszélgetés	トーク	beszélgetés	トーク	N;NOM;SG	N
gyógyszerek	薬物	gyógyszer	薬物	N;NOM;PL	N
gyógyszerek	医薬品	gyógyszer	医薬品	N;NOM;PL	N
özvegy	やもめ	özvegy	やもめ		
kórus	合唱	kórus	合唱	N;NOM;SG	N
kórus	コーラス	kórus	コーラス	N;NOM;SG	N
karrier	経歴	karrier	経歴	N;NOM;SG	N
karrier	キャリア	karrier	キャリア	N;NOM;SG	N
karrier	キャリア	karrier	キャリア	N;NOM;SG	N
karrier	求人	karrier	求人	N;NOM;SG	N
feszültség	テンション	feszültség	テンション	N;NOM;SG	N
feszültség	電圧	feszültség	電圧	N;NOM;SG	N
bemutatása	プレゼン	bemutatás	プレゼン	N;NOM;SG	N
bemutatása	プレゼンテーション	bemutatás	プレゼンテーション	N;NOM;SG	N
szavakat	言葉	szó	言葉	N;ACC;PL	N
szavakat	単語	szó	単語	N;ACC;PL	N
járatok	フライト	járat	フライト	N;NOM;PL	N
háttérben	背景	háttér	背景	N;IN+ESS;SG	N
háttérben	バックグラウンド	háttér	バックグラウンド	N;IN+ESS;SG	N
karácsony	クリスマス	karácsony	クリスマス	N;NOM;SG	N
felszíni	表面	fel+színi	表面	N;NOM;SG	N
felszíni	曲面	fel+színi	曲面	N;NOM;SG	N
kontinens	本土	kontinens	本土	N;NOM;SG	N
kontinens	大陸	kontinens	大陸	N;NOM;SG	N
kontinens	大陸	kontinens	大陸	N;NOM;SG	N
esetenként	時折	eset	時折	N;ABS;SG	N
időjárás	天気	időjárás	天気	N;NOM;SG	N
időjárás	気象	időjárás	気象	N;NOM;SG	N
szobrot	彫像	szobor	彫像	N;ACC;SG	N
erika	えりか	erika	えりか		
piac	マーケット	piac	マーケット	N;NOM;SG	N
piac	マーケット	piac	マーケット	N;NOM;SG	N
piac	市場	piac	市場	N;NOM;SG	N
piac	マーケット	piac	マーケット	N;NOM;SG	N
akusztikus	アコースティック	akusztikus	アコースティック	N;NOM;SG	N
személyiség	個性	személyiség	個性	N;NOM;SG	N
személyiség	人柄	személyiség	人柄	N;NOM;SG	N
személyiség	性格	személyiség	性格	N;NOM;SG	N
személyiség	人格	személyiség	人格	N;NOM;SG	N
személyiség	パーソナリティ	személyiség	パーソナリティ	N;NOM;SG	N
tulajdonságai	プロパティ	tulajdonság	プロパティ	N;NOM;PL	N
tulajdonságai	属性	tulajdonság	属性	N;NOM;PL	N
távolság	距離	távolság	距離	N;NOM;SG	N
távolság	範囲	távolság	範囲	N;NOM;SG	N
távolság	レンジ	távolság	レンジ	N;NOM;SG	N
távolság	間隔	távolság	間隔	N;NOM;SG	N
fosszilis	化石	fosszilis	化石	N;NOM;SG	N
ismeretek	知識	ismeret	知識	N;NOM;PL	N
óvoda	幼稚	óvoda	幼稚	N;NOM;SG	N
óvoda	保育園	óvoda	保育園	N;NOM;SG	N
óvoda	保育	óvoda	保育	N;NOM;SG	N
óvoda	幼稚	óvoda	幼稚	N;NOM;SG	N
tavak	湖沼	tavak	湖沼	N;NOM;PL	N
jelöltek	候補	jelöl	候補	N;NOM;PL	N
vegyület	化合物	vegyület	化合物	N;NOM;SG	N
grófnő	伯爵	grófnő	伯爵	N;NOM;SG	N
sérült	怪我	sérül	怪我	V;INDF;IND;SG;3;PST;FIN;ACT	V
sérült	負傷	sérül	負傷	V;INDF;IND;SG;3;PST;FIN;ACT	V
tavasz	スプリング	tavasz	スプリング	N;NOM;SG	N
reakció	リアクション	reakció	リアクション	N;NOM;SG	N
reakció	レスポンス	reakció	レスポンス	N;NOM;SG	N
élni	生きる	él	生きる	V;NFIN;ACT	V
színpad	舞台	színpad	舞台	N;NOM;SG	N
színpad	ステージ	színpad	ステージ	N;NOM;SG	N
terminus	終着	terminus	終着	N;NOM;SG	N
terminus	終点	terminus	終点	N;NOM;SG	N
alagút	トンネル	alagút	トンネル	N;NOM;SG	N
alagút	トンネル	alagút	トンネル	N;NOM;SG	N
régész	考古学	régész	考古学	N;NOM;SG	N
többszörös	倍	többszörös	倍	N;NOM;SG	N
többszörös	複数	többszörös	複数	N;NOM;SG	N
válság	危機	válság	危機	N;NOM;SG	N
rendőr	警察官	rendőr	警察官	N;NOM;SG	N
rendőr	警察	rendőr	警察	N;NOM;SG	N
elődöntőben	準決勝	elődöntő	準決勝	N;IN+ESS;SG	N
manga	漫画	manga	漫画	N;NOM;SG	N
manga	マンガ	manga	マンガ	N;NOM;SG	N
művészetek	芸術	művészet	芸術	N;NOM;PL	N
egészséges	健康	egészséges	健康	ADJ;NOM;SG	ADJ
soul	霊魂	soul	霊魂		
barátok	友だち	barát	友だち	N;NOM;PL	N
barátok	友達	barát	友達	N;NOM;PL	N
jelölések	シンボル	jelölés	シンボル	N;NOM;PL	N
jelölések	記号	jelölés	記号	N;NOM;PL	N
jelölések	ノミネート	jelölés	ノミネート	N;NOM;PL	N
betegek	患者	beteg	患者	N;NOM;PL	N
betegek	病気	beteg	病気	N;NOM;PL	N
ciklus	サイクル	ciklus	サイクル	N;NOM;SG	N
ciklus	サイクル	ciklus	サイクル	N;NOM;SG	N
képregény	漫画	képregény	漫画	N;NOM;SG	N
képregény	コミック	képregény	コミック	N;NOM;SG	N
képregény	コミック	képregény	コミック	N;NOM;SG	N
elutasította	却下	el+utasít	却下	V;DEF;IND;SG;3;PST;FIN;ACT	V
hüllők	爬虫	hüllő	爬虫	N;NOM;PL	N
tanulni	学習	tanul	学習	V;NFIN;ACT	V
tanulni	学ぶ	tanul	学ぶ	V;NFIN;ACT	V
helyek	場所	hely	場所	N;NOM;PL	N
helyek	スポット	hely	スポット	N;NOM;PL	N
helyek	所在	hely	所在	N;NOM;PL	N
tényező	ファクター	tényező	ファクター	N;NOM;SG	N
tényező	因子	tényező	因子	N;NOM;SG	N
tényező	係数	tényező	係数	N;NOM;SG	N
előadások	セミナー	előadás	セミナー	N;NOM;PL	N
előadások	プレゼン	előadás	プレゼン	N;NOM;PL	N
előadások	プレゼンテーション	előadás	プレゼンテーション	N;NOM;PL	N
grafikai	グラフィック	grafikai	グラフィック	N;NOM;SG	N
támogatás	扶助	támogatás	扶助	N;NOM;SG	N
eladott	落札	eladott	落札	V;INDF;IND;SG;3;PST;FIN;ACT	V
levele	手紙	levél	手紙	N;NOM;SG	N
levele	レター	levél	レター	N;NOM;SG	N
piaci	市場	piaci	市場	N;NOM;SG	N
piaci	マーケット	piaci	マーケット	N;NOM;SG	N
nagyméretű	大きい	nagyméretű	大きい	ADJ;NOM;SG	ADJ
lehetőségek	可能性	lehetőség	可能性	N;NOM;PL	N
lehetőségek	オプション	lehetőség	オプション	N;NOM;PL	N
lehetőségek	機会	lehetőség	機会	N;NOM;PL	N
befolyásolja	影響	befolyásol	影響	V;DEF;IND;SG;3;PRS;FIN;ACT	V
készülnek	準備	készül	準備	V;INDF;IND;PL;3;PRS;FIN;ACT	V
ünnepek	祝日	ünnep	祝日	N;NOM;PL	N
ünnepek	休日	ünnep	休日	N;NOM;PL	N
nemesek	貴族	nemes	貴族	N;NOM;PL	N
mozi	映画	mozi	映画	N;NOM;SG	N
mozi	映画	mozi	映画	N;NOM;SG	N
mozi	ムービー	mozi	ムービー	N;NOM;SG	N
mozi	映画	mozi	映画	N;NOM;SG	N
helyben	地元	hely	地元	N;IN+ESS;SG	N
egyén	個人	egyén	個人	N;NOM;SG	N
jellemzői	特性	jellemző	特性	N;NOM;PL	N
jellemzői	特色	jellemző	特色	N;NOM;PL	N
jellemzői	特徴	jellemző	特徴	N;NOM;PL	N
jellemzői	機能	jellemző	機能	N;NOM;PL	N
jellemzői	特徴	jellemző	特徴	N;NOM;PL	N
termelés	プロダクション	termelés	プロダクション	N;NOM;SG	N
állítás	債権	állítás	債権	N;NOM;SG	N
állítás	ステートメント	állítás	ステートメント	N;NOM;SG	N
állítás	声明	állítás	声明	N;NOM;SG	N
rajongók	ファン	rajongó	ファン	N;NOM;PL	N
megsemmisült	破壊	megsemmisült	破壊	V;INDF;IND;SG;3;PST;FIN;ACT	V
versenyek	コンテスト	verseny	コンテスト	N;NOM;PL	N
becenév	愛称	becenév	愛称	N;NOM;SG	N
becenév	ニックネーム	becenév	ニックネーム	N;NOM;SG	N
megoldani	解決	meg+old	解決	V;NFIN;ACT	V
megoldani	解消	meg+old	解消	V;NFIN;ACT	V
vászon	リネン	vász	リネン	N;NOM;SG	N
vászon	キャンバス	vász	キャンバス	N;NOM;SG	N
erőt	体力	erő	体力	N;ACC;SG	N
erőt	強度	erő	強度	N;ACC;SG	N
logika	論理	logika	論理	N;NOM;SG	N
neveket	名前	nevék	名前	N;ACC;PL	N
neveket	名称	nevék	名称	N;ACC;PL	N
kézirat	原稿	kézirat	原稿	N;NOM;SG	N
kézirat	写本	kézirat	写本	N;NOM;SG	N
felület	表面	felület	表面	N;NOM;SG	N
felület	曲面	felület	曲面	N;NOM;SG	N
leány	処女	leány	処女	N;NOM;SG	N
lények	生き物	lény	生き物	N;NOM;PL	N
élelmiszer	食べ物	élelmiszer	食べ物	N;NOM;SG	N
élelmiszer	食品	élelmiszer	食品	N;NOM;SG	N
sáv	レーン	sáv	レーン	N;NOM;SG	N
sáv	車線	sáv	車線	N;NOM;SG	N
sáv	ストリップ	sáv	ストリップ	N;NOM;SG	N
eleje	フロント	eleje	フロント	N;NOM;SG	N
eleje	表側	eleje	表側	N;NOM;SG	N
eleje	前面	eleje	前面	N;NOM;SG	N
virágok	お	virág	お	N;NOM;PL	N
arány	レート	arány	レート	N;NOM;SG	N
arány	比率	arány	比率	N;NOM;SG	N
nátrium	ナトリウム	nátrium	ナトリウム	N;NOM;SG	N
motoros	バイク	motoros	バイク	N;NOM;SG	N
motoros	オートバイ	motoros	オートバイ	N;NOM;SG	N
láb	フィート	láb	フィート	N;NOM;SG	N
láb	両足	láb	両足	N;NOM;SG	N
láb	フィート	láb	フィート	N;NOM;SG	N
menekültek	難民	menekült	難民	N;NOM;PL	N
hadtest	軍団	hadtest	軍団	N;NOM;SG	N
dokumentumfilm	ドキュメンタリー	dokumentumfilm	ドキュメンタリー	N;NOM;SG	N
ifjúság	青年	ifjúság	青年	N;NOM;SG	N
ifjúság	若者	ifjúság	若者	N;NOM;SG	N
ifjúság	ユース	ifjúság	ユース	N;NOM;SG	N
ifjúság	青春	ifjúság	青春	N;NOM;SG	N
lyuk	ホール	lyuk	ホール	N;NOM;SG	N
kereskedők	商人	kereskedő	商人	N;NOM;PL	N
bizonyíték	プルーフ	bizonyíték	プルーフ	N;NOM;SG	N
bizonyíték	証拠	bizonyíték	証拠	N;NOM;SG	N
bizonyíték	証拠	bizonyíték	証拠	N;NOM;SG	N
arc	フェイス	arc	フェイス	N;NOM;SG	N
összességében	全体	összesség	全体	N;IN+ESS;SG	N
javaslatok	おすすめ	javaslat	おすすめ	N;NOM;PL	N
javaslatok	おすすめ	javaslat	おすすめ	N;NOM;PL	N
idény	季節	idény	季節	N;NOM;SG	N
idény	シーズン	idény	シーズン	N;NOM;SG	N
kezét	ハンド	kéz	ハンド	N;ACC;SG	N
lény	生き物	lény	生き物	N;NOM;SG	N
kitüntetés	メダル	kitüntetés	メダル	N;NOM;SG	N
papír	用紙	papír	用紙	N;NOM;SG	N
papír	ペーパー	papír	ペーパー	N;NOM;SG	N
trónt	玉座	trónt	玉座	N;ACC;SG	N
műemlékek	モニュメント	mű	モニュメント	N;NOM;PL	N
műemlékek	記念碑	mű	記念碑	N;NOM;PL	N
mesék	記事	mesék	記事	N;NOM;PL	N
mesék	ストーリー	mesék	ストーリー	N;NOM;PL	N
kút	噴水	kút	噴水	N;NOM;SG	N
dokumentumok	ドキュメント	dokumentum	ドキュメント	N;NOM;PL	N
dokumentumok	書類	dokumentum	書類	N;NOM;PL	N
dokumentumok	文書	dokumentum	文書	N;NOM;PL	N
mese	記事	mese	記事	N;NOM;SG	N
mese	ストーリー	mese	ストーリー	N;NOM;SG	N
mese	物語	mese	物語	N;NOM;SG	N
mese	おとぎ	mese	おとぎ	N;NOM;SG	N
dalszerző	ソングライター	dalszerző	ソングライター	N;NOM;SG	N
dalszerző	ソングライター	dalszerző	ソングライター	N;NOM;SG	N
kezelése	ハンドリング	kezelés	ハンドリング	N;NOM;SG	N
kezelése	トリートメント	kezelés	トリートメント	N;NOM;SG	N
kezelése	待遇	kezelés	待遇	N;NOM;SG	N
kezelése	治療	kezelés	治療	N;NOM;SG	N
string	ストリング	string	ストリング	N;NOM;SG	N
nemek	性別	én	性別	N;NOM;PL	N
nemek	ジェンダー	én	ジェンダー	N;NOM;PL	N
betűk	手紙	betű	手紙	N;NOM;PL	N
eltérés	偏差	eltérés	偏差	N;NOM;SG	N
ösztöndíj	フェローシップ	ösztöndíj	フェローシップ	N;NOM;SG	N
hibák	エラー	hiba	エラー	N;NOM;PL	N
hibák	間違い	hiba	間違い	N;NOM;PL	N
zóna	ゾーン	zóna	ゾーン	N;NOM;SG	N
fogalmak	用語	fogalom	用語	N;NOM;PL	N
fogalmak	概念	fogalom	概念	N;NOM;PL	N
fogalmak	コンセプト	fogalom	コンセプト	N;NOM;PL	N
elbeszélés	ストーリー	elbeszélés	ストーリー	N;NOM;SG	N
elbeszélés	物語	elbeszélés	物語	N;NOM;SG	N
elmegy	去る	el+megy	去る	V;INDF;IND;SG;3;PRS;FIN;ACT	V
tárgyalások	ネゴシエーション	tárgyalás	ネゴシエーション	N;NOM;PL	N
súlya	重量	súly	重量	N;NOM;SG	N
súlya	体重	súly	体重	N;NOM;SG	N
formát	図形	forma	図形	N;ACC;SG	N
formát	形状	forma	形状	N;ACC;SG	N
formát	シェイプ	forma	シェイプ	N;ACC;SG	N
szőke	金髪	szőke	金髪	N;NOM;SG	N
szőke	金髪	szőke	金髪	N;NOM;SG	N
japánok	日本人	japán	日本人	N;NOM;PL	N
japánok	ジャパニーズ	japán	ジャパニーズ	N;NOM;PL	N
japánok	日本語	japán	日本語	N;NOM;PL	N
küzdelem	闘争	küzdelem	闘争	N;NOM;SG	N
küzdelem	格闘	küzdelem	格闘	N;NOM;SG	N
küzdelem	ファイティング	küzdelem	ファイティング	N;NOM;SG	N
mozgás	モーション	mozgás	モーション	N;NOM;SG	N
mozgás	ムーブ	mozgás	ムーブ	N;NOM;SG	N
mozgás	ムーブメント	mozgás	ムーブメント	N;NOM;SG	N
mozgás	楽章	mozgás	楽章	N;NOM;SG	N
nézők	観客	néző	観客	N;NOM;PL	N
tornász	体操	tornász	体操	N;NOM;SG	N
tornász	体操	tornász	体操	N;NOM;SG	N
tornász	体操	tornász	体操	N;NOM;SG	N
hawaii	ハワイアン	hapai	ハワイアン	N;NOM;SG	N
szobrok	彫刻	szobor	彫刻	N;NOM;PL	N
szobrok	彫像	szobor	彫像	N;NOM;PL	N
szobrok	彫刻	szobor	彫刻	N;NOM;PL	N
vírus	バイラル	vírus	バイラル	N;NOM;SG	N
vírus	ウィルス	vírus	ウィルス	N;NOM;SG	N
vírus	ウイルス	vírus	ウイルス	N;NOM;SG	N
elismerést	鑑	elismerés	鑑	N;ACC;SG	N
ítélet	審判	ítélet	審判	N;NOM;SG	N
ítélet	評決	ítélet	評決	N;NOM;SG	N
ítélet	判決	ítélet	判決	N;NOM;SG	N
ítélet	センテンス	ítélet	センテンス	N;NOM;SG	N
ítélet	文章	ítélet	文章	N;NOM;SG	N
