και	og	και	og	CONJ	CONJ
θεά	gudinne	θεά	gudinne	N;NOM;FEM;SG	N;INDF;FEM;SG
κρίσιμη	kritisk	κρίσιμος	kritisk	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
κωδικός	kodeks	κωδικός	kodeks	ADJ;NOM;MASC;SG	ADJ;INDF;SG
τύχη	formue	τύχη	formue	N;ACC;FEM;SG	N;INDF;MASC;SG
τύχη	fortune	τύχη	fortun	N;ACC;FEM;SG	N;INDF;MASC;SG
τύχη	flaks	τύχη	flaks	N;ACC;FEM;SG	N;INDF;MASC;SG
τύχη	hell	τύχη	hell	N;ACC;FEM;SG	N;INDF;MASC;SG
παραμένουν	forblir	παραμένω	forblir	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;PRS;FIN
επικοινωνία	kommunikasjon	επικοινωνία	kommunikasjon	N;NOM;FEM;SG	N;INDF;MASC;SG
επικοινωνία	kontakte	επικοινωνία	kontakt	N;NOM;FEM;SG	N;INDF;NEUT;SG
επικοινωνία	kontakt	επικοινωνία	kontakt	N;NOM;FEM;SG	N;INDF;MASC;SG
επικοινωνία	contact	επικοινωνία	contact	N;NOM;FEM;SG	N
επικοινωνία	kommunikasjon	επικοινωνία	kommunikasjon	N;NOM;FEM;SG	N;INDF;MASC;SG
είδε	såg	βλέπω	sjå	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN
δόξα	berømmelse	δίχομαι	berømmelse	N;ACC;FEM;SG	N;INDF;MASC;SG
δόξα	fame	δίχομαι	fame	N;ACC;FEM;SG	N;INDF;MASC;SG
δόξα	ære	δίχομαι	ære	N;ACC;FEM;SG	N;INDF;FEM;SG
δόξα	glory	δίχομαι	glory	N;ACC;FEM;SG	N;INDF;NEUT;SG
δόξα	herlighet	δίχομαι	herlighet	N;ACC;FEM;SG	N;INDF;FEM;SG
πέμπτη	fifth	πέμπτη	fifth	N;ACC;FEM;SG	N
πέμπτη	torsdagen	πέμπτη	torsdag	N;ACC;FEM;SG	N;DEF;MASC;SG
πέμπτη	torsdag	πέμπτη	torsdag	N;ACC;FEM;SG	N;INDF;MASC;SG
πέμπτη	thursday	πέμπτη	thursday	N;ACC;FEM;SG	N;INDF;MASC;SG
ποσότητες	mengder	ποσότητα	mengd	N;NOM;FEM;PL	N;INDF;FEM;PL
ποσότητες	mengde	ποσότητα	mengde	N;NOM;FEM;PL	N
καθολική	katolsk	καθολικός	katolsk	ADJ;NOM;FEM;SG	ADJ;INDF;SG
καθολική	universell	καθολικός	universell	ADJ;NOM;FEM;SG	ADJ;INDF;SG
αίσθηση	feeling	αίσθηση	feeling	N;ACC;FEM;SG	N;INDF;FEM;SG
αίσθηση	følelsen	αίσθηση	følels	N;ACC;FEM;SG	N;DEF;MASC;SG
αίσθηση	følelse	αίσθηση	følelse	N;ACC;FEM;SG	N;INDF;MASC;SG
αίσθηση	innlevelse	αίσθηση	innlevelse	N;ACC;FEM;SG	N;INDF;MASC;SG
αίσθηση	sensasjon	αίσθηση	sensasjon	N;ACC;FEM;SG	N;INDF;MASC;SG
αίσθηση	forstand	αίσθηση	forstand	N;ACC;FEM;SG	N;INDF;MASC;SG
αίσθηση	vett	αίσθηση	vete	N;ACC;FEM;SG	N;INDF;MASC;SG
αίσθηση	fornuft	αίσθηση	fornuft	N;ACC;FEM;SG	N;INDF;FEM;SG
εξίσωση	ligning	εξίσωση	ligning	N;NOM;FEM;SG	N;INDF;FEM;SG
μοίρα	skvadron	μοίρα	skvadron	N;NOM;FEM;SG	N;INDF;MASC;SG
μοίρα	skvadronen	μοίρα	skvadron	N;NOM;FEM;SG	N;DEF;MASC;SG
μοίρα	skjebnen	μοίρα	skjebn	N;NOM;FEM;SG	N;DEF;MASC;SG
μοίρα	skjebne	μοίρα	skjebe	N;NOM;FEM;SG	N;INDF;FEM;SG
μοίρα	destiny	μοίρα	destiny	N;NOM;FEM;SG	N
μοίρα	skjebnen	μοίρα	skjebn	N;NOM;FEM;SG	N;DEF;MASC;SG
μοίρα	skjebne	μοίρα	skjebe	N;NOM;FEM;SG	N;INDF;FEM;SG
ασθένεια	sykdom	ασθένεια	sykdom	N;NOM;FEM;SG	N;INDF;MASC;SG
ασθένεια	sykdom	ασθένεια	sykdom	N;NOM;FEM;SG	N;INDF;MASC;SG
αρχαίος	eldgammelt	αρχαίος	eldgammelt	ADJ;NOM;MASC;SG	ADJ;INDF;NEUT;SG
σύνοδο	summit	σύνοδο	summit	N;NOM;FEM;SG	N;INDF;NEUT;SG
σύνοδο	toppmøte	σύνοδο	toppmøte	N;NOM;FEM;SG	N;INDF;NEUT;SG
φυλακή	fengsel	φυλακή	fengsel	N;ACC;FEM;SG	N;INDF;NEUT;SG
πλήρης	full	πλήρης	full	ADJ;NOM;FEM;SG	ADJ;INDF;SG
πλήρης	fullt	πλήρης	full	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
πλήρης	komplett	πλήρης	komplett	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
πλήρης	fullført	πλήρης	fullføre	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
στρατιωτικοί	militære	στρατιωτικός	militær	ADJ;NOM;MASC;PL	ADJ;PL
περιουσία	formue	περιουσία	formue	N;ACC;FEM;SG	N;INDF;MASC;SG
περιουσία	fortune	περιουσία	fortun	N;ACC;FEM;SG	N;INDF;MASC;SG
περιουσία	gods	περιουσία	gods	N;ACC;FEM;SG	N;INDF;NEUT;SG
περιουσία	godset	περιουσία	gods	N;ACC;FEM;SG	N;DEF;NEUT;SG
περιουσία	kongsgård	περιουσία	kongsgård	N;ACC;FEM;SG	N;INDF;MASC;SG
αθλητικό	atletisk	αθλητικό	atletisk	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
αθλητικό	sportslig	αθλητικό	sportslig	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
κενό	gap	κενό	gap	N;NOM;NEUT;SG	N;INDF;NEUT;SG
κενό	vacuum	κενό	vacuum	N;NOM;NEUT;SG	N
κενό	vakuum	κενό	vakuum	N;NOM;NEUT;SG	N;INDF;NEUT;SG
κενό	tomrommet	κενό	tomrom	N;NOM;NEUT;SG	N;DEF;NEUT;SG
κενό	tomrom	κενό	tomrom	N;NOM;NEUT;SG	N;INDF;NEUT;SG
κενό	tomt	κενό	tomt	N;NOM;NEUT;SG	N;INDF;FEM;SG
κενό	tomt	κενό	tomt	N;NOM;NEUT;SG	N;INDF;FEM;SG
προτείνει	anbefaler	προτείνω	anbefale	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN
βαθμοί	karakterene	βαθμός	karaktere	N;NOM;MASC;PL	N;DEF;MASC;PL
βαθμοί	punkter	βαθμός	punkter	N;NOM;MASC;PL	N;INDF;FEM;PL
βαθμοί	grader	βαθμός	grad	N;NOM;MASC;PL	N;INDF;FEM;PL
στέλεχος	belastning	στέλεχος	belastning	N;NOM;MASC;SG	N;INDF;FEM;SG
αριστερό	venstresiden	αριστερός	venstreside	N;NOM;NEUT;SG	N;DEF;MASC;SG
αριστερό	venstre	αριστερός	venstre	N;NOM;NEUT;SG	N;NEUT
αριστερό	left	αριστερός	left	N;NOM;NEUT;SG	N;INDF;NEUT;SG
λαμβάνοντας	tar	λαμβάνω	ta	V;IPFV;V.CVB;ACT	V;IND;PRS;FIN
σχετικές	relevante	σχετικός	relevant	ADJ;NOM;FEM;PL	ADJ;PL
σχετικές	relaterte	σχετικός	relatere	ADJ;NOM;FEM;PL	ADJ;PL;V.PTCP
μοριακή	molekylær	μοριακή	molekylær	ADJ;NOM;FEM;SG	ADJ;INDF;SG
σχηματισμό	formasjon	σχηματισμός	formasjon	N;ACC;MASC;SG	N;INDF;MASC;SG
τυπικά	vanligvis	τυπικά	vanligvis	ADV	ADV
πέραν	utover	πέραν	utover	ADP	ADP
άγγελος	engelen	άγγελος	engel	N;NOM;MASC;SG	N;DEF;MASC;SG
άγγελος	engel	άγγελος	engel	N;NOM;MASC;SG	N;INDF;MASC;SG
άγγελος	angel	άγγελος	angel	N;NOM;MASC;SG	N;INDF;MASC;SG
ευαισθησία	følsom	ευαισθησία	følsom	N;ACC;FEM;SG	N;INDF;MASC;SG
ευαισθησία	følsomhet	ευαισθησία	følsomhet	N;ACC;FEM;SG	N;INDF;NEUT;SG
ευαισθησία	ømhet	ευαισθησία	ømhat	N;ACC;FEM;SG	N;INDF;MASC;SG
κόρες	pupillene	κόρα	pupille	N;NOM;FEM;PL	N;DEF;FEM;PL
κόρες	elevene	κόρα	elev	N;NOM;FEM;PL	N;DEF;FEM;PL
κόρες	døtrene	κόρα	dotter	N;NOM;FEM;PL	N;DEF;FEM;PL
οργανική	organisk	οργανικός	organisk	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
οργανική	økologisk	οργανικός	økologisk	ADJ;NOM;FEM;SG	ADJ;INDF;SG
εργοστάσιο	plante	εργοστάσιο	plant	N;NOM;NEUT;SG	N;INDF;FEM;SG
εργοστάσιο	fabrikk	εργοστάσιο	fabrikk	N;NOM;NEUT;SG	N;INDF;MASC;SG
θερμοκρασίες	temperaturer	θερμοκρασία	temperatur	N;NOM;FEM;PL	N;INDF;MASC;PL
προσωρινή	midlertidig	προσωρινός	midlertidig	ADJ;NOM;FEM;SG	ADJ;INDF;SG
προσωρινή	provisorisk	προσωρινός	provisorisk	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
κωμωδία	komedie	κωμωδία	komedie	N;NOM;FEM;SG	N;INDF;MASC;SG
ηθοποιό	skuespillerinnen	ηθοποιός	skuespillerinn	N;NOM;FEM;SG	N;DEF;MASC;SG
ηθοποιό	skuespillerinne	ηθοποιός	skuespillerinne	N;NOM;FEM;SG	N;INDF;FEM;SG
ηθοποιό	skuespiller	ηθοποιός	skuespille	N;NOM;FEM;SG	N;INDF;MASC;SG
φυλές	stammer	φυλή	stamme	N;NOM;FEM;PL	N;INDF;FEM;PL
φυλές	klanene	φυλή	klane	N;NOM;FEM;PL	N;DEF;FEM;PL
φυλές	klaner	φυλή	klane	N;NOM;FEM;PL	N;INDF;FEM;PL
συγγραφή	skriving	συγγραφή	skriving	N;NOM;FEM;SG	N;INDF;FEM;SG
κυβερνήτη	captain	κυβερνήτης	captain	N;ACC;MASC;SG	N;INDF;MASC;SG
κυβερνήτη	kaptein	κυβερνήτης	kaptein	N;ACC;MASC;SG	N;INDF;MASC;SG
κυβερνήτη	guvernør	κυβερνήτης	guvernør	N;ACC;MASC;SG	N;INDF;MASC;SG
κυβερνήτη	stattholder	κυβερνήτης	statthold	N;ACC;MASC;SG	N;INDF;NEUT;SG
αποφασίζει	bestemmer	αποφασίζω	bestemme	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN
εκπρόσωπος	talsmann	εκπρόσωπος	talsmann	N;NOM;MASC;SG	N;INDF;MASC;SG
εκπρόσωπος	representant	εκπρόσωπος	representant	N;NOM;MASC;SG	N;INDF;MASC;SG
εκπρόσωπος	delegat	εκπρόσωπος	delegat	N;NOM;MASC;SG	N;INDF;MASC;SG
κατασκευές	strukturer	κατασκευή	struktur	N;NOM;FEM;PL	N;INDF;MASC;PL
γέννηση	fødsel	γέννηση	fødsel	N;ACC;FEM;SG	N;INDF;MASC;SG
γέννηση	fødselen	γέννηση	fødsel	N;ACC;FEM;SG	N;DEF;MASC;SG
άκρη	kant	άκρη	kant	N;NOM;FEM;SG	N;INDF;MASC;SG
άκρη	edge	άκρη	edge	N;NOM;FEM;SG	N
άκρη	kanten	άκρη	kant	N;NOM;FEM;SG	N;DEF;MASC;SG
συναυλία	konsert	συναυλία	konsert	N;ACC;FEM;SG	N;INDF;MASC;SG
συναυλία	concert	συναυλία	concert	N;ACC;FEM;SG	N
γιορτή	holiday	γιορτής	holiday	N;NOM;FEM;SG	N;INDF;MASC;SG
γιορτή	ferie	γιορτής	ferie	N;NOM;FEM;SG	N;INDF;MASC;SG
γιορτή	helligdag	γιορτής	helligdag	N;NOM;FEM;SG	N;INDF;MASC;SG
γιορτή	festmåltid	γιορτής	festmåltid	N;NOM;FEM;SG	N;INDF;FEM;SG
γιορτή	feiring	γιορτής	feiring	N;NOM;FEM;SG	N;INDF;FEM;SG
έγγραφα	dokumenter	έγγραφο	dokumenter	N;NOM;NEUT;PL	N;INDF;FEM;PL
τακτική	regulært	τακτικός	regulær	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
τακτική	vanlig	τακτικός	vanlig	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
τακτική	taktisk	τακτικός	taktisk	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
κάλυψη	dekke	κάλυψη	dekke	N;ACC;FEM;SG	N;INDF;NEUT;SG
κάλυψη	cover	κάλυψη	cove	N;ACC;FEM;SG	N;INDF;MASC;SG
κάλυψη	deksel	κάλυψη	deksel	N;ACC;FEM;SG	N;INDF;NEUT;SG
κάλυψη	dekk	κάλυψη	dekk	N;ACC;FEM;SG	N;INDF;NEUT;SG
κάλυψη	dekning	κάλυψη	dekning	N;ACC;FEM;SG	N;INDF;FEM;SG
κάλυψη	dekningen	κάλυψη	dekning	N;ACC;FEM;SG	N;DEF;MASC;SG
σαφώς	tydligvis	σαφώς	tydligvis	ADV	ADV
σαφώς	tydeligvis	σαφώς	tydeligvis	ADV	ADV
ψευδώνυμο	dekknavn	ψεύδωνυμος	dekknavn	N;NOM;NEUT;SG	N;INDF;MASC;SG
ψευδώνυμο	alias	ψεύδωνυμος	alias	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ψευδώνυμο	kallenavn	ψεύδωνυμος	kallenavn	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ψευδώνυμο	pseudonym	ψεύδωνυμος	pseudonym	N;NOM;NEUT;SG	N;INDF;NEUT;SG
προγραμματισμού	programmering	προγραμματισμός	programmering	N;GEN;MASC;SG	N;INDF;FEM;SG
ωκεανό	hav	ωκεανός	hav	N;VOC;MASC;SG	N;INDF;NEUT;SG
ωκεανό	ocean	ωκεανός	ocean	N;VOC;MASC;SG	N
καλλιτεχνική	kunstnerisk	καλλιτεχνικός	kunstnerisk	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
θρησκευτική	religiøst	θρησκευτικός	religiøs	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
θρησκευτική	religiøs	θρησκευτικός	religiøs	ADJ;NOM;FEM;SG	ADJ;INDF;SG
παναγία	madonna	παναγία	madonna	N;NOM;FEM;SG	N;INDF;MASC;SG
εκθέσεις	utstillinger	έκθεση	utstilling	N;NOM;FEM;PL	N;INDF;FEM;PL
εκθέσεις	rapportene	έκθεση	rapport	N;NOM;FEM;PL	N;DEF;FEM;PL
πλευρό	ribben	πλευρό	ribb	N;ACC;NEUT;SG	N;DEF;MASC;SG
πλευρό	ribbein	πλευρό	ribbein	N;ACC;NEUT;SG	N;INDF;NEUT;SG
ανεξάρτητο	uavhengig	ανεξάρτητος	uavhengig	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
ανεξάρτητο	selvstendig	ανεξάρτητος	selvstendig	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
καλλιέργεια	kulturen	καλλιέργεια	kultur	N;NOM;FEM;SG	N;DEF;MASC;SG
καλλιέργεια	kultur	καλλιέργεια	kultur	N;NOM;FEM;SG	N;INDF;MASC;SG
καλλιέργεια	dyrking	καλλιέργεια	dyrking	N;NOM;FEM;SG	N;INDF;FEM;SG
παραίτηση	avskjedssøknad	παραίτηση	avskjedssøknad	N;ACC;FEM;SG	N;INDF;MASC;SG
παραίτηση	oppsigelse	παραίτηση	oppsigelse	N;ACC;FEM;SG	N;INDF;MASC;SG
πλάκα	moro	πλάκα	moro	N;NOM;FEM;SG	N;INDF;MASC;SG
βήματα	trinnene	βήμα	trinne	N;NOM;NEUT;PL	N;DEF;FEM;PL
διαμόρφωση	oppsett	διαμόρφωση	oppsetje	N;ACC;FEM;SG	N;INDF;MASC;SG
διαμόρφωση	konfigurasjon	διαμόρφωση	konfigurasjon	N;ACC;FEM;SG	N;INDF;MASC;SG
διαμόρφωση	forming	διαμόρφωση	forming	N;ACC;FEM;SG	N;INDF;FEM;SG
λέγοντας	sier	λέγω	seie	V;IPFV;V.CVB;ACT	V;IND;PRS;FIN
πεδία	jorder	πεδίο	jord	N;NOM;NEUT;PL	N;INDF;FEM;PL
πεδία	felter	πεδίο	felter	N;NOM;NEUT;PL	N;INDF;FEM;PL
πεδία	fields	πεδίο	field	N;NOM;NEUT;PL	N
βρετανοί	britiske	βρετανός	britisk	ADJ;NOM;MASC;PL	ADJ;PL
σκέψη	tanke	σκέψη	tanke	N;NOM;FEM;SG	N;INDF;MASC;SG
σκέψη	tenking	σκέψη	tenking	N;NOM;FEM;SG	N;INDF;FEM;SG
σκέψη	tenkende	σκέψη	tenkende	N;NOM;FEM;SG	N;INDF;FEM;SG
σκέψη	tenkning	σκέψη	tenkning	N;NOM;FEM;SG	N;INDF;FEM;SG
φυσικές	naturlige	φυσικός	naturlig	ADJ;NOM;FEM;PL	ADJ;PL
σωστή	riktig	σωστός	riktig	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
σωστή	korrekt	σωστός	korrekt	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
δυναμικό	potensial	δυναμικός	potensial	N;NOM;NEUT;SG	N;INDF;NEUT;SG
δυναμικό	potensiale	δυναμικός	potensiale	N;NOM;NEUT;SG	N;INDF;NEUT;SG
πρωτότυπο	prototype	πρωτότυπο	prototype	N;NOM;NEUT;SG	N;INDF;MASC;SG
πρωτότυπο	prototyp	πρωτότυπο	prototyp	N;NOM;NEUT;SG	N;INDF;MASC;SG
πρωτότυπο	originalen	πρωτότυπο	originale	N;NOM;NEUT;SG	N;DEF;MASC;SG
ενημέρωση	briefing	ενημέρωση	briefing	N;ACC;FEM;SG	N;INDF;FEM;SG
ενημέρωση	oppdateringen	ενημέρωση	oppdatering	N;ACC;FEM;SG	N;DEF;MASC;SG
ενημέρωση	oppdatering	ενημέρωση	oppdatering	N;ACC;FEM;SG	N;INDF;FEM;SG
παο	pao	παο	pao	N	N;INDF;MASC;SG
ροή	feed	ροή	feed	N;NOM;FEM;SG	N;INDF;MASC;SG
ροή	flow	ροή	flow	N;NOM;FEM;SG	N;INDF;MASC;SG
ροή	bekk	ροή	bekk	N;NOM;FEM;SG	N;INDF;MASC;SG
ροή	bekken	ροή	bekk	N;NOM;FEM;SG	N;DEF;MASC;SG
ροή	strøm	ροή	strøm	N;NOM;FEM;SG	N;INDF;MASC;SG
υπολογιστές	datamaskiner	υπολογιστής	datamaskin	N;NOM;MASC;PL	N;INDF;FEM;PL
γεν	yen	γεν	yen	N	N
σύνδεσμο	link	σύνδεσμο	link	N;ACC;MASC;SG	N;INDF;MASC;SG
σύνδεσμο	kobling	σύνδεσμο	kobling	N;ACC;MASC;SG	N;INDF;FEM;SG
σύνδεσμο	lenke	σύνδεσμο	lenke	N;ACC;MASC;SG	N;INDF;MASC;SG
συχνότητα	hyppighet	συχνότητα	hyppighet	N;ACC;FEM;SG	N;INDF;FEM;SG
συχνότητα	frekvens	συχνότητα	frekvens	N;ACC;FEM;SG	N;INDF;MASC;SG
χαμηλή	lavt	χαμηλός	levje	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
εστία	sovesal	εστία	sovesal	N;NOM;FEM;SG	N;INDF;NEUT;SG
εστία	hotspot	εστία	hotspot	N;NOM;FEM;SG	N;INDF;MASC;SG
δημιουργείται	skaper	δημιουργώ	skape	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PRS;FIN
άθλημα	sport	άθλημα	sport	N;NOM;NEUT;SG	N;INDF;MASC;SG
άθλημα	idrett	άθλημα	idrett	N;NOM;NEUT;SG	N;INDF;MASC;SG
χωρητικότητα	kapasitet	χωρητικότητα	kapasitet	N;ACC;FEM;SG	N;INDF;MASC;SG
χωρητικότητα	kapasiteten	χωρητικότητα	kapasitet	N;ACC;FEM;SG	N;DEF;MASC;SG
χωρητικότητα	tonnasje	χωρητικότητα	tonnasje	N;ACC;FEM;SG	N;INDF;MASC;SG
πιθανή	mulig	πιθανής	mulig	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
παραδοσιακή	tradisjonelt	παραδοσιακός	tradisjonell	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
παραδοσιακή	tradisjonell	παραδοσιακός	tradisjonell	ADJ;NOM;FEM;SG	ADJ;INDF;SG
έμαθε	lærte	μαθαίνω	lære	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN
έμαθε	lært	μαθαίνω	lære	V;IPFV;IND;SG;3;PST;FIN;ACT	V;V.PTCP
δραματική	dramatisk	δραματικός	dramatisk	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
πλήκτρα	keys	πλήκτρα	keys	N;NOM;NEUT;PL	N
πλήκτρα	nøklene	πλήκτρα	nøkle	N;NOM;NEUT;PL	N;DEF;FEM;PL
χαλκού	kobber	χαλκού	kobbe	N;GEN;MASC;SG	N;INDF;MASC;SG
χαλκού	copper	χαλκού	coppe	N;GEN;MASC;SG	N;INDF;NEUT;SG
αποχώρηση	avreise	αποχώρηση	avreise	N;ACC;FEM;SG	N;INDF;FEM;SG
αποχώρηση	avgangen	αποχώρηση	avgang	N;ACC;FEM;SG	N;DEF;MASC;SG
αποχώρηση	avgang	αποχώρηση	avgang	N;ACC;FEM;SG	N;INDF;MASC;SG
αποχώρηση	uttak	αποχώρηση	uttak	N;ACC;FEM;SG	N;INDF;NEUT;SG
αποχώρηση	tilbaketrekning	αποχώρηση	tilbaketrekning	N;ACC;FEM;SG	N;INDF;FEM;SG
καταφύγιο	husly	καταφύγιο	husly	N;NOM;NEUT;SG	N;INDF;NEUT;SG
καταφύγιο	ly	καταφύγιο	ly	N;NOM;NEUT;SG	N;INDF;MASC;SG
καταφύγιο	bunker	καταφύγιο	bunker	N;NOM;NEUT;SG	N;INDF;MASC;SG
καταφύγιο	fristed	καταφύγιο	fristed	N;NOM;NEUT;SG	N;INDF;MASC;SG
καταφύγιο	tilfluktssted	καταφύγιο	tilfluktssted	N;NOM;NEUT;SG	N;INDF;NEUT;SG
καταφύγιο	helligdom	καταφύγιο	helligdom	N;NOM;NEUT;SG	N;INDF;MASC;SG
καταφύγιο	tilfluktssted	καταφύγιο	tilfluktssted	N;NOM;NEUT;SG	N;INDF;NEUT;SG
μουσεία	museer	μουσείο	museum	N;NOM;NEUT;PL	N;INDF;FEM;PL
μετάλλια	medaljer	μετάλλια	medaljer	N;NOM;NEUT;PL	N;INDF;MASC;PL
μετάλλια	medaljene	μετάλλια	medalje	N;NOM;NEUT;PL	N;DEF;FEM;PL
απόλυτη	absolutt	απόλυτος	absolutt	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
αποτυχία	feile	αποτυχία	feil	N;ACC;FEM;SG	N;INDF;MASC;SG
αποτυχία	fail	αποτυχία	fail	N;ACC;FEM;SG	N
αποτυχία	mislykkes	αποτυχία	mislykkes	N;ACC;FEM;SG	N;INDF;MASC;SG
αποτυχία	svikt	αποτυχία	svikt	N;ACC;FEM;SG	N;INDF;FEM;SG
αποτυχία	fiasko	αποτυχία	fiasko	N;ACC;FEM;SG	N;INDF;MASC;SG
αποτυχία	mislykket	αποτυχία	mislykk	N;ACC;FEM;SG	N;DEF;NEUT;SG
αποτυχία	mislyktes	αποτυχία	mislyktes	N;ACC;FEM;SG	N;INDF;NEUT;SG
αποτυχία	feilet	αποτυχία	feil	N;ACC;FEM;SG	N;DEF;NEUT;SG
τοποθέτηση	posisjonering	τοποθέτηση	posisjonering	N;ACC;FEM;SG	N;INDF;FEM;SG
τοποθέτηση	plassering	τοποθέτηση	plassering	N;ACC;FEM;SG	N;INDF;FEM;SG
τοποθέτηση	plasseringen	τοποθέτηση	plassering	N;ACC;FEM;SG	N;DEF;MASC;SG
φανέλα	jersey	φανέλα	jersey	N;NOM;FEM;SG	N;INDF;MASC;SG
τροφή	mat	τροφή	mat	N;NOM;FEM;SG	N;INDF;MASC;SG
πύργο	château	πύργος	château	N;ACC;MASC;SG	N;INDF;NEUT;SG
πύργο	chateau	πύργος	chateau	N;ACC;MASC;SG	N;DEF;NEUT;SG
πύργο	tårn	πύργος	tårn	N;ACC;MASC;SG	N;INDF;NEUT;SG
πύργο	tower	πύργος	towe	N;ACC;MASC;SG	N;INDF;NEUT;SG
πύργο	tårnet	πύργος	tårne	N;ACC;MASC;SG	N;DEF;NEUT;SG
διαχείρισης	management	διαχείριση	management	N;GEN;FEM;SG	N;INDF;NEUT;SG
διαχείρισης	ledelse	διαχείριση	ledelse	N;GEN;FEM;SG	N;INDF;MASC;SG
ταυτότητα	identifisering	ταυτότητα	identifisering	N;ACC;FEM;SG	N;INDF;FEM;SG
ταυτότητα	identifikasjon	ταυτότητα	identifikasjon	N;ACC;FEM;SG	N;INDF;MASC;SG
ταυτότητα	identitet	ταυτότητα	identitet	N;ACC;FEM;SG	N;INDF;MASC;SG
ταυτότητα	identiteten	ταυτότητα	identitet	N;ACC;FEM;SG	N;DEF;MASC;SG
δείγματα	eksemplarer	δείγμα	eksemplare	N;NOM;NEUT;PL	N;INDF;FEM;PL
μετρό	metro	μετρό	metro	N;NOM;NEUT;SG	N;INDF;MASC;SG
ύλη	materie	ύλος	materie	N;NOM;FEM;SG	N;INDF;MASC;SG
πανεπιστήμια	universiteter	πανεπιστήμιο	universitet	N;NOM;NEUT;PL	N;INDF;FEM;PL
γιατρός	lege	γιατρός	lege	N;NOM;MASC;SG	N;INDF;MASC;SG
γιατρός	doktor	γιατρός	doktor	N;NOM;MASC;SG	N;INDF;FEM;SG
γιατρός	doktoren	γιατρός	doktor	N;NOM;MASC;SG	N;DEF;MASC;SG
γιατρός	lege	γιατρός	lege	N;NOM;MASC;SG	N;INDF;MASC;SG
γιατρός	doctor	γιατρός	doctor	N;NOM;MASC;SG	N
φυτό	plante	φυτό	plant	N;NOM;NEUT;SG	N;INDF;FEM;SG
φίλους	vennene	φίλος	venn	N;NOM;MASC;PL	N;DEF;MASC;PL
φίλους	vener	φίλος	ven	N;NOM;MASC;PL	N;INDF;MASC;PL
φίλους	venner	φίλος	venn	N;NOM;MASC;PL	N;INDF;MASC;PL
ταξίδεψε	reiste	ταξιδεύω	reise	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN
όγκος	volume	όγκος	volum	N;NOM;MASC;SG	N;INDF;NEUT;SG
όγκος	volum	όγκος	volum	N;NOM;MASC;SG	N;INDF;NEUT;SG
όγκος	svulst	όγκος	svulst	N;NOM;MASC;SG	N;INDF;MASC;SG
κακό	vond	κακός	vond	ADJ;NOM;NEUT;SG	ADJ;INDF;SG
κακό	dårlig	κακός	dårlig	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
δύσκολη	vanskelig	δύσκολος	vanskelig	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
γραφεία	kontorer	γραφείο	kontor	N;NOM;NEUT;PL	N;INDF;FEM;PL
φιλμ	film	φιλμ	film	N;NOM;NEUT;SG	N;INDF;MASC;SG
ισχυρό	kraftfull	ισχυρός	kraftfull	ADJ;NOM;NEUT;SG	ADJ;INDF;SG
ισχυρό	mektig	ισχυρός	mektig	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
ισχυρό	kraftig	ισχυρός	kraftig	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
μητρόπολη	metropolis	μητρόπολη	metropolis	N;NOM;FEM;SG	N;INDF;MASC;SG
