and	ja	and	ja	CONJ	CONJ
intelligence	älykkyys	intelligence	älykkyys	N;SG	N;NOM;SG
intelligence	tiedustelu	intelligence	tiedustelu	N;SG	N;NOM;SG
intelligence	älyä	intelligence	elyä	N;SG	N;PRT;SG
intelligence	tiedustelupalvelu	intelligence	tiedustelu#palvelu	N;SG	N;NOM;SG
occurred	esiintyi	occur	esiintyä	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
connection	yhteys	connection	yhteys	N;SG	N;NOM;SG
connection	yhteyden	connection	yhteys	N;SG	N;GEN;SG
displayed	näytetty	display	näyttää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
declared	ilmoitettu	declare	ilmoittaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
declared	julisti	declare	julistaa	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
declared	julistettiin	declare	julistaa	V;PST;V.PTCP	V;IND;PST;FIN;PASS
declared	julistettu	declare	julistaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
constitution	perustuslaki	constitution	perustus#laki	N;SG	N;NOM;SG
constitution	perustuslain	constitution	perustus#laki	N;SG	N;GEN;SG
sons	poikia	son	poika	N;PL	N;PRT;PL
plot	juoni	plot	juoni	N;SG	N;NOM;SG
plot	tontti	plot	tontti	N;SG	N;NOM;SG
dates	päivämäärät	date	päivä#määrä	N;PL	N;NOM;PL
dates	päivämääriä	date	päivä#määrä	N;PL	N;PRT;PL
firm	luja	firm	luja	N;SG	N;NOM;SG
pilot	pilotti	pilot	pilottaa	N;SG	N;NOM;SG
pilot	lentäjä	pilot	lentäjä	N;SG	N;NOM;SG
introduction	esittely	introduction	esittely	N;SG	N;NOM;SG
introduction	käyttöönotto	introduction	käyttöön#otto	N;SG	N;NOM;SG
introduction	johdanto	introduction	johdanto	N;SG	N;NOM;SG
directors	johtajat	director	johtaja	N;PL	N;NOM;PL
vehicle	ajoneuvo	vehicle	ajo#neuvo	N;SG	N;NOM;SG
vehicle	ajoneuvoa	vehicle	ajo#neuvo	N;SG	N;PRT;SG
vehicle	ajoneuvon	vehicle	ajo#neuvo	N;SG	N;GEN;SG
stock	osake	stock	osake	N;SG	N;NOM;SG
stock	kannan	stock	kanta	N;SG	N;GEN;SG
stock	kalusto	stock	kalusto	N;SG	N;NOM;SG
stock	varasto	stock	varasto	N;SG	N;NOM;SG
vehicles	ajoneuvot	vehicle	ajo#neuvo	N;PL	N;NOM;PL
vehicles	ajoneuvojen	vehicle	ajo#neuvo	N;PL	N;GEN;PL
frequently	usein	frequently	usein	ADV	ADV
performing	esiintyminen	perform	esiintyminen	N;SG	N;NOM;SG
performing	esiintymistä	perform	esiintyminen	N;SG	N;PRT;SG
drug	huume	drug	huume	N;SG	N;NOM;SG
drug	lääke	drug	lääke	N;SG	N;NOM;SG
visit	käymään	visit	käydä	V;IMP;FIN	V;IN+ALL;SG;NFIN;ACT
visit	käy	visit	käydä	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
residence	kotipaikka	residence	koti#paikka	N;SG	N;NOM;SG
residence	residence	residence	residence	N;SG	N;NOM;SG
residence	asuinpaikka	residence	asuin#paikka	N;SG	N;NOM;SG
residence	oleskelu	residence	oleskelu	N;SG	N;NOM;SG
interesting	mielenkiintoinen	interesting	mielenkiintoinen	ADJ	ADJ;NOM;SG
interesting	mielenkiintoista	interesting	mielenkiintoinen	ADJ	ADJ;PRT;SG
interesting	kiinnostavaa	interesting	kiinnostava	ADJ	ADJ;PRT;SG
moon	kuuta	moon	kuu	N;SG	N;PRT;SG
moon	kuu	moon	kuu	N;SG	N;NOM;SG
moon	kuun	moon	kuu	N;SG	N;GEN;SG
limit	raja	limit	raja	N;SG	N;NOM;SG
limit	rajoitus	limit	rajoitus	N;SG	N;NOM;SG
limit	rajaa	limit	raja	N;SG	N;PRT;SG
minute	minuutti	minute	minuutti	N;SG	N;NOM;SG
minute	minuutissa	minute	minuutti	N;SG	N;IN+ESS;SG
minute	minuutin	minute	minuutti	N;SG	N;GEN;SG
reduced	alentunut	reduce	alentua	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
reduced	vähentynyt	reduce	vähentyä	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
reduced	alennettu	reduce	alentaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
wind	tuulta	wind	tuuli	N;SG	N;PRT;SG
wind	tuuli	wind	tuuli	N;SG	N;NOM;SG
wind	tuulen	wind	tuuli	N;SG	N;GEN;SG
architect	arkkitehti	architect	arkkitehti	N;SG	N;NOM;SG
ideas	ideat	idea	idea	N;PL	N;NOM;PL
ideas	ajatuksia	idea	ajatus	N;PL	N;PRT;PL
ideas	ideoita	idea	idea	N;PL	N;PRT;PL
electronic	sähköiset	electronic	sähköinen	ADJ	ADJ;NOM;PL
electronic	sähköisen	electronic	sähköinen	ADJ	ADJ;GEN;SG
electronic	sähköinen	electronic	sähköinen	ADJ	ADJ;NOM;SG
electronic	elektroninen	electronic	elektroninen	ADJ	ADJ;NOM;SG
electronic	elektroniset	electronic	elektroninen	ADJ	ADJ;NOM;PL
crown	kruunua	crown	kruunu	N;SG	N;PRT;SG
crown	kruunu	crown	kruunu	N;SG	N;NOM;SG
crown	kruunun	crown	kruunu	N;SG	N;GEN;SG
younger	nuoremman	younger	nuori	ADJ;CMPR	ADJ;GEN;CMPR;SG
younger	nuorempia	younger	nuori	ADJ;CMPR	ADJ;PRT;CMPR;PL
younger	nuorempi	younger	nuori	ADJ;CMPR	ADJ;NOM;CMPR;SG
step	vaihe	step	vaihe	N;SG	N;NOM;SG
step	askel	step	askel	N;SG	N;NOM;SG
weapons	aseita	weapon	ase	N;PL	N;PRT;PL
weapons	aseet	weapon	ase	N;PL	N;NOM;PL
unable	kykenemätön	unable	kykenemätön	ADJ	ADJ;NOM;SG
neutral	puolueeton	neutral	puolueeton	ADJ	ADJ;NOM;SG
neutral	neutraali	neutral	neutraali	ADJ	ADJ;NOM;SG
connected	kytketty	connect	kytkeä	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
connected	yhdistetty	connect	yhdistää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
connected	liitetty	connect	liittää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
armed	aseellinen	armed	aseellinen	ADJ	ADJ;NOM;SG
weekly	viikoittainen	weekly	viikoittainen	ADJ	ADJ;NOM;SG
rating	arvio	rating	arvio	N;SG	N;NOM;SG
rating	arvostelu	rating	arvostelu	N;SG	N;NOM;SG
rating	luokitus	rating	luokitus	N;SG	N;NOM;SG
programme	ohjelman	programme	ohjelma	N;SG	N;GEN;SG
programme	ohjelma	programme	ohjelma	N;SG	N;NOM;SG
squad	joukkue	squad	joukkue	N;SG	N;NOM;SG
squad	ryhmä	squad	ryhmä	N;SG	N;NOM;SG
dynasty	dynastian	dynasty	dynastia	N;SG	N;GEN;SG
cold	kylmä	cold	kylmä	ADJ	ADJ;NOM;SG
cold	kylmää	cold	kylmä	ADJ	ADJ;PRT;SG
granted	myönnetyt	grant	myöntää	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
granted	myönnetty	grant	myöntää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
alliance	liitto	alliance	liitto	N;SG	N;NOM;SG
alliance	allianssi	alliance	allianssi	N;SG	N;NOM;SG
methods	menetelmiä	method	menetelmä	N;PL	N;PRT;PL
methods	menetelmät	method	menetelmä	N;PL	N;NOM;PL
tropical	trooppinen	tropical	trooppinen	ADJ	ADJ;NOM;SG
tropical	trooppisten	tropical	trooppinen	ADJ	ADJ;GEN;PL
refers	viittaa	refer	viitata	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
heat	lämpöä	heat	lämpö	N;SG	N;PRT;SG
heat	kuumuus	heat	kuumuus	N;SG	N;NOM;SG
heat	lämpö	heat	lämpö	N;SG	N;NOM;SG
heat	helle	heat	hälle	N;SG	N;NOM;SG
fans	faneja	fan	fani	N;PL	N;PRT;PL
fans	fanien	fan	fanien	N;PL	N;GEN;PL
fans	fanit	fan	fani	N;PL	N;NOM;PL
fans	faneille	fan	fane	N;PL	N;AT+ALL;PL
surrounding	ympäröivän	surround	ympäröidä	V;V.MSDR	V;GEN;SG;V.PTCP;ACT
surrounding	ympäröivä	surround	ympäröidä	V;V.MSDR	V;NOM;SG;V.PTCP;ACT
credit	hyvitys	credit	hyvitys	N;SG	N;NOM;SG
credit	luotto	credit	luotto	N;SG	N;NOM;SG
credit	luottoa	credit	luotto	N;SG	N;PRT;SG
commons	commons	common	commons	N;SG	N;NOM;SG
boat	vene	boat	vene	N;SG	N;NOM;SG
boat	laiva	boat	laiva	N;SG	N;NOM;SG
boat	veneen	boat	vene	N;SG	N;GEN;SG
boat	venettä	boat	vene	N;SG	N;PRT;SG
boxes	laatikoiden	box	laatikko	N;PL	N;GEN;PL
boxes	laatikoita	box	laatikko	N;PL	N;PRT;PL
boxes	laatikot	box	laatikko	N;PL	N;NOM;PL
ethnic	etninen	ethnic	etninen	ADJ	ADJ;NOM;SG
ethnic	etniset	ethnic	etninen	ADJ	ADJ;NOM;PL
ethnic	etnisten	ethnic	etninen	ADJ	ADJ;GEN;PL
speaking	puhuu	speak	puhua	V;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
fell	putosi	fall	pudota	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
fell	kaatui	fall	kaatua	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
arena	arena	arena	arena	N;SG	N;NOM;SG
arena	areenalla	arena	areena	N;SG	N;AT+ESS
;SG
arena	areena	arena	are	N;SG	N;NOM;SG
roads	teiden	road	tie	N;PL	N;GEN;PL
roads	tiet	road	tie	N;PL	N;NOM;PL
dog	koiran	dog	koira	N;SG	N;GEN;SG
dog	koira	dog	koira	N;SG	N;NOM;SG
kill	tappakaa	kill	tappakaa	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
athletic	urheilullinen	athletic	urheilullinen	ADJ	ADJ;NOM;SG
negative	kielteinen	negative	kielteinen	ADJ	ADJ;NOM;SG
negative	negatiiviset	negative	negatiivinen	ADJ	ADJ;NOM;PL
negative	negatiivinen	negative	negatiivinen	ADJ	ADJ;NOM;SG
confirmed	varmistettu	confirm	varmistaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
confirmed	vahvistetut	confirm	vahvistaa	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
confirmed	vahvistanut	confirm	vahvistaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
confirmed	vahvistettu	confirm	vahvistaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
edge	reuna	edge	reuna	N;SG	N;NOM;SG
edge	reunan	edge	reuna	N;SG	N;GEN;SG
tools	välineitä	tool	väline	N;PL	N;PRT;PL
tools	välineet	tool	väline	N;PL	N;NOM;PL
tools	työkalut	tool	työ#kalu	N;PL	N;NOM;PL
tools	työkaluja	tool	työ#kalu	N;PL	N;PRT;PL
colonel	eversti	colonel	eversti	N;SG	N;NOM;SG
weak	heikko	weak	heikko	ADJ	ADJ;NOM;SG
weak	heikkoa	weak	heikko	ADJ	ADJ;PRT;SG
weak	heikot	weak	heikko	ADJ	ADJ;NOM;PL
chosen	valittu	choose	valita	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
chosen	valitut	choose	valita	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
brand	brändin	brand	brändi	N;SG	N;GEN;SG
brand	merkki	brand	merkki	N;SG	N;NOM;SG
rise	nouskaa	rise	nouska	V;IMP;FIN	V;IMP;PL;2;FIN;ACT
supply	tarjonnan	supply	tarjonta	N;SG	N;GEN;SG
supply	tarjonta	supply	tarjonta	N;SG	N;NOM;SG
tradition	perinne	tradition	perinne	N;SG	N;NOM;SG
household	kotitalouden	household	koti#talous	N;SG	N;GEN;SG
spirit	hengen	spirit	henki	N;SG	N;GEN;SG
spirit	henki	spirit	henki	N;SG	N;NOM;SG
task	tehtävän	task	tehtävä	N;SG	N;GEN;SG
task	tehtävä	task	tehtävä	N;SG	N;NOM;SG
slightly	hieman	slightly	hieman	ADV	ADV
slightly	hiukan	slightly	hiukan	ADV	ADV
incident	välikohtaus	incident	väli#kohtaus	N;SG	N;NOM;SG
develop	kehittyä	develop	kehittyä	V;IMP;FIN	V;SG;NFIN;ACT
discuss	keskustele	discuss	keskustella	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
discuss	keskustella	discuss	keskustella	V;IMP;FIN	V;SG;NFIN;ACT
stats	tilastot	stat	tilasto	N;PL	N;NOM;PL
stats	tilastoja	stat	tilasto	N;PL	N;PRT;PL
climate	ilmasto	climate	ilmasto	N;SG	N;NOM;SG
topics	aiheet	topic	aihe	N;PL	N;NOM;PL
topics	aiheita	topic	aihe	N;PL	N;PRT;PL
purchased	hankittu	purchase	hankkia	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
purchased	osti	purchase	ostaa	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
purchased	ostettu	purchase	ostaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
chapter	luku	chapter	luku	N;SG	N;NOM;SG
broken	rikkinäinen	broken	rikki#näinen	ADJ	ADJ;NOM;SG
license	ajokortti	license	ajokortti	N;SG	N;NOM;SG
license	lisenssi	license	lisenssi	N;SG	N;NOM;SG
deaths	kuolemia	death	kuolemia	N;PL	N;PRT;PL
deaths	kuolemat	death	kuolema	N;PL	N;NOM;PL
citizens	kansalaisten	citizen	kansalainen	N;PL	N;GEN;PL
citizens	kansalaisia	citizen	kansa#lainen	N;PL	N;PRT;PL
citizens	kansalaiset	citizen	kansalainen	N;PL	N;NOM;PL
guns	aseita	gun	ase	N;PL	N;PRT;PL
guns	tykit	gun	tykki	N;PL	N;NOM;PL
guns	aseet	gun	ase	N;PL	N;NOM;PL
trees	puita	tree	puu	N;PL	N;PRT;PL
trees	puut	tree	puu	N;PL	N;NOM;PL
trees	puista	tree	puu	N;PL	N;IN+ABL;PL
gone	mennyt	go	mennä	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
improved	parani	improve	paranee	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
improved	parantunut	improve	parantua	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
improved	parannettu	improve	parantaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
visual	visuaalinen	visual	visuaalinen	ADJ	ADJ;NOM;SG
officials	virkamiehiä	official	virka#mies	N;PL	N;PRT;PL
officials	virkamiesten	official	virka#mies	N;PL	N;GEN;PL
officials	virkamiehet	official	virka#mies	N;PL	N;NOM;PL
sat	istui	sit	istua	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
sat	istuin	sit	istua	V;IND;PST;FIN	V;IND;SG;1;PST;FIN;ACT
glass	lasi	glass	lasi	N;SG	N;NOM;SG
glass	lasia	glass	lasi	N;SG	N;PRT;SG
glass	lasin	glass	lasi	N;SG	N;GEN;SG
posted	julkaistu	post	julkaista	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
posted	julkaisi	post	julkaista	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
posted	lähetetty	post	lähettää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
posted	lähetetyt	post	lähettää	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
posted	julkaissut	post	julkaista	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
estimated	arvioidut	estimate	arvioida	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
estimated	arvioitu	estimate	arvioida	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
sexual	seksuaalista	sexual	seksuaalinen	ADJ	ADJ;PRT;SG
sexual	seksuaalinen	sexual	seksuaalinen	ADJ	ADJ;NOM;SG
defence	puolustukseen	defence	puolustus	N;SG	N;IN+ALL;SG
defence	puolustus	defence	puolustus	N;SG	N;NOM;SG
defence	puolustusta	defence	puolustus	N;SG	N;PRT;SG
defence	puolustaminen	defence	puolustaminen	N;SG	N;NOM;SG
rich	rikkaita	rich	rikas	ADJ	ADJ;PRT;PL
rich	rikkaat	rich	rikas	ADJ	ADJ;NOM;PL
rich	rikas	rich	rikas	ADJ	ADJ;NOM;SG
fast	nopeaa	fast	nopea	ADJ	ADJ;PRT;SG
fast	nopea	fast	nopea	ADJ	ADJ;NOM;SG
properties	kiinteistöt	property	kiinteistö	N;PL	N;NOM;PL
properties	ominaisuudet	property	ominaisuus	N;PL	N;NOM;PL
taught	opetti	teach	opettaa	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
taught	opetettu	teach	opettaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
taught	opettanut	teach	opettaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
extensive	laajat	extensive	laaja	ADJ	ADJ;NOM;PL
extensive	laaja	extensive	laaja	ADJ	ADJ;NOM;SG
exhibition	näyttely	exhibition	näyttely	N;SG	N;NOM;SG
exhibition	näyttelyyn	exhibition	näyttely	N;SG	N;IN+ALL;SG
exhibition	näyttelyä	exhibition	näyttely	N;SG	N;PRT;SG
exhibition	näyttelyssä	exhibition	näyttely	N;SG	N;IN+ESS;SG
speech	puhe	speech	puhe	N;SG	N;NOM;SG
speech	puhetta	speech	puhe	N;SG	N;PRT;SG
speech	puheenvuoro	speech	puheen#vuoro	N;SG	N;NOM;SG
proposal	ehdotus	proposal	ehdotus	N;SG	N;NOM;SG
straight	suorat	straight	suora	ADJ	ADJ;NOM;PL
straight	suora	straight	suora	ADJ	ADJ;NOM;SG
internal	sisäistä	internal	sisäinen	ADJ	ADJ;PRT;SG
internal	sisäisen	internal	sisäinen	ADJ	ADJ;GEN;SG
internal	sisäinen	internal	sisäinen	ADJ	ADJ;NOM;SG
internal	sisäiset	internal	sisäinen	ADJ	ADJ;NOM;PL
effective	tehokasta	effective	tehokas	ADJ	ADJ;PRT;SG
effective	tehokas	effective	tehokas	ADJ	ADJ;NOM;SG
effective	tehokkaat	effective	tehokas	ADJ	ADJ;NOM;PL
solution	ratkaisu	solution	ratkaisu	N;SG	N;NOM;SG
solution	liuos	solution	liuos	N;SG	N;NOM;SG
solution	ratkaisua	solution	ratkaisu	N;SG	N;PRT;SG
fashion	muoti	fashion	muoti	N;SG	N;NOM;SG
fashion	muotia	fashion	muoti	N;SG	N;PRT;SG
fashion	muodin	fashion	muoti	N;SG	N;GEN;SG
foot	jalkaa	foot	jalka	N;SG	N;PRT;SG
foot	jalka	foot	jalka	N;SG	N;NOM;SG
foot	jalan	foot	jalka	N;SG	N;GEN;SG
performances	esityksiä	performance	esitys	N;PL	N;PRT;PL
performances	esitykset	performance	esitys	N;PL	N;NOM;PL
adult	aikuinen	adult	aikuinen	ADJ	ADJ;NOM;SG
identity	identiteetin	identity	identiteetti	N;SG	N;GEN;SG
identity	identiteetti	identity	identiteetti	N;SG	N;NOM;SG
identity	henkilöllisyys	identity	henkilöllisyys	N;SG	N;NOM;SG
singers	laulajia	singer	laulaja	N;PL	N;PRT;PL
discussed	keskusteli	discuss	keskustella	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
discussed	keskustellut	discuss	keskustella	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
require	vaatia	require	vaatia	V;IND;PRS;FIN	V;SG;NFIN;ACT
transfer	siirto	transfer	siirto	N;SG	N;NOM;SG
cells	solujen	cell	solu	N;PL	N;GEN;PL
cells	soluja	cell	solu	N;PL	N;PRT;PL
cells	solut	cell	solu	N;PL	N;NOM;PL
cells	kennot	cell	kento	N;PL	N;NOM;PL
scoring	pisteytys	scoring	pisteytys	N;SG	N;NOM;SG
permanent	pysyvää	permanent	pysyvä	ADJ	ADJ;PRT;SG
permanent	vakituinen	permanent	vakituinen	ADJ	ADJ;NOM;SG
permanent	pysyvä	permanent	pysyvä	ADJ	ADJ;NOM;SG
phase	vaihe	phase	vaihe	N;SG	N;NOM;SG
audience	yleisö	audience	yleisö	N;SG	N;NOM;SG
audience	kohderyhmä	audience	kohde#ryhmä	N;SG	N;NOM;SG
audience	kohderyhmän	audience	kohde#ryhmä	N;SG	N;GEN;SG
audience	kohderyhmää	audience	kohde#ryhmä	N;SG	N;PRT;SG
audience	yleisöä	audience	yleisö	N;SG	N;PRT;SG
motion	liike	motion	liike	N;SG	N;NOM;SG
motion	esitys	motion	esitys	N;SG	N;NOM;SG
trains	junia	train	juna	N;PL	N;PRT;PL
trains	junien	train	juni	N;PL	N;GEN;PL
trains	junat	train	juna	N;PL	N;NOM;PL
sets	sarjat	set	sarja	N;PL	N;NOM;PL
begin	aloita	begin	ala	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
eyes	silmiä	eye	silmä	N;PL	N;PRT;PL
eyes	silmät	eye	silmä	N;PL	N;NOM;PL
criminal	rikolliset	criminal	rikollinen	ADJ	ADJ;NOM;PL
criminal	rikollista	criminal	rikollinen	ADJ	ADJ;PRT;SG
criminal	rikollinen	criminal	rikollinen	ADJ	ADJ;NOM;SG
commonwealth	yhteisö	commonwealth	yhteisö	N;SG	N;NOM;SG
finish	loppuun	finish	loppu	N;SG	N;IN+ALL;SG
communication	viestintä	communication	viestin	N;SG	N;NOM;SG
communication	tiedonanto	communication	tiedon#anto	N;SG	N;NOM;SG
communication	tiedonannon	communication	tieto#anto	N;SG	N;GEN;SG
scope	laajuus	scope	laajuus	N;SG	N;NOM;SG
accused	syytetty	accuse	syyttää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
accused	syytettynä	accuse	syytetty	V;PST;V.PTCP	V;FRML;SG;V.PTCP;PASS
accept	hyväksy	accept	hyväksyä	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
accept	hyväksyä	accept	hyväksyä	V;IMP;FIN	V;SG;NFIN;ACT
warning	varoitus	warning	varoitus	N;SG	N;NOM;SG
objects	esineitä	object	esine	N;PL	N;PRT;PL
objects	esineet	object	esine	N;PL	N;NOM;PL
objects	kohteet	object	kohde	N;PL	N;NOM;PL
contest	kilpailuun	contest	kilpailu	N;SG	N;IN+ALL;SG
contest	kilpailun	contest	kilpailu	N;SG	N;GEN;SG
contest	kisaa	contest	kisa	N;SG	N;PRT;SG
contest	kilpailu	contest	kilpailu	N;SG	N;NOM;SG
fighter	taistelija	fighter	taistelija	N;SG	N;NOM;SG
fighter	hävittäjä	fighter	hävittäjä	N;SG	N;NOM;SG
coaches	valmentajat	coach	valmentaja	N;PL	N;NOM;PL
beat	hakata	beat	hakata	V;IMP;FIN	V;SG;NFIN;ACT
beat	hakkaa	beat	hakata	V;IMP;FIN	V;IMP;SG;2;PRS;FIN;ACT
extremely	erittäin	extremely	erittäin	ADV	ADV
worldwide	maailmanlaajuisesti	worldwide	maailman#laajuisesti	ADV	ADV
showed	osoitti	show	osoittaa	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
showed	näytti	show	näyttää	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
cathedral	katedraali	cathedral	katedraali	N;SG	N;NOM;SG
losing	häviää	lose	hävitä	V;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
losing	menettää	lose	menettää	V;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
advance	ennakko	advance	ennakko	N;SG	N;NOM;SG
advance	ennakkoon	advance	ennakko	N;SG	N;IN+ALL;SG
advance	eteneminen	advance	eteneminen	N;SG	N;NOM;SG
reality	todellisuus	reality	todellisuus	N;SG	N;NOM;SG
reality	todellisuuden	reality	todellisuus	N;SG	N;GEN;SG
reality	todellisuutta	reality	todellisuus	N;SG	N;PRT;SG
vandalism	vandalismia	vandalism	vandalismi	N;SG	N;PRT;SG
enemy	vihollinen	enemy	vihollinen	N;SG	N;NOM;SG
assessed	arvioitiin	assess	arvioida	V;PST;V.PTCP	V;IND;PST;FIN;PASS
assessed	arvioinut	assess	arvioida	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
buried	haudattu	bury	haudata	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
buried	haudattuna	bury	haudata	V;PST;V.PTCP	V;FRML;SG;V.PTCP;PASS
buried	haudattiin	bury	haudata	V;PST;V.PTCP	V;IND;PST;FIN;PASS
respect	kunnioitus	respect	kunnioitus	N;SG	N;NOM;SG
respect	kunnioitusta	respect	kunnioitus	N;SG	N;PRT;SG
rare	harvinaiset	rare	harvinainen	ADJ	ADJ;NOM;PL
rare	harvinainen	rare	harvinainen	ADJ	ADJ;NOM;SG
graduate	tutkinto	graduate	tutkinto	N;SG	N;NOM;SG
graduate	ylioppilas	graduate	yli#oppilas	N;SG	N;NOM;SG
explain	selitä	explain	selittää	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
authorities	viranomaiset	authority	viran#omainen	N;PL	N;NOM;PL
authorities	viranomaisten	authority	viran#omainen	N;PL	N;GEN;PL
killing	tappamista	killing	tappaminen	N;SG	N;PRT;SG
killing	tappaminen	killing	tappaminen	N;SG	N;NOM;SG
killing	tappo	killing	tappo	N;SG	N;NOM;SG
fan	fani	fan	fani	N;SG	N;NOM;SG
fan	tuuletin	fan	tuuletti	N;SG	N;NOM;SG
fan	ihailija	fan	ihailija	N;SG	N;NOM;SG
notify	ilmoitettava	notify	ilmoittaa	V;IMP;FIN	V;NOM;SG;V.PTCP;PASS
painter	maalari	painter	maalari	N;SG	N;NOM;SG
attempted	yritettiin	attempt	yrittää	V;PST;V.PTCP	V;IND;PST;FIN;PASS
universe	maailmankaikkeus	universe	maailman#kaikkeus	N;SG	N;NOM;SG
universe	universumi	universe	universumi	N;SG	N;NOM;SG
obvious	ilmiselvä	obvious	ilmi#selvä	ADJ	ADJ;NOM;SG
obvious	ilmeinen	obvious	ilmeinen	ADJ	ADJ;NOM;SG
obvious	ilmeistä	obvious	ilmeinen	ADJ	ADJ;PRT;SG
suffered	kärsi	suffer	kärsiä	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
suffered	kärsineet	suffer	kärsiä	V;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
suffered	kärsinyt	suffer	kärsiä	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
pieces	palasia	piece	palanen	N;PL	N;PRT;PL
pieces	palat	piece	palat	N;PL	N;NOM;PL
apply	soveltaa	apply	soveltaa	V;IMP;FIN	V;SG;NFIN;ACT
competitions	kilpailut	competition	kilpailu	N;PL	N;NOM;PL
competitions	kilpailuihin	competition	kilpailu	N;PL	N;IN+ALL;PL
competitions	kilpailuja	competition	kilpailu	N;PL	N;PRT;PL
aid	tuen	aid	tuki	N;SG	N;GEN;SG
aid	tuki	aid	tuki	N;SG	N;NOM;SG
aid	apu	aid	apu	N;SG	N;NOM;SG
driver	ajaja	driver	ajaja	N;SG	N;NOM;SG
driver	kuljettajan	driver	kuljettaja	N;SG	N;GEN;SG
driver	kuljettaja	driver	kuljettaja	N;SG	N;NOM;SG
driver	kuski	driver	kuskea	N;SG	N;NOM;SG
folk	folk	folk	folk	N;SG	N;NOM;SG
baby	kulta	baby	kulta	N;SG	N;NOM;SG
baby	vauva	baby	vauva	N;SG	N;NOM;SG
baby	muru	baby	muru	N;SG	N;NOM;SG
calling	soittaa	call	soittaa	V;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
calling	kutsuu	call	kutsua	V;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
happened	tapahtunut	happen	tapahtua	V;IND;PST;FIN	V;NOM;SG;V.PTCP;ACT
