από	от	από	от	ADP	ADP
ακτίνα	радиус	ακτίνα	радиус	N;ACC;FEM;SG	N;INDF;MASC;SG
συνεργάτες	партньори	συνεργάτης	партньор	N;NOM;MASC;PL	N;INDF;MASC;PL
συνεργάτες	съдружници	συνεργάτης	съдружник	N;NOM;MASC;PL	N;INDF;MASC;PL
συνεργάτες	сътрудници	συνεργάτης	сътрудник	N;NOM;MASC;PL	N;INDF;MASC;PL
συνεργάτες	съдружници	συνεργάτης	съдружник	N;NOM;MASC;PL	N;INDF;MASC;PL
συνεργάτες	колеги	συνεργάτης	колега	N;NOM;MASC;PL	N;INDF;MASC;PL
εναλλακτική	алтернативен	εναλλακτικός	алтернативен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
εναλλακτική	алтернативна	εναλλακτικός	алтернативен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
εναλλακτική	алтернативна	εναλλακτικός	алтернативен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
εναλλακτική	алтернативен	εναλλακτικός	алтернативен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
ελληνισμού	елинизма	ελληνισμός	елинизъм	N;GEN;MASC;SG	N;DEF;MASC;SG
εξίσου	еднакво	εξίσου	еднакво	ADV	ADV
μύθος	легендата	μύθος	легенда	N;NOM;MASC;SG	N;DEF;FEM;SG
μύθος	легенда	μύθος	легенда	N;NOM;MASC;SG	N;INDF;FEM;SG
μύθος	мит	μύθος	мит	N;NOM;MASC;SG	N;INDF;MASC;SG
έξοδο	излизане	έξοδος	излизане	N;ACC;FEM;SG	N;INDF;NEUT;SG
έξοδο	изход	έξοδος	изход	N;ACC;FEM;SG	N;INDF;MASC;SG
έξοδο	напускане	έξοδος	напускане	N;ACC;FEM;SG	N;INDF;NEUT;SG
πιστεύει	вярва	πιστεύω	вярвам	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
στερεά	твърдо	στεργώ	твърдо	ADV	ADV
ισορροπία	баланс	ισορροπία	баланс	N;ACC;FEM;SG	N;INDF;MASC;SG
ισορροπία	салдо	ισορροπία	салдо	N;ACC;FEM;SG	N;INDF;NEUT;SG
ισορροπία	равновесие	ισορροπία	равновесие	N;ACC;FEM;SG	N;INDF;NEUT;SG
ισορροπία	равновесието	ισορροπία	равновесие	N;ACC;FEM;SG	N;DEF;NEUT;SG
ισορροπία	равновесие	ισορροπία	равновесие	N;ACC;FEM;SG	N;INDF;NEUT;SG
ισπανός	испанска	ισπανός	испански	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
ισπανός	испански	ισπανός	испански	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
τυπική	типичен	τυπικός	типичен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
τυπική	типична	τυπικός	типичен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
εξελίξεις	развития	εξέλιξη	развитие	N;NOM;FEM;PL	N;INDF;NEUT;PL
ρυθμός	пасе	ρυθμός	пасе	N;NOM;MASC;SG	N;INDF;MASC;SG
ρυθμός	темпо	ρυθμός	темпо	N;NOM;MASC;SG	N;INDF;NEUT;SG
ρυθμός	темп	ρυθμός	темп	N;NOM;MASC;SG	N;INDF;MASC;SG
ρυθμός	ставка	ρυθμός	ставка	N;NOM;MASC;SG	N;INDF;FEM;SG
ρυθμός	темпо	ρυθμός	темпо	N;NOM;MASC;SG	N;INDF;NEUT;SG
ρυθμός	ритъм	ρυθμός	ритъм	N;NOM;MASC;SG	N;INDF;MASC;SG
συνασπισμού	коалиция	συνασπισμός	коалиция	N;GEN;MASC;SG	N;INDF;FEM;SG
συνασπισμού	коалицията	συνασπισμός	коалиция	N;GEN;MASC;SG	N;DEF;FEM;SG
κάστρα	замъци	κάστρα	замъкя	N;NOM;NEUT;PL	N;INDF;MASC;PL
θεατές	зрители	θεατός	зрител	N;NOM;MASC;PL	N;INDF;MASC;PL
θεατές	зрители	θεατός	зрител	N;NOM;MASC;PL	N;INDF;MASC;PL
θεατές	зрителите	θεατός	зрител	N;NOM;MASC;PL	N;DEF;MASC;PL
σφαγή	клане	σφαγή	клане	N;ACC;FEM;SG	N;INDF;NEUT;SG
σφαγή	клане	σφαγή	клане	N;ACC;FEM;SG	N;INDF;NEUT;SG
σφαγή	касапница	σφαγή	касапница	N;ACC;FEM;SG	N;INDF;FEM;SG
σφαγή	клане	σφαγή	клане	N;ACC;FEM;SG	N;INDF;NEUT;SG
σφαγή	касапница	σφαγή	касапница	N;ACC;FEM;SG	N;INDF;FEM;SG
σουλτάνος	султан	σουλτάνος	султан	N;NOM;MASC;SG	N;INDF;MASC;SG
σουλτάνος	султанът	σουλτάνος	султан	N;NOM;MASC;SG	N;DEF;MASC;SG
σουλτάνος	султана	σουλτάνος	султана	N;NOM;MASC;SG	N;DEF;MASC;SG
μέταλλα	метали	μέταλλος	метал	N;NOM;NEUT;PL	N;INDF;MASC;PL
μέταλλα	метали	μέταλλος	метал	N;NOM;NEUT;PL	N;INDF;MASC;PL
αρχαίους	древни	άρχαιος	древен	ADJ;ACC;MASC;PL	ADJ;INDF;PL
σκηνοθέτες	директорите	σκηνοθέτης	директор	N;NOM;MASC;PL	N;DEF;MASC;PL
σκηνοθέτες	режисьори	σκηνοθέτης	режисьор	N;NOM;MASC;PL	N;INDF;MASC;PL
σκηνοθέτες	директори	σκηνοθέτης	директор	N;NOM;MASC;PL	N;INDF;MASC;PL
υποκατάσταση	замяна	υποκατάσταση	замяна	N;NOM;FEM;SG	N;INDF;FEM;SG
υποκατάσταση	заместване	υποκατάσταση	заместване	N;NOM;FEM;SG	N;INDF;NEUT;SG
χορός	танц	χορός	танц	N;NOM;MASC;SG	N;INDF;MASC;SG
χορός	танцуване	χορός	танцуване	N;NOM;MASC;SG	N;INDF;NEUT;SG
κολέγιο	колежа	κολέγιο	колеж	N;NOM;NEUT;SG	N;DEF;MASC;SG
κολέγιο	колежът	κολέγιο	колеж	N;NOM;NEUT;SG	N;DEF;MASC;SG
κολέγιο	колеж	κολέγιο	колеж	N;NOM;NEUT;SG	N;INDF;MASC;SG
κύμα	вълната	κύμα	вълна	N;NOM;NEUT;SG	N;DEF;FEM;SG
κύμα	вълна	κύμα	вълна	N;NOM;NEUT;SG	N;INDF;FEM;SG
σχεδιάστηκε	проектирано	σχεδιάζω	проектирам	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
σχεδιάστηκε	проектирана	σχεδιάζω	проектирам	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
σχεδιάστηκε	проектиран	σχεδιάζω	проектирам	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
κέρματα	монети	κέρμα	монета	N;NOM;NEUT;PL	N;INDF;MASC;PL
βία	насилието	βία	насилие	N;NOM;FEM;SG	N;DEF;NEUT;SG
βία	насилие	βία	насилие	N;NOM;FEM;SG	N;INDF;NEUT;SG
πύλες	порти	πύλη	порти	N;NOM;FEM;PL	N;INDF;FEM;PL
πύλες	портите	πύλη	порти	N;NOM;FEM;PL	N;DEF;FEM;PL
πύλες	портали	πύλη	портал	N;NOM;FEM;PL	N;INDF;MASC;PL
πύλες	портали	πύλη	портал	N;NOM;FEM;PL	N;INDF;MASC;PL
κορίτσι	момиченце	κορίτσι	момиченце	N;NOM;NEUT;SG	N;INDF;NEUT;SG
κορίτσι	момиче	κορίτσι	момиче	N;NOM;NEUT;SG	N;INDF;NEUT;SG
εγγονός	внук	εγγονός	внук	N;NOM;MASC;SG	N;INDF;MASC;SG
εγγονός	внука	εγγονός	внук	N;NOM;MASC;SG	N;DEF;MASC;SG
εγγονός	внуче	εγγονός	внуча	N;NOM;MASC;SG	N;INDF;NEUT;SG
εγγονός	внукът	εγγονός	внук	N;NOM;MASC;SG	N;DEF;MASC;SG
πρόσφατη	скорошна	πρόσφατος	скорошен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
επαγγελματίες	професионалисти	επαγγελματίας	професионалист	N;NOM;MASC;PL	N;INDF;MASC;PL
ψηφιακή	дигитален	ψηφιακός	дигитален	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
ψηφιακή	цифрова	ψηφιακός	цифров	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
ηλεκτρονική	електронен	ηλεκτρονικός	електронен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
ηλεκτρονική	електронна	ηλεκτρονικός	електронен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
τεράστιο	огромен	τεράστιος	огромен	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
τεράστιο	огромна	τεράστιος	огромен	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
τεράστιο	огромен	τεράστιος	огромен	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
τεράστιο	огромна	τεράστιος	огромен	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
κομμουνιστικό	комунистическа	κομμουνιστικός	комунистически	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
κομμουνιστικό	комунистически	κομμουνιστικός	комунистически	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
χάνει	губи	χάνω	губя-(се)	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
χάνει	губи	χάνω	губя-(се)	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
επεκτάθηκε	разширена	επικτείνω	разширя-(се)	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
επεκτάθηκε	разширен	επικτείνω	разширя-(се)	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
επεκτάθηκε	разширено	επικτείνω	разширя-(се)	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
κατάργηση	отмяна	κατάργηση	отмяна	N;ACC;FEM;SG	N;INDF;FEM;SG
θεολογία	теология	θεολογία	теология	N;NOM;FEM;SG	N;INDF;FEM;SG
εκδοχές	версиите	εκδοχή	версия	N;NOM;FEM;PL	N;DEF;FEM;PL
εκδοχές	версии	εκδοχή	версия	N;NOM;FEM;PL	N;INDF;FEM;PL
πρόεδροι	президентите	πρόεδρος	президент	N;NOM;MASC;PL	N;DEF;MASC;PL
πρόεδροι	президенти	πρόεδρος	президент	N;NOM;MASC;PL	N;INDF;MASC;PL
πρόεδροι	председатели	πρόεδρος	председател	N;NOM;MASC;PL	N;INDF;MASC;PL
ερώτημα	питане	ερώτημα	питане	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ερώτημα	справка	ερώτημα	справка	N;NOM;NEUT;SG	N;INDF;FEM;SG
ερώτημα	запитване	ερώτημα	запитване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ερώτημα	въпрос	ερώτημα	въпрос	N;NOM;NEUT;SG	N;INDF;MASC;SG
σύνταξη	пенсия	σύνταξη	пенсия	N;NOM;FEM;SG	N;INDF;FEM;SG
σύνταξη	синтаксис	σύνταξη	синтаксис	N;NOM;FEM;SG	N;INDF;MASC;SG
τεχνικά	технически	τεχνικά	технически	ADV	ADV
τεχνικά	техническо	τεχνικά	технически	ADV	ADV
τεχνικά	технически	τεχνικά	технически	ADV	ADV
ιδιοκτήτης	собственик	ιδιοκτήτης	собственик	N;NOM;MASC;SG	N;INDF;MASC;SG
ιδιοκτήτης	притежател	ιδιοκτήτης	притежател	N;NOM;MASC;SG	N;INDF;MASC;SG
ιδιοκτήτης	собственика	ιδιοκτήτης	собственик	N;NOM;MASC;SG	N;DEF;MASC;SG
γαλαξίες	галактиките	γαλαξία	галактика	N;NOM;FEM;PL	N;DEF;FEM;PL
γαλαξίες	галактики	γαλαξία	галактика	N;NOM;FEM;PL	N;INDF;FEM;PL
θεατρική	театрален	θεατρικός	театрален	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
θεατρική	театрална	θεατρικός	театрален	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
κτήρια	сгради	κτήριος	сграда	N;NOM;NEUT;PL	N;INDF;FEM;PL
ωραία	хубав	ωραίος	хубав	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
ωραία	хубава	ωραίος	хубав	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
τάσεις	тенденции	τάση	тенденция	N;NOM;FEM;PL	N;INDF;FEM;PL
τάσεις	тенденции	τάση	тенденция	N;NOM;FEM;PL	N;INDF;FEM;PL
σελήνη	муун	σελήνη	муун	N;NOM;FEM;SG	N;INDF;FEM;SG
σελήνη	луна	σελήνη	луна	N;NOM;FEM;SG	N;INDF;FEM;SG
σελήνη	луната	σελήνη	луна	N;NOM;FEM;SG	N;DEF;FEM;SG
εκτιμήσεις	оценки	εκτίμηση	оценка	N;NOM;FEM;PL	N;INDF;FEM;PL
απάντησε	отговори	απαντώ	отговоря	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
μεσαιωνική	средновековна	μεσαιωνικός	средновековен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
ισοπαλία	равенство	ισοπαλία	равенство	N;ACC;FEM;SG	N;INDF;NEUT;SG
ισοπαλία	вратовръзка	ισοπαλία	вратовръзка	N;ACC;FEM;SG	N;INDF;FEM;SG
κεφαλή	главата	κεφαλή	глава	N;ACC;FEM;SG	N;DEF;FEM;SG
κεφαλή	глава	κεφαλή	глава	N;ACC;FEM;SG	N;INDF;FEM;SG
επαναστάτες	революционери	επαναστάτης	революционер	N;NOM;MASC;PL	N;INDF;MASC;PL
επαναστάτες	бунтовници	επαναστάτης	бунтовник	N;NOM;MASC;PL	N;INDF;MASC;PL
άθροισμα	сума	άθροισμα	сума	N;NOM;NEUT;SG	N;INDF;FEM;SG
άθροισμα	сумата	άθροισμα	сума	N;NOM;NEUT;SG	N;DEF;FEM;SG
άθροισμα	сбор	άθροισμα	сбор	N;NOM;NEUT;SG	N;INDF;MASC;SG
φυλακές	затворите	φυλακή	затвор	N;NOM;FEM;PL	N;DEF;MASC;PL
ηλεκτρονικό	електронен	ηλεκτρονικός	електронен	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
ηλεκτρονικό	електронна	ηλεκτρονικός	електронен	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
αερίου	бензин	αέριο	бензин	N;GEN;NEUT;SG	N;INDF;MASC;SG
αερίου	газ	αέριο	газ	N;GEN;NEUT;SG	N;INDF;MASC;SG
σύνδρομο	синдром	σύνδρομος	синдром	N;NOM;NEUT;SG	N;INDF;MASC;SG
σύνδρομο	синдрома	σύνδρομος	синдрома	N;NOM;NEUT;SG	N;DEF;MASC;SG
σύνδρομο	синдромът	σύνδρομος	синдром	N;NOM;NEUT;SG	N;DEF;MASC;SG
ζεύγος	двойка	ζεύγος	двойка	N;NOM;NEUT;SG	N;INDF;FEM;SG
ζεύγος	чифт	ζεύγος	чифт	N;NOM;NEUT;SG	N;INDF;MASC;SG
ανακοινώνει	обявява	ανακοινώνω	обявявам-(се)	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
πόρων	ресурси	πόρος	ресурс	N;GEN;MASC;PL	N;INDF;MASC;PL
συνοικίες	райони	συνοικία	район	N;NOM;FEM;PL	N;INDF;MASC;PL
συνοικίες	области	συνοικία	област	N;NOM;FEM;PL	N;INDF;FEM;PL
συνοικίες	квартали	συνοικία	квартал	N;NOM;FEM;PL	N;INDF;MASC;PL
ολοκληρωθεί	завършена	ολοκληρώνω	завърша	V;PFV;NFIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ολοκληρωθεί	завършени	ολοκληρώνω	завърша	V;PFV;NFIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
ολοκληρωθεί	завършен	ολοκληρώνω	завърша	V;PFV;NFIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ολοκληρωθεί	завършено	ολοκληρώνω	завърша	V;PFV;NFIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
παναγιώτη	панайотис	παναγιώτης	панайотис	N;MASC;SG	N;INDF;MASC;SG
άσκηση	упражнение	άσκηση	упражнение	N;ACC;FEM;SG	N;INDF;NEUT;SG
σημείωση	забележка	σημείωση	забележка	N;NOM;FEM;SG	N;INDF;FEM;SG
σημείωση	бележка	σημείωση	бележка	N;NOM;FEM;SG	N;INDF;FEM;SG
συμβολίζει	символизира	συμβολίζω	символизирам	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
συμβολίζει	символизира	συμβολίζω	символизирам	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ηλεκτρική	електрически	ηλεκτρικός	електрически	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
ηλεκτρική	електрическа	ηλεκτρικός	електрически	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
ηλεκτρική	електрически	ηλεκτρικός	електрически	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
ηλεκτρική	електрическа	ηλεκτρικός	електрически	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
ηλεκτρικό	електрически	ηλεκτρικός	електрически	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
ηλεκτρικό	електрическа	ηλεκτρικός	електрически	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
επιπτώσεις	последици	επίπτωση	последица	N;NOM;FEM;PL	N;INDF;FEM;PL
επιπτώσεις	последствия	επίπτωση	последствие	N;NOM;FEM;PL	N;INDF;NEUT;PL
επιπτώσεις	последствията	επίπτωση	последствие	N;NOM;FEM;PL	N;DEF;NEUT;PL
επιπτώσεις	въздействия	επίπτωση	въздействие	N;NOM;FEM;PL	N;INDF;NEUT;PL
επιπτώσεις	последици	επίπτωση	последица	N;NOM;FEM;PL	N;INDF;FEM;PL
επιπτώσεις	последици	επίπτωση	последица	N;NOM;FEM;PL	N;INDF;FEM;PL
επιπτώσεις	ефекти	επίπτωση	ефект	N;NOM;FEM;PL	N;INDF;MASC;PL
αγροτική	селски	αγροτικός	селски	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
αγροτική	селска	αγροτικός	селски	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
δορυφόρος	сателитен	δορυφόρος	сателитен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
δορυφόρος	сателитна	δορυφόρος	сателитен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
αρσενικά	мъжки	αρσενικά	мъжки	ADJ;NOM;NEUT;PL	ADJ;INDF;PL
αρσενικά	мъжки	αρσενικά	мъжки	ADJ;NOM;NEUT;PL	ADJ;INDF;PL
ξέρει	знае	ξέρω	знам	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
τραγωδία	трагедия	τραγωδία	трагедия	N;ACC;FEM;SG	N;INDF;FEM;SG
τραγωδία	трагедията	τραγωδία	трагедия	N;ACC;FEM;SG	N;DEF;FEM;SG
αθλητικές	спортни	αθλητικός	спортен	ADJ;NOM;FEM;PL	ADJ;INDF;PL
κλειδί	ключ	κλειδί	ключ	N;NOM;NEUT;SG	N;INDF;MASC;SG
κλειδί	ключа	κλειδί	ключа	N;NOM;NEUT;SG	N;DEF;MASC;SG
κλειδί	ключът	κλειδί	ключ	N;NOM;NEUT;SG	N;DEF;MASC;SG
υπεύθυνη	отговорен	υπεύθυνος	отговорен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
υπεύθυνη	отговорна	υπεύθυνος	отговорен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
πρωταθλητές	шампиони	πρωταθλητής	шампион	N;NOM;MASC;PL	N;INDF;MASC;PL
πρωταθλητές	шампионите	πρωταθλητής	шампион	N;NOM;MASC;PL	N;DEF;MASC;PL
αναπληρωτής	заместник	αναπληρωτής	заместник	N;NOM;MASC;SG	N;INDF;MASC;SG
μόρια	молекули	μόριο	молекул	N;NOM;NEUT;PL	N;INDF;MASC;PL
μόρια	молекулите	μόριο	молекул	N;NOM;NEUT;PL	N;DEF;MASC;PL
αυτόνομη	автономна	αυτόνομος	автономен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
τατουάζ	татуировки	τατουάζ	татуировка	N;NOM;NEUT;PL	N;INDF;FEM;PL
τατουάζ	татуировките	τατουάζ	татуировка	N;NOM;NEUT;PL	N;DEF;FEM;PL
τατουάζ	татуировки	τατουάζ	татуировка	N;NOM;NEUT;PL	N;INDF;FEM;PL
διαταγές	нареждания	διαταγή	нареждане	N;NOM;FEM;PL	N;INDF;NEUT;PL
διαταγές	заповеди	διαταγή	заповедя	N;NOM;FEM;PL	N;INDF;MASC;PL
διαταγές	поръчки	διαταγή	поръчка	N;NOM;FEM;PL	N;INDF;FEM;PL
ιδιοκτησίας	собственост	ιδιοκτησία	собственост	N;GEN;FEM;SG	N;INDF;FEM;SG
ιδιοκτησίας	притежание	ιδιοκτησία	притежание	N;GEN;FEM;SG	N;INDF;NEUT;SG
παιδεία	обучение	παιδεία	обучение	N;NOM;FEM;SG	N;INDF;NEUT;SG
παιδεία	образование	παιδεία	образование	N;NOM;FEM;SG	N;INDF;NEUT;SG
παιδεία	възпитание	παιδεία	възпитание	N;NOM;FEM;SG	N;INDF;NEUT;SG
αντίγραφο	дублиране	αντίγραφο	дублиране	N;NOM;NEUT;SG	N;INDF;NEUT;SG
αντίγραφο	дубликат	αντίγραφο	дубликат	N;NOM;NEUT;SG	N;DEF;MASC;SG
αντίγραφο	копиране	αντίγραφο	копиране	N;NOM;NEUT;SG	N;INDF;NEUT;SG
αντίγραφο	копие	αντίγραφο	копие	N;NOM;NEUT;SG	N;INDF;NEUT;SG
αντίγραφο	реплика	αντίγραφο	реплика	N;NOM;NEUT;SG	N;INDF;FEM;SG
αντίγραφο	копие	αντίγραφο	копие	N;NOM;NEUT;SG	N;INDF;NEUT;SG
φωτογραφίας	фотографията	φωτογραφία	фотография	N;GEN;FEM;SG	N;DEF;FEM;SG
φωτογραφίας	фотография	φωτογραφία	фотография	N;GEN;FEM;SG	N;INDF;FEM;SG
θρησκευτικά	религиозно	θρησκευτικά	религиозен	ADV	ADV
διάσταση	измерение	διάσταση	измерение	N;ACC;FEM;SG	N;INDF;NEUT;SG
μυθιστορήματα	романите	μυθιστόρημα	роман	N;NOM;NEUT;PL	N;DEF;MASC;PL
μυθιστορήματα	романи	μυθιστόρημα	роман	N;NOM;NEUT;PL	N;INDF;MASC;PL
αξιολόγηση	преценка	αξιολόγηση	преценка	N;ACC;FEM;SG	N;INDF;FEM;SG
αξιολόγηση	оценяване	αξιολόγηση	оценяване	N;ACC;FEM;SG	N;INDF;NEUT;SG
αξιολόγηση	оценка	αξιολόγηση	оценка	N;ACC;FEM;SG	N;INDF;FEM;SG
αξιολόγηση	оценяване	αξιολόγηση	оценяване	N;ACC;FEM;SG	N;INDF;NEUT;SG
αξιολόγηση	оценката	αξιολόγηση	оценка	N;ACC;FEM;SG	N;DEF;FEM;SG
αξιολόγηση	оценка	αξιολόγηση	оценка	N;ACC;FEM;SG	N;INDF;FEM;SG
αντίθετο	обратното	αντίθετο	обратен	ADJ;NOM;NEUT;SG	ADJ;DEF;NEUT;SG
ορολογία	терминология	ορολογία	терминология	N;NOM;FEM;SG	N;INDF;FEM;SG
δημοφιλές	популярно	δημοφιλής	популярен	ADV	ADV
εντολές	команди	εντολή	команд	N;NOM;FEM;PL	N;INDF;MASC;PL
εντολές	командите	εντολή	команд	N;NOM;FEM;PL	N;DEF;MASC;PL
εντολές	нареждания	εντολή	нареждане	N;NOM;FEM;PL	N;INDF;NEUT;PL
εντολές	заповеди	εντολή	заповедя	N;NOM;FEM;PL	N;INDF;MASC;PL
εντολές	поръчки	εντολή	поръчка	N;NOM;FEM;PL	N;INDF;FEM;PL
χειρόγραφα	ръкописи	χειρόγραφο	ръкопис	N;NOM;NEUT;PL	N;INDF;MASC;PL
κλινική	клинична	κλινικός	клиничен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
μπαρόκ	барок	μπαρόκ	барок	N;NOM;NEUT;SG	N;INDF;MASC;SG
πόλο	поло	πόλος	поло	N;NOM;MASC;SG	N;INDF;NEUT;SG
πόλο	прът	πόλος	прът	N;NOM;MASC;SG	N;INDF;MASC;SG
πόλο	стълб	πόλος	стълб	N;NOM;MASC;SG	N;INDF;MASC;SG
πόλο	полюс	πόλος	полюс	N;NOM;MASC;SG	N;INDF;MASC;SG
πόλο	поляк	πόλος	поляк	N;NOM;MASC;SG	N;INDF;MASC;SG
πόλο	пилон	πόλος	пилон	N;NOM;MASC;SG	N;INDF;MASC;SG
κάτοχος	собственик	κάτοχος	собственик	N;NOM;MASC;SG	N;INDF;MASC;SG
κάτοχος	притежател	κάτοχος	притежател	N;NOM;MASC;SG	N;INDF;MASC;SG
κάτοχος	собственика	κάτοχος	собственик	N;NOM;MASC;SG	N;DEF;MASC;SG
κάτοχος	титуляр	κάτοχος	титуляр	N;NOM;MASC;SG	N;INDF;MASC;SG
κάτοχος	притежател	κάτοχος	притежател	N;NOM;MASC;SG	N;INDF;MASC;SG
κάτοχος	холдър	κάτοχος	холдър	N;NOM;MASC;SG	N;INDF;MASC;SG
κάτοχος	притежателя	κάτοχος	притежател	N;NOM;MASC;SG	N;DEF;MASC;SG
μεθυλο	метил	μεθυλο	метя-(се)	N	N;INDF;MASC;SG
συμμάχους	съюзници	σύμμαχος	съюзник	N;ACC;MASC;PL	N;INDF;MASC;PL
συμμάχους	съюзниците	σύμμαχος	съюзник	N;ACC;MASC;PL	N;DEF;MASC;PL
περιφερειακή	регионален	περιφερειακός	регионален	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
περιφερειακή	регионална	περιφερειακός	регионален	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
προηγούμενα	предишно	προηγούμενος	предишно	ADV	ADV
επίσκεψη	визита	επίσκεψη	визита	N;ACC;FEM;SG	N;INDF;FEM;SG
επίσκεψη	посещение	επίσκεψη	посещение	N;ACC;FEM;SG	N;INDF;NEUT;SG
διακοπή	прекъсване	διακοπή	прекъсване	N;ACC;FEM;SG	N;INDF;NEUT;SG
διακοπή	почивка	διακοπή	почивка	N;ACC;FEM;SG	N;INDF;FEM;SG
διακοπή	прекъсване	διακοπή	прекъсване	N;ACC;FEM;SG	N;INDF;NEUT;SG
αποδοχή	приемане	αποδοχή	приемане	N;ACC;FEM;SG	N;INDF;NEUT;SG
αποδοχή	приемане	αποδοχή	приемане	N;ACC;FEM;SG	N;INDF;NEUT;SG
προστέθηκε	добавена	προσθέτω	добавя	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
προστέθηκε	добавен	προσθέτω	добавен	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
προστέθηκε	добавено	προσθέτω	добавя	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
κυνήγι	лов	κυνήγι	лов	N;NOM;NEUT;SG	N;INDF;MASC;SG
κυνήγι	лов	κυνήγι	лов	N;NOM;NEUT;SG	N;INDF;MASC;SG
