پُشتَینی	kalıtsal	پُشتَینی	kalıtsal	ADJ	ADJ
تصنیف	makale	تصنیف	makale	N;NOM;MASC;SG;3	N;NOM;SG;3
تصویر	görüntü	تصویر	görüntü	N;NOM;MASC;SG;3	N;NOM;SG;3
تصویر	benzerlik	تصویر	benzerlik	N;NOM;MASC;SG;3	N;NOM;SG;3
تصویر	görüntü	تصویر	görüntü	N;NOM;MASC;SG;3	N;NOM;SG;3
تضاد	tutarsızlık	تضاد	tutarsızlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تضاد	tutarsızlık	تضاد	tutarsızlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تضیع	boşa	تضیع	boşa		
تضیع	ziyan	تضیع	ziyan		
تضیع	atık	تضیع	atık		
تضیع	harcama	تضیع	harca		
تضیع	israf	تضیع	israf		
تطاوُل	zulüm	تطاوُل	zulüm		
تطبیق	karşılaştırma	تطبیق	karşılaş	N;NOM;MASC;SG;3	N;NOM;SG;3
تعارض	müsabaka	تعارض	müsabaka	N;NOM;MASC;SG;3	N;NOM;SG;3
تعارض	tutarsızlık	تعارض	tutarsızlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تعب	yorgunluk	تعب	yorgunluk		
تعب	emek	تعب	emek		
تعب	sıkıntı	تعب	sıkıntı		
تعب	bela	تعب	bela		
تعب	dert	تعب	dert		
تعب	sorun	تعب	sorun		
تعب	istırap	تعب	istır		
تعب	keder	تعب	keder		
تعب	keder	تعب	keder		
تعب	hüzün	تعب	hüzün		
تعب	üzüntü	تعب	üzün		
تعداد	numarası	تعداد	numara	N;NOM;MASC;SG;3	N;NOM;SG;3
تعداد	miktarı	تعداد	miktar	N;NOM;MASC;SG;3	N;NOM;SG;3
تعدیل	ayar	تعدیل	ayar	N;NOM;MASC;SG;3	N;NOM;SG;3
تعدیل	nötralizasyon	تعدیل	nötralizasyon	N;NOM;MASC;SG;3	N;NOM;SG;3
تعدیل	ayar	تعدیل	ayar	N;NOM;MASC;SG;3	N;NOM;SG;3
تعریف	tanımı	تعریف	tanım	N;NOM;MASC;SG;3	N;NOM;SG;3
تعریف	tanımı	تعریف	tanım	N;NOM;MASC;SG;3	N;NOM;SG;3
تعریف	hayranlık	تعریف	hayranlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تعزیر	cezası	تعزیر	ceza	N;NOM;MASC;SG;3	N;NOM;SG;3
تعزیر	ceza	تعزیر	ceza	N;NOM;MASC;SG;3	N;NOM;SG;3
تعزیر	cezası	تعزیر	ceza	N;NOM;MASC;SG;3	N;NOM;SG;3
تعزیر	ceza	تعزیر	ceza	N;NOM;MASC;SG;3	N;NOM;SG;3
تعزیر	penaltı	تعزیر	penaltı	N;NOM;MASC;SG;3	N;NOM;SG;3
تعزیر	cezası	تعزیر	ceza	N;NOM;MASC;SG;3	N;NOM;SG;3
تعزیر	ceza	تعزیر	ceza	N;NOM;MASC;SG;3	N;NOM;SG;3
تعسُّر	zorluk	تعسُّر	zorluk	N;NOM;MASC;SG;3	N;NOM;SG;3
تعسُّر	yoksulluk	تعسُّر	yoksulluk	N;NOM;MASC;SG;3	N;NOM;SG;3
تعسُّر	fakirlik	تعسُّر	fakirlik	N;NOM;MASC;SG;3	N;NOM;SG;3
تعسُّف	sapıklık	تعسُّف	sapıklık	N;NOM;MASC;SG;3	N;NOM;SG;3
تعشُّق	aşk	تعشُّق	aşk	N;NOM;MASC;SG;3	N;NOM;SG;3
تعشُّق	şefkat	تعشُّق	şefkat	N;NOM;MASC;SG;3	N;NOM;SG;3
تعطّر	aroma	تعطّر	aro		
تعطّر	koku	تعطّر	koku		
تعطّف	nezaket	تعطّف	nezaket		
تعطّل	servis	تعطّل	servis		
تعطّل	erteleme	تعطّل	ertele		
تعطّل	erteleme	تعطّل	ertele		
تعطّل	gecikme	تعطّل	gecik		
تعظیم	secde	تعظیم	sec	N;NOM;FEM;SG;3	N;NOM;SG;3
تعلیم	öğretmenlik	تعلیم	öğretmenlik	N;NOM;FEM;SG;3	N;NOM;SG;3
تعلیم	öğretim	تعلیم	öğretim	N;NOM;FEM;SG;3	N;NOM;SG;3
تعلیم	eğitim	تعلیم	eğitim	N;NOM;FEM;SG;3	N;NOM;SG;3
تعلیم	öğretim	تعلیم	öğretim	N;NOM;FEM;SG;3	N;NOM;SG;3
تعلیم	öğretmenlik	تعلیم	öğretmenlik	N;NOM;FEM;SG;3	N;NOM;SG;3
تعلیم	öğretim	تعلیم	öğretim	N;NOM;FEM;SG;3	N;NOM;SG;3
تعلیم	eğitim	تعلیم	eğitim	N;NOM;FEM;SG;3	N;NOM;SG;3
تعمیر	yapısı	تعمیر	yapı	N;NOM;FEM;SG;3	N;NOM;SG;3
تعمیر	yapısı	تعمیر	yapı	N;NOM;FEM;SG;3	N;NOM;SG;3
تعمیل	performansı	تعمیل	performans	N;NOM;MASC;SG;3	N;NOM;SG;3
تعمیل	itaat	تعمیل	itaat	N;NOM;MASC;SG;3	N;NOM;SG;3
تعمیل	performansı	تعمیل	performans	N;NOM;MASC;SG;3	N;NOM;SG;3
تعمیل	uyum	تعمیل	uyum	N;NOM;MASC;SG;3	N;NOM;SG;3
تعمیل	itaat	تعمیل	itaat	N;NOM;MASC;SG;3	N;NOM;SG;3
تغییر	değişim	تغییر	değişim		
تغییر	değişim	تغییر	değişim		
تغییر	değiştir	تغییر	değiş		
تغییر	değişen	تغییر	değiş		
تَف	isı	تَف	isı		
تَف	alev	تَف	alev		
تَف	alevi	تَف	alevi		
تَف	ateşle	تَف	ateş		
تَف	ateş	تَف	ateş		
تَف	yangın	تَف	yangın		
تَف	ates	تَف	ates		
تَف	buhar	تَف	buhar		
تَف	buhar	تَف	buhar		
تُف	tükürük	تُف	tükürük		
تُف	lanet	تُف	lanet		
تُف	köpüklü	تُف	köpüklü		
تُف	köpük	تُف	köpük		
تُف	sprey	تُف	sprey		
تفارُق	ayrılık	تفارُق	ayrılık	N;NOM;MASC;SG;3	N;NOM;SG;3
تفارُق	fark	تفارُق	fark	N;NOM;MASC;SG;3	N;NOM;SG;3
تفت	öfkeli	تفت	öfkeli		
تفت	hot	تفت	hot		
تفت	ateşli	تفت	ateşli		
تفت	sıcak	تفت	sıcak		
تفت	isı	تفت	isı		
تفت	ilık	تفت	ilık		
تفت	sıcacık	تفت	sıcacık		
تفت	sıcak	تفت	sıcak		
تفت	öfkeli	تفت	öfkeli		
تفتہ	kavrulmuş	تفتہ	kavrul		
تفتہ	yanık	تفتہ	yanık		
تفتیش	sınav	تفتیش	sınav	N;NOM;FEM;SG;3	N;NOM;SG;3
تفتیش	muayene	تفتیش	muayene	N;NOM;FEM;SG;3	N;NOM;SG;3
تفرقہ	ayrılık	تفرقہ	ayrılık	N;NOM;MASC;SG;3	N;NOM;SG;3
تفرہ	kibir	تفرہ	kibir		
تفرہ	gurur	تفرہ	gurur		
تفریح	eğlence	تفریح	eğlence	N;NOM;MASC;SG;3	N;NOM;SG;3
تفریح	eğlence	تفریح	eğlence	N;NOM;MASC;SG;3	N;NOM;SG;3
تفریح	eğlence	تفریح	eğlence	N;NOM;MASC;SG;3	N;NOM;SG;3
تفریط	eksikliği	تفریط	eksiklik	N;NOM;MASC;SG;3	N;NOM;SG;3
تفریط	eksiklik	تفریط	eksiklik	N;NOM;MASC;SG;3	N;NOM;SG;3
تفریق	kalkış	تفریق	kalkış	N;NOM;MASC;SG;3	N;NOM;SG;3
تفریق	kıskançlık	تفریق	kıskançlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تفریق	ayrılık	تفریق	ayrılık	N;NOM;MASC;SG;3	N;NOM;SG;3
تفریق	kalkış	تفریق	kalkış	N;NOM;MASC;SG;3	N;NOM;SG;3
تفریق	kıskançlık	تفریق	kıskançlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تفریق	ayrılık	تفریق	ayrılık	N;NOM;MASC;SG;3	N;NOM;SG;3
تفل	tükürük	تفل	tükürük		
تفل	salya	تفل	sal		
تفل	tükürük	تفل	tükürük		
تفل	kir	تفل	kir		
تفل	toprak	تفل	toprak		
تفہیم	öğretmenlik	تفہیم	öğretmenlik	N;NOM;MASC;SG;3	N;NOM;SG;3
تفہیم	öğretim	تفہیم	öğretim	N;NOM;MASC;SG;3	N;NOM;SG;3
تقاتُل	kavga	تقاتُل	kavga	N;NOM;MASC;SG;3	N;NOM;SG;3
تقارُب	yakınlık	تقارُب	yakınlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تقارُب	yakınlığı	تقارُب	yakınlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تقاطُر	damıtma	تقاطُر	damıtma	N;NOM;MASC;SG;3	N;NOM;SG;3
تقاطُع	kavşak	تقاطُع	kavşak	N;NOM;MASC;SG;3	N;NOM;SG;3
تقاویم	takvim	تقاویم	takvim		
تقدُّس	saflık	تقدُّس	saflık	N;NOM;MASC;SG;3	N;NOM;SG;3
تقدُّس	kutsallık	تقدُّس	kutsallık	N;NOM;MASC;SG;3	N;NOM;SG;3
تقدیر	tahmini	تقدیر	tahmin	N;NOM;FEM;SG;3	N;NOM;SG;3
تقدیر	tahmini	تقدیر	tahmin	N;NOM;FEM;SG;3	N;NOM;SG;3
تقریب	nedeni	تقریب	neden	N;NOM;FEM;SG;3	N;NOM;SG;3
تقریب	öneri	تقریب	öneri	N;NOM;FEM;SG;3	N;NOM;SG;3
تقریب	yakınlık	تقریب	yakınlık	N;NOM;FEM;SG;3	N;NOM;SG;3
تقریب	yakınlığı	تقریب	yakınlık	N;NOM;FEM;SG;3	N;NOM;SG;3
تقریب	nedeni	تقریب	neden	N;NOM;FEM;SG;3	N;NOM;SG;3
تقریب	nedeni	تقریب	neden	N;NOM;FEM;SG;3	N;NOM;SG;3
تقریب	öneri	تقریب	öneri	N;NOM;FEM;SG;3	N;NOM;SG;3
تقریب	yakınlık	تقریب	yakınlık	N;NOM;FEM;SG;3	N;NOM;SG;3
تقریب	yakınlığı	تقریب	yakınlık	N;NOM;FEM;SG;3	N;NOM;SG;3
تقریب	töreni	تقریب	tören	N;NOM;FEM;SG;3	N;NOM;SG;3
تقریب	nedeni	تقریب	neden	N;NOM;FEM;SG;3	N;NOM;SG;3
تقریر	adresiniz	تقریر	adres	N;NOM;FEM;SG;3	N;NOM;SG;3
تقریر	adresi	تقریر	adres	N;NOM;FEM;SG;3	N;NOM;SG;3
تقریر	adresiniz	تقریر	adres	N;NOM;FEM;SG;3	N;NOM;SG;3
تقریر	adresi	تقریر	adres	N;NOM;FEM;SG;3	N;NOM;SG;3
تقریری	konuşkan	تقریری	konuşkan	ADJ	ADJ
تقسیم	paylaşım	تقسیم	paylaşım	N;NOM;FEM;SG;3	N;NOM;SG;3
تقطیع	kâğıt	تقطیع	kâğıt		
تقطیع	gazete	تقطیع	gazet		
تقطیع	kağıt	تقطیع	kağıt		
تقویت	güvencesi	تقویت	güvence	N;NOM;MASC;SG;3	N;NOM;SG;3
تقویت	desteği	تقویت	destek	N;NOM;MASC;SG;3	N;NOM;SG;3
تکُ	alaka	تکُ	alaka		
تکالیف	sıkıntılar	تکلیف	sıkıntı	N;NOM;MASC;PL;3	N;NOM;PL;3
تکالیف	dertler	تکلیف	de	N;NOM;MASC;PL;3	N;NOM;PL;3
تکالیف	sorunlar	تکلیف	sorun	N;NOM;MASC;PL;3	N;NOM;PL;3
تکان	yorgunluk	تکان	yorgunluk		
تکان	felç	تکان	felç		
تکان	inme	تکان	in		
تکان	saldırı	تکان	saldırı		
تکان	saldır	تکان	saldır		
تکان	saldırı	تکان	saldırı		
تکان	darbe	تکان	darbe		
تکان	ajitasyon	تکان	ajitasyon		
تکان	bump	تکان	bu		
تکان	yorgunluk	تکان	yorgunluk		
تکان	felç	تکان	felç		
تکان	inme	تکان	in		
تکان	saldırı	تکان	saldırı		
تکان	saldır	تکان	saldır		
تکان	yorgunluk	تکان	yorgunluk		
تکان	saldırı	تکان	saldırı		
تکان	darbe	تکان	darbe		
تکان	ajitasyon	تکان	ajitasyon		
تکان	bump	تکان	bu		
تکبُّر	gururu	تکبُّر	gurur	N;NOM;MASC;SG;3	N;NOM;SG;3
تکرار	anlaşmazlık	تکرار	anlaşmazlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تکرار	anlaşmazlık	تکرار	anlaşmazlık	N;NOM;MASC;SG;3	N;NOM;SG;3
تکڑ	kuvvet	تکڑ	kuvvet		
تکڑ	güç	تکڑ	güç		
تکڑا	güçlü	تکڑ	güçlü		
تکڑا	kuvvetli	تکڑ	kuvvetli		
تکڑا	stout	تکڑ	stout		
تکڑا	sağlam	تکڑ	sağlam		
