dan	και	dan	και	CONJ	CONJ
menambah	προσθέτοντας	mentambah	προσθέτω	V;SG;ACT	V;IPFV;V.CVB;ACT
kolonial	αποικιακό	kolonial	αποικιακός	ADJ;SG	ADJ;NOM;NEUT;SG
pangkalan	βαση	pangkalan	βαση	N;SG	N;NOM;FEM;SG
pangkalan	βάση	pangkalan	βάση	N;SG	N;ACC;FEM;SG
blog	μπλογκ	blog	μπλογκ	N;SG	N;NOM;NEUT;SG
berpartisipasi	συμμετέχοντας	berpartisipasi	συμμετέχων	V;SG;ACT	V;IPFV;V.CVB;ACT
berpartisipasi	συμμετέχει	berpartisipasi	συμμετέχω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
berpartisipasi	συμμετείχε	berpartisipasi	συμμετέχω	V;SG;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
berpartisipasi	συμμετείχα	berpartisipasi	συμμετέχω	V;SG;ACT	V;IPFV;IND;SG;1;PST;FIN;ACT
aman	ασφαλές	aman	ασφαλής	ADJ;SG	ADJ;NOM;NEUT;SG
aman	ασφαλής	aman	ασφαλής	ADJ;SG	ADJ;NOM;MASC;SG
aman	ασφαλή	aman	ασφαλής	ADJ;SG	ADJ;NOM;FEM;SG
aman	ασφαλές	aman	ασφαλής	ADJ;SG	ADJ;NOM;NEUT;SG
aman	ασφαλής	aman	ασφαλής	ADJ;SG	ADJ;NOM;MASC;SG
pilot	πιλότος	pilot	πιλότος	N;SG	N;NOM;MASC;SG
pengisi	πλήρωσης	penisi	πλήρωση	N;SG	N;GEN;FEM;SG
keuskupan	επισκοπή	keuskupan	επισκοπή	N;SG	N;NOM;FEM;SG
profesor	καθηγητή	profesor	καθηγητής	N;SG	N;ACC;MASC;SG
profesor	καθηγητά	profesor	καθηγητά	N;SG	N;VOC;MASC;SG
profesor	καθηγητής	profesor	καθηγητής	N;SG	N;NOM;MASC;SG
gangguan	αναταραχή	gangguan	αναταραχή	N;SG	N;NOM;FEM;SG
gangguan	διαταραχή	gangguan	διαταραχή	N;SG	N;NOM;FEM;SG
gangguan	παρέμβαση	gangguan	παρέμβαση	N;SG	N;ACC;FEM;SG
gangguan	παρεμβολή	gangguan	παρεμβολή	N;SG	N;NOM;FEM;SG
gangguan	διαταραχή	gangguan	διαταραχή	N;SG	N;NOM;FEM;SG
gangguan	αταξία	gangguan	αταξία	N;SG	N;NOM;FEM;SG
lumpur	λάσπη	lumpur	λάσπη	N;SG	N;NOM;FEM;SG
menyadari	συνειδητοποιώντας	mensadari	συνειδητοποιώ	V;SG;ACT	V;IPFV;V.CVB;ACT
menyadari	συνειδητοποίησα	mensadari	συνειδητοποιώ	V;SG;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
warisan	κληρονομιά	warisan	κληρονομιά	N;SG	N;NOM;FEM;SG
warisan	κληρονομιά	warisan	κληρονομιά	N;SG	N;NOM;FEM;SG
warisan	κληρονομιά	warisan	κληρονομιά	N;SG	N;NOM;FEM;SG
dikalahkan	ηττήθηκε	dikalahkan	ηττώμαι	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
puteri	πριγκίπισσα	puteri	πριγκίπισσα	N	N;NOM;FEM;SG
puteri	πριγκήπισσα	puteri	πριγκήπισσα	N	N;NOM;FEM;SG
biji	σπόρο	biji	σπόρο	N;SG	N;NOM;NEUT;SG
biji	σπόρος	biji	σπόρος	N;SG	N;NOM;MASC;SG
penghapusan	αφαίρεση	penhapusan	αφαίρεση	N;SG	N;ACC;FEM;SG
penghapusan	απομάκρυνση	penhapusan	απομάκρυνση	N;SG	N;ACC;FEM;SG
diharapkan	αναμένεται	diharapkan	αναμένω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
diharapkan	αναμενόταν	diharapkan	αναμένω	V;SG;PASS	V;IPFV;IND;SG;3;PST;FIN;PASS
sungguh	πραγματικά	sungguh	πραγματικά	ADV	ADV
menghabiskan	ξοδεύει	menhabiskan	ξοδεύω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
infanteri	πεζικό	infanteri	πεζικό	N;SG	N;NOM;NEUT;SG
siang	μερα	siang	μερα	N;SG	N;NOM;FEM;SG
siang	ημερα	siang	ημερα	N;SG	N;NOM;FEM;SG
siang	ημέρα	siang	ημέρα	N;SG	N;NOM;FEM;SG
siang	μέρα	siang	μέρα	N;SG	N;ACC;FEM;SG
siang	απόγευμα	siang	απόγευμα	N;SG	N;NOM;NEUT;SG
latihan	επιμόρφωση	latihan	επιμόρφωση	N;SG	N;ACC;FEM;SG
latihan	εκπαίδευση	latihan	εκπαίδευση	N;SG	N;ACC;FEM;SG
latihan	κατάρτισης	latihan	κατάρτιση	N;SG	N;GEN;FEM;SG
latihan	κατάρτιση	latihan	κατάρτιση	N;SG	N;ACC;FEM;SG
latihan	προπόνηση	latihan	προπόνηση	N;SG	N;ACC;FEM;SG
latihan	προπόνηση	latihan	προπόνηση	N;SG	N;ACC;FEM;SG
latihan	ιατρείο	latihan	ιατρείο	N;SG	N;NOM;NEUT;SG
latihan	εξάσκηση	latihan	εξάσκηση	N;SG	N;ACC;FEM;SG
latihan	προπόνηση	latihan	προπόνηση	N;SG	N;ACC;FEM;SG
latihan	πρόβα	latihan	πρόβα	N;SG	N;NOM;FEM;SG
latihan	άσκηση	latihan	άσκηση	N;SG	N;ACC;FEM;SG
marah	οργισμένος	marah	οργισμένος	ADJ;SG	ADJ;NOM;MASC;SG
server	εξυπηρετητής	server	εξυπηρετητής	N;SG	N;GEN;FEM;SG
server	εξυπηρετητή	server	εξυπηρετητής	N;SG	N;NOM;MASC;SG
server	διακομιστής	server	διακομιστής	N;SG	N;NOM;MASC;SG
server	σέρβερ	server	σέρβερ	N;SG	N;NOM;NEUT;SG
hiburan	διασκέδαση	hiburan	διασκέδαση	N;SG	N;NOM;FEM;SG
hiburan	ψυχαγωγία	hiburan	ψυχαγωγία	N;SG	N;NOM;FEM;SG
bencana	καταστροφή	bencana	καταστροφή	N;SG	N;ACC;FEM;SG
bencana	καταστροφή	bencana	καταστροφή	N;SG	N;ACC;FEM;SG
demokrat	δημοκράτης	demokrat	δημοκράτης	N;SG	N;NOM;MASC;SG
lubang	λάκκος	lubang	λάκκος	N;SG	N;NOM;MASC;SG
lubang	λάκκο	lubang	λάκκο	N;SG	N;NOM;NEUT;SG
lubang	οπή	lubang	οπή	N;SG	N;NOM;FEM;SG
lubang	τρύπα	lubang	τρύπα	N;SG	N;NOM;FEM;SG
pangan	τροφή	pangan	τροφή	N;SG	N;NOM;FEM;SG
pangan	φαγητό	pangan	φαγητό	N;SG	N;NOM;NEUT;SG
tidur	ύπνος	tidur	ύπνος	N;SG;ACT	N;NOM;MASC;SG
tidur	ύπνο	tidur	ύπνο	N;SG;ACT	N;ACC;MASC;SG
tidur	κρεβάτι	tidur	κρεβάτι	N;SG;ACT	N;NOM;NEUT;SG
tidur	κρεββάτι	tidur	κρεββάτι	N;SG;ACT	N;NOM;NEUT;SG
tidur	ύπνος	tidur	ύπνος	N;SG;ACT	N;NOM;MASC;SG
pembantu	βοηθός	penbantu	βοηθός	N;SG	N;NOM;MASC;SG
pembantu	βοηθός	penbantu	βοηθός	N;SG	N;NOM;MASC;SG
pembantu	υπηρέτρια	penbantu	υπηρέτρια	N;SG	N;NOM;FEM;SG
pembantu	καμαριέρα	penbantu	καμαριέρα	N;SG	N;NOM;FEM;SG
mencatat	σημειώνοντας	mencatat	σημειώνω	V;SG;ACT	V;IPFV;V.CVB;ACT
pendirian	ίδρυση	pendirian	ίδρυση	N;SG	N;NOM;FEM;SG
alamat	διεύθυνση	alamat	διεύθυνση	N;SG	N;NOM;FEM;SG
radar	ραντάρ	radar	ραντάρ	N	N;NOM;NEUT;SG
kepolisian	αστυνομία	kepolisian	αστυνομία	N;SG	N;NOM;FEM;SG
damai	ειρηνική	damai	ειρηνικός	ADJ;SG	ADJ;NOM;FEM;SG
damai	γαλήνια	damai	γαλήνια	ADJ;SG	ADJ;NOM;FEM;SG
damai	ειρηνικό	damai	ειρηνικός	ADJ;SG	ADJ;NOM;NEUT;SG
berpengaruh	επηρεάζει	berpengaruh	επηρεάζω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
protestan	προτεστάντες	protestan	προτεστάν	N	N;NOM;MASC;PL
protestan	προτεστάντες	protestan	προτεστάν	N	N;NOM;MASC;PL
memperkenalkan	εισήγαγε	menperkenalkan	εισηγάγω	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
memperkenalkan	εισαγάγει	menperkenalkan	εισαγάγω	V;SG;ACT	V;PFV;NFIN;ACT
memperkenalkan	εισάγει	menperkenalkan	εισάγω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
hilir	κατάντη	hilir	κατάντης	N;SG	N
papan	σανίδα	papan	σανίδα	N;SG	N;NOM;FEM;SG
papan	σανίδα	papan	σανίδα	N;SG	N;NOM;FEM;SG
terang	ελαφριά	terang	ελαφριά	ADJ;SG	ADJ;NOM;FEM;SG
terang	φωτεινή	terang	φωτεινός	ADJ;SG	ADJ;NOM;FEM;SG
terang	φωτεινό	terang	φωτεινός	ADJ;SG	ADJ;NOM;NEUT;SG
ditambahkan	προστέθηκε	ditambahkan	προσθέτω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
ditambahkan	προστίθεται	ditambahkan	προστίθεμαι	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
kebebasan	ελευθερια	kebebasan	ελευθερία	N;SG	N;NOM;FEM;SG
kebebasan	ελευθερία	kebebasan	ελευθερία	N;SG	N;NOM;FEM;SG
kebebasan	ελευθερία	kebebasan	ελευθερία	N;SG	N;NOM;FEM;SG
dosa	αμάρτημα	dosa	αμάρτημα	N;SG	N;NOM;NEUT;SG
dosa	αμαρτία	dosa	αμαρτία	N;SG	N;NOM;FEM;SG
dosa	σιν	dosa	σιν	N;SG	N;NOM;MASC;SG
coklat	καφέ	coklat	καφένας	N;SG	N;NOM;NEUT;SG
coklat	σοκολάτα	coklat	σοκολάτα	N;SG	N;NOM;FEM;SG
rektor	πρύτανης	rektor	πρύτανος	N	N;NOM;MASC;SG
rilis	απελευθέρωση	rilis	απελευθέρωση	N;SG;ACT	N;NOM;FEM;SG
rilis	αποδέσμευση	rilis	αποδέσμευση	N;SG;ACT	N;ACC;FEM;SG
rilis	ελευθέρωση	rilis	ελευθέρωση	N;SG;ACT	N;ACC;FEM;SG
cantik	όμορφη	cantik	όμορφος	ADJ;SG	ADJ;NOM;FEM;SG
kotamadya	πολη	kotamadya	πολη	N;SG	N;NOM;FEM;SG
kotamadya	πόλη	kotamadya	πόλη	N;SG	N;NOM;FEM;SG
kotamadya	δήμος	kotamadya	δήμος	N;SG	N;NOM;MASC;SG
bertindak	ενεργεί	bertindak	ενεργώ	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
bertindak	ενεργώντας	bertindak	ενεργώ	V;SG;ACT	V;IPFV;V.CVB;ACT
kacang	φιστίκι	kacang	φιστίκι	N;SG	N;NOM;NEUT;SG
kacang	καρύδι	kacang	καρύδι	N;SG	N;NOM;NEUT;SG
material	υλικό	material	υλικό	N;SG	N;NOM;NEUT;SG
header	κεφαλίδες	header	κεφαλίδα	N	N;NOM;FEM;PL
header	κεφαλίδα	header	κεφαλίδα	N	N;NOM;FEM;SG
target	στόχο	target	στόχος	N;SG	N;ACC;MASC;SG
target	στόχος	target	στόχος	N;SG	N;NOM;MASC;SG
target	στόχευση	target	στόχευση	N;SG	N;ACC;FEM;SG
seksual	σεξουαλική	seksual	σεξουαλικός	ADJ;SG	ADJ;NOM;FEM;SG
seksual	σεξουαλικός	seksual	σεξουαλικός	ADJ;SG	ADJ;NOM;MASC;SG
seksual	σεξουαλικό	seksual	σεξουαλικός	ADJ;SG	ADJ;NOM;NEUT;SG
library	βιβλιοθήκη	library	βιβλιοθήκη	N;SG	N;NOM;FEM;SG
manajer	διαχειριστής	manajer	διαχειριστής	N;SG	N;NOM;MASC;SG
manajer	διευθυντής	manajer	διευθυντής	N;SG	N;NOM;MASC;SG
menghindari	αποφεύγοντας	menhindari	αποφεύγω	V;SG;ACT	V;IPFV;V.CVB;ACT
menghindari	αποφεύγω	menhindari	αποφεύγω	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
metal	μέταλλο	metal	μέταλλο	N	N;NOM;NEUT;SG
metal	μέταλλα	metal	μέταλλος	N	N;NOM;NEUT;PL
gagasan	ιδέα	gagasan	ιδέα	N;SG	N;NOM;FEM;SG
gagasan	ιδεα	gagasan	ιδεα	N;SG	N;NOM;FEM;SG
konstruksi	ναυπήγηση	konstruksi	ναυπήγηση	N;SG	N;ACC;FEM;SG
konstruksi	κατασκευή	konstruksi	κατασκευή	N;SG	N;NOM;FEM;SG
menangkap	πιάσε	mentangkap	πιάνω	V;SG;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
menangkap	συλλαμβάνει	mentangkap	συλλαμβάνω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
memerlukan	απαιτεί	menperlukan	απαιτώ	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
teologi	θεολογία	teologi	θεολογία	N;SG	N;NOM;FEM;SG
menderita	υποφέρω	menderita	υποφέρω	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
menderita	υπέφερε	menderita	υποφέρω	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
manis	γλυκός	manis	γλυκός	ADJ;SG	ADJ;NOM;MASC;SG
dibutuhkan	χρειαζόταν	dibutuhkan	χρειάζομαι	V;SG;PASS	V;IPFV;IND;SG;3;PST;FIN;PASS
dibutuhkan	απαιτούμενη	dibutuhkan	απαιτούμενος	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
dibutuhkan	απαιτούμενος	dibutuhkan	απαιτούμενος	V;SG;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
dibutuhkan	απαιτείται	dibutuhkan	απαιτώ	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
dibutuhkan	απαιτούμενο	dibutuhkan	απαιτούμενος	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
sains	επιστήμη	sains	επιστήμα	N;SG	N;NOM;FEM;SG
pendeta	ιεροκήρυκας	pendeta	ιεροκήρυκας	N;SG	N;NOM;MASC;SG
pendeta	παπάς	pendeta	παπάς	N;SG	N;NOM;MASC;SG
pendeta	ιερέας	pendeta	ιερία	N;SG	N;NOM;MASC;SG
pendeta	ιερέα	pendeta	ιερία	N;SG	N;ACC;MASC;SG
pendeta	πάστορα	pendeta	πάστορα	N;SG	N;NOM;MASC;SG
pencipta	δημιουργός	pencipta	δημιουργός	N;SG	N;NOM;MASC;SG
pencipta	δημιουργού	pencipta	δημιουργός	N;SG	N;GEN;MASC;SG
pencipta	δημιουργός	pencipta	δημιουργός	N;SG	N;NOM;MASC;SG
pencipta	δημιουργό	pencipta	δημιουργός	N;SG	N;ACC;MASC;SG
memerintahkan	διέταξε	menperintahkan	διατάγω	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
letnan	υπολοχαγός	letnan	υπολοχαγός	N;SG	N;NOM;MASC;SG
ibadah	λατρεία	ibadah	λατρεία	N;SG	N;NOM;FEM;SG
penggemar	ανεμιστήρα	pengemar	ανεμιστήρα	N;SG	N;NOM;MASC;SG
penggemar	θαυμαστής	pengemar	θαυμαστής	N;SG	N;NOM;MASC;SG
penggemar	ανεμιστήρας	pengemar	ανεμιστήρα	N;SG	N;NOM;FEM;SG
jemaat	εκκλησίασμα	jemaat	εκκλησίασμα	N;SG	N;ACC;NEUT;SG
universal	καθολική	universal	καθολικός	ADJ	ADJ;NOM;FEM;SG
klan	φυλή	klan	φυλή	N	N;NOM;FEM;SG
klan	φατρία	klan	φατρία	N	N;NOM;FEM;SG
klan	φυλές	klan	φυλή	N	N;NOM;FEM;PL
klan	φατρίες	klan	φατρία	N	N;NOM;FEM;PL
beda	διαφορετικός	beda	διαφορετικός	ADJ;SG	ADJ;NOM;MASC;SG
beda	διαφορετική	beda	διαφορετικός	ADJ;SG	ADJ;NOM;FEM;SG
beda	διαφορετικό	beda	διαφορετικός	ADJ;SG	ADJ;NOM;NEUT;SG
kekerasan	βίαιη	kekerasan	βίαιη	N;SG	N;NOM;FEM;SG
kekerasan	βίαιο	kekerasan	βίαιο	N;SG	N;ACC;NEUT;SG
kekerasan	βία	kekerasan	βία	N;SG	N;NOM;FEM;SG
kekerasan	βια	kekerasan	βια	N;SG	N;NOM;FEM;SG
kekerasan	σκληρότητα	kekerasan	σκληρότητα	N;SG	N;ACC;FEM;SG
pergerakan	μετακίνηση	pergerakan	μετακίνηση	N;SG	N;ACC;FEM;SG
pergerakan	κίνημα	pergerakan	κίνημα	N;SG	N;NOM;NEUT;SG
pergerakan	κίνηση	pergerakan	κίνηση	N;SG	N;ACC;FEM;SG
sengaja	επίτηδες	sengaja	επίτηδα	ADV	ADV
sengaja	σκόπιμα	sengaja	σκόπιμα	ADV	ADV
sengaja	εσκεμμένα	sengaja	εσκεμμένα	ADV	ADV
sengaja	σκοπίμως	sengaja	σκοπίμως	ADV	ADV
sengaja	σκόπιμα	sengaja	σκόπιμα	ADV	ADV
kain	πανί	kain	πανί	N;SG	N;NOM;NEUT;SG
kain	ύφασμα	kain	ύφασμα	N;SG	N;NOM;NEUT;SG
kain	ύφασμα	kain	ύφασμα	N;SG	N;NOM;NEUT;SG
naga	νάγκα	naga	νάγκα	N	N
naga	δράκους	naga	δράκος	N	N;ACC;MASC;PL
naga	δράκων	naga	δράκος	N	N;GEN;MASC;PL
naga	δράκοι	naga	δράκος	N	N;NOM;MASC;PL
naga	δράκο	naga	δράκο	N	N;NOM;NEUT;SG
naga	δράκος	naga	δράκος	N	N;NOM;MASC;SG
tertulis	γράφτηκε	tertulis	γράφτω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
tertulis	γραμμένο	tertulis	γραμμένος	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
suaminya	σύζυγος	suami	σύζυγος	N;SG	N;NOM;MASC;SG
suaminya	σύζυγο	suami	σύζυγος	N;SG	N;ACC;FEM;SG
kontrol	έλεγχος	kontrol	έλεγχος	N;SG;ACT	N;NOM;MASC;SG
kontrol	ελέγχου	kontrol	έλεγχος	N;SG;ACT	N;GEN;MASC;SG
kontrol	ελεγχος	kontrol	ελεγχος	N;SG;ACT	N;NOM;MASC;SG
menyukai	άρεσε	mensukai	αρώνω	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
menyukai	αρέσει	mensukai	αρίσκω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kerjasama	συνεταιρισμός	kerjasama	συνεταιρισμός	N;SG	N;NOM;MASC;SG
kerjasama	σύμπραξη	kerjasama	σύμπραξη	N;SG	N;ACC;FEM;SG
kerjasama	ομαδικότητα	kerjasama	ομαδικότητα	N;SG	N;ACC;FEM;SG
kerjasama	συνεργασια	kerjasama	συνεργασία	N;SG	N;ACC;FEM;SG
kerjasama	συνεργασία	kerjasama	συνεργασία	N;SG	N;ACC;FEM;SG
keinginan	πόθος	keinginan	πόθος	N;SG	N;NOM;MASC;SG
keinginan	επιθυμία	keinginan	επιθυμία	N;SG	N;ACC;FEM;SG
keinginan	λαχτάρα	keinginan	λαχτάρα	N;SG	N;ACC;FEM;SG
topik	θεμα	topik	θεμα	N;SG	N;NOM;NEUT;SG
kebenaran	αλήθεια	kebenaran	αλήθεια	N;SG	N;NOM;FEM;SG
champions	πρωταθλητές	champions	πρωταθλητής	N	N;NOM;MASC;PL
pemberian	χάρισμα	penberian	χάρισμα	N;SG	N;NOM;NEUT;SG
pemberian	δώρο	penberian	δώρος	N;SG	N;NOM;NEUT;SG
pemberian	δωράκι	penberian	δωράκι	N;SG	N;NOM;NEUT;SG
federasi	ομοσπονδίας	federasi	ομοσπονδία	N;SG	N;GEN;FEM;SG
federasi	ομοσπονδία	federasi	ομοσπονδία	N;SG	N;NOM;FEM;SG
pikiran	νου	pikiran	νου	N;SG	N;NOM;NEUT;SG
pikiran	μυαλό	pikiran	μυαλός	N;SG	N;NOM;NEUT;SG
arena	αρένα	arena	αρένας	N;SG	N;ACC;FEM;SG
teh	τσάι	teh	τσάι	N;SG	N;NOM;NEUT;SG
krisis	τήξη	krisis	τήξη	N;SG	N;NOM;FEM;SG
krisis	κρίση	krisis	κρίση	N;SG	N;NOM;FEM;SG
krisis	κριση	krisis	κριση	N;SG	N;NOM;FEM;SG
pengunjung	επισκέπτης	penkunjung	επισκέπτης	N;SG	N;NOM;MASC;SG
pengunjung	επισκέπτη	penkunjung	επισκέπτης	N;SG	N;ACC;MASC;SG
wajah	πρόσωπο	wajah	πρόσωπο	N;SG	N;NOM;NEUT;SG
wajah	προσωπο	wajah	προσωπο	N;SG	N;NOM;NEUT;SG
wajah	φάτσα	wajah	φάτσα	N;SG	N;ACC;FEM;SG
fakta	γεγονός	fakta	γεγονός	N;SG	N;NOM;NEUT;SG
fakta	γεγονος	fakta	γεγονος	N;SG	N;NOM;NEUT;SG
penyebab	αίτιο	pensebab	αίτιο	N;SG	N;NOM;NEUT;SG
penyebab	αιτία	pensebab	αιτία	N;SG	N;NOM;FEM;SG
dampak	αντίκτυπος	dampak	αντίκτυπος	N;SG	N;NOM;MASC;SG
dampak	επίπτωση	dampak	επίπτωση	N;SG	N;ACC;FEM;SG
dampak	σύγκρουση	dampak	σύγκρουση	N;SG	N;NOM;FEM;SG
dampak	πρόσκρουση	dampak	πρόσκρουση	N;SG	N;NOM;FEM;SG
pensiun	συνταξιοδότησης	pensiun	συνταξιοδότηση	N	N;GEN;FEM;SG
pensiun	συνταξιοδότηση	pensiun	συνταξιοδότηση	N	N;ACC;FEM;SG
pensiun	συνταξιούχος	pensiun	συνταξιούχος	N	N;NOM;MASC;SG
pensiun	σύνταξη	pensiun	σύνταξη	N	N;NOM;FEM;SG
frekuensi	συχνότητα	frekuensi	συχνότητα	N;SG	N;ACC;FEM;SG
nenek	γιαγιά	nenek	γιαγιά	N;SG	N;NOM;FEM;SG
nenek	γιαγιά	nenek	γιαγιά	N;SG	N;NOM;FEM;SG
rel	σιδηρόδρομος	rel	σιδηρόδρομος	N	N;NOM;MASC;SG
rel	σιδηρόδρομο	rel	σιδηρόδρομος	N	N;ACC;MASC;SG
rapat	συνάντηση	rapat	συνάντηση	N;SG	N;ACC;FEM;SG
rapat	σύσκεψη	rapat	σύσκεψη	N;SG	N;ACC;FEM;SG
rapat	συνεδρίαση	rapat	συνεδρίαση	N;SG	N;NOM;FEM;SG
menandatangani	υπέγραψε	mentandatangani	υπογράφω	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
menandatangani	υπόγραψε	mentandatangani	υπόγραφο	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
mandiri	ανεξάρτητο	mandiri	ανεξάρτητος	ADJ;SG	ADJ;NOM;NEUT;SG
mandiri	ανεξάρτητος	mandiri	ανεξάρτητος	ADJ;SG	ADJ;NOM;MASC;SG
mandiri	ανεξάρτητη	mandiri	ανεξάρτητος	ADJ;SG	ADJ;NOM;FEM;SG
lampu	φως	lampu	φως	N;SG	N;NOM;NEUT;SG
lampu	ελαφρύ	lampu	ελαφρύ	N;SG	N;NOM;NEUT;SG
lampu	φώς	lampu	φώς	N;SG	N;NOM;NEUT;SG
lampu	λάμπα	lampu	λάμπα	N;SG	N;NOM;FEM;SG
lampu	φανός	lampu	φανός	N;SG	N;NOM;MASC;SG
takut	τρομαγμένος	takut	τρομαγμένος	ADJ;SG	ADJ;NOM;MASC;SG
takut	τρομαγμένη	takut	τρομαγμένος	ADJ;SG	ADJ;NOM;FEM;SG
senang	ευτυχής	senang	ευτυχής	ADJ;SG	ADJ;NOM;MASC;SG
senang	ευτυχής	senang	ευτυχής	ADJ;SG	ADJ;NOM;MASC;SG
senang	χαρούμενος	senang	χαρούμενος	ADJ;SG	ADJ;NOM;MASC;SG
senang	χαρούμενη	senang	χαρούμενος	ADJ;SG	ADJ;NOM;FEM;SG
perencanaan	προγραμματισμός	penrencanaan	προγραμματισμός	N;SG	N;NOM;MASC;SG
perencanaan	σχεδιασμού	penrencanaan	σχεδιασμός	N;SG	N;GEN;MASC;SG
perencanaan	σχεδιασμός	penrencanaan	σχεδιασμός	N;SG	N;NOM;MASC;SG
nada	τόνο	nada	τόνος	N;SG	N;ACC;MASC;SG
nada	τόνος	nada	τόνος	N;SG	N;NOM;MASC;SG
kala	εποχή	kala	εποχή	N;SG	N;ACC;FEM;SG
iklim	κλίμα	iklim	κλίμα	N;SG	N;NOM;NEUT;SG
fokus	εστίαση	fokus	εστίαση	N;SG	N;ACC;FEM;SG
akar	ρίζα	akar	ρίζος	N;SG	N;NOM;FEM;SG
dipengaruhi	επηρεάζεται	dipengaruhi	επηρεάζω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
dipengaruhi	επηρεάστηκε	dipengaruhi	επηρεάζω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
riset	έρευνα	riset	έρευνα	N;SG	N;NOM;FEM;SG
riset	ερευνα	riset	ερευνα	N;SG	N;NOM;FEM;SG
harta	πλούτο	harta	πλούτος	N;SG	N;ACC;MASC;SG
harta	θησαυρός	harta	θησαυρός	N;SG	N;NOM;MASC;SG
harta	θησαυρό	harta	θησαυρός	N;SG	N;ACC;MASC;SG
audio	ήχου	audio	ήχου	N;SG	N;GEN;NEUT;SG
audio	ήχο	audio	ήχο	N;SG	N;ACC;MASC;SG
audio	ήχος	audio	ήχος	N;SG	N;NOM;MASC;SG
strategis	στρατηγικό	strategis	στρατηγικό	N;SG	N;NOM;NEUT;SG
piano	πιάνα	piano	πιάνα	N	N;NOM;NEUT;PL
piano	πιάνο	piano	πιάνος	N	N;NOM;NEUT;SG
rambut	τρίχα	rambut	τρίχος	N;SG	N;NOM;FEM;SG
pendekatan	προσέγγιση	pendekatan	προσέγγιση	N;SG	N;ACC;FEM;SG
ditandai	επισημάνθηκε	ditandai	επισημαίνω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
ditandai	σημαδεμένος	ditandai	σημαδεμένος	V;SG;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
dekade	δεκαετία	dekade	δεκαετία	N;SG	N;ACC;FEM;SG
keselamatan	σωτηρία	keselamatan	σωτηρία	N;SG	N;ACC;FEM;SG
keselamatan	λύτρωση	keselamatan	λύτρωση	N;SG	N;ACC;FEM;SG
keselamatan	ασφάλεια	keselamatan	ασφάλεια	N;SG	N;NOM;FEM;SG
persetujuan	συγκατάθεση	persetujuan	συγκατάθεση	N;SG	N;ACC;FEM;SG
persetujuan	συναίνεση	persetujuan	συναίνεση	N;SG	N;ACC;FEM;SG
persetujuan	συμφωνία	persetujuan	συμφωνία	N;SG	N;ACC;FEM;SG
persetujuan	έγκριση	persetujuan	έγκριση	N;SG	N;ACC;FEM;SG
persegi	τετράγωνο	persegi	τετράγωνος	N;SG	N;NOM;NEUT;SG
persegi	πλατεία	persegi	πλατεία	N;SG	N;NOM;FEM;SG
jadwal	χρονοδιάγραμμα	jadwal	χρονοδιάγραμμα	N;SG	N;NOM;NEUT;SG
jadwal	πρόγραμμα	jadwal	πρόγραμμα	N;SG	N;NOM;NEUT;SG
jadwal	χρονοδιάγραμμα	jadwal	χρονοδιάγραμμα	N;SG	N;NOM;NEUT;SG
jadwal	προγραμματισμός	jadwal	προγραμματισμός	N;SG	N;NOM;MASC;SG
