процедура	procedimento	процедура	procedimento	N;INAN;NOM;FEM;SG	N;MASC;SG
мигель	miguel	мигель	miguel	N;ANIM;NOM;MASC;SG	N;MASC;SG
равных	iguais	равный	igual	ADJ;GEN;PL	ADJ;MASC;PL
равных	iguais	равный	igual	ADJ;GEN;PL	ADJ;MASC;PL
чай	chá	чай	chá	N;INAN;NOM;MASC;SG	N;MASC;SG
этапы	fases	этап	fase	N;INAN;NOM;MASC;PL	N;FEM;PL
этапы	estádios	этап	estádio	N;INAN;NOM;MASC;PL	N;MASC;PL
этапы	estágios	этап	estágio	N;INAN;NOM;MASC;PL	N;MASC;PL
этапы	etapas	этап	etapa	N;INAN;NOM;MASC;PL	N;FEM;PL
этапы	fases	этап	fase	N;INAN;NOM;MASC;PL	N;FEM;PL
этапы	degraus	этап	degrau	N;INAN;NOM;MASC;PL	N;MASC;PL
этапы	etapas	этап	etapa	N;INAN;NOM;MASC;PL	N;FEM;PL
этапы	passos	этап	passo	N;INAN;NOM;MASC;PL	N;MASC;PL
этапы	marcos	этап	marco	N;INAN;NOM;MASC;PL	N;MASC;PL
родственники	parentes	родственник	parente	N;ANIM;NOM;MASC;PL	N;MASC;PL
содержащий	contendo	содержать	conter	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT	V;V.MSDR
доверие	confiança	доверие	confiança	N;INAN;NOM;NEUT;SG	N;FEM;SG
доверие	confidência	доверие	confidência	N;INAN;NOM;NEUT;SG	N;FEM;SG
доверие	trust	доверие	trust	N;INAN;NOM;NEUT;SG	N;MASC;SG
доверие	confiança	доверие	confiança	N;INAN;NOM;NEUT;SG	N;FEM;SG
интерьер	interior	интерьер	interior	N;INAN;NOM;MASC;SG	N;MASC;SG
уничтожено	destruído	уничтожить	destruir	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
уничтожено	destruída	уничтожить	destruir	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
мэтт	matt	мэтт	matt	N;ANIM;NOM;MASC;SG	N;MASC;SG
блоки	blocos	блок	bloco	N;INAN;NOM;MASC;PL	N;MASC;PL
блоки	bloqueios	блок	bloqueio	N;INAN;NOM;MASC;PL	N;MASC;PL
блоки	quadras	блок	quadra	N;INAN;NOM;MASC;PL	N;FEM;PL
михаэль	miguel	михаэль	miguel	N;ANIM;NOM;MASC;SG	N;MASC;SG
михаэль	michael	михаэль	michael	N;ANIM;NOM;MASC;SG	N;MASC;SG
хью	hugo	хия	hugo	N;ANIM;NOM;MASC;SG	N;MASC;SG
хью	hugh	хия	hugh	N;ANIM;NOM;MASC;SG	N;MASC;SG
леопольд	leopold	леопольд	leopolder	N;ANIM;NOM;MASC;SG	N;MASC;SG
леопольд	leopoldo	леопольд	leopolder	N;ANIM;NOM;MASC;SG	N;MASC;SG
склоне	ladeira	склон	ladeira	N;INAN;ESS;MASC;SG	N;FEM;SG
склоне	encosta	склон	encosta	N;INAN;ESS;MASC;SG	N;FEM;SG
склоне	inclinação	склон	inclinação	N;INAN;ESS;MASC;SG	N;FEM;SG
склоне	declive	склон	declive	N;INAN;ESS;MASC;SG	N;MASC;SG
сер	senhor	сер	senhor	N;INAN;NOM;MASC;SG	N;MASC;SG
нормальная	normal	нормальный	normal	ADJ;NOM;FEM;SG	ADJ;MASC;SG
нос	nariz	нос	nariz	N;INAN;NOM;MASC;SG	N;MASC;SG
произношение	pronúncia	произношение	pronúncia	N;INAN;NOM;NEUT;SG	N;FEM;SG
наследника	herdeiro	наследник	herdeiro	N;ANIM;ACC;MASC;SG	N;MASC;SG
наследника	herdeira	наследник	herdeira	N;ANIM;ACC;MASC;SG	N;FEM;SG
пит	piet	пит	piet	N;ANIM;NOM;MASC;SG	N;MASC;SG
адама	adão	адам	adão	N;ANIM;ACC;MASC;SG	N;MASC;SG
адама	adam	адам	adar	N;ANIM;ACC;MASC;SG	N;MASC;SG
адама	adama	адам	adamar	N;ANIM;ACC;MASC;SG	N;MASC;SG
кишинёв	chișinău	кишинить	chidinar	N;INAN;NOM;MASC;SG	N;MASC;SG
анп	anp	анп	anp	N;INAN;GEN;FEM;SG	N;FEM;SG
абрамович	abramovich	абрамович	abramovich	N;ANIM;NOM;MASC;SG	N;MASC;SG
кукол	bonecos	кукла	boneco	N;INAN;GEN;FEM;PL	N;MASC;PL
кукол	bonecas	кукла	boneca	N;INAN;GEN;FEM;PL	N;FEM;PL
луций	lúcio	луций	lúcio	N;ANIM;NOM;MASC;SG	N;MASC;SG
луций	lucius	луций	luciu	N;ANIM;NOM;MASC;SG	N;MASC;SG
зерна	cereais	зерно	cereal	N;INAN;NOM;NEUT;PL	N;MASC;PL
зерна	grãos	зерно	grão	N;INAN;NOM;NEUT;PL	N;MASC;PL
зерна	grãos	зерно	grão	N;INAN;NOM;NEUT;PL	N;MASC;PL
габриэль	gabriel	габриэль	gabriel	N;ANIM;NOM;MASC;SG	N;MASC;SG
габриэль	gabrielle	габриэль	gabrielle	N;ANIM;NOM;MASC;SG	N;FEM;SG
дракон	dragão	дракон	dragão	N;ANIM;NOM;MASC;SG	N;MASC;SG
дракон	dragon	дракон	dragon	N;ANIM;NOM;MASC;SG	N;MASC;SG
тенденции	tendências	тенденция	tendência	N;INAN;NOM;FEM;PL	N;FEM;PL
балла	balla	балл	balla	N;INAN;NOM;MASC;SG	N;MASC;SG
разбил	esmagado	разбить	esmagado	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
пекин	beijing	пекин	beijing	N;INAN;NOM;MASC;SG	N;MASC;SG
пекин	pequim	пекин	pequim	N;INAN;NOM;MASC;SG	N;MASC;SG
девочек	miúdas	девочка	miúda	N;ANIM;GEN;FEM;PL	N;FEM;PL
девочек	garotas	девочка	garota	N;ANIM;GEN;FEM;PL	N;FEM;PL
девочек	raparigas	девочка	rapariga	N;ANIM;GEN;FEM;PL	N;FEM;PL
девочек	meninas	девочка	menina	N;ANIM;GEN;FEM;PL	N;FEM;PL
дарья	darya	дарье	darya	N;ANIM;NOM;FEM;SG	N;FEM;SG
жозе	jose	жозе	jose	N;INAN;NOM;FEM;SG	N;MASC;SG
жозе	josé	жозе	josé	N;INAN;NOM;FEM;SG	N;MASC;SG
жозе	josé	жозе	josé	N;INAN;NOM;FEM;SG	N;MASC;SG
поставки	envios	поставка	envio	N;INAN;NOM;FEM;PL	N;MASC;PL
поставки	remessas	поставка	remessa	N;INAN;NOM;FEM;PL	N;FEM;PL
поставки	carregamentos	поставка	carregamento	N;INAN;NOM;FEM;PL	N;MASC;PL
поставки	fornecimentos	поставка	fornecimento	N;INAN;NOM;FEM;PL	N;MASC;PL
поставки	entregas	поставка	entrega	N;INAN;NOM;FEM;PL	N;FEM;PL
поставки	suprimentos	поставка	suprimento	N;INAN;NOM;FEM;PL	N;MASC;PL
поставки	fornecimentos	поставка	fornecimento	N;INAN;NOM;FEM;PL	N;MASC;PL
грудь	peito	грудь	peito	N;INAN;NOM;FEM;SG	N;MASC;SG
грудь	tórax	грудь	tórax	N;INAN;NOM;FEM;SG	N;MASC;SG
грудь	baú	грудь	baú	N;INAN;NOM;FEM;SG	N;MASC;SG
грудь	peito	грудь	peito	N;INAN;NOM;FEM;SG	N;MASC;SG
грудь	mama	грудь	mama	N;INAN;NOM;FEM;SG	N;FEM;SG
грудь	seio	грудь	seio	N;INAN;NOM;FEM;SG	N;MASC;SG
бросил	abandonou	бросить	abandonar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
бросил	abandonada	бросить	abandonar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;SG;V.PTCP
бросил	abandonado	бросить	abandonar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
бросил	largado	бросить	largar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
бросил	deitou	бросить	deitar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
самолет	avião	самолет	avião	N;INAN;NOM;MASC;SG	N;MASC;SG
самолет	aeronave	самолет	aeronave	N;INAN;NOM;MASC;SG	N;FEM;SG
самолет	avião	самолет	avião	N;INAN;NOM;MASC;SG	N;MASC;SG
самолет	avião	самолет	avião	N;INAN;NOM;MASC;SG	N;MASC;SG
картер	carter	картер	carter	N;ANIM;NOM;MASC;SG	N;MASC;SG
картер	cárter	картер	cárter	N;ANIM;NOM;MASC;SG	N;MASC;SG
противостояние	confrontação	противостояние	confrontação	N;INAN;NOM;NEUT;SG	N;FEM;SG
противостояние	confronto	противостояние	confronto	N;INAN;NOM;NEUT;SG	N;MASC;SG
противостояние	oposição	противостояние	oposição	N;INAN;NOM;NEUT;SG	N;FEM;SG
противостояние	impasse	противостояние	impasse	N;INAN;NOM;NEUT;SG	N;MASC;SG
изабелла	isabel	изабелла	isabel	N;ANIM;NOM;FEM;SG	N;FEM;SG
изабелла	isabella	изабелла	isabella	N;ANIM;NOM;FEM;SG	N;FEM;SG
изабелла	isabela	изабелла	isabela	N;ANIM;NOM;FEM;SG	N;FEM;SG
заговора	conspiração	заговор	conspiração	N;INAN;GEN;MASC;SG	N;FEM;SG
противники	adversários	противник	adversário	N;ANIM;NOM;MASC;PL	N;MASC;PL
противники	adversários	противник	adversário	N;ANIM;NOM;MASC;PL	N;MASC;PL
противники	oponentes	противник	oponente	N;ANIM;NOM;MASC;PL	N;MASC;PL
противники	opositores	противник	opositor	N;ANIM;NOM;MASC;PL	N;MASC;PL
тула	tula	туло	tula	N;INAN;NOM;FEM;SG	N;MASC;SG
грузинская	georgiana	грузинский	georgiano	ADJ;NOM;FEM;SG	ADJ;FEM;SG
расчёт	cálculo	расчет	cálculo	N;INAN;NOM;MASC;SG	N;MASC;SG
хотела	procurada	хотеть	procurar	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;FEM;SG;V.PTCP
хотела	procurado	хотеть	procurar	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
чудо	maravilha	чудо	maravilha	N;INAN;NOM;NEUT;SG	N;FEM;SG
чудо	marvel	чудо	marvel	N;INAN;NOM;NEUT;SG	N;MASC;SG
чудо	milagre	чудо	milagre	N;INAN;NOM;NEUT;SG	N;MASC;SG
чудо	maravilha	чудо	maravilha	N;INAN;NOM;NEUT;SG	N;FEM;SG
чудо	wonder	чудо	wonder	N;INAN;NOM;NEUT;SG	N;MASC;SG
юристы	juristas	юрист	jurista	N;ANIM;NOM;MASC;PL	N;MASC;PL
юристы	advogados	юрист	advogado	N;ANIM;NOM;MASC;PL	N;MASC;PL
четвёртая	quarta	четвертый	quarto	ADJ;NOM;FEM;SG	ADJ;FEM;SG
рак	câncer	рак	câncer	N;INAN;NOM;MASC;SG	N;MASC;SG
рак	cancro	рак	cancro	N;INAN;NOM;MASC;SG	N;MASC;SG
рак	cancer	рак	cancer	N;INAN;NOM;MASC;SG	N;MASC;SG
редкие	raros	редкий	raro	ADJ;NOM;PL	ADJ;MASC;PL
редкие	raras	редкий	raro	ADJ;NOM;PL	ADJ;FEM;PL
доходы	rendimentos	доход	rendimento	N;INAN;NOM;MASC;PL	N;MASC;PL
доходы	receitas	доход	receita	N;INAN;NOM;MASC;PL	N;FEM;PL
доходы	receitas	доход	receita	N;INAN;NOM;MASC;PL	N;FEM;PL
доходы	proveitos	доход	proveito	N;INAN;NOM;MASC;PL	N;MASC;PL
доходы	rendimentos	доход	rendimento	N;INAN;NOM;MASC;PL	N;MASC;PL
доходы	receitas	доход	receita	N;INAN;NOM;MASC;PL	N;FEM;PL
миссури	missouri	миссури	missouri	N;INAN;NOM;MASC;SG	N;MASC;SG
первоначальный	inicial	первоначальный	inicial	ADJ;NOM;MASC;SG	ADJ;MASC;SG
поддерживается	apoiado	поддерживать	apoiar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
поддерживается	suportada	поддерживать	suportar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
поддерживается	suportado	поддерживать	suportar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
поддерживается	suporta	поддерживать	suportar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
поддерживается	apoia	поддерживать	apoiar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
потребления	consumo	потребление	consumo	N;INAN;GEN;NEUT;SG	N;MASC;SG
женское	feminino	женский	feminino	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
женское	feminino	женский	feminino	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
университеты	universidades	университет	universidade	N;INAN;NOM;MASC;PL	N;FEM;PL
вместимость	capacidade	вместимость	capacidade	N;INAN;NOM;FEM;SG	N;FEM;SG
венесуэла	venezuela	венесуэла	venezuela	N;INAN;NOM;FEM;SG	N;FEM;SG
заговор	trama	заговор	trama	N;INAN;NOM;MASC;SG	N;FEM;SG
заговор	conspiração	заговор	conspiração	N;INAN;NOM;MASC;SG	N;FEM;SG
заговор	parcela	заговор	parcela	N;INAN;NOM;MASC;SG	N;FEM;SG
заговор	enredo	заговор	enredo	N;INAN;NOM;MASC;SG	N;MASC;SG
заговор	conspiração	заговор	conspiração	N;INAN;NOM;MASC;SG	N;FEM;SG
добавлен	adicionado	добавить	adicionar	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
добавлен	adicionada	добавить	adicionar	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
добавлен	acrescentado	добавить	acrescentar	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
добавлен	adicionou	добавить	adicionar	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
монтаж	montagem	монтаж	montagem	N;INAN;NOM;MASC;SG	N;FEM;SG
монтаж	edição	монтаж	edição	N;INAN;NOM;MASC;SG	N;FEM;SG
программирование	programação	программирование	programação	N;INAN;NOM;NEUT;SG	N;FEM;SG
защищал	defendida	защищать	defender	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;SG;V.PTCP
защищал	defendi	защищать	defender	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;1;PST;FIN
защищал	defendeu	защищать	defender	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
защищал	defendido	защищать	defender	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
торжественно	solenemente	торжественно	solenemente	ADV	ADV
священников	padres	священник	padre	N;ANIM;ACC;MASC;PL	N;MASC;PL
священников	sacerdotes	священник	sacerdote	N;ANIM;ACC;MASC;PL	N;MASC;PL
вселенная	universe	вселенная	universe	N;INAN;NOM;FEM;SG	N;MASC;SG
вселенная	universo	вселенная	universo	N;INAN;NOM;FEM;SG	N;MASC;SG
панели	painéis	панель	painel	N;INAN;NOM;FEM;PL	N;MASC;PL
бизнесмен	empresário	бизнесмен	empresário	N;ANIM;NOM;MASC;SG	N;MASC;SG
резерва	reserva	резерв	reserva	N;INAN;GEN;MASC;SG	N;FEM;SG
бич	beech	бич	beech	N;INAN;NOM;MASC;SG	N;MASC;SG
бич	faia	бич	fair	N;INAN;NOM;MASC;SG	N;FEM;SG
бич	praia	бич	praia	N;INAN;NOM;MASC;SG	N;FEM;SG
оливер	oliver	оливер	oliver	N;ANIM;NOM;MASC;SG	N;MASC;SG
слышал	ouviu	слышать	ouvir	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
слышал	ouvido	слышать	ouvir	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
слышал	ouvi	слышать	ouvir	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;1;PST;FIN
горький	amarga	горький	amarga	ADJ;NOM;MASC;SG	ADJ;FEM;SG
удобно	conveniente	удобный	conveniente	ADJ;NEUT;SG	ADJ;MASC;SG
удобно	confortável	удобный	confortável	ADJ;NEUT;SG	ADJ;MASC;SG
удобно	confortável	удобный	confortável	ADJ;NEUT;SG	ADJ;MASC;SG
удобно	útil	удобный	útil	ADJ;NEUT;SG	ADJ;MASC;SG
послание	recado	послание	recado	N;INAN;NOM;NEUT;SG	N;MASC;SG
послание	mensagem	послание	mensagem	N;INAN;NOM;NEUT;SG	N;FEM;SG
послание	epístola	послание	epístola	N;INAN;NOM;NEUT;SG	N;FEM;SG
препарат	fármaco	препарат	fármaco	N;INAN;NOM;MASC;SG	N;MASC;SG
препарат	droga	препарат	droga	N;INAN;NOM;MASC;SG	N;FEM;SG
произведено	produziu	произвести	produzir	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
произведено	produzida	произвести	produzir	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
произведено	produzido	произвести	produzir	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
скрипка	violino	скрипка	violino	N;INAN;NOM;FEM;SG	N;MASC;SG
избежание	evasão	избежание	evasão	N;INAN;NOM;NEUT;SG	N;FEM;SG
молекулы	moléculas	молекула	molécula	N;INAN;NOM;FEM;PL	N;FEM;PL
молекулы	moléculas	молекула	molécula	N;INAN;NOM;FEM;PL	N;FEM;PL
скрипач	violinista	скрипач	violinista	N;ANIM;NOM;MASC;SG	N;MASC;SG
скрипач	violinista	скрипач	violinista	N;ANIM;NOM;MASC;SG	N;MASC;SG
скрипач	fiddler	скрипач	fiddler	N;ANIM;NOM;MASC;SG	N;MASC;SG
допускается	permitido	допускать	permitir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
допускается	permitida	допускать	permitir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
допускается	permitido	допускать	permitir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
допускается	permitida	допускать	permitir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
романович	romanovich	романович	romanovich	N;ANIM;NOM;MASC;SG	N;MASC;SG
формах	formas	форма	forma	N;INAN;ESS;FEM;PL	N;FEM;PL
формах	impressos	форма	imprimir	N;INAN;ESS;FEM;PL	N;MASC;PL
формах	formulários	форма	formulário	N;INAN;ESS;FEM;PL	N;MASC;PL
собраний	assembleias	собрание	assembleia	N;INAN;GEN;NEUT;PL	N;FEM;PL
померания	pomerânia	померание	pomerânia	N;INAN;NOM;NEUT;SG	N;FEM;SG
терминологии	terminologia	терминология	terminologia	N;INAN;NOM;FEM;SG	N;FEM;SG
монреаль	montreal	монреаль	montreal	N;INAN;NOM;MASC;SG	N;MASC;SG
вены	veias	вена	veia	N;INAN;NOM;FEM;PL	N;FEM;PL
вены	veios	вена	veio	N;INAN;NOM;FEM;PL	N;MASC;PL
бонус	bonus	бонус	bonu	N;INAN;NOM;MASC;SG	N;MASC;SG
бонус	bônus	бонус	bônus	N;INAN;NOM;MASC;SG	N;MASC;SG
бонус	bónus	бонус	bónu	N;INAN;NOM;MASC;SG	N;MASC;SG
ирак	iraque	ирак	iraque	N;INAN;NOM;MASC;SG	N;MASC;SG
стамбул	istambul	стамбул	istambul	N;INAN;NOM;MASC;SG	N;MASC;SG
кнессета	knesset	кнессет	knesset	N;INAN;NOM;MASC;SG	N;MASC;SG
изобретения	invenções	изобретение	invenção	N;INAN;NOM;NEUT;PL	N;FEM;PL
изобретения	inventos	изобретение	invento	N;INAN;NOM;NEUT;PL	N;MASC;PL
гнездо	nest	гнездо	nest	N;INAN;NOM;NEUT;SG	N;MASC;SG
гнездо	ninho	гнездо	ninho	N;INAN;NOM;NEUT;SG	N;MASC;SG
индию	índia	индия	índia	N;INAN;ACC;FEM;SG	N;FEM;SG
индию	india	индия	india	N;INAN;ACC;FEM;SG	N;MASC;SG
стратегия	estratégia	стратегия	estratégia	N;INAN;NOM;FEM;SG	N;FEM;SG
специальность	especialidade	специальность	especialidade	N;INAN;NOM;FEM;SG	N;FEM;SG
специальность	especialidade	специальность	especialidade	N;INAN;NOM;FEM;SG	N;FEM;SG
важная	importante	важный	importante	ADJ;NOM;FEM;SG	ADJ;MASC;SG
холокоста	holocausto	холокост	holocausto	N;INAN;NOM;MASC;SG	N;MASC;SG
массе	missa	масса	missa	N;INAN;DAT;FEM;SG	N;FEM;SG
массе	massa	масса	massa	N;INAN;DAT;FEM;SG	N;FEM;SG
представительство	representação	представительство	representação	N;INAN;NOM;NEUT;SG	N;FEM;SG
порты	portos	порт	porto	N;INAN;NOM;MASC;PL	N;MASC;PL
сообщили	comunicados	сообщить	comunicado	V;PFV;IND;PL;PST;FIN;ACT	V;MASC;PL;V.PTCP
перес	peres	перес	per	N;ANIM;NOM;MASC;SG	N;MASC;SG
перес	peres	перес	per	N;ANIM;NOM;MASC;SG	N;MASC;SG
перес	perez	перес	perez	N;ANIM;NOM;MASC;SG	N;FEM;SG
реагирует	reage	реагировать	reagir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
маркус	marcus	маркус	marcus	N;ANIM;NOM;MASC;SG	N;MASC;SG
маркус	markus	маркус	markus	N;ANIM;NOM;MASC;SG	N;MASC;SG
адъютант	ajudante	адъютант	ajudante	N;ANIM;NOM;MASC;SG	N;MASC;SG
энрике	enrique	энрика	enrique	N;ANIM;NOM;MASC;SG	N;MASC;SG
энрике	henrique	энрика	henrique	N;ANIM;NOM;MASC;SG	N;MASC;SG
уничтожен	destruído	уничтожить	destruir	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
уничтожен	destruída	уничтожить	destruir	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
розы	rosas	роза	rosa	N;INAN;NOM;FEM;PL	N;FEM;PL
национальностей	nacionalidades	национальность	nacionalidade	N;INAN;GEN;FEM;PL	N;FEM;PL
батарей	baterias	батарея	bateria	N;INAN;GEN;FEM;PL	N;FEM;PL
батарей	pilhas	батарея	pilha	N;INAN;GEN;FEM;PL	N;FEM;PL
визит	visita	визит	visita	N;INAN;NOM;MASC;SG	N;FEM;SG
празднования	celebrações	празднование	celebração	N;INAN;NOM;NEUT;PL	N;FEM;PL
празднования	comemorações	празднование	comemoração	N;INAN;NOM;NEUT;PL	N;FEM;PL
александро	alexandro	александро	alexandro	N;INAN;NOM;MASC;SG	N;MASC;SG
уругвай	uruguai	уругвай	urugual	N;INAN;NOM;MASC;SG	N;MASC;SG
акад	akad	акад	akad	N;INAN;NOM;MASC;SG	N;MASC;SG
готова	pronto	готовый	pronto	ADJ;FEM;SG	ADJ;MASC;SG
готова	pronta	готовый	pronto	ADJ;FEM;SG	ADJ;FEM;SG
виконт	visconde	виконт	visconder	N;ANIM;NOM;MASC;SG	N;MASC;SG
виконт	visconde	виконт	visconder	N;ANIM;NOM;MASC;SG	N;MASC;SG
индиана	indiana	индиан	indiana	N;INAN;NOM;MASC;SG	N;FEM;SG
пабло	pablo	пабнуть	pablo	N;INAN;NOM;MASC;SG	N;MASC;SG
канзас	kansas	канзас	kansa	N;INAN;NOM;MASC;SG	N;MASC;SG
самолета	avião	самолет	avião	N;INAN;GEN;MASC;SG	N;MASC;SG
самолета	aeronave	самолет	aeronave	N;INAN;GEN;MASC;SG	N;FEM;SG
конференций	conferências	конференция	conferência	N;INAN;GEN;FEM;PL	N;FEM;PL
разрушение	demolição	разрушение	demolição	N;INAN;NOM;NEUT;SG	N;FEM;SG
разрушение	destruição	разрушение	destruição	N;INAN;NOM;NEUT;SG	N;FEM;SG
дина	deena	дина	deena	N;ANIM;NOM;FEM;SG	N;FEM;SG
дина	dinah	дина	dinah	N;ANIM;NOM;FEM;SG	N;FEM;SG
дина	dina	дина	dina	N;ANIM;NOM;FEM;SG	N;FEM;SG
обновления	actualizações	обновление	actualização	N;INAN;NOM;NEUT;PL	N;FEM;PL
обновления	atualizações	обновление	atualização	N;INAN;NOM;NEUT;PL	N;FEM;PL
колонна	coluna	колонна	coluna	N;INAN;NOM;FEM;SG	N;FEM;SG
ахмад	ahmad	ахмад	ahmad	N;ANIM;NOM;MASC;SG	N;MASC;SG
объявления	anúncios	объявление	anúncio	N;INAN;NOM;NEUT;PL	N;MASC;PL
объявления	anúncios	объявление	anúncio	N;INAN;NOM;NEUT;PL	N;MASC;PL
предположения	pressupostos	предположение	pressuposto	N;INAN;NOM;NEUT;PL	N;MASC;PL
предположения	hipóteses	предположение	hipótese	N;INAN;NOM;NEUT;PL	N;FEM;PL
предположения	suposições	предположение	suposição	N;INAN;NOM;NEUT;PL	N;FEM;PL
рики	ricky	рика	ricky	N;ANIM;NOM;MASC;SG	N;MASC;SG
живет	mora	жить	morar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
живет	vive	жить	viver	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
спасает	salva	спасать	salvar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
спасает	economiza	спасать	economizar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
монголия	mongólia	монголия	mongólia	N;INAN;NOM;FEM;SG	N;FEM;SG
гамма	gamma	гамма	gamma	N;INAN;NOM;FEM;SG	N;MASC;SG
гамма	gama	гамма	gama	N;INAN;NOM;FEM;SG	N;FEM;SG
ссылаясь	recordando	ссылаться	recordar	V;IPFV;PRS;V.CVB;MID	V;V.MSDR
ссылаясь	relembrando	ссылаться	relembrar	V;IPFV;PRS;V.CVB;MID	V;V.MSDR
ссылаясь	citando	ссылаться	citar	V;IPFV;PRS;V.CVB;MID	V;V.MSDR
профсоюзов	uniões	профсоюз	união	N;INAN;GEN;MASC;PL	N;FEM;PL
профсоюзов	sindicatos	профсоюз	sindicato	N;INAN;GEN;MASC;PL	N;MASC;PL
посвященный	dedicada	посвятить	dedicar	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
посвященный	dedicado	посвятить	dedicar	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
забыл	esquecida	забыть	esquecer	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;SG;V.PTCP
забыл	esqueceu	забыть	esquecer	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
забыл	esquecido	забыть	esquecer	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
забыл	esqueceu	забыть	esquecer	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
последовало	seguido	следовать	seguir	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
последовало	seguiu	следовать	seguir	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
методики	metodologias	методика	metodologia	N;INAN;NOM;FEM;PL	N;FEM;PL
изменилась	mudado	измениться	mudar	V;PFV;FEM;IND;SG;PST;FIN;MID	V;MASC;SG;V.PTCP
изменилась	alterado	измениться	alterar	V;PFV;FEM;IND;SG;PST;FIN;MID	V;MASC;SG;V.PTCP
изменилась	mudou	измениться	mudar	V;PFV;FEM;IND;SG;PST;FIN;MID	V;IND;SG;3;PST;FIN
изменилась	alterada	измениться	alterar	V;PFV;FEM;IND;SG;PST;FIN;MID	V;FEM;SG;V.PTCP
