catégorie	類別	catégorie	類別	N;FEM;SG	N
conscience	良心	conscience	良心	N;FEM;SG	N
conscience	知覺	conscience	知覺	N;FEM;SG	N
conscience	意識	conscience	意識	N;FEM;SG	N
expositions	照射	exposition	照射	N;FEM;PL	N
expositions	展覽	exposition	展覽	N;FEM;PL	N
expositions	展覽	exposition	展覽	N;FEM;PL	N
expositions	展覽	exposition	展覽	N;FEM;PL	N
expositions	展品	exposition	展品	N;FEM;PL	N
expositions	展覽	exposition	展覽	N;FEM;PL	N
expositions	展	exposition	展	N;FEM;PL	N
expositions	展覽	exposition	展覽	N;FEM;PL	N
lion	獅	lion	獅	N;MASC;SG	N
lion	獅子	lion	獅子	N;MASC;SG	N
peur	恐懼	peur	恐懼	N;FEM;SG	N
crime	重罪	crime	重罪	N;MASC;SG	N
crime	犯罪	crime	犯罪	N;MASC;SG	N
respect	尊重	respect	尊重	N;MASC;SG	N
chiffres	數字	chiffre	數字	N;MASC;PL	N
chiffres	數字	chiffre	數字	N;MASC;PL	N
sœurs	姐妹	sœur	姐妹	N;FEM;PL	N
sœurs	姊妹	sœur	姊妹	N;FEM;PL	N
bientôt	很快	bientôt	很快	ADV	ADV
vendredi	星期	vendredi	星期	N;MASC;SG	N
vendredi	週	vendredi	週	N;MASC;SG	N
véhicule	車輛	véhicule	車輛	N;MASC;SG	N
densité	密度	densité	密度	N;FEM;SG	N
blessé	受傷	blesser	受傷	V;MASC;SG;PST;V.PTCP	V
aile	翼	aile	翼	N;FEM;SG	N
carré	平方	carré	平方	N;MASC;SG	N
carré	方塊	carré	方塊	N;MASC;SG	N
carré	方形	carré	方形	N;MASC;SG	N
carré	廣場	carré	廣場	N;MASC;SG	N
carré	平方	carré	平方	N;MASC;SG	N
dimension	尺寸	dimension	尺寸	N;FEM;SG	N
lit	床	lit	床	N;MASC;SG	N
lit	床上	lit	床上	N;MASC;SG	N
fera	將	faire	將	V;IND;SG;3;FUT;FIN	V;CAUS
situés	位	situer	位	V;MASC;PL;PST;V.PTCP	V
dirigeant	尺子	dirigeant	尺子	N;MASC;SG	N
loup	狼	loup	狼	N;MASC;SG	N
détroit	海峽	détroit	海峽	N;MASC;SG	N
mémoires	記憶	mémoire	記憶	N;MASC;PL	N
chronologie	時序	chronologie	時序	N;FEM;SG	N
chronologie	年表	chronologie	年表	N;FEM;SG	N
minimum	最少	minimum	最少	ADJ;MASC;SG	ADJ
minimum	最小	minimum	最小	ADJ;MASC;SG	ADJ
bibliographie	書目	bibliographie	書目	N;FEM;SG	N
grave	嚴重	grave	嚴重	ADJ;MASC;SG	ADJ
grave	嚴肅	grave	嚴肅	ADJ;MASC;SG	ADJ
grave	嚴重	grave	嚴重	ADJ;MASC;SG	ADJ
tourne	旋轉	tourner	旋轉	V;IND;SG;3;PRS;FIN	V
faute	斷層	faute	斷層	N;FEM;SG	N
faute	犯規	faute	犯規	N;FEM;SG	N
poème	詩	poème	詩	N;MASC;SG	N
extrait	摘錄	extraire	摘錄	V;MASC;SG;PST;V.PTCP	V
extrait	提取	extraire	提取	V;MASC;SG;PST;V.PTCP	V
extrait	萃取	extraire	萃取	V;MASC;SG;PST;V.PTCP	V
extrait	摘錄	extraire	摘錄	V;MASC;SG;PST;V.PTCP	V
rivières	河流	rivière	河流	N;FEM;PL	N
inférieure	更低	inférieur	更低	ADJ;FEM;SG	ADJ
inférieure	較低	inférieur	較低	ADJ;FEM;SG	ADJ
gris	灰色	gris	灰色	N;MASC;SG	N
gris	灰	gris	灰	N;MASC;SG	N
gris	灰色	gris	灰色	N;MASC;SG	N
gris	灰	gris	灰	N;MASC;SG	N
notoriété	名譽	notoriété	名譽	N;FEM;SG	N
notoriété	聲譽	notoriété	聲譽	N;FEM;SG	N
notoriété	名聲	notoriété	名聲	N;FEM;SG	N
notoriété	信譽	notoriété	信譽	N;FEM;SG	N
notoriété	聲望	notoriété	聲望	N;FEM;SG	N
léger	輕量	léger	輕量	ADJ;MASC;SG	ADJ
danger	危害	danger	危害	N;MASC;SG	N
danger	危險	danger	危險	N;MASC;SG	N
désigné	指定	désigner	指定	V;MASC;SG;PST;V.PTCP	V
municipalités	市	municipalité	市	N;FEM;PL	N
municipalités	市鎮	municipalité	市鎮	N;FEM;PL	N
cordes	弦	corde	弦	N;FEM;PL	N
cordes	字串	corde	字串	N;FEM;PL	N
cordes	弦	corde	弦	N;FEM;PL	N
cordes	弦	corde	弦	N;FEM;PL	N
golden	黃金	golden	黃金	N;MASC;SG	N
golden	金色	golden	金色	N;MASC;SG	N
détail	零售	détail	零售	N;MASC;SG	N
détail	細節	détail	細節	N;MASC;SG	N
détail	詳細	détail	詳細	N;MASC;SG	N
détail	詳情	détail	詳情	N;MASC;SG	N
détail	細節	détail	細節	N;MASC;SG	N
détail	詳情	détail	詳情	N;MASC;SG	N
hypothèse	假設	hypothèse	假設	N;FEM;SG	N
hypothèse	假設	hypothèse	假設	N;FEM;SG	N
hypothèse	假說	hypothèse	假說	N;FEM;SG	N
matériaux	物料	matériau	物料	N;MASC;PL	N
matériaux	材質	matériau	材質	N;MASC;PL	N
matériaux	材料	matériau	材料	N;MASC;PL	N
matériaux	物料	matériau	物料	N;MASC;PL	N
matériaux	材料	matériau	材料	N;MASC;PL	N
risques	危害	risque	危害	N;MASC;PL	N
risques	風險	risque	風險	N;MASC;PL	N
risques	風險	risque	風險	N;MASC;PL	N
révolte	起義	révolte	起義	N;FEM;SG	N
révolte	叛亂	révolte	叛亂	N;FEM;SG	N
révolte	起義	révolte	起義	N;FEM;SG	N
révolte	叛亂	révolte	叛亂	N;FEM;SG	N
révolte	叛逆	révolte	叛逆	N;FEM;SG	N
monnaie	金錢	monnaie	金錢	N;FEM;SG	N
monnaie	錢	monnaie	錢	N;FEM;SG	N
monnaie	貨幣	monnaie	貨幣	N;FEM;SG	N
monnaie	幣值	monnaie	幣值	N;FEM;SG	N
révèle	揭示	révéler	揭示	V;IND;SG;3;PRS;FIN	V
vendu	賣	vendre	賣	V;MASC;SG;PST;V.PTCP	V
vendu	售出	vendre	售出	V;MASC;SG;PST;V.PTCP	V
frontières	邊界	frontière	邊界	N;FEM;PL	N
frontières	界	frontière	界	N;FEM;PL	N
frontières	界	frontière	界	N;FEM;PL	N
frontières	邊疆	frontière	邊疆	N;FEM;PL	N
frontières	邊界	frontière	邊界	N;FEM;PL	N
frontières	邊框	frontière	邊框	N;FEM;PL	N
frontières	邊境	frontière	邊境	N;FEM;PL	N
frontières	邊界	frontière	邊界	N;FEM;PL	N
frontières	邊框	frontière	邊框	N;FEM;PL	N
frontières	邊境	frontière	邊境	N;FEM;PL	N
observatoire	天文	observatoire	天文	N;MASC;SG	N
ailes	翅膀	aile	翅膀	N;FEM;PL	N
ailes	翼	aile	翼	N;FEM;PL	N
ailes	翼	aile	翼	N;FEM;PL	N
machines	機械	machine	機械	N;FEM;PL	N
machines	機器	machine	機器	N;FEM;PL	N
institution	體制	institution	體制	N;FEM;SG	N
institution	機構	institution	機構	N;FEM;SG	N
résolution	決議	résolution	決議	N;FEM;SG	N
pilotes	試點	pilote	試點	N;MASC;PL	N
besoins	需求	besoin	需求	N;MASC;PL	N
besoins	需求	besoin	需求	N;MASC;PL	N
genres	類型	genre	類型	N;MASC;PL	N
genres	流派	genre	流派	N;MASC;PL	N
genres	流派	genre	流派	N;MASC;PL	N
inférieur	更低	inférieur	更低	ADJ;MASC;SG	ADJ
inférieur	較低	inférieur	較低	ADJ;MASC;SG	ADJ
neige	下雪	neige	下雪	N;FEM;SG	N
discussions	聊天	discussion	聊天	N;FEM;PL	N
installer	安裝	installer	安裝	V;NFIN	V
installer	安裝	installer	安裝	V;NFIN	V
défaut	違約	défaut	違約	N;MASC;SG	N
défaut	瑕疵	défaut	瑕疵	N;MASC;SG	N
défaut	缺陷	défaut	缺陷	N;MASC;SG	N
défaut	缺陷	défaut	缺陷	N;MASC;SG	N
discipline	紀律	discipline	紀律	N;FEM;SG	N
discipline	紀律	discipline	紀律	N;FEM;SG	N
responsabilité	責任	responsabilité	責任	N;FEM;SG	N
responsabilité	負債	responsabilité	負債	N;FEM;SG	N
responsabilité	責任	responsabilité	責任	N;FEM;SG	N
responsabilité	問責	responsabilité	問責	N;FEM;SG	N
paysage	風景	paysage	風景	N;MASC;SG	N
paysage	風景	paysage	風景	N;MASC;SG	N
paysage	景觀	paysage	景觀	N;MASC;SG	N
poissons	魚類	poisson	魚類	N;MASC;PL	N
poissons	魚	poisson	魚	N;MASC;PL	N
poissons	魚兒	poisson	魚兒	N;MASC;PL	N
violence	暴力	violence	暴力	N;FEM;SG	N
coût	費用	coût	費用	N;MASC;SG	N
coût	成本	coût	成本	N;MASC;SG	N
bains	浴場	bain	浴場	N;MASC;PL	N
bains	浴	bain	浴	N;MASC;PL	N
comics	漫畫	comics	漫畫	N;MASC;SG	N
bandes	樂隊	bande	樂隊	N;FEM;PL	N
bandes	條	bande	條	N;FEM;PL	N
cellules	細胞	cellule	細胞	N;FEM;PL	N
cellules	牢房	cellule	牢房	N;FEM;PL	N
cellules	細胞	cellule	細胞	N;FEM;PL	N
fosse	壕溝	fosse	壕溝	N;FEM;SG	N
fosse	海溝	fosse	海溝	N;FEM;SG	N
fosse	戰壕	fosse	戰壕	N;FEM;SG	N
fosse	坑	fosse	坑	N;FEM;SG	N
costumes	西裝	costume	西裝	N;MASC;PL	N
costumes	服裝	costume	服裝	N;MASC;PL	N
costumes	戲服	costume	戲服	N;MASC;PL	N
jardins	花園	jardin	花園	N;MASC;PL	N
jardins	園	jardin	園	N;MASC;PL	N
jardins	園林	jardin	園林	N;MASC;PL	N
jardins	花園	jardin	花園	N;MASC;PL	N
jardins	園藝	jardin	園藝	N;MASC;PL	N
médailles	獎章	médaille	獎章	N;FEM;PL	N
médailles	勳章	médaille	勳章	N;FEM;PL	N
médailles	獎牌	médaille	獎牌	N;FEM;PL	N
médailles	獎章	médaille	獎章	N;FEM;PL	N
médailles	勳章	médaille	勳章	N;FEM;PL	N
médailles	獎牌	médaille	獎牌	N;FEM;PL	N
détails	細節	détail	細節	N;MASC;PL	N
détails	詳情	détail	詳情	N;MASC;PL	N
détails	細節	détail	細節	N;MASC;PL	N
détails	詳細	détail	詳細	N;MASC;PL	N
détails	詳情	détail	詳情	N;MASC;PL	N
déclaration	宣言	déclaration	宣言	N;FEM;SG	N
colonne	柱	colonne	柱	N;FEM;SG	N
colonne	專欄	colonne	專欄	N;FEM;SG	N
colonne	欄	colonne	欄	N;FEM;SG	N
fêtes	節日	fête	節日	N;FEM;PL	N
gagner	掙	gagner	掙	V;NFIN	V
gagner	賺取	gagner	賺取	V;NFIN	V
gagner	賺	gagner	賺	V;NFIN	V
gagner	贏	gagner	贏	V;NFIN	V
invité	邀請	inviter	邀請	V;MASC;SG;PST;V.PTCP	V
invité	受邀	inviter	受邀	V;MASC;SG;PST;V.PTCP	V
affiche	海報	affiche	海報	N;FEM;SG	N
outil	工具	outil	工具	N;MASC;SG	N
publiés	出版	publier	出版	V;MASC;PL;PST;V.PTCP	V
publiés	發表	publier	發表	V;MASC;PL;PST;V.PTCP	V
inventaire	存貨	inventaire	存貨	N;MASC;SG	N
inventaire	庫存	inventaire	庫存	N;MASC;SG	N
violon	琴	violon	琴	N;MASC;SG	N
violon	提琴	violon	提琴	N;MASC;SG	N
envoie	送出	envoyer	送出	V;IND;SG;3;PRS;FIN	V
réduit	減少	réduire	減少	V;MASC;SG;PST;V.PTCP	V
traces	痕跡	trace	痕跡	N;FEM;PL	N
war	戰	war	戰	N;SG	N
war	戰爭	war	戰爭	N;SG	N
égalité	平等	égalité	平等	N;FEM;SG	N
égalité	股權	égalité	股權	N;FEM;SG	N
égalité	股本	égalité	股本	N;FEM;SG	N
égalité	公平	égalité	公平	N;FEM;SG	N
expliquer	解釋	expliquer	解釋	V;NFIN	V
coalition	聯盟	coalition	聯盟	N;FEM;SG	N
coalition	聯軍	coalition	聯軍	N;FEM;SG	N
intérêts	興趣	intérêt	興趣	N;MASC;PL	N
intérêts	利益	intérêt	利益	N;MASC;PL	N
intérêts	興趣	intérêt	興趣	N;MASC;PL	N
intérêts	利息	intérêt	利息	N;MASC;PL	N
inspecteur	警探	inspecteur	警探	N;MASC;SG	N
inspecteur	督察	inspecteur	督察	N;MASC;SG	N
due	到期	devoir	到期	V;FEM;SG;PST;V.PTCP	V
marais	沼澤	marais	沼澤	N;MASC;SG	N
marais	沼澤	marais	沼澤	N;MASC;SG	N
marais	沼澤	marais	沼澤	N;MASC;SG	N
moines	僧侶	moine	僧侶	N;MASC;PL	N
chimie	化學	chimie	化學	N;FEM;SG	N
chimie	化學	chimie	化學	N;FEM;SG	N
poisson	魚類	poisson	魚類	N;MASC;SG	N
poisson	魚	poisson	魚	N;MASC;SG	N
poisson	魚兒	poisson	魚兒	N;MASC;SG	N
fruits	果實	fruit	果實	N;MASC;PL	N
fruits	水果	fruit	水果	N;MASC;PL	N
fruits	果	fruit	果	N;MASC;PL	N
fruits	果實	fruit	果實	N;MASC;PL	N
fruits	水果	fruit	水果	N;MASC;PL	N
passion	熱情	passion	熱情	N;FEM;SG	N
passion	激情	passion	激情	N;FEM;SG	N
chat	聊天	chat	聊天	N;MASC;SG	N
chat	貓咪	chat	貓咪	N;MASC;SG	N
chat	貓	chat	貓	N;MASC;SG	N
tirs	射擊	tir	射擊	N;MASC;PL	N
tirs	槍擊	tir	槍擊	N;MASC;PL	N
archipel	群島	archipel	群島	N;MASC;SG	N
compagnies	公司	compagnie	公司	N;FEM;PL	N
âme	靈魂	âme	靈魂	N;FEM;SG	N
bloc	區塊	bloc	區塊	N;MASC;SG	N
visiteurs	遊客	visiteur	遊客	N;MASC;PL	N
visiteurs	訪客	visiteur	訪客	N;MASC;PL	N
clan	氏族	clan	氏族	N;MASC;SG	N
clan	部族	clan	部族	N;MASC;SG	N
clan	氏	clan	氏	N;MASC;SG	N
capital	資本	capital	資本	N;MASC;SG	N
capital	首都	capital	首都	N;MASC;SG	N
surnom	暱稱	surnom	暱稱	N;MASC;SG	N
surnom	綽號	surnom	綽號	N;MASC;SG	N
express	快車	express	快車	N;MASC;SG	N
express	特快	express	特快	N;MASC;SG	N
électricité	電力	électricité	電力	N;FEM;SG	N
électricité	電	électricité	電	N;FEM;SG	N
facile	輕鬆	facile	輕鬆	ADJ;MASC;SG	ADJ
facile	簡單	facile	簡單	ADJ;MASC;SG	ADJ
davantage	更	davantage	更	ADV	ADV
différent	不同	différent	不同	ADJ;MASC;SG	ADJ
découvrir	探索	découvrir	探索	V;NFIN	V
découvrir	發現	découvrir	發現	V;NFIN	V
découvrir	探索	découvrir	探索	V;NFIN	V
ange	天使	ange	天使	N;MASC;SG	N
chasseurs	獵人	chasseur	獵人	N;MASC;PL	N
opinion	意見	opinion	意見	N;FEM;SG	N
classements	分類	classement	分類	N;MASC;PL	N
récompenses	獎勵	récompense	獎勵	N;FEM;PL	N
récompenses	獎勵	récompense	獎勵	N;FEM;PL	N
récompenses	獎	récompense	獎	N;FEM;PL	N
conflits	衝突	conflit	衝突	N;MASC;PL	N
conflits	爭端	conflit	爭端	N;MASC;PL	N
conflits	糾紛	conflit	糾紛	N;MASC;PL	N
conflits	爭議	conflit	爭議	N;MASC;PL	N
conflits	衝突	conflit	衝突	N;MASC;PL	N
remplace	替代	remplacer	替代	V;IND;SG;3;PRS;FIN	V
remplace	取代	remplacer	取代	V;IND;SG;3;PRS;FIN	V
remplace	替換	remplacer	替換	V;IND;SG;3;PRS;FIN	V
remplace	更換	remplacer	更換	V;IND;SG;3;PRS;FIN	V
remplace	代替	remplacer	代替	V;IND;SG;3;PRS;FIN	V
cultures	農作	culture	農作	N;FEM;PL	N
cultures	作物	culture	作物	N;FEM;PL	N
cultures	文化	culture	文化	N;FEM;PL	N
étudier	學習	étudier	學習	V;NFIN	V
étudier	研究	étudier	研究	V;NFIN	V
étudier	學習	étudier	學習	V;NFIN	V
lundi	星期	lundi	星期	N;MASC;SG	N
lundi	週	lundi	週	N;MASC;SG	N
lundi	星期	lundi	星期	N;MASC;SG	N
limitée	受限	limiter	受限	V;FEM;SG;PST;V.PTCP	V
universités	大學	université	大學	N;FEM;PL	N
avantage	優點	avantage	優點	N;MASC;SG	N
avantage	優勢	avantage	優勢	N;MASC;SG	N
monts	山	mont	山	N;MASC;PL	N
monts	山脈	mont	山脈	N;MASC;PL	N
monts	山區	mont	山區	N;MASC;PL	N
deviennent	成	devenir	成	V;IND;PL;3;PRS;FIN	V
engagé	受雇	engager	受雇	V;MASC;SG;PST;V.PTCP	V
engagé	訂婚	engager	訂婚	V;MASC;SG;PST;V.PTCP	V
objectifs	目標	objectif	目標	N;MASC;PL	N
objectifs	目標	objectif	目標	N;MASC;PL	N
objectifs	目的	objectif	目的	N;MASC;PL	N
objectifs	宗旨	objectif	宗旨	N;MASC;PL	N
métier	職業	métier	職業	N;MASC;SG	N
métier	專業	métier	專業	N;MASC;SG	N
soirée	黨	soirée	黨	N;FEM;SG	N
soirée	政黨	soirée	政黨	N;FEM;SG	N
soirée	宴會	soirée	宴會	N;FEM;SG	N
soirée	聚會	soirée	聚會	N;FEM;SG	N
soirée	晚間	soirée	晚間	N;FEM;SG	N
soirée	晚上	soirée	晚上	N;FEM;SG	N
soirée	傍晚	soirée	傍晚	N;FEM;SG	N
soirée	夜晚	soirée	夜晚	N;FEM;SG	N
soirée	晚上	soirée	晚上	N;FEM;SG	N
soirée	夜	soirée	夜	N;FEM;SG	N
mélange	組合	mélange	組合	N;MASC;SG	N
mine	礦山	mine	礦山	N;FEM;SG	N
disques	磁碟	disque	磁碟	N;MASC;PL	N
qualifié	熟練	qualifier	熟練	V;MASC;SG;PST;V.PTCP	V
qualifié	合格	qualifier	合格	V;MASC;SG;PST;V.PTCP	V
guitariste	吉他	guitariste	吉他	N;MASC;SG	N
évêques	主教	évêque	主教	N;MASC;PL	N
défendre	捍衛	défendre	捍衛	V;NFIN	V
défendre	保衛	défendre	保衛	V;NFIN	V
défendre	捍衛	défendre	捍衛	V;NFIN	V
conséquences	後果	conséquence	後果	N;FEM;PL	N
maires	市長	maire	市長	N;MASC;PL	N
maires	鎮長	maire	鎮長	N;MASC;PL	N
recevoir	接收	recevoir	接收	V;NFIN	V
recevoir	接收	recevoir	接收	V;NFIN	V
performances	績效	performance	績效	N;FEM;PL	N
performances	業績	performance	業績	N;FEM;PL	N
pianiste	鋼琴	pianiste	鋼琴	N;MASC;SG	N
occupé	忙	occuper	忙	V;MASC;SG;PST;V.PTCP	V
occupé	忙	occuper	忙	V;MASC;SG;PST;V.PTCP	V
musées	博物	musée	博物	N;MASC;PL	N
musées	博物	musée	博物	N;MASC;PL	N
traversée	跨	traverser	跨	V;FEM;SG;PST;V.PTCP	V
traversée	穿越	traverser	穿越	V;FEM;SG;PST;V.PTCP	V
antiquité	古代	antiquité	古代	N;FEM;SG	N
antiquité	古物	antiquité	古物	N;FEM;SG	N
vestiges	遺跡	vestige	遺跡	N;MASC;PL	N
vestiges	文物	vestige	文物	N;MASC;PL	N
calcul	微	calcul	微	N;MASC;SG	N
rêve	夢	rêve	夢	N;MASC;SG	N
rêve	夢境	rêve	夢境	N;MASC;SG	N
rêve	夢想	rêve	夢想	N;MASC;SG	N
rêve	夢	rêve	夢	N;MASC;SG	N
rêve	夢境	rêve	夢境	N;MASC;SG	N
rêve	夢想	rêve	夢想	N;MASC;SG	N
dérivés	衍生	dériver	衍生	V;MASC;PL;PST;V.PTCP	V
dérivés	衍生	dériver	衍生	V;MASC;PL;PST;V.PTCP	V
simples	簡單	simple	簡單	ADJ;MASC;PL	ADJ
plaque	板	plaque	板	N;FEM;SG	N
plaque	牌匾	plaque	牌匾	N;FEM;SG	N
nez	鼻	nez	鼻	N;MASC;SG	N
nez	鼻子	nez	鼻子	N;MASC;SG	N
quai	碼頭	quai	碼頭	N;MASC;SG	N
quai	船塢	quai	船塢	N;MASC;SG	N
quai	碼頭	quai	碼頭	N;MASC;SG	N
quai	站台	quai	站台	N;MASC;SG	N
quai	平台	quai	平台	N;MASC;SG	N
démocratie	民主	démocratie	民主	N;FEM;SG	N
barre	舵	barre	舵	N;FEM;SG	N
barre	酒吧	barre	酒吧	N;FEM;SG	N
meilleures	更好	meilleur	更好	ADJ;FEM;PL	ADJ
meilleures	最好	meilleur	最好	ADJ;FEM;PL	ADJ
métropole	都市	métropole	都市	N;FEM;SG	N
minute	分鐘	minute	分鐘	N;FEM;SG	N
élite	精英	élite	精英	N;FEM;SG	N
aîné	資深	aîné	資深	ADJ;MASC;SG	ADJ
verre	玻璃	verre	玻璃	N;MASC;SG	N
équipement	裝備	équipement	裝備	N;MASC;SG	N
queue	佇列	queue	佇列	N;FEM;SG	N
queue	公雞	queue	公雞	N;FEM;SG	N
queue	尾巴	queue	尾巴	N;FEM;SG	N
queue	尾	queue	尾	N;FEM;SG	N
queue	尾	queue	尾	N;FEM;SG	N
queue	背面	queue	背面	N;FEM;SG	N
queue	反面	queue	反面	N;FEM;SG	N
pistes	山坡	piste	山坡	N;FEM;PL	N
pistes	斜坡	piste	斜坡	N;FEM;PL	N
pistes	曲目	piste	曲目	N;FEM;PL	N
pistes	軌道	piste	軌道	N;FEM;PL	N
mythologie	神話	mythologie	神話	N;FEM;SG	N
gamme	山脈	gamme	山脈	N;FEM;SG	N
gamme	範圍	gamme	範圍	N;FEM;SG	N
gamme	射程	gamme	射程	N;FEM;SG	N
basilique	聖殿	basilique	聖殿	N;FEM;SG	N
confédération	聯邦	confédération	聯邦	N;FEM;SG	N
confédération	邦聯	confédération	邦聯	N;FEM;SG	N
dessinateur	抽屜	dessinateur	抽屜	N;MASC;SG	N
arrêter	退出	arrêter	退出	V;NFIN	V
arrêter	停止	arrêter	停止	V;NFIN	V
rallye	集會	rallye	集會	N;MASC;SG	N
amitié	友情	amitié	友情	N;FEM;SG	N
amitié	友誼	amitié	友誼	N;FEM;SG	N
dossier	文件	dossier	文件	N;MASC;SG	N
dossier	檔案	dossier	檔案	N;MASC;SG	N
maladies	疾病	maladie	疾病	N;FEM;PL	N
maladies	病	maladie	病	N;FEM;PL	N
maladies	疾病	maladie	疾病	N;FEM;PL	N
oiseau	鳥	oiseau	鳥	N;MASC;SG	N
maximale	最大	maximal	最大	ADJ;FEM;SG	ADJ
maximale	最大	maximal	最大	ADJ;FEM;SG	ADJ
citer	報價	citer	報價	V;NFIN	V
citer	引用	citer	引用	V;NFIN	V
citer	引述	citer	引述	V;NFIN	V
constructeur	廠	constructeur	廠	N;MASC;SG	N
péninsule	半島	péninsule	半島	N;FEM;SG	N
péninsule	半島	péninsule	半島	N;FEM;SG	N
connaissances	熟人	connaissance	熟人	N;FEM;PL	N
connaissances	知識	connaissance	知識	N;FEM;PL	N
noble	高	noble	高	ADJ;MASC;SG	ADJ
souvenir	紀念	souvenir	紀念	V;NFIN	V
souvenir	紀念	souvenir	紀念	V;NFIN	V
souvenir	紀念	souvenir	紀念	V;NFIN	V
souvenir	回憶	souvenir	回憶	V;NFIN	V
forteresse	據點	forteresse	據點	N;FEM;SG	N
positions	職位	position	職位	N;FEM;PL	N
localités	度	localité	度	N;FEM;PL	N
localités	勝地	localité	勝地	N;FEM;PL	N
inscrits	註冊	inscrire	註冊	V;MASC;PL;PST;V.PTCP	V
quarante	四十	quarante	四十	NUM	NUM
hectares	公頃	hectare	公頃	N;MASC;PL	N
hectares	英畝	hectare	英畝	N;MASC;PL	N
golfe	海灣	golfe	海灣	N;MASC;SG	N
navy	海軍	navy	海軍	N;FEM;SG	N
commandeur	司令	commandeur	司令	N;MASC;SG	N
supprimé	刪除	supprimer	刪除	V;MASC;SG;PST;V.PTCP	V
listes	名單	liste	名單	N;FEM;PL	N
listes	清單	liste	清單	N;FEM;PL	N
listes	名單	liste	名單	N;FEM;PL	N
boy	男孩	boy	男孩	N;MASC;SG	N
arbitrage	仲裁	arbitrage	仲裁	N;MASC;SG	N
lecteur	球員	lecteur	球員	N;MASC;SG	N
lecteur	玩家	lecteur	玩家	N;MASC;SG	N
lecteur	讀者	lecteur	讀者	N;MASC;SG	N
remise	折扣	remise	折扣	N;FEM;SG	N
remise	優惠	remise	優惠	N;FEM;SG	N
tire	拍攝	tirer	拍攝	V;IND;SG;3;PRS;FIN	V
tire	拍	tirer	拍	V;IND;SG;3;PRS;FIN	V
maintenir	維持	maintenir	維持	V;NFIN	V
maintenir	維持	maintenir	維持	V;NFIN	V
réduire	減少	réduire	減少	V;NFIN	V
réduire	降低	réduire	降低	V;NFIN	V
réduire	減少	réduire	減少	V;NFIN	V
réduire	減少	réduire	減少	V;NFIN	V
goût	味	goût	味	N;MASC;SG	N
goût	風味	goût	風味	N;MASC;SG	N
goût	味道	goût	味道	N;MASC;SG	N
goût	味覺	goût	味覺	N;MASC;SG	N
goût	品味	goût	品味	N;MASC;SG	N
morceaux	曲目	morceau	曲目	N;MASC;PL	N
morceaux	軌道	morceau	軌道	N;MASC;PL	N
sélectionné	選取	sélectionner	選取	V;MASC;SG;PST;V.PTCP	V
terminé	完成	terminer	完成	V;MASC;SG;PST;V.PTCP	V
construits	建	construire	建	V;MASC;PL;PST;V.PTCP	V
instruction	教學	instruction	教學	N;FEM;SG	N
instruction	指令	instruction	指令	N;FEM;SG	N
cancer	癌症	cancer	癌症	N;MASC;SG	N
cancer	癌	cancer	癌	N;MASC;SG	N
observation	觀測	observation	觀測	N;FEM;SG	N
parallèlement	並	parallèlement	並	ADV	ADV
fréquence	頻率	fréquence	頻率	N;FEM;SG	N
dure	苛刻	dur	苛刻	ADJ;FEM;SG	ADJ
dure	嚴酷	dur	嚴酷	ADJ;FEM;SG	ADJ
scrutin	選票	scrutin	選票	N;MASC;SG	N
sortant	卸任	sortir	卸任	V;PRS;V.PTCP	V
sortant	離任	sortir	離任	V;PRS;V.PTCP	V
vins	酒	vin	酒	N;MASC;PL	N
vins	葡萄	vin	葡萄	N;MASC;PL	N
forum	論壇	forum	論壇	N;MASC;SG	N
lanceur	投手	lanceur	投手	N;MASC;SG	N
alimentation	糧食	alimentation	糧食	N;FEM;SG	N
alimentation	食品	alimentation	食品	N;FEM;SG	N
alimentation	食物	alimentation	食物	N;FEM;SG	N
alimentation	營養	alimentation	營養	N;FEM;SG	N
tués	被	tuer	被	V;MASC;PL;PST;V.PTCP	V;PASS
empêcher	防止	empêcher	防止	V;NFIN	V
empêcher	防止	empêcher	防止	V;NFIN	V
citoyens	市民	citoyen	市民	N;MASC;PL	N
citoyens	公民	citoyen	公民	N;MASC;PL	N
ouvriers	工人	ouvrier	工人	N;MASC;PL	N
pseudonyme	別名	pseudonyme	別名	N;MASC;SG	N
pseudonyme	暱稱	pseudonyme	暱稱	N;MASC;SG	N
pseudonyme	綽號	pseudonyme	綽號	N;MASC;SG	N
pseudonyme	假名	pseudonyme	假名	N;MASC;SG	N
humanité	人性	humanité	人性	N;FEM;SG	N
humanité	人道	humanité	人道	N;FEM;SG	N
clé	鑰匙	clé	鑰匙	N;FEM;SG	N
clé	鍵	clé	鍵	N;FEM;SG	N
clé	關鍵	clé	關鍵	N;FEM;SG	N
manuscrit	手稿	manuscrit	手稿	N;MASC;SG	N
manuscrit	稿子	manuscrit	稿子	N;MASC;SG	N
manuscrit	捲軸	manuscrit	捲軸	N;MASC;SG	N
défaites	敗	défaite	敗	N;FEM;PL	N
colline	山	colline	山	N;FEM;SG	N
divisions	師團	division	師團	N;FEM;PL	N
continent	大洲	continent	大洲	N;MASC;SG	N
continent	大陸	continent	大陸	N;MASC;SG	N
naturelles	天然	naturel	天然	ADJ;FEM;PL	ADJ
trésor	珍寶	trésor	珍寶	N;MASC;SG	N
trésor	寶藏	trésor	寶藏	N;MASC;SG	N
trésor	國庫	trésor	國庫	N;MASC;SG	N
