마스터즈	αφέντες	마스터즈	αφήντης	N	N;NOM;MASC;PL
현미경	μικροσκόπιο	현미경	μικροσκόπιο	N	N;NOM;NEUT;SG
현미경	μικροσκοπία	현미경	μικροσκοπία	N	N;NOM;FEM;SG
육체	σάρκα	육체	σάρκα	N	N;NOM;FEM;SG
중요성	σπουδαιότητα	중요성	σπουδαιότητα	N	N;ACC;FEM;SG
중요성	σημασία	중요성	σημασία	N	N;NOM;FEM;SG
전화번호	τηλέφωνο	전화번호	τηλέφωνος	N	N;NOM;NEUT;SG
긴장	ένταση	긴장	ένταση	N	N;ACC;FEM;SG
질투	ζηλιάρα	질투	ζηλιάρα	N	N;NOM;FEM;SG
질투	ζηλιάρης	질투	ζηλιάρης	N	N;NOM;MASC;SG
질투	ζήλια	질투	ζήλι	N	N;NOM;FEM;SG
질투	ζήλεια	질투	ζήλεια	N	N;NOM;FEM;SG
플라스마	πλάσματος	플라스마	πλάσμα	N	N;GEN;NEUT;SG
플라스마	πλάσμα	플라스마	πλάσμα	N	N;NOM;NEUT;SG
사자자리	λέων	사자자리	λέος	N	N;NOM;MASC;SG
타당성	σκοπιμότητα	타당성	σκοπιμότητα	N	N;ACC;FEM;SG
타당성	σκοπιμότητας	타당성	σκοπιμότητα	N	N;GEN;FEM;SG
타당성	κύρος	타당성	κύρος	N	N;ACC;MASC;SG
타당성	εγκυρότητα	타당성	εγκυρότητα	N	N;ACC;FEM;SG
타당성	ισχύς	타당성	ισχύς	N	N;NOM;FEM;SG
복장	ενδυμασία	복장	ενδυμασία	N	N;NOM;FEM;SG
랜드마크	μνημείο	랜드마크	μνημείο	N	N;NOM;NEUT;SG
랜드마크	ορόσημο	랜드마크	ορόσημο	N	N;NOM;NEUT;SG
랜드마크	αξιοθέατο	랜드마크	αξιοθέατος	N	N;NOM;NEUT;PL
용접	συγκόλληση	용접	συγκόλληση	N	N;NOM;FEM;SG
용접	συγκόλλησης	용접	συγκόλληση	N	N;GEN;FEM;SG
용접	συγκόλληση	용접	συγκόλληση	N	N;NOM;FEM;SG
악용	κατάχρηση	악용	κατάχρηση	N	N;ACC;FEM;SG
악용	κατάχρηση	악용	κατάχρηση	N	N;ACC;FEM;SG
악용	καταχρήσεις	악용	κατάχρηση	N	N;NOM;FEM;PL
악용	κακοποίηση	악용	κακοποίηση	N	N;ACC;FEM;SG
대리인	φύλακες	대리+이+ㄴ	φύλακας	N	N;NOM;MASC;PL
대리인	πράκτορας	대리+이+ㄴ	πράκτορας	N	N;NOM;MASC;SG
대리인	πράκτορα	대리+이+ㄴ	πράκτορα	N	N;ACC;MASC;SG
대리인	υποκατάστατο	대리+이+ㄴ	υποκατάστατος	N	N;NOM;NEUT;SG
성기	πέος	성기	πέος	N	N;NOM;NEUT;SG
콤보	κόμπο	콤보	κόμπος	N	N;ACC;MASC;SG
위생	αποχέτευσης	위생	αποχέτευση	N	N;GEN;FEM;SG
사구	αμμόλοφους	사구	αμμόλοφος	N	N;NOM;MASC;PL
사구	ντουν	사구	ντουν	N	N
멸치	γαύρου	멸치	γαύρος	N	N;GEN;NEUT;SG
노예제	δούλος	노예제	δούλος	N	N;NOM;MASC;SG
노예제	σκλάβα	노예제	σκλάβος	N	N;NOM;FEM;SG
노예제	σκλάβος	노예제	σκλάβος	N	N;NOM;MASC;SG
노예제	δουλεία	노예제	δουλείο	N	N;NOM;FEM;SG
노예제	σκλαβιά	노예제	σκλαβιά	N	N;ACC;FEM;SG
아쉬운	εύκολη	아쉽+ㄴ	εύκολος	ADJ	ADJ;NOM;FEM;SG
아쉬운	εύκολο	아쉽+ㄴ	εύκολος	ADJ	ADJ;NOM;NEUT;SG
인류학	ανθρωπολογία	인류학	ανθρωπολογία	N	N;NOM;FEM;SG
집착	εμμονές	집착	εμμονή	N	N;NOM;FEM;PL
집착	εμμονή	집착	εμμονή	N	N;NOM;FEM;SG
집착	εμμονή	집착	εμμονή	N	N;NOM;FEM;SG
가입자	συνδρομητή	가입자	συνδρομητής	N	N;ACC;MASC;SG
가입자	συνδρομητής	가입자	συνδρομητής	N	N;NOM;MASC;SG
가입자	συνδρομητές	가입자	συνδρομητής	N	N;NOM;MASC;PL
아이누	αϊνού	아이누	αϊνού	N	N
불만	καταγγελίες	불만	καταγγελία	N	N;NOM;FEM;PL
불만	παράπονα	불만	παράπονο	N	N;NOM;NEUT;PL
불만	δυσαρέσκεια	불만	δυσαρέσκεια	N	N;ACC;FEM;SG
불만	παράπονο	불만	παράπονο	N	N;NOM;NEUT;SG
불만	καταγγελία	불만	καταγγελία	N	N;NOM;FEM;SG
불만	δυσαρέσκεια	불만	δυσαρέσκεια	N	N;ACC;FEM;SG
구출	διάσωση	구출	διάσωση	N	N;ACC;FEM;SG
구출	διάσωσης	구출	διάσωση	N	N;GEN;FEM;SG
명소	αξιοθέατα	명소	αξιοθέατος	N	N;NOM;NEUT;PL
명소	ορόσημα	명소	ορόσημα	N	N;NOM;NEUT;SG
명소	αξιοθέατα	명소	αξιοθέατος	N	N;NOM;NEUT;PL
세슘	καισίου	세슘	καίσιος	N	N;GEN;NEUT;SG
숭배	λατρεία	숭배	λατρεία	N	N;NOM;FEM;SG
숭배	αίρεση	숭배	αίρεση	N	N;ACC;FEM;SG
숭배	λατρεία	숭배	λατρεία	N	N;NOM;FEM;SG
독성	τοξικότητας	독성	τοξικότητα	N	N;GEN;FEM;SG
독성	τοξικότητα	독성	τοξικότητα	N	N;NOM;FEM;SG
영사	πρόξενος	영사	πρόξενος	N	N;NOM;MASC;SG
치사	ανθρωποκτονίες	치사	ανθρωποκτονία	N	N;NOM;FEM;PL
치사	ανθρωποκτονία	치사	ανθρωποκτονία	N	N;NOM;FEM;SG
치사	ανθρωποκτονιών	치사	ανθρωποκτονία	N	N;GEN;FEM;PL
주스	χυμοί	주스	χυμός	N	N;NOM;NEUT;PL
주스	χυμό	주스	χυμός	N	N;NOM;NEUT;SG
주스	χυμός	주스	χυμός	N	N;NOM;MASC;SG
주스	χυμούς	주스	χυμός	N	N;NOM;MASC;PL
주스	χυμοί	주스	χυμός	N	N;NOM;NEUT;PL
매점	καντίνα	매점	καντίνα	N	N;NOM;FEM;SG
준수	συμμόρφωσης	준수	συμμόρφωση	N	N;GEN;FEM;SG
준수	συμμόρφωση	준수	συμμόρφωση	N	N;ACC;FEM;SG
펀드	ταμείο	펀드	ταμείο	N	N;NOM;NEUT;SG
펀드	ταμεία	펀드	ταμείο	N	N;NOM;NEUT;PL
펀드	κεφάλαια	펀드	κεφάλαιο	N	N;NOM;NEUT;PL
명품	πολυτελές	명품	πολυτελής	N	N;NOM;FEM;SG
명품	πολυτέλεια	명품	πολυτέλεια	N	N;NOM;FEM;SG
설문	δημοσκοπήσεις	설문	δημοσκόπηση	N	N;NOM;FEM;PL
설문	κάλπες	설문	κάλπος	N	N;NOM;FEM;PL
설문	δημοσκόπηση	설문	δημοσκόπηση	N	N;NOM;FEM;SG
규소	πυρίτιο	규소	πυρίτιος	N	N;NOM;NEUT;SG
규소	πυριτίου	규소	πύριτιος	N	N;GEN;NEUT;SG
재미	πλάκα	재미	πλάκα	N	N;NOM;FEM;SG
재미	διασκέδαση	재미	διασκέδαση	N	N;NOM;FEM;SG
산화물	οξείδιο	산화물	οξείδιο	N	N;NOM;NEUT;SG
몰수	κατάσχεση	몰수	κατάσχεση	N	N;ACC;FEM;SG
악화	επιδείνωση	악화	επιδείνωση	N	N;ACC;FEM;SG
경매	δημοπρασία	경매	δημοπρασία	N	N;ACC;FEM;SG
경매	πλειστηριασμό	경매	πλειστηριασμός	N	N;ACC;MASC;SG
경매	δημοπρασίες	경매	δημοπρασία	N	N;NOM;FEM;PL
머무르고	μείνετε	머무르+고	μένω	V	V;PFV;IND;PL;2;FIN;ACT
머무르고	μείνε	머무르+고	μένω	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
도표	σχεδιάγραμμα	도표	σχεδιάγραμμα	N	N;NOM;NEUT;SG
도표	διάγραμμα	도표	διάγραμμα	N	N;NOM;NEUT;SG
생산성	παραγωγικότητα	생산성	παραγωγικότητα	N	N;ACC;FEM;SG
대백과사전	εγκυκλοπαίδεια	대백과류전	εγκυκλοπαίδεια	N	N;NOM;FEM;SG
특사	απεσταλμένος	특사	απεσταλμένος	N	N;NOM;MASC;SG
당뇨병	διαβήτη	당뇨병	διαβήτης	N	N;SG
당뇨병	διαβήτης	당뇨병	διαβήτης	N	N;NOM;MASC;SG
유방	στήθος	유방	στήθος	N	N;NOM;NEUT;SG
여관	πανδοχείο	여관	πανδοχείο	N	N;NOM;NEUT;SG
기병대	ιππικό	기병대	ιππικός	N	N;ACC;MASC;SG
계몽주의	φώτιση	계몽주의	φώτιση	N	N;ACC;FEM;SG
계몽주의	διαφώτιση	계몽주의	διαφώτιση	N	N;ACC;FEM;SG
부호화	κωδικοποίηση	부호화	κωδικοποίηση	N	N;NOM;FEM;SG
부호화	κωδικοποίηση	부호화	κωδικοποίηση	N	N;NOM;FEM;SG
트랜잭션	συναλλαγή	트랜잭션	συναλλαγή	N	N;NOM;FEM;SG
트랜잭션	συναλλαγές	트랜잭션	συναλλαγή	N	N;NOM;FEM;PL
우려	ανησυχία	우려	ανησυχία	N	N;NOM;FEM;SG
가방	σακούλα	가방	σακούλα	N	N;NOM;FEM;SG
가방	σάκο	가방	σάκος	N	N;NOM;NEUT;SG
가방	τσάντα	가방	τσάντα	N	N;NOM;FEM;SG
가방	σάκος	가방	σάκος	N	N;NOM;MASC;SG
가방	τσάντες	가방	τσάντης	N	N;NOM;FEM;PL
가방	σακούλες	가방	σακούλα	N	N;NOM;FEM;PL
가방	σάκοι	가방	σάκος	N	N;NOM;MASC;PL
조선소	ναυπηγείο	조선소	ναυπηγείο	N	N;NOM;NEUT;SG
조선소	ναυπηγεία	조선소	ναυπηγείο	N	N;NOM;NEUT;PL
조선소	ναυπήγηση	조선소	ναυπήγηση	N	N;ACC;FEM;SG
조선소	ναυπηγεία	조선소	ναυπηγείο	N	N;NOM;NEUT;PL
출판됨	δημοσιεύθηκε	출판+되+ㄴ	δημοσιεύω	V	V;PFV;IND;SG;3;PST;FIN;PASS
출판됨	δημοσιευθεί	출판+되+ㄴ	δημοσιεύω	V	V;PFV;NFIN;PASS
출판됨	δημοσιεύτηκε	출판+되+ㄴ	δημοσιεύω	V	V;PFV;IND;SG;3;PST;FIN;PASS
출판됨	δημοσιεύεται	출판+되+ㄴ	δημοσιεύω	V	V;IPFV;IND;SG;3;PRS;FIN;PASS
출판됨	εκδίδεται	출판+되+ㄴ	εκδίδω	V	V;IPFV;IND;SG;3;PRS;FIN;PASS
변종	παραλλαγή	변종	παραλλαγή	N	N;NOM;FEM;SG
목적지	προορισμός	목적지	προορισμός	N	N;NOM;MASC;SG
목적지	προορισμό	목적지	προορισμός	N	N;ACC;MASC;SG
목적지	προορισμοί	목적지	προορισμός	N	N;NOM;MASC;PL
목적지	προορισμούς	목적지	προορισμός	N	N;ACC;MASC;PL
보정	διορθώσεις	보정	διορθώση	N	N;NOM;FEM;PL
보정	διόρθωση	보정	διόρθωση	N	N;ACC;FEM;SG
보정	βαθμονόμηση	보정	βαθμονόμηση	N	N;NOM;FEM;SG
펜스	πένες	펜스	πένης	N	N;NOM;FEM;PL
목걸이	περιδέραιο	목걸+이	περιδέραιο	N	N;NOM;NEUT;SG
목걸이	κολιέ	목걸+이	κολία	N	N;NOM;NEUT;PL
목걸이	μενταγιόν	목걸+이	μενταγιόν	N	N;NOM;NEUT;SG
목걸이	κολιέ	목걸+이	κολία	N	N;NOM;NEUT;PL
연주회	συναυλίες	연주회	συναυλία	N	N;NOM;FEM;PL
연주회	κονσέρτο	연주회	κονσέρτο	N	N;NOM;NEUT;SG
연주회	συναυλία	연주회	συναυλία	N	N;ACC;FEM;SG
팽창	διαστολή	팽창	διαστολή	N	N;NOM;FEM;SG
팽창	επέκταση	팽창	επέκταση	N	N;ACC;FEM;SG
활성	ενεργό	활성	ενεργός	N	N;NOM;NEUT;SG
측량	τοπογράφος	측량	τοπογράφος	N	N;NOM;MASC;SG
훔쳐	κλέψει	훔치+어	κλέπω	V	V;PFV;IND;SG;3;FIN;ACT
훔쳐	κλέβουν	훔치+어	κλαβω	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
채팅	συνομιλίες	채팅	συνομιλία	N	N;NOM;FEM;PL
채팅	τσατ	채팅	τσατ	N	N;NOM;NEUT;SG
채팅	τσατ	채팅	τσατ	N	N;NOM;NEUT;SG
채팅	συνομιλία	채팅	συνομιλία	N	N;ACC;FEM;SG
가속기	επιταχυντές	가속기	επιταχυντής	N	N;NOM;MASC;PL
가속기	επιταχυντή	가속기	επιταχυντής	N	N;ACC;MASC;SG
계산기	αριθμομηχανές	계산기	αριθμομηχανός	N	N;NOM;MASC;PL
계산기	υπολογιστής	계산기	υπολογιστής	N	N;NOM;MASC;SG
엔트로피	εντροπία	엔트로피	εντροπία	N	N;NOM;FEM;SG
성교	συνουσία	성교	συνουσία	N	N;NOM;FEM;SG
성교	συνουσία	성교	συνουσία	N	N;NOM;FEM;SG
성교	φύλο	성교	φύλο	N	N;NOM;NEUT;SG
대수학	άλγεβρα	대수학	άλγεβρα	N	N;NOM;FEM;SG
연구자	ερευνητή	연구자	ερευνητής	N	N;ACC;MASC;SG
연구자	ερευνήτρια	연구자	ερευνήτρια	N	N;NOM;FEM;SG
연구자	ερευνητής	연구자	ερευνητής	N	N;NOM;MASC;SG
연구자	ερευνητές	연구자	ερευνητής	N	N;NOM;MASC;PL
커브	καμπύλη	커브	καμπύλη	N	N;NOM;FEM;SG
펄스	παλμός	펄스	παλμός	N	N;NOM;MASC;SG
펄스	σφυγμός	펄스	σφυγμός	N	N;NOM;MASC;SG
펄스	παλμό	펄스	παλμός	N	N;ACC;MASC;SG
갈매기	γλάρους	갈매+기	γλάρος	N	N;ACC;MASC;PL
갈매기	γλάρος	갈매+기	γλάρος	N	N;NOM;MASC;SG
갈매기	γλάρος	갈매+기	γλάρος	N	N;NOM;MASC;SG
천연두	ευλογιά	천연두	ευλογιά	N	N;NOM;FEM;SG
셔터	κλείστρο	셔터	κλείστρο	N	N;NOM;NEUT;SG
탄산	ανθρακούχα	탄산	ανθρακώνω	N	N;NOM;NEUT;PL
탄산	ανθρακικό	탄산	ανθρακικός	N	N;NOM;NEUT;SG
우울증	κατάθλιψη	우울증	κατάθλιψη	N	N;ACC;FEM;SG
자제	συγκράτησης	자제	συγκράτηση	N	N;GEN;FEM;SG
자제	συγκράτηση	자제	συγκράτηση	N	N;ACC;FEM;SG
라이트닝	κεραυνός	라이트닝	κεραυνός	N	N;NOM;MASC;SG
라이트닝	αστραπή	라이트닝	αστραπή	N	N;NOM;FEM;SG
투명	διαφάνεια	투명	διαφάνεια	N	N;NOM;FEM;SG
석기	πέτρα	석기	πέτρο	N	N;NOM;FEM;SG
영감	έμπνευση	영감	έμπνευση	N	N;NOM;FEM;SG
대시	παύλα	대시	παύλα	N	N;NOM;FEM;SG
진술	δήλωση	진술	δήλωση	N	N;ACC;FEM;SG
영장류	πρωτεύον	영장류	πρωτεύων	N	N;NOM;NEUT;SG
플래그	σημαία	플래그	σημαία	N	N;NOM;FEM;SG
플래그	σημαίες	플래그	σημαία	N	N;NOM;FEM;PL
채무	χρέη	채무	χρέος	N	N;NOM;NEUT;PL
채무	οφειλές	채무	οφειλή	N	N;NOM;FEM;PL
채무	χρέος	채무	χρέος	N	N;NOM;NEUT;SG
채무	οφειλή	채무	οφειλή	N	N;ACC;FEM;SG
동창	συμμαθητές	동창	συμμαθητής	N	N;NOM;MASC;PL
동창	συμμαθητής	동창	συμμαθητής	N	N;NOM;MASC;SG
동창	συμμαθητή	동창	συμμαθητής	N	N;ACC;MASC;SG
모욕을	προσβολή	모욕+을	προσβολή	N	N;ACC;FEM;SG
요구사항	απαίτηση	요구사항	απαίτηση	N	N;ACC;FEM;SG
요구사항	απαιτήσεις	요구사항	απαίτηση	N	N;NOM;FEM;PL
음식점	εστιατόριο	음식점	εστιατόριο	N	N;NOM;NEUT;SG
음식점	τοποθεσίες	음식점	τοποθεσία	N	N;NOM;FEM;PL
음식점	τόποι	음식점	τόπος	N	N;NOM;MASC;PL
음식점	μέρη	음식점	μέρος	N	N;NOM;NEUT;PL
음식점	εστιατόρια	음식점	εστιατόριο	N	N;NOM;NEUT;PL
애국	πατριώτης	애국	πατριώτης	N	N;NOM;MASC;SG
디펜스	άμυνα	디펜스	άμυνα	N	N;NOM;FEM;SG
디펜스	υπεράσπιση	디펜스	υπεράσπιση	N	N;ACC;FEM;SG
디펜스	άμυνας	디펜스	άμυνα	N	N;GEN;FEM;SG
디펜스	άμυνα	디펜스	άμυνα	N	N;NOM;FEM;SG
디펜스	υπεράσπιση	디펜스	υπεράσπιση	N	N;ACC;FEM;SG
조언	συμβουλές	조언	συμβουλής	N	N;NOM;FEM;PL
조언	συμβουλή	조언	συμβουλής	N	N;NOM;FEM;SG
계기	μέσο	계기	μέσος	N	N;ACC;NEUT;SG
계기	όργανο	계기	όργανο	N	N;NOM;NEUT;SG
분리주의	αποσχιστών	분리주의	αποσχιστής	N	N;GEN;MASC;PL
해머	σφυρί	해머	σφυρί	N	N;NOM;NEUT;SG
라우팅	δρομολόγησης	라우팅	δρομολόγηση	N	N;GEN;FEM;SG
라우팅	δρομολόγηση	라우팅	δρομολόγηση	N	N;NOM;FEM;SG
주먹	γροθιές	주먹	γροθιός	N	N;NOM;FEM;PL
주먹	γροθιά	주먹	γροθιά	N	N;ACC;FEM;SG
파운데이션	ίδρυμα	파운데이션	ίδρυμα	N	N;NOM;NEUT;SG
파운데이션	ιδρυμα	파운데이션	ιδρυμα	N	N;NOM;NEUT;SG
파운데이션	θεμέλια	파운데이션	θεμέλιο	N	N;NOM;NEUT;PL
침례교	βαπτιστής	침례교	βαπτιστής	N	N;NOM;MASC;SG
침례교	βαπτιστές	침례교	βαπτιστής	N	N;NOM;MASC;PL
항문	πρωκτό	항문	πρωκτό	N	N;ACC;MASC;SG
사탕수수	ζαχαροκάλαμο	사탕수수	ζαχαροκάλαμος	N	N;NOM;NEUT;SG
사탕수수	ζαχαροκάλαμο	사탕수수	ζαχαροκάλαμος	N	N;NOM;NEUT;SG
후식	επιδόρπιο	후식	επιδόρπιο	N	N;NOM;NEUT;SG
후식	επιδόρπια	후식	επιδόρπιος	N	N;NOM;NEUT;PL
토륨	θορίου	토륨	θόριος	N	N;NOM;NEUT;SG
햇빛	λιακάδα	햇빛	λιακάδα	N	N;NOM;FEM;SG
닭고기	κοτόπουλο	닭고기	κοτόπουλο	N	N;NOM;NEUT;SG
침투	διείσδυση	침투	διείσδυση	N	N;ACC;FEM;SG
암초	ύφαλο	암초	ύφαλος	N	N;NOM;NEUT;SG
지팡이	ζαχαροκάλαμο	지팡이	ζαχαροκάλαμος	N	N;NOM;NEUT;SG
지팡이	ράβδος	지팡이	ράβδος	N	N;NOM;FEM;SG
지팡이	καλάμι	지팡이	καλάμι	N	N;NOM;NEUT;SG
지팡이	ραβδί	지팡이	ραβδί	N	N;NOM;NEUT;SG
정상회담	σύνοδο	정상회담	σύνοδο	N	N;NOM;FEM;SG
사육	αναπαραγωγή	사육	αναπαραγωγή	N	N;NOM;FEM;SG
사육	εκτροφή	사육	εκτροφή	N	N;NOM;FEM;SG
옥션	δημοπρασία	옥션	δημοπρασία	N	N;ACC;FEM;SG
옥션	πλειστηριασμό	옥션	πλειστηριασμός	N	N;ACC;MASC;SG
숙박	παραμονή	숙박	παραμονή	N	N;ACC;FEM;SG
숙박	καταλύματα	숙박	κατάλυμα	N	N;NOM;NEUT;PL
숙박	κατάλυμα	숙박	κατάλυμα	N	N;NOM;NEUT;SG
숙박	στέγαση	숙박	στέγαση	N	N;ACC;FEM;SG
숙박	διαμονή	숙박	διαμονή	N	N;NOM;FEM;SG
화강암	γρανίτη	화강암	γρανίτης	N	N;NOM;NEUT;SG
통증이	άλγος	통증+이	άλγος	N	N;NOM;NEUT;SG
통증이	πόνο	통증+이	πόνο	N	N;ACC;MASC;SG
통증이	πόνος	통증+이	πόνος	N	N;NOM;MASC;SG
배수	αποχέτευση	배수	αποχέτευση	N	N;NOM;FEM;SG
배수	αποστράγγισης	배수	αποστράγγιση	N	N;GEN;FEM;SG
스피커	ομιλητές	스피커	ομιλητής	N	N;NOM;MASC;PL
스피커	ηχεία	스피커	ηχεία	N	N;NOM;NEUT;PL
스피커	ομιλητής	스피커	ομιλητής	N	N;NOM;MASC;SG
스피커	ομιλήτρια	스피커	ομιλήτρια	N	N;NOM;FEM;SG
밸런스	ισορροπία	밸런스	ισορροπία	N	N;ACC;FEM;SG
밸런스	ισοζύγιο	밸런스	ισοζύγιος	N	N;NOM;NEUT;SG
잠재적으로	δυνητικά	잠재+적+으로	δυνητικά	ADV	ADV
잠재적으로	ενδεχομένως	잠재+적+으로	ενδεχομένως	ADV	ADV
픽업	παραλαβή	픽업	παραλαβή	N	N;NOM;FEM;SG
협동조합	συνεταιρισμοί	협동+조합	συνεταιρισμός	N	N;NOM;MASC;PL
협동조합	συνεταιρισμούς	협동+조합	συνεταιρισμός	N	N;ACC;MASC;PL
협동조합	συνεταιρισμών	협동+조합	συνεταιρισμός	N	N;GEN;MASC;PL
협동조합	συνεταιρισμός	협동+조합	συνεταιρισμός	N	N;NOM;MASC;SG
협동조합	συνεταιρισμό	협동+조합	συνεταιρισμός	N	N;ACC;MASC;SG
결함	ψεγάδι	결함	ψεγάδι	N	N;NOM;NEUT;SG
결함	ελάττωμα	결함	ελάττωμα	N	N;NOM;NEUT;SG
결함	ελαττώματα	결함	έλαττωμα	N	N;NOM;NEUT;PL
결함	ατέλεια	결함	ατέλεια	N	N;NOM;FEM;SG
결함	ελάττωμα	결함	ελάττωμα	N	N;NOM;NEUT;SG
경호원	σωματοφύλακας	경호원	σωματοφύλακας	N	N;NOM;MASC;SG
경호원	σωματοφύλακα	경호원	σωματοφύλακας	N	N;ACC;MASC;SG
동거	συμβίωση	동거	συμβίωση	N	N;ACC;FEM;SG
동거	συμβίωσης	동거	συμβίωση	N	N;GEN;FEM;SG
양심적	συνείδηση	양심+적	συνείδηση	N	N;ACC;FEM;SG
안장	σέλες	안장	σέλη	N	N;NOM;FEM;PL
안장	σέλα	안장	σέλα	N	N;NOM;FEM;SG
교훈	μάθημα	교훈	μάθημα	N	N;NOM;NEUT;SG
교훈	νουθεσία	교훈	νουθεσία	N	N;NOM;FEM;SG
안정성	σταθερότητας	안정성	σταθερότητα	N	N;GEN;FEM;SG
안정성	σταθερότητα	안정성	σταθερότητα	N	N;ACC;FEM;SG
손목	καρπός	손목	καρπός	N	N;NOM;MASC;SG
손목	καρπό	손목	καρπός	N	N;ACC;MASC;SG
걸작	αριστούργημα	걸작	αριστούργημα	N	N;NOM;NEUT;SG
결투	μονομαχία	결투	μονομαχία	N	N;ACC;FEM;SG
결투	μονομαχίες	결투	μονομαχία	N	N;NOM;FEM;PL
운석	μετεωρίτη	운석	μετεωρίτης	N	N;NOM;NEUT;SG
운석	μετεωρίτης	운석	μετεωρίτης	N	N;NOM;MASC;SG
취약점	ευπάθειες	취약점	ευπάθεια	N	N;NOM;FEM;PL
취약점	ευπάθεια	취약점	ευπάθεια	N	N;NOM;FEM;SG
스토리지	αποθήκευση	스토리+지	αποθήκευση	N	N;NOM;FEM;SG
스토리지	αποθήκη	스토리+지	αποθήκη	N	N;NOM;FEM;SG
스토리지	αποθήκευσης	스토리+지	αποθήκευση	N	N;GEN;FEM;SG
소품	στήριγμα	소품	στήριγμα	N	N;NOM;NEUT;SG
소품	σκηνικά	소품	σκηνικά	N	N;NOM;NEUT;PL
소문자	πεζά	소문자	πεζά	N	N;NOM;NEUT;PL
경감	επιθεωρητής	경감	επιθεωρητής	N	N;NOM;MASC;SG
경감	επιθεωρητή	경감	επιθεωρητής	N	N;ACC;MASC;SG
강조하기	επισημάνω	강조+하+기	επισημαίνω	V	V;PFV;IND;SG;1;FIN;ACT
촉매	κατάλυση	촉매	κατάλυση	N	N;ACC;FEM;SG
촉매	καταλύτης	촉매	κατάλυτη	N	N;NOM;MASC;SG
촉매	καταλύτη	촉매	κατάλυτο	N	N;VOC;MASC;SG
굴절	διάθλαση	굴절	διάθλαση	N	N;NOM;FEM;SG
모래시계	άμμου	모래+시계	άμμος	N	N;GEN;FEM;SG
모래시계	άμμος	모래+시계	άμμος	N	N;NOM;FEM;SG
모래시계	άμμο	모래+시계	άμμος	N	N;NOM;FEM;SG
연구실	εργαστήριο	연구실	εργαστήριο	N	N;NOM;NEUT;SG
연구실	εργαστήριο	연구실	εργαστήριο	N	N;NOM;NEUT;SG
여섯번째	έκτος	여섯번+째	έκτος	N	N;NOM;MASC;SG
전화기	τηλέφωνο	전화기	τηλέφωνος	N	N;NOM;NEUT;SG
전화기	τηλέφωνο	전화기	τηλέφωνος	N	N;NOM;NEUT;SG
전화기	τηλέφωνα	전화기	τηλέφωνα	N	N;NOM;NEUT;PL
