que	это	que	это	PRO;MASC;SG	PRO;INAN;NOM;NEUT;SG
objetivos	задачи	objetivo	задача	N;MASC;PL	N;INAN;NOM;FEM;PL
objetivos	цели	objetivo	цель	N;MASC;PL	N;INAN;NOM;FEM;PL
objetivos	целей	objetivo	цель	N;MASC;PL	N;INAN;GEN;FEM;PL
objetivos	цели	objetivo	цель	N;MASC;PL	N;INAN;NOM;FEM;PL
ligado	связанный	ligar	связать	V;MASC;SG;V.PTCP	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
alfredo	альфредо	alfredo	альфредо	N;MASC;SG	N;INAN;NOM;MASC;SG
alfredo	альфред	alfredo	альфред	N;MASC;SG	N;ANIM;NOM;MASC;SG
parcial	частичный	parcial	частичный	ADJ;MASC;SG	ADJ;NOM;MASC;SG
parcial	частичная	parcial	частичный	ADJ;MASC;SG	ADJ;NOM;FEM;SG
parcial	частичное	parcial	частичный	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
aplicações	приложения	aplicação	приложение	N;FEM;PL	N;INAN;NOM;NEUT;PL
aplicações	заявки	aplicação	заявка	N;FEM;PL	N;INAN;NOM;FEM;PL
aplicações	приложения	aplicação	приложение	N;FEM;PL	N;INAN;NOM;NEUT;PL
graça	благодать	graça	благодать	N;FEM;SG	N;INAN;NOM;FEM;SG
graça	грейс	graça	грейс	N;FEM;SG	N;ANIM;NOM;FEM;SG
graça	грэйс	graça	грэйс	N;FEM;SG	N;ANIM;NOM;FEM;SG
inteiro	целая	inteiro	целый	ADJ;MASC;SG	ADJ;NOM;FEM;SG
descreve	описывает	descrever	описывать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
descreve	описать	descrever	описать	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
protegida	защищена	protegido	защитить	V;FEM;SG;V.PTCP	V;PFV;FEM;SG;PST;V.PTCP;PASS
protegida	защищен	protegido	защитить	V;FEM;SG;V.PTCP	V;PFV;MASC;SG;PST;V.PTCP;PASS
stephen	стефан	stephen	стефанный	N;MASC;SG	N;ANIM;NOM;MASC;SG
stephen	стивен	stephen	стивный	N;MASC;SG	N;ANIM;NOM;MASC;SG
marcas	брендов	marca	бренд	N;FEM;PL	N;INAN;GEN;MASC;PL
cuba	кубе	cubar	куб	N;FEM;SG	N;INAN;NOM;MASC;SG
cuba	кубу	cubar	куб	N;FEM;SG	N;INAN;ACC;FEM;SG
cuba	куба	cubar	куб	N;FEM;SG	N;INAN;NOM;FEM;SG
tarefa	задача	tarefa	задача	N;FEM;SG	N;INAN;NOM;FEM;SG
tarefa	задание	tarefa	задание	N;FEM;SG	N;INAN;NOM;NEUT;SG
corresponde	соответствует	corresponder	соответствовать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
círculo	круг	círculo	круг	N;MASC;SG	N;INAN;NOM;MASC;SG
alcance	дальность	alcance	дальность	N;MASC;SG	N;INAN;NOM;FEM;SG
alcance	диапазон	alcance	диапазон	N;MASC;SG	N;INAN;NOM;MASC;SG
alcance	охват	alcance	охват	N;MASC;SG	N;INAN;NOM;MASC;SG
consciência	совести	consciência	совесть	N;FEM;SG	N;INAN;NOM;FEM;SG
consciência	сознание	consciência	сознание	N;FEM;SG	N;INAN;NOM;NEUT;SG
consciência	совесть	consciência	совесть	N;FEM;SG	N;INAN;NOM;FEM;SG
consciência	осведомленность	consciência	осведомленность	N;FEM;SG	N;INAN;NOM;FEM;SG
consciência	осознание	consciência	осознание	N;FEM;SG	N;INAN;NOM;NEUT;SG
consciência	осведомленности	consciência	осведомленность	N;FEM;SG	N;INAN;GEN;FEM;SG
consciência	сознание	consciência	сознание	N;FEM;SG	N;INAN;NOM;NEUT;SG
participa	участвует	participar	участвовать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
participa	участвовать	participar	участвовать	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN;ACT
preço	прайс	preço	прайс	N;MASC;SG	N;INAN;NOM;MASC;SG
preço	цена	preço	цена	N;MASC;SG	N;INAN;NOM;FEM;SG
caminhos	дороги	caminho	дорога	N;MASC;PL	N;INAN;NOM;FEM;PL
caminhos	пути	caminho	путь	N;MASC;PL	N;INAN;NOM;MASC;PL
dedicado	посвященный	dedicar	посвятить	V;MASC;SG;V.PTCP	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
dedicado	выделенный	dedicar	выделить	V;MASC;SG;V.PTCP	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
universidades	университеты	universidade	университет	N;FEM;PL	N;INAN;NOM;MASC;PL
constitucional	конституционный	constitucional	конституционный	ADJ;MASC;SG	ADJ;NOM;MASC;SG
constitucional	конституционная	constitucional	конституционный	ADJ;MASC;SG	ADJ;NOM;FEM;SG
bases	баз	base	база	N;FEM;PL	N;INAN;GEN;FEM;PL
bases	базы	base	база	N;FEM;PL	N;INAN;NOM;FEM;PL
andrew	эндрю	andrew	эндрю	N;MASC;SG	N;ANIM;NOM;MASC;SG
andrew	андрей	andrew	андрей	N;MASC;SG	N;ANIM;NOM;MASC;SG
story	новость	story	новость	N;MASC;SG	N;INAN;NOM;FEM;SG
story	рассказ	story	рассказ	N;MASC;SG	N;INAN;NOM;MASC;SG
story	история	story	история	N;MASC;SG	N;INAN;NOM;FEM;SG
empate	ничья	empate	ничья	N;MASC;SG	N;INAN;NOM;FEM;SG
empate	галстук	empate	галстук	N;MASC;SG	N;INAN;NOM;MASC;SG
empate	ничья	empate	ничья	N;MASC;SG	N;INAN;NOM;FEM;SG
ginásio	спортзал	ginásio	спортзал	N;MASC;SG	N;INAN;NOM;MASC;SG
ginásio	зал	ginásio	зал	N;MASC;SG	N;INAN;NOM;MASC;SG
facebook	фейсбук	facebook	фейсбук	N;MASC;SG	N;INAN;NOM;MASC;SG
facebook	facebook	facebook	facebook	N;MASC;SG	N;INAN;NOM;MASC;SG
areia	песок	areiar	песок	N;FEM;SG	N;INAN;NOM;MASC;SG
períodos	периодов	período	период	N;MASC;PL	N;INAN;GEN;MASC;PL
períodos	периоды	período	период	N;MASC;PL	N;INAN;NOM;MASC;PL
jason	джейсон	jason	джейсон	N;MASC;SG	N;ANIM;NOM;MASC;SG
aprovação	одобрение	aprovação	одобрение	N;FEM;SG	N;INAN;NOM;NEUT;SG
aprovação	утверждение	aprovação	утверждение	N;FEM;SG	N;INAN;NOM;NEUT;SG
aceita	принимает	aceitar	принимать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
aceita	принять	aceitar	принять	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
lobo	вульф	lobo	вульф	N;MASC;SG	N;ANIM;NOM;FEM;SG
lobo	вулф	lobo	вулф	N;MASC;SG	N;INAN;NOM;FEM;SG
lobo	волка	lobo	волк	N;MASC;SG	N;ANIM;ACC;MASC;SG
lobo	вольф	lobo	вольфа	N;MASC;SG	N;ANIM;NOM;MASC;SG
lobo	волк	lobo	волк	N;MASC;SG	N;ANIM;NOM;MASC;SG
patrick	патрика	patrick	патрика	N;MASC;SG	N;ANIM;ACC;MASC;SG
patrick	патрик	patrick	патрик	N;MASC;SG	N;ANIM;NOM;MASC;SG
abriu	открыл	abrir	открыть	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
abriu	открыт	abrir	открыть	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;PST;V.PTCP;PASS
convenção	конвенция	convenção	конвенция	N;FEM;SG	N;INAN;NOM;FEM;SG
regimento	полк	regimento	полк	N;MASC;SG	N;INAN;NOM;MASC;SG
regimento	полка	regimento	полк	N;MASC;SG	N;INAN;NOM;MASC;SG
perdendo	проиграть	perder	проиграть	V;V.MSDR	V;PFV;NFIN;ACT
perdendo	теряем	perder	терять	V;V.MSDR	V;IPFV;IND;PL;1;PRS;FIN;ACT
perdendo	проигрывать	perder	проигрывать	V;V.MSDR	V;IPFV;NFIN;ACT
perdendo	потерять	perder	терять	V;V.MSDR	V;PFV;NFIN;ACT
espaços	пробелы	espaço	пробел	N;MASC;PL	N;INAN;NOM;MASC;PL
espaços	пространства	espaço	пространство	N;MASC;PL	N;INAN;NOM;NEUT;PL
garota	девочка	garota	девочка	N;FEM;SG	N;ANIM;NOM;FEM;SG
garota	девчонка	garota	девчонка	N;FEM;SG	N;ANIM;NOM;FEM;SG
garota	девушка	garota	девушка	N;FEM;SG	N;ANIM;NOM;FEM;SG
culto	культ	culto	культ	N;MASC;SG	N;INAN;NOM;MASC;SG
culto	поклонение	culto	поклонение	N;MASC;SG	N;INAN;NOM;NEUT;SG
democracia	демократия	democracia	демократия	N;FEM;SG	N;INAN;NOM;FEM;SG
billy	билли	billy	билль	N;MASC;SG	N;ANIM;NOM;MASC;SG
moral	мораль	moral	мораль	N;FEM;SG	N;INAN;NOM;FEM;SG
moral	мораль	moral	мораль	N;FEM;SG	N;INAN;NOM;FEM;SG
moral	мораль	moral	мораль	N;FEM;SG	N;INAN;NOM;FEM;SG
microrregião	микрорегион	microrregião	микрорегион	N;FEM;SG	N;INAN;NOM;MASC;SG
organizada	организованная	organizar	организовывать	V;FEM;SG;V.PTCP	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
organizada	организовано	organizar	организовывать	V;FEM;SG;V.PTCP	V;PFV;NEUT;SG;PST;V.PTCP;PASS
organizada	организованный	organizar	организовывать	V;FEM;SG;V.PTCP	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
organizada	организован	organizar	организовывать	V;FEM;SG;V.PTCP	V;PFV;MASC;SG;PST;V.PTCP;PASS
organizada	организованной	organizar	организовывать	V;FEM;SG;V.PTCP	V;PFV;INS;FEM;SG;PST;V.PTCP;PASS
organizada	организованная	organizar	организовывать	V;FEM;SG;V.PTCP	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
organizada	организованное	organizar	организовывать	V;FEM;SG;V.PTCP	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
organizada	организованный	organizar	организовывать	V;FEM;SG;V.PTCP	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
organizada	организован	organizar	организовывать	V;FEM;SG;V.PTCP	V;PFV;MASC;SG;PST;V.PTCP;PASS
organizada	организованной	organizar	организовывать	V;FEM;SG;V.PTCP	V;PFV;INS;FEM;SG;PST;V.PTCP;PASS
retirar	отступить	retirar	отступить	V;NFIN	V;PFV;NFIN;ACT
retirar	отступать	retirar	отступать	V;NFIN	V;IPFV;NFIN;ACT
retirar	отозвать	retirar	отозвать	V;NFIN	V;PFV;NFIN;ACT
retirar	снять	retirar	снять	V;NFIN	V;PFV;NFIN;ACT
flórida	флорида	flórida	флорида	N;FEM;SG	N;INAN;NOM;FEM;SG
flórida	флориде	flórida	флорида	N;FEM;SG	N;INAN;NOM;MASC;SG
calor	тепла	calor	тепло	N;MASC;SG	N;INAN;GEN;NEUT;SG
calor	жара	calor	жар	N;MASC;SG	N;INAN;NOM;FEM;SG
calor	тепла	calor	тепло	N;MASC;SG	N;INAN;GEN;NEUT;SG
atletismo	атлетика	atletismo	атлетика	N;MASC;SG	N;INAN;NOM;FEM;SG
atletismo	атлетике	atletismo	атлетика	N;MASC;SG	N;INAN;DAT;FEM;SG
irmãs	сёстры	irmã	сестра	N;FEM;PL	N;ANIM;NOM;MASC;PL
irmãs	сестры	irmã	сестра	N;FEM;PL	N;ANIM;NOM;FEM;PL
fiáveis	надежные	fiável	надежный	ADJ;MASC;PL	ADJ;NOM;PL
fiáveis	надежных	fiável	надежный	ADJ;MASC;PL	ADJ;GEN;PL
constantinopla	константинополь	constantinopla	константинополь	N;FEM;SG	N;INAN;NOM;MASC;SG
vítima	жертва	vítima	жертва	N;FEM;SG	N;INAN;NOM;FEM;SG
pede	спрашивает	pedir	спрашивать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
mantido	оставляется	manter	оставлять	V;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
dirigiu	направленное	dirigir	направить	V;IND;SG;3;PST;FIN	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
dirigiu	направленный	dirigir	направить	V;IND;SG;3;PST;FIN	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
polónia	польши	polónia	польша	N;FEM;SG	N;INAN;NOM;FEM;SG
polónia	польша	polónia	польша	N;FEM;SG	N;INAN;NOM;FEM;SG
polónia	польшу	polónia	польша	N;FEM;SG	N;INAN;ACC;FEM;SG
discutir	обсудить	discutir	обсудить	V;NFIN	V;PFV;NFIN;ACT
liberal	либеральной	liberal	либеральный	ADJ;MASC;SG	ADJ;INS;FEM;SG
lourenço	лоуренс	lourenço	лоуренс	N;MASC;SG	N;ANIM;NOM;MASC;SG
lourenço	лоренс	lourenço	лоренс	N;MASC;SG	N;ANIM;NOM;MASC;SG
lourenço	лоренцо	lourenço	лоренцо	N;MASC;SG	N;ANIM;NOM;MASC;SG
lourenço	лоуренс	lourenço	лоуренс	N;MASC;SG	N;ANIM;NOM;MASC;SG
lourenço	лоренс	lourenço	лоренс	N;MASC;SG	N;ANIM;NOM;MASC;SG
rival	соперник	rival	соперник	N;MASC;SG	N;ANIM;NOM;MASC;SG
interno	внутреннего	interno	внутренний	ADJ;MASC;SG	ADJ;GEN;MASC;SG
interno	внутренняя	interno	внутренний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
interno	внутренний	interno	внутренний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
interno	внутреннее	interno	внутренний	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
práticas	практики	prática	практика	N;FEM;PL	N;INAN;NOM;MASC;PL
depressão	депрессия	depressão	депрессия	N;FEM;SG	N;INAN;NOM;FEM;SG
moreira	морейра	moreira	морейр	N;MASC;SG	N;ANIM;NOM;MASC;SG
produzidos	произведенные	produzir	произвести	V;MASC;PL;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
compra	покупка	compra	покупка	N;FEM;SG	N;INAN;NOM;FEM;SG
compra	закупка	compra	закупка	N;FEM;SG	N;INAN;NOM;FEM;SG
computadores	компьютеры	computador	компьютер	N;MASC;PL	N;INAN;NOM;MASC;PL
leve	принять	levar	принять	V;SBJV;SG;3;PRS;FIN	V;PFV;NFIN;ACT
leve	взять	levar	брать	V;SBJV;SG;3;PRS;FIN	V;PFV;NFIN;ACT
conceitos	концепции	conceito	концепция	N;MASC;PL	N;INAN;NOM;FEM;PL
conceitos	концепций	conceito	концепция	N;MASC;PL	N;INAN;GEN;FEM;PL
conceitos	понятия	conceito	понятие	N;MASC;PL	N;INAN;NOM;NEUT;PL
dark	темноте	dark	темнота	N;MASC;SG	N;INAN;DAT;FEM;SG
alteração	поправка	alteração	поправка	N;FEM;SG	N;INAN;NOM;FEM;SG
designada	назначенный	designar	назначить	V;FEM;SG;V.PTCP	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
raimundo	рэймонд	raimundo	рэймонд	N;MASC;SG	N;ANIM;NOM;MASC;SG
raimundo	реймонд	raimundo	реймонд	N;MASC;SG	N;ANIM;NOM;MASC;SG
representar	представлять	representar	представлять	V;NFIN	V;IPFV;NFIN;ACT
representar	представляя	representar	представлять	V;NFIN	V;IPFV;PRS;V.CVB;ACT
representar	представляющие	representar	представлять	V;NFIN	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
representar	представляющий	representar	представлять	V;NFIN	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
representar	представляющее	representar	представлять	V;NFIN	V;IPFV;NOM;NEUT;SG;PRS;V.PTCP;ACT
representar	представляющих	representar	представлять	V;NFIN	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
rota	рота	rota	рот	N;FEM;SG	N;INAN;NOM;FEM;SG
rota	маршрут	rota	маршрут	N;FEM;SG	N;INAN;NOM;MASC;SG
rota	трасса	rota	трасса	N;FEM;SG	N;INAN;NOM;FEM;SG
elizabeth	елизавета	elizabeth	елизавет	N;FEM;SG	N;ANIM;NOM;FEM;SG
elizabeth	элизабет	elizabeth	элизабет	N;FEM;SG	N;ANIM;NOM;FEM;SG
microsoft	microsoft	microsoft	microsoft	N;MASC;SG	N;INAN;NOM;MASC;SG
sun	солнце	sun	солнце	N;MASC;SG	N;INAN;NOM;NEUT;SG
sun	вс	sun	вести	N;MASC;SG	N;INAN;NOM;MASC;SG
sun	сунь	sun	сунь	N;MASC;SG	N;INAN;NOM;MASC;SG
cristianismo	христианство	cristianismo	христианство	N;MASC;SG	N;INAN;NOM;NEUT;SG
uefa	уефа	uefa	уефа	N;FEM;SG	N;INAN;GEN;MASC;SG
revela	раскрывает	revelar	раскрывать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
pensar	думаю	pensar	думать	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
pensar	думайте	pensar	думать	V;NFIN	V;IPFV;IMP;PL;2;FIN;ACT
pensar	думай	pensar	думать	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
pensar	подумайте	pensar	подумать	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
trama	заговор	trama	заговор	N;FEM;SG	N;INAN;NOM;MASC;SG
trama	участок	trama	участок	N;FEM;SG	N;INAN;NOM;MASC;SG
trama	сюжет	trama	сюжет	N;FEM;SG	N;INAN;NOM;MASC;SG
foco	фокус	foco	фокус	N;MASC;SG	N;INAN;NOM;MASC;SG
foco	внимание	foco	внимание	N;MASC;SG	N;INAN;NOM;NEUT;SG
sucessos	успехи	sucesso	успех	N;MASC;PL	N;INAN;NOM;MASC;PL
molecular	молекулярной	molecular	молекулярный	ADJ;MASC;SG	ADJ;INS;FEM;SG
dimensões	размеры	dimensão	размер	N;FEM;PL	N;INAN;NOM;MASC;PL
dimensões	аспекты	dimensão	аспект	N;FEM;PL	N;INAN;NOM;MASC;PL
estudante	студентка	estudante	студентка	N;MASC;SG	N;ANIM;NOM;FEM;SG
estudante	ученик	estudante	ученик	N;MASC;SG	N;ANIM;NOM;MASC;SG
estudante	студент	estudante	студент	N;MASC;SG	N;ANIM;NOM;MASC;SG
amizade	дружбы	amizade	дружба	N;FEM;SG	N;INAN;GEN;FEM;SG
amizade	дружба	amizade	дружба	N;FEM;SG	N;INAN;NOM;FEM;SG
gaúcho	гаучо	gaúcho	гаучо	N;MASC;SG	N;INAN;NOM;MASC;SG
amiga	друг	amiga	друг	N;FEM;SG	N;ANIM;NOM;MASC;SG
amiga	друга	amiga	друг	N;FEM;SG	N;ANIM;ACC;MASC;SG
amiga	подруга	amiga	подруга	N;FEM;SG	N;ANIM;NOM;FEM;SG
giovanni	джованни	giovanni	джованни	N;MASC;SG	N;ANIM;NOM;MASC;SG
mostrando	отображается	mostrar	отображать	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;PASS
descendência	потомство	descendência	потомство	N;FEM;SG	N;INAN;NOM;NEUT;SG
descendência	потомство	descendência	потомство	N;FEM;SG	N;INAN;NOM;NEUT;SG
vantagem	преимущество	vantagem	преимущество	N;FEM;SG	N;INAN;NOM;NEUT;SG
peixes	рыб	peixe	рыба	N;MASC;PL	N;ANIM;GEN;FEM;PL
peixes	рыбы	peixe	рыба	N;MASC;PL	N;ANIM;NOM;FEM;PL
peixes	рыбы	peixe	рыба	N;MASC;PL	N;ANIM;NOM;FEM;PL
peixes	рыбы	peixe	рыба	N;MASC;PL	N;ANIM;NOM;FEM;PL
cláudio	клавдий	cláudio	клавдия	N;MASC;SG	N;ANIM;NOM;MASC;SG
cláudio	клаудио	cláudio	клаудио	N;MASC;SG	N;INAN;NOM;MASC;SG
goethe	гёте	goethe	гете	N;MASC;SG	N;ANIM;NOM;MASC;SG
médicos	врачей	médico	врач	N;MASC;PL	N;ANIM;GEN;MASC;PL
médicos	врачи	médico	врач	N;MASC;PL	N;ANIM;NOM;MASC;PL
médicos	доктора	médico	доктор	N;MASC;PL	N;ANIM;NOM;MASC;PL
médicos	врачей	médico	врач	N;MASC;PL	N;ANIM;GEN;MASC;PL
médicos	врачи	médico	врач	N;MASC;PL	N;ANIM;NOM;MASC;PL
sanderson	сандерсон	sanderson	сандерсон	N;MASC;SG	N;ANIM;NOM;MASC;SG
modalidade	режим	modalidade	режим	N;FEM;SG	N;INAN;NOM;MASC;SG
transição	переход	transição	переход	N;FEM;SG	N;INAN;NOM;MASC;SG
muda	отключить	mudar	отключить	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
terror	террор	terror	террор	N;MASC;SG	N;INAN;NOM;MASC;SG
terror	ужас	terror	ужас	N;MASC;SG	N;INAN;NOM;MASC;SG
eleitos	избранные	eleger	избрать	V;MASC;PL;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
eleitos	избрать	eleger	избрать	V;MASC;PL;V.PTCP	V;PFV;NFIN;ACT
poemas	стихи	poema	стихи	N;MASC;PL	N;INAN;NOM;MASC;PL
baterista	барабанщик	baterista	барабанщик	N;MASC;SG	N;ANIM;NOM;MASC;SG
jimmy	джимми	jimmy	джимм	N;MASC;SG	N;ANIM;NOM;MASC;SG
religiosas	религиозных	religioso	религиозный	ADJ;FEM;PL	ADJ;GEN;PL
net	нетто	net	нетто	N;FEM;SG	N;INAN;NOM;MASC;SG
fundadores	основатели	fundador	основатель	N;MASC;PL	N;ANIM;NOM;MASC;PL
fundadores	основателей	fundador	основатель	N;MASC;PL	N;ANIM;GEN;MASC;PL
clark	кларк	clark	кларк	N;MASC;SG	N;ANIM;NOM;MASC;SG
clark	кларка	clark	кларк	N;MASC;SG	N;ANIM;ACC;MASC;SG
conquistar	завоевать	conquistar	завоевать	V;NFIN	V;PFV;NFIN;ACT
experiências	опыты	experiência	опыт	N;FEM;PL	N;INAN;NOM;MASC;PL
experiências	эксперименты	experiência	эксперимент	N;FEM;PL	N;INAN;NOM;MASC;PL
apresentando	представляем	apresentar	представлять	V;V.MSDR	V;IPFV;IND;PL;1;PRS;FIN;ACT
apresentando	представляя	apresentar	представлять	V;V.MSDR	V;IPFV;PRS;V.CVB;ACT
apresentando	представляем	apresentar	представлять	V;V.MSDR	V;IPFV;IND;PL;1;PRS;FIN;ACT
privada	частное	privado	частный	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
privada	частный	privado	частный	ADJ;FEM;SG	ADJ;NOM;MASC;SG
privada	частная	privado	частный	ADJ;FEM;SG	ADJ;NOM;FEM;SG
privada	частного	privado	частный	ADJ;FEM;SG	ADJ;GEN;MASC;SG
privada	личное	privado	личный	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
moeda	валюта	moeda	валюта	N;FEM;SG	N;INAN;NOM;FEM;SG
moeda	монету	moeda	монета	N;FEM;SG	N;INAN;ACC;FEM;SG
moeda	монета	moeda	монета	N;FEM;SG	N;INAN;NOM;FEM;SG
visconde	виконт	visconder	виконт	N;MASC;SG	N;ANIM;NOM;MASC;SG
visconde	виконт	visconder	виконт	N;MASC;SG	N;ANIM;NOM;MASC;SG
interpretado	толковать	interpretar	толковать	V;MASC;SG;V.PTCP	V;IPFV;NFIN;ACT
rose	роуз	rose	роуз	N;FEM;SG	N;ANIM;NOM;FEM;SG
rose	роза	rose	роза	N;FEM;SG	N;INAN;NOM;FEM;SG
cavaleiros	рыцари	cavaleiro	рыцарь	N;MASC;PL	N;ANIM;NOM;MASC;PL
cavaleiros	всадников	cavaleiro	всадник	N;MASC;PL	N;ANIM;GEN;MASC;PL
cavaleiros	всадников	cavaleiro	всадник	N;MASC;PL	N;ANIM;GEN;MASC;PL
paranaense	паранаэнсе	paranaense	паранаэнс	N;MASC;SG	N;INAN;NOM;MASC;SG
atitude	позиция	atitude	позиция	N;FEM;SG	N;INAN;NOM;FEM;SG
atitude	отношение	atitude	отношение	N;FEM;SG	N;INAN;NOM;NEUT;SG
atitude	настрой	atitude	настрой	N;FEM;SG	N;INAN;NOM;MASC;SG
feliz	счастливый	feliz	счастливый	ADJ;MASC;SG	ADJ;NOM;MASC;SG
feliz	счастливая	feliz	счастливый	ADJ;MASC;SG	ADJ;NOM;FEM;SG
feliz	счастлива	feliz	счастливый	ADJ;MASC;SG	ADJ;FEM;SG
feliz	счастлив	feliz	счастливый	ADJ;MASC;SG	ADJ;MASC;SG
síria	сирию	sírio	сирия	N;FEM;SG	N;INAN;ACC;FEM;SG
síria	сирия	sírio	сирия	N;FEM;SG	N;INAN;NOM;FEM;SG
roupas	одежды	roupa	одежда	N;FEM;PL	N;INAN;NOM;FEM;PL
primavera	весна	primavera	весна	N;FEM;SG	N;INAN;NOM;FEM;SG
vitor	виктор	vitor	виктор	N;MASC;SG	N;ANIM;NOM;MASC;SG
vitor	витор	vitor	витор	N;MASC;SG	N;ANIM;NOM;MASC;SG
popularidade	популярность	popularidade	популярность	N;FEM;SG	N;INAN;NOM;FEM;SG
popularidade	популярности	popularidade	популярность	N;FEM;SG	N;INAN;NOM;FEM;SG
azevedo	азеведу	azevedo	азевед	N;MASC;SG	N;INAN;ACC;FEM;SG
realiza	исполняет	realizar	исполнять	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
realiza	выполняет	realizar	выполнять	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
assistência	помощь	assistência	помощь	N;FEM;SG	N;INAN;NOM;FEM;SG
dúvidas	сомнения	dúvida	сомнение	N;FEM;PL	N;INAN;NOM;NEUT;PL
dúvidas	сомнений	dúvida	сомнение	N;FEM;PL	N;INAN;GEN;NEUT;PL
dúvidas	сомнения	dúvida	сомнение	N;FEM;PL	N;INAN;NOM;NEUT;PL
spam	спам	spam	спам	N;MASC;SG	N;INAN;NOM;MASC;SG
spam	спама	spam	спам	N;MASC;SG	N;INAN;GEN;MASC;SG
calendário	график	calendário	график	N;MASC;SG	N;INAN;NOM;MASC;SG
calendário	расписание	calendário	расписание	N;MASC;SG	N;INAN;NOM;NEUT;SG
calendário	календарь	calendário	календарь	N;MASC;SG	N;INAN;NOM;MASC;SG
esforços	усилия	esforço	усилие	N;MASC;PL	N;INAN;NOM;NEUT;PL
esforços	усилия	esforço	усилие	N;MASC;PL	N;INAN;NOM;NEUT;PL
contribuição	взнос	contribuição	взнос	N;FEM;SG	N;INAN;NOM;MASC;SG
contribuição	вклад	contribuição	вклад	N;FEM;SG	N;INAN;NOM;MASC;SG
decisões	решения	decisão	решение	N;FEM;PL	N;INAN;NOM;NEUT;PL
aulas	уроки	aula	урок	N;FEM;PL	N;INAN;NOM;MASC;PL
aulas	занятия	aula	занятие	N;FEM;PL	N;INAN;NOM;NEUT;PL
aulas	классы	aula	класс	N;FEM;PL	N;INAN;NOM;MASC;PL
baby	ребёнок	baby	ребёнок	N;MASC;SG	N;ANIM;NOM;MASC;SG
baby	малышка	baby	малышка	N;MASC;SG	N;ANIM;NOM;FEM;SG
baby	детка	baby	детка	N;MASC;SG	N;INAN;NOM;FEM;SG
baby	малыш	baby	малыш	N;MASC;SG	N;ANIM;NOM;MASC;SG
juntou	присоединилась	juntar	присоединиться	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;MID
juntou	присоединился	juntar	присоединиться	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;MID
juntou	вступила	juntar	вступить	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
charlie	чарли	charlie	чарли	N;MASC;SG	N;ANIM;NOM;MASC;SG
marvel	чудо	marvel	чудо	N;MASC;SG	N;INAN;NOM;NEUT;SG
definir	установить	definir	установить	V;NFIN	V;PFV;NFIN;ACT
definir	определить	definir	определить	V;NFIN	V;PFV;NFIN;ACT
