και	e	και	e	CONJ	CONJ
σενάρια	guións	σενάριο	guión	N;NOM;NEUT;PL	N
μιλάει	di	μιλώ	dicir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
μιλάει	fala	μιλώ	falar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
μιλάει	falar	μιλώ	falar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
ήχος	audio	ήχος	audio	N;NOM;MASC;SG	N
φόβο	medo	φόβος	medo	N;ACC;MASC;SG	N
έντεκα	once	έντεκα	once	NUM;NOM;NEUT;PL	NUM
τηλεσκόπιο	telescopio	τηλεσκόπιο	telescopio	N;NOM;NEUT;SG	N
σκληρό	difícil	σκληρός	difícil	ADJ;NOM;NEUT;SG	ADJ
σκληρό	duro	σκληρός	duro	ADJ;NOM;NEUT;SG	ADJ
σκληρό	duro	σκληρός	duro	ADJ;NOM;NEUT;SG	ADJ
σκληρό	duros	σκληρός	duro	ADJ;NOM;NEUT;SG	ADJ
σκληρό	difícil	σκληρός	difícil	ADJ;NOM;NEUT;SG	ADJ
περιορισμό	restrición	περιορισμός	restrición	N;ACC;MASC;SG	N
ανατολικές	orientais	ανατολικός	oriental	ADJ;NOM;FEM;PL	ADJ
ανατολικές	oriental	ανατολικός	oriental	ADJ;NOM;FEM;PL	ADJ
τάγματα	batallóns	τάγμα	batallón	N;NOM;NEUT;PL	N
συγκεκριμένος	específicas	συγκεκριμένος	específico	ADJ;NOM;MASC;SG	ADJ
συγκεκριμένος	específica	συγκεκριμένος	específico	ADJ;NOM;MASC;SG	ADJ
συγκεκριμένος	específico	συγκεκριμένος	específico	ADJ;NOM;MASC;SG	ADJ
συγκεκριμένος	concreto	συγκεκριμένος	concreto	ADJ;NOM;MASC;SG	ADJ
συγκεκριμένος	específicos	συγκεκριμένος	específico	ADJ;NOM;MASC;SG	ADJ
σεπτέμβριος	setembro	σεπτέμβριος	setembro	N;NOM;MASC;SG	N
φιλία	amizade	φιλία	amizade	N;NOM;FEM;SG	N
θερμότητας	calefacción	θερμότητα	calefacción	N;GEN;FEM;SG	N
θερμότητας	calor	θερμότητα	calor	N;GEN;FEM;SG	N
χάνοντας	perdendo	χάνω	perder	V;IPFV;V.CVB;ACT	V
χάνοντας	perder	χάνω	perder	V;IPFV;V.CVB;ACT	V
χάνοντας	perdeu	χάνω	perder	V;IPFV;V.CVB;ACT	V
συμφέροντα	intereses	συμφέρον	interese	N;NOM;NEUT;PL	N
εκστρατείες	campañas	εκστρατεία	campaña	N;NOM;FEM;PL	N
ευθεία	dereito	ευθεία	dereito	N;NOM;FEM;SG	N
ωκεανού	océano	ωκεανός	océano	N;GEN;NEUT;SG	N
ωκεανού	océanos	ωκεανός	océano	N;GEN;NEUT;SG	N
εσωτερικές	interno	εσωτερικός	interno	ADJ;NOM;FEM;PL	ADJ
εσωτερικές	interna	εσωτερικός	interno	ADJ;NOM;FEM;PL	ADJ
πουθενά	ningures	πουθενός	ningures	ADV	ADV
άρνηση	negación	άρνηση	negación	N;ACC;FEM;SG	N
μόδας	moda	μόδος	modo	N;GEN;FEM;SG	N
ταραχές	disturbios	ταραχή	disturbio	N;NOM;FEM;PL	N
ταραχές	antidisturbios	ταραχή	antidisturbios	N;NOM;FEM;PL	N
σαφές	claro	σαφής	claro	ADJ;NOM;NEUT;SG	ADJ
σαφές	clara	σαφής	claro	ADJ;NOM;NEUT;SG	ADJ
σαφές	claras	σαφής	claro	ADJ;NOM;NEUT;SG	ADJ
μίγμα	mestura	μίγμα	mestura	N;NOM;NEUT;SG	N
μετάβαση	transición	μετάβαση	transición	N;ACC;FEM;SG	N
περιστατικό	incidente	περιστατικό	incidente	N;NOM;NEUT;SG	N
περιστατικό	accidente	περιστατικό	accidente	N;NOM;NEUT;SG	N
τοποθεσίες	lugares	τοποθεσία	lugar	N;NOM;FEM;PL	N
τοποθεσίες	sitios	τοποθεσία	sitio	N;NOM;FEM;PL	N
τοποθεσίες	lugares	τοποθεσία	lugar	N;NOM;FEM;PL	N
νομικό	xudicial	νομικός	xudicial	ADJ;NOM;NEUT;SG	ADJ
νομικό	legal	νομικός	legal	ADJ;NOM;NEUT;SG	ADJ
νομικό	legais	νομικός	legal	ADJ;NOM;NEUT;SG	ADJ
καθολικό	católica	καθολικός	católico	ADJ;NOM;NEUT;SG	ADJ
καθολικό	católico	καθολικός	católico	ADJ;NOM;NEUT;SG	ADJ
πρόοδο	progreso	πρόοδος	progreso	N;ACC;FEM;SG	N
πρόοδο	proceso	πρόοδος	proceso	N;ACC;FEM;SG	N
πρόοδο	progresos	πρόοδος	progreso	N;ACC;FEM;SG	N
τακτικά	regularmente	τακτικός	regular	ADV	ADV
άρματα	tanques	άρμα	tanque	N;NOM;NEUT;PL	N
πλειονότητα	maioría	πλειονότητα	maioría	N;NOM;FEM;SG	N
μπλοκ	mazás	μπλοκ	mazás	N;NOM;NEUT;SG	N
μπλοκ	mazá	μπλοκ	mazá	N;NOM;NEUT;SG	N
μπλοκ	bloque	μπλοκ	bloque	N;NOM;NEUT;SG	N
μπλοκ	acceso	μπλοκ	acceso	N;NOM;NEUT;SG	N
μπλοκ	barracón	μπλοκ	barracón	N;NOM;NEUT;SG	N
φροντίδα	coidado	φροντίδα	coidado	N;NOM;FEM;SG	N
πενήντα	50	πενήντα	50	NUM;NOM;NEUT;PL	NUM
πενήντα	cincuenta	πενήντα	cincuenta	NUM;NOM;NEUT;PL	NUM
σύνδεσης	asociación	σύνδεση	asociación	N;GEN;FEM;SG	N
τιμωρία	castigo	τιμωρία	castigo	N;ACC;FEM;SG	N
τιμωρία	detención	τιμωρία	detención	N;ACC;FEM;SG	N
αυτοκρατορική	imperial	αυτοκρατορικός	imperial	ADJ;NOM;FEM;SG	ADJ
όχημα	vehículo	όχημα	vehículo	N;NOM;NEUT;SG	N
σωματίδια	partículas	σωματίδιο	partícula	N;NOM;NEUT;PL	N
σχεδίαση	sur	σχεδίαση	sur	N;ACC;FEM;SG	N
σχεδίαση	deseño	σχεδίαση	deseño	N;ACC;FEM;SG	N
κίνδυνοι	riscos	κίνδυνος	risco	N;NOM;MASC;PL	N
μηνύματα	mensaxes	μήνυμα	mensaxe	N;NOM;NEUT;PL	N
απόγευμα	tarde	απόγευμα	tarde	N;NOM;NEUT;SG	N
απόγευμα	noite	απόγευμα	noite	N;NOM;NEUT;SG	N
απόγευμα	noites	απόγευμα	noite	N;NOM;NEUT;SG	N
απόγευμα	tardes	απόγευμα	tarde	N;NOM;NEUT;SG	N
απόγευμα	tarde	απόγευμα	tarde	N;NOM;NEUT;SG	N
απόγευμα	bos	απόγευμα	bo	N;NOM;NEUT;SG	N
απόγευμα	tardes	απόγευμα	tarde	N;NOM;NEUT;SG	N
επίτευξη	logro	επίτευξη	logro	N;ACC;FEM;SG	N
νου	mente	νου	mente	N;NOM;NEUT;SG	N
φορέας	institución	φορέας	institución	N;NOM;MASC;SG	N
διαβάσει	lin	διαβάζω	lin	V;PFV;NFIN;ACT	V
διαβάσει	ler	διαβάζω	ler	V;PFV;NFIN;ACT	V
πνευματικό	espiritual	πνευματικός	espiritual	ADJ;NOM;NEUT;SG	ADJ
σφάλμα	erro	σφάλμα	erro	N;NOM;NEUT;SG	N
θεμέλια	fundación	θεμέλιο	fundación	N;NOM;NEUT;PL	N
θεμέλια	alicerce	θεμέλιο	alicerce	N;NOM;NEUT;PL	N
θεμέλια	alicerces	θεμέλιο	alicerze	N;NOM;NEUT;PL	N
θεμέλια	base	θεμέλιο	base	N;NOM;NEUT;PL	N
θεμέλια	cimentos	θεμέλιο	cimento	N;NOM;NEUT;PL	N
πλάκες	pratos	πλάκη	prato	N;NOM;FEM;PL	N
επηρεάζει	afecta	επηρεάζω	afectar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
συνεχόμενη	continuo	συνεχόμενος	continuo	ADJ;NOM;FEM;SG	ADJ
συνεχόμενη	continua	συνεχόμενος	continuo	ADJ;NOM;FEM;SG	ADJ
θεούς	deuses	θεός	dausa	N;ACC;MASC;PL	N
υποδηλώνει	suxire	υποδηλώνω	suxerir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
μαύρος	negra	μαύρος	negro	N;NOM;MASC;SG	N
μαύρος	negro	μαύρος	negro	N;NOM;MASC;SG	N
μαύρος	negros	μαύρος	negro	N;NOM;MASC;SG	N
καθορίζεται	decidido	καθορίζω	decidir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
πόνο	dor	πόνο	dor	N;ACC;MASC;SG	N
εκπροσώπους	representantes	εκπρόσωπος	representante	N;NOM;MASC;PL	N
κρατά	vai	κρατός	ir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
κρατά	mantén	κρατός	manter	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
κρατά	segue	κρατός	seguir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
μολονότι	aínda	μολονότι	aínda	ADV	ADV
έξοδα	gastos	έξοδο	gasto	N;NOM;NEUT;PL	N
έξοδα	costa	έξοδο	costa	N;NOM;NEUT;PL	N
έξοδα	custos	έξοδο	custo	N;NOM;NEUT;PL	N
διεργασία	proceso	διεργασία	proceso	N;NOM;FEM;SG	N
διάσκεψη	conferencia	διάσκεψη	conferencia	N;NOM;FEM;SG	N
διάσκεψη	conferencias	διάσκεψη	conferencia	N;NOM;FEM;SG	N
διάσκεψη	rolda	διάσκεψη	rolda	N;NOM;FEM;SG	N
αδελφοί	irmáns	αδελφός	irmán	N;NOM;MASC;PL	N
όφελος	beneficio	όφελος	beneficio	N;ACC;NEUT;SG	N
ιππικό	cabalaría	ιππικός	cabalaría	N;ACC;MASC;SG	N
μακρύ	tempo	μακρύς	tempo	N;NOM;NEUT;SG	N
πείραμα	experimento	πείραμα	experimento	N;NOM;NEUT;SG	N
πείραμα	experimentos	πείραμα	experimento	N;NOM;NEUT;SG	N
κρέας	carne	κρέος	carne	N;NOM;NEUT;SG	N
καθαρή	limpa	καθερός	limpo	ADJ;NOM;FEM;SG	ADJ
καθαρή	limpo	καθερός	limpo	ADJ;NOM;FEM;SG	ADJ
κοπέλα	moza	κοπέλα	mozo	N;NOM;FEM;SG	N
κοπέλα	moza	κοπέλα	mozo	N;NOM;FEM;SG	N
κοπέλα	rapaza	κοπέλα	rapaza	N;NOM;FEM;SG	N
κοπέλα	nena	κοπέλα	nena	N;NOM;FEM;SG	N
σώσει	salvar	σώνω	salvar	V;PFV;IND;SG;3;FIN;ACT	V
σώσει	aforrar	σώνω	aforrar	V;PFV;IND;SG;3;FIN;ACT	V
ειρηνικού	pacífico	ειρηνικός	pacífico	ADJ;GEN;NEUT;SG	ADJ
κλασικό	clásico	κλασικός	clásico	ADJ;NOM;NEUT;SG	ADJ
αξιοσημείωτη	sorprendente	αξιοσημείωτος	sorprendente	ADJ;NOM;FEM;SG	ADJ
αξιοσημείωτη	notables	αξιοσημείωτος	notable	ADJ;NOM;FEM;SG	ADJ
αξιοσημείωτη	extraordinario	αξιοσημείωτος	extraordinario	ADJ;NOM;FEM;SG	ADJ
παππούς	avó	παππούς	avó	N;NOM;MASC;SG	N
αγόρι	neno	αγόρι	neno	N;NOM;NEUT;SG	N
αγόρι	rapaz	αγόρι	rapaz	N;NOM;NEUT;SG	N
αγόρι	mozo	αγόρι	mozo	N;NOM;NEUT;SG	N
αγόρι	fillo	αγόρι	fillo	N;NOM;NEUT;SG	N
ξένους	estraños	ξένος	estraño	ADJ;ACC;MASC;PL	ADJ
ξένους	forasteiros	ξένος	forasteiro	ADJ;ACC;MASC;PL	ADJ
αναγκαία	necesario	αναγκαίος	necesario	ADJ;NOM;FEM;SG	ADJ
αναγκαία	necesaria	αναγκαίος	necesario	ADJ;NOM;FEM;SG	ADJ
αναγκαία	necesarios	αναγκαίος	necesario	ADJ;NOM;FEM;SG	ADJ
αναγκαία	necesarias	αναγκαίος	necesario	ADJ;NOM;FEM;SG	ADJ
αναγκαία	preciso	αναγκαίος	preciso	ADJ;NOM;FEM;SG	ADJ
στήθος	peito	στήθος	peito	N;NOM;NEUT;SG	N
στήθος	peito	στήθος	peito	N;NOM;NEUT;SG	N
στήθος	mama	στήθος	mama	N;NOM;NEUT;SG	N
ερωτήσεις	preguntas	ερώτηση	pregunta	N;NOM;FEM;PL	N
ερωτήσεις	pregunta	ερώτηση	pregunta	N;NOM;FEM;PL	N
ερωτήσεις	cuestións	ερώτηση	cuestión	N;NOM;FEM;PL	N
γνωρίζοντας	saber	γνωρίζω	saber	V;IPFV;V.CVB;ACT	V
γνωρίζοντας	sabendo	γνωρίζω	saber	V;IPFV;V.CVB;ACT	V
γνωρίζοντας	sabe	γνωρίζω	saber	V;IPFV;V.CVB;ACT	V
ναύαρχος	almirante	ναύαρχος	almirante	N;NOM;MASC;SG	N
δουλειές	traballos	δουλειή	traballo	N;NOM;FEM;PL	N
δουλειές	traballo	δουλειή	traballo	N;NOM;FEM;PL	N
δουλειές	negocios	δουλειή	negocio	N;NOM;FEM;PL	N
δουλειές	negocio	δουλειή	negocio	N;NOM;FEM;PL	N
δουλειές	asunto	δουλειή	asunto	N;NOM;FEM;PL	N
δουλειές	traballo	δουλειή	traballo	N;NOM;FEM;PL	N
αποτελεσματική	efectivas	αποτελεσματικός	efectivo	ADJ;NOM;FEM;SG	ADJ
αποτελεσματική	efectiva	αποτελεσματικός	efectivo	ADJ;NOM;FEM;SG	ADJ
αποτελεσματική	efectivo	αποτελεσματικός	efectivo	ADJ;NOM;FEM;SG	ADJ
αποτελεσματική	eficaces	αποτελεσματικός	eficaz	ADJ;NOM;FEM;SG	ADJ
αποτελεσματική	eficaz	αποτελεσματικός	eficaz	ADJ;NOM;FEM;SG	ADJ
αποφασίσει	decidir	αποφασίζω	decidir	V;PFV;NFIN;ACT	V
αποφασίσει	decidimos	αποφασίζω	decidir	V;PFV;NFIN;ACT	V
αποφασίσει	deciden	αποφασίζω	decidir	V;PFV;NFIN;ACT	V
αποφασίσει	decido	αποφασίζω	decidir	V;PFV;NFIN;ACT	V
αποφασίσει	decidirá	αποφασίζω	decidir	V;PFV;NFIN;ACT	V
αποφασίσει	decide	αποφασίζω	decidir	V;PFV;NFIN;ACT	V
εξοπλισμού	equipamento	εξοπλισμός	equipamento	N;GEN;MASC;SG	N
γλυπτά	esculturas	γλυπτά	escultura	N;NOM;NEUT;PL	N
ελπίζω	espero	ελπίζω	espero	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
αποκαλύπτει	revela	αποκαλύπτω	revelar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
λεωφόρο	avenida	λεωφόρο	avenida	N;ACC;FEM;SG	N
σάββατο	sábado	σάββατος	sábado	N;ACC;NEUT;SG	N
κογκρέσο	congreso	κογκρέσο	congreso	N;NOM;NEUT;SG	N
διαχωρισμός	separación	διαχωρισμός	separación	N;NOM;MASC;SG	N
στοά	galería	στοά	galería	N;NOM;FEM;SG	N
στοά	louvre	στοά	louvrer	N;NOM;FEM;SG	N
πραγματικός	real	πραγματικός	real	ADJ;NOM;MASC;SG	ADJ
λαιμό	gorxa	λαιμός	gorxa	N;NOM;NEUT;SG	N
λαιμό	pescozo	λαιμός	pescozo	N;NOM;NEUT;SG	N
λαιμό	par	λαιμός	par	N;NOM;NEUT;SG	N
λαιμό	caluga	λαιμός	caluga	N;NOM;NEUT;SG	N
γνωρίσει	coñecín	γνωρίζω	coñecín	V;PFV;NFIN;ACT	V
γνωρίσει	coñecemos	γνωρίζω	coñecer	V;PFV;NFIN;ACT	V
αναπτύχθηκαν	desenvolveu	αναπτύσσω	desenvolver	V;PFV;IND;PL;3;PST;FIN;PASS	V
αναπτύχθηκαν	desenvolvido	αναπτύσσω	desenvolver	V;PFV;IND;PL;3;PST;FIN;PASS	V
αναπτύχθηκαν	desenvolvidos	αναπτύσσω	desenvolver	V;PFV;IND;PL;3;PST;FIN;PASS	V
αναπτύχθηκαν	desenvolvemos	αναπτύσσω	desenvolver	V;PFV;IND;PL;3;PST;FIN;PASS	V
φαντασία	imaxinación	φαντασία	imaxinación	N;NOM;FEM;SG	N
φαντασία	fantasía	φαντασία	fantasía	N;NOM;FEM;SG	N
σοβιετικό	soviética	σοβιετικός	soviético	ADJ;NOM;NEUT;SG	ADJ
ορεινή	montañosa	ορεινός	montañoso	ADJ;NOM;FEM;SG	ADJ
αναγνώρισης	identificación	αναγνώριση	identificación	N;GEN;FEM;SG	N
αναγνώρισης	documento	αναγνώριση	documento	N;GEN;FEM;SG	N
αναγνώρισης	identidade	αναγνώριση	identidade	N;GEN;FEM;SG	N
χρήσιμη	útil	χρήσιμος	útil	ADJ;NOM;FEM;SG	ADJ
χρήσιμη	útiles	χρήσιμος	útil	ADJ;NOM;FEM;SG	ADJ
χρήσιμη	útil	χρήσιμος	útil	ADJ;NOM;FEM;SG	ADJ
νικήσει	golpearon	νικώ	golper	V;PFV;NFIN;ACT	V
υποδοχή	comecartos	υποδοχή	comecarto	N;NOM;FEM;SG	N
προοπτική	perspectiva	προοπτική	perspectiva	N;NOM;FEM;SG	N
αποδείξει	demostrar	αποδεικνύω	demostrar	V;PFV;IND;SG;3;FIN;ACT	V
αποδείξει	amosan	αποδεικνύω	amosar	V;PFV;IND;SG;3;FIN;ACT	V
αποδείξει	demostraron	αποδεικνύω	demostrar	V;PFV;IND;SG;3;FIN;ACT	V
τεστ	proba	τεστ	proba	N;NOM;NEUT;SG	N
τεστ	exame	τεστ	exame	N;NOM;NEUT;SG	N
τεστ	probas	τεστ	proba	N;NOM;NEUT;SG	N
τεστ	test	τεστ	test	N;NOM;NEUT;SG	N
τεστ	exames	τεστ	exame	N;NOM;NEUT;SG	N
τεστ	exames	τεστ	exame	N;NOM;NEUT;SG	N
τεστ	probas	τεστ	proba	N;NOM;NEUT;SG	N
τεστ	tests	τεστ	test	N;NOM;NEUT;SG	N
κομμουνιστές	comunistas	κομμουνιστής	comunista	N;NOM;MASC;PL	N
παραδοσιακές	tradicional	παραδοσιακός	tradicional	ADJ;NOM;FEM;PL	ADJ
παραδοσιακές	tradicionais	παραδοσιακός	tradicional	ADJ;NOM;FEM;PL	ADJ
σφαίρες	balas	σφαίρα	bala	N;NOM;FEM;PL	N
σφαίρες	municións	σφαίρα	munición	N;NOM;FEM;PL	N
δοκιμή	proba	δοκιμή	proba	N;NOM;FEM;SG	N
δοκιμή	exame	δοκιμή	exame	N;NOM;FEM;SG	N
δοκιμή	probas	δοκιμή	proba	N;NOM;FEM;SG	N
δοκιμή	test	δοκιμή	test	N;NOM;FEM;SG	N
δοκιμή	exames	δοκιμή	exame	N;NOM;FEM;SG	N
δοκιμή	probas	δοκιμή	proba	N;NOM;FEM;SG	N
συμμετέχοντας	participar	συμμετέχων	participar	V;IPFV;V.CVB;ACT	V
βλάβη	danos	βλάβη	dano	N;ACC;FEM;SG	N
βλάβη	dano	βλάβη	dano	N;ACC;FEM;SG	N
μνημείων	monumentos	μνημείο	monumento	N;GEN;NEUT;PL	N
θετικό	positivo	θετικός	positivo	ADJ;NOM;NEUT;SG	ADJ
θετικό	positiva	θετικός	positivo	ADJ;NOM;NEUT;SG	ADJ
οκ	acordo	οκ	acordo	N	N
μάιος	maio	μάιος	maio	N;NOM;MASC;SG	N
λαοί	xente	λαός	xente	N;NOM;MASC;PL	N
λαοί	fronte	λαός	fronte	N;NOM;MASC;PL	N
σκάλα	escaleiras	σκάλα	escaleira	N;NOM;FEM;SG	N
σκάλα	escaleira	σκάλα	escaleira	N;NOM;FEM;SG	N
σκάλα	escaleiras	σκάλα	escaleira	N;NOM;FEM;SG	N
οκτώβριος	outubro	οκτώβριος	outubro	N;NOM;MASC;SG	N
μείγμα	mestura	μείγμα	mestura	N;NOM;NEUT;SG	N
χαμηλά	pouco	χαμηλός	pouco	ADV	ADV
αγρότες	agricultores	αγρότης	agricultor	N;NOM;MASC;PL	N
παρακμή	declive	παρακμή	declivir	N;NOM;FEM;SG	N
διαγωνισμός	competición	διαγωνισμός	competición	N;NOM;MASC;SG	N
συνείδηση	consciencia	συνείδηση	consciencia	N;ACC;FEM;SG	N
συνείδηση	conciencia	συνείδηση	conciencia	N;ACC;FEM;SG	N
συνείδηση	consciencia	συνείδηση	consciencia	N;ACC;FEM;SG	N
συνείδηση	conciencia	συνείδηση	conciencia	N;ACC;FEM;SG	N
συμπεριλαμβάνονται	incluía	συμπεριλαμβάνω	incluír	V;IPFV;IND;PL;3;PRS;FIN;PASS	V
διεργασίες	procesos	διεργασία	proceso	N;NOM;FEM;PL	N
θεσμός	institución	θεσμός	institución	N;NOM;MASC;SG	N
κυριολεκτικά	literalmente	κυριολεκτικά	literal	ADV	ADV
επιθεώρηση	inspección	επιθεώρηση	inspección	N;NOM;FEM;SG	N
συντελεστές	factores	συντελεστής	factor	N;NOM;MASC;PL	N
όμορφη	fermoso	όμορφος	fermoso	ADJ;NOM;FEM;SG	ADJ
όμορφη	fermosa	όμορφος	fermosa	ADJ;NOM;FEM;SG	ADJ
όμορφη	precioso	όμορφος	precioso	ADJ;NOM;FEM;SG	ADJ
όμορφη	fermosas	όμορφος	fermosa	ADJ;NOM;FEM;SG	ADJ
εξελιχθεί	evolucionar	εξελίχομαι	evolucionar	V;PFV;NFIN;PASS	V
εξελιχθεί	evolucionou	εξελίχομαι	evolucionar	V;PFV;NFIN;PASS	V
ομορφιά	beleza	ομορφιά	beleza	N;NOM;FEM;SG	N
φράγμα	barreira	φράγμα	barreira	N;NOM;NEUT;SG	N
προδοσία	traizón	προδοσία	traizón	N;NOM;FEM;SG	N
προδοσία	deslealdade	προδοσία	deslealdade	N;NOM;FEM;SG	N
επαναστατική	revolucionaria	επαναστατικός	revolucionario	ADJ;NOM;FEM;SG	ADJ
φράσεις	frases	φράση	frase	N;NOM;FEM;PL	N
ρυθμούς	ritmos	ρυθμός	ritmo	N;ACC;MASC;PL	N
ρυθμούς	ritmo	ρυθμός	ritmo	N;ACC;MASC;PL	N
ημερομηνίες	datas	ημερομηνία	data	N;NOM;FEM;PL	N
φόντο	fondo	φόντος	fondo	N;NOM;NEUT;SG	N
υποχώρηση	retirada	υποχώρηση	retirada	N;ACC;FEM;SG	N
κινδύνων	riscos	κίνδυνας	risco	N;GEN;MASC;PL	N
υπόβαθρο	fondo	υπόβαθρος	fondo	N;NOM;NEUT;SG	N
νόσος	doenza	νόσος	doenza	N;NOM;MASC;SG	N
νόσος	enfermidades	νόσος	enfermidade	N;NOM;MASC;SG	N
νόσος	enfermidade	νόσος	enfermidade	N;NOM;MASC;SG	N
νόσος	cardíacas	νόσος	cardíaco	N;NOM;MASC;SG	N
χρέη	débedas	χρέος	débeda	N;NOM;NEUT;PL	N
ομοσπονδιακό	federal	ομοσπονδιακός	federal	ADJ;NOM;NEUT;SG	ADJ
ομοσπονδιακό	federais	ομοσπονδιακός	federal	ADJ;NOM;NEUT;SG	ADJ
γάλα	leite	γάλα	leite	N;NOM;NEUT;SG	N
τρόποι	formas	τρόπος	forma	N;NOM;MASC;PL	N
τρόποι	xeitos	τρόπος	xeito	N;NOM;MASC;PL	N
τρόποι	xeito	τρόπος	xeito	N;NOM;MASC;PL	N
τρόποι	maneiras	τρόπος	maneira	N;NOM;MASC;PL	N
τρόποι	forma	τρόπος	forma	N;NOM;MASC;PL	N
διαφήμιση	publicidade	διαφήμιση	publicidade	N;NOM;FEM;SG	N
κέρδη	beneficios	κέρδος	beneficio	N;NOM;NEUT;PL	N
κέρδη	ganancias	κέρδος	ganancia	N;NOM;NEUT;PL	N
σκέψεις	pensamentos	σκέψη	pensamento	N;NOM;FEM;PL	N
σκέψεις	pensamento	σκέψη	pensamento	N;NOM;FEM;PL	N
ιησούς	xesucristo	ιησός	xesucristo	N;NOM;MASC;SG	N
ιησούς	xesús	ιησός	xesús	N;NOM;MASC;SG	N
ιησούς	cristo	ιησός	cristo	N;NOM;MASC;SG	N
ιησούς	hostia	ιησός	hostia	N;NOM;MASC;SG	N
ιησούς	dios	ιησός	dio	N;NOM;MASC;SG	N
ιησούς	deus	ιησός	daus	N;NOM;MASC;SG	N
βαρύτητας	gravidade	βαρύτητα	gravidade	N;GEN;FEM;SG	N
δόντια	dentes	δόντια	dente	N;NOM;NEUT;PL	N
χορήγηση	administración	χορήγηση	administración	N;ACC;FEM;SG	N
εξήγηση	explicación	εξήγηση	explicación	N;NOM;FEM;SG	N
βάζει	pon	βάζει	poñer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
αλγόριθμος	algoritmo	αλγόριθμος	algoritmo	N;NOM;MASC;SG	N
ενήλικες	adulta	ενήλικος	adulto	ADJ;NOM;FEM;PL	ADJ
ζεύγη	par	ζεύγος	par	N;NOM;NEUT;PL	N
καταστράφηκαν	destruídos	καταστρέφω	destruír	V;PFV;IND;PL;3;PST;FIN;PASS	V
καταστράφηκαν	destruíron	καταστρέφω	destruír	V;PFV;IND;PL;3;PST;FIN;PASS	V
καταστράφηκαν	destruído	καταστρέφω	destruír	V;PFV;IND;PL;3;PST;FIN;PASS	V
καταστράφηκαν	destruír	καταστρέφω	destruír	V;PFV;IND;PL;3;PST;FIN;PASS	V
ατλαντικού	atlántico	ατλαντικός	atlántico	ADJ;GEN;NEUT;SG	ADJ
πρωτεΐνες	proteína	πρωτεύνα	proteína	N;NOM;FEM;PL	N
πρωτεΐνες	proteínas	πρωτεύνα	proteína	N;NOM;FEM;PL	N
τρέχει	correr	τρέχω	correr	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
τρέχει	correndo	τρέχω	correr	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
τρέχει	corre	τρέχω	currir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
υγρά	líquido	υγρά	líquido	N;NOM;NEUT;PL	N
γενικώς	normalmente	γενικώς	normal	ADV	ADV
αλιεία	pesca	αλιεία	pesca	N;NOM;FEM;SG	N
φιλολογία	literatura	φιλολογία	literatura	N;NOM;FEM;SG	N
δεκαπέντε	quince	δεκαπέντε	quince	NUM;NOM;NEUT;PL	NUM
τέκνα	nenos	τέκνα	neno	N;NOM;NEUT;PL	N
τέκνα	fillos	τέκνα	fillo	N;NOM;NEUT;PL	N
τέκνα	nenas	τέκνα	neno	N;NOM;NEUT;PL	N
σοσιαλιστική	socialista	σοσιαλιστικός	socialista	ADJ;NOM;FEM;SG	ADJ
νοέμβριος	novembro	νοέμβριος	novembro	N;NOM;MASC;SG	N
απρίλιος	abril	απρίλιος	abril	N;NOM;MASC;SG	N
σκάνδαλο	escándalo	σκάνδαλο	escándalo	N;NOM;NEUT;SG	N
διάσημη	famoso	διάσημος	famoso	ADJ;NOM;FEM;SG	ADJ
διάσημη	famosos	διάσημος	famoso	ADJ;NOM;FEM;SG	ADJ
διάσημη	famosa	διάσημος	famor	ADJ;NOM;FEM;SG	ADJ
δώρο	agasallo	δώρος	agasallo	N;NOM;NEUT;SG	N
δώρο	agasallo	δώρος	agasallo	N;NOM;NEUT;SG	N
ιερέα	cura	ιερία	curo	N;ACC;MASC;SG	N
οδηγό	condutor	οδηγός	condutor	N;ACC;MASC;SG	N
οδηγό	permiso	οδηγός	permiso	N;ACC;MASC;SG	N
οδηγό	guía	οδηγός	guía	N;ACC;MASC;SG	N
θεοί	deuses	θεός	dausa	N;NOM;MASC;PL	N
καλλιέργειες	cultivos	καλλιέργεια	cultivo	N;NOM;FEM;PL	N
καλλιέργειες	culturas	καλλιέργεια	cultura	N;NOM;FEM;PL	N
συνταγματάρχη	coronel	συνταγματάρχης	coronel	N;NOM;MASC;SG	N
αποθήκευση	salvalo	αποθήκευση	salvalo	N;NOM;FEM;SG	N
αποθήκευση	almacenamento	αποθήκευση	almacenamento	N;NOM;FEM;SG	N
αποθήκευση	consigna	αποθήκευση	consignar	N;NOM;FEM;SG	N
