los	os	él	o	PRO;ACC;MASC;PL;3	PRO;ACC;MASC;PL;3
ganando	ganhando	ganar	ganhar	V;V.MSDR	V;V.MSDR
ganando	ganhar	ganar	ganhar	V;V.MSDR	V;NFIN
cartagena	cartagena	cartagena	cartagena	N;FEM;SG	N;FEM;SG
autonomía	autonomia	autonomía	autonomia	N;FEM;SG	N;FEM;SG
autonomía	autônomo	autonomía	autônomo	N;FEM;SG	N;MASC;SG
autonomía	autónoma	autonomía	autónomo	N;FEM;SG	N;FEM;SG
autonomía	independência	autonomía	independência	N;FEM;SG	N;FEM;SG
autonomía	independence	autonomía	independence	N;FEM;SG	N;MASC;SG
cocina	cook	cocina	cook	N;FEM;SG	N;MASC;SG
cocina	cozinheiro	cocina	cozinheiro	N;FEM;SG	N;MASC;SG
cocina	culinária	cocina	culinário	N;FEM;SG	N;FEM;SG
cocina	cozinha	cocina	cozinha	N;FEM;SG	N;FEM;SG
cocina	gastronomia	cocina	gastronomia	N;FEM;SG	N;FEM;SG
cocina	culinária	cocina	culinário	N;FEM;SG	N;FEM;SG
cocina	cozinha	cocina	cozinha	N;FEM;SG	N;FEM;SG
cocina	cozinha	cocina	cozinha	N;FEM;SG	N;FEM;SG
cualquiera	alguém	cualquiera	alguém	PRO;SG	PRO;MASC;SG
concejo	concílio	concejo	concílio	N;MASC;SG	N;MASC;SG
concejo	conselho	concejo	conselho	N;MASC;SG	N;MASC;SG
pesca	pesca	pesca	pesca	N;FEM;SG	N;FEM;SG
pesca	peixe	pesca	peixe	N;FEM;SG	N;MASC;SG
pesca	pescaria	pesca	pescaria	N;FEM;SG	N;FEM;SG
pesca	pesca	pesca	pesca	N;FEM;SG	N;FEM;SG
sucesión	seqüência	sucesión	seqüência	N;FEM;SG	N;FEM;SG
sucesión	sequência	sucesión	sequência	N;FEM;SG	N;FEM;SG
sucesión	sequencia	sucesión	sequencia	N;FEM;SG	N;FEM;SG
sucesión	herança	sucesión	herança	N;FEM;SG	N;FEM;SG
sucesión	sucessão	sucesión	sucessão	N;FEM;SG	N;FEM;SG
primo	primo	primo	primo	N;MASC;SG	N;MASC;SG
primo	prima	primo	primo	N;MASC;SG	N;FEM;SG
primo	primo	primo	primo	N;MASC;SG	N;MASC;SG
avance	avanço	avance	avanço	N;MASC;SG	N;MASC;SG
avance	advance	avance	advancer	N;MASC;SG	N;MASC;SG
avance	adiantamento	avance	adiantamento	N;MASC;SG	N;MASC;SG
avance	avanço	avance	avanço	N;MASC;SG	N;MASC;SG
avance	avanço	avance	avanço	N;MASC;SG	N;MASC;SG
proteger	proteger	proteger	proteger	V;NFIN	V;NFIN
proteger	protegendo	proteger	proteger	V;NFIN	V;V.MSDR
proteger	proteja	proteger	protejar	V;NFIN	V;SBJV;SG;3;PRS;FIN
proteger	protejam	proteger	protejar	V;NFIN	V;SBJV;PL;3;PRS;FIN
proteger	proteger	proteger	proteger	V;NFIN	V;NFIN
proteger	protege	proteger	proteger	V;NFIN	V;IND;SG;3;PRS;FIN
pacientes	doentes	paciente	doente	N;PL	N;MASC;PL
pacientes	pacientes	paciente	paciente	N;PL	N;MASC;PL
pacientes	pacientes	paciente	paciente	N;PL	N;MASC;PL
finlandia	finlândia	finlandia	finlândia	N;FEM;SG	N;FEM;SG
finlandia	finlandia	finlandia	finlandia	N;FEM;SG	N;FEM;SG
finlandia	finlandês	finlandia	finlandês	N;FEM;SG	N;MASC;SG
finlandia	finlandesa	finlandia	finlandês	N;FEM;SG	N;FEM;SG
laterales	laterais	lateral	lateral	N;PL	N;MASC;PL
laterales	laterais	lateral	lateral	N;PL	N;MASC;PL
laterales	lados	lateral	lado	N;PL	N;MASC;PL
estrecho	estreita	estrecho	estreito	ADJ;MASC;SG	ADJ;FEM;SG
ampliamente	extensamente	ampliamente	extensamente	ADV	ADV
ampliamente	extensivamente	ampliamente	extensivamente	ADV	ADV
ampliamente	amplamente	ampliamente	amplamente	ADV	ADV
papeles	cargos	papel	cargo	N;MASC;PL	N;MASC;PL
papeles	papeis	papel	papel	N;MASC;PL	N;MASC;PL
papeles	funções	papel	função	N;MASC;PL	N;FEM;PL
papeles	papéis	papel	papel	N;MASC;PL	N;MASC;PL
papeles	papéis	papel	papel	N;MASC;PL	N;MASC;PL
determinar	determinando	determinar	determinar	V;NFIN	V;V.MSDR
determinar	determinar	determinar	determinar	V;NFIN	V;NFIN
determinar	determinar	determinar	determinar	V;NFIN	V;NFIN
determinar	determina	determinar	determinar	V;NFIN	V;IND;SG;3;PRS;FIN
determinar	determinam	determinar	determinar	V;NFIN	V;IND;PL;3;PRS;FIN
determinar	determine	determinar	determinar	V;NFIN	V;SBJV;SG;3;PRS;FIN
telenovela	telenovela	telenovela	telenovela	N;FEM;SG	N;FEM;SG
fabricación	fabrico	fabricación	fabrico	N;FEM;SG	N;MASC;SG
fabricación	fabricação	fabricación	fabricação	N;FEM;SG	N;FEM;SG
fabricación	fabrico	fabricación	fabrico	N;FEM;SG	N;MASC;SG
fabricación	fabricação	fabricación	fabricação	N;FEM;SG	N;FEM;SG
poema	poema	poema	poema	N;MASC;SG	N;MASC;SG
poema	poesia	poema	poesia	N;MASC;SG	N;FEM;SG
lados	laterais	lado	lateral	N;MASC;PL	N;MASC;PL
lados	lados	lado	lado	N;MASC;PL	N;MASC;PL
saludo	cumprimento	saludo	cumprimento	N;MASC;SG	N;MASC;SG
saludo	saudação	saludo	saudação	N;MASC;SG	N;FEM;SG
saludo	continência	saludo	continência	N;MASC;SG	N;FEM;SG
saludo	saudação	saludo	saudação	N;MASC;SG	N;FEM;SG
recuerda	lembrar	recordar	lembrar	V;IND;SG;3;PRS;FIN	V;NFIN
indonesia	indonésio	indonesio	indonésio	N;FEM;SG	N;MASC;SG
indonesia	indonésia	indonesio	indonésio	N;FEM;SG	N;MASC;SG
indonesia	indonésia	indonesio	indonésio	N;FEM;SG	N;MASC;SG
prentice	prentice	prentize	prentice	N;SG	N;FEM;SG
marino	sailor	marino	sailor	N;MASC;SG	N;MASC;SG
marino	marujo	marino	marujo	N;MASC;SG	N;MASC;SG
marino	marinheiro	marino	marinheiro	N;MASC;SG	N;MASC;SG
marino	marinha	marino	marinho	N;MASC;SG	N;FEM;SG
marino	marine	marino	marine	N;MASC;SG	N;MASC;SG
marino	marinho	marino	marinho	N;MASC;SG	N;MASC;SG
marino	marino	marino	marino	N;MASC;SG	N;MASC;SG
ramos	ramos	ramo	ramo	N;MASC;PL	N;MASC;PL
ramos	bouquets	ramo	bouquet	N;MASC;PL	N;MASC;PL
batallón	batalhão	batallón	batalhão	N;MASC;SG	N;MASC;SG
pelea	luta	pelea	luta	N;FEM;SG	N;FEM;SG
pelea	briga	pelea	briga	N;FEM;SG	N;FEM;SG
pelea	combate	pelea	combate	N;FEM;SG	N;MASC;SG
pelea	fight	pelea	fight	N;FEM;SG	N;MASC;SG
gastronomía	culinária	gastronomía	culinário	N;FEM;SG	N;FEM;SG
gastronomía	cozinha	gastronomía	cozinha	N;FEM;SG	N;FEM;SG
gastronomía	gastronomia	gastronomía	gastronomia	N;FEM;SG	N;FEM;SG
gastronomía	gastronomia	gastronomía	gastronomia	N;FEM;SG	N;FEM;SG
virus	virus	virus	virus	N;MASC	N;MASC;SG
virus	vírus	virus	vírus	N;MASC	N;MASC;SG
virus	vírus	virus	vírus	N;MASC	N;MASC;SG
umbral	limiar	umbral	limiar	N;MASC;SG	N;MASC;SG
potencial	potencial	potencial	potencial	N;MASC;SG	N;MASC;SG
pilar	pilar	pilar	pilar	N;SG	N;MASC;SG
pilar	pilar	pilar	pilar	N;SG	N;MASC;SG
moral	moral	moral	moral	N;FEM;SG	N;FEM;SG
moral	moral	moral	moral	N;FEM;SG	N;FEM;SG
moral	moral	moral	moral	N;FEM;SG	N;FEM;SG
moral	moral	moral	moral	N;FEM;SG	N;FEM;SG
moral	moralidade	moral	moralidade	N;FEM;SG	N;FEM;SG
cierre	fechamento	cierre	fechamento	N;MASC;SG	N;MASC;SG
cierre	encerramento	cierre	encerramento	N;MASC;SG	N;MASC;SG
cierre	close	cierre	close	N;MASC;SG	N;MASC;SG
cierre	fechamento	cierre	fechamento	N;MASC;SG	N;MASC;SG
cierre	fecho	cierre	fecho	N;MASC;SG	N;MASC;SG
cierre	encerramento	cierre	encerramento	N;MASC;SG	N;MASC;SG
vargas	vargas	vargo	varga	N;FEM;SG	N;MASC;SG
paisaje	paisagem	paisaje	paisagem	N;MASC;SG	N;FEM;SG
paisaje	cenário	paisaje	cenário	N;MASC;SG	N;MASC;SG
paisaje	paisagem	paisaje	paisagem	N;MASC;SG	N;FEM;SG
aviación	aviação	aviación	aviação	N;FEM;SG	N;FEM;SG
rendimiento	performance	rendimiento	performance	N;MASC;SG	N;FEM;SG
rendimiento	atuação	rendimiento	atuação	N;MASC;SG	N;FEM;SG
rendimiento	desempenho	rendimiento	desempenho	N;MASC;SG	N;MASC;SG
rendimiento	rendimento	rendimiento	rendimento	N;MASC;SG	N;MASC;SG
acontecimientos	eventos	acontecimiento	evento	N;MASC;PL	N;MASC;PL
acontecimientos	acontecimentos	acontecimiento	acontecimento	N;MASC;PL	N;MASC;PL
acontecimientos	evoluções	acontecimiento	evolução	N;MASC;PL	N;FEM;PL
acontecimientos	desenvolvimentos	acontecimiento	desenvolvimento	N;MASC;PL	N;MASC;PL
actuó	atuou	actuar	atuar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
actuó	agiu	actuar	agir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
escultor	escultor	escultor	escultor	N;MASC;SG	N;MASC;SG
antigüedad	antiguidade	antigüedad	antiguidade	N;FEM;SG	N;FEM;SG
antigüedad	antiguidade	antigüedad	antiguidade	N;FEM;SG	N;FEM;SG
antigüedad	antiguidade	antigüedad	antiguidade	N;FEM;SG	N;FEM;SG
recuperar	recuperar	recuperar	recuperar	V;NFIN	V;NFIN
recuperar	recuperem	recuperar	recuperar	V;NFIN	V;SBJV;PL;3;PRS;FIN
recuperar	recupere	recuperar	recuperar	V;NFIN	V;SBJV;SG;3;PRS;FIN
recuperar	recupera	recuperar	recuperar	V;NFIN	V;IND;SG;3;PRS;FIN
recuperar	recuperar	recuperar	recuperar	V;NFIN	V;NFIN
resumen	abstrato	resumen	abstrato	N;MASC;SG	N;MASC;SG
resumen	abstracto	resumen	abstracto	N;MASC;SG	N;MASC;SG
resumen	abstracta	resumen	abstracta	N;MASC;SG	N;FEM;SG
resumen	resumo	resumen	resumo	N;MASC;SG	N;MASC;SG
resumen	síntese	resumen	síntese	N;MASC;SG	N;FEM;SG
resumen	resumo	resumen	resumo	N;MASC;SG	N;MASC;SG
medellín	medellín	medellín	medellín	N;MASC;SG	N;MASC;SG
medellín	medellín	medellín	medellín	N;MASC;SG	N;MASC;SG
arcos	arcos	arco	arco	N;MASC;PL	N;MASC;PL
arcos	arcos	arco	arco	N;MASC;PL	N;MASC;PL
existentes	existentes	existente	existente	ADJ;PL	ADJ;MASC;PL
errores	enganos	error	engano	N;MASC;PL	N;MASC;PL
errores	erros	error	erro	N;MASC;PL	N;MASC;PL
errores	erros	error	erro	N;MASC;PL	N;MASC;PL
errores	insectos	error	insecto	N;MASC;PL	N;MASC;PL
errores	insetos	error	inseto	N;MASC;PL	N;MASC;PL
errores	bugs	error	bug	N;MASC;PL	N;MASC;PL
errores	bichos	error	bicho	N;MASC;PL	N;MASC;PL
errores	erros	error	erro	N;MASC;PL	N;MASC;PL
errores	erros	error	erro	N;MASC;PL	N;MASC;PL
raíces	raízes	raíz	raíz	N;FEM;PL	N;FEM;PL
responsabilidad	responsabilidade	responsabilidad	responsabilidade	N;FEM;SG	N;FEM;SG
responsabilidad	responsabilidade	responsabilidad	responsabilidade	N;FEM;SG	N;FEM;SG
responsabilidad	responsabilização	responsabilidad	responsabilização	N;FEM;SG	N;FEM;SG
responsabilidad	responsabilidade	responsabilidad	responsabilidade	N;FEM;SG	N;FEM;SG
amenaza	ameaça	amenaza	ameaça	N;FEM;SG	N;FEM;SG
amenaza	ameaça	amenaza	ameaça	N;FEM;SG	N;FEM;SG
amenaza	ameaça	amenaza	ameaça	N;FEM;SG	N;FEM;SG
ojo	eye	ojo	eye	N;MASC;SG	N;MASC;SG
ojo	olho	ojo	olho	N;MASC;SG	N;MASC;SG
separación	separação	separación	separação	N;FEM;SG	N;FEM;SG
convención	convenção	convención	convenção	N;FEM;SG	N;FEM;SG
provocó	provocado	provocar	provocar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
provocó	provocada	provocar	provocar	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
provocó	provocou	provocar	provocar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
habilidades	skills	habilidad	skill	N;FEM;PL	N;MASC;PL
habilidades	habilidades	habilidad	habilidade	N;FEM;PL	N;FEM;PL
habilidades	aptidões	habilidad	aptidão	N;FEM;PL	N;FEM;PL
habilidades	competências	habilidad	competência	N;FEM;PL	N;FEM;PL
habilidades	habilidades	habilidad	habilidade	N;FEM;PL	N;FEM;PL
habilidades	habilidades	habilidad	habilidade	N;FEM;PL	N;FEM;PL
habilidades	capacidades	habilidad	capacidade	N;FEM;PL	N;FEM;PL
bbc	bbc	bbc	bbc	N;FEM;SG	N;FEM;SG
pago	pagamento	pago	pagamento	N;MASC;SG	N;MASC;SG
tendencia	tendência	tendencia	tendência	N;FEM;SG	N;FEM;SG
tendencia	tendência	tendencia	tendência	N;FEM;SG	N;FEM;SG
animación	animação	animación	animação	N;FEM;SG	N;FEM;SG
animación	animation	animación	animation	N;FEM;SG	N;MASC;SG
instalación	montagem	instalación	montagem	N;FEM;SG	N;FEM;SG
instalación	instalação	instalación	instalação	N;FEM;SG	N;FEM;SG
instalación	instalação	instalación	instalação	N;FEM;SG	N;FEM;SG
marcas	marcas	marca	marca	N;FEM;PL	N;FEM;PL
marcas	marcas	marca	marca	N;FEM;PL	N;FEM;PL
marcas	marcos	marca	marco	N;FEM;PL	N;MASC;PL
marcas	marcas	marca	marca	N;FEM;PL	N;FEM;PL
vietnam	vietname	vietnam	vietname	N;FEM;SG	N;MASC;SG
vietnam	vietnam	vietnam	vietnar	N;FEM;SG	N;MASC;SG
vietnam	vietnã	vietnam	vietnã	N;FEM;SG	N;MASC;SG
índice	index	índice	index	N;MASC;SG	N;MASC;SG
índice	indice	índice	indice	N;MASC;SG	N;MASC;SG
índice	índice	índice	índice	N;MASC;SG	N;MASC;SG
gana	ganha	ganar	ganhar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
gana	vence	ganar	vencer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
gana	ganhar	ganar	ganhar	V;IND;SG;3;PRS;FIN	V;NFIN
gana	vencer	ganar	vencer	V;IND;SG;3;PRS;FIN	V;NFIN
cambia	mudar	cambiar	mudar	V;IND;SG;3;PRS;FIN	V;NFIN
hectáreas	hectares	hectárea	hectare	N;FEM;PL	N;MASC;PL
hectáreas	hectares	hectárea	hectare	N;FEM;PL	N;MASC;PL
hectáreas	acres	hectárea	acre	N;FEM;PL	N;MASC;PL
terror	terror	terror	terror	N;MASC;SG	N;MASC;SG
próximo	seguinte	próximo	seguinte	ADJ;MASC;SG	ADJ;MASC;SG
próximo	próxima	próximo	próximo	ADJ;MASC;SG	ADJ;FEM;SG
explotación	exploração	explotación	exploração	N;FEM;SG	N;FEM;SG
pena	penalidade	pena	penalidade	N;FEM;SG	N;FEM;SG
pena	penalização	pena	penalização	N;FEM;SG	N;FEM;SG
pena	sanção	pena	sanção	N;FEM;SG	N;FEM;SG
pena	pena	pena	pena	N;FEM;SG	N;FEM;SG
pena	piedade	pena	piedade	N;FEM;SG	N;FEM;SG
pena	pena	pena	pena	N;FEM;SG	N;FEM;SG
pena	tristeza	pena	tristeza	N;FEM;SG	N;FEM;SG
pena	mágoa	pena	mágoa	N;FEM;SG	N;FEM;SG
pena	desgosto	pena	desgosto	N;FEM;SG	N;MASC;SG
pena	luto	pena	luto	N;FEM;SG	N;MASC;SG
pena	peña	pena	peña	N;FEM;SG	N;FEM;SG
quizás	talvez	quizás	talvez	ADV	ADV
quizás	talvez	quizás	talvez	ADV	ADV
comparación	comparação	comparación	comparação	N;FEM;SG	N;FEM;SG
producen	produzir	producir	produzir	V;IND;PL;3;PRS;FIN	V;NFIN
habilidad	habilidade	habilidad	habilidade	N;FEM;SG	N;FEM;SG
habilidad	perícia	habilidad	perícia	N;FEM;SG	N;FEM;SG
habilidad	habilidade	habilidad	habilidade	N;FEM;SG	N;FEM;SG
habilidad	capacidade	habilidad	capacidade	N;FEM;SG	N;FEM;SG
define	define	definir	definir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
define	definir	definir	definir	V;IND;SG;3;PRS;FIN	V;NFIN
define	define	definir	definir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
tiro	tiroteio	tiro	tiroteio	N;MASC;SG	N;MASC;SG
tiro	tiro	tiro	tiro	N;MASC;SG	N;MASC;SG
tiro	shot	tiro	shot	N;MASC;SG	N;MASC;SG
tiro	tiro	tiro	tiro	N;MASC;SG	N;MASC;SG
tiro	pneu	tiro	pneu	N;MASC;SG	N;MASC;SG
navarro	navarro	navarro	navarro	N;MASC;SG	N;MASC;SG
solitario	solitária	solitario	solitário	ADJ;MASC;SG	ADJ;FEM;SG
solitario	solitário	solitario	solitário	ADJ;MASC;SG	ADJ;MASC;SG
solitario	solitário	solitario	solitário	ADJ;MASC;SG	ADJ;MASC;SG
solitario	solitário	solitario	solitário	ADJ;MASC;SG	ADJ;MASC;SG
solitario	solitário	solitario	solitário	ADJ;MASC;SG	ADJ;MASC;SG
wisconsin	wisconsin	wisconsin	wisconsin	N;MASC;SG	N;MASC;SG
cursos	cursos	curso	curso	N;MASC;PL	N;MASC;PL
dioses	deuses	dios	deus	N;MASC;PL	N;MASC;PL
disposición	prontidão	disposición	prontidão	N;FEM;SG	N;FEM;SG
disposición	disposição	disposición	disposição	N;FEM;SG	N;FEM;SG
disposición	layout	disposición	layout	N;FEM;SG	N;MASC;SG
disposición	disposição	disposición	disposição	N;FEM;SG	N;FEM;SG
dolor	dor	dolor	dor	N;MASC;SG	N;FEM;SG
dolor	pain	dolor	pain	N;MASC;SG	N;MASC;SG
fácilmente	facilmente	fácilmente	facilmente	ADV	ADV
boys	boys	boy	boy	N	N;MASC;SG
boys	rapazes	boy	rapaz	N	N;MASC;PL
boys	meninos	boy	menino	N	N;MASC;PL
boys	rapaziada	boy	rapaziado	N	N;FEM;SG
boys	garotos	boy	garoto	N	N;MASC;PL
magdalena	madeleine	magdaleno	madeleine	N;FEM;SG	N;FEM;SG
magdalena	bolinho	magdaleno	bolinho	N;FEM;SG	N;MASC;SG
magdalena	madalena	magdaleno	madalena	N;FEM;SG	N;FEM;SG
magdalena	muffin	magdaleno	muffin	N;FEM;SG	N;MASC;SG
magdalena	bolinho	magdaleno	bolinho	N;FEM;SG	N;MASC;SG
magdalena	madalena	magdaleno	madalena	N;FEM;SG	N;FEM;SG
magdalena	magdalena	magdaleno	magdalena	N;FEM;SG	N;FEM;SG
cadenas	correntes	cadena	corrente	N;FEM;PL	N;MASC;PL
cadenas	cadeias	cadena	cadeia	N;FEM;PL	N;FEM;PL
cadenas	cordas	cadena	corda	N;FEM;PL	N;FEM;PL
cadenas	strings	cadena	string	N;FEM;PL	N;MASC;PL
comúnmente	comumente	comúnmente	comumente	ADV	ADV
tasa	taxa	tasa	taxa	N;FEM;SG	N;FEM;SG
tasa	taxa	tasa	taxa	N;FEM;SG	N;FEM;SG
petición	solicitação	petición	solicitação	N;FEM;SG	N;FEM;SG
petición	pedido	petición	pedido	N;FEM;SG	N;MASC;SG
petición	petição	petición	petição	N;FEM;SG	N;FEM;SG
notables	notáveis	notable	notável	ADJ;PL	ADJ;MASC;PL
wiki	wiki	wiki	wiki	N;MASC;SG	N;MASC;SG
criterios	critérios	criterio	critério	N;MASC;PL	N;MASC;PL
hermanas	manas	hermana	mana	N;FEM;PL	N;FEM;PL
hermanas	irmãs	hermana	irmã	N;FEM;PL	N;FEM;PL
estadística	estatística	estadístico	estatístico	N;FEM;SG	N;FEM;SG
estadística	estatística	estadístico	estatístico	N;FEM;SG	N;FEM;SG
estadística	estatística	estadístico	estatístico	N;FEM;SG	N;FEM;SG
dependiendo	dependendo	depender	depender	V;V.MSDR	V;V.MSDR
herramientas	ferramentas	herramienta	ferramenta	N;FEM;PL	N;FEM;PL
simón	simon	simón	simon	N;MASC;SG	N;MASC;SG
simón	simão	simón	simão	N;MASC;SG	N;MASC;SG
simón	simón	simón	simón	N;MASC;SG	N;MASC;SG
simón	simón	simón	simón	N;MASC;SG	N;MASC;SG
blackwell	blackwell	blackwell	blackwell	N	N;MASC;SG
vocalista	vocalista	vocalista	vocalista	N;SG	N;MASC;SG
escapar	escapar	escapar	escapar	V;NFIN	V;NFIN
espada	lâmina	espada	lâmina	N;FEM;SG	N;FEM;SG
espada	blade	espada	blade	N;FEM;SG	N;MASC;SG
espada	sword	espada	sword	N;FEM;SG	N;MASC;SG
espada	espada	espada	espada	N;FEM;SG	N;FEM;SG
árabes	árabes	árabe	árabe	N;PL	N;MASC;PL
árabes	árabes	árabe	árabe	N;PL	N;MASC;PL
sexto	sexto	sexto	sexto	ADJ;MASC;SG	ADJ;MASC;SG
sexto	sexto	sexto	sexto	ADJ;MASC;SG	ADJ;MASC;SG
sexto	sexto	sexto	sexto	ADJ;MASC;SG	ADJ;MASC;SG
matar	matando	matar	matar	V;NFIN	V;V.MSDR
matar	matar	matar	matar	V;NFIN	V;NFIN
matar	mate	matar	mate	V;NFIN	V;SBJV;SG;3;PRS;FIN
matar	matem	matar	matar	V;NFIN	V;SBJV;PL;3;PRS;FIN
matar	matar	matar	matar	V;NFIN	V;NFIN
matar	matar	matar	matar	V;NFIN	V;NFIN
oficinas	gabinetes	oficina	gabinete	N;FEM;PL	N;MASC;PL
oficinas	escritórios	oficina	escritório	N;FEM;PL	N;MASC;PL
kong	kong	kong	kong	N;MASC;SG	N;MASC;SG
contemporánea	contemporâneo	contemporáneo	contemporâneo	ADJ;FEM;SG	ADJ;MASC;SG
disciplina	disciplina	disciplina	disciplina	N;FEM;SG	N;FEM;SG
cech	cech	cech	cech	N;MASC;SG	N;MASC;SG
aparecer	aparecendo	aparecer	aparecer	V;NFIN	V;V.MSDR
aparecer	aparecer	aparecer	aparecer	V;NFIN	V;NFIN
aparecer	aparecem	aparecer	aparecer	V;NFIN	V;IND;PL;3;PRS;FIN
gigante	gigante	gigante	gigante	N;SG	N;MASC;SG
gigante	giant	gigante	giant	N;SG	N;MASC;SG
revolucionario	revolucionária	revolucionario	revolucionário	ADJ;MASC;SG	ADJ;FEM;SG
revolucionario	revolucionário	revolucionario	revolucionário	ADJ;MASC;SG	ADJ;MASC;SG
obispos	bispos	obispo	bispo	N;MASC;PL	N;MASC;PL
sport	desporto	sport	desporto	N	N;MASC;SG
sport	esporte	sport	esporte	N	N;MASC;SG
participaciones	participações	participación	participação	N;FEM;PL	N;FEM;PL
participaciones	explorações	participación	exploração	N;FEM;PL	N;FEM;PL
participaciones	participações	participación	participação	N;FEM;PL	N;FEM;PL
candidatura	candidatura	candidatura	candidatura	N;FEM;SG	N;FEM;SG
candidatura	nomeação	candidatura	nomeação	N;FEM;SG	N;FEM;SG
cuadros	tabelas	cuadro	tabela	N;MASC;PL	N;FEM;PL
cuadros	mesas	cuadro	mesa	N;MASC;PL	N;FEM;PL
cuadros	quadros	cuadro	quadro	N;MASC;PL	N;MASC;PL
cuadros	pinturas	cuadro	pintura	N;MASC;PL	N;FEM;PL
cuadros	quadros	cuadro	quadro	N;MASC;PL	N;MASC;PL
cuadros	fotografias	cuadro	fotografia	N;MASC;PL	N;FEM;PL
cuadros	fotos	cuadro	foto	N;MASC;PL	N;FEM;PL
cuadros	imagens	cuadro	imagem	N;MASC;PL	N;FEM;PL
vegetación	vegetação	vegetación	vegetação	N;FEM;SG	N;FEM;SG
voluntad	will	voluntad	will	N;FEM;SG	N;MASC;SG
voluntad	vontade	voluntad	vontade	N;FEM;SG	N;FEM;SG
necesidades	necessidades	necesidad	necessidade	N;FEM;PL	N;FEM;PL
eliminar	eliminem	eliminar	eliminar	V;NFIN	V;SBJV;PL;3;PRS;FIN
eliminar	eliminar	eliminar	eliminar	V;NFIN	V;NFIN
eliminar	elimine	eliminar	eliminar	V;NFIN	V;SBJV;SG;3;PRS;FIN
eliminar	remova	eliminar	removo	V;NFIN	V;SBJV;SG;3;PRS;FIN
eliminar	remover	eliminar	remover	V;NFIN	V;NFIN
eliminar	eliminar	eliminar	eliminar	V;NFIN	V;NFIN
eliminar	apagar	eliminar	apagar	V;NFIN	V;NFIN
eliminar	excluir	eliminar	excluir	V;NFIN	V;NFIN
eliminar	apaga	eliminar	apagar	V;NFIN	V;IND;SG;3;PRS;FIN
eliminar	eliminar	eliminar	eliminar	V;NFIN	V;NFIN
vandalismo	vandalismo	vandalismo	vandalismo	N;MASC;SG	N;MASC;SG
france	franca	france	franca	N;FEM;SG	N;FEM;SG
france	frança	france	frança	N;FEM;SG	N;FEM;SG
científicamente	cientificamente	científicamente	cientificamente	ADV	ADV
cayó	caiu	caer	cair	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
cayó	caíu	caer	caíu	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
clasificado	nominal	clasificado	nominal	ADJ;MASC;SG;V.PTCP	ADJ;MASC;SG
clasificado	confidencial	clasificado	confidencial	ADJ;MASC;SG;V.PTCP	ADJ;MASC;SG
maestros	mestres	maestro	mestre	N;MASC;PL	N;MASC;PL
maestros	professoras	maestro	professora	N;MASC;PL	N;FEM;PL
maestros	professores	maestro	professor	N;MASC;PL	N;MASC;PL
negocio	negócio	negocio	negócio	N;MASC;SG	N;MASC;SG
mención	menção	mención	menção	N;FEM;SG	N;FEM;SG
mención	citação	mención	citação	N;FEM;SG	N;FEM;SG
escribe	escreve	escribir	escrever	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
escribe	escrever	escribir	escrever	V;IND;SG;3;PRS;FIN	V;NFIN
escribe	escreve	escribir	escrever	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
esfuerzos	esforços	esfuerzo	esforço	N;MASC;PL	N;MASC;PL
dolores	dores	dolor	dor	N;MASC;PL	N;FEM;PL
doña	dona	doña	dona	N;FEM;SG	N;FEM;SG
doña	donna	doña	donna	N;FEM;SG	N;FEM;SG
actuar	deliberando	actuar	deliberar	V;NFIN	V;V.MSDR
actuar	atuando	actuar	atuar	V;NFIN	V;V.MSDR
producciones	produções	producción	produção	N;FEM;PL	N;FEM;PL
necesita	precisa	necesitar	precisar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
necesita	precisa	necesitar	precisar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
necesita	necessita	necesitar	necessitar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
periódicos	jornais	periódico	jornal	N;MASC;PL	N;MASC;PL
periódicos	jornais	periódico	jornal	N;MASC;PL	N;MASC;PL
oviedo	oviedo	oviedo	oviedo	N;MASC;SG	N;MASC;SG
margarita	margaret	margarita	margaret	N;FEM;SG	N;FEM;SG
margarita	margarida	margarita	margarida	N;FEM;SG	N;FEM;SG
margarita	margarita	margarita	margarita	N;FEM;SG	N;FEM;SG
margarita	marguerite	margarita	marguerite	N;FEM;SG	N;FEM;SG
margarita	daisy	margarita	daisy	N;FEM;SG	N;MASC;SG
margarita	margarida	margarita	margarida	N;FEM;SG	N;FEM;SG
