jako	като	jako	като	CONJ	CONJ
vojáci	войници	voják	войник	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;PL
vojáci	войски	voják	войска	N;ANIM;NOM;MASC;PL;POS	N;INDF;FEM;PL
vojáci	военнослужещи	voják	военнослужещ	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;PL
vojáci	войници	voják	войник	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;PL
vzdálenost	дистанция	vzdálenost	дистанция	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
vzdálenost	разстояние	vzdálenost	разстояние	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
tažení	кампанията	tažení	кампания	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
tažení	кампания	tažení	кампания	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
okna	прозорци	okno	прозорец	N;NOM;NEUT;PL;POS	N;INDF;MASC;PL
okna	прозорците	okno	прозорец	N;NOM;NEUT;PL;POS	N;DEF;MASC;PL
ukazuje	показва	ukazovat	показвам-(се)	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
dvd	dvd	dvd	dvd	N;NOM;MASC;SG;POS	N;INDF;NEUT;SG
dvd	двд	dvd	двд	N;NOM;MASC;SG;POS	N;INDF;NEUT;SG
krajiny	пейзаж	krajina	пейзаж	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
posádka	екипаж	posádka	екипаж	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
čtvrté	четвърта	čtvrtý	четвърти	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
čtvrté	четвърто	čtvrtý	четвърти	ADJ;NOM;MASC;SG	ADJ;INDF;NEUT;SG
čtvrté	четвърти	čtvrtý	четвърти	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
doslova	буквално	doslova	буквално	ADV	ADV
dirigent	диригент	dirigent	диригент	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
dirigent	проводник	dirigent	проводник	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
tun	тонове	tuna	тон	N;GEN;FEM;PL;POS	N;INDF;MASC;PL
tun	тонове	tuna	тон	N;GEN;FEM;PL;POS	N;INDF;MASC;PL
obecné	обща	obecný	общ	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
zástupci	заместници	zástupce	заместник	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;PL
zástupci	депутати	zástupce	депутат	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;PL
zástupci	представителите	zástupce	представител	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
zástupci	представители	zástupce	представител	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;PL
serveru	сървър	server	сървър	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
vést	води	vést	водя	V;POS;NFIN	V;IPFV;IMP;SG;2;FIN
dokud	докато	dokud	докато	CONJ	CONJ
nemoci	заболявания	nemoc	заболяване	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
nemoci	заболявания	nemoc	заболяване	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
nemoci	болести	nemoc	болест	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
nemoci	заболявания	nemoc	заболяване	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
nemoci	болестите	nemoc	болест	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
nemoci	болести	nemoc	болест	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
nemoci	болести	nemoc	болест	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
nemoci	заболявания	nemoc	заболяване	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
jasně	ясно	jasně	ясно	ADV;POS	ADV
umělců	творци	umělec	творец	N;ANIM;GEN;MASC;PL;POS	N;INDF;MASC;PL
umělců	художници	umělec	художник	N;ANIM;GEN;MASC;PL;POS	N;INDF;MASC;PL
umělců	изпълнители	umělec	изпълнител	N;ANIM;GEN;MASC;PL;POS	N;INDF;MASC;PL
umělců	артисти	umělec	артист	N;ANIM;GEN;MASC;PL;POS	N;INDF;MASC;PL
mládež	младежта	mládež	младеж	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
mládež	младост	mládež	младост	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
mládež	младеж	mládež	младеж	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
mládež	младостта	mládež	младост	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
psaní	писане	psaní	писане	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
libreto	либрето	libreto	либре	N;NOM;NEUT;SG;POS	N;DEF;NEUT;SG
pop	поп	pop	поп	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
odpor	съпротива	odpor	съпротива	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
odpor	резистентност	odpor	резистентност	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
odpor	устойчивост	odpor	устойчивост	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
odpor	съпротивление	odpor	съпротивление	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
odpor	възражение	odpor	възражение	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
odpor	опозиция	odpor	опозиция	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
odpor	противопоставяне	odpor	противопоставяне	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
odpor	опозицията	odpor	опозиция	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
youtube	youtube	Youtube	youtube	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
symbol	символ	symbol	символ	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
fotbal	футбол	fotbal	футбол	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
fotbal	футбол	fotbal	футбол	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
blízko	близко	blízko	близък	ADV;POS	ADV
blízko	близо	blízko	близо	ADV;POS	ADV
blízko	близко	blízko	близък	ADV;POS	ADV
blízko	близо	blízko	близо	ADV;POS	ADV
srpen	август	srpen	август	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
srpen	август	srpen	август	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
krátký	къса	krátký	къс	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
krátký	кратка	krátký	кратък	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
krátký	кратък	krátký	кратък	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
úkol	назначение	úkol	назначение	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
úkol	задача	úkol	задача	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
úkol	задача	úkol	задача	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
úkol	задачата	úkol	задача	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
zaměstnání	работа	zaměstnání	работа	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
zaměstnání	йов	zaměstnání	йов	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
zaměstnání	заетост	zaměstnání	заетост	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
zaměstnání	професия	zaměstnání	професия	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
zaměstnání	окупация	zaměstnání	окупация	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
bratři	братя	bratr	брат	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;PL
značka	отбелязване	značka	отбелязване	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
značka	отбелязване	značka	отбелязване	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
značka	таг	značka	таг	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
značka	етикет	značka	етикет	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
značka	бранд	značka	бранд	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
značka	марката	značka	марка	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
značka	марка	značka	марка	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
vádí	уади	vádět	уади	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
pokračování	продължение	pokračování	продължение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
pokračování	продължаване	pokračování	продължаване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
pokračování	продължение	pokračování	продължение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
pokračování	продължение	pokračování	продължение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
pokračování	продължаване	pokračování	продължаване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
jinde	другаде	jinde	другаде	ADV	ADV
lesa	форест	les	форест	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
lesa	гора	les	гора	N;INAN;GEN;MASC;SG;POS	N;INDF;FEM;SG
výzbroj	въоръжение	výzbroj	въоръжение	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
výzbroj	въоръжение	výzbroj	въоръжение	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
server	сървър	server	сървър	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
ona	тя	on	аз	PRO;NOM;FEM;SG;3	PRO;NOM;FEM;SG;3
památník	мемориал	památník	мемориал	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
památník	паметник	památník	паметник	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
změn	промени	změna	промяна	N;GEN;FEM;PL;POS	N;INDF;FEM;PL
změn	промените	změna	промяна	N;GEN;FEM;PL;POS	N;DEF;FEM;PL
změn	изменения	změna	изменение	N;GEN;FEM;PL;POS	N;INDF;NEUT;PL
minimálně	минимално	minimálně	минимален	ADV;POS	ADV
veřejně	публично	veřejně	публично	ADV;POS	ADV
veřejně	обществено	veřejně	обществен	ADV;POS	ADV
veřejně	публично	veřejně	публично	ADV;POS	ADV
podporuje	насърчава	podporovat	насърчавам-(се)	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
podporuje	подкрепя	podporovat	подкрепя	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
podporuje	поддържа	podporovat	поддържам	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
diváci	зрители	divák	зрител	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;PL
diváci	зрители	divák	зрител	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;PL
diváci	зрителите	divák	зрител	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
rostoucí	изгряваща	rostoucí	изгрявам	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
zdi	стени	zeď	стена	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
zdi	стените	zeď	стена	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
senátu	сенат	senát	сенат	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
senátu	сената	senát	сенат	N;INAN;GEN;MASC;SG;POS	N;DEF;FEM;SG
senátu	сенатът	senát	сенат	N;INAN;GEN;MASC;SG;POS	N;DEF;MASC;SG
spartak	спартак	spartak	спартак	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
alexandra	александра	alexandra	александра	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
základ	фондация	základ	фондация	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
základ	основа	základ	основа	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
základ	основа	základ	основа	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
základ	база	základ	база	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
základ	основа	základ	основа	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
základ	основание	základ	основание	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
základ	база	základ	база	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
hesla	пароли	heslo	парола	N;NOM;NEUT;PL;POS	N;INDF;FEM;PL
hesla	паролите	heslo	парол	N;NOM;NEUT;PL;POS	N;DEF;FEM;PL
červenec	юли	červenec	юли	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
tratě	следите	trať	следя	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
tratě	писти	trať	пистя	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
tratě	следи	trať	следя	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
tratě	релси	trať	релса	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
tratě	линии	trať	линия	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
tratě	реплики	trať	реплика	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
tratě	редове	trať	ред	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
špatně	грешно	špatně	грешно	ADV;POS	ADV
mládeže	младежта	mládež	младеж	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
mládeže	младост	mládež	младост	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
mládeže	младеж	mládež	младеж	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
mládeže	младостта	mládež	младост	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
středně	средно	středně	средно	ADV;POS	ADV
středně	умерено	středně	умерено	ADV;POS	ADV
středně	умерено	středně	умерено	ADV;POS	ADV
nominace	номинация	nominace	номинация	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
nominace	номинацията	nominace	номинация	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
mladý	млада	mladý	млад	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
mladý	млад	mladý	млад	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
zemědělské	селскостопански	zemědělský	селскостопански	ADJ;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
zemědělské	селскостопанска	zemědělský	селскостопански	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
zemědělské	земеделски	zemědělský	земеделски	ADJ;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
správně	правилно	správně	правилно	ADV;POS	ADV
správně	правилно	správně	правилно	ADV;POS	ADV
získání	придобивка	získání	придобивка	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
získání	придобиване	získání	придобиване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
studovat	учи	studovat	уча-(се)	V;IPFV;POS;NFIN	V;IPFV;IMP;SG;2;FIN
nebezpečí	опасност	nebezpečí	опасност	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
nebezpečí	опасност	nebezpečí	опасност	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
nebezpečí	опастност	nebezpečí	опастност	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
koncert	концерт	koncert	концерт	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
koncert	концерт	koncert	концерт	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
varianty	вариации	varianta	вариация	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
varianty	варианти	varianta	вариант	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
stadionu	стадион	stadión	стадион	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
stadionu	стадиона	stadión	стадион	N;INAN;GEN;MASC;SG;POS	N;DEF;MASC;SG
expedice	експедиция	expedice	експедиция	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
institut	институт	institut	институт	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
institut	института	institut	институт	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
projekty	проекти	projekt	проект	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
průmysl	промишлеността	průmysl	промишленост	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
průmysl	индустрия	průmysl	индустрия	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
průmysl	промишленост	průmysl	промишленост	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
úrovně	равнище	úroveň	равнище	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
úrovně	ниво	úroveň	ниво	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
dub	quercus	dub	quercus	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
dub	дъб	dub	дъб	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
dub	дъб	dub	дъб	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
příběhy	истории	příběh	история	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;PL
příběhy	приказки	příběh	приказка	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;PL
příběhy	разкази	příběh	разказ	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
příběhy	истории	příběh	история	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;PL
příběhy	разкази	příběh	разказ	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
wikimedia	уикимедия	wikimedia	уикимедия	N;DAT;FEM;SG;POS	N;INDF;FEM;SG
prosinec	декември	prosinec	декември	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
prosinec	декември	prosinec	декември	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
prosinec	дек	prosinec	дек	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
členění	разбивка	členění	разбивка	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
členění	срив	členění	срив	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
podnikatel	предприемач	podnikatel	предприемач	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
podnikatel	бизнесмен	podnikatel	бизнесмен	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
připojení	свързване	připojení	свързване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
připojení	връзка	připojení	връзка	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
připojení	връзката	připojení	връзка	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
připojení	свързване	připojení	свързване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
hmotnosti	тегло	hmotnost	тегло	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
hmotnosti	тежест	hmotnost	тежест	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
hmotnosti	маса	hmotnost	маса	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
hmotnosti	литургия	hmotnost	литургия	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
dřeva	дърва	dřevo	дърво	N;NOM;NEUT;PL;POS	N;INDF;NEUT;PL
španělské	испанска	španělský	испански	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
španělské	испански	španělský	испански	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
kontrolu	контролиране	kontrola	контролиране	N;ACC;FEM;SG;POS	N;INDF;NEUT;SG
kontrolu	контрол	kontrola	контрол	N;ACC;FEM;SG;POS	N;INDF;MASC;SG
vyznamenání	медал	vyznamenání	медал	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
dramatik	драматург	dramatik	драматург	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
hotel	hotel	hotel	hotel	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
hotel	хотел	hotel	хотел	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
hotel	хотелът	hotel	хотел	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
srovnání	сравнение	srovnání	сравнение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
srovnání	сравняване	srovnání	сравняване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
dolů	долу	dolů	долу	ADV	ADV
dolů	надолу	dolů	надолу	ADV	ADV
komplex	комплекс	komplex	комплекс	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
pramení	произтича	pramenit	произтичам	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
koupil	купих	koupit	купя	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
koupil	купил	koupit	купя	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
tok	ток	tok	ток	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
tok	поток	tok	поток	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
rozsahu	мащаб	rozsah	мащаб	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
rozsahu	скала	rozsah	скала	N;INAN;GEN;MASC;SG;POS	N;INDF;FEM;SG
automaticky	автоматично	automaticky	автоматично	ADV;POS	ADV
automaticky	автоматично	automaticky	автоматично	ADV;POS	ADV
evropská	европейски	evropský	европейски	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
evropská	европейска	evropský	европейски	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
věty	фрази	věta	фразя	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
věty	изречения	věta	изрекение	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
věty	присъди	věta	присъд	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
muzeu	музей	muzeum	музей	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
uhlí	въглен	uhlí	въглен	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
uhlí	въглен	uhlí	въглен	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
životopis	биография	životopis	биография	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
životopis	биографията	životopis	биография	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
životopis	възобновяване	životopis	възобновяване	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
životopis	резюмето	životopis	резюме	N;INAN;NOM;MASC;SG;POS	N;DEF;NEUT;SG
vokály	вокали	vokál	вокал	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
přijetí	допускане	přijetí	допускане	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
přijetí	приемане	přijetí	приемане	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
přijetí	приемане	přijetí	приемане	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
přijetí	осиновяването	přijetí	осиновяване	N;NOM;NEUT;SG;POS	N;DEF;NEUT;SG
přijetí	приемане	přijetí	приемане	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
přijetí	осиновяване	přijetí	осиновяване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
přijetí	приемане	přijetí	приемане	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
smlouva	договор	smlouva	договор	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
smlouva	договор	smlouva	договор	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
tabulky	таблици	tabulka	таблица	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
tabulky	маси	tabulka	маса	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
tabulky	диаграми	tabulka	диаграма	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
podoba	прилика	podoba	прилика	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
podoba	прилика	podoba	прилика	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
úřady	властите	úřad	власт	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
úřady	власти	úřad	власт	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;PL
úřady	органи	úřad	орган	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
definice	дефиниция	definice	дефиниция	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
definice	определение	definice	определение	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
tony	тони	ton	тони	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
skutečnost	реалност	skutečnost	реалност	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
skutečnost	действителността	skutečnost	действителност	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
skutečnost	реалността	skutečnost	реалност	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
skutečnost	действителност	skutečnost	действителност	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
sexuální	сексуален	sexuální	сексуален	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
sexuální	сексуална	sexuální	сексуален	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
instituce	институциите	instituce	институция	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
instituce	институции	instituce	институция	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
fyzik	физик	fyzik	физик	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
filosofie	философия	filozofie	философия	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
filosofie	философията	filozofie	философия	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
noční	нощна	noční	нощен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
přijat	осиновен	přijatý	осиновя-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;INDF;MASC;SG
přijat	осиновена	přijatý	осиновя-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;SG
jádra	ядра	jádro	ядър	N;NOM;NEUT;PL;POS	N;INDF;NEUT;PL
jádra	ядра	jádro	ядър	N;NOM;NEUT;PL;POS	N;INDF;NEUT;PL
komentáře	забележки	komentář	забележка	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;PL
komentáře	коментари	komentář	коментар	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
komentáře	мнения	komentář	мнение	N;INAN;NOM;MASC;PL;POS	N;INDF;NEUT;PL
vojenská	военен	vojenský	военен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
vojenská	военна	vojenský	военен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
středisko	център	středisko	център	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
fronta	опашка	fronta	опашка	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
fronta	опашката	fronta	опашка	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
fronta	фронт	fronta	фронт	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
jednoduché	прост	jednoduchý	прост	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;MASC;SG
jednoduché	проста	jednoduchý	прост	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
řad	редове	řada	ред	N;GEN;FEM;PL;POS	N;INDF;MASC;PL
internet	интернет	internet	интернет	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
demokratické	демократичен	demokratický	демократичен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;MASC;SG
demokratické	демократична	demokratický	демократичен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
městský	градска	městský	градски	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
