yang	это	yang	это	PRO	PRO;INAN;NOM;NEUT;SG
formal	формальные	formal	формальный	ADJ	ADJ;NOM;PL
perlawanan	сопротивления	perlawanan	сопротивление	N;SG	N;INAN;NOM;NEUT;SG
perlawanan	сопротивление	perlawanan	сопротивление	N;SG	N;INAN;NOM;NEUT;SG
terbukti	доказана	terbukti	доказать	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
terbukti	доказано	terbukti	доказать	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
terbukti	доказано	terbukti	доказать	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
betina	женщина	betina	женщина	N;SG	N;ANIM;NOM;FEM;SG
pameran	выставка	pameran	выставка	N;SG	N;INAN;NOM;FEM;SG
pameran	экспо	pameran	экспо	N;SG	N;INAN;NOM;MASC;SG
pameran	выставка	pameran	выставка	N;SG	N;INAN;NOM;FEM;SG
mengungkapkan	раскрывает	menungkapkan	раскрывать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mengungkapkan	выразить	menungkapkan	выразить	V;SG;ACT	V;PFV;NFIN;ACT
mengungkapkan	выражает	menungkapkan	выражать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
memahami	понимает	menpahami	понимать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
memahami	пойми	menpahami	пойми	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
memahami	понимаю	menpahami	понимать	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
memahami	понять	menpahami	понять	V;SG;ACT	V;PFV;NFIN;ACT
peninggalan	реликвия	pentinggalan	реликвия	N;SG	N;INAN;NOM;FEM;SG
kontribusi	взнос	kontribusi	взнос	N;SG	N;INAN;NOM;MASC;SG
kontribusi	вклад	kontribusi	вклад	N;SG	N;INAN;NOM;MASC;SG
kontribusi	вклад	kontribusi	вклад	N;SG	N;INAN;NOM;MASC;SG
mengenakan	носил	menkenakan	носить	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
mengenakan	носила	menkenakan	носить	V;SG;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
dicatat	записано	dicatat	записать	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
platform	платформу	platform	платформа	N	N;INAN;ACC;FEM;SG
platform	платформы	platform	платформа	N	N;INAN;NOM;FEM;PL
platform	платформа	platform	платформа	N	N;INAN;NOM;FEM;SG
platform	платформ	platform	платформа	N	N;INAN;GEN;FEM;PL
platform	платформы	platform	платформа	N	N;INAN;NOM;FEM;PL
kamp	кэмп	kamp	кэмп	N;SG	N;INAN;NOM;MASC;SG
kamp	лагерь	kamp	лагерь	N;SG	N;INAN;NOM;MASC;SG
kekayaan	богатство	kekayaan	богатство	N;SG	N;INAN;NOM;NEUT;SG
kekayaan	богатство	kekayaan	богатство	N;SG	N;INAN;NOM;NEUT;SG
kekayaan	богатство	kekayaan	богатство	N;SG	N;INAN;NOM;NEUT;SG
baris	строка	baris	строка	N;SG	N;INAN;NOM;FEM;SG
baris	линия	baris	линия	N;SG	N;INAN;NOM;FEM;SG
baris	ряд	baris	ряд	N;SG	N;INAN;NOM;MASC;SG
baris	строка	baris	строка	N;SG	N;INAN;NOM;FEM;SG
jahat	плохо	jahat	плохой	ADJ;SG	ADJ;NEUT;SG
jahat	плохой	jahat	плохой	ADJ;SG	ADJ;NOM;MASC;SG
jahat	плохая	jahat	плохой	ADJ;SG	ADJ;NOM;FEM;SG
jahat	злой	jahat	злой	ADJ;SG	ADJ;NOM;MASC;SG
jahat	злая	jahat	злой	ADJ;SG	ADJ;NOM;FEM;SG
jahat	злой	jahat	злой	ADJ;SG	ADJ;NOM;MASC;SG
jahat	злая	jahat	злой	ADJ;SG	ADJ;NOM;FEM;SG
pembukaan	открытие	penbukaan	открытие	N;SG	N;INAN;NOM;NEUT;SG
dilarang	запрещена	dilarang	запретить	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
dilarang	запрещается	dilarang	запрещать	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
dilarang	запрещено	dilarang	запретить	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
dilarang	запрещается	dilarang	запрещать	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
dilarang	запрещена	dilarang	запретить	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
dilarang	запрещено	dilarang	запретить	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
dilarang	запрещена	dilarang	запретить	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
dilarang	запрещен	dilarang	запретить	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
dilarang	запрещено	dilarang	запретить	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
perbaikan	ремонт	perbaikan	ремонт	N;SG	N;INAN;NOM;MASC;SG
perbaikan	ремонт	perbaikan	ремонт	N;SG	N;INAN;NOM;MASC;SG
perbaikan	совершенствование	perbaikan	совершенствование	N;SG	N;INAN;NOM;NEUT;SG
perbaikan	улучшение	perbaikan	улучшение	N;SG	N;INAN;NOM;NEUT;SG
perbaikan	улучшение	perbaikan	улучшение	N;SG	N;INAN;NOM;NEUT;SG
sayang	солнышко	sayang	солнышко	N;SG	N;INAN;NOM;NEUT;SG
sayang	мед	sayang	мед	N;SG	N;INAN;NOM;MASC;SG
sayang	дорогой	sayang	дорога	N;SG	N;INAN;NOM;MASC;SG
sayang	ребёнок	sayang	ребёнок	N;SG	N;ANIM;NOM;MASC;SG
sayang	малышка	sayang	малышка	N;SG	N;ANIM;NOM;FEM;SG
sayang	детка	sayang	детка	N;SG	N;INAN;NOM;FEM;SG
sayang	малыш	sayang	малыш	N;SG	N;ANIM;NOM;MASC;SG
sayang	дорогой	sayang	дорога	N;SG	N;INAN;NOM;MASC;SG
bunuh	убей	bunuh	убить	V;SG;ACT	V;IPFV;IMP;SG;2;FIN;ACT
bunuh	убивать	bunuh	убивать	V;SG;ACT	V;IPFV;NFIN;ACT
bunuh	убить	bunuh	убить	V;SG;ACT	V;PFV;NFIN;ACT
penyair	поэт	penyair	поэт	N	N;ANIM;NOM;MASC;SG
penyair	поэта	penyair	поэт	N	N;ANIM;ACC;MASC;SG
penyair	поэтов	penyair	поэт	N	N;ANIM;GEN;MASC;PL
penyair	бард	penyair	барда	N	N;ANIM;NOM;MASC;SG
pendudukan	оккупация	pendudukan	оккупация	N;SG	N;INAN;NOM;FEM;SG
pendudukan	профессия	pendudukan	профессия	N;SG	N;INAN;NOM;FEM;SG
institusi	учреждение	institusi	учреждение	N;SG	N;INAN;NOM;NEUT;SG
institusi	институт	institusi	институт	N;SG	N;INAN;NOM;MASC;SG
konsentrasi	концентрация	konsentrasi	концентрация	N;SG	N;INAN;NOM;FEM;SG
konsentrasi	сосредоточение	konsentrasi	сосредоточение	N;SG	N;INAN;NOM;NEUT;SG
pers	пресса	pers	пресса	N;SG	N;INAN;NOM;FEM;SG
pers	пресс	pers	пресс	N;SG	N;INAN;NOM;MASC;SG
mineral	минералов	mineral	минерал	N	N;INAN;GEN;MASC;PL
terkemuka	ведущий	terkemuka	ведущий	N;SG;PASS	N;ANIM;NOM;MASC;SG
mengaku	признала	menkaku	признать	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
mengaku	признал	menkaku	признать	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
ujian	проверка	ujian	проверка	N;SG	N;INAN;NOM;FEM;SG
ujian	тест	ujian	тест	N;SG	N;INAN;NOM;MASC;SG
ujian	испытание	ujian	испытание	N;SG	N;INAN;NOM;NEUT;SG
ujian	экзамен	ujian	экзамен	N;SG	N;INAN;NOM;MASC;SG
pengertian	понятие	pengertian	понятие	N;SG	N;INAN;NOM;NEUT;SG
pengertian	понимание	pengertian	понимание	N;SG	N;INAN;NOM;NEUT;SG
pengertian	взаимопонимание	pengertian	взаимопонимание	N;SG	N;INAN;NOM;NEUT;SG
pengertian	понимания	pengertian	понимание	N;SG	N;INAN;GEN;NEUT;SG
melaporkan	сообщил	menlaporkan	сообщить	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
klasifikasi	классификация	klasifikasi	классификация	N;SG	N;INAN;NOM;FEM;SG
menuntut	требовала	mentuntut	требовать	V;SG;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
menuntut	потребовал	mentuntut	требовать	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
menuntut	требовал	mentuntut	требовать	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
menuntut	требуя	mentuntut	требовать	V;SG;ACT	V;IPFV;PRS;V.CVB;ACT
menuntut	потребовать	mentuntut	требовать	V;SG;ACT	V;PFV;NFIN;ACT
perumahan	жилье	penrumahan	жилье	N;SG	N;INAN;NOM;NEUT;SG
perumahan	поместье	penrumahan	поместье	N;SG	N;INAN;NOM;NEUT;SG
bergantung	зависит	bergantung	зависеть	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
bergantung	смотря	bergantung	смотреть	V;SG;ACT	V;IPFV;PRS;V.CVB;ACT
rider	всадник	rider	всадник	N	N;ANIM;NOM;MASC;SG
rider	райдер	rider	райдер	N	N;ANIM;NOM;MASC;SG
akun	счёт	akun	счет	N;SG	N;INAN;NOM;MASC;SG
akun	аккаунт	akun	аккаунт	N;SG	N;INAN;NOM;MASC;SG
akun	счет	akun	счет	N;SG	N;INAN;NOM;MASC;SG
kau	тебя	kau	ты	PRO;SG;2;INFM	PRO;ACC;SG;2
kau	ты	kau	ты	PRO;SG;2;INFM	PRO;NOM;SG;2
hasilnya	результат	hasil	результат	N;SG	N;INAN;NOM;MASC;SG
aktivis	активист	aktivis	активист	N;SG	N;ANIM;NOM;MASC;SG
ritual	ритуал	ritual	ритуал	N	N;INAN;NOM;MASC;SG
ritual	ритуалы	ritual	ритуал	N	N;INAN;NOM;MASC;PL
ekspedisi	экспедиции	ekspedisi	экспедиция	N	N;INAN;NOM;FEM;PL
ekspedisi	экспедиция	ekspedisi	экспедиция	N	N;INAN;NOM;FEM;SG
ekspedisi	экспедиции	ekspedisi	экспедиция	N	N;INAN;NOM;FEM;PL
robot	робот	robot	робот	N;SG	N;ANIM;NOM;MASC;SG
direncanakan	планируется	direncanakan	планировать	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
direncanakan	запланированная	direncanakan	планировать	V;SG;PASS	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
direncanakan	запланировано	direncanakan	планировать	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
kekalahan	поражение	kekalahan	поражение	N;SG	N;INAN;NOM;NEUT;SG
lingkaran	круг	lingkaran	круг	N;SG	N;INAN;NOM;MASC;SG
rawa	болото	rawa	болото	N;SG	N;INAN;NOM;NEUT;SG
rawa	марш	rawa	марш	N;SG	N;INAN;NOM;MASC;SG
pramuka	скаут	pramuka	скауть	N	N;ANIM;NOM;MASC;SG
pramuka	скаутов	pramuka	скаут	N	N;ANIM;GEN;MASC;PL
paket	пакет	paket	пакет	N;SG	N;INAN;NOM;MASC;SG
paket	упаковка	paket	упаковка	N;SG	N;INAN;NOM;FEM;SG
paket	посылка	paket	посылка	N;SG	N;INAN;NOM;FEM;SG
paket	пакет	paket	пакет	N;SG	N;INAN;NOM;MASC;SG
paket	стая	paket	стая	N;SG	N;INAN;NOM;FEM;SG
peneliti	исследователь	penteliti	исследователь	N;SG	N;ANIM;NOM;MASC;SG
derajat	степень	derajat	степень	N;SG	N;INAN;NOM;FEM;SG
mengganti	заменяет	menganti	заменять	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mengganti	заменить	menganti	заменить	V;SG;ACT	V;PFV;NFIN;ACT
mengganti	заменять	menganti	заменять	V;SG;ACT	V;IPFV;NFIN;ACT
kritik	критика	kritik	критика	N;SG	N;INAN;NOM;FEM;SG
kritik	критику	kritik	критика	N;SG	N;INAN;ACC;FEM;SG
kritik	критик	kritik	критик	N;SG	N;INAN;NOM;MASC;SG
kritik	критика	kritik	критика	N;SG	N;INAN;NOM;FEM;SG
disertai	сопровождал	disertai	сопровождать	V	V;IPFV;MASC;IND;SG;PST;FIN;ACT
disertai	сопровождали	disertai	сопровождать	V	V;IPFV;IND;PL;PST;FIN;ACT
jumat	пятницу	jumat	пятница	N;SG	N;INAN;ACC;FEM;SG
jumat	пятница	jumat	пятница	N;SG	N;INAN;NOM;FEM;SG
kandang	клетка	kandang	клетка	N;SG	N;INAN;NOM;FEM;SG
kandang	клетку	kandang	клетка	N;SG	N;INAN;ACC;FEM;SG
kandang	питомник	kandang	питомник	N;SG	N;INAN;NOM;MASC;SG
bakat	талант	bakat	талант	N;SG	N;INAN;NOM;MASC;SG
bakat	чутье	bakat	чутье	N;SG	N;INAN;NOM;NEUT;SG
portal	порталы	portal	портал	N	N;INAN;NOM;MASC;PL
portal	портал	portal	портать	N	N;INAN;NOM;MASC;SG
memperbaiki	исправить	menperbaiki	исправить	V;SG;ACT	V;PFV;NFIN;ACT
memperbaiki	починить	menperbaiki	починить	V;SG;ACT	V;PFV;NFIN;ACT
bait	приманку	bait	приманка	N;SG	N;INAN;ACC;FEM;SG
bait	приманка	bait	приманка	N;SG	N;INAN;NOM;FEM;SG
menunggu	жду	mentunggu	ждать	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
menunggu	ждать	mentunggu	ждать	V;SG;ACT	V;IPFV;NFIN;ACT
membayar	платит	menbayar	платить	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
membayar	платить	menbayar	платить	V;SG;ACT	V;IPFV;NFIN;ACT
membayar	оплатить	menbayar	оплатить	V;SG;ACT	V;PFV;NFIN;ACT
membayar	платить	menbayar	платить	V;SG;ACT	V;IPFV;NFIN;ACT
membayar	заплатить	menbayar	платить	V;SG;ACT	V;PFV;NFIN;ACT
membayar	платит	menbayar	платить	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
membayar	оплачивает	menbayar	оплачивать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
monarki	монарх	monarki	монарх	N;SG	N;ANIM;NOM;MASC;SG
mitra	партнер	mitra	партнер	N;SG	N;ANIM;NOM;MASC;SG
mitra	напарник	mitra	напарник	N;SG	N;ANIM;NOM;MASC;SG
mitra	партнёр	mitra	партнёр	N;SG	N;ANIM;NOM;MASC;SG
gerak	ходатайство	gerak	ходатайство	N;SG;ACT	N;INAN;NOM;NEUT;SG
gerak	движение	gerak	движение	N;SG;ACT	N;INAN;NOM;NEUT;SG
gerak	жест	gerak	жест	N;SG;ACT	N;INAN;NOM;MASC;SG
pengobatan	лечение	penobatan	лечение	N;SG	N;INAN;NOM;NEUT;SG
pengobatan	обращение	penobatan	обращение	N;SG	N;INAN;NOM;NEUT;SG
barisan	опознание	barisan	опознание	N;SG	N;INAN;NOM;NEUT;SG
cairan	жидкость	cairan	жидкость	N;SG	N;INAN;NOM;FEM;SG
cairan	жидкость	cairan	жидкость	N;SG	N;INAN;NOM;FEM;SG
berpikir	думаю	berpikir	думать	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
berpikir	думал	berpikir	думать	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
berpikir	думай	berpikir	думать	V;SG;ACT	V;IPFV;IMP;SG;2;FIN;ACT
keadilan	справедливость	keadilan	справедливость	N;SG	N;INAN;NOM;FEM;SG
keadilan	правосудие	keadilan	правосудие	N;SG	N;INAN;NOM;NEUT;SG
keadilan	справедливость	keadilan	справедливость	N;SG	N;INAN;NOM;FEM;SG
dna	днк	dna	днк	N;SG	N;INAN;NOM;FEM;SG
wawancara	собеседование	wawancara	собеседование	N;SG	N;INAN;NOM;NEUT;SG
wawancara	интервью	wawancara	интервью	N;SG	N;INAN;NOM;NEUT;SG
wawancara	беседа	wawancara	беседа	N;SG	N;INAN;NOM;FEM;SG
wawancara	интервью	wawancara	интервью	N;SG	N;INAN;NOM;NEUT;SG
organisme	организм	organisme	организм	N;SG	N;INAN;NOM;MASC;SG
organisme	организма	organisme	организм	N;SG	N;INAN;GEN;MASC;SG
amat	амат	amat	амат		
soundtrack	саундтрек	soundtrack	саундтрек	N	N;INAN;NOM;MASC;SG
kemajuan	прогресс	kemajuan	прогресс	N;SG	N;INAN;NOM;MASC;SG
karakteristik	характеристика	karakteristik	характеристика	N;SG	N;INAN;NOM;FEM;SG
tetangga	соседка	tetangga	соседка	N;SG	N;ANIM;NOM;FEM;SG
tetangga	сосед	tetangga	сосед	N;SG	N;ANIM;NOM;MASC;SG
tetangga	соседка	tetangga	соседка	N;SG	N;ANIM;NOM;FEM;SG
tetangga	сосед	tetangga	сосед	N;SG	N;ANIM;NOM;MASC;SG
gen	ген	gen	ген	N;SG	N;INAN;NOM;MASC;SG
gen	гена	gen	ген	N;SG	N;INAN;GEN;MASC;SG
soeharto	сухарто	soeharto	сухарто	N	N;INAN;NOM;MASC;SG
pemukiman	урегулирование	penmukiman	урегулирование	N;SG	N;INAN;NOM;NEUT;SG
pemukiman	поселение	penmukiman	поселение	N;SG	N;INAN;NOM;NEUT;SG
pemukiman	урегулирования	penmukiman	урегулирование	N;SG	N;INAN;NOM;NEUT;SG
persiapan	подготовка	persiapan	подготовка	N;SG	N;INAN;NOM;FEM;SG
persiapan	подготовка	persiapan	подготовка	N;SG	N;INAN;NOM;FEM;SG
persiapan	приготовление	persiapan	приготовление	N;SG	N;INAN;NOM;NEUT;SG
perawatan	лечение	penrawatan	лечение	N;SG	N;INAN;NOM;NEUT;SG
perawatan	лечение	penrawatan	лечение	N;SG	N;INAN;NOM;NEUT;SG
perawatan	обращение	penrawatan	обращение	N;SG	N;INAN;NOM;NEUT;SG
perawatan	поддержание	penrawatan	поддержание	N;SG	N;INAN;NOM;NEUT;SG
perawatan	ведение	penrawatan	ведение	N;SG	N;INAN;NOM;NEUT;SG
perawatan	ухода	penrawatan	уход	N;SG	N;INAN;GEN;MASC;SG
perawatan	забота	penrawatan	забота	N;SG	N;INAN;NOM;FEM;SG
perawatan	уход	penrawatan	уход	N;SG	N;INAN;NOM;MASC;SG
berbagi	разделяет	berbagi	разделять	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
berbagi	разделить	berbagi	разделить	V;SG;ACT	V;PFV;NFIN;ACT
berbagi	разделяет	berbagi	разделять	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
dilaporkan	сообщалось	dilaporkan	сообщать	V;SG;PASS	V;IPFV;NEUT;IND;SG;PST;FIN;PASS
dilaporkan	сообщено	dilaporkan	сообщить	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
dilaporkan	сообщается	dilaporkan	сообщать	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
bambu	бамбук	bambu	бамбук	N	N;INAN;NOM;MASC;SG
perkiraan	смета	perkiraan	смет	N;SG	N;INAN;NOM;FEM;SG
perkiraan	смета	perkiraan	смет	N;SG	N;INAN;NOM;FEM;SG
persamaan	равенство	persamaan	равенство	N;SG	N;INAN;NOM;NEUT;SG
persamaan	равноправие	persamaan	равноправие	N;SG	N;INAN;NOM;NEUT;SG
persamaan	уравнение	persamaan	уравнение	N;SG	N;INAN;NOM;NEUT;SG
persamaan	сходство	persamaan	сходство	N;SG	N;INAN;NOM;NEUT;SG
kebiasaan	привычка	kebiasaan	привычка	N;SG	N;INAN;NOM;FEM;SG
insiden	инцидента	insiden	инцидент	N;SG	N;INAN;GEN;MASC;SG
insiden	инцидент	insiden	инцидент	N;SG	N;INAN;NOM;MASC;SG
insiden	происшествие	insiden	происшествие	N;SG	N;INAN;NOM;NEUT;SG
evolusi	эволюция	evolusi	эволюция	N;SG	N;INAN;NOM;FEM;SG
evolusi	эволюции	evolusi	эволюция	N;SG	N;INAN;NOM;FEM;SG
viii	viii	viii	viii	NUM	NUM
fase	этапе	fase	этап	N	N;INAN;ESS;MASC;SG
fase	стадия	fase	стадия	N	N;INAN;NOM;FEM;SG
fase	фаза	fase	фаза	N	N;INAN;NOM;FEM;SG
fase	этап	fase	этап	N	N;INAN;NOM;MASC;SG
codex	кодекс	codex	кодекс	N	N;INAN;NOM;MASC;SG
peluncuran	запуск	penluncuran	запуск	N;SG	N;INAN;NOM;MASC;SG
peluncuran	пуск	penluncuran	пуск	N;SG	N;INAN;NOM;MASC;SG
berturut	последовательно	berturut	последовательно	ADV;SG;ACT	ADV
fenomena	феномен	fenomena	феномен	N;SG	N;INAN;NOM;MASC;SG
fenomena	явление	fenomena	явление	N;SG	N;INAN;NOM;NEUT;SG
fenomena	феномен	fenomena	феномен	N;SG	N;INAN;NOM;MASC;SG
semesta	вселенная	semesta	вселенная	N;SG	N;INAN;NOM;FEM;SG
semesta	вселенной	semesta	вселенная	N;SG	N;INAN;NOM;FEM;SG
dimakamkan	похоронен	dimakamkan	хоронить	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
singkatan	сокращение	singkatan	сокращение	N;SG	N;INAN;NOM;NEUT;SG
kombinasi	сочетании	kombinasi	сочетание	N;SG	N;INAN;ESS;NEUT;SG
kombinasi	комбинация	kombinasi	комбинация	N;SG	N;INAN;NOM;FEM;SG
kombinasi	сочетание	kombinasi	сочетание	N;SG	N;INAN;NOM;NEUT;SG
kombinasi	сочетании	kombinasi	сочетание	N;SG	N;INAN;ESS;NEUT;SG
kombinasi	комбинация	kombinasi	комбинация	N;SG	N;INAN;NOM;FEM;SG
kombinasi	комбо	kombinasi	комбо	N;SG	N;INAN;NOM;MASC;SG
infeksi	инфекция	infeksi	инфекция	N;SG	N;INAN;NOM;FEM;SG
player	игрок	player	игрок	N	N;ANIM;NOM;MASC;SG
player	проигрыватель	player	проигрыватель	N	N;INAN;NOM;MASC;SG
percobaan	эксперимент	percobaan	эксперимент	N;SG	N;INAN;NOM;MASC;SG
penutup	закрытие	pentutup	закрытие	N;SG	N;INAN;NOM;NEUT;SG
penutup	прикрытие	pentutup	прикрытие	N;SG	N;INAN;NOM;NEUT;SG
penutup	обложка	pentutup	обложка	N;SG	N;INAN;NOM;FEM;SG
penutup	обложку	pentutup	обложка	N;SG	N;INAN;ACC;FEM;SG
investasi	инвестирование	investasi	инвестирование	N;SG	N;INAN;NOM;NEUT;SG
investasi	инвестирование	investasi	инвестирование	N;SG	N;INAN;NOM;NEUT;SG
malaikat	анхель	malaikat	анхель	N;SG	N;INAN;NOM;MASC;SG
malaikat	ангел	malaikat	ангел	N;SG	N;ANIM;NOM;MASC;SG
malaikat	ангела	malaikat	ангел	N;SG	N;ANIM;NOM;MASC;SG
hadits	хадис	hadits	хадис	N	N;INAN;NOM;MASC;SG
pengawasan	надзор	penkawasan	надзор	N;SG	N;INAN;NOM;MASC;SG
pengawasan	надзора	penkawasan	надзор	N;SG	N;INAN;GEN;MASC;SG
pengawasan	наблюдение	penkawasan	наблюдение	N;SG	N;INAN;NOM;NEUT;SG
perikanan	рыболовство	perikanan	рыболовство	N;SG	N;INAN;NOM;NEUT;SG
perikanan	рыболовства	perikanan	рыболовство	N;SG	N;INAN;NOM;NEUT;SG
perikanan	рыболовство	perikanan	рыболовство	N;SG	N;INAN;NOM;NEUT;SG
perikanan	рыболовства	perikanan	рыболовство	N;SG	N;INAN;NOM;NEUT;SG
perikanan	рыбалка	perikanan	рыбалка	N;SG	N;INAN;NOM;FEM;SG
pakar	эксперта	pakar	эксперт	N;SG	N;ANIM;GEN;MASC;SG
pakar	эксперт	pakar	эксперт	N;SG	N;ANIM;NOM;MASC;SG
medis	медик	medis	медик	N;SG	N;ANIM;NOM;MASC;SG
pemegang	держатель	penpegang	держатель	N;SG	N;INAN;NOM;MASC;SG
meriam	пушка	meriam	пушка	N;SG	N;INAN;NOM;FEM;SG
sabtu	сб	sabtu	сбать	N;SG	N;INAN;NOM;MASC;SG
sabtu	суббота	sabtu	суббота	N;SG	N;INAN;NOM;FEM;SG
sabtu	субботу	sabtu	суббота	N;SG	N;INAN;ACC;FEM;SG
mulut	рот	mulut	рот	N;SG	N;INAN;NOM;MASC;SG
muka	лицом	muka	лицо	N;SG	N;INAN;INS;NEUT;SG
muka	лицо	muka	лицо	N;SG	N;INAN;NOM;NEUT;SG
baca	читай	baca	читай	V;SG;ACT	V;IPFV;IMP;SG;2;FIN;ACT
baca	прочитать	baca	прочесть	V;SG;ACT	V;PFV;NFIN;ACT
baca	прочесть	baca	прочесть	V;SG;ACT	V;PFV;NFIN;ACT
baca	читать	baca	читать	V;SG;ACT	V;IPFV;NFIN;ACT
vokalis	вокалист	vokalis	вокалист	N;SG	N;ANIM;NOM;MASC;SG
kriteria	критерий	kriteria	критерий	N;SG	N;INAN;NOM;MASC;SG
produsen	производитель	produsen	производитель	N;SG	N;ANIM;NOM;MASC;SG
produsen	продюсер	produsen	продюсер	N;SG	N;ANIM;NOM;MASC;SG
produsen	изготовитель	produsen	изготовитель	N;SG	N;ANIM;NOM;MASC;SG
produsen	производитель	produsen	производитель	N;SG	N;ANIM;NOM;MASC;SG
produsen	изготовителем	produsen	изготовитель	N;SG	N;ANIM;INS;MASC;SG
ribuan	тысяча	ribuan	тысяча	N;SG	N;INAN;NOM;FEM;SG
tembok	стена	tembok	стена	N;SG	N;INAN;NOM;FEM;SG
tembok	стене	tembok	стена	N;SG	N;INAN;DAT;FEM;SG
tembok	уолл	tembok	уолл	N;SG	N;INAN;NOM;MASC;SG
pembelajaran	обучения	penbelajaran	обучение	N;SG	N;INAN;GEN;NEUT;SG
pembelajaran	обучение	penbelajaran	обучение	N;SG	N;INAN;NOM;NEUT;SG
kebangsaan	гражданство	kebangsaan	гражданство	N;SG	N;INAN;NOM;NEUT;SG
kebangsaan	национальность	kebangsaan	национальность	N;SG	N;INAN;NOM;FEM;SG
kebangsaan	гражданства	kebangsaan	гражданство	N;SG	N;INAN;GEN;NEUT;SG
tertutup	закрыта	tertutup	закрыть	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
tertutup	закрыто	tertutup	закрыть	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
tertutup	закрытая	tertutup	закрытый	V;SG;PASS	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
tertutup	закрытое	tertutup	закрытый	V;SG;PASS	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
terjual	продается	terjual	продаваться	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
terjual	продано	terjual	продать	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
terjual	продана	terjual	продать	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
terjual	продан	terjual	продать	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
bursa	бурса	bursa	бурс	N;SG	N;INAN;NOM;FEM;SG
bursa	наличии	bursa	наличие	N;SG	N;INAN;ESS;NEUT;SG
bursa	биржа	bursa	биржа	N;SG	N;INAN;NOM;FEM;SG
bursa	обмен	bursa	обмен	N;SG	N;INAN;NOM;MASC;SG
roti	хлеба	roti	хлеб	N;SG	N;INAN;GEN;MASC;SG
roti	хлеб	roti	хлеб	N;SG	N;INAN;NOM;MASC;SG
organ	орган	organ	орган	N;SG	N;INAN;NOM;MASC;SG
ham	ветчина	ham	ветчина	N;SG	N;INAN;NOM;FEM;SG
anggur	виноград	anggur	виноград	N;SG	N;INAN;NOM;MASC;SG
