szkła	glas	szkło	glas	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
rakieta	raket	rakieta	rak	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
rakieta	rocket	rakieta	rock	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
rakieta	missil	rakieta	missil	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rakieta	robot	rakieta	robot	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
podanie	applikation	podanie	applikation	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
podanie	ansökan	podanie	ansökan	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;DEF;MASC+FEM;SG
podanie	tillämpning	podanie	tillämpning	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
akademickie	akademisk	akademicki	akademisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
akademickie	akademiskt	akademicki	akademisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
dialogi	dialoger	dialoga	dialog	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
lekki	ljust	lekki	ljust	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
basen	poolen	basen	pool	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
basen	pool	basen	pool	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
basen	biljard	basen	biljard	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
owoc	frukt	owoc	frukt	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zasoby	resurser	zasóba	resurs	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
zasoby	lager	zasóba	lag	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
modlitwa	bön	modlitwa	bön	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rasa	släkte	rasa	släkte	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
rasa	ras	rasa	ras	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rasa	lopp	rasa	lopp	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
rasa	race	rasa	race	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
rasa	ras	rasa	ras	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rasa	tävling	rasa	tävling	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tymczasowy	tillfällig	tymczasowy	tillfällig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
tymczasowy	temporär	tymczasowy	temporär	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
tymczasowy	preliminär	tymczasowy	preliminär	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
tymczasowy	provisoriskt	tymczasowy	provisorisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
satelita	satellit	satelita	satellit	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
satelita	satelliten	satelita	satelliten	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
królowie	kungar	król	kung	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
królowie	konungar	król	konung	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
królowie	kungarna	król	kung	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
pomógł	hjälpte	pomóc	hjälpa	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
pomógł	hjälpt	pomóc	hjälpa	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.CVB;ACT
dyskografia	diskografi	dyskografia	diskografi	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
koń	hästen	koń	häst	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
koń	häst	koń	häst	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
proponuje	föreslår	proponować	föreslå	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
uderzenie	impact	uderzenie	impact	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
uderzenie	inverkan	uderzenie	inverkan	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
uderzenie	påverkan	uderzenie	påverkan	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
uderzenie	träff	uderzenie	träff	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zmniejsza	reducerar	zmniejszać	reducera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
zmniejsza	minskar	zmniejszać	minska	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
zmniejsza	minskar	zmniejszać	minska	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
polecenia	command	polecenie	command	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
polecenia	kommando	polecenie	kommando	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
polecenia	kommandot	polecenie	kommandod	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
praktyka	praktikplats	praktyka	praktikplats	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
praktyka	praktik	praktyka	praktik	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
praktyka	övning	praktyka	övning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
praktyka	praktik	praktyka	praktik	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
praktyka	praxis	praktyka	praxis	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zaangażowany	involverad	zaangażować	involverad	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
zaangażowany	inblandat	zaangażować	inblandad	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zaangażowany	delaktig	zaangażować	delaktig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
zaangażowany	inblandad	zaangażować	inblandad	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
zaangażowany	engagerad	zaangażować	engagera	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
zaangażowany	begått	zaangażować	begå	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zaangażowany	engagerat	zaangażować	engagera	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zakończony	avslutat	zakończyć	avsluta	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zdrowie	hälsa	zdrowie	hälsa	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
odrębne	distinkt	odrębny	distinkt	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
odrębne	separat	odrębny	separat	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
publiczny	offentlig	publiczny	offentlig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
nieznacznie	någorlunda	nieznacznie	någorlunda	ADV	ADV
kogo	vem	kto	vem	PRO;ACC;MASC;SG	PRO;INDF;MASC+FEM;SG
francuz	fransman	francuz	fransman	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
francuz	fransmannen	francuz	fransman	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
policjant	polis	policjant	polis	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
policjant	cop	policjant	cop	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
policjant	polisman	policjant	polisman	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
informacyjny	upplysande	informacyjny	upplysa	ADJ;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
informacyjny	informativ	informacyjny	informativ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
gospodarstwo	bondgård	gospodarstwo	bondgård	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gospodarstwo	lantbruk	gospodarstwo	lantbruk	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
gospodarstwo	gård	gospodarstwo	gård	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gospodarstwo	holding	gospodarstwo	holding	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
ograniczona	begränsat	ograniczony	begränsad	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ograniczona	begränsad	ograniczony	begränsad	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ograniczona	begränsad	ograniczony	begränsad	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ograniczona	begränsat	ograniczony	begränsad	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
kontynuować	fortsätter	kontynuować	fortsätta	V;IPFV;NFIN;ACT	V;IND;PRS;FIN;ACT
kontynuować	fortsätta	kontynuować	fortsätta	V;IPFV;NFIN;ACT	V;IMP;FIN;ACT
potwierdzenie	bekräftelse	potwierdzenie	bekräftelse	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
potwierdzenie	erkännande	potwierdzenie	erkännande	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
potwierdzenie	bekräftelse	potwierdzenie	bekräftelse	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
kenneth	kenneth	kenneth	kenneth	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
przeżył	överlevt	przeżyć	överleva	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.CVB;ACT
przeżył	överlevde	przeżyć	överleva	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
bunt	revolt	bunt	revolt	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
bunt	myteri	bunt	myteri	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
bunt	revolt	bunt	revolt	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
bunt	uppror	bunt	uppro	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
bunt	upproret	bunt	uppror	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
owłosione	hårig	owłosić	hårig	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
promieniowanie	strålning	promieniować	strålning	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
skierowane	riktat	skierować	riktad	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
skierowane	riktad	skierować	riktad	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
wyraża	uttrycker	wyrażać	uttrycka	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
wprowadzona	infört	wprowadzić	införa	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zwrot	återbetalning	zwrot	återbetalning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zwrot	återkomst	zwrot	återkomst	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zwrot	avkastning	zwrot	avkastning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zwrot	återbetalning	zwrot	återbetalning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
przypisuje	tilldelar	przypisywać	tilldela	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
funkcjonowanie	insats	funkcjonowanie	insats	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
funkcjonowanie	operation	funkcjonowanie	operation	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
funkcjonowanie	drift	funkcjonowanie	drift	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
socjalistyczna	socialistisk	socjalistyczny	socialistisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
egzemplarze	kopior	egzemplarz	kopia	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
egzemplarze	kopiorna	egzemplarz	kopia	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
patrol	patrullen	patrol	patrull	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
patrol	patrull	patrol	patrull	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
litera	brev	liter	brev	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
litera	bokstav	liter	bokstav	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
litera	skrivelse	liter	skrivelse	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
oznaczony	märkt	oznaczyć	märka	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
odpowiedni	passande	odpowiedni	passa	ADJ;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
odpowiedni	lämplig	odpowiedni	lämplig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
odpowiedni	lämpligt	odpowiedni	lämplig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
odpowiedni	lämpligt	odpowiedni	lämplig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
odpowiedni	lämplig	odpowiedni	lämplig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
odpowiedni	passande	odpowiedni	passa	ADJ;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
śledztwo	undersökningen	śledztwo	undersökning	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
śledztwo	utredning	śledztwo	utredning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
śledztwo	undersökning	śledztwo	undersökning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
względnie	relativt	względnie	relativt	ADV	ADV
względnie	förhållandevis	względnie	förhållandevis	ADV	ADV
praktyczny	praktiskt	praktyczny	praktisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
praktyczny	praktisk	praktyczny	praktisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
ograniczony	begränsat	ograniczyć	begränsad	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ograniczony	begränsad	ograniczyć	begränsad	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ograniczony	begränsad	ograniczyć	begränsad	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ograniczony	begränsat	ograniczyć	begränsad	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
arabskie	arabisk	arabski	arabisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
arabskie	arabisk	arabski	arabisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
arabskie	arabisk	arabski	arabisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
wyścigi	raser	wyścig	ras	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
gracze	spelare	gracz	spel	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
dotarły	anlände	dotrzeć	anlände	V;PFV;FEM;IND;PL;PST;FIN;ACT	V;IND;PST;FIN;ACT
tajemnica	mystery	tajemnica	mystery	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tajemnica	mystik	tajemnica	mystik	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tajemnica	mysterium	tajemnica	mysterium	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
tajemnica	hemlighet	tajemnica	hemlighet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tajemnica	secret	tajemnica	sec	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
targ	marknadsplatsen	targa	marknadsplats	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
targ	marknadsplats	targa	marknadsplats	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
targ	marknad	targa	marknad	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
targ	marknaden	targa	marknad	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
targ	market	targa	mark	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
targ	marknad	targa	marknad	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
połączony	anslutet	połączyć	ansluta	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
połączony	ansluten	połączyć	ansluta	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
kraina	land	kraina	land	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
oryginalna	ursprungligt	oryginalny	ursprunglig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
oryginalna	originellt	oryginalny	originell	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
oryginalna	ursprunglig	oryginalny	ursprunglig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
kanały	kanaler	kanał	kanal	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
kanały	kanaler	kanał	kanal	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
pokryta	täckt	pokryć	täcka	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
partner	kompanjon	partner	kompanjon	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
partner	partner	partner	partner	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
partner	dotterbolag	partner	dotterbolag	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
właściciele	ägare	właściciel	gg	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
właściciele	ägarna	właściciel	ägare	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
wygrana	win	wygrać	pi	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
wygrana	vinst	wygrać	vinst	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
idee	idéer	idee	idé	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
sierżant	furir	sierżant	furir	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sierżant	sergeant	sierżant	sergeant	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
wynalazca	uppfinnare	wynalazca	uppfinnare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ogrody	trädgårdarna	ogród	trädgård	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
ogrody	trädgårdar	ogród	trädgård	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
prokurator	åklagaren	prokurator	åklagare	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
potwierdza	bekräftar	potwierdzać	bekräfta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
prawdopodobne	troligt	prawdopodobny	trolig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
prawdopodobne	sannolik	prawdopodobny	sannolik	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
prawdopodobne	trolig	prawdopodobny	trolig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
prawdopodobne	troligt	prawdopodobny	trolig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
prawdopodobne	sannolik	prawdopodobny	sannolik	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
uczestniczyło	deltog	uczestniczyć	delta	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
prawny	rättsligt	prawny	rättslig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
prawny	rättslig	prawny	rättslig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
prawny	lagligt	prawny	laglig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
cząsteczki	partiklar	cząsteczka	partikel	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
cząsteczki	partiklar	cząsteczka	partikel	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
cząsteczki	molekyler	cząsteczka	molekyl	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
wstawić	infoga	wstawić	infoga	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
urzędy	kontoren	urząd	kontor	N;NOM;MASC;PL	N;NOM;DEF;NEUT;PL
musical	musikal	musical	musikal	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
mistrzowie	herrar	mistrz	herre	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
drewno	ved	drewno	ved	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
drewno	trä	drewno	trä	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
drewno	virke	drewno	virken	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
drewno	virke	drewno	virken	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
islam	islam	islam	islam	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prasa	tryck	prasa	tryck	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
prasa	press	prasa	press	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
prasa	pressen	prasa	press	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
łańcuch	snöre	łańcuch	snöra	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
łańcuch	sträng	łańcuch	sträng	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
łańcuch	string	łańcuch	string	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
łańcuch	kedja	łańcuch	kedja	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
łańcuch	kedjan	łańcuch	kedjan	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
grubość	tjocklek	grubość	tjocklek	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
aktualny	aktuell	aktualny	aktuell	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
aktualny	nuvarande	aktualny	nuvarande	ADJ;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
aktualny	aktuellt	aktualny	aktuell	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
kontrola	control	kontrola	control	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kontrola	kontroll	kontrola	kontroll	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kontrola	revisionen	kontrola	revision	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
kontrola	revision	kontrola	revision	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kontrola	inspektion	kontrola	inspektion	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kontrola	besiktning	kontrola	besiktning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
mieszane	blandat	mieszany	blandad	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
mieszane	blandad	mieszany	blanda	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
mieszane	blandat	mieszany	blandad	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
mieszane	blandad	mieszany	blanda	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
dodaje	tillfogar	dodawać	tillfoga	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
zawieszenia	avstängning	zawiesić	avstängning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zawieszenia	suspension	zawiesić	suspension	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zawieszenia	upphävande	zawiesić	upphävande	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
koleje	järnväg	kolej	järnväg	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
wystąpić	förekomma	wystąpić	förekomma	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
sokół	falken	sokół	falk	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
działka	komplott	działko	komplott	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rozwiązany	löst	rozwiązać	lösa	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
rozwiązany	löst	rozwiązać	lösa	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
znaczny	avsevärd	znaczny	avsevärd	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
znaczny	betydande	znaczny	betydande	ADJ;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
znaczny	betydelsefull	znaczny	betydelsefull	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
znaczny	avsevärd	znaczny	avsevärd	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
znaczny	betydande	znaczny	betydande	ADJ;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
obniżenie	sänkning	obniżyć	sänkning	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;MASC+FEM;SG
geograficzny	geografisk	geograficzny	geografisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
geograficzny	geografisk	geograficzny	geografisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
autobus	buss	autobus	buss	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
autobus	bus	autobus	bus	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
wewnętrzny	intern	wewnętrzny	intern	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
zbrodnie	brott	zbrodnie	brott	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
zbrodnie	kriminalitet	zbrodnie	kriminalitet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zbrodnie	brottslighet	zbrodnie	brottslighet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
