võtmine	braní	võtmine	braní	N;NOM;SG	N;NOM;NEUT;SG;POS
armastatud	milovaný	armastatud	milovaný	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS
armastatud	milované	armastatud	milovaný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
eesistuja	předsedkyně	ees_istuja	předsedkyně	N;NOM;SG	N;NOM;FEM;SG;POS
eesistuja	předseda	ees_istuja	předseda	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
kulu	cena	kulu	cena	N;NOM;SG	N;NOM;FEM;SG;POS
tagajärg	důsledek	taga_järg	důsledek	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
tagajärg	následek	taga_järg	následek	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
julge	odvážné	julge	odvážný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
julge	odvážná	julge	odvážný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
julge	smělý	julge	smělý	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG;POS
julge	odvážný	julge	odvážný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
julge	odvážné	julge	odvážný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
julge	odvážný	julge	odvážný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
julge	odvážné	julge	odvážný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
tasane	plochý	tasane	plochý	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
tasane	ploché	tasane	plochý	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
tasane	plochá	tasane	plochat	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
voyager	voyager	voyager	voyager	N;NOM;SG	N;NOM;FEM;SG;POS
jõulud	vánoce	jõulud	vánoce	N;NOM;PL	N;NOM;FEM;PL;POS
plus	plus	plus	plus	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
baltica	baltica	baltica	baltica	N;NOM;SG	N;NOM;FEM;SG;POS
nõbu	sestřenice	nõbu	sestřenice	N;NOM;SG	N;NOM;FEM;SG;POS
nõbu	bratranec	nõbu	bratranec	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
aurora	aurora	aurora	auror	N;NOM;SG	N;NOM;FEM;SG;POS
kõneleja	řečník	kõneleja	řečník	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
kõneleja	mluvčí	kõneleja	mluvčí	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
terminoloogia	terminologie	terminoloogia	terminologie	N;NOM;SG	N;NOM;FEM;SG;POS
nokk	zobák	nokk	zobák	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
hirv	jelen	hirv	jelen	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
hirv	jelena	hirv	jelen	N;NOM;SG	N;NOM;FEM;SG;POS
tunnel	tunel	tunnel	tunel	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
mahajäetud	opuštěné	maha_jäetud	opuštěný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
mahajäetud	opuštěná	maha_jäetud	opuštěný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
mahajäetud	opuštěný	maha_jäetud	opuštěný	ADJ;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
leib	pečivo	leib	pečivo	N;NOM;SG	N;NOM;NEUT;SG;POS
leib	chleba	leib	chléb	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
leib	chléb	leib	chléb	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
secret	tajemství	secret	tajemství	N;NOM;SG	N;NOM;NEUT;SG;POS
snake	had	snake	had	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
avaldus	prohlášení	avaldus	prohlášení	N;NOM;SG	N;NOM;NEUT;SG;POS
avaldus	výkaz	avaldus	výkaz	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kontor	kancelář	kontor	kancelář	N;NOM;SG	N;NOM;FEM;SG;POS
kontor	úřad	kontor	úřad	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kontor	office	kontor	office	N;NOM;SG	N;NOM;FEM;SG;POS
oskus	mistrovství	oskus	mistrovství	N;NOM;SG	N;NOM;NEUT;SG;POS
oskus	dovednost	oskus	dovednost	N;NOM;SG	N;NOM;FEM;SG;POS
emily	emily	emily	emil	N;NOM;SG	N;NOM;FEM;SG;POS
väljendus	výraz	väljenduma	výraz	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
väljendus	vyjádření	väljenduma	vyjádření	N;NOM;SG	N;NOM;NEUT;SG;POS
kahur	kanón	kahur	kanón	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kahur	děla	kahur	dělo	N;NOM;SG	N;NOM;FEM;SG;POS
esitus	prezentace	esitus	prezentace	N;NOM;SG	N;NOM;FEM;SG;POS
paas	půst	paas	půst	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
toodang	produkce	toodang	produkce	N;NOM;SG	N;NOM;FEM;SG;POS
toodang	výroby	toodang	výroba	N;NOM;SG	N;NOM;FEM;SG;POS
toodang	výroba	toodang	výroba	N;NOM;SG	N;NOM;FEM;SG;POS
nuku	panenka	nukk	panenka	N;NOM;SG	N;NOM;FEM;SG;POS
stsenaarium	scénář	stsenaarium	scénář	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
õigustada	zdůvodnit	õigustama	zdůvodnit	V;NFIN	V;PFV;POS;NFIN
õigustada	odůvodnit	õigustama	odůvodnit	V;NFIN	V;PFV;POS;NFIN
õigustada	ospravedlnit	õigustama	ospravedlnit	V;NFIN	V;PFV;POS;NFIN
kaar	arku	kaar	ark	N;NOM;SG	N;NOM;FEM;SG;POS
kaar	oblouk	kaar	oblouk	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kaar	oblouk	kaar	oblouk	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
skp	hdp	skp	hdp	N	N;INAN;MASC;POS
autod	automobily	auto	automobil	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
autod	auta	auto	auto	N;NOM;PL	N;NOM;NEUT;PL;POS
oranž	pomeranč	oranž	pomeranč	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
ideaalne	dokonalá	ideaalne	dokonalý	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
ideaalne	perfektní	ideaalne	perfektní	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
ideaalne	dokonalý	ideaalne	dokonalý	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
ideaalne	ideální	ideaalne	ideální	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
leedulased	litevci	leedulane	litevec	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
serv	okraj	serv	okraj	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
muster	vzor	muster	vzor	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
muster	vzorec	muster	vzorec	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
castle	zámek	castle	zámek	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
castle	castle	castle	castle	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
castle	hrad	castle	hrad	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
identiteet	totožnost	identiteet	totožnost	N;NOM;SG	N;NOM;FEM;SG;POS
identiteet	identity	identiteet	identita	N;NOM;SG	N;NOM;FEM;SG;POS
identiteet	identita	identiteet	identita	N;NOM;SG	N;NOM;FEM;SG;POS
rõivas	oděv	rõivama	oděv	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
par	par	par	par	N;NOM;SG	N;NOM;FEM;SG;POS
ainulaadne	jedinečný	ainu_laadne	jedinečný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
ainulaadne	unikátní	ainu_laadne	unikátní	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
ainulaadne	jedinečná	ainu_laadne	jedinečný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
ainulaadne	jedinečné	ainu_laadne	jedinečný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
algataja	původce	algataja	původce	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
sissetung	invaze	sissetung	invaze	N;NOM;SG	N;NOM;FEM;SG;POS
sissetung	vniknutí	sissetung	vniknutí	N;NOM;SG	N;NOM;NEUT;SG;POS
mona	mona	mona	mona	N;NOM;SG	N;NOM;FEM;SG;POS
teresa	tereza	tere	tereza	N;NOM;SG	N;NOM;FEM;SG;POS
oskused	dovednosti	oskus	dovednost	N;NOM;PL	N;NOM;FEM;PL;POS
oskused	dovednosti	oskus	dovednost	N;NOM;PL	N;NOM;FEM;PL;POS
solomon	solomon	solomon	solomon	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
intervall	interval	intervall	interval	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
leopard	leopard	leopard	leopard	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kusagil	někam	kusagil	někam	ADV	ADV
kusagil	někde	kusagil	někde	ADV	ADV
vastused	odpovědi	vastus	odpověď	N;NOM;PL	N;NOM;FEM;PL;POS
vastused	odezvy	vastus	odezva	N;NOM;PL	N;NOM;FEM;PL;POS
vastused	odpovědi	vastus	odpověď	N;NOM;PL	N;NOM;FEM;PL;POS
vastused	odpovědi	vastus	odpověď	N;NOM;PL	N;NOM;FEM;PL;POS
hannah	hannah	hannah	hannah	N;NOM;SG	N;NOM;FEM;SG;POS
trotski	trockij	trotski	trockij	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
esitamine	předkládání	esitamine	předkládání	N;NOM;SG	N;NOM;NEUT;SG;POS
esitamine	předložení	esitamine	předložení	N;NOM;SG	N;NOM;NEUT;SG;POS
esitamine	podání	esitamine	podání	N;NOM;SG	N;NOM;NEUT;SG;POS
järjekord	fronta	järje_kord	fronta	N;NOM;SG	N;NOM;FEM;SG;POS
järjekord	pořádek	järje_kord	pořádek	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
järjekord	řád	järje_kord	řád	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
järjekord	pořadí	järje_kord	pořadí	N;NOM;SG	N;NOM;NEUT;SG;POS
järjekord	objednávka	järje_kord	objednávka	N;NOM;SG	N;NOM;FEM;SG;POS
geneetik	genetik	geneetik	genetik	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
motoriseeritud	motorizované	motoriseeri=tud	motorizovaný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;PL;POS
karistus	trest	karistus	trest	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
karistus	potrestání	karistus	potrestání	N;NOM;SG	N;NOM;NEUT;SG;POS
karistus	trest	karistus	trest	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
montgomery	montgomery	montgomery	montgomera	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
eripära	specifika	eri_pära	specifikum	N;NOM;SG	N;NOM;NEUT;SG;POS
kuulnud	slyšel	kuulma	slyšet	V;PST;V.PTCP;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
aspekt	hledisko	aspekt	hledisko	N;NOM;SG	N;NOM;NEUT;SG;POS
aspekt	aspekt	aspekt	aspekt	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
benedict	benedict	benedict	benedict	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
filter	filtr	filter	filtr	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
terje	terje	terje	terj	N;NOM;SG	N;NOM;MASC;SG;POS
vinci	vinci	vinci	vince	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
pan	pánev	pan	pánev	N;NOM;SG	N;NOM;FEM;SG;POS
pan	pan	pan	pan	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
abstraktne	abstraktní	abstraktne	abstraktní	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
puudused	závady	puudus	závada	N;NOM;PL	N;NOM;FEM;PL;POS
puudused	nedostatky	puudus	nedostatek	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
puudused	nedostatky	puudus	nedostatek	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
puudused	slabiny	puudus	slabina	N;NOM;PL	N;NOM;FEM;PL;POS
puudused	nedostatky	puudus	nedostatek	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
olympic	olympic	olympic	olympic	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kontserdid	koncerty	kontsert	koncert	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
õpetlane	učenec	õpetlane	učenec	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
volinik	komisař	volinik	komisař	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
pioneer	pioneer	pioneer	pioneer	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
ravenna	ravenna	ravendama	ravenný	N;NOM;SG	N;NOM;FEM;SG;POS
tapab	zabije	tapma	zabít	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;POS;PRS;FIN;ACT
tapab	zabíjí	tapma	zabíjet	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
arendus	rozvoj	arendus	rozvoj	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
arendus	vývoj	arendus	vývoj	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
raskused	obtíže	raskus	obtíž	N;NOM;PL	N;NOM;FEM;PL;POS
raskused	potíže	raskus	potíž	N;NOM;PL	N;NOM;FEM;PL;POS
raskused	potíže	raskus	potíž	N;NOM;PL	N;NOM;FEM;PL;POS
raskused	obtíže	raskus	obtíž	N;NOM;PL	N;NOM;FEM;PL;POS
grupid	skupinky	grupp	skupinka	N;NOM;PL	N;NOM;FEM;PL;POS
grupid	skupiny	grupp	skupina	N;NOM;PL	N;NOM;FEM;PL;POS
nael	hřebík	nael	hřebík	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
eraldunud	oddělit	eralduma	oddělit	V;PST;V.PTCP;ACT	V;PFV;POS;NFIN
püssi	puška	püss	puška	N;NOM;SG	N;NOM;FEM;SG;POS
mix	mix	mix	miximra	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
vari	shadow	vari	shadow	N;NOM;SG	N;NOM;MASC;SG;POS
vari	stín	vari	stín	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
vesinik	vodík	vesinik	vodík	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
usd	usd	uks	usd	N;NOM;SG	N;INAN;MASC;POS
motiiv	motiv	motiiv	motiv	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
motiiv	rys	motiiv	rys	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
motiiv	vlastnost	motiiv	vlastnost	N;NOM;SG	N;NOM;FEM;SG;POS
usbeki	uzbecké	usbek	uzbecký	ADJ	ADJ;NOM;MASC;PL;POS
veebisait	web	veebi_sait	web	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
adobe	adobe	adobe	adobe	N;NOM;SG	N;NOM;MASC;SG;POS
positiivselt	pozitivně	positiivselt	pozitivně	ADV	ADV;POS
positiivselt	kladně	positiivselt	kladně	ADV	ADV;POS
oswald	oswald	oswald	oswald	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
galileo	galileo	galileo	galileo	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
värskelt	čerstvě	värskelt	čerstvě	ADV	ADV;POS
liigne	nadměrná	liigne	nadměrný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
liigne	nadměrné	liigne	nadměrný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
liigne	nadměrný	liigne	nadměrný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
liigne	nepřiměřené	liigne	přiměřený	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;NEG
evelyn	evelyn	evelyn	evelyn	N;NOM;SG	N;NOM;FEM;SG;POS
hõim	kmen	hõim	kmen	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
haydn	haydn	haydn	haydn	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
tiiger	tygr	tiiger	tygr	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
sood	bažiny	soo	bažina	N;NOM;PL	N;NOM;FEM;PL;POS
küljed	strany	külg	strana	N;NOM;PL	N;NOM;FEM;PL;POS
võimed	pravomoci	võime	pravomoc	N;NOM;PL	N;NOM;FEM;PL;POS
küllastunud	nasycených	küllastunud	nasycený	ADJ;PST;V.PTCP;ACT	ADJ;GEN;MASC;PL;POS
raoul	raoul	raoul	raoul	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
kile	film	kile	film	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
mägismaa	vysočina	mägi_smaa	vysočina	N;NOM;SG	N;NOM;FEM;SG;POS
cohen	cohen	cohen	cohen	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
oodatud	očekávaná	oodatud	očekávaný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
oodatud	očekávané	oodatud	očekávaný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
oodatud	očekávaný	oodatud	očekávaný	ADJ;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
marilyn	marilyn	marilyn	marilyn	N;NOM;SG	N;NOM;FEM;SG;POS
osake	částice	osake	částice	N;NOM;SG	N;NOM;FEM;SG;POS
sara	sára	sara	sára	N;NOM;SG	N;NOM;FEM;SG;POS
zeus	zeus	zeus	zeus	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
energeetika	energie	energeetika	energie	N;NOM;SG	N;NOM;FEM;SG;POS
energeetika	energetika	energeetika	energetika	N;NOM;SG	N;NOM;FEM;SG;POS
act	čin	act	čin	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
act	akt	act	akt	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
act	dějství	act	dějství	N;NOM;SG	N;NOM;NEUT;SG;POS
häda	pohroma	häda	pohroma	N;NOM;SG	N;NOM;FEM;SG;POS
parandab	zlepšuje	parandama	zlepšovat	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
parandab	opravuje	parandama	opravovat	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
harmoonia	harmonie	harmoonia	harmonie	N;NOM;SG	N;NOM;FEM;SG;POS
harmoonia	soulad	harmoonia	soulad	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
harmoonia	harmony	harmoonia	harmon	N;NOM;SG	N;NOM;FEM;SG;POS
mahler	mahler	mahler	mahler	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
muld	hlína	muld	hlína	N;NOM;SG	N;NOM;FEM;SG;POS
muld	půda	muld	půda	N;NOM;SG	N;NOM;FEM;SG;POS
muld	špína	muld	špína	N;NOM;SG	N;NOM;FEM;SG;POS
muld	hlína	muld	hlína	N;NOM;SG	N;NOM;FEM;SG;POS
kontroller	regulátor	kont_roller	regulátor	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kontroller	ovladač	kont_roller	ovladač	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kontroller	kontrolor	kont_roller	kontrolor	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
arve	faktura	arve	faktura	N;NOM;SG	N;NOM;FEM;SG;POS
klassid	třídy	klass	třída	N;NOM;PL	N;NOM;FEM;PL;POS
laser	laser	laser	laser	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
jessica	jessica	jessica	jessice	N;NOM;SG	N;NOM;FEM;SG;POS
hardcore	hardcore	hardcore	hardcore	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
laienemine	zvětšení	laienemine	zvětšení	N;NOM;SG	N;NOM;NEUT;SG;POS
laienemine	rozšíření	laienemine	rozšíření	N;NOM;SG	N;NOM;NEUT;SG;POS
laienemine	expanze	laienemine	expanze	N;NOM;SG	N;NOM;FEM;SG;POS
laienemine	rozšiřování	laienemine	rozšiřování	N;NOM;SG	N;NOM;NEUT;SG;POS
laienemine	rozšíření	laienemine	rozšíření	N;NOM;SG	N;NOM;NEUT;SG;POS
delegatsioon	delegace	delegatsioon	delegace	N;NOM;SG	N;NOM;FEM;SG;POS
delegatsioon	pověření	delegatsioon	pověření	N;NOM;SG	N;NOM;NEUT;SG;POS
õiglus	justice	õiglus	justice	N;NOM;SG	N;NOM;FEM;SG;POS
õiglus	spravedlnost	õiglus	spravedlnost	N;NOM;SG	N;NOM;FEM;SG;POS
õiglus	spravedlnosti	õiglus	spravedlnost	N;NOM;SG	N;NOM;FEM;SG;POS
deutschland	deutschland	deutschland	deutschland	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
formaat	formát	formaat	formát	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
vöönd	pásmo	vöönd	pásmo	N;NOM;SG	N;NOM;NEUT;SG;POS
vöönd	zóna	vöönd	zóna	N;NOM;SG	N;NOM;FEM;SG;POS
hetk	okamžik	hetk	okamžik	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
hetk	moment	hetk	moment	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
hetk	chvilka	hetk	chvilka	N;NOM;SG	N;NOM;FEM;SG;POS
telefon	telefon	telefon	telefon	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
telefon	telefon	telefon	telefon	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
soomlased	finové	soomlane	fin	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
minevik	minulosti	minevik	minulost	N;NOM;SG	N;NOM;FEM;SG;POS
minevik	minulost	minevik	minulost	N;NOM;SG	N;NOM;FEM;SG;POS
teadvus	vědomí	teadvus	vědomí	N;NOM;SG	N;NOM;NEUT;SG;POS
aadel	ušlechtilost	aade	ušlechtilost	N;NOM;SG	N;NOM;FEM;SG;POS
faktor	činitel	faktor	činitel	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
faktor	faktor	faktor	faktor	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
tähtkuju	souhvězdí	täht_kuju	souhvězdí	N;NOM;SG	N;NOM;NEUT;SG;POS
tegur	činitel	tegur	činitel	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
tegur	faktor	tegur	faktor	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
lepingud	zakázky	leping	zakázka	N;NOM;PL	N;NOM;FEM;PL;POS
lepingud	kontrakty	leping	kontrakt	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
lepingud	smlouvy	leping	smlouva	N;NOM;PL	N;NOM;FEM;PL;POS
lepingud	smlouvy	leping	smlouva	N;NOM;PL	N;NOM;FEM;PL;POS
lepingud	dohody	leping	dohoda	N;NOM;PL	N;NOM;FEM;PL;POS
curie	curie	curie	curie	N;NOM;SG	N;NOM;FEM;SG;POS
räägi	mluv	rääkima	mluv	V;IMP;SG;2;PRS;FIN;ACT	V;IMP;SG;2;POS;FIN
räägi	mluv	rääkima	mluv	V;IMP;SG;2;PRS;FIN;ACT	V;IMP;SG;2;POS;FIN
valima	vyberte	valima	vybrat	V;IN+ALL;V.CVB;ACT	V;IMP;PL;2;POS;FIN
valima	vybrat	valima	vybrat	V;IN+ALL;V.CVB;ACT	V;POS;NFIN
valima	vyberte	valima	vybrat	V;IN+ALL;V.CVB;ACT	V;IMP;PL;2;POS;FIN
valima	vybrat	valima	vybrat	V;IN+ALL;V.CVB;ACT	V;POS;NFIN
valima	zvolte	valima	zvolit	V;IN+ALL;V.CVB;ACT	V;PFV;IMP;PL;2;POS;FIN
oksad	pobočky	oks	pobočka	N;NOM;PL	N;NOM;FEM;PL;POS
oksad	větve	oks	větev	N;NOM;PL	N;NOM;FEM;PL;POS
portreed	portréty	portree	portrét	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
lahkumine	odjezd	lahkumine	odjezd	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
lahkumine	odlet	lahkumine	odlet	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
lahkumine	odchod	lahkumine	odchod	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
demo	demo	demo	demo	N;NOM;SG	N;NOM;NEUT;SG;POS
efektiivsus	efektivita	efektiivsus	efektivita	N;NOM;SG	N;NOM;FEM;SG;POS
efektiivsus	účinnost	efektiivsus	účinnost	N;NOM;SG	N;NOM;FEM;SG;POS
efektiivsus	efektivnost	efektiivsus	efektivnost	N;NOM;SG	N;NOM;FEM;SG;POS
efektiivsus	efektivita	efektiivsus	efektivita	N;NOM;SG	N;NOM;FEM;SG;POS
efektiivsus	účelnost	efektiivsus	účelnost	N;NOM;SG	N;NOM;FEM;SG;POS
efektiivsus	účinnost	efektiivsus	účinnost	N;NOM;SG	N;NOM;FEM;SG;POS
efektiivsus	efektivnost	efektiivsus	efektivnost	N;NOM;SG	N;NOM;FEM;SG;POS
efektiivsus	účinnost	efektiivsus	účinnost	N;NOM;SG	N;NOM;FEM;SG;POS
efektiivsus	účinnosti	efektiivsus	účinnost	N;NOM;SG	N;NOM;FEM;SG;POS
ülesehitus	rekonstrukce	üle_sehitus	rekonstrukce	N;NOM;SG	N;NOM;FEM;SG;POS
ülesehitus	struktura	üle_sehitus	struktura	N;NOM;SG	N;NOM;FEM;SG;POS
ülesehitus	konstrukce	üle_sehitus	konstrukce	N;NOM;SG	N;NOM;FEM;SG;POS
norbert	norbert	norbert	norbert	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
esperanto	esperanto	esperanto	esperanto	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
reformid	reformy	reform	reforma	N;NOM;PL	N;NOM;FEM;PL;POS
väljund	výstup	väljund	výstup	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
clara	klára	clara	klára	N;NOM;SG	N;NOM;FEM;SG;POS
ligipääs	přístup	ligi_pääs	přístup	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
psühholoogiline	psychologický	psühholoogiline	psychologický	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
psühholoogiline	psychické	psühholoogiline	psychický	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
psühholoogiline	psychologické	psühholoogiline	psychologický	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
saun	sauna	saun	sauna	N;NOM;SG	N;NOM;FEM;SG;POS
presidendid	předsedové	president	předseda	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
presidendid	prezidenti	president	prezident	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
domineerib	dominuje	domineerima	dominovat	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;POS;PRS;FIN;ACT
kirjutised	spisy	kirjutine	spis	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
asendus	nahradit	asenduma	nahradit	V;IND;SG;3;PST;FIN;ACT	V;PFV;POS;NFIN
asendus	nahradit	asenduma	nahradit	V;IND;SG;3;PST;FIN;ACT	V;PFV;POS;NFIN
davidson	davidson	davidson	davidson	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
maksud	daně	maks	daň	N;NOM;PL	N;NOM;FEM;PL;POS
võidetud	poražen	võidetud	poražený	ADJ;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
võidetud	poražený	võidetud	poražený	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS
