категория	kategória	категория	kategória	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
техника	technika	техника	technika	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
техника	technika	техника	technika	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
техника	technológia	техника	technológia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
техника	technika	техника	technika	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
царство	kráľovstvo	царство	kráľovstvo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
царство	ríša	царство	ríša	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
двор	dvor	двор	dvor	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
двор	dvor	двор	dvor	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
двор	lodenica	двор	lodenica	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
двор	dvor	двор	dvor	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
гражданская	občiansky	гражданский	občiansky	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
гражданская	civilné	гражданский	civilný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
гражданская	občianske	гражданский	občiansky	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
гражданская	civilná	гражданский	civilný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
гражданская	občianska	гражданский	občiansky	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
гражданская	občianske	гражданский	občiansky	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
гражданская	občiansky	гражданский	občiansky	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
гражданская	občianska	гражданский	občiansky	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
гражданская	civilný	гражданский	civilný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
гражданская	civilné	гражданский	civilný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
гражданская	civilná	гражданский	civilný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
лаборатории	laboratória	лаборатория	laboratórium	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
лаборатории	laboratóriá	лаборатория	laboratórium	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
лаборатории	laboratória	лаборатория	laboratórium	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
лаборатории	laboratóriá	лаборатория	laboratórium	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
лаборатории	laboratóriá	лаборатория	laboratórium	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
написание	pravopis	написание	pravopis	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
написание	písanie	написание	písanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
представления	reprezentácie	представление	reprezentácia	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
представления	zastúpenia	представление	zastúpenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
представления	podania	представление	podanie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
планеты	planéty	планета	planéta	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
золото	zlato	золото	zlato	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
венгрия	maďarsko	венгрия	maďarsko	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
венгрия	maďarsku	венгрия	maďarsky	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
поколения	generácie	поколение	generácia	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
поколения	generácie	поколение	generácia	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
посольство	veľvyslanectvo	посольство	veľvyslanectvo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
служит	slúži	служить	slúžiť	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
франсуа	francois	франсуа	francois	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
мысли	myšlienky	мысль	myšlienka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
активное	aktívny	активный	aktívny	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
активное	aktívna	активный	aktívny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
преступления	priestupky	преступление	priestupka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
преступления	zločiny	преступление	zločin	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
самолёты	lietadlá	самолет	lietadlo	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
самолёты	lietadlá	самолет	lietadlo	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
провел	strávil	провести	stráviť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
способность	kapacita	способность	kapacita	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
способность	schopnosť	способность	schopnosť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
участвовать	angažovať	участвовать	angažovať	V;IPFV;NFIN;ACT	V;IPFV;POS;NFIN
восстановить	obnoviť	восстановить	obnoviť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
восстановить	vymôcť	восстановить	vymôcť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
восстановить	zotaviť	восстановить	zotaviť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
голова	hlavička	голова	hlavička	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
голова	hlava	голова	hlava	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
переводчик	prekladateľ	переводчик	prekladateľ	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
переводчик	tlmočník	переводчик	tlmočník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
правление	rada	правление	rád	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
правление	predstavenstvo	правление	predstavenstvo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
правление	doska	правление	doska	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
правление	palube	правление	paluba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
правление	board	правление	board	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
миссии	misie	миссия	misia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
миссии	misie	миссия	misia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
миссии	poslania	миссия	poslanie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
способности	schopnosti	способность	schopný	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
случайно	náhodne	случайно	náhodne	ADV	ADV
случайно	nechtiac	случайно	nechtiac	ADV	ADV
реклама	reklama	реклама	reklama	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
обзор	prehľad	обзор	prehľad	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
обзор	revízia	обзор	revízia	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
обзор	preskúmanie	обзор	preskúmanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
формулы	vzorce	формула	vzorec	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
формулы	vzorce	формула	vzorec	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
газ	benzin	газ	benzin	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
газ	plyn	газ	plyn	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
услуг	služieb	услуга	služba	N;INAN;GEN;FEM;PL	N;GEN;FEM;PL
временно	prechodne	временно	prechodne	ADV	ADV
временно	dočasne	временно	dočasne	ADV	ADV
временно	dočasne	временно	dočasne	ADV	ADV
явление	jav	явление	jav	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
явление	fenomén	явление	fenomén	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
промышленность	priemysel	промышленность	priemysel	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
старая	starý	старый	starý	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
старая	staré	старый	starý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
старая	stará	старый	starý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
утверждения	obvinenia	утверждение	obvinenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
утверждения	tvrdenia	утверждение	tvrdenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
посмотреть	pozri	смотреть	pozrieť	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;POS;FIN
посмотреть	zobraziť	смотреть	zobraziť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
европейского	európskej	европейский	európsky	ADJ;GEN;MASC;SG	ADJ;GEN;FEM;SG
возникает	vzniká	возникать	vznikať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
камень	kameň	камень	kameň	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
камень	skala	камень	skala	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
камень	kameň	камень	kameň	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
камень	rock	камень	rock	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
приходит	prichádza	приходить	prichádzať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
час	hodina	час	hodina	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
ивановна	ivanovna	ивановна	ivanovna	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
желание	želanie	желание	želanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
желание	túžba	желание	túžba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
желание	želanie	желание	želanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
непонятно	nejasná	непонятный	nejasný	ADJ;NEUT;SG	ADJ;NOM;FEM;SG
непонятно	nejasný	непонятный	nejasný	ADJ;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
непонятно	nejasné	непонятный	nejasný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
замечания	poznámky	замечание	poznámka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
замечания	postrehy	замечание	postreh	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
замечания	pripomienky	замечание	pripomienka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
замечания	pozorovania	замечание	pozorovanie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
замечания	pripomienky	замечание	pripomienka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
замечания	komentáre	замечание	komentár	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
знать	vedieť	знать	vedieť	V;IPFV;NFIN;ACT	V;IPFV;POS;NFIN
знать	poznať	знать	poznať	V;IPFV;NFIN;ACT	V;IPFV;POS;NFIN
знать	viem	знать	vedieť	V;IPFV;NFIN;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
отзывы	recenzie	отзыв	recenzia	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
отзывы	preskúmania	отзыв	preskúmanie	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
отзывы	prehľady	отзыв	prehľad	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
отзывы	hodnotenia	отзыв	hodnotenie	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
случаи	prípady	случай	prípad	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
случаи	puzdrá	случай	puzdrať	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
домой	doma	домой	doma	ADV	ADV
домой	domov	домой	domov	ADV	ADV
сердце	srdce	сердце	srdce	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
королева	kráľovna	королева	kráľovna	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
королева	kráľovná	королева	kráľovná	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
введение	zavedenie	введение	zavedenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
введение	úvod	введение	úvod	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
видеть	vidieť	видеть	vidieť	V;IPFV;NFIN;ACT	V;IPFV;POS;NFIN
проводит	uskutočňuje	проводить	uskutočňovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
ассоциация	asociácia	ассоциация	asociácia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
ассоциация	združenie	ассоциация	združenie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
указ	edikt	указ	edikt	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
указ	vyhláška	указ	vyhláška	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
указ	dekrét	указ	dekrét	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
указ	výnos	указ	výnos	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
указ	vyhláška	указ	vyhláška	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
указ	nariadenie	указ	nariadenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
указ	vyhláška	указ	vyhláška	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
указ	dekrét	указ	dekrét	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
жюри	porota	жюри	porota	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
командующий	veliteľ	командующий	veliteľ	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
командующий	veliteľka	командующий	veliteľka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
архитектура	architektúra	архитектура	architektúra	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сайты	lokality	сайт	lokalita	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
сайты	stránky	сайт	stránka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
сложно	tvrdá	сложный	tvrdý	ADJ;NEUT;SG	ADJ;NOM;FEM;SG
сложно	ťažké	сложный	ťažký	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
сложно	zložitá	сложный	zložitý	ADJ;NEUT;SG	ADJ;NOM;FEM;SG
сложно	komplikovaný	сложный	komplikovaný	ADJ;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
сложно	zložité	сложный	zložitý	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
сложно	komplikovaná	сложный	komplikovaný	ADJ;NEUT;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
сложно	komplikované	сложный	komplikovaný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
сложно	ťažké	сложный	ťažký	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
сложно	náročné	сложный	náročný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
сложно	zložité	сложный	zložitý	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
валентин	valentína	валентина	valentína	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
валентин	valentín	валентина	valentina	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
юлия	júlia	юлия	júlia	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
юлия	julia	юлия	julia	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
юлия	júlia	юлия	júlia	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
депо	depot	депо	depot	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
традиционно	tradične	традиционно	tradične	ADV	ADV
высокий	vysoká	высокий	vysoký	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
высокий	vysoký	высокий	vysoký	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
высокий	vysoké	высокий	vysoký	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
высокий	vysoký	высокий	vysoký	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
высокий	vysoké	высокий	vysoký	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
высокий	vysoká	высокий	vysoký	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
цска	cska	цск	csk	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
станислав	stanislav	станислав	stanislav	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
станислав	stanisław	станислав	stanisław	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
деятелей	osobností	деятель	osobnosť	N;ANIM;GEN;MASC;PL	N;GEN;FEM;PL
логотип	logo	логотип	logo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
заменить	nahradiť	заменить	nahradiť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
установить	nastaviť	установить	nastaviť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
растение	závod	растение	závod	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
растение	rastlina	растение	rastlina	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
топлива	paliva	топливо	paliva	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
топлива	palivo	топливо	palivo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
мисс	slečna	мисс	slečna	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
восстановление	obnova	восстановление	obnova	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
восстановление	obnovenie	восстановление	obnovenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
восстановление	zotavenie	восстановление	zotavenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
восстановление	vymáhanie	восстановление	vymáhanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
восстановление	zhodnotenie	восстановление	zhodnotenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
восстановление	vrátenie	восстановление	vrátenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
восстановление	rekonštrukcia	восстановление	rekonštrukcia	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
разведки	inteligencia	разведка	inteligencia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
разведки	spravodajstvo	разведка	spravodajstvo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
разведки	prieskum	разведка	prieskum	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
новгород	novgorod	новгород	novgorod	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
бывшие	bývalí	бывший	bývalý	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;PL
бывшие	bývalí	бывший	bývalý	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;PL
создано	vytvoril	создать	vytvoriť	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
немецкая	nemecká	немецкий	nemecko	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
немецкая	nemecké	немецкий	nemecký	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
немецкая	nemecký	немецкий	nemecký	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
евгения	eugenia	евгений	eugenie	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
кристаллы	kryštály	кристалл	kryštál	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
ведущий	moderátor	ведущий	moderátor	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ведущий	sprostredkovateľ	ведущий	sprostredkovateľ	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ведущий	vedúca	ведущий	vedúci	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
консенсуса	konsenzu	консенсус	konsenza	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG
мари	mária	мари	máriť	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
впечатление	dojem	впечатление	dojem	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
кот	kocúr	кот	kocúr	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
кот	mačka	кот	mačka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
роды	rody	роды	rod	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
роды	narodenia	роды	narodenie	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
представление	prezentácia	представление	prezentácia	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
представление	predloženie	представление	predloženie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
представление	predkladanie	представление	predkladanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
представление	podanie	представление	podanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
народы	národy	народ	národ	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
определить	určiť	определить	určiť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
определить	vymedziť	определить	vymedziť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
судьи	sudcovia	судья	sudca	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
могила	hrobka	могила	hrobka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
могила	hrob	могила	hrob	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
могила	hrob	могила	hrob	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
убить	zabiť	убить	zabiť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
министры	ministri	министр	minister	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
немцы	nemci	немец	nemec	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
петр	petar	петр	petar	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
петр	peter	петр	peter	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
верхний	horný	верхний	horný	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
верхний	horná	верхний	horný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
верхний	horné	верхний	horný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
священник	kazateľ	священник	kazateľ	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
священник	kňaz	священник	kňaz	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
лагерь	camp	лагерь	camp	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
лагерь	tábor	лагерь	tábor	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
работник	zamestnanec	работник	zamestnanec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
работник	pracovníčka	работник	pracovníčko	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
работник	pracovník	работник	pracovník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
работник	robotník	работник	robotník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
расширение	predĺženie	расширение	predĺženie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
расширение	rozšírenie	расширение	rozšírenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
расширение	rozšírenie	расширение	rozšírenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
расширение	rozširovanie	расширение	rozširovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
расширение	zväčšenie	расширение	zväčšenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
расширение	rozšírenie	расширение	rozšírenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
расширение	rozširovanie	расширение	rozširovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
рынок	trh	рынок	trh	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
рынок	market	рынок	market	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
помощник	asistent	помощник	asistent	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
помощник	asistentka	помощник	asistentka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
помощник	pomocník	помощник	pomocník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
четвёртый	štvrtá	четвёртый	štvrť	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
четвёртый	štvrté	четвёртый	štvrť	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
четвёртый	štvrtý	четвёртый	štvrtý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
олимпийский	olympijské	олимпийский	olympijský	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
координаты	súradnice	координата	súradnica	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
заключения	závery	заключение	záver	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
листья	listy	лист	list	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
выиграла	vyhrala	выиграть	vyhrať	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
выиграла	zvíťazil	выиграть	zvíťaziť	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
выиграла	vyhral	выиграть	vyhrať	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
изучение	štúdium	изучение	štúdium	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
изучение	štúdium	изучение	štúdium	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
служить	slúžia	служить	slúžiť	V;IPFV;NFIN;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
служить	slúžiť	служить	slúžiť	V;IPFV;NFIN;ACT	V;IPFV;POS;NFIN
температуры	teploty	температура	teplota	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
температуры	teploty	температура	teplota	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
цикла	cyklu	цикл	cyklus	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG
воспоминания	pamäte	воспоминание	pamäť	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
воспоминания	spomienky	воспоминание	spomienka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
достигает	dosahuje	достигать	dosahovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
чикаго	chicago	чикий	chicago	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
гражданин	občan	гражданин	občan	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
историческая	historický	исторический	historický	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
историческая	historické	исторический	historický	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
историческая	historická	исторический	historický	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
историческая	historický	исторический	historický	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
историческая	historické	исторический	historický	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
историческая	historická	исторический	historický	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
