men	ama	men	ama	CONJ	CONJ
kontakt	iletişim	kontakt	iletiş	N;INDF;MASC;SG	N;NOM;SG;3
eier	sahibi	eine	sahip	N;INDF;NEUT;SG	N;NOM;SG;3
eier	sahibinden	eine	sahip	N;INDF;NEUT;SG	N;AT+ABL;SG;3
stat	devlet	stat	devlet	N;INDF;MASC;SG	N;NOM;SG;3
befolkning	nüfusu	befolkning	nüfus	N;INDF;FEM;SG	N;ACC;SG;3
utdannelse	eğitim	utdannelse	eğitim	N;INDF;MASC;SG	N;NOM;SG;3
nasjonal	milli	nasjonal	milli	ADJ;INDF;SG	ADJ
stemme	oy	stemme	oy	N;INDF;FEM;SG	N;NOM;SG;3
stemme	sesi	stemme	ses	N;INDF;FEM;SG	N;NOM;SG;3
stemme	ses	stemme	ses	N;INDF;FEM;SG	N;NOM;SG;3
ski	kayak	ski	kayak	N;INDF;MASC;SG	N;NOM;SG;3
ski	ski	ski	si	N;INDF;MASC;SG	N;NOM;SG;3
roller	görevleri	roller	görev	N;INDF;FEM;PL	N;NOM;PL;3
roller	görevler	roller	görev	N;INDF;FEM;PL	N;NOM;PL;3
roller	rolleri	roller	rol	N;INDF;FEM;PL	N;ACC;PL;3
mulighet	olasılık	mulighet	olasılık	N;INDF;FEM;SG	N;NOM;SG;3
dekker	kapsıyor	dekke	kapsa	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
rom	oda	rom	oda	N;INDF;NEUT;SG	N;NOM;SG;3
rom	oda	rom	oda	N;INDF;NEUT;SG	N;NOM;SG;3
omtale	gözden	omtale	göz	N;INDF;FEM;SG	N;AT+ABL;SG;3
selskap	firma	selskap	firma	N;INDF;NEUT;SG	N;NOM;SG;3
private	özel	privat	özel	ADJ;PL	ADJ
innflytelse	etkisi	innflytels	etki	N;INDF;MASC;SG	N;NOM;SG;3
innhold	içeriğe	innhold	içerik	N;INDF;NEUT;SG	N;DAT;SG;3
innhold	içeriği	innhold	içerik	N;INDF;NEUT;SG	N;NOM;SG;3
innhold	içeriği	innhold	içerik	N;INDF;NEUT;SG	N;NOM;SG;3
former	formlar	form	form	N;INDF;FEM;PL	N;NOM;PL;3
former	formları	form	form	N;INDF;FEM;PL	N;ACC;PL;3
former	şekiller	form	şekil	N;INDF;FEM;PL	N;NOM;PL;3
former	şekilleri	form	şekil	N;INDF;FEM;PL	N;ACC;PL;3
kone	karısı	kone	karı	N;INDF;FEM;SG	N;NOM;SG;3
episode	bolum	episode	bol	N;INDF;MASC;SG	N;NOM;SG;3
studenter	öğrenciler	studenter	öğrenci	N;INDF;FEM;PL	N;NOM;PL;3
uttrykk	ifade	uttrykk	ifade	N;INDF;NEUT;SG	N;NOM;SG;3
uttrykk	ifadesi	uttrykk	ifade	N;INDF;NEUT;SG	N;NOM;SG;3
formen	şekli	form	şekli	N;DEF;MASC;SG	N;ACC;SG;3
tekster	mesajlar	tekst	mesaj	N;INDF;FEM;PL	N;NOM;PL;3
tekster	sözleri	tekst	söz	N;INDF;FEM;PL	N;NOM;PL;3
tekster	sözler	tekst	söz	N;INDF;FEM;PL	N;NOM;PL;3
endring	değişiklik	endring	değişiklik	N;INDF;FEM;SG	N;NOM;SG;3
økt	oturumu	økt	oturum	N;INDF;FEM;SG	N;ACC;SG;3
mitt	benim	min	ben	PRO;NEUT;SG	PRO;GEN;SG;1
timer	saatleri	time	saat	N;INDF;FEM;PL	N;ACC;PL;3
timer	saatler	time	saat	N;INDF;FEM;PL	N;NOM;PL;3
odd	tuhaf	odd	tuhaf	N;MASC	N;NOM;SG;3
viss	belli	viss	belli	ADJ;INDF;SG	ADJ
effekt	etkisi	effekt	etki	N;INDF;MASC;SG	N;NOM;SG;3
sterke	güçlüler	sterk	güçlü	ADJ;PL	ADJ;NOM;PL;3
solgte	satılmış	solgje	sat	V;IND;PST;FIN	V;PFV;NFH;IND;SG;3;POS;PST;PASS
solgte	satıldı	solgje	sat	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST;PASS
solgte	sattı	solgje	sat	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST
sosiale	toplumsal	sosial	toplumsal	ADJ;PL	ADJ
sosiale	sosyal	sosial	sosyal	ADJ;PL	ADJ
union	birliği	union	birlik	N;INDF;MASC;SG	N;NOM;SG;3
våre	bizim	vår	biz	PRO;PL	PRO;GEN;PL;1
våre	bizim	vår	biz	PRO;PL	PRO;GEN;PL;1
grunnlag	gerekçesiyle	grunnlag	gerekçe	N;INDF;NEUT;SG	N;INS;SG;3
spill	maç	spill	maç	N;INDF;NEUT;SG	N;NOM;SG;3
ledende	liderlik	ledende	liderlik	N;INDF;MASC;SG	N;NOM;SG;3
fungerer	çalışıyor	fungere	çalış	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
fungerer	işleyen	fungere	işle	V;IND;PRS;FIN	V;PFV;IND;POS;PRS;V.PTCP
materiale	madde	materiale	madde	N;INDF;NEUT;SG	N;NOM;SG;3
starter	başlıyor	starte	başla	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
starter	başlamak	starte	başla	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
starter	başlıyor	starte	başla	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
starter	başlıyorum	starte	başla	V;IND;PRS;FIN	V;PROG;IND;SG;1;POS;INFM;PRS
åpne	açık	åpne	açık	ADJ;PL	ADJ
dekket	örtülü	dekk	örtül	N;DEF;NEUT;SG	N;NOM;SG;3
jack	vale	jack	vale	N;INDF;MASC;SG	N;NOM;SG;3
regissør	direktör	regissør	direk	N;INDF;MASC;SG	N;NOM;SG;3
verker	acıyor	verke	acı	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
mat	yemek	mat	yemek	N;INDF;MASC;SG	N;NOM;SG;3
strekker	uzanan	strekke	uza	V;IND;PRS;FIN	V;PFV;IND;POS;PRS;V.PTCP;PASS
arbeide	çalışma	arbeide	çalış	V;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
arbeide	çalışmak	arbeide	çalış	V;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
hall	salon	hall	salon	N;INDF;MASC;SG	N;NOM;SG;3
hall	salonu	hall	salon	N;INDF;MASC;SG	N;ACC;SG;3
behov	ihtiyacım	behov	ihtiyaç	N;INDF;NEUT;SG	N;NOM;SG;3
skiller	ayıran	skille	ayır	V;IND;PRS;FIN	V;PFV;IND;POS;PRS;V.PTCP
henholdsvis	sırasıyla	henholdsvis	sıra	N	N;INS;SG;3
distrikt	ilçesi	distrikt	ilçe	N;INDF;NEUT;SG	N;NOM;SG;3
distrikt	semt	distrikt	semt	N;INDF;NEUT;SG	N;NOM;SG;3
mary	meryem	mary	meryem	N;INDF;FEM;SG	N;NOM;SG;3
skape	oluştur	skape	oluş	V;IMP;NFIN	V;PFV;IMP;SG;2;POS;PRS;CAUS
skape	oluşturun	skape	oluş	V;IMP;NFIN	V;PFV;IMP;PL;2;POS;PRS;CAUS
skape	yarat	skape	yarat	V;IMP;NFIN	V;PFV;IMP;SG;2;POS;PRS
lagene	ekipler	lage	ekip	N;DEF;FEM;PL	N;NOM;PL;3
lagene	takımlar	lage	takım	N;DEF;FEM;PL	N;NOM;PL;3
program	programı	program	program	N;INDF;NEUT;SG	N;ACC;SG;3
oppdrag	görev	oppdrag	görev	N;INDF;NEUT;SG	N;NOM;SG;3
avhengig	bağımlısı	avhengig	bağımlı	ADJ;INDF;NEUT;SG	ADJ;NOM;SG;3
kardinal	kardinal	kardinal	kardinal	N;INDF;MASC;SG	N;DAT;SG;3
versjonen	sürümü	versjon	sürü	N;DEF;MASC;SG	N;ACC;SG;3
senter	merkezi	senter	merkez	N;INDF;NEUT;SG	N;ACC;SG;3
senter	center	senter	center	N;INDF;NEUT;SG	N;NOM;SG;3
senter	merkezi	senter	merkez	N;INDF;NEUT;SG	N;ACC;SG;3
ansvar	sorumluluk	ansvar	sorumluluk	N;INDF;NEUT;SG	N;NOM;SG;3
ansvar	sorumluluğu	ansvar	sorumluluk	N;INDF;NEUT;SG	N;ACC;SG;3
ansvar	sorumluluk	ansvar	sorumluluk	N;INDF;NEUT;SG	N;NOM;SG;3
medlemmene	üyeler	medlem	üye	N;DEF;MASC;PL	N;NOM;PL;3
medlemmene	üyeleri	medlem	üye	N;DEF;MASC;PL	N;NOM;PL;3
din	senin	din	sen	PRO;MASC;SG	PRO;GEN;SG;2
din	senin	din	sen	PRO;MASC;SG	PRO;GEN;SG;2
økonomi	ekonomisi	økonomi	ekonomi	N;INDF;MASC;SG	N;NOM;SG;3
elv	nehri	elv	nehir	N;INDF;FEM;SG	N;ACC;SG;3
samfunnet	sosyete	samfunn	sosyet	N;DEF;NEUT;SG	N;NOM;SG;3
award	ödülü	award	ödül	N;INDF;MASC;SG	N;ACC;SG;3
tyrkia	turkiye	tyrki	turkiye	N;INDF;NEUT;SG	N;NOM;SG;3
brev	mektup	brev	mektup	N;INDF;NEUT;SG	N;NOM;SG;3
brev	mektup	brev	mektup	N;INDF;NEUT;SG	N;NOM;SG;3
gård	çiftlik	gård	çiftlik	N;INDF;MASC;SG	N;NOM;SG;3
behandling	tedavi	behandling	tedavi	N;INDF;FEM;SG	N;NOM;SG;3
behandling	tedavisi	behandling	tedavi	N;INDF;FEM;SG	N;NOM;SG;3
råd	nasihat	råd	nasihat	N;INDF;FEM;SG	N;NOM;SG;3
fritt	ücretsiz	fri	ücretsiz	ADJ;INDF;NEUT;SG	ADJ
samfunn	sosyete	samfunn	sosyet	N;INDF;NEUT;SG	N;NOM;SG;3
rang	rütbe	rang	rütbe	N;INDF;MASC;SG	N;NOM;SG;3
virksomhet	iş	virksomhet	iş	N;INDF;MASC;SG	N;NOM;SG;3
punkt	point	punkt	point	N;INDF;NEUT;SG	N;NOM;SG;3
veier	yollar	veier	yol	N;INDF;FEM;PL	N;NOM;PL;3
venn	arkadaşım	vinne	arkadaş	N;INDF;MASC;SG	N;NOM;SG;3
oversettelse	çevirisi	oversettelse	çevir	N;INDF;MASC;SG	N;NOM;SG;3
stafett	röle	stafett	röl	N;INDF;MASC;SG	N;NOM;SG;3
unngå	kaçının	unngå	kaçı	V;NFIN	V;PFV;IMP;PL;2;POS;PRS
trekke	çekin	trekke	çekin	V;NFIN	V;PFV;IMP;PL;2;POS;PRS
forholdet	ilişki	forhold	ilişki	N;DEF;NEUT;SG	N;NOM;SG;3
forholdet	ilişkisi	forhold	ilişki	N;DEF;NEUT;SG	N;NOM;SG;3
venner	arkadaşlar	venn	arkadaş	N;INDF;MASC;PL	N;NOM;PL;3
venner	arkadaslar	venn	arkadas	N;INDF;MASC;PL	N;NOM;PL;3
lake	gol	lake	gol	N;INDF;NEUT;SG	N;NOM;SG;3
lake	lake	lake	lake	N;INDF;NEUT;SG	N;NOM;SG;3
lake	gölü	lake	göl	N;INDF;NEUT;SG	N;ACC;SG;3
lister	listeleri	liste	liste	N;INDF;FEM;PL	N;ACC;PL;3
lister	listeler	liste	liste	N;INDF;FEM;PL	N;NOM;PL;3
nettside	site	nettside	sit	N;INDF;FEM;SG	N;NOM;SG;3
øyer	adaları	øyer	ada	N;INDF;FEM;PL	N;ACC;PL;3
øyer	adalar	øyer	ada	N;INDF;FEM;PL	N;NOM;PL;3
departementet	bakanlığı	departement	bakanlık	N;DEF;NEUT;SG	N;NOM;SG;3
departementet	bakanlık	departement	bakanlık	N;DEF;NEUT;SG	N;NOM;SG;3
kommentar	yorumda	kommentar	yorum	N;INDF;MASC;SG	N;ESS;SG;3
kommentar	yorumu	kommentar	yorum	N;INDF;MASC;SG	N;ACC;SG;3
kommentar	yoruma	kommentar	yorum	N;INDF;MASC;SG	N;DAT;SG;3
organisasjon	organizasyon	organisasjon	organizasyon	N;INDF;MASC;SG	N;NOM;SG;3
organisasjon	organizasyon	organisasjon	organizasyon	N;INDF;MASC;SG	N;NOM;SG;3
relevant	ilgili	relevant	ilgili	ADJ;INDF;NEUT;SG	ADJ
idag	bugün	idag	bugün	N;INDF;MASC;SG	N;NOM;SG;3
idag	bugünde	idag	bugün	N;INDF;MASC;SG	N;ESS;SG;3
teknisk	teknik	teknisk	teknik	ADJ;INDF;NEUT;SG	ADJ
usikker	güvensiz	usikker	güvensiz	ADJ;INDF;SG	ADJ
lån	kredi	lån	kredi	N;INDF;NEUT;SG	N;NOM;SG;3
vinne	kazanmak	vinne	kazan	V;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
vinne	kazanmak	vinne	kazan	V;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
vinne	kazanıyor	vinne	kazan	V;NFIN	V;PROG;IND;SG;3;POS;INFM;PRS
open	açık	open	açık	ADJ;INDF;MASC;SG	ADJ
house	ev	house	ev	N;INDF;MASC;SG	N;NOM;SG;3
tonn	tonluk	tonn	tonluk	N;INDF;NEUT;SG	N;NOM;SG;3
bank	banka	bank	banka	N;INDF;MASC;SG	N;NOM;SG;3
nasjoner	ülkeler	nasjon	ülke	N;INDF;MASC;PL	N;NOM;PL;3
nasjoner	milletler	nasjon	millet	N;INDF;MASC;PL	N;NOM;PL;3
spesielle	özel	spesiell	özel	ADJ;PL	ADJ
mening	anlamı	mening	anlam	N;INDF;FEM;SG	N;ACC;SG;3
verdi	değeri	verdi	değer	N;INDF;MASC;SG	N;ACC;SG;3
barcelona	barcelona	barcelon	barcelon	N;INDF;FEM;SG	N;NOM;SG;3
endre	değiştirme	endre	değiş	V;NFIN	V;PFV;IMP;SG;2;NEG;PRS;CAUS
tider	zamanlar	tid	zaman	N;INDF;FEM;PL	N;NOM;PL;3
stille	sessiz	stille	sessiz	ADJ;INDF;NEUT;SG	ADJ
stille	sessiz	stille	sessiz	ADJ;INDF;NEUT;SG	ADJ
enheter	ekipler	enhet	ekip	N;INDF;FEM;PL	N;NOM;PL;3
enheter	birlikler	enhet	birlik	N;INDF;FEM;PL	N;NOM;PL;3
enheter	taraflar	enhet	taraf	N;INDF;FEM;PL	N;NOM;PL;3
enheter	varlıklar	enhet	varlık	N;INDF;FEM;PL	N;NOM;PL;3
enheter	cihazlar	enhet	cihaz	N;INDF;FEM;PL	N;NOM;PL;3
enheter	aygıtlar	enhet	aygıt	N;INDF;FEM;PL	N;NOM;PL;3
akkurat	sadece	akkurat	sadece	ADV	ADV
organisasjoner	organizasyon	organisasjon	organizasyon	N;INDF;MASC;SG	N;NOM;SG;3
elisabeth	elizabeth	elisabeth	elizabeth	N;INDF;FEM;SG	N;NOM;SG;3
post	gönderi	post	gönder	N;INDF;MASC;SG	N;NOM;SG;3
modell	modeli	modell	model	N;INDF;MASC;SG	N;NOM;SG;3
bortsett	ayrı	bortsedd	ayrı	ADJ;INDF;NEUT;SG	ADJ
regler	kurallar	regel	kural	N;INDF;FEM;PL	N;NOM;PL;3
regler	kuralları	regel	kural	N;INDF;FEM;PL	N;ACC;PL;3
kunnskap	bilgi	kunnskap	bilgi	N;INDF;MASC;SG	N;NOM;SG;3
delene	parçalar	del	parça	N;DEF;FEM;PL	N;NOM;PL;3
delene	parçaları	del	parça	N;DEF;FEM;PL	N;ACC;PL;3
utdanning	eğitim	utdanning	eğitim	N;INDF;FEM;SG	N;NOM;SG;3
likhet	benzerliği	likhet	benzerlik	N;INDF;NEUT;SG	N;NOM;SG;3
likhet	benzerlik	likhet	benzerlik	N;INDF;NEUT;SG	N;NOM;SG;3
likhet	eşitlik	likhet	eşitlik	N;INDF;NEUT;SG	N;NOM;SG;3
likhet	eşitliği	likhet	eşitlik	N;INDF;NEUT;SG	N;ACC;SG;3
likhet	benzerliği	likhet	benzerlik	N;INDF;NEUT;SG	N;NOM;SG;3
likhet	benzerlik	likhet	benzerlik	N;INDF;NEUT;SG	N;NOM;SG;3
ansvarlig	sorumlusu	ansvarlig	sorumlu	ADJ;INDF;NEUT;SG	ADJ;NOM;SG;3
privat	özel	privat	özel	ADJ;INDF;NEUT;SG	ADJ
sak	nedeni	sak	neden	N;INDF;FEM;SG	N;NOM;SG;3
jobber	işler	jobbe	iş	N;INDF;FEM;PL	N;NOM;PL;3
jobber	görevler	jobbe	görev	N;INDF;FEM;PL	N;NOM;PL;3
søster	abla	søster	abla	N;INDF;FEM;SG	N;NOM;SG;3
society	sosyete	society	sosyet	N;INDF;NEUT;SG	N;NOM;SG;3
saker	vakalar	sak	vaka	N;INDF;FEM;PL	N;NOM;PL;3
saker	davalar	sak	dava	N;INDF;FEM;PL	N;NOM;PL;3
saker	şeyler	sak	şey	N;INDF;FEM;PL	N;NOM;PL;3
saker	sorunları	sak	sorun	N;INDF;FEM;PL	N;ACC;PL;3
saker	meseleler	sak	mesele	N;INDF;FEM;PL	N;NOM;PL;3
saker	sorunlar	sak	sorun	N;INDF;FEM;PL	N;NOM;PL;3
saker	nedenler	sak	neden	N;INDF;FEM;PL	N;NOM;PL;3
saker	nedenleri	sak	neden	N;INDF;FEM;PL	N;ACC;PL;3
stadium	stadyumu	stadium	stadyum	N;INDF;NEUT;SG	N;NOM;SG;3
stadium	stadyum	stadium	stadyum	N;INDF;NEUT;SG	N;NOM;SG;3
uke	hafta	uke	hafta	N;INDF;MASC;SG	N;NOM;SG;3
minne	bellek	minne	bellek	N;INDF;NEUT;SG	N;NOM;SG;3
minne	hafıza	minne	hafız	N;INDF;NEUT;SG	N;NOM;SG;3
tapt	kayıp	tape	kayıp	ADJ;INDF;NEUT;SG;V.PTCP	ADJ
helse	sağlıkla	helse	sağlık	N;INDF;FEM;SG	N;INS;SG;3
helse	sağlık	helse	sağlık	N;INDF;FEM;SG	N;NOM;SG;3
service	servisi	service	servi	N;INDF;MASC;SG	N;NOM;SG;3
service	hizmet	service	hizmet	N;INDF;MASC;SG	N;NOM;SG;3
filosofi	felsefesi	filosofi	felsefe	N;INDF;MASC;SG	N;NOM;SG;3
mesterskap	şampiyonası	mesterskap	şampiyon	N;INDF;NEUT;SG	N;NOM;SG;3
mesterskap	şampiyonluk	mesterskap	şampiyonluk	N;INDF;NEUT;SG	N;NOM;SG;3
mesterskap	şampiyona	mesterskap	şampiyon	N;INDF;NEUT;SG	N;DAT;SG;3
mesterskap	şampiyonası	mesterskap	şampiyon	N;INDF;NEUT;SG	N;NOM;SG;3
mesterskap	şampiyonluk	mesterskap	şampiyonluk	N;INDF;NEUT;SG	N;NOM;SG;3
mesterskap	şampiyona	mesterskap	şampiyon	N;INDF;NEUT;SG	N;DAT;SG;3
religion	dinin	religion	din	N;INDF;MASC;SG	N;GEN;SG;3
formål	amacı	formål	amaç	N;INDF;NEUT;SG	N;NOM;SG;3
finn	bulmak	finne	bul	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
breddegrad	enlem	breddegrad	enlem	N;INDF;MASC;SG	N;NOM;SG;3
landene	ülkeler	land	ülke	N;DEF;FEM;PL	N;NOM;PL;3
landene	ülkelere	land	ülke	N;DEF;FEM;PL	N;DAT;PL;3
landene	ülkeleri	land	ülke	N;DEF;FEM;PL	N;ACC;PL;3
kjenner	biliyor	kjenne	bil	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
kjenner	biliyor	kjenne	bil	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
tekniske	teknik	teknisk	teknik	ADJ;PL	ADJ
plan	planı	plan	plan	N;INDF;MASC;SG	N;ACC;SG;3
grunnla	kurulmuş	grunnle	kur	V;IND;PST;FIN	V;PFV;NFH;IND;SG;3;POS;PST;PASS
grunnla	kuruldu	grunnle	kur	V;IND;PST;FIN	V;PFV;IND;SG;3;POS;PST;PASS
bruken	kullanımı	bruk	kullanım	N;DEF;MASC;SG	N;NOM;SG;3
bruken	kullanımı	bruk	kullanım	N;DEF;MASC;SG	N;NOM;SG;3
lese	okuma	lese	oku	V;V.PTCP	V;PFV;NOM;IND;POS;PRS;V.MSDR
lese	okuyun	lese	oku	V;V.PTCP	V;PFV;IMP;PL;2;POS;PRS
lese	okumak	lese	oku	V;V.PTCP	V;PFV;NOM;IND;POS;PRS;V.MSDR
tilgang	erişim	tilgang	erişim	N;INDF;MASC;SG	N;NOM;SG;3
alternativ	alternatifi	alternativ	alternatifi	N;INDF;NEUT;SG	N;ACC;SG;3
alternativ	seçeneği	alternativ	seçenek	N;INDF;NEUT;SG	N;NOM;SG;3
kategorier	kategorileri	kategorie	kategori	N;INDF;FEM;PL	N;ACC;PL;3
design	dizayn	design	dizayn	N;INDF;MASC;SG	N;NOM;SG;3
berømte	ünlü	berømt	ünlü	ADJ;PL	ADJ
motor	motoru	motor	motor	N;INDF;MASC;SG	N;ACC;SG;3
representanter	temsilcileri	representanter	temsilci	N;INDF;FEM;PL	N;NOM;PL;3
representanter	temsilciler	representanter	temsilci	N;INDF;FEM;PL	N;NOM;PL;3
landskapet	manzara	landskap	manzara	N;DEF;NEUT;SG	N;NOM;SG;3
liverpool	galatasaray	liverpool	galatasarayay	N;INDF;NEUT;SG	N;NOM;SG;3
hustru	karısı	hustru	karı	N;INDF;MASC;SG	N;NOM;SG;3
jobb	iş	jobb	iş	N;INDF;MASC;SG	N;NOM;SG;3
jobb	iş	jobb	iş	N;INDF;MASC;SG	N;NOM;SG;3
bredt	geniş	bredt	geniş	ADJ;INDF;NEUT;SG	ADJ
bredt	geniş	bredt	geniş	ADJ;INDF;NEUT;SG	ADJ
sivile	sivillere	sivil	sivil	ADJ;PL	ADJ;DAT;PL;3
sivile	siviller	sivil	sivil	ADJ;PL	ADJ;NOM;PL;3
ekteskap	evlilik	ekteskap	evlilik	N;INDF;NEUT;SG	N;NOM;SG;3
svar	cevap	svar	cevap	N;INDF;NEUT;SG	N;NOM;SG;3
svar	cevap	svar	cevap	N;INDF;NEUT;SG	N;NOM;SG;3
svar	cevapla	svar	cevap	N;INDF;NEUT;SG	N;NOM;SG;3
svar	cevap	svar	cevap	N;INDF;NEUT;SG	N;NOM;SG;3
svar	cevapla	svar	cevap	N;INDF;NEUT;SG	N;NOM;SG;3
rad	sıra	rad	sıra	N;INDF;FEM;SG	N;NOM;SG;3
nettsider	siteler	nettside	site	N;INDF;FEM;PL	N;NOM;PL;3
nettsider	siteleri	nettside	site	N;INDF;FEM;PL	N;ACC;PL;3
dollar	dolarlar	dollar	dolar	N;INDF;MASC;PL	N;NOM;PL;3
måter	yolları	måte	yol	N;INDF;MASC;PL	N;NOM;PL;3
måter	yollar	måte	yol	N;INDF;MASC;PL	N;NOM;PL;3
planter	bitkiler	plante	bitki	N;INDF;FEM;PL	N;NOM;PL;3
planter	bitkileri	plante	bitki	N;INDF;FEM;PL	N;ACC;PL;3
setter	setter	setter	set	N;INDF;NEUT;SG	N;NOM;SG;3
motstand	direniş	motstand	direniş	N;INDF;MASC;SG	N;NOM;SG;3
utvikle	geliştirme	utvikle	geliş	V;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
utvikle	gelişmekte	utvikle	geliş	V;NFIN	V;PROG;IND;SG;3;POS;FORM;PRS
utvikle	geliştirmek	utvikle	geliş	V;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
merke	markası	merke	marka	N;INDF;NEUT;SG	N;NOM;SG;3
lengdegrad	boylam	lengdegrad	boylam	N;INDF;MASC;SG	N;NOM;SG;3
kanalen	kanalı	kanal	kanalı	N;DEF;MASC;SG	N;ACC;SG;3
forsvar	defans	forsvar	defans	N;INDF;NEUT;SG	N;NOM;SG;3
demningen	barajı	demning	barajı	N;DEF;MASC;SG	N;NOM;SG;3
opphav	kökeni	opphav	köken	N;INDF;NEUT;SG	N;ACC;SG;3
mannen	insan	mann	insan	N;DEF;MASC;SG	N;NOM;SG;3
mannen	adam	mann	adam	N;DEF;MASC;SG	N;NOM;SG;3
mannen	adamım	mann	adam	N;DEF;MASC;SG	N;NOM;SG;3
representant	temsilcisi	representant	temsilci	N;INDF;MASC;SG	N;NOM;SG;3
foreldre	aileler	forelder	aile	N;INDF;MASC;PL	N;NOM;PL;3
foreldre	ebeveynler	forelder	ebeveyn	N;INDF;MASC;PL	N;NOM;PL;3
foreldre	ebeveynler	forelder	ebeveyn	N;INDF;MASC;PL	N;NOM;PL;3
flertall	çoğunluğu	flertall	çoğunluk	N;INDF;NEUT;SG	N;ACC;SG;3
flertall	çoğunluk	flertall	çoğunluk	N;INDF;NEUT;SG	N;NOM;SG;3
parlamentet	parlamentosu	parlament	parlamentosu	N;DEF;NEUT;SG	N;NOM;SG;3
aktivitet	etkinlik	aktivitet	etkinlik	N;INDF;MASC;SG	N;NOM;SG;3
sykdom	hastalık	sykdom	hastalık	N;INDF;MASC;SG	N;NOM;SG;3
sykdom	hastalık	sykdom	hastalık	N;INDF;MASC;SG	N;NOM;SG;3
first	öncelikle	first	öncelik	N	N;INS;SG;3
familier	aileler	familie	aile	N;INDF;FEM;PL	N;NOM;PL;3
familier	aileleri	familie	aile	N;INDF;FEM;PL	N;ACC;PL;3
konkurranse	müsabaka	konkurranse	müsabaka	N;INDF;MASC;SG	N;NOM;SG;3
nettopp	sadece	nettopp	sadece	ADV	ADV
elementer	eşyalar	elementer	eşya	N;INDF;NEUT;PL	N;NOM;PL;3
elementer	ürünler	elementer	ürün	N;INDF;NEUT;PL	N;NOM;PL;3
elementer	nesneler	elementer	nesne	N;INDF;NEUT;PL	N;NOM;PL;3
elementer	nesneleri	elementer	nesne	N;INDF;NEUT;PL	N;ACC;PL;3
elementer	unsurlar	elementer	unsur	N;INDF;NEUT;PL	N;NOM;PL;3
elementer	elementler	elementer	el	N;INDF;NEUT;PL	N;NOM;PL;3
elementer	elemanlar	elementer	eleman	N;INDF;NEUT;PL	N;NOM;PL;3
mørke	karanlıklar	mørk	karanlık	ADJ;PL	ADJ;NOM;PL;3
velge	seçin	velge	seç	V;IMP;FIN	V;PFV;IMP;PL;2;POS;PRS
velge	seçin	velge	seç	V;IMP;FIN	V;PFV;IMP;PL;2;POS;PRS
velge	seçiniz	velge	seç	V;IMP;FIN	V;PFV;IMP;PL;2;POS;PRS
bærer	taşıyor	bære	taşı	V;IND;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
bærer	taşıyan	bære	taşı	V;IND;PRS;FIN	V;PFV;IND;POS;PRS;V.PTCP
bærer	taşıyarak	bære	taşı	V;IND;PRS;FIN	V;PFV;IND;POS;PRS;V.CVB
bærer	taşımak	bære	taşı	V;IND;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
prosjekt	projesi	prosjekt	proje	N;INDF;NEUT;SG	N;NOM;SG;3
skoler	okullar	skole	okul	N;INDF;FEM;PL	N;NOM;PL;3
skoler	okulları	skole	okul	N;INDF;FEM;PL	N;NOM;PL;3
transport	taşımacılık	transport	taşımacılık	N;INDF;MASC;SG	N;NOM;SG;3
transport	ulaşım	transport	ulaşım	N;INDF;MASC;SG	N;NOM;SG;3
transport	ulaşım	transport	ulaşım	N;INDF;MASC;SG	N;NOM;SG;3
avtale	randevu	avtale	randev	N;INDF;MASC;SG	N;NOM;SG;3
rettigheter	hakları	rettigheter	hak	N;INDF;FEM;PL	N;ACC;PL;3
rettigheter	haklar	rettigheter	hak	N;INDF;FEM;PL	N;NOM;PL;3
varianter	çeşitleri	varianter	çeşit	N;INDF;FEM;PL	N;ACC;PL;3
day	gün	day	gün	N;INDF;SG	N;NOM;SG;3
skade	sakatlık	skade	sakatlık	N;INDF;MASC;SG	N;NOM;SG;3
river	nehri	rive	nehir	N;INDF;FEM;SG	N;ACC;SG;3
konserter	konser	konserter	konser	N;INDF;NEUT;SG	N;NOM;SG;3
internett	internet	internett	internet	N;INDF;NEUT;SG	N;NOM;SG;3
