par	za	par	za		
konstrukcijas	konstrukcije	konstrukcija	konstrukcija	N;NOM;FEM;PL	N;NOM;FEM;PL
konstrukcijas	strukture	konstrukcija	struktura	N;NOM;FEM;PL	N;NOM;FEM;PL
braukšanas	vožnja	braukšana	vožnja	N;NOM;FEM;SG	N;NOM;FEM;SG
ask	vprašaj	ask	vprašaj	N	N;NOM;MASC;SG
staņislavs	stanisław	staņislavs	stanisław	N;NOM;MASC;SG	N;NOM;MASC;SG
plašas	obsežne	plaša	obsežen	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
tabulas	mize	tabula	miza	N;NOM;FEM;PL	N;NOM;FEM;PL
tabulas	tabele	tabula	tabela	N;NOM;FEM;PL	N;NOM;FEM;PL
tabulas	preglednice	tabula	preglednica	N;NOM;FEM;PL	N;NOM;FEM;PL
just	občuti	just	občutiti	V;POS;NFIN	V;PFV;IND;SG;3;PRS;FIN
nometnes	taborišča	nometne	taborišče	N;NOM;FEM;PL	N;NOM;NEUT;PL
atklāj	razkril	atklāt	razkriti	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;MASC;SG;V.PTCP
atklāj	razkrili	atklāt	razkriti	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;MASC;PL;V.PTCP
atklāj	razkriti	atklāt	razkriti	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;NFIN
atklāj	odkriti	atklāt	odkriti	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;NFIN
atklāj	odkrili	atklāt	odkriti	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;MASC;PL;V.PTCP
atklāj	razkrije	atklāt	razkriti	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
atklāj	razkriva	atklāt	razkrivati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
atklāj	odkriva	atklāt	odkrivati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
kukaiņi	insekti	kukainis	insekt	N;NOM;MASC;PL	N;NOM;MASC;PL
kukaiņi	žuželke	kukainis	žuželka	N;NOM;MASC;PL	N;NOM;FEM;PL
uzbūvēts	zgradil	uzbūvēt	zgraditi	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
būvēt	zgradi	būvēt	zgraditi	V;POS;NFIN	V;PFV;IND;SG;3;PRS;FIN
būvēt	zgraditi	būvēt	zgraditi	V;POS;NFIN	V;PFV;NFIN
būvēt	zgradil	būvēt	zgraditi	V;POS;NFIN	V;PFV;MASC;SG;V.PTCP
ērglis	orel	ērglis	orela	N;NOM;MASC;SG	N;NOM;MASC;SG
ērglis	eagle	ērglis	eagel	N;NOM;MASC;SG	N;NOM;MASC;SG
ērglis	orla	ērglis	orel	N;NOM;MASC;SG	N;NOM;MASC;SG
tilpums	volumen	tilpums	volumen	N;NOM;MASC;SG	N;NOM;MASC;SG
tilpums	glasnost	tilpums	glasnost	N;NOM;MASC;SG	N;NOM;FEM;SG
tilpums	prostornina	tilpums	prostornina	N;NOM;MASC;SG	N;NOM;FEM;SG
tilpums	zvezek	tilpums	zvezek	N;NOM;MASC;SG	N;NOM;MASC;SG
tilpums	obseg	tilpums	obseg	N;NOM;MASC;SG	N;NOM;MASC;SG
nepieciešami	zahtevani	nepieciešams	zahtevan	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;PL;V.PTCP
baroka	barok	baroks	barok	N;NOM;MASC;SG	N;NOM;MASC;SG
balsis	glasovi	balss	glas	N;NOM;FEM;PL	N;NOM;MASC;PL
balsis	glasovi	balss	glas	N;NOM;FEM;PL	N;NOM;MASC;PL
tūlīt	nemudoma	tūlīt	nemudoma	ADV	ADV
tūlīt	takoj	tūlīt	takoj	ADV	ADV
koloniju	kolonijo	kolonija	kolonija	N;ACC;FEM;SG	N;ACC;FEM;SG
atšķirība	razlika	atšķirība	razlika	N;NOM;FEM;SG	N;NOM;FEM;SG
ģitārists	kitarist	ģitārists	kitarist	N;NOM;MASC;SG	N;NOM;MASC;SG
tramvajs	tramvaj	tramvajs	tramvaj	N;NOM;MASC;SG	N;NOM;MASC;SG
atvērts	odpri	atvērts	odpreti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IMP;SG;2;FIN
izpilda	usmrtili	izpilst	usmrtiti	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;MASC;PL;V.PTCP
āda	koža	āda	koža	N;NOM;FEM;SG	N;NOM;FEM;SG
prasības	trditve	prasība	trditev	N;NOM;FEM;PL	N;NOM;FEM;PL
prasības	terjatve	prasība	terjatev	N;NOM;FEM;PL	N;NOM;FEM;PL
prasības	zahteve	prasība	zahteva	N;NOM;FEM;PL	N;NOM;FEM;PL
pētnieks	raziskovalec	pētnieks	raziskovalec	N;NOM;MASC;SG	N;NOM;MASC;SG
pētnieks	preiskovalec	pētnieks	preiskovalec	N;NOM;MASC;SG	N;NOM;MASC;SG
pētnieks	raziskovalec	pētnieks	raziskovalec	N;NOM;MASC;SG	N;NOM;MASC;SG
avīzes	časopisi	avīze	časopis	N;NOM;FEM;PL	N;NOM;MASC;PL
lietošana	uporaba	lietošana	uporaba	N;NOM;FEM;SG	N;NOM;FEM;SG
lietošana	uporaba	lietošana	uporaba	N;NOM;FEM;SG	N;NOM;FEM;SG
laikmets	era	laikmets	era	N;NOM;MASC;SG	N;NOM;MASC;SG
pelēkā	sivo	pelēks	siv	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
pelēkā	sivi	pelēks	siv	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
pelēkā	siva	pelēks	siv	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
zaudē	izgublja	zaudēt	izgubljati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
zaudē	izgubi	zaudēt	izgubiti	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
zaudē	izgubi	zaudēt	izgubiti	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
augstā	visoka	augsts	visok	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
ordas	horde	orda	horda	N;NOM;FEM;PL	N;NOM;FEM;PL
būves	konstrukcije	būve	konstrukcija	N;NOM;FEM;PL	N;NOM;FEM;PL
sniegs	sneg	sniegs	sneg	N;NOM;MASC;SG	N;NOM;MASC;SG
slimnīca	bolnišnica	slimnīca	bolnišnica	N;NOM;FEM;SG	N;NOM;FEM;SG
slimnīca	bolnica	slimnīca	bolnica	N;NOM;FEM;SG	N;NOM;FEM;SG
slimnīca	ambulanta	slimnīca	ambulant	N;NOM;FEM;SG	N;NOM;FEM;SG
kategorija	kategorija	kategorija	kategorija	N;NOM;FEM;SG	N;NOM;FEM;SG
nolaišanās	spust	nolaišanās	spust	N;NOM;FEM;SG	N;NOM;MASC;SG
nolaišanās	spuščanje	nolaišanās	spuščanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
nolaišanās	pristanek	nolaišanās	pristanek	N;NOM;FEM;SG	N;NOM;MASC;SG
nolaišanās	pristajanje	nolaišanās	pristajanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
grādi	stopinje	grāds	stopinja	N;NOM;MASC;PL	N;NOM;FEM;PL
cietoksnis	utrdba	cietoksnis	utrdba	N;NOM;MASC;SG	N;NOM;FEM;SG
cietoksnis	trdnjava	cietoksnis	trdnjava	N;NOM;MASC;SG	N;NOM;FEM;SG
citādi	drugače	citādi	drugače	ADV	ADV
sarkanais	rdeča	sarkans	rdeč	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
sarkanais	rdeči	sarkans	rdeč	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
sarkanais	rdeč	sarkans	rdeč	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
sarkanais	rdeče	sarkans	rdeč	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
samazināt	zmanjšati	samazināt	zmanjšati	V;POS;NFIN	V;PFV;NFIN
nepārtraukti	neprekinjeno	nepārtraukti	neprekinjen	ADV	ADV
nepārtraukti	konstantno	nepārtraukti	konstanten	ADV	ADV
nepārtraukti	nenehno	nepārtraukti	nenehno	ADV	ADV
nepārtraukti	neprekinjeno	nepārtraukti	neprekinjen	ADV	ADV
plūsma	tok	plūsma	tok	N;NOM;FEM;SG	N;NOM;MASC;SG
plūsma	pretok	plūsma	pretok	N;NOM;FEM;SG	N;NOM;MASC;SG
ķēniņš	kralj	ķēniņš	kralj	N;NOM;MASC;SG	N;NOM;MASC;SG
atjaunošanu	obnovo	atjaunošana	obnova	N;ACC;FEM;SG	N;ACC;FEM;SG
mazulis	otrok	mazulis	otrok	N;NOM;MASC;SG	N;NOM;MASC;SG
mazulis	punčka	mazulis	punčka	N;NOM;MASC;SG	N;NOM;FEM;SG
mazulis	dojenček	mazulis	dojenček	N;NOM;MASC;SG	N;NOM;MASC;SG
mazulis	mladič	mazulis	mladič	N;NOM;MASC;SG	N;NOM;MASC;SG
vienāda	enotna	vienāda	enoten	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
mežs	gozd	mežs	gozd	N;NOM;MASC;SG	N;NOM;MASC;SG
izvēlēties	izberi	izvēlēties	izbrati	V;POS;REFL;NFIN	V;PFV;IND;SG;3;PRS;FIN
izvēlēties	izberi	izvēlēties	izbrati	V;POS;REFL;NFIN	V;PFV;IND;SG;3;PRS;FIN
uzbrūk	napadajo	uzbrukt	napadati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
saprot	razume	saprast	razumeti	V;FH;IND;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
turpinājums	nadaljevanje	turpinājums	nadaljevanje	N;NOM;MASC;SG	N;NOM;NEUT;SG
turpinājums	nadaljevanje	turpinājums	nadaljevanje	N;NOM;MASC;SG	N;NOM;NEUT;SG
vāks	pokrovček	vākt	pokrovček	N;NOM;MASC;SG	N;NOM;MASC;SG
vāks	pokrov	vākt	pokrov	N;NOM;MASC;SG	N;NOM;MASC;SG
vāks	kritje	vākt	kritje	N;NOM;MASC;SG	N;NOM;NEUT;SG
renault	renault	renault	renaulta	N	N;NOM;MASC;SG
septiņi	sedem	septiņi	sedem	NUM;NOM;MASC;PL	NUM;NOM;PL
sienu	steno	siena	stena	N;ACC;FEM;SG	N;ACC;FEM;SG
sabiedrisks	družabna	sabiedrisks	družaben	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
sabiedrisks	družaben	sabiedrisks	družaben	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
sabiedrisks	družabno	sabiedrisks	družabno	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
svarīgs	pomembno	svarīgs	pomemben	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
svarīgs	pomemben	svarīgs	pomemben	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
svarīgs	pomembna	svarīgs	pomemben	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
bumbu	žogo	bumba	žoga	N;ACC;FEM;SG	N;ACC;FEM;SG
ausis	ušesi	auss	uho	N;NOM;FEM;PL	N;NOM;NEUT;PL
ausis	ušesa	auss	uho	N;NOM;FEM;PL	N;NOM;NEUT;PL
apmācības	treningi	apmācība	trening	N;NOM;FEM;PL	N;NOM;MASC;PL
slam	slam	sla	slam	N	N;NOM;MASC;SG
atbrīvoja	osvobodil	atbrīvot	osvoboditi	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
fabrikas	tovarne	fabrika	tovarna	N;NOM;FEM;PL	N;NOM;FEM;PL
ķīmiskais	kemična	ķīmisks	kemičen	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
ķīmiskais	kemijsko	ķīmisks	kemijski	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
ķīmiskais	kemično	ķīmisks	kemično	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
produkti	produkti	produkts	produkt	N;NOM;MASC;PL	N;NOM;MASC;PL
produkti	proizvodi	produkts	proizvod	N;NOM;MASC;PL	N;NOM;MASC;PL
produkti	izdelki	produkts	izdelek	N;NOM;MASC;PL	N;NOM;MASC;PL
indeksi	indeksi	indeksis	indeksa	N;NOM;MASC;PL	N;NOM;MASC;PL
indeksi	indeksi	indeksis	indeksa	N;NOM;MASC;PL	N;NOM;MASC;PL
plašs	široka	plašs	širok	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
plašs	širok	plašs	širok	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
plašs	obsežna	plašs	obsežen	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
plašs	široka	plašs	širok	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
dziļi	globoko	dziļi	globoko	ADV	ADV
dziļi	globoko	dziļi	globoko	ADV	ADV
tradīciju	tradicijo	tradīcija	tradicija	N;ACC;FEM;SG	N;ACC;FEM;SG
vairākums	večina	vairākums	večina	N;NOM;MASC;SG	N;NOM;FEM;SG
automašīnas	avtomobili	automašīna	avtomobil	N;NOM;FEM;PL	N;NOM;MASC;PL
automašīnas	avti	automašīna	avto	N;NOM;FEM;PL	N;NOM;MASC;PL
noformējums	predstavitev	noformējums	predstavitev	N;NOM;MASC;SG	N;NOM;FEM;SG
noformējums	umetnina	noformējums	umetnina	N;NOM;MASC;SG	N;NOM;FEM;SG
izvirzīja	vzgojila	izvirzīt	vzgojiti	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
dejas	plesi	deja	plesiti	N;NOM;FEM;PL	N;NOM;MASC;PL
zinātniskā	znanstvena	zinātniska	znanstven	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
zinātniskā	znanstveno	zinātniska	znanstven	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
segums	kritje	segums	kritje	N;NOM;MASC;SG	N;NOM;NEUT;SG
segums	zajetje	segums	zajetje	N;NOM;MASC;SG	N;NOM;NEUT;SG
segums	kritje	segums	kritje	N;NOM;MASC;SG	N;NOM;NEUT;SG
segums	pokritost	segums	pokritost	N;NOM;MASC;SG	N;NOM;FEM;SG
segums	pokrivanje	segums	pokrivanje	N;NOM;MASC;SG	N;NOM;NEUT;SG
segums	pokritje	segums	pokritje	N;NOM;MASC;SG	N;NOM;NEUT;SG
zelts	zlat	zelts	zlat	N;NOM;MASC;SG	N;NOM;MASC;SG
gubernators	guverner	gubernators	guverner	N;NOM;MASC;SG	N;NOM;MASC;SG
īsā	kratki	īss	kratek	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
īsā	kratek	īss	kratek	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
īsā	kratka	īss	kratek	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
sadarbība	sodelovanje	sadarbība	sodelovanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
sadarbība	sodelovanje	sadarbība	sodelovanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
aktieri	igralci	aktieris	igralec	N;NOM;MASC;PL	N;NOM;MASC;PL
aktieri	akterji	aktieris	akter	N;NOM;MASC;PL	N;NOM;MASC;PL
tulkojums	prevajanje	tulkojums	prevajanje	N;NOM;MASC;SG	N;NOM;NEUT;SG
tulkojums	prevod	tulkojums	prevod	N;NOM;MASC;SG	N;NOM;MASC;SG
atzīst	prepoznava	atzīt	prepoznava	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
atzīst	priznava	atzīt	priznavati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
atzīst	priznava	atzīt	priznavati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
signāls	signal	signāls	signal	N;NOM;MASC;SG	N;NOM;MASC;SG
reliģiskās	verske	reliģiska	verski	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
pasākumi	ukrepi	pasākums	ukrep	N;NOM;MASC;PL	N;NOM;MASC;PL
pasākumi	dogodki	pasākums	dogodek	N;NOM;MASC;PL	N;NOM;MASC;PL
pasākumi	prireditve	pasākums	prireditev	N;NOM;MASC;PL	N;NOM;FEM;PL
tēlnieks	kipar	tēlnieks	kipar	N;NOM;MASC;SG	N;NOM;MASC;SG
paskaidrojums	pojasnilo	paskaidrojums	pojasniti	N;NOM;MASC;SG	N;NOM;NEUT;SG
paskaidrojums	obrazložitev	paskaidrojums	obrazložitev	N;NOM;MASC;SG	N;NOM;FEM;SG
paskaidrojums	razlaga	paskaidrojums	razlagati	N;NOM;MASC;SG	N;NOM;FEM;SG
rezidence	prebivanje	rezidence	prebivanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
rezidence	bivališče	rezidence	bivališče	N;NOM;FEM;SG	N;NOM;NEUT;SG
rezidence	bivanje	rezidence	bivanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
rezidence	rezidenca	rezidence	rezidenca	N;NOM;FEM;SG	N;NOM;FEM;SG
rezidence	prebivališče	rezidence	prebivališče	N;NOM;FEM;SG	N;NOM;NEUT;SG
ierīce	naprava	ierīce	naprava	N;NOM;FEM;SG	N;NOM;FEM;SG
ierīce	pripomoček	ierīce	pripomoček	N;NOM;FEM;SG	N;NOM;MASC;SG
kareivji	vojaki	kareivji	vojak	N;NOM;MASC;PL	N;NOM;MASC;PL
kareivji	vojščaki	kareivji	vojščak	N;NOM;MASC;PL	N;NOM;MASC;PL
kareivji	bojevniki	kareivji	bojevnik	N;NOM;MASC;PL	N;NOM;MASC;PL
panākumi	uspehi	panākums	uspeh	N;NOM;MASC;PL	N;NOM;MASC;PL
failu	datoteko	fails	datoteka	N;ACC;MASC;SG	N;ACC;FEM;SG
trūkums	pomanjkljivost	trūkums	pomanjkljivost	N;NOM;MASC;SG	N;NOM;FEM;SG
trūkums	pomanjkanje	trūkums	pomanjkanje	N;NOM;MASC;SG	N;NOM;NEUT;SG
trūkums	pomanjkanje	trūkums	pomanjkanje	N;NOM;MASC;SG	N;NOM;NEUT;SG
piloti	piloti	pilots	pilot	N;NOM;MASC;PL	N;NOM;MASC;PL
maina	spreminja	mainīt	spreminjati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
pārošanās	parjenje	pārošanās	parjenje	N;NOM;FEM;SG	N;NOM;NEUT;SG
pamats	fundacija	pamats	fundacija	N;NOM;MASC;SG	N;NOM;FEM;SG
pamats	temelj	pamats	temelj	N;NOM;MASC;SG	N;NOM;MASC;SG
pamats	sklad	pamats	sklad	N;NOM;MASC;SG	N;NOM;MASC;SG
pamats	osnova	pamats	osnova	N;NOM;MASC;SG	N;NOM;FEM;SG
pamats	podlaga	pamats	podlaga	N;NOM;MASC;SG	N;NOM;FEM;SG
pamats	baza	pamats	baza	N;NOM;MASC;SG	N;NOM;FEM;SG
pamats	osnova	pamats	osnova	N;NOM;MASC;SG	N;NOM;FEM;SG
pamats	oporišče	pamats	oporišče	N;NOM;MASC;SG	N;NOM;NEUT;SG
pamats	podlaga	pamats	podlaga	N;NOM;MASC;SG	N;NOM;FEM;SG
labas	pridni	laba	priden	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
kļūdas	napake	kļūda	napaka	N;NOM;FEM;PL	N;NOM;FEM;PL
kļūdas	napake	kļūda	napaka	N;NOM;FEM;PL	N;NOM;FEM;PL
pārmaiņas	spremembe	pārmaiņa	sprememba	N;NOM;FEM;PL	N;NOM;FEM;PL
pārmaiņas	spremembe	pārmaiņa	sprememba	N;NOM;FEM;PL	N;NOM;FEM;PL
kapa	grobnica	kaps	grobnica	N;NOM;MASC;SG	N;NOM;FEM;SG
kapa	kappa	kaps	kappa	N;NOM;MASC;SG	N;NOM;MASC;SG
kapa	kapa	kaps	kapa	N;NOM;MASC;SG	N;NOM;FEM;SG
kapa	grob	kaps	grob	N;NOM;MASC;SG	N;NOM;MASC;SG
kapa	groba	kaps	grob	N;NOM;MASC;SG	N;NOM;MASC;SG
aktīva	aktivna	aktīva	aktiven	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
aktīva	aktiven	aktīva	aktiven	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
miljons	milijon	miljons	milijon	N;NOM;MASC;SG	N;NOM;MASC;SG
miljons	miljon	miljons	miljon	N;NOM;MASC;SG	N;NOM;MASC;SG
regulārā	redni	regulāra	reden	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
regulārā	redna	regulāra	reden	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
atbildes	odzivi	atbilde	odziv	N;NOM;FEM;PL	N;NOM;MASC;PL
atbildes	odgovori	atbilde	odgovor	N;NOM;FEM;PL	N;NOM;MASC;PL
atbildes	odgovori	atbilde	odgovor	N;NOM;FEM;PL	N;NOM;MASC;PL
managerclubs	managerclubs	managerclubs	managerclubs	N;NOM;MASC;SG	N;NOM;MASC;SG
doktors	dohtar	doktors	dohtar	N;NOM;MASC;SG	N;NOM;MASC;SG
doktors	doc	doktors	doc	N;NOM;MASC;SG	N;NOM;MASC;SG
doktors	dok	doktors	dok	N;NOM;MASC;SG	N;NOM;MASC;SG
iekārta	rastlina	iekārta	rastlina	N;NOM;FEM;SG	N;NOM;FEM;SG
iekārta	obrat	iekārta	obrat	N;NOM;FEM;SG	N;NOM;MASC;SG
iekārta	namestitev	iekārta	namestitev	N;NOM;FEM;SG	N;NOM;FEM;SG
iekārta	vgradnja	iekārta	vgradnja	N;NOM;FEM;SG	N;NOM;FEM;SG
iekārta	montaža	iekārta	montaža	N;NOM;FEM;SG	N;NOM;FEM;SG
iekārta	oprema	iekārta	oprema	N;NOM;FEM;SG	N;NOM;FEM;SG
čūskas	kač	čūska	kač	N;NOM;FEM;PL	N;NOM;FEM;PL
čūskas	kače	čūska	kača	N;NOM;FEM;PL	N;NOM;FEM;PL
klasifikācijas	razvrstitve	klasifikācija	razvrstitev	N;NOM;FEM;PL	N;NOM;FEM;PL
klasifikācijas	klasifikacije	klasifikācija	klasifikacija	N;NOM;FEM;PL	N;NOM;FEM;PL
spurs	ostroge	spurs	ostrog	N	N;NOM;FEM;PL
vadīt	vozi	vadīt	voziti	V;POS;NFIN	V;IPFV;IND;SG;3;PRS;FIN
koeficients	koeficient	koeficients	koeficient	N;NOM;MASC;SG	N;NOM;MASC;SG
koeficients	dejavnik	koeficients	dejavnik	N;NOM;MASC;SG	N;NOM;MASC;SG
koeficients	faktor	koeficients	faktor	N;NOM;MASC;SG	N;NOM;MASC;SG
zemākā	nižja	zema	nizek	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
zemākā	nižje	zema	nizek	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
vilciens	vlak	vilciens	vlak	N;NOM;MASC;SG	N;NOM;MASC;SG
krājumi	zaloge	krājums	zaloga	N;NOM;MASC;PL	N;NOM;FEM;PL
krājumi	zaloge	krājums	zaloga	N;NOM;MASC;PL	N;NOM;FEM;PL
krājumi	zaloge	krājums	zaloga	N;NOM;MASC;PL	N;NOM;FEM;PL
stingri	odločno	stingri	odločno	ADV	ADV
stingri	strogo	stingri	stroga	ADV	ADV
stingri	trdno	stingri	trdno	ADV	ADV
izlūkošanas	inteligenca	izlūkošana	inteligenca	N;NOM;FEM;SG	N;NOM;FEM;SG
eļļas	olja	eļļa	olje	N;NOM;FEM;PL	N;NOM;NEUT;PL
eļļas	olja	eļļa	olje	N;NOM;FEM;PL	N;NOM;NEUT;PL
tehniskā	tehnični	tehniska	tehničen	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
tehniskā	tehnična	tehniska	tehničen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
ierodas	prispe	ierasties	prispati	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
neveiksmīgi	nesrečno	neveiksmīgi	nesrečno	ADV	ADV
atšķirīgs	drugačna	atšķirīgs	drugačen	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
atšķirīgs	drugačen	atšķirīgs	drugačen	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
atšķirīgs	drugačno	atšķirīgs	drugačen	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
ainava	pokrajina	ainava	pokrajina	N;NOM;FEM;SG	N;NOM;FEM;SG
cikls	ciklus	cikls	ciklus	N;NOM;MASC;SG	N;NOM;MASC;SG
cikls	cikel	cikls	cikel	N;NOM;MASC;SG	N;NOM;MASC;SG
maiņu	izmeno	maiņa	izmena	N;ACC;FEM;SG	N;ACC;FEM;SG
tehnika	tehnika	tehnika	tehnika	N;NOM;FEM;SG	N;NOM;FEM;SG
standarts	merilo	standarts	merilo	N;NOM;MASC;SG	N;NOM;NEUT;SG
standarts	standard	standarts	standard	N;NOM;MASC;SG	N;NOM;MASC;SG
fakts	dejstvo	fakts	dejstvo	N;NOM;MASC;SG	N;NOM;NEUT;SG
instruments	inštrument	instruments	inštrument	N;NOM;MASC;SG	N;NOM;MASC;SG
instruments	instrument	instruments	instrument	N;NOM;MASC;SG	N;NOM;MASC;SG
instruments	orodje	instruments	orodje	N;NOM;MASC;SG	N;NOM;NEUT;SG
pabeigts	končala	pabeigt	končati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
vīri	možje	vīrs	mož	N;NOM;MASC;PL	N;NOM;MASC;PL
vīri	možje	vīrs	mož	N;NOM;MASC;PL	N;NOM;MASC;PL
vīri	moški	vīrs	moški	N;NOM;MASC;PL	N;NOM;MASC;PL
arhīvs	arhiv	arhīvs	arhiv	N;NOM;MASC;SG	N;NOM;MASC;SG
arhīvs	arhiv	arhīvs	arhiv	N;NOM;MASC;SG	N;NOM;MASC;SG
update	posodabljanje	update	posodabljanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
update	posodobitev	update	posodobitev	N;NOM;FEM;SG	N;NOM;FEM;SG
īsa	kratki	īsa	kratek	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
īsa	kratek	īsa	kratek	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
īsa	kratka	īsa	kratek	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
izveide	stvaritev	izveide	stvaritev	N;NOM;FEM;SG	N;NOM;FEM;SG
izveide	ustanovitev	izveide	ustanovitev	N;NOM;FEM;SG	N;NOM;FEM;SG
izveide	ustvarjanje	izveide	ustvarjanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
izveide	ustanova	izveide	ustanova	N;NOM;FEM;SG	N;NOM;FEM;SG
izveide	ustanavljanje	izveide	ustanavljanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
izveide	ustanovitev	izveide	ustanovitev	N;NOM;FEM;SG	N;NOM;FEM;SG
izveide	obrat	izveide	obrat	N;NOM;FEM;SG	N;NOM;MASC;SG
izveide	vzpostavitev	izveide	vzpostavitev	N;NOM;FEM;SG	N;NOM;FEM;SG
faktori	faktorji	faktors	faktor	N;NOM;MASC;PL	N;NOM;MASC;PL
faktori	dejavniki	faktors	dejavnik	N;NOM;MASC;PL	N;NOM;MASC;PL
pārdošanas	prodaja	pārdošana	prodaja	N;NOM;FEM;SG	N;NOM;FEM;SG
