年	рік	年	рік	N	N;INAN;NOM;MASC;SG
法庭	трибунал	法庭	трибунал	N	N;INAN;NOM;MASC;SG
法庭	суд	法庭	суд	N	N;INAN;NOM;MASC;SG
法庭	суди	法庭	судити	N	N;INAN;NOM;MASC;PL
法庭	судів	法庭	суд	N	N;INAN;GEN;MASC;PL
榮譽	чесноти	榮譽	чеснота	N	N;INAN;NOM;FEM;PL
榮譽	честь	榮譽	честь	N	N;INAN;ACC;FEM;SG
榮譽	вшанування	榮譽	вшанування	N	N;INAN;NOM;NEUT;SG
榮譽	честь	榮譽	честь	N	N;INAN;ACC;FEM;SG
榮譽	пошани	榮譽	пошана	N	N;INAN;NOM;FEM;PL
四	чотирьох	四	чотири	NUM	NUM;NOM
四	чотири	四	чотири	NUM	NUM;NOM
出售	продати	出售	продати	V	V;PFV;NFIN
出售	продавати	出售	продавати	V	V;IPFV;NFIN
民間	фольклор	民間	фольклор	N	N;INAN;NOM;MASC;SG
防止	запобігти	防止	запобігти	V	V;PFV;NFIN
防止	запобігати	防止	запобігати	V	V;IPFV;NFIN
妹妹	сестра	妹妹	сестра	N	N;ANIM;NOM;FEM;SG
吸收	поглинає	吸收	поглинати	V	V;IPFV;IND;SG;3;PRS;FIN
誰	хто	誰	хто	PRO	PRO;ANIM;NOM;MASC;SG
整合	інтеграція	整合	інтеграція	N	N;INAN;NOM;FEM;SG
整合	інтеграція	整合	інтеграція	N	N;INAN;NOM;FEM;SG
整合	консолідації	整合	консолідація	N	N;INAN;GEN;FEM;PL
供應	надати	供應	надати	V	V;PFV;NFIN
岸	берега	岸	берег	N	N;INAN;GEN;MASC;SG
岸	берег	岸	берег	N	N;INAN;NOM;MASC;SG
祖父	дідусь	祖父	дитися	N	N;ANIM;NOM;MASC;SG
祖父	дід	祖父	дід	N	N;ANIM;NOM;MASC;SG
祖父	дідуся	祖父	дідитися	N	N;ANIM;ACC;MASC;SG
哥哥	брат	哥哥	брат	N	N;ANIM;NOM;MASC;SG
哥哥	брата	哥哥	брат	N	N;ANIM;ACC;MASC;SG
哥哥	братик	哥哥	братик	N	N;ANIM;NOM;MASC;SG
終於	нарешті	終於	нарешті	ADV	ADV
龜	черепашка	龜	черепашка	N	N;INAN;NOM;FEM;SG
龜	черепаха	龜	черепах	N	N;ANIM;NOM;FEM;SG
龜	черепашки	龜	черепашка	N	N;INAN;NOM;FEM;PL
龜	черепахи	龜	черепах	N	N;ANIM;NOM;FEM;PL
龜	черепаха	龜	черепах	N	N;ANIM;NOM;FEM;SG
醫生	лікар	醫生	лікар	N	N;ANIM;NOM;MASC;SG
醫生	лікаря	醫生	лікар	N	N;ANIM;ACC;MASC;SG
醫生	доктор	醫生	доктор	N	N;ANIM;NOM;MASC;SG
醫生	лікарю	醫生	лікар	N	N;ANIM;DAT;MASC;SG
教師	викладач	教師	викладач	N	N;ANIM;NOM;MASC;SG
教師	вчителю	教師	вчитель	N	N;ANIM;DAT;FEM;SG
教師	вчитель	教師	вчитель	N	N;ANIM;NOM;MASC;SG
教師	учитель	教師	учитель	N	N;ANIM;NOM;MASC;SG
教師	вчителька	教師	вчителька	N	N;ANIM;NOM;FEM;SG
教師	учителі	教師	учитель	N	N;ANIM;NOM;MASC;PL
教師	вчителів	教師	вчитель	N	N;ANIM;ACC;MASC;PL
教師	вчителі	教師	вчитель	N	N;ANIM;NOM;MASC;PL
伯爵	кількість	伯爵	кількість	N	N;INAN;NOM;FEM;SG
伯爵	відлік	伯爵	відлік	N	N;INAN;NOM;MASC;SG
親王	принц	親王	принц	N	N;ANIM;NOM;MASC;SG
親王	князь	親王	князь	N	N;ANIM;NOM;MASC;SG
特徵	особливості	特徵	особливість	N	N;INAN;NOM;FEM;PL
特徵	можливості	特徵	можливість	N	N;INAN;NOM;FEM;PL
特徵	функціональність	特徵	функціональність	N	N;INAN;NOM;FEM;SG
特徵	характеристики	特徵	характеристика	N	N;INAN;NOM;FEM;PL
特徵	можливість	特徵	можливість	N	N;INAN;NOM;FEM;SG
特徵	характеристика	特徵	характеристика	N	N;INAN;NOM;FEM;SG
政黨	вечірка	政黨	вечірка	N	N;INAN;NOM;FEM;SG
政黨	партії	政黨	партія	N	N;INAN;GEN;FEM;SG
政黨	вечірки	政黨	вечірка	N	N;INAN;NOM;FEM;PL
政黨	партія	政黨	партія	N	N;INAN;NOM;FEM;SG
入口	вхід	入口	вхід	N	N;INAN;NOM;MASC;SG
一半	півтори	一半	півтори	NUM	NUM;NOM
路口	перетин	路口	перетина	N	N;INAN;NOM;MASC;SG
危機	криз	危機	криз	N	N;INAN;GEN;FEM;PL
危機	криза	危機	криза	N	N;INAN;NOM;FEM;SG
軍團	легіон	軍團	легіон	N	N;INAN;NOM;MASC;SG
軍團	легіонів	軍團	легіон	N	N;ANIM;GEN;MASC;PL
憲法	конституція	憲法	конституція	N	N;INAN;NOM;FEM;SG
憲法	постанови	憲法	постанова	N	N;INAN;NOM;FEM;PL
天然	натуральний	天然	натуральний	ADJ	ADJ;NOM;MASC;SG
天然	натуральна	天然	натуральний	ADJ	ADJ;NOM;FEM;SG
天然	натуральні	天然	натуральний	ADJ	ADJ;NOM;PL
天然	природний	天然	природний	ADJ	ADJ;NOM;MASC;SG
天然	природні	天然	природний	ADJ	ADJ;NOM;PL
打破	розбити	打破	розбити	V	V;PFV;NFIN
駕駛	їхали	駕駛	їхати	V	V;IPFV;IND;PL;PST;FIN
恐龍	динозавр	恐龍	динозавр	N	N;INAN;NOM;MASC;SG
恐龍	динозаврів	恐龍	динозавр	N	N;ANIM;ACC;MASC;PL
特性	характеристика	特性	характеристика	N	N;INAN;NOM;FEM;SG
特性	характеристики	特性	характеристика	N	N;INAN;NOM;FEM;PL
名人	знаменитості	名人	знаменитостий	N	N;INAN;NOM;FEM;PL
名人	знаменитостей	名人	знаменитость	N	N;INAN;GEN;FEM;PL
名人	знаменитості	名人	знаменитостий	N	N;INAN;NOM;FEM;PL
腹	живіт	腹	живіт	N	N;INAN;NOM;MASC;SG
移除	прибрати	移除	прибрати	V	V;PFV;NFIN
移除	видалити	移除	видалити	V	V;PFV;NFIN
移除	вилучити	移除	вилучити	V	V;PFV;NFIN
戰車	візок	戰車	візок	N	N;INAN;NOM;MASC;SG
笑	посмішка	笑	посмішка	N	N;INAN;NOM;FEM;SG
笑	усмішка	笑	усмішка	N	N;INAN;NOM;FEM;SG
笑	сміх	笑	смісти	N	N;INAN;NOM;MASC;SG
總督	губернатора	總督	губернатор	N	N;ANIM;NOM;MASC;SG
通訊	комунікацій	通訊	комунікація	N	N;INAN;GEN;FEM;PL
通訊	комунікація	通訊	комунікація	N	N;INAN;NOM;FEM;SG
通訊	спілкування	通訊	спілкування	N	N;INAN;NOM;NEUT;SG
通訊	комунікації	通訊	комунікація	N	N;INAN;NOM;FEM;PL
商店	крамниця	商店	крамниця	N	N;INAN;NOM;FEM;SG
商店	магазин	商店	магазин	N	N;INAN;NOM;MASC;SG
商店	магазинів	商店	магазин	N	N;INAN;GEN;MASC;PL
商店	крамниці	商店	крамниця	N	N;INAN;NOM;FEM;PL
商店	магазини	商店	магазин	N	N;INAN;NOM;MASC;PL
商店	магазин	商店	магазин	N	N;INAN;NOM;MASC;SG
延長	розширювати	延長	розширювати	V	V;IPFV;NFIN
裝備	обладнання	裝備	обладнання	N	N;INAN;NOM;NEUT;SG
裝備	інвентар	裝備	інвентар	N	N;INAN;NOM;MASC;SG
裝備	спорядження	裝備	спорядження	N	N;INAN;NOM;NEUT;SG
裝備	вбрання	裝備	вбрання	N	N;INAN;NOM;NEUT;SG
顧問	консультант	顧問	консультант	N	N;ANIM;NOM;MASC;SG
顧問	консультантом	顧問	консультант	N	N;ANIM;INS;MASC;SG
顧問	радник	顧問	радник	N	N;ANIM;NOM;MASC;SG
顧問	консультантом	顧問	консультант	N	N;ANIM;INS;MASC;SG
古老	давніх	古老	давній	ADJ	ADJ;GEN;PL
古老	стародавні	古老	стародавний	ADJ	ADJ;NOM;PL
古老	давні	古老	давний	ADJ	ADJ;NOM;PL
古老	стародавній	古老	стародавний	ADJ	ADJ;NOM;FEM;SG
古老	давній	古老	давній	ADJ	ADJ;NOM;MASC;SG
細胞	клітинка	細胞	клітинка	N	N;INAN;NOM;FEM;SG
細胞	комірки	細胞	комірка	N	N;INAN;NOM;FEM;PL
細胞	комірку	細胞	комірка	N	N;INAN;ACC;FEM;SG
細胞	клітини	細胞	клітина	N	N;INAN;NOM;FEM;PL
細胞	комірка	細胞	комірка	N	N;INAN;NOM;FEM;SG
細胞	комірки	細胞	комірка	N	N;INAN;NOM;FEM;PL
患者	пацієнти	患者	пацієнт	N	N;ANIM;NOM;MASC;PL
患者	пацієнтам	患者	пацієнт	N	N;ANIM;DAT;MASC;PL
患者	пацієнтів	患者	пацієнт	N	N;ANIM;ACC;MASC;PL
患者	пацієнт	患者	пацієнт	N	N;ANIM;NOM;MASC;SG
患者	пацієнта	患者	пацієнт	N	N;ANIM;ACC;MASC;SG
劇情	драма	劇情	драма	N	N;INAN;NOM;FEM;SG
劇情	драми	劇情	драма	N	N;INAN;NOM;FEM;PL
劇情	креслення	劇情	креслення	N	N;INAN;NOM;NEUT;SG
劇情	графіка	劇情	графіка	N	N;INAN;NOM;FEM;SG
劇情	графік	劇情	графік	N	N;INAN;NOM;MASC;SG
站台	платформи	站台	платформа	N	N;INAN;NOM;FEM;PL
站台	платформу	站台	платформа	N	N;INAN;ACC;FEM;SG
站台	платформа	站台	платформа	N	N;INAN;NOM;FEM;SG
急	кайф	急	кайф	N	N;INAN;NOM;MASC;SG
男	актор	男	актор	N	N;ANIM;NOM;MASC;SG
中間	середина	中間	середина	N	N;INAN;NOM;FEM;SG
文獻	література	文獻	література	N	N;INAN;NOM;FEM;SG
蜥	ящірки	蜥	ящірка	N	N;ANIM;NOM;FEM;PL
蜥	ящірка	蜥	ящірка	N	N;ANIM;NOM;FEM;SG
暫停	призупинити	暫停	призупинити	V	V;PFV;NFIN
暫停	призупинено	暫停	призупинити	V	V;PFV;IND;0;FIN
暫停	призупинити	暫停	призупинити	V	V;PFV;NFIN
原型	прототип	原型	прототип	N	N;INAN;NOM;MASC;SG
原型	прототипи	原型	прототип	N	N;INAN;NOM;MASC;PL
聲音	звук	聲音	звук	N	N;INAN;NOM;MASC;SG
聲音	голос	聲音	голос	N	N;INAN;NOM;MASC;SG
聲音	голосом	聲音	голос	N	N;INAN;INS;MASC;SG
聲音	голосу	聲音	голос	N	N;INAN;GEN;MASC;SG
買	купити	買	купити	V	V;PFV;NFIN
買	придбати	買	придбати	V	V;PFV;NFIN
買	купувати	買	купувати	V	V;IPFV;NFIN
噸	тонна	噸	тонний	N	N;INAN;NOM;FEM;SG
噸	тонни	噸	тонний	N	N;INAN;NOM;FEM;PL
噸	тонну	噸	тонний	N	N;INAN;ACC;FEM;SG
噸	тонни	噸	тонний	N	N;INAN;NOM;FEM;PL
論文	папір	論文	папір	N	N;INAN;NOM;MASC;SG
論文	дисертацію	論文	дисертація	N	N;INAN;ACC;FEM;SG
論文	дисертації	論文	дисертація	N	N;INAN;NOM;FEM;PL
論文	папери	論文	папір	N	N;INAN;NOM;MASC;PL
直播	жити	直播	жити	V	V;IPFV;NFIN
直播	живу	直播	жити	V	V;IPFV;IND;SG;1;PRS;FIN
游泳	плавання	游泳	плавання	N	N;INAN;NOM;NEUT;SG
反映	відбити	反映	відбити	V	V;PFV;NFIN
反映	відображаються	反映	відображатися	V	V;IPFV;IND;PL;3;PRS;FIN
常常	часто	常常	часто	ADV	ADV
常常	часто	常常	часто	ADV	ADV
同步	синхронізації	同步	синхронізація	N	N;INAN;GEN;FEM;SG
同步	синхронізацію	同步	синхронізація	N	N;INAN;ACC;FEM;SG
同步	синхронізація	同步	синхронізація	N	N;INAN;NOM;FEM;SG
同步	синхронізація	同步	синхронізація	N	N;INAN;NOM;FEM;SG
經典	класика	經典	класика	N	N;INAN;NOM;FEM;SG
經典	класику	經典	класика	N	N;INAN;ACC;FEM;SG
經典	класика	經典	класика	N	N;INAN;NOM;FEM;SG
教學	інструкція	教學	інструкція	N	N;INAN;NOM;FEM;SG
權力	здібності	權力	здібність	N	N;INAN;NOM;FEM;PL
權力	силами	權力	сила	N	N;INAN;INS;FEM;PL
權力	влада	權力	влада	N	N;INAN;NOM;FEM;SG
權力	живлення	權力	живлення	N	N;INAN;NOM;NEUT;SG
權力	сила	權力	сила	N	N;INAN;NOM;FEM;SG
工廠	завод	工廠	завод	N	N;INAN;NOM;MASC;SG
工廠	рослини	工廠	рослина	N	N;INAN;NOM;FEM;PL
工廠	рослина	工廠	рослина	N	N;INAN;NOM;FEM;SG
工廠	фабрики	工廠	фабрика	N	N;INAN;NOM;FEM;PL
工廠	заводів	工廠	завод	N	N;INAN;GEN;MASC;PL
工廠	фабрика	工廠	фабрика	N	N;INAN;NOM;FEM;SG
書院	коледж	書院	коледж	N	N;INAN;NOM;MASC;SG
書院	коледжі	書院	коледжа	N	N;INAN;NOM;MASC;SG
暫時	тимчасово	暫時	тимчасово	ADV	ADV
領袖	ватажок	領袖	ватажок	N	N;ANIM;NOM;MASC;SG
領袖	лідер	領袖	лідер	N	N;ANIM;NOM;MASC;SG
標誌	логотип	標誌	логотип	N	N;INAN;NOM;MASC;SG
標誌	знаки	標誌	знак	N	N;INAN;NOM;MASC;PL
標誌	написи	標誌	напис	N	N;INAN;NOM;MASC;PL
電話	телефон	電話	телефон	N	N;INAN;NOM;MASC;SG
電話	дзвінок	電話	дзвінка	N	N;INAN;NOM;MASC;SG
電話	виклик	電話	виклик	N	N;INAN;NOM;MASC;SG
電話	телефон	電話	телефон	N	N;INAN;NOM;MASC;SG
電話	телефоном	電話	телефон	N	N;INAN;INS;MASC;SG
那麼	потім	那麼	потім	ADV	ADV
那麼	тоді	那麼	тоді	ADV	ADV
堆	купу	堆	купа	N	N;INAN;ACC;FEM;SG
堆	купа	堆	купа	N	N;INAN;NOM;FEM;SG
市長	мер	市長	мер.	N	N;ANIM;NOM;MASC;SG
市長	мера	市長	мера	N	N;ANIM;NOM;MASC;SG
市長	майор	市長	майор	N	N;ANIM;NOM;MASC;SG
肉	ковбасу	肉	ковбаса	N	N;INAN;ACC;FEM;SG
規模	масштаб	規模	масштаб	N	N;INAN;NOM;MASC;SG
規模	шкала	規模	шкати	N	N;INAN;NOM;FEM;SG
大師	майстер	大師	майстер	N	N;ANIM;NOM;MASC;SG
大師	магістр	大師	магістр	N	N;ANIM;NOM;MASC;SG
大師	вчителю	大師	вчитель	N	N;ANIM;DAT;FEM;SG
抵達	прилітають	抵達	прилітати	V	V;IPFV;IND;PL;3;PRS;FIN
抵達	приїхати	抵達	приїхати	V	V;PFV;NFIN
抵達	прибуло	抵達	прибути	V	V;PFV;NEUT;IND;SG;PST;FIN
抵達	прибули	抵達	прибути	V	V;PFV;IND;PL;PST;FIN
抵達	приїхав	抵達	приїхати	V	V;PFV;MASC;IND;SG;PST;FIN
抵達	приїхали	抵達	приїхати	V	V;PFV;IND;PL;PST;FIN
會員	член	會員	член	N	N;ANIM;NOM;MASC;SG
會員	учасник	會員	учасник	N	N;ANIM;NOM;MASC;SG
會員	учасника	會員	учасник	N	N;ANIM;ACC;MASC;SG
會員	члена	會員	член	N	N;ANIM;ACC;MASC;SG
公車	шини	公車	шина	N	N;INAN;NOM;FEM;PL
公車	шина	公車	шина	N	N;INAN;NOM;FEM;SG
公車	автобус	公車	автобус	N	N;INAN;NOM;MASC;SG
公車	автобуси	公車	автобус	N	N;INAN;NOM;MASC;PL
附加	долучити	附加	долучити	V	V;PFV;NFIN
附加	приєднати	附加	приєднати	V	V;PFV;NFIN
附加	дописати	附加	дописати	V	V;PFV;NFIN
附加	додати	附加	додати	V	V;PFV;NFIN
春秋	весна	春秋	весна	N	N;INAN;NOM;FEM;SG
毒	отрути	毒	отрути	N	N;INAN;NOM;FEM;PL
毒	отруту	毒	отрут	N	N;INAN;ACC;FEM;SG
毒	отрута	毒	отрута	N	N;INAN;NOM;FEM;SG
沿海	берегова	沿海	береговий	N	N;INAN;NOM;FEM;SG
沿海	узбережжя	沿海	узбережжя	N	N;INAN;NOM;NEUT;SG
沿海	берег	沿海	берег	N	N;INAN;NOM;MASC;SG
公式	формула	公式	формула	N	N;INAN;NOM;FEM;SG
公式	формули	公式	формула	N	N;INAN;NOM;FEM;PL
公式	формули	公式	формула	N	N;INAN;NOM;FEM;PL
註冊	зареєстровано	註冊	зареєстровано	V	V;PFV;IND;0;FIN
註冊	зареєструватись	註冊	зареєструватися	V	V;PFV;NFIN
註冊	зареєструвати	註冊	зареєструвати	V	V;PFV;NFIN
定居	осіли	定居	осіл	V	V;IPFV;IND;PL;PST;FIN
性質	природа	性質	природа	N	N;INAN;NOM;FEM;SG
沿岸	узбережжя	沿岸	узбережжя	N	N;INAN;NOM;NEUT;SG
沿岸	берег	沿岸	берег	N	N;INAN;NOM;MASC;SG
天體	предмети	天體	предмет	N	N;INAN;NOM;MASC;PL
歌唱	спів	歌唱	спіти	N	N;INAN;NOM;MASC;SG
當局	влади	當局	влада	N	N;INAN;NOM;FEM;PL
行走	ходити	行走	ходити	V	V;IPFV;NFIN
指令	інструкція	指令	інструкція	N	N;INAN;NOM;FEM;SG
指令	директив	指令	директив	N	N;INAN;GEN;MASC;PL
指令	директива	指令	директива	N	N;INAN;NOM;FEM;SG
指令	інструкції	指令	інструкція	N	N;INAN;NOM;FEM;PL
指令	настанови	指令	настанова	N	N;INAN;NOM;FEM;PL
指令	вказівки	指令	вказівка	N	N;INAN;NOM;FEM;PL
封面	обкладинку	封面	обкладинка	N	N;INAN;ACC;FEM;SG
封面	обкладинка	封面	обкладинка	N	N;INAN;NOM;FEM;SG
封面	обкладинки	封面	обкладинка	N	N;INAN;NOM;FEM;PL
封面	обкладинки	封面	обкладинка	N	N;INAN;NOM;FEM;PL
封面	обкладинок	封面	обкладинок	N	N;INAN;GEN;FEM;PL
數學	математика	數學	математик	N	N;INAN;NOM;MASC;SG
數學	математика	數學	математик	N	N;INAN;NOM;MASC;SG
數學	математика	數學	математик	N	N;INAN;NOM;MASC;SG
數學	математики	數學	математика	N	N;INAN;NOM;FEM;PL
人	таланти	人	талант	N	N;INAN;NOM;MASC;PL
人	талант	人	талант	N	N;INAN;NOM;MASC;SG
專家	спеціаліст	專家	спеціаліст	N	N;ANIM;NOM;MASC;SG
專家	експерти	專家	експерт	N	N;ANIM;NOM;MASC;PL
專家	експертів	專家	експерт	N	N;ANIM;GEN;MASC;PL
專家	експерт	專家	експерт	N	N;ANIM;NOM;MASC;SG
玩	відтворити	玩	відтворити	V	V;PFV;NFIN
玩	грати	玩	грати	V	V;IPFV;NFIN
玩	програти	玩	програти	V	V;PFV;NFIN
玩	грає	玩	грати	V	V;IPFV;IND;SG;3;PRS;FIN
相互	взаємно	相互	взаємно	ADV	ADV
埠	порт	埠	порт	N	N;INAN;NOM;MASC;SG
攝影	кінематограф	攝影	кінематограф	N	N;INAN;NOM;MASC;SG
攝影	фотографія	攝影	фотографія	N	N;INAN;NOM;FEM;SG
權利	права	權利	право	N	N;INAN;NOM;NEUT;PL
商場	алея	商場	алея	N	N;INAN;NOM;FEM;SG
性格	характер	性格	характер	N	N;INAN;NOM;MASC;SG
性格	символів	性格	символ	N	N;INAN;GEN;MASC;PL
性格	персонаж	性格	персонаж	N	N;ANIM;NOM;MASC;SG
性格	символ	性格	символ	N	N;INAN;NOM;MASC;SG
性格	особистість	性格	особистість	N	N;INAN;NOM;FEM;SG
成長	росте	成長	рости	V	V;IPFV;IND;SG;3;PRS;FIN
成長	виростають	成長	виростати	V	V;IPFV;IND;PL;3;PRS;FIN
成長	рости	成長	рости	V	V;IPFV;NFIN
成長	вирощують	成長	вирощувати	V	V;IPFV;IND;PL;3;PRS;FIN
成長	ростуть	成長	ростуть	V	V;IPFV;IND;PL;3;PRS;FIN
最小	наймолодший	最小	наймолодший	ADJ	ADJ;NOM;CMPR;MASC;SG
最小	мінімальна	最小	мінімальний	ADJ	ADJ;NOM;FEM;SG
最小	мінімальний	最小	мінімальний	ADJ	ADJ;NOM;MASC;SG
最小	мінімальне	最小	мінімальний	ADJ	ADJ;NOM;NEUT;SG
星期	субота	星期	субота	N	N;INAN;NOM;FEM;SG
印刷	друк	印刷	друк	N	N;INAN;NOM;MASC;SG
印刷	друку	印刷	друк	N	N;INAN;GEN;MASC;SG
印刷	друк	印刷	друк	N	N;INAN;NOM;MASC;SG
電力	електрику	電力	електрика	N	N;INAN;ACC;FEM;SG
電力	електрика	電力	електрик	N	N;INAN;NOM;FEM;SG
電力	електрики	電力	електрика	N	N;INAN;NOM;FEM;PL
電力	електроенергії	電力	електроенергія	N	N;INAN;NOM;FEM;PL
電力	влада	電力	влада	N	N;INAN;NOM;FEM;SG
電力	живлення	電力	живлення	N	N;INAN;NOM;NEUT;SG
電力	сила	電力	сила	N	N;INAN;NOM;FEM;SG
起源	джерело	起源	джерело	N	N;INAN;NOM;NEUT;SG
起源	походження	起源	походження	N	N;INAN;NOM;NEUT;SG
起源	буття	起源	буття	N	N;INAN;NOM;NEUT;SG
起源	джерел	起源	джерело	N	N;INAN;GEN;NEUT;PL
情報	інтелект	情報	інтелект	N	N;INAN;NOM;MASC;SG
情報	розвідка	情報	розвідка	N	N;INAN;NOM;FEM;SG
賣	продати	賣	продати	V	V;PFV;NFIN
賣	продавати	賣	продавати	V	V;IPFV;NFIN
賣	продано	賣	продати	V	V;PFV;IND;0;FIN
體重	вагу	體重	вага	N	N;INAN;ACC;FEM;SG
體重	вага	體重	вага	N	N;INAN;NOM;FEM;SG
救援	врятувати	救援	врятувати	V	V;PFV;NFIN
大	найцікавіше	大	найцікавіше	ADV	ADV;RL
磅	фунти	磅	фунт	N	N;INAN;NOM;MASC;PL
磅	фунт	磅	фунт	N	N;INAN;NOM;MASC;SG
磅	кілограми	磅	кілограма	N	N;INAN;INS;FEM;PL
磅	фунтів	磅	фунт	N	N;INAN;GEN;MASC;PL
磅	фунти	磅	фунт	N	N;INAN;NOM;MASC;PL
高原	височина	高原	височиний	N	N;INAN;NOM;FEM;SG
高原	плато	高原	плато	N	N;INAN;NOM;NEUT;SG
青少	молодість	青少	молодість	N	N;INAN;NOM;FEM;SG
青少	юнацтва	青少	юнацтво	N	N;INAN;NOM;NEUT;SG
青少	юність	青少	юність	N	N;INAN;NOM;FEM;SG
青少	молодь	青少	молодь	N	N;INAN;NOM;FEM;SG
青少	підлітків	青少	підліток	N	N;ANIM;ACC;MASC;PL
青少	підлітків	青少	підліток	N	N;ANIM;ACC;MASC;PL
策略	тактика	策略	тактик	N	N;INAN;NOM;FEM;SG
策略	тактика	策略	тактик	N	N;INAN;NOM;FEM;SG
最好	кращий	最好	кращий	ADJ	ADJ;NOM;CMPR;MASC;SG
最好	найкраща	最好	найкращий	ADJ	ADJ;NOM;RL;FEM;SG
最好	найкращий	最好	найкращий	ADJ	ADJ;NOM;CMPR;MASC;SG
最好	найкращі	最好	найкращий	ADJ	ADJ;NOM;RL;PL
鋼	сталь	鋼	сталь	N	N;INAN;NOM;FEM;SG
開幕	відкривається	開幕	відкриватися	V	V;IPFV;IND;SG;3;PRS;FIN
開幕	відкриваємо	開幕	відкривати	V	V;IPFV;IND;PL;1;PRS;FIN
籃球	баскетбол	籃球	баскетбол	N	N;INAN;NOM;MASC;SG
領土	територій	領土	територія	N	N;INAN;GEN;FEM;PL
領土	територія	領土	територія	N	N;INAN;NOM;FEM;SG
替代	замініть	替代	замінити	V	V;PFV;IMP;PL;2;FIN
替代	замінити	替代	замінити	V	V;PFV;NFIN
替代	замініть	替代	замінити	V	V;PFV;IMP;PL;2;FIN
型號	моделі	型號	модель	N	N;INAN;NOM;FEM;PL
型號	моделей	型號	модель	N	N;INAN;GEN;FEM;PL
型號	модель	型號	модель	N	N;INAN;NOM;FEM;SG
型號	моделі	型號	модель	N	N;INAN;NOM;FEM;PL
天空	небом	天空	небо	N	N;INAN;INS;NEUT;SG
天空	небо	天空	небо	N	N;INAN;NOM;NEUT;SG
天空	небо	天空	небо	N	N;INAN;NOM;NEUT;SG
手機	телефон	手機	телефон	N	N;INAN;NOM;MASC;SG
燃料	паливо	燃料	паливо	N	N;INAN;NOM;NEUT;SG
燃料	палива	燃料	палива	N	N;INAN;NOM;NEUT;SG
青春	молодість	青春	молодість	N	N;INAN;NOM;FEM;SG
青春	юнацтва	青春	юнацтво	N	N;INAN;NOM;NEUT;SG
青春	юність	青春	юність	N	N;INAN;NOM;FEM;SG
青春	молодь	青春	молодь	N	N;INAN;NOM;FEM;SG
投手	глечик	投手	глечик	N	N;INAN;NOM;MASC;SG
黑暗	темрява	黑暗	темрявий	N	N;INAN;NOM;FEM;SG
黑暗	темряви	黑暗	темрява	N	N;INAN;NOM;FEM;PL
競爭	суперництво	競爭	суперництво	N	N;INAN;NOM;NEUT;SG
競爭	конкуренції	競爭	конкуренція	N	N;INAN;GEN;FEM;SG
競爭	змагання	競爭	змагання	N	N;INAN;NOM;NEUT;PL
運行	виконується	運行	виконуватися	V	V;IPFV;IND;SG;3;PRS;FIN
運行	працює	運行	працювати	V	V;IPFV;IND;SG;3;PRS;FIN
運行	біг	運行	бігти	V	V;IPFV;MASC;IND;SG;PST;FIN
運行	запускати	運行	запускати	V	V;IPFV;NFIN
運行	запустити	運行	запустити	V	V;PFV;NFIN
運行	виконати	運行	виконати	V	V;PFV;NFIN
拼音	піньїнь	拼音	піньїння	N	N;INAN;NOM;MASC;SG
內閣	кабінет	內閣	кабінет	N	N;INAN;NOM;MASC;SG
內閣	кабінету	內閣	кабінет	N	N;INAN;GEN;MASC;SG
尋找	шукаємо	尋找	шукати	V	V;IPFV;IND;PL;1;PRS;FIN
尋找	дивиться	尋找	дивитися	V	V;IPFV;IND;SG;3;PRS;FIN
尋找	дивлюся	尋找	дивитися	V	V;IPFV;IND;SG;1;PRS;FIN
尋找	знайти	尋找	знайти	V	V;PFV;NFIN
尋找	знайдіть	尋找	знайти	V	V;PFV;IMP;PL;2;FIN
繁	сігеру	繁	сігер	N	N;ANIM;NOM;MASC;SG
證實	підтвердити	證實	підтвердити	V	V;PFV;NFIN
證實	підтвердити	證實	підтвердити	V	V;PFV;NFIN
壓力	тиск	壓力	тиск	N	N;INAN;NOM;MASC;SG
壓力	стрес	壓力	стрес	N	N;INAN;NOM;MASC;SG
豆	смаки	豆	смак	N	N;INAN;NOM;MASC;PL
鄰	сусіди	鄰	сусід	N	N;ANIM;NOM;MASC;PL
校園	університеті	校園	університет	N	N;INAN;DAT;MASC;SG
平衡	баланс	平衡	баланс	N	N;INAN;NOM;MASC;SG
平衡	рівноваги	平衡	рівновага	N	N;INAN;NOM;FEM;PL
平衡	рівновага	平衡	рівновага	N	N;INAN;NOM;FEM;SG
動力	мотивації	動力	мотивація	N	N;INAN;NOM;FEM;PL
動力	мотивація	動力	мотивація	N	N;INAN;NOM;FEM;SG
動力	мотивацію	動力	мотивація	N	N;INAN;ACC;FEM;SG
動力	влада	動力	влада	N	N;INAN;NOM;FEM;SG
動力	живлення	動力	живлення	N	N;INAN;NOM;NEUT;SG
動力	сила	動力	сила	N	N;INAN;NOM;FEM;SG
密度	інтенсивність	密度	інтенсивність	N	N;INAN;NOM;FEM;SG
密度	щільність	密度	щільність	N	N;INAN;NOM;FEM;SG
密度	щільності	密度	щільність	N	N;INAN;GEN;FEM;SG
成果	результати	成果	результат	N	N;INAN;NOM;MASC;PL
標題	шапка	標題	шапка	N	N;INAN;NOM;FEM;SG
標題	заголовок	標題	заголовок	N	N;INAN;NOM;MASC;SG
標題	назва	標題	назва	N	N;INAN;NOM;FEM;SG
標題	заголовок	標題	заголовок	N	N;INAN;NOM;MASC;SG
