for	dla	for	dla	ADP	ADP
mennesket	człowiek	menneske	człowiek	N;DEF;NEUT;SG	N;NOM;MASC;SG
forskellig	inna	forskellig	inny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
forskellig	różne	forskellig	różny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
forskellig	inny	forskellig	inny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
format	formatu	format	format	N;INDF;NEUT;SG	N;GEN;MASC;SG
format	formacie	format	format	N;INDF;NEUT;SG	N;DAT;MASC;SG
format	format	format	format	N;INDF;NEUT;SG	N;NOM;MASC;SG
struktur	struktura	struktur	struktura	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
struktur	konstrukcja	struktur	konstrukcja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
månekrater	krater	månekrat	krater	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ledere	zarządców	leder	zarządca	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
ledere	przywódców	leder	przywódca	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
ledere	liderów	leder	lider	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
ledere	liderzy	leder	lider	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
bands	zespoły	band	zespół	N;INDF;NEUT;PL	N;NOM;MASC;PL
bands	opaski	band	opaski	N;INDF;NEUT;PL	N;ACC;MASC;PL
beskyttelse	ochrona	beskyttelse	ochrona	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ishockey	hokej	ishockey	hok	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ishockey	hokeja	ishockey	hokej	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
naturligt	naturalne	naturlig	naturalny	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
naturligt	naturalny	naturlig	naturalny	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
naturligt	naturalna	naturlig	naturalny	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
interesser	zainteresowania	interesse	zainteresowanie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
interesser	zainteresowań	interesse	zainteresowanie	N;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
interesser	odsetki	interesse	odsetka	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
interesser	zainteresowania	interesse	zainteresowanie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
systemer	systemy	system	system	N;INDF;NEUT;PL	N;NOM;MASC;PL
hits	trafienia	hits	trafić	N;INDF;NEUT;SG	N;NOM;NEUT;SG
herre	mistrz	herre	mistrz	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
herre	mistrzu	herre	mistrz	N;INDF;MASC+FEM;SG	N;VOC;MASC;SG
drama	dramat	drama	dramat	N;INDF;NEUT;SG	N;NOM;MASC;SG
stoppede	przestał	stoppe	przestać	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
ændring	poprawka	ændring	poprawka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ændring	modyfikacja	ændring	modyfikacja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ændring	modyfikacji	ændring	modyfikacja	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
ændring	zmiana	ændring	zmiana	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
undtagelse	wyłączenie	undtagelse	wyłączyć	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
undtagelse	zwolnienie	undtagelse	zwolnienie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG;V.MSDR
undtagelse	wyłączenia	undtagelse	wyłączyć	N;INDF;MASC+FEM;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
undtagelse	zwolnienia	undtagelse	zwolnienie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
undtagelse	wyjątku	undtagelse	wyjątek	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
undtagelse	wyjątkiem	undtagelse	wyjątek	N;INDF;MASC+FEM;SG	N;INS;MASC;SG
undtagelse	wyjątek	undtagelse	wyjątek	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
undtagelse	odstępstwo	undtagelse	odstępstwo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
undtagelse	odstępstwa	undtagelse	odstępstwo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
guitarist	gitarzysta	guitarist	gitarzysta	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
medarbejdere	pracowników	medarbejder	pracownik	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
medarbejdere	pracownicy	medarbejder	pracownik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
medarbejdere	pracownicy	medarbejder	pracownik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
tilføjet	dodano	tilføje	dodać	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
bay	zatoka	bay	zatokać	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
sur	kwaśne	sur	kwaśny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
sur	szalony	sur	szalony	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
eng	łąki	eng	łąki	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
frederikshavn	frederikshavn	frederikshavn	frederikshavny	N;INDF;NEUT;SG	N;ACC;MASC;SG
kampvogne	zbiorniki	kampvogne	zbiornik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
kampvogne	czołgi	kampvogne	czołg	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
hastighed	prędkości	hastighed	prędkość	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
hastighed	prędkość	hastighed	prędkość	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hastighed	szybkość	hastighed	szybkość	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
kommandoen	dowództwo	kommando	dowództwo	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
kommandoen	polecenie	kommando	polecenie	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
kommandoen	polecenia	kommando	polecenie	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
disciplin	dyscyplinę	disciplin	dyscyplina	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
disciplin	dyscyplina	disciplin	dyscyplina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hoved	głowę	hoved	głowa	N;INDF;NEUT;SG	N;ACC;FEM;SG
hoved	głowy	hoved	głowa	N;INDF;NEUT;SG	N;ACC;FEM;SG
hoved	głowa	hoved	głowa	N;INDF;NEUT;SG	N;NOM;FEM;SG
piger	dziewczyny	pige	dziewczyna	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
piger	dziewczynki	pige	dziewczynka	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
piger	dziewczęta	pige	dziewczę	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
arabisk	arabskie	arabisk	arabski	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
arabisk	arabski	arabisk	arabski	ADJ;INDF;SG	ADJ;NOM;MASC;SG
mødes	poznać	mødes	poznać	V;NFIN;ACT	V;PFV;NFIN;ACT
mødes	poznaj	mødes	poznawać	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
lokal	miejscowa	lokal	miejscowy	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
lokal	lokalny	lokal	lokalny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
lokal	lokalna	lokal	lokalny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
lokal	lokalne	lokal	lokalny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
lokal	miejscowy	lokal	miejscowy	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
held	szczęście	held	szczęście	N;INDF;NEUT;SG	N;NOM;NEUT;SG
held	szczęścia	held	szczęście	N;INDF;NEUT;SG	N;GEN;NEUT;SG
samtidigt	jednocześnie	samtidigt	jednocześnie	ADV	ADV
samtidigt	równocześnie	samtidigt	równocześnie	ADV	ADV
praktisk	praktyczne	praktisk	praktyczny	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
praktisk	praktyczna	praktisk	praktyczny	ADJ;INDF;SG	ADJ;NOM;FEM;SG
praktisk	praktyczny	praktisk	praktyczny	ADJ;INDF;SG	ADJ;NOM;MASC;SG
praktisk	wygodna	praktisk	wygodny	ADJ;INDF;SG	ADJ;NOM;FEM;SG
praktisk	wygodne	praktisk	wygodny	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
praktisk	wygodny	praktisk	wygodny	ADJ;INDF;SG	ADJ;NOM;MASC;SG
medlemmerne	posłowie	medlem	poseł	N;DEF;NEUT;PL	N;NOM;MASC;PL
medlemmerne	członkowie	medlem	członek	N;DEF;NEUT;PL	N;NOM;MASC;PL
medlemmerne	członkom	medlem	członek	N;DEF;NEUT;PL	N;DAT;MASC;PL
medlemmerne	członków	medlem	członek	N;DEF;NEUT;PL	N;ACC;MASC;PL
medlemmerne	członkami	medlem	członek	N;DEF;NEUT;PL	N;INS;MASC;PL
musikere	muzyków	musiker	muzyk	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
musikere	muzycy	musiker	muzyk	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
town	miasta	town	miasto	N;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
town	miejscowość	town	miejscowość	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
town	miasto	town	miasto	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
stillinger	stanowiska	stilling	stanowisko	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
stillinger	pozycje	stilling	pozycja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
stillinger	postów	stilling	post	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
stillinger	stanowiska	stilling	stanowisko	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
stillinger	posty	stilling	post	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
tårn	wieża	tårn	wieża	N;INDF;NEUT;SG	N;NOM;FEM;SG
tårn	wieża	tårn	wieża	N;INDF;NEUT;SG	N;NOM;FEM;SG
institutioner	instytucje	institution	instytucja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
brødre	bracia	broder	brat	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
flygtede	uciekł	flygte	uciec	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
funktioner	funkcje	funktion	funkcja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
funktioner	funkcje	funktion	funkcja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
funktioner	cechy	funktion	cecha	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
funktioner	funkcje	funktion	funkcja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
funktioner	właściwości	funktion	właściwość	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL
marked	rynek	marked	rynek	N;INDF;NEUT;SG	N;NOM;MASC;SG
marked	targ	marked	targa	N;INDF;NEUT;SG	N;NOM;MASC;SG
marked	rynku	marked	rynek	N;INDF;NEUT;SG	N;GEN;MASC;SG
part	przyjęcie	part	przyjąć	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
part	partia	part	partia	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
part	partii	part	partia	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
part	impreza	part	impreza	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
digital	cyfrowy	digital	cyfrowy	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
hektar	akrów	hektar	akrów	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
holdning	położenie	holdning	położenie	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
holdning	stanowisko	holdning	stanowisko	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
holdning	pozycja	holdning	pozycja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
holdning	podejście	holdning	podejść	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
holdning	postawa	holdning	postawa	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
holdning	postawy	holdning	postawa	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
holdning	nastawienie	holdning	nastawić	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
holdning	postawa	holdning	postawa	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
holdning	postawy	holdning	postawa	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
holdning	postawa	holdning	postawa	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ovenstående	wyżej	ovenstående	wysoko	ADV	ADV;CMPR
korrekt	dokładne	korrekt	dokładny	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
korrekt	dokładna	korrekt	dokładny	ADJ;INDF;SG	ADJ;NOM;FEM;SG
korrekt	dokładny	korrekt	dokładny	ADJ;INDF;SG	ADJ;NOM;MASC;SG
korrekt	poprawna	korrekt	poprawny	ADJ;INDF;SG	ADJ;NOM;FEM;SG
korrekt	poprawny	korrekt	poprawny	ADJ;INDF;SG	ADJ;NOM;MASC;SG
korrekt	poprawne	korrekt	poprawny	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
hovedkvarter	siedziba	hovedkvarter	siedziba	N;INDF;NEUT;SG	N;NOM;FEM;SG
trafik	ruch	trafik	ruch	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
enke	wdowa	enke	wdowa	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
sager	przypadkach	sag	przypadek	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
sager	sprawy	sag	sprawa	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
sager	przypadki	sag	przypadek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
kyst	brzegu	kyst	brzeg	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
kyst	brzeg	kyst	brzeg	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kyst	wybrzeże	kyst	wybrzeże	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kyst	wybrzeżu	kyst	wybrzeże	N;INDF;MASC+FEM;SG	N;DAT;NEUT;SG
vinderen	zwycięzca	vinder	zwycięzca	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
aften	wieczór	aften	wieczór	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
aften	wieczorem	aften	wieczór	N;DEF;MASC+FEM;SG	N;INS;MASC;SG
aften	nocy	aften	noc	N;DEF;MASC+FEM;SG	N;GEN;FEM;SG
aften	noc	aften	noc	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
breve	komunikaty	brev	komunikat	N;INDF;NEUT;PL	N;NOM;MASC;PL
breve	wiadomości	brev	wiadomość	N;INDF;NEUT;PL	N;ACC;FEM;PL
breve	liter	brev	liter	N;INDF;NEUT;PL	N;GEN;FEM;PL
breve	litery	brev	litera	N;INDF;NEUT;PL	N;ACC;FEM;PL
afhængig	uzależniony	afhængig	uzależnić	ADJ;INDF;MASC+FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
afhængig	uzależniona	afhængig	uzależnić	ADJ;INDF;MASC+FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
afhængig	zależny	afhængig	zależny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
afhængig	zależne	afhængig	zależny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
invasion	inwazja	invasion	inwazja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
invasion	inwazji	invasion	inwazja	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
airport	lotnisko	airport	lotnisko	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
såret	rany	sår	rana	N;DEF;NEUT;SG	N;ACC;FEM;SG
handlinger	akcje	handling	akcja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
handlinger	czyny	handling	czyn	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
anderledes	inna	anderledes	inny	ADJ	ADJ;NOM;FEM;SG
anderledes	różne	anderledes	różny	ADJ	ADJ;NOM;NEUT;SG
anderledes	inny	anderledes	inny	ADJ	ADJ;NOM;MASC;SG
anderledes	różnych	anderledes	różny	ADJ	ADJ;GEN;MASC;PL
fanger	więźniowie	fange	więźniowie	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
fanger	więźniów	fange	więzień	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
baron	barona	baron	barona	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
blanding	mieszanka	blanding	mieszanka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
blanding	mieszaniny	blanding	mieszanina	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
blanding	mieszanka	blanding	mieszanka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
blanding	mieszanina	blanding	mieszanina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
blanding	mieszanka	blanding	mieszanka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
rejst	wychował	rejse	wychować	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
rejst	podróżował	rejse	podróżować	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
rejst	podróżował	rejse	podróżować	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
kvalitet	jakość	kvalitet	jakość	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
storm	burza	storm	burza	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
storm	sztorm	storm	sztorm	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
målet	cel	mål	cel	N;DEF;NEUT;SG	N;NOM;MASC;SG
stationer	stacje	station	stacja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
stationer	stanowiska	station	stanowisko	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
skoven	lasu	skov	las	N;DEF;MASC+FEM;SG	N;GEN;MASC;SG
skoven	lesie	skov	las	N;DEF;MASC+FEM;SG	N;GEN;MASC;SG
skoven	las	skov	las	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
skoven	lasu	skov	las	N;DEF;MASC+FEM;SG	N;GEN;MASC;SG
skoven	las	skov	las	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
slettet	usunięto	slette	usunąć	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
sent	późna	sent	późny	ADV	ADV
sent	późno	sent	późno	ADV	ADV
historiker	historyk	historike	historyk	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
udseende	wygląd	udseende	wygląd	N;INDF;NEUT;SG	N;NOM;MASC;SG
udseende	wystąpienie	udseende	wystąpienie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
udseende	wygląd	udseende	wygląd	N;INDF;NEUT;SG	N;NOM;MASC;SG
tryk	prasa	tryk	prasa	N;INDF;NEUT;SG	N;NOM;FEM;SG
tryk	prasie	tryk	prasa	N;INDF;NEUT;SG	N;DAT;FEM;SG
tryk	presja	tryk	presja	N;INDF;NEUT;SG	N;NOM;FEM;SG
tryk	ciśnienie	tryk	ciśnienie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
tryk	nacisk	tryk	nacisk	N;INDF;NEUT;SG	N;NOM;MASC;SG
tryk	druk	tryk	druk	N;INDF;NEUT;SG	N;NOM;MASC;SG
tryk	odcisk	tryk	odcisk	N;INDF;NEUT;SG	N;NOM;MASC;SG
tryk	drukowanie	tryk	drukować	N;INDF;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
skuespil	aktorstwo	skuespil	aktorstwo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
alternativ	alternatywa	alternativ	alternatywa	N;INDF;NEUT;SG	N;NOM;FEM;SG
alternativ	zastępca	alternativ	zastępca	N;INDF;NEUT;SG	N;NOM;MASC;SG
samlinger	złącza	samling	złączać	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
samlinger	stawy	samling	stawa	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
samlinger	stawów	samling	staw	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
samlinger	spotkania	samling	spotkanie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
samlinger	spotkań	samling	spotkanie	N;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
samlinger	zbiory	samling	zbiór	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
samlinger	kolekcje	samling	kolekcja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
samlinger	zespoły	samling	zespół	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
samlinger	zgromadzeń	samling	zgromadzenie	N;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
udføre	wykonać	udføre	wykonać	V;NFIN;ACT	V;PFV;NFIN;ACT
vælger	wybiera	vælge	wybierać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
vælger	zaznacza	vælge	zaznaczać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
vælger	wybiera	vælge	wybierać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
skyld	winę	skyld	wina	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
kongelig	królewska	kongelig	królewski	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
kongelig	królewski	kongelig	królewski	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
kongelig	królewskie	kongelig	królewski	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
sikrede	zapewniono	sikre	zapewnić	V;IND;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
ære	honoru	ære	honor	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
ære	zaszczyt	ære	zaszczyt	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
ære	honoru	ære	honor	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
ære	zaszczyt	ære	zaszczyt	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
ære	honorem	ære	honor	N;INDF;MASC+FEM;SG	N;INS;MASC;SG
søger	patrzę	søge	patrzeć	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
søger	patrząc	søge	patrzeć	V;IND;PRS;FIN;ACT	V;IPFV;PRS;V.CVB;ACT
søger	szukam	søge	szukać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
sproget	język	sprog	język	N;DEF;NEUT;SG	N;NOM;MASC;SG
sproget	języku	sprog	język	N;DEF;NEUT;SG	N;ACC;MASC;SG
tanker	przemyślenia	tanke	przemyślenie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
markedet	rynek	marked	rynek	N;DEF;NEUT;SG	N;NOM;MASC;SG
markedet	targ	marked	targa	N;DEF;NEUT;SG	N;NOM;MASC;SG
markedet	rynku	marked	rynek	N;DEF;NEUT;SG	N;GEN;MASC;SG
referencer	odnośniki	reference	odnośnik	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
referencer	referencje	reference	referencja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
edvard	edwarda	edvard	edwardy	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
edvard	edwardzie	edvard	edward	N;INDF;MASC+FEM;SG	N;VOC;MASC;SG
bunden	dół	bund	dół	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
holdene	zespoły	holde	zespół	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
holdene	zespołów	holde	zespół	N;DEF;MASC+FEM;PL	N;GEN;MASC;PL
holdene	drużyny	holde	drużyna	N;DEF;MASC+FEM;PL	N;ACC;FEM;PL
holdene	ekipy	holde	ekipa	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
lake	jeziora	lake	jezioro	N;INDF;MASC+FEM;SG	N;ACC;NEUT;SG
lake	jezioro	lake	jezioro	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
skud	ujęcie	skud	ująć	N;INDF;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
skud	strzał	skud	strzał	N;INDF;NEUT;SG	N;NOM;MASC;SG
skud	strzelanina	skud	strzelanina	N;INDF;NEUT;SG	N;NOM;FEM;SG
skud	strzał	skud	strzał	N;INDF;NEUT;SG	N;NOM;MASC;SG
skud	postrzał	skud	postrzać	N;INDF;NEUT;SG	N;ACC;MASC;SG
grunde	powody	grund	powód	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
grunde	przyczyny	grund	przyczyna	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL
grunde	podstawy	grund	podstawa	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL
definition	definicja	definition	definicja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
definition	definicji	definition	definicja	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
traktaten	traktatem	traktat	traktat	N;DEF;MASC+FEM;SG	N;INS;MASC;SG
traktaten	traktatu	traktat	traktat	N;DEF;MASC+FEM;SG	N;GEN;MASC;SG
traktaten	traktat	traktat	traktat	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
traktaten	traktacie	traktat	traktaty	N;DEF;MASC+FEM;SG	N;DAT;MASC;SG
trukket	wyciągnął	trække	wyciągnąć	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
trukket	wycofano	trække	wycofać	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
dokumentarfilm	dokument	dokumentarfilm	dokument	N;INDF;NEUT;SG	N;ACC;MASC;SG
introduceret	wprowadzono	introducere	wprowadzić	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
note	notatka	note	notatka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kritisk	krytyczne	kritisk	krytyczny	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
kritisk	krytyczna	kritisk	krytyczny	ADJ;INDF;SG	ADJ;NOM;FEM;SG
kritisk	krytyczny	kritisk	krytyczny	ADJ;INDF;SG	ADJ;NOM;MASC;SG
regioner	regiony	region	regić	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
regioner	rejony	region	rejon	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
regioner	regionów	region	region	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
scenen	scena	scene	scena	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
scenen	etap	scene	etap	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
scenen	scena	scene	scena	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
scenen	faza	scene	faza	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
scenen	etapie	scene	etap	N;DEF;MASC+FEM;SG	N;INS;MASC;SG
omvendt	odwrócony	omvendt	odwrócić	ADJ;INDF;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
