από	de	από	de	ADP	ADP
εξωτερικά	externamente	εξωτερικά	externamente	ADV	ADV
αναμέτρηση	confronto	αναμέτρηση	confronto	N;ACC;FEM;SG	N;MASC;SG
επίδοση	performance	επίδοση	performance	N;ACC;FEM;SG	N;FEM;SG
επίδοση	atuação	επίδοση	atuação	N;ACC;FEM;SG	N;FEM;SG
επίδοση	desempenho	επίδοση	desempenho	N;ACC;FEM;SG	N;MASC;SG
μύθο	mito	μύθος	mito	N;NOM;MASC;SG	N;MASC;SG
μύθο	fábula	μύθος	fábula	N;NOM;MASC;SG	N;FEM;SG
επώνυμο	apelido	επώνυμο	apelido	N;NOM;NEUT;SG	N;MASC;SG
επώνυμο	sobrenome	επώνυμο	sobrenome	N;NOM;NEUT;SG	N;MASC;SG
αποκτά	adquire	αποκτά	adquirir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
συστατικά	componentes	συστατικά	componente	N;NOM;NEUT;PL	N;MASC;PL
συστατικά	ingredientes	συστατικά	ingrediente	N;NOM;NEUT;PL	N;MASC;PL
πολιτιστικό	cultural	πολιτιστικός	cultural	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ισλάμ	islam	ισλάμ	islar	N;NOM;NEUT;SG	N;MASC;SG
ισλάμ	islã	ισλάμ	islã	N;NOM;NEUT;SG	N;MASC;SG
ισλάμ	islamismo	ισλάμ	islamismo	N;NOM;NEUT;SG	N;MASC;SG
ισλάμ	islão	ισλάμ	islão	N;NOM;NEUT;SG	N;MASC;SG
πεθαίνει	morre	πεθαίνω	morrer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
πεθαίνει	morrendo	πεθαίνω	morrer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
πεθαίνει	morrer	πεθαίνω	morrer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
γαλαξία	galaxy	γαλαξία	galaxy	N;NOM;MASC;SG	N;MASC;SG
γαλαξία	galáxia	γαλαξία	galáxia	N;NOM;MASC;SG	N;FEM;SG
στέμμα	coroa	στέμμα	coroa	N;NOM;NEUT;SG	N;FEM;SG
στέμμα	crown	στέμμα	crown	N;NOM;NEUT;SG	N;MASC;SG
ακριβής	exata	ακριβής	exato	ADJ;NOM;MASC;SG	ADJ;FEM;SG
αίτημα	solicitação	αίτημα	solicitação	N;NOM;NEUT;SG	N;FEM;SG
αίτημα	pedido	αίτημα	pedido	N;NOM;NEUT;SG	N;MASC;SG
πόλεμοι	guerras	πόλεμος	guerra	N;NOM;MASC;PL	N;FEM;PL
πλήρωμα	crew	πλήρωμα	crew	N;NOM;NEUT;SG	N;MASC;SG
πλήρωμα	tripulação	πλήρωμα	tripulação	N;NOM;NEUT;SG	N;FEM;SG
διανομή	repartição	διανομή	repartição	N;NOM;FEM;SG	N;FEM;SG
διανομή	distribuição	διανομή	distribuição	N;NOM;FEM;SG	N;FEM;SG
χώροι	premissas	χώρος	premisso	N;NOM;MASC;PL	N;FEM;PL
χώροι	sítios	χώρος	sítio	N;NOM;MASC;PL	N;MASC;PL
χώροι	sites	χώρος	site	N;NOM;MASC;PL	N;MASC;PL
χώροι	espaços	χώρος	espaço	N;NOM;MASC;PL	N;MASC;PL
επιστολές	cartas	επιστολή	carta	N;NOM;FEM;PL	N;FEM;PL
επιστολές	letras	επιστολή	letra	N;NOM;FEM;PL	N;FEM;PL
σταθερό	firme	σταθερός	firme	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
σταθερό	estável	σταθερός	estável	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
αθλήματα	esportes	άθλημα	esporte	N;NOM;NEUT;PL	N;MASC;PL
αθλήματα	desportos	άθλημα	desporto	N;NOM;NEUT;PL	N;MASC;PL
πλαγιές	encostas	πλαγιά	encosta	N;NOM;FEM;PL	N;FEM;PL
πλαγιές	pistas	πλαγιά	pista	N;NOM;FEM;PL	N;FEM;PL
καταδικάστηκε	condenado	καταδικάζω	condenar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
καταδικάστηκε	condenada	καταδικάζω	condenar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
καταδικάστηκε	condenado	καταδικάζω	condenar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
καταδικάστηκε	sentenciado	καταδικάζω	sentenciado	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
καταδικάστηκε	condenada	καταδικάζω	condenar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
καταδικάστηκε	condenado	καταδικάζω	condenar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
καταδικάστηκε	condenou	καταδικάζω	condenar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
καταδικάστηκε	condenada	καταδικάζω	condenar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
έθνος	nação	έθνος	nação	N;NOM;NEUT;SG	N;FEM;SG
έθνος	nation	έθνος	nation	N;NOM;NEUT;SG	N;MASC;SG
στενή	estreita	στενός	estreito	ADJ;NOM;FEM;SG	ADJ;FEM;SG
πολίτης	civil	πολίτης	civil	N;NOM;MASC;SG	N;MASC;SG
πολίτης	cidadã	πολίτης	cidadã	N;NOM;MASC;SG	N;FEM;SG
πολίτης	cidadão	πολίτης	cidadão	N;NOM;MASC;SG	N;MASC;SG
παρέμβαση	ingerência	παρέμβαση	ingerência	N;ACC;FEM;SG	N;FEM;SG
παρέμβαση	interferência	παρέμβαση	interferência	N;ACC;FEM;SG	N;FEM;SG
παρέμβαση	intervenção	παρέμβαση	intervenção	N;ACC;FEM;SG	N;FEM;SG
λάδι	azeite	λάδι	azeite	N;NOM;NEUT;SG	N;MASC;SG
λάδι	óleo	λάδι	óleo	N;NOM;NEUT;SG	N;MASC;SG
λάδι	petróleo	λάδι	petróleo	N;NOM;NEUT;SG	N;MASC;SG
σιδήρου	ferro	σίδηρος	ferro	N;GEN;NEUT;SG	N;MASC;SG
έντονο	intensa	έντονος	intenso	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
έντονο	intenso	έντονος	intenso	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
πυρκαγιά	fire	πυρκαγιά	fire	N;NOM;FEM;SG	N;MASC;SG
πυρκαγιά	fogueira	πυρκαγιά	fogueira	N;NOM;FEM;SG	N;FEM;SG
πυρκαγιά	fogo	πυρκαγιά	fogo	N;NOM;FEM;SG	N;MASC;SG
πυρκαγιά	incêndio	πυρκαγιά	incêndio	N;NOM;FEM;SG	N;MASC;SG
οθωμανούς	otomanos	οθωμανός	otomano	N;ACC;MASC;PL	N;MASC;PL
μέτρηση	medição	μέτρηση	medição	N;NOM;FEM;SG	N;FEM;SG
μέτρηση	mensuração	μέτρηση	mensuração	N;NOM;FEM;SG	N;FEM;SG
μέτρηση	medição	μέτρηση	medição	N;NOM;FEM;SG	N;FEM;SG
μεταφέρθηκαν	transferidos	μεταφέρθηκαν	transferir	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
μεταφέρθηκαν	transferidas	μεταφέρθηκαν	transferir	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;PL;V.PTCP
μεταφέρθηκαν	transportados	μεταφέρθηκαν	transportar	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
μεταφέρθηκαν	transportadas	μεταφέρθηκαν	transportar	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;PL;V.PTCP
επιχειρηματίας	empresário	επιχειρηματίας	empresário	N;NOM;FEM;SG	N;MASC;SG
επιχειρηματίας	empreendedor	επιχειρηματίας	empreendedor	N;NOM;FEM;SG	N;MASC;SG
επιχειρηματίας	empresária	επιχειρηματίας	empresária	N;NOM;FEM;SG	N;FEM;SG
επιχειρηματίας	empreendedora	επιχειρηματίας	empreendedor	N;NOM;FEM;SG	N;FEM;SG
επιχειρηματίας	empresário	επιχειρηματίας	empresário	N;NOM;FEM;SG	N;MASC;SG
χαρά	joy	χαρά	joy	N;NOM;FEM;SG	N;MASC;SG
χαρά	alegria	χαρά	alegria	N;NOM;FEM;SG	N;FEM;SG
χαρά	prazer	χαρά	prazer	N;NOM;FEM;SG	N;MASC;SG
έγγραφο	documento	έγγραφο	documento	N;NOM;NEUT;SG	N;MASC;SG
καταγραφή	gravação	καταγραφή	gravação	N;ACC;FEM;SG	N;FEM;SG
καταγραφή	inscrição	καταγραφή	inscrição	N;ACC;FEM;SG	N;FEM;SG
καταγραφή	registro	καταγραφή	registro	N;ACC;FEM;SG	N;MASC;SG
καταγραφή	registo	καταγραφή	registo	N;ACC;FEM;SG	N;MASC;SG
παρόμοιες	semelhantes	παρόμοιος	semelhante	ADJ;NOM;FEM;PL	ADJ;MASC;PL
μετάδοση	transmissão	μετάδοση	transmissão	N;ACC;FEM;SG	N;FEM;SG
μετάδοση	difusão	μετάδοση	difusão	N;ACC;FEM;SG	N;FEM;SG
μετάδοση	emissão	μετάδοση	emissão	N;ACC;FEM;SG	N;FEM;SG
μετάδοση	radiodifusão	μετάδοση	radiodifusão	N;ACC;FEM;SG	N;FEM;SG
μετάδοση	transmissão	μετάδοση	transmissão	N;ACC;FEM;SG	N;FEM;SG
μετάδοση	radiodifusão	μετάδοση	radiodifusão	N;ACC;FEM;SG	N;FEM;SG
ψυχή	psique	ψυχή	psique	N;ACC;FEM;SG	N;FEM;SG
ψυχή	alma	ψυχή	alma	N;ACC;FEM;SG	N;FEM;SG
ψυχή	soul	ψυχή	soul	N;ACC;FEM;SG	N;MASC;SG
αντιπάλους	adversários	αντίπαλος	adversário	N;ACC;MASC;PL	N;MASC;PL
αντιπάλους	oponentes	αντίπαλος	oponente	N;ACC;MASC;PL	N;MASC;PL
αντιπάλους	opositores	αντίπαλος	opositor	N;ACC;MASC;PL	N;MASC;PL
αξίζει	valendo	αξίζω	valer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
τείχος	parede	τείχος	parede	N;NOM;NEUT;SG	N;FEM;SG
τείχος	muro	τείχος	muro	N;NOM;NEUT;SG	N;MASC;SG
τείχος	mural	τείχος	mural	N;NOM;NEUT;SG	N;MASC;SG
τείχος	muralha	τείχος	muralha	N;NOM;NEUT;SG	N;FEM;SG
οικία	residence	οικία	residence	N;NOM;FEM;SG	N;MASC;SG
οικία	residência	οικία	residência	N;NOM;FEM;SG	N;FEM;SG
θηλυκό	mulher	θηλυκός	mulher	N;NOM;NEUT;SG	N;FEM;SG
θηλυκό	fêmea	θηλυκός	fêmea	N;NOM;NEUT;SG	N;FEM;SG
διήρκεσε	durou	διαρκώ	durar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
ζημιές	danos	ζημιά	dano	N;NOM;FEM;PL	N;MASC;PL
ζημιές	prejuízos	ζημιά	prejuízo	N;NOM;FEM;PL	N;MASC;PL
ζημιές	danos	ζημιά	dano	N;NOM;FEM;PL	N;MASC;PL
πέφτει	cai	πέφτω	cair	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ομιλία	discurso	ομιλία	discurso	N;ACC;FEM;SG	N;MASC;SG
ελπίδα	esperança	ελπίδα	esperança	N;NOM;FEM;SG	N;FEM;SG
ελπίδα	hope	ελπίδα	hope	N;NOM;FEM;SG	N;MASC;SG
σύλληψη	prisão	σύλληψη	prisão	N;ACC;FEM;SG	N;FEM;SG
σύλληψη	detenção	σύλληψη	detenção	N;ACC;FEM;SG	N;FEM;SG
σύλληψη	captura	σύλληψη	captura	N;ACC;FEM;SG	N;FEM;SG
σύλληψη	captação	σύλληψη	captação	N;ACC;FEM;SG	N;FEM;SG
αίτηση	aplicativo	αίτηση	aplicativo	N;NOM;FEM;SG	N;MASC;SG
αίτηση	aplicação	αίτηση	aplicação	N;NOM;FEM;SG	N;FEM;SG
αίτηση	solicitação	αίτηση	solicitação	N;NOM;FEM;SG	N;FEM;SG
αίτηση	pedido	αίτηση	pedido	N;NOM;FEM;SG	N;MASC;SG
πλούσιο	rico	πλούσιο	rico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
πλούσιο	rica	πλούσιο	rico	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
πτυχίο	diploma	πτυχίο	diploma	N;NOM;NEUT;SG	N;MASC;SG
πτυχίο	licenciatura	πτυχίο	licenciatura	N;NOM;NEUT;SG	N;FEM;SG
πτυχίο	grau	πτυχίο	grau	N;NOM;NEUT;SG	N;MASC;SG
μαρτυρίες	depoimentos	μαρτυρία	depoimento	N;NOM;FEM;PL	N;MASC;PL
μαρτυρίες	testemunhos	μαρτυρία	testemunho	N;NOM;FEM;PL	N;MASC;PL
μαρτυρίες	testemunhos	μαρτυρία	testemunho	N;NOM;FEM;PL	N;MASC;PL
γρήγορη	rápido	γρήγορος	rápido	ADJ;NOM;FEM;SG	ADJ;MASC;SG
γρήγορη	rápido	γρήγορος	rápido	ADJ;NOM;FEM;SG	ADJ;MASC;SG
εξοπλισμό	gear	εξοπλισμός	gear	N;ACC;MASC;SG	N;MASC;SG
εξοπλισμό	engrenagem	εξοπλισμός	engrenagem	N;ACC;MASC;SG	N;FEM;SG
επέλεξε	escolheu	επιλέγω	escolher	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
ενδεχομένως	possivelmente	ενδεχομένως	possivelmente	ADV	ADV
ενδεχομένως	potencialmente	ενδεχομένως	potencialmente	ADV	ADV
εκπαιδευτικό	educacional	εκπαιδευτικός	educacional	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
εκπαιδευτικό	educativo	εκπαιδευτικός	educativo	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
σοβαρή	sério	σοβαρός	sério	ADJ;NOM;FEM;SG	ADJ;MASC;SG
σοβαρή	séria	σοβαρός	sério	ADJ;NOM;FEM;SG	ADJ;FEM;SG
σοβαρή	grave	σοβαρός	grave	ADJ;NOM;FEM;SG	ADJ;MASC;SG
σοβαρή	severa	σοβαρός	severar	ADJ;NOM;FEM;SG	ADJ;FEM;SG
σοβαρή	grave	σοβαρός	grave	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ιατρός	médico	ιατρός	médico	N;NOM;MASC;SG	N;MASC;SG
επιγραφές	inscrições	επιγραφή	inscrição	N;NOM;FEM;PL	N;FEM;PL
αποσπάσματα	extratos	απόσπασμα	extrato	N;NOM;NEUT;PL	N;MASC;PL
αποσπάσματα	extractos	απόσπασμα	extrato	N;NOM;NEUT;PL	N;MASC;PL
αποσπάσματα	excertos	απόσπασμα	excerto	N;NOM;NEUT;PL	N;MASC;PL
αποσπάσματα	trechos	απόσπασμα	trecho	N;NOM;NEUT;PL	N;MASC;PL
αποσπάσματα	excertos	απόσπασμα	excerto	N;NOM;NEUT;PL	N;MASC;PL
ουρανό	ceu	ουρανός	ceu	N;ACC;MASC;SG	N;MASC;SG
ουρανό	sky	ουρανός	sky	N;ACC;MASC;SG	N;MASC;SG
ουρανό	céu	ουρανός	céu	N;ACC;MASC;SG	N;MASC;SG
ταξίδια	jornadas	ταξίδι	jornada	N;NOM;NEUT;PL	N;FEM;PL
ταξίδια	viagens	ταξίδι	viagem	N;NOM;NEUT;PL	N;FEM;PL
ταξίδια	viagens	ταξίδι	viagem	N;NOM;NEUT;PL	N;FEM;PL
ταξίδια	trips	ταξίδι	trip	N;NOM;NEUT;PL	N;MASC;PL
ταξίδια	viagens	ταξίδι	viagem	N;NOM;NEUT;PL	N;FEM;PL
θετικές	positivas	θετικός	positivo	ADJ;NOM;FEM;PL	ADJ;FEM;PL
φάσεις	fases	φάση	fase	N;NOM;FEM;PL	N;FEM;PL
φάσεις	estádios	φάση	estádio	N;NOM;FEM;PL	N;MASC;PL
φάσεις	estágios	φάση	estágio	N;NOM;FEM;PL	N;MASC;PL
φάσεις	etapas	φάση	etapa	N;NOM;FEM;PL	N;FEM;PL
φάσεις	fases	φάση	fase	N;NOM;FEM;PL	N;FEM;PL
ήρωες	heróis	ήρωο	herói	N;NOM;MASC;PL	N;MASC;PL
προορισμό	destino	προορισμός	destino	N;ACC;MASC;SG	N;MASC;SG
πατριαρχείο	patriarcado	πατριαρχείο	patriarcar	N;NOM;NEUT;SG	N;MASC;SG
σκοτώσει	mate	σκοτώνω	mate	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
σκοτώσει	matem	σκοτώνω	matar	V;PFV;NFIN;ACT	V;SBJV;PL;3;PRS;FIN
σκοτώσει	matar	σκοτώνω	matar	V;PFV;NFIN;ACT	V;NFIN
τριάντα	trinta	τριάντα	trinta	NUM;NOM;NEUT;PL	NUM
σταθμούς	estações	σταθμός	estação	N;ACC;MASC;PL	N;FEM;PL
διαλυτότητα	solubilidade	διαλυτότητα	solubilidade	N;NOM;FEM;SG	N;FEM;SG
αντικατάσταση	substituição	αντικατάσταση	substituição	N;ACC;FEM;SG	N;FEM;SG
αντικατάσταση	substituição	αντικατάσταση	substituição	N;ACC;FEM;SG	N;FEM;SG
αντικατάσταση	substituto	αντικατάσταση	substituto	N;ACC;FEM;SG	N;MASC;SG
αντικατάσταση	substituta	αντικατάσταση	substituta	N;ACC;FEM;SG	N;FEM;SG
αντικατάσταση	substituto	αντικατάσταση	substituto	N;ACC;FEM;SG	N;MASC;SG
αντικατάσταση	substituição	αντικατάσταση	substituição	N;ACC;FEM;SG	N;FEM;SG
τοιχογραφίες	frescos	τοιχογραφία	fresco	N;NOM;FEM;PL	N;MASC;PL
τοιχογραφίες	afrescos	τοιχογραφία	afresco	N;NOM;FEM;PL	N;MASC;PL
τοιχογραφίες	murais	τοιχογραφία	mural	N;NOM;FEM;PL	N;MASC;PL
βιομηχανική	industrial	βιομηχανικός	industrial	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ενδείξεις	indicações	ένδειξη	indicação	N;NOM;FEM;PL	N;FEM;PL
συνεργάτης	sócio	συνεργάτης	sócio	N;NOM;MASC;SG	N;MASC;SG
συνεργάτης	parceira	συνεργάτης	parceira	N;NOM;MASC;SG	N;FEM;SG
συνεργάτης	parceiro	συνεργάτης	parceiro	N;NOM;MASC;SG	N;MASC;SG
συνεργάτης	colega	συνεργάτης	colega	N;NOM;MASC;SG	N;MASC;SG
ασκήσεις	exercícios	άσκηση	exercício	N;NOM;FEM;PL	N;MASC;PL
ασκήσεις	brocas	άσκηση	broca	N;NOM;FEM;PL	N;FEM;PL
αλφάβητο	alfabeto	αλφάβητος	alfabeto	N;NOM;NEUT;SG	N;MASC;SG
εσωτερικά	internamente	εσωτερικά	internamente	ADV	ADV
επιρροές	influências	επιρροή	influência	N;NOM;FEM;PL	N;FEM;PL
επιρροές	influências	επιρροή	influência	N;NOM;FEM;PL	N;FEM;PL
έπαιζε	jogado	παίζω	jogar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
έπαιζε	jogou	παίζω	jogar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
έπαιζε	tocou	παίζω	tocar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
σεναριογράφος	argumentista	σεναριογράφος	argumentista	N;NOM;MASC;SG	N;MASC;SG
σεναριογράφος	roteirista	σεναριογράφος	roteirista	N;NOM;MASC;SG	N;MASC;SG
αστερισμό	constelação	αστερισμός	constelação	N;ACC;MASC;SG	N;FEM;SG
υποχρεώσεις	obrigações	υποχρέωση	obrigação	N;NOM;FEM;PL	N;FEM;PL
υποχρεώσεις	responsabilidades	υποχρέωση	responsabilidade	N;NOM;FEM;PL	N;FEM;PL
υποχρεώσεις	compromissos	υποχρέωση	compromisso	N;NOM;FEM;PL	N;MASC;PL
υποχρεώσεις	autorizações	υποχρέωση	autorização	N;NOM;FEM;PL	N;FEM;PL
σπήλαιο	gruta	σπήλαιο	gruta	N;NOM;NEUT;SG	N;FEM;SG
σπήλαιο	caverna	σπήλαιο	cavernar	N;NOM;NEUT;SG	N;FEM;SG
δέλτα	delta	δέλτα	delta	N;NOM;MASC;SG	N;MASC;SG
ιδιωτική	privada	ιδιωτικός	privado	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ιδιωτική	privado	ιδιωτικός	privado	ADJ;NOM;FEM;SG	ADJ;MASC;SG
δυσκολίες	dificuldades	δυσκολία	dificuldade	N;NOM;FEM;PL	N;FEM;PL
δυσκολίες	dificuldades	δυσκολία	dificuldade	N;NOM;FEM;PL	N;FEM;PL
τάφο	tumba	τάφος	tumba	N;ACC;MASC;SG	N;FEM;SG
τάφο	túmulo	τάφος	túmulo	N;ACC;MASC;SG	N;MASC;SG
τάφο	sepultura	τάφος	sepultura	N;ACC;MASC;SG	N;FEM;SG
τάφο	cova	τάφος	covo	N;ACC;MASC;SG	N;FEM;SG
τάφο	túmulo	τάφος	túmulo	N;ACC;MASC;SG	N;MASC;SG
τάφο	campa	τάφος	campa	N;ACC;MASC;SG	N;FEM;SG
στάλθηκε	enviada	στέλνω	enviar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
στάλθηκε	enviou	στέλνω	enviar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
στάλθηκε	enviado	στέλνω	enviar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
ατομικό	individual	ατομικός	individual	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
αναφέρθηκε	denunciado	αναφέρω	denunciar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
αναφέρθηκε	denunciou	αναφέρω	denunciar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
αναφέρθηκε	relatado	αναφέρω	relatar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
αναφέρθηκε	denunciada	αναφέρω	denunciar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
νομοθεσία	legislação	νομοθεσία	legislação	N;NOM;FEM;SG	N;FEM;SG
εξετάσεις	exames	εξέταση	exame	N;NOM;FEM;PL	N;MASC;PL
εξετάσεις	testes	εξέταση	teste	N;NOM;FEM;PL	N;MASC;PL
εξετάσεις	ensaios	εξέταση	ensaio	N;NOM;FEM;PL	N;MASC;PL
εξετάσεις	exames	εξέταση	exame	N;NOM;FEM;PL	N;MASC;PL
εξετάσεις	exames	εξέταση	exame	N;NOM;FEM;PL	N;MASC;PL
συνδυασμός	combinação	συνδυασμός	combinação	N;NOM;MASC;SG	N;FEM;SG
λάθη	enganos	λάθος	engano	N;NOM;NEUT;PL	N;MASC;PL
λάθη	erros	λάθος	erro	N;NOM;NEUT;PL	N;MASC;PL
λάθη	erros	λάθος	erro	N;NOM;NEUT;PL	N;MASC;PL
αντάρτες	guerrilhas	αντάρτης	guerrilha	N;NOM;MASC;PL	N;FEM;PL
αντάρτες	guerrilheiros	αντάρτης	guerrilheiro	N;NOM;MASC;PL	N;MASC;PL
αντάρτες	insurgentes	αντάρτης	insurgente	N;NOM;MASC;PL	N;MASC;PL
αντάρτες	partidários	αντάρτης	partidário	N;NOM;MASC;PL	N;MASC;PL
αντάρτες	guerrilheiros	αντάρτης	guerrilheiro	N;NOM;MASC;PL	N;MASC;PL
αντάρτες	rebeldes	αντάρτης	rebelde	N;NOM;MASC;PL	N;MASC;PL
διατριβή	dissertação	διατριβός	dissertação	N;NOM;FEM;SG	N;FEM;SG
διατριβή	tese	διατριβός	tese	N;NOM;FEM;SG	N;FEM;SG
συνέπειες	conseqüências	συνέπεια	consequência	N;NOM;FEM;PL	N;FEM;PL
συνέπειες	consequências	συνέπεια	consequência	N;NOM;FEM;PL	N;FEM;PL
συνέπειες	implicações	συνέπεια	implicação	N;NOM;FEM;PL	N;FEM;PL
φιλοσοφική	filosófico	φιλοσοφικός	filosófico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
προσωπικότητα	personalidade	προσωπικότητα	personalidade	N;ACC;FEM;SG	N;FEM;SG
οπαδούς	seguidores	οπαδός	seguidor	N;ACC;MASC;PL	N;MASC;PL
ιερέας	priest	ιερία	priest	N;NOM;MASC;SG	N;MASC;SG
ιερέας	padre	ιερία	padre	N;NOM;MASC;SG	N;MASC;SG
ιερέας	sacerdote	ιερία	sacerdote	N;NOM;MASC;SG	N;MASC;SG
νικώντας	derrotar	νικώ	derrotar	V;IPFV;V.CVB;ACT	V;NFIN
νικώντας	derrotando	νικώ	derrotar	V;IPFV;V.CVB;ACT	V;V.MSDR
επισκοπή	diocese	επισκοπή	diocese	N;NOM;FEM;SG	N;FEM;SG
ξενοδοχείο	hotel	ξενοδοχείο	hotel	N;NOM;NEUT;SG	N;MASC;SG
διάσπαση	split	διάσπαση	split	N;NOM;FEM;SG	N;MASC;SG
επισήμως	formalmente	επίσημα	formalmente	ADV	ADV
επισήμως	oficialmente	επίσημα	oficialmente	ADV	ADV
στόχους	objectivos	στόχος	objectivo	N;ACC;MASC;PL	N;MASC;PL
στόχους	gols	στόχος	gol	N;ACC;MASC;PL	N;MASC;PL
στόχους	metas	στόχος	meta	N;ACC;MASC;PL	N;FEM;PL
στόχους	golos	στόχος	golo	N;ACC;MASC;PL	N;MASC;PL
στόχους	objetivos	στόχος	objetivo	N;ACC;MASC;PL	N;MASC;PL
μαύρα	pretas	μαύρας	preto	N;NOM;NEUT;PL	N;FEM;PL
κίνδυνος	risco	κίνδυνος	risco	N;NOM;MASC;SG	N;MASC;SG
κίνδυνος	hazard	κίνδυνος	hazard	N;NOM;MASC;SG	N;MASC;SG
κίνδυνος	perigo	κίνδυνος	perigo	N;NOM;MASC;SG	N;MASC;SG
κίνδυνος	perigo	κίνδυνος	perigo	N;NOM;MASC;SG	N;MASC;SG
κοπ	kopp	κοπ	kopp	N	N;MASC;SG
σχεδιασμού	planejamento	σχεδιασμός	planejamento	N;GEN;MASC;SG	N;MASC;SG
σχεδιασμού	planeamento	σχεδιασμός	planeamento	N;GEN;MASC;SG	N;MASC;SG
σχεδιασμού	planificação	σχεδιασμός	planificação	N;GEN;MASC;SG	N;FEM;SG
αποδείχθηκε	provado	αποδεικνύω	provar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
αποδείχθηκε	provou	αποδεικνύω	provar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
κατανάλωση	consumo	κατανάλωση	consumo	N;ACC;FEM;SG	N;MASC;SG
υψηλότερο	superior	ψηλός	alto	ADJ;NOM;CMPR;NEUT;SG	ADJ;MASC;SG
μωάμεθ	muhammad	μωάμεθ	muhammad	N;NOM;NEUT;SG	N;MASC;SG
μωάμεθ	maomé	μωάμεθ	maomé	N;NOM;NEUT;SG	N;MASC;SG
μωάμεθ	maomé	μωάμεθ	maomé	N;NOM;NEUT;SG	N;MASC;SG
μωάμεθ	mohammed	μωάμεθ	mohammed	N;NOM;NEUT;SG	N;MASC;SG
διάγνωση	diagnóstico	διάγνωση	diagnóstico	N;NOM;FEM;SG	N;MASC;SG
μεταφορές	transferências	μεταφορά	transferência	N;NOM;FEM;PL	N;FEM;PL
μεταφορές	transportes	μεταφορά	transporte	N;NOM;FEM;PL	N;MASC;PL
εταιρίες	corporações	εταιρία	corporação	N;NOM;FEM;PL	N;FEM;PL
εταιρίες	companhias	εταιρία	companhia	N;NOM;FEM;PL	N;FEM;PL
εταιρίες	empresas	εταιρία	empresa	N;NOM;FEM;PL	N;FEM;PL
