분류	categoría	분류	categoría	N	N
쉬운	fácil	쉽+ㄴ	fácil	ADJ	ADJ
쉬운	doado	쉽+ㄴ	doado	ADJ	ADJ
또다시	máis	또다시	máis	ADV	ADV
기호	símbolo	기호	símbolo	N	N
기호	sinal	기호	sinal	N	N
목적	propósitos	목적	propósito	N	N
목적	propósito	목적	propósito	N	N
목적	fin	목적	fin	N	N
목적	intención	목적	intención	N	N
목적	obxectivo	목적	obxectivo	N	N
목적	obxectivo	목적	obxectivo	N	N
아무도	ninguén	아무+도	ninguén	ADV	ADV
무대	escenario	무대	escenario	N	N
무대	etapa	무대	etapa	N	N
무대	palco	무대	palco	N	N
녹음	disco	녹음	disco	N	N
전략	estratexias	전략	estratexia	N	N
전략	táctica	전략	táctica	N	N
전략	estratexia	전략	estratexia	N	N
항성	estrela	항성	estrela	N	N
항성	estrelas	항성	estrela	N	N
항성	das	항성	das	N	N
로켓	foguetes	로켓	foguete	N	N
로켓	foguete	로켓	foguete	N	N
읽기	lin	읽+기	lin	V	V
읽기	ler	읽+기	ler	V	V
읽기	lendo	읽+기	lendo	V	V
읽기	ler	읽+기	ler	V	V
평화	paz	평화	paz	N	N
합계	suma	합계	suma	N	N
노동	traballo	노동	traballo	N	N
훈련	formación	훈련	formación	N	N
훈련	adestramento	훈련	adestramento	N	N
범위	rango	범위	rango	N	N
범위	cadea	범위	cadea	N	N
범위	abano	범위	abano	N	N
경영	xestión	경영	xestión	N	N
경영	dirección	경영	dirección	N	N
사령관	comandante	사령관	comandante	N	N
장비	equipamento	장비	equipamento	N	N
명령	orde	명령	orde	N	N
명령	motoras	명령	motora	N	N
명령	ordes	명령	orde	N	N
명령	mando	명령	mando	N	N
전력	electricidade	전력	electricidade	N	N
행동	acción	행동	acción	N	N
행동	condutas	행동	conduta	N	N
행동	accións	행동	acción	N	N
행동	comportamento	행동	comportamento	N	N
행동	conducta	행동	conducta	N	N
행동	comportamentos	행동	comportamento	N	N
행동	conduta	행동	conduta	N	N
보조	axudante	보조	axudante	N	N
통화	á	통화	á	N	N
통화	trompetas	통화	trompeta	N	N
통화	moeda	통화	moeda	N	N
부족	falta	부족	falta	N	N
성격	carácter	성격	carácter	N	N
성격	personalidade	성격	personalidade	N	N
소유자	dono	소유자	dono	N	N
원인	causa	원인	causa	N	N
원인	causa	원인	causa	N	N
원인	causas	원인	causa	N	N
노예	escravos	노예	escravo	N	N
노예	escravos	노예	escravo	N	N
마법	maxia	마법	maxia	N	N
금속	metal	금속	metal	N	N
금속	metais	금속	metal	N	N
어두운	escuras	어둡+ㄴ	escura	ADJ	ADJ
어두운	escuro	어둡+ㄴ	escuro	ADJ	ADJ
어두운	escura	어둡+ㄴ	escurar	ADJ	ADJ
신호	sinais	신호	sinal	N	N
신호	sinal	신호	sinal	N	N
대화	fío	대화	fío	N	N
대화	conversas	대화	converso	N	N
대화	conversacións	대화	conversación	N	N
대화	conversación	대화	conversación	N	N
대화	conversa	대화	converso	N	N
생물	organismo	생물	organismo	N	N
생물	criatura	생물	criatura	N	N
수사	investigación	수사	investigación	N	N
정신	espírito	정신	espírito	N	N
정신	mentais	정신	mental	N	N
고문	tortura	고문	tortura	N	N
개혁	reforma	개혁	reforma	N	N
물질	materia	물질	materia	N	N
물질	materiais	물질	material	N	N
물질	material	물질	material	N	N
물질	prima	물질	prima	N	N
물질	substancia	물질	substancia	N	N
성별	sexo	성별	sexo	N	N
간단히	simplemente	간단+히	simple	ADV	ADV
간단히	só	간단+히	só	ADV	ADV
음식	comida	음식	comida	N	N
음식	alimentos	음식	alimento	N	N
설정	conxunto	설정	conxunto	N	N
인터뷰	entrevista	인터뷰	entrevista	N	N
인터뷰	entrevisto	인터뷰	entrevisto	N	N
인터뷰	entrevistas	인터뷰	entrevista	N	N
리듬	ritmos	리듬	ritmo	N	N
리듬	ritmo	리듬	ritmo	N	N
리듬	ritmo	리듬	ritmo	N	N
달성	independencia	달성	independencia	N	N
누구나	ninguén	누구+나	ninguén	ADV	ADV
역할	papel	역할	papel	N	N
사격	tiro	사격	tiro	N	N
모임	reunión	모임	reunión	N	N
모임	xunta	모임	xunta	N	N
모임	reunión	모임	reunión	N	N
모임	encontro	모임	encontro	N	N
모임	cita	모임	cita	N	N
얼굴	rostros	얼굴	rostro	N	N
얼굴	caras	얼굴	cara	N	N
얼굴	cara	얼굴	cara	N	N
얼굴	rostro	얼굴	rostro	N	N
비행	voo	비행	voo	N	N
유전자	xene	유전자	xenar	N	N
유전자	xenes	유전자	xene	N	N
유전자	xenes	유전자	xene	N	N
전달	fronte	전달	fronte	N	N
전달	cara	전달	cara	N	N
군대	tropas	군대	tropa	N	N
군대	exército	군대	exército	N	N
권리	dereitos	권리	dereito	N	N
권리	carta	권리	carta	N	N
권리	dereito	권리	dereito	N	N
부상	feridos	부상	ferido	N	N
부상	ferida	부상	ferida	N	N
부상	lesión	부상	lesión	N	N
부상	ferida	부상	ferida	N	N
가입	á	가입	á	N	N
세상	mundo	세상	mundo	N	N
영웅	heroes	영웅	heroes	N	N
영웅	heroínas	영웅	heroína	N	N
영웅	heroe	영웅	heroe	N	N
영웅	heroicos	영웅	heroico	N	N
홍보	promoción	홍보	promoción	N	N
홍보	ascenso	홍보	ascenso	N	N
실행	execución	실행	execución	N	N
완료	remataches	완료	remataches	N	N
완료	unllas	완료	unlla	N	N
완료	feito	완료	feito	N	N
완료	total	완료	total	N	N
터널	túneles	터널	túnele	N	N
새벽	amencer	새벽	amencer	N	N
전화	teléfono	전화	teléfono	N	N
전화	teléfono	전화	teléfono	N	N
순간	momentos	순간	momento	N	N
순간	momento	순간	momento	N	N
순간	intres	순간	intres	N	N
순간	momento	순간	momento	N	N
순간	intre	순간	intre	N	N
어드벤처	aventura	어드벤처	aventura	N	N
장교	policía	장교	policía	N	N
장교	axente	장교	axente	N	N
장교	policías	장교	policía	N	N
동맹	unión	동맹	unión	N	N
동맹	sindicato	동맹	sindicato	N	N
동맹	sindicalista	동맹	sindicalista	N	N
동맹	sindical	동맹	sindical	N	N
자전거	bicicleta	자전거	bicicleta	N	N
자전거	bicicleta	자전거	bicicleta	N	N
지침	instrucións	지침	instrución	N	N
때로는	veces	때+로+는	vez	N	N
때로는	ás	때+로+는	á	N	N
화재	lume	화재	lume	N	N
화재	fogo	화재	fogo	N	N
기지	base	기지	base	N	N
공동체	comunidades	공동체	comunidade	N	N
공동체	comunidade	공동체	comunidade	N	N
개인적으로	personalmente	개인+적+으로	personal	ADV	ADV
개인적으로	persoalmente	개인+적+으로	persoal	ADV	ADV
그러면	e	그러면	e	CONJ	CONJ
디비전	división	디비전	división	N	N
힘든	dura	힘들+ㄴ	durar	V	V
골프	golf	골프	golf	N	N
아마도	quizáis	아마도	quizáis	ADV	ADV
아마도	quizais	아마도	quizais	ADV	ADV
아마도	cadra	아마도	cadra	ADV	ADV
아마도	talvez	아마도	talvez	ADV	ADV
아마도	cadra	아마도	cadra	ADV	ADV
아마도	quizais	아마도	quizais	ADV	ADV
아마도	talvez	아마도	talvez	ADV	ADV
아마도	probablemente	아마도	probable	ADV	ADV
연애	romance	연애	romance	N	N
연애	relación	연애	relación	N	N
연애	relacións	연애	relación	N	N
연애	relación	연애	relación	N	N
개념	concepto	개념	concepto	N	N
개념	noción	개념	noción	N	N
개념	idea	개념	idea	N	N
개념	conceptos	개념	concepto	N	N
장면	escena	장면	escenar	N	N
장면	escea	장면	escear	N	N
장면	escenas	장면	escena	N	N
무거운	pesada	무겁+ㄴ	pesar	ADJ	ADJ
무거운	pesado	무겁+ㄴ	pesar	ADJ	ADJ
무거운	forte	무겁+ㄴ	forte	ADJ	ADJ
무거운	intenso	무겁+ㄴ	intenso	ADJ	ADJ
서명	sinal	서명	sinal	N	N
정치가	políticos	정치+가	político	N	N
차이	diferenzas	차이	diferenza	N	N
차이	diferenza	차이	diferenza	N	N
차이	diferenzas	차이	diferenza	N	N
차이	diferencia	차이	diferencia	N	N
친척	parente	친척	parente	N	N
친척	parentes	친척	parente	N	N
지식	coñecemento	지식	coñecemento	N	N
지식	coñecementos	지식	coñecemento	N	N
거리가	rúa	거리+가	rúa	N	N
기억	lembras	기억	lembra	N	N
기억	memoria	기억	memoria	N	N
노동자	traballadores	노동자	traballador	N	N
노동자	obreiros	노동자	obreiro	N	N
노동자	traballador	노동자	traballador	N	N
노동자	obreiro	노동자	obreiro	N	N
노동자	obreiros	노동자	obreiro	N	N
노동자	parado	노동자	parado	N	N
연인	cariño	연인	cariño	N	N
연인	amantes	연인	amante	N	N
반응	reacción	반응	reacción	N	N
반응	interaccións	반응	interaccións	N	N
반응	cós	반응	cós	N	N
반응	á	반응	á	N	N
반응	resposta	반응	resposta	N	N
반응	reacción	반응	reacción	N	N
상업	comercio	상업	comercio	N	N
상업	anuncio	상업	anuncio	N	N
떨어지는	namorarse	떨어지+는	namorarse	V	V
떨어지는	caendo	떨어지+는	caendo	V	V
떨어지는	ardendo	떨어지+는	arder	V	V
떨어지는	caer	떨어지+는	caer	V	V
원수	cabezas	원수	cabeza	N	N
접근	acceso	접근	acceso	N	N
접근	enfoque	접근	enfoque	N	N
원자	núcleo	원자	núcleo	N	N
아티스트	artistas	아티스트	artista	N	N
아티스트	artista	아티스트	artista	N	N
아티스트	artistas	아티스트	artista	N	N
개선	vexas	개선	vexa	N	N
홀로	só	홀로	só	ADV	ADV
사용하기	usamos	사용+하+기	usar	V	V
사용하기	usar	사용+하+기	usar	V	V
사용하기	usan	사용+하+기	usar	V	V
사용하기	usando	사용+하+기	usar	V	V
사용하기	usar	사용+하+기	usar	V	V
사용하기	usan	사용+하+기	usar	V	V
현상	fenómeno	현상	fenómeno	N	N
필름	filmes	필름	filme	N	N
필름	película	필름	película	N	N
필름	filme	필름	filme	N	N
협정	acordo	협정	acordo	N	N
충돌	conflito	충돌	conflito	N	N
의료	medicina	의료	medicina	N	N
의료	médico	의료	médico	N	N
의료	médicos	의료	médico	N	N
의료	médica	의료	médica	N	N
의료	saúde	의료	saúde	N	N
날개	ás	날개	á	N	N
날개	nunha	날개	nunha	N	N
날개	á	날개	á	N	N
시위	manifestación	시위	manifestación	N	N
시위	demostración	시위	demostración	N	N
시위	protesto	시위	protesto	N	N
시위	protesta	시위	protesta	N	N
빌딩	edificio	빌딩	edificio	N	N
빌딩	construción	빌딩	construción	N	N
빌딩	edificios	빌딩	edificio	N	N
변환	transformación	변환	transformación	N	N
성공	éxito	성공	éxito	N	N
성공	éxito	성공	éxito	N	N
내역	historia	내역	historia	N	N
대기	atmosfera	대기	atmosfera	N	N
대기	ambiente	대기	ambiente	N	N
가격	prezos	가격	prezo	N	N
가격	prezos	가격	prezo	N	N
가격	prezo	가격	prezo	N	N
가격	precio	가격	precio	N	N
가격	caché	가격	caché	N	N
가격	valor	가격	valor	N	N
공기	aire	공기	aire	N	N
공기	ar	공기	ar	N	N
조각	rebanda	조각	rebanda	N	N
조각	esculturas	조각	escultura	N	N
조각	pezas	조각	peza	N	N
조각	clave	조각	clave	N	N
조각	anacos	조각	anaco	N	N
조각	pedazos	조각	pedazo	N	N
민주주의	democracia	민주주의	democracia	N	N
쓰기	escribir	쓰+기	escribir	V	V
쓰기	escribe	쓰+기	escribir	V	V
쓰기	escribo	쓰+기	escribir	V	V
쓰기	escribir	쓰+기	escribir	V	V
쓰기	escribía	쓰+기	escribir	V	V
쓰기	facendo	쓰+기	facer	V	V
쓰기	escrita	쓰+기	escribir	V	V
쓰기	escribe	쓰+기	escribir	V	V
함대	negro	함대	negro	N	N
함대	frota	함대	frota	N	N
사촌	primo	사촌	primo	N	N
사촌	curmán	사촌	curmán	N	N
신사	señores	신사	señor	N	N
신사	señor	신사	señor	N	N
신사	home	신사	home	N	N
폭탄	bomba	폭탄	bomba	N	N
폭탄	bombas	폭탄	bomba	N	N
반란	rebelión	반란	rebelión	N	N
반란	rebeldes	반란	rebelde	N	N
제작자	produtor	제작자	produtor	N	N
승인	aprobación	승인	aprobación	N	N
참가자	participantes	참가자	participante	N	N
석유	petróleo	석유	petróleo	N	N
석유	aceite	석유	aceite	N	N
폭발	explosión	폭발	explosión	N	N
교류	interaccións	교류	interaccións	N	N
교류	cós	교류	cós	N	N
공학	enxeñería	공학	enxeñería	N	N
민주화	democracia	민주화	democracia	N	N
성장	crecemento	성장	crecemento	N	N
성장	medra	성장	medra	N	N
성장	crecemento	성장	crecemento	N	N
연주	xogo	연주	xogo	N	N
모양	formas	모양	forma	N	N
모양	forma	모양	forma	N	N
모양	dunha	모양	dunha	N	N
정신적	senda	정신+적	senda	N	N
진화	evolución	진화	evolución	N	N
주교	bispo	주교	bispo	N	N
연료	combustible	연료	combustible	N	N
성당	catedral	성당	catedral	N	N
경계	fronteira	경계	fronteira	N	N
행복한	contenta	행복+하+ㄴ	contentar	V	V
수입	ingresos	수입	ingreso	N	N
수입	ingreso	수입	ingreso	N	N
수입	renda	수입	renda	N	N
일시적으로	temporalmente	일시+적+으로	témporal	ADV	ADV
모형	modelos	모형	modelo	N	N
모형	modelo	모형	modelo	N	N
일찍	cedo	일찍	cedo	ADV	ADV
도구	ferramenta	도구	ferramenta	N	N
도구	ferramentas	도구	ferramenta	N	N
도구	ferramentas	도구	ferramenta	N	N
학습	aprendizaxe	학습	aprendizaxe	N	N
오류	erro	오류	erro	N	N
공정	feira	공정	feira	N	N
공룡	dinosauro	공룡	dinosauro	N	N
공룡	dinosauros	공룡	dinosauro	N	N
공룡	dinosauros	공룡	dinosauro	N	N
의식	cerimonia	의식	cerimonia	N	N
의식	ritual	의식	ritual	N	N
의식	rituais	의식	ritual	N	N
의식	consciencia	의식	consciencia	N	N
의식	conciencia	의식	conciencia	N	N
받기	recibir	받+기	recibir	V	V
회로	circuíto	회로	circuíto	N	N
규칙	regras	규칙	regra	N	N
규칙	normas	규칙	norma	N	N
규칙	norma	규칙	norma	N	N
규칙	regra	규칙	regra	N	N
수소	hidróxeno	수소	hidróxeno	N	N
상품	bens	상품	ben	N	N
상품	luxo	상품	luxo	N	N
상품	obxectos	상품	obxecto	N	N
상품	puntos	상품	punto	N	N
상품	artigos	상품	artigo	N	N
상품	das	상품	das	N	N
상품	produtos	상품	produto	N	N
상품	orixe	상품	orixe	N	N
상품	mercadoría	상품	mercadoría	N	N
원칙	principio	원칙	principio	N	N
원칙	principios	원칙	principio	N	N
건강	saúde	건강	saúde	N	N
건강	saúde	건강	saúde	N	N
물고기	peixes	물고기	peixe	N	N
물고기	peixe	물고기	peixe	N	N
시내	cidade	시내	cidade	N	N
시내	pobo	시내	pobo	N	N
시내	vila	시내	vila	N	N
시내	aldea	시내	aldea	N	N
시내	los	시내	lo	N	N
시내	centro	시내	centro	N	N
대성당	catedral	대성당	catedral	N	N
공업	industrial	공업	industrial	N	N
테스트	proba	테스트	proba	N	N
테스트	exame	테스트	exame	N	N
테스트	probas	테스트	proba	N	N
테스트	test	테스트	test	N	N
테스트	exames	테스트	exame	N	N
테스트	exames	테스트	exame	N	N
테스트	probas	테스트	proba	N	N
테스트	tests	테스트	test	N	N
테스트	probas	테스트	proba	N	N
재판	ensaio	재판	ensaio	N	N
재판	xuízo	재판	xuízo	N	N
재판	proceso	재판	proceso	N	N
재판	ensaios	재판	ensalo	N	N
재판	xuízos	재판	xuízo	N	N
특성	características	특성	característica	N	N
특성	propiedades	특성	propiedade	N	N
가구	mobles	가구	moble	N	N
무슬림	musulmáns	무슬림	musulmáns	N	N
온도	temperatura	온도	temperatura	N	N
건축가	arquitecto	건축가	arquitecto	N	N
건축가	arquitectos	건축가	arquitecto	N	N
이혼	divorcio	이혼	divorcio	N	N
학술	revista	학술	revista	N	N
무덤	foxas	무덤	foxa	N	N
무덤	tumbas	무덤	tumba	N	N
무덤	tumba	무덤	tumbar	N	N
단백질	proteína	단백질	proteína	N	N
단백질	proteínas	단백질	proteína	N	N
치료	tratamentos	치료	tratamento	N	N
치료	cura	치료	curo	N	N
치료	curación	치료	curación	N	N
치료	terapia	치료	terapia	N	N
치료	tratamento	치료	tratamento	N	N
치료	tratamentos	치료	tratamento	N	N
치료	trato	치료	trato	N	N
이사회	xunta	이사회	xunta	N	N
이사회	reunión	이사회	reunión	N	N
이사회	bordo	이사회	bordo	N	N
이사회	comida	이사회	comida	N	N
기초	base	기초	base	N	N
대령	coronel	대령	coronel	N	N
식품	comida	식품	comida	N	N
식품	alimentos	식품	alimento	N	N
실수	erros	실수	erro	N	N
실수	culpa	실수	culpa	N	N
실수	erro	실수	erro	N	N
공유	parte	공유	parte	N	N
복귀	cambio	복귀	cambio	N	N
복귀	retorno	복귀	retorno	N	N
해석	interpretación	해석	interpretación	N	N
해석	análise	해석	análise	N	N
논리	lóxica	논리	lóxica	N	N
장애	trastorno	장애	trastorno	N	N
장애	desorde	장애	desorde	N	N
대응	á	대응	á	N	N
대응	resposta	대응	resposta	N	N
대응	reacción	대응	reacción	N	N
사령부	orde	사령부	orde	N	N
사령부	motoras	사령부	motora	N	N
사령부	ordes	사령부	orde	N	N
사령부	mando	사령부	mando	N	N
여단	brigade	여단	brigade	N	N
여단	brigada	여단	brigado	N	N
주주	accionistas	주주	accionista	N	N
사상자	baixas	사상자	baixa	N	N
입구	entrada	입구	entrada	N	N
인식	percepción	인식	percepción	N	N
인식	recoñecemento	인식	recoñecemento	N	N
인식	conciencia	인식	conciencia	N	N
인식	cognición	인식	cognición	N	N
읽고	lin	읽+고	lin	V	V
읽고	ler	읽+고	ler	V	V
읽고	lendo	읽+고	lendo	V	V
읽고	ler	읽+고	ler	V	V
범주	categoría	범주	categoría	N	N
이후부터	xa	이후+부터	xa	ADV	ADV
아이들	nenos	아이+들	neno	N	N
아이들	fillos	아이+들	fillo	N	N
아이들	rapaces	아이+들	rapaz	N	N
아이들	mozos	아이+들	mozo	N	N
아이들	nenos	아이+들	neno	N	N
아이들	fillos	아이+들	fillo	N	N
아이들	nenas	아이+들	neno	N	N
침공	invasión	침공	invasión	N	N
콘텐츠	contido	콘텐츠	contido	N	N
최악의	peor	최악+의	peor	N	N
가치	valores	가치	valor	N	N
가치	pena	가치	pena	N	N
가치	valor	가치	valor	N	N
가치	valor	가치	valor	N	N
가치	revenda	가치	revenda	N	N
판사	xuíz	판사	xuíz	N	N
판사	xuíces	판사	xuíz	N	N
실패	imaxinación	실패	imaxinación	N	N
실패	fracaso	실패	fracaso	N	N
논쟁	debate	논쟁	debate	N	N
위기	crise	위기	crise	N	N
분포	distribución	분포	distribución	N	N
패배	derrota	패배	derrota	N	N
해병대	marines	해병대	marine	N	N
끊임없이	constantemente	끊임없이	constante	ADV	ADV
학살	masacre	학살	masacre	N	N
자살	suicidio	자살	suicidio	N	N
원리	principio	원리	principio	N	N
원리	principios	원리	principio	N	N
승무원	acompañante	승무원	acompañante	N	N
승무원	tripulación	승무원	tripulación	N	N
승무원	equipo	승무원	equipo	N	N
도전	retos	도전	reto	N	N
도전	desafíos	도전	desafío	N	N
도전	reto	도전	reto	N	N
도전	desafío	도전	desafío	N	N
법학	leis	법학	lei	N	N
법학	lei	법학	lei	N	N
탤런트	talento	탤런트	talento	N	N
감정	emoción	감정	emoción	N	N
감정	emocional	감정	emocional	N	N
감정	emocións	감정	emoción	N	N
감정	sentimentos	감정	sentimento	N	N
감정	distancia	감정	distancia	N	N
구원	exército	구원	exército	N	N
구원	salvacionista	구원	salvacionista	N	N
구원	salvación	구원	salvación	N	N
탄소	carbono	탄소	carbono	N	N
획득한	gañaba	획득+하+ㄴ	gañar	V	V
자원	recurso	자원	recurso	N	N
자원	recursos	자원	recurso	N	N
증가	incremento	증가	incremento	N	N
증가	aumento	증가	aumento	N	N
증가	crecemento	증가	crecemento	N	N
인생	vida	인생	vida	N	N
영감을	inspiración	영감+을	inspiración	N	N
생명	vida	생명	vida	N	N
생명	vidas	생명	vida	N	N
생명	vida	생명	vida	N	N
목표	obxectivos	목표	obxectivo	N	N
목표	obxectivo	목표	obxectivo	N	N
목표	obxectivo	목표	obxectivo	N	N
우승자	gañadores	우승자	gañador	N	N
점령	ocupación	점령	ocupación	N	N
사례	caso	사례	caso	N	N
사례	casos	사례	caso	N	N
사례	caixas	사례	caixa	N	N
추정	estimouse	추정	estimouse	N	N
투자	investimento	투자	investimento	N	N
사이클	ciclos	사이클	ciclo	N	N
사이클	ciclo	사이클	ciclo	N	N
사원	templo	사원	templo	N	N
과학자	sociólogos	과학자	sociólogo	N	N
연기자	artista	연기자	artista	N	N
수면	sono	수면	sono	N	N
수면	durme	수면	durme	N	N
조작	manipulación	조작	manipulación	N	N
변동	variación	변동	variación	N	N
성경	biblia	성경	biblia	N	N
성경	biblias	성경	biblia	N	N
문단	parágrafo	문단	parágrafo	N	N
문단	punto	문단	punto	N	N
독일인	alemáns	독일인	alemán	N	N
독일인	alemáns	독일인	alemán	N	N
평생	vida	평생	vida	N	N
분자	molecular	분자	molecular	N	N
분자	moleculares	분자	molecular	N	N
분자	molécula	분자	molécula	N	N
분자	molecular	분자	molecular	N	N
분자	moléculas	분자	molécula	N	N
일기	diario	일기	diario	N	N
폭력	violencia	폭력	violencia	N	N
기술적	técnico	기술+적	técnico	N	N
기술적	técnica	기술+적	técnica	N	N
방정식	ecuación	방정식	ecuación	N	N
주최	anfitrión	주최	anfitrión	N	N
캐시	diñeiro	캐시	diñeiro	N	N
캐시	cartos	캐시	carto	N	N
캐시	cobro	캐시	cobro	N	N
시계	coidado	시계	coidado	N	N
시계	reloxos	시계	reloxo	N	N
시계	reloxo	시계	reloxo	N	N
시계	pé	시계	pé	N	N
측정	medida	측정	medida	N	N
측정	medidas	측정	medida	N	N
가슴	peito	가슴	peito	N	N
가슴	peito	가슴	peito	N	N
가슴	mama	가슴	mama	N	N
기도	rezo	기도	rezo	N	N
기도	oracións	기도	oración	N	N
기도	oración	기도	oración	N	N
쿠데타	golpe	쿠데타	golpe	N	N
교환	intercambio	교환	intercambio	N	N
동상	estatua	동상	estatua	N	N
영원히	sempre	영원+히	sempre	ADV	ADV
영원히	eternamente	영원+히	eternamente	ADV	ADV
입자	partículas	입자	partícula	N	N
입자	partículas	입자	partícula	N	N
입자	partícula	입자	partícula	N	N
수단	método	수단	método	N	N
수단	métodos	수단	método	N	N
비행기	avións	비행기	avión	N	N
비행기	avión	비행기	avión	N	N
비행기	avións	비행기	avión	N	N
순수	pureza	순수	pureza	N	N
순수	puro	순수	puro	N	N
순수	pura	순수	puro	N	N
순수	puros	순수	puro	N	N
자본주의	capital	자본주의	capital	N	N
자본주의	capitais	자본주의	capital	N	N
자본주의	capitalista	자본주의	capitalista	N	N
자본주의	capitalismo	자본주의	capitalismo	N	N
순환	ciclo	순환	ciclo	N	N
부호	código	부호	código	N	N
선박	barco	선박	barco	N	N
비율	proporción	비율	proporción	N	N
비율	porcentaxe	비율	porcentaxe	N	N
비율	cento	비율	cento	N	N
비율	taxa	비율	taxa	N	N
놀라운	incríbel	놀랍+ㄴ	incríbel	ADJ	ADJ
놀라운	incrible	놀랍+ㄴ	incrible	ADJ	ADJ
놀라운	incrible	놀랍+ㄴ	incrible	ADJ	ADJ
놀라운	incribles	놀랍+ㄴ	incrible	ADJ	ADJ
놀라운	sorprendente	놀랍+ㄴ	sorprendente	ADJ	ADJ
놀라운	marabilloso	놀랍+ㄴ	marabilloso	ADJ	ADJ
그림자	sombras	그림자	sombra	N	N
그림자	sombra	그림자	sombra	N	N
질문	pregunta	질문	pregunta	N	N
질문	cuestión	질문	cuestión	N	N
질문	preguntas	질문	pregunta	N	N
질문	pregunta	질문	pregunta	N	N
질문	cuestións	질문	cuestión	N	N
다이빙	inmersión	다이빙	inmersión	N	N
수치	vergoña	수치	vergoña	N	N
수치	figuras	수치	figura	N	N
텍스트	texto	텍스트	texto	N	N
텍스트	mensaxe	텍스트	mensaxe	N	N
텍스트	mensaxes	텍스트	mensaxe	N	N
보이기	amosar	보이+기	amosar	V	V
좌파	esquerda	좌파	esquerda	N	N
전송	traslado	전송	traslado	N	N
개인적	persoal	개인+적	persoal	N	N
갈색	marróns	갈색	marrón	N	N
갈색	marrón	갈색	marrón	N	N
과장	xefe	과장	xefar	N	N
편집자	edición	편집자	edición	N	N
편집자	editores	편집자	editor	N	N
꽃이	flores	꽃+이	flores	N	N
꽃이	flor	꽃+이	flor	N	N
독립운동	independencia	독립+운동	independencia	N	N
종족	especie	종족	especie	N	N
종족	especies	종족	especie	N	N
수집	reunión	수집	reunión	N	N
수집	adquisición	수집	adquisición	N	N
트럭	camión	트럭	camión	N	N
트럭	camións	트럭	camión	N	N
답변	respostas	답변	resposta	N	N
답변	respostas	답변	resposta	N	N
답변	repostas	답변	reposta	N	N
답변	resposta	답변	resposta	N	N
답변	resposta	답변	resposta	N	N
접속	acceso	접속	acceso	N	N
당신	que	당신	que	PRO	PRO
희극	comedia	희극	comedia	N	N
드디어	finalmente	드디어	final	ADV	ADV
대위	capitán	대위	capitán	N	N
코스	suposto	코스	suposto	N	N
코스	cursos	코스	curso	N	N
살았던	vivimos	살+았+던	vivir	V	V
살았던	viviron	살+았+던	ver	V	V
살았던	viviu	살+았+던	vivir	V	V
살았던	viviamos	살+았+던	vivir	V	V
살았던	vivían	살+았+던	vivir	V	V
살았던	vivín	살+았+던	vivir	V	V
살았던	vivía	살+았+던	vivir	V	V
의무	servizo	의무	servizo	N	N
시청자	espectador	시청자	espectador	N	N
시청자	espectadores	시청자	espectador	N	N
시청자	audiencia	시청자	audiencia	N	N
책임	responsable	책임	responsable	N	N
책임	responsables	책임	responsable	N	N
책임	responsábeis	책임	responsábel	N	N
책임	responsábel	책임	responsábel	N	N
책임	responsabilidade	책임	responsabilidade	N	N
사막	deserto	사막	deserto	N	N
사막	sobremesa	사막	sobremesar	N	N
업적	logro	업적	logro	N	N
상자	caixa	상자	caixa	N	N
상자	palco	상자	palco	N	N
상자	caixas	상자	caixa	N	N
상자	palcos	상자	palco	N	N
멋진	marabillosas	멋지+ㄴ	marabilloso	ADJ	ADJ
멋진	marabilloso	멋지+ㄴ	marabilloso	ADJ	ADJ
멋진	marabillosa	멋지+ㄴ	marabillosa	ADJ	ADJ
천사	anxos	천사	anxo	N	N
천사	inferno	천사	inferno	N	N
천사	anxo	천사	anxo	N	N
주택	casas	주택	casa	N	N
주택	fogares	주택	fogar	N	N
주택	vivenda	주택	vivenda	N	N
조명	luces	조명	luz	N	N
조명	luz	조명	luz	N	N
조명	iluminación	조명	iluminación	N	N
프랑스인	franceses	프랑스인	francese	N	N
프랑스인	francés	프랑스인	francés	N	N
주식	depósito	주식	depósito	N	N
질병	enfermidade	질병	enfermidade	N	N
질병	doenza	질병	doenza	N	N
질병	enfermidades	질병	enfermidade	N	N
질병	enfermidade	질병	enfermidade	N	N
질병	cardíacas	질병	cardíaco	N	N
질병	enfermidades	질병	enfermidade	N	N
질병	enfermedades	질병	enfermedade	N	N
질병	doenzas	질병	doenza	N	N
현실	realidade	현실	realidade	N	N
공급	subministración	공급	subministración	N	N
공급	subministración	공급	subministración	N	N
몸무게	peso	몸무+게	peso	N	N
몸무게	importancia	몸무+게	importancia	N	N
활성화	activa	활성화	activo	N	N
활성화	activo	활성화	activo	N	N
활성화	activos	활성화	activo	N	N
활성화	militante	활성화	militante	N	N
식당	comedor	식당	comedor	N	N
식당	mesa	식당	mesa	N	N
식당	restaurante	식당	restaurante	N	N
변형	transformación	변형	transformación	N	N
중력	gravidade	중력	gravidade	N	N
거부	declive	거부	declivir	N	N
거부	negación	거부	negación	N	N
방사성	radiación	방사성	radiación	N	N
양식	formas	양식	forma	N	N
양식	forma	양식	forma	N	N
양식	documentos	양식	documento	N	N
양식	forma	양식	forma	N	N
양식	xeito	양식	xeito	N	N
상원	senado	상원	senado	N	N
선물	agasallo	선물	agasallo	N	N
선물	agasallo	선물	agasallo	N	N
