dan	et	dan	et	CONJ	CONJ
kekayaan	richesse	kekayaan	richesse	N;SG	N;FEM;SG
kekayaan	opulence	kekayaan	opulence	N;SG	N;FEM;SG
baris	ligne	baris	ligne	N;SG	N;FEM;SG
baris	line	baris	line	N;SG	N;SG
baris	ligne	baris	ligne	N;SG	N;FEM;SG
baris	rang	baris	rang	N;SG	N;MASC;SG
jahat	méchant	jahat	méchant	ADJ;SG	ADJ;MASC;SG
jahat	mauvaise	jahat	mauvais	ADJ;SG	ADJ;FEM;SG
jahat	mauvais	jahat	mauvais	ADJ;SG	ADJ;MASC;SG
jahat	méchant	jahat	méchant	ADJ;SG	ADJ;MASC;SG
jahat	méchante	jahat	méchant	ADJ;SG	ADJ;FEM;SG
jahat	diabolique	jahat	diabolique	ADJ;SG	ADJ;MASC;SG
pembukaan	vernissage	penbukaan	vernissage	N;SG	N;MASC;SG
pembukaan	ouverture	penbukaan	ouverture	N;SG	N;FEM;SG
dilarang	défendu	dilarang	défendre	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dilarang	interdite	dilarang	interdire	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dilarang	interdit	dilarang	interdire	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dilarang	interdite	dilarang	interdire	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dilarang	interdit	dilarang	interdire	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dilarang	interdite	dilarang	interdire	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dilarang	interdit	dilarang	interdire	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dilarang	bannie	dilarang	bannir	V;SG;PASS	V;FEM;SG;PST;V.PTCP
perbaikan	réparateur	perbaikan	réparateur	N;SG	N;MASC;SG
perbaikan	réparation	perbaikan	réparation	N;SG	N;FEM;SG
perbaikan	réparation	perbaikan	réparation	N;SG	N;FEM;SG
perbaikan	amélioration	perbaikan	amélioration	N;SG	N;FEM;SG
perbaikan	amélioration	perbaikan	amélioration	N;SG	N;FEM;SG
alun	alun	alun	alun	N;SG	N;FEM;SG
sayang	chérie	sayang	chéri	N;SG	N;FEM;SG
sayang	chéri	sayang	chéri	N;SG	N;MASC;SG
sayang	cherie	sayang	cherie	N;SG	N;FEM;SG
sayang	chérie	sayang	chéri	N;SG	N;FEM;SG
sayang	miel	sayang	miel	N;SG	N;MASC;SG
sayang	bébé	sayang	bébé	N;SG	N;MASC;SG
sayang	baby	sayang	baby	N;SG	N;MASC;SG
sayang	chéri	sayang	chéri	N;SG	N;MASC;SG
sayang	chérie	sayang	chéri	N;SG	N;FEM;SG
bunuh	tuer	bunuh	tuer	V;SG;ACT	V;NFIN
bunuh	tue	bunuh	tuer	V;SG;ACT	V;IND;SG;3;PRS;FIN
bunuh	assassiner	bunuh	assassiner	V;SG;ACT	V;NFIN
bunuh	massacrer	bunuh	massacrer	V;SG;ACT	V;NFIN
bunuh	tuer	bunuh	tuer	V;SG;ACT	V;NFIN
mendarat	atterri	mendarat	atterrir	V;SG;ACT	V;MASC;SG;PST;V.PTCP
mendarat	débarqué	mendarat	débarquer	V;SG;ACT	V;MASC;SG;PST;V.PTCP
mendarat	atterrir	mendarat	atterrir	V;SG;ACT	V;NFIN
penyair	poète	penyair	poète	N	N;MASC;SG
penyair	poètes	penyair	poète	N	N;MASC;PL
penyair	poètes	penyair	poète	N	N;MASC;PL
penyair	barde	penyair	barde	N	N;MASC;SG
pendudukan	profession	pendudukan	profession	N;SG	N;FEM;SG
pendudukan	occupation	pendudukan	occupation	N;SG	N;FEM;SG
institusi	institution	institusi	institution	N;SG	N;FEM;SG
konsentrasi	concentration	konsentrasi	concentration	N;SG	N;FEM;SG
tukang	réparateur	tukang	réparateur	N;SG	N;MASC;SG
tukang	bricoleur	tukang	bricoleur	N;SG	N;MASC;SG
pers	presse	pers	presse	N;SG	N;FEM;SG
mineral	minéral	mineral	minéral	N	N;MASC;SG
mineral	minéraux	mineral	minéral	N	N;MASC;PL
mineral	minéral	mineral	minéral	N	N;MASC;SG
mineral	minéraux	mineral	minéral	N	N;MASC;PL
dinyanyikan	chanté	dinyanyikan	chanter	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dinyanyikan	chantée	dinyanyikan	chanter	V;SG;PASS	V;FEM;SG;PST;V.PTCP
mengaku	avouer	menkaku	avouer	V;SG;ACT	V;NFIN
mengaku	confesser	menkaku	confesser	V;SG;ACT	V;NFIN
mengaku	avouer	menkaku	avouer	V;SG;ACT	V;NFIN
mengaku	confesse	menkaku	confesser	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengaku	confesser	menkaku	confesser	V;SG;ACT	V;NFIN
mengaku	avoue	menkaku	avouer	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengaku	avoué	menkaku	avouer	V;SG;ACT	V;MASC;SG;PST;V.PTCP
mengaku	confessé	menkaku	confessé	V;SG;ACT	V;MASC;SG;PST;V.PTCP
mengaku	admise	menkaku	admettre	V;SG;ACT	V;FEM;SG;PST;V.PTCP
mengaku	avoué	menkaku	avouer	V;SG;ACT	V;MASC;SG;PST;V.PTCP
mengaku	admis	menkaku	admettre	V;SG;ACT	V;MASC;SG;PST;V.PTCP
organik	bio	organik	bio	N;SG	N;MASC;SG
dibaca	lire	dibaca	lire	V;SG;PASS	V;NFIN
dibaca	lis	dibaca	lire	V;SG;PASS	V;IND;SG;1;PRS;FIN
ujian	essai	ujian	essai	N;SG	N;MASC;SG
ujian	test	ujian	test	N;SG	N;MASC;SG
ujian	épreuve	ujian	épreuve	N;SG	N;FEM;SG
ujian	examen	ujian	examen	N;SG	N;MASC;SG
pengertian	notion	pengertian	notion	N;SG	N;FEM;SG
pengertian	compréhension	pengertian	compréhension	N;SG	N;FEM;SG
melaporkan	signaler	menlaporkan	signaler	V;SG;ACT	V;NFIN
melaporkan	signalé	menlaporkan	signaler	V;SG;ACT	V;MASC;SG;PST;V.PTCP
melaporkan	rapporté	menlaporkan	rapporter	V;SG;ACT	V;MASC;SG;PST;V.PTCP
melaporkan	signalée	menlaporkan	signaler	V;SG;ACT	V;FEM;SG;PST;V.PTCP
melaporkan	signaler	menlaporkan	signaler	V;SG;ACT	V;NFIN
klasifikasi	classement	klasifikasi	classement	N;SG	N;MASC;SG
klasifikasi	classification	klasifikasi	classification	N;SG	N;FEM;SG
menuntut	exigé	mentuntut	exiger	V;SG;ACT	V;MASC;SG;PST;V.PTCP
menuntut	exiger	mentuntut	exiger	V;SG;ACT	V;NFIN
menuntut	exiger	mentuntut	exiger	V;SG;ACT	V;NFIN
bervariasi	varié	bervariasi	varié	V;SG;ACT	V;MASC;SG;PST;V.PTCP
bervariasi	varie	bervariasi	varier	V;SG;ACT	V;IND;SG;3;PRS;FIN
bervariasi	varie	bervariasi	varier	V;SG;ACT	V;IND;SG;3;PRS;FIN
kuningan	cuivre	kuningan	cuivre	N;SG	N;MASC;SG
kuningan	laiton	kuningan	laiton	N;SG	N;MASC;SG
bergantung	dépendant	bergantung	dépendre	V;SG;ACT	V;PRS;V.PTCP
bergantung	dépend	bergantung	dépendre	V;SG;ACT	V;IND;SG;3;PRS;FIN
bergantung	dépendra	bergantung	dépendre	V;SG;ACT	V;IND;SG;3;FUT;FIN
bergantung	dépend	bergantung	dépendre	V;SG;ACT	V;IND;SG;3;PRS;FIN
bergantung	dépendre	bergantung	dépendre	V;SG;ACT	V;NFIN
rider	rider	rider	rider	N	N;MASC;SG
rider	motard	rider	motard	N	N;MASC;SG
rider	cavalier	rider	cavalier	N	N;MASC;SG
akun	compte	akun	compte	N;SG	N;MASC;SG
kau	tu	kau	il	PRO;SG;2;INFM	PRO;SG;2
kau	toi	kau	soi	PRO;SG;2;INFM	PRO;SG;2
kau	you	kau	you	PRO;SG;2;INFM	PRO;SG;2
semenjak	depuis	semenjak	depuis	ADP	ADP
aktivis	militant	aktivis	militant	N;SG	N;MASC;SG
aktivis	activiste	aktivis	activiste	N;SG	N;MASC;SG
ritual	rituels	ritual	rituel	N	N;MASC;PL
ritual	rituel	ritual	rituel	N	N;MASC;SG
ritual	rituels	ritual	rituel	N	N;MASC;PL
ekspedisi	expéditions	ekspedisi	expédition	N	N;FEM;PL
ekspedisi	expédition	ekspedisi	expédition	N	N;FEM;SG
ekspedisi	expedition	ekspedisi	expedition	N	N;FEM;SG
robot	robot	robot	robot	N;SG	N;MASC;SG
direncanakan	prémédité	direncanakan	prémédité	V;SG;PASS	V;MASC;SG;PST;V.PTCP
direncanakan	prévu	direncanakan	prévoir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
direncanakan	planifié	direncanakan	planifier	V;SG;PASS	V;MASC;SG;PST;V.PTCP
direncanakan	planifiée	direncanakan	planifier	V;SG;PASS	V;FEM;SG;PST;V.PTCP
direncanakan	prévue	direncanakan	prévoir	V;SG;PASS	V;FEM;SG;PST;V.PTCP
kekalahan	défaite	kekalahan	défaite	N;SG	N;FEM;SG
lingkaran	cercle	lingkaran	cercle	N;SG	N;MASC;SG
rawa	marécage	rawa	marécage	N;SG	N;MASC;SG
rawa	marais	rawa	marais	N;SG	N;MASC;SG
rawa	marécage	rawa	marécage	N;SG	N;MASC;SG
rawa	marais	rawa	marais	N;SG	N;MASC;SG
pramuka	scout	pramuka	scout	N	N;MASC;SG
pramuka	éclaireur	pramuka	éclaireur	N	N;MASC;SG
pramuka	éclaireurs	pramuka	éclaireur	N	N;MASC;PL
pramuka	scoutisme	pramuka	scoutisme	N	N;MASC;SG
pramuka	recruteurs	pramuka	recruteur	N	N;MASC;PL
pramuka	scouts	pramuka	scout	N	N;MASC;PL
paket	paquetage	paket	paquetage	N;SG	N;MASC;SG
paket	forfait	paket	forfait	N;SG	N;MASC;SG
paket	paquet	paket	paquet	N;SG	N;MASC;SG
paket	colis	paket	colis	N;SG	N;MASC;SG
paket	paquet	paket	paquet	N;SG	N;MASC;SG
paket	pack	paket	pack	N;SG	N;MASC;SG
peneliti	chercheuse	penteliti	chercheux	N;SG	N;FEM;SG
peneliti	chercheur	penteliti	chercheur	N;SG	N;MASC;SG
derajat	degré	derajat	degré	N;SG	N;MASC;SG
derajat	diplôme	derajat	diplôme	N;SG	N;MASC;SG
derajat	degré	derajat	degré	N;SG	N;MASC;SG
mengganti	remplacera	menganti	remplacer	V;SG;ACT	V;IND;SG;3;FUT;FIN
mengganti	remplace	menganti	remplacer	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengganti	remplacer	menganti	remplacer	V;SG;ACT	V;NFIN
mengganti	remplace	menganti	remplacer	V;SG;ACT	V;IND;SG;3;PRS;FIN
disertai	accompagné	disertai	accompagner	V	V;MASC;SG;PST;V.PTCP
disertai	accompagnée	disertai	accompagner	V	V;FEM;SG;PST;V.PTCP
disertai	accompagnées	disertai	accompagner	V	V;FEM;PL;PST;V.PTCP
disertai	accompagnés	disertai	accompagner	V	V;MASC;PL;PST;V.PTCP
jumat	vendredi	jumat	vendredi	N;SG	N;MASC;SG
kandang	cage	kandang	cage	N;SG	N;FEM;SG
kandang	chenil	kandang	chenil	N;SG	N;MASC;SG
kandang	chenil	kandang	chenil	N;SG	N;MASC;SG
bakat	talent	bakat	talent	N;SG	N;MASC;SG
bakat	flair	bakat	flair	N;SG	N;MASC;SG
portal	portails	portal	portail	N	N;MASC;PL
portal	portail	portal	portail	N	N;MASC;SG
memperbaiki	réparer	menperbaiki	réparer	V;SG;ACT	V;NFIN
bait	appât	bait	appât	N;SG	N;MASC;SG
menunggu	attendre	mentunggu	attendre	V;SG;ACT	V;NFIN
menunggu	attendant	mentunggu	attendre	V;SG;ACT	V;PRS;V.PTCP
membayar	payant	menbayar	payer	V;SG;ACT	V;PRS;V.PTCP
membayar	payer	menbayar	payer	V;SG;ACT	V;NFIN
membayar	paye	menbayar	payer	V;SG;ACT	V;IND;SG;3;PRS;FIN
membayar	payer	menbayar	payer	V;SG;ACT	V;NFIN
membayar	paie	menbayar	payer	V;SG;ACT	V;IND;SG;3;PRS;FIN
membayar	paie	menbayar	payer	V;SG;ACT	V;IND;SG;3;PRS;FIN
membayar	paye	menbayar	payer	V;SG;ACT	V;IND;SG;3;PRS;FIN
monarki	monarchie	monarki	monarchie	N;SG	N;FEM;SG
monarki	monarque	monarki	monarque	N;SG	N;MASC;SG
mitra	partenaire	mitra	partenaire	N;SG	N;MASC;SG
gerak	motion	gerak	motion	N;SG;ACT	N;FEM;SG
gerak	mouvement	gerak	mouvement	N;SG;ACT	N;MASC;SG
gerak	geste	gerak	geste	N;SG;ACT	N;MASC;SG
pengobatan	médication	penobatan	médication	N;SG	N;FEM;SG
pengobatan	médicament	penobatan	médicament	N;SG	N;MASC;SG
pengobatan	traitement	penobatan	traitement	N;SG	N;MASC;SG
berpikir	réfléchir	berpikir	réfléchir	V;SG;ACT	V;NFIN
berpikir	pensant	berpikir	penser	V;SG;ACT	V;PRS;V.PTCP
berpikir	penser	berpikir	penser	V;SG;ACT	V;NFIN
berpikir	réfléchi	berpikir	réfléchir	V;SG;ACT	V;MASC;SG;PST;V.PTCP
berpikir	pensais	berpikir	penser	V;SG;ACT	V;IND;SG;1;IPFV;FIN
berpikir	pensé	berpikir	pensé	V;SG;ACT	V;MASC;SG;PST;V.PTCP
berpikir	pense	berpikir	penser	V;SG;ACT	V;IND;SG;3;PRS;FIN
berpikir	penser	berpikir	penser	V;SG;ACT	V;NFIN
berpikir	réfléchir	berpikir	réfléchir	V;SG;ACT	V;NFIN
keadilan	justice	keadilan	justice	N;SG	N;FEM;SG
keadilan	équité	keadilan	équité	N;SG	N;FEM;SG
keadilan	impartialité	keadilan	impartialité	N;SG	N;FEM;SG
dna	adn	dna	adn	N;SG	N;MASC;SG
wawancara	entrevue	wawancara	entrevue	N;SG	N;FEM;SG
wawancara	entretien	wawancara	entretien	N;SG	N;MASC;SG
wawancara	interview	wawancara	interview	N;SG	N;FEM;SG
organisme	organisme	organisme	organisme	N;SG	N;MASC;SG
kemajuan	progrès	kemajuan	progrès	N;SG	N;MASC;SG
kemajuan	progression	kemajuan	progression	N;SG	N;FEM;SG
kemajuan	avancement	kemajuan	avancement	N;SG	N;MASC;SG
gen	gène	gen	gène	N;SG	N;MASC;SG
soeharto	suharto	soeharto	suharto	N	N;MASC;SG
soeharto	soeharto	soeharto	soeharto	N	N;MASC;SG
melintasi	traverse	menlintasi	traverser	V;SG;ACT	V;IND;SG;3;PRS;FIN
melintasi	traverser	menlintasi	traverser	V;SG;ACT	V;NFIN
persiapan	préparation	persiapan	préparation	N;SG	N;FEM;SG
persiapan	préparation	persiapan	préparation	N;SG	N;FEM;SG
perawatan	traitement	penrawatan	traitement	N;SG	N;MASC;SG
perawatan	entretien	penrawatan	entretien	N;SG	N;MASC;SG
perawatan	maintenance	penrawatan	maintenance	N;SG	N;FEM;SG
perawatan	soin	penrawatan	soin	N;SG	N;MASC;SG
berbagi	partagée	berbagi	partager	V;SG;ACT	V;FEM;SG;PST;V.PTCP
berbagi	partagé	berbagi	partager	V;SG;ACT	V;MASC;SG;PST;V.PTCP
berbagi	partager	berbagi	partager	V;SG;ACT	V;NFIN
berbagi	partager	berbagi	partager	V;SG;ACT	V;NFIN
pembinaan	accompagnement	penbinaan	accompagnement	N;SG	N;MASC;SG
pembinaan	coaching	penbinaan	coaching	N;SG	N;MASC;SG
dilaporkan	signalé	dilaporkan	signaler	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dilaporkan	rapporté	dilaporkan	rapporter	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dilaporkan	signalée	dilaporkan	signaler	V;SG;PASS	V;FEM;SG;PST;V.PTCP
bambu	bambou	bambu	bambou	N	N;MASC;SG
bambu	bambous	bambu	bambous	N	N;MASC;PL
pengikut	disciple	penikut	disciple	N;SG	N;MASC;SG
tersisa	restant	tersisa	rester	V;SG;PASS	V;PRS;V.PTCP
perkiraan	estimation	perkiraan	estimation	N;SG	N;FEM;SG
perkiraan	estimation	perkiraan	estimation	N;SG	N;FEM;SG
perkiraan	devis	perkiraan	devis	N;SG	N;MASC;SG
perkiraan	estimation	perkiraan	estimation	N;SG	N;FEM;SG
persamaan	égalité	persamaan	égalité	N;SG	N;FEM;SG
persamaan	egalité	persamaan	egalité	N;SG	N;FEM;SG
persamaan	équation	persamaan	équation	N;SG	N;FEM;SG
persamaan	similarité	persamaan	similarité	N;SG	N;FEM;SG
kebiasaan	habitude	kebiasaan	habitude	N;SG	N;FEM;SG
kebiasaan	habit	kebiasaan	habit	N;SG	N;MASC;SG
insiden	incident	insiden	incident	N;SG	N;MASC;SG
evolusi	evolution	evolusi	evolution	N;SG	N;FEM;SG
evolusi	évolution	evolusi	évolution	N;SG	N;FEM;SG
viii	viii	viii	viii	NUM	NUM
fase	phase	fase	phase	N	N;FEM;SG
codex	codex	codex	codex	N	N;MASC;SG
ratusan	centaine	ratusan	centaine	N;SG	N;FEM;SG
peluncuran	lancement	penluncuran	lancement	N;SG	N;MASC;SG
fenomena	phénomène	fenomena	phénomène	N;SG	N;MASC;SG
fenomena	phénomène	fenomena	phénomène	N;SG	N;MASC;SG
semesta	univers	semesta	univers	N;SG	N;MASC;SG
dimakamkan	enfoui	dimakamkan	enfouir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dimakamkan	inhumé	dimakamkan	inhumer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dimakamkan	enterré	dimakamkan	enterrer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dimakamkan	enterrée	dimakamkan	enterrer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
pemandangan	paysage	penpandangan	paysage	N;SG	N;MASC;SG
singkatan	abréviation	singkatan	abréviation	N;SG	N;FEM;SG
kombinasi	combinaison	kombinasi	combinaison	N;SG	N;FEM;SG
kombinasi	combinaison	kombinasi	combinaison	N;SG	N;FEM;SG
kombinasi	combo	kombinasi	combo	N;SG	N;MASC;SG
infeksi	infection	infeksi	infection	N;SG	N;FEM;SG
infeksi	infection	infeksi	infection	N;SG	N;FEM;SG
player	joueurs	player	joueur	N	N;MASC;PL
player	joueur	player	joueur	N	N;MASC;SG
player	lecteur	player	lecteur	N	N;MASC;SG
percobaan	expérience	percobaan	expérience	N;SG	N;FEM;SG
percobaan	expérimentation	percobaan	expérimentation	N;SG	N;FEM;SG
penutup	bouclage	pentutup	bouclage	N;SG	N;MASC;SG
penutup	clôture	pentutup	clôture	N;SG	N;FEM;SG
penutup	fermeture	pentutup	fermeture	N;SG	N;FEM;SG
penutup	couvercle	pentutup	couvercle	N;SG	N;MASC;SG
penutup	couverture	pentutup	couverture	N;SG	N;FEM;SG
penutup	housse	pentutup	housse	N;SG	N;FEM;SG
investasi	investissement	investasi	investissement	N;SG	N;MASC;SG
investasi	investissement	investasi	investissement	N;SG	N;MASC;SG
investasi	investissement	investasi	investissement	N;SG	N;MASC;SG
malaikat	ange	malaikat	ange	N;SG	N;MASC;SG
hadits	hadith	hadits	hadith	N	N;MASC;SG
balap	course	balap	course	N;SG;ACT	N;FEM;SG
balap	racing	balap	racing	N;SG;ACT	N;MASC;SG
pengawasan	supervision	penkawasan	supervision	N;SG	N;FEM;SG
pengawasan	surveillance	penkawasan	surveillance	N;SG	N;FEM;SG
perikanan	pêche	perikanan	pêche	N;SG	N;FEM;SG
perikanan	pêcherie	perikanan	pêcherie	N;SG	N;FEM;SG
perikanan	pêche	perikanan	pêche	N;SG	N;FEM;SG
perikanan	peche	perikanan	peche	N;SG	N;MASC;SG
perikanan	pêche	perikanan	pêche	N;SG	N;FEM;SG
pakar	expert	pakar	expert	N;SG	N;MASC;SG
mendekati	approchant	mendekati	approcher	V;SG;ACT	V;PRS;V.PTCP
mendekati	approcher	mendekati	approcher	V;SG;ACT	V;NFIN
pemegang	titulaire	penpegang	titulaire	N;SG	N;MASC;SG
pemegang	détenteur	penpegang	détenteur	N;SG	N;MASC;SG
meriam	canon	meriam	canon	N;SG	N;MASC;SG
sabtu	sat	sabtu	sattre	N;SG	N;MASC;SG
sabtu	samedi	sabtu	samedi	N;SG	N;MASC;SG
mulut	bouche	mulut	bouche	N;SG	N;FEM;SG
mulut	embouchure	mulut	embouchure	N;SG	N;FEM;SG
mulut	bouche	mulut	bouche	N;SG	N;FEM;SG
muka	visage	muka	visage	N;SG	N;MASC;SG
muka	face	muka	face	N;SG	N;FEM;SG
baca	lire	baca	lire	V;SG;ACT	V;NFIN
baca	lis	baca	lire	V;SG;ACT	V;IND;SG;1;PRS;FIN
mengoperasikan	opérer	menkoperasikan	opérer	V;SG;ACT	V;NFIN
mengoperasikan	fonctionne	menkoperasikan	fonctionner	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengoperasikan	opère	menkoperasikan	opérer	V;SG;ACT	V;IND;SG;3;PRS;FIN
kriteria	critère	kriteria	critère	N;SG	N;MASC;SG
kriteria	critère	kriteria	critère	N;SG	N;MASC;SG
produsen	producteur	produsen	producteur	N;SG	N;MASC;SG
produsen	productrice	produsen	producteur	N;SG	N;FEM;SG
produsen	constructeur	produsen	constructeur	N;SG	N;MASC;SG
produsen	manufacturier	produsen	manufacturier	N;SG	N;MASC;SG
produsen	fabricant	produsen	fabricant	N;SG	N;MASC;SG
herbivora	herbivore	herbivora	herbivore	N;SG	N;MASC;SG
ribuan	millier	ribuan	millier	N;SG	N;MASC;SG
tembok	paroi	tembok	paroi	N;SG	N;FEM;SG
tembok	muraille	tembok	muraille	N;SG	N;FEM;SG
tembok	mur	tembok	mur	N;SG	N;MASC;SG
pembelajaran	apprentissage	penbelajaran	apprentissage	N;SG	N;MASC;SG
kebangsaan	nationalité	kebangsaan	nationalité	N;SG	N;FEM;SG
menurunkan	abaisser	menturunkan	abaisser	V;SG;ACT	V;NFIN
menurunkan	abaissant	menturunkan	abaissant	V;SG;ACT	V;PRS;V.PTCP
tertutup	fermée	tertutup	fermer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
tertutup	fermé	tertutup	fermer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
terjual	vendue	terjual	vendre	V;SG;PASS	V;FEM;SG;PST;V.PTCP
terjual	vendu	terjual	vendre	V;SG;PASS	V;MASC;SG;PST;V.PTCP
bursa	stock	bursa	stock	N;SG	N;MASC;SG
bursa	échange	bursa	échange	N;SG	N;MASC;SG
bursa	echange	bursa	echanger	N;SG	N;MASC;SG
roti	pain	roti	pain	N;SG	N;MASC;SG
organ	orgue	organ	orgue	N;SG	N;MASC;SG
organ	organe	organ	organe	N;SG	N;MASC;SG
gratis	free	gratis	free	N;SG	N;MASC;SG
penambahan	addition	pentambahan	addition	N;SG	N;FEM;SG
penambahan	ajout	pentambahan	ajout	N;SG	N;MASC;SG
ham	jambon	ham	jambon	N;SG	N;MASC;SG
saleh	pieux	saleh	pieux	ADJ;SG	ADJ;MASC;SG
dikuasai	gouverné	dikuasai	gouverner	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dikuasai	statué	dikuasai	statuer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
anggur	vine	anggur	venir	N;SG	N;MASC;SG
anggur	vigne	anggur	vigne	N;SG	N;FEM;SG
anggur	raisin	anggur	raisin	N;SG	N;MASC;SG
anggur	vigne	anggur	vigne	N;SG	N;FEM;SG
anggur	vin	anggur	vin	N;SG	N;MASC;SG
hits	hits	hits	hit	N	N;MASC;PL
tiang	pôle	tiang	pôle	N;SG	N;MASC;SG
tiang	poteau	tiang	poteau	N;SG	N;MASC;SG
tiang	pole	tiang	pole	N;SG	N;MASC;SG
tiang	mât	tiang	mât	N;SG	N;MASC;SG
tiang	pilier	tiang	pilier	N;SG	N;MASC;SG
disediakan	fourni	disediakan	fournir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
disediakan	fournie	disediakan	fournir	V;SG;PASS	V;FEM;SG;PST;V.PTCP
disediakan	approvisionné	disediakan	approvisionner	V;SG;PASS	V;MASC;SG;PST;V.PTCP
disediakan	fourni	disediakan	fournir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
disediakan	fournie	disediakan	fournir	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dilantik	inauguré	dilantik	inaugurer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dilantik	inaugurée	dilantik	inaugurer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
jurnal	revue	jurnal	revue	N;SG	N;FEM;SG
jurnal	journal	jurnal	journal	N;SG	N;MASC;SG
pasien	patient	pasien	patient	N;SG	N;MASC;SG
pembaca	lecteur	penbaca	lecteur	N;SG	N;MASC;SG
hantu	ghost	hantu	ghost	N;SG	N;MASC;SG
hantu	fantôme	hantu	fantôme	N;SG	N;MASC;SG
hantu	croquemitaine	hantu	croquemitain	N;SG	N;MASC;SG
memaksa	forcer	menpaksa	forcer	V;SG;ACT	V;NFIN
memaksa	insistant	menpaksa	insistant	V;SG;ACT	V;PRS;V.PTCP
memaksa	forçant	menpaksa	forcer	V;SG;ACT	V;PRS;V.PTCP
memaksa	forcer	menpaksa	forcer	V;SG;ACT	V;NFIN
perasaan	feeling	perrasaan	feeling	N;SG	N;MASC;SG
perasaan	sensation	perrasaan	sensation	N;SG	N;FEM;SG
perasaan	sentiment	perrasaan	sentiment	N;SG	N;MASC;SG
perkawinan	mariage	perkawinan	mariage	N;SG	N;MASC;SG
mekanisme	mécanisme	mekanisme	mécanisme	N;SG	N;MASC;SG
pelukis	peintre	penlukis	peintre	N;SG	N;MASC;SG
diisi	remplie	diisi	remplir	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diisi	rempli	diisi	remplir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
kekurangan	inconvénient	kekurangan	inconvénient	N;SG	N;MASC;SG
kekurangan	manque	kekurangan	manque	N;SG	N;MASC;SG
kekurangan	pénurie	kekurangan	pénurie	N;SG	N;FEM;SG
menikmati	profite	mennikmati	profiter	V;SG;ACT	V;IND;SG;3;PRS;FIN
menikmati	profiter	mennikmati	profiter	V;SG;ACT	V;NFIN
menikmati	jouit	mennikmati	jouir	V;SG;ACT	V;IND;SG;3;PRS;FIN
menikmati	appréciant	mennikmati	apprécier	V;SG;ACT	V;PRS;V.PTCP
menikmati	profiter	mennikmati	profiter	V;SG;ACT	V;NFIN
menikmati	apprécié	mennikmati	apprécier	V;SG;ACT	V;MASC;SG;PST;V.PTCP
helikopter	hélico	helikopter	hélico	N;SG	N;MASC;SG
helikopter	hélicoptère	helikopter	hélicoptère	N;SG	N;MASC;SG
helikopter	hélico	helikopter	hélico	N;SG	N;MASC;SG
helikopter	hélicoptère	helikopter	hélicoptère	N;SG	N;MASC;SG
telekomunikasi	télécom	telekomunikasi	télécommunications	N	N;MASC;SG
telekomunikasi	telecom	telekomunikasi	telecom	N	N;MASC;SG
telekomunikasi	télécommunications	telekomunikasi	télécommunication	N	N;FEM;PL
telekomunikasi	télécoms	telekomunikasi	télécoms	N	N;MASC;PL
telekomunikasi	télécommunication	telekomunikasi	télécommunication	N	N;FEM;SG
telekomunikasi	télécommunications	telekomunikasi	télécommunication	N	N;FEM;PL
telekomunikasi	télécommunication	telekomunikasi	télécommunication	N	N;FEM;SG
toyota	toyota	toyota	toyota	N	N;FEM;SG
cincin	bague	cincin	bague	N;SG	N;FEM;SG
cincin	anneau	cincin	anneau	N;SG	N;MASC;SG
tiket	billetterie	tiket	billetterie	N;SG	N;FEM;SG
tiket	billet	tiket	billet	N;SG	N;MASC;SG
tiket	ticket	tiket	ticket	N;SG	N;MASC;SG
setara	équivalente	setara	équivalent	ADJ;SG	ADJ;FEM;SG
setara	équivalent	setara	équivalent	ADJ;SG	ADJ;MASC;SG
setara	égale	setara	égal	ADJ;SG	ADJ;FEM;SG
setara	égal	setara	égal	ADJ;SG	ADJ;MASC;SG
