und	och	und	och	CONJ	CONJ
diskutieren	diskutera	diskutieren	diskutera	V;NFIN	V;IMP;FIN;ACT
diskutieren	diskuterar	diskutieren	diskutera	V;NFIN	V;IND;PRS;FIN;ACT
diskutieren	diskutera	diskutieren	diskutera	V;NFIN	V;IMP;FIN;ACT
bestehende	befintliga	bestehend	befintlig	ADJ;NOM;FEM;PL	ADJ;NOM;PL
bestehende	existerande	bestehend	existerande	ADJ;NOM;FEM;PL	ADJ;NOM;PRS;V.PTCP
mail	mail	mail	mail	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
mail	post	mail	post	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
mail	brev	mail	brev	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
militär	militära	militär	militär	ADJ	ADJ;NOM;PL
militär	militärt	militär	militär	ADJ	ADJ;NOM;INDF;NEUT;SG
frühere	förflutna	früh	förfluten	ADJ;NOM;FEM;PL	ADJ;NOM;PL;PST;V.PTCP
gesang	sjungande	gesingen	sjunga	ADJ	ADJ;NOM;PRS;V.PTCP
gesang	högljudd	gesingen	högljudd	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
spezielle	specifika	speziell	specifik	ADJ;NOM;FEM;PL	ADJ;NOM;PL
spezielle	särskilda	speziell	särskild	ADJ;NOM;FEM;PL	ADJ;NOM;PL;PST;V.PTCP
spezielle	särskilda	speziell	särskild	ADJ;NOM;FEM;PL	ADJ;NOM;PL;PST;V.PTCP
spezielle	speciella	speziell	speciell	ADJ;NOM;FEM;PL	ADJ;NOM;PL
braun	bruna	braun	brun	ADJ	ADJ;NOM;PL
braun	brunt	braun	brunt	ADJ	ADJ;NOM;INDF;NEUT;SG
zählte	räknades	zählen	räkna	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;PASS
zählte	räknade	zählen	räkna	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
zählte	räknats	zählen	räkna	V;IND;SG;3;PST;FIN	V;V.CVB;PASS
ziele	måltavlor	ziel	måltavlor	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
ziele	syften	ziel	syfte	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;PL
ziele	målsättningar	ziel	målsättning	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
ziele	målsättningar	ziel	målsättning	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
ziele	syften	ziel	syfte	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;PL
ziele	destinationer	ziel	destination	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
handelte	handlat	handeln	handla	V;IND;SG;3;PST;FIN	V;V.CVB;ACT
bühne	scen	bühnen	scen	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bühne	etapp	bühnen	etapp	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bühne	stadium	bühnen	stadium	N;FEM;SG	N;NOM;INDF;NEUT;SG
bühne	skede	bühnen	skede	N;FEM;SG	N;NOM;INDF;NEUT;SG
städtischen	urbana	städtisch	urbana	ADJ;NOM;PL	ADJ;NOM;PL
kandidaten	kandidaterna	kandidat	kandidat	N;NOM;PL	N;NOM;DEF;MASC+FEM;PL
kandidaten	kandidater	kandidat	kandidat	N;NOM;PL	N;NOM;INDF;MASC+FEM;PL
interessiert	intresserad	interessieren	intresserad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
interessiert	intresserade	interessieren	intresserad	ADJ	ADJ;NOM;PL;PST;V.PTCP
aktiven	aktiva	aktiv	aktiv	ADJ	ADJ;NOM;PL
aktiven	aktiv	aktiv	aktiv	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
kleines	liten	klein	liten	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
hören	hör	hören	höra	V;NFIN	V;IND;PRS;FIN;ACT
hören	höra	hören	höra	V;NFIN	V;IMP;FIN;ACT
hören	lyssnade	hören	lyssnad	V;NFIN	V;IND;PST;V.PTCP;ACT
hören	lyssnar	hören	lyssna	V;NFIN	V;IND;PRS;FIN;ACT
hören	lyssna	hören	lyssna	V;NFIN	V;IMP;FIN;ACT
einfache	enkla	einfach	enkel	ADJ;NOM;FEM;PL	ADJ;NOM;PL
einfache	lätta	einfach	lätt	ADJ;NOM;FEM;PL	ADJ;NOM;PL
passt	passar	passen	passa	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
passt	passar	passen	passa	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
dokumentation	dokumentation	dokumentation	dokumentation	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
dokumentation	dokumentationen	dokumentation	dokumentation	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
dokumentation	dokumentär	dokumentation	dokumentär	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
format	formatet	format	formate	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
format	format	format	format	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
voll	fulla	voll	fulla	ADJ	ADJ;NOM;PL
voll	fullständig	voll	fullständig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
voll	full	voll	full	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
voll	trångt	voll	trång	ADJ	ADJ;NOM;INDF;NEUT;SG
voll	fullsatt	voll	fullsatt	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
gewinn	vinst	gewinn	vinst	N	N;NOM;INDF;MASC+FEM;SG
gewinn	win	gewinn	pi	N	N;NOM;INDF;NEUT;SG
gewinn	vinst	gewinn	vinst	N	N;NOM;INDF;MASC+FEM;SG
gewinn	vinster	gewinn	vinst	N	N;NOM;INDF;MASC+FEM;PL
gewinn	intäkter	gewinn	intäkt	N	N;NOM;INDF;MASC+FEM;PL
gewinn	vinster	gewinn	vinst	N	N;NOM;INDF;MASC+FEM;PL
gewinn	vinst	gewinn	vinst	N	N;NOM;INDF;MASC+FEM;SG
befördert	främjas	befördern	främja	V;V.PTCP	V;NFIN;PASS
befördert	marknadsförs	befördern	marknadsför	V;V.PTCP	V;IND;PRS;FIN;PASS
befördert	förmedlade	befördern	förmedla	V;V.PTCP	V;NOM;PL;PST;V.PTCP;ACT
befördert	transporteras	befördern	transportera	V;V.PTCP	V;IND;PRS;FIN;PASS
befördert	transporterades	befördern	transportera	V;V.PTCP	V;IND;PST;FIN;PASS
befördert	transporterats	befördern	transportera	V;V.PTCP	V;V.CVB;PASS
ständig	fortlöpande	ständig	fortlöpande	ADJ	ADJ;NOM;PRS;V.PTCP
ständig	kontinuerlig	ständig	kontinuerlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ständig	kontinuerliga	ständig	kontinuerlig	ADJ	ADJ;NOM;PL
ständig	fortlöpande	ständig	fortlöpande	ADJ	ADJ;NOM;PRS;V.PTCP
erreichten	nås	erreichen	nå	V;IND;PL;3;PST;FIN	V;IND;FIN;PASS
erreichten	nåtts	erreichen	nåta	V;IND;PL;3;PST;FIN	V;V.CVB;PASS
bereit	klara	bereit	klar	ADJ	ADJ;NOM;PL
bereit	beredd	bereit	beredd	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
bereit	klar	bereit	klar	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
bereit	färdiga	bereit	färdig	ADJ	ADJ;NOM;PL
bereit	villig	bereit	villig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
bereit	villiga	bereit	villig	ADJ	ADJ;NOM;PL
persönlichkeiten	kändisar	persönlichkeit	kändis	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
persönlichkeiten	personligheter	persönlichkeit	personlighet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
langer	långa	lang	lång	ADJ	ADJ;NOM;PL
langer	lång	lang	lång	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
gesprochen	talade	sprechen	tala	V;V.PTCP	V;PST;V.PTCP;ACT
gesprochen	pratade	sprechen	prata	V;V.PTCP	V;IND;PST;FIN;ACT
gesprochen	pratade	sprechen	prata	V;V.PTCP	V;IND;PST;FIN;ACT
gesprochen	talade	sprechen	tala	V;V.PTCP	V;PST;V.PTCP;ACT
erzeugt	skapar	erzeugen	skapa	V;V.PTCP	V;IND;PRS;FIN;ACT
erzeugt	genererar	erzeugen	generera	V;V.PTCP	V;IND;PRS;FIN;ACT
erzeugt	skapade	erzeugen	skapa	V;V.PTCP	V;IND;PST;FIN;ACT
erzeugt	skapats	erzeugen	skapa	V;V.PTCP	V;V.CVB;PASS
erzeugt	skapades	erzeugen	skapa	V;V.PTCP	V;IND;PST;FIN;PASS
erzeugt	producerade	erzeugen	producerad	V;V.PTCP	V;IND;PST;V.PTCP;ACT
rollen	rullar	roll	rulla	V;NFIN	V;IND;PRS;FIN;ACT
rollen	rullar	roll	rulla	V;NFIN	V;IND;PRS;FIN;ACT
rollen	rulla	roll	rulla	V;NFIN	V;IMP;FIN;ACT
beteiligung	valdeltagande	Beteiligung	valdeltagande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
beteiligung	uppslutning	Beteiligung	uppslutning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
beteiligung	valdeltagandet	Beteiligung	valdeltagande	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
beteiligung	delaktighet	Beteiligung	delaktighet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
beteiligung	engagemang	Beteiligung	engagemang	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
beteiligung	inblandning	Beteiligung	inblandning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
beteiligung	aktieinnehav	Beteiligung	aktieinnehav	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
beteiligung	medverkan	Beteiligung	medverkan	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
beteiligung	delaktighet	Beteiligung	delaktighet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
beteiligung	deltagande	Beteiligung	deltagande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
beteiligung	medbestämmande	Beteiligung	medbestämmande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
meint	tror	meinen	tro	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
meint	tycker	meinen	tycka	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
meint	betyder	meinen	betyda	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
meint	innebär	meinen	innebära	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
breiten	bred	breit	bred	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
breiten	brett	breit	bred	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
breiten	bred	breit	bred	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
breiten	brett	breit	bred	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
katholischer	katolsk	katholisch	katolsk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
katholischer	katolska	katholisch	katolsk	ADJ	ADJ;NOM;PL
katholischer	katolik	katholisch	katolik	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
militärische	militära	militärisch	militär	ADJ;NOM;FEM;PL	ADJ;NOM;PL
unterschiedlich	rörlig	unterschiedlich	rörlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
unterschiedlich	variabel	unterschiedlich	variabel	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
unterschiedlich	varierande	unterschiedlich	variera	ADJ	ADJ;NOM;PRS;V.PTCP
unterschiedlich	differentierade	unterschiedlich	differentiera	ADJ	ADJ;NOM;PL;PST;V.PTCP
unterschiedlich	avvikande	unterschiedlich	avvikande	ADJ	ADJ;NOM;PRS;V.PTCP
unterschiedlich	olika	unterschiedlich	olik	ADJ	ADJ;NOM;PL
unterschiedlich	varierad	unterschiedlich	variera	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
unterschiedlich	varierade	unterschiedlich	variera	ADJ	ADJ;NOM;PL;PST;V.PTCP
unterschiedlich	varierat	unterschiedlich	variera	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
unterschiedlich	varierande	unterschiedlich	variera	ADJ	ADJ;NOM;PRS;V.PTCP
lokalen	lokala	lokal	lokal	ADJ;NOM;PL	ADJ;NOM;PL
siege	belägring	siegen	belägring	N;NOM	N;NOM;INDF;MASC+FEM;SG
siege	belägringen	siegen	belägring	N;NOM	N;NOM;DEF;MASC+FEM;SG
siege	segrar	siegen	segra	N;NOM	N;NOM;INDF;MASC+FEM;PL
unserer	vårat	unser	vira	PRO;NOM;MASC;SG	PRO;DEF;NEUT;SG
unserer	vårt	unser	vi	PRO;NOM;MASC;SG	PRO;DEF;NEUT;SG
unserer	vårat	unser	vira	PRO;NOM;MASC;SG	PRO;DEF;NEUT;SG
unserer	vårt	unser	vi	PRO;NOM;MASC;SG	PRO;DEF;NEUT;SG
römische	romerska	römisch	romersk	ADJ;NOM;FEM;PL	ADJ;NOM;PL
volkszählung	folkräkning	volkszählung	folkräkning	N;SG	N;NOM;INDF;MASC+FEM;SG
klub	club	klub	club	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
klub	klubb	klub	klubb	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
klub	klubben	klub	klubb	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
klub	klubba	klub	klubba	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
königlichen	kungliga	königlich	kunglig	ADJ;NOM;PL	ADJ;NOM;PL
dach	tak	dach	tak	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
dach	taket	dach	taket	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
dach	tak	dach	tak	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
altstadt	historiskt	altstadt	historisk	ADJ	ADJ;NOM;INDF;NEUT;SG
altstadt	historisk	altstadt	historisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
altstadt	historiska	altstadt	historisk	ADJ	ADJ;NOM;PL
altstadt	gamla	altstadt	gammal	ADJ	ADJ;NOM;PL
altstadt	gammal	altstadt	gammal	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
altstadt	gammalt	altstadt	gammal	ADJ	ADJ;NOM;INDF;NEUT;SG
besiedelt	bebodda	besiedeln	bebodd	ADJ;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
besiedelt	avgjord	besiedeln	avgjord	ADJ;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
besiedelt	befolkade	besiedeln	befolka	ADJ;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
vorhandenen	befintliga	vorhanden	befintlig	ADJ;PL	ADJ;NOM;PL
vorhandenen	existerande	vorhanden	existerande	ADJ;PL	ADJ;NOM;PRS;V.PTCP
benachbarten	angränsande	benachbart	angränsande	ADJ;NOM;PL	ADJ;NOM;PRS;V.PTCP
benachbarten	angränsande	benachbart	angränsande	ADJ;NOM;PL	ADJ;NOM;PRS;V.PTCP
benachbarten	intilliggande	benachbart	intilliggande	ADJ;NOM;PL	ADJ;NOM;PRS;V.PTCP
benachbarten	angränsande	benachbart	angränsande	ADJ;NOM;PL	ADJ;NOM;PRS;V.PTCP
real	verklig	real	verklig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
real	äkta	real	äkta	ADJ	ADJ;NOM
real	verkligt	real	verklig	ADJ	ADJ;NOM;INDF;NEUT;SG
real	riktig	real	riktig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
sagte	sade	sagen	säga	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
sagte	berättade	sagen	berätta	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
analyse	analytics	analyse	analytics	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
analyse	analys	analyse	analys	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
falsche	falska	falsch	falsk	ADJ;NOM;FEM;PL	ADJ;NOM;PL
organisiert	organiserade	organisieren	organiserad	ADJ;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
organisiert	organiserat	organisieren	organiserad	ADJ;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
organisiert	organiserad	organisieren	organiserad	ADJ;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
organisiert	anordnat	organisieren	anordna	ADJ;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
organisiert	organiserat	organisieren	organiserad	ADJ;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
organisiert	organiserade	organisieren	organiserad	ADJ;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
organisiert	organiserad	organisieren	organiserad	ADJ;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
irgendwo	nånstans	irgendwo	nånstans	ADV	ADV
irgendwo	någonstans	irgendwo	någonstans	ADV	ADV
irgendwo	nånstans	irgendwo	nånstans	ADV	ADV
irgendwo	någonstans	irgendwo	någonstans	ADV	ADV
ausstellungen	mässor	ausstellingen	mässa	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ausstellungen	mässor	ausstellingen	mässa	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ausstellungen	utställningar	ausstellingen	utställning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ausstellungen	utställningar	ausstellingen	utställning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
schlug	föreslog	schlagen	föreslå	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
kurzer	korta	kurz	kort	ADJ	ADJ;NOM;PL
kurzer	kortfattad	kurz	kortfattad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
kurzer	korta	kurz	kort	ADJ	ADJ;NOM;PL
bearbeitung	edit	bearbeitung	edit	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bearbeitung	redigering	bearbeitung	redigering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bearbeitung	beredning	bearbeitung	beredning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bearbeitung	förädling	bearbeitung	förädling	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bearbeitung	bearbetning	bearbeitung	bearbetning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bearbeitung	bearbetning	bearbeitung	bearbetning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
gedacht	tyckte	denken|gedenken	tycka	V;V.PTCP	V;IND;PST;FIN;ACT
gedacht	trodde	denken|gedenken	tro	V;V.PTCP	V;IND;PST;FIN;ACT
gedacht	tänkte	denken|gedenken	tänka	V;V.PTCP	V;IND;PST;FIN;ACT
gedacht	inbillade	denken|gedenken	inbilla	V;V.PTCP	V;NOM;PL;PST;V.PTCP;ACT
vierte	fjärde	viert	fyra	ADJ;NOM;FEM;SG	ADJ;NOM
denken	tänka	denken	tänka	V;NFIN	V;IMP;FIN;ACT
denken	funderar	denken	fundera	V;NFIN	V;IND;PRS;FIN;ACT
denken	tänker	denken	tänka	V;NFIN	V;IND;PRS;FIN;ACT
denken	tänkte	denken	tänka	V;NFIN	V;IND;PST;FIN;ACT
denken	tror	denken	tro	V;NFIN	V;IND;PRS;FIN;ACT
denken	tycker	denken	tycka	V;NFIN	V;IND;PRS;FIN;ACT
denken	tänk	denken	tänka	V;NFIN	V;IMP;FIN;ACT
denken	tänka	denken	tänka	V;NFIN	V;IMP;FIN;ACT
täglich	vardagliga	täglich	vardaglig	ADJ	ADJ;NOM;PL
täglich	daglig	täglich	daglig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
täglich	dagliga	täglich	daglig	ADJ	ADJ;NOM;PL
abgelehnt	vägrade	ablehnen	vägra	V;V.PTCP	V;IND;PST;FIN;ACT
abgelehnt	förkastade	ablehnen	förkastad	V;V.PTCP	V;IND;PST;V.PTCP;ACT
abgelehnt	avvisade	ablehnen	avvisa	V;V.PTCP	V;IND;PST;V.PTCP;ACT
abgelehnt	förnekade	ablehnen	förneka	V;V.PTCP	V;IND;PST;FIN;ACT
abgelehnt	nekas	ablehnen	neka	V;V.PTCP	V;NFIN;PASS
abgelehnt	ogillade	ablehnen	ogilla	V;V.PTCP	V;IND;PST;FIN;ACT
abgelehnt	avböjde	ablehnen	avböja	V;V.PTCP	V;IND;PST;FIN;ACT
vielmehr	hellre	vielmehr	gärna	ADV	ADV;CMPR
laufen	springa	laufen	springa	V;NFIN	V;IMP;FIN;ACT
laufen	kör	laufen	köra	V;NFIN	V;IMP;FIN;ACT
laufen	springa	laufen	springa	V;NFIN	V;IMP;FIN;ACT
laufen	kör	laufen	köra	V;NFIN	V;IMP;FIN;ACT
direkte	direkta	direkt	direkt	ADJ;NOM;FEM;PL	ADJ;NOM;PL
schließt	stänger	schließen	stang	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
schließt	sluter	schließen	sluta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
ermöglichen	aktivera	ermöglichen	aktivera	V;NFIN	V;IMP;FIN;ACT
ermöglichen	tillåta	ermöglichen	tillåta	V;NFIN	V;IMP;FIN;ACT
ermöglichen	tillåt	ermöglichen	tillåt	V;NFIN	V;IMP;FIN;ACT
maximal	maximal	maximal	maximal	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
maximal	maximal	maximal	maximal	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
maximal	högsta	maximal	hög	ADJ	ADJ;NOM;DEF;RL
passiert	händer	passieren	hända	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
passiert	händer	passieren	hända	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
fahren	köra	fahren	köra	V;NFIN	V;IMP;FIN;ACT
fahren	kör	fahren	köra	V;NFIN	V;IMP;FIN;ACT
fahren	köra	fahren	köra	V;NFIN	V;IMP;FIN;ACT
fahren	kör	fahren	köra	V;NFIN	V;IMP;FIN;ACT
klassische	klassiska	klassisch	klassisk	ADJ;NOM;FEM;PL	ADJ;NOM;PL
klassische	klassiska	klassisch	klassisk	ADJ;NOM;FEM;PL	ADJ;NOM;PL
diplomat	diplomat	diplomat	diplom	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
wissenschaftler	lärda	wissenschaftl	lärda	ADJ	ADJ;NOM;PL
versteht	förstår	verstehen	förstå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
gewicht	tyngd	wechen	tyngd	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gewicht	vikt	wechen	vikt	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
erhöht	ökar	erhöhen	öka	V;V.PTCP	V;IND;PRS;FIN;ACT
absolut	absolut	absolut	absolut	ADV	ADV
absolut	helt	absolut	helt	ADV	ADV
absolut	absolut	absolut	absolut	ADV	ADV
ergeben	överlämnats	ergeben	överlämna	V;V.PTCP	V;V.CVB;PASS
ergeben	kapitulerade	ergeben	kapitulera	V;V.PTCP	V;IND;PST;V.PTCP;ACT
ergeben	kapitulera	ergeben	kapitulera	V;V.PTCP	V;IMP;FIN;ACT
glück	fortune	glück	fortune	N;NOM;SG	N;NOM;INDF;NEUT;SG
glück	förmögenhet	glück	förmögenhet	N;NOM;SG	N;NOM;INDF;MASC+FEM;SG
glück	tur	glück	tur	N;NOM;SG	N;NOM;INDF;MASC+FEM;SG
glück	lucky	glück	lucky	N;NOM;SG	N;NOM;INDF;MASC+FEM;SG
glück	lycka	glück	lycka	N;NOM;SG	N;NOM;INDF;MASC+FEM;SG
glück	lyckan	glück	lycka	N;NOM;SG	N;NOM;DEF;MASC+FEM;SG
glück	tur	glück	tur	N;NOM;SG	N;NOM;INDF;MASC+FEM;SG
glück	luck	glück	luck	N;NOM;SG	N;NOM;INDF;NEUT;SG
umwelt	omgivning	umwelt	omgivning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umwelt	miljön	umwelt	miljö	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
umwelt	miljö	umwelt	miljö	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
reisen	reser	reisen	resa	V;NFIN	V;IND;PRS;FIN;ACT
reisen	reser	reisen	resa	V;NFIN	V;IND;PRS;FIN;ACT
zugänglich	tillgängligt	zugänglich	tillgänglig	ADJ	ADJ;NOM;INDF;NEUT;SG
urteil	domen	urteil	dom	N;SG	N;NOM;DEF;MASC+FEM;SG
wichtigste	huvudsaklig	wichtig	huvudsaklig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
wichtigste	viktigaste	wichtig	viktig	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;RL
internationaler	internationell	international	internationell	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
internationaler	internationella	international	internationell	ADJ	ADJ;NOM;PL
internationaler	internationellt	international	internationell	ADJ	ADJ;NOM;INDF;NEUT;SG
eingefügt	klistrat	einfügen	klistrad	V;V.PTCP	V;V.CVB;ACT
eingefügt	infogade	einfügen	infoga	V;V.PTCP	V;NOM;PL;PST;V.PTCP
eingefügt	införas	einfügen	införa	V;V.PTCP	V;IND;FIN;PASS
heilige	heliga	heilig	helig	ADJ;NOM;FEM;PL	ADJ;NOM;PL
heilige	heliga	heilig	helig	ADJ;NOM;FEM;PL	ADJ;NOM;PL
nominierung	nominering	nominierung	nominering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
nominierung	utnämning	nominierung	utnämning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
festgelegt	ange	festlegen	ange	V;V.PTCP	V;IMP;FIN;ACT
wirtschaftliche	ekonomiska	wirtschaftlich	ekonomisk	ADJ;NOM;FEM;PL	ADJ;NOM;PL
üblichen	vanligt	üblich	vanlig	ADJ	ADJ;NOM;INDF;NEUT;SG
üblichen	vanliga	üblich	vanlig	ADJ	ADJ;NOM;PL
bauen	bygga	bauen	bygga	V;NFIN	V;IMP;FIN;ACT
bauen	bygg	bauen	bygg	V;NFIN	V;IMP;FIN;ACT
bauen	bygga	bauen	bygga	V;NFIN	V;IMP;FIN;ACT
bauen	konstruera	bauen	konstruera	V;NFIN	V;NFIN;ACT
auge	eye	auge	eye	N;NOM;SG	N;NOM;INDF;MASC+FEM;SG
auge	ögat	auge	öga	N;NOM;SG	N;NOM;DEF;NEUT;SG
auge	öga	auge	öga	N;NOM;SG	N;NOM;INDF;NEUT;SG
geburt	förlossning	geburen	förlossning	N;SG	N;NOM;INDF;MASC+FEM;SG
geburt	barnsäng	geburen	barnsäng	N;SG	N;NOM;INDF;MASC+FEM;SG
geburt	födelse	geburen	födelse	N;SG	N;NOM;INDF;MASC+FEM;SG
geburt	födsel	geburen	födsel	N;SG	N;NOM;INDF;MASC+FEM;SG
geburt	födseln	geburen	födsel	N;SG	N;NOM;DEF;MASC+FEM;SG
obere	övre	ober	övre	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR
olympische	olympiska	olympisch	olympisk	ADJ;NOM;FEM;PL	ADJ;NOM;PL
kommandeur	befälhavare	kommandeur	befälhavare	N;SG	N;NOM;INDF;MASC+FEM;SG
kommandeur	kommendör	kommandeur	kommendör	N;SG	N;NOM;INDF;MASC+FEM;SG
