年	سال	年	سال	N	N;SG
鰻	مارماهی	鰻	مارماهی	N	N;SG
保險	بیمه	保險	بیمه	N	N;SG
煤	زغال	煤	زغال	N	N;SG
煤	ذغال	煤	ذغال	N	N;SG
親自	شخصا	親自	None	ADV	ADV
親自	شخصاً	親自	شخصاً	ADV	ADV
姐姐	آبجی	姐姐	آبجی	N	N;SG
姐姐	سیس	姐姐	سیس	N	N;SG
姐姐	خواهر	姐姐	None	N	N;SG
姐姐	خواهری	姐姐	خواهر	N	N;SG
姐姐	خواهرش	姐姐	خواهرش	N	N;SG
單打	اختصاص	單打	اختصاص	N	N;SG
單打	تکآهنگ	單打	تکآهنگ	N	N;SG
單打	تکنفره	單打	تکنفره	N	N;SG
單打	مجرد	單打	مجرد	N	N;SG
子	فشنگ	子	فشنگ	N	N;SG
子	گلوله	子	گلوله	N	N;SG
週期	چرخه	週期	چرخه	N	N;SG
週期	سیکل	週期	سیکل	N	N;SG
週期	چرخه	週期	چرخه	N	N;SG
千瓦	کیلووات	千瓦	کیلووات	N	N;SG
賽車	مسابقه	賽車	مسابقه	N	N;SG
論壇	فورم	論壇	فورم	N	N;SG
祖先	پدرانشان	祖先	پدرانش	N	N;PL
祖先	اجداد	祖先	None	N	N;PL
祖先	پدران	祖先	پدر	N	N;PL
祖先	نیاکان	祖先	نیاک	N	N;PL
祖先	اجدادی	祖先	اجدادی	N	N;SG
祖先	جد	祖先	None	N	N;SG
祖先	اجداد	祖先	None	N	N;PL
祖先	نیاکان	祖先	نیاک	N	N;PL
複雜	پیچیده	複雜	پیچیده	ADJ	ADJ
複雜	پیچیده	複雜	پیچیده	ADJ	ADJ
復興	رنسانس	復興	رنسانس	N	N;SG
復興	احیای	復興	احیا	N	N;SG
復興	revival	復興	revival	N	N;SG
個性	فردیت	個性	فردیت	N	N;SG
個性	شخصیت	個性	شخصیت	N	N;SG
個性	شخصیتی	個性	شخصیت	N	N;SG
自主	خودمختاری	自主	خودمختاری	N	N;SG
自主	خودگردان	自主	خودگرد	N	N;SG
自主	خودمختار	自主	خودمختار	N	N;SG
歌詞	lyric	歌詞	lyric	N	N;SG
歌詞	شعر	歌詞	شعر	N	N;SG
歌詞	شعرای	歌詞	شاعر	N	N;PL
型態	تیپ	型態	None	N	N;SG
型態	نوع	型態	نوع	N	N;SG
型態	تایپ	型態	تایپ	N	N;SG
病人	بیمارها	病人	بیمار	N	N;PL
病人	بیماران	病人	بیمار	N	N;PL
病人	بیمار	病人	بیمار	N	N;SG
病人	صبور	病人	None	N	N;SG
病人	صبر	病人	None	N	N;SG
病人	استقامت	病人	None	N	N;SG
消防	آتشسوزی	消防	آتشسوزی	N	N;SG
消防	آتش	消防	آتش	N	N;SG
消防	آتیش	消防	آتیش	N	N;SG
優惠	ترجیحات	優惠	ترجیح	N	N;PL
優惠	تنظیمات	優惠	تنظیمه	N	N;PL
優惠	پیشکش	優惠	پیشکش	N	N;SG
優惠	پیشنهاد	優惠	پیشنهاد	N	N;SG
優惠	تقدیم	優惠	تقدیم	N	N;SG
優惠	تخفیف	優惠	تخفیف	N	N;SG
優惠	توجیه	優惠	توجیه	N	N;SG
搖滾	سنگی	搖滾	سنگی	N	N;SG
搖滾	صخره	搖滾	None	N	N;SG
搖滾	راک	搖滾	راک	N	N;SG
勞工	کارگری	勞工	کارگر	N	N;SG
勞工	کارگر	勞工	کارگر	N	N;SG
勞工	کارگری	勞工	کارگر	N	N;SG
勞工	کارگر	勞工	کارگر	N	N;SG
勞工	زایمان	勞工	زایمان	N	N;SG
前面	جبهه	前面	جبهه	N	N;SG
前面	جلو	前面	جلو	N	N;SG
寺院	صومعه	寺院	صومعه	N	N;SG
專題	مبحث	專題	مبحث	N	N;SG
專題	موضوع	專題	موضوع	N	N;SG
專題	موضوعات	專題	موضوع	N	N;PL
專題	موضوعاتی	專題	موضوع	N	N;PL
專題	چهره	專題	چهره	N	N;SG
專題	چهرۀ	專題	چهرۀ	N	N;SG
專題	تم	專題	تم	N	N;SG
氣候	اقلیم	氣候	اقلیم	N	N;SG
頻率	فرکانسهای	頻率	فرکانس	N	N;PL
頻率	فرکانس	頻率	فرکانس	N	N;SG
頻率	فرکانسی	頻率	فرکانسی	N	N;SG
頻率	فرکانس	頻率	فرکانس	N	N;SG
頻率	بسامد	頻率	بسامد#سام	N	N;SG
徑	کنگ	徑	کرد#کن	N	N;SG
友好	دوستانه	友好	دوستانه	N	N;SG
友好	خودی	友好	خودی	N	N;SG
片段	تکه	片段	تکه	N	N;SG
片段	کلیپ	片段	کلیپ	N	N;SG
片段	گیره	片段	گیره	N	N;SG
泡	حباب	泡	حباب	N	N;SG
諮詢	مشورت	諮詢	مشورت	N	N;SG
諮詢	مشاوره	諮詢	مشاوره	N	N;SG
諮詢	مشورت	諮詢	مشورت	N	N;SG
諮詢	مشاوره	諮詢	مشاوره	N	N;SG
品質	کیفیتی	品質	کیفیت	N	N;SG
品質	کیفیت	品質	کیفیت	N	N;SG
液	سیال	液	سیال	N	N;SG
液	مایع	液	مایع	N	N;SG
液	شاره	液	شاره	N	N;SG
液	مایع	液	مایع	N	N;SG
詩人	poet	詩人	poet	N	N;SG
詩人	شاعری	詩人	شاعر	N	N;SG
詩人	شاعر	詩人	شاعر	N	N;SG
辦法	متد	辦法	متد	N	N;SG
辦法	روش	辦法	روش	N	N;SG
資產	دارائی	資產	دارائی	N	N;SG
資產	دارایی	資產	دارایی	N	N;SG
資產	داراییها	資產	دارایی	N	N;PL
資產	داراییهای	資產	دارایی	N	N;PL
資產	دارائی	資產	دارائی	N	N;SG
資產	دارایی	資產	دارایی	N	N;SG
紀錄	مستند	紀錄	مستند	N	N;SG
名詞	اسم	名詞	اسم	N	N;SG
名詞	موصوف	名詞	موصوف	N	N;SG
夢想	دریم	夢想	دریم	N	N;SG
夢想	خواب	夢想	خواب	N	N;SG
夢想	رویا	夢想	رویا	N	N;SG
夢想	رؤیا	夢想	رؤیا	N	N;SG
夢想	رویای	夢想	رویا	N	N;SG
夢想	رؤیای	夢想	رؤیا	N	N;SG
夢想	رؤیاها	夢想	رؤیا	N	N;PL
夢想	پریشان	夢想	پریش	N	N;SG
夢想	رویاها	夢想	رویا	N	N;PL
夢想	رویاهای	夢想	رویا	N	N;PL
寫作	نوشتن	寫作	نوشتن	N	N;SG
寫作	نویسندگی	寫作	نویسندگی	N	N;SG
寫作	نوشتن	寫作	نوشتن	N	N;SG
弦	کورد	弦	کورد	N	N;SG
弦	رشته	弦	رشته	N	N;SG
日記	ژورنال	日記	ژورنال	N	N;SG
日記	مجله	日記	مجله	N	N;SG
日記	نشریه	日記	نشریه	N	N;SG
大地	زمین	大地	زمین	N	N;SG
醇	الکل	醇	None	N	N;SG
苯	بنزن	苯	بنزن	N	N;SG
世代	نسل	世代	نسل	N	N;SG
航空	فروز	航空	فروز	N	N;SG
航空	حامل	航空	حامل	N	N;SG
決議	دقت	決議	دقت	N	N;SG
決議	وضوح	決議	وضوح	N	N;SG
姐妹	خواهران	姐妹	خواهر	N	N;PL
姐妹	خواهر	姐妹	None	N	N;SG
姐妹	خواهری	姐妹	خواهر	N	N;SG
姐妹	خواهرش	姐妹	خواهرش	N	N;SG
草原	پریری	草原	پریری	N	N;SG
草原	استپ	草原	استپ	N	N;SG
草原	ساوانا	草原	ساوانا	N	N;SG
高地	بلندیهای	高地	بلندی	N	N;PL
高地	هایلند	高地	هایلند	N	N;SG
高地	هایتس	高地	هایتس	N	N;SG
咀	تسوی	咀	تسوی	N	N;SG
省份	ولایت	省份	ولایت	N	N;SG
省份	استان	省份	استان	N	N;SG
試驗	آزمایش	試驗	آزمایش	N	N;SG
試驗	آزمون	試驗	آزمون	N	N;SG
試驗	آزمودن	試驗	آزمودن	N	N;SG
試驗	آزمایش	試驗	آزمایش	N	N;SG
試驗	تست	試驗	None	N	N;SG
試驗	آزمون	試驗	آزمون	N	N;SG
試驗	آزمایش	試驗	آزمایش	N	N;SG
試驗	تست	試驗	None	N	N;SG
習慣	عادات	習慣	None	N	N;PL
習慣	عادت	習慣	عادت	N	N;SG
酮	کتون	酮	کتون	N	N;SG
資金	وجوه	資金	وجوه	N	N;PL
神	کاناگاوا	神	کاناگاوا	N	N;SG
忍者	نینجا	忍者	نینجا	N	N;SG
忍者	نینجای	忍者	نینجا	N	N;SG
忍者	نینجا	忍者	نینجا	N	N;SG
忍者	نینجاها	忍者	نینجا	N	N;PL
機制	مکانیسم	機制	None	N	N;SG
機制	مکانیسم	機制	None	N	N;SG
機制	مکانیزم	機制	مکت#مکا	N	N;SG
尤其	مخصوصا	尤其	مخصوصا	ADV	ADV
紙	کاغذ	紙	کاغذ	N	N;SG
五	پنج	五	پنج	NUM	NUM
巢	لانه	巢	لانه	N	N;SG
巢	آشیانه	巢	آشیانه	N	N;SG
巢	لونه	巢	لونه	N	N;SG
輸出	خروجی	輸出	خروجی	N	N;SG
首映	پریمیر	首映	پریمیر	N	N;SG
首映	افتتاحیه	首映	افتتاحیه	N	N;SG
水利	هیدرولیک	水利	هیدرولیک	N	N;SG
藥	دارو	藥	دارو	N	N;SG
藥	طب	藥	طب	N	N;SG
藥	پزشکی	藥	پزشکی	N	N;SG
藥	داروها	藥	دارو	N	N;PL
思考	تفکر	思考	تفکر	N	N;SG
思考	فکر	思考	فکر	N	N;SG
思考	بازتاب	思考	None	N	N;SG
思考	بازتاب	思考	None	N	N;SG
思考	انعکاس	思考	انعکاس	N	N;SG
認證	گواهی	認證	گواهی	N	N;SG
認證	certified	認證	certified	N	N;SG
老人	سالمندان	老人	سالمند	N	N;PL
情人	عشاق	情人	عشاق	N	N;SG
情人	عاشقان	情人	عاشق	N	N;PL
情人	lover	情人	lover	N	N;SG
性別	جنسیتی	性別	جنسیتی	N	N;SG
性別	جنسیت	性別	جنسیت	N	N;SG
性別	سکس	性別	سکس	N	N;SG
性別	جنسیت	性別	جنسیت	N	N;SG
性別	جنسی	性別	جنسی	N	N;SG
邊界	مرز	邊界	مرز	N	N;SG
邊界	مرزهای	邊界	مرز	N	N;PL
邊界	مرزها	邊界	مرز	N	N;PL
邊界	لبه	邊界	لبه	N	N;SG
邊界	مرزی	邊界	مرز	N	N;SG
邊界	مرزبانی	邊界	مرزبانی	N	N;PL
邊界	مرز	邊界	مرز	N	N;SG
邊界	لبۀ	邊界	لبۀ	N	N;SG
邊界	مرز	邊界	مرز	N	N;SG
蛤	صدف	蛤	صدف	N	N;SG
差距	شکاف	差距	شکاف	N	N;SG
差距	شکافها	差距	شکاف	N	N;PL
盒	باکس	盒	باکس	N	N;SG
盒	جعبه	盒	جعبه	N	N;SG
豬	خوک	豬	خوک	N	N;SG
豬	خوک	豬	خوک	N	N;SG
牆	دیواری	牆	دیواری	N	N;SG
牆	دیوار	牆	دیوار	N	N;SG
牆	دیوارها	牆	دیوار	N	N;PL
牆	دیوارهای	牆	دیوار	N	N;PL
牆	دیوار	牆	دیوار	N	N;SG
貨幣	پولی	貨幣	پولی	N	N;SG
微	مایکروسافت	微	مایکروسافت	N	N;SG
微	microsoft	微	microsoft	N	N;SG
蝴蝶	پروانه	蝴蝶	پروانه	N	N;SG
社團	انجمنهای	社團	None	N	N;PL
鯨	نهنگ	鯨	نهنگ	N	N;SG
優勢	مزایای	優勢	مزایا	N	N;PL
優勢	مزایا	優勢	None	N	N;PL
優勢	مزیت	優勢	مزیت	N	N;SG
舌	زبون	舌	زبون	N	N;SG
舌	زبان	舌	زبان	N	N;SG
現實	واقعیت	現實	واقعیت	N	N;SG
真相	حقیقتی	真相	None	N	N;SG
真相	واقعیت	真相	واقعیت	N	N;SG
真相	حقیقت	真相	حقیقت	N	N;SG
真相	حق	真相	حق	N	N;SG
車廂	کوپه	車廂	کوپه	N	N;SG
礁	آبسنگ	礁	آبسنگ	N	N;SG
假設	فرضیه	假設	فرضیه	N	N;SG
假設	فرض	假設	فرض	N	N;SG
假設	پندار	假設	پندار	N	N;SG
假設	گمان	假設	گمان	N	N;SG
假設	فرضی	假設	فرضی	N	N;SG
假設	فرض	假設	فرض	N	N;SG
周邊	اطراف	周邊	اطراف	N	N;PL
周邊	احاطه	周邊	احاطه	N	N;SG
周邊	محیطی	周邊	محیط	N	N;SG
周邊	مجاور	周邊	مجاور	N	N;SG
繁忙	مشغول	繁忙	مشغول	ADJ	ADJ
繁忙	مصروف	繁忙	مصروف	ADJ	ADJ
繁忙	شلوغ	繁忙	شلوغ	ADJ	ADJ
輔助	مکمل	輔助	None	N	N;SG
輔助	متمم	輔助	None	N	N;SG
輔助	امدادی	輔助	امدادی	N	N;SG
婦女	زنانی	婦女	None	N	N;PL
婦女	زنها	婦女	None	N	N;PL
婦女	زنان	婦女	زن	N	N;PL
正義	عدالت	正義	None	N	N;SG
正義	عدل	正義	None	N	N;SG
正義	متقیان	正義	متقی	N	N;PL
正義	صالحان	正義	صالح	N	N;PL
正義	نیکان	正義	نیک	N	N;SG
艇	قایقهای	艇	قایق	N	N;PL
艇	قایقها	艇	قایق	N	N;PL
艇	قایق	艇	None	N	N;SG
艇	کشتی	艇	کشتی	N	N;SG
模擬	قیاسی	模擬	قیاسی	N	N;SG
模擬	قیاسی	模擬	قیاسی	N	N;SG
貨物	محموله	貨物	محموله	N	N;SG
貨物	کالاهای	貨物	کالا	N	N;PL
貨物	کالا	貨物	کالا	N	N;SG
貨物	اجناس	貨物	اجناس	N	N;PL
貨物	کالاها	貨物	کالا	N	N;PL
局部	جزئی	局部	جزئی	N	N;SG
局部	محلی	局部	محل	N	N;SG
天才	نبوغ	天才	نبوغ	N	N;SG
天才	نابغه	天才	نابغه	N	N;SG
天才	استعداد	天才	استعداد	N	N;SG
天才	ذکاوت	天才	ذکاوت	N	N;SG
天才	استعدادها	天才	استعداد	N	N;PL
海峽	تنگه	海峽	تنگه	N	N;SG
海峽	استریتس	海峽	استریتس	N	N;SG
海峽	کانال	海峽	None	N	N;SG
海峽	مجرا	海峽	None	N	N;SG
海峽	مجرای	海峽	None	N	N;SG
海峽	چنل	海峽	چنل	N	N;SG
海峽	channel	海峽	channel	N	N;SG
她們	آنها	她	آن	PRO;PL;3	PRO;PL
她們	ایشان	她	ایشان	PRO;PL;3	PRO;PL;3
保育	حفاظت	保育	حفاظت	N	N;SG
爪	پنجه	爪	پنجه	N	N;SG
爪	پنجه	爪	پنجه	N	N;SG
爪	پنجه	爪	پنجه	N	N;SG
筆	مداد	筆	مداد	N	N;SG
筆	مدادی	筆	مداد	N	N;SG
筆	قلم	筆	قلم	N	N;SG
垃圾	زباله	垃圾	زباله	N	N;SG
垃圾	زباله	垃圾	زباله	N	N;SG
音樂	کنسرت	音樂	کنسرت	N	N;SG
音樂	کنسرت	音樂	کنسرت	N	N;SG
國籍	تابعیت	國籍	None	N	N;SG
國籍	ملیت	國籍	ملیت	N	N;SG
國籍	ملیتی	國籍	ملیتی	N	N;SG
租	اجاره	租	اجاره	N	N;SG
租	کرایه	租	کرایه	N	N;SG
勇士	جنگجویان	勇士	جنگجوی	N	N;PL
勇士	مبارز	勇士	مبارز	N	N;SG
勇士	سلحشور	勇士	None	N	N;SG
勇士	جنگجوی	勇士	جنگجوی	N	N;SG
因子	فاکتور	因子	فاکتور	N	N;SG
因子	عامل	因子	عامل	N	N;SG
卡通	کارتون	卡通	کارتون	N	N;SG
卡通	کارتون	卡通	کارتون	N	N;SG
成年	بزرگسالی	成年	بزرگسالی	N	N;SG
成年	بلوغ	成年	بلوغ	N	N;SG
成年	بزرگسال	成年	بزرگسال	N	N;SG
成年	بزرگسالان	成年	بزرگسال	N	N;PL
職位	مواضع	職位	موضع	N	N;PL
職位	موقعیتهای	職位	موقعیت	N	N;PL
職位	موضع	職位	موضع	N	N;SG
職位	موقعیت	職位	موقعیت	N	N;SG
水晶	بلور	水晶	None	N	N;SG
水晶	کریستال	水晶	کریستال	N	N;SG
水晶	آبگینه	水晶	آبگینه	N	N;SG
水晶	بلوری	水晶	بلوری	N	N;SG
訊號	سیگنالهای	訊號	سیگنال	N	N;PL
訊號	انتن	訊號	انتن	N	N;SG
訊號	سیگنال	訊號	سیگنال	N	N;SG
訊號	علامت	訊號	None	N	N;SG
血液	خونی	血液	None	N	N;SG
血液	خون	血液	خون	N	N;SG
後方	عقب	後方	عقب	N	N;SG
主人	master	主人	master	N	N;SG
主人	استادی	主人	استاد	N	N;SG
主人	ارباب	主人	ارباب	N	N;SG
主人	استاد	主人	استاد	N	N;SG
審查	نقدهای	審查	نقد	N	N;PL
審查	مرور	審查	مرور	N	N;SG
審查	بازبینی	審查	بازبینی	N	N;SG
審查	بازدید	審查	None	N	N;SG
審查	سانسور	審查	None	N	N;SG
福音	انجیل	福音	None	N	N;SG
最快	سریعترین	最快	سریع	ADJ	ADJ;RL
可能	امکانات	可能	امکان	N	N;PL
可能	احتمال	可能	احتمال	N	N;SG
可能	احتمال	可能	احتمال	N	N;SG
可能	احتمالات	可能	احتمال	N	N;PL
可能	احتمال	可能	احتمال	N	N;SG
可能	امکان	可能	امکان	N	N;SG
較高	بالاتری	較高	بالا	ADJ	ADJ;CMPR
較高	بالاتر	較高	بالا	ADJ	ADJ;CMPR
經濟	اقتصاد	經濟	اقتصاد	N	N;SG
草地	چمن	草地	None	N	N;SG
草地	چمن	草地	None	N	N;SG
草地	چمنی	草地	چمنی	N	N;SG
草地	علف	草地	None	N	N;SG
草地	علفزار	草地	علفزار	N	N;SG
草地	چمنزار	草地	چمنزار	N	N;SG
中午	نیمروز	中午	نیمروز	N	N;SG
中午	ظهر	中午	ظهر	N	N;SG
中午	نیمروز	中午	نیمروز	N	N;SG
中午	ظهر	中午	ظهر	N	N;SG
費用	اجرت	費用	اجرت	N	N;SG
費用	مزد	費用	مزد	N	N;SG
費用	دستمزد	費用	دستمزد	N	N;SG
費用	هزینه	費用	هزینه	N	N;SG
費用	شهریه	費用	شهریه	N	N;SG
購物	فروشگاه	購物	فروشگاه	N	N;SG
購物	خرید	購物	خرید	N	N;SG
購物	فروشی	購物	فروشی	N	N;SG
購物	مغازه	購物	مغازه	N	N;SG
購物	shop	購物	shop	N	N;SG
購物	shopping	購物	shopping	N	N;SG
購物	خرید	購物	خرید	N	N;SG
天氣	هوای	天氣	هوا	N	N;SG
天氣	هوا	天氣	هوا	N	N;SG
最少	کمترین	最少	کم	ADJ	ADJ;RL
外觀	ظاهر	外觀	ظاهر	N	N;SG
氣體	گس	氣體	گس	N	N;SG
氣體	گاز	氣體	گاز	N	N;SG
喇嘛	لاما	喇嘛	لاما	N	N;SG
盟軍	متفقین	盟軍	متفقین	N	N;PL
盟軍	متحد	盟軍	None	N	N;SG
盟軍	متفقین	盟軍	متفقین	N	N;PL
盟軍	متحدین	盟軍	None	N	N;SG
灰色	خاکستری	灰色	خاکستری	N	N;SG
灰色	خاکستری	灰色	خاکستری	N	N;SG
秩序	نظم	秩序	نظم	N	N;SG
秩序	فرمان	秩序	فرمان	N	N;SG
秩序	دستور	秩序	دستور	N	N;SG
秩序	سفارش	秩序	None	N	N;SG
秩序	ترتیب	秩序	ترتیب	N	N;SG
侵略	تهاجم	侵略	تهاجم	N	N;SG
侵略	هجوم	侵略	هجوم	N	N;SG
侵略	پرخاشگری	侵略	پرخاشگری	N	N;SG
侵略	تجاوز	侵略	None	N	N;SG
鋼琴	piano	鋼琴	piano	N	N;SG
鋼琴	پیانوی	鋼琴	پیانوی	N	N;SG
鋼琴	پیانو	鋼琴	پیانو	N	N;SG
監獄	زندانهای	監獄	زندان	N	N;PL
監獄	زندانها	監獄	زندان	N	N;PL
監獄	زندان	監獄	زندان	N	N;SG
監獄	زندان	監獄	زندان	N	N;SG
區間	فاصله	區間	فاصله	N	N;SG
邊境	مرز	邊境	مرز	N	N;SG
邊境	مرزهای	邊境	مرز	N	N;PL
邊境	مرزها	邊境	مرز	N	N;PL
邊境	لبه	邊境	لبه	N	N;SG
邊境	مرزی	邊境	مرز	N	N;SG
邊境	مرزبانی	邊境	مرزبانی	N	N;PL
邊境	مرز	邊境	مرز	N	N;SG
邊境	لبۀ	邊境	لبۀ	N	N;SG
邊境	مرزی	邊境	مرز	N	N;SG
獵	شکار	獵	شکار	N	N;SG
遺產	میراث	遺產	میراث	N	N;SG
遺產	ارث	遺產	ارث	N	N;SG
遺產	میراثی	遺產	میراثی	N	N;SG
遺產	میراث	遺產	میراث	N	N;SG
遺產	ارث	遺產	ارث	N	N;SG
電氣	برق	電氣	برق	N	N;SG
電氣	electrical	電氣	electrical	N	N;SG
電氣	الکتریکی	電氣	الکتریکی	N	N;SG
電氣	برقی	電氣	برق	N	N;SG
電氣	الکتریکی	電氣	الکتریکی	N	N;SG
電氣	الکتریک	電氣	الکتریک	N	N;SG
眉	ابرو	眉	ابرو	N	N;SG
眉	ابرو	眉	ابرو	N	N;SG
股權	عدل	股權	None	N	N;SG
股權	انصاف	股權	انصاف	N	N;SG
記憶	رام	記憶	رام	N	N;SG
記憶	ram	記憶	ram	N	N;SG
記憶	رم	記憶	رم	N	N;SG
記憶	خاطره	記憶	خاطره	N	N;SG
記憶	حافظه	記憶	حافظه	N	N;SG
記憶	حافظۀ	記憶	حافظۀ	N	N;SG
飯店	هتل	飯店	هتل	N	N;SG
飯店	رستورانی	飯店	رستورانی	N	N;SG
飯店	رستوران	飯店	رستوران	N	N;SG
快樂	مسرت	快樂	مسرت	N	N;SG
快樂	شادی	快樂	شادی	N	N;SG
快樂	جوی	快樂	جو	N	N;SG
快樂	شادمانی	快樂	شادمانی	N	N;SG
快樂	خوشی	快樂	None	N	N;SG
快樂	مبارک	快樂	مبارک	N	N;SG
守護	گاردین	守護	گاردین	N	N;SG
守護	نگهبانی	守護	None	N	N;SG
守護	گارد	守護	گاشت#گار	N	N;SG
頭部	هد	頭部	هد	N	N;SG
頭部	سر	頭部	سر	N	N;SG
盆地	حوضه	盆地	حوضه	N	N;SG
盆地	سماور	盆地	None	N	N;SG
粉絲	هواداران	粉絲	هوادار	N	N;PL
粉絲	هوادارن	粉絲	هوادارن	N	N;PL
粉絲	طرفداران	粉絲	طرفدار	N	N;PL
粉絲	بادبزن	粉絲	بادبزن	N	N;SG
粉絲	طرفدار	粉絲	طرفدار	N	N;SG
粉絲	پنکه	粉絲	پنکه	N	N;SG
粉絲	فن	粉絲	فن	N	N;SG
畫家	نقاش	畫家	نقاش	N	N;SG
形狀	شکلها	形狀	شکل	N	N;PL
形狀	شکل	形狀	شکل	N	N;SG
兵器	سلاح	兵器	سلاح	N	N;PL
兵器	سلاح	兵器	سلاح	N	N;PL
迫害	فتنه	迫害	فتنه	N	N;SG
報紙	روزنامه	報紙	روزنامه	N	N;SG
硫	گوگرد	硫	گوگرد	N	N;SG
硫	سولفور	硫	سولفور	N	N;SG
硫	سولفور	硫	سولفور	N	N;SG
腰	کمر	腰	کمر	N	N;SG
地產	ویژگی	地產	ویژگی	N	N;SG
地產	دارایی	地產	دارایی	N	N;SG
地產	ملک	地產	ملک	N	N;SG
地產	اموال	地產	مال	N	N;PL
地產	مالکیت	地產	مالکیت	N	N;SG
天堂	آسمان	天堂	آسمان	N	N;SG
天堂	بهشت	天堂	بهشت	N	N;SG
關鍵	کلید	關鍵	None	N	N;SG
關鍵	کلیدی	關鍵	کلیدی	N	N;SG
框架	فریم	框架	فریم	N	N;SG
框架	چارچوب	框架	چارچوب	N	N;SG
框架	چهارچوب	框架	چهارچوب	N	N;SG
框架	قاب	框架	None	N	N;SG
框架	چارچوب	框架	چارچوب	N	N;SG
框架	فریم	框架	فریم	N	N;SG
槍管	بشکه	槍管	بشکه	N	N;SG
室內	سالنی	室內	سالنی	N	N;SG
中	میانه	中	میانه	N	N;SG
武士	سامورایی	武士	سامورایی	N	N;SG
棚	آلونک	棚	آلونک	N	N;SG
等	مساوی	等	مساوی	N	N;SG
巨星	سوپراستار	巨星	سوپراستار	N	N;SG
國旗	پرچم	國旗	پرچم	N	N;SG
酯	استر	酯	استر	N	N;SG
判決	داوری	判決	داوری	N	N;SG
判決	قضاوت	判決	قضاوت	N	N;SG
判決	حکم	判決	حکم	N	N;SG
判決	حاکمیت	判決	حاکمیت	N	N;SG
判決	قضاوت	判決	قضاوت	N	N;SG
判決	حکم	判決	حکم	N	N;SG
判決	قضاوتی	判決	قضاوتی	N	N;SG
判決	داوری	判決	داوری	N	N;SG
案例	پرونده	案例	پرونده	N	N;SG
案例	کیس	案例	کیس	N	N;SG
案例	مورد	案例	مورد	N	N;SG
案例	موارد	案例	مورد	N	N;PL
周圍	اطراف	周圍	اطراف	N	N;PL
周圍	حوالی	周圍	حوالی	N	N;PL
職員	کارمند	職員	کارمند	N	N;SG
服裝	پوشاک	服裝	None	N	N;SG
服裝	لباسها	服裝	لباس	N	N;PL
服裝	لباس	服裝	لباس	N	N;SG
服裝	لباسهای	服裝	لباس	N	N;PL
服裝	لباس	服裝	لباس	N	N;SG
服裝	پوشاک	服裝	None	N	N;SG
雷達	راداری	雷達	راداری	N	N;SG
雷達	رادار	雷達	رادار	N	N;SG
排球	والیبال	排球	والیبال	N	N;SG
溫泉	چشمه	溫泉	چشمه	N	N;SG
溫泉	اسپا	溫泉	اسپا	N	N;SG
航行	بادبان	航行	بادب	N	N;SG
航行	ناوبری	航行	ناوبری	N	N;SG
航行	قایقرانی	航行	قایقرانی	N	N;SG
航行	دریانوردی	航行	دریانوردی	N	N;SG
傾向	تمایلات	傾向	تمایل	N	N;PL
傾向	گرایش	傾向	گرایش	N	N;SG
癌	سرطانی	癌	سرطانی	N	N;SG
癌	سرطان	癌	سرطان	N	N;SG
瓶	بطری	瓶	بطری	N	N;SG
領地	قلمروی	領地	قلمروی	N	N;SG
領地	قلمرو	領地	قلمرو	N	N;SG
社會	سوسیالیستی	社會	سوسیالیستی	N	N;SG
社會	سوسیالیست	社會	سوسیالیست	N	N;SG
社會	سوسیالیسم	社會	سوسیالیسم	N	N;SG
輻射	رادیواکتیو	輻射	رادیواکتیو	N	N;SG
輻射	رادیواکتیوی	輻射	رادیواکتیوی	N	N;SG
輻射	رادیواکتیو	輻射	رادیواکتیو	N	N;SG
驚	شوک	驚	شوک	N	N;SG
奶	شیر	奶	شیر	N	N;SG
奶	میلک	奶	میلک	N	N;SG
季節	فصلی	季節	فصلی	N	N;SG
季節	فصل	季節	فصل	N	N;SG
季節	فصلها	季節	فصل	N	N;PL
季節	فصول	季節	فصول	N	N;PL
生態	اکولوژیکی	生態	اکولوژیکی	N	N;SG
雞	مرغی	雞	مرغی	N	N;SG
雞	مرغ	雞	مرغ	N	N;SG
雞	جوجه	雞	جوجه	N	N;SG
夥伴	همکار	夥伴	همکار	N	N;SG
夥伴	شریک	夥伴	None	N	N;SG
夥伴	شرکا	夥伴	شرکا	N	N;PL
夥伴	همتای	夥伴	همتا	N	N;SG
夥伴	شریک	夥伴	None	N	N;SG
床	تخت	床	تخت	N	N;SG
床	تختخواب	床	تختخواب	N	N;SG
床	بستر	床	بستر	N	N;SG
床	رختخواب	床	None	N	N;SG
信任	توکل	信任	None	N	N;SG
信任	اعتماد	信任	اعتماد	N	N;SG
信任	معتمد	信任	معتمد	N	N;SG
信任	امین	信任	None	N	N;SG
袋	ساک	袋	ساک	N	N;SG
袋	کیسه	袋	کیسه	N	N;SG
袋	کیف	袋	کیف	N	N;SG
袋	کیسه	袋	کیسه	N	N;SG
各省	استانهای	各省	استان	N	N;PL
重力	گرانشی	重力	گرانشی	N	N;SG
重力	جاذبه	重力	جاذبه	N	N;SG
重力	گرانش	重力	گرانش	N	N;SG
散文	نثر	散文	نثر	N	N;SG
秘書	دبیر	秘書	دبیر	N	N;SG
秘書	منشی	秘書	منشی	N	N;SG
棕	قهوهای	棕	قهو	N	N;PL
棕	براون	棕	براون	N	N;SG
藥物	مواد	藥物	ماده	N	N;PL
