netto	جالی	netto	جالی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
looptijd	پختگی	looptijd	پختگی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
looptijd	پختگی	looptijd	پختگی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
looptijd	رسیدگی	looptijd	رسیدگی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
foutje	چوک	foutje	چوک	N;NEUT;SG	N;NOM;MASC;SG;3
foutje	چوک	foutje	چوک	N;NEUT;SG	N;NOM;MASC;SG;3
willekeur	زورازوری	willekeur	زورازوری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
willekeur	زبردستی	willekeur	زبردستی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
alleenstaande	اکیلا	alleenstaande	اکیلا	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
alleenstaande	سیدھا	alleenstaande	سیدھا	V;V.PTCP	V;ACT
alleenstaande	اکیلا	alleenstaande	اکیلا	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
alleenstaande	سیدھا	alleenstaande	سیدھا	V;V.PTCP	V;ACT
psyche	ذہن	psych	ذہن	N;MASC+FEM;SG	N;NOM;MASC;SG;3
psyche	روح	psych	روح	N;MASC+FEM;SG	N;NOM;MASC;SG;3
buurvrouw	ملحق	buurvrouw	ملحق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
buurvrouw	ملحق	buurvrouw	ملحق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beknopt	تھوڑا	beknopt	تھوڑ	ADJ	ADJ;NOM;MASC;SG
commotie	شورش	commotie	شورش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
koffer	چپٹے	koffer	چپٹہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
duwen	دھکیلنا	duw	دھکیل	V;NFIN	V;NFIN;ACT
hooker	طوائف.	hooker	طوائف.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lone	مہجور	lone	مہجور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
overledene	متوفّی	overlid	متوفّی	ADJ	ADJ
sketch	خاکہ	sketch	خاکہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pudding	گوشت	pudding	گوشت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
superieur	بہتر	superieur	بہتر	ADJ	ADJ
odd	رقم	odd	رقم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
odd	رقم	odd	رقم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schande	غیرت	schanden	غیرت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schande	شرم	schanden	شرم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schande	غیرت	schanden	غیرت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schande	شے	schanden	شے	N;MASC+FEM;SG	N;NOM;FEM;SG;3
schande	شے	schanden	شے	N;MASC+FEM;SG	N;NOM;FEM;SG;3
schande	خواری	schanden	خواری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
eindig	غائب	eindig	غائب	ADJ	ADJ
ruige	مستحکم	ruig	مستحکم	ADJ	ADJ
tablet	تختہ	tablet	تختہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
boycot	مقاطعہ	boycot	مقاطعہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
eindeloos	لامتناہی	eindeloos	لامتناہی	ADJ	ADJ
grind	ریت	grind	ریت	N;NEUT;SG	N;NOM;MASC;SG;3
grind	ریت	grind	ریت	N;NEUT;SG	N;NOM;MASC;SG;3
fatsoenlijk	ستھرا	fatsoenlijk	ستھرا	ADJ	ADJ
fatsoenlijk	معتبر	fatsoenlijk	معتبر	ADJ	ADJ
smile	مسکراہٹ	smile	مسکراہٹ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
smile	خوشنودی	smile	خوشنودی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
razend	چلاتا	razend	چلا	V;V.PTCP	V;IPFV;MASC;SG;V.PTCP;ACT
stout	بدمعاش.	stout	بدمعاش.	ADJ	ADJ
stout	بدمعاش.	stout	بدمعاش.	ADJ	ADJ
stout	مضبوط	stout	مضبوط	ADJ	ADJ
gevoeligheid	نرمی	gevoeligheid	نرمی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
knol	ورم	knol	ورم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
valide	جائز	valide	جائز	ADJ	ADJ
triest	شرمناک	triest	شرمناک	ADJ	ADJ
triest	رنجیدہ	triest	رنجیدہ	ADJ	ADJ
triest	شرمناک	triest	شرمناک	ADJ	ADJ
eren	بھنانا.	eren	بھنانا.	V;NFIN	V;MASC;SG;NFIN;ACT
eren	ماننا	eren	مان	V;NFIN	V;MASC;SG;NFIN
eren	بھنانا.	eren	بھنانا.	V;NFIN	V;MASC;SG;NFIN;ACT
eren	ماننا	eren	مان	V;NFIN	V;MASC;SG;NFIN
hulde	نذر	hulde	نذر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beeldscherm	آڑ	beeldscherm	آڑ	N;NEUT;SG	N;NOM;MASC;SG;3
rouw	عزاداری.	rouw	عزاداریؤ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
survival	شے	survival	شے	N;MASC+FEM;SG	N;NOM;FEM;SG;3
survival	عمل	survival	عمل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
naderen	پہنچ	naderen	پہنچ	V;NFIN	V;ACT
pion	پیدل	pion	پیدل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
universeel	جامع	universeel	جامع	ADJ	ADJ
universeel	جامع	universeel	جامع	ADJ	ADJ
universeel	آفاقی	universeel	آفاقی	ADJ	ADJ
optocht	چوک	optocht	چوک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
optocht	جلوس	optocht	جلوس	N;MASC+FEM;SG	N;NOM;MASC;SG;3
optocht	حرکت	optocht	حرکت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schok	شورش	schok	شورش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schok	تصادم	schok	تصادم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schok	دھماکا	schok	دھماکا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gerechtigheid	انصاف	gerechtigheid	انصاف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
volslagen	قطعی	volslaan	قطعی	ADJ	ADJ
volslagen	قطعی	volslaan	قطعی	ADJ	ADJ
slank	چھوٹا	slank	چھوٹا	ADJ	ADJ;NOM;MASC;SG
slank	تیز	slank	تیز	ADJ	ADJ
slank	مختصر	slank	مختصر	ADJ	ADJ
gier	گدھ	gier	گدھ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
deugd	اچھائی	deugd	اچھائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
deugd	صفت	deugd	صفت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
deugd	خوبی	deugd	خوبی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
deugd	وصف	deugd	وصف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
deugd	اچھائی	deugd	اچھائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
deugd	صفت	deugd	صفت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
deugd	خوبی	deugd	خوبی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vervaardiging	ادب	vervaardiging	ادب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
graphics	تشکیلات	graphics	تشکیل	N;PL	N;NOM;MASC;PL;3
overlappen	چھانا	overlappen	چھانا	V;NFIN	V;SG;NFIN;ACT
stoffelijk	جسمانی	stoffelijk	جسمانی	ADJ	ADJ
technicus	انجینئر	technicus	انجینئر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
onervaren	ناآزمودہ	onervaren	ناآزمودہ	ADJ	ADJ
volledigheid	اتمام	volledigheid	اتمام	N;MASC+FEM;SG	N;NOM;MASC;SG;3
incorrect	غلط	incorrect	غلط	ADJ	ADJ
krediet	اعتماد	krediet	اعتماد	N;NEUT;SG	N;NOM;MASC;SG;3
eenvoud	سادگی	eenvoud	سادگی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
informatieve	معلوماتی	informatief	معلوماتی	ADJ	ADJ
ontslaan	بھلانا	ontslaan	بھلانا	V;NFIN	V;SG;NFIN;ACT
ontslaan	بکھرنا	ontslaan	بکھر	V;NFIN	V;NFIN;ACT
ontslaan	توڑنا	ontslaan	توڑ	V;NFIN	V;MASC;SG;NFIN;ACT
tune	آہنگ	tune	آہنگ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
shine	روشنی	shine	روشنی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
shine	روشنی	shine	روشنی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
shine	چمک	shine	چمک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
onhandig	دشوار	onhandig	دشوار	ADJ	ADJ
onhandig	دشوار	onhandig	دشوار	ADJ	ADJ
overvloed	دولت	overvloed	دولت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
overvloed	بہتات	overvloed	بہتات	N;MASC+FEM;SG	N;NOM;MASC;SG;3
overvloed	دولت	overvloed	دولت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
overvloed	بہتات	overvloed	بہتات	N;MASC+FEM;SG	N;NOM;MASC;SG;3
overvloed	کثرت	overvloed	کثرت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reprise	اداکاری	reprise	اداکاری	N;MASC+FEM;SG	N;NOM;FEM;SG;3
recreatieve	تفریحی	recreatief	تفریحی	ADJ	ADJ
irritatie	اشتعال	irritatie	اشتعال	N;MASC+FEM;SG	N;NOM;MASC;SG;3
maxim	اصول	maxim	اصول	N;MASC+FEM;SG	N;NOM;MASC;SG;3
observatie	مشاہدہ	observatie	مشاہدہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
observatie	تبصرہ	observatie	تبصرہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
observatie	ادراک	observatie	ادراک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
chamberlain	بادشاہ	chamberlain	بادشاہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afmeting	ضخامت	afmeting	ضخامت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afmeting	وسعت	afmeting	وسعت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afmeting	گہرائی	afmeting	گہرائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
afmeting	طول	afmeting	طول	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afmeting	رقبہ	afmeting	رقبہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afmeting	حجم	afmeting	حجم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afmeting	پیمائش.	afmeting	پیمائش.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
onmogelijke	محال	onmogelijk	محال	ADJ	ADJ
mutatie	تبدیلی	mutatie	تبدیلی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
gezegde	قول.	zeggen	قول.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gezegde	قول.	zeggen	قول.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gezegde	دانش	zeggen	دانش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gezegde	قول	zeggen	قول	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gezegde	کہاوت	zeggen	کہاوت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gezegde	دانش	zeggen	دانش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gezegde	قول	zeggen	قول	N;MASC+FEM;SG	N;NOM;MASC;SG;3
manipuleren	برتنا	manipuleren	برتنا	V;NFIN	V;NFIN;ACT
onbelangrijk	لایعنی	onbelangrijk	لایعنی	ADJ	ADJ
onbelangrijk	غیراہم	onbelangrijk	غیراہم	ADJ	ADJ
absurde	نامعقول	absurde	نامعقول	ADJ	ADJ
uitgifte	روانگی	uitgifte	روانگی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
uitgifte	نتیجہ	uitgifte	نتیجہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitgifte	سیل	uitgifte	سیل	N;MASC+FEM;SG	N;NOM;FEM;SG;3
uitgifte	تنازعہ	uitgifte	تنازعہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitgifte	اخبار	uitgifte	اخبار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitgifte	نوٹ	uitgifte	نوٹ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitgifte	تقسیم	uitgifte	تقسیم	N;MASC+FEM;SG	N;NOM;FEM;SG;3
uitgifte	روانگی	uitgifte	روانگی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
uitgifte	مسئلہ	uitgifte	مسئلہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitgifte	نتیجہ	uitgifte	نتیجہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitgifte	سیل	uitgifte	سیل	N;MASC+FEM;SG	N;NOM;FEM;SG;3
uitgifte	تنازعہ	uitgifte	تنازعہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitgifte	اخبار	uitgifte	اخبار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitgifte	نوٹ	uitgifte	نوٹ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitgifte	تقسیم	uitgifte	تقسیم	N;MASC+FEM;SG	N;NOM;FEM;SG;3
uitgifte	اجرا	uitgifte	اجرا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
laterale	ذیلی	lateraal	ذیلی	ADJ;CMPR	ADJ
efficiënte	لائق	efficiënt	لائق	ADJ	ADJ
berichtje	مہم	bericht	مہم	N;NEUT;SG	N;NOM;MASC;SG;3
berichtje	پیغام	bericht	پیغام	N;NEUT;SG	N;NOM;MASC;SG;3
berichtje	ارشاد	bericht	ارشاد	N;NEUT;SG	N;NOM;MASC;SG;3
berichtje	مقصد	bericht	مقصد	N;NEUT;SG	N;NOM;MASC;SG;3
lyrische	جذباتی	lyrisch	جذباتی	ADJ	ADJ;NOM
horde	رکاوٹ	horde	رکاوٹ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
briefje	پیغام	brief	پیغام	N;NEUT;SG	N;NOM;MASC;SG;3
briefje	نوعیت	brief	نوعیت	N;NEUT;SG	N;NOM;FEM;SG;3
briefje	مشاہدہ	brief	مشاہدہ	N;NEUT;SG	N;NOM;MASC;SG;3
briefje	لہجہ	brief	لہجہ	N;NEUT;SG	N;NOM;MASC;SG;3
toevallige	غیرمتوقع.	toevallig	غیرمتوقع.	ADJ	ADJ
toevallige	حادثاتی	toevallig	حادثاتی	ADJ	ADJ
toevallige	عارضی	toevallig	عارضی	ADJ	ADJ
toevallige	غیرارادی	toevallig	غیرارادی	ADJ	ADJ
toevallige	اتفاقی	toevallig	اتفاقی	ADJ	ADJ
verstoppen	چھپنا.	verstoppen	چھپنا.	V;NFIN	V;SG;ACT
plechtige	رسمی	plechtig	رسمی	ADJ	ADJ
plechtige	فہمیدہ	plechtig	فہمیدہ	ADJ	ADJ
plechtige	رسمی	plechtig	رسمی	ADJ	ADJ
plechtige	فہمیدہ	plechtig	فہمیدہ	ADJ	ADJ
plechtige	سنجیدہ	plechtig	سنجیدہ	ADJ	ADJ
gist	خلاصہ	gist	خلاصہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gist	خمیر	gist	خمیر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
spraak	تقریر	spraak	تقریر	N;MASC+FEM;SG	N;NOM;FEM;SG;3
enter	کتاب	enter	کتاب	N;NEUT;SG	N;NOM;MASC;SG;3
ravel	گرہ	ravel	گرہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ravel	پیچیدگی.	ravel	پیچیدگی.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
intense	پُرزور	intens	پُرزور	ADJ	ADJ
intense	قوی	intens	قوی	ADJ	ADJ
intense	پُرزور	intens	پُرزور	ADJ	ADJ
intense	قوی	intens	قوی	ADJ	ADJ
intense	شدید	intens	شدید	ADJ	ADJ
schudden	جھنجوڑنا	schudden	جھنجوڑنا	V;NFIN	V;NFIN;ACT
schudden	جھنجوڑنا	schudden	جھنجوڑنا	V;NFIN	V;NFIN;ACT
schudden	کپکپانا	schudden	کپکپانا	V;NFIN	V;MASC;SG;NFIN;ACT
engagement	ملاقات	engagement	ملاقات	N;NEUT;SG	N;NOM;FEM;SG;3
engagement	عہد	engagement	عہد	N;NEUT;SG	N;NOM;MASC;SG;3
orkestratie	تنظیم	orkestratie	تنظیم	N;MASC+FEM;SG	N;NOM;FEM;SG;3
apotheek	دواخانہ	apotheek	دواخانہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verkracht	لوٹنا.	verkrachten	لوٹنا.	V;V.PTCP	V;NFIN
opwekken	بلانا	opwekken	بلانا	V;NFIN	V;MASC;SG;NFIN;ACT
slikken	نگلنے	slikken	نگل	V;NFIN	V;ACC;NFIN
slikken	نگلنے	slikken	نگل	V;NFIN	V;ACC;NFIN
verschrikkelijk	برا	verschrikkelijk	برا	ADJ	ADJ;NOM;MASC;SG
verschrikkelijk	ناگوار	verschrikkelijk	ناگوار	ADJ	ADJ
verschrikkelijk	شرمندہ.	verschrikkelijk	شرمندہ.	ADJ	ADJ
adoptie	اخذ	adoptie	اخذ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
adoptie	قبولیت	adoptie	قبولیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
adoptie	منظوری	adoptie	منظوری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
badge	رکنیت	badg	رکنیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bergachtige	پہاڑی	bergachtig	پہاڑی	ADJ	ADJ
vroom	متقی	vroom	متقی	ADJ	ADJ
vroom	متقی	vroom	متقی	ADJ	ADJ
gelijkaardig	مثنٰی	gelijkaardig	مثنٰی	ADJ	ADJ
graftombe	قبر	graftombe	قبر	N;MASC+FEM;SG	N;NOM;FEM;SG;3
graftombe	مقبرہ	graftombe	مقبرہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
plundering	نفع	plundering	نفع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
steil	غیرمعمولی	steil	غیرمعمولی	ADJ	ADJ
opgraving	حفّاری	opgraving	حفّاری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opgraving	کھدائی	opgraving	کھدوا	N;MASC+FEM;SG	N;NOM;FEM;SG;3
krokodil	مگرمچھ	krokodil	مگرمچھ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beëindiging	خاتمہ	beëindiging	خاتمہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beëindiging	اختتام.	beëindiging	اختتام.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dynastieke	خاندانی	dynastiek	خاندانی	ADJ	ADJ
credit	اعتماد	credit	اعتماد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bale	مصیبت	bale	مصیبت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
bale	مصیبت	bale	مصیبت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
krom	ناہموار	krom	ناہموار	ADJ	ADJ
krom	ناہموار	krom	ناہموار	ADJ	ADJ
krom	مجرمانہ.	krom	مجرمانہ	ADJ	ADJ
eenzaamheid	مہجور	eenzaamheid	مہجور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
eenzaamheid	مہجور	eenzaamheid	مہجور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
cult	مسلک	cult	مسلک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
host	ملائکہ	host	ملائکہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
parachute	پیراشوٹ	parachute	پیراشوٹ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
parachute	آبشار	parachute	آبشار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tussentijds	عارضی	tussentijds	عارضی	ADJ	ADJ
reparatie	شہرت	reparatie	شہرت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
reparatie	رجوع	reparatie	رجوع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reparatie	رسائی	reparatie	رسائی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reparatie	مرجع	reparatie	مرجع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reparatie	مقبولیت	reparatie	مقبولیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bagage	لڑکی	bagage	لڑکی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
bagage	عورت	bagage	عورت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
transmissie	ترسیل	transmissie	ترسیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
regenboog	دھنک	regenboog	دھنک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
loterij	ملبہ	loterij	ملبہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
breedtegraad	رواداری	breedtegraad	رواداری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
specificatie	تخصیص	specificatie	تخصیص	N;MASC+FEM;SG	N;NOM;MASC;SG;3
controller	قبضہ	controller	قبضہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
controller	قابو	controller	قابو	N;MASC+FEM;SG	N;NOM;MASC;SG;3
controller	گرفت	controller	گرفت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tendens	رجحان	tendens	رجحان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kluizenaar	راہب	kluizenaar	راہب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afwerking	لکڑی	afwerking	لکڑی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afwerking	تہذیب	afwerking	تہذیب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
misleidend	بھٹکانے	misleidend	بھٹکا	V;V.PTCP	V;ACC;NFIN
misleidend	بہکانے	misleidend	بہکا	V;V.PTCP	V;NFIN;ACT
misleidend	بھٹکانے	misleidend	بھٹکا	V;V.PTCP	V;ACC;NFIN
sober	معقول.	sober	معقول.	ADJ	ADJ
sober	سادہ	sober	سادہ	ADJ	ADJ
sober	متوازن	sober	متوازن	ADJ	ADJ
sober	معقول.	sober	معقول.	ADJ	ADJ
sober	سادہ	sober	سادہ	ADJ	ADJ
sober	متوازن	sober	متوازن	ADJ	ADJ
sober	سنجیدہ	sober	سنجیدہ	ADJ	ADJ
sober	متقی	sober	متقی	ADJ	ADJ
pace	دھیمی	pace	دھیمی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
pace	دھیمی	pace	دھیمی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ongewone	انوکھا	ongewoon	انوکھا	ADJ	ADJ;NOM;MASC;SG
ongewone	غیرمعمولی	ongewoon	غیرمعمولی	ADJ	ADJ
elegante	امیرانہ	elegant	امیرانہ	ADJ	ADJ
elegante	ممتاز	elegant	ممتاز	ADJ	ADJ
elegante	امیرانہ	elegant	امیرانہ	ADJ	ADJ
elegante	ممتاز	elegant	ممتاز	ADJ	ADJ
tegenspraak	تنسیخ	tegenspraak	تنسیخ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tegenspraak	انکار	tegenspraak	انکار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tegenspraak	تنسیخ	tegenspraak	تنسیخ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tegenspraak	تردید	tegenspraak	تردید	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tegenspraak	انکار	tegenspraak	انکار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tegenspraak	تضاد	tegenspraak	تضاد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
roest	کثافت	roesten	کثافت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rationele	سہل	rationeel	سہل	ADJ	ADJ
rationele	سہل	rationeel	سہل	ADJ	ADJ
rationele	عقلی	rationeel	عقلی	ADJ	ADJ
rationele	معقول	rationeel	معقول	ADJ	ADJ
wond	زخم	wond	زخم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mascotte	شخص	mascotte	شخص	N;MASC+FEM;SG	N;NOM;MASC;SG;3
naleving	لچک	naleving	لچک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
naleving	لچک	naleving	لچک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
naleving	تعمیل	naleving	تعمیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
acceptatie	قبولیت	acceptatie	قبولیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
acceptatie	رضامندی.	acceptatie	رضامندی.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
architectonische	تعمیراتی	architectonisch	تعمیراتی	ADJ	ADJ;NOM
schijnbare	ظاہری	schijnbaar	ظاہری	ADJ	ADJ
navigator	بحریمحقق.	navigator	بحریمحقق.	N;MASC+FEM;SG	N;NOM;SG;3
rijbewijs	اسلحہ	rijbewijs	اسلحہ	N;NEUT;SG	N;NOM;MASC;SG;3
rijbewijs	اجازت	rijbewijs	اجازت	N;NEUT;SG	N;NOM;FEM;SG;3
rijbewijs	اجازہ	rijbewijs	اجازہ	N;NEUT;SG	N;NOM;MASC;SG;3
rijbewijs	اشاعت	rijbewijs	اشاعت	N;NEUT;SG	N;NOM;MASC;SG;3
rijbewijs	رخصت	rijbewijs	رخصت	N;NEUT;SG	N;NOM;FEM;SG;3
rijbewijs	صداقت.	rijbewijs	صداقت.	N;NEUT;SG	N;NOM;MASC;SG;3
rijbewijs	سند	rijbewijs	سند	N;NEUT;SG	N;NOM;MASC;SG;3
trauma	مصیبت	trauma	مصیبت	N;NEUT;SG	N;NOM;FEM;SG;3
equatoriaal	استوائی	equatoriaal	استوائی	ADJ	ADJ
verkenning	جستجو	verkenning	جستجو	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verkenning	تلاش	verkenning	تلاش	N;MASC+FEM;SG	N;NOM;FEM;SG;3
afhankelijkheid	تابع	afhankelijkheid	تابع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afhankelijkheid	آسرا	afhankelijkheid	آسرا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afhankelijkheid	اعتماد	afhankelijkheid	اعتماد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vrijgezel	جریدہ	vrijgezel	جریدہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vrijgezel	جریدہ	vrijgezel	جریدہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
atmosferische	فضائی	atmosferisch	فضائی	ADJ	ADJ
mest	کھاد	mest	کھاد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verloving	منگنی	verloving	منگنی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
verloving	ملاقات	verloving	ملاقات	N;MASC+FEM;SG	N;NOM;FEM;SG;3
levendig	مرتعش.	levendig	مرتعش.	ADJ	ADJ
levendig	بھرپور	levendig	بھرپور	ADJ	ADJ
levendig	خطرناک	levendig	خطرناک	ADJ	ADJ
levendig	زوردار	levendig	زوردار	ADJ	ADJ
levendig	تیز	levendig	تیز	ADJ	ADJ
troep	پارچہ	troep	پارچہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
troep	پارچہ	troep	پارچہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
troep	کباڑ	troep	کباڑ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
troep	مجمع	troep	مجمع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
behaarde	ڈراؤنا	beharen	ڈراوا	V;V.PTCP	V;MASC;SG;NFIN;ACT
eindeloze	لامتناہی	eindeloos	لامتناہی	ADJ	ADJ
