egy	une	egy	un	DET;INDF	DET;INDF;FEM;SG
napló	journal	napló	journal	N;NOM;SG	N;MASC;SG
napló	agenda	napló	agenda	N;NOM;SG	N;MASC;SG
napló	bûche	napló	bûche	N;NOM;SG	N;FEM;SG
eljárások	procédés	eljárás	procédé	N;NOM;PL	N;MASC;PL
eljárások	procédures	eljárás	procédure	N;NOM;PL	N;FEM;PL
betegségek	maladies	betegség	maladie	N;NOM;PL	N;FEM;PL
betegségek	maladies	betegség	maladie	N;NOM;PL	N;FEM;PL
orvosok	médecins	orvos	médecin	N;NOM;PL	N;MASC;PL
orvosok	docteurs	orvos	docteur	N;NOM;PL	N;MASC;PL
orvosok	médecins	orvos	médecin	N;NOM;PL	N;MASC;PL
baleset	accident	baleset	accident	N;NOM;SG	N;MASC;SG
baleset	plantage	baleset	plantage	N;NOM;SG	N;MASC;SG
baleset	accident	baleset	accident	N;NOM;SG	N;MASC;SG
baleset	crash	baleset	crash	N;NOM;SG	N;MASC;SG
baleset	krach	baleset	krach	N;NOM;SG	N;MASC;SG
találkozó	rencontre	találkozó	rencontre	N;NOM;SG	N;FEM;SG
találkozó	rencontre	találkozó	rencontre	N;NOM;SG	N;FEM;SG
találkozó	réunion	találkozó	réunion	N;NOM;SG	N;FEM;SG
találkozó	réunion	találkozó	réunion	N;NOM;SG	N;FEM;SG
találkozó	reunion	találkozó	reunion	N;NOM;SG	N;FEM;SG
szerkesztett	modifié	szerkesztett	modifier	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
szerkesztett	édité	szerkesztett	éditer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
átlagosan	moyen	átlagos	moyen	ADJ;FRML;SG	ADJ;MASC;SG
listák	listes	lista	liste	N;NOM;PL	N;FEM;PL
operatőr	cameraman	operatőr	cameraman	N;NOM;SG	N;MASC;SG
operatőr	caméraman	operatőr	caméraman	N;NOM;SG	N;MASC;SG
hozzájárult	consenti	hozzájárul	consentir	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
hozzájárult	contribué	hozzájárul	contribuer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
barátságos	amicale	barátságos	amical	ADJ;NOM;SG	ADJ;FEM;SG
barátságos	sympathique	barátságos	sympathique	ADJ;NOM;SG	ADJ;MASC;SG
barátságos	convivial	barátságos	convivial	ADJ;NOM;SG	ADJ;MASC;SG
barátságos	amical	barátságos	amical	ADJ;NOM;SG	ADJ;MASC;SG
uralma	règne	uralma	règne	N;NOM;SG	N;MASC;SG
megállapodás	accord	megállapodás	accord	N;NOM;SG	N;MASC;SG
megállapodás	arrangement	megállapodás	arrangement	N;NOM;SG	N;MASC;SG
megelőző	préventif	megelőző	préventif	ADJ;NOM;SG	ADJ;MASC;SG
megelőző	préventive	megelőző	préventif	ADJ;NOM;SG	ADJ;FEM;SG
állapota	état	állapot	état	N;NOM;SG	N;MASC;SG
állapota	condition	állapot	condition	N;NOM;SG	N;FEM;SG
istenek	dieux	ist	dieu	N;NOM;PL	N;MASC;PL
olimpia	olympia	olimpia	olympia	N;NOM;SG	N;MASC;SG
olimpia	olympiade	olimpia	olympiade	N;NOM;SG	N;FEM;SG
vetett	semé	vetett	semer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
házasság	mariage	házasság	mariage	N;NOM;SG	N;MASC;SG
pszichológiai	psychologie	pszichológiai	psychologie	N;NOM;SG	N;FEM;SG
megváltozott	changé	megváltozott	changer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
megváltozott	changée	megváltozott	changer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
megváltozott	modifier	megváltozott	modifier	V;INDF;IND;SG;3;PST;FIN;ACT	V;NFIN
megváltozott	changer	megváltozott	changer	V;INDF;IND;SG;3;PST;FIN;ACT	V;NFIN
egyházmegye	diocèse	egyházmegy	diocèse	N;NOM;SG	N;MASC;SG
tagság	adhésion	tagság	adhésion	N;NOM;SG	N;FEM;SG
xix	xixe	xix	xixe	N;NOM;SG	N;MASC;SG
megbeszélés	discussion	megbeszélés	discussion	N;NOM;SG	N;FEM;SG
megbeszélés	débat	megbeszélés	débat	N;NOM;SG	N;MASC;SG
megbeszélés	rencontre	megbeszélés	rencontre	N;NOM;SG	N;FEM;SG
megbeszélés	réunion	megbeszélés	réunion	N;NOM;SG	N;FEM;SG
warner	avertisseur	warner	avertisseur	N;NOM;SG	N;MASC;SG
utazás	voyage	utazás	voyage	N;NOM;SG	N;MASC;SG
utazás	voyage	utazás	voyage	N;NOM;SG	N;MASC;SG
utazás	journey	utazás	journey	N;NOM;SG	N;MASC;SG
utazás	parcours	utazás	parcours	N;NOM;SG	N;MASC;SG
utazás	voyage	utazás	voyage	N;NOM;SG	N;MASC;SG
utazás	trip	utazás	trip	N;NOM;SG	N;MASC;SG
beosztás	titre	beosztás	titre	N;NOM;SG	N;MASC;SG
beosztás	calendrier	beosztás	calendrier	N;NOM;SG	N;MASC;SG
technika	technologie	technika	technologie	N;NOM;SG	N;FEM;SG
pénz	monnaie	pénz	monnaie	N;NOM;SG	N;FEM;SG
pénz	argent	pénz	argent	N;NOM;SG	N;MASC;SG
siker	succes	siker	succe	N;NOM;SG	N;MASC;SG
siker	succès	siker	succès	N;NOM;SG	N;MASC;SG
siker	réussite	siker	réussite	N;NOM;SG	N;FEM;SG
dolgokat	choses	dolog	chose	N;ACC;PL	N;FEM;PL
lépés	étape	lépés	étape	N;NOM;SG	N;FEM;SG
egységek	unités	egység	unité	N;NOM;PL	N;FEM;PL
parancsnok	commandeur	parancsnok	commandeur	N;NOM;SG	N;MASC;SG
parancsnok	commandant	parancsnok	commandant	N;NOM;SG	N;MASC;SG
lövések	coups	lövés	coup	N;NOM;PL	N;MASC;PL
héten	semaine	hét	semaine	N;ON+ESS;SG	N;FEM;SG
biblia	bible	biblia	bible	N;NOM;SG	N;FEM;SG
szív	heart	szív	heart	N;NOM;SG	N;MASC;SG
szív	cœur	szív	cœur	N;NOM;SG	N;MASC;SG
szív	coeur	szív	coeur	N;NOM;SG	N;MASC;SG
forgalmazó	distributeur	forgalmazó	distributeur	N;NOM;SG	N;MASC;SG
javaslom	proposer	javaslom	proposer	V;DEF;IMP;SG;1;PRS;FIN;ACT	V;NFIN
javaslom	suggérer	javaslom	suggérer	V;DEF;IMP;SG;1;PRS;FIN;ACT	V;NFIN
környezet	environnement	környezet	environnement	N;NOM;SG	N;MASC;SG
tárgyak	objets	tárgy	objet	N;NOM;PL	N;MASC;PL
sorban	queue	sor	queue	N;IN+ESS;SG	N;FEM;SG
sorban	file	sor	file	N;IN+ESS;SG	N;FEM;SG
epizódok	épisodes	epizód	épisode	N;NOM;PL	N;MASC;PL
betű	lettre	betű	lettre	N;NOM;SG	N;FEM;SG
nőstény	femme	nőstény	femme	N;NOM;SG	N;FEM;SG
léteznek	existent	létezik	exister	V;INDF;IND;PL;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
léteznek	exister	létezik	exister	V;INDF;IND;PL;3;PRS;FIN;ACT	V;NFIN
württemberg	wurtemberg	württemberg	wurtemberg	N;NOM;SG	N;MASC;SG
szerette	adoré	szeret	adorer	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
szerette	aimée	szeret	aimer	V;DEF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
szerette	aimé	szeret	aimer	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
meccs	gibier	meccs	gibier	N;NOM;SG	N;MASC;SG
meccs	match	meccs	match	N;NOM;SG	N;MASC;SG
meccs	jeu	meccs	jeu	N;NOM;SG	N;MASC;SG
meccs	correspondance	meccs	correspondance	N;NOM;SG	N;FEM;SG
meccs	allumette	meccs	allumette	N;NOM;SG	N;FEM;SG
meccs	match	meccs	match	N;NOM;SG	N;MASC;SG
karakter	caractère	karakter	caractère	N;NOM;SG	N;MASC;SG
karakter	personnage	karakter	personnage	N;NOM;SG	N;MASC;SG
haditengerészet	navy	haditengerészet	navy	N;NOM;SG	N;FEM;SG
haditengerészet	marine	haditengerészet	marine	N;NOM;SG	N;FEM;SG
alkotmány	constitution	alkotmány	constitution	N;NOM;SG	N;FEM;SG
zenészek	musiciens	zenész	musicien	N;NOM;PL	N;MASC;PL
vér	sang	vér	sang	N;NOM;SG	N;MASC;SG
kritika	revue	kritika	revue	N;NOM;SG	N;FEM;SG
kritika	examen	kritika	examen	N;NOM;SG	N;MASC;SG
kritika	révision	kritika	révision	N;NOM;SG	N;FEM;SG
izabella	isabelle	izabella	isabelle	N;NOM;SG	N;FEM;SG
polgármester	bourgmestre	polgármester	bourgmestre	N;NOM;SG	N;MASC;SG
polgármester	maire	polgármester	maire	N;NOM;SG	N;MASC;SG
flotta	navy	flotta	navy	N;NOM;SG	N;FEM;SG
flotta	marine	flotta	marine	N;NOM;SG	N;FEM;SG
flotta	flotte	flotta	flotte	N;NOM;SG	N;FEM;SG
növényi	légume	növényi	légume	N;NOM;SG	N;MASC;SG
krisztina	christiane	krisztina	christiane	N;NOM;SG	N;FEM;SG
krisztina	christine	krisztina	christine	N;NOM;SG	N;FEM;SG
programok	programmes	program	programme	N;NOM;PL	N;MASC;PL
hajtott	conduit	hajt	conduire	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
pontok	dots	pont	dot	N;NOM;PL	N;MASC;PL
pontok	points	pont	point	N;NOM;PL	N;MASC;PL
pontok	points	pont	point	N;NOM;PL	N;MASC;PL
ipar	industrie	ipar	industrie	N;NOM;SG	N;FEM;SG
járművek	véhicules	jármű	véhicule	N;NOM;PL	N;MASC;PL
diákok	étudiants	diák	étudiant	N;NOM;PL	N;MASC;PL
diákok	etudiants	diák	etudiant	N;NOM;PL	N;MASC;PL
diákok	élèves	diák	élève	N;NOM;PL	N;MASC;PL
stratégiai	stratégique	stratégiai	stratégique	ADJ;NOM;SG	ADJ;MASC;SG
tonna	tonne	tonna	tonne	N;NOM;SG	N;FEM;SG
tonna	tonne	tonna	tonne	N;NOM;SG	N;FEM;SG
sárkány	kite	sárkány	kite	N;NOM;SG	N;MASC;SG
sárkány	dragon	sárkány	dragon	N;NOM;SG	N;MASC;SG
jogok	droits	jog	droit	N;NOM;PL	N;MASC;PL
szolgálat	service	szolgálat	service	N;NOM;SG	N;MASC;SG
kerülete	circonférence	kerület	circonférence	N;NOM;SG	N;FEM;SG
kedvező	favorable	kedvező	favorable	ADJ;NOM;SG	ADJ;MASC;SG
kedvező	propice	kedvező	propice	ADJ;NOM;SG	ADJ;MASC;SG
kedvező	propice	kedvező	propice	ADJ;NOM;SG	ADJ;MASC;SG
kedvező	favorable	kedvező	favorable	ADJ;NOM;SG	ADJ;MASC;SG
konferencia	conférence	konferencia	conférence	N;NOM;SG	N;FEM;SG
ferences	franciscain	ferences	franciscain	N;NOM;SG	N;MASC;SG
közgazdász	économiste	közgazdász	économiste	N;NOM;SG	N;MASC;SG
közgazdász	economist	közgazdász	economist	N;NOM;SG	N;MASC;SG
hatóságok	autorités	hatóság	autorité	N;NOM;PL	N;FEM;PL
kiállítása	exposition	kiállítás	exposition	N;NOM;SG	N;FEM;SG
szeretett	adoré	szeret	adorer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
szeretett	aimée	szeret	aimer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
szeretett	aimé	szeret	aimer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
szeretett	aimée	szeret	aimer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
szeretett	adoré	szeret	adorer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
blokk	bloc	blokk	bloc	N;NOM;SG	N;MASC;SG
blokk	blocage	blokk	blocage	N;NOM;SG	N;MASC;SG
személyi	personnelle	személyi	personnel	ADJ;NOM;SG	ADJ;FEM;SG
tábla	table	tábla	table	N;NOM;SG	N;FEM;SG
tábla	tableau	tábla	tableau	N;NOM;SG	N;MASC;SG
tábla	planche	tábla	planche	N;NOM;SG	N;FEM;SG
tábla	tablette	tábla	tablette	N;NOM;SG	N;FEM;SG
működése	fonctionnement	működés	fonctionnement	N;NOM;SG	N;MASC;SG
fut	courir	fut	courir	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
helyszínek	sites	helyszín	site	N;NOM;PL	N;MASC;PL
helyszínek	lieux	helyszín	lieu	N;NOM;PL	N;MASC;PL
helyszínek	localisations	helyszín	localisation	N;NOM;PL	N;FEM;PL
helyszínek	lieux	helyszín	lieu	N;NOM;PL	N;MASC;PL
helyszínek	endroits	helyszín	endroit	N;NOM;PL	N;MASC;PL
helyszínek	lieux	helyszín	lieu	N;NOM;PL	N;MASC;PL
hírek	nouveautés	hír	nouveauté	N;NOM;PL	N;FEM;PL
hírek	actualités	hír	actualité	N;NOM;PL	N;FEM;PL
iroda	bureau	iroda	bureau	N;NOM;SG	N;MASC;SG
turné	visite	tur	visite	N;NOM;SG	N;FEM;SG
turné	tour	tur	tour	N;NOM;SG	N;MASC;SG
felvételek	enregistrements	felvétel	enregistrement	N;NOM;PL	N;MASC;PL
választások	élections	választás	élection	N;NOM;PL	N;FEM;PL
választások	elections	választás	election	N;NOM;PL	N;FEM;PL
választások	élections	választás	élection	N;NOM;PL	N;FEM;PL
iskolák	ecoles	iskolák	ecole	N;NOM;PL	N;FEM;PL
iskolák	écoles	iskolák	école	N;NOM;PL	N;FEM;PL
fej	tête	fej	tête	N;NOM;SG	N;FEM;SG
fej	tête	fej	tête	N;NOM;SG	N;FEM;SG
szicíliai	sicile	szicíliai	sicile	ADJ;NOM;SG	ADJ;FEM;SG
szicíliai	sicilien	szicíliai	sicilien	ADJ;NOM;SG	ADJ;MASC;SG
szicíliai	sicilienne	szicíliai	sicilien	ADJ;NOM;SG	ADJ;FEM;SG
regisztrált	enregistrée	regisztrált	enregistrer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
regisztrált	enregistré	regisztrált	enregistrer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
regisztrált	inscrit	regisztrált	inscrire	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
regisztrált	enregistrée	regisztrált	enregistrer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
regisztrált	enregistré	regisztrált	enregistrer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
fegyver	armement	fegyver	armement	N;NOM;SG	N;MASC;SG
fegyver	arme	fegyver	arme	N;NOM;SG	N;FEM;SG
fegyver	fusil	fegyver	fusil	N;NOM;SG	N;MASC;SG
fegyver	pistolet	fegyver	pistolet	N;NOM;SG	N;MASC;SG
fegyver	arme	fegyver	arme	N;NOM;SG	N;FEM;SG
fegyver	revolver	fegyver	revolver	N;NOM;SG	N;MASC;SG
környék	voisinage	környék	voisinage	N;NOM;SG	N;MASC;SG
környék	quartier	környék	quartier	N;NOM;SG	N;MASC;SG
környék	voisinage	környék	voisinage	N;NOM;SG	N;MASC;SG
környék	quartier	környék	quartier	N;NOM;SG	N;MASC;SG
környék	région	környék	région	N;NOM;SG	N;FEM;SG
környék	zone	környék	zone	N;NOM;SG	N;FEM;SG
környék	domaine	környék	domaine	N;NOM;SG	N;MASC;SG
fal	paroi	fal	paroi	N;NOM;SG	N;FEM;SG
fal	muraille	fal	muraille	N;NOM;SG	N;FEM;SG
fal	mur	fal	mur	N;NOM;SG	N;MASC;SG
vonat	train	vonat	train	N;NOM;SG	N;MASC;SG
alakított	formé	alakított	former	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
alakított	formée	alakított	former	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
rakéta	fusée	rakéta	fusée	N;NOM;SG	N;FEM;SG
rakéta	rocket	rakéta	rocket	N;NOM;SG	N;MASC;SG
rakéta	roquette	rakéta	roquette	N;NOM;SG	N;FEM;SG
rakéta	missile	rakéta	missile	N;NOM;SG	N;MASC;SG
teljesítmény	performance	teljesítmény	performance	N;NOM;SG	N;FEM;SG
teljesítmény	rendement	teljesítmény	rendement	N;NOM;SG	N;MASC;SG
csillagászati	astronomie	csillagászati	astronomie	N;NOM;SG	N;FEM;SG
jelentés	reportage	jelentés	reportage	N;NOM;SG	N;MASC;SG
jelentés	rapport	jelentés	rapport	N;NOM;SG	N;MASC;SG
jelentés	reportage	jelentés	reportage	N;NOM;SG	N;MASC;SG
jelentés	signalement	jelentés	signalement	N;NOM;SG	N;MASC;SG
tábor	camp	tábor	camp	N;NOM;SG	N;MASC;SG
tábor	campement	tábor	campement	N;NOM;SG	N;MASC;SG
keretek	cadres	keret	cadre	N;NOM;PL	N;MASC;PL
keretek	montures	keret	monture	N;NOM;PL	N;FEM;PL
erőd	forteresse	erőd	forteresse	N;NOM;SG	N;FEM;SG
énekesek	chanteurs	énekes	chanteur	N;NOM;PL	N;MASC;PL
énekesek	chanteuses	énekes	chanteur	N;NOM;PL	N;FEM;PL
másodlagos	secondaire	másodlagos	secondaire	ADJ;NOM;SG	ADJ;MASC;SG
playstation	playstation	playstation	playstation	N;NOM;SG	N;FEM;SG
templomok	églises	templom	église	N;NOM;PL	N;FEM;PL
templomok	eglises	templom	eglise	N;NOM;PL	N;FEM;PL
templomok	temples	templom	temple	N;NOM;PL	N;MASC;PL
mérnöki	ingénierie	mérnöki	ingénierie	N;NOM;SG	N;FEM;SG
mérnöki	génie	mérnöki	génie	N;NOM;SG	N;MASC;SG
tanácsos	magister	tanácsos	magister	N;NOM;SG	N;MASC;SG
tanácsos	ordonnateur	tanácsos	ordonnateur	N;NOM;SG	N;MASC;SG
hiányában	absence	hiány	absence	N;IN+ESS;SG	N;FEM;SG
keret	cadre	kér	cadre	N;NOM;SG	N;MASC;SG
keret	ossature	kér	ossature	N;NOM;SG	N;FEM;SG
keret	cadre	kér	cadre	N;NOM;SG	N;MASC;SG
álnév	pseudonyme	álnév	pseudonyme	N;NOM;SG	N;MASC;SG
álnév	pseudonyme	álnév	pseudonyme	N;NOM;SG	N;MASC;SG
drámai	spectaculaire	drámai	spectaculaire	ADJ;NOM;SG	ADJ;MASC;SG
drámai	dramatique	drámai	dramatique	ADJ;NOM;SG	ADJ;MASC;SG
mérsékelt	tempérée	mérsékel	tempérer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
mérsékelt	tempéré	mérsékel	tempérer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
héber	hébreu	héber	hébreu	N;NOM;SG	N;MASC;SG
vizsgálat	etude	vizsgálat	etude	N;NOM;SG	N;FEM;SG
vizsgálat	étude	vizsgálat	étude	N;NOM;SG	N;FEM;SG
vizsgálat	essai	vizsgálat	essai	N;NOM;SG	N;MASC;SG
vizsgálat	test	vizsgálat	test	N;NOM;SG	N;MASC;SG
vizsgálat	enquête	vizsgálat	enquête	N;NOM;SG	N;FEM;SG
vizsgálat	examen	vizsgálat	examen	N;NOM;SG	N;MASC;SG
vizsgálat	essai	vizsgálat	essai	N;NOM;SG	N;MASC;SG
vizsgálat	test	vizsgálat	test	N;NOM;SG	N;MASC;SG
vizsgálat	épreuve	vizsgálat	épreuve	N;NOM;SG	N;FEM;SG
vizsgálat	inspection	vizsgálat	inspection	N;NOM;SG	N;FEM;SG
mező	champ	mező	champ	N;NOM;SG	N;MASC;SG
mező	domaine	mező	domaine	N;NOM;SG	N;MASC;SG
fiúk	garçons	fiúk	garçon	N;NOM;PL	N;MASC;PL
segíti	assiste	segíti	assister	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
alkalmazták	appliqués	alkalmaz	appliquer	V;DEF;IND;PL;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
levelet	lettre	levél	lettre	N;ACC;SG	N;FEM;SG
beszélni	parler	beszél	parler	V;NFIN;ACT	V;NFIN
beszélni	parle	beszél	parler	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
beszélni	parlez	beszél	parler	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
chelsea	chelsea	chelsea	chelsea	N;NOM;SG	N;MASC;SG
építeni	bâtir	épít	bâtir	V;NFIN;ACT	V;NFIN
építeni	construire	épít	construire	V;NFIN;ACT	V;NFIN
globális	global	globális	global	ADJ;NOM;SG	ADJ;MASC;SG
globális	mondiale	globális	mondial	ADJ;NOM;SG	ADJ;FEM;SG
globális	mondial	globális	mondial	ADJ;NOM;SG	ADJ;MASC;SG
kert	jardin	ker	jardin	N;NOM;SG	N;MASC;SG
szűk	étroit	szűk	étroit	ADJ;NOM;SG	ADJ;MASC;SG
szűk	étroite	szűk	étroit	ADJ;NOM;SG	ADJ;FEM;SG
szűk	étroit	szűk	étroit	ADJ;NOM;SG	ADJ;MASC;SG
zeneszerzők	compositeurs	zeneszerző	compositeur	N;NOM;PL	N;MASC;PL
kereszténység	chrétienté	kereszténység	chrétienté	N;NOM;SG	N;FEM;SG
kereszténység	christianisme	kereszténység	christianisme	N;NOM;SG	N;MASC;SG
vizsgálatok	essais	vizsgálat	essai	N;NOM;PL	N;MASC;PL
vizsgálatok	tests	vizsgálat	test	N;NOM;PL	N;MASC;PL
vizsgálatok	épreuves	vizsgálat	épreuve	N;NOM;PL	N;FEM;PL
vizsgálatok	enquêtes	vizsgálat	enquête	N;NOM;PL	N;FEM;PL
vizsgálatok	inspections	vizsgálat	inspection	N;NOM;PL	N;FEM;PL
vizsgálatok	etudes	vizsgálat	etude	N;NOM;PL	N;FEM;PL
vizsgálatok	études	vizsgálat	étude	N;NOM;PL	N;FEM;PL
vizsgálatok	enquêtes	vizsgálat	enquête	N;NOM;PL	N;FEM;PL
kód	code	kód	code	N;NOM;SG	N;MASC;SG
feltételek	termes	fel+tétel	terme	N;NOM;PL	N;MASC;PL
feltételek	conditions	fel+tétel	condition	N;NOM;PL	N;FEM;PL
gitáros	guitariste	gitáros	guitariste	N;NOM;SG	N;MASC;SG
linkek	liens	link	lien	N;NOM;PL	N;MASC;PL
gyakorolt	exercé	gyakorol	exercer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
gyakorolt	pratiqué	gyakorol	pratiquer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
gyakorolt	pratiquée	gyakorol	pratiquer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
gyakorolt	pratiqué	gyakorol	pratiquer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
gyakorolt	pratiquée	gyakorol	pratiquer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
dönt	décide	dönt	décider	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
elesett	tombé	elesett	tomber	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
elesett	tombée	elesett	tomber	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
elesett	tomba	elesett	tomber	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
elesett	tombée	elesett	tomber	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
elesett	déchu	elesett	déchoir	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
elesett	tombé	elesett	tomber	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
nasa	nasa	nasa	nasa	N;NOM;SG	N;FEM;SG
ige	verbe	ige	verbe	N;NOM;SG	N;MASC;SG
kronológia	chronologie	kronológia	chronologie	N;NOM;SG	N;FEM;SG
lélek	ame	lélek	ame	N;NOM;SG	N;FEM;SG
lélek	soul	lélek	soul	N;NOM;SG	N;MASC;SG
lélek	âme	lélek	âme	N;NOM;SG	N;FEM;SG
lélek	esprit	lélek	esprit	N;NOM;SG	N;MASC;SG
elfogadta	acceptée	el+fogad	accepter	V;DEF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
elfogadta	accepté	el+fogad	accepter	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
testvérek	soeurs	testvér	soeur	N;NOM;PL	N;FEM;PL
testvérek	sœurs	testvér	sœur	N;NOM;PL	N;FEM;PL
testvérek	freres	testvér	frer	N;NOM;PL	N;MASC;PL
testvérek	frères	testvér	frère	N;NOM;PL	N;MASC;PL
szövegek	textes	szöveg	texte	N;NOM;PL	N;MASC;PL
szövegek	paroles	szöveg	parole	N;NOM;PL	N;FEM;PL
választja	choisit	választ	choisir	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
szorosan	étroit	szoros	étroit	ADJ;FRML;SG	ADJ;MASC;SG
szerkezet	appareil	szerkezet	appareil	N;NOM;SG	N;MASC;SG
szerkezet	dispositif	szerkezet	dispositif	N;NOM;SG	N;MASC;SG
szerkezet	périphérique	szerkezet	périphérique	N;NOM;SG	N;MASC;SG
szerkezet	structure	szerkezet	structure	N;NOM;SG	N;FEM;SG
cégek	sociétés	cég	société	N;NOM;PL	N;FEM;PL
cégek	compagnies	cég	compagnie	N;NOM;PL	N;FEM;PL
cégek	entreprises	cég	entreprise	N;NOM;PL	N;FEM;PL
cégek	sociétés	cég	société	N;NOM;PL	N;FEM;PL
karácsonyi	noel	karácsonyi	noel	N;NOM;SG	N;MASC;SG
rom	rom	rom	rom	N;NOM;SG	N;FEM;SG
hegyek	montagnes	hegy	montagne	N;NOM;PL	N;FEM;PL
hegyek	monts	hegy	mont	N;NOM;PL	N;MASC;PL
hegyek	montagnes	hegy	montagne	N;NOM;PL	N;FEM;PL
talál	trouve	talál	trouver	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
képviselte	représenté	képvisel	représenter	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
képviselte	représentée	képvisel	représenter	V;DEF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
oktató	tuteur	oktató	tuteur	N;NOM;SG	N;MASC;SG
oktató	précepteur	oktató	précepteur	N;NOM;SG	N;MASC;SG
oktató	éducateur	oktató	éducateur	N;NOM;SG	N;MASC;SG
oktató	moniteur	oktató	moniteur	N;NOM;SG	N;MASC;SG
oktató	instructeur	oktató	instructeur	N;NOM;SG	N;MASC;SG
virág	fleur	virág	fleur	N;NOM;SG	N;FEM;SG
rendbe	fix	rend	fix	N;IN+ALL;SG	N;MASC;SG
rendbe	correctif	rend	correctif	N;IN+ALL;SG	N;MASC;SG
volán	roue	volán	roue	N;NOM;SG	N;FEM;SG
gyilkos	tueur	gyilkos	tueur	N;NOM;SG	N;MASC;SG
gyilkos	meurtrier	gyilkos	meurtrier	N;NOM;SG	N;MASC;SG
gyilkos	meurtrier	gyilkos	meurtrier	N;NOM;SG	N;MASC;SG
gyilkos	assassin	gyilkos	assassin	N;NOM;SG	N;MASC;SG
utak	routes	út	route	N;NOM;PL	N;FEM;PL
utak	chemins	út	chemin	N;NOM;PL	N;MASC;PL
lakosok	habitants	lakos	habitant	N;NOM;PL	N;MASC;PL
