vili	villa	vila	villa	N;NOM;FEM;SG	N;FEM;SG
pretirano	excesiva	pretirano	excesivo	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;FEM;SG
zemljišča	terrenos	zemljišče	terreno	N;NOM;NEUT;PL	N;MASC;PL
zemljišča	land	zemljišče	land	N;NOM;NEUT;PL	N
zemljišča	tierras	zemljišče	tierra	N;NOM;NEUT;PL	N;FEM;PL
zemeljskega	terrenal	zemeljski	terrenal	ADJ;GEN;NEUT;SG	ADJ;SG
povezovanje	integración	povezovanje	integración	N;NOM;NEUT;SG	N;FEM;SG
povezovanje	vinculación	povezovanje	vinculación	N;NOM;NEUT;SG	N;FEM;SG
povezovanje	conexión	povezovanje	conexión	N;NOM;NEUT;SG	N;FEM;SG
prizori	escenas	prizor	escena	N;NOM;MASC;PL	N;FEM;PL
globine	profundidades	globina	profundidad	N;NOM;FEM;PL	N;FEM;PL
izvajati	implementar	izvajati	implementar	V;IPFV;NFIN	V;NFIN
nedvomno	indudablemente	nedvomno	indudablemente	ADV	ADV
botanik	botánica	botanik	botánica	N;NOM;MASC;SG	N;FEM;SG
botanik	botánico	botanik	botánico	N;NOM;MASC;SG	N;MASC;SG
odkrit	descubierta	odkrit	descubrir	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
flote	flotas	flot	flota	N;NOM;FEM;PL	N;FEM;PL
flote	flotas	flot	flota	N;NOM;FEM;PL	N;FEM;PL
kandidata	candidata	kandidat	candidata	N;NOM;MASC;SG	N;FEM;SG
kandidata	candidato	kandidat	candidato	N;NOM;MASC;SG	N;MASC;SG
frankov	francos	frankov	franco	N;GEN;MASC;PL	N;MASC;PL
križišče	intersección	križišče	intersección	N;NOM;NEUT;SG	N;FEM;SG
križišče	cruce	križišče	cruce	N;NOM;NEUT;SG	N;MASC;SG
križišče	junction	križišče	junction	N;NOM;NEUT;SG	N;MASC;SG
križišče	empalme	križišče	empalme	N;NOM;NEUT;SG	N;MASC;SG
križišče	cruce	križišče	cruce	N;NOM;NEUT;SG	N;MASC;SG
igralce	jugadores	igralec	jugador	N;ACC;MASC;PL	N;MASC;PL
igralce	reproductores	igralec	reproductor	N;ACC;MASC;PL	N;MASC;PL
palice	barras	palica	barra	N;NOM;FEM;PL	N;FEM;PL
palice	rejas	palica	rejo	N;NOM;FEM;PL	N;FEM;PL
palice	bares	palica	bar	N;NOM;FEM;PL	N;MASC;PL
palice	palos	palica	palo	N;NOM;FEM;PL	N;MASC;PL
palice	bastones	palica	bastón	N;NOM;FEM;PL	N;MASC;PL
palice	palitos	palica	palito	N;NOM;FEM;PL	N;MASC;PL
palice	palos	palica	palo	N;NOM;FEM;PL	N;MASC;PL
palice	discotecas	palica	discoteca	N;NOM;FEM;PL	N;FEM;PL
palice	tréboles	palica	trébol	N;NOM;FEM;PL	N;MASC;PL
palice	clubes	palica	club	N;NOM;FEM;PL	N;MASC;PL
palice	varitas	palica	varita	N;NOM;FEM;PL	N;FEM;PL
palice	varillas	palica	varilla	N;NOM;FEM;PL	N;FEM;PL
palice	cañas	palica	caña	N;NOM;FEM;PL	N;FEM;PL
palice	varas	palica	vara	N;NOM;FEM;PL	N;FEM;PL
moška	masculino	moški	masculino	ADJ;NOM;FEM;SG	ADJ;MASC;SG
puščava	desierto	puščava	desierto	N;NOM;FEM;SG	N;MASC;SG
zmožnost	capacidad	zmožnost	capacidad	N;NOM;FEM;SG	N;FEM;SG
zmožnost	capacidad	zmožnost	capacidad	N;NOM;FEM;SG	N;FEM;SG
zmožnost	habilidad	zmožnost	habilidad	N;NOM;FEM;SG	N;FEM;SG
harvey	harvey	harvey	harvey	N;NOM;MASC;SG	N;MASC;SG
podpis	firma	podpis	firma	N;NOM;MASC;SG	N;FEM;SG
podpis	firma	podpis	firma	N;NOM;MASC;SG	N;FEM;SG
melodije	melodías	melodija	melodía	N;NOM;FEM;PL	N;FEM;PL
melodije	melodías	melodija	melodía	N;NOM;FEM;PL	N;FEM;PL
obrambno	defensiva	obramben	defensivo	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
obrambno	defensivo	obramben	defensivo	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
termin	término	termin	término	N;NOM;MASC;SG	N;MASC;SG
termin	cita	termin	cita	N;NOM;MASC;SG	N;FEM;SG
termin	designación	termin	designación	N;NOM;MASC;SG	N;FEM;SG
termin	nombramiento	termin	nombramiento	N;NOM;MASC;SG	N;MASC;SG
datotek	files	datoteka	fil	N;GEN;FEM;PL	N
datotek	archivos	datoteka	archivo	N;GEN;FEM;PL	N;MASC;PL
datotek	expedientes	datoteka	expediente	N;GEN;FEM;PL	N;MASC;PL
datotek	ficheros	datoteka	fichero	N;GEN;FEM;PL	N;MASC;PL
samodejno	automáticamente	samodejno	automáticamente	ADV	ADV
kvartet	cuarteto	kvartet	cuarteto	N;NOM;MASC;SG	N;MASC;SG
posebnosti	peculiaridades	posebnost	peculiaridad	N;NOM;FEM;PL	N;FEM;PL
posebnosti	particularidades	posebnost	particularidad	N;NOM;FEM;PL	N;FEM;PL
posebnosti	especificidades	posebnost	especificidad	N;NOM;FEM;PL	N;FEM;PL
pozitivni	positivo	pozitiven	positivo	ADJ;NOM;MASC;SG	ADJ;MASC;SG
pozitivni	positiva	pozitiven	positivo	ADJ;NOM;MASC;SG	ADJ;FEM;SG
nedavno	recientemente	nedavno	recientemente	ADV	ADV
piramida	pirámide	piramid	pirámide	N;NOM;FEM;SG	N;FEM;SG
vesoljska	espacial	vesoljski	espacial	ADJ;NOM;FEM;SG	ADJ;SG
žagar	puzzle	žagar	puzzle	N;NOM;MASC;SG	N;MASC;SG
žagar	jigsaw	žagar	jigsaw	N;NOM;MASC;SG	N;SG
katedrale	catedrales	katedrala	catedral	N;NOM;FEM;PL	N;FEM;PL
zvočni	audible	zvočen	audible	ADJ;NOM;MASC;SG	ADJ;SG
slava	fama	slava	fama	N;NOM;FEM;SG	N;FEM;SG
slava	fame	slava	fame	N;NOM;FEM;SG	N
slava	glory	slava	glory	N;NOM;FEM;SG	N;SG
slava	gloria	slava	gloria	N;NOM;FEM;SG	N;FEM;SG
madžari	húngaros	madžara	húngaro	N;NOM;MASC;PL	N;MASC;PL
odločno	firmemente	odločno	firmemente	ADV	ADV
odločno	fuertemente	odločno	fuertemente	ADV	ADV
sočasno	simultáneamente	sočasno	simultáneamente	ADV	ADV
sočasno	simultáneamente	sočasno	simultáneamente	ADV	ADV
moto	lema	moto	lema	N;NOM;MASC;SG	N;MASC;SG
moto	moto	moto	moto	N;NOM;MASC;SG	N;FEM;SG
duševno	mental	duševno	mental	ADJ;NOM;NEUT;SG	ADJ;SG
duševno	mental	duševno	mental	ADJ;NOM;NEUT;SG	ADJ;SG
ekip	equipos	ekipa	equipo	N;GEN;FEM;PL	N;MASC;PL
lokacijo	lugar	lokacija	lugar	N;ACC;FEM;SG	N;MASC;SG
lokacijo	ubicacion	lokacija	ubicacion	N;ACC;FEM;SG	N;FEM;SG
lokacijo	ubicación	lokacija	ubicación	N;ACC;FEM;SG	N;FEM;SG
lokacijo	emplazamiento	lokacija	emplazamiento	N;ACC;FEM;SG	N;MASC;SG
lokacijo	localización	lokacija	localización	N;ACC;FEM;SG	N;FEM;SG
valovi	olas	val	ola	N;NOM;MASC;PL	N;FEM;PL
valovi	ondas	val	onda	N;NOM;MASC;PL	N;FEM;PL
valovi	oleadas	val	oleada	N;NOM;MASC;PL	N;FEM;PL
zvezno	federal	zvezen	federal	ADJ;NOM;NEUT;SG	ADJ;SG
populacija	población	populacija	población	N;NOM;FEM;SG	N;FEM;SG
dokazati	demuestre	dokazati	demostrar	V;PFV;NFIN	V;IMP;SG;3;FIN
dokazati	demostrar	dokazati	demostrar	V;PFV;NFIN	V;NFIN
zamenjava	canje	zamenjava	canje	N;NOM;FEM;SG	N;MASC;SG
zamenjava	intercambio	zamenjava	intercambio	N;NOM;FEM;SG	N;MASC;SG
zamenjava	swap	zamenjava	swap	N;NOM;FEM;SG	N;SG
zamenjava	substitución	zamenjava	substitución	N;NOM;FEM;SG	N;FEM;SG
zamenjava	sustitución	zamenjava	sustitución	N;NOM;FEM;SG	N;FEM;SG
zamenjava	reemplazo	zamenjava	reemplazo	N;NOM;FEM;SG	N;MASC;SG
zamenjava	sustitución	zamenjava	sustitución	N;NOM;FEM;SG	N;FEM;SG
kače	víboras	kača	víbora	N;NOM;FEM;PL	N;FEM;PL
kače	serpientes	kača	serpiente	N;NOM;FEM;PL	N;FEM;PL
kače	snake	kača	snake	N;NOM;FEM;PL	N
skoki	saltos	skok	salto	N;NOM;MASC;PL	N;MASC;PL
skoki	saltos	skok	salto	N;NOM;MASC;PL	N;MASC;PL
delavce	trabajadores	delavec	trabajador	N;ACC;MASC;PL	N;MASC;PL
delavce	trabajadoras	delavec	trabajadora	N;ACC;MASC;PL	N;FEM;PL
delavce	obreros	delavec	obrero	N;ACC;MASC;PL	N;MASC;PL
odposlancev	emisarios	odposlanec	emisario	N;GEN;MASC;PL	N;MASC;PL
napadalec	agresor	napadalec	agresor	N;NOM;MASC;SG	N;MASC;SG
napadalec	atacante	napadalec	atacante	N;NOM;MASC;SG	N;SG
napadalec	asaltante	napadalec	asaltante	N;NOM;MASC;SG	N;SG
napadalec	agresor	napadalec	agresor	N;NOM;MASC;SG	N;MASC;SG
srbijo	serbio	srbeti	serbio	N;ACC;FEM;SG	N;MASC;SG
čustveno	emocionalmente	čustven	emocionalmente	ADV	ADV
saturn	saturn	saturn	saturn	N;NOM;MASC;SG	N;FEM;SG
saturn	saturno	saturn	saturno	N;NOM;MASC;SG	N;MASC;SG
encima	enzima	encim	enzima	N;NOM;MASC;SG	N;FEM;SG
verjame	cree	verjeti	creer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
dream	dream	dream	dream	N;NOM;MASC;SG	N
dream	sueño	dream	sueño	N;NOM;MASC;SG	N;MASC;SG
germain	germán	germain	germán	N;NOM;MASC;SG	N;MASC;SG
nasledniki	sucesores	naslednik	sucesor	N;NOM;MASC;PL	N;MASC;PL
monarhija	monarquía	monarhija	monarquía	N;NOM;FEM;SG	N;FEM;SG
vlaken	fibras	vlakno	fibra	N;GEN;NEUT;PL	N;FEM;PL
mansell	mansell	mansela	mansell	N;NOM;MASC;SG	N;MASC;SG
propad	doom	propad	doom	N;NOM;MASC;SG	N
propad	fatalidad	propad	fatalidad	N;NOM;MASC;SG	N;FEM;SG
propad	condenación	propad	condenación	N;NOM;MASC;SG	N;FEM;SG
propad	perdición	propad	perdición	N;NOM;MASC;SG	N;FEM;SG
propad	colapso	propad	colapso	N;NOM;MASC;SG	N;MASC;SG
propad	desplome	propad	desplome	N;NOM;MASC;SG	N;MASC;SG
propad	derrumbe	propad	derrumbe	N;NOM;MASC;SG	N;MASC;SG
clarke	clarke	clarka	clarke	N;NOM;MASC;SG	N;MASC;SG
krona	corona	krona	corona	N;NOM;FEM;SG	N;FEM;SG
uran	uranio	uran	uranio	N;NOM;MASC;SG	N;MASC;SG
uran	urano	uran	urano	N;NOM;MASC;SG	N;MASC;SG
celično	celular	celičen	celular	ADJ;NOM;NEUT;SG	ADJ;SG
resnica	true	resnica	true	N;NOM;FEM;SG	N
resnica	verdad	resnica	verdad	N;NOM;FEM;SG	N;FEM;SG
resnica	verdad	resnica	verdad	N;NOM;FEM;SG	N;FEM;SG
resnica	truth	resnica	truth	N;NOM;FEM;SG	N
bruhanje	vomito	bruhanje	vomito	N;NOM;NEUT;SG	N;MASC;SG
bruhanje	vómito	bruhanje	vómito	N;NOM;NEUT;SG	N;MASC;SG
bruhanje	vomito	bruhanje	vomito	N;NOM;NEUT;SG	N;MASC;SG
bruhanje	vómito	bruhanje	vómito	N;NOM;NEUT;SG	N;MASC;SG
arheologi	arqueólogos	arheolog	arqueólogo	N;NOM;MASC;PL	N;MASC;PL
arheologi	arqueólogos	arheolog	arqueólogo	N;NOM;MASC;PL	N;MASC;PL
pripadal	pertenecía	pripadati	pertenecer	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
pripadal	perteneció	pripadati	pertenecer	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
dodana	añadido	dodan	añadido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
dodana	añadida	dodan	añadido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
dodana	agregado	dodan	agregar	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
menihi	monjes	menih	monje	N;NOM;MASC;PL	N;MASC;PL
funtov	kilos	funt	kilo	N;GEN;MASC;PL	N;MASC;PL
funtov	libras	funt	libra	N;GEN;MASC;PL	N;MASC;PL
odziva	respondiendo	odziv	responder	V;IPFV;IND;SG;3;PRS;FIN	V;V.MSDR
odziva	responder	odziv	responder	V;IPFV;IND;SG;3;PRS;FIN	V;NFIN
sloj	capa	sloj	capa	N;NOM;MASC;SG	N;FEM;SG
viktorija	victoria	viktorij	victoria	N;NOM;FEM;SG	N;FEM;SG
akcija	action	akcija	action	N;NOM;FEM;SG	N;SG
akcija	acción	akcija	acción	N;NOM;FEM;SG	N;FEM;SG
akcija	accion	akcija	accionar	N;NOM;FEM;SG	N;FEM;SG
tiska	prensa	tisk	prensa	N;GEN;MASC;SG	N;FEM;SG
razglašena	proclamada	razglašen	proclamar	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
razglašena	proclamado	razglašen	proclamado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
ščiti	protege	ščititi	proteger	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
vickers	vickers	vickers	vicker	N;NOM;MASC;SG	N;MASC;SG
luknje	huecos	luknja	hueco	N;NOM;FEM;PL	N;MASC;PL
luknje	agujeros	luknja	agujero	N;NOM;FEM;PL	N;MASC;PL
luknje	hoyos	luknja	hoyo	N;NOM;FEM;PL	N;MASC;PL
presega	excede	presegati	exceder	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
presega	supera	presegati	superar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
presega	sobrepasa	presegati	sobrepasar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
game	gama	gama	gama	N;NOM;MASC;SG	N;FEM;SG
game	gamma	gama	gamma	N;NOM;MASC;SG	N;FEM;SG
ban	ban	ban	ban	N;NOM;MASC;SG	N
ban	prohibición	ban	prohibición	N;NOM;MASC;SG	N;FEM;SG
izračuna	calcula	izračun	calcular	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
opredeljuje	define	opredeljevati	definir	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
listina	charter	listina	charter	N;NOM;FEM;SG	N;MASC;SG
listina	chárter	listina	chárter	N;NOM;FEM;SG	N;MASC;SG
listina	carta	listina	carta	N;NOM;FEM;SG	N;FEM;SG
pljuč	lung	pljuč	lung	N;NOM;MASC;SG	N
pljuč	pulmón	pljuč	pulmón	N;NOM;MASC;SG	N;MASC;SG
nasprotnikov	adversarios	nasprotnik	adversario	N;GEN;MASC;PL	N;MASC;PL
nasprotnikov	oponentes	nasprotnik	oponente	N;GEN;MASC;PL	N;PL
nasprotnikov	opositores	nasprotnik	opositor	N;GEN;MASC;PL	N;MASC;PL
okoliščine	circunstancias	okoliščina	circunstancia	N;NOM;FEM;PL	N;FEM;PL
okoliščine	circunstancias	okoliščina	circunstancia	N;NOM;FEM;PL	N;FEM;PL
krizo	crisis	kriza	crisis	N;ACC;FEM;SG	N;FEM
silver	plata	silver	plata	N;NOM;MASC;SG	N;FEM;SG
planine	montañas	planina	montaña	N;NOM;FEM;PL	N;FEM;PL
planine	montes	planina	monte	N;NOM;FEM;PL	N;MASC;PL
navzven	externamente	navzven	externamente	ADV	ADV
agent	agente	agent	agente	N;NOM;MASC;SG	N;SG
agent	mandatario	agent	mandatario	N;NOM;MASC;SG	N;MASC;SG
agent	agent	agent	agent	N;NOM;MASC;SG	N
vstaja	sublevación	vstajati	sublevación	N;NOM;FEM;SG	N;FEM;SG
vstaja	insurrección	vstajati	insurrección	N;NOM;FEM;SG	N;FEM;SG
vstaja	levantamiento	vstajati	levantamiento	N;NOM;FEM;SG	N;MASC;SG
vstaja	revuelta	vstajati	revuelta	N;NOM;FEM;SG	N;FEM;SG
vstaja	rebelión	vstajati	rebelión	N;NOM;FEM;SG	N;FEM;SG
vstaja	insurrección	vstajati	insurrección	N;NOM;FEM;SG	N;FEM;SG
vzpostavitev	establecimiento	vzpostavitev	establecimiento	N;NOM;FEM;SG	N;MASC;SG
priznana	reconocido	priznan	reconocido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
priznana	reconocida	priznan	reconocido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
priznana	reconocido	priznan	reconocido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
priznana	reconocida	priznan	reconocido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
priznana	reconocido	priznan	reconocido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
priznana	reconocida	priznan	reconocido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
upokojen	retirado	upokojen	retirado	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
upokojen	jubilado	upokojen	jubilado	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
pre	pre	pre	pre		
kalibra	calibre	kaliber	calibre	N;NOM;MASC;SG	N;MASC;SG
instrument	instrumento	instrument	instrumento	N;NOM;MASC;SG	N;MASC;SG
delec	fragmento	delec	fragmento	N;NOM;MASC;SG	N;MASC;SG
delec	partícula	delec	partícula	N;NOM;MASC;SG	N;FEM;SG
negativna	negativa	negativen	negativo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
negativna	negativo	negativen	negativo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
konzulat	consulado	konzulat	consulado	N;NOM;MASC;SG	N;MASC;SG
učitelji	profesores	učitelj	profesor	N;NOM;MASC;PL	N;MASC;PL
učitelji	docentes	učitelj	docente	N;NOM;MASC;PL	N;PL
učitelji	maestras	učitelj	maestro	N;NOM;MASC;PL	N;FEM;PL
učitelji	maestros	učitelj	maestro	N;NOM;MASC;PL	N;MASC;PL
izkoristek	eficacia	izkoristek	eficacia	N;NOM;MASC;SG	N;FEM;SG
izkoristek	eficiencia	izkoristek	eficiencia	N;NOM;MASC;SG	N;FEM;SG
izkoristek	eficacia	izkoristek	eficacia	N;NOM;MASC;SG	N;FEM;SG
zatočišče	refugio	zatočišče	refugio	N;NOM;NEUT;SG	N;MASC;SG
zatočišče	albergue	zatočišče	albergue	N;NOM;NEUT;SG	N;MASC;SG
zatočišče	santuario	zatočišče	santuario	N;NOM;NEUT;SG	N;MASC;SG
zatočišče	refugio	zatočišče	refugio	N;NOM;NEUT;SG	N;MASC;SG
brod	brod	brod	brod	N;NOM;MASC;SG	N;MASC;SG
zaposlitve	trabajos	zaposlitev	trabajo	N;NOM;FEM;PL	N;MASC;PL
zaposlitve	empleos	zaposlitev	empleo	N;NOM;FEM;PL	N;MASC;PL
sod	cañón	soda	cañón	N;NOM;MASC;SG	N;MASC;SG
sod	barril	soda	barril	N;NOM;MASC;SG	N;MASC;SG
sod	barril	soda	barril	N;NOM;MASC;SG	N;MASC;SG
prizor	escena	prizor	escena	N;NOM;MASC;SG	N;FEM;SG
vlakna	fibras	vlakno	fibra	N;NOM;NEUT;PL	N;FEM;PL
vlakna	fibras	vlakno	fibra	N;NOM;NEUT;PL	N;FEM;PL
vlakna	fibras	vlakno	fibra	N;NOM;NEUT;PL	N;FEM;PL
vlakna	fibras	vlakno	fibra	N;NOM;NEUT;PL	N;FEM;PL
izdelani	fabricados	izdelan	fabricado	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
izdelani	fabricadas	izdelan	fabricado	ADJ;NOM;MASC;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
keramike	cerámicas	keramika	cerámico	N;NOM;FEM;PL	N;FEM;PL
tarča	objetivo	tarča	objetivo	N;NOM;FEM;SG	N;MASC;SG
tarča	target	tarča	target	N;NOM;FEM;SG	N;SG
panis	panis	panis	pani	N;NOM;MASC;SG	N
zmogljivosti	capacidad	zmogljivost	capacidad	N;GEN;FEM;SG	N;FEM;SG
zmogljivosti	capacidad	zmogljivost	capacidad	N;GEN;FEM;SG	N;FEM;SG
spektra	espectro	spekter	espectro	N;NOM;MASC;SG	N;MASC;SG
dvoboj	duelo	dvoboj	duelo	N;NOM;MASC;SG	N;MASC;SG
objavlja	publica	objavljati	publicar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
liverpool	liverpool	liverpool	liverpool	N;NOM;MASC;SG	N;MASC;SG
liverpool	madrid	liverpool	madrid	N;NOM;MASC;SG	N;MASC;SG
meč	espada	meč	espada	N;NOM;MASC;SG	N;FEM;SG
upanje	hope	upanje	hope	N;NOM;NEUT;SG	N
upanje	esperanza	upanje	esperanza	N;NOM;NEUT;SG	N;FEM;SG
grumman	grumman	grumman	grummar	N;NOM;MASC;SG	N;SG
indeks	index	indeks	index	N;NOM;MASC;SG	N
indeks	indice	indeks	indicir	N;NOM;MASC;SG	N;MASC;SG
indeks	índice	indeks	índice	N;NOM;MASC;SG	N;MASC;SG
spoštovanje	respeto	spoštovanje	respeto	N;NOM;NEUT;SG	N;MASC;SG
arheološki	arqueológicos	arheološki	arqueológico	ADJ;NOM;MASC;PL	ADJ;MASC;PL
arheološki	arqueológicos	arheološki	arqueológico	ADJ;NOM;MASC;PL	ADJ;MASC;PL
arheološki	arqueológicas	arheološki	arqueológico	ADJ;NOM;MASC;PL	ADJ;FEM;PL
definira	define	definira	definir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
eksplozije	explosiones	eksplozija	explosión	N;NOM;FEM;PL	N;FEM;PL
demokratična	democrática	demokratičen	democrático	ADJ;NOM;FEM;SG	ADJ;FEM;SG
demokratična	demócrata	demokratičen	demócrata	ADJ;NOM;FEM;SG	ADJ;SG
demokratična	democrático	demokratičen	democrático	ADJ;NOM;FEM;SG	ADJ;MASC;SG
marin	marin	marin	marin	N;NOM;MASC;SG	N;SG
marin	marín	marin	marín	N;NOM;MASC;SG	N;MASC;SG
preostale	restantes	preostal	restante	ADJ;NOM;FEM;PL;V.PTCP	ADJ;PL
razvite	desarrollados	razvit	desarrollado	ADJ;NOM;FEM;PL	ADJ;MASC;PL;V.PTCP
razvite	desarrolladas	razvit	desarrollado	ADJ;NOM;FEM;PL	ADJ;FEM;PL;V.PTCP
negativni	negativa	negativen	negativo	ADJ;NOM;MASC;SG	ADJ;FEM;SG
negativni	negativo	negativen	negativo	ADJ;NOM;MASC;SG	ADJ;MASC;SG
kalif	califa	kalif	califa	N;NOM;MASC;SG	N;MASC;SG
zadovoljstvo	satisfacción	zadovoljstvo	satisfacción	N;NOM;NEUT;SG	N;FEM;SG
zadovoljstvo	placer	zadovoljstvo	placer	N;NOM;NEUT;SG	N;MASC;SG
predpisi	reglamentaciones	predpis	reglamentación	N;NOM;MASC;PL	N;FEM;PL
predpisi	reglamentos	predpis	reglamento	N;NOM;MASC;PL	N;MASC;PL
predpisi	regulaciones	predpis	regulación	N;NOM;MASC;PL	N;FEM;PL
predpisi	normas	predpis	norma	N;NOM;MASC;PL	N;FEM;PL
predpisi	reglas	predpis	regla	N;NOM;MASC;PL	N;FEM;PL
usmerjeno	dirigida	usmerjen	dirigido	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
usmerjeno	dirigido	usmerjen	dirigido	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
delovalo	trabajó	delovati	trabajar	V;IPFV;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
delovalo	funcionó	delovati	funcionar	V;IPFV;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
hribi	montañas	hrib	montaña	N;NOM;MASC;PL	N;FEM;PL
hribi	montes	hrib	monte	N;NOM;MASC;PL	N;MASC;PL
hribi	colinas	hrib	colina	N;NOM;MASC;PL	N;FEM;PL
hribi	cerros	hrib	cerros	N;NOM;MASC;PL	N;MASC;PL
administrator	administrador	administrator	administrador	N;NOM;MASC;SG	N;MASC;SG
klasifikacija	clasificación	klasifikacija	clasificación	N;NOM;FEM;SG	N;FEM;SG
nosila	llevaba	nositi	llevar	V;IPFV;FEM;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
licenca	licencia	licenca	licencia	N;NOM;FEM;SG	N;FEM;SG
licenca	licencia	licenca	licencia	N;NOM;FEM;SG	N;FEM;SG
ska	ska	ska	ska	N;NOM;MASC;SG	N;MASC;SG
ločitev	divorcio	ločitev	divorcio	N;NOM;FEM;SG	N;MASC;SG
ločitev	separación	ločitev	separación	N;NOM;FEM;SG	N;FEM;SG
meritev	medición	meritev	medición	N;NOM;FEM;SG	N;FEM;SG
meritev	medición	meritev	medición	N;NOM;FEM;SG	N;FEM;SG
meritev	medida	meritev	medida	N;NOM;FEM;SG	N;FEM;SG
spopadov	enfrentamientos	spopad	enfrentamiento	N;GEN;MASC;PL	N;MASC;PL
spopadov	confrontaciones	spopad	confrontación	N;GEN;MASC;PL	N;FEM;PL
patent	patente	patent	patente	N;NOM;MASC;SG	N;SG
opiše	describe	opisati	describir	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
organizacijske	organizativas	organizacijski	organizativo	ADJ;NOM;FEM;PL	ADJ;FEM;PL
župnijo	parroquia	župen	parroquia	N;ACC;FEM;SG	N;FEM;SG
glive	hongos	gliva	hongo	N;NOM;FEM;PL	N;MASC;PL
obiskala	visitó	obiskati	visitar	V;PFV;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
bra	sujetador	bra	sujetador	N;NOM;MASC;SG	N;MASC;SG
bra	sostén	bra	sostar	N;NOM;MASC;SG	N;MASC;SG
bra	bra	bra	bra	N;NOM;MASC;SG	N
težavah	dificultades	težava	dificultad	N;ESS;FEM;PL	N;FEM;PL
primerni	adecuados	primeren	adecuado	ADJ;NOM;MASC;PL	ADJ;MASC;PL;V.PTCP
primerni	apropiados	primeren	apropiado	ADJ;NOM;MASC;PL	ADJ;MASC;PL;V.PTCP
hawker	hawker	hawker	hawker	N;NOM;MASC;SG	N;MASC;SG
dodajanje	adición	dodajanje	adición	N;NOM;NEUT;SG	N;FEM;SG
dodajanje	adición	dodajanje	adición	N;NOM;NEUT;SG	N;FEM;SG
serena	serena	serena	ser	N;NOM;FEM;SG	N;FEM;SG
običajna	habitual	običajen	habitual	ADJ;NOM;FEM;SG	ADJ;SG
običajna	usual	običajen	usual	ADJ;NOM;FEM;SG	ADJ;SG
običajna	normal	običajen	normal	ADJ;NOM;FEM;SG	ADJ;SG
vroče	caliente	vroč	caliente	ADJ;NOM;NEUT;SG	ADJ;SG
komercialni	comercial	komercialen	comercial	ADJ;NOM;MASC;SG	ADJ;SG
trio	trio	trio	trio	N;NOM;MASC;SG	N;MASC;SG
trio	trío	trio	trío	N;NOM;MASC;SG	N;MASC;SG
manjšine	minoritarios	manjšina	minoritario	N;NOM;FEM;PL	N;MASC;PL
manjšine	minorías	manjšina	minoría	N;NOM;FEM;PL	N;FEM;PL
