nuits	nopți	nuit	noapte	N;FEM;PL	N;INDF;FEM;PL
complot	intriga	complot	intriga	N;MASC;SG	N;DEF;FEM;SG
complot	intrigă	complot	intriga	N;MASC;SG	N;INDF;FEM;SG
sara	sara	saro	sară	N;FEM;SG	N;DEF;FEM;SG
faces	chipuri	face	chip	N;FEM;PL	N;INDF;FEM;PL
faces	fețe	face	față	N;FEM;PL	N;INDF;FEM;PL
mammifères	mamifere	mammifère	mamifer	N;MASC;PL	N;INDF;FEM;PL
mammifères	mamiferele	mammifère	mamifer	N;MASC;PL	N;DEF;FEM;PL
toscane	toscan	toscane	toscan	ADJ;FEM;SG	ADJ;INDF;MASC;SG
bain	baie	bain	baie	N;MASC;SG	N;INDF;FEM;SG
bain	bath	bain	bath	N;MASC;SG	N;INDF;MASC;SG
rêves	visele	rêve	vise	N;MASC;PL	N;DEF;FEM;PL
rêves	visuri	rêve	vis	N;MASC;PL	N;INDF;FEM;PL
rêves	vise	rêve	vis	N;MASC;PL	N;INDF;FEM;PL
chômage	șomaj	chômage	șomaj	N;MASC;SG	N;INDF;MASC;SG
signaler	raportează	signaler	raporta	V;NFIN	V;IND;3;PRS;FIN
signaler	raportez	signaler	raporta	V;NFIN	V;IND;PL;1;PRS;FIN
temples	templele	temple	templu	N;MASC;PL	N;DEF;FEM;PL
antilles	antile	antille	antil	N;FEM;PL	N;INDF;FEM;PL
survivants	supravietuitori	survivant	supravietuitor	N;MASC;PL	N;INDF;MASC;PL
étroite	îngustă	étroit	îngust	ADJ;FEM;SG	ADJ;INDF;FEM;SG
étroite	îngust	étroit	îngust	ADJ;FEM;SG	ADJ;INDF;MASC;SG
métallique	metalic	métallique	metalic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
métallique	metalic	métallique	metalic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
xbox	xbox	xbox	xbox	N;MASC;SG	N;INDF;MASC;SG
occidentaux	occidentali	occidental	occidental	ADJ;MASC;PL	ADJ;INDF;MASC;PL
géographiques	geografice	géographique	geografic	ADJ;MASC;PL	ADJ;INDF;FEM;PL
renseignement	inteligenta	renseignement	inteligent	N;MASC;SG	N;DEF;FEM;SG
contacts	contacte	contact	contact	N;MASC;PL	N;INDF;FEM;PL
contacts	contactele	contact	contact	N;MASC;PL	N;DEF;FEM;PL
poudre	pulbere	poudre	pulbere	N;FEM;SG	N;INDF;FEM;SG
poudre	praf	poudre	praf	N;FEM;SG	N;INDF;MASC;SG
poudre	pudră	poudre	pudru	N;FEM;SG	N;INDF;FEM;SG
avertissement	avertizare	avertissement	avertizare	N;MASC;SG	N;INDF;FEM;SG
avertissement	avertisment	avertissement	avertisment	N;MASC;SG	N;INDF;MASC;SG
avertissement	disclaimer	avertissement	disclaimer	N;MASC;SG	N;INDF;MASC;SG
continental	continentală	continental	continental	ADJ;MASC;SG	ADJ;INDF;FEM;SG
occupant	ocupând	occuper	ocupa	V;PRS;V.PTCP	V;V.MSDR
prolongement	prelungirea	prolongement	prelungire	N;MASC;SG	N;DEF;FEM;SG
prolongement	extensie	prolongement	extensie	N;MASC;SG	N;INDF;FEM;SG
prolongement	prelungirea	prolongement	prelungire	N;MASC;SG	N;DEF;FEM;SG
prolongement	extindere	prolongement	extindere	N;MASC;SG	N;INDF;FEM;SG
prolongement	prelungire	prolongement	prelungire	N;MASC;SG	N;INDF;FEM;SG
prolongement	extensia	prolongement	extensie	N;MASC;SG	N;DEF;FEM;SG
frederick	frederic	frederick	frederic	N;MASC;SG	N;INDF;MASC;SG
frederick	frederick	frederick	frederick	N;MASC;SG	N;INDF;MASC;SG
théologien	teolog	théologien	teolog	N;MASC;SG	N;INDF;MASC;SG
algorithme	algoritmul	algorithme	algoritm	N;MASC;SG	N;DEF;MASC;SG
algorithme	algoritm	algorithme	algorit	N;MASC;SG	N;INDF;MASC;SG
buste	bustul	buste	bust	N;MASC;SG	N;DEF;MASC;SG
buste	bust	buste	bust	N;MASC;SG	N;INDF;MASC;SG
humide	umed	humide	umed	ADJ;MASC;SG	ADJ;INDF;MASC;SG
humide	umedă	humide	umed	ADJ;MASC;SG	ADJ;INDF;FEM;SG
humide	umed	humide	umed	ADJ;MASC;SG	ADJ;INDF;MASC;SG
humide	umedă	humide	umed	ADJ;MASC;SG	ADJ;INDF;FEM;SG
contrats	contractele	contrat	contract	N;MASC;PL	N;DEF;FEM;PL
contrats	contracte	contrat	contract	N;MASC;PL	N;INDF;FEM;PL
censure	cenzura	censure	cenzură	N;FEM;SG	N;DEF;FEM;SG
censure	cenzura	censure	cenzură	N;FEM;SG	N;DEF;FEM;SG
censure	cenzură	censure	cenzură	N;FEM;SG	N;INDF;FEM;SG
chapelles	capele	chapelle	cap	N;FEM;PL	N;INDF;FEM;PL
parade	parada	parade	paradă	N;FEM;SG	N;DEF;FEM;SG
parade	paradă	parade	paradă	N;FEM;SG	N;INDF;FEM;SG
parade	defilare	parade	defilare	N;FEM;SG	N;INDF;FEM;SG
indicatif	indicativ	indicatif	indicativ	ADJ;MASC;SG	ADJ;INDF;MASC;SG
ménage	menajera	ménage	menajera	N;MASC;SG	N;DEF;FEM;SG
ménage	menaj	ménage	menaj	N;MASC;SG	N;INDF;MASC;SG
ménage	gospodărie	ménage	gospodărie	N;MASC;SG	N;INDF;FEM;SG
ménage	curățenie	ménage	curățenie	N;MASC;SG	N;INDF;FEM;SG
ménage	curățarea	ménage	curățare	N;MASC;SG	N;DEF;FEM;SG
ménage	curățare	ménage	curățare	N;MASC;SG	N;INDF;FEM;SG
ménage	curatenie	ménage	curatenie	N;MASC;SG	N;INDF;FEM;SG
marathon	maratonul	marathon	maraton	N;MASC;SG	N;DEF;MASC;SG
marathon	maraton	marathon	maraton	N;MASC;SG	N;INDF;MASC;SG
solitaire	solitară	solitaire	solitar	ADJ;MASC;SG	ADJ;INDF;FEM;SG
solitaire	solitar	solitaire	solitar	ADJ;MASC;SG	ADJ;INDF;MASC;SG
solitaire	singuratic	solitaire	singuratic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
solitaire	singur	solitaire	singur	ADJ;MASC;SG	ADJ;INDF;MASC;SG
lazare	lazare	lazare	lazare	N;MASC;SG	N;INDF;FEM;SG
lazare	lazarus	lazare	lazarus	N;MASC;SG	N;INDF;MASC;SG
lazare	lazar	lazare	lazar	N;MASC;SG	N;INDF;MASC;SG
justifier	justifica	justifier	justifica	V;NFIN	V;IND;SG;3;IPFV;FIN
justifier	justifică	justifier	justifica	V;NFIN	V;IND;SG;3;PST;FIN
baies	golfuri	baie	golf	N;FEM;PL	N;INDF;FEM;PL
baies	boabe	baie	boabă	N;FEM;PL	N;INDF;FEM;PL
avr	avr	avr	avr	N;MASC;SG	N;INDF;MASC;SG
peste	pacoste	peste	pacoste	N;FEM;SG	N;INDF;FEM;SG
peste	pesta	peste	pestă	N;FEM;SG	N;DEF;FEM;SG
peste	ciumă	peste	ciumă	N;FEM;SG	N;INDF;FEM;SG
peste	ciuma	peste	ciumă	N;FEM;SG	N;DEF;FEM;SG
peste	plagă	peste	plagă	N;FEM;SG	N;INDF;FEM;SG
peste	ciumă	peste	ciumă	N;FEM;SG	N;INDF;FEM;SG
instructions	instrucțiunile	instruction	instrucțiune	N;FEM;PL	N;DEF;FEM;PL
instructions	instrucțiuni	instruction	instrucțiune	N;FEM;PL	N;INDF;FEM;PL
instructions	instructiuni	instruction	instructiune	N;FEM;PL	N;INDF;FEM;PL
controverse	controversă	controverse	controversă	N;FEM;SG	N;INDF;FEM;SG
controverse	controversa	controverse	controversă	N;FEM;SG	N;DEF;FEM;SG
musulmane	musulmană	musulman	musulmană	ADJ;FEM;SG	ADJ;INDF;FEM;SG
musulmane	musulman	musulman	musulman	ADJ;FEM;SG	ADJ;INDF;MASC;SG
angles	colturi	angle	colt	N;MASC;PL	N;INDF;FEM;PL
angles	unghiuri	angle	unghi	N;MASC;PL	N;INDF;FEM;PL
angles	unghiurile	angle	unghi	N;MASC;PL	N;DEF;FEM;PL
autorise	autorizează	autoriser	autoriza	V;IND;SG;3;PRS;FIN	V;IND;3;PRS;FIN
soudan	sudan	soudan	sudan	N;MASC;SG	N;INDF;MASC;SG
soudan	sudanului	soudan	sudan	N;MASC;SG	N;DEF;MASC;SG
soudan	sudanul	soudan	sudan	N;MASC;SG	N;DEF;MASC;SG
regarder	privesc	regarder	privi	V;NFIN	V;IND;PL;3;PRS;FIN
lama	lama	lama	lamă	N;MASC;SG	N;DEF;FEM;SG
divorce	divorț	divorce	divorț	N;MASC;SG	N;INDF;MASC;SG
paiement	plata	paiement	plată	N;MASC;SG	N;DEF;FEM;SG
paiement	plată	paiement	plată	N;MASC;SG	N;INDF;FEM;SG
systématique	sistematică	systématique	sistematic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
prochain	următor	prochain	următor	ADJ;MASC;SG	ADJ;INDF;MASC;SG
prochain	următoarea	prochain	următor	ADJ;MASC;SG	ADJ;DEF;FEM;SG
survie	supraviețuire	survie	supraviețuire	N;FEM;SG	N;INDF;FEM;SG
survie	supravietuire	survie	supravietuire	N;FEM;SG	N;INDF;FEM;SG
hydrogène	hidrogen	hydrogène	hidrogen	N;MASC;SG	N;INDF;MASC;SG
hydrogène	hidrogenul	hydrogène	hidrogen	N;MASC;SG	N;DEF;MASC;SG
métaux	metale	métal	metal	N;MASC;PL	N;INDF;FEM;PL
métaux	metale	métal	metal	N;MASC;PL	N;INDF;FEM;PL
métaux	metalele	métal	metală	N;MASC;PL	N;DEF;FEM;PL
parrain	nasul	parrain	nas	N;MASC;SG	N;DEF;MASC;SG
parrain	sponsorul	parrain	sponsor	N;MASC;SG	N;DEF;MASC;SG
parrain	sponsor	parrain	sponsor	N;MASC;SG	N;INDF;MASC;SG
parent	rudă	parent	rude	N;MASC;SG	N;INDF;FEM;SG
parent	ruda	parent	ruda	N;MASC;SG	N;DEF;FEM;SG
révélation	apocalipsa	révélation	apocalipsa	N;FEM;SG	N;DEF;FEM;SG
gravité	seriozitatea	gravité	seriozitate	N;FEM;SG	N;DEF;FEM;SG
gravité	seriozitate	gravité	seriozitate	N;FEM;SG	N;INDF;FEM;SG
gravité	gravitate	gravité	gravitate	N;FEM;SG	N;INDF;FEM;SG
gravité	gravitatea	gravité	gravitate	N;FEM;SG	N;DEF;FEM;SG
gravité	gravitate	gravité	gravitate	N;FEM;SG	N;INDF;FEM;SG
gravité	severitatea	gravité	severitate	N;FEM;SG	N;DEF;FEM;SG
gravité	severitate	gravité	severitate	N;FEM;SG	N;INDF;FEM;SG
groupement	grupare	groupement	grupare	N;MASC;SG	N;INDF;FEM;SG
groupement	gruparea	groupement	grupare	N;MASC;SG	N;DEF;FEM;SG
pente	panta	pente	pantă	N;FEM;SG	N;DEF;FEM;SG
pente	pantă	pente	pantă	N;FEM;SG	N;INDF;FEM;SG
pente	gradient	pente	gradient	N;FEM;SG	N;INDF;MASC;SG
adhésion	aderență	adhésion	aderență	N;FEM;SG	N;INDF;FEM;SG
adhésion	aderarea	adhésion	aderare	N;FEM;SG	N;DEF;FEM;SG
adhésion	aderării	adhésion	aderare	N;FEM;SG	N;DEF;FEM;SG
adhésion	aderare	adhésion	aderare	N;FEM;SG	N;INDF;FEM;SG
remparts	metereze	rempart	metera	N;MASC;PL	N;INDF;FEM;PL
drôme	drôme	drôme	dr	N;FEM;SG	N;INDF;FEM;SG
nazi	nazist	nazi	nazist	N;MASC;SG	N;INDF;MASC;SG
nazi	nazistă	nazi	nazist	N;MASC;SG	N;INDF;FEM;SG
moral	moral	moral	moral	ADJ;MASC;SG	ADJ;INDF;MASC;SG
moral	morală	moral	moral	ADJ;MASC;SG	ADJ;INDF;FEM;SG
narrateur	naratorul	narrateur	narator	N;MASC;SG	N;DEF;MASC;SG
complément	suplimentul	complément	supliment	N;MASC;SG	N;DEF;MASC;SG
complément	supliment	complément	supliment	N;MASC;SG	N;INDF;MASC;SG
futurs	viitoare	futur	viitor	ADJ;MASC;PL	ADJ;INDF;FEM
dons	donatii	don	donat	N;MASC;PL	N;INDF;FEM;PL
patrie	patria	patrie	patrie	N;FEM;SG	N;DEF;FEM;SG
patrie	patria	patrie	patrie	N;FEM;SG	N;DEF;FEM;SG
patrie	patrie	patrie	patrie	N;FEM;SG	N;INDF;FEM;SG
patrie	patria	patrie	patrie	N;FEM;SG	N;DEF;FEM;SG
patrie	homeland	patrie	homeland	N;FEM;SG	N;INDF;MASC;SG
patrie	patrie	patrie	patrie	N;FEM;SG	N;INDF;FEM;SG
sèche	uscat	sec	uscat	ADJ;FEM;SG	ADJ;INDF;MASC;SG
sèche	uscată	sec	uscat	ADJ;FEM;SG	ADJ;INDF;FEM;SG
oxygène	oxigenul	oxygène	oxigen	N;MASC;SG	N;DEF;MASC;SG
oxygène	oxigen	oxygène	oxigen	N;MASC;SG	N;INDF;MASC;SG
ampleur	magnitudine	ampleur	magnitudine	N;FEM;SG	N;INDF;FEM;SG
ampleur	magnitudinea	ampleur	magnitudine	N;FEM;SG	N;DEF;FEM;SG
molécules	molecule	molécule	moleculă	N;FEM;PL	N;INDF;FEM;PL
molécules	moleculele	molécule	moleculă	N;FEM;PL	N;DEF;FEM;PL
céramique	ceramica	céramique	ceramică	N;FEM;SG	N;DEF;FEM;SG
céramique	ceramică	céramique	ceramic	N;FEM;SG	N;INDF;FEM;SG
céramique	ceramica	céramique	ceramică	N;FEM;SG	N;DEF;FEM;SG
céramique	ceramică	céramique	ceramic	N;FEM;SG	N;INDF;FEM;SG
céramique	ceramica	céramique	ceramică	N;FEM;SG	N;DEF;FEM;SG
céramique	ceramică	céramique	ceramic	N;FEM;SG	N;INDF;FEM;SG
judaïsme	iudaism	judaïsme	iudaism	N;MASC;SG	N;INDF;MASC;SG
pauvreté	sărăcie	pauvreté	sărăcie	N;FEM;SG	N;INDF;FEM;SG
pauvreté	saracie	pauvreté	saracie	N;FEM;SG	N;INDF;FEM;SG
pauvreté	sărăciei	pauvreté	sărăcie	N;FEM;SG	N;DEF;FEM;SG
pauvreté	sărăcia	pauvreté	sărăcie	N;FEM;SG	N;DEF;FEM;SG
sévère	severă	sévère	sever	ADJ;MASC;SG	ADJ;INDF;FEM;SG
sévère	severa	sévère	sever	ADJ;MASC;SG	ADJ;DEF;FEM;SG
sévère	sever	sévère	sever	ADJ;MASC;SG	ADJ;INDF;MASC;SG
sévère	aspră	sévère	aspru	ADJ;MASC;SG	ADJ;INDF;FEM;SG
souligne	subliniază	souligner	sublinia	V;IND;SG;3;PRS;FIN	V;IND;3;PRS;FIN
souligne	subliniază	souligner	sublinia	V;IND;SG;3;PRS;FIN	V;IND;3;PRS;FIN
exemplaire	exemplară	exemplaire	exemplar	ADJ;MASC;SG	ADJ;INDF;FEM;SG
wings	aripile	wing	aripile	N;MASC;PL	N;DEF;FEM;PL
wings	aripi	wing	aripă	N;MASC;PL	N;INDF;FEM;PL
wings	aripioare	wing	aripioară	N;MASC;PL	N;INDF;FEM;PL
enregistrer	înregistrează	enregistrer	înregistra	V;NFIN	V;IND;3;PRS;FIN
enregistrer	salveaza	enregistrer	salvează	V;NFIN	V;IND;SG;3;IPFV;FIN
enregistrer	salvați	enregistrer	salva	V;NFIN	V;IND;PL;2;IPFV;FIN
enregistrer	salvează	enregistrer	salva	V;NFIN	V;IND;3;PRS;FIN
enregistrer	înregistrează	enregistrer	înregistra	V;NFIN	V;IND;3;PRS;FIN
monstre	monstrul	monstre	monstru	N;MASC;SG	N;DEF;MASC;SG
monstre	monster	monstre	monster	N;MASC;SG	N;INDF;MASC;SG
monstre	monstru	monstre	monstru	N;MASC;SG	N;INDF;MASC;SG
acides	acizi	acide	aciz	N;MASC;PL	N;INDF;MASC;PL
roubaix	roubaix	roubail	roubaix	N;MASC;SG	N;INDF;MASC;SG
commerces	magazinele	commerce	magazin	N;MASC;PL	N;DEF;FEM;PL
commerces	magazine	commerce	magazine	N;MASC;PL	N;INDF;FEM;PL
brève	scurtă	bref	scurt	ADJ;FEM;SG	ADJ;INDF;FEM;SG
anthologie	antologie	anthologie	antologie	N;FEM;SG	N;INDF;FEM;SG
positive	pozitiv	positif	pozitiv	ADJ;FEM;SG	ADJ;INDF;MASC;SG
positive	pozitivă	positif	pozitiv	ADJ;FEM;SG	ADJ;INDF;FEM;SG
substance	substanță	substance	substanță	N;FEM;SG	N;INDF;FEM;SG
substance	substanța	substance	substanță	N;FEM;SG	N;DEF;FEM;SG
geste	gest	geste	gest	N;MASC;SG	N;INDF;MASC;SG
numériques	numerice	numérique	numeric	ADJ;MASC;PL	ADJ;INDF;FEM;PL
numériques	digitale	numérique	digital	ADJ;MASC;PL	ADJ;INDF;FEM;PL
matrice	matrice	matrice	matric	N;FEM;SG	N;INDF;FEM;SG
matrice	matrix	matrice	matrix	N;FEM;SG	N;INDF;MASC;SG
matrice	matricea	matrice	matrice	N;FEM;SG	N;DEF;FEM;SG
nfl	nfl	nfl	nfl	N;MASC;SG	N;INDF;MASC
escrime	scrimă	escrime	scrimă	N;FEM;SG	N;INDF;FEM;SG
charleroi	charleroi	charleroi	charleroi	N;MASC;SG	N;INDF;MASC;SG
axes	axe	axe	ax	N;MASC;PL	N;INDF;FEM;PL
significations	sensuri	signification	sens	N;FEM;PL	N;INDF;FEM;PL
électroniques	electronice	électronique	electronic	ADJ;MASC;PL	ADJ;INDF;FEM;PL
appartenance	afiliere	appartenance	afiliere	N;FEM;SG	N;INDF;FEM;SG
domestique	domestic	domestique	domestic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
domestique	intern	domestique	intern	ADJ;MASC;SG	ADJ;INDF;MASC;SG
composants	componente	composant	componentă	N;MASC;PL	N;INDF;FEM;PL
composants	componentele	composant	componentă	N;MASC;PL	N;DEF;FEM;PL
composants	ingrediente	composant	ingredient	N;MASC;PL	N;INDF;FEM;PL
composants	ingredientele	composant	ingredient	N;MASC;PL	N;DEF;FEM;PL
rival	rivalul	rival	rival	N;MASC;SG	N;DEF;MASC;SG
rival	rival	rival	rival	N;MASC;SG	N;INDF;MASC;SG
patriarche	patriarhul	patriarche	patriarh	N;MASC;SG	N;DEF;MASC;SG
carburant	combustibilul	carburant	combustibil	N;MASC;SG	N;DEF;MASC;SG
carburant	combustibil	carburant	combustibil	N;MASC;SG	N;INDF;MASC;SG
carburant	carburant	carburant	carburant	N;MASC;SG	N;INDF;MASC;SG
téléchargement	descărcare	téléchargement	descărcare	N;MASC;SG	N;INDF;FEM;SG
téléchargement	descărcarea	téléchargement	descărcare	N;MASC;SG	N;DEF;FEM;SG
téléchargement	descărcare	téléchargement	descărcare	N;MASC;SG	N;INDF;FEM;SG
téléchargement	descărcarea	téléchargement	descărcare	N;MASC;SG	N;DEF;FEM;SG
voler	zboara	voler	zboară	V;NFIN	V;IND;SG;3;IPFV;FIN
voler	zboară	voler	zbura	V;NFIN	V;IND;3;PRS;FIN
voler	zburând	voler	zbura	V;NFIN	V;V.MSDR
voler	fura	voler	fura	V;NFIN	V;IND;SG;3;IPFV;FIN
voler	furi	voler	furi	V;NFIN	V;IND;SG;2;PRS;FIN
voler	fură	voler	fi	V;NFIN	V;IND;SG;3;PST;FIN
voler	fur	voler	fur	V;NFIN	V;IND;SG;1;PRS;FIN
sigle	acronim	sigle	acronim	N;MASC;SG	N;INDF;MASC;SG
kilomètre	kilometru	kilomètre	kilometru	N;MASC;SG	N;INDF;MASC;SG
kilomètre	kilometru	kilomètre	kilometru	N;MASC;SG	N;INDF;MASC;SG
successives	succesive	successif	succesiv	ADJ;FEM;PL	ADJ;INDF;FEM;PL
honneurs	onoruri	honneur	onor	N;MASC;PL	N;INDF;FEM;PL
honneurs	onoruri	honneur	onor	N;MASC;PL	N;INDF;FEM;PL
jet	jet	jet	jet	N;MASC;SG	N;INDF;MASC;SG
riz	orez	riz	orez	N;MASC;SG	N;INDF;MASC;SG
ème	ème	ème	ème		
affichage	afișare	affichage	afișare	N;MASC;SG	N;INDF;FEM;SG
affichage	vizualizare	affichage	vizualizare	N;MASC;SG	N;INDF;FEM;SG
affichage	vedere	affichage	vedere	N;MASC;SG	N;INDF;FEM;SG
extraordinaire	extraordinara	extraordinaire	extraordinar	ADJ;MASC;SG	ADJ;DEF;FEM;SG
extraordinaire	extraordinară	extraordinaire	extraordinar	ADJ;MASC;SG	ADJ;INDF;FEM;SG
extraordinaire	uimitor	extraordinaire	uimitor	ADJ;MASC;SG	ADJ;INDF;MASC;SG
extraordinaire	uimitoare	extraordinaire	uimitor	ADJ;MASC;SG	ADJ;INDF;FEM
extraordinaire	uluitor	extraordinaire	uluitor	ADJ;MASC;SG	ADJ;INDF;MASC;SG
urbains	urbane	urbain	urban	ADJ;MASC;PL	ADJ;INDF;FEM;PL
postérité	posteritate	postérité	posteritate	N;FEM;SG	N;INDF;FEM;SG
trajet	traseu	trajet	traseu	N;MASC;SG	N;INDF;MASC;SG
trajet	rută	trajet	rută	N;MASC;SG	N;INDF;FEM;SG
trajet	ruta	trajet	ruta	N;MASC;SG	N;DEF;FEM;SG
trajet	traseul	trajet	traseu	N;MASC;SG	N;DEF;MASC;SG
doyen	decan	doyen	decan	N;MASC;SG	N;INDF;MASC;SG
extérieurs	externe	extérieur	extern	ADJ;MASC;PL	ADJ;INDF;FEM;PL
extérieurs	externi	extérieur	extern	ADJ;MASC;PL	ADJ;INDF;MASC;PL
extérieurs	exterioare	extérieur	exterior	ADJ;MASC;PL	ADJ;INDF;FEM;PL
bridge	pod	bridge	pod	N;MASC;SG	N;INDF;MASC;SG
bridge	podul	bridge	pod	N;MASC;SG	N;DEF;MASC;SG
bridge	punte	bridge	punte	N;MASC;SG	N;INDF;FEM;SG
bridge	puntea	bridge	puntea	N;MASC;SG	N;DEF;FEM;SG
créatures	creaturile	créature	creatură	N;FEM;PL	N;DEF;FEM;PL
créatures	creaturi	créature	creatură	N;FEM;PL	N;INDF;FEM;PL
patinage	patinaj	patinage	patinaj	N;MASC;SG	N;INDF;MASC;SG
patinage	patina	patinage	patină	N;MASC;SG	N;DEF;FEM;SG
indispensable	indispensabil	indispensable	indispensabil	ADJ;MASC;SG	ADJ;INDF;MASC;SG
indispensable	indispensabilă	indispensable	indispensabil	ADJ;MASC;SG	ADJ;INDF;FEM;SG
indispensable	esențială	indispensable	esențial	ADJ;MASC;SG	ADJ;INDF;FEM;SG
indispensable	esential	indispensable	esential	ADJ;MASC;SG	ADJ;INDF;MASC;SG
révision	recenzie	révision	recenzie	N;FEM;SG	N;INDF;FEM;SG
révision	revizuirea	révision	revizuire	N;FEM;SG	N;DEF;FEM;SG
révision	revizuire	révision	revizuire	N;FEM;SG	N;INDF;FEM;SG
révision	revizie	révision	revizie	N;FEM;SG	N;INDF;FEM;SG
révision	revizuirea	révision	revizuire	N;FEM;SG	N;DEF;FEM;SG
révision	revizuire	révision	revizuire	N;FEM;SG	N;INDF;FEM;SG
préliminaire	preliminar	préliminaire	preliminar	ADJ;MASC;SG	ADJ;INDF;MASC;SG
préliminaire	preliminară	préliminaire	preliminar	ADJ;MASC;SG	ADJ;INDF;FEM;SG
bulle	bubbles	bulle	bubbles	N;FEM;SG	N;INDF;MASC;SG
bulle	bulă	bulle	bulă	N;FEM;SG	N;INDF;FEM;SG
bulle	bula	bulle	bulă	N;FEM;SG	N;DEF;FEM;SG
israélien	israelian	israélien	israelian	ADJ;MASC;SG	ADJ;INDF;MASC;SG
israélien	israeliană	israélien	israelian	ADJ;MASC;SG	ADJ;INDF;FEM;SG
médicaments	medicamente	médicament	medicament	N;MASC;PL	N;INDF;FEM;PL
cricket	crichet	cricket	crichet	N;MASC;SG	N;INDF;MASC;SG
cricket	cricket	cricket	cricket	N;MASC;SG	N;INDF;MASC;SG
ancêtres	stramosii	ancêtre	stramos	N;MASC;PL	N;DEF;MASC;PL
touristes	turistii	touriste	turist	N;MASC;PL	N;DEF;MASC;PL
touristes	turisti	touriste	turisti	N;MASC;PL	N;INDF;MASC;PL
terrible	teribil	terrible	teribil	ADJ;MASC;SG	ADJ;INDF;MASC;SG
indépendantes	independente	indépendant	independent	ADJ;FEM;PL	ADJ;INDF;FEM;PL
confondre	confunda	confondre	confunda	V;NFIN	V;IND;SG;3;IPFV;FIN
barrière	bariera	barrière	barieră	N;FEM;SG	N;DEF;FEM;SG
barrière	barieră	barrière	barieră	N;FEM;SG	N;INDF;FEM;SG
barrière	gard	barrière	gard	N;FEM;SG	N;INDF;MASC;SG
barrière	gardul	barrière	gard	N;FEM;SG	N;DEF;MASC;SG
soie	mătase	soie	măta	N;FEM;SG	N;INDF;MASC;SG
essayé	încercat	essayer	încerca	V;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
acoustique	acustic	acoustique	acustic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
colonial	colonială	colonial	colonial	ADJ;MASC;SG	ADJ;INDF;FEM;SG
marches	marche	marche	marche	N;FEM;PL	N;INDF;FEM;PL
marches	pașii	marche	pas	N;FEM;PL	N;DEF;MASC;PL
marches	trepte	marche	treaptă	N;FEM;PL	N;INDF;FEM;PL
marches	pași	marche	pas	N;FEM;PL	N;INDF;MASC;PL
sécession	secesiunea	sécession	secesiune	N;FEM;SG	N;DEF;FEM;SG
intellectuelle	intelectual	intellectuel	intelectual	ADJ;FEM;SG	ADJ;INDF;MASC;SG
intellectuelle	intelectuală	intellectuel	intelectual	ADJ;FEM;SG	ADJ;INDF;FEM;SG
aluminium	aluminiu	aluminium	aluminiu	N;MASC;SG	N;INDF;MASC;SG
aluminium	aluminiu	aluminium	aluminiu	N;MASC;SG	N;INDF;MASC;SG
piège	capcana	piège	capcană	N;MASC;SG	N;DEF;FEM;SG
piège	trap	piège	trap	N;MASC;SG	N;INDF;MASC;SG
piège	capcană	piège	capcană	N;MASC;SG	N;INDF;FEM;SG
citations	citate	citation	citat	N;FEM;PL	N;INDF;FEM;PL
tubes	tuburile	tube	tub	N;MASC;PL	N;DEF;FEM;PL
tubes	tuburi	tube	tub	N;MASC;PL	N;INDF;FEM;PL
écho	ecou	écho	ecou	N;MASC;SG	N;INDF;MASC;SG
écho	ecoul	écho	ecou	N;MASC;SG	N;DEF;MASC;SG
thématique	tematică	thématique	tematic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
industrielles	industriale	industriel	industrial	ADJ;FEM;PL	ADJ;INDF;FEM;PL
tragédie	tragedie	tragédie	tragedie	N;FEM;SG	N;INDF;FEM;SG
tragédie	tragedia	tragédie	tragedie	N;FEM;SG	N;DEF;FEM;SG
mozart	mozart	mozart	mozart	N;MASC;SG	N;INDF;MASC;SG
organiste	organist	organiste	organist	N;MASC;SG	N;INDF;MASC;SG
excellent	excelent	excellent	excelent	ADJ;MASC;SG	ADJ;INDF;MASC;SG
hôtels	hoteluri	hôtel	hotel	N;MASC;PL	N;INDF;FEM;PL
diminution	scădere	diminution	scădere	N;FEM;SG	N;INDF;FEM;SG
horizon	orizont	horizon	orizont	N;MASC;SG	N;INDF;MASC;SG
horizon	orizontul	horizon	orizont	N;MASC;SG	N;DEF;MASC;SG
horizon	horizon	horizon	horizon	N;MASC;SG	N;INDF;MASC;SG
gorge	gât	gorge	gât	N;FEM;SG	N;INDF;MASC;SG
gorge	gâtul	gorge	gât	N;FEM;SG	N;DEF;MASC;SG
gorge	defileu	gorge	defileu	N;FEM;SG	N;INDF;MASC;SG
offrant	oferind	offrir	oferi	V;PRS;V.PTCP	V;V.MSDR
offrant	ofer	offrir	oferi	V;PRS;V.PTCP	V;IND;SG;1;PRS;FIN
chronologique	cronologică	chronologique	cronologic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
amphibiens	amfibieni	amphibien	amfibian	N;MASC;PL	N;INDF;MASC;PL
pilier	pilonul	pilier	pilon	N;MASC;SG	N;DEF;MASC;SG
