من	từ	مِن	từ	ADP	ADP
المحور	trục	مِحوَر	trục	N;NOM;DEF;SG	N
تدور	quay	دَار	quay	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
تسجيل	album	تَسجِيل	album	N;NOM;INDF;SG	N
استخدم	dùng	اِستَخدَم	dùng	V;PFV;MASC;SG;3;ACT	V
استخدم	phơi	اِستَخدَم	phơi	V;PFV;MASC;SG;3;ACT	V
سلام	hòa	سَلَام	hòa	N;NOM;INDF;SG	N
سلام	salaam	سَلَام	salaam	N;NOM;INDF;SG	N
الفلسطيني	palestin	فِلَسطِينِيّ	palestin	N;NOM;DEF;SG	N
الخليفة	khalip	خَلِيفَة	khalip	N;NOM;DEF;SG	N
نص	chữ	نَصّ	chữ	N;NOM;INDF;SG	N
نص	script	نَصّ	script	N;NOM;INDF;SG	N
اثنين	hai	اِثنَان	hai	NUM;NOM;INDF;MASC	NUM
اثنين	two	اِثنَان	two	NUM;NOM;INDF;MASC	NUM
مقاومة	cự	مُقَاوَمَة	cự	N;NOM;INDF;SG	N
مجمع	complex	مَجمَع	complex	N;NOM;INDF;SG	N
مجمع	compound	مَجمَع	compound	N;NOM;INDF;SG	N
شاعر	thơ	شَاعِر	thơ	N;NOM;INDF;SG	N
صندوق	hộp	صُندُوق	hộp	N;NOM;INDF;SG	N
صندوق	box	صُندُوق	box	N;NOM;INDF;SG	N
صندوق	quỹ	صُندُوق	quỹ	N;NOM;INDF;SG	N
حجر	đá	حَجَر	đá	N;NOM;INDF;SG	N
العلامة	mác	عَلَامَة	mác	N;NOM;DEF;SG	N
كتلة	khối	كُتلَة	khối	N;NOM;INDF;SG	N
منزل	nhà	مَنزِل	nhà	N;NOM;INDF;SG	N
منزل	ốc	مَنزِل	ốc	N;NOM;INDF;SG	N
منزل	nhà	مَنزِل	nhà	N;NOM;INDF;SG	N
حاول	thử	حَاوَل	thử	V;MASC;IMP;SG;FIN	V
انتهت	xong	اِنتَهَى	xong	V;PFV;FEM;SG;3;ACT	V
الجبهة	trán	جَبهَة	trán	N;NOM;DEF;SG	N
محل	shop	مَحَلّ	shop	N;NOM;INDF;SG	N
مجرد	funny	مُجَرَّد	funny	N;NOM;INDF;SG	N
رؤية	vision	رُؤيَة	vision	N;NOM;INDF;SG	N
حديقة	viên	حَدِيقَة	viên	N;NOM;INDF;SG	N
حديقة	park	حَدِيقَة	park	N;NOM;INDF;SG	N
حديقة	vườn	حَدِيقَة	vườn	N;NOM;INDF;SG	N
ميناء	cảng	مِينَاء	cảng	N;NOM;INDF;SG	N
ميناء	cổng	مِينَاء	cổng	N;NOM;INDF;SG	N
ميناء	port	مِينَاء	port	N;NOM;INDF;SG	N
قصير	ngắn	قَصِير	ngắn	ADJ;NOM;INDF;MASC;SG	ADJ
البرية	dã	بَرِّيّ	dã	N;NOM;DEF;SG	N
الدقيقة	phút	دَقِيقَة	phút	N;NOM;DEF;SG	N
السفن	tàu	سَفِينَة	tàu	N;NOM;DEF;PL	N
السفن	thuyền	سَفِينَة	thuyền	N;NOM;DEF;PL	N
المقدس	thánh	مُقَدَّس	thánh	N;NOM;DEF;SG	N
سلاح	khí	سِلَاح	khí	N;NOM;INDF;SG	N
كانون	canon	كَانُون	canon	N;GEN;INDF;SG	N
تقول	nói	قَال	nói	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
الرسول	messenger	رَسُول	messenger	N;NOM;DEF;SG	N
الرياضة	sport	رِيَاضَة	sport	N;NOM;DEF;SG	N
الدفن	táng	دَفن	táng	N;NOM;DEF;SG	N
الوصلات	xích	وُصلَة	xích	N;NOM;DEF;PL	N
الليل	đêm	لَيل	đêm	N;NOM;DEF;SG	N
الرياضيات	toán	رِيَاضِيّ	toán	N;NOM;DEF;PL	N
الرياضيات	toán	رِيَاضِيّ	toán	N;NOM;DEF;PL	N
الرياضيات	toán	رِيَاضِيّ	toán	N;NOM;DEF;PL	N
النهر	sông	نَهر	sông	N;NOM;DEF;SG	N
السيدة	đầm	سَيِّدَة	đầm	N;NOM;DEF;SG	N
الغاز	gas	غَاز	gas	N;NOM;DEF;SG	N
الغاز	xăng	غَاز	xăng	N;NOM;DEF;SG	N
الجبال	núi	جَبَل	núi	N;NOM;DEF;PL	N
محرك	tơ	مُحَرَّك	tơ	N;NOM;INDF;SG	N
تقويم	lịch	تَقوِيم	lịch	N;NOM;INDF;SG	N
الذاكرة	ức	الذاكرة	ức	N;NOM;DEF;SG	N
مقدمة	intro	مُقَدِّمَة	intro	N;NOM;INDF;SG	N
سبعة	bảy	سَبعَة	bảy	NUM;NOM;INDF;MASC	NUM
الحمل	liệt	حَمَل	liệt	N;NOM;DEF;SG	N
الحمل	lamb	حَمَل	lamb	N;NOM;DEF;SG	N
الحمل	cừu	حَمَل	cừu	N;NOM;DEF;SG	N
قوية	mạnh	قَوِيّ	mạnh	ADJ;NOM;INDF;FEM;SG	ADJ
التسمية	thẻ	تَسمِيَة	thẻ	N;NOM;DEF;SG	N
التسمية	nhãn	تَسمِيَة	nhãn	N;NOM;DEF;SG	N
جسر	cầu	جِسر	cầu	N;NOM;INDF;SG	N
الجنود	binh	جُندِيّ	binh	N;NOM;DEF;PL	N
الكلمات	lời	كَلِمَة	lời	N;NOM;DEF;PL	N
عمارة	amara	عِمَارَة	amara	N;NOM;INDF;SG	N
غرفة	phòng	غُرفَة	phòng	N;NOM;INDF;SG	N
الجزر	đảo	جُزر	đảo	N;NOM;DEF;SG	N
ساحة	sân	سَاحَة	sân	N;NOM;INDF;SG	N
القالب	mốc	قَالِب	mốc	N;NOM;DEF;SG	N
القالب	mẫu	قَالِب	mẫu	N;NOM;DEF;SG	N
المكتب	bàn	مَكتَب	bàn	N;NOM;DEF;SG	N
الباب	cửa	بَاب	cửa	N;NOM;DEF;SG	N
حرف	chữ	حَرف	chữ	N;NOM;INDF;SG	N
حرف	thư	حَرف	thư	N;NOM;INDF;SG	N
تعيش	sống	عَاش	sống	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
المشكلة	đề	مُشكِلَة	đề	N;NOM;DEF;SG	N
حذف	xóa	حَذف	xóa	V;PFV;MASC;SG;3;ACT	V
القلعة	castle	قَلعَة	castle	N;NOM;DEF;SG	N
القلعة	đài	قَلعَة	đài	N;NOM;DEF;SG	N
مستويات	cấp	مُستَوَى	cấp	N;NOM;INDF;PL	N
صباح	sabah	صَبَاح	sabah	N;NOM;INDF;SG	N
صباح	sáng	صَبَاح	sáng	N;NOM;INDF;SG	N
السفر	du	سَفَر	du	N;NOM;DEF;SG	N
النتيجة	điểm	نَتِيجَة	điểm	N;NOM;DEF;SG	N
النتيجة	quả	نَتِيجَة	quả	N;NOM;DEF;SG	N
ابنة	gái	اِبنَة	gái	N;NOM;INDF;SG	N
طرابلس	tripoli	طَرَابُلُس	tripoli	N;NOM;INDF;SG	N
اللواء	tướng	لِوَاء	tướng	N;NOM;DEF;SG	N
العقد	chuyền	عَقد	chuyền	N;NOM;DEF;SG	N
قمة	nắp	قِمَّة	nắp	N;NOM;INDF;SG	N
قمة	đỉnh	قِمَّة	đỉnh	N;NOM;INDF;SG	N
قمة	summit	قِمَّة	summit	N;NOM;INDF;SG	N
قمة	peak	قِمَّة	peak	N;NOM;INDF;SG	N
الخارج	ngoài	خَارِج	ngoài	N;NOM;DEF;SG	N
خرج	ra	خَرَج	ra	V;PFV;MASC;SG;3;ACT	V
محطات	trạm	مَحَطَّة	trạm	N;NOM;INDF;PL	N
ساعات	tiếng	سَاعَة	tiếng	N;NOM;INDF;PL	N
ساعات	giờ	سَاعَة	giờ	N;NOM;INDF;PL	N
قليل	nhỏ	قَلِيل	nhỏ	ADJ;NOM;INDF;MASC;SG	ADJ
جدول	bảng	جَدوَل	bảng	N;NOM;INDF;SG	N
جدول	bàn	جَدوَل	bàn	N;NOM;INDF;SG	N
جدول	lịch	جَدوَل	lịch	N;NOM;INDF;SG	N
اتجاه	trend	اِتِّجَاه	trend	N;NOM;INDF;SG	N
اتجاه	hướng	اِتِّجَاه	hướng	N;NOM;INDF;SG	N
الصباح	sáng	صَبَاح	sáng	N;NOM;DEF;SG	N
باكستان	pakistan	بَاكِستَان	pakistan	N;NOM;INDF;SG	N
بنية	nâu	بِنيَة	nâu	N;NOM;INDF;SG	N
قطعة	mảnh	قِطعَة	mảnh	N;NOM;INDF;SG	N
قطعة	miếng	قِطعَة	miếng	N;NOM;INDF;SG	N
قطعة	vở	قِطعَة	vở	N;NOM;INDF;SG	N
القراءة	truyện	قِرَاءَة	truyện	N;NOM;DEF;SG	N
القدر	phạn	قَدر	phạn	N;NOM;DEF;SG	N
هجوم	công	هُجُوم	công	N;NOM;INDF;SG	N
سفر	du	سَفَر	du	N;NOM;INDF;SG	N
النقاط	điểm	نُقطَة	điểm	N;NOM;DEF;PL	N
الفرد	alfred	فَرد	alfred	N;NOM;DEF;SG	N
جيد	tốt	جَيِّد	tốt	ADJ;NOM;INDF;MASC;SG	ADJ
جيد	ngon	جَيِّد	ngon	ADJ;NOM;INDF;MASC;SG	ADJ
لواء	tướng	لِوَاء	tướng	N;NOM;INDF;SG	N
مقبرة	mộ	مُقبِر	mộ	N;NOM;INDF;SG	N
مقبرة	tomb	مُقبِر	tomb	N;NOM;INDF;SG	N
الدماغ	não	دِمَاغ	não	N;NOM;DEF;SG	N
القوانين	luật	قَانُون	luật	N;NOM;DEF;PL	N
القوانين	luật	قَانُون	luật	N;NOM;DEF;PL	N
قاعة	lang	قَاعَة	lang	N;NOM;INDF;SG	N
قاعة	sảnh	قَاعَة	sảnh	N;NOM;INDF;SG	N
السجن	tù	سَجن	tù	N;NOM;DEF;SG	N
السجن	tù	سَجن	tù	N;NOM;DEF;SG	N
زوجة	vợ	زَوجَة	vợ	N;NOM;INDF;SG	N
معالم	mốc	مَعلَم	mốc	N;NOM;INDF;PL	N
الحجر	đá	حَجر	đá	N;NOM;DEF;SG	N
خليج	vịnh	خَلِيج	vịnh	N;NOM;INDF;SG	N
خليج	vịnh	خَلِيج	vịnh	N;NOM;INDF;SG	N
عودة	comeback	عَودَة	comeback	N;NOM;INDF;SG	N
عدن	aden	عَدَن	aden	N;NOM;INDF;SG	N
عدن	eden	عَدَن	eden	N;NOM;INDF;SG	N
السلسلة	series	سِلسِلَة	series	N;NOM;DEF;SG	N
السلسلة	chuỗi	سِلسِلَة	chuỗi	N;NOM;DEF;SG	N
السلسلة	xích	سِلسِلَة	xích	N;NOM;DEF;SG	N
السلسلة	đinh	سِلسِلَة	đinh	N;NOM;DEF;SG	N
قراءة	truyện	قِرَاءَة	truyện	N;NOM;INDF;SG	N
الصناعة	ngành	صِنَاعَة	ngành	N;NOM;DEF;SG	N
ماء	nước	مَاء	nước	N;NOM;INDF;SG	N
البحيرة	hồ	بُحَيرَة	hồ	N;NOM;DEF;SG	N
البحيرة	đầm	بُحَيرَة	đầm	N;NOM;DEF;SG	N
البحيرة	lagoon	بُحَيرَة	lagoon	N;NOM;DEF;SG	N
قوانين	luật	قَانُون	luật	N;NOM;INDF;PL	N
قوانين	luật	قَانُون	luật	N;NOM;INDF;PL	N
حفل	đảng	حَفل	đảng	N;NOM;INDF;SG	N
حفل	tiệc	حَفل	tiệc	N;NOM;INDF;SG	N
التربة	đất	تَرَبَّة	đất	N;NOM;DEF;SG	N
عالمية	chung	عَالَمِيّ	chung	ADJ;NOM;INDF;FEM;SG	ADJ
فشل	fail	فَشَل	fail	N;NOM;INDF;SG	N
فشل	mài	فَشَل	mài	N;NOM;INDF;SG	N
علامات	thẻ	عَلَامَة	thẻ	N;NOM;INDF;PL	N
الحلقات	nhẫn	حَلقَة	nhẫn	N;NOM;DEF;PL	N
البحوث	bê	بَحث	bê	N;NOM;DEF;PL	N
الوادي	canyon	وَادِي	canyon	N;NOM;DEF;SG	N
الوادي	hẻm	وَادِي	hẻm	N;NOM;DEF;SG	N
الوادي	lũng	وَادِي	lũng	N;NOM;DEF;SG	N
فروع	cành	فَرع	cành	N;NOM;INDF;PL	N
محكمة	triều	مَحكَمَة	triều	N;NOM;INDF;SG	N
شجرة	cây	شُجرَة	cây	N;NOM;INDF;SG	N
علامة	mác	عَلَامَة	mác	N;NOM;INDF;SG	N
الذهب	vàng	ذَهَب	vàng	N;NOM;DEF;SG	N
يسبب	gây	سَبَّب	gây	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
الحيوان	vật	حَيَان	vật	N;NOM;DEF;SG	N
ربع	quý	رُبع	quý	N;NOM;INDF;SG	N
ثمانية	tám	ثَمَانِيَة	tám	NUM;NOM;INDF;MASC	NUM
ثمانية	eight	ثَمَانِيَة	eight	NUM;NOM;INDF;MASC	NUM
خلق	tạo	خَلَق	tạo	V;PFV;MASC;SG;3;ACT	V
خلق	tạo	خَلَق	tạo	V;PFV;MASC;SG;3;ACT	V
خلق	tạo	خَلَق	tạo	V;PFV;MASC;SG;3;ACT	V
سفينة	tàu	سَفِينَة	tàu	N;NOM;INDF;SG	N
السيارة	xe	سَيَّارَة	xe	N;NOM;DEF;SG	N
السطح	tèo	سَطح	tèo	N;NOM;DEF;SG	N
السطح	trần	سَطح	trần	N;NOM;DEF;SG	N
جدة	bà	جِدَّة	bà	N;NOM;INDF;SG	N
جدة	jeddah	جِدَّة	jeddah	N;NOM;INDF;SG	N
جدة	ngoại	جِدَّة	ngoại	N;NOM;INDF;SG	N
خير	tốt	خَير	tốt	ADJ;NOM;INDF;MASC;SG	ADJ
خير	ngon	خَير	ngon	ADJ;NOM;INDF;MASC;SG	ADJ
ملايين	triệu	مِليُون	triệu	NUM;NOM;INDF;PL	NUM
شهرة	fame	شُهرَة	fame	N;NOM;INDF;SG	N
نمو	gai	نُمُوّ	gai	N;NOM;INDF;SG	N
رموز	mã	رَمز	mã	N;NOM;INDF;PL	N
رموز	codes	رَمز	codes	N;NOM;INDF;PL	N
رموز	mã	رَمز	mã	N;NOM;INDF;PL	N
الصلاة	nguyện	صَلَاة	nguyện	N;NOM;DEF;SG	N
الصفحات	trang	صَفحَة	trang	N;NOM;DEF;PL	N
قنوات	kênh	قَنَاة	kênh	N;NOM;INDF;PL	N
المدى	tầm	مَدَى	tầm	N;NOM;DEF;SG	N
المنزل	nhà	مَنزِل	nhà	N;NOM;DEF;SG	N
المنزل	ốc	مَنزِل	ốc	N;NOM;DEF;SG	N
المنزل	nhà	مَنزِل	nhà	N;NOM;DEF;SG	N
تمتد	duỗi	اِمتَدّ	duỗi	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
ميدان	trường	مَيدَان	trường	N;NOM;INDF;SG	N
الوجه	face	وَجه	face	N;NOM;DEF;SG	N
الوجه	mặt	وَجه	mặt	N;NOM;DEF;SG	N
السماء	trời	سَمَاء	trời	N;NOM;DEF;SG	N
الكهرباء	điện	كَهرَبَاء	điện	N;NOM;DEF;SG	N
الخلية	cell	خَلِيَّة	cell	N;NOM;DEF;SG	N
حمل	nạp	حَمَل	nạp	V;PFV;MASC;SG;3;ACT	V
حمل	tải	حَمَل	tải	V;PFV;MASC;SG;3;ACT	V
حمل	download	حَمَل	download	V;PFV;MASC;SG;3;ACT	V
حمل	thai	حَمَل	thai	V;PFV;MASC;SG;3;ACT	V
العثور	finding	عُثُور	finding	N;NOM;DEF;SG	N
حمص	homs	حِمص	homs	N;NOM;INDF;SG	N
متعدد	nhiều	مُتَعَدِّد	nhiều	ADJ;NOM;INDF;MASC;SG	ADJ
التواصل	mạng	تَوَاصُل	mạng	N;NOM;DEF;SG	N
التواصل	lạc	تَوَاصُل	lạc	N;NOM;DEF;SG	N
سلطة	salad	سُلطَة	salad	N;NOM;INDF;SG	N
الدخول	entry	دُخُول	entry	N;NOM;DEF;SG	N
الدخول	mục	دُخُول	mục	N;NOM;DEF;SG	N
الجنرال	tướng	جِنِرَال	tướng	N;NOM;DEF;SG	N
المخرج	trương	مُخرِج	trương	N;NOM;DEF;SG	N
بيع	lô	بَيع	lô	N;NOM;INDF;SG	N
وظيفة	hàm	وَظِيفَة	hàm	N;NOM;INDF;SG	N
وظيفة	nghề	وَظِيفَة	nghề	N;NOM;INDF;SG	N
وظيفة	việc	وَظِيفَة	việc	N;NOM;INDF;SG	N
موسيقي	musical	مُوسِيقِيّ	musical	N;NOM;INDF;SG	N
البنك	ngân	بَنك	ngân	N;NOM;DEF;SG	N
البنك	bank	بَنك	bank	N;NOM;DEF;SG	N
حلقات	nhẫn	حَلقَة	nhẫn	N;NOM;INDF;PL	N
الرحلة	tý	رِحلَة	tý	N;NOM;DEF;SG	N
تحقق	tra	حَقَّق	tra	V;PFV;MASC;SG;3;ACT	V
الربيع	xuân	رَبِيع	xuân	N;NOM;DEF;SG	N
عضوية	organic	عُضوِيَّة	organic	N;NOM;INDF;SG	N
تحوي	chứa	تَحَوِّي	chứa	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
التقويم	lịch	تَقوِيم	lịch	N;NOM;DEF;SG	N
الخيال	fiction	خِيَال	fiction	N;NOM;DEF;SG	N
نهائي	final	نِهَائِيّ	final	N;NOM;INDF;SG	N
كوميدي	hài	كوميدي	hài	N;NOM;INDF;SG	N
كوميدي	comedian	كوميدي	comedian	N;NOM;INDF;SG	N
الهاتف	đt	هَاتِف	đt	N;NOM;DEF;SG	N
المجالات	miền	مَجَال	miền	N;NOM;DEF;PL	N
الموصل	mosul	مَوصِل	mosul	N;NOM;DEF;SG	N
الدليل	directory	دَلِيل	directory	N;NOM;DEF;SG	N
الشعار	logo	شِعَار	logo	N;NOM;DEF;SG	N
بنك	ngân	بَنك	ngân	N;NOM;INDF;SG	N
بنك	bank	بَنك	bank	N;NOM;INDF;SG	N
الاهتمام	vốn	اِهتِمَام	vốn	N;NOM;DEF;SG	N
الاهتمام	lãi	اِهتِمَام	lãi	N;NOM;DEF;SG	N
صلاة	nguyện	صَلَاة	nguyện	N;NOM;INDF;SG	N
نمط	mẫu	نَمَط	mẫu	N;NOM;INDF;SG	N
المدرب	hlv	مُدَرِّب	hlv	N;NOM;DEF;SG	N
المدير	trương	مُدِير	trương	N;NOM;DEF;SG	N
زيارة	khách	زِيَارَة	khách	N;NOM;INDF;SG	N
قصيدة	thơ	قَصِيدَة	thơ	N;NOM;INDF;SG	N
قصيدة	ode	قَصِيدَة	ode	N;NOM;INDF;SG	N
استخدمت	phơi	اِستَخدَم	phơi	V;PFV;FEM;SG;3;PASS	V
الغذاء	mat	غِذَاء	mat	N;NOM;DEF;SG	N
الصيف	hè	صَيف	hè	N;NOM;DEF;SG	N
الجمهور	công	جُمهُور	công	N;NOM;DEF;SG	N
قالت	nói	قَال	nói	V;PFV;FEM;SG;3;ACT	V
قالت	bảo	قَال	bảo	V;PFV;FEM;SG;3;ACT	V
النطاق	miền	نِطَاق	miền	N;NOM;DEF;SG	N
النطاق	tầm	نِطَاق	tầm	N;NOM;DEF;SG	N
فرصة	hội	فُرصَة	hội	N;NOM;INDF;SG	N
قرن	sừng	قَرن	sừng	N;NOM;INDF;SG	N
قرن	kèn	قَرن	kèn	N;NOM;INDF;SG	N
قرن	horn	قَرن	horn	N;NOM;INDF;SG	N
الطرف	đảng	طَرَف	đảng	N;NOM;DEF;SG	N
الطرف	tiệc	طَرَف	tiệc	N;NOM;DEF;SG	N
الدنيا	giới	دِنِّيَا	giới	N;NOM;DEF;SG	N
زاوية	góc	زَاوِيَة	góc	N;NOM;INDF;SG	N
زاوية	góc	زَاوِيَة	góc	N;NOM;INDF;SG	N
البريد	thư	بَرِيد	thư	N;NOM;DEF;SG	N
معبد	đền	معبد	đền	N;NOM;INDF;SG	N
معبد	chùa	معبد	chùa	N;NOM;INDF;SG	N
السفينة	tàu	سَفِينَة	tàu	N;NOM;DEF;SG	N
السن	tuổi	سِنّ	tuổi	N;NOM;DEF;SG	N
السن	răng	سِنّ	răng	N;NOM;DEF;SG	N
الرسوم	fee	رَسم	fee	N;NOM;DEF;PL	N
الرسوم	phí	رَسم	phí	N;NOM;DEF;PL	N
الرسوم	phí	رَسم	phí	N;NOM;DEF;PL	N
الذكور	nam	ذُكُور	nam	N;NOM;DEF;PL	N
الذكور	buồng	ذُكُور	buồng	N;NOM;DEF;PL	N
الذكور	đực	ذُكُور	đực	N;NOM;DEF;PL	N
الذكور	nam	ذُكُور	nam	N;NOM;DEF;PL	N
الرسم	sketch	رَسم	sketch	N;NOM;DEF;SG	N
الرسم	tranh	رَسم	tranh	N;NOM;DEF;SG	N
الرسم	sơn	رَسم	sơn	N;NOM;DEF;SG	N
كتبت	viết	كَتَب	viết	V;PFV;FEM;SG;3;ACT	V
العدو	địch	عَدُوّ	địch	N;NOM;DEF;SG	N
العدو	thù	عَدُوّ	thù	N;NOM;DEF;SG	N
الماجستير	masters	الماجستير	masters	N;NOM;DEF;SG	N
جندي	lính	جُندِيّ	lính	N;NOM;INDF;SG	N
اذا	rồi	إِذَا	rồi	CONJ	CONJ
ضوء	châm	ضَوء	châm	N;NOM;INDF;SG	N
ضوء	đèn	ضَوء	đèn	N;NOM;INDF;SG	N
الشهر	tháng	شَهر	tháng	N;NOM;DEF;SG	N
حيوان	vật	حيوان	vật	N;NOM;INDF;SG	N
العظام	xương	عَظَام	xương	N;NOM;DEF;PL	N
الشرف	vinh	شَرَف	vinh	N;NOM;DEF;SG	N
النموذج	model	نَمُوذَج	model	N;NOM;DEF;SG	N
النموذج	mẫu	نَمُوذَج	mẫu	N;NOM;DEF;SG	N
التقرير	cáo	تَقرِير	cáo	N;NOM;DEF;SG	N
سير	sếp	سَير	sếp	N;NOM;INDF;SG	N
سير	ser	سَير	ser	N;NOM;INDF;SG	N
الشؤون	affairs	شَأن	affairs	N;NOM;DEF;PL	N
مسار	vết	مَسَار	vết	N;NOM;INDF;SG	N
مسار	rãnh	مَسَار	rãnh	N;NOM;INDF;SG	N
البصرة	basra	بَصرَة	basra	N;NOM;DEF;SG	N
طبقات	lớp	طَبَقَة	lớp	N;NOM;INDF;PL	N
سبع	bảy	سَبعَة	bảy	NUM;NOM;INDF;FEM	NUM
غاز	gas	غَاز	gas	N;NOM;INDF;SG	N
غاز	xăng	غَاز	xăng	N;NOM;INDF;SG	N
فندق	hotel	فُندُق	hotel	N;NOM;INDF;SG	N
الدواء	thuốc	دَوَاء	thuốc	N;NOM;DEF;SG	N
عنصر	tố	عُنصُر	tố	N;NOM;INDF;SG	N
السائل	liquid	سَائِل	liquid	N;NOM;DEF;SG	N
عالي	cao	عَالِي	cao	ADJ;NOM;INDF;MASC;SG	ADJ
قديم	cũ	قَدِيم	cũ	ADJ;NOM;INDF;MASC;SG	ADJ
قديم	già	قَدِيم	già	ADJ;NOM;INDF;MASC;SG	ADJ
يعطي	cung	أَعطَى	cung	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
القصص	truyện	قِصَّة	truyện	N;NOM;DEF;PL	N
طن	tấn	طُنّ	tấn	N;NOM;INDF;SG	N
طن	tấn	طُنّ	tấn	N;NOM;INDF;SG	N
طن	ton	طُنّ	ton	N;NOM;INDF;SG	N
طن	tấn	طُنّ	tấn	N;NOM;INDF;SG	N
الجدول	bảng	جَدوَل	bảng	N;NOM;DEF;SG	N
الجدول	bàn	جَدوَل	bàn	N;NOM;DEF;SG	N
اخرى	khác	آخَر	khác	ADJ;NOM;INDF;FEM;SG	ADJ
اخرى	khác	آخَر	khác	ADJ;NOM;INDF;FEM;SG	ADJ
البطل	hero	بَطَل	hero	N;NOM;DEF;SG	N
البطل	hùng	بَطَل	hùng	N;NOM;DEF;SG	N
البطل	cọc	بَطَل	cọc	N;NOM;DEF;SG	N
العضوية	organic	عُضوِيَّة	organic	N;NOM;DEF;SG	N
الفم	miệng	فَمّ	miệng	N;NOM;DEF;SG	N
الفم	mồm	فَمّ	mồm	N;NOM;DEF;SG	N
يتطلب	đòi	تَطَلَّب	đòi	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
فتاة	girl	فَتَاة	girl	N;NOM;INDF;SG	N
فتاة	gái	فَتَاة	gái	N;NOM;INDF;SG	N
المحرك	tơ	مُحَرَّك	tơ	N;NOM;DEF;SG	N
حركات	moves	حَرَكَة	moves	N;NOM;INDF;PL	N
جنود	binh	جُندِيّ	binh	N;NOM;INDF;PL	N
الغلاف	che	غِلَاف	che	N;NOM;DEF;SG	N
الميدان	trường	مَيدَان	trường	N;NOM;DEF;SG	N
الغابات	rừng	غَابَة	rừng	N;NOM;DEF;PL	N
الغابات	rừng	غَابَة	rừng	N;NOM;DEF;PL	N
الغابات	rừng	غَابَة	rừng	N;NOM;DEF;PL	N
المجمع	compound	مَجمَع	compound	N;NOM;DEF;SG	N
جبهة	trán	جَبهَة	trán	N;NOM;INDF;SG	N
البيض	trứng	بَيض	trứng	N;NOM;DEF;SG	N
سجن	tù	سِجن	tù	N;NOM;INDF;SG	N
سجن	tù	سِجن	tù	N;NOM;INDF;SG	N
صفوف	hạng	صَفّ	hạng	N;NOM;INDF;PL	N
صفوف	hàng	صَفّ	hàng	N;NOM;INDF;PL	N
الزوج	chồng	زَوج	chồng	N;NOM;DEF;SG	N
الزوج	mun	زَوج	mun	N;NOM;DEF;SG	N
الزاوية	góc	زَاوِيَة	góc	N;NOM;DEF;SG	N
الزاوية	góc	زَاوِيَة	góc	N;NOM;DEF;SG	N
جميلة	đẹp	جَمِيل	đẹp	ADJ;NOM;INDF;FEM;SG	ADJ
اضطرابات	riot	اِضطِرَاب	riot	N;NOM;INDF;PL	N
الديانة	đạo	دِيَانَة	đạo	N;NOM;DEF;SG	N
الرياح	gió	رِيح	gió	N;NOM;DEF;PL	N
المهندس	hoạ	مُهَندِس	hoạ	N;NOM;DEF;SG	N
المقاطعات	quận	مُقَاطَعَة	quận	N;NOM;DEF;PL	N
القرون	sừng	قَرن	sừng	N;NOM;DEF;PL	N
المتعددة	nhiều	مُتَعَدِّد	nhiều	ADJ;NOM;DEF;FEM;SG	ADJ
المستشفى	viện	مُستَشفَى	viện	N;NOM;DEF;SG	N
المستشفى	xá	مُستَشفَى	xá	N;NOM;DEF;SG	N
صيف	hè	صَيف	hè	N;NOM;INDF;SG	N
الهيدروجين	hidro	الهيدروجين	hidro	N;NOM;DEF;DU	N
الهيدروجين	hydrogen	الهيدروجين	hydrogen	N;NOM;DEF;DU	N
الهيدروجين	hydro	الهيدروجين	hydro	N;NOM;DEF;DU	N
نيسان	nissan	نِيسَان	nissan	N;NOM;INDF;SG	N
زهرة	flower	زُهرَة	flower	N;NOM;INDF;SG	N
زهرة	hoa	زُهرَة	hoa	N;NOM;INDF;SG	N
شرقي	đông	شَرقِيّ	đông	ADJ;NOM;INDF;MASC;SG	ADJ
قوي	mạnh	قَوِيّ	mạnh	ADJ;NOM;INDF;MASC;SG	ADJ
السلاح	khí	سِلَاح	khí	N;NOM;DEF;SG	N
الاتفاق	compact	اِتِّفَاق	compact	N;NOM;DEF;SG	N
تجارة	trade	تِجَارَة	trade	N;NOM;INDF;SG	N
المعالم	mốc	مَعلَم	mốc	N;NOM;DEF;PL	N
تلعب	play	لَعِب	play	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
تلعب	chơi	لَعِب	chơi	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
الشارع	phố	شَارِع	phố	N;NOM;DEF;SG	N
الملوك	kings	مَلوَك	kings	N;NOM;DEF;PL	N
الملوك	vua	مَلوَك	vua	N;NOM;DEF;PL	N
سد	dam	سَدّ	dam	N;NOM;INDF;SG	N
رسائل	thư	رِسَالَة	thư	N;NOM;INDF;PL	N
رسائل	chữ	رِسَالَة	chữ	N;NOM;INDF;PL	N
الفئة	loại	فِئَة	loại	N;NOM;DEF;SG	N
الفئة	hạng	فِئَة	hạng	N;NOM;DEF;SG	N
الفئة	lớp	فِئَة	lớp	N;NOM;DEF;SG	N
السوبر	super	سُوبِر	super	N;NOM;DEF;SG	N
