erteilt	väljastatud	erteilen	väljastama	V;V.PTCP	V;PST;V.PTCP;PASS
lernt	õpib	lernen	õppima	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
verträge	lepingud	verträgen	leping	N;NOM;PL	N;NOM;PL
verträge	lepingud	verträgen	leping	N;NOM;PL	N;NOM;PL
perfekt	perfektne	perfekt	perfektne	ADJ	ADJ;NOM;SG
perfekt	ideaalne	perfekt	ideaalne	ADJ	ADJ;NOM;SG
perfekt	täiuslik	perfekt	täiuslik	ADJ	ADJ;NOM;SG
kommunisten	kommunistid	kommunist	kommunist	N;PL	N;NOM;PL
eingegangen	saadi	eingehen	saama	V;V.PTCP	V;IND;PST;FIN;PASS
eingegangen	laekunud	eingehen	laekuma	V;V.PTCP	V;PST;V.PTCP;ACT
definieren	määratleb	definieren	määratlema	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
definieren	defineeri	definieren	defineerima	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
definieren	määratleda	definieren	määratlema	V;NFIN	V;NFIN
konto	konto	konto	konto	N;NOM;SG	N;NOM;SG
inhaftiert	vahistatud	inhaftieren	vahistama	V;V.PTCP	V;PST;V.PTCP;PASS
inhaftiert	vangistati	inhaftieren	vangistama	V;V.PTCP	V;IND;PST;FIN;PASS
erlernte	õppis	erlernen	õppima	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
erlernte	õppinud	erlernen	õppima	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;ACT
präsentierte	esitletud	präsentieren	esitlema	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;PASS
präsentierte	esitatud	präsentieren	esitama	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;PASS
grammatik	grammatiline	grammatik	grammatiline	ADJ	ADJ;NOM;SG
lustig	lõbus	lustig	lõbus	ADJ	ADJ;NOM;SG
lustig	naljakas	lustig	naljakas	ADJ	ADJ;NOM;SG
lustig	naljakas	lustig	naljakas	ADJ	ADJ;NOM;SG
charakteristisch	iseloomulik	charakteristisch	ise_loomulik	ADJ	ADJ;NOM;SG
bakterien	bakterid	bakterien	bakter	N;NOM;PL	N;NOM;PL
übersetzen	tõlkida	übersetzen	tõlkima	V;NFIN	V;NFIN
hunderte	sajad	hundern	sada	NUM	NUM;NOM;PL
angefangen	alanud	anfangen	algama	V;V.PTCP	V;PST;V.PTCP;ACT
angefangen	algas	anfangen	algama	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
angefangen	hakkas	anfangen	hakkama	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
angefangen	alustas	anfangen	alustama	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
angefangen	alanud	anfangen	algama	V;V.PTCP	V;PST;V.PTCP;ACT
exzellent	suurepärane	exzellent	suure_pärane	ADJ	ADJ;NOM;SG
juristen	advokaadid	juristen	advokaat	N;NOM;PL	N;NOM;PL
juristen	advokaadid	juristen	advokaat	N;NOM;PL	N;NOM;PL
juristen	juristid	juristen	jurist	N;NOM;PL	N;NOM;PL
gespeichert	säilitatud	speichern	säilitama	V;V.PTCP	V;PST;V.PTCP;PASS
gespeichert	salvestatud	speichern	salvestama	V;V.PTCP	V;PST;V.PTCP;PASS
gespeichert	ladustatud	speichern	ladusta=tud	V;V.PTCP	V;PST;V.PTCP;PASS
gespeichert	salvestatud	speichern	salvestama	V;V.PTCP	V;PST;V.PTCP;PASS
gespeichert	päästis	speichern	päästma	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
gefasst	püütud	fassen	püüdma	V;V.PTCP	V;PST;V.PTCP;PASS
rechtfertigen	õigustada	rechtfertigen	õigustama	V;NFIN	V;NFIN
störung	sekkumine	störung	sekkumine	N;FEM;SG	N;NOM;SG
rekonstruktion	ülesehitus	rekonstruktion	üle_sehitus	N;NOM;FEM;SG	N;NOM;SG
administratoren	haldajad	administratoren	haldaja	N;NOM;PL	N;NOM;PL
gelernt	õppis	lernen	õppima	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
gelernt	õppinud	lernen	õppima	V;V.PTCP	V;PST;V.PTCP;ACT
gelernt	õppisin	lernen	õppima	V;V.PTCP	V;IND;SG;1;PST;FIN;ACT
gefüllt	täidetud	füllen	täitma	V;V.PTCP	V;PST;V.PTCP;PASS
installation	paigaldus	installation	paigaldus	N;SG	N;NOM;SG
installation	paigaldamine	installation	paigaldamine	N;SG	N;NOM;SG
installation	rajatis	installation	rajatis	N;SG	N;NOM;SG
installation	paigaldamine	installation	paigaldamine	N;SG	N;NOM;SG
installation	paigaldamine	installation	paigaldamine	N;SG	N;NOM;SG
schöner	kaunist	schön	kaunis	ADJ	ADJ;PRT;SG
schöner	ilus	schön	ilus	ADJ	ADJ;NOM;SG
schöner	kaunid	schön	kaunis	ADJ	ADJ;NOM;PL
schöner	ilusad	schön	ilus	ADJ	ADJ;NOM;PL
schöner	kaunis	schön	kaunis	ADJ	ADJ;NOM;SG
schöner	mõnus	schön	mõnus	ADJ	ADJ;NOM;SG
schöner	kena	schön	kena	ADJ	ADJ;NOM;SG
speichern	salvesta	speichern	salvestama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
sprachlich	keelelise	sprachlich	keeleline	ADJ	ADJ;GEN;SG
schuss	tulistatud	schassen	tulistama	ADJ	ADJ;PST;V.PTCP;PASS
freundlich	lahke	freundlich	lahke	ADJ	ADJ;NOM;SG
freundlich	sõbralikud	freundlich	sõbralik	ADJ	ADJ;NOM;PL
freundlich	sõbralik	freundlich	sõbralik	ADJ	ADJ;NOM;SG
vorschlagen	soovita	vorschlagen	soovitama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
portugiesisch	portugali	portugiesisch	portugali	ADJ	ADJ
reduzieren	vähendab	reduzieren	vähendama	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
reduzieren	vähenda	reduzieren	vähendama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
reduzieren	vähendada	reduzieren	vähendama	V;NFIN	V;NFIN
filmmusik	skoor	filmmusik	skoor	N	N;NOM;SG
filmmusik	punktisumma	filmmusik	punkti_summa	N	N;NOM;SG
verknüpft	seotud	verknüpfen	siduma	V;V.PTCP	V;PST;V.PTCP;PASS
wände	seinad	wanden	sein	N;NOM;PL	N;NOM;PL
begleitung	järelevalve	begleitung	järele_valve	N;NOM;FEM;SG	N;NOM;SG
begleitung	jälgimine	begleitung	jälgimine	N;NOM;FEM;SG	N;NOM;SG
begleitung	seire	begleitung	seir	N;NOM;FEM;SG	N;NOM;SG
abwehr	kaitse	abwehr	kaitse	N;SG	N;NOM;SG
abwehr	kaitse	abwehr	kaitse	N;SG	N;NOM;SG
abwehr	riigikaitse	abwehr	riigi_kaitse	N;SG	N;NOM;SG
wiederholte	korratud	wiederholt	korratud	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;PASS
landstraße	maantee	landstraße	maan_tee	N;NOM;FEM;SG	N;NOM;SG
landstraße	kiirtee	landstraße	kiir_tee	N;NOM;FEM;SG	N;NOM;SG
gastgeber	vastuvõtva	gastgeber	vastu_võtv	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
denkt	mõtleb	denken	mõtlema	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
denkt	arvab	denken	arvama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
wünschen	sooviks	wünschen	soovima	V;NFIN	V;COND;PRS;FIN;ACT
wünschen	soovib	wünschen	soovima	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
wünschen	soovides	wünschen	soov	V;NFIN	V;V.CVB
rosen	roosid	rosen	roos	N;NOM;PL	N;NOM;PL
statistische	statistilised	statistisch	statistiline	ADJ;NOM;FEM;PL	ADJ;NOM;PL
selbständig	sõltumatud	selbständig	sõltumatu	ADJ	ADJ;NOM;PL
selbständig	iseseisev	selbständig	ise_seisev	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
selbständig	sõltumatu	selbständig	sõltumatu	ADJ	ADJ;NOM;SG
meisterin	armuke	meisterin	armuke	N;NOM;FEM;SG	N;NOM;SG
meisterin	perenaine	meisterin	pere_naine	N;NOM;FEM;SG	N;NOM;SG
jüngsten	hiljutised	jung	hiljutine	ADJ;PL	ADJ;NOM;PL
nase	nina	nase	nina	N;SG	N;NOM;SG
nase	ninna	nase	ninn	N;SG	N;IN+ALL;LGSPEC1;SG
gedeckt	hõlmatud	decken	hõlmatud	V;V.PTCP	V;PST;V.PTCP;PASS
gedeckt	kattis	decken	katma	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
gedeckt	kaetud	decken	katma	V;V.PTCP	V;PST;V.PTCP;PASS
betriebssystem	tegutsevate	betriebssystem	tegutsev	ADJ	ADJ;GEN;PL;PRS;V.PTCP;ACT
sauer	vihane	sauer	vihane	ADJ	ADJ;NOM;SG
sauer	hapu	sauer	hapu	ADJ	ADJ;NOM;SG
sauer	vihane	sauer	vihane	ADJ	ADJ;NOM;SG
portugiesische	portugali	portugiesisch	portugali	ADJ;NOM;FEM;PL	ADJ
entfernte	eemaldati	entfernen	eemaldama	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;PASS
betreten	sisesta	betreten	sisenema	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
estnischen	eesti	estnisch	eesti	ADJ;NOM;MASC;PL	ADJ
beruflichen	ametialane	beruflich	ametialane	ADJ	ADJ;NOM;SG
sportlichen	sportlik	sportlich	sportlik	ADJ	ADJ;NOM;SG
sportlichen	sportlik	sportlich	sportlik	ADJ	ADJ;NOM;SG
dreht	pöörleb	drehen	pöörlema	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
dreht	pöörab	drehen	pöörama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
inspiriert	inspireerib	inspirieren	inspireerima	V;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
niedergang	vähenemine	niedergang	vähenemine	N	N;NOM;SG
niedergang	langus	niedergang	langus	N	N;NOM;SG
untersuchte	uuritud	untersuchen	uurima	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;PASS
untersuchte	uuritud	untersuchen	uurima	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;PASS
raketen	raketid	raket	rakett	N;PL	N;NOM;PL
raketen	raketid	raket	rakett	N;PL	N;NOM;PL
raketen	rakette	raket	rakett	N;PL	N;PRT;PL
vermieden	väldib	vermeiden	vältima	V;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
vermieden	vältinud	vermeiden	vältima	V;V.PTCP	V;PST;V.PTCP;ACT
montag	esmaspäeviti	montag	esmas_päeviti	ADV	ADV
goldener	kuldsed	golden	kuldne	ADJ	ADJ;NOM;PL
goldener	kuldne	golden	kuldne	ADJ	ADJ;NOM;SG
rettung	lunastus	rettung	lunastus	N;FEM;SG	N;NOM;SG
rettung	päästmine	rettung	päästmine	N;FEM;SG	N;NOM;SG
fotografiert	pildistas	fotografieren	pildistama	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
holen	saa	holen	saama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
jünger	noorem	jung	noorem	ADJ	ADJ;NOM;CMPR;SG
jünger	nooremad	jung	noorem	ADJ	ADJ;NOM;CMPR;PL
glücklich	õnnelik	glücklich	õnnelik	ADJ	ADJ;NOM;SG
glücklich	õnnelik	glücklich	õnnelik	ADJ	ADJ;NOM;SG
demokraten	demokraadid	demokraten	demo_kraat	N;NOM;PL	N;NOM;PL
termin	tähtpäev	termin	täht_päev	N;SG	N;NOM;SG
termin	tähtaeg	termin	täht_aeg	N;SG	N;NOM;SG
termin	kokkusaamine	termin	kokku_saamine	N;SG	N;NOM;SG
termin	nimetamine	termin	nimetamine	N;SG	N;NOM;SG
anbieten	paku	anbieten	pakkuma	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
anbieten	pakkuda	anbieten	pakkuma	V;NFIN	V;NFIN
spezifische	spetsiifilised	spezifisch	spetsiifiline	ADJ;NOM;FEM;PL	ADJ;NOM;PL
schnellste	kiireim	schnell	kiireim	ADJ;NOM;FEM;SG	ADJ;NOM;RL;SG
schnellste	kiireim	schnell	kiireim	ADJ;NOM;FEM;SG	ADJ;NOM;RL;SG
unverständlich	arusaamatu	unverständlich	aru_saamatu	ADJ	ADJ;NOM;SG
baut	ehitab	bauen	ehitama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
neunten	üheksanda	neunt	üheksas	ADJ	ADJ;NOM;SG
neunten	üheksas	neunt	üheksas	ADJ	ADJ;NOM;SG
angeblichen	väidetava	angeblich	väidetav	ADJ	ADJ;GEN;SG;PRS;V.PTCP;ACT
angeblichen	väidetav	angeblich	väidetav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
tatsächlichen	faktilist	tatsächlich	faktiline	ADJ	ADJ;PRT;SG
tatsächlichen	tegelik	tatsächlich	tegelik	ADJ	ADJ;NOM;SG
namensgeber	nimekaim	namensgeber	nime_kaim	ADJ	ADJ;NOM;RL;SG
sinnlos	mõttetud	sinnlos	mõttetu	ADJ	ADJ;NOM;PL
sinnlos	mõttetu	sinnlos	mõttetu	ADJ	ADJ;NOM;SG
sinnlos	kasutu	sinnlos	kasutu	ADJ	ADJ;NOM;SG
sinnlos	kasutud	sinnlos	kasutud	ADJ	ADJ;NOM;PL
sinnlos	mõttetu	sinnlos	mõttetu	ADJ	ADJ;NOM;SG
komponiert	koosneb	komponieren	koosnema	V;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
geografische	geograafilised	geografisch	geo_graafiline	ADJ;NOM;FEM;PL	ADJ;NOM;PL
geografische	geograafilised	geografisch	geo_graafiline	ADJ;NOM;FEM;PL	ADJ;NOM;PL
qualitativ	kvalitatiivne	qualitativ	kvalitatiivne	ADJ	ADJ;NOM;SG
qualitativ	kvalitatiivsed	qualitativ	kvalitatiivne	ADJ	ADJ;NOM;PL
bemühen	püüdlema	bemühen	püüdlema	V;NFIN	V;IN+ALL;V.CVB;ACT
kanonen	kahurid	kanon	kahur	N;NOM;FEM;PL	N;NOM;PL
kanonen	püssid	kanon	püss	N;NOM;FEM;PL	N;NOM;PL
kanonen	relvad	kanon	relv	N;NOM;FEM;PL	N;NOM;PL
streitigkeiten	vaidlused	streitigkeit	vaidlus	N;NOM;FEM;PL	N;NOM;PL
katastrophe	häda	katastrophe	häda	N;NOM;FEM;SG	N;NOM;SG
katastrophe	katastroof	katastrophe	katastroof	N;NOM;FEM;SG	N;NOM;SG
katastrophe	katastroof	katastrophe	katastroof	N;NOM;FEM;SG	N;NOM;SG
automatische	automaatsed	automatisch	automaatne	ADJ;NOM;FEM;PL	ADJ;NOM;PL
verteilen	levis	verteilen	levima	V;NFIN	V;IND;SG;3;PST;FIN;ACT
verteilen	jaotada	verteilen	jaotama	V;NFIN	V;NFIN
verteilen	jaotatud	verteilen	jaotama	V;NFIN	V;PST;V.PTCP;PASS
greifen	haara	greifen	haarama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
litt	kannatanud	leiden	kannatama	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;ACT
litt	kannatas	leiden	kannatama	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
negativen	negatiivne	negativ	negatiivne	ADJ	ADJ;NOM;SG
negativen	negatiivsed	negativ	negatiivne	ADJ	ADJ;NOM;PL
abwarten	ootan	abwarten	ootama	V;NFIN	V;IND;SG;1;PRS;FIN;ACT
abwarten	ootame	abwarten	ootama	V;NFIN	V;IND;PL;1;PRS;FIN;ACT
abwarten	oodake	abwarten	oodake	V;NFIN	V;IMP;PL;2;PRS;FIN;ACT
abwarten	oota	abwarten	ootama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
draußen	väljaspool	draußen	väljas_pool	ADV	ADV
draußen	väljas	draußen	väljas	ADV	ADV
draußen	välja	draußen	välja	ADV	ADV
draußen	väljas	draußen	väljas	ADV	ADV
sauber	puhas	sauber	puhas	ADJ	ADJ;NOM;SG
sauber	puhtaks	sauber	puhas	ADJ	ADJ;TRANS;SG
sauber	puhtad	sauber	puhas	ADJ	ADJ;NOM;PL
ideologie	ideoloogia	ideologie	ideoloogia	N;NOM;FEM;SG	N;NOM;SG
heilig	püha	heilig	püha	ADJ	ADJ;NOM;SG
geholfen	aitasid	helfen	aitama	V;V.PTCP	V;IND;PL;3;PST;FIN;ACT
geholfen	aitas	helfen	aitama	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
geholfen	aidanud	helfen	aitama	V;V.PTCP	V;PST;V.PTCP;ACT
ergänzungen	täiendab	ergänzung	täiendama	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
ohren	kõrvad	ohr	kõrv	N;NOM;NEUT;PL	N;NOM;PL
ruft	kutsub	rufen	kutsuma	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
trennt	eraldab	trennen	eraldama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
verbundene	seonduv	verbunden	seonduv	ADJ;NOM;FEM;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
umfassend	põhjaliku	umfassend	põhjalik	ADJ	ADJ;GEN;SG
umfassend	kõikehõlmav	umfassend	kõike_hõlmav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
umfassend	ulatuslikud	umfassend	ulatuslik	ADJ	ADJ;NOM;PL
umfassend	ulatuslik	umfassend	ulatuslik	ADJ	ADJ;NOM;SG
umfassend	ammendav	umfassend	ammendav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
variiert	varieerub	variieren	varieeruma	V;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
vorherige	eelmised	vorherig	eelmine	ADJ;NOM;FEM;PL	ADJ;NOM;PL
realen	reaalne	real	reaalne	ADJ;SG	ADJ;NOM;SG
realen	ehtne	real	ehtne	ADJ;SG	ADJ;NOM;SG
realen	tõeline	real	tõeline	ADJ;SG	ADJ;NOM;SG
vertraut	tuttav	vertraut	tuttav	ADJ	ADJ;NOM;SG
vertraut	usaldusväärne	vertraut	usaldus_väärne	ADJ	ADJ;NOM;SG
vertraut	usaldusväärsed	vertraut	usaldus_väärne	ADJ	ADJ;NOM;PL
bibliographie	bibliograafia	bibliographie	bibliograafia	N;NOM;FEM;SG	N;NOM;SG
bezahlen	maksa	bezahlen	maksma	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
ungeeignet	sobimatu	ungeeignet	sobimatu	ADJ	ADJ;NOM;SG
ungeeignet	kõlbmatuks	ungeeignet	kõlbmatu	ADJ	ADJ;TRANS;SG
ungeeignet	sobimatu	ungeeignet	sobimatu	ADJ	ADJ;NOM;SG
ungeeignet	kõlbmatu	ungeeignet	kõlbmatu	ADJ	ADJ;NOM;SG
ungeeignet	kohatu	ungeeignet	kohatu	ADJ	ADJ;NOM;SG
ungeeignet	sobimatu	ungeeignet	sobimatu	ADJ	ADJ;NOM;SG
ungeeignet	ebasobiv	ungeeignet	eba_sobiv	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
finnische	soome	finnisch	soome	ADJ;NOM;FEM;PL	ADJ
widmen	pühendatud	widmen	pühendama	V;NFIN	V;PST;V.PTCP;PASS
widmen	pühendunud	widmen	pühenduma	V;NFIN	V;PST;V.PTCP;ACT
widmen	pühendades	widmen	pühendama	V;NFIN	V;V.CVB
widmen	pühendada	widmen	pühendama	V;NFIN	V;NFIN
ausgegeben	väljastatud	ausgeben	väljastama	V;V.PTCP	V;PST;V.PTCP;PASS
ausgegeben	kulutatud	ausgeben	kulutama	V;V.PTCP	V;PST;V.PTCP;PASS
repräsentiert	esindas	repräsentieren	esindama	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
repräsentiert	esindatud	repräsentieren	esindama	V;V.PTCP	V;PST;V.PTCP;PASS
repräsentiert	esindab	repräsentieren	esindama	V;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
repräsentiert	esindavad	repräsentieren	esindama	V;V.PTCP	V;IND;PL;3;PRS;FIN;ACT
repräsentiert	esindab	repräsentieren	esindama	V;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
entzogen	tühistatud	entziehen	tühista=tud	V;V.PTCP	V;PST;V.PTCP;PASS
kombiniert	kombineerida	kombinieren	kombineerima	V;V.PTCP	V;NFIN
stärksten	tugevaim	stark	tugevaim	ADJ	ADJ;NOM;RL;SG
gewährleisten	tagada	gewährleisten	tagama	V;NFIN	V;NFIN
gewährleisten	tagama	gewährleisten	tagama	V;NFIN	V;IN+ALL;V.CVB;ACT
attentat	mõrvamine	attentaben	mõrvamine	N;NOM;SG	N;NOM;SG
gezeichnet	tõmmatud	zeichnen	tõmbama	V;V.PTCP	V;PST;V.PTCP;PASS
gezeichnet	märgitud	zeichnen	märkima	V;V.PTCP	V;PST;V.PTCP;PASS
gezeichnet	tellitud	zeichnen	telli=tud	V;V.PTCP	V;PST;V.PTCP;PASS
gesichtet	märgatud	sichten	märkama	V;V.PTCP	V;PST;V.PTCP;PASS
gesichtet	nähtud	sichten	nägema	V;V.PTCP	V;PST;V.PTCP;PASS
endgültigen	lõplik	endgültig	lõplik	ADJ	ADJ;NOM;SG
