категория	kategori	категория	kategori	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
ликвидации	eliminering	ликвидация	eliminering	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
ликвидации	fjernelse	ликвидация	fjernelse	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
армий	hære	армия	hære	N;INAN;GEN;FEM;PL	N;INDF;MASC+FEM;PL
ответил	svarede	ответить	svare	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
ответил	besvaret	ответить	besvar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
ответил	besvaret	ответить	besvar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
ответил	svarede	ответить	svare	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
общих	almindelige	общий	almindelig	ADJ;GEN;PL	ADJ;PL
общих	fælles	общий	fælles	ADJ;GEN;PL	ADJ
шасси	chassis	шасси	chassis	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
шасси	stel	шасси	stel	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
звучит	lyde	звучать	lyde	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN;ACT
звучит	lyder	звучать	lyde	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
неделя	ugen	неделя	uge	N;INAN;NOM;FEM;SG	N;DEF;MASC+FEM;SG
неделя	uge	неделя	uge	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
будущее	fremtiden	будущее	fremtid	N;INAN;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
будущее	fremtid	будущее	fremtid	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
наследие	arven	наследие	arv	N;INAN;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
наследие	arv	наследие	arv	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
наследие	eftermæle	наследие	eftermæle	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
наследие	kulturarv	наследие	kulturarv	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
наследие	kulturarven	наследие	kulturarv	N;INAN;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
наследие	arv	наследие	arv	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
носитель	luftfartsselskab	носитель	luftfartsselskab	N;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
носитель	hangarskib	носитель	hangarskib	N;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
носитель	transportør	носитель	transportør	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
освобождение	release	освобождение	release	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
освобождение	udslip	освобождение	udslip	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
освобождение	frigivelse	освобождение	frigivelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
освобождение	udsætning	освобождение	udsætning	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
освобождение	befrielse	освобождение	befrielse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
освобождение	frigørelse	освобождение	frigørelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
освобождение	frigørelse	освобождение	frigørelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
освобождение	undtagelse	освобождение	undtagelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
освобождение	fritagelse	освобождение	fritagelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
стефан	stephen	стефанный	steph	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
товаров	varer	товар	vare	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
девушки	piger	девушка	pige	N;ANIM;NOM;FEM;PL	N;INDF;MASC+FEM;PL
девушки	pigerne	девушка	pige	N;ANIM;NOM;FEM;PL	N;DEF;MASC+FEM;PL
девушки	tøser	девушка	tøse	N;ANIM;NOM;FEM;PL	N;INDF;MASC+FEM;PL
девушки	kærester	девушка	kærester	N;ANIM;NOM;FEM;PL	N;INDF;MASC+FEM;PL
девушки	veninder	девушка	veninde	N;ANIM;NOM;FEM;PL	N;INDF;MASC+FEM;PL
рыб	fiskene	рыба	fisk	N;ANIM;GEN;FEM;PL	N;DEF;MASC+FEM;PL
рекомендации	henstillinger	рекомендация	henstilling	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
рекомендации	anbefalinger	рекомендация	anbefaling	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
музеи	museer	музей	museum	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
оси	akser	ось	akse	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
оси	økser	ось	økse	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
постановление	bekendtgørelse	постановление	bekendtgørelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
решить	løse	решить	løse	V;PFV;NFIN;ACT	V;NFIN;ACT
решить	løser	решить	løse	V;PFV;NFIN;ACT	V;IND;PRS;FIN;ACT
решить	bestem	решить	bestem	V;PFV;NFIN;ACT	V;IMP
решить	beslut	решить	beslut	V;PFV;NFIN;ACT	V;IMP
решить	beslutte	решить	beslutte	V;PFV;NFIN;ACT	V;NFIN;ACT
решить	beslutter	решить	beslutte	V;PFV;NFIN;ACT	V;IND;PRS;FIN;ACT
диплом	eksamensbevis	диплом	eksamensbevis	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
диплом	diplom	диплом	diplom	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
сайтов	sites	сайт	sites	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
сайтов	lokaliteter	сайт	lokalitet	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
коллекция	samling	коллекция	samling	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
коллекция	opsamling	коллекция	opsamling	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
коллекция	afhentning	коллекция	afhentning	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
коллекция	indsamling	коллекция	indsamling	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
коллекция	opkrævning	коллекция	opkrævning	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
назначение	udnævnelse	назначение	udnævnelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
назначение	ansættelse	назначение	ansættelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
назначение	udpegelse	назначение	udpegelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
назначение	udnævnelse	назначение	udnævnelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
назначение	aftale	назначение	aftale	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
назначение	betegnelse	назначение	betegnelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
назначение	udpegelse	назначение	udpegelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
назначение	udpegning	назначение	udpegning	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
ислам	islam	ислам	islam	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
аргентина	argentinas	аргентина	argentinas	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
встреча	møde	встреча	møde	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
встреча	mødet	встреча	møde	N;INAN;NOM;FEM;SG	N;DEF;NEUT;SG
адам	adam	ад-м	adam	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
внешние	udvendige	внешний	udvendig	ADJ;NOM;PL	ADJ;PL
выражение	udtryk	выражение	udtryk	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
ресурсы	midler	ресурс	middel	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
ресурсы	ressourcer	ресурс	ressource	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
среднее	gennemsnitlig	средний	gennemsnitlig	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
среднее	mellemstor	средний	mellemstor	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
среднее	sekundær	средний	sekundær	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
среднее	sekundært	средний	sekundært	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
исследователь	forsker	исследователь	forsker	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
исследователь	forskeren	исследователь	forsker	N;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
конфликты	konflikterne	конфликт	konflikt	N;INAN;NOM;MASC;PL	N;DEF;MASC+FEM;PL
конфликты	konflikter	конфликт	konflikt	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
конфликты	konflikter	конфликт	konflikt	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
внизу	nedenunder	внизу	nedenunder	ADV	ADV
двигателей	motorerne	двигатель	motor	N;INAN;GEN;MASC;PL	N;DEF;MASC+FEM;PL
двигателей	motorer	двигатель	motor	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
комедии	komedier	комедия	komedi	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
буква	brev	буква	brev	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
буква	skrivelse	буква	skrivelse	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
буква	bogstav	буква	bogstav	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
квартира	lejlighed	квартира	lejlighed	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
квартира	lejligheden	квартира	lejlighed	N;INAN;NOM;FEM;SG	N;DEF;MASC+FEM;SG
квартира	lejlighed	квартира	lejlighed	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
взгляды	visninger	взгляд	visning	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
взгляды	synspunkter	взгляд	synspunkt	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
соглашения	overenskomster	соглашение	overenskomster	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
соглашения	aftaler	соглашение	aftale	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
взаимодействия	interaktioner	взаимодействие	interaktion	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
тебя	dig	ты	du	PRO;ACC;SG;2	PRO;ACC;MASC+FEM;SG;2
эссе	essay	эссе	essay	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
эссе	essays	эссе	essay	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
дружбы	venskab	дружба	venskab	N;INAN;GEN;FEM;SG	N;INDF;NEUT;SG
принята	accepteret	принять	acceptere	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
принята	godtaget	принять	godtage	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
принята	vedtaget	принять	vedtage	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
принята	adopteret	принять	adoptere	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
показали	viste	показать	vise	V;PFV;IND;PL;PST;FIN;ACT	V;IND;PST;FIN;ACT
принятие	accept	принятие	accept	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
принятие	adoption	принятие	adoption	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
принятие	vedtagelse	принятие	vedtagelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
дин	dekan	дина	dekan	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
независимые	uafhængige	независимый	uafhængig	ADJ;NOM;PL	ADJ;PL
независимые	uafhængige	независимый	uafhængig	ADJ;NOM;PL	ADJ;PL
графство	county	графство	county	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
графство	amtet	графство	amt	N;INAN;NOM;NEUT;SG	N;DEF;NEUT;SG
графство	amt	графство	amt	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
графство	amtskommune	графство	amtskommun	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
социального	socialt	социальный	socialt	ADJ;GEN;MASC;SG	ADJ;INDF;NEUT;SG
значительные	betydelige	значительный	betydelig	ADJ;NOM;PL	ADJ;PL
значительные	betydelige	значительный	betydelig	ADJ;NOM;PL	ADJ;PL
значительные	betydende	значительный	betydende	ADJ;NOM;PL	ADJ
параметр	parameteren	параметр	parameter	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
параметр	parameter	параметр	parameter	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
вызвало	udløst	вызвать	udløse	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
вызвало	udløste	вызвать	udløse	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;PST;V.PTCP
вагонов	vogne	вагон	vogn	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
вагонов	vognene	вагон	vogn	N;INAN;GEN;MASC;PL	N;DEF;MASC+FEM;PL
вагонов	vogne	вагон	vogn	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
администраторы	administratorer	администратор	administrator	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
администраторы	administratorer	администратор	administrator	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
обратился	drejet	обратиться	dreje	V;PFV;MASC;IND;SG;PST;FIN;MID	V;INDF;SG;PST;V.PTCP
обратился	vendt	обратиться	vende	V;PFV;MASC;IND;SG;PST;FIN;MID	V;INDF;SG;PST;V.PTCP
акт	retsakt	акт	retsakt	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
акт	akt	акт	akt	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
акт	act	акт	act	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
копия	kopiering	копия	kopiering	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
копия	kopi	копия	kopi	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
копия	kopi	копия	kopi	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
следствие	undersøgelse	следствие	undersøgelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
следствие	efterforskning	следствие	efterforskning	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
ряды	rækker	ряд	række	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
превышает	overskrider	превышать	overskride	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
превышает	overstiger	превышать	overstige	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
увеличение	forhøjelse	увеличение	forhøjelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
увеличение	forøgelse	увеличение	forøgelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
увеличение	stigning	увеличение	stigning	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
увеличение	forstørrelse	увеличение	forstørrelse	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
мишель	michelle	мишель	michel	N;ANIM;NOM;FEM;SG	N;INDF;MASC+FEM;SG
мишель	michele	мишель	michel	N;ANIM;NOM;FEM;SG	N;INDF;MASC+FEM;SG
топ	top	топ	top	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
топ	toppen	топ	top	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
нормально	normal	нормальный	normal	ADJ;NEUT;SG	ADJ;INDF;MASC+FEM;SG
львов	løver	лев	løve	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
львов	løverne	лев	løver	N;INAN;GEN;MASC;PL	N;DEF;MASC+FEM;PL
произошла	sket	произойти	ske	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
произошла	skete	произойти	ske	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
распада	opløsning	распад	opløsning	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
распада	forfald	распад	forfald	N;INAN;GEN;MASC;SG	N;INDF;NEUT;SG
верно	højre	верный	højre	ADJ;NEUT;SG	ADJ
полномочия	akkreditiver	полномочие	akkreditiv	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
полномочия	kræfter	полномочие	kraft	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
полномочия	beføjelser	полномочие	beføjelse	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
нападения	attentater	нападение	attentat	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
буквально	bogstaveligt	буквально	bogstaveligt	ADV	ADV
буквально	bogstaveligt	буквально	bogstaveligt	ADV	ADV
существовало	eksisteret	существовать	eksistere	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
существовало	eksisterede	существовать	eksistere	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
постановка	iscenesættelse	постановка	iscenesættelse	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
социальная	socialt	социальный	socialt	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
хороший	god	хороший	god	ADJ;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
ансамбль	ensemble	ансамбль	ensemble	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
звук	lyd	звук	lyd	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
звук	lyden	звук	lyd	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
звук	lyd	звук	lyd	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
звук	audio	звук	audio	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
друзья	venner	друг	ven	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
друзья	vennerne	друг	ven	N;ANIM;NOM;MASC;PL	N;DEF;MASC+FEM;PL
друзья	veninder	друг	veninde	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
диапазон	rækkevidde	диапазон	rækkevidde	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
диапазон	afstand	диапазон	afstand	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
диапазон	sortiment	диапазон	sortiment	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
диапазон	interval	диапазон	interval	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
японская	japansk	японский	japansk	ADJ;NOM;FEM;SG	ADJ;INDF;SG
оценить	vurdere	оценить	vurdere	V;PFV;NFIN;ACT	V;NFIN;ACT
оценить	vurdere	оценить	vurdere	V;PFV;NFIN;ACT	V;NFIN;ACT
оценить	evaluerer	оценить	evaluere	V;PFV;NFIN;ACT	V;IND;PRS;FIN;ACT
оценить	evaluere	оценить	evaluere	V;PFV;NFIN;ACT	V;NFIN;ACT
оценить	skønnet	оценить	skønne	V;PFV;NFIN;ACT	V;INDF;SG;PST;V.PTCP
оценить	anslået	оценить	anslå	V;PFV;NFIN;ACT	V;INDF;SG;PST;V.PTCP
америка	amerika	америка	amerika	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
гитарист	guitarist	гитарист	guitarist	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
выпущено	frigjort	выпустить	frigjort	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
выпущено	udgivet	выпустить	udgive	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
выпущено	løsladt	выпустить	løsladt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
выпущено	frigivet	выпустить	frigiv	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
выпущено	udstedt	выпустить	udstedt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
занятия	klasser	занятие	klasse	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
занятия	klasserne	занятие	klasse	N;INAN;NOM;NEUT;PL	N;DEF;MASC+FEM;PL
журналистов	journalisterne	журналист	journalist	N;ANIM;ACC;MASC;PL	N;DEF;MASC+FEM;PL
журналистов	journalister	журналист	journalist	N;ANIM;ACC;MASC;PL	N;INDF;MASC+FEM;PL
мяч	bal	мяч	bal	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
мяч	bold	мяч	bold	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
мяч	kugle	мяч	kugle	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
сохранения	bevaring	сохранение	bevaring	N;INAN;GEN;NEUT;SG	N;INDF;MASC+FEM;SG
сохранения	bevarelse	сохранение	bevarelse	N;INAN;GEN;NEUT;SG	N;INDF;MASC+FEM;SG
сохранения	konservering	сохранение	konservering	N;INAN;GEN;NEUT;SG	N;INDF;MASC+FEM;SG
различия	uoverensstemmelser	различие	uoverensstemmelse	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
различия	forskelle	различие	forskel	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
различия	forskellene	различие	forskel	N;INAN;NOM;NEUT;PL	N;DEF;MASC+FEM;PL
кризис	krise	кризис	krise	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
кризис	krisesituation	кризис	krisesituation	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
кризис	krisen	кризис	kris	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
подразделение	afdeling	подразделение	afdeling	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
подразделение	opdeling	подразделение	opdeling	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
подразделение	division	подразделение	division	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
подразделение	hovedgruppe	подразделение	hovedgruppe	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
подразделение	enhed	подразделение	enhed	N;INAN;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
практики	praksisser	практика	praksisse	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
практики	fremgangsmåder	практика	fremgangsmåde	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
продолжительность	varighed	продолжительность	varighed	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
продолжительность	løbetid	продолжительность	løbetid	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
продолжительность	længde	продолжительность	længde	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
продолжительность	længden	продолжительность	længde	N;INAN;NOM;FEM;SG	N;DEF;MASC+FEM;SG
спортивных	sportslige	спортивный	sportslig	ADJ;GEN;PL	ADJ;PL
европейский	europæisk	европейский	europæisk	ADJ;NOM;MASC;SG	ADJ;INDF;SG
никита	nikita	никита	nikita	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
мероприятия	aktiviteterne	мероприятие	aktivitet	N;INAN;NOM;NEUT;PL	N;DEF;MASC+FEM;PL
мероприятия	aktiviteter	мероприятие	aktivitet	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
мероприятия	begivenheder	мероприятие	begivenhed	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
мероприятия	hændelser	мероприятие	hændelse	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
мероприятия	arrangementer	мероприятие	arrangement	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
мероприятия	events	мероприятие	events	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
мероприятия	begivenhederne	мероприятие	begivenhed	N;INAN;NOM;NEUT;PL	N;DEF;MASC+FEM;PL
верх	top	верх	top	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
верх	toppen	верх	top	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
маленький	lille	маленький	lille	ADJ;NOM;MASC;SG	ADJ;SG
маленький	lille	маленький	lille	ADJ;NOM;MASC;SG	ADJ;SG
агентства	bureauer	агентство	bureaue	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
агентства	agenturer	агентство	agentur	N;INAN;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
центров	centrene	центр	center	N;INAN;GEN;MASC;PL	N;DEF;NEUT;PL
достопримечательности	forlystelser	достопримечательность	forlystelse	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
достопримечательности	attraktioner	достопримечательность	attraktion	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
достопримечательности	seværdigheder	достопримечательность	seværdighed	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
достопримечательности	landmærker	достопримечательность	landmærke	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
достопримечательности	seværdigheder	достопримечательность	seværdighed	N;INAN;NOM;FEM;PL	N;INDF;MASC+FEM;PL
молодая	ung	молодой	ung	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
мечеть	moské	мечеть	moské	N;INAN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
заметно	mærkbart	заметно	mærkbart	ADV	ADV
напрямую	direkte	напрямую	direkte	ADV	ADV
египет	ægypten	египет	ægypt	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
правитель	regent	правитель	regent	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
правитель	hersker	правитель	herske	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
ракет	missiler	ракета	missil	N;INAN;GEN;FEM;PL	N;INDF;NEUT;PL
деревень	landsbyer	деревня	landsby	N;INAN;GEN;FEM;PL	N;INDF;MASC+FEM;PL
деревень	landsbyerne	деревня	landsby	N;INAN;GEN;FEM;PL	N;DEF;MASC+FEM;PL
начато	igangsat	начать	igangsætte	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
начато	påbegyndt	начать	påbegynde	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
начато	indledt	начать	indlede	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
начато	startet	начать	starte	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
начато	påbegyndt	начать	påbegynde	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
начато	begyndt	начать	begynde	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
начато	begyndt	начать	begynde	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
начато	påbegyndt	начать	påbegynde	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
