ve	en	ve	en	CONJ	CONJ
ittifak	alliantie	ittifak	alliantie	N;NOM;SG;3	N;MASC+FEM;SG
günler	dagen	gün	dag	N;NOM;PL;3	N;PL
bölgeler	streken	bölge	streek	N;NOM;PL;3	N;PL
bölgeler	districten	bölge	district	N;NOM;PL;3	N;PL
bölgeler	wijken	bölge	wijken	N;NOM;PL;3	N;PL
bölgeler	zones	bölge	zone	N;NOM;PL;3	N;PL
bölgeler	oppervlakten	bölge	oppervlakte	N;NOM;PL;3	N;PL
bölgeler	gebieden	bölge	gebied	N;NOM;PL;3	N;PL
muharebe	battle	muharebe	battle	N;NOM;SG;3	N;MASC+FEM;SG
muharebe	slag	muharebe	slag	N;NOM;SG;3	N;MASC+FEM;SG
muharebe	strijd	muharebe	strijd	N;NOM;SG;3	N;MASC+FEM;SG
muharebe	gevecht	muharebe	gevecht	N;NOM;SG;3	N;NEUT;SG
muharebe	veldslag	muharebe	veldslag	N;NOM;SG;3	N;MASC+FEM;SG
muharebe	combat	muharebe	combat	N;NOM;SG;3	N;MASC+FEM;SG
rahatsız	ongemakkelijk	rahatsız	ongemakkelijk	ADJ	ADJ
rahatsız	oncomfortabel	rahatsız	oncomfortabel	ADJ	ADJ
samsunspor	samsunspor	samsunspor	samsunspor	N;NOM;SG;3	N;MASC+FEM;SG
turnuvası	toernooi	turnuva	toernooi	N;NOM;SG;3	N;NEUT;SG
turnuvası	tournament	turnuva	tournament	N;NOM;SG;3	N;MASC+FEM;SG
turnuvası	tornooi	turnuva	tornooi	N;NOM;SG;3	N;NEUT;SG
yıldızlar	sterren	yıl	ster	N;NOM;PL;3	N;PL
turnuva	toernooi	tur	toernooi	N;NOM;SG;3	N;NEUT;SG
turnuva	tournament	tur	tournament	N;NOM;SG;3	N;MASC+FEM;SG
turnuva	tornooi	tur	tornooi	N;NOM;SG;3	N;NEUT;SG
okudu	bestudeerde	oku	bestuderen	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
okudu	studeerde	oku	studeren	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
okudu	bestudeerd	oku	bestuderen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
taarruz	geweldpleging	taarruz	geweldpleging	N;NOM;SG;3	N;MASC+FEM;SG
taarruz	mishandeling	taarruz	mishandeling	N;NOM;SG;3	N;MASC+FEM;SG
taarruz	aanval	taarruz	aanval	N;NOM;SG;3	N;MASC+FEM;SG
yazılar	artikelen	yazı	artikel	N;NOM;PL;3	N;PL
yazılar	artikels	yazı	artikel	N;NOM;PL;3	N;PL
yazılar	geschriften	yazı	geschrift	N;NOM;PL;3	N;PL
avni	avni	avni	avni		
düzeni	formatie	düzen	formatie	N;NOM;SG;3	N;MASC+FEM;SG
düzeni	vorming	düzen	vorming	N;NOM;SG;3	N;MASC+FEM;SG
düzeni	indeling	düzen	indeling	N;NOM;SG;3	N;MASC+FEM;SG
düzeni	opmaak	düzen	opmaak	N;NOM;SG;3	N;MASC+FEM;SG
düzeni	layout	düzen	layout	N;NOM;SG;3	N;MASC+FEM;SG
hürriyet	freedom	hürriyet	freedom	N;NOM;SG;3	N;MASC+FEM;SG
hürriyet	vrijheid	hürriyet	vrijheid	N;NOM;SG;3	N;MASC+FEM;SG
hürriyet	liberty	hürriyet	liberty	N;NOM;SG;3	N;MASC+FEM;SG
yarısı	half	yarı	half	ADJ;NOM;SG;3	ADJ
uygulamaları	toepassingen	uygulama	toepassing	N;NOM;PL;3	N;PL
uygulamaları	applicaties	uygulama	applicatie	N;NOM;PL;3	N;PL
uygulamaları	praktijken	uygulama	praktijk	N;NOM;PL;3	N;PL
uygulamaları	toepassingen	uygulama	toepassing	N;NOM;PL;3	N;PL
uygulamaları	apps	uygulama	apps	N;NOM;PL;3	N;PL
playstation	playstation	playstation	playstation	N;NOM;SG;3	N;MASC+FEM;SG
ürünler	items	ürün	item	N;NOM;PL;3	N;PL
ürünler	goederen	ürün	goederen	N;NOM;PL;3	N;PL
ürünler	producten	ürün	product	N;NOM;PL;3	N;PL
ürünler	produkten	ürün	product	N;NOM;PL;3	N;PL
olağanüstü	buitengewone	olağanüstü	buitengewoon	ADJ	ADJ
olağanüstü	buitengewoon	olağanüstü	buitengewoon	ADJ	ADJ
olağanüstü	uitzonderlijk	olağanüstü	uitzonderlijk	ADJ	ADJ
olağanüstü	uitzonderlijke	olağanüstü	uitzonderlijk	ADJ	ADJ
olağanüstü	buitengewoon	olağanüstü	buitengewoon	ADJ	ADJ
olağanüstü	uitzonderlijk	olağanüstü	uitzonderlijk	ADJ	ADJ
olağanüstü	fenomenale	olağanüstü	fenomenaal	ADJ	ADJ
olağanüstü	fenomenaal	olağanüstü	fenomenaal	ADJ	ADJ
gene	alweer	gene	alweer	ADV	ADV
gene	opnieuw	gene	opnieuw	ADV	ADV
gene	nogmaals	gene	nogmaals	ADV	ADV
geliştirilmiş	verbeterde	geliş	verbeteren	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PST;FIN
geliştirilmiş	verbeterd	geliş	verbeteren	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
geliştirilmiş	verbeterd	geliş	verbeteren	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
geliştirilmiş	versterkt	geliş	versterken	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
geliştirilmiş	ontwikkelde	geliş	ontwikkelen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PST;FIN
geliştirilmiş	ontwikkeld	geliş	ontwikkelen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
kardeşler	sisters	kardeş	sister	N;NOM;PL;3	N;PL
kardeşler	zusters	kardeş	zuster	N;NOM;PL;3	N;PL
kardeşler	zussen	kardeş	zussen	N;NOM;PL;3	N;PL
kardeşler	zusjes	kardeş	zus	N;NOM;PL;3	N;PL
kardeşler	brothers	kardeş	brother	N;NOM;PL;3	N;PL
kardeşler	broeders	kardeş	broeder	N;NOM;PL;3	N;PL
kardeşler	broertjes	kardeş	broer	N;NOM;PL;3	N;PL
kardeşler	gebroeders	kardeş	gebroeder	N;NOM;PL;3	N;PL
kardeşler	broers	kardeş	broer	N;NOM;PL;3	N;PL
ücretsiz	vrij	ücretsiz	vrij	ADJ	ADJ
ücretsiz	gratis	ücretsiz	gratis	ADJ	ADJ
oluşturmak	creëren	oluş	creer	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
oluşturmak	aanmaken	oluş	aanmaken	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
oluşturmak	creëer	oluş	creëer	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;SG;PRS;FIN
oluşturmak	maken	oluş	maken	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
bisiklet	fiets	bisiklet	fiets	N;NOM;SG;3	N;MASC+FEM;SG
kriterleri	criteria	kriter	criterium	N;ACC;PL;3	N;PL
fizikçi	fysicus	fizikçi	fysicus	N;NOM;SG;3	N;MASC+FEM;SG
faaliyetleri	activiteiten	faaliyet	activiteit	N;NOM;PL;3	N;PL
yayıncılık	publicatie	yayıncılık	publicatie	N;NOM;SG;3	N;MASC+FEM;SG
yayıncılık	uitgeverij	yayıncılık	uitgeverij	N;NOM;SG;3	N;MASC+FEM;SG
yayıncılık	publicatie	yayıncılık	publicatie	N;NOM;SG;3	N;MASC+FEM;SG
yayıncılık	publikatie	yayıncılık	publikatie	N;NOM;SG;3	N;MASC+FEM;SG
yayıncılık	bekendmaking	yayıncılık	bekendmaking	N;NOM;SG;3	N;MASC+FEM;SG
değiştirme	veranderen	değiş	veranderen	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;NFIN
değiştirme	veranderende	değiş	veranderen	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;V.PTCP
değiştirme	veranderen	değiş	veranderen	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;NFIN
değiştirme	wijzigen	değiş	wijzigen	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;NFIN
değiştirme	vervangen	değiş	vervangen	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;V.PTCP
değiştirme	vervang	değiş	vervang	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;SG;PRS;FIN
kuramı	theorie	kuram	theorie	N;NOM;SG;3	N;MASC+FEM;SG
sözleşmesi	contract	sözleşme	contract	N;NOM;SG;3	N;NEUT;SG
açıklandı	aangekondigde	açıkla	aankondigen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
açıklandı	aangekondigd	açıkla	aankondigen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
açıklandı	kondigde	açıkla	kondigen	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PST;FIN
yararlı	bruikbaar	yararlı	bruikbaar	ADJ	ADJ
yararlı	nuttig	yararlı	nuttig	ADJ	ADJ
yararlı	behulpzaam	yararlı	behulpzaam	ADJ	ADJ
gönderdi	verstuurd	gönder	versturen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
gönderdi	verzonden	gönder	verzinden	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
gönderdi	gestuurd	gönder	sturen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
cezası	penalty	ceza	penalty	N;NOM;SG;3	N;MASC+FEM;SG
cezası	straf	ceza	straf	N;NOM;SG;3	N;MASC+FEM;SG
cezası	sanctie	ceza	sanctie	N;NOM;SG;3	N;MASC+FEM;SG
cezası	bestraffing	ceza	bestraffing	N;NOM;SG;3	N;MASC+FEM;SG
cezası	straf	ceza	straf	N;NOM;SG;3	N;MASC+FEM;SG
sayfaları	bladzijden	sayfa	bladzijde	N;ACC;PL;3	N;PL
sudan	sudan	su	sudan	N;AT+ABL;SG;3	N;MASC+FEM;SG
konum	positie	konum	positie	N;NOM;SG;3	N;MASC+FEM;SG
konum	lokatie	konum	lokatie	N;NOM;SG;3	N;MASC+FEM;SG
konum	locatie	konum	locatie	N;NOM;SG;3	N;MASC+FEM;SG
konum	ligging	konum	ligging	N;NOM;SG;3	N;MASC+FEM;SG
örnekler	voorbeelden	örnek	voorbeeld	N;NOM;PL;3	N;PL
örnekler	monsters	örnek	monster	N;NOM;PL;3	N;PL
yöneticisi	admin	yönetici	admin	N;NOM;SG;3	N;MASC+FEM;SG
yöneticisi	beheerder	yönetici	beheerd	N;NOM;SG;3	N;MASC+FEM;SG
yöneticisi	manager	yönetici	manager	N;NOM;SG;3	N;MASC+FEM;SG
yöneticisi	bedrijfsleider	yönetici	bedrijfsleider	N;NOM;SG;3	N;MASC+FEM;SG
görünüm	outlook	görün	outlook	N;NOM;SG;3	N;MASC+FEM;SG
görünüm	verschijning	görün	verschijning	N;NOM;SG;3	N;MASC+FEM;SG
görünüm	weergave	görün	weergave	N;NOM;SG;3	N;MASC+FEM;SG
görünüm	display	görün	display	N;NOM;SG;3	N;NEUT;SG
görünüm	weergave	görün	weergave	N;NOM;SG;3	N;MASC+FEM;SG
görünüm	uitzicht	görün	uitzicht	N;NOM;SG;3	N;NEUT;SG
görünen	verschijnt	görün	verschijnen	V;PFV;IND;POS;PRS;V.PTCP	V;SG;PRS;FIN
görünen	verschijnen	görün	verschijnen	V;PFV;IND;POS;PRS;V.PTCP	V;NFIN
ahşap	houtwerk	ahşap	houtwerk	N;NOM;SG;3	N;NEUT;SG
ahşap	hout	ahşap	hout	N;NOM;SG;3	N;NEUT;SG
ahşap	hout	ahşap	hout	N;NOM;SG;3	N;NEUT;SG
tekirdağ	tekirdağ	tekirdağ	tekirdağ	N;ESS;SG;3	N;MASC+FEM;SG
motoru	engine	motor	engine	N;ACC;SG;3	N;MASC+FEM;SG
motoru	motor	motor	motor	N;ACC;SG;3	N;MASC+FEM;SG
oğulları	zoons	oğul	zoon	N;ACC;PL;3	N;PL
oğulları	zonen	oğul	zone	N;ACC;PL;3	N;PL
emniyet	veiligheid	emniyet	veiligheid	N;NOM;SG;3	N;MASC+FEM;SG
resimler	beelden	resim	beeld	N;NOM;PL;3	N;PL
resimler	afbeeldingen	resim	afbeelding	N;NOM;PL;3	N;PL
resimler	plaatjes	resim	plaat	N;NOM;PL;3	N;PL
resimler	schilderijen	resim	schilderij	N;NOM;PL;3	N;PL
resimler	fotos	resim	fotos	N;NOM;PL;3	N;PL
çekilmiş	getrokken	çek	trekken	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
çekilmiş	ingetrokken	çek	intrekken	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
çekilmiş	teruggetrokken	çek	terugtrekken	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
yakınında	dichtbij	yakın	dichtbij	ADJ;ESS;SG;3	ADJ
yüzü	gelaat	yüz	gelaat	N;ACC;SG;3	N;NEUT;SG
yüzü	aangezicht	yüz	aanzichten	N;ACC;SG;3	N;NEUT;SG
yüzü	gezicht	yüz	gezicht	N;ACC;SG;3	N;NEUT;SG
yüzü	face	yüz	face	N;ACC;SG;3	N;MASC+FEM;SG
belirtir	specificeren	belir	specificeren	V;IPFV;IND;SG;3;POS;CAUS	V;NFIN
yüzlerce	honderden	yüzlerce	honderd	NUM	NUM
yayınlanmış	gepubliceerd	yayınla	publiceren	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;V.PTCP
yayınlanmış	verschenen	yayınla	verschijnen	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;V.PTCP
yayınlanmış	gepubliceerde	yayınla	publiceren	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;V.PTCP
yayınlanmış	uitgegeven	yayınla	uitgeven	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;V.PTCP
yazları	summers	yaz	summer	N;ACC;PL;3	N;PL
elemeleri	kwalificaties	eleme	kwalificatie	N;ACC;PL;3	N;PL
kimlik	identificatie	kimlik	identificatie	N;NOM;SG;3	N;MASC+FEM;SG
kimlik	identiteit	kimlik	identiteit	N;NOM;SG;3	N;MASC+FEM;SG
görevleri	plichten	görev	plichten	N;NOM;PL;3	N;PL
görevleri	taken	görev	taak	N;NOM;PL;3	N;PL
görevleri	rollen	görev	rol	N;NOM;PL;3	N;PL
görevleri	zoektochten	görev	zoektocht	N;NOM;PL;3	N;PL
eleştiriler	critici	eleştiri	criticus	N;NOM;PL;3	N;PL
sayılar	figuren	say	figuur	N;NOM;PL;3	N;PL
sayılar	cijfers	say	cijfer	N;NOM;PL;3	N;PL
sayılar	getallen	say	getal	N;NOM;PL;3	N;PL
sayılar	nummers	say	nummer	N;NOM;PL;3	N;PL
sayılar	aantallen	say	aantal	N;NOM;PL;3	N;PL
deprem	aardbeving	deprem	aardbeving	N;NOM;SG;3	N;MASC+FEM;SG
deprem	beving	deprem	beving	N;NOM;SG;3	N;MASC+FEM;SG
kullanılmış	gebruikt	kullan	gebruiken	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
kullanılmış	gebruikte	kullan	gebruiken	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PST;FIN
kuvvetler	krachten	kuvvet	kracht	N;NOM;PL;3	N;PL
gönderilen	ingezonden	gönder	inzenden	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
gönderilen	ingediende	gönder	indienen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
gönderilen	ingediend	gönder	indienen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
gönderilen	verstuurd	gönder	versturen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
gönderilen	verzonden	gönder	verzinden	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
gönderilen	gestuurd	gönder	sturen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
kurgusal	fictief	kurgusal	fictief	ADJ	ADJ
kurgusal	fictieve	kurgusal	fictief	ADJ	ADJ
değerleri	waardes	değer	waarde	N;NOM;PL;3	N;PL
değerleri	waarden	değer	waard	N;NOM;PL;3	N;PL
mektup	brief	mektup	brief	N;NOM;SG;3	N;MASC+FEM;SG
mektup	letter	mektup	letter	N;NOM;SG;3	N;MASC+FEM;SG
senin	uw	sen	uw	PRO;GEN;SG;2	PRO;2
kamera	camera	kamera	camera	N;NOM;SG;3	N;MASC+FEM;SG
kamera	fototoestel	kamera	fototoestel	N;NOM;SG;3	N;NEUT;SG
değişiklikleri	veranderingen	değişiklik	verandering	N;ACC;PL;3	N;PL
değişiklikleri	wijzigingen	değişiklik	wijziging	N;ACC;PL;3	N;PL
kaldırıldı	verwijderde	kal	verwijderen	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PST;FIN
kaldırıldı	verwijderd	kal	verwijderen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
konuşulan	gesproken	konuş	spreken	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
örnekleri	voorbeelden	örnek	voorbeeld	N;ACC;PL;3	N;PL
örnekleri	monsters	örnek	monster	N;ACC;PL;3	N;PL
atılan	geworpen	at	werpen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
atılan	gegooid	at	gooien	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
ifadesi	uitdrukking	ifade	uitdrukking	N;NOM;SG;3	N;MASC+FEM;SG
ifadesi	expressie	ifade	expressie	N;NOM;SG;3	N;MASC+FEM;SG
ifadesi	getuigenis	ifade	getuigenis	N;NOM;SG;3	N;NEUT;SG
parlamentosu	parlement	parlamentosu	parlement	N;NOM;SG;3	N;NEUT;SG
tahmini	schatting	tahmin	schatting	N;NOM;SG;3	N;MASC+FEM;SG
tahmini	raming	tahmin	raming	N;NOM;SG;3	N;MASC+FEM;SG
tahmini	schatting	tahmin	schatting	N;NOM;SG;3	N;MASC+FEM;SG
tahmini	voorspelling	tahmin	voorspelling	N;NOM;SG;3	N;MASC+FEM;SG
tahmini	inschatting	tahmin	inschatting	N;NOM;SG;3	N;MASC+FEM;SG
tahmini	schatting	tahmin	schatting	N;NOM;SG;3	N;MASC+FEM;SG
tahmini	raming	tahmin	raming	N;NOM;SG;3	N;MASC+FEM;SG
analiz	analyse	analiz	analyse	N;NOM;SG;3	N;MASC+FEM;SG
ekran	screen	ekran	screen	N;NOM;SG;3	N;MASC+FEM;SG
ekran	scherm	ekran	scherm	N;NOM;SG;3	N;NEUT;SG
ekran	beeldscherm	ekran	beeldscherm	N;NOM;SG;3	N;NEUT;SG
ekran	monitor	ekran	monitor	N;NOM;SG;3	N;MASC+FEM;SG
ekran	weergave	ekran	weergave	N;NOM;SG;3	N;MASC+FEM;SG
ekran	display	ekran	display	N;NOM;SG;3	N;NEUT;SG
parçacık	fragment	parçacık	fragment	N;NOM;SG;3	N;NEUT;SG
parçacık	widget	parçacık	widget	N;NOM;SG;3	N;MASC+FEM;SG
parçacık	deeltje	parçacık	deel	N;NOM;SG;3	N;NEUT;SG
rakibi	concurrent	rakip	concurrent	N;NOM;SG;3	N;MASC+FEM;SG
rakibi	rivaal	rakip	rivaal	N;NOM;SG;3	N;MASC+FEM;SG
rakibi	tegenstander	rakip	tegenstander	N;NOM;SG;3	N;MASC+FEM;SG
sanatçılar	artiesten	sanatçı	artiest	N;NOM;PL;3	N;PL
sanatçılar	kunstenaars	sanatçı	kunstenaar	N;NOM;PL;3	N;PL
sanatçılar	artiesten	sanatçı	artiest	N;NOM;PL;3	N;PL
sözlük	glossarium	sözlük	glossarium	N;NOM;SG;3	N;NEUT;SG
sözlük	woordenlijst	sözlük	woordenlijst	N;NOM;SG;3	N;MASC+FEM;SG
sözlük	woordenschat	sözlük	woordenschat	N;NOM;SG;3	N;MASC+FEM;SG
sözlük	woordenlijst	sözlük	woordenlijst	N;NOM;SG;3	N;MASC+FEM;SG
sözlük	woordenboek	sözlük	woordenboek	N;NOM;SG;3	N;NEUT;SG
yolculuk	reis	yolculuk	reis	N;NOM;SG;3	N;MASC+FEM;SG
yolculuk	journey	yolculuk	journey	N;NOM;SG;3	N;MASC+FEM;SG
yolculuk	reis	yolculuk	reis	N;NOM;SG;3	N;MASC+FEM;SG
yolculuk	ride	yolculuk	ride	N;NOM;SG;3	N;MASC+FEM;SG
yolculuk	rit	yolculuk	rit	N;NOM;SG;3	N;MASC+FEM;SG
yolculuk	trip	yolculuk	trip	N;NOM;SG;3	N;MASC+FEM;SG
havaalanı	vliegveld	havaalanı	vliegveld	N;NOM;SG;3	N;NEUT;SG
havaalanı	luchthaven	havaalanı	luchthaven	N;NOM;SG;3	N;MASC+FEM;SG
katkıları	premies	katkı	premie	N;ACC;PL;3	N;PL
katkıları	bijdragen	katkı	bijdrage	N;ACC;PL;3	N;PL
psikolojik	psychologische	psikolojik	psychologisch	ADJ	ADJ
psikolojik	psychologisch	psikolojik	psychologisch	ADJ	ADJ
alayı	regiment	alay	regiment	N;ACC;SG;3	N;NEUT;SG
alayı	processie	alay	processie	N;ACC;SG;3	N;MASC+FEM;SG
alayı	optocht	alay	optocht	N;ACC;SG;3	N;MASC+FEM;SG
ilgisi	relevantie	ilgi	relevantie	N;NOM;SG;3	N;MASC+FEM;SG
sayısal	computationele	sayısal	computionioneel	ADJ	ADJ
sayısal	numerieke	sayısal	numeriek	ADJ	ADJ
sayısal	numerieke	sayısal	numeriek	ADJ	ADJ
sayısal	digitaal	sayısal	digitaal	ADJ	ADJ
teklifi	voorstel	teklif	voorstel	N;ACC;SG;3	N;NEUT;SG
teklifi	aanbod	teklif	aanbod	N;ACC;SG;3	N;NEUT;SG
teklifi	aanbieding	teklif	aanbieding	N;ACC;SG;3	N;MASC+FEM;SG
kapasitesi	capaciteit	kapasite	capaciteit	N;NOM;SG;3	N;MASC+FEM;SG
kalıntıları	restanten	kalıntı	restant	N;NOM;PL;3	N;PL
kalıntıları	overblijfselen	kalıntı	overblijfselen	N;NOM;PL;3	N;PL
şehirleri	steden	şehir	stad	N;NOM;PL;3	N;PL
alfabesi	alfabet	alfabe	alfabet	N;NOM;SG;3	N;NEUT;SG
sıralaması	rangschikking	sırala	rangschikking	N;NOM;SG;3	N;MASC+FEM;SG
sıralaması	ranglijst	sırala	ranglijst	N;NOM;SG;3	N;MASC+FEM;SG
mühendisi	engineer	mühendis	engineer	N;NOM;SG;3	N;MASC+FEM;SG
mühendisi	technicus	mühendis	technicus	N;NOM;SG;3	N;MASC+FEM;SG
mühendisi	ingenieur	mühendis	ingenieur	N;NOM;SG;3	N;MASC+FEM;SG
konuları	onderwerpen	konu	onderwerp	N;ACC;PL;3	N;PL
orkestrası	orkest	orkestra	orkest	N;NOM;SG;3	N;NEUT;SG
orkestrası	orchestra	orkestra	orchestra	N;NOM;SG;3	N;NEUT;SG
atlético	atlético	atlético	atlético	N;NOM;SG;3	N;MASC+FEM;SG
arkadaşlar	vrienden	arkadaş	vriend	N;NOM;PL;3	N;PL
eliptik	elliptische	eliptik	elliptisch	ADJ	ADJ
duyurdu	aangekondigde	duyur	aankondigen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
duyurdu	aangekondigd	duyur	aankondigen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
duyurdu	kondigde	duyur	kondigen	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
rahat	gezellige	rahat	gezellig	ADJ	ADJ
rahat	gezellig	rahat	gezellig	ADJ	ADJ
rahat	relaxed	rahat	relaxen	ADJ	ADJ
rahat	comfortabel	rahat	comfortabel	ADJ	ADJ
rahat	comfortabele	rahat	comfortabel	ADJ	ADJ
rahat	comfortabel	rahat	comfortabel	ADJ	ADJ
rahat	comfortabele	rahat	comfortabel	ADJ	ADJ
değiştirildi	veranderde	değiş	veranderen	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PST;FIN
değiştirildi	gewijzigd	değiş	wijzigen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
değiştirildi	veranderd	değiş	veranderen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
değiştirildi	gemodificeerd	değiş	modificeren	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
değiştirildi	gewijzigd	değiş	wijzigen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
değiştirildi	aangepast	değiş	aanpassen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
anahtar	keys	anahtar	keys	N;NOM;SG;3	N;MASC+FEM;SG
anahtar	key	anahtar	key	N;NOM;SG;3	N;MASC+FEM;SG
anahtar	sleutel	anahtar	sleutel	N;NOM;SG;3	N;MASC+FEM;SG
anahtar	toets	anahtar	toets	N;NOM;SG;3	N;MASC+FEM;SG
bayanlar	ladies	bayan	ladie	N;NOM;PL;3	N;PL
bayanlar	dames	bayan	dame	N;NOM;PL;3	N;PL
açılmış	geopend	aç	openen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
yollar	paden	yol	pad	N;NOM;PL;3	N;PL
yollar	manieren	yol	manier	N;NOM;PL;3	N;PL
yollar	wegen	yol	weg	N;NOM;PL;3	N;PL
gemileri	schepen	gemi	schip	N;ACC;PL;3	N;PL
havacılık	luchtvaart	havacılık	luchtvaart	N;NOM;SG;3	N;MASC+FEM;SG
havacılık	ruimtevaart	havacılık	ruimtevaart	N;NOM;SG;3	N;MASC+FEM;SG
havacılık	aerospace	havacılık	aerospace	N;NOM;SG;3	N;MASC+FEM;SG
havacılık	luchtvaart	havacılık	luchtvaart	N;NOM;SG;3	N;MASC+FEM;SG
firma	firma	firma	firma	N;NOM;SG;3	N;MASC+FEM;SG
firma	gezelschap	firma	gezelschap	N;NOM;SG;3	N;NEUT;SG
firma	bedrijf	firma	bedrijf	N;NOM;SG;3	N;NEUT;SG
firma	onderneming	firma	onderneming	N;NOM;SG;3	N;MASC+FEM;SG
sundu	gepresenteerde	sun	presenteren	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
sundu	aangeboden	sun	aanbieden	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
sundu	gepresenteerd	sun	presenteren	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
alıyor	nemen	al	nemen	V;PROG;IND;SG;3;POS;INFM;PRS	V;NFIN
maliyeti	kostprijs	maliyet	kostprijs	N;NOM;SG;3	N;MASC+FEM;SG
sayfalar	bladzijden	sayfa	bladzijde	N;NOM;PL;3	N;PL
yorumlar	reviews	yorum	review	N;NOM;PL;3	N;PL
yorumlar	beoordelingen	yorum	beoordeling	N;NOM;PL;3	N;PL
yorumlar	recensies	yorum	recensie	N;NOM;PL;3	N;PL
yorumlar	opmerkingen	yorum	opmerking	N;NOM;PL;3	N;PL
yorumlar	commentaren	yorum	commentaar	N;NOM;PL;3	N;PL
yorumlar	reacties	yorum	reactie	N;NOM;PL;3	N;PL
izleyen	kijken	izle	kijken	V;PFV;IND;POS;PRS;V.PTCP	V;NFIN
kayıtları	records	kayıt	record	N;ACC;PL;3	N;PL
kayıtları	logboeken	kayıt	logboek	N;ACC;PL;3	N;PL
kayıtları	logs	kayıt	logs	N;ACC;PL;3	N;PL
kayıtları	registraties	kayıt	registratie	N;ACC;PL;3	N;PL
kayıtları	inschrijvingen	kayıt	inschrijving	N;ACC;PL;3	N;PL
komuta	commando	komut	commando	N;NOM;SG;3	N;NEUT;SG
komuta	opdracht	komut	opdracht	N;NOM;SG;3	N;MASC+FEM;SG
komuta	conn	komut	conn	N;NOM;SG;3	N;MASC+FEM;SG
kuşlar	vogels	kuş	vogel	N;NOM;PL;3	N;PL
yaralandı	geblesseerd	yarala	blesseren	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
