befintliga	existentes	befintlig	existente	ADJ;NOM;PL	ADJ;PL
robot	robot	robot	robot	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
robot	misil	robot	misil	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
museer	museos	museer	museo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
pekar	apuntando	peka	apuntar	V;IND;PRS;FIN;ACT	V;V.MSDR
pekar	señalando	peka	señalar	V;IND;PRS;FIN;ACT	V;V.MSDR
vingar	alas	vinga	ala	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
vingar	wings	vinga	wings	N;NOM;INDF;MASC+FEM;PL	N
vingar	alitas	vinga	alita	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
successivt	progresivamente	successiv	progresivamente	ADV	ADV
successivt	gradualmente	successiv	gradualmente	ADV	ADV
successivt	progresivamente	successiv	progresivamente	ADV	ADV
landsväg	road	landsväg	road	N;NOM;INDF;MASC+FEM;SG	N;MASC
landsväg	camino	landsväg	camino	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
landsväg	carretera	landsväg	carretera	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
landsväg	autovía	landsväg	autovía	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
landsväg	autopista	landsväg	autopista	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
landsväg	carretera	landsväg	carretera	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
villosa	villosa	villos	villoso	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
fossil	fósil	fossil	fósil	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
skott	tiro	skott	tiro	N;NOM;INDF;NEUT;SG	N;MASC;SG
skott	shot	skott	shot	N;NOM;INDF;NEUT;SG	N
skott	disparo	skott	disparo	N;NOM;INDF;NEUT;SG	N;MASC;SG
ändrar	cambiar	ändra	cambiar	V;IND;PRS;FIN;ACT	V;NFIN
ändrar	cambiando	ändra	cambiar	V;IND;PRS;FIN;ACT	V;V.MSDR
cold	fría	cold	fría	N;NOM;INDF;MASC+FEM;SG	N
cold	frío	cold	frío	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
cold	cold	cold	cold	N;NOM;INDF;MASC+FEM;SG	N
namnteckning	firma	namnteckning	firma	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
ciudad	ciudad	ciuda	ciudad	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
blanche	blanche	blanche	blanche	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
samlar	coleccionar	samla	coleccionar	V;IND;PRS;FIN;ACT	V;NFIN
samlar	recauda	samla	recaudar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
samlar	recoge	samla	recoger	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
samlar	colecciona	samla	coleccionar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
samlar	recopila	samla	recopilar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
samlar	reuniendo	samla	reunir	V;IND;PRS;FIN;ACT	V;V.MSDR
heaven	cielo	heav	cielo	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
heaven	heaven	heav	heaven	N;NOM;DEF;MASC+FEM;SG	N;SG
parametrar	parámetros	parametra	parámetro	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
efteråt	después	efteråt	después	ADV	ADV
exil	exilio	exil	exilio	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
exil	destierro	exil	destierro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
tillgångar	activos	tillgång	activo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
tillgångar	bienes	tillgång	bien	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
tillgångar	activos	tillgång	activo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
sedum	sedum	sedum	sedum	N;NOM;INDF;MASC+FEM;SG	N;SG
konstnärlig	artística	konstnärlig	artístico	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
konstnärlig	artístico	konstnärlig	artístico	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
jiao	jiao	jiao	jiao	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
fastigheter	edificaciones	fastighet	edificación	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
fastigheter	construcciones	fastighet	construcción	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
fastigheter	edificios	fastighet	edificio	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
fastigheter	inmuebles	fastighet	inmueble	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
fastigheter	propiedades	fastighet	propiedad	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
fastigheter	propiedades	fastighet	propiedad	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
fastigheter	fincas	fastighet	finca	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
fastigheter	inmuebles	fastighet	inmueble	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
myndigheten	autoridad	myndighet	autoridad	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
handeln	comercio	handel	comercio	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
handeln	comercio	handel	comercio	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
anda	espíritu	anda	espíritu	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
anda	spirit	anda	spirit	N;NOM;INDF;MASC+FEM;SG	N
anda	espiritu	anda	espiritu	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
hjärtat	cardíaca	hjärta	cardíaco	N;NOM;DEF;NEUT;SG	N;FEM;SG
hjärtat	corazón	hjärta	corazón	N;NOM;DEF;NEUT;SG	N;MASC;SG
hjärtat	corazon	hjärta	corazon	N;NOM;DEF;NEUT;SG	N;MASC;SG
hjärtat	heart	hjärta	heart	N;NOM;DEF;NEUT;SG	N
psalm	himno	psalm	himno	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
psalm	salmo	psalm	salmo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
villmanstrand	lappeenranta	villmanstrand	lappeenranta	N;NOM;INDF;MASC+FEM;SG	N;SG
valdemar	valdemar	valdem	valdemar	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kongressen	congreso	kongress	congreso	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
esperanza	esperanza	esperan	esperanza	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
bröllop	boda	bröllop	boda	N;NOM;INDF;NEUT;SG	N;FEM;SG
bröllop	casamiento	bröllop	casamiento	N;NOM;INDF;NEUT;SG	N;MASC;SG
berätta	decir	berätta	decir	V;IMP;FIN;ACT	V;NFIN
individ	individuo	individ	individuo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
ansikte	rostro	ansikte	rostro	N;NOM;INDF;NEUT;SG	N;MASC;SG
ansikte	carita	ansikte	carita	N;NOM;INDF;NEUT;SG	N;FEM;SG
ansikte	cara	ansikte	cara	N;NOM;INDF;NEUT;SG	N;FEM;SG
ansikte	face	ansikte	facer	N;NOM;INDF;NEUT;SG	N
noir	noir	noir	noir	N;NOM;INDF;MASC+FEM;SG	N;SG
sous	sous	sous	sous	N;NOM;INDF;MASC+FEM;SG	N
amata	amata	amata	amatar	N;NOM;INDF;NEUT;SG	N;SG
sexuella	sexuales	sexuell	sexual	ADJ;NOM;PL	ADJ;PL
hebreiska	hebreo	hebreisk	hebreo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
mit	mit	mit	mit	N;NOM;INDF;NEUT;SG	N;MASC;SG
mit	mit	mit	mit	N;NOM;INDF;NEUT;SG	N;MASC;SG
uppvisar	exponer	uppvisa	exponer	V;IND;PRS;FIN;ACT	V;NFIN
fotografier	fotografias	fotografi	fotografia	N;NOM;INDF;NEUT;PL	N;FEM;PL
fotografier	fotos	fotografi	foto	N;NOM;INDF;NEUT;PL	N;FEM;PL
fotografier	fotografías	fotografi	fotografía	N;NOM;INDF;NEUT;PL	N;FEM;PL
acceptera	aceptar	acceptera	aceptar	V;IMP;FIN;ACT	V;NFIN
dragon	dragón	dragon	dragón	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
dragon	dragon	dragon	dragon	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
tretton	trece	tretton	trece	NUM;NOM	NUM;PL
fläckar	manchas	fläck	mancha	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
fläckar	parches	fläck	parche	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
fläckar	manchas	fläck	mancha	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
lucky	suerte	lucky	suerte	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
lucky	lucky	lucky	lucky	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
maranhão	maranhão	maranhão	maranhão	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
löst	resuelto	lösa	resolver	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
löst	resuelta	lösa	resuelto	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
löst	resuelto	lösa	resolver	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
löst	solucionado	lösa	solucionado	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
löst	resuelta	lösa	resuelto	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
löst	disuelta	lösa	disuelto	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
löst	disuelto	lösa	disuelto	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
löst	suelto	lösa	suelto	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG
löst	flojo	lösa	flojo	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG
möts	conocer	möta	conocer	V;IND;PRS;FIN;PASS	V;NFIN
kula	babosa	kula	baboso	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
kula	balazo	kula	balazo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kula	bala	kula	bala	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
vind	viento	vinda	viento	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
domen	sentencia	dom	sentencia	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
domen	sentencia	dom	sentencia	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
domen	juicio	dom	juicio	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
domen	frase	dom	frase	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
domen	sentencia	dom	sentencia	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
baltimore	baltimore	baltimore	baltimore	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
mimosa	mimosa	mimos	mimoso	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
omsättning	circulación	omsättning	circulación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
trophy	trofeo	trophy	trofeo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kopia	copia	kopia	copia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
kopia	réplica	kopia	réplica	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
koppar	cobre	koppa	cobre	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
rice	arroz	rice	arroz	N;NOM;INDF;NEUT;SG	N;MASC;SG
caquet	caquetá	caquet	caquetá	N;NOM;DEF;NEUT;SG	N;MASC;SG
prata	hablar	prata	hablar	V;IMP;FIN;ACT	V;NFIN
prata	hable	prata	hablar	V;IMP;FIN;ACT	V;IMP;SG;3;FIN
ringa	llame	ringa	llamar	V;FIN;ACT	V;IMP;SG;3;FIN
ringa	llamar	ringa	llamar	V;FIN;ACT	V;NFIN
ringa	llama	ringa	llamar	V;FIN;ACT	V;IND;SG;3;PRS;FIN
ringa	marcar	ringa	marcar	V;FIN;ACT	V;NFIN
morning	morning	morning	morning	N;NOM;INDF;MASC+FEM;SG	N
nordöst	noreste	nordös	noreste	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
nordöst	nordeste	nordös	nordeste	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
redigering	edición	redigering	edición	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
redigering	montaje	redigering	montaje	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
villan	villa	villan	villa	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
brittiskt	británica	brittisk	británico	ADJ;NOM;INDF;NEUT;SG	ADJ;FEM;SG
folkräkning	censo	folkräkning	censo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
erkände	confesó	erkande	confesar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
erkände	admitió	erkande	admitir	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
individuellt	individualmente	individuell	individualmente	ADV	ADV
riktlinjer	pautas	riktlinje	pauta	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
riktlinjer	orientaciones	riktlinje	orientación	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
riktlinjer	directrices	riktlinje	directriz	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
biologiska	biológicas	biologisk	biológico	ADJ;NOM;PL	ADJ;FEM;PL
biologiska	biológicos	biologisk	biológico	ADJ;NOM;PL	ADJ;MASC;PL
tänder	muelas	tand	muela	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
tänder	dientes	tand	diente	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
trio	trio	trio	trio	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
trio	trío	trio	trío	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
önskar	desea	önska	desear	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
önskar	deseo	önska	desear	V;IND;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
önskar	desea	önska	desear	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
önskar	deseando	önska	desear	V;IND;PRS;FIN;ACT	V;V.MSDR
gentiana	gentiana	gentian	gentiano	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
unik	único	unik	único	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
unik	única	unik	único	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
fakulteten	claustro	fakultet	claustro	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
fakulteten	facultad	fakultet	facultad	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
skaffa	conseguir	skaffa	conseguir	V;IMP;FIN;ACT	V;NFIN
skaffa	obtener	skaffa	obtener	V;IMP;FIN;ACT	V;NFIN
pardosa	pardosa	pardos	pardoso	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
besättningen	crew	besättning	crew	N;NOM;DEF;MASC+FEM;SG	N
besättningen	tripulación	besättning	tripulación	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
antiken	antiguedad	antiken	antiguedad	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
antiken	antigüedad	antiken	antigüedad	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
beslutar	decidir	besluta	decidir	V;IND;PRS;FIN;ACT	V;NFIN
beslutar	decidiendo	besluta	decidir	V;IND;PRS;FIN;ACT	V;V.MSDR
beslutar	decide	besluta	decidir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
fältet	field	fält	field	N;NOM;DEF;NEUT;SG	N
fältet	campo	fält	campo	N;NOM;DEF;NEUT;SG	N;MASC;SG
network	network	network	network	N;NOM;INDF;NEUT;SG	N;SG
network	red	network	red	N;NOM;INDF;NEUT;SG	N;FEM;SG
anderna	andes	annan	ande	N;NOM;DEF;MASC+FEM;PL	N;MASC;PL
lagstiftning	legislación	lagstiftning	legislación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
smeknamn	nick	smeknamn	nick	N;NOM;INDF;NEUT;SG	N;MASC;SG
smeknamn	apodo	smeknamn	apodo	N;NOM;INDF;NEUT;SG	N;MASC;SG
smeknamn	mote	smeknamn	mote	N;NOM;INDF;NEUT;SG	N;MASC;SG
smeknamn	sobrenombre	smeknamn	sobrenombre	N;NOM;INDF;NEUT;SG	N;MASC;SG
belgrad	belgrado	belgrad	belgrado	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
corydalis	corydalis	corydalis	corydalis	N;NOM;INDF;MASC+FEM;SG	N
tunnel	túnel	tunnel	túnel	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
tunnel	tunel	tunnel	tunel	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
orsaka	cause	orsak	cause	V;IMP;NFIN;ACT	V;IMP;SG;3;FIN
collection	colección	collection	colección	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
collection	coleccion	collection	coleccionar	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mäta	medir	mäta	medir	V;IMP;FIN;ACT	V;NFIN
mäta	medir	mäta	medir	V;IMP;FIN;ACT	V;NFIN
köket	cocina	kök	cocina	N;NOM;DEF;NEUT;SG	N;FEM;SG
köket	gastronomía	kök	gastronomía	N;NOM;DEF;NEUT;SG	N;FEM;SG
köket	cocina	kök	cocina	N;NOM;DEF;NEUT;SG	N;FEM;SG
produktioner	producciones	produktion	producción	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
malm	mena	malm	mena	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
too	too	too	too	N;NOM;INDF;NEUT;SG	N
hat	odio	hat	odio	N;NOM;INDF;NEUT;SG	N;MASC;SG
hat	odio	hat	odio	N;NOM;INDF;NEUT;SG	N;MASC;SG
portage	portage	portage	portage	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
belle	belle	belle	belle	N;NOM;INDF;NEUT;SG	N;SG
agera	actuar	agera	actuar	V;IMP;FIN;ACT	V;NFIN
agera	actuando	agera	actuar	V;IMP;FIN;ACT	V;V.MSDR
vända	invertir	vända	invertir	V;IMP;FIN;ACT	V;NFIN
vända	revertir	vända	revertir	V;IMP;FIN;ACT	V;NFIN
fylla	llenar	fylla	llenar	V;IMP;FIN;ACT	V;NFIN
fylla	llenando	fylla	llenar	V;IMP;FIN;ACT	V;V.MSDR
fylla	llenar	fylla	llenar	V;IMP;FIN;ACT	V;NFIN
fylla	rellenar	fylla	rellenar	V;IMP;FIN;ACT	V;NFIN
varianten	variante	variant	variante	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
resultaten	resultados	resultat	resultado	N;NOM;DEF;NEUT;PL	N;MASC;PL
kvarter	bloques	kvarter	bloque	N;NOM;INDF;NEUT;PL	N;MASC;PL
kvarter	cuadras	kvarter	cuadra	N;NOM;INDF;NEUT;PL	N;FEM;PL
riktig	real	riktig	real	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;SG
riktig	verdadero	riktig	verdadero	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
nationer	naciones	nation	nación	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
nationer	nations	nation	nations	N;NOM;INDF;MASC+FEM;PL	N
badakhshan	badakhshan	badakhshan	badakhshar	N;NOM;INDF;MASC+FEM;SG	N
orsaker	motivos	orsak	motivo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
orsaker	razones	orsak	razón	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
orsaker	causas	orsak	causa	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
torre	torre	torr	torre	N;NOM;INDF;NEUT;SG	N;FEM;SG
populationen	población	population	población	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
upplösning	desintegración	upplösning	desintegración	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
upplösning	disolución	upplösning	disolución	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
upplösning	resolución	upplösning	resolución	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
upplösning	disolución	upplösning	disolución	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
edge	edge	edge	edge	N;NOM;INDF;MASC+FEM;SG	N
edge	filo	edge	filo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
edge	borde	edge	borde	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
edge	arista	edge	aristar	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
ladda	cargar	ladda	cargar	V;IMP;FIN;ACT	V;NFIN
byarna	pueblos	byare	pueblo	N;NOM;DEF;MASC+FEM;PL	N;MASC;PL
byarna	aldeas	byare	aldea	N;NOM;DEF;MASC+FEM;PL	N;FEM;PL
uppenbarligen	evidentemente	uppenbarligen	evidentemente	ADV	ADV
uppenbarligen	aparentemente	uppenbarligen	aparentemente	ADV	ADV
uppenbarligen	obviamente	uppenbarligen	obviamente	ADV	ADV
uppenbarligen	evidentemente	uppenbarligen	evidentemente	ADV	ADV
toppar	picos	toppa	pico	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
hood	capucha	hood	capucha	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
hood	hood	hood	hood	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
hood	capó	hood	capar	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
klasser	clases	klass	clase	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
citat	cita	cita	cita	N;NOM;INDF;NEUT;SG	N;FEM;SG
citat	cotización	cita	cotización	N;NOM;INDF;NEUT;SG	N;FEM;SG
citat	cita	cita	cita	N;NOM;INDF;NEUT;SG	N;FEM;SG
citat	cotización	cita	cotización	N;NOM;INDF;NEUT;SG	N;FEM;SG
ordbok	diccionario	ordbok	diccionario	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
värsta	peores	ond	peor	ADJ;NOM;DEF;RL	ADJ;PL
pulchra	pulchra	pulchra	pulchra	N;NOM;INDF;MASC+FEM;SG	N
återkomst	retorno	återkomst	retorno	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
återkomst	devolución	återkomst	devolución	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
återkomst	regreso	återkomst	regreso	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
återkomst	vuelta	återkomst	vuelta	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
minns	recuerdas	minnas	recorda	V;NFIN	V;IND;SG;2;PRS;FIN
minns	recuerden	minnas	recordar	V;NFIN	V;IMP;PL;3;FIN
minns	recuerda	minnas	recordar	V;NFIN	V;IND;SG;3;PRS;FIN
minns	recordar	minnas	recordar	V;NFIN	V;NFIN
minns	recuerde	minnas	recordar	V;NFIN	V;IMP;SG;3;FIN
komedi	comedia	komedi	comedia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
non	non	non	non	N;NOM;INDF;NEUT;SG	N
gloria	gloria	glorium	gloria	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
rainbow	rainbow	rainbow	rainbow	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
rainbow	arcoiris	rainbow	arcoiri	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
rainbow	arcoíris	rainbow	arcoíris	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
svara	contestar	svara	contestar	V;IMP;FIN;ACT	V;NFIN
svara	responder	svara	responder	V;IMP;FIN;ACT	V;NFIN
svara	contestar	svara	contestar	V;IMP;FIN;ACT	V;NFIN
svara	responder	svara	responder	V;IMP;FIN;ACT	V;NFIN
svara	respondan	svara	responder	V;IMP;FIN;ACT	V;IMP;PL;3;FIN
svara	responder	svara	responder	V;IMP;FIN;ACT	V;NFIN
svara	responda	svara	responder	V;IMP;FIN;ACT	V;IMP;SG;3;FIN
besöka	visite	besöka	visitar	V;IMP;FIN;ACT	V;IMP;SG;3;FIN
besöka	visitar	besöka	visitar	V;IMP;FIN;ACT	V;NFIN
besöka	visitando	besöka	visitar	V;IMP;FIN;ACT	V;V.MSDR
besöka	visitar	besöka	visitar	V;IMP;FIN;ACT	V;NFIN
turneringar	torneos	turnering	torneo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
turneringar	torneos	turnering	torneo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
agaricomycetes	agaricomycetes	agaricomycetes	agaricomymyte	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
andliga	espirituales	andlig	espiritual	ADJ;NOM;PL	ADJ;PL
kardinal	cardenal	kardinal	cardenal	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
ghost	ghost	ghost	ghost	N;NOM;INDF;MASC+FEM;SG	N
ghost	fantasma	ghost	fantasma	N;NOM;INDF;MASC+FEM;SG	N;SG
symfoni	sinfonía	symfoni	sinfonía	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
symfoni	symphony	symfoni	symphony	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
effektivt	eficaz	effektiv	eficaz	ADJ;NOM;INDF;NEUT;SG	ADJ;SG
effektivt	efectiva	effektiv	efectivo	ADJ;NOM;INDF;NEUT;SG	ADJ;FEM;SG
effektivt	eficiente	effektiv	eficiente	ADJ;NOM;INDF;NEUT;SG	ADJ;SG
effektivt	eficaz	effektiv	eficaz	ADJ;NOM;INDF;NEUT;SG	ADJ;SG
konstverk	arte	konstverk	arte	N;NOM;INDF;NEUT;SG	N;SG
lopez	lópez	lopez	lópez	N;NOM;DEF;NEUT;SG	N;MASC;SG
uppfinnare	inventor	uppfinnare	inventor	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kunder	clientes	kund	cliente	N;NOM;INDF;MASC+FEM;PL	N;PL
kunder	clientes	kund	cliente	N;NOM;INDF;MASC+FEM;PL	N;PL
märke	brand	märke	brand	N;NOM;INDF;NEUT;SG	N
märke	marca	märke	marca	N;NOM;INDF;NEUT;SG	N;FEM;SG
märke	marca	märke	marca	N;NOM;INDF;NEUT;SG	N;FEM;SG
maskiner	maquinarias	maskin	maquinaria	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
maskiner	máquinas	maskin	máquina	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
maskiner	máquinas	maskin	máquina	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
maskiner	maquinas	maskin	maquina	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
hagen	hagen	hag	hacer	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
förmågan	capacidad	förmåga	capacidad	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
förmågan	habilidad	förmåga	habilidad	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
militären	ejército	militär	ejército	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
nine	nine	nine	nine	N;NOM;INDF;NEUT;SG	N
elvis	elvis	elvis	elvis	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
cello	chelo	cello	chelo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
cello	violonchelo	cello	violonchelo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
grundarna	fundadores	grundare	fundador	N;NOM;DEF;MASC+FEM;PL	N;MASC;PL
avsevärt	sustancialmente	avsevärd	sustancialmente	ADV	ADV
avsevärt	considerablemente	avsevärd	considerablemente	ADV	ADV
candida	candida	candid	candido	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
