この	इस	この	यह	DET	DET;ACC;SG;3
バーン	खलिहान	バーン	खलिहान	N	N;NOM;MASC;SG;3
スピン	स्पिन	スピン	स्पिन	N	N;NOM;MASC;SG;3
ホイール	पहिया	ホイール	पहिया	N	N;NOM;MASC;SG;3
ホイール	चक्र	ホイール	चक्र	N	N;NOM;MASC;SG;3
ホイール	व्हील	ホイール	व्हील	N	N;NOM;MASC;SG;3
ホイール	पहिये	ホイール	पहिया	N	N;NOM;MASC;PL;3
ホイール	पहियों	ホイール	पही	N	N;ACC;FEM;PL;3
レーザー	लेज़र	レーザー	लेज़र	N	N;NOM;MASC;SG;3
間違い	गलतियां	間違い	गलती	N	N;NOM;FEM;PL;3
間違い	ग़लतियों	間違い	ग़लती	N	N;ACC;FEM;PL;3
間違い	गलतियाँ	間違い	गलती	N	N;NOM;FEM;PL;3
間違い	गलती	間違い	गलती	N	N;NOM;FEM;SG;3
走り	चला	走る	चल	V	V;PFV;MASC;SG;V.PTCP;ACT
走り	चलाएँ	走る	चला	V	V;SBJV;PL;FIN;ACT
走り	चलेगी	走る	चल	V	V;FEM;IND;SG;3;FUT;FIN;ACT
走り	चलाएं	走る	चला	V	V;SBJV;PL;FIN;ACT
サスペンス	सस्पेंस	サスペンス	सस्पेंस	N	N;NOM;MASC;SG;3
ユーザ	यूजर	ユーザ	यूजर	N	N;NOM;MASC;SG;3
ユーザ	प्रयोक्ता	ユーザ	प्रयोक्ता	N	N;NOM;MASC;SG;3
ユーザ	उपयोगकर्ता	ユーザ	उपयोगकर्ता	N	N;NOM;MASC;PL;3
ユーザ	उपयोक्ता	ユーザ	उपयोक्ता	N	N;NOM;MASC;SG;3
ユーザ	उपयोगकर्ताओं	ユーザ	उपयोगकर्ता	N	N;ACC;MASC;PL;3
ユーザ	प्रयोगकर्ता	ユーザ	प्रयोगकर्ता	N	N;NOM;MASC;PL;3
ユーザ	उपयोगकर्ता	ユーザ	उपयोगकर्ता	N	N;NOM;MASC;PL;3
ユーザ	उपयोक्ता	ユーザ	उपयोक्ता	N	N;NOM;MASC;SG;3
海峡	जलसन्धि	海峡	जलसन्धि	N	N;NOM;FEM;SG;3
海峡	चैनल	海峡	चैनल	N	N;NOM;MASC;SG;3
氏名	नाम	氏名	नाम	N	N;NOM;MASC;SG;3
ムーン	चन्द्रमा	ムーン	चन्द्रमा	N	N;NOM;MASC;SG;3
ムーン	चाँद	ムーン	चाँद	N	N;NOM;MASC;SG;3
スポット	जगह	スポット	जगह	N	N;NOM;FEM;SG;3
スポット	स्थान	スポット	स्थान	N	N;NOM;MASC;SG;3
スポット	प्लेस	スポット	प्लेस	N	N;NOM;FEM;SG;3
スポット	स्थान	スポット	स्थान	N	N;NOM;MASC;SG;3
酸素	आक्सीजन	酸素	आक्सीजन	N	N;NOM;MASC;SG;3
酸素	ऑक्सीजन	酸素	ऑक्सीजन	N	N;NOM;MASC;SG;3
要件	जरुरत	要件	जरुरत	N	N;NOM;FEM;SG;3
要件	आवश्यकता	要件	आवश्यकता	N	N;NOM;FEM;SG;3
要件	आवश्यकताओं	要件	आवश्यकता	N	N;ACC;FEM;PL;3
要件	आवश्यकताएँ	要件	आवश्यकता	N	N;NOM;FEM;PL;3
チャンピオンシップ	चैम्पियनशिप	チャンピオンシップ	चैम्पियनशिप	N	N;NOM;FEM;SG;3
チャンピオンシップ	चैंपियनशिप	チャンピオンシップ	चैंपियनशिप	N	N;NOM;FEM;SG;3
プロセス	प्रक्रिया	プロセス	प्रक्रिया	N	N;NOM;FEM;SG;3
プロセス	प्रक्रम	プロセス	प्रक्रम	N	N;NOM;MASC;SG;3
プロセス	प्रक्रियाएँ	プロセス	प्रक्रिया	N	N;NOM;FEM;PL;3
プロセス	प्रक्रिया	プロセス	प्रक्रिया	N	N;NOM;FEM;SG;3
プロセス	प्रक्रियाओं	プロセス	प्रक्रिया	N	N;ACC;FEM;PL;3
友達	मित्र	友達	मित्र	N	N;NOM;MASC;SG;3
友達	दोस्तों	友達	दोस्त	N	N;ACC;MASC;PL;3
友達	मित्रों	友達	मित्र	N	N;ACC;MASC;PL;3
友達	मित्र	友達	मित्र	N	N;NOM;MASC;SG;3
友達	दोस्त	友達	दोस्त	N	N;NOM;MASC;SG;3
ガイドライン	दिशानिर्देशों	ガイドライン	दिशानिर्देश	N	N;ACC;MASC;PL;3
ガイドライン	दिशानिर्देश	ガイドライン	दिशानिर्देश	N	N;NOM;MASC;SG;3
リポーター	पत्रकारों	リポーター	पत्रकार	N	N;ACC;MASC;PL;3
リポーター	रिपोर्टर	リポーター	रिपोर्टर	N	N;NOM;MASC;SG;3
飛行場	एयरफील्ड	飛行場	एयरफील्ड	N	N;NOM;FEM;SG;3
登記	रजिस्ट्रेशन	登記	रजिस्ट्रेशन	N	N;NOM;MASC;SG;3
登記	पंजीकरण	登記	पंजीकरण	N	N;NOM;MASC;SG;3
レディ	महिला	レディ	महिला	N	N;NOM;FEM;SG;3
ついに	आखिरकार	ついに	आखिरकार	ADV	ADV
損害	नुक्सान	損害	नुक्सान	N	N;NOM;MASC;SG;3
損害	नुकसान	損害	नुकसान	N	N;NOM;MASC;SG;3
損害	क्षति	損害	क्षति	N	N;NOM;FEM;SG;3
ボート	नौकाएँ	ボート	नौका	N	N;NOM;MASC;PL;3
ボート	नौका	ボート	नौका	N	N;NOM;FEM;SG;3
ボート	नाव	ボート	नाव	N	N;NOM;FEM;SG;3
サーキット	सर्किट	サーキット	सर्किट	N	N;NOM;MASC;SG;3
行列	मैट्रिक्स	行列	मैट्रिक्स	N	N;NOM;MASC;SG;3
日常	प्रतिदिन	日常	प्रतिदिन	N	N;NOM;MASC;SG;3
日常	रोज	日常	रोज	N	N;NOM;MASC;SG;3
道具	उपकरण	道具	उपकरण	N	N;NOM;MASC;PL;3
道具	उपकरण	道具	उपकरण	N	N;NOM;MASC;PL;3
道具	औज़ार	道具	औज़ार	N	N;NOM;MASC;SG;3
道具	टूल्स	道具	टूल्स	N	N;NOM;MASC;PL;3
道具	औजार	道具	औजार	N	N;NOM;MASC;SG;3
道具	उपकरण	道具	उपकरण	N	N;NOM;MASC;PL;3
道具	औज़ार	道具	औज़ार	N	N;NOM;MASC;SG;3
道具	टूल	道具	टूल	N	N;NOM;MASC;SG;3
道具	टूल्स	道具	टूल्स	N	N;NOM;MASC;PL;3
道具	यंत्र	道具	यंत्र	N	N;NOM;MASC;SG;3
天気	मौसम	天気	मौसम	N	N;NOM;MASC;SG;3
粒子	कणों	粒子	कण	N	N;NOM;MASC;PL;3
粒子	कण	粒子	कण	N	N;NOM;MASC;SG;3
粒子	अणु	粒子	अणु	N	N;NOM;MASC;SG;3
粒子	कण	粒子	कण	N	N;NOM;MASC;SG;3
ビール	बियर	ビール	बियर	N	N;NOM;MASC;SG;3
美人	सुंदरियों	美人	सुंदरी	N	N;ACC;FEM;PL;3
クリスタル	क्रिस्टल	クリスタル	क्रिस्टल	N	N;NOM;MASC;SG;3
リレー	रिले	リレー	रिला	N	N;NOM;MASC;SG;3
バイク	बाइक	バイク	बाइक	N	N;NOM;FEM;SG;3
バイク	बाइक	バイク	बाइक	N	N;NOM;FEM;SG;3
バイク	मोटरसाइकल	バイク	मोटरसाइकल	N	N;NOM;FEM;SG;3
バイク	मोटरसाइकिल	バイク	मोटरसाइकिल	N	N;NOM;FEM;SG;3
ドクター	डाक्टर	ドクター	डाक्टर	N	N;NOM;MASC;SG;3
ドクター	डॉक्टर	ドクター	डॉक्टर	N	N;NOM;MASC;SG;3
符号	संहिता	符号	संहिता	N	N;NOM;FEM;SG;3
無限	अनंत	無限	अनंत		
当局	प्राधिकरण	当局	प्राधिकरण	N	N;NOM;MASC;SG;3
当局	प्राधिकार	当局	प्राधिकार	N	N;NOM;MASC;SG;3
当局	प्राधिकारी	当局	प्राधिकारी	N	N;NOM;MASC;SG;3
当局	अधिकारियों	当局	अधिकारी	N	N;ACC;MASC;PL;3
コーポレーション	कॉर्पोरेशन	コーポレーション	कॉर्पोरेशन	N	N;NOM;MASC;SG;3
コーポレーション	कारपोरेशन	コーポレーション	कारपोरेशन	N	N;NOM;MASC;SG;3
コーポレーション	निगम	コーポレーション	निगम	N	N;NOM;MASC;SG;3
研究員	शोधकर्ता	研究員	शोधकर्ता	N	N;NOM;MASC;PL;3
ハーフ	हाफ़	ハーフ	हाफ़	N	N;NOM;MASC;SG;3
ハーフ	आधी	ハーフ	आधा	N	N;NOM;FEM;SG;3
定理	प्रमेय	定理	प्रमेय	N	N;NOM;MASC;SG;3
幸せ	खुश	幸せ	खुश	ADJ	ADJ
人種	जाति	人種	जाति	N	N;NOM;FEM;SG;3
人種	रेस	人種	रेस	N	N;NOM;MASC;SG;3
運河	नहर	運河	नहर	N	N;NOM;FEM;SG;3
運河	नहरों	運河	नहर	N	N;ACC;FEM;PL;3
運河	नहरें	運河	नहर	N	N;NOM;FEM;PL;3
運河	नहरों	運河	नहर	N	N;ACC;FEM;PL;3
パラダイス	जन्नत	パラダイス	जन्नत	N	N;NOM;FEM;SG;3
パラダイス	स्वर्ग	パラダイス	स्वर्ग	N	N;NOM;MASC;SG;3
候補	उम्मीदवार	候補	उम्मीदवार	N	N;NOM;MASC;PL;3
候補	उम्मीदवार	候補	उम्मीदवार	N	N;NOM;MASC;PL;3
候補	प्रत्याशी	候補	प्रत्याशी	N	N;NOM;MASC;SG;3
スプリング	स्प्रिंग	スプリング	स्प्रिंग	N	N;NOM;FEM;SG;3
心臓	हृदय	心臓	हृदय	N	N;NOM;MASC;SG;3
心臓	ह्रदय	心臓	ह्रदय	N	N;NOM;MASC;SG;3
心臓	दिल	心臓	दिल	N	N;NOM;MASC;SG;3
日光	धूप	日光	धूप	N	N;NOM;FEM;SG;3
日光	सनशाइन	日光	सनशाइन	N	N;NOM;MASC;SG;3
日光	धूप	日光	धूप	N	N;NOM;FEM;SG;3
ウエスト	कमर	ウエスト	कमर	N	N;NOM;FEM;SG;3
大使館	दूतावास	大使館	दूतावास	N	N;NOM;MASC;SG;3
食事	भोजन	食事	भोजन	N	N;NOM;MASC;SG;3
バイト	बाइट	バイト	बाइट	N	N;NOM;MASC;SG;3
バイト	बाइट	バイト	बाइट	N	N;NOM;MASC;SG;3
バイト	बाइट्स	バイト	बाइट	N	N;NOM;MASC;PL;3
テーブル	सारणी	テーブル	सारणी	N	N;NOM;FEM;SG;3
リボン	फीता	リボン	फुत	N	N;NOM;MASC;SG;3
リボン	रिबन	リボン	रिबन	N	N;NOM;MASC;SG;3
シード	बीज	シード	बीज	N	N;NOM;MASC;SG;3
シード	बीज	シード	बीज	N	N;NOM;MASC;SG;3
サマー	गर्मियों	サマー	गर्मी	N	N;ACC;FEM;PL;3
サマー	गर्मी	サマー	गर्मी	N	N;NOM;FEM;SG;3
サマー	गर्मियाँ	サマー	गर्मी	N	N;NOM;FEM;PL;3
処刑	चलाना	処刑	चला	V	V;MASC;NFIN;ACT
感覚	होश	感覚	होश	N	N;NOM;MASC;SG;3
感覚	सनसनी	感覚	सनस	N	N;NOM;FEM;SG;3
感覚	भाव	感覚	भाव	N	N;NOM;MASC;SG;3
プログラミング	प्रोग्रामिंग	プログラミング	प्रोग्रामिंग	N	N;NOM;FEM;SG;3
差分	भिन्नताएं	差分	भिन्नता	N	N;NOM;FEM;PL;3
差分	मतभेद	差分	मतभेद	N	N;NOM;MASC;PL;3
差分	भिन्नता	差分	भिन्नता	N	N;NOM;FEM;SG;3
ネコ	बिल्लियां	ネコ	बिल्ली	N	N;NOM;FEM;PL;3
ネコ	बिल्लियाँ	ネコ	बिल्ली	N	N;NOM;FEM;PL;3
ネコ	बिल्लियों	ネコ	बिल्ली	N	N;ACC;FEM;PL;3
才能	प्रतिभाशाली	才能	प्रतिभाशाली	N	N;NOM;MASC;SG;3
山頂	शिखर	山頂	शिखर	N	N;NOM;MASC;SG;3
ゲージ	गेज	ゲージ	गेज	N	N;NOM;MASC;SG;3
グラフィック	ग्राफ़िक	グラフィック	ग्राफ़िक	N	N;NOM;MASC;SG;3
グラフィック	ग्राफिक	グラフィック	ग्राफिक	N	N;NOM;MASC;SG;3
グラフィック	ग्राफिक्स	グラフィック	ग्राफिक्स	N	N;NOM;MASC;SG;3
マスク	मुखौटा	マスク	मुखौटा	N	N;NOM;MASC;SG;3
バレー	घाटी	バレー	घाटी	N	N;NOM;FEM;SG;3
金額	मात्रा	金額	मात्रा	N	N;NOM;FEM;SG;3
金額	राशि	金額	राशि	N	N;NOM;FEM;SG;3
チップ	चिप्स	チップ	चिप्स	N	N;NOM;MASC;SG;3
チップ	युक्ति	チップ	युक्ति	N	N;NOM;FEM;SG;3
アルコール	शराब	アルコール	शराब	N	N;NOM;FEM;SG;3
アルコール	दारू	アルコール	दारू	N	N;NOM;MASC;SG;3
テープ	टेप	テープ	टेप	N	N;NOM;MASC;SG;3
テープ	टेपों	テープ	टेप	N	N;ACC;MASC;PL;3
要因	कारक	要因	कारक	N	N;NOM;MASC;SG;3
要因	कारकों	要因	कारक	N	N;ACC;MASC;PL;3
マネジメント	प्रबंधन	マネジメント	प्रबंधन	N	N;NOM;MASC;SG;3
マネジメント	प्रबन्धन	マネジメント	प्रबन्धन	N	N;NOM;MASC;SG;3
サーバ	सर्वर्स	サーバ	सर्वर	N	N;NOM;MASC;SG;3
サーバ	सर्वर	サーバ	सर्वर	N	N;NOM;MASC;SG;3
サーバ	सर्वर	サーバ	सर्वर	N	N;NOM;MASC;SG;3
化合物	यौगिकों	化合物	यौगिक	N	N;ACC;MASC;PL;3
化合物	यौगिक	化合物	यौगिक	N	N;NOM;MASC;SG;3
所有者	मालिक	所有者	मालिक	N	N;NOM;MASC;SG;3
所有者	मालिकों	所有者	मालिक	N	N;ACC;MASC;PL;3
弱い	कमजोर	弱い	कमजोर	ADJ	ADJ
祝日	छुट्टी	祝日	छुट्टी	N	N;NOM;FEM;SG;3
祝日	अवकाश	祝日	अवकाश	N	N;NOM;MASC;SG;3
祝日	छुट्टियों	祝日	छुट्टी	N	N;ACC;FEM;PL;3
祝日	छुट्टियां	祝日	छुट्टी	N	N;NOM;FEM;PL;3
祝日	अवकाश	祝日	अवकाश	N	N;NOM;MASC;SG;3
祝日	छुट्टियाँ	祝日	छुट्टी	N	N;NOM;FEM;PL;3
マーケット	मार्केटप्लेस	マーケット	मार्केटप्लेस	N	N;NOM;MASC;SG;3
マーケット	बाज़ारों	マーケット	बाज़ार	N	N;ACC;MASC;PL;3
マーケット	बाजारों	マーケット	बाजार	N	N;ACC;MASC;PL;3
マーケット	बाजार	マーケット	बाजार	N	N;NOM;MASC;SG;3
マーケット	बाज़ार	マーケット	बाज़ार	N	N;NOM;MASC;SG;3
マーケット	बाजार	マーケット	बाजार	N	N;NOM;MASC;SG;3
マーケット	बाज़ार	マーケット	बाज़ार	N	N;NOM;MASC;SG;3
マーケット	मार्केट	マーケット	मार्केट	N	N;NOM;MASC;SG;3
デッキ	डेक	デッキ	डेक	N	N;NOM;MASC;SG;3
商標	ट्रेडमार्क	商標	ट्रेडमार्क	N	N;NOM;MASC;SG;3
年金	पेंशन	年金	पेंशन	N	N;NOM;FEM;SG;3
バランス	बैलेंस	バランス	बैलेंस	N	N;NOM;MASC;SG;3
バランス	संतुलन	バランス	संतुलन	N	N;NOM;MASC;SG;3
液体	तरल	液体	तरल	N	N;NOM;MASC;SG;3
液体	द्रव	液体	द्रव	N	N;NOM;MASC;SG;3
審判	निर्णय	審判	निर्णय	N	N;NOM;MASC;SG;3
審判	मुकदमा	審判	मुकदमा	N	N;NOM;MASC;SG;3
審判	ट्रायल	審判	ट्रायल	N	N;NOM;MASC;SG;3
審判	विचारण	審判	विचारण	N	N;NOM;MASC;SG;3
タンパク	प्रोटीन	タンパク	प्रोटीन	N	N;NOM;MASC;SG;3
バット	बल्ले	バット	बल्ले	N	N;NOM;MASC;SG;3
バット	बल्ला	バット	बल्ला	N	N;NOM;MASC;SG;3
バット	चमगादड़	バット	चमगादड़	N	N;NOM;MASC;SG;3
暗号	एनक्रिप्शन	暗号	एनक्रिप्शन	N	N;NOM;MASC;SG;3
暗号	एन्क्रिप्शन	暗号	एन्क्रिप्शन	N	N;NOM;MASC;SG;3
暗号	साइफर	暗号	साइफर	N	N;NOM;MASC;SG;3
暗号	क्रिप्टोग्राफी	暗号	क्रिप्टोग्राफी	N	N;NOM;FEM;SG;3
栄養	पोषण	栄養	पोषण	N	N;NOM;MASC;SG;3
不安	चिंतित	不安	चिंतित	ADJ	ADJ
食べる	खाने	食べる	खा	V	V;MASC;SG;FIN;ACT
食べる	खाओ	食べる	खाओ	V	V;SBJV;SG;3;FIN;ACT
食べる	खा	食べる	खा	V	V;ACT
検事	अभियोजक	検事	अभियोजक	N	N;NOM;MASC;SG;3
理想	आदर्शों	理想	आदर्श	N	N;ACC;MASC;PL;3
ショック	सदमे	ショック	सदमा	N	N;NOM;MASC;SG;3
ショック	झटका	ショック	झटका	N	N;NOM;MASC;SG;3
フェイス	ईमान	フェイス	ईमान	N	N;NOM;MASC;SG;3
フェイス	विश्वास	フェイス	विश्वास	N	N;NOM;MASC;SG;3
フェイス	आस्था	フェイス	आस्था	N	N;NOM;FEM;SG;3
フェイス	चेहरे	フェイス	चेहरा	N	N;NOM;MASC;PL;3
フェイス	चेहरा	フェイス	चेहरा	N	N;NOM;MASC;SG;3
炭素	कार्बन	炭素	कार्बन	N	N;NOM;MASC;SG;3
炭素	carbonic	炭素	carbonic	N	N;NOM;MASC;SG;3
体操	जिमनास्टिक्स	体操	जिमनास्टिक्स	N	N;NOM;MASC;SG;3
ワーク	कार्यालय	ワーク	कार्यालय	N	N;NOM;MASC;SG;3
ワーク	काम	ワーク	काम	N	N;NOM;MASC;SG;3
ワーク	कार्य	ワーク	कार्य	N	N;NOM;MASC;SG;3
プライバシー	गोपनीयता	プライバシー	गोपनीयता	N	N;NOM;FEM;SG;3
濃度	एकाग्रता	濃度	एकाग्रता	N	N;NOM;FEM;SG;3
濃度	विशेषज्ञता	濃度	विशेषज्ञता	N	N;NOM;FEM;SG;3
セーブ	सहेजें	セーブ	सहेज	N	N;NOM;MASC;SG;3
エンジェル	देवदूत	エンジェル	देवदूत	N	N;NOM;MASC;SG;3
単語	वर्ड	単語	वर्ड	N	N;NOM;MASC;SG;3
単語	शब्द	単語	शब्द	N	N;NOM;MASC;SG;3
単語	शब्दों	単語	शब्द	N	N;ACC;MASC;PL;3
単語	लफ़्ज़ों	単語	लफंज़	N	N;ACC;MASC;PL;3
単語	शब्द	単語	शब्द	N	N;NOM;MASC;SG;3
テキスト	पाठ	テキスト	पाठ	N	N;NOM;MASC;SG;3
テキスト	टेक्स्ट	テキスト	टेक्स्ट	N	N;NOM;MASC;SG;3
テキスト	ग्रन्थ	テキスト	ग्रन्थ	N	N;NOM;MASC;SG;3
品質	क्वालिटी	品質	क्वालिटी	N	N;NOM;FEM;SG;3
品質	गुणवत्ता	品質	गुणवत्ता	N	N;NOM;FEM;SG;3
品質	विशेषता	品質	विशेषता	N	N;NOM;FEM;SG;3
主婦	गृहिणी	主婦	गृहिणी	N	N;NOM;FEM;SG;3
倉庫	गोदाम	倉庫	गोदाम	N	N;NOM;MASC;SG;3
内側	भीतरी	内側	भीतरी	N	N;NOM;MASC;SG;3
誰	किसी	誰	कोई	PRO	PRO;ACC;SG;3
艦船	जहाज	艦船	जहाज	N	N;NOM;MASC;SG;3
艦船	जहाजों	艦船	जहाज	N	N;ACC;MASC;PL;3
ベクトル	सदिश	ベクトル	सदिश	N	N;NOM;MASC;SG;3
ベクトル	वेक्टर	ベクトル	वेक्टर	N	N;NOM;MASC;SG;3
軍艦	युद्धपोत	軍艦	युद्धपोत	N	N;NOM;MASC;SG;3
津波	सुनामी	津波	सुनामी	N	N;NOM;FEM;SG;3
美女	सुंदरियों	美女	सुंदरी	N	N;ACC;FEM;PL;3
テック	तकनीक	テック	तकनीक	N	N;NOM;FEM;SG;3
水泳	तैराक	水泳	तैराक	N	N;NOM;MASC;SG;3
水泳	स्विमिंग	水泳	स्विमिंग	N	N;NOM;MASC;SG;3
水泳	तैराकी	水泳	तैराकी	N	N;NOM;MASC;SG;3
ダンサー	नर्तक	ダンサー	नर्तक	N	N;NOM;MASC;SG;3
ダンサー	नर्तक	ダンサー	नर्तक	N	N;NOM;MASC;SG;3
ダンサー	नर्तकी	ダンサー	नर्तकी	N	N;NOM;FEM;SG;3
考古学	पुरातत्ववेत्ताओं	考古学	पुरातत्ववेत्ता	N	N;ACC;FEM;PL;3
征服	जीतें	征服	जीत	V	V;SBJV;PL;FIN;ACT
監査	ऑडिट	監査	ऑडिट	N	N;NOM;MASC;SG;3
通路	गलियारे	通路	गलियारा	N	N;NOM;MASC;PL;3
通路	ड्योढ़ी	通路	ड्योढ़ी	N	N;NOM;FEM;SG;3
港湾	पोर्ट	港湾	पोर्ट	N	N;NOM;MASC;SG;3
港湾	बंदरगाह	港湾	बंदरगाह	N	N;NOM;MASC;SG;3
港湾	बंदरगाहों	港湾	बंदरगाह	N	N;ACC;MASC;PL;3
集会	असेम्बली	集会	असेम्बली	N	N;NOM;FEM;SG;3
集会	विधानसभा	集会	विधानसभा	N	N;NOM;FEM;SG;3
集会	सभा	集会	सभा	N	N;NOM;FEM;SG;3
嫌い	हेट	嫌い	हेट		
教科	पाठ्यपुस्तकों	教科	पाठ्यपुस्तक	N	N;ACC;MASC;PL;3
サイン	लक्षण	サイン	लक्षण	N	N;NOM;MASC;SG;3
人材	कार्मिक	人材	कार्मिक	N	N;NOM;MASC;SG;3
人材	कर्मियों	人材	कर्मी	N	N;ACC;MASC;PL;3
密度	घनत्व	密度	घनत्व	N	N;NOM;MASC;SG;3
同僚	सहयोगी	同僚	सहयोगी	N	N;NOM;MASC;PL;3
同僚	साथियों	同僚	साथी	N	N;ACC;MASC;PL;3
同僚	सहयोगियों	同僚	सहयोगी	N	N;ACC;MASC;PL;3
同僚	सहकर्मी	同僚	सहकर्मी	N	N;NOM;MASC;SG;3
同僚	सहकर्मियों	同僚	सहकर्मी	N	N;ACC;MASC;PL;3
同僚	सहकर्मी	同僚	सहकर्मी	N	N;NOM;MASC;SG;3
建築物	भवनों	建築物	भवन	N	N;ACC;MASC;PL;3
建築物	भवन	建築物	भवन	N	N;NOM;MASC;SG;3
建築物	इमारतें	建築物	इमारत	N	N;NOM;FEM;PL;3
方程式	समीकरण	方程式	समीकरण	N	N;NOM;MASC;SG;3
スイッチ	स्विच	スイッチ	स्विच	N	N;NOM;MASC;SG;3
花火	आतिशबाजी	花火	आतिशबाजी	N	N;NOM;FEM;SG;3
フラッシュ	फ़्लैश	フラッシュ	फ़्लैश	N	N;NOM;MASC;SG;3
フラッシュ	फ्लैश	フラッシュ	फ्लैश	N	N;NOM;MASC;SG;3
ボイス	आवाज	ボイス	आवाज	N	N;NOM;FEM;SG;3
ボイス	वॉइस	ボイス	वॉइस	N	N;NOM;MASC;SG;3
ボイス	आवाज़	ボイス	आवाज़	N	N;NOM;FEM;SG;3
字幕	उपशीर्षक	字幕	उपशीर्षक	N	N;NOM;MASC;SG;3
トライ	कोशिश	トライ	कोशिश	N	N;NOM;FEM;SG;3
闘争	संघर्ष	闘争	संघर्ष	N	N;NOM;MASC;SG;3
宿泊	आवास	宿泊	आवास	N	N;NOM;MASC;SG;3
宿泊	आवास	宿泊	आवास	N	N;NOM;MASC;SG;3
洪水	बाढ़	洪水	बाढ़	N	N;NOM;FEM;SG;3
洪水	बाढ़	洪水	बाढ़	N	N;NOM;FEM;SG;3
保証	वारंटी	保証	वारंटी	N	N;NOM;FEM;SG;3
保証	गारंटी	保証	गारंटी	N	N;NOM;FEM;SG;3
保証	गारंटी	保証	गारंटी	N	N;NOM;FEM;SG;3
三十	तीस	三十	तीस	NUM	NUM
ホラー	डरावना	ホラー	डरावना	N	N;NOM;MASC;SG;3
ホラー	हॉरर	ホラー	हॉरर	N	N;NOM;MASC;SG;3
城主	castellan	城主	८ुओीओेप	N	N;NOM;MASC;SG;3
コイン	सिक्के	コイン	सिक्का	N	N;NOM;MASC;PL;3
コイン	सिक्का	コイン	सिक्का	N	N;NOM;MASC;SG;3
刑務所	जेलों	刑務所	जेल	N	N;ACC;FEM;PL;3
刑務所	जेल	刑務所	जेल	N	N;NOM;FEM;SG;3
刑務所	थाना	刑務所	थाना	N	N;NOM;MASC;SG;3
重力	गुरुत्वाकर्षण	重力	गुरुत्वाकर्षण	N	N;NOM;MASC;SG;3
重力	गम्भीरता	重力	गम्भीरता	N	N;NOM;FEM;SG;3
ドメイン	डोमेन	ドメイン	डोमेन	N	N;NOM;MASC;SG;3
ドメイン	डोमेन	ドメイン	डोमेन	N	N;NOM;MASC;SG;3
パーティ	दल	パーティ	दल	N	N;NOM;MASC;SG;3
パーティ	पार्टी	パーティ	पार्टी	N	N;NOM;FEM;SG;3
パーティ	पार्टियाँ	パーティ	पार्टी	N	N;NOM;FEM;PL;3
パーティ	दल	パーティ	दल	N	N;NOM;MASC;SG;3
パーティ	पार्टियों	パーティ	पार्टी	N	N;ACC;FEM;PL;3
スーツ	सूट	スーツ	सूट	N	N;NOM;MASC;SG;3
スーツ	सूट	スーツ	सूट	N	N;NOM;MASC;SG;3
彫刻	उत्कीर्ण	彫刻	उत्कीर्ण	N	N;NOM;MASC;SG;3
彫刻	नक्काशी	彫刻	नक्काशी	N	N;NOM;FEM;SG;3
彫刻	मूर्तिकला	彫刻	मूर्तिकला	N	N;NOM;FEM;SG;3
彫刻	उत्कीर्णन	彫刻	उत्कीर्णन	N	N;NOM;MASC;SG;3
彫刻	नक्काशी	彫刻	नक्काशी	N	N;NOM;FEM;SG;3
砂漠	रेगिस्तान	砂漠	रेगिस्तान	N	N;NOM;MASC;SG;3
砂漠	मरुस्थल	砂漠	मरुस्थल	N	N;NOM;MASC;SG;3
砂漠	रेगिस्तान	砂漠	रेगिस्तान	N	N;NOM;MASC;SG;3
砲撃	बमबारी	砲撃	बमबारी	N	N;NOM;FEM;SG;3
科目	विषय	科目	विषय	N	N;NOM;MASC;SG;3
スロー	धीमा	スロー	धीमा	N	N;NOM;MASC;SG;3
曲線	वक्र	曲線	वक्र	N	N;NOM;MASC;SG;3
曲線	वक्र	曲線	वक्र	N	N;NOM;MASC;SG;3
レビュー	समीक्षा	レビュー	समीक्षा	N	N;NOM;FEM;SG;3
レビュー	समीक्षाएँ	レビュー	समीक्षा	N	N;NOM;FEM;PL;3
レビュー	समीक्षा	レビュー	समीक्षा	N	N;NOM;FEM;SG;3
レビュー	पुनर्विलोकन	レビュー	पुनर्विलोकन	N	N;NOM;MASC;SG;3
セックス	सेक्स	セックス	सेक्स	N	N;NOM;MASC;SG;3
セックス	मैथुन	セックス	मैथुन	N	N;NOM;MASC;SG;3
出品	प्रविष्टि	出品	प्रविष्टि	N	N;NOM;FEM;SG;3
出品	लिस्टिंग	出品	लिस्टिंग	N	N;NOM;FEM;SG;3
パレード	परेड	パレード	परेड	N	N;NOM;FEM;SG;3
ゴム	बुलबुले	ゴム	बुलबुला	N	N;NOM;MASC;PL;3
ゴム	रबर	ゴム	रबर	N	N;NOM;MASC;SG;3
警察官	पुलिसकर्मियों	警察官	पुलिसकर्मी	N	N;ACC;MASC;PL;3
警察官	पुलिस	警察官	पुलिस	N	N;NOM;FEM;SG;3
部族	कबीले	部族	कबीला	N	N;NOM;MASC;PL;3
部族	जनजाति	部族	जनजाति	N	N;NOM;FEM;SG;3
メロディ	राग	メロディ	राग	N	N;NOM;MASC;SG;3
メロディ	धुन	メロディ	धुन	N	N;NOM;FEM;SG;3
プレート	प्लेट	プレート	प्लेट	N	N;NOM;FEM;SG;3
プレート	थाली	プレート	थाला	N	N;NOM;FEM;SG;3
