una	egy	uno	egy	DET;INDF;FEM;SG	DET;INDF
líderes	vezetők	líder	vezető	N;PL	N;NOM;PL
espacial	térbeli	espacial	térbeli	ADJ;SG	ADJ;NOM;SG
predecesor	elődje	predecesor	előd	N;MASC;SG	N;NOM;SG
verdadero	valós	verdadero	valós	ADJ;MASC;SG	ADJ;NOM;SG
segundos	másodpercek	segundo	másodperc	N;MASC;PL	N;NOM;PL
cañón	ágyú	cañón	ágyú	N;MASC;SG	N;NOM;SG
cañón	hordó	cañón	hordó	N;MASC;SG	N;NOM;SG
religioso	vallási	religioso	vallási	ADJ;MASC;SG	ADJ;NOM;SG
net	háló	net	háló	N	N;NOM;SG
net	net	net	net	N	N;NOM;SG
columna	oszlop	columna	oszlop	N;FEM;SG	N;NOM;SG
columna	gerinc	columna	gerinc	N;FEM;SG	N;NOM;SG
danza	tánc	danza	tánc	N;FEM;SG	N;NOM;SG
danza	tánc	danza	tánc	N;FEM;SG	N;NOM;SG
desarrolla	fejleszti	desarrollar	fejleszt	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
desarrolla	fejlődik	desarrollar	fejlődik	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
periodistas	újságírók	periodista	újságíró	N;PL	N;NOM;PL
periodistas	riporterek	periodista	riporter	N;PL	N;NOM;PL
periodistas	újságírók	periodista	újságíró	N;PL	N;NOM;PL
periodistas	újságírókat	periodista	újságíró	N;PL	N;ACC;PL
asunción	feltevés	asunción	feltevés	N;FEM;SG	N;NOM;SG
asunción	feltételezés	asunción	feltételezés	N;FEM;SG	N;NOM;SG
fondos	pénzeszközök	fondo	pénzeszköz	N;MASC;PL	N;NOM;PL
fondos	alapok	fondo	alap	N;MASC;PL	N;NOM;PL
factores	tényezők	factor	tényező	N;MASC;PL	N;NOM;PL
barcos	hajók	barco	hajó	N;MASC;PL	N;NOM;PL
barcos	hajók	barco	hajó	N;MASC;PL	N;NOM;PL
barcos	hajók	barco	hajó	N;MASC;PL	N;NOM;PL
chica	kislány	chica	kislány	N;FEM;SG	N;NOM;SG
chica	csaj	chica	csaj	N;FEM;SG	N;NOM;SG
chica	lány	chica	lány	N;FEM;SG	N;NOM;SG
precio	ára	precio	ár	N;MASC;SG	N;NOM;SG
pensamiento	gondolat	pensamiento	gondolat	N;MASC;SG	N;NOM;SG
pensamiento	gondolkodás	pensamiento	gondolkodás	N;MASC;SG	N;NOM;SG
pensamiento	gondolat	pensamiento	gondolat	N;MASC;SG	N;NOM;SG
leer	olvasott	leer	olvasot	V;NFIN	V;INDF;IND;SG;3;PST;FIN;ACT
leer	olvasok	leer	olvas	V;NFIN	V;INDF;IND;SG;1;PRS;FIN;ACT
leer	olvasni	leer	olvas	V;NFIN	V;NFIN;ACT
declaración	nyilatkozat	declaración	nyilatkozat	N;FEM;SG	N;NOM;SG
declaración	nyilatkozata	declaración	nyilatkozat	N;FEM;SG	N;NOM;SG
declaración	kimutatás	declaración	kimutatás	N;FEM;SG	N;NOM;SG
declaración	állítás	declaración	állítás	N;FEM;SG	N;NOM;SG
declaración	kijelentés	declaración	kijelentés	N;FEM;SG	N;NOM;SG
declaración	nyilatkozat	declaración	nyilatkozat	N;FEM;SG	N;NOM;SG
declaración	nyilatkozata	declaración	nyilatkozat	N;FEM;SG	N;NOM;SG
deportistas	sportolók	deportista	sportoló	N;PL	N;NOM;PL
deportistas	sportolók	deportista	sportoló	N;PL	N;NOM;PL
argumento	cselekmény	argumento	cselekmény	N;MASC;SG	N;NOM;SG
argumento	érvelés	argumento	érvelés	N;MASC;SG	N;NOM;SG
argumento	érv	argumento	érv	N;MASC;SG	N;NOM;SG
online	online	online	online		
portal	portál	portal	por	N;MASC;SG	N;NOM;SG
portal	átjáró	portal	átjáró	N;MASC;SG	N;NOM;SG
portal	kapu	portal	kapu	N;MASC;SG	N;NOM;SG
portal	átjáró	portal	átjáró	N;MASC;SG	N;NOM;SG
médicos	orvosok	médico	orvos	N;MASC;PL	N;NOM;PL
médicos	orvosok	médico	orvos	N;MASC;PL	N;NOM;PL
médicos	doktorok	médico	doktor	N;MASC;PL	N;NOM;PL
sacerdote	pap	sacerdote	pap	N;MASC;SG	N;NOM;SG
night	éjszaka	night	éjszaka	N	N;NOM;SG
cultivo	tenyésztés	cultivo	tenyésztés	N;MASC;SG	N;NOM;SG
cultivo	kultúra	cultivo	kultúra	N;MASC;SG	N;NOM;SG
cultivo	termés	cultivo	termés	N;MASC;SG	N;NOM;SG
cultivo	növény	cultivo	növény	N;MASC;SG	N;NOM;SG
arzobispo	érsek	arzobispo	érs	N;MASC;SG	N;NOM;SG
mancha	folt	mancha	folt	N;FEM;SG	N;NOM;SG
retirado	nyugdíjas	retirado	nyugdíjas	ADJ;MASC;SG;V.PTCP	ADJ;NOM;SG
inteligencia	értelem	inteligencia	értel	N;FEM;SG	N;NOM;SG
inteligencia	hírszerzés	inteligencia	hírszerzés	N;FEM;SG	N;NOM;SG
inteligencia	intelligencia	inteligencia	intelligencia	N;FEM;SG	N;NOM;SG
inteligencia	intel	inteligencia	intel	N;FEM;SG	N;NOM;SG
envió	elküldött	enviar	elküldött	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
envió	küldött	enviar	küld	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
baile	tánc	baile	tánc	N;MASC;SG	N;NOM;SG
baile	tánc	baile	tánc	N;MASC;SG	N;NOM;SG
relevante	vonatkozó	relevante	vonatkozó	ADJ;SG	ADJ;NOM;SG
paseo	séta	paseo	séta	N;MASC;SG	N;NOM;SG
menciona	említ	mencionar	említ	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
compañías	vállalatok	compañía	vállalat	N;FEM;PL	N;NOM;PL
compañías	társaságok	compañía	társaság	N;FEM;PL	N;NOM;PL
compañías	cégek	compañía	cég	N;FEM;PL	N;NOM;PL
compañías	vállalkozások	compañía	vállalkozás	N;FEM;PL	N;NOM;PL
retiró	visszavonta	retirar	visszavont	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
actuaciones	előadások	actuación	előadás	N;FEM;PL	N;NOM;PL
intereses	kamatok	interés	kamat	N;MASC;PL	N;NOM;PL
senado	szenátus	senado	szenátus	N;MASC;SG	N;NOM;SG
mercedes	merci	merced	merci		
plantillas	sablonok	plantilla	sablon	N;FEM;PL	N;NOM;PL
disputa	vitás	disputa	vitás	N;FEM;SG	N;NOM;SG
disputa	vita	disputa	vita	N;FEM;SG	N;NOM;SG
disputa	jogvita	disputa	jogvita	N;FEM;SG	N;NOM;SG
ave	madár	ave	madár	N;FEM;SG	N;NOM;SG
post	poszt	post	poszt	N;MASC;SG	N;NOM;SG
post	bejegyzést	post	bejegyzés	N;MASC;SG	N;ACC;SG
post	bejegyzésre	post	bejegyzés	N;MASC;SG	N;ON+ALL;SG
post	bejegyzés	post	bejegyzés	N;MASC;SG	N;NOM;SG
globo	léggömb	globo	léggömb	N;MASC;SG	N;NOM;SG
globo	lufi	globo	lufi	N;MASC;SG	N;NOM;SG
globo	globe	globo	globe	N;MASC;SG	N;NOM;SG
éstos	ezek	este	ez	PRO;MASC;PL	PRO;NOM;PL;3
éstos	ezeket	este	ez	PRO;MASC;PL	PRO;ACC;PL;3
aliados	szövetségesek	aliado	szövetséges	N;MASC;PL	N;NOM;PL
rally	gyülekező	rally	gyülekező	N;MASC;SG	N;NOM;SG
rally	gyűlés	rally	gyűlés	N;MASC;SG	N;NOM;SG
detalles	részletek	detalle	részlet	N;MASC;PL	N;NOM;PL
detalles	részleteket	detalle	részlet	N;MASC;PL	N;ACC;PL
salto	ugrás	salto	ugrás	N;MASC;SG	N;NOM;SG
state	állapot	state	állap	N	N;NOM;SG
state	állam	state	állam	N	N;NOM;SG
marine	tengerész	marine	tengerész	N	N;NOM;SG
marine	tengerészgyalogos	marine	tengerészgyalogos	N	N;NOM;SG
bilbao	bilbao	bilbao	bilbao	N;MASC;SG	N;NOM;SG
roger	roger	roger	roger		
colonial	gyarmati	colonial	gyarmati	ADJ;SG	ADJ;NOM;SG
competiciones	versenyek	competición	verseny	N;FEM;PL	N;NOM;PL
dictadura	diktatúra	dictadura	diktatúra	N;FEM;SG	N;NOM;SG
academy	akadémia	academy	akadémia	N	N;NOM;SG
difusión	diffúziós	difusión	diffúziós	N;FEM;SG	N;NOM;SG
difusión	terjesztése	difusión	terjesztés	N;FEM;SG	N;NOM;SG
difusión	terjesztés	difusión	terjesztés	N;FEM;SG	N;NOM;SG
difusión	közvetítés	difusión	közvetítés	N;FEM;SG	N;NOM;SG
difusión	adás	difusión	adás	N;FEM;SG	N;NOM;SG
rio	folyami	rio	folyami	N;MASC;SG	N;NOM;SG
alcanza	eléri	alcanzar	eléri	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
ejecución	kivégzés	ejecución	kivégzés	N;FEM;SG	N;NOM;SG
ejecución	végrehajtás	ejecución	végrehajtás	N;FEM;SG	N;NOM;SG
ejecución	kivitelezés	ejecución	kivitelezés	N;FEM;SG	N;NOM;SG
ensayo	tesztelés	ensayo	tesztelés	N;MASC;SG	N;NOM;SG
ensayo	vizsgálati	ensayo	vizsgálati	N;MASC;SG	N;NOM;SG
ensayo	vizsgálat	ensayo	vizsgálat	N;MASC;SG	N;NOM;SG
ensayo	próba	ensayo	pró	N;MASC;SG	N;NOM;SG
ensayo	teszt	ensayo	tesz	N;MASC;SG	N;NOM;SG
ensayo	próba	ensayo	pró	N;MASC;SG	N;NOM;SG
ensayo	próbára	ensayo	próbára	N;MASC;SG	N;ON+ALL;SG
ensayo	tárgyalás	ensayo	tárgyalás	N;MASC;SG	N;NOM;SG
ensayo	vizsgálati	ensayo	vizsgálati	N;MASC;SG	N;NOM;SG
ensayo	vizsgálat	ensayo	vizsgálat	N;MASC;SG	N;NOM;SG
ensayo	próba	ensayo	pró	N;MASC;SG	N;NOM;SG
ensayo	teszt	ensayo	tesz	N;MASC;SG	N;NOM;SG
boston	bostoni	boston	bostoni	N;MASC;SG	N;NOM;SG
reglas	szabályok	regla	szabály	N;FEM;PL	N;NOM;PL
viernes	pénteken	viernes	pént	N	N;ON+ESS;SG
golfo	öböl	golfo	öböl	N;MASC;SG	N;NOM;SG
nobles	nemesek	noble	nemes	N;PL	N;NOM;PL
radical	radikális	radical	radikális	ADJ;SG	ADJ;NOM;SG
tratar	kezelni	tratar	kezel	V;NFIN	V;NFIN;ACT
tratar	kezeljük	tratar	kezel	V;NFIN	V;DEF;IND;PL;1;PRS;FIN;ACT
mandato	megbízás	mandato	megbízás	N;MASC;SG	N;NOM;SG
mandato	megbízatásának	mandato	megbízatás	N;MASC;SG	N;GEN;SG
mandato	felhatalmazás	mandato	felhatalmazás	N;MASC;SG	N;NOM;SG
mandato	megbízatás	mandato	megbízatás	N;MASC;SG	N;NOM;SG
trenes	vonatok	tren	vonat	N;MASC;PL	N;NOM;PL
feria	vásár	feria	vásár	N;FEM;SG	N;NOM;SG
comida	étel	comida	étel	N;FEM;SG	N;NOM;SG
comida	élelem	comida	élel	N;FEM;SG	N;NOM;SG
comida	táplálék	comida	táplálék	N;FEM;SG	N;NOM;SG
comida	élelmiszer	comida	élelmiszer	N;FEM;SG	N;NOM;SG
apellido	vezetéknév	apellido	vezeték	N;MASC;SG	N;NOM;SG
etapas	szakaszok	etapa	szakasz	N;FEM;PL	N;NOM;PL
etapas	szakaszok	etapa	szakasz	N;FEM;PL	N;NOM;PL
comunas	települések	comuna	település	N;FEM;PL	N;NOM;PL
seguro	biztonságos	seguro	biztonságos	ADJ;MASC;SG	ADJ;NOM;SG
seguro	biztosítási	seguro	biztosítási	ADJ;MASC;SG	ADJ;NOM;SG
seguro	biztonságos	seguro	biztonságos	ADJ;MASC;SG	ADJ;NOM;SG
fotos	fotók	foto	fotó	N;FEM;PL	N;NOM;PL
fotos	fényképek	foto	fénykép	N;FEM;PL	N;NOM;PL
fotos	fotók	foto	fotó	N;FEM;PL	N;NOM;PL
fotos	fényképek	foto	fénykép	N;FEM;PL	N;NOM;PL
fotos	képek	foto	kép	N;FEM;PL	N;NOM;PL
fotos	képeket	foto	kép	N;FEM;PL	N;ACC;PL
fotos	képek	foto	kép	N;FEM;PL	N;NOM;PL
fotos	fényképek	foto	fénykép	N;FEM;PL	N;NOM;PL
amistad	barátság	amistad	barátság	N;FEM;SG	N;NOM;SG
entra	belép	entrar	belép	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
extranjeros	földönkívüliek	extranjero	földönkívüli	N;MASC;PL	N;NOM;PL
extranjeros	külföldiek	extranjero	külföldi	N;MASC;PL	N;NOM;PL
extranjeros	külföldiek	extranjero	külföldi	N;MASC;PL	N;NOM;PL
artillería	hadianyag	artillería	hadianyag	N;FEM;SG	N;NOM;SG
artillería	tüzérség	artillería	tüzérség	N;FEM;SG	N;NOM;SG
concentración	koncentrációja	concentración	koncentráció	N;FEM;SG	N;NOM;SG
concentración	koncentráció	concentración	koncentráció	N;FEM;SG	N;NOM;SG
concentración	összefonódás	concentración	összefonódás	N;FEM;SG	N;NOM;SG
concentración	koncentrációt	concentración	koncentráció	N;FEM;SG	N;ACC;SG
contar	számolom	contar	számol	V;NFIN	V;DEF;IND;SG;1;PRS;FIN;ACT
contar	számol	contar	számol	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
contar	számít	contar	számít	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
abrió	megnyitott	abrir	megnyitott	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
abrió	megnyílt	abrir	megnyílt	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
máquina	gépezet	máquina	gépezet	N;FEM;SG	N;NOM;SG
máquina	gép	máquina	gép	N;FEM;SG	N;NOM;SG
lagos	tavak	lago	tavak	N;MASC;PL	N;NOM;PL
montes	hegyek	monte	hegy	N;MASC;PL	N;NOM;PL
hot	dögös	hot	dögös	N	N;NOM;SG
fruto	gyümölcs	fruto	gyümölcs	N;MASC;SG	N;NOM;SG
fruto	gyümölcsöt	fruto	gyümölcsöt	N;MASC;SG	N;ACC;SG
coche	autóval	coche	autó	N;MASC;SG	N;INS;SG
coche	kocsi	coche	kocsi	N;MASC;SG	N;NOM;SG
coche	autó	coche	autó	N;MASC;SG	N;NOM;SG
terrenos	telkek	terreno	tel	N;MASC;PL	N;NOM;PL
terrenos	földterületek	terreno	földterület	N;MASC;PL	N;NOM;PL
ceremonia	szertartás	ceremonia	szertartás	N;FEM;SG	N;NOM;SG
ceremonia	ceremónia	ceremonia	ceremónia	N;FEM;SG	N;NOM;SG
ceremonia	ünnepség	ceremonia	ünnepség	N;FEM;SG	N;NOM;SG
conflictos	konfliktusok	conflicto	konfliktus	N;MASC;PL	N;NOM;PL
conflictos	konfliktusok	conflicto	konfliktus	N;MASC;PL	N;NOM;PL
pregunta	kérdés	pregunta	kérdés	N;FEM;SG	N;NOM;SG
drama	dráma	drama	dráma	N;MASC;SG	N;NOM;SG
familiares	hozzátartozók	familiar	hozzátartozó	N;MASC;PL	N;NOM;PL
familiares	rokonok	familiar	rokon	N;MASC;PL	N;NOM;PL
patrón	minta	patrón	minta	N;MASC;SG	N;NOM;SG
patrón	kapitány	patrón	kapitány	N;MASC;SG	N;NOM;SG
patrón	patron	patrón	patron	N;MASC;SG	N;NOM;SG
requiere	igényli	requerir	igényli	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
requiere	megköveteli	requerir	megköveteli	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
ala	wing	ala	wing		
ala	ala	ala	ala		
sexo	nemi	sexo	nemi	N;MASC;SG	N;NOM;SG
sexo	neme	sexo	ne	N;MASC;SG	N;NOM;SG
sexo	szex	sexo	szex	N;MASC;SG	N;NOM;SG
sexo	sex	sexo	sex	N;MASC;SG	N;NOM;SG
celebración	ünnep	celebración	ünnep	N;FEM;SG	N;NOM;SG
celebración	ünneplés	celebración	ünneplés	N;FEM;SG	N;NOM;SG
celebración	ünnepség	celebración	ünnepség	N;FEM;SG	N;NOM;SG
previamente	korábban	previamente	korán	ADV	ADV
mínimo	legkisebb	mínimo	kevés	ADJ;MASC;SG	ADJ;NOM;RL;SG
milán	milánó	milán	milánó	N;MASC;SG	N;NOM;SG
descenso	csökkenés	descenso	csökkenés	N;MASC;SG	N;NOM;SG
descenso	visszaesés	descenso	visszaesés	N;MASC;SG	N;NOM;SG
descenso	csökkenés	descenso	csökkenés	N;MASC;SG	N;NOM;SG
viajes	utazások	viaje	utazás	N;MASC;PL	N;NOM;PL
viajes	utazások	viaje	utazás	N;MASC;PL	N;NOM;PL
viajes	utak	viaje	út	N;MASC;PL	N;NOM;PL
bloqueo	zárat	bloqueo	zárat	N;MASC;SG	N;ACC;SG
bloqueo	lakat	bloqueo	lakat	N;MASC;SG	N;NOM;SG
bloqueo	blokád	bloqueo	blokád	N;MASC;SG	N;NOM;SG
bloqueo	blokk	bloqueo	blokk	N;MASC;SG	N;NOM;SG
empleados	alkalmazottak	empleado	alkalmazott	N;MASC;PL	N;NOM;PL
empleados	alkalmazottak	empleado	alkalmazott	N;MASC;PL	N;NOM;PL
empleados	munkavállalók	empleado	munkavállaló	N;MASC;PL	N;NOM;PL
empleados	munkatársak	empleado	munkatárs	N;MASC;PL	N;NOM;PL
poblado	falusi	poblado	falusi	ADJ;MASC;SG;V.PTCP	ADJ;NOM;SG
batallas	csaták	batalla	csaták	N;FEM;PL	N;NOM;PL
demanda	kereslet	demanda	kereslet	N;FEM;SG	N;NOM;SG
demanda	követelés	demanda	követelés	N;FEM;SG	N;NOM;SG
agrupación	csoportosulás	agrupación	csoportosulás	N;FEM;SG	N;NOM;SG
fenómeno	nyomi	fenómeno	nyomi	N;MASC;SG	N;NOM;SG
fenómeno	jelenség	fenómeno	jelenség	N;MASC;SG	N;NOM;SG
fenómeno	jelenség	fenómeno	jelenség	N;MASC;SG	N;NOM;SG
continuar	folytasd	continuar	folytasd	V;NFIN	V;DEF;IMP;SG;1;PRS;FIN;ACT
paredes	falak	pared	fal	N;FEM;PL	N;NOM;PL
paredes	falakat	pared	fal	N;FEM;PL	N;ACC;PL
empleo	állás	empleo	állás	N;MASC;SG	N;NOM;SG
empleo	állás	empleo	állás	N;MASC;SG	N;NOM;SG
empleo	meló	empleo	meló	N;MASC;SG	N;NOM;SG
empleo	munka	empleo	munka	N;MASC;SG	N;NOM;SG
empleo	foglalkoztatottság	empleo	foglalkoztatottság	N;MASC;SG	N;NOM;SG
empleo	foglalkoztatás	empleo	foglalkoztatás	N;MASC;SG	N;NOM;SG
confederación	államszövetség	confederación	államszövetség	N;FEM;SG	N;NOM;SG
confederación	konföderáció	confederación	konföderáció	N;FEM;SG	N;NOM;SG
confederación	államszövetség	confederación	államszövetség	N;FEM;SG	N;NOM;SG
cabezas	fejek	cabeza	fej	N;FEM;PL	N;NOM;PL
cabezas	fejeket	cabeza	fejek	N;FEM;PL	N;ACC;PL
continúa	folytatódik	continuar	folytatódik	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
aniversario	évforduló	aniversario	évforduló	N;MASC;SG	N;NOM;SG
aniversario	évfordulója	aniversario	évforduló	N;MASC;SG	N;NOM;SG
aniversario	évfordulót	aniversario	évforduló	N;MASC;SG	N;ACC;SG
niña	kislány	niña	kislány	N;FEM;SG	N;NOM;SG
niña	csaj	niña	csaj	N;FEM;SG	N;NOM;SG
niña	lány	niña	lány	N;FEM;SG	N;NOM;SG
niña	gyermek	niña	gyermek	N;FEM;SG	N;NOM;SG
niña	gyermeke	niña	gyermeke	N;FEM;SG	N;NOM;SG
niña	gyermekem	niña	gyermekem	N;FEM;SG	N;NOM;SG
niña	gyerek	niña	gyerek	N;FEM;SG	N;NOM;SG
terremoto	földrengés	terremoto	földrengés	N;MASC;SG	N;NOM;SG
casco	sisakot	casco	sisak	N;MASC;SG	N;ACC;SG
casco	sisak	casco	sisak	N;MASC;SG	N;NOM;SG
casco	burkolat	casco	burkolat	N;MASC;SG	N;NOM;SG
casco	hajótest	casco	hajótes	N;MASC;SG	N;NOM;SG
factor	faktor	factor	faktor	N;MASC;SG	N;NOM;SG
factor	tényező	factor	tényező	N;MASC;SG	N;NOM;SG
hollywood	hollywoodban	hollywood	holly-ood	N;MASC;SG	N;IN+ESS;SG
suma	összeg	suma	összeg	N;FEM;SG	N;NOM;SG
deseo	kívánom	desear	kíván	V;IND;SG;1;PRS;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
ejemplares	egyedek	ejemplar	egyed	N;MASC;PL	N;NOM;PL
ejemplares	példányok	ejemplar	példány	N;MASC;PL	N;NOM;PL
ejemplares	másolatok	ejemplar	másolat	N;MASC;PL	N;NOM;PL
ejemplares	példányok	ejemplar	példány	N;MASC;PL	N;NOM;PL
buque	hajó	buque	hajó	N;MASC;SG	N;NOM;SG
buque	edény	buque	edény	N;MASC;SG	N;NOM;SG
buque	hajóval	buque	hajó	N;MASC;SG	N;INS;SG
buque	hajó	buque	hajó	N;MASC;SG	N;NOM;SG
ausencia	hiányában	ausencia	hiány	N;FEM;SG	N;IN+ESS;SG
ausencia	távollét	ausencia	távollét	N;FEM;SG	N;NOM;SG
lanza	lándzsa	lanza	lándzs	N;FEM;SG	N;NOM;SG
lanza	lándzsa	lanza	lándzs	N;FEM;SG	N;NOM;SG
coalición	koalíció	coalición	koalíció	N;FEM;SG	N;NOM;SG
naves	hajók	nave	hajó	N;FEM;PL	N;NOM;PL
naves	hajók	nave	hajó	N;FEM;PL	N;NOM;PL
realización	megvalósításához	realización	megvalósítás	N;FEM;SG	N;AT+ALL;SG
realización	megvalósítás	realización	megvalósítás	N;FEM;SG	N;NOM;SG
realización	felismerés	realización	felismerés	N;FEM;SG	N;NOM;SG
realización	megvalósítás	realización	megvalósítás	N;FEM;SG	N;NOM;SG
personalidad	személyiség	personalidad	személyiség	N;FEM;SG	N;NOM;SG
personalidad	személyisége	personalidad	személyiség	N;FEM;SG	N;NOM;SG
personalidad	egyéniség	personalidad	egyéniség	N;FEM;SG	N;NOM;SG
flor	virág	flor	virág	N;FEM;SG	N;NOM;SG
jugando	játszik	jugar	játszik	V;V.MSDR	V;INDF;IND;SG;3;PRS;FIN;ACT
jugando	játszom	jugar	játszik	V;V.MSDR	V;INDF;IND;SG;1;PRS;FIN;ACT
celebró	ünnepelt	celebrar	ünnepel	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
alas	szárnyai	ala	szárnyai	N;FEM;PL	N;NOM;PL
alas	szárnyakat	ala	szárny	N;FEM;PL	N;ACC;PL
alas	szárnyak	ala	szárny	N;FEM;PL	N;NOM;PL
jardines	kertek	jardín	ker	N;MASC;PL	N;NOM;PL
muro	fali	muro	fali	N;MASC;SG	N;NOM;SG
muro	fal	muro	fal	N;MASC;SG	N;NOM;SG
santuario	szentély	santuario	szentély	N;MASC;SG	N;NOM;SG
santuario	szentély	santuario	szentély	N;MASC;SG	N;NOM;SG
destrucción	pusztulás	destrucción	pusztulás	N;FEM;SG	N;NOM;SG
destrucción	pusztítás	destrucción	pusztítás	N;FEM;SG	N;NOM;SG
destrucción	megsemmisítés	destrucción	megsemmisítés	N;FEM;SG	N;NOM;SG
empresario	vállalkozó	empresario	vállalkozó	N;MASC;SG	N;NOM;SG
empresario	munkaadó	empresario	munkaadó	N;MASC;SG	N;NOM;SG
regresar	visszatér	regresar	visszatér	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
entrenamiento	tréning	entrenamiento	tréning	N;MASC;SG	N;NOM;SG
entrenamiento	kiképzés	entrenamiento	kiképzés	N;MASC;SG	N;NOM;SG
entrenamiento	képzés	entrenamiento	képzés	N;MASC;SG	N;NOM;SG
entrenamiento	edzés	entrenamiento	edzés	N;MASC;SG	N;NOM;SG
entrenamiento	edzés	entrenamiento	edzés	N;MASC;SG	N;NOM;SG
propietario	tulaj	propietario	tulaj	N;MASC;SG	N;NOM;SG
propietario	tulajdonos	propietario	tulajdonos	N;MASC;SG	N;NOM;SG
propietario	tulajdonosa	propietario	tulajdonos	N;MASC;SG	N;NOM;SG
cañones	kanyonok	cañón	kanyon	N;MASC;PL	N;NOM;PL
cañones	ágyúk	cañón	ágyúk	N;MASC;PL	N;NOM;PL
cañones	fegyvereket	cañón	fegyver	N;MASC;PL	N;ACC;PL
cañones	ágyúk	cañón	ágyúk	N;MASC;PL	N;NOM;PL
cañones	fegyverek	cañón	fegyver	N;MASC;PL	N;NOM;PL
pasos	lépcsők	paso	lépcső	N;MASC;PL	N;NOM;PL
pasos	lépések	paso	lépés	N;MASC;PL	N;NOM;PL
pasos	lépéseket	paso	lépés	N;MASC;PL	N;ACC;PL
pasos	lépéseket	paso	lépés	N;MASC;PL	N;ACC;PL
pasos	lépések	paso	lépés	N;MASC;PL	N;NOM;PL
descubrimiento	felfedezés	descubrimiento	felfedezés	N;MASC;SG	N;NOM;SG
descubrimiento	discovery	descubrimiento	discovery	N;MASC;SG	N;NOM;SG
retirada	visszavonulás	retirada	visszavonulás	N;FEM;SG	N;NOM;SG
retirada	visszavonásáról	retirada	visszavonás	N;FEM;SG	N;SG
retirada	visszavonás	retirada	visszavonás	N;FEM;SG	N;NOM;SG
retirada	visszavonása	retirada	visszavonás	N;FEM;SG	N;NOM;SG
catálogo	katalógus	catálogo	katalógus	N;MASC;SG	N;NOM;SG
catálogo	katalógus	catálogo	katalógus	N;MASC;SG	N;NOM;SG
revisión	felülvizsgálat	revisión	felülvizsgálat	N;FEM;SG	N;NOM;SG
revisión	kritika	revisión	kritika	N;FEM;SG	N;NOM;SG
revisión	felülvizsgálat	revisión	felülvizsgálat	N;FEM;SG	N;NOM;SG
tarea	feladat	tarea	feladat	N;FEM;SG	N;NOM;SG
extranjero	külföldre	extranjero	külföld	N;MASC;SG	N;ON+ALL;SG
divisiones	körzetek	división	körzet	N;FEM;PL	N;NOM;PL
divisiones	osztályok	división	osztály	N;FEM;PL	N;NOM;PL
abandonar	elhagyni	abandonar	elhagyni	V;NFIN	V;NFIN;ACT
espectáculo	látványosság	espectáculo	látványosság	N;MASC;SG	N;NOM;SG
organismos	hivatalok	organismo	hivatal	N;MASC;PL	N;NOM;PL
organismos	ügynökségek	organismo	ügynökség	N;MASC;PL	N;NOM;PL
organismos	szervezetek	organismo	szervezet	N;MASC;PL	N;NOM;PL
organismos	élőlények	organismo	élőlény	N;MASC;PL	N;NOM;PL
indios	indiánok	indio	indián	N;MASC;PL	N;NOM;PL
indios	indiaiak	indio	indiai	N;MASC;PL	N;NOM;PL
journal	journal	journal	journal	N;SG	N;NOM;SG
journal	napló	journal	napló	N;SG	N;NOM;SG
journal	lap	journal	lap	N;SG	N;NOM;SG
journal	lapjában	journal	lap	N;SG	N;IN+ESS;SG
organismo	élőlény	organismo	élőlény	N;MASC;SG	N;NOM;SG
organismo	organizmus	organismo	organizmus	N;MASC;SG	N;NOM;SG
seres	lények	ser	lény	N;MASC;PL	N;NOM;PL
encuentros	találkozók	encuentro	találkozó	N;MASC;PL	N;NOM;PL
encuentros	ülésein	encuentro	ülés	N;MASC;PL	N;ON+ESS;PL
encuentros	ülései	encuentro	ülés	N;MASC;PL	N;NOM;PL
encuentros	ülések	encuentro	ülés	N;MASC;PL	N;NOM;PL
encuentros	megbeszélések	encuentro	megbeszélés	N;MASC;PL	N;NOM;PL
encuentros	találkozások	encuentro	találkozás	N;MASC;PL	N;NOM;PL
