con	med	con	med	ADP	ADP
religiosas	religiösa	religioso	religiös	ADJ;FEM;PL	ADJ;NOM;PL
definitivamente	definitivt	definitivamente	definitiv	ADV	ADV
asistente	biträdande	asistente	biträdande	N;SG	N;NOM;INDF;NEUT;SG
asistente	assistent	asistente	assistent	N;SG	N;NOM;INDF;MASC+FEM;SG
fallecido	avliden	fallecido	avlid	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
canadiense	kanadensisk	canadiense	kanadensisk	N;SG	N;NOM;INDF;MASC+FEM;SG
canadiense	kanadensiska	canadiense	kanadensisk	N;SG	N;NOM;INDF;MASC+FEM;SG
ritmo	pace	ritmo	pace	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ritmo	takt	ritmo	takt	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ritmo	rytm	ritmo	rytm	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
andes	anderna	ande	annan	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
guionista	manusförfattare	guionista	manusförfattare	N;SG	N;NOM;INDF;MASC+FEM;SG
mallorca	mallorca	mallorco	malla_ca	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
mallorca	mallorca	mallorco	malla_ca	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vocal	högljudd	vocal	högljudd	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
tío	onkel	tío	onkel	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
tío	morbror	tío	morbro	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
tío	uncle	tío	uncle	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
tío	farbror	tío	farbro	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
senador	senator	senador	senator	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
senador	senatorn	senador	senator	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
costas	kusterna	costa	kust	N;FEM;PL	N;NOM;DEF;MASC+FEM;PL
costas	kuster	costa	kust	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
organizado	organiserat	organizado	organiserad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
organizado	organiserad	organizado	organiserad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
organizado	anordnat	organizado	anordna	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
organizado	organiserat	organizado	organiserad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
organizado	organiserad	organizado	organiserad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
piso	platta	piso	platta	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
piso	lägenhet	piso	lägenhet	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
piso	flat	piso	flat	N;MASC;SG	N;NOM;INDF;NEUT;SG
piso	lägenhet	piso	lägenhet	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
piso	våningen	piso	våning	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
piso	våning	piso	våning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
piso	golv	piso	golv	N;MASC;SG	N;NOM;INDF;NEUT;SG
piso	golvet	piso	golv	N;MASC;SG	N;NOM;DEF;NEUT;SG
partida	avgång	partida	avgång	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
partida	avfärd	partida	avfärd	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
partida	rubrik	partida	rubrik	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
carreteras	vägar	carretera	väg	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
carreteras	motorvägar	carretera	motorväg	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
declarado	deklarerat	declarado	deklarerad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
gobiernos	regeringarna	gobierno	regering	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
gobiernos	regeringar	gobierno	regering	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
cardenal	kardinal	cardenal	kardinal	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cardenal	kardinalen	cardenal	kardinal	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
hermandad	kvinnoförening	hermandad	kvinnoförening	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
hermandad	broderskap	hermandad	broderskap	N;FEM;SG	N;NOM;INDF;NEUT;SG
hermandad	brödraskap	hermandad	brödraskap	N;FEM;SG	N;NOM;INDF;NEUT;SG
hermandad	brödraskapet	hermandad	brödraskap	N;FEM;SG	N;NOM;DEF;NEUT;SG
perro	hund	perro	hund	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
establecimiento	inrättning	establecimiento	inrättning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
establecimiento	anläggning	establecimiento	anläggning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
establecimiento	etablering	establecimiento	etablering	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
establecimiento	inrättandet	establecimiento	inrättande	N;MASC;SG	N;NOM;DEF;NEUT;SG
rápida	snabb	rápido	snabb	ADJ;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
dura	jobbigt	duro	jobbig	ADJ;FEM;SG	ADJ;NOM;INDF;NEUT;SG
dura	hård	duro	hård	ADJ;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
dura	svårt	duro	svår	ADJ;FEM;SG	ADJ;NOM;INDF;NEUT;SG
dura	tufft	duro	tufft	ADJ;FEM;SG	ADJ;NOM;INDF;NEUT;SG
dura	tuff	duro	tuff	ADJ;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
capítulos	kapitlen	capítulo	kapitel	N;MASC;PL	N;NOM;DEF;NEUT;PL
precisamente	exakt	precisamente	exakt	ADV	ADV
precisamente	just	precisamente	just	ADV	ADV
archipiélago	skärgården	archipiélago	skärgård	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
archipiélago	skärgård	archipiélago	skärgård	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
tocar	vidröra	tocar	vidröra	V;NFIN	V;IMP;FIN;ACT
negros	negrer	negro	negrer	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
asunto	föremål	asunto	föremål	N;MASC;SG	N;NOM;INDF;NEUT;SG
asunto	ämne	asunto	ämne	N;MASC;SG	N;NOM;INDF;NEUT;SG
ramas	kvistar	rama	kvista	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ramas	branscher	rama	bransch	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ramas	filialer	rama	filial	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ramas	grenar	rama	gren	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
publica	publicerar	publicar	publicera	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
morir	dö	morir	dö	V;NFIN	V;IMP;FIN;ACT
morir	dör	morir	dör	V;NFIN	V;IMP;FIN;ACT
morir	dör	morir	dör	V;NFIN	V;IMP;FIN;ACT
insecto	insekt	insecto	insekt	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
insecto	bugg	insecto	bugg	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
insecto	bug	insecto	bug	N;MASC;SG	N;NOM;INDF;NEUT;SG
ganando	tjäna	ganar	tjäna	V;V.MSDR	V;IMP;FIN;ACT
ganando	tjänar	ganar	tjäna	V;V.MSDR	V;IND;PRS;FIN;ACT
ganando	vinna	ganar	vinna	V;V.MSDR	V;IMP;FIN;ACT
autonomía	självständighet	autonomía	självständighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
autonomía	självbestämmande	autonomía	självbestämmande	N;FEM;SG	N;NOM;INDF;NEUT;SG
autonomía	autonomi	autonomía	autonomi	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
autonomía	självstyre	autonomía	självstyre	N;FEM;SG	N;NOM;INDF;NEUT;SG
autonomía	självständighet	autonomía	självständighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
autonomía	oavhängighet	autonomía	oavhängighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
cocina	kock	cocina	kock	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
cocina	köket	cocina	kök	N;FEM;SG	N;NOM;DEF;NEUT;SG
cocina	kokning	cocina	kokning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
cocina	matlagning	cocina	matlagning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
cocina	köket	cocina	kök	N;FEM;SG	N;NOM;DEF;NEUT;SG
cocina	kök	cocina	kök	N;FEM;SG	N;NOM;INDF;NEUT;SG
asociado	associerat	asociado	associerad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
asociado	associerad	asociado	associerad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
asociado	associerad	asociado	associerad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
cualquiera	någon	cualquiera	någon	PRO;SG	PRO;INDF;MASC+FEM;SG
cualquiera	någon	cualquiera	någon	PRO;SG	PRO;INDF;MASC+FEM;SG
concejo	rådets	concejo	råd	N;MASC;SG	N;GEN;DEF;NEUT;SG
concejo	council	concejo	council	N;MASC;SG	N
concejo	rådet	concejo	råd	N;MASC;SG	N;NOM;DEF;NEUT;SG
pesca	fiskeri	pesca	fiskeri	N;FEM;SG	N;NOM;INDF;NEUT;SG
pesca	fisket	pesca	fiske	N;FEM;SG	N;NOM;DEF;NEUT;SG
pesca	fiske	pesca	fiske	N;FEM;SG	N;NOM;INDF;NEUT;SG
pesca	fisk	pesca	fisk	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pesca	fisket	pesca	fiske	N;FEM;SG	N;NOM;DEF;NEUT;SG
pesca	fiske	pesca	fiske	N;FEM;SG	N;NOM;INDF;NEUT;SG
sucesión	ordningsföljd	sucesión	ordningsföljd	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sucesión	sekvens	sucesión	sekvens	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sucesión	sekvensen	sucesión	sekvens	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
sucesión	arv	sucesión	arv	N;FEM;SG	N;NOM;INDF;NEUT;SG
sucesión	följd	sucesión	följd	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
primo	kusinen	primo	kusin	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
primo	kusin	primo	kusin	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
avance	förväg	avance	förväg	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
avance	förskott	avance	förskott	N;MASC;SG	N;NOM;INDF;NEUT;SG
avance	befordran	avance	befordran	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
avance	genombrottet	avance	genombrott	N;MASC;SG	N;NOM;DEF;NEUT;SG
avance	genombrott	avance	genombrott	N;MASC;SG	N;NOM;INDF;NEUT;SG
proteger	skyddar	proteger	skydda	V;NFIN	V;IND;PRS;FIN;ACT
proteger	skydda	proteger	skydda	V;NFIN	V;IMP;FIN;ACT
proteger	skydda	proteger	skydda	V;NFIN	V;IMP;FIN;ACT
proteger	beskydda	proteger	beskydd	V;NFIN	V;IMP;NFIN;ACT
pacientes	patienterna	paciente	patient	N;PL	N;NOM;DEF;MASC+FEM;PL
pacientes	patienter	paciente	patient	N;PL	N;NOM;INDF;MASC+FEM;PL
finlandia	finska	finlandia	finsk	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
estrecho	sund	estrecho	sund	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
estrecho	smalt	estrecho	smal	ADJ;MASC;SG	ADJ;NOM;INDF;NEUT;SG
estrecho	smal	estrecho	smal	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
papeles	rollerna	papel	roll	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
papeles	roller	papel	roll	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
papeles	tidningar	papel	tidning	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
determinar	avgör	determinar	avgöra	V;NFIN	V;IMP;PRS;FIN;ACT
fabricación	tillverkning	fabricación	tillverkning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fabricación	tillverkning	fabricación	tillverkning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fabricación	tillverkningsindustrin	fabricación	tillverkningsindustri	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
fabricación	tillverkningsindustri	fabricación	tillverkningsindustri	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
poema	dikt	poema	dikt	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
saludo	hälsning	saludo	hälsning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
saludo	salut	saludo	salut	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
saludo	honnör	saludo	honnör	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
recuerda	minns	recordar	minnas	V;IND;SG;3;PRS;FIN	V;NFIN
indonesia	indonesiska	indonesio	indonesisk	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
marino	sjöman	marino	sjöma	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
marino	marin	marino	marin	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
marino	marinsoldat	marino	marinsoldat	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
batallón	bataljonen	batallón	bataljon	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
batallón	bataljon	batallón	bataljon	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pelea	kamp	pelea	kamp	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
gastronomía	köket	gastronomía	kök	N;FEM;SG	N;NOM;DEF;NEUT;SG
gastronomía	gastronomi	gastronomía	gastronomi	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
académico	akademisk	académico	akademisk	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
académico	akademiskt	académico	akademisk	ADJ;MASC;SG	ADJ;NOM;INDF;NEUT;SG
virus	virus	virus	virus	N;MASC	N;NOM;INDF;NEUT;SG
virus	viruset	virus	virus	N;MASC	N;NOM;DEF;NEUT;SG
virus	virus	virus	virus	N;MASC	N;NOM;INDF;NEUT;SG
umbral	tröskeln	umbral	tröskeln	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
umbral	tröskel	umbral	tröskel	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
potencial	potential	potencial	potential	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pilar	pelaren	pilar	pelare	N;SG	N;NOM;DEF;MASC+FEM;SG
utilizados	begagnade	utilizado	begagnad	ADJ;MASC;PL;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
moral	moralen	moral	moral	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
moral	moral	moral	moral	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
moral	moral	moral	moral	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
moral	moral	moral	moral	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
moral	moral	moral	moral	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
cierre	stängning	cierre	stängning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cierre	nedläggning	cierre	nedläggning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cierre	avslut	cierre	avslut	N;MASC;SG	N;NOM;INDF;NEUT;SG
cierre	stängning	cierre	stängning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
paisaje	landskap	paisaje	landskap	N;MASC;SG	N;NOM;INDF;NEUT;SG
paisaje	landskap	paisaje	landskap	N;MASC;SG	N;NOM;INDF;NEUT;SG
noble	ädel	noble	ädel	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
noble	ståtlig	noble	ståtlig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
aviación	luftfart	aviación	luftfart	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rendimiento	föreställning	rendimiento	föreställning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rendimiento	performance	rendimiento	performance	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rendimiento	resultat	rendimiento	resultat	N;MASC;SG	N;NOM;INDF;NEUT;SG
rendimiento	prestanda	rendimiento	prestanda	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rendimiento	avkastning	rendimiento	avkastning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
acontecimientos	händelser	acontecimiento	händelse	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
actuó	handlat	actuar	handla	V;IND;SG;3;PST;FIN	V;V.CVB;ACT
escultor	skulptör	escultor	skulptör	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
supuesto	förmodad	supuesto	förmodad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
usada	begagnad	usado	begagnad	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
antigüedad	antikt	antigüedad	antikt	N;FEM;SG	N;NOM;INDF;NEUT;SG
antigüedad	antik	antigüedad	antik	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
antigüedad	antiken	antigüedad	antiken	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
antigüedad	tjänstgöringstid	antigüedad	tjänstgöringstid	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
penal	kriminell	penal	kriminell	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
penal	brottslig	penal	brottslig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
recuperar	återställ	recuperar	återställ	V;NFIN	V;IMP;FIN;ACT
recuperar	återfå	recuperar	återfå	V;NFIN	V;IMP;FIN;ACT
recuperar	återhämta	recuperar	återhämta	V;NFIN	V;IMP;NFIN;ACT
resumen	sammanfattning	resumen	sammanfattning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
resumen	sammanfattning	resumen	sammanfattning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
resumen	summering	resumen	summering	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
resumen	sammandrag	resumen	sammandrag	N;MASC;SG	N;NOM;INDF;NEUT;SG
arcos	bågar	arco	båga	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
integrado	integrerad	integrado	integrerad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
integrado	integrerat	integrado	integrerad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
existentes	befintliga	existente	befintlig	ADJ;PL	ADJ;NOM;PL
existentes	existerande	existente	existerande	ADJ;PL	ADJ;NOM;PRS;V.PTCP
errores	misstagen	error	misstag	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
errores	felaktigheter	error	felaktighet	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
errores	insekter	error	insekt	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
errores	buggar	error	bugga	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
raíces	rötterna	raíz	rot	N;FEM;PL	N;NOM;DEF;MASC+FEM;PL
raíces	rötter	raíz	rött	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
responsabilidad	ansvar	responsabilidad	ansvar	N;FEM;SG	N;NOM;INDF;NEUT;SG
responsabilidad	ansvarighet	responsabilidad	ansvarighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
responsabilidad	ansvarstagande	responsabilidad	ansvarstagande	N;FEM;SG	N;NOM;INDF;NEUT;SG
responsabilidad	ansvar	responsabilidad	ansvar	N;FEM;SG	N;NOM;INDF;NEUT;SG
responsabilidad	ansvarighet	responsabilidad	ansvarighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
amenaza	hot	amenaza	hot	N;FEM;SG	N;NOM;INDF;NEUT;SG
amenaza	hot	amenaza	hot	N;FEM;SG	N;NOM;INDF;NEUT;SG
ojo	eye	ojo	eye	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ojo	ögat	ojo	öga	N;MASC;SG	N;NOM;DEF;NEUT;SG
ojo	öga	ojo	öga	N;MASC;SG	N;NOM;INDF;NEUT;SG
cero	noll	cero	noll	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cero	zero	cero	zero	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cero	nolla	cero	nolla	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
separación	separering	separación	separering	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
separación	separation	separación	separation	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
convención	konventet	convención	konvente	N;FEM;SG	N;NOM;DEF;NEUT;SG
convención	konventionen	convención	konvention	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
convención	konvent	convención	konvent	N;FEM;SG	N;NOM;INDF;NEUT;SG
convención	konvention	convención	konvention	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
teatral	teatralisk	teatral	teatralisk	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
habilidades	kompetenser	habilidad	kompetens	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
habilidades	färdigheter	habilidad	färdighet	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
habilidades	förmågor	habilidad	förmåga	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
pago	avbetalning	pago	avbetalning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pago	betalning	pago	betalning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pago	utbetalning	pago	utbetalning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
tendencia	trend	tendencia	trend	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tendencia	tendens	tendencia	tendens	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tendencia	trenden	tendencia	trende	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
tendencia	tendens	tendencia	tendens	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tendencia	benägenhet	tendencia	benägenhet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
animación	animering	animación	animering	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
instalación	montering	instalación	montering	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
instalación	installation	instalación	installation	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
instalación	anläggning	instalación	anläggning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
instalación	installation	instalación	installation	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
marcas	varumärken	marca	varumärke	N;FEM;PL	N;NOM;INDF;NEUT;PL
marcas	märken	marca	märke	N;FEM;PL	N;NOM;INDF;NEUT;PL
marcas	varumärken	marca	varumärke	N;FEM;PL	N;NOM;INDF;NEUT;PL
marcas	märken	marca	märke	N;FEM;PL	N;NOM;INDF;NEUT;PL
vietnam	vietnam	vietnam	vietnam	N;FEM;SG	N;NOM;INDF;NEUT;SG
índice	förteckning	índice	förteckning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
índice	index	índice	index	N;MASC;SG	N;NOM;INDF;NEUT;SG
gana	vinner	ganar	vinna	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
cambia	byta	cambiar	byta	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
terror	terror	terror	terrora	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
terror	skräck	terror	skräck	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
próximo	förestående	próximo	förestående	ADJ;MASC;SG	ADJ;NOM;PRS;V.PTCP
próximo	kommande	próximo	kommande	ADJ;MASC;SG	ADJ;NOM;PRS;V.PTCP
próximo	nästa	próximo	nästa	ADJ;MASC;SG	ADJ;NOM
explotación	exploatering	explotación	exploatering	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pena	påföljd	pena	påföljd	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pena	straff	pena	straff	N;FEM;SG	N;NOM;INDF;NEUT;SG
pena	synd	pena	synd	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pena	sorg	pena	sorg	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pena	sorgen	pena	sorgen	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
pena	sorg	pena	sorg	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
quizás	kanske	quizás	kanske	ADV	ADV
quizás	kanske	quizás	kanske	ADV	ADV
comparación	jämförelsen	comparación	jämförelse	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
comparación	jämförelse	comparación	jämförelse	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
producen	producerar	producir	producera	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
habilidad	färdighet	habilidad	färdighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
habilidad	skicklighet	habilidad	skicklighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
habilidad	förmågan	habilidad	förmåga	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
habilidad	förmåga	habilidad	förmåga	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
define	definierar	definir	definiera	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
define	definiera	definir	definiera	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
tiro	skytte	tiro	skytte	N;MASC;SG	N;NOM;INDF;NEUT;SG
tiro	shot	tiro	shot	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
tiro	skott	tiro	skott	N;MASC;SG	N;NOM;INDF;NEUT;SG
solitario	ensamt	solitario	ensam	ADJ;MASC;SG	ADJ;NOM;INDF;NEUT;SG
solitario	ensam	solitario	ensam	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
solitario	enstöring	solitario	enstöring	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
solitario	ensamt	solitario	ensam	ADJ;MASC;SG	ADJ;NOM;INDF;NEUT;SG
cursos	banor	curso	bana	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
cursos	kurser	curso	kurs	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
dioses	gudar	dios	gud	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
dioses	gudarna	dios	gud	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
disposición	villighet	disposición	villighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
disposición	beredskap	disposición	beredskap	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
disposición	layout	disposición	layout	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
disposición	villighet	disposición	villighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
disposición	disposition	disposición	disposition	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
dolor	smärta	dolor	smärta	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
dolor	pain	dolor	pain	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
dolor	värk	dolor	värk	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
