laras	hordó	laras	hordó	N	N;NOM;SG
simple	egyszerű	simple	egyszerű	ADJ	ADJ;NOM;SG
bibit	vetőmag	bibit	vetőmag	N;SG	N;NOM;SG
bibit	vetőmag	bibit	vetőmag	N;SG	N;NOM;SG
mencalonkan	jelölni	mencalonkan	jelöl	V;SG;ACT	V;NFIN;ACT
rentan	sebezhető	rentan	sebezhető	ADJ;SG	ADJ;NOM;SG
pemandu	kalauz	penpandu	kalauz	N;SG	N;NOM;SG
pemandu	útmutató	penpandu	útmutató	N;SG	N;NOM;SG
upah	bér	upah	bér	N;SG	N;NOM;SG
upah	bér	upah	bér	N;SG	N;NOM;SG
konsensus	konszenzus	konsensus	konszenzus	N;SG	N;NOM;SG
taufan	tájfun	taufan	tájfun	N;SG	N;NOM;SG
merugikan	bántani	menrugikan	bánt	V;SG;ACT	V;NFIN;ACT
avatar	avatár	avatar	avatár	N;SG	N;NOM;SG
memperingatkan	figyelmeztetett	menperingatkan	figyelmeztet	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
memperingatkan	figyelmeztet	menperingatkan	figyelmez	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
spiral	spirál	spiral	spirál	N	N;NOM;SG
spiral	spirálok	spiral	spirál	N	N;NOM;PL
potong	vágás	potong	vágás	N;SG;ACT	N;NOM;SG
potong	termés	potong	termés	N;SG;ACT	N;NOM;SG
potong	növény	potong	növény	N;SG;ACT	N;NOM;SG
memikirkan	gondolkodik	menpikirkan	gondolkodik	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
memikirkan	gondolkodom	menpikirkan	gondolkodik	V;SG;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
regulasi	szabályozás	regulasi	szabályozás	N;SG	N;NOM;SG
menyewa	bérli	mensewa	bérli	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
habsburg	habsburg	habsburg	habsburg	N	N;NOM;SG
pengumpulan	gyülekező	penkumpulan	gyülekező	N;SG	N;NOM;SG
pengumpulan	összejövetel	penkumpulan	összejövetel	N;SG	N;NOM;SG
pengumpulan	összesítés	penkumpulan	összesítés	N;SG	N;NOM;SG
menyumbang	adományozott	mensumbang	adományozott	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
menyumbang	adományozni	mensumbang	adományoz	V;SG;ACT	V;NFIN;ACT
membandingkan	összehasonlítani	menbandingkan	összehasonlít	V;SG;ACT	V;NFIN;ACT
membandingkan	összehasonlítja	menbandingkan	összehasonlít	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
perumpamaan	példabeszéd	perumpamaan	példabeszéd	N;SG	N;NOM;SG
sedimen	üledék	sedimen	üledék	N;SG	N;NOM;SG
penembakan	lövöldözés	pentembakan	lövöldözés	N;SG	N;NOM;SG
penembakan	lövés	pentembakan	lövés	N;SG	N;NOM;SG
penembakan	forgatás	pentembakan	forgatás	N;SG	N;NOM;SG
register	nyilvántartás	register	nyilvántartás	N	N;NOM;SG
register	nyilvántartások	register	nyilvántartás	N	N;NOM;PL
register	nyilvántartás	register	nyilvántartás	N	N;NOM;SG
register	regisztráció	register	regisztráció	N	N;NOM;SG
heran	megdöbbent	heran	megdöbbent	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
lift	emelés	lift	emelés	N	N;NOM;SG
lift	felvonók	lift	felvonó	N	N;NOM;PL
lift	felvonó	lift	felvonó	N	N;NOM;SG
lift	lift	lift	lift	N	N;NOM;SG
lift	felvonó	lift	felvonó	N	N;NOM;SG
mempercayai	hinni	menpercayai	hinni	V;SG;ACT	V;NFIN;ACT
mempercayai	bízni	menpercayai	bíz	V;SG;ACT	V;NFIN;ACT
monitor	monitoron	monitor	monitor	N;SG	N;ON+ESS;SG
monitor	monitor	monitor	monitor	N;SG	N;NOM;SG
monitor	monitor	monitor	monitor	N;SG	N;NOM;SG
pelestarian	megőrzése	pelestarian	megőrzés	N;SG	N;NOM;SG
oksidasi	oxidációs	oksidasi	oxidációs	N;SG	N;NOM;SG
zakat	alamizsnát	zakat	alamizsna	N;SG	N;ACC;SG
assembly	közgyűlés	assembly	közgyűlés	N	N;NOM;SG
assembly	gyűlés	assembly	gyűlés	N	N;NOM;SG
assembly	szerelvény	assembly	szerelvény	N	N;NOM;SG
pernapasan	légzés	pernapasan	légzés	N;SG	N;NOM;SG
pernapasan	légzőszervi	pernapasan	légzőszervi	N;SG	N;NOM;SG
pernapasan	légzési	pernapasan	légzési	N;SG	N;NOM;SG
pernapasan	légzés	pernapasan	légzés	N;SG	N;NOM;SG
bollywood	bollywood	bollywood	bollywood	N	N;NOM;SG
yudaisme	judaizmus	yudaisme	judaizmus	N;SG	N;NOM;SG
berlian	gyémánt	berlian	gyémánt	N;SG	N;NOM;SG
berlian	káró	berlian	káró	N;SG	N;NOM;SG
berlian	gyémánt	berlian	gyémánt	N;SG	N;NOM;SG
penyu	teknőc	penyu	teknőc	N	N;NOM;SG
penyu	teknős	penyu	teknős	N	N;NOM;SG
penyu	teknősök	penyu	teknős	N	N;NOM;PL
kemah	tábor	kemah	tábor	N;SG	N;NOM;SG
cluster	klaszterek	cluster	klaszter	N	N;NOM;PL
mekanis	mechanikai	mekanis	mechanikai	N;SG	N;NOM;SG
mekanis	mechanikus	mekanis	mechanikus	N;SG	N;NOM;SG
batubara	szén	batubara	szén	N;SG	N;NOM;SG
batubara	szenet	batubara	szenet	N;SG	N;ACC;SG
nuansa	napszemüveg	nuansa	napszemüveg	N;SG	N;NOM;SG
mouse	egér	mouse	egér	N	N;NOM;SG
melanda	lesújtott	menlanda	lesújt	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
melanda	lecsapott	menlanda	le+csap	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
mempekerjakan	alkalmazza	menpekerjakan	alkalmaz	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
mempekerjakan	alkalmaz	menpekerjakan	alkalmaz	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
mempekerjakan	foglalkoztat	menpekerjakan	foglalkozik	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
mempekerjakan	alkalmaz	menpekerjakan	alkalmaz	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
vihara	kolostorban	vihara	kolostor	N	N;IN+ESS;SG
vihara	kolostor	vihara	kolostor	N	N;NOM;SG
awalan	előtag	awalan	előtag	N;SG	N;NOM;SG
awalan	startup	awalan	startup	N;SG	N;NOM;SG
kera	majmok	kera	majm	N	N;NOM;PL
kera	majom	kera	majom	N	N;NOM;SG
kera	majmokat	kera	majm	N	N;ACC;PL
kera	majmok	kera	majm	N	N;NOM;PL
kera	majom	kera	majom	N	N;NOM;SG
pencernaan	emésztési	pencernaan	emésztési	N;SG	N;NOM;SG
pencernaan	emésztési	pencernaan	emésztési	N;SG	N;NOM;SG
pencernaan	emésztőrendszeri	pencernaan	emésztőrendszeri	N;SG	N;NOM;SG
permen	édesség	permen	édesség	N;SG	N;NOM;SG
permen	cukor	permen	cukor	N;SG	N;NOM;SG
permen	édesség	permen	édesség	N;SG	N;NOM;SG
pencerahan	megvilágosodás	pencerahan	megvilágosodás	N;SG	N;NOM;SG
mis	mis	mis	mis		
pluto	plútó	pluto	plútó	N	N;NOM;SG
kaidah	szabály	kaidah	szabály	N;SG	N;NOM;SG
moneter	monetáris	moneter	monetáris	N;SG	N;NOM;SG
sanksi	szankció	sanksi	szankció	N;SG	N;NOM;SG
sanksi	szankció	sanksi	szankció	N;SG	N;NOM;SG
diabetes	cukorbeteg	diabetes	cukorbeteg	N;SG	N;NOM;SG
diabetes	diabétesz	diabetes	diabétesz	N;SG	N;NOM;SG
diabetes	cukorbeteg	diabetes	cukorbeteg	N;SG	N;NOM;SG
diabetes	cukorbetegség	diabetes	cukorbetegség	N;SG	N;NOM;SG
diabetes	diabetes	diabetes	diabetes	N;SG	N;NOM;SG
klorida	klorid	klorida	klorid	N	N;NOM;SG
kacamata	szemüveg	kacamata	szemüveg	N	N;NOM;SG
kacamata	napszemüveget	kacamata	napszemüveg	N	N;ACC;SG
kacamata	napszemüveg	kacamata	napszemüveg	N	N;NOM;SG
kacamata	szemüvege	kacamata	szemüveg	N	N;NOM;SG
kacamata	szemüveget	kacamata	szemüveg	N	N;ACC;SG
kacamata	szemüveg	kacamata	szemüveg	N	N;NOM;SG
kacamata	szemüveges	kacamata	szemüveges	N	N;NOM;SG
kacamata	poharak	kacamata	pohar	N	N;NOM;PL
tukar	váltás	tukar	váltás	N;SG;ACT	N;NOM;SG
tukar	kapcsoló	tukar	kapcsoló	N;SG;ACT	N;NOM;SG
tukar	kapcsolót	tukar	kapcsoló	N;SG;ACT	N;ACC;SG
tukar	csere	tukar	csere	N;SG;ACT	N;NOM;SG
persaudaraan	testvériség	persaudaraan	testvériség	N;SG	N;NOM;SG
persaudaraan	testvériség	persaudaraan	testvériség	N;SG	N;NOM;SG
persaudaraan	testvériség	persaudaraan	testvériség	N;SG	N;NOM;SG
derek	vontató	derek	vontató	N	N;NOM;SG
derek	daru	derek	daru	N	N;NOM;SG
glukosa	glükóz	glukosa	glükóz	N	N;NOM;SG
eksekusi	kivégzés	eksekusi	kivégzés	N;SG	N;NOM;SG
eksekusi	végrehajtás	eksekusi	végrehajtás	N;SG	N;NOM;SG
eksekusi	kivitelezés	eksekusi	kivitelezés	N;SG	N;NOM;SG
iphone	iphone	iphone	iphone	N	N;NOM;SG
miliki	van	miliki	van	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
penafsiran	értelmezés	penafsiran	értelmezés	N;SG	N;NOM;SG
penafsiran	értelmezése	penafsiran	értelmezés	N;SG	N;NOM;SG
detasemen	különítmény	detasemen	különítmény	N	N;NOM;SG
matematikawan	matematikus	matematikawan	matematikus	N	N;NOM;SG
matematikawan	matematikusok	matematikawan	matematikus	N	N;NOM;PL
dangkal	sekélyes	dangkal	sekélyes	ADJ;SG	ADJ;NOM;SG
jaring	háló	jaring	háló	N;SG;ACT	N;NOM;SG
jaring	net	jaring	net	N;SG;ACT	N;NOM;SG
jaring	háló	jaring	háló	N;SG;ACT	N;NOM;SG
oranye	narancs	oranye	narancs	N	N;NOM;SG
penekanan	kompressziós	pentekanan	kompressziós	N;SG	N;NOM;SG
penekanan	hangsúly	pentekanan	hangsúly	N;SG	N;NOM;SG
penekanan	hangsúlyt	pentekanan	hangsúly	N;SG	N;ACC;SG
penekanan	elnyomás	pentekanan	elnyomás	N;SG	N;NOM;SG
tas	zsák	tas	zsák	N;SG	N;NOM;SG
tas	zacskó	tas	zacskó	N;SG	N;NOM;SG
tas	táska	tas	tás	N;SG	N;NOM;SG
tas	táskát	tas	táska	N;SG	N;ACC;SG
tas	táska	tas	tás	N;SG	N;NOM;SG
tas	táska	tas	tás	N;SG	N;NOM;SG
tas	zacskó	tas	zacskó	N;SG	N;NOM;SG
tas	táskát	tas	táska	N;SG	N;ACC;SG
tas	zsák	tas	zsák	N;SG	N;NOM;SG
sengit	ádáz	sengit	ádáz		
sengit	heves	sengit	heves		
kanselir	kancellár	kanselir	kancellár	N;SG	N;NOM;SG
bersumpah	megesküdött	bersumpah	meg+esküdik	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
bersumpah	esküszik	bersumpah	esküsz	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
melompat	ugorj	menlompat	ugorj	V;SG;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
melompat	ugrik	menlompat	ugrik	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
melompat	ugrál	menlompat	ugrál	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
plot	cselekmény	plot	cselekmény	N	N;NOM;SG
plot	telkek	plot	tel	N	N;NOM;PL
momen	pillanat	momen	pillan	N;SG	N;NOM;SG
supermarket	szupermarket	supermarket	szupermark	N	N;NOM;SG
kedelai	szójabab	kedelai	szó	N;SG	N;NOM;SG
kedelai	szójabab	kedelai	szó	N;SG	N;NOM;SG
kedelai	szója	kedelai	szó	N;SG	N;NOM;SG
kedelai	szója	kedelai	szó	N;SG	N;NOM;SG
kedelai	szója	kedelai	szó	N;SG	N;NOM;SG
tinjauan	áttekintése	tinjauan	áttekintés	N;SG	N;NOM;SG
tinjauan	felülvizsgálat	tinjauan	felülvizsgálat	N;SG	N;NOM;SG
tinjauan	kritika	tinjauan	kritika	N;SG	N;NOM;SG
mengharapkan	elvárja	menharapkan	elvár	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
kejatuhan	bukását	kejatuhan	bukás	N;SG	N;ACC;SG
kejatuhan	fallout	kejatuhan	fall	N;SG	N;NOM;SG
perawat	ápolónő	penrawat	ápolónő	N;SG	N;NOM;SG
perawat	nővér	penrawat	nővér	N;SG	N;NOM;SG
agensi	ügynökség	agensi	ügynökség	N;SG	N;NOM;SG
kemuliaan	dicsőség	kemuliaan	dicsőség	N;SG	N;NOM;SG
jubah	köpeny	jubah	köpeny	N;SG	N;NOM;SG
jubah	köntös	jubah	köntös	N;SG	N;NOM;SG
intensif	igényes	intensif	igényes	ADJ;SG	ADJ;NOM;SG
imperium	birodalom	imperium	birodalom	N	N;NOM;SG
kabut	köd	kabut	köd	N;SG	N;NOM;SG
kabut	pára	kabut	pára	N;SG	N;NOM;SG
kabut	haze	kabut	haze	N;SG	N;NOM;SG
kabut	köd	kabut	köd	N;SG	N;NOM;SG
tomat	paradicsom	tomat	paradicsom	N;SG	N;NOM;SG
tomat	paradicsom	tomat	paradicsom	N;SG	N;NOM;SG
tomat	paradicsomot	tomat	paradicsomom	N;SG	N;ACC;SG
atraksi	vonzalom	atraksi	vonzalom	N;SG	N;NOM;SG
theme	téma	theme	téma	N	N;NOM;SG
eksplorasi	felfedezés	eksplorasi	felfedezés	N;SG	N;NOM;SG
dermaga	wharf	dermaga	wharf	N;SG	N;NOM;SG
dermaga	móló	dermaga	móló	N;SG	N;NOM;SG
dermaga	kikötő	dermaga	kikötő	N;SG	N;NOM;SG
uranium	urán	uranium	ura	N;SG	N;NOM;SG
optimus	optimusz	optimus	optimusz	N;SG	N;NOM;SG
cendekiawan	tudós	cendekiawan	tudós	N;SG	N;NOM;SG
cendekiawan	intellektuális	cendekiawan	intellektuális	N;SG	N;NOM;SG
cakupan	hatálya	cakupan	hatály	N;SG	N;NOM;SG
cakupan	hatály	cakupan	hatály	N;SG	N;NOM;SG
cakupan	lefedettség	cakupan	lefedettség	N;SG	N;NOM;SG
nyeri	fájdalmat	nyeri	fájdalom	N;SG	N;ACC;SG
nyeri	fájdalom	nyeri	fájdalom	N;SG	N;NOM;SG
memperjuangkan	küzd	menperjuangkan	küzd	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
spesimen	példány	spesimen	példány	N;SG	N;NOM;SG
komedian	komikus	komedian	komikus	N;SG	N;NOM;SG
pewarna	festék	penwarna	festék	N;SG	N;NOM;SG
pewarna	színezés	penwarna	színezés	N;SG	N;NOM;SG
petinju	bokszoló	pentinju	bokszoló	N;SG	N;NOM;SG
petinju	boxer	pentinju	boxer	N;SG	N;NOM;SG
petinju	boxer	pentinju	boxer	N;SG	N;NOM;SG
vampir	vámpír	vampir	vámpír	N;SG	N;NOM;SG
estate	birtok	estate	birt	N	N;NOM;SG
komunisme	kommunizmus	komunisme	kommunizmus	N;SG	N;NOM;SG
ramalan	jóslat	ramalan	jóslat	N;SG	N;NOM;SG
ramalan	prófécia	ramalan	prófécia	N;SG	N;NOM;SG
ramalan	jövendölés	ramalan	jövendölés	N;SG	N;NOM;SG
fokker	fokker	fokker	fokker	N	N;NOM;SG
membahayakan	bántani	menbahayakan	bánt	V;SG;ACT	V;NFIN;ACT
gapura	boltív	gapura	boltív	N	N;NOM;SG
sensitif	kényes	sensitif	kényes	ADJ;SG	ADJ;NOM;SG
kepiting	rák	kepiting	rák	N;SG	N;NOM;SG
kepiting	rákot	kepiting	rák	N;SG	N;ACC;SG
sketsa	vázlat	sketsa	vázlat	N;SG	N;NOM;SG
menyatu	olvasztott	mensatu	olvasztott	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
dinosaurus	dinoszauruszok	dinosaurus	dinoszaurusz	N	N;NOM;PL
dinosaurus	dinoszaurusz	dinosaurus	dinoszaurusz	N	N;NOM;SG
dinosaurus	dinoszauruszok	dinosaurus	dinoszaurusz	N	N;NOM;PL
bawa	hozd	bawa	hozd	V;SG;ACT	V;DEF;IMP;SG;1;PRS;FIN;ACT
sambungan	kapcsolat	sambungan	kapcsolat	N;SG	N;NOM;SG
sambungan	kapcsolódás	sambungan	kapcsolódás	N;SG	N;NOM;SG
sambungan	csatlakozás	sambungan	csatlakozás	N;SG	N;NOM;SG
dortmund	dortmund	dortmund	dortmund	N	N;NOM;SG
artefak	lelet	artefak	lelet	N;SG	N;NOM;SG
artefak	ereklye	artefak	erekly	N;SG	N;NOM;SG
mengungsi	evakuálni	menungsi	evakuál	V;SG;ACT	V;NFIN;ACT
ranger	vadőr	ranger	vadőr	N	N;NOM;SG
ranger	rangers	ranger	rangers	N	N;NOM;SG
interface	interfész	interface	interfész	N	N;NOM;SG
adonan	ütő	adonan	ütő	N	N;NOM;SG
adonan	tészta	adonan	tészta	N	N;NOM;SG
musibah	szerencsétlenség	musibah	szerencsétlenség	N;SG	N;NOM;SG
musibah	katasztrófa	musibah	katasztrófa	N;SG	N;NOM;SG
prosesi	felvonulás	prosesi	felvonulás	N;SG	N;NOM;SG
pendidik	oktató	pendidik	oktató	N;SG	N;NOM;SG
hikmah	bölcsesség	hikmah	bölcsesség	N;SG	N;NOM;SG
pergeseran	műszak	pergeseran	műszak	N;SG	N;NOM;SG
pergeseran	váltás	pergeseran	váltás	N;SG	N;NOM;SG
pergeseran	műszak	pergeseran	műszak	N;SG	N;NOM;SG
pergeseran	műszakban	pergeseran	műszak	N;SG	N;IN+ESS;SG
pengisian	töltés	penisian	töltés	N;SG	N;NOM;SG
pengisian	töltés	penisian	töltés	N;SG	N;NOM;SG
pasokan	ellátmányt	pasokan	ellátmány	N;SG	N;ACC;SG
pasokan	ellátás	pasokan	ellátás	N;SG	N;NOM;SG
pasokan	ellátmány	pasokan	ellátmány	N;SG	N;NOM;SG
pasokan	utánpótlás	pasokan	utánpótlás	N;SG	N;NOM;SG
pasokan	ellátás	pasokan	ellátás	N;SG	N;NOM;SG
pasokan	kínálat	pasokan	kínálat	N;SG	N;NOM;SG
birokrat	bürokraták	birokrat	bürokrata	N	N;NOM;PL
birokrat	bürokrata	birokrat	bürokrata	N	N;NOM;SG
piring	tál	piring	tál	N;SG	N;NOM;SG
piring	edény	piring	edény	N;SG	N;NOM;SG
piring	tányér	piring	tányér	N;SG	N;NOM;SG
piring	lemez	piring	lemez	N;SG	N;NOM;SG
piring	tányért	piring	tány	N;SG	N;ACC;SG
zaitun	olajbogyó	zaitun	olajbogyó	N	N;NOM;SG
zaitun	olajbogyó	zaitun	olajbogyó	N	N;NOM;SG
pelecehan	zaklatás	penlecehan	zaklatás	N;SG	N;NOM;SG
pelecehan	bántalmazás	penlecehan	bántalmazás	N;SG	N;NOM;SG
pelecehan	visszaélés	penlecehan	visszaélés	N;SG	N;NOM;SG
rasional	racionális	rasional	racionális	ADJ;SG	ADJ;NOM;SG
