категория	kategorie	категория	kategorie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
назначение	označení	назначение	označení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
назначение	určení	назначение	určení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
ислам	islám	ислам	islám	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
встреча	setkání	встреча	setkání	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
встреча	schůzka	встреча	schůzka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
встреча	schůze	встреча	schůze	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
встреча	zasedání	встреча	zasedání	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
встреча	porada	встреча	porada	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
выражение	výraz	выражение	výraz	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
выражение	vyjádření	выражение	vyjádření	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
ресурсы	zdroje	ресурс	zdroj	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
ресурсы	prostředky	ресурс	prostředek	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
среднее	střední	средний	střední	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
среднее	prostřední	средний	prostřední	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
среднее	průměrný	средний	průměrný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
среднее	průměrné	средний	průměrný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
среднее	průměrná	средний	průměrný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
среднее	střední	средний	střední	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
среднее	sekundární	средний	sekundární	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
крейсер	křižník	крейсер	křižník	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
электронная	elektronický	электронный	elektronický	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
электронная	elektronická	электронный	elektronický	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
исследователь	výzkumník	исследователь	výzkumník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
исследователь	průzkumník	исследователь	průzkumník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
конфликты	konflikty	конфликт	konflikt	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
конфликты	konflikty	конфликт	konflikt	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
десятки	desítky	десяток	desítka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
десятки	desítky	десяток	desítka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
десятки	tucty	десяток	tucty	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
буква	dopis	буква	dopis	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
буква	písmeno	буква	písmeno	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
квартира	byt	квартира	byt	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
квартира	byt	квартира	byt	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
квартира	apartmán	квартира	apartmán	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
квартира	apartmá	квартира	apartmá	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
взгляды	výhledy	взгляд	výhled	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
взгляды	pohledy	взгляд	pohled	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
взгляды	názory	взгляд	názor	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
соглашения	dohody	соглашение	dohoda	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
стив	steve	стив	stev	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
эссе	esej	эссе	esej	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
принятие	přijetí	принятие	přijetí	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
принятие	adopce	принятие	adopce	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
принятие	přijetí	принятие	přijetí	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
дин	deane	дина	deane	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;POS
дин	děkan	дина	děkan	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
независимые	nezávislí	независимый	závislý	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;PL;NEG
независимые	nezávislí	независимый	závislý	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;PL;NEG
графство	hrabství	графство	hrabství	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
графство	okres	графство	okres	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
значительные	významné	значительный	významný	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
параметр	parametr	параметр	parametr	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
вызвало	spustilo	вызвать	spustit	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP;ACT
вагонов	vozů	вагон	vůz	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
администраторы	správci	администратор	správce	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
администраторы	správci	администратор	správce	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
акт	akt	акт	akt	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
акт	čin	акт	čin	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
акт	akt	акт	akt	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
акт	dějství	акт	dějství	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
копия	kopírování	копия	kopírování	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
копия	replika	копия	replika	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
следствие	šetření	следствие	šetření	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
следствие	vyšetřování	следствие	vyšetřování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
ряды	řádky	ряд	řádek	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
превышает	přesahuje	превышать	přesahovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
превышает	překračuje	превышать	překračovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
превышает	převyšuje	превышать	převyšovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
увеличение	navýšení	увеличение	navýšení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
увеличение	zvýšení	увеличение	zvýšení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
увеличение	nárůst	увеличение	nárůst	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
увеличение	zvětšení	увеличение	zvětšení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
топ	top	топ	top	N;INAN;NOM;MASC;SG	N;MASC;POS
топ	vrchol	топ	vrchol	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
нормально	normální	нормальный	normální	ADJ;NEUT;SG	ADJ;NOM;MASC;SG;POS
чрезвычайно	mimořádně	чрезвычайно	mimořádně	ADV	ADV;POS
чрезвычайно	nesmírně	чрезвычайно	smírně	ADV	ADV;NEG
чрезвычайно	nadmíru	чрезвычайно	nadmíru	ADV	ADV
чрезвычайно	extrémně	чрезвычайно	extrémně	ADV	ADV;POS
полномочия	pravomoci	полномочие	pravomoc	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
полномочия	autority	полномочие	autorita	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
соответствия	shody	соответствие	shoda	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
нападения	útoky	нападение	útok	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
нападения	útoky	нападение	útok	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
буквально	doslova	буквально	doslova	ADV	ADV
существовало	existovalo	существовать	existovat	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
существовало	existoval	существовать	existovat	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
постановка	inscenace	постановка	inscenace	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
социальная	společenské	социальный	společenský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
социальная	sociální	социальный	sociální	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
социальная	společenský	социальный	společenský	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
социальная	společenská	социальный	společenský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
хороший	dobrý	хороший	dobrý	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
ансамбль	komplet	ансамбль	komplet	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
звук	zvuk	звук	zvuk	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
звук	zvuk	звук	zvuk	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
звук	audio	звук	audio	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
друзья	přátelé	друг	přítel	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
друзья	kamarádi	друг	kamarád	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
диапазон	dosah	диапазон	dosah	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
диапазон	rozsah	диапазон	rozsah	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
диапазон	rozmezí	диапазон	rozmezí	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
японская	japonská	японский	japonský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
японская	japonský	японский	japonský	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
оценить	zhodnotit	оценить	zhodnotit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
оценить	posoudit	оценить	posoudit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
оценить	vyhodnotit	оценить	vyhodnotit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
оценить	zhodnotit	оценить	zhodnotit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
оценить	vyhodnotit	оценить	vyhodnotit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
оценить	odhadnout	оценить	odhadnout	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
америка	amerika	америка	amerika	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
америка	ameriko	америка	ameriko	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;POS
гитарист	kytarista	гитарист	kytarista	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
занятия	třídy	занятие	třída	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
любое	jakýkoliv	любой	jakýkoliv	DET;NOM;NEUT;SG	DET;NOM;MASC;SG
ткани	tkáně	ткань	tkáň	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
ткани	textilie	ткань	textilie	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
ткани	tkaniny	ткань	tkanina	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
ткани	látky	ткань	látka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
ткани	textilie	ткань	textilie	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
ткани	tkaniny	ткань	tkanina	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
журналистов	novináře	журналист	novinář	N;ANIM;ACC;MASC;PL	N;ANIM;ACC;MASC;PL;POS
мяч	míč	мяч	míč	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
мяч	míček	мяч	míček	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
мяч	ples	мяч	ples	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
различия	odlišnosti	различие	odlišnost	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
различия	rozdíly	различие	rozdíl	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
различия	neshody	различие	neshoda	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
кризис	krize	кризис	krize	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
подразделение	dělení	подразделение	dělení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
подразделение	divize	подразделение	divize	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
подразделение	jednotka	подразделение	jednotka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
практики	praktiky	практика	praktika	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
практики	tréninky	практика	trénink	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
продолжительность	trvání	продолжительность	trvání	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
продолжительность	délka	продолжительность	délka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
продолжительность	délky	продолжительность	délka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
европейский	evropská	европейский	evropský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
европейский	evropské	европейский	evropský	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
европейский	evropský	европейский	evropský	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
мероприятия	aktivity	мероприятие	aktivita	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
мероприятия	výstupy	мероприятие	výstup	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
мероприятия	události	мероприятие	událost	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
верх	top	верх	top	N;INAN;NOM;MASC;SG	N;MASC;POS
верх	vrchol	верх	vrchol	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
маленький	malý	маленький	malý	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
маленький	malá	маленький	malý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
маленький	malý	маленький	malý	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
маленький	malá	маленький	malý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
агентства	agentury	агентство	agentura	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
осадков	srážek	осадки	srážka	N;INAN;GEN;MASC;PL	N;GEN;FEM;PL;POS
осадков	srážek	осадки	srážka	N;INAN;GEN;MASC;PL	N;GEN;FEM;PL;POS
достопримечательности	atrakce	достопримечательность	atrakce	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
достопримечательности	zajímavosti	достопримечательность	zajímavost	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
достопримечательности	památky	достопримечательность	památka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
достопримечательности	pamětihodnosti	достопримечательность	pamětihodnost	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
молодая	mladá	молодой	mladý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
молодая	mladý	молодой	mladý	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
каждое	každý	каждый	každý	DET;NOM;NEUT;SG	DET;ANIM;NOM;MASC;SG;POS
каждое	každé	каждый	každý	DET;NOM;NEUT;SG	DET;NOM;NEUT;SG;POS
каждое	každý	каждый	každý	DET;NOM;NEUT;SG	DET;ANIM;NOM;MASC;SG;POS
каждое	každé	каждый	každý	DET;NOM;NEUT;SG	DET;NOM;NEUT;SG;POS
каждое	každá	каждый	každý	DET;NOM;NEUT;SG	DET;NOM;FEM;SG;POS
нигде	nikam	нигде	nikam	ADV	ADV
нигде	nikde	нигде	nikde	ADV	ADV
заметно	viditelně	заметно	viditelně	ADV	ADV;POS
алекс	alexi	алекс	alexe	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
напрямую	přímo	напрямую	přímo	ADV	ADV;POS
правитель	vládce	правитель	vládce	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
деревень	vesnic	деревня	vesnice	N;INAN;GEN;FEM;PL	N;GEN;FEM;PL;POS
детали	podrobnosti	деталь	podrobnost	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
детали	detaily	деталь	detail	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
полиция	policie	полиция	policie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
высоко	vysoko	высоко	vysoko	ADV	ADV;POS
пятый	pátá	пятый	pátý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
пятый	páté	пятый	pátý	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
пятый	pátý	пятый	pátý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
запрет	zákaz	запрет	zákaz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
запрет	zákaz	запрет	zákaz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
революция	revoluce	революция	revoluce	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
публицист	publicistka	публицист	publicistka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
передача	převodovka	передача	převodovka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
передача	vysílání	передача	vysílání	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
передача	předávání	передача	předávání	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
передача	přenos	передача	přenos	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
передача	předání	передача	předání	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
передача	transfer	передача	transfer	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
передача	přesun	передача	přesun	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
передача	převod	передача	převod	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
передача	přenos	передача	přenos	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
артиллерия	dělostřelectvo	артиллерия	dělostřelectvo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
признал	uznal	признать	uznat	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
журналисты	novináři	журналист	novinář	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
желательно	žádoucí	желательный	žádoucí	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;POS
легенда	legenda	легенда	legenda	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
шведский	švédský	шведский	švédský	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
шведский	švédská	шведский	švédský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
классификация	třídění	классификация	třídění	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
классификация	zařazení	классификация	zařazení	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
классификация	klasifikace	классификация	klasifikace	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
ветви	pobočky	ветвь	pobočka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
ветви	větve	ветвь	větev	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
малые	malé	малый	malý	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
кампания	kampaň	кампания	kampaň	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
кампания	tažení	кампания	tažení	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
американские	americké	американский	americký	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
кости	kosti	кость	kost	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
обозначение	označení	обозначение	označení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
обозначение	určení	обозначение	určení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
экономический	hospodářský	экономический	hospodářský	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
экономический	ekonomická	экономический	ekonomický	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
экономический	ekonomický	экономический	ekonomický	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
экономический	hospodářská	экономический	hospodářský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
культур	kultur	культура	kultura	N;INAN;GEN;FEM;PL	N;GEN;FEM;PL;POS
файлы	soubory	файл	soubor	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
файлы	spisy	файл	spis	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
файлы	složky	файл	složka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
денис	denisa	денис	denisa	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
волков	vlků	волк	vlk	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
вершины	vrcholy	вершина	vrchol	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
создатель	tvůrce	создатель	tvůrce	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
создатель	stvořitel	создатель	stvořitel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
создатель	tvůrce	создатель	tvůrce	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
играли	hráli	играть	hrát	V;IPFV;IND;PL;PST;FIN;ACT	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
местность	terén	местность	terén	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
съезд	kongres	съезд	kongres	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
съезд	sjezd	съезд	sjezd	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
элизабет	alžběta	элизабет	alžběta	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
элизабет	alžběta	элизабет	alžběta	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
элизабет	elisabeth	элизабет	elisabeth	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
доказать	dokázat	доказать	dokázat	V;PFV;NFIN;ACT	V;POS;NFIN
доказать	prokázat	доказать	prokázat	V;PFV;NFIN;ACT	V;POS;NFIN
доказать	dokažte	доказать	dokazit	V;PFV;NFIN;ACT	V;PFV;IMP;PL;2;POS;FIN
доказать	dokázat	доказать	dokázat	V;PFV;NFIN;ACT	V;POS;NFIN
наше	naše	наш	můj	DET;NOM;NEUT;SG	DET;NOM;SG;1
наше	náš	наш	můj	DET;NOM;NEUT;SG	DET;NOM;MASC;SG;1
наше	naše	наш	můj	DET;NOM;NEUT;SG	DET;NOM;SG;1
наше	náš	наш	můj	DET;NOM;NEUT;SG	DET;NOM;MASC;SG;1
пилот	pilote	пилот	pilot	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
пилот	pilot	пилот	pilot	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
безработных	nezaměstnaných	безработный	nezaměstnaný	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
символов	symbolů	символ	symbol	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
символов	znaků	символ	znak	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
соревнование	soutěž	соревнование	soutěž	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
соревнование	konkurence	соревнование	konkurence	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
командиры	velitelé	командир	velitel	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
кастилия	kastilie	кастилия	kastilie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
широкий	široká	широкий	široký	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
широкий	široký	широкий	široký	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
широкий	široké	широкий	široký	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
широкий	široké	широкий	široký	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
широкий	široký	широкий	široký	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
широкий	široká	широкий	široký	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
определяет	určuje	определять	určovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
определяет	určí	определять	určit	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;POS;PRS;FIN;ACT
определяет	vymezuje	определять	vymezovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
определяет	definuje	определять	definovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
сестры	sestry	сестра	sestra	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL;POS
дипломат	diplomat	дипломат	diplomat	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
слабо	slabě	слабо	slabě	ADV	ADV;POS
везде	všude	везде	všude	ADV	ADV
успехи	úspěchy	успех	úspěch	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
путин	putin	путин	putina	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
больница	nemocnice	больница	nemocnice	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
ремонт	oprava	ремонт	oprava	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
ремонт	renovace	ремонт	renovace	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
ремонт	renovace	ремонт	renovace	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
экономические	ekonomické	экономический	ekonomický	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
термины	termíny	термин	termín	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
