kategória	類別	kategória	類別	N;NOM;FEM;SG	N
brána	門	brána	門	N;NOM;FEM;SG	N
brána	大門	brána	大門	N;NOM;FEM;SG	N
brána	門戶	brána	門戶	N;NOM;FEM;SG	N
zvyšky	殘渣	zvyšok	殘渣	N;INAN;NOM;MASC;PL	N
zvyšky	剩菜	zvyšok	剩菜	N;INAN;NOM;MASC;PL	N
zvyšky	殘渣	zvyšok	殘渣	N;INAN;NOM;MASC;PL	N
vzhľad	外觀	vzhľad	外觀	N;INAN;NOM;MASC;SG	N
vzhľad	外表	vzhľad	外表	N;INAN;NOM;MASC;SG	N
vzhľad	外貌	vzhľad	外貌	N;INAN;NOM;MASC;SG	N
vzduch	空中	vzduch	空中	N;INAN;NOM;MASC;SG	N
vzduch	航空	vzduch	航空	N;INAN;NOM;MASC;SG	N
vzduch	空氣	vzduch	空氣	N;INAN;NOM;MASC;SG	N
pravidlo	細則	pravidlo	細則	N;NOM;NEUT;SG	N
vrátiť	返回	vrátiť	返回	V;PFV;POS;NFIN	V
vrátiť	回歸	vrátiť	回歸	V;PFV;POS;NFIN	V
vrstva	層	vrstvo	層	N;NOM;FEM;SG	N
traja	三	tri	三	NUM;ANIM;NOM;MASC;PL	NUM
traja	三	tri	三	NUM;ANIM;NOM;MASC;PL	NUM
jadra	核心	jadra	核心	N;GEN;FEM;SG	N
jadra	核	jadra	核	N;GEN;FEM;SG	N
jadra	核心	jadra	核心	N;GEN;FEM;SG	N
jadra	核心	jadra	核心	N;GEN;FEM;SG	N
scény	場景	scéna	場景	N;NOM;FEM;PL	N
občas	偶而	občas	偶而	ADV	ADV
občas	偶爾	občas	偶爾	ADV	ADV
kosti	骨	kosť	骨	N;NOM;FEM;PL	N
kosti	骨骼	kosť	骨骼	N;NOM;FEM;PL	N
kosti	骨頭	kosť	骨頭	N;NOM;FEM;PL	N
kosti	骨	kosť	骨	N;NOM;FEM;PL	N
kosti	骨骼	kosť	骨骼	N;NOM;FEM;PL	N
kosti	骨頭	kosť	骨頭	N;NOM;FEM;PL	N
komunikácie	通訊	komunikácia	通訊	N;NOM;FEM;PL	N
komunikácie	通訊	komunikácia	通訊	N;NOM;FEM;PL	N
vtáky	鳥類	vták	鳥類	N;INAN;NOM;MASC;PL	N
vtáky	鳥	vták	鳥	N;INAN;NOM;MASC;PL	N
vtáky	鳥兒	vták	鳥兒	N;INAN;NOM;MASC;PL	N
microsoft	微	microsoft	微	N;INAN;NOM;MASC;SG	N
nástrojov	儀器	nástroj	儀器	N;INAN;GEN;MASC;PL	N
nástrojov	樂器	nástroj	樂器	N;INAN;GEN;MASC;PL	N
nástrojov	文書	nástroj	文書	N;INAN;GEN;MASC;PL	N
nástrojov	工具	nástroj	工具	N;INAN;GEN;MASC;PL	N
knižnice	圖書	knižnica	圖書	N;NOM;FEM;PL	N
knižnice	書櫃	knižnica	書櫃	N;NOM;FEM;PL	N
knižnice	書架	knižnica	書架	N;NOM;FEM;PL	N
knižnice	圖書	knižnica	圖書	N;NOM;FEM;PL	N
týždňov	星期	týždeň	星期	N;INAN;GEN;MASC;PL	N
týždňov	週數	týždeň	週數	N;INAN;GEN;MASC;PL	N
umelec	藝術	umelec	藝術	N;ANIM;NOM;MASC;SG	N
umelec	藝人	umelec	藝人	N;ANIM;NOM;MASC;SG	N
reakcia	反應	reakcia	反應	N;NOM;FEM;SG	N
rozsah	山脈	rozsah	山脈	N;INAN;NOM;MASC;SG	N
rozsah	範圍	rozsah	範圍	N;INAN;NOM;MASC;SG	N
rozsah	射程	rozsah	射程	N;INAN;NOM;MASC;SG	N
pobrežie	岸	pobrežie	岸	N;NOM;NEUT;SG	N
pobrežie	岸邊	pobrežie	岸邊	N;NOM;NEUT;SG	N
pobrežie	海岸	pobrežie	海岸	N;NOM;NEUT;SG	N
pobrežie	海邊	pobrežie	海邊	N;NOM;NEUT;SG	N
pobrežie	海岸	pobrežie	海岸	N;NOM;NEUT;SG	N
pobrežie	沿海	pobrežie	沿海	N;NOM;NEUT;SG	N
pobrežie	沿海	pobrežie	沿海	N;NOM;NEUT;SG	N
pobrežie	沿岸	pobrežie	沿岸	N;NOM;NEUT;SG	N
pobrežie	海岸	pobrežie	海岸	N;NOM;NEUT;SG	N
pobrežie	海岸	pobrežie	海岸	N;NOM;NEUT;SG	N
príslušnosť	從屬	príslušnosť	從屬	N;NOM;FEM;SG	N
látka	實質	látka	實質	N;NOM;FEM;SG	N
látka	物質	látka	物質	N;NOM;FEM;SG	N
kvality	素質	kvalita	素質	N;NOM;FEM;PL	N
kvality	品質	kvalita	品質	N;NOM;FEM;PL	N
kvality	優質	kvalita	優質	N;NOM;FEM;PL	N
kvality	質量	kvalita	質量	N;NOM;FEM;PL	N
hlavu	頭	hlava	頭	N;ACC;FEM;SG	N
hlavu	頭部	hlava	頭部	N;ACC;FEM;SG	N
mesiaci	月球	mesiac	月球	N;INAN;NOM;MASC;SG	N
mesiaci	月亮	mesiac	月亮	N;INAN;NOM;MASC;SG	N
mesiaci	月	mesiac	月	N;INAN;NOM;MASC;SG	N
patrilo	屬	patriť	屬	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V
portrét	畫像	portrét	畫像	N;INAN;NOM;MASC;SG	N
portrét	肖像	portrét	肖像	N;INAN;NOM;MASC;SG	N
portrét	素	portrét	素	N;INAN;NOM;MASC;SG	N
viesť	領先	viesť	領先	V;IPFV;POS;NFIN	V
viesť	帶頭	viesť	帶頭	V;IPFV;POS;NFIN	V
zákony	法律	zákon	法律	N;INAN;NOM;MASC;PL	N
jav	現象	jav	現象	N;INAN;NOM;MASC;SG	N
jav	現象	jav	現象	N;INAN;NOM;MASC;SG	N
iná	其他	iný	其他	DET;NOM;FEM;SG	DET
obvody	電路	obvod	電路	N;INAN;NOM;MASC;PL	N
obvody	各區	obvod	各區	N;INAN;NOM;MASC;PL	N
navštevoval	出席	navštevovať	出席	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V
orgány	當局	orgán	當局	N;INAN;NOM;MASC;PL	N
orgány	器官	orgán	器官	N;INAN;NOM;MASC;PL	N
riadenie	施政	riadenie	施政	N;NOM;NEUT;SG	N
riadenie	治理	riadenie	治理	N;NOM;NEUT;SG	N
formát	格式	formát	格式	N;INAN;NOM;MASC;SG	N
formát	形式	formát	形式	N;INAN;NOM;MASC;SG	N
formát	格式	formát	格式	N;INAN;NOM;MASC;SG	N
siedmich	七七	sedem	七七	NUM;GEN;MASC;PL	NUM
siedmich	七	sedem	七	NUM;GEN;MASC;PL	NUM
siedmich	七	sedem	七	NUM;GEN;MASC;PL	NUM
kritériá	標準	kritérium	標準	N;NOM;NEUT;PL	N
symboly	符號	symbol	符號	N;INAN;NOM;MASC;PL	N
diaľnice	公路	diaľnica	公路	N;NOM;FEM;PL	N
diaľnice	公路	diaľnica	公路	N;NOM;FEM;PL	N
národnosť	國籍	národnosť	國籍	N;NOM;FEM;SG	N
národnosť	族裔	národnosť	族裔	N;NOM;FEM;SG	N
národnosť	民族	národnosť	民族	N;NOM;FEM;SG	N
národnosť	種族	národnosť	種族	N;NOM;FEM;SG	N
vedci	科學	vedci	科學	N;ANIM;NOM;MASC;PL	N
hlava	頭	hlava	頭	N;NOM;FEM;SG	N
hlava	頭部	hlava	頭部	N;NOM;FEM;SG	N
hlava	頭疼	hlava	頭疼	N;NOM;FEM;SG	N
hlava	頭痛	hlava	頭痛	N;NOM;FEM;SG	N
hlava	標題	hlava	標題	N;NOM;FEM;SG	N
prístav	海港	prístava	海港	N;INAN;NOM;MASC;SG	N
prístav	埠	prístava	埠	N;INAN;NOM;MASC;SG	N
prístav	港口	prístava	港口	N;INAN;NOM;MASC;SG	N
prístav	海港	prístava	海港	N;INAN;NOM;MASC;SG	N
prístav	港口	prístava	港口	N;INAN;NOM;MASC;SG	N
svätých	聖人	svätý	聖人	N;ANIM;GEN;MASC;PL	N
svätých	聖徒	svätý	聖徒	N;ANIM;GEN;MASC;PL	N
dvor	院子	dvor	院子	N;INAN;NOM;MASC;SG	N
dvor	庭院	dvor	庭院	N;INAN;NOM;MASC;SG	N
dvor	院子	dvor	院子	N;INAN;NOM;MASC;SG	N
dvor	碼	dvor	碼	N;INAN;NOM;MASC;SG	N
dvor	庭院	dvor	庭院	N;INAN;NOM;MASC;SG	N
dvor	法庭	dvor	法庭	N;INAN;NOM;MASC;SG	N
dvor	法院	dvor	法院	N;INAN;NOM;MASC;SG	N
ponožky	襪子	ponožky	襪子	N;NOM;FEM;PL	N
ponožky	襪	ponožky	襪	N;NOM;FEM;PL	N
ponožky	襪子	ponožky	襪子	N;NOM;FEM;PL	N
komisia	委員	komisia	委員	N;NOM;FEM;SG	N
medaila	獎章	medail	獎章	N;NOM;FEM;SG	N
medaila	勳章	medail	勳章	N;NOM;FEM;SG	N
medaila	獎牌	medail	獎牌	N;NOM;FEM;SG	N
medaila	獎章	medail	獎章	N;NOM;FEM;SG	N
medaila	勳章	medail	勳章	N;NOM;FEM;SG	N
medaila	獎牌	medail	獎牌	N;NOM;FEM;SG	N
diskusie	辯論	diskusie	辯論	N;NOM;FEM;PL	N
koná	演戲	kono	演戲	V;IPFV;IND;SG;3;POS;PRS;FIN	V
koná	代理	kono	代理	V;IPFV;IND;SG;3;POS;PRS;FIN	V
tabuľa	牌匾	tabuľa	牌匾	N;NOM;FEM;SG	N
tabuľa	石板	tabuľa	石板	N;NOM;FEM;SG	N
tabuľa	平板	tabuľa	平板	N;NOM;FEM;SG	N
tabuľa	黑板	tabuľa	黑板	N;NOM;FEM;SG	N
silu	力氣	sila	力氣	N;ACC;FEM;SG	N
silu	強度	sila	強度	N;ACC;FEM;SG	N
silu	實力	sila	實力	N;ACC;FEM;SG	N
silu	力量	sila	力量	N;ACC;FEM;SG	N
silu	體力	sila	體力	N;ACC;FEM;SG	N
fázy	階段	fáza	階段	N;NOM;FEM;PL	N
fázy	階段	fáza	階段	N;NOM;FEM;PL	N
fázy	階段	fáza	階段	N;NOM;FEM;PL	N
opery	歌劇	oper	歌劇	N;NOM;FEM;PL	N
rozmery	大小	rozmer	大小	N;INAN;NOM;MASC;PL	N
rozmery	尺碼	rozmer	尺碼	N;INAN;NOM;MASC;PL	N
rozmery	尺寸	rozmer	尺寸	N;INAN;NOM;MASC;PL	N
rozmery	尺寸	rozmer	尺寸	N;INAN;NOM;MASC;PL	N
dokument	紀錄	dokument	紀錄	N;INAN;NOM;MASC;SG	N
okresov	各區	okres	各區	N;INAN;GEN;MASC;PL	N
saturn	土星	saturn	土星	N;INAN;NOM;MASC;SG	N
zostava	陣容	zostava	陣容	N;NOM;FEM;SG	N
tepla	熱火	tepnúť	熱火	N;NOM;NEUT;SG	N
tepla	熱力	tepnúť	熱力	N;NOM;NEUT;SG	N
tepla	熱量	tepnúť	熱量	N;NOM;NEUT;SG	N
štvrť	鄰里	štvrť	鄰里	N;NOM;FEM;SG	N
štvrť	鄰里	štvrť	鄰里	N;NOM;FEM;SG	N
obehu	環流	obeha	環流	N;INAN;GEN;MASC;SG	N
obehu	迴圈	obeha	迴圈	N;INAN;GEN;MASC;SG	N
plemeno	品種	plemeno	品種	N;NOM;NEUT;SG	N
hráča	球員	hráča	球員	N;ANIM;ACC;MASC;SG	N
hráča	玩家	hráča	玩家	N;ANIM;ACC;MASC;SG	N
tituly	頭銜	titula	頭銜	N;INAN;NOM;MASC;PL	N
tituly	職銜	titula	職銜	N;INAN;NOM;MASC;PL	N
tituly	標題	titula	標題	N;INAN;NOM;MASC;PL	N
správca	署長	správca	署長	N;ANIM;NOM;MASC;SG	N
správca	經理	správca	經理	N;ANIM;NOM;MASC;SG	N
správca	經理	správca	經理	N;ANIM;NOM;MASC;SG	N
rastie	生長	rásť	生長	V;IPFV;IND;SG;3;POS;PRS;FIN	V
rastie	成長	rásť	成長	V;IPFV;IND;SG;3;POS;PRS;FIN	V
rastie	上升	rásť	上升	V;IPFV;IND;SG;3;POS;PRS;FIN	V
asociácie	社團	asociácia	社團	N;NOM;FEM;PL	N
asociácie	協會	asociácia	協會	N;NOM;FEM;PL	N
prototyp	原型	prototyp	原型	N;INAN;NOM;MASC;SG	N
verejnosť	公眾	verejnosť	公眾	N;NOM;FEM;SG	N
riek	河流	rieka	河流	N;GEN;FEM;PL	N
obrázky	影像	obrázok	影像	N;INAN;NOM;MASC;PL	N
obrázky	圖片	obrázok	圖片	N;INAN;NOM;MASC;PL	N
obrázky	圖片	obrázok	圖片	N;INAN;NOM;MASC;PL	N
obrázky	像片	obrázok	像片	N;INAN;NOM;MASC;PL	N
obrázky	圖畫	obrázok	圖畫	N;INAN;NOM;MASC;PL	N
obrázky	照片	obrázok	照片	N;INAN;NOM;MASC;PL	N
zamestnancov	僱員	zamestnanec	僱員	N;ANIM;ACC;MASC;PL	N
zamestnancov	員工	zamestnanec	員工	N;ANIM;ACC;MASC;PL	N
hip	臀	hip	臀	N;INAN;NOM;MASC;SG	N
hip	臀部	hip	臀部	N;INAN;NOM;MASC;SG	N
hip	髖	hip	髖	N;INAN;NOM;MASC;SG	N
napätie	電壓	napätie	電壓	N;NOM;NEUT;SG	N
režim	模式	režiť	模式	N;INAN;NOM;MASC;SG	N
režim	政權	režiť	政權	N;INAN;NOM;MASC;SG	N
režim	制度	režiť	制度	N;INAN;NOM;MASC;SG	N
srdca	心	srdce	心	N;NOM;NEUT;PL	N
srdca	心臟	srdce	心臟	N;NOM;NEUT;PL	N
manažér	經理	manažér	經理	N;ANIM;NOM;MASC;SG	N
manažér	經理	manažér	經理	N;ANIM;NOM;MASC;SG	N
spoločností	公司	spoločnosť	公司	N;GEN;FEM;PL	N
plyn	氣	plyn	氣	N;INAN;NOM;MASC;SG	N
plyn	汽油	plyn	汽油	N;INAN;NOM;MASC;SG	N
plyn	氣體	plyn	氣體	N;INAN;NOM;MASC;SG	N
vedec	科學	vedec	科學	N;ANIM;NOM;MASC;SG	N
archív	檔案	archív	檔案	N;INAN;NOM;MASC;SG	N
archív	歸檔	archív	歸檔	N;INAN;NOM;MASC;SG	N
archív	檔案	archív	檔案	N;INAN;NOM;MASC;SG	N
deväť	九	deväť	九	NUM;NOM;NEUT;SG	NUM
polohy	職位	poloha	職位	N;NOM;FEM;PL	N
polohy	定位	poloha	定位	N;NOM;FEM;PL	N
združenia	社團	združenie	社團	N;NOM;NEUT;PL	N
dedine	村	dedina	村	N;DAT;FEM;SG	N
dedine	鄉村	dedina	鄉村	N;DAT;FEM;SG	N
dedine	村	dedina	村	N;DAT;FEM;SG	N
dedine	村落	dedina	村落	N;DAT;FEM;SG	N
dedine	村子	dedina	村子	N;DAT;FEM;SG	N
otázka	問題	otázka	問題	N;NOM;FEM;SG	N
mince	硬幣	minca	硬幣	N;NOM;FEM;PL	N
mince	錢幣	minca	錢幣	N;NOM;FEM;PL	N
mince	硬幣	minca	硬幣	N;NOM;FEM;PL	N
mince	錢幣	minca	錢幣	N;NOM;FEM;PL	N
povolanie	職業	povolanie	職業	N;NOM;NEUT;SG	N
povolanie	專業	povolanie	專業	N;NOM;NEUT;SG	N
povolanie	職業	povolanie	職業	N;NOM;NEUT;SG	N
heslo	密碼	heslo	密碼	N;NOM;NEUT;SG	N
silný	強壯	silný	強壯	ADJ;ANIM;NOM;MASC;SG	ADJ
silný	強烈	silný	強烈	ADJ;ANIM;NOM;MASC;SG	ADJ
silný	堅強	silný	堅強	ADJ;ANIM;NOM;MASC;SG	ADJ
mníchov	僧侶	mních	僧侶	N;ANIM;ACC;MASC;PL	N
programy	方案	program	方案	N;INAN;NOM;MASC;PL	N
programy	方案	program	方案	N;INAN;NOM;MASC;PL	N
programy	程式	program	程式	N;INAN;NOM;MASC;PL	N
poézie	詩	poézia	詩	N;NOM;FEM;PL	N
poézie	詩歌	poézia	詩歌	N;NOM;FEM;PL	N
stopy	足跡	stopa	足跡	N;NOM;FEM;PL	N
stopy	腳	stopa	腳	N;NOM;FEM;PL	N
stopy	曲目	stopa	曲目	N;NOM;FEM;PL	N
stopy	軌道	stopa	軌道	N;NOM;FEM;PL	N
stopy	線索	stopa	線索	N;NOM;FEM;PL	N
stopy	痕跡	stopa	痕跡	N;NOM;FEM;PL	N
počítač	電腦	počítač	電腦	N;INAN;NOM;MASC;SG	N
kola	輪	kolo	輪	N;NOM;NEUT;PL	N
reči	講話	reč	講話	N;NOM;FEM;PL	N
reči	演講	reč	演講	N;NOM;FEM;PL	N
reči	語音	reč	語音	N;NOM;FEM;PL	N
cintorín	墓園	cintorina	墓園	N;INAN;NOM;MASC;SG	N
cintorín	墓地	cintorina	墓地	N;INAN;NOM;MASC;SG	N
cintorín	公墓	cintorina	公墓	N;INAN;NOM;MASC;SG	N
cintorín	墓地	cintorina	墓地	N;INAN;NOM;MASC;SG	N
spolupráca	協作	spolupráca	協作	N;NOM;FEM;SG	N
spolupráca	協作	spolupráca	協作	N;NOM;FEM;SG	N
postavu	字元	postava	字元	N;ACC;FEM;SG	N
postavu	人物	postava	人物	N;ACC;FEM;SG	N
postavu	角色	postava	角色	N;ACC;FEM;SG	N
postavu	性格	postava	性格	N;ACC;FEM;SG	N
postavu	品格	postava	品格	N;ACC;FEM;SG	N
premiéru	首映	premiéra	首映	N;ACC;FEM;SG	N
modulu	單元	modul	單元	N;INAN;GEN;MASC;SG	N
modulu	模組	modul	模組	N;INAN;GEN;MASC;SG	N
prieskum	勘探	prieskum	勘探	N;INAN;NOM;MASC;SG	N
prieskum	偵查	prieskum	偵查	N;INAN;NOM;MASC;SG	N
spojenia	人脈	spojenie	人脈	N;NOM;NEUT;PL	N
akadémia	學院	akadémia	學院	N;NOM;FEM;SG	N
zvlášť	尤其	zvlášť	尤其	ADV	ADV
zvlášť	尤其	zvlášť	尤其	ADV	ADV
psa	犬	pes	犬	N;INAN;NOM;MASC;SG	N
psa	狗	pes	狗	N;INAN;NOM;MASC;SG	N
osobnosť	人格	osobnosť	人格	N;NOM;FEM;SG	N
osobnosť	人格	osobnosť	人格	N;NOM;FEM;SG	N
osobnosť	性格	osobnosť	性格	N;NOM;FEM;SG	N
osobnosť	個性	osobnosť	個性	N;NOM;FEM;SG	N
konflikt	衝突	konflikt	衝突	N;INAN;NOM;MASC;SG	N
politiku	政策	politika	政策	N;ACC;FEM;SG	N
politike	政治	politika	政治	N;DAT;FEM;SG	N
politike	政治	politika	政治	N;DAT;FEM;SG	N
svätá	神聖	svätý	神聖	ADJ;NOM;FEM;SG	ADJ
pomery	比率	pomer	比率	N;INAN;NOM;MASC;PL	N
orgán	屍體	orgán	屍體	N;INAN;NOM;MASC;SG	N
orgán	體	orgán	體	N;INAN;NOM;MASC;SG	N
orgán	身體	orgán	身體	N;INAN;NOM;MASC;SG	N
orgán	器官	orgán	器官	N;INAN;NOM;MASC;SG	N
orgán	風琴	orgán	風琴	N;INAN;NOM;MASC;SG	N
orgán	權威	orgán	權威	N;INAN;NOM;MASC;SG	N
klubov	俱樂部	klub	俱樂部	N;INAN;GEN;MASC;PL	N
uhol	角度	uhol	角度	N;INAN;NOM;MASC;SG	N
uhol	角	uhol	角	N;INAN;NOM;MASC;SG	N
planéta	行星	planéta	行星	N;NOM;FEM;SG	N
planéta	星球	planéta	星球	N;NOM;FEM;SG	N
manželstvo	婚姻	manželstvo	婚姻	N;NOM;NEUT;SG	N
rekonštrukcia	整修	rekonštrukcia	整修	N;NOM;FEM;SG	N
rekonštrukcia	翻新	rekonštrukcia	翻新	N;NOM;FEM;SG	N
rekonštrukcia	裝修	rekonštrukcia	裝修	N;NOM;FEM;SG	N
hodnôt	價值	hodnota	價值	N;GEN;FEM;PL	N
hodnôt	價值	hodnota	價值	N;GEN;FEM;PL	N
hodnôt	數值	hodnota	數值	N;GEN;FEM;PL	N
hodnôt	值	hodnota	值	N;GEN;FEM;PL	N
obrazy	影像	obraz	影像	N;INAN;NOM;MASC;PL	N
obrazy	圖片	obraz	圖片	N;INAN;NOM;MASC;PL	N
obrazy	圖片	obraz	圖片	N;INAN;NOM;MASC;PL	N
obrazy	像片	obraz	像片	N;INAN;NOM;MASC;PL	N
obrazy	圖畫	obraz	圖畫	N;INAN;NOM;MASC;PL	N
obrazy	照片	obraz	照片	N;INAN;NOM;MASC;PL	N
obrazy	油畫	obraz	油畫	N;INAN;NOM;MASC;PL	N
obrazy	繪畫	obraz	繪畫	N;INAN;NOM;MASC;PL	N
sud	槍管	sud	槍管	N;INAN;NOM;MASC;SG	N
sestry	姐妹	sestra	姐妹	N;NOM;FEM;PL	N
sestry	姊妹	sestra	姊妹	N;NOM;FEM;PL	N
vlasy	頭髮	vlas	頭髮	N;INAN;NOM;MASC;PL	N
vlasy	髮型	vlas	髮型	N;INAN;NOM;MASC;PL	N
vlasy	發	vlas	發	N;INAN;NOM;MASC;PL	N
strelec	射手	strelec	射手	N;ANIM;NOM;MASC;SG	N
strelec	槍手	strelec	槍手	N;ANIM;NOM;MASC;SG	N
strelec	人	strelec	人	N;ANIM;NOM;MASC;SG	N
historici	歷史	historica	歷史	N;ANIM;NOM;MASC;PL	N
vrstiev	層層	vrstva	層層	N;GEN;FEM;PL	N
vrstiev	層	vrstva	層	N;GEN;FEM;PL	N
vrstiev	各層	vrstva	各層	N;GEN;FEM;PL	N
vrstiev	層次	vrstva	層次	N;GEN;FEM;PL	N
interiér	內政	interiér	內政	N;INAN;NOM;MASC;SG	N
interiér	內部	interiér	內部	N;INAN;NOM;MASC;SG	N
interiér	內地	interiér	內地	N;INAN;NOM;MASC;SG	N
blok	區塊	blok	區塊	N;INAN;NOM;MASC;SG	N
vlny	羊毛	vlna	羊毛	N;NOM;FEM;PL	N
vlny	海浪	vlna	海浪	N;NOM;FEM;PL	N
vlny	波浪	vlna	波浪	N;NOM;FEM;PL	N
ústavy	憲法	ústav	憲法	N;INAN;NOM;MASC;PL	N
ústavy	憲法	ústav	憲法	N;INAN;NOM;MASC;PL	N
štruktúru	結構	štruktúra	結構	N;ACC;FEM;SG	N
mosta	橋	most	橋	N;INAN;GEN;MASC;SG	N
mosta	艦橋	most	艦橋	N;INAN;GEN;MASC;SG	N
mosta	大橋	most	大橋	N;INAN;GEN;MASC;SG	N
udáva	指定	udávať	指定	V;IPFV;IND;SG;3;POS;PRS;FIN	V
strom	樹	strom	樹	N;INAN;NOM;MASC;SG	N
strom	樹木	strom	樹木	N;INAN;NOM;MASC;SG	N
matematici	數學	matematica	數學	N;ANIM;NOM;MASC;PL	N
choroba	病	choroba	病	N;NOM;FEM;SG	N
choroba	疾病	choroba	疾病	N;NOM;FEM;SG	N
choroba	病	choroba	病	N;NOM;FEM;SG	N
choroba	疾病	choroba	疾病	N;NOM;FEM;SG	N
choroba	病	choroba	病	N;NOM;FEM;SG	N
choroba	疾病	choroba	疾病	N;NOM;FEM;SG	N
televízie	電視	televízia	電視	N;NOM;FEM;PL	N
televízie	電視	televízia	電視	N;NOM;FEM;PL	N
televízie	電視	televízia	電視	N;NOM;FEM;PL	N
fáze	舞台	fáza	舞台	N;DAT;FEM;SG	N
fáze	階段	fáza	階段	N;DAT;FEM;SG	N
princ	王子	princ	王子	N;ANIM;NOM;MASC;SG	N
princ	太子	princ	太子	N;ANIM;NOM;MASC;SG	N
princ	親王	princ	親王	N;ANIM;NOM;MASC;SG	N
trasy	路線	tri	路線	N;NOM;FEM;PL	N
trasy	小徑	tri	小徑	N;NOM;FEM;PL	N
trasy	路徑	tri	路徑	N;NOM;FEM;PL	N
osobností	人格	osobnosť	人格	N;GEN;FEM;PL	N
štatistiky	統計	štatistika	統計	N;NOM;FEM;PL	N
peňazí	金錢	peniaze	金錢	N;INAN;GEN;MASC;PL	N
peňazí	錢	peniaze	錢	N;INAN;GEN;MASC;PL	N
airlines	航空	airlines	航空	N;NOM;FEM;PL	N
airlines	航空	airlines	航空	N;NOM;FEM;PL	N
výsledkov	成果	výsledok	成果	N;INAN;GEN;MASC;PL	N
výsledkov	結果	výsledok	結果	N;INAN;GEN;MASC;PL	N
ráno	早晨	ráno	早晨	N;NOM;NEUT;SG	N
ráno	早上	ráno	早上	N;NOM;NEUT;SG	N
ráno	上午	ráno	上午	N;NOM;NEUT;SG	N
vodca	領袖	vodca	領袖	N;ANIM;NOM;MASC;SG	N
tému	題目	téma	題目	N;ACC;FEM;SG	N
tému	話題	téma	話題	N;ACC;FEM;SG	N
tému	專題	téma	專題	N;ACC;FEM;SG	N
tému	主題	téma	主題	N;ACC;FEM;SG	N
tému	專題	téma	專題	N;ACC;FEM;SG	N
tému	主題	téma	主題	N;ACC;FEM;SG	N
vysočina	高地	vysočin	高地	N;NOM;FEM;SG	N
matice	堅果	matica	堅果	N;NOM;FEM;PL	N
výpravy	十字	výprava	十字	N;NOM;FEM;PL	N
pokračovať	恢復	pokračovať	恢復	V;IPFV;POS;NFIN	V
riadok	線	riadok	線	N;INAN;NOM;MASC;SG	N
riadok	線路	riadok	線路	N;INAN;NOM;MASC;SG	N
riadok	划	riadok	划	N;INAN;NOM;MASC;SG	N
riadok	排	riadok	排	N;INAN;NOM;MASC;SG	N
frontu	佇列	front	佇列	N;INAN;GEN;MASC;SG	N
kňazi	神職	kňaz	神職	N;ANIM;NOM;MASC;PL	N
srdce	心	srdce	心	N;NOM;NEUT;SG	N
srdce	心臟	srdce	心臟	N;NOM;NEUT;SG	N
viery	信仰	viera	信仰	N;NOM;FEM;PL	N
viery	信心	viera	信心	N;NOM;FEM;PL	N
viery	信念	viera	信念	N;NOM;FEM;PL	N
viery	信仰	viera	信仰	N;NOM;FEM;PL	N
viery	信仰	viera	信仰	N;NOM;FEM;PL	N
volá	呼叫	volať	呼叫	V;IPFV;IND;SG;3;POS;PRS;FIN	V
parlament	國會	parlament	國會	N;INAN;NOM;MASC;SG	N
parlament	議會	parlament	議會	N;INAN;NOM;MASC;SG	N
ukazuje	顯示	ukazovať	顯示	V;IPFV;IND;SG;3;POS;PRS;FIN	V
medveď	熊	medveď	熊	N;ANIM;NOM;MASC;SG	N
psy	犬	pes	犬	N;INAN;NOM;MASC;PL	N
psy	狗	pes	狗	N;INAN;NOM;MASC;PL	N
úprava	剪輯	úprava	剪輯	N;NOM;FEM;SG	N
úprava	編輯	úprava	編輯	N;NOM;FEM;SG	N
priestorov	房舍	priestor	房舍	N;INAN;GEN;MASC;PL	N
priestorov	房地	priestor	房地	N;INAN;GEN;MASC;PL	N
oko	眼	oko	眼	N;NOM;NEUT;SG	N
oko	眼睛	oko	眼睛	N;NOM;NEUT;SG	N
orchester	管弦	orchester	管弦	N;INAN;NOM;MASC;SG	N
orchester	樂團	orchester	樂團	N;INAN;NOM;MASC;SG	N
úvahy	思考	úvaha	思考	N;NOM;FEM;PL	N
banka	燒瓶	banka	燒瓶	N;NOM;FEM;SG	N
banka	銀行	banka	銀行	N;NOM;FEM;SG	N
spor	爭議	spor	爭議	N;INAN;NOM;MASC;SG	N
spor	爭端	spor	爭端	N;INAN;NOM;MASC;SG	N
spor	糾紛	spor	糾紛	N;INAN;NOM;MASC;SG	N
spor	爭議	spor	爭議	N;INAN;NOM;MASC;SG	N
vzor	圖案	vzor	圖案	N;INAN;NOM;MASC;SG	N
vzor	格局	vzor	格局	N;INAN;NOM;MASC;SG	N
vzor	模式	vzor	模式	N;INAN;NOM;MASC;SG	N
vzor	模範	vzor	模範	N;INAN;NOM;MASC;SG	N
vzor	模型	vzor	模型	N;INAN;NOM;MASC;SG	N
vzor	型號	vzor	型號	N;INAN;NOM;MASC;SG	N
vzor	模特	vzor	模特	N;INAN;NOM;MASC;SG	N
tunel	地道	tunel	地道	N;INAN;NOM;MASC;SG	N
tunel	隧道	tunel	隧道	N;INAN;NOM;MASC;SG	N
zbraň	武器	zbraň	武器	N;NOM;FEM;SG	N
zbraň	兵器	zbraň	兵器	N;NOM;FEM;SG	N
