kesan	впечатление	kesan	впечатление	N;SG	N;INDF;NEUT;SG
bidadari	ангел	bidadari	ангел	N;SG	N;INDF;MASC;SG
perhiasan	бижу	perhiasan	бижу	N;SG	N;INDF;NEUT;SG
perhiasan	бижу	perhiasan	бижу	N;SG	N;INDF;NEUT;SG
dikurangi	намалено	dikurangi	намаля	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dikurangi	намален	dikurangi	намаля	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dikurangi	намалена	dikurangi	намаля	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
topografi	топография	topografi	топография	N	N;INDF;FEM;SG
perspektif	перспектива	perspektif	перспектива	N;SG	N;INDF;FEM;SG
perspektif	перспективата	perspektif	перспектива	N;SG	N;DEF;FEM;SG
pementasan	постановка	penpentasan	постановка	N;SG	N;INDF;FEM;SG
progresif	прогресивна	progresif	прогресивен	ADJ;SG	ADJ;INDF;FEM;SG
perkusi	удряне	perkusi	удряне	N	N;INDF;NEUT;SG
penata	стилист	pentata	стилист	N;SG	N;INDF;MASC;SG
penanaman	засаждане	pentanaman	засаждане	N;SG	N;INDF;NEUT;SG
penanaman	отглеждането	pentanaman	отглеждане	N;SG	N;DEF;NEUT;SG
penanaman	отглеждане	pentanaman	отглеждане	N;SG	N;INDF;NEUT;SG
dibayar	платен	dibayar	платен	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dibayar	платено	dibayar	платя	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dibayar	платена	dibayar	платя	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dinamika	динамика	dinamika	динамика	N	N;INDF;FEM;SG
terungkap	разкрита	terungkap	разкрия-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
terungkap	разкрито	terungkap	разкрия-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
terungkap	разкрит	terungkap	разкрия-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ronde	кръгла	ronde	кръгъл	N	N;INDF;FEM;SG
ronde	рунд	ronde	рунд	N	N;INDF;MASC;SG
ronde	кръг	ronde	кръг	N	N;INDF;MASC;SG
bak	корито	bak	корито	N;SG	N;DEF;NEUT;SG
bak	бак	bak	бак	N;SG	N;INDF;MASC;SG
borussia	борусия	borussia	борусия	N	N;DEF;FEM;SG
mengindikasikan	указва	menindikasikan	указвам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
berkomentar	коментира	berkomentar	коментирам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menyertakan	включени	menyertakan	включа-(се)	V	V;PFV;INDF;PL;V.PTCP;PASS
menyertakan	включено	menyertakan	включа-(се)	V	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
menyertakan	включена	menyertakan	включа-(се)	V	V;PFV;INDF;FEM;SG;V.PTCP;PASS
menyertakan	включен	menyertakan	включа-(се)	V	V;PFV;INDF;MASC;SG;V.PTCP;PASS
menyertakan	включват	menyertakan	включвам-(се)	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
menyertakan	включват	menyertakan	включвам-(се)	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
menyertakan	включва	menyertakan	включвам-(се)	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
wajar	разумна	wajar	разумна	ADJ;SG	ADJ;INDF;FEM;SG
wajar	разумен	wajar	разумя-(се)	ADJ;SG	ADJ;INDF;MASC;SG
akademis	академична	akademis	академичен	ADJ;SG	ADJ;INDF;FEM;SG
peralihan	преход	peralihan	преход	N;SG	N;INDF;MASC;SG
peralihan	преход	peralihan	преход	N;SG	N;INDF;MASC;SG
pengeluaran	харчене	penkeluaran	харчене	N;SG	N;INDF;NEUT;SG
pengeluaran	разход	penkeluaran	разход	N;SG	N;INDF;MASC;SG
pengeluaran	разход	penkeluaran	разход	N;SG	N;INDF;MASC;SG
dominasi	господство	dominasi	господство	N;SG	N;INDF;NEUT;SG
dominasi	надмощие	dominasi	надмощие	N;SG	N;INDF;NEUT;SG
pemanasan	нагряване	penpanasan	нагряване	N;SG	N;INDF;NEUT;SG
pemanasan	отопление	penpanasan	отопление	N;SG	N;INDF;NEUT;SG
pemanasan	парно	penpanasan	парно	N;SG	N;INDF;NEUT;SG
pemanasan	подгряване	penpanasan	подгряване	N;SG	N;INDF;NEUT;SG
pemanasan	загряване	penpanasan	загряване	N;SG	N;INDF;NEUT;SG
pemanasan	затопляне	penpanasan	затопляне	N;SG	N;INDF;NEUT;SG
kontributor	дарител	kontributor	дарител	N;SG	N;INDF;MASC;SG
dieksekusi	екзекутиран	dieksekusi	екзекутирам	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dieksekusi	изпълнено	dieksekusi	изпълня-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kawat	тел	kawat	тел	N;SG	N;INDF;FEM;SG
kawat	жица	kawat	жиц	N;SG	N;INDF;FEM;SG
rongga	кухина	rongga	кухина	N;SG	N;INDF;FEM;SG
persepsi	схващане	persepsi	схващане	N;SG	N;INDF;NEUT;SG
persepsi	възприятие	persepsi	възприятие	N;SG	N;INDF;NEUT;SG
persepsi	възприемане	persepsi	възприемане	N;SG	N;INDF;NEUT;SG
persepsi	възприятие	persepsi	възприятие	N;SG	N;INDF;NEUT;SG
persepsi	възприемане	persepsi	възприемане	N;SG	N;INDF;NEUT;SG
disepakati	договорено	disepakati	договоря-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kaset	касета	kaset	касета	N	N;INDF;FEM;SG
kaset	касети	kaset	касета	N	N;INDF;FEM;PL
kaset	касети	kaset	касета	N	N;INDF;FEM;PL
kaset	ленти	kaset	лента	N	N;INDF;FEM;PL
biarawan	монах	biarawan	монах	N	N;INDF;MASC;SG
biarawan	монаси	biarawan	монах	N	N;INDF;MASC;PL
biarawan	монасите	biarawan	монах	N	N;DEF;MASC;PL
dipecat	уволнен	dipecat	уволня-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dipecat	уволнен	dipecat	уволня-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dipecat	уволнена	dipecat	уволня-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
celana	панталон	celana	панталон	N;SG	N;INDF;MASC;SG
celana	панталон	celana	панталон	N;SG	N;INDF;MASC;SG
pemberi	дарител	penberi	дарител	N;SG	N;INDF;MASC;SG
memulihkan	възстановява	menpulihkan	възстановявам-(се)	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
memulihkan	възвръща	menpulihkan	възвръщам-(се)	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
memulihkan	възстанови	menpulihkan	възстановя-(се)	V;SG;ACT	V;PFV;IMP;SG;2;FIN
pemindahan	пренасяне	penpindahan	пренасяне	N;SG	N;INDF;NEUT;SG
pemindahan	прехвърляне	penpindahan	прехвърляне	N;SG	N;INDF;NEUT;SG
pemindahan	пренасочване	penpindahan	пренасочване	N;SG	N;INDF;NEUT;SG
pemindahan	изместване	penpindahan	изместване	N;SG	N;INDF;NEUT;SG
bing	бинг	bing	бинг	N	N;INDF;MASC;SG
bubuk	пудра	bubuk	пудра	N;SG	N;INDF;FEM;SG
bubuk	прах	bubuk	прах	N;SG	N;INDF;MASC;SG
bubuk	барут	bubuk	барут	N;SG	N;INDF;MASC;SG
pembacaan	четенето	penbacaan	четене	N;SG	N;DEF;NEUT;SG
pembacaan	четене	penbacaan	четене	N;SG	N;INDF;NEUT;SG
jurnalistik	журналистика	jurnalistik	журналистика	N;SG	N;INDF;FEM;SG
jurnalistik	журналистиката	jurnalistik	журналистика	N;SG	N;DEF;FEM;SG
kelinci	заек	kelinci	заек	N	N;INDF;MASC;SG
kelinci	зайците	kelinci	заец	N	N;DEF;MASC;PL
kelinci	зайци	kelinci	заец	N	N;INDF;MASC;PL
kelinci	зайчето	kelinci	зайче	N	N;DEF;NEUT;SG
kelinci	бъни	kelinci	бъна	N	N;INDF;MASC;SG
kelinci	зайче	kelinci	зайче	N	N;INDF;NEUT;SG
kelinci	заек	kelinci	заек	N	N;INDF;MASC;SG
kelinci	зайче	kelinci	зайче	N	N;INDF;NEUT;SG
nasionalisme	национализъм	nasionalisme	национализъм	N;SG	N;INDF;MASC;SG
implementasi	осъществяване	implementasi	осъществяване	N;SG	N;INDF;NEUT;SG
implementasi	прилагане	implementasi	прилагане	N;SG	N;INDF;NEUT;SG
implementasi	изпълнение	implementasi	изпълнение	N;SG	N;INDF;NEUT;SG
implementasi	внедряване	implementasi	внедряване	N;SG	N;INDF;NEUT;SG
penempatan	разполагане	pentempatan	разполагане	N;SG	N;INDF;NEUT;SG
penempatan	поставяне	pentempatan	поставяне	N;SG	N;INDF;NEUT;SG
penempatan	позициониране	pentempatan	позициониране	N;SG	N;INDF;NEUT;SG
katak	жаба	katak	жаба	N;SG	N;INDF;FEM;SG
katak	жаба	katak	жаба	N;SG	N;INDF;FEM;SG
menghukum	наказва	menhukum	наказвам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menghukum	накаже	menhukum	накажа	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
imigrasi	имиграцията	imigrasi	имиграция	N;SG	N;DEF;FEM;SG
imigrasi	имиграция	imigrasi	имиграция	N;SG	N;INDF;FEM;SG
prototipe	прототип	prototipe	прототип	N;SG	N;INDF;MASC;SG
subyek	субекти	subyek	субект	N	N;INDF;MASC;PL
subyek	поданици	subyek	поданик	N	N;INDF;MASC;PL
subyek	теми	subyek	тема	N	N;INDF;FEM;PL
subyek	обекти	subyek	обект	N	N;INDF;MASC;PL
subyek	субект	subyek	субект	N	N;INDF;MASC;SG
subyek	обект	subyek	обект	N	N;INDF;MASC;SG
kolektif	колективни	kolektif	колективен	ADJ	ADJ;INDF;PL
kolektif	колективна	kolektif	колективен	ADJ	ADJ;INDF;FEM;SG
dynamo	динамо	dynamo	динамо	N;SG	N;INDF;NEUT;SG
ester	естер	ester	естер	N	N;INDF;FEM;SG
ester	естер	ester	естер	N	N;INDF;FEM;SG
nyonya	госпожо	nyonya	госпожо	N	N;INDF;FEM;SG
nyonya	господарка	nyonya	господарка	N	N;INDF;FEM;SG
nyonya	любовница	nyonya	любовница	N	N;INDF;FEM;SG
nyonya	дамата	nyonya	дама	N	N;DEF;FEM;SG
nyonya	лейди	nyonya	лейд	N	N;INDF;FEM;SG
nyonya	дама	nyonya	дама	N	N;INDF;FEM;SG
oksida	оксид	oksida	оксид	N;SG	N;INDF;MASC;SG
oksida	окис	oksida	окис	N;SG	N;INDF;MASC;SG
hobi	хоби	hobi	хоби	N;SG	N;INDF;NEUT;SG
rotasi	завъртане	rotasi	завъртане	N	N;INDF;NEUT;SG
rotasi	въртене	rotasi	въртене	N	N;INDF;NEUT;SG
jamaika	ямайка	jamaika	ямайка	N;SG	N;INDF;FEM;SG
balasan	отговор	balasan	отговор	N;SG;ACT	N;INDF;MASC;SG
undian	лотарията	undian	лотария	N;SG	N;DEF;FEM;SG
undian	лотария	undian	лотария	N;SG	N;INDF;FEM;SG
penguasaan	владение	penkuasaan	владение	N;SG	N;INDF;NEUT;SG
penguasaan	обсебване	penkuasaan	обсебване	N;SG	N;INDF;NEUT;SG
penguasaan	притежание	penkuasaan	притежание	N;SG	N;INDF;NEUT;SG
penguasaan	притежаване	penkuasaan	притежаване	N;SG	N;INDF;NEUT;SG
penguasaan	майсторство	penkuasaan	майсторство	N;SG	N;INDF;NEUT;SG
gantung	обесване	gantung	обесване	N;SG	N;INDF;NEUT;SG
prioritas	приоритет	prioritas	приоритет	N;SG	N;INDF;MASC;SG
dihilangkan	елиминиран	dihilangkan	елиминирам	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
penerjemah	преводач	penterjemah	преводач	N;SG	N;INDF;MASC;SG
penerjemah	преводача	penterjemah	преводач	N;SG	N;DEF;MASC;SG
penerjemah	преводач	penterjemah	преводач	N;SG	N;INDF;MASC;SG
penerjemah	translators	penterjemah	translators	N;SG	N;INDF;MASC;SG
mahabharata	махабхарата	mahabharata	махабхара	N	N;DEF;FEM;SG
performa	изпълнение	performa	изпълнение	N;SG	N;INDF;NEUT;SG
performa	ефективност	performa	ефективност	N;SG	N;INDF;FEM;SG
persentase	процент	persentase	процент	N;SG	N;INDF;MASC;SG
strip	ленти	strip	лента	N	N;INDF;FEM;PL
strip	стриптийз	strip	стриптийз	N	N;INDF;MASC;SG
strip	ленти	strip	лента	N	N;INDF;FEM;PL
strip	лента	strip	лента	N	N;INDF;FEM;SG
champion	шампион	champion	шампион	N	N;INDF;MASC;SG
champion	шампиона	champion	шампион	N	N;DEF;MASC;SG
champion	шампионка	champion	шампионка	N	N;INDF;FEM;SG
menggali	копае	mengali	копая	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
elektronika	electronica	elektronika	electronica	N	N;INDF;MASC;SG
elektronika	електроника	elektronika	електроника	N	N;INDF;FEM;SG
elektronika	електрониката	elektronika	електроника	N	N;DEF;FEM;SG
neutron	неутрони	neutron	неутрон	N	N;INDF;MASC;PL
neutron	неутрон	neutron	неутрон	N	N;INDF;MASC;SG
triliun	трилиона	triliun	трилион	N;SG	N;DEF;MASC;SG
sengketa	спор	sengketa	спор	N;SG	N;INDF;MASC;SG
sengketa	спорът	sengketa	спор	N;SG	N;DEF;MASC;SG
pengasingan	изгнание	penasingan	изгнание	N;SG	N;INDF;NEUT;SG
liburan	почивка	liburan	почивка	N;SG	N;INDF;FEM;SG
liburan	празник	liburan	празник	N;SG	N;INDF;MASC;SG
liburan	ваканция	liburan	ваканция	N;SG	N;INDF;FEM;SG
liburan	почивка	liburan	почивка	N;SG	N;INDF;FEM;SG
liburan	ваканция	liburan	ваканция	N;SG	N;INDF;FEM;SG
liburan	отпуск	liburan	отпуск	N;SG	N;INDF;MASC;SG
ekstra	екстра	ekstra	екстра	N;SG	N;INDF;MASC;SG
teras	терасата	teras	тераса	N;SG	N;DEF;FEM;SG
teras	тераса	teras	терас	N;SG	N;INDF;FEM;SG
teras	двор	teras	двор	N;SG	N;INDF;MASC;SG
personil	персонал	personil	персонал	N;SG	N;INDF;MASC;SG
acuan	препратка	acuan	препратка	N;SG	N;INDF;FEM;SG
acuan	позоваване	acuan	позоваване	N;SG	N;INDF;NEUT;SG
rekomendasi	препоръка	rekomendasi	препоръка	N;SG	N;INDF;FEM;SG
kisaran	диапазон	kisaran	диапазон	N;SG	N;INDF;MASC;SG
kisaran	обхват	kisaran	обхват	N;SG	N;INDF;MASC;SG
kisaran	обсег	kisaran	обсег	N;SG	N;INDF;MASC;SG
imbang	равенство	imbang	равенство	N;SG	N;INDF;NEUT;SG
imbang	вратовръзка	imbang	вратовръзка	N;SG	N;INDF;FEM;SG
pembatasan	ограничение	penbatasan	ограничение	N;SG	N;INDF;NEUT;SG
pembatasan	ограничаване	penbatasan	ограничаване	N;SG	N;INDF;NEUT;SG
pembatasan	ограничаване	penbatasan	ограничаване	N;SG	N;INDF;NEUT;SG
perorangan	индивид	perorangan	индивид	N;SG	N;INDF;MASC;SG
nubuat	предсказания	nubuat	предсказание	N	N;INDF;NEUT;PL
nubuat	пророчества	nubuat	пророчество	N	N;INDF;NEUT;PL
nubuat	пророчество	nubuat	пророчество	N	N;INDF;NEUT;SG
nubuat	предсказание	nubuat	предсказание	N	N;INDF;NEUT;SG
nubuat	пророчеството	nubuat	пророчество	N	N;DEF;NEUT;SG
penanda	маркер	pentanda	маркер	N;SG	N;INDF;MASC;SG
menyembunyikan	скрива	mensembunyikan	скривам-(се)	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menyembunyikan	крие	mensembunyikan	крия-(се)	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
dongeng	разказ	dongeng	разказ	N;SG	N;INDF;MASC;SG
dongeng	приказка	dongeng	приказка	N;SG	N;INDF;FEM;SG
dongeng	приказка	dongeng	приказка	N;SG	N;INDF;FEM;SG
aroma	аромат	aroma	аромат	N;SG	N;INDF;MASC;SG
aroma	мирис	aroma	мирис	N;SG	N;INDF;MASC;SG
aroma	миризма	aroma	миризма	N;SG	N;INDF;FEM;SG
aroma	аромат	aroma	аромат	N;SG	N;INDF;MASC;SG
aroma	ухание	aroma	ухание	N;SG	N;INDF;NEUT;SG
amino	амино	amino	амино	N	N;INDF;MASC;SG
penggantian	замяна	pengantian	замяна	N;SG	N;INDF;FEM;SG
penggantian	заместване	pengantian	заместване	N;SG	N;INDF;NEUT;SG
penggantian	подмяна	pengantian	подмяна	N;SG	N;INDF;FEM;SG
penggantian	замяна	pengantian	замяна	N;SG	N;INDF;FEM;SG
penggantian	заместване	pengantian	заместване	N;SG	N;INDF;NEUT;SG
suite	апартаменти	suite	апартамент	N	N;INDF;MASC;PL
reputasi	репутация	reputasi	репутация	N;SG	N;INDF;FEM;SG
reputasi	репутацията	reputasi	репутация	N;SG	N;DEF;FEM;SG
reputasi	репутация	reputasi	репутация	N;SG	N;INDF;FEM;SG
reputasi	репутацията	reputasi	репутация	N;SG	N;DEF;FEM;SG
mengenali	разпознае	menkenali	разпозная-(се)	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
wawasan	проницателност	wawasan	проницателност	N;SG	N;INDF;FEM;SG
wawasan	прозрение	wawasan	прозрение	N;SG	N;INDF;NEUT;SG
keunikan	уникалността	keunikan	уникалност	N;SG	N;DEF;FEM;SG
asumsi	допускане	asumsi	допускане	N;SG	N;INDF;NEUT;SG
asumsi	предположение	asumsi	предположение	N;SG	N;INDF;NEUT;SG
kiper	вратар	kiper	вратар	N;SG	N;INDF;MASC;SG
kiper	вратар	kiper	вратар	N;SG	N;INDF;MASC;SG
lancar	гладък	lancar	гладък	ADJ;SG	ADJ;INDF;MASC;SG
bengkel	работилница	bengkel	работилница	N;SG	N;INDF;FEM;SG
bengkel	работилницата	bengkel	работилница	N;SG	N;DEF;FEM;SG
bengkel	семинар	bengkel	семинар	N;SG	N;INDF;MASC;SG
penawaran	сделка	pentawaran	сделка	N;SG	N;INDF;FEM;SG
penawaran	оферта	pentawaran	оферта	N;SG	N;INDF;FEM;SG
penawaran	офертата	pentawaran	оферта	N;SG	N;DEF;FEM;SG
penawaran	предложение	pentawaran	предложение	N;SG	N;INDF;NEUT;SG
penawaran	предлагане	pentawaran	предлагане	N;SG	N;INDF;NEUT;SG
penawaran	наддаване	pentawaran	наддаване	N;SG	N;INDF;NEUT;SG
penawaran	кандидатурата	pentawaran	кандидатура	N;SG	N;DEF;FEM;SG
penawaran	наддаването	pentawaran	наддаване	N;SG	N;DEF;NEUT;SG
penawaran	наддаване	pentawaran	наддаване	N;SG	N;INDF;NEUT;SG
pengalihan	пренасочване	penalihan	пренасочване	N;SG	N;INDF;NEUT;SG
pengalihan	пренасочване	penalihan	пренасочване	N;SG	N;INDF;NEUT;SG
pengalihan	разсейване	penalihan	разсейване	N;SG	N;INDF;NEUT;SG
pengalihan	отклоняване	penalihan	отклоняване	N;SG	N;INDF;NEUT;SG
pengalihan	разсейване	penalihan	разсейване	N;SG	N;INDF;NEUT;SG
kalsium	калций	kalsium	калций	N	N;INDF;MASC;SG
kalsium	калциев	kalsium	калциев	N	N;INDF;MASC;SG
teror	терор	teror	терор	N;SG	N;INDF;MASC;SG
teror	ужас	teror	ужас	N;SG	N;INDF;MASC;SG
obligasi	бонд	obligasi	бонд	N;SG	N;INDF;MASC;SG
waralaba	франчайз	waralaba	франчайз	N;SG	N;INDF;MASC;SG
waralaba	франчайз	waralaba	франчайз	N;SG	N;INDF;MASC;SG
waralaba	франчайзинг	waralaba	франчайзинг	N;SG	N;INDF;MASC;SG
tingkah	прищявка	tingkah	прищявка	N;SG	N;INDF;FEM;SG
tingkah	каприз	tingkah	каприз	N;SG	N;INDF;MASC;SG
tingkah	поведение	tingkah	поведение	N;SG	N;INDF;NEUT;SG
ketahanan	издръжливост	ketahanan	издръжливост	N;SG	N;INDF;FEM;SG
ketahanan	устойчивост	ketahanan	устойчивост	N;SG	N;INDF;FEM;SG
ketahanan	съпротива	ketahanan	съпротива	N;SG	N;INDF;FEM;SG
ketahanan	резистентност	ketahanan	резистентност	N;SG	N;INDF;FEM;SG
ketahanan	устойчивост	ketahanan	устойчивост	N;SG	N;INDF;FEM;SG
ketahanan	съпротивление	ketahanan	съпротивление	N;SG	N;INDF;NEUT;SG
beku	глазура	beku	глазура	N;SG	N;INDF;FEM;SG
beku	фрост	beku	фрост	N;SG	N;INDF;MASC;SG
desktop	desktop	desktop	desktop	N;SG	N;INDF;MASC;SG
metabolisme	метаболизма	metabolisme	метаболизъм	N;SG	N;DEF;MASC;SG
metabolisme	метаболизъм	metabolisme	метаболизъм	N;SG	N;INDF;MASC;SG
surel	поща	surel	поща	N	N;INDF;FEM;SG
surel	имейл	surel	имейл	N	N;INDF;MASC;SG
surel	имейли	surel	имейля	N	N;INDF;MASC;PL
surel	мейли	surel	мяй	N	N;INDF;FEM;PL
diakhiri	прекъсната	diakhiri	прекъсна-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
diakhiri	прекратен	diakhiri	прекратя	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
diakhiri	прекратена	diakhiri	прекратя	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
diakhiri	прекратено	diakhiri	прекратя	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
tren	тенденция	tren	тенденция	N;SG	N;INDF;FEM;SG
perusak	унищожител	penrusak	унищожител	N;SG	N;INDF;MASC;SG
perusak	разрушител	penrusak	разрушител	N;SG	N;INDF;MASC;SG
aluminium	алуминий	aluminium	алуминий	N;SG	N;INDF;MASC;SG
aluminium	алуминий	aluminium	алуминий	N;SG	N;INDF;MASC;SG
ranah	области	ranah	област	N	N;INDF;FEM;PL
ranah	владение	ranah	владение	N	N;INDF;NEUT;SG
ranah	домейн	ranah	домейн	N	N;INDF;MASC;SG
natrium	натрий	natrium	натрий	N	N;INDF;MASC;SG
natrium	натриев	natrium	натриев	N	N;INDF;MASC;SG
banteng	бик	banteng	бика	N;SG	N;INDF;MASC;SG
banteng	бул	banteng	бул	N;SG	N;INDF;MASC;SG
turbin	турбина	turbin	турбина	N;SG	N;INDF;FEM;SG
kabin	хижи	kabin	хижа	N	N;INDF;FEM;PL
kabin	бунгало	kabin	бунгало	N	N;INDF;NEUT;SG
kabin	хижа	kabin	хижа	N	N;INDF;FEM;SG
kabin	каюта	kabin	кают	N	N;INDF;FEM;SG
kabin	кабина	kabin	кабина	N	N;INDF;FEM;SG
kabin	колиба	kabin	колиб	N	N;INDF;FEM;SG
kabin	хижата	kabin	хижа	N	N;DEF;FEM;SG
kabin	каюта	kabin	кают	N	N;INDF;FEM;SG
shogun	шогун	shogun	шогун	N	N;INDF;MASC;SG
gencatan	примирие	gencatan	примирие	N;SG	N;INDF;NEUT;SG
hyundai	хюндай	hyundai	хюндам	N	N;INDF;MASC;SG
daur	цикъл	daur	цикъл	N;SG	N;INDF;MASC;SG
daur	цикъла	daur	цикъл	N;SG	N;DEF;MASC;SG
komputasi	изчисляване	komputasi	изчисляване	N;SG	N;INDF;NEUT;SG
komputasi	изчисление	komputasi	изчисление	N;SG	N;INDF;NEUT;SG
piramida	пирамида	piramida	пирамида	N	N;INDF;FEM;SG
piramida	пирамиди	piramida	пирамида	N	N;INDF;MASC;PL
piramida	пирамидите	piramida	пирамида	N	N;DEF;MASC;PL
piramida	пирамиди	piramida	пирамида	N	N;INDF;MASC;PL
semut	мравка	semut	мравка	N;SG	N;INDF;FEM;SG
percetakan	печат	percetakan	печат	N;SG	N;INDF;MASC;SG
percetakan	печатане	percetakan	печатане	N;SG	N;INDF;NEUT;SG
percetakan	отпечатване	percetakan	отпечатване	N;SG	N;INDF;NEUT;SG
percetakan	принтера	percetakan	принтер	N;SG	N;DEF;MASC;SG
percetakan	принтер	percetakan	принтер	N;SG	N;INDF;MASC;SG
denominasi	наименование	denominasi	наименование	N;SG	N;INDF;NEUT;SG
motivasi	мотивация	motivasi	мотивация	N;SG	N;INDF;FEM;SG
teknisi	техник	teknisi	техник	N;SG	N;INDF;MASC;SG
teknisi	инжинер	teknisi	инжинер	N;SG	N;INDF;MASC;SG
teknisi	инженер	teknisi	инженер	N;SG	N;INDF;MASC;SG
indikator	индикатор	indikator	индикатор	N;SG	N;INDF;MASC;SG
indikator	показател	indikator	показател	N;SG	N;INDF;MASC;SG
helium	хелий	helium	хелий	N	N;INDF;MASC;SG
kemarahan	гняв	kemarahan	гняв	N;SG	N;INDF;MASC;SG
kemarahan	ярост	kemarahan	ярост	N;SG	N;INDF;FEM;SG
kemarahan	фюри	kemarahan	фюри	N;SG	N;INDF;MASC;SG
kemarahan	възмущение	kemarahan	възмущение	N;SG	N;INDF;NEUT;SG
kemarahan	ярост	kemarahan	ярост	N;SG	N;INDF;FEM;SG
kemarahan	гняв	kemarahan	гняв	N;SG	N;INDF;MASC;SG
notaris	нотариус	notaris	нотариус	N	N;INDF;MASC;SG
pembeli	купувач	penbeli	купувач	N;SG	N;INDF;MASC;SG
pembeli	купувача	penbeli	купувач	N;SG	N;DEF;MASC;SG
mengobati	лекувам	menobati	лекувам	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
sunting	редактиране	sunting	редактиране	N	N;INDF;NEUT;SG
sunting	редакции	sunting	редакция	N	N;INDF;FEM;PL
taat	послушен	taat	послушен	ADJ;SG	ADJ;INDF;MASC;SG
taat	послушна	taat	послушен	ADJ;SG	ADJ;INDF;FEM;SG
kuna	куна	kuna	куна	N	N;INDF;FEM;SG
stasi	щази	stasi	щаз	N	N;INDF;MASC;PL
kehamilan	бременност	kehamilan	бременност	N;SG	N;INDF;FEM;SG
usman	усман	usman	усман	N;SG	N;INDF;MASC;SG
balas	отговори	balas	отговоря	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
emisi	емисия	emisi	емисия	N;SG	N;INDF;FEM;SG
keberanian	смелост	keberanian	смелост	N;SG	N;INDF;FEM;SG
keberanian	кураж	keberanian	кураж	N;SG	N;INDF;MASC;SG
keberanian	дързост	keberanian	дързост	N;SG	N;INDF;FEM;SG
keberanian	смелост	keberanian	смелост	N;SG	N;INDF;FEM;SG
keberanian	храброст	keberanian	храброст	N;SG	N;INDF;FEM;SG
sekte	култ	sekte	култ	N	N;INDF;MASC;SG
sekte	секта	sekte	сект	N	N;INDF;FEM;SG
sekte	секта	sekte	сект	N	N;INDF;FEM;SG
sekte	сектата	sekte	секти	N	N;DEF;FEM;SG
sekte	секти	sekte	сект	N	N;INDF;MASC;PL
melodi	мелъди	melodi	мелъд	N;SG	N;INDF;MASC;SG
melodi	мелодия	melodi	мелодия	N;SG	N;INDF;FEM;SG
tangki	танкер	tangki	танкер	N;SG	N;INDF;MASC;SG
tangki	цистерна	tangki	цистерна	N;SG	N;INDF;FEM;SG
tangki	резервоар	tangki	резервоар	N;SG	N;INDF;MASC;SG
tangki	танк	tangki	танк	N;SG	N;INDF;MASC;SG
tangki	цистерна	tangki	цистерна	N;SG	N;INDF;FEM;SG
saingan	съперник	saingan	съперник	N;SG	N;INDF;MASC;SG
antologi	антология	antologi	антология	N	N;INDF;FEM;SG
fluida	течност	fluida	течност	N	N;INDF;FEM;SG
