категория	類別	категория	類別	N;INDF;FEM;SG	N
фантастика	虛構	фантастика	虛構	N;INDF;FEM;SG	N
фантастика	小說	фантастика	小說	N;INDF;FEM;SG	N
родината	祖國	родина	祖國	N;DEF;FEM;SG	N
теории	理論	теория	理論	N;INDF;FEM;PL	N
гражданин	市民	гражданин	市民	N;INDF;MASC;SG	N
гражданин	公民	гражданин	公民	N;INDF;MASC;SG	N
доброволец	義工	доброволец	義工	N;INDF;MASC;SG	N
куче	犬	куче	犬	N;INDF;NEUT;SG	N
куче	狗	куче	狗	N;INDF;NEUT;SG	N
климатът	氣候	климат	氣候	N;DEF;MASC;SG	N
премиерата	首映	премиера	首映	N;DEF;FEM;SG	N
предмет	天體	предмет	天體	N;INDF;MASC;SG	N
предмет	物件	предмет	物件	N;INDF;MASC;SG	N
продукция	輸出	продукция	輸出	N;INDF;FEM;SG	N
продукция	產量	продукция	產量	N;INDF;FEM;SG	N
програмиране	程式	програмиране	程式	N;INDF;NEUT;SG	N
защитени	保護	защитя	保護	V;PFV;INDF;PL;V.PTCP;PASS	V
автомобил	車	автомобил	車	N;INDF;MASC;SG	N
автомобил	汽車	автомобил	汽車	N;INDF;MASC;SG	N
автомобил	車輛	автомобил	車輛	N;INDF;MASC;SG	N
кръвта	血液	кръв	血液	N;DEF;FEM;SG	N
кръвта	血	кръв	血	N;DEF;FEM;SG	N
кръвта	血跡	кръв	血跡	N;DEF;FEM;SG	N
кръвта	鮮血	кръв	鮮血	N;DEF;FEM;SG	N
прието	接受	приема	接受	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V
господар	主人	господар	主人	N;INDF;MASC;SG	N
господар	大師	господар	大師	N;INDF;MASC;SG	N
господар	師父	господар	師父	N;INDF;MASC;SG	N
господар	師傅	господар	師傅	N;INDF;MASC;SG	N
сребърен	銀色	сребърен	銀色	N;INDF;MASC;SG	N
сребърен	銀	сребърен	銀	N;INDF;MASC;SG	N
мащаб	比例尺	мащаб	比例尺	N;INDF;MASC;SG	N
мащаб	規模	мащаб	規模	N;INDF;MASC;SG	N
ръст	身高	ръст	身高	N;INDF;MASC;SG	N
ръст	高度	ръст	高度	N;INDF;MASC;SG	N
сътрудник	協理	сътрудник	協理	N;INDF;MASC;SG	N
корабите	船隻	кораб	船隻	N;DEF;MASC;PL	N
корабите	船舶	кораб	船舶	N;DEF;MASC;PL	N
тел	電線	тел	電線	N;INDF;FEM;SG	N
тел	鋼絲	тел	鋼絲	N;INDF;FEM;SG	N
тел	鐵絲	тел	鐵絲	N;INDF;FEM;SG	N
вяра	信仰	вяра	信仰	N;INDF;FEM;SG	N
вяра	信心	вяра	信心	N;INDF;FEM;SG	N
вяра	信念	вяра	信念	N;INDF;FEM;SG	N
киното	電影	кино	電影	N;DEF;NEUT;SG	N
киното	電影	кино	電影	N;DEF;NEUT;SG	N
киното	戲院	кино	戲院	N;DEF;NEUT;SG	N
изложба	展覽	изложба	展覽	N;INDF;FEM;SG	N
изложба	展品	изложба	展品	N;INDF;FEM;SG	N
изложба	展覽	изложба	展覽	N;INDF;FEM;SG	N
изложба	展	изложба	展	N;INDF;FEM;SG	N
изложба	展覽	изложба	展覽	N;INDF;FEM;SG	N
конгреса	國會	конгрес	國會	N;DEF;MASC;SG	N
пещера	山洞	пещера	山洞	N;INDF;FEM;SG	N
пещера	洞穴	пещера	洞穴	N;INDF;FEM;SG	N
плато	高原	плато	高原	N;INDF;NEUT;SG	N
грешки	錯誤	грешка	錯誤	N;INDF;FEM;PL	N
грешки	失誤	грешка	失誤	N;INDF;FEM;PL	N
насекоми	昆蟲	насекомя	昆蟲	N;INDF;MASC;PL	N
насекоми	昆蟲	насекомя	昆蟲	N;INDF;MASC;PL	N
насекоми	蟲子	насекомя	蟲子	N;INDF;MASC;PL	N
насекоми	臭蟲	насекомя	臭蟲	N;INDF;MASC;PL	N
племето	部族	племе	部族	N;DEF;NEUT;SG	N
племето	部落	племе	部落	N;DEF;NEUT;SG	N
рали	集會	рали	集會	N;INDF;NEUT;SG	N
вкус	味道	вкус	味道	N;INDF;MASC;SG	N
вкус	味覺	вкус	味覺	N;INDF;MASC;SG	N
вкус	品味	вкус	品味	N;INDF;MASC;SG	N
вкус	味道	вкус	味道	N;INDF;MASC;SG	N
вкус	口味	вкус	口味	N;INDF;MASC;SG	N
вкус	品味	вкус	品味	N;INDF;MASC;SG	N
вкус	味	вкус	味	N;INDF;MASC;SG	N
вкус	風味	вкус	風味	N;INDF;MASC;SG	N
температури	氣溫	температура	氣溫	N;INDF;FEM;PL	N
температури	溫度	температура	溫度	N;INDF;FEM;PL	N
принципи	原則	принцип	原則	N;INDF;MASC;PL	N
загубата	虧損	загуба	虧損	N;DEF;FEM;SG	N
загубата	損失	загуба	損失	N;DEF;FEM;SG	N
богата	豐富	богат	豐富	ADJ;INDF;FEM;SG	ADJ
богата	富裕	богат	富裕	ADJ;INDF;FEM;SG	ADJ
властите	當局	власт	當局	N;DEF;FEM;PL	N
месеци	月	месец	月	N;INDF;MASC;PL	N
месеци	月份	месец	月份	N;INDF;MASC;PL	N
сума	總和	сума	總和	N;INDF;FEM;SG	N
сума	金額	сума	金額	N;INDF;FEM;SG	N
сума	款額	сума	款額	N;INDF;FEM;SG	N
сума	數額	сума	數額	N;INDF;FEM;SG	N
поражение	敗	поражение	敗	N;INDF;NEUT;SG	N
драматург	劇作家	драматург	劇作家	N;INDF;MASC;SG	N
богат	豐富	богат	豐富	ADJ;INDF;MASC;SG	ADJ
богат	富裕	богат	富裕	ADJ;INDF;MASC;SG	ADJ
ген	基因	генерал	基因	N;INDF;MASC;SG	N
минало	過往	минало	過往	N;INDF;NEUT;SG	N
минало	過去	минало	過去	N;INDF;NEUT;SG	N
състоянието	條件	състояние	條件	N;DEF;NEUT;SG	N
състоянието	狀況	състояние	狀況	N;DEF;NEUT;SG	N
желанието	願望	желание	願望	N;DEF;NEUT;SG	N
желанието	慾望	желание	慾望	N;DEF;NEUT;SG	N
извори	彈簧	извор	彈簧	N;INDF;MASC;PL	N
минута	分鐘	минута	分鐘	N;INDF;FEM;SG	N
признание	懺悔	признание	懺悔	N;INDF;NEUT;SG	N
проверка	支票	проверка	支票	N;INDF;FEM;SG	N
апостол	使徒	апостол	使徒	N;INDF;MASC;SG	N
канали	頻道	канал	頻道	N;INDF;MASC;PL	N
канали	渠道	канал	渠道	N;INDF;MASC;PL	N
колони	支柱	колона	支柱	N;INDF;FEM;PL	N
колони	界	колона	界	N;INDF;FEM;PL	N
колони	欄	колона	欄	N;INDF;FEM;PL	N
мляко	乳	мляко	乳	N;INDF;NEUT;SG	N
мляко	牛奶	мляко	牛奶	N;INDF;NEUT;SG	N
мляко	奶	мляко	奶	N;INDF;NEUT;SG	N
братовчед	表姐	братовчед	表姐	N;INDF;MASC;SG	N
братовчед	表妹	братовчед	表妹	N;INDF;MASC;SG	N
братовчед	表弟	братовчед	表弟	N;INDF;MASC;SG	N
братовчед	表哥	братовчед	表哥	N;INDF;MASC;SG	N
квалификациите	資歷	квалификация	資歷	N;DEF;FEM;PL	N
липсва	缺少	липсвам	缺少	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
липсва	失蹤	липсвам	失蹤	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
липсва	遺失	липсвам	遺失	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
марки	品牌	марка	品牌	N;INDF;FEM;PL	N
марки	郵票	марка	郵票	N;INDF;FEM;PL	N
марки	標記	марка	標記	N;INDF;FEM;PL	N
проход	通道	проход	通道	N;INDF;MASC;SG	N
серии	系列	серия	系列	N;INDF;FEM;PL	N
редактиране	編輯	редактиране	編輯	N;INDF;NEUT;SG	N
редактиране	剪輯	редактиране	剪輯	N;INDF;NEUT;SG	N
редактиране	編輯	редактиране	編輯	N;INDF;NEUT;SG	N
ток	電流	ток	電流	N;INDF;MASC;SG	N
ток	現任	ток	現任	N;INDF;MASC;SG	N
ток	目前	ток	目前	N;INDF;MASC;SG	N
ток	電力	ток	電力	N;INDF;MASC;SG	N
ток	電	ток	電	N;INDF;MASC;SG	N
режисьори	董事	режисьор	董事	N;INDF;MASC;PL	N
телевизията	電視	телевизия	電視	N;DEF;FEM;SG	N
телевизията	電視	телевизия	電視	N;DEF;FEM;SG	N
телевизията	電視	телевизия	電視	N;DEF;FEM;SG	N
заболяване	病	заболяване	病	N;INDF;NEUT;SG	N
заболяване	疾病	заболяване	疾病	N;INDF;NEUT;SG	N
заболяване	病	заболяване	病	N;INDF;NEUT;SG	N
заболяване	疾病	заболяване	疾病	N;INDF;NEUT;SG	N
папата	教皇	папа	教皇	N;DEF;MASC;SG	N
папата	教宗	папа	教宗	N;DEF;MASC;SG	N
мандат	任期	мандат	任期	N;INDF;MASC;SG	N
мандат	術語	мандат	術語	N;INDF;MASC;SG	N
мандат	學期	мандат	學期	N;INDF;MASC;SG	N
мандат	任期	мандат	任期	N;INDF;MASC;SG	N
гласове	選票	глас	選票	N;INDF;MASC;PL	N
родители	父母	родител	父母	N;INDF;MASC;PL	N
родители	父母	родител	父母	N;INDF;MASC;PL	N
родители	家長	родител	家長	N;INDF;MASC;PL	N
колона	柱	колона	柱	N;INDF;FEM;SG	N
колона	專欄	колона	專欄	N;INDF;FEM;SG	N
колона	欄	колона	欄	N;INDF;FEM;SG	N
музеи	博物	музей	博物	N;INDF;MASC;PL	N
спътник	衛星	спътник	衛星	N;INDF;MASC;SG	N
спътник	伴侶	спътник	伴侶	N;INDF;MASC;SG	N
легендата	傳奇	легенда	傳奇	N;DEF;FEM;SG	N
технология	技術	технология	技術	N;INDF;FEM;SG	N
технология	科技	технология	科技	N;INDF;FEM;SG	N
духовници	神職	духовник	神職	N;INDF;MASC;PL	N
арена	舞台	арена	舞台	N;INDF;FEM;SG	N
арена	體育	арена	體育	N;INDF;FEM;SG	N
изложби	展覽	изложба	展覽	N;INDF;FEM;PL	N
изложби	展覽	изложба	展覽	N;INDF;FEM;PL	N
поток	流	поток	流	N;INDF;MASC;SG	N
поток	流程	поток	流程	N;INDF;MASC;SG	N
поток	流動	поток	流動	N;INDF;MASC;SG	N
поток	流量	поток	流量	N;INDF;MASC;SG	N
поток	流	поток	流	N;INDF;MASC;SG	N
поток	溪流	поток	溪流	N;INDF;MASC;SG	N
комбинация	組合	комбинация	組合	N;INDF;FEM;SG	N
комбинация	套	комбинация	套	N;INDF;FEM;SG	N
количества	數量	количество	數量	N;INDF;NEUT;PL	N
брака	婚姻	брак	婚姻	N;DEF;MASC;SG	N
градуса	學位	градус	學位	N;DEF;MASC;SG	N
градуса	度	градус	度	N;DEF;MASC;SG	N
лято	夏日	лято	夏日	N;INDF;NEUT;SG	N
лято	夏季	лято	夏季	N;INDF;NEUT;SG	N
лято	暑假	лято	暑假	N;INDF;NEUT;SG	N
лято	夏天	лято	夏天	N;INDF;NEUT;SG	N
спорове	爭端	спор	爭端	N;INDF;MASC;PL	N
спорове	糾紛	спор	糾紛	N;INDF;MASC;PL	N
спорове	爭議	спор	爭議	N;INDF;MASC;PL	N
спорове	爭議	спор	爭議	N;INDF;MASC;PL	N
спорове	論證	спор	論證	N;INDF;MASC;PL	N
спорове	參數	спор	參數	N;INDF;MASC;PL	N
спорове	論點	спор	論點	N;INDF;MASC;PL	N
крака	英尺	крак	英尺	N;INDF;MASC;PL	N
крака	腳	крак	腳	N;INDF;MASC;PL	N
крака	腿	крак	腿	N;INDF;MASC;PL	N
крака	腿	крак	腿	N;INDF;MASC;PL	N
определяне	決心	определяне	決心	N;INDF;NEUT;SG	N
миг	時刻	миг	時刻	N;INDF;MASC;SG	N
къп	盃	къп	盃	N;INDF;MASC;SG	N
къп	杯	къп	杯	N;INDF;MASC;SG	N
къп	杯子	къп	杯子	N;INDF;MASC;SG	N
сигнал	訊號	сигнал	訊號	N;INDF;MASC;SG	N
библиотеката	圖書	библиотека	圖書	N;DEF;FEM;SG	N
изкуствата	藝術	изкуство	藝術	N;DEF;NEUT;PL	N
горите	森林	гора	森林	N;DEF;FEM;PL	N
звук	聲音	звук	聲音	N;INDF;MASC;SG	N
звук	音效	звук	音效	N;INDF;MASC;SG	N
звук	音訊	звук	音訊	N;INDF;MASC;SG	N
съставен	復合	съставя	復合	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V
съставен	編譯	съставя	編譯	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V
събота	星期	събота	星期	N;INDF;FEM;SG	N
събота	週六	събота	週六	N;INDF;FEM;SG	N
използвано	使用	използвам	使用	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	V
работници	工人	работник	工人	N;INDF;MASC;PL	N
писане	寫作	писане	寫作	N;INDF;NEUT;SG	N
използвайки	使用	използвам	使用	V;IPFV;IMP;SG;2;FIN	V
притоци	支流	приток	支流	N;INDF;MASC;PL	N
огромен	巨大	огромен	巨大	ADJ;INDF;MASC;SG	ADJ
императрица	皇后	императрица	皇后	N;INDF;FEM;SG	N
редовно	經常	редовно	經常	ADV	ADV
истински	真實	истински	真實	ADJ;INDF;MASC;SG	ADJ
математик	數學	математик	數學	N;INDF;MASC;SG	N
времетраене	期限	времетраене	期限	N;INDF;NEUT;SG	N
записи	紀錄	запис	紀錄	N;INDF;MASC;PL	N
записи	條目	запис	條目	N;INDF;MASC;PL	N
резиденция	住宅	резиденция	住宅	N;INDF;FEM;SG	N
резиденция	居所	резиденция	居所	N;INDF;FEM;SG	N
възраждане	復興	възраждане	復興	N;INDF;NEUT;SG	N
възраждане	文藝	възраждане	文藝	N;INDF;NEUT;SG	N
възраждане	復興	възраждане	復興	N;INDF;NEUT;SG	N
възраждане	振興	възраждане	振興	N;INDF;NEUT;SG	N
завършен	完成	завърша	完成	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V
завършен	完成	завърша	完成	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V
шахмат	象棋	шахмат	象棋	N;INDF;MASC;SG	N
шахмат	西洋	шахмат	西洋	N;INDF;MASC;SG	N
колекция	收藏	колекция	收藏	N;INDF;FEM;SG	N
болест	病	болест	病	N;INDF;FEM;SG	N
болест	疾病	болест	疾病	N;INDF;FEM;SG	N
болест	病	болест	病	N;INDF;FEM;SG	N
болест	疾病	болест	疾病	N;INDF;FEM;SG	N
болест	病	болест	病	N;INDF;FEM;SG	N
болест	疾病	болест	疾病	N;INDF;FEM;SG	N
запазена	預留	запазя-(се)	預留	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V
запазена	保留	запазя-(се)	保留	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V
сол	食鹽	сол	食鹽	N;INDF;FEM;SG	N
сол	鹽	сол	鹽	N;INDF;FEM;SG	N
комедия	喜劇	комедия	喜劇	N;INDF;FEM;SG	N
професия	職業	професия	職業	N;INDF;FEM;SG	N
професия	專業	професия	專業	N;INDF;FEM;SG	N
професия	職業	професия	職業	N;INDF;FEM;SG	N
птиците	鳥類	птица	鳥類	N;DEF;MASC;PL	N
птиците	鳥	птица	鳥	N;DEF;MASC;PL	N
птиците	鳥兒	птица	鳥兒	N;DEF;MASC;PL	N
медали	獎章	медал	獎章	N;INDF;MASC;PL	N
медали	勳章	медал	勳章	N;INDF;MASC;PL	N
медали	獎牌	медал	獎牌	N;INDF;MASC;PL	N
вила	別墅	вила	別墅	N;INDF;FEM;SG	N
чети	閱讀	чета	閱讀	N;INDF;FEM;PL	N
редки	稀有	редка	稀有	N;INDF;FEM;PL	N
редки	罕見	редка	罕見	N;INDF;FEM;PL	N
параметри	參數	параметър	參數	N;INDF;MASC;PL	N
корона	冠	корон	冠	N;INDF;FEM;SG	N
корона	皇冠	корон	皇冠	N;INDF;FEM;SG	N
корона	日冕	корон	日冕	N;INDF;FEM;SG	N
корона	冕	корон	冕	N;INDF;FEM;SG	N
максимална	最大	максимален	最大	ADJ;INDF;FEM;SG	ADJ
максимална	最大	максимален	最大	ADJ;INDF;FEM;SG	ADJ
колежа	學院	колеж	學院	N;DEF;MASC;SG	N
колежа	書院	колеж	書院	N;DEF;MASC;SG	N
колежа	大學	колеж	大學	N;DEF;MASC;SG	N
огромна	巨大	огромен	巨大	ADJ;INDF;FEM;SG	ADJ
губят	輸	губя-(се)	輸	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
плочи	紀錄	плоча-(се)	紀錄	N;INDF;FEM;PL	N
плочи	板	плоча-(се)	板	N;INDF;FEM;PL	N
легион	軍團	легион	軍團	N;INDF;MASC;SG	N
хижа	船艙	хижа	船艙	N;INDF;FEM;SG	N
хижа	客艙	хижа	客艙	N;INDF;FEM;SG	N
хижа	機艙	хижа	機艙	N;INDF;FEM;SG	N
животът	生命	живот	生命	N;DEF;MASC;SG	N
животът	人生	живот	人生	N;DEF;MASC;SG	N
арсенал	武庫	арсенал	武庫	N;INDF;MASC;SG	N
варианти	變體	вариант	變體	N;INDF;MASC;PL	N
копие	長矛	копие	長矛	N;INDF;NEUT;SG	N
копие	矛	копие	矛	N;INDF;NEUT;SG	N
истината	真理	истина	真理	N;DEF;FEM;SG	N
истината	事實	истина	事實	N;DEF;FEM;SG	N
истината	真相	истина	真相	N;DEF;FEM;SG	N
корпуса	船體	корпус	船體	N;DEF;MASC;SG	N
заменен	取代	заменя	取代	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V
ситуация	情況	ситуация	情況	N;INDF;FEM;SG	N
ефекти	特效	ефект	特效	N;INDF;MASC;PL	N
ефекти	效應	ефект	效應	N;INDF;MASC;PL	N
ефекти	效果	ефект	效果	N;INDF;MASC;PL	N
валентин	情人	валентин	情人	N;INDF;MASC;SG	N
кон	馬	кон	馬	N;INDF;MASC;SG	N
кон	馬匹	кон	馬匹	N;INDF;MASC;SG	N
яйца	蛋	яйце	蛋	N;INDF;NEUT;PL	N
яйца	雞蛋	яйце	雞蛋	N;INDF;NEUT;PL	N
яйца	卵	яйце	卵	N;INDF;NEUT;PL	N
яйца	蛋	яйце	蛋	N;INDF;NEUT;PL	N
яйца	雞蛋	яйце	雞蛋	N;INDF;NEUT;PL	N
компютри	電子	компютър	電子	N;INDF;MASC;PL	N
компютри	電腦	компютър	電腦	N;INDF;MASC;PL	N
пристанището	埠	пристанище	埠	N;DEF;NEUT;SG	N
пристанището	港口	пристанище	港口	N;DEF;NEUT;SG	N
боя	畫	бой	畫	N;INDF;FEM;SG	N
боя	油漆	бой	油漆	N;INDF;FEM;SG	N
боя	顏料	бой	顏料	N;INDF;FEM;SG	N
боя	染料	бой	染料	N;INDF;FEM;SG	N
боя	染	бой	染	N;INDF;FEM;SG	N
щаба	總部	щаб	總部	N;DEF;MASC;SG	N
спор	爭議	спор	爭議	N;INDF;MASC;SG	N
спор	論證	спор	論證	N;INDF;MASC;SG	N
спор	論據	спор	論據	N;INDF;MASC;SG	N
спор	論點	спор	論點	N;INDF;MASC;SG	N
спор	爭端	спор	爭端	N;INDF;MASC;SG	N
спор	糾紛	спор	糾紛	N;INDF;MASC;SG	N
спор	爭議	спор	爭議	N;INDF;MASC;SG	N
земеделие	農耕	земеделие	農耕	N;INDF;NEUT;SG	N
земеделие	耕作	земеделие	耕作	N;INDF;NEUT;SG	N
земеделие	務	земеделие	務	N;INDF;NEUT;SG	N
земеделие	農業	земеделие	農業	N;INDF;NEUT;SG	N
земеделие	農業	земеделие	農業	N;INDF;NEUT;SG	N
жертва	犧牲	жертва	犧牲	N;INDF;FEM;SG	N
жертва	死者	жертва	死者	N;INDF;FEM;SG	N
дъното	下方	дъно	下方	N;DEF;NEUT;SG	N
дъното	底	дъно	底	N;DEF;NEUT;SG	N
дъното	底部	дъно	底部	N;DEF;NEUT;SG	N
дъното	底下	дъно	底下	N;DEF;NEUT;SG	N
цифри	位	цифра	位	N;INDF;FEM;PL	N
цифри	數字	цифра	數字	N;INDF;FEM;PL	N
цифри	數字	цифра	數字	N;INDF;FEM;PL	N
спортове	體育	спорт	體育	N;INDF;MASC;PL	N
спортове	運動	спорт	運動	N;INDF;MASC;PL	N
писма	信	писмо	信	N;INDF;NEUT;PL	N
писма	字母	писмо	字母	N;INDF;NEUT;PL	N
писма	信件	писмо	信件	N;INDF;NEUT;PL	N
сестри	姐妹	сестра	姐妹	N;INDF;FEM;PL	N
сестри	姊妹	сестра	姊妹	N;INDF;FEM;PL	N
разликата	差額	разлика	差額	N;DEF;FEM;SG	N
разликата	區別	разлика	區別	N;DEF;FEM;SG	N
разликата	差別	разлика	差別	N;DEF;FEM;SG	N
разликата	差異	разлика	差異	N;DEF;FEM;SG	N
договори	合約	договор	合約	N;INDF;MASC;PL	N
договори	合同	договор	合同	N;INDF;MASC;PL	N
личността	人格	личност	人格	N;DEF;FEM;SG	N
личността	性格	личност	性格	N;DEF;FEM;SG	N
личността	個性	личност	個性	N;DEF;FEM;SG	N
образ	影象	образ	影象	N;INDF;MASC;SG	N
образ	影像	образ	影像	N;INDF;MASC;SG	N
образ	圖片	образ	圖片	N;INDF;MASC;SG	N
небето	天國	небе	天國	N;DEF;NEUT;SG	N
небето	天堂	небе	天堂	N;DEF;NEUT;SG	N
небето	天空	небе	天空	N;DEF;NEUT;SG	N
огромни	巨大	огромен	巨大	ADJ;INDF;PL	ADJ
характеристика	特性	характеристика	特性	N;INDF;FEM;SG	N
характеристика	特點	характеристика	特點	N;INDF;FEM;SG	N
характеристика	特徵	характеристика	特徵	N;INDF;FEM;SG	N
характеристика	功能	характеристика	功能	N;INDF;FEM;SG	N
характеристика	特色	характеристика	特色	N;INDF;FEM;SG	N
характеристика	特徵	характеристика	特徵	N;INDF;FEM;SG	N
звука	聲音	звук	聲音	N;DEF;MASC;SG	N
звука	音效	звук	音效	N;DEF;MASC;SG	N
млада	年輕	млад	年輕	ADJ;INDF;FEM;SG	ADJ
камера	鏡頭	камера	鏡頭	N;INDF;FEM;SG	N
камера	相機	камера	相機	N;INDF;FEM;SG	N
съобщения	訊息	съобщение	訊息	N;INDF;NEUT;PL	N
съобщения	信件	съобщение	信件	N;INDF;NEUT;PL	N
завършил	畢業	завърша	畢業	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	V
фактор	因子	фактор	因子	N;INDF;MASC;SG	N
фактор	因數	фактор	因數	N;INDF;MASC;SG	N
бъдещето	今後	бъдеще	今後	N;DEF;NEUT;SG	N
бъдещето	將來	бъдеще	將來	N;DEF;NEUT;SG	N
бъдещето	未來	бъдеще	未來	N;DEF;NEUT;SG	N
стената	壁	стена	壁	N;DEF;FEM;SG	N
стената	牆壁	стена	牆壁	N;DEF;FEM;SG	N
стената	圍牆	стена	圍牆	N;DEF;FEM;SG	N
стената	牆	стена	牆	N;DEF;FEM;SG	N
домакин	主機	домакин	主機	N;INDF;MASC;SG	N
лед	冰塊	лед	冰塊	N;INDF;MASC;SG	N
лед	冰	лед	冰	N;INDF;MASC;SG	N
стойности	價值	стойност	價值	N;INDF;FEM;PL	N
стойности	價值	стойност	價值	N;INDF;FEM;PL	N
стойности	數值	стойност	數值	N;INDF;FEM;PL	N
стойности	值	стойност	值	N;INDF;FEM;PL	N
основание	基礎	основание	基礎	N;INDF;NEUT;SG	N
аудио	音訊	аудио	音訊	N;INDF;NEUT;SG	N
светилище	神社	светилище	神社	N;INDF;NEUT;SG	N
демокрация	民主	демокрация	民主	N;INDF;FEM;SG	N
артилерия	大炮	артилерия	大炮	N;INDF;FEM;SG	N
артилерия	火炮	артилерия	火炮	N;INDF;FEM;SG	N
артилерия	炮兵	артилерия	炮兵	N;INDF;FEM;SG	N
полето	欄位	поле	欄位	N;DEF;NEUT;SG	N
планета	行星	планета	行星	N;INDF;FEM;SG	N
планета	星球	планета	星球	N;INDF;FEM;SG	N
масло	奶油	масло	奶油	N;INDF;NEUT;SG	N
масло	黃油	масло	黃油	N;INDF;NEUT;SG	N
масло	牛油	масло	牛油	N;INDF;NEUT;SG	N
масло	油	масло	油	N;INDF;NEUT;SG	N
масло	石油	масло	石油	N;INDF;NEUT;SG	N
масло	機油	масло	機油	N;INDF;NEUT;SG	N
понятие	構想	понятие	構想	N;INDF;NEUT;SG	N
понятие	概念	понятие	概念	N;INDF;NEUT;SG	N
понятие	理念	понятие	理念	N;INDF;NEUT;SG	N
сложни	複雜	сложен	複雜	ADJ;INDF;PL	ADJ
сложни	複雜	сложен	複雜	ADJ;INDF;PL	ADJ
познати	熟悉	познат	熟悉	ADJ;INDF;PL	ADJ
умения	技能	умение	技能	N;INDF;NEUT;PL	N
умения	技藝	умение	技藝	N;INDF;NEUT;PL	N
умения	技巧	умение	技巧	N;INDF;NEUT;PL	N
умения	技能	умение	技能	N;INDF;NEUT;PL	N
феновете	粉絲	фен	粉絲	N;DEF;MASC;PL	N
компютър	電腦	компютър	電腦	N;INDF;MASC;SG	N
сърце	心	сърце	心	N;INDF;NEUT;SG	N
сърце	心臟	сърце	心臟	N;INDF;NEUT;SG	N
дивизии	師團	дивизия	師團	N;INDF;FEM;PL	N
соленост	鹽度	соленост	鹽度	N;INDF;FEM;SG	N
частен	私人	частен	私人	ADJ;INDF;MASC;SG	ADJ
опасност	危害	опасност	危害	N;INDF;FEM;SG	N
опасност	危險	опасност	危險	N;INDF;FEM;SG	N
купи	購買	купя	購買	V;PFV;IMP;SG;3;PST;FIN;ACT	V
купи	買	купя	買	V;PFV;IMP;SG;3;PST;FIN;ACT	V
завърши	完成	завърша	完成	V;PFV;IND;SG;3;PST;FIN;ACT	V
завърши	畢業	завърша	畢業	V;PFV;IND;SG;3;PST;FIN;ACT	V
реклама	商用	реклама	商用	N;INDF;FEM;SG	N
реклама	商事	реклама	商事	N;INDF;FEM;SG	N
реклама	商業	реклама	商業	N;INDF;FEM;SG	N
реклама	廣告	реклама	廣告	N;INDF;FEM;SG	N
реклама	廣告	реклама	廣告	N;INDF;FEM;SG	N
фирми	公司	фирма	公司	N;INDF;FEM;PL	N
търговци	商人	търговец	商人	N;INDF;MASC;PL	N
търговци	商家	търговец	商家	N;INDF;MASC;PL	N
дрехи	服裝	дреха	服裝	N;INDF;FEM;PL	N
дрехи	衣物	дреха	衣物	N;INDF;FEM;PL	N
дрехи	衣服	дреха	衣服	N;INDF;FEM;PL	N
дрехи	服裝	дреха	服裝	N;INDF;FEM;PL	N
дрехи	衣物	дреха	衣物	N;INDF;FEM;PL	N
дрехи	衣服	дреха	衣服	N;INDF;FEM;PL	N
сайтове	網站	сайт	網站	N;INDF;MASC;PL	N
събрани	收集	събера-(се)	收集	V;PFV;INDF;PL;V.PTCP;PASS	V
рид	簧片	рид	簧片	N;INDF;MASC;SG	N
кулата	塔	кула	塔	N;DEF;FEM;SG	N
кулата	塔台	кула	塔台	N;DEF;FEM;SG	N
кралят	國王	крал	國王	N;DEF;MASC;SG	N
етаж	下限	етаж	下限	N;INDF;MASC;SG	N
етаж	地板	етаж	地板	N;INDF;MASC;SG	N
наименования	人名	наименование	人名	N;INDF;NEUT;PL	N
наименования	名稱	наименование	名稱	N;INDF;NEUT;PL	N
наименования	姓名	наименование	姓名	N;INDF;NEUT;PL	N
рак	蟹	рак	蟹	N;INDF;MASC;SG	N
рак	螃蟹	рак	螃蟹	N;INDF;MASC;SG	N
рак	癌症	рак	癌症	N;INDF;MASC;SG	N
рак	癌	рак	癌	N;INDF;MASC;SG	N
прости	簡單	прост	簡單	ADJ;INDF;PL	ADJ
вещество	實質	вещество	實質	N;INDF;NEUT;SG	N
вещество	物質	вещество	物質	N;INDF;NEUT;SG	N
механизъм	機制	механизъм	機制	N;INDF;MASC;SG	N
израз	表情	израз	表情	N;INDF;MASC;SG	N
владение	網域	владение	網域	N;INDF;NEUT;SG	N
владение	域	владение	域	N;INDF;NEUT;SG	N
равнище	層次	равнище	層次	N;INDF;NEUT;SG	N
равнище	級別	равнище	級別	N;INDF;NEUT;SG	N
