táborů	obozach	tábor	obóz	N;INAN;GEN;MASC;PL;POS	N;GEN;MASC;PL
krásný	piękne	krásný	piękny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
krásný	piękna	krásný	piękny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
krásný	śliczna	krásný	śliczny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
instrukce	instrukcje	instrukce	instrukcja	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
instrukce	instrukcje	instrukce	instrukcja	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
chovu	hodowli	chov	hodowne	N;INAN;GEN;MASC;SG;POS	N;GEN;FEM;SG
splnění	spełnienie	splnění	spełnić	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
splnění	spełnienie	splnění	spełnić	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
splnění	wypełnienie	splnění	wypełnić	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
změněn	zmienione	změněný	zmienić	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
změněn	zmieniona	změněný	zmienić	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
změněn	zmieniony	změněný	zmienić	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
statut	statut	statut	statut	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
dáma	pani	dáma	pani	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
komunistická	komunistyczna	komunistický	komunistyczny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
rukopis	pismo	rukopis	pismo	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
subjekty	podmioty	subjekt	podmiot	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
subjekty	tematy	subjekt	temat	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
subjekty	obiekty	subjekt	obiekt	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
subjekty	przedmioty	subjekt	przedmiot	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
přísně	ściśle	přísně	ściśle	ADV;POS	ADV
atentát	zabójstwo	atentát	zabójstwo	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
atentát	zamach	atentát	zamach	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
snížit	zmniejszyć	snížit	zmniejszyć	V;PFV;POS;NFIN	V;PFV;NFIN;ACT
snížit	zredukować	snížit	zredukować	V;PFV;POS;NFIN	V;PFV;NFIN;ACT
snížit	zmniejszyć	snížit	zmniejszyć	V;PFV;POS;NFIN	V;PFV;NFIN;ACT
grafika	grafika	grafika	grafika	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
grafika	grafika	grafika	grafika	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
vyučování	nauczanie	vyučování	nauczanie	N;NOM;NEUT;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
vyučování	nauczania	vyučování	nauczanie	N;NOM;NEUT;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
úkolů	zadań	úkol	zadanie	N;INAN;GEN;MASC;PL;POS	N;GEN;NEUT;PL
hráz	grobla	hráz	grobl	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
blokování	zablokowanie	blokování	zablokować	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
blokování	blokowanie	blokování	blokować	N;NOM;NEUT;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
blokování	blok	blokování	blok	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG
definitivní	ostateczny	definitivní	ostateczny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
definitivní	ostateczne	definitivní	ostateczny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
smíšený	mieszane	smíšený	mieszany	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
smíšený	mieszana	smíšený	mieszać	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
plošina	peron	plošina	peron	N;NOM;FEM;SG;POS	N;NOM;MASC;SG
plošina	platforma	plošina	platforma	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
sedí	siedzi	sedět	siedzieć	V;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
sedí	pasuje	sedět	pasować	V;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
hladina	poziom	hladina	poziom	N;NOM;FEM;SG;POS	N;NOM;MASC;SG
pruský	pruski	pruský	pruski	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
uložen	przechowywane	uložený	przechowywać	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uložen	przechowywana	uložený	przechowywać	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
uložen	przechowywany	uložený	przechowywać	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
svatební	weselny	svatební	weselny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
udržuje	utrzymuje	udržovat	utrzymywać	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
udržuje	podtrzymuje	udržovat	podtrzymywać	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
udržuje	trzyma	udržovat	trzymać	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
povinné	obowiązkowe	povinný	obowiązkowy	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
povinné	obowiązkowy	povinný	obowiązkowy	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;MASC;SG
povinné	obowiązkowa	povinný	obowiązkowy	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;FEM;SG
povinné	obowiązkowe	povinný	obowiązkowy	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
povinné	obowiązkowa	povinný	obowiązkowy	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;FEM;SG
povinné	obowiązkowy	povinný	obowiązkowy	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;MASC;SG
povinné	obowiązkowe	povinný	obowiązkowy	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
povinné	obowiązkowy	povinný	obowiązkowy	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;MASC;SG
povinné	obowiązkowa	povinný	obowiązkowy	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;FEM;SG
ústní	doustne	ústní	doustny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
dně	dół	dno	dół	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG
řecká	grecki	řecký	grecki	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
řecká	grecka	řecký	grecki	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
řecká	greckie	řecký	grecki	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
kapacitu	pojemność	kapacita	pojemność	N;ACC;FEM;SG;POS	N;ACC;FEM;SG
odolnost	opór	odolnost	opór	N;NOM;FEM;SG;POS	N;NOM;MASC;SG
připojit	dołącz	připojit	dołączyć	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;FIN;ACT
připojit	dołączyć	připojit	dołączyć	V;PFV;POS;NFIN	V;PFV;NFIN;ACT
připojit	dołącz	připojit	dołączyć	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;FIN;ACT
připojit	dołącz	připojit	dołączyć	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;FIN;ACT
zajímavý	interesujące	zajímavý	interesujący	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
zajímavý	ciekawe	zajímavý	ciekawy	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
zajímavý	interesujący	zajímavý	interesujący	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
classic	klasyk	classic	klasyk	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
přispívá	przyczynia	přispívat	przyczyniać	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
vyhrát	wygraj	vyhrát	wygraić	V;POS;NFIN	V;PFV;IMP;SG;2;FIN;ACT
vyhrát	wygrać	vyhrát	wygrać	V;POS;NFIN	V;PFV;NFIN;ACT
jídla	posiłki	jídlo	posiłek	N;NOM;NEUT;PL;POS	N;NOM;MASC;PL
turistika	turystyka	turistika	turystyka	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
turistika	turystyka	turistika	turystyka	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
rozhovory	wywiady	rozhovor	wywiad	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
plánované	zaplanowane	plánovaný	zaplanować	ADJ;NOM;NEUT;SG;POS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
plánované	planowana	plánovaný	planować	ADJ;NOM;NEUT;SG;POS	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
plánované	planowany	plánovaný	planować	ADJ;NOM;NEUT;SG;POS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
plánované	planowane	plánovaný	planować	ADJ;NOM;NEUT;SG;POS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
plánované	zaplanowany	plánovaný	zaplanować	ADJ;NOM;NEUT;SG;POS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
radost	radość	radost	radość	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
office	biura	office	biuro	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
office	urząd	office	urząd	N;NOM;FEM;SG;POS	N;NOM;MASC;SG
odměny	nagrody	odměna	nagroda	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
dostatečné	wystarczające	dostatečný	wystarczający	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
dostatečné	wystarczająca	dostatečný	wystarczający	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;FEM;SG
dostatečné	wystarczający	dostatečný	wystarczający	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;MASC;SG
ukázat	pokaż	ukázat	pokazać	V;POS;NFIN	V;PFV;IMP;SG;2;FIN;ACT
ledu	lodu	led	lód	N;INAN;GEN;MASC;SG;POS	N;GEN;MASC;SG
prozatímní	tymczasowe	prozatímní	tymczasowy	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
prozatímní	tymczasowy	prozatímní	tymczasowy	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
prozatímní	tymczasowa	prozatímní	tymczasowy	ADJ;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
prozatímní	tymczasowe	prozatímní	tymczasowy	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
prozatímní	tymczasowy	prozatímní	tymczasowy	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
obilí	zboże	obilí	zboże	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
působnosti	zakres	působnost	zakres	N;NOM;FEM;SG;POS	N;NOM;MASC;SG
odborník	specjalista	odborník	specjalista	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
odborník	specjalista	odborník	specjalista	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
portály	portale	portál	portal	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
deklarace	deklaracja	deklarace	deklaracja	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
deklarace	oświadczenie	deklarace	oświadczenie	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
deklarace	zgłoszenie	deklarace	zgłosić	N;NOM;FEM;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
přidání	dodawanie	přidání	dodawać	N;NOM;NEUT;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
přidání	dodanie	přidání	dodanie	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
přidání	dodawanie	přidání	dodawać	N;NOM;NEUT;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
přidání	dodanie	přidání	dodanie	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
náměstek	zastępca	náměstek	zastępca	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
instalace	instalacja	instalace	instalacja	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
instalace	instalowanie	instalace	instalować	N;NOM;FEM;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
instalace	instalacja	instalace	instalacja	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
instalace	instalacja	instalace	instalacja	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
chlapci	chłopcy	chlapec	chłopiec	N;ANIM;NOM;MASC;PL;POS	N;NOM;MASC;PL
chlapci	chłopaki	chlapec	chłopak	N;ANIM;NOM;MASC;PL;POS	N;NOM;MASC;PL
organické	organiczne	organický	organiczny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
organické	ekologiczna	organický	ekologiczny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
organické	organiczny	organický	organiczny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
organické	ekologiczne	organický	ekologiczny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
nejblíže	najbliżej	blízko	blisko	ADV;RL;POS	ADV;RL
revize	weryfikacja	revize	weryfikacja	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
revize	rewizja	revize	rewizja	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
morální	moralny	morální	moralny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
morální	moralne	morální	moralny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
utrpení	cierpienia	utrpení	cierpienie	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
utrpení	cierpienie	utrpení	cierpienie	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
utrpení	nieszczęście	utrpení	nieszczęście	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
utrpení	nieszczęścia	utrpení	nieszczęście	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
závislé	zależny	závislý	zależny	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;MASC;SG
závislé	zależne	závislý	zależny	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
báze	baza	báze	baza	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
báze	podstawa	báze	podstawa	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
fotografování	fotografia	fotografování	fotografia	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
rozšiřuje	rozszerza	rozšiřovat	rozszerzać	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
rozšiřuje	rozszerza	rozšiřovat	rozszerzać	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
vysoko	wysoko	vysoko	wysoko	ADV;POS	ADV
rozšířený	rozszerzone	rozšířený	rozszerzyć	ADJ;INAN;NOM;MASC;SG;POS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
rozšířený	rozszerzona	rozšířený	rozszerzyć	ADJ;INAN;NOM;MASC;SG;POS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
rozšířený	rozszerzony	rozšířený	rozszerzyć	ADJ;INAN;NOM;MASC;SG;POS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
rozšířený	przedłużony	rozšířený	przedłużyć	ADJ;INAN;NOM;MASC;SG;POS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
dobýt	podbić	dobýt	podbić	V;POS;NFIN	V;PFV;NFIN;ACT
získávání	pozyskanie	získávání	pozyskać	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
získávání	przejęcie	získávání	przejąć	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
získávání	nabywanie	získávání	nabywać	N;NOM;NEUT;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
získávání	nabycie	získávání	nabyta	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
získávání	pozyskiwanie	získávání	pozyskiwać	N;NOM;NEUT;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
vlastník	właścicielka	vlastník	właścicielka	N;ANIM;NOM;MASC;SG;POS	N;NOM;FEM;SG
vlastník	właściciel	vlastník	właściciel	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
střela	ujęcie	střela	ująć	N;NOM;FEM;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
střela	strzał	střela	strzał	N;NOM;FEM;SG;POS	N;NOM;MASC;SG
střela	pocisk	střela	pocisk	N;NOM;FEM;SG;POS	N;NOM;MASC;SG
střela	rakieta	střela	rakieta	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
ptáky	ptaków	pták	ptak	N;ANIM;ACC;MASC;PL;POS	N;ACC;MASC;PL
hluboko	głęboko	hluboko	głęboko	ADV;POS	ADV
vítězný	zwycięski	vítězný	zwycięski	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
definovat	określić	definovat	określić	V;POS;NFIN	V;PFV;NFIN;ACT
vizuální	wizualne	vizuální	wizualny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
vchod	wjazd	vchod	wjazd	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
vchod	wejście	vchod	wejście	N;INAN;NOM;MASC;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
viditelné	widoczna	viditelný	widoczny	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;FEM;SG
viditelné	widoczny	viditelný	widoczny	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;MASC;SG
viditelné	widoczne	viditelný	widoczny	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
pochod	marsz	pochod	marsz	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
trpěl	cierpiał	trpět	cierpieć	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
trpěl	cierpiała	trpět	cierpieć	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
hit	uderzenie	hit	uderzenie	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
hit	trafienie	hit	trafić	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
připojen	podłączone	připojený	podłączyć	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
připojen	powiązane	připojený	powiązać	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
připojen	połączony	připojený	połączyć	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
připojen	połączone	připojený	połączyć	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
připojen	związane	připojený	związany	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG
poznal	rozpoznał	poznat	rozpoznać	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
vždycky	zawsze	vždycky	zawsze	ADV	ADV
spiknutí	działka	spiknutí	działko	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
spiknutí	spisek	spiknutí	spisek	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG
spiknutí	spisek	spiknutí	spisek	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG
diskutovat	dyskutować	diskutovat	dyskutować	V;IPFV;POS;NFIN	V;IPFV;NFIN;ACT
továrně	fabryce	továrna	fabryka	N;DAT;FEM;SG;POS	N;DAT;FEM;SG
pořady	pokazy	pořad	pokazać	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
křesťanská	chrześcijański	křesťanský	chrześcijański	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
odhalení	odsłonięcie	odhalení	odsłonięcie	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
odhalení	objawienie	odhalení	objawić	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
odhalení	objawienia	odhalení	objawić	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
odhalení	objawienia	odhalení	objawić	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
terén	teren	terén	teren	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
sociolog	socjolog	sociolog	socjolog	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
trend	trend	trend	trend	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
trend	tendencja	trend	tendencja	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
dno	dół	dno	dół	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG
přesvědčen	przekonany	přesvědčený	przekonany	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
aktivista	działacz	aktivista	działacz	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
udržovat	utrzymywać	udržovat	utrzymywać	V;IPFV;POS;NFIN	V;IPFV;NFIN;ACT
zachycuje	oddaje	zachycovat	oddawać	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
zachycuje	ujmuje	zachycovat	ujmowa	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
aspekty	aspekty	aspekt	aspekt	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
souvislost	podłączenie	souvislost	podłączyć	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
souvislost	powiązanie	souvislost	powiązanie	N;NOM;FEM;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
souvislost	połączenie	souvislost	połączenie	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
výuky	nauczanie	výuka	nauczanie	N;NOM;FEM;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
výuky	nauczania	výuka	nauczanie	N;NOM;FEM;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pobočka	oddział	pobočka	oddział	N;NOM;FEM;SG;POS	N;NOM;MASC;SG
švýcarské	szwajcarski	švýcarský	szwajcarski	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
ukládání	uratowanie	ukládání	uratować	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ukládání	oszczędność	ukládání	oszczędność	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
ukládání	ratowanie	ukládání	ratować	N;NOM;NEUT;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ukládání	zapisywanie	ukládání	zapisywać	N;NOM;NEUT;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
dočasné	tymczasowy	dočasný	tymczasowy	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;MASC;SG
dočasné	tymczasowa	dočasný	tymczasowy	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;FEM;SG
dočasné	tymczasowe	dočasný	tymczasowy	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
dočasné	czasowe	dočasný	czasowy	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
chaty	czaty	chata	czata	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
chaty	domki	chata	domek	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
fakta	fakty	faktum	fakt	N;NOM;NEUT;PL;POS	N;NOM;MASC;PL
řazení	ranking	řazení	ranking	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG
orel	orzeł	orel	orzeł	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
orel	reszka	orel	reszka	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
učebnice	podręczniki	učebnice	podręcznik	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
ozbrojené	uzbrojeni	ozbrojený	uzbroić	ADJ;NOM;MASC;PL;POS	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
tragédie	tragedia	tragedie	tragedia	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
tragédie	tragedia	tragedie	tragedia	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
kritické	krytyczne	kritický	krytyczny	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
kritické	krytyczna	kritický	krytyczny	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;FEM;SG
kritické	krytyczny	kritický	krytyczny	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;MASC;SG
faktor	czynnik	faktor	czynnik	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
faktor	współczynnik	faktor	współczynnik	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
soudy	sądy	soud	sąd	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
příbuzný	krewny	příbuzný	krewny	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
chodit	chodzić	chodit	chodzić	V;IPFV;POS;NFIN	V;IPFV;NFIN;ACT
nežádoucí	niepożądane	žádoucí	niepożądany	ADJ;NOM;MASC;SG;NEG	ADJ;NOM;NEUT;SG
nežádoucí	niepożądane	žádoucí	niepożądany	ADJ;NOM;MASC;SG;NEG	ADJ;NOM;NEUT;SG
vrah	morderca	vrah	morderca	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
vrah	zabójca	vrah	zabójca	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
vrah	morderczyni	vrah	morderczyni	N;ANIM;NOM;MASC;SG;POS	N;NOM;FEM;SG
vrah	morderca	vrah	morderca	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
tvůrci	twórcy	tvůrce	twórca	N;ANIM;NOM;MASC;PL;POS	N;NOM;MASC;PL
souboj	pojedynek	souboj	pojedynek	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
znečištění	zanieczyszczenie	znečištění	zanieczyszczenie	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
bytosti	stwory	bytost	stwór	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
