من	від	مِن	від	ADP	ADP;GEN
طبيعي	звичайне	طَبِيعِيّ	звичайний	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
السادسة	шоста	سَادِس	шоста	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
السادسة	шостий	سَادِس	шостий	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
السادسة	шосте	سَادِس	шостий	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
يدخل	входить	دَخَل	входити	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
يدخل	вводить	دَخَل	вводити	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
المدرب	тренер	مُدَرِّب	тренер	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
افتتاح	відкриття	اِفتِتَاح	відкриття	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
افتتاح	відкривання	اِفتِتَاح	відкривання	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
ملكة	королева	مَلِكَة	королевий	N;NOM;INDF;SG	N;ANIM;NOM;FEM;SG
ملكة	краля	مَلِكَة	краля	N;NOM;INDF;SG	N;ANIM;NOM;FEM;SG
ملكة	цариця	مَلِكَة	цариця	N;NOM;INDF;SG	N;ANIM;NOM;FEM;SG
اللاعبين	гравці	لَاعِب	гравка	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL
المدير	режисер	مُدِير	режисер	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
المدير	директор	مُدِير	директор	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
المدير	керівник	مُدِير	керівник	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
المدير	менеджер	مُدِير	менеджер	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
زيارة	відвідання	زِيَارَة	відвідання	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
زيارة	візит	زِيَارَة	візит	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
زيارة	відвідування	زِيَارَة	відвідування	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
قصيدة	вірш	قَصِيدَة	вірш	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
قصيدة	вірша	قَصِيدَة	вірш	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
قصيدة	поема	قَصِيدَة	поема	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
ثلاثية	потрійний	ثُلَاثِيّ	потрійний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
حوادث	випадки	حَادِث	випадок	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
الغذاء	харчування	غِذَاء	харчування	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الغذاء	їжа	غِذَاء	їжа	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الصيف	літо	صَيف	літо	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الخطاب	мовлення	خِطَاب	мовлення	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الجمهور	аудиторія	جُمهُور	аудиторія	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
قالت	сказала	قَال	сказати	V;PFV;FEM;SG;3;ACT	V;PFV;FEM;IND;SG;PST;FIN
قالت	сказав	قَال	сказати	V;PFV;FEM;SG;3;ACT	V;PFV;MASC;IND;SG;PST;FIN
النطاق	приціл	نِطَاق	приціл	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
النطاق	обсяг	نِطَاق	обсяг	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
النطاق	домен	نِطَاق	домний	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
النطاق	асортимент	نِطَاق	асортимент	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
النطاق	діапазон	نِطَاق	діапазон	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
النطاق	хребет	نِطَاق	хребет	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
المؤقت	тимчасове	مُؤَقَّت	тимчасовий	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
المؤقت	тимчасова	مُؤَقَّت	тимчасовий	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
المؤقت	тимчасовий	مُؤَقَّت	тимчасовий	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
فرصة	шанс	فُرصَة	шанс	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
فرصة	вірогідність	فُرصَة	вірогідність	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
فرصة	нагода	فُرصَة	нагода	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
فرصة	можливість	فُرصَة	можливість	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
المذهب	доктрина	مَذهَب	доктрина	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
قرن	ріг	قَرن	ріг	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
قرن	ст	قَرن	ст.	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
قرن	століття	قَرن	століття	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
الرومان	роман	رُومَان	роман	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الطرف	вечірка	طَرَف	вечірка	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الطرف	партія	طَرَف	партія	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
وظائف	функції	وَظِيفَة	функція	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
وظائف	задачі	وَظِيفَة	задача	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
الدنيا	світ	دِنِّيَا	світ	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الدنيا	світе	دِنِّيَا	світи	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الدنيا	мінімум	دِنِّيَا	мінім	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
زاوية	куточок	زَاوِيَة	куточок	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
زاوية	кут	زَاوِيَة	кут	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
ثلاثي	потрійний	ثَلَاثِي	потрійний	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
البريد	пошта	بَرِيد	пошта	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
ذكرت	згадала	ذَكَر	згадати	V;PFV;FEM;SG;3;ACT	V;PFV;FEM;IND;SG;PST;FIN
ذكرت	згадав	ذَكَر	згадати	V;PFV;FEM;SG;3;ACT	V;PFV;MASC;IND;SG;PST;FIN
معبد	храм	معبد	храм	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
التركيز	спеціальність	تَركِيز	спеціальність	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
التركيز	концентрація	تَركِيز	концентрація	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
التركيز	фокус	تَركِيز	фокус	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
التركيز	фокусування	تَركِيز	фокусування	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
السفينة	судно	سَفِينَة	судно	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
السفينة	судно	سَفِينَة	судно	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
السفينة	корабель	سَفِينَة	корабель	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
السن	вік	سِنّ	вік	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
السن	ера	سِنّ	ера	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
السن	доба	سِنّ	доба	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
السن	зуб	سِنّ	зуб	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
السن	зубна	سِنّ	зубна	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
يبقى	залишається	بَقِي	залишатися	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
انضم	приєднатися	اِنضَمّ	приєднатися	V;PFV;MASC;SG;3;ACT	V;PFV;NFIN
انضم	приєднатись	اِنضَمّ	приєднатися	V;PFV;MASC;SG;3;ACT	V;PFV;NFIN
انضم	долучитися	اِنضَمّ	долучитися	V;PFV;MASC;SG;3;ACT	V;PFV;NFIN
الرسوم	малюнки	رَسم	малюнок	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
الرسوم	внески	رَسم	внесок	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
حاجة	потреба	حَاجَة	потреба	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
الذكور	самці	ذُكُور	самка	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL
ظروف	умови	ظَرف	умова	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
ظروف	обставини	ظَرف	обставина	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
محركات	рушії	مُحَرَّك	рушія	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
محركات	двигуни	مُحَرَّك	двигун	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
محركات	рушії	مُحَرَّك	рушія	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
اللبناني	ліванський	لُبنَانِيّ	ліванський	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
جودة	якість	جَودَة	якість	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
الابتدائية	основний	اِبتِدَائِيّ	основний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
الابتدائية	основне	اِبتِدَائِيّ	основний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
الابتدائية	основна	اِبتِدَائِيّ	основний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
الارتفاع	висота	اِرتِفَاع	висота	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الارتفاع	висота	اِرتِفَاع	висота	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الارتفاع	висота	اِرتِفَاع	висота	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الرسم	ескіз	رَسم	ескіз	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الرسم	малювання	رَسم	малювання	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الرسم	картина	رَسم	картина	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الرسم	живопис	رَسم	живопис	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الرسم	креслення	رَسم	креслення	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الرسم	малюнок	رَسم	малюнок	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الرسم	малювання	رَسم	малювання	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
كتبت	написав	كَتَب	написати	V;PFV;FEM;SG;3;ACT	V;PFV;MASC;IND;SG;PST;FIN
كتبت	написала	كَتَب	написати	V;PFV;FEM;SG;3;ACT	V;PFV;FEM;IND;SG;PST;FIN
العدو	ворог	عَدُوّ	ворог	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
عرقية	етнічна	عِرقِيّ	етнічний	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
الفتح	завоювання	فَتح	завоювання	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الفتح	підкорення	فَتح	підкорення	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الفتح	відкриття	فَتح	відкриття	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الفتح	відкривання	فَتح	відкривання	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
جندي	солдат	جُندِيّ	солдат	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
ضوء	світлі	ضَوء	світло	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
ضوء	світло	ضَوء	світло	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
الشهر	місяць	شَهر	місяць	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الكبد	печінка	الكبد	печінка	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
حيوان	тварина	حيوان	тварина	N;NOM;INDF;SG	N;ANIM;NOM;FEM;SG
العظام	кістки	عَظَام	кістка	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
العظام	кісточки	عَظَام	кісточка	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
السلوك	поведінка	سُلُوك	поведінка	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
السلوك	ставлення	سُلُوك	ставлення	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
السلوك	поведінка	سُلُوك	поведінка	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
المسيرة	березень	مَسِيرَة	березень	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
نزاعات	суперечки	نِزَاع	суперечка	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
الشرف	вшанування	شَرَف	вшанування	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
النموذج	модель	نَمُوذَج	модель	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
النموذج	форма	نَمُوذَج	форма	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
التقرير	скарга	تَقرِير	скарга	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
التقرير	звіт	تَقرِير	звіт	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
سلالة	розмноження	سِلَالَة	розмноження	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
سلالة	порода	سِلَالَة	порода	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
سلالة	династія	سِلَالَة	династія	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
سعودي	саудівська	سَعُودِيّ	саудівський	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
توقف	зупинка	تَوَقُّف	зупинка	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
مسار	трек	مَسَار	трек	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
مسار	доріжка	مَسَار	доріжка	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
مسار	композиція	مَسَار	композиція	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
مسار	контур	مَسَار	контура	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
مسار	шлях	مَسَار	шлях	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
التفكير	мислення	تَفكِير	мислення	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
طبقات	шари	طَبَقَة	шар	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
التخطيط	діаграма	تَخطِيط	діаграма	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
التخطيط	планування	تَخطِيط	планування	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
التخطيط	компонування	تَخطِيط	компонування	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
التخطيط	розкладка	تَخطِيط	розкладка	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
ايضا	також	أَيضًا	також	ADV	ADV
ايضا	теж	أَيضًا	теж	ADV	ADV
ايضا	надто	أَيضًا	надто	ADV	ADV
ايضا	занадто	أَيضًا	занадто	ADV	ADV
مخطط	діаграма	مُخَطَّط	діаграма	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
مخطط	схема	مُخَطَّط	схема	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
المحتوى	контент	المحتوى	контент	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
المحتوى	вміст	المحتوى	вміст	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
المحتوى	зміст	المحتوى	зміст	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
غاز	газ	غَاز	газ	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
التعلم	навчання	تَعَلُّم	навчання	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
فندق	готель	فُندُق	готель	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
الدواء	медицина	دَوَاء	медицина	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
عنصر	елемент	عُنصُر	елемент	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
عنصر	компонент	عُنصُر	компонент	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
عنصر	компонента	عُنصُر	компонент	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
عنصر	елемент	عُنصُر	елемент	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
السائل	рідина	سَائِل	рідина	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
السائل	рідина	سَائِل	рідина	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
المباشر	пряма	مُبَاشِر	пряма	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
المباشر	прямий	مُبَاشِر	прямий	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
القيم	цінності	قِيمَة	цінність	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
عالي	високий	عَالِي	високий	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
عالي	висока	عَالِي	високий	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
عالي	значне	عَالِي	значний	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
عالي	високе	عَالِي	високий	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
المراجع	посилання	المراجع	посилання	N;NOM;DEF;PL	N;INAN;NOM;NEUT;PL
التحليل	аналіз	تَحلِيل	аналіз	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الحقبة	епоха	حِقبَة	епоха	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
العنوان	назва	عُنوَان	назва	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
العنوان	заголовок	عُنوَان	заголовок	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
العنوان	титул	عُنوَان	титул	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
العنوان	адреса	عُنوَان	адреса	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
رسمي	офіційна	رَسمِيّ	офіційний	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
رسمي	офіційний	رَسمِيّ	офіційний	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
رسمي	офіційне	رَسمِيّ	офіційний	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
رسمي	формальна	رَسمِيّ	формальний	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
الديني	релігійна	دِينِيّ	релігійний	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
قديم	стародавній	قَدِيم	стародавний	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
قديم	давній	قَدِيم	давній	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
قديم	старе	قَدِيم	старий	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
قديم	стара	قَدِيم	старий	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
قديم	старий	قَدِيم	старий	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
النجاح	успіх	نَجَاح	успіх	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
المركبات	автомобілі	مَركَبَة	автомобіль	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
يعطي	дає	أَعطَى	давати	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
القصص	історії	قِصَّة	історія	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
القصص	публікації	قِصَّة	публікація	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
القصص	розповіді	قِصَّة	розповідь	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
اختصار	скорочення	اِختِصَار	скорочення	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
طن	тонна	طُنّ	тонний	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
يساعد	допомогає	سَاعَد	допомогати	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
يساعد	допомагає	سَاعَد	допомагати	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
الطالب	студентка	طَالِب	студентка	N;NOM;DEF;SG	N;ANIM;NOM;FEM;SG
الطالب	студент	طَالِب	студент	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
الجدول	стіл	جَدوَل	стіл	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الجدول	столик	جَدوَل	столик	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الجدول	таблиця	جَدوَل	таблиця	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الخلافة	халіфат	خِلَافَة	халіфат	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
البطل	герой	بَطَل	герой	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
البطل	чемпіон	بَطَل	чемпіон	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
الشروط	терміни	شَرط	термін	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
الشروط	умови	شَرط	умова	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
الشروط	вимоги	شَرط	вимога	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
الشروط	умови	شَرط	умова	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
داخلية	внутрішнє	دَاخِلِيّ	внутрішній	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
داخلية	внутрішній	دَاخِلِيّ	внутрішній	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
داخلية	внутрішня	دَاخِلِيّ	внутрішній	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
داخلية	внутрішнє	دَاخِلِيّ	внутрішній	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
داخلية	внутрішній	دَاخِلِيّ	внутрішній	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
العضوية	членство	عُضوِيَّة	членство	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الكنائس	церкви	كَنِيسَة	церква	N;NOM;DEF;PL	N;INAN;NOM;FEM;PL
الكنائس	храми	كَنِيسَة	храм	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
الفنانين	художники	فَنَّان	художник	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL
الفنانين	виконавці	فَنَّان	виконавець	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL
الفنانين	митці	فَنَّان	митка	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL
الفم	рот	فَمّ	рот	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الفم	рота	فَمّ	рот	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
يتطلب	потребує	تَطَلَّب	потребувати	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
يتطلب	вимагає	تَطَلَّب	вимагати	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
فتاة	дівчинка	فَتَاة	дівчинка	N;NOM;INDF;SG	N;ANIM;NOM;FEM;SG
فتاة	дівча	فَتَاة	дівча	N;NOM;INDF;SG	N;ANIM;NOM;NEUT;SG
فتاة	дівчина	فَتَاة	дівчина	N;NOM;INDF;SG	N;ANIM;NOM;FEM;SG
المطار	аеропорт	مَطَار	аеропорт	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
المحرك	рушій	مُحَرَّك	рушія	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
المحرك	двигун	مُحَرَّك	двигун	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
المحرك	мотор	مُحَرَّك	мотор	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
حركات	ходи	حَرَكَة	хода	N;NOM;INDF;PL	N;INAN;NOM;FEM;PL
ميلادي	пані	ميلادي	пані	N;NOM;INDF;SG	N;ANIM;NOM;FEM;SG
جنود	вояки	جُندِيّ	вояк	N;NOM;INDF;PL	N;ANIM;NOM;MASC;PL
جنود	солдати	جُندِيّ	солдат	N;NOM;INDF;PL	N;ANIM;NOM;MASC;PL
السياحية	туристичний	سِيَاحِيّ	туристичний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
السياحية	туристичне	سِيَاحِيّ	туристичний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
القطع	вирізання	قِطعَة	вирізання	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
جيل	створення	جِيل	створення	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
جيل	покоління	جِيل	покоління	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
جيل	генерація	جِيل	генерація	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
اليومية	щоденне	يَومِيّ	щоденний	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
اضطراب	турбулентність	اِضطِرَاب	турбулентність	N;NOM;INDF;SG	N;INAN;NOM;FEM;SG
اضطراب	хвилювання	اِضطِرَاب	хвилювання	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
اضطراب	розлад	اِضطِرَاب	розлад	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
اضطراب	захворювання	اِضطِرَاب	захворювання	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
التحالف	альянс	تَحَالُف	альянс	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
التحالف	коаліція	تَحَالُف	коаліція	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
المتحركة	анімація	مُتَحَرِّك	анімація	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الخلفية	тло	خَلفِيَّة	тло	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الخلفية	тла	خَلفِيَّة	тло	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الغلاف	обкладинка	غِلَاف	обкладинка	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
الميدان	поле	مَيدَان	поле	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الغابات	ліси	غَابَة	ліс	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
التنفيذي	виконавчий	تَنفِيذِيّ	виконавчий	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
جبهة	фронт	جَبهَة	фронт	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
جبهة	чоло	جَبهَة	чоло	N;NOM;INDF;SG	N;INAN;NOM;NEUT;SG
جبهة	лоб	جَبهَة	лоб	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
الشعراء	поети	شَاعِر	поет	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL
الطلبة	студенти	طَالِب	студент	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL
الطلبة	учні	طَالِب	учень	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL
البيض	яєчка	بَيض	яєчко	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الوقود	паливо	وَقُود	паливо	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
الوقود	палива	وَقُود	палива	N;NOM;DEF;SG	N;INAN;NOM;NEUT;SG
النقد	критика	نَقد	критика	N;NOM;DEF;SG	N;INAN;NOM;FEM;SG
