また	또한	また	또한	CONJ	CONJ
赤い	붉은	赤い	붉+ㄴ	ADJ	ADJ
実績	성취	実績	성취	N	N
実績	달성	実績	달성	N	N
実績	업적	実績	업적	N	N
実績	기록	実績	기록	N	N
実績	업적	実績	업적	N	N
実績	성취	実績	성취	N	N
アリ	개미	アリ	개미		
アリ	개미	アリ	개미		
アリ	알리	アリ	알리		
アリ	ali	アリ	ali		
バスケット	농구	バスケット	농구	N	N
閲覧	둘러보기	閲覧	둘러보+기	V	V
都道府県	상태	都道府県	상태	N	N
都道府県	국가	都道府県	국가	N	N
隊長	대위	隊長	대위	N	N
隊長	선장	隊長	선장	N	N
悪魔	악마	悪魔	악마	N	N
悪魔	악마	悪魔	악마	N	N
みんな	모두	みんな	모두	ADV	ADV
判決	판결	判決	판결	N	N
判決	판단력	判決	판단력	N	N
判決	심판	判決	심판	N	N
駐車	주차장	駐車	주차장	N	N
数字	숫자	数字	숫자	N	N
国旗	깃발	国旗	깃발	N	N
国旗	국기	国旗	국기	N	N
国旗	플래그	国旗	플래그	N	N
国旗	플래그	国旗	플래그	N	N
国旗	깃발	国旗	깃발	N	N
人類	인류	人類	인류	N	N
人類	인류	人類	인류	N	N
現象	현상	現象	현상	N	N
現象	현상	現象	현상	N	N
祭り	축제	祭り	축제	N	N
祭り	축제	祭り	축제	N	N
社員	직원	社員	직원	N	N
社員	직원	社員	직원	N	N
社員	직원들	社員	직원+들	N	N
プロフィール	프로필	プロフィール	프로필	N	N
プロフィール	프로필	プロフィール	프로필	N	N
仏教	불교	仏教	불교	N	N
仏教	불교	仏教	불교	N	N
ストリート	거리가	ストリート	거리+가	N	N
ストリート	거리	ストリート	거리	N	N
ストリート	거리	ストリート	거리	N	N
サウンド	소리	サウンド	소리	N	N
サウンド	소리	サウンド	소리	N	N
世帯	가구	世帯	가구	N	N
世帯	가구	世帯	가구	N	N
生成	생성하기	生成	생성+하+기	V	V
境界	경계	境界	경계	N	N
境界	경계	境界	경계	N	N
続ける	계속하기	続ける	계속+하+기	V	V
蒸気	증기	蒸気	증기	N	N
蒸気	증기	蒸気	증기	N	N
蒸気	증기	蒸気	증기	N	N
アメリカン	미국인	アメリカン	미국인	N	N
兵士	군인	兵士	군인	N	N
兵士	병사	兵士	병사	N	N
兵士	군인	兵士	군인	N	N
兵士	병사	兵士	병사	N	N
石油	석유	石油	석유	N	N
バレーボール	배구	バレーボール	배구	N	N
ゴルフ	골프	ゴルフ	골프	N	N
シート	시트	シート	시트	N	N
シート	시트	シート	시트	N	N
ミッション	선교	ミッション	선교	N	N
人形	인형	人形	인형	N	N
人形	인형	人形	인형	N	N
ミュージカル	뮤지컬	ミュージカル	껍지+ㄴ	N	N
ミュージカル	뮤지컬	ミュージカル	껍지+ㄴ	N	N
現場	장면	現場	장면	N	N
プレミアム	프리미엄	プレミアム	프리미엄		
趣味	취미	趣味	취미	N	N
趣味	취미	趣味	취미	N	N
将来	미래	将来	미래		
将来	퓨처	将来	퓨처		
授業	강습	授業	강습	N	N
授業	레슨	授業	레슨	N	N
授業	수업	授業	수업	N	N
授業	레슨	授業	레슨	N	N
授業	교훈	授業	교훈	N	N
授業	수업	授業	수업	N	N
料金	운임	料金	운임	N	N
料金	요금	料金	요금	N	N
料金	수수료	料金	수수료	N	N
身体	시체	身体	시체	N	N
身体	몸매	身体	몸매	N	N
身体	몸매가	身体	몸매+가	N	N
作者	작가	作者	작가	N	N
作者	제작자	作者	제작자	N	N
作者	작성자	作者	작성자	N	N
作者	작가	作者	작가	N	N
作者	저자	作者	저자	N	N
作者	제작자	作者	제작자	N	N
作者	작성자	作者	작성자	N	N
地理	지리학	地理	지리학	N	N
地理	지리	地理	지리	N	N
ダブルス	복식	ダブルス	복식	N	N
訪問	방문하기	訪問	방문+하+기	V	V
パイロット	조종사	パイロット	조종사	N	N
パイロット	조종사	パイロット	조종사	N	N
ディスク	디스크	ディスク	디스크	N	N
ディスク	디스크	ディスク	디스크	N	N
国勢調査	인구조사	国勢調査	인구+조사	N	N
次元	차원	次元	차원	N	N
パーソナリティ	성격	パーソナリティ	성격	N	N
パーソナリティ	인격	パーソナリティ	인격	N	N
国籍	국적은	国籍	국적+은	N	N
国籍	국적	国籍	국적	N	N
国籍	국적	国籍	국적	N	N
称号	제목	称号	제목	N	N
称号	제목	称号	제목	N	N
規則	규칙	規則	규칙	N	N
クラシック	고전주의	クラシック	고전주의	N	N
スカイ	하늘	スカイ	하늘	N	N
学期	학기	学期	학기	N	N
古典	고전주의	古典	고전주의	N	N
ボックス	상자	ボックス	상자	N	N
ボックス	상자	ボックス	상자	N	N
フィギュア	입상	フィギュア	입상	N	N
フィギュア	수치	フィギュア	수치	N	N
フィギュア	그림	フィギュア	그림	N	N
貿易	무역	貿易	무역	N	N
空気	항공	空気	항공	N	N
空気	공기	空気	공기	N	N
両親	부모님	両親	부모님	N	N
投資	투자	投資	투자	N	N
投資	투자	投資	투자	N	N
投資	투자	投資	투자	N	N
恋人	연인	恋人	연인	N	N
恋人	애인	恋人	애인	N	N
恋人	연인	恋人	연인	N	N
恋人	연인들	恋人	연인+들	N	N
恋人	연인	恋人	연인	N	N
恋人	애인	恋人	애인	N	N
別名	별칭	別名	별칭	N	N
話題	주제	話題	주제	N	N
本体	시체	本体	시체	N	N
本体	몸매	本体	몸매	N	N
本体	몸매가	本体	몸매+가	N	N
怪獣	괴물이	怪獣	괴물+이	N	N
反乱	반란	反乱	반란	N	N
反乱	반란	反乱	반란	N	N
利益	이익	利益	이익	N	N
利益	혜택	利益	혜택	N	N
爆弾	폭탄	爆弾	폭탄	N	N
文芸	문학	文芸	문학	N	N
患者	환자	患者	환자	N	N
患者	환자들	患者	환자+들	N	N
患者	환자	患者	환자	N	N
メタル	금속	メタル	금속	N	N
学年	성적	学年	성+적	N	N
学年	학년	学年	학년	N	N
相互	상호	相互	상호	N	N
業界	업계	業界	업계	N	N
業界	산업	業界	산업	N	N
白い	하얗게	白い	하얗+게	ADJ	ADJ
株主	주주	株主	주주	N	N
株主	주주	株主	주주	N	N
場面	장면	場面	장면	N	N
場面	장면	場面	장면	N	N
書く	쓰기	書く	쓰+기	V	V
書く	글쓰기	書く	글쓰기	V	V
ジム	체육관	ジム	체육관	N	N
詩人	시인	詩人	시인	N	N
詩人	시인	詩人	시인	N	N
ランク	계급	ランク	계급	N	N
ランク	순위	ランク	순위	N	N
記号	기호	記号	기호	N	N
記号	상징	記号	상징	N	N
記号	기호	記号	기호	N	N
記号	상징	記号	상징	N	N
記号	기호	記号	기호	N	N
記号	서명	記号	서명	N	N
過程	프로세스	過程	프로세스	N	N
過程	과정	過程	과정	N	N
ヘッド	머리	ヘッド	머리	N	N
ヘッド	원수	ヘッド	원수	N	N
資産	자산	資産	자산	N	N
資産	자산	資産	자산	N	N
手紙	편지	手紙	편지	N	N
手紙	편지	手紙	편지	N	N
アイテム	항목	アイテム	항목	N	N
アイテム	품목	アイテム	품목	N	N
アイテム	아이템	アイテム	아이템	N	N
アイテム	상품	アイテム	상품	N	N
アイテム	항목	アイテム	항목	N	N
アイテム	품목	アイテム	품목	N	N
アイテム	아이템	アイテム	아이템	N	N
爆撃	폭격	爆撃	폭격	N	N
爆撃	폭파	爆撃	폭파	N	N
単に	간단히	単に	간단+히	ADV	ADV
単に	단순히	単に	단순+히	ADV	ADV
交響曲	교향곡	交響曲	교향곡	N	N
交響曲	교향곡	交響曲	교향곡	N	N
入力	입력하기	入力	입력+하+기	V	V
任意	자발적	任意	자발+적	N	N
短い	짧은	短い	짧+ㄴ	ADJ	ADJ
ボード	보드	ボード	보드	N	N
ボード	게시판	ボード	게시판	N	N
ボード	이사회	ボード	이사회	N	N
ボード	보드	ボード	보드	N	N
姿勢	자세	姿勢	자세	N	N
議長	스피커	議長	스피커	N	N
議長	회장님	議長	회장님	N	N
議長	회장	議長	회장	N	N
スポンサー	후원	スポンサー	후원	N	N
スポンサー	후원	スポンサー	후원	N	N
スポンサー	후원	スポンサー	후원	N	N
ドイツ語	독일인	ドイツ語	독일인	N	N
気象	날씨	気象	날씨	N	N
ボディ	시체	ボディ	시체	N	N
ボディ	몸매	ボディ	몸매	N	N
ボディ	몸매가	ボディ	몸매+가	N	N
ヒーロー	영웅	ヒーロー	영웅	N	N
再	재구성	再	재구성	N	N
再	재건	再	재건	N	N
ブラウン	갈색	ブラウン	갈색	N	N
オス	남성	オス	남성	N	N
オス	남성	オス	남성	N	N
国境	국경	国境	국경	N	N
国境	경계	国境	경계	N	N
不動産	부동산	不動産	부동산	N	N
循環	순환	循環	순환	N	N
地獄	지옥	地獄	지옥	N	N
現実	현실	現実	현실	N	N
若い	젊은	若い	젊+ㄴ	ADJ	ADJ
極めて	극도로	極めて	극도+로	ADV	ADV
スピード	속력	スピード	속력	N	N
スピード	스피드	スピード	스피드	N	N
アシスタント	조교	アシスタント	조교	N	N
アシスタント	보조	アシスタント	보조	N	N
答え	대답해	答える	대답+하+어	V	V
イカ	오징어	イカ	오징어		
定員	용량	定員	용량	N	N
財政	재무	財政	재무	N	N
財政	재정	財政	재정	N	N
財政	금융	財政	금융	N	N
研究者	연구자	研究者	연구자	N	N
研究者	연구원	研究者	연구원	N	N
研究者	연구자	研究者	연구자	N	N
研究者	연구원	研究者	연구원	N	N
ケーブル	케이블	ケーブル	케이블	N	N
ケーブル	케이블	ケーブル	케이블	N	N
十字	십자가	十字	십자가	N	N
教皇	교황	教皇	교황	N	N
ドラム	드럼	ドラム	들+요	N	N
ドラム	드럼	ドラム	들+요	N	N
悪い	나쁜	悪い	나쁘+ㄴ	ADJ	ADJ
悪い	나쁘다	悪い	나쁘+다	ADJ	ADJ
教員	교사	教員	교사	N	N
教員	스승	教員	스승	N	N
教員	교사들	教員	교사+들	N	N
教員	교사	教員	교사	N	N
キャリア	경력	キャリア	경력	N	N
キャリア	직업	キャリア	직업	N	N
キャリア	항공사	キャリア	항공사	N	N
キャリア	통신사	キャリア	통신사	N	N
体育館	체육관	体育館	체육관	N	N
体育館	체육관	体育館	체육관	N	N
ガイド	가이드	ガイド	가이드	N	N
ガイド	안내	ガイド	안내	N	N
ガイド	가이드	ガイド	가이드	N	N
ファースト	처음	ファースト	처음	N	N
聖書	성경	聖書	성경	N	N
予算	예산	予算	예산	N	N
予算	예산	予算	예산	N	N
予算	예산	予算	예산	N	N
ボクシング	복싱	ボクシング	복싱	N	N
コート	외투	コート	외투	N	N
コート	법정	コート	법정	N	N
コート	재판소	コート	재판소	N	N
両方	둘다	両方	두+ㄴ다		
災害	재난	災害	재난	N	N
災害	재난	災害	재난	N	N
経歴	경력	経歴	경력	N	N
経歴	직업	経歴	직업	N	N
プール	수영장	プール	수영장	N	N
プール	수영장	プール	수영장	N	N
社団	협회	社団	협회	N	N
ショップ	상점	ショップ	상점	N	N
ショップ	쇼핑	ショップ	쇼핑	N	N
ショップ	상점	ショップ	상점	N	N
仮面	마스크	仮面	마스크	N	N
タクシー	택시	タクシー	택시	N	N
タクシー	택시	タクシー	택시	N	N
シナリオ	시나리오는	シナリオ	시나리오+는	N	N
楽章	운동	楽章	운동	N	N
ウッド	나무	ウッド	나무	N	N
ウッド	목재	ウッド	목재	N	N
オフィス	사무실	オフィス	사무실	N	N
オフィス	사무소	オフィス	사무소	N	N
オフィス	사무실	オフィス	사무실	N	N
キャンペーン	전역	キャンペーン	전역	N	N
看護	간호	看護	간호	N	N
助手	조교	助手	조교	N	N
助手	보조	助手	보조	N	N
バラエティ	다양체	バラエティ	다양체	N	N
編纂	컴필레이션	編纂	컴필레이션	N	N
権限	권위	権限	권위	N	N
権限	허가	権限	허+가	N	N
取扱	다루기	取扱	다루+기	V	V
ラグビー	럭비	ラグビー	럭비	N	N
コーラス	합창	コーラス	합창	N	N
北西	북서쪽	北西	북서쪽	N	N
ナンバー	숫자	ナンバー	숫자	N	N
ナンバー	번호	ナンバー	번호	N	N
校長	교장	校長	교장	N	N
クレジット	크레딧	クレジット	크레딧	N	N
クレジット	학점	クレジット	학점	N	N
クレジット	크레딧	クレジット	크레딧	N	N
クレジット	신용	クレジット	신용	N	N
クレジット	신용카드	クレジット	신용카드	N	N
上部	인기	上部	인기	N	N
ショッピング	쇼핑	ショッピング	쇼핑	N	N
送信	보내기	送信	보내+기	V	V
送信	제출합니다	送信	제출+하+ㅂ니다	V	V
送信	보내기	送信	보내+기	V	V
パートナー	파트너는	パートナー	파트너+는	N	N
防止	방지	防止	방지	N	N
防止	예방	防止	예방	N	N
しかし	그러나	しかし	그러나	CONJ	CONJ
回答	응답하라	回答	응답+하+라	V	V
回答	대답해	回答	대답+하+어	V	V
デモ	데모	デモ	데모	N	N
デモ	시위	デモ	시위	N	N
デモ	시연	デモ	시연	N	N
デモ	시위	デモ	시위	N	N
デモ	데모	デモ	데모	N	N
主体	주제	主体	주제	N	N
主体	제목	主体	제목	N	N
司令部	본부	司令部	본부	N	N
司令部	본사	司令部	본사	N	N
コール	통화	コール	통화	N	N
コール	전화	コール	전화	N	N
コール	호출	コール	호출	N	N
造船	조선소	造船	조선소	N	N
養子	채택	養子	채택	N	N
養子	입양	養子	입양	N	N
楽器	악기	楽器	악기	N	N
楽器	계기	楽器	계기	N	N
ツール	공구	ツール	공구	N	N
ツール	도구	ツール	도구	N	N
ツール	도구	ツール	도구	N	N
司法	사법	司法	사법	N	N
司法	사법	司法	사법	N	N
文明	문명	文明	문명	N	N
文明	문명의	文明	문명+의	N	N
文明	문명	文明	문명	N	N
屋根	지붕	屋根	지붕	N	N
合戦	전투	合戦	전투	N	N
本文	시체	本文	시체	N	N
本文	몸매	本文	몸매	N	N
本文	몸매가	本文	몸매+가	N	N
座席	좌석	座席	좌석	N	N
座席	좌석	座席	좌석	N	N
レストラン	음식점	レストラン	음식점	N	N
レストラン	레스토랑	レストラン	레스토랑	N	N
レストラン	식당	レストラン	식당	N	N
レストラン	음식점	レストラン	음식점	N	N
レストラン	레스토랑	レストラン	레스토랑	N	N
レストラン	식당	レストラン	식당	N	N
信仰	신념	信仰	신념	N	N
信仰	신앙	信仰	신앙	N	N
信仰	신념	信仰	신념	N	N
信仰	신앙	信仰	신앙	N	N
車庫	주차장	車庫	주차장	N	N
難しい	어려운	難しい	어렵+ㄴ	ADJ	ADJ
コンテスト	경쟁	コンテスト	경쟁	N	N
コンテスト	대회	コンテスト	대회	N	N
ジェット	제트	ジェット	제트	N	N
ジェット	제트기	ジェット	제트기	N	N
旅団	여단	旅団	여단	N	N
テロ	테러리즘	テロ	테러리즘	N	N
テロ	테러	テロ	테러	N	N
起源	출처	起源	출처	N	N
法学	법칙	法学	법칙	N	N
法学	법률	法学	법률	N	N
法学	법학	法学	법학	N	N
法学	법학	法学	법학	N	N
評論家	비평가	評論家	비평가	N	N
評論家	평론	評論家	평론	N	N
評論家	비평가	評論家	비평가	N	N
明日	내일	明日	내일	N	N
火災	화재	火災	화재	N	N
火災	불화	火災	불화	N	N
フェスティバル	축제	フェスティバル	축제	N	N
ファッション	패션	ファッション	패션	N	N
ファッション	패션	ファッション	패션	N	N
キーボード	키보드	キーボード	키보드	N	N
キーボード	키보드	キーボード	키보드	N	N
滞在	머무르지	滞在	머무르+지	V	V
滞在	머물러	滞在	머무르+어	V	V
滞在	머무르고	滞在	머무르+고	V	V
酵素	효소	酵素	효소	N	N
ジャケット	자켓	ジャケット	자켓	N	N
容量	용량	容量	용량	N	N
著者	작가	著者	작가	N	N
著者	제작자	著者	제작자	N	N
著者	작성자	著者	작성자	N	N
著者	작가	著者	작가	N	N
著者	저자	著者	저자	N	N
著者	제작자	著者	제작자	N	N
著者	작성자	著者	작성자	N	N
温度	온도	温度	온도	N	N
ライバル	라이벌	ライバル	라이벌		
台風	태풍	台風	태풍	N	N
アナログ	아날로그	アナログ	아날로그	N	N
アナログ	아날로그	アナログ	아날로그	N	N
保守	보수주의	保守	보수주의	N	N
保守	보수주의	保守	보수주의	N	N
保守	보수	保守	보수	N	N
カレッジ	대학교	カレッジ	대학교	N	N
カレッジ	대학	カレッジ	대학	N	N
カレッジ	대학교	カレッジ	대학교	N	N
カレッジ	대학	カレッジ	대학	N	N
読む	읽기	読む	읽+기	V	V
読む	읽는다	読む	읽+는다	V	V
読む	읽고	読む	읽+고	V	V
奴隷	노예	奴隷	노예	N	N
奴隷	노예제	奴隷	노예제	N	N
奴隷	노예	奴隷	노예	N	N
モール	쇼핑몰	モール	쇼핑몰	N	N
事例	케이스	事例	케이스	N	N
事例	사례	事例	사례	N	N
マイクロ	마이크로소프트	マイクロ	마이크로소프트	N	N
評論	평론	評論	평론	N	N
評論	비판	評論	비판	N	N
評論	비평	評論	비평	N	N
レコーディング	녹음	レコーディング	녹음	N	N
レコーディング	녹화	レコーディング	녹화	N	N
レコーディング	녹음	レコーディング	녹음	N	N
レコーディング	레코딩	レコーディング	레코딩	N	N
レコーディング	레코드	レコーディング	레코드	N	N
ラスト	마지막	ラスト	마지막	N	N
プレミア	시사회	プレミア	시사회	N	N
分子	분자	分子	분자	N	N
分子	분자	分子	분자	N	N
分子	분자	分子	분자	N	N
経路	노선	経路	노선	N	N
方言	방언	方言	방언	N	N
複合	합성	複合	합성	N	N
複合	컴포지트	複合	컴포지트	N	N
プロモーション	홍보	プロモーション	홍보	N	N
プロモーション	홍보	プロモーション	홍보	N	N
プロモーション	승진	プロモーション	승진	N	N
モーニング	아침	モーニング	아침	N	N
外交	외교	外交	외교	N	N
射撃	촬영	射撃	촬영	N	N
射撃	총격	射撃	총격	N	N
射撃	사격	射撃	사격	N	N
メモリ	추억	メモリ	추억	N	N
メモリ	기억력	メモリ	기억력	N	N
メモリ	메모리	メモリ	메모리	N	N
メモリ	기억	メモリ	기억	N	N
時計	시계	時計	시계	N	N
時計	시계	時計	시계	N	N
時計	클럭	時計	클럭	N	N
少佐	전공	少佐	전공	N	N
パターン	패턴	パターン	패턴	N	N
パターン	패턴	パターン	패턴	N	N
プリンス	왕자	プリンス	왕자	N	N
レーダー	레이더	レーダー	레이더	N	N
部品	부품	部品	부품	N	N
部品	부분	部品	부분	N	N
フィート	발발	フィート	발발	N	N
フィート	발발	フィート	발발	N	N
オーケストラ	교향악단	オーケストラ	교향+생단	N	N
キャスト	캐스팅	キャスト	캐스팅	N	N
風景	경치	風景	경치	N	N
風景	풍경	風景	풍경	N	N
風景	조경	風景	조경	N	N
風景	경관	風景	경관	N	N
風景	풍경	風景	풍경	N	N
オーディション	오디션	オーディション	오디션	N	N
オーディション	오디션	オーディション	오디션	N	N
深い	깊은	深い	깊+ㄴ	ADJ	ADJ
いつも	항상	いつも	항상	ADV	ADV
いつも	언제나	いつも	언제나	ADV	ADV
魚雷	어뢰	魚雷	어뢰	N	N
魚雷	어뢰	魚雷	어뢰	N	N
遺伝子	유전자	遺伝子	유전자	N	N
遺伝子	유전자	遺伝子	유전자	N	N
簡単	쉬운	簡単	쉽+ㄴ	ADJ	ADJ
簡単	쉬워	簡単	쉽+어	ADJ	ADJ
簡単	아쉬운	簡単	아쉽+ㄴ	ADJ	ADJ
打撃	타격	打撃	타격	N	N
打撃	타자	打撃	타+자	N	N
輸出	내보내기	輸出	내보내+기	V	V
輸出	내보내기	輸出	내보내+기	V	V
ボーイ	소년	ボーイ	소년	N	N
ボーイ	남자아이	ボーイ	남자아+이	N	N
資源	자원	資源	자원	N	N
資源	리소스	資源	리소스	N	N
資源	자원	資源	자원	N	N
資源	리소스	資源	리소스	N	N
材料	재료	材料	재료	N	N
材料	물질	材料	물질	N	N
材料	재료	材料	재료	N	N
材料	재료	材料	재료	N	N
材料	재료	材料	재료	N	N
材料	성분	材料	성분	N	N
徐々に	점차	徐々に	점차	ADV	ADV
感情	정서	感情	정서	N	N
感情	감정	感情	감정	N	N
感情	감정	感情	감정	N	N
感情	감정	感情	감정	N	N
ベルト	벨트	ベルト	벨트	N	N
ベルト	벨트	ベルト	벨트	N	N
運賃	운임	運賃	운임	N	N
ファイター	전투기	ファイター	전투기	N	N
相続	상속인	相続	상속+이+ㄴ	V	V
タンク	탱크	タンク	탱크	N	N
タンク	전차	タンク	전차	N	N
コンテンツ	콘텐츠	コンテンツ	콘텐츠	N	N
コンテンツ	컨텐츠	コンテンツ	컨텐츠	N	N
コンテンツ	내용	コンテンツ	내용	N	N
メダル	메달	メダル	메달	N	N
メダル	메달	メダル	메달	N	N
メダル	메달	メダル	메달	N	N
ジャイアンツ	자이언츠	ジャイアンツ	자이언츠	N	N
確率	확률	確率	확률	N	N
確率	확률	確率	확률	N	N
頭部	머리	頭部	머리	N	N
病気	질환	病気	질환	N	N
病気	질병	病気	질병	N	N
病気	질환	病気	질환	N	N
病気	질병	病気	질병	N	N
病気	질병	病気	질병	N	N
住居	주택	住居	주택	N	N
住居	주택	住居	주택	N	N
住居	숙소	住居	숙소	N	N
住居	거주	住居	거주	N	N
魔女	마녀	魔女	마녀	N	N
魔女	마녀	魔女	마녀	N	N
上場	나열	上場	나열	N	N
官僚	관료	官僚	관료	N	N
格闘	투쟁	格闘	투쟁	N	N
ソース	출처	ソース	출처	N	N
ソース	출처	ソース	출처	N	N
フレーム	프레임	フレーム	프레임	N	N
フレーム	액자	フレーム	액자	N	N
フレーム	프레임	フレーム	프레임	N	N
既存	존재	既存	존재	N	N
青い	푸른	青い	푸르+ㄴ	ADJ	ADJ
休日	휴일	休日	휴일	N	N
休日	명절	休日	명절	N	N
休日	연휴	休日	연휴	N	N
休日	휴가	休日	휴가	N	N
休日	공휴일	休日	공휴+이+ㄹ	N	N
休日	휴일	休日	휴일	N	N
休日	연휴	休日	연휴	N	N
休日	공휴일	休日	공휴+이+ㄹ	N	N
休日	명절	休日	명절	N	N
王朝	왕조	王朝	왕조	N	N
ゾーン	지대	ゾーン	지대	N	N
ゾーン	영역	ゾーン	영역	N	N
鉱山	광산	鉱山	광산	N	N
ラム	양고기	ラム	양고기	N	N
郊外	교외	郊外	교외	N	N
郊外	교외	郊外	교외	N	N
郊外	교외	郊外	교외	N	N
郊外	교외	郊外	교외	N	N
相対	상대	相対	상대	N	N
相対	상대적	相対	상대+적	N	N
相対	친척	相対	친척	N	N
先輩	선배	先輩	선배	N	N
相撲	스모	相撲	스모	N	N
太字	대담	太字	대담	N	N
いつ	언제쯤	いつ	언제+쯤	N	N
効率	효율적	効率	효율+적	N	N
効率	효율성	効率	효율성	N	N
効率	효율	効率	효율	N	N
会計	회계	会計	회계	N	N
会計	회계학	会計	회계학	N	N
無視	무시해	無視	무시+하+어	V	V
原子	원자	原子	원자	N	N
原子	원자	原子	원자	N	N
原子	원자	原子	원자	N	N
修道	수도원	修道	수도원	N	N
修道	수녀원	修道	수녀원	N	N
修道	수도원	修道	수도원	N	N
修道	수도원	修道	수도원	N	N
同上	동감	同上	동감		
カトリック	가톨릭주의	カトリック	가톨릭주의	N	N
カトリック	가톨릭	カトリック	가톨릭	N	N
協奏曲	협주곡	協奏曲	협주곡	N	N
課題	도전	課題	도전	N	N
出席	참석합니다	出席	참석+하+ㅂ니다	V	V
コンセプト	개념	コンセプト	개념	N	N
コンセプト	개념	コンセプト	개념	N	N
抗議	시위	抗議	시위	N	N
キャンプ	캠핑	キャンプ	캠핑	N	N
ラリー	집회	ラリー	집회	N	N
ラリー	랠리	ラリー	랠리	N	N
ラリー	랠리	ラリー	랠리	N	N
デザイナー	디자이너는	デザイナー	디자+이너+는	N	N
デザイナー	설계자	デザイナー	설계자	N	N
天国	하늘	天国	하늘	N	N
乗客	여객	乗客	여객	N	N
乗客	승객	乗客	승객	N	N
乗客	승객	乗客	승객	N	N
タグ	태그	タグ	태그	N	N
タグ	태그	タグ	태그	N	N
ダーク	어둠	ダーク	어둠	N	N
まる	마루	まる	마루		
権力	전력	権力	전력	N	N
権力	권력	権力	권력	N	N
論理	논리적	論理	논리+적	N	N
論理	논리학	論理	논리학	N	N
論理	논리	論理	논리	N	N
打者	타자	打者	타+자	N	N
水素	수소	水素	수소	N	N
共有	공유해	共有	공유+하+어	V	V
共有	공유하기	共有	공유+하+기	V	V
季節	계절	季節	계절	N	N
季節	계절	季節	계절	N	N
季節	계절	季節	계절	N	N
ダメージ	손상	ダメージ	손상	N	N
ギア	톱니바퀴	ギア	톱니+바퀴	N	N
衛生	위생	衛生	위생	N	N
請求	요청하기	請求	요청+하+기	V	V
恐怖	공포	恐怖	공포	N	N
恐怖	공포증	恐怖	공포증	N	N
マジック	마술	マジック	마술	N	N
マジック	마법	マジック	마법	N	N
気温	온도	気温	온도	N	N
フェア	공정	フェア	공정	N	N
フェア	박람회	フェア	박람회	N	N
バカ	멍청이	バカ	멍청이		
バカ	바보	バカ	바보		
バカ	멍청이	バカ	멍청이		
バカ	바보	バカ	바보		
バカ	바보	バカ	바보		
総裁	대통령	総裁	대통령	N	N
有料	유료	有料	유료	N	N
コミュニケーション	의사소통	コミュニケーション	의사+소통	N	N
コミュニケーション	커뮤니케이션	コミュニケーション	커뮤니케이션	N	N
コミュニケーション	소통	コミュニケーション	소통	N	N
コミュニケーション	통신	コミュニケーション	통신	N	N
コミュニケーション	소통	コミュニケーション	소통	N	N
コミュニケーション	커뮤니케이션	コミュニケーション	커뮤니케이션	N	N
コミュニケーション	통신	コミュニケーション	통신	N	N
ステップ	단계	ステップ	단계	N	N
ステップ	단계	ステップ	단계	N	N
義務	듀티	義務	듀티	N	N
義務	의무	義務	의무	N	N
義務	의무	義務	의무	N	N
義務	의무	義務	의무	N	N
義務	의무	義務	의무	N	N
周波	주파수	周波	주파수	N	N
周波	빈도	周波	빈도	N	N
レンズ	렌즈	レンズ	렌즈	N	N
移民	이민	移民	이민	N	N
移民	이민	移民	이민	N	N
移民	이민자	移民	이민자	N	N
一日	하루	一日	하루	N	N
船舶	선박	船舶	선박	N	N
船舶	선박	船舶	선박	N	N
証拠	증명	証拠	증명	N	N
証拠	증거	証拠	증거	N	N
証拠	증거	証拠	증거	N	N
イースト	동부	イースト	동부	N	N
数値	숫자	数値	숫자	N	N
数値	번호	数値	번호	N	N
数値	숫자	数値	숫자	N	N
北方	북부	北方	북부	N	N
プラン	계획	プラン	계획	N	N
プラン	계획	プラン	계획	N	N
差別	차별	差別	차별	N	N
出口	종료	出口	종료	N	N
出口	출구	出口	출구	N	N
火山	화산	火山	화산	N	N
ヒト	인간들	ヒト	인간+들	N	N
ヒト	인간	ヒト	인간	N	N
ヒト	인간	ヒト	인간	N	N
ヒト	인체	ヒト	인체	N	N
灯台	등대	灯台	등대	N	N
グレード	성적	グレード	성+적	N	N
グレード	학년	グレード	학년	N	N
カラオケ	노래방	カラオケ	노래방	N	N
探検	둘러보기	探検	둘러보+기	V	V
突然	갑자기	突然	갑자기	ADV	ADV
定数	상수	定数	상수	N	N
定数	상수	定数	상수	N	N
少数	소수	少数	소수	N	N
ランプ	램프	ランプ	램프	N	N
ランプ	전등	ランプ	전등	N	N
運命	운명	運命	운명	N	N
運命	운명	運命	운명	N	N
タッチ	터치	タッチ	터치	N	N
概要	요약	概要	요약	N	N
成分	재료	成分	재료	N	N
成分	성분	成分	성분	N	N
初演	시사회	初演	시사회	N	N
初演	시사회	初演	시사회	N	N
紛争	갈등	紛争	갈등	N	N
紛争	분쟁	紛争	분쟁	N	N
紛争	분쟁	紛争	분쟁	N	N
紛争	갈등	紛争	갈등	N	N
紛争	갈등이	紛争	갈등+이	N	N
紛争	충돌	紛争	충돌	N	N
紛争	분쟁	紛争	분쟁	N	N
ジャーナリスト	언론인	ジャーナリスト	언론인	N	N
リズム	리듬	リズム	리듬	N	N
リズム	리듬	リズム	리듬	N	N
美しい	아름다운	美しい	아름답+ㄴ	ADJ	ADJ
美しい	아름답다	美しい	아름답+다	ADJ	ADJ
フットボール	축구	フットボール	축구	N	N
フットボール	미식축구	フットボール	미식+축구	N	N
フットボール	풋볼	フットボール	풋볼	N	N
