dlhší	duži	dlhý	dug	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;DEF;CMPR;MASC;SG
štandardný	zadani	štandardný	zadan	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
štandardný	standardni	štandardný	standardan	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
štandardný	standardna	štandardný	standardan	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
zameranie	ciljanje	zameranie	ciljanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zameranie	fokus	zameranie	fokus	N;NOM;NEUT;SG	N;NOM;MASC;SG
meter	metar	meter	metar	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
meter	metar	meter	metar	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
podrobnosti	detalji	podrobnosť	detalj	N;NOM;FEM;PL	N;NOM;MASC;PL
podrobnosti	pojedinosti	podrobnosť	pojedinost	N;NOM;FEM;PL	N;NOM;FEM;PL
obnovenie	obnavljanje	obnovenie	obnavljanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
obnovenie	obnova	obnovenie	obnova	N;NOM;NEUT;SG	N;NOM;FEM;SG
obnovenie	obnavljanje	obnovenie	obnavljanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
obnovenie	obnova	obnovenie	obnova	N;NOM;NEUT;SG	N;NOM;FEM;SG
uzol	čvor	uzol	čvor	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
uzol	čvor	uzol	čvor	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prednosť	prioritet	prednosť	prioritet	N;NOM;FEM;SG	N;NOM;MASC;SG
káder	ajatolah	káder	ajatolah	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
menšiny	manjine	menšina	manjina	N;NOM;FEM;PL	N;NOM;FEM;PL
menšiny	manjine	menšina	manjina	N;NOM;FEM;PL	N;NOM;FEM;PL
prietok	tijek	prietok	tijek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prietok	tok	prietok	tok	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prietok	protok	prietok	protok	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
striedavo	naizmjenično	striedavo	naizmjeničan	ADV	ADV
prevzaté	uzeto	prevziať	uzeto	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP
mŕtvy	mrtav	mŕtvy	mrtav	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
leonard	leonard	leonard	leonard	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
algoritmus	algoritam	algoritmus	algoritam	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ovládanie	nadzor	ovládanie	nadzor	N;NOM;NEUT;SG	N;NOM;MASC;SG
ovládanie	kontrola	ovládanie	kontrola	N;NOM;NEUT;SG	N;NOM;FEM;SG
strieborná	srebrni	strieborný	srebrn	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
vchod	ulaz	vchod	ulaz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
niesol	nosio	niesť	nositi	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
popravený	pogubljen	popravený	pogubiti	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
popravený	izvršeno	popravený	izvršiti	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP;PASS
neoficiálne	neslužbeno	neoficiálne	neslužbeno	ADV	ADV
neoficiálne	neslužbeno	neoficiálne	neslužbeno	ADV	ADV
sekundárne	sekundarni	sekundárne	sekundaran	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
skok	skok	skok	skok	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
zoskupenie	grupiranje	zoskupenie	grupiranje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
gnu	gnu	gnu	gno	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
obmedzenia	ograničenja	obmedzenie	ograničenje	N;NOM;NEUT;PL	N;NOM;NEUT;PL
obmedzenia	ograničenja	obmedzenie	ograničenje	N;NOM;NEUT;PL	N;NOM;NEUT;PL
obmedzenia	granice	obmedzenie	granica	N;NOM;NEUT;PL	N;NOM;FEM;PL
obmedzenia	ograničenja	obmedzenie	ograničenje	N;NOM;NEUT;PL	N;NOM;NEUT;PL
tisíce	tisuće	tisíc`1000	tisuća	N;NOM;MASC;PL	N;NOM;FEM;PL
nezahŕňa	isključuje	zahŕňať	isključivati	V;IPFV;IND;SG;3;NEG;PRS;FIN	V;IND;SG;3;PRS;FIN
pec	peć	pec	peć	N;NOM;FEM;SG	N;NOM;FEM;SG
pec	pećnica	pec	pećnica	N;NOM;FEM;SG	N;NOM;FEM;SG
pec	peć	pec	peć	N;NOM;FEM;SG	N;NOM;FEM;SG
testovanie	testiranje	testovanie	testiranje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
testovanie	proba	testovanie	proba	N;NOM;NEUT;SG	N;NOM;FEM;SG
original	original	originať	original	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ekvivalent	ekvivalent	ekvivalent	ekvivalent	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
šľachtic	plemić	šľachtic	plemić	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
bejzbal	bejzbol	bejzbať	bejzbol	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
bejzbal	bejzbola	bejzbať	bejzbol	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
bejzbal	baseball	bejzbať	baseball	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
križovatky	raskrižja	križovatka	raskrižje	N;NOM;FEM;PL	N;NOM;NEUT;PL
obchodník	trgovac	obchodník	trgovac	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
sedimenty	sedimenti	sediment	sediment	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
žiadal	tvrdio	žiadať	tvrditi	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
chaos	kaos	chaos	kaos	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
vysielač	odašiljač	vysielač	odašiljač	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
symbolizuje	simbolizira	symbolizovať	simbolizirati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
symbolizuje	simbolizira	symbolizovať	simbolizirati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
sledovanie	praćenje	sledovanie	praćenje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
sledovanie	praćenje	sledovanie	praćenje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
sledovanie	nadgledanje	sledovanie	nadgledanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
sledovanie	nadzor	sledovanie	nadzor	N;NOM;NEUT;SG	N;NOM;MASC;SG
bohatstvo	bogatstvo	bohatstvo	bogatstvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
bohatstvo	bogastvo	bohatstvo	bogastvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
bohatstvo	bogatstvo	bohatstvo	bogatstvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
titulok	naslov	titulok	naslov	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
titulok	naslov	titulok	naslov	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
titulok	naziv	titulok	naziv	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ovocie	plodovi	ovocie	plod	N;NOM;FEM;PL	N;NOM;MASC;PL
kamery	kamere	kamera	kamera	N;NOM;FEM;PL	N;NOM;FEM;PL
minca	novčić	minca	novčić	N;NOM;FEM;SG	N;NOM;MASC;SG
minca	kovanica	minca	kovanica	N;NOM;FEM;SG	N;NOM;FEM;SG
označiť	označi	označiť	označiti	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
označiť	označi	označiť	označiti	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
videli	vidjeli	vidieť	vidjeti	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
baptiste	baptiste	baptista	baptist	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
náboženská	religiozni	náboženský	religiozni	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
náboženská	vjerska	náboženský	vjerski	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
náboženská	vjerski	náboženský	vjerski	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
kvapaliny	tekućine	kvapalina	tekućina	N;NOM;FEM;PL	N;NOM;FEM;PL
kvapaliny	tekućine	kvapalina	tekućina	N;NOM;FEM;PL	N;NOM;FEM;PL
nápad	ideja	nápad	ideja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
nápad	zamisao	nápad	zamisao	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
hovoril	progovorio	hovoriť	progovoriti	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
hovoril	progovorio	hovoriť	progovoriti	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
hovoril	govorio	hovoriť	govoriti	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
navrhnutá	dizajnirana	navrhnutý	dizajnirati	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
navrhnutá	osmišljen	navrhnutý	osmišiti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
navrhnutá	dizajniran	navrhnutý	dizajnirati	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
miestnosť	soba	miestnosť	soba	N;NOM;FEM;SG	N;NOM;FEM;SG
miestnosť	prostorija	miestnosť	prostorija	N;NOM;FEM;SG	N;NOM;FEM;SG
letel	letio	letieť	letio	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
letel	poletio	letieť	poletiti	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
letel	letio	letieť	letio	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
dateformat	dateformat	dateformat	dateformat	N;NOM;FEM;SG	N;NOM;MASC;SG
brothers	braca	brothers	brac	N;NOM;MASC;SG	N;NOM;MASC;SG
vládcu	vladara	vládca	vladar	N;ANIM;ACC;MASC;SG	N;ACC;MASC;SG
monika	monika	monika	monik	N;NOM;FEM;SG	N;NOM;FEM;SG
monika	monica	monika	monica	N;NOM;FEM;SG	N;NOM;FEM;SG
monika	monika	monika	monik	N;NOM;FEM;SG	N;NOM;FEM;SG
heineken	heineken	heineken	heineken	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
presnosť	točnost	presnosť	točnost	N;NOM;FEM;SG	N;NOM;FEM;SG
presnosť	preciznost	presnosť	preciznost	N;NOM;FEM;SG	N;NOM;FEM;SG
presnosť	točnost	presnosť	točnost	N;NOM;FEM;SG	N;NOM;FEM;SG
presnosť	preciznost	presnosť	preciznost	N;NOM;FEM;SG	N;NOM;FEM;SG
komplexné	opsežan	komplexný	opsežan	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
komplexné	složeno	komplexný	složen	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
komplexné	složena	komplexný	složen	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
uložená	spašen	uložený	spašiti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
uložená	spremljena	uložený	spremiti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
turecký	tursko	turecký	turski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
turecký	turski	turecký	turski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
zemetrasenie	zemljotres	zemetrasenie	zemljotres	N;NOM;NEUT;SG	N;NOM;MASC;SG
zemetrasenie	potres	zemetrasenie	potres	N;NOM;NEUT;SG	N;NOM;MASC;SG
pochopiť	razumijem	pochopiť	razumjeti	V;PFV;POS;NFIN	V;IND;SG;1;PRS;FIN
pochopiť	shvati	pochopiť	shvati	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
efekty	učinci	efekt	učinak	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
efekty	efekti	efekt	efekt	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
plošina	platforma	plošina	platforma	N;NOM;FEM;SG	N;NOM;FEM;SG
plošina	plato	plošina	plato	N;NOM;FEM;SG	N;NOM;MASC;SG
myslel	mislio	myslieť	misliti	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
myslel	mislio	myslieť	misliti	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
obmedzená	ograničeno	obmedzený	ograničiti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
obmedzená	ograničena	obmedzený	ograničen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
obmedzená	ograničen	obmedzený	ograničiti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP
obmedzená	ograničeno	obmedzený	ograničiti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
obmedzená	ograničen	obmedzený	ograničiti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP
uverejnil	postavio	uverejniť	postaviti	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
obchody	trgovine	obchod	trgovina	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
obchody	prodavaonice	obchod	prodavaonica	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
obchody	trgovine	obchod	trgovina	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
obchody	prodavaonice	obchod	prodavaonica	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
kentaur	kentaur	kentaur	kentaur	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
realizácia	provedba	realizácia	provedba	N;NOM;FEM;SG	N;NOM;FEM;SG
realizácia	ostvarenje	realizácia	ostvarenje	N;NOM;FEM;SG	N;NOM;NEUT;SG
realizácia	shvaćanje	realizácia	shvaćanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
realizácia	pogubljenje	realizácia	pogubljenje	N;NOM;FEM;SG	N;NOM;NEUT;SG
realizácia	izvršenje	realizácia	izvršenje	N;NOM;FEM;SG	N;NOM;NEUT;SG
realizácia	smaknuće	realizácia	smaknuće	N;NOM;FEM;SG	N;NOM;NEUT;SG
kriticky	kritički	kriticky	kritički	ADV	ADV
zachrániť	spremi	zachrániť	sprema	V;PFV;POS;NFIN	V;IND;SG;2;PRS;FIN
zachrániť	spasiti	zachrániť	spasiti	V;PFV;POS;NFIN	V;NFIN
dosiahne	postiže	dosiahnuť	postizati	V;PFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
dosiahne	dosegne	dosiahnuť	dosegnuti	V;PFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
rozpad	raspadanje	rozpad	raspadanje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
rozpad	propadanje	rozpad	propadanje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
slabé	slaba	slabý	slab	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
slabé	slab	slabý	slab	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
hercegovina	hercegovina	hercegovina	hercegovina	N;NOM;FEM;SG	N;NOM;FEM;SG
priemerne	prosječno	priemerne	prosječno	ADV	ADV
alignbars	alignbars	alignbars	alignbars	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
presadiť	provoditi	presadiť	provoditi	V;PFV;POS;NFIN	V;NFIN
kolesá	kotači	koleso	kotač	N;NOM;NEUT;PL	N;NOM;MASC;PL
zajatcov	zarobljenike	zajatec	zarobljenik	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
blog	blog	blog	blog	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
samec	mužjak	samec	mužjak	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
samec	muškarac	samec	muškarac	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ramená	ramena	rameno	ramen	N;NOM;NEUT;PL	N;NOM;MASC;PL
ramená	ruke	rameno	ruka	N;NOM;NEUT;PL	N;NOM;FEM;PL
libreto	libreto	libreto	libreto	N;NOM;NEUT;SG	N;NOM;FEM;SG
vedené	vođena	vedený	voditi	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
vedené	vođen	vedený	voditi	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
špecifický	specifično	špecifický	specifičan	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
špecifický	specifičan	špecifický	specifičan	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
špecifický	specifična	špecifický	specifičan	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
trvalé	trajan	trvalý	trajan	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
trvalé	izdržljiv	trvalý	izdržljiv	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
trvalé	trajna	trvalý	trajan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
trvalé	stalni	trvalý	stalan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
double	double	doubľať	double	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
formáty	formati	formát	format	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
utiekol	pobjegla	utiecť	pobjeći	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
utiekol	pobjegao	utiecť	pobjeći	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
pracovníci	radnice	pracovník	radnica	N;ANIM;NOM;MASC;PL	N;NOM;FEM;PL
pracovníci	radnici	pracovník	radnik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
kolumbii	kolumbiji	kolumbí	kolumbija	N;DAT;FEM;SG	N;DAT;FEM;SG
existovalo	postojala	existovať	postojati	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
existovalo	postojao	existovať	postojati	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
ľudská	ljudski	ľudský	ljudski	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
šťastný	sretan	šťastný	sretan	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
breh	shore	breh	shor	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
breh	obala	breh	obala	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
mladí	mladi	mladý	mlad	ADJ;ANIM;NOM;MASC;PL	ADJ;NOM;DEF;MASC;PL
známky	marke	známka	marka	N;NOM;FEM;PL	N;NOM;FEM;PL
známky	ocjene	známka	ocjena	N;NOM;FEM;PL	N;NOM;FEM;PL
rektor	rektor	rektor	rektor	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
predal	prodao	predať	prodati	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
obor	div	obor	div	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
prekonať	prevladati	prekonať	prevladati	V;PFV;POS;NFIN	V;NFIN
prekonať	nadvladati	prekonať	nadvladati	V;PFV;POS;NFIN	V;NFIN
brániť	braniti	brániť	braniti	V;IPFV;POS;NFIN	V;NFIN
brániť	brani	brániť	braniti	V;IPFV;POS;NFIN	V;IND;SG;3;PRS;FIN
bohatá	bogata	bohatý	bogat	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
bohatá	bogat	bohatý	bogat	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
bohatá	bogati	bohatý	bogat	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
turecká	tursko	turecký	turski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
turecká	turski	turecký	turski	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
rozmer	dimenzija	rozmer	dimenzija	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
primátor	gradonačelnik	primátor	gradonačelnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
rozpočet	budžet	rozpočet	budžet	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
rozpočet	proračun	rozpočet	proračun	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
batérie	baterije	batéria	baterija	N;NOM;FEM;PL	N;NOM;FEM;PL
batérie	baterije	batéria	baterija	N;NOM;FEM;PL	N;NOM;FEM;PL
neplatný	neispravan	neplatný	neispravan	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
neplatný	neispravna	neplatný	neispravan	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
zriadené	utvrđeno	zriadený	utvrditi	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
zriadené	uspostavljen	zriadený	uspostaviti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
zriadené	uspostavljena	zriadený	uspostaviti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP;PASS
zriadené	osnovan	zriadený	osnovati	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
backgroundcolors	backgroundcolors	backgroundcolors	backgroundcolors	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
alkoholu	alkohola	alkohol	alkohol	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
veronika	veronica	veronika	veronica	N;NOM;FEM;SG	N;NOM;FEM;SG
veronika	veronika	veronika	veronik	N;NOM;FEM;SG	N;NOM;FEM;SG
veronika	veronika	veronika	veronik	N;NOM;FEM;SG	N;NOM;FEM;SG
upravená	prilagođen	upravený	prilagoditi	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
rom	rome	rom	rom	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
rom	rom	rom	rom	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
výmenu	zamjenu	výmena	zamjena	N;ACC;FEM;SG	N;ACC;FEM;SG
okolnosti	okolnosti	okolnosť	okolnost	N;NOM;FEM;PL	N;NOM;FEM;PL
okolnosti	okolnosti	okolnosť	okolnost	N;NOM;FEM;PL	N;NOM;FEM;PL
predpoklad	pretpostavka	predpoklad	pretpostavka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
predpoklad	hipoteza	predpoklad	hipoteza	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
predpoklad	premisa	predpoklad	premis	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
predpoklad	preduvjet	predpoklad	preduvjet	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
pokoj	spokoj	pokoj	spok	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
pokoj	mir	pokoj	mir	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
pokoj	spokoj	pokoj	spok	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
atentát	atentat	atentát	atentat	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
bonaparte	bonaparte	bonapart	bonapart	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
plánovaná	zakazan	plánovaný	zakazati	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
plánovaná	planirano	plánovaný	planirati	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
plánovaná	zakazano	plánovaný	zakazati	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
plánovaná	planirana	plánovaný	planirati	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
plánovaná	planirano	plánovaný	planirati	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
plánovaná	planiran	plánovaný	planirati	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
vyvoláva	podiže	vyvolávať	podizati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
odmietla	odbio	odmietnuť	odbiti	V;PFV;FEM;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
zasiahla	intervenirao	zasiahnuť	intervenirati	V;PFV;FEM;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
hrobky	grobnice	hrobok	grobnica	N;NOM;FEM;PL	N;NOM;FEM;PL
jadrová	nuklearni	jadrový	nuklearan	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
jadrová	nuklearna	jadrový	nuklearan	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
desaťročia	desetljeća	desaťročie	desetljeće	N;NOM;NEUT;PL	N;NOM;NEUT;PL
cestoval	putovao	cestovať	putovati	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
cestoval	putovala	cestovať	putovati	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
cestoval	putovao	cestovať	putovati	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
kartu	karticu	kart	kartica	N;ACC;FEM;SG	N;ACC;FEM;SG
študuje	uči	študovať	učiti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
študuje	učiti	študovať	učiti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;NFIN
dokazuje	dokazuje	dokazovať	dokazivati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
