показания	zeznania	показание	zeznanie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
финансирование	finansowanie	финансирование	finansować	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
финансирование	finansowanie	финансирование	finansować	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
финансирование	dofinansowanie	финансирование	dofinansowanie	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
финансирование	finansowanie	финансирование	finansować	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
соперников	rywali	соперник	rywać	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
библиотек	bibliotek	библиотека	bibliotek	N;INAN;GEN;FEM;PL	N;GEN;FEM;PL
угроза	zagrożenia	угроза	zagrożenie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
угроза	zagrożenie	угроза	zagrożenie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
угроза	groźba	угроза	groźba	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
председатели	krzesła	председатель	krzesło	N;ANIM;NOM;MASC;PL	N;NOM;NEUT;PL
председатели	prezydenci	председатель	prezydent	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
трагедия	tragedia	трагедия	tragedia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
трагедия	tragedia	трагедия	tragedia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
заседание	sesja	заседание	sesja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
заседание	posiedzenie	заседание	posiedzenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
заседание	zebranie	заседание	zebranie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
заседание	spotkanie	заседание	spotkanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
ушла	odszedł	уйти	odejść	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
теоретик	teoretyk	теоретик	teoretyk	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
луки	łuki	лук	łuk	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
таиланда	tajlandii	таиланд	tajlandia	N;INAN;GEN;MASC;SG	N;GEN;FEM;SG
троллейбус	trolejbus	троллейбус	trolejbus	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
отправили	wysłano	отправить	wysłać	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
отправили	wysłano	отправить	wysłać	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
гитлер	hitler	гитлер	hitler	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
организмов	organizmów	организм	organizm	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
счастье	szczęście	счастье	szczęście	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
холл	sala	холл	sala	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
культ	kult	культ	kult	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
культ	sekta	культ	sekt	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
домашнее	domowy	домашний	domowy	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
македония	macedonia	македония	macedonia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
волос	włosów	волос	włos	N;INAN;GEN;FEM;PL	N;GEN;MASC;PL
создатели	twórcy	создатель	twórca	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
ферма	gospodarstwa	ферма	gospodarstwo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
ферма	gospodarstwo	ферма	gospodarstwo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
грозный	grozny	грозный	grozny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
условие	stan	условие	stan	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
португальский	portugalski	португальский	portugalski	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
португальский	portugalska	португальский	portugalski	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
португальский	portugalskie	португальский	portugalski	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
низкий	niskie	низкий	niski	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
низкий	niski	низкий	niski	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
уменьшить	zmniejszyć	уменьшить	zmniejszyć	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
уменьшить	zredukować	уменьшить	zredukować	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
уменьшить	zmniejszyć	уменьшить	zmniejszyć	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
типичный	typowe	типичный	typowy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
типичный	typowa	типичный	typowy	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
типичный	typowy	типичный	typowy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
геолог	geolog	геолог	geolog	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
дань	hołd	дань	hołd	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
мозг	mózg	мозг	mózg	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
мозг	umysł	мозг	umysł	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
мозг	mózg	мозг	mózg	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
поднял	wychował	поднять	wychować	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
бред	urojenia	бред	urojić	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
дэнни	danny	дэнный	danny	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
секция	dział	секция	dziać	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
секция	sekcja	секция	sekcja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
десятка	dziesiątka	десяток	dziesiątka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
биология	biologia	биология	biologia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
акулы	rekiny	акула	rekin	N;ANIM;NOM;FEM;PL	N;NOM;MASC;PL
акулы	rekiny	акула	rekin	N;ANIM;NOM;FEM;PL	N;NOM;MASC;PL
диалектов	dialektów	диалект	dialekt	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
сложность	trudność	сложность	trudność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сложность	złożoność	сложность	złożoność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
расписание	harmonogram	расписание	harmonogram	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
расписание	rozkład	расписание	rozkład	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
расписание	harmonogram	расписание	harmonogram	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
джонатан	jonathan	джонатан	jonathan	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
разрыв	zerwanie	разрыв	zerwanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
разрыв	rozstanie	разрыв	rozstać	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
пошла	poszedł	пойти	pójść	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
пошла	poszło	пойти	pójść	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN;ACT
греки	grecy	грек	greca	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
богослов	teolog	богосл	teolog	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
эволюция	ewolucja	эволюция	ewolucja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сеньор	senior	сеньор	senior	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
водитель	kierowca	водитель	kierowca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
водитель	sterownik	водитель	sterownik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
завоевать	podbić	завоевать	podbić	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
вино	wino	вино	wino	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
бокс	boks	бокс	boks	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
популярная	popularny	популярный	popularny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
популярная	popularne	популярный	popularny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
популярная	popularna	популярный	popularny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
путешественник	podróżnik	путешественник	podróżnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
путешественник	podróżnik	путешественник	podróżnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
арсенал	arsenał	арсенал	arsenał	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
отбор	selekcja	отбор	selekcja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
отбор	zaznaczenie	отбор	zaznaczyć	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
отбор	wybór	отбор	wybór	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
молока	mleka	молоко	mleko	N;INAN;GEN;NEUT;SG	N;GEN;NEUT;SG
словари	słowniki	словарь	słownik	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
окончательный	ostateczny	окончательный	ostateczny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
окончательный	ostateczna	окончательный	ostateczny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
окончательный	ostateczne	окончательный	ostateczny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
окончательный	końcowe	окончательный	końcowy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
мера	środek	мера	środek	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
мера	miara	мера	miara	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
рекорды	rekordy	рекорд	rekorda	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
рекорды	zapisy	рекорд	zapis	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
хлеба	chleba	хлеб	chleb	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
кислот	kwasów	кислота	kwas	N;INAN;GEN;FEM;PL	N;GEN;MASC;PL
соблюдать	obserwować	соблюдать	obserwować	V;IPFV;NFIN;ACT	V;IPFV;NFIN;ACT
приносит	przynosi	приносить	przynosić	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
инициатором	inicjatorem	инициатор	inicjator	N;ANIM;INS;MASC;SG	N;INS;MASC;SG
голода	głodu	голод	głód	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
голода	głodu	голод	głód	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
ассамблеи	zespoły	ассамблея	zespół	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
фернандес	fernandez	фернандес	fernandez	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
археолог	archeolog	археолог	archeolog	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
баскетбол	koszykówka	баскетбол	koszykówka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
гектаров	hektarów	гектар	hektar	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
предпочтение	pierwszeństwo	предпочтение	pierwszeństwo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
общение	komunikat	общение	komunikat	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
общение	komunikacja	общение	komunikacja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
общение	komunikacja	общение	komunikacja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
луч	wiązka	луч	wiązka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
луч	promień	луч	promień	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
аст	aspat	аста	aspat	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
цветок	kwiat	цветок	kwiat	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
цветок	kwiatek	цветок	kwiatek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
частная	prywatne	частный	prywatny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
частная	szeregowy	частный	szeregowy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
частная	prywatna	частный	prywatny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
частная	prywatny	частный	prywatny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
морган	morgana	морган	morgany	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
прокурор	oskarżyciel	прокурор	oskarżyciel	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
прокурор	prokurator	прокурор	prokurator	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
арк	arc	арк	arc		
арк	arka	арк	arka		
арк	arki	арк	ark		
чай	herbatka	чай	herbatka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
чай	herbata	чай	herbata	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
этапы	etapy	этап	etap	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
этапы	stopnie	этап	stopień	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
этапы	etapy	этап	etap	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
этапы	schody	этап	schody	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
этапы	kroki	этап	krok	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
этапы	etapy	этап	etap	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
родственники	krewni	родственник	krewnić	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
доверие	zaufanie	доверие	zaufanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
доверие	zaufanie	доверие	zaufanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
интерьер	wnętrze	интерьер	wnętrze	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
интерьер	wnętrza	интерьер	wnętrze	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
блоки	klocki	блок	klocka	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
блоки	bloki	блок	blok	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
аргентинский	argentyński	аргентинский	argentyński	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
нормальная	normalne	нормальный	normalny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
нормальная	normalny	нормальный	normalny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
нормальная	normalna	нормальный	normalny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
нос	nosek	нос	nosek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
нос	nos	нос	nos	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
наследника	dziedzica	наследник	dziedzic	N;ANIM;ACC;MASC;SG	N;ACC;MASC;SG
луций	lucjusz	луций	lucjusz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
марг	marg	марг	marga		
габриэль	gabriel	габриэль	gabriel	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
габриэль	gabriela	габриэль	gabriel	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
габриэль	gabriela	габриэль	gabriel	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
габриэль	gabrielle	габриэль	gabrielle	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
дракон	smok	дракон	smok	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
тенденции	trendy	тенденция	trend	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
тенденции	tendencje	тенденция	tendencja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
разбил	rozbił	разбить	rozbić	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
разбил	rozbił	разбить	rozbić	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
поставки	zapasy	поставка	zapas	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
грудь	skrzynia	грудь	skrzyniać	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
грудь	biust	грудь	biust	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
грудь	biust	грудь	biust	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
бросил	rzucił	бросить	rzucić	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
самолет	samolot	самолет	samolot	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
самолет	samolot	самолет	samolot	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
самолет	płaszczyzna	самолет	płaszczyzna	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
самолет	samolot	самолет	samolot	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
противостояние	opozycja	противостояние	opozycja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
противостояние	sprzeciw	противостояние	sprzeciw	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
противостояние	impas	противостояние	impas	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
противники	przeciwnicy	противник	przeciwnik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
расчёт	obliczanie	расчет	obliczać	N;INAN;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
расчёт	wyliczenie	расчет	wyliczyć	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
расчёт	obliczenie	расчет	obliczyć	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
расчёт	wyliczenia	расчет	wyliczyć	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;V.MSDR
хотела	chciał	хотеть	chcieć	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
чудо	cud	чудо	cud	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
юристы	prawnicy	юрист	prawnica	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
юристы	adwokaci	юрист	adwokaty	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
четвёртая	czwarty	четвертый	czwarty	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
рак	rak	рак	rak	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
рак	nowotwór	рак	nowotwór	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
доходы	przychody	доход	przychody	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
доходы	dochody	доход	dochód	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
доходы	przychody	доход	przychody	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
доходы	dochody	доход	dochód	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
доходы	dochody	доход	dochód	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
доходы	przychody	доход	przychody	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
первоначальный	początkowy	первоначальный	początkowy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
первоначальный	wstępne	первоначальный	wstępny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
первоначальный	początkowe	первоначальный	początkowy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
первоначальный	początkowa	первоначальный	początkowy	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
потребления	konsumpcji	потребление	konsumpcja	N;INAN;GEN;NEUT;SG	N;GEN;FEM;SG
женское	kobiecy	женский	kobiecy	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
женское	damskie	женский	damski	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
университеты	uniwersytety	университет	uniwersytet	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
вместимость	zdolność	вместимость	zdolność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
заговор	działka	заговор	działko	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
заговор	spisek	заговор	spisek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
заговор	spisek	заговор	spisek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
монтаж	edycja	монтаж	edycja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
программирование	programowanie	программирование	programować	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
защищал	bronił	защищать	bronić	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
защищал	broniła	защищать	bronić	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
торжественно	uroczyście	торжественно	uroczyście	ADV	ADV
вселенная	wszechświat	вселенная	wszechświat	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
бизнесмен	biznesmen	бизнесмен	biznesmen	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
бизнесмен	przedsiębiorca	бизнесмен	przedsiębiorca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
оливер	oliver	оливер	oliver	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
слышал	słyszał	слышать	słyszeć	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
горький	gorzka	горький	gorzka	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
горький	gorzkie	горький	gorzki	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
удобно	wygodna	удобный	wygodny	ADJ;NEUT;SG	ADJ;NOM;FEM;SG
удобно	wygodne	удобный	wygodny	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
удобно	wygodny	удобный	wygodny	ADJ;NEUT;SG	ADJ;NOM;MASC;SG
удобно	wygodna	удобный	wygodny	ADJ;NEUT;SG	ADJ;NOM;FEM;SG
удобно	wygodne	удобный	wygodny	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
удобно	wygodny	удобный	wygodny	ADJ;NEUT;SG	ADJ;NOM;MASC;SG
удобно	komfortowe	удобный	komfortowy	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
удобно	wygodne	удобный	wygodny	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
удобно	wygodna	удобный	wygodny	ADJ;NEUT;SG	ADJ;NOM;FEM;SG
послание	komunikat	послание	komunikat	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
послание	wiadomość	послание	wiadomość	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
послание	list	послание	list	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
препарат	lek	препарат	lek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
препарат	narkotyk	препарат	narkotyk	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
избежание	unikanie	избежание	unikać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
избежание	unikanie	избежание	unikać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
молекулы	molekuły	молекула	molekuć	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
молекулы	cząsteczki	молекула	cząsteczka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
молекулы	molekuły	молекула	molekuć	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
скрипач	skrzypek	скрипач	skrzypek	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
скрипач	skrzypek	скрипач	skrzypek	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
романович	romanowicz	романович	romanowicz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
собраний	zgromadzeń	собрание	zgromadzenie	N;INAN;GEN;NEUT;PL	N;GEN;NEUT;PL
сложнее	trudniejsze	сложный	trudny	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
бонус	bonus	бонус	bonus	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
стамбул	stambule	стамбул	stambuł	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
изобретения	wynalazki	изобретение	wynalazka	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
гнездо	gniazdo	гнездо	gniazdo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
стратегия	strategia	стратегия	strategia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
специальность	specjalność	специальность	specjalność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
специальность	specjalność	специальность	specjalność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
важная	ważne	важный	ważny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
важная	ważny	важный	ważny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
важная	ważna	важный	ważny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
представительство	reprezentacja	представительство	reprezentacja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
представительство	przedstawicielstwa	представительство	przedstawicielstwo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
представительство	przedstawicielstwo	представительство	przedstawicielstwo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
местная	miejscowa	местный	miejscowy	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
местная	lokalny	местный	lokalny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
местная	lokalna	местный	lokalny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
местная	lokalne	местный	lokalny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
местная	miejscowy	местный	miejscowy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
порты	porty	порт	port	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
сообщили	zgłoszono	сообщить	zgłosić	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
реагирует	reaguje	реагировать	reagować	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
адъютант	adiutant	адъютант	adiutant	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
визит	odwiedziny	визит	odwiedzina	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
визит	wizyta	визит	wizyta	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
празднования	obchody	празднование	obchód	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
готова	gotowy	готовый	gotowy	ADJ;FEM;SG	ADJ;NOM;MASC;SG
готова	gotowe	готовый	gotowy	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
виконт	wicehrabia	виконт	wicehrabia	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
трактат	traktat	трактат	traktat	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
цветной	kolorowe	цветной	kolorowy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
цветной	kolorowy	цветной	kolorowy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
цветной	kolorowe	цветной	kolorowy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
цветной	kolorowy	цветной	kolorowy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
