warunek	شرط	warunek	شرط	N;ACC;MASC;SG	N;SG
wodoru	هیدروژن	wodor	هیدروژن	N;ACC;MASC;SG	N;SG
wodoru	هیدروژنی	wodor	هیدروژنی	N;ACC;MASC;SG	N;SG
niebezpieczne	خطرناک	niebezpieczny	خطرناک	ADJ;NOM;NEUT;SG	ADJ
otoczenie	امبینت	otoczyć	امبینت	N;NOM;NEUT;SG	N;SG
restauracja	رستورانی	restauracja	رستورانی	N;NOM;FEM;SG	N;SG
restauracja	رستوران	restauracja	رستوران	N;NOM;FEM;SG	N;SG
wizji	بصیرت	wizja	بصیرت	N;GEN;FEM;SG	N;SG
wizji	دید	wizja	دید#بین	N;GEN;FEM;SG	N;SG
wizji	ویژن	wizja	ویژن	N;GEN;FEM;SG	N;SG
wizji	بینایی	wizja	بینایی	N;GEN;FEM;SG	N;SG
bojowników	مبارزان	bojownik	None	N;ACC;MASC;PL	N;PL
odznakę	نشان	odznaka	نشان	N;ACC;FEM;SG	N;SG
southern	جنوب	southerny	جنوب	N;NOM;MASC;SG	N;SG
southern	جنوبی	southerny	جنوبی	N;NOM;MASC;SG	N;SG
luksemburg	لوکزامبورگ	luksemburg	لوکزامبورگ	N;NOM;MASC;SG	N;SG
nachylenie	شیب	nachylenie	شیب	N;NOM;NEUT;SG	N;SG
nachylenie	سراشیبی	nachylenie	سراشیبی	N;NOM;NEUT;SG	N;SG
zbawiciela	ناجی	zbawiciel	ناجی	N;ACC;MASC;SG	N;SG
zbawiciela	منجی	zbawiciel	منجی	N;ACC;MASC;SG	N;SG
obywatela	همشهری	obywatela	None	N;ACC;MASC;SG	N;SG
obywatela	شهروند	obywatela	شهروند	N;ACC;MASC;SG	N;SG
obywatela	شهروندی	obywatela	شهروندی	N;ACC;MASC;SG	N;SG
pancernik	نبردناو	pancernik	نبردناو	N;NOM;MASC;SG	N;SG
pancernik	دریدنوت	pancernik	دریدنوت	N;NOM;MASC;SG	N;SG
komiks	کمیک	komiks	None	N;NOM;MASC;SG	N;SG
komiks	کمدی	komiks	None	N;NOM;MASC;SG	N;SG
komiks	کمیک	komiks	None	N;NOM;MASC;SG	N;SG
komiks	مصور	komiks	مصور	N;NOM;MASC;SG	N;SG
rozumie	میفهمد	rozumieć	فهم	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;3;PRS
cząstki	ذرات	cząstka	None	N;NOM;FEM;PL	N;PL
cząstki	ذرات	cząstka	None	N;NOM;FEM;PL	N;PL
wystrój	دکور	wystrój	None	N;NOM;MASC;SG	N;SG
morderstwo	قتل	morderstwo	قتل	N;NOM;NEUT;SG	N;SG
otrzymaniu	رسید	otrzymać	رسید#رس	N;PFV;DAT;NEUT;SG;POS;V.MSDR	N;SG
hipoteza	فرضیه	hipoteza	فرضیه	N;NOM;FEM;SG	N;SG
rywala	رقیب	rywal	رقیب	N;ACC;MASC;SG	N;SG
zwykłe	معمولی	zwykły	معمولی	ADJ;NOM;NEUT;SG	ADJ
zabójstwa	ترور	zabójstwo	ترور	N;GEN;NEUT;SG	N;SG
wszechświata	کیهان	wszechświatać	کیهان	N;GEN;MASC;SG	N;SG
wszechświata	گیتی	wszechświatać	گیت#گیر	N;GEN;MASC;SG	N;SG
religijny	مذهبی	religijny	مذهبی	ADJ;NOM;MASC;SG	ADJ
przydział	تخصیص	przydział	تخصیص	N;ACC;MASC;SG	N;SG
temple	پرستشگاه	temple	پرستشگاه	N;NOM;NEUT;SG	N;SG
temple	عبادتگاه	temple	عبادتگاه	N;NOM;NEUT;SG	N;SG
temple	معبد	temple	None	N;NOM;NEUT;SG	N;SG
temple	تمپل	temple	تمپل	N;NOM;NEUT;SG	N;SG
zastąpione	جایگزین	zastąpić	جایگزین	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
ogrodów	باغها	ogród	باغ	N;GEN;MASC;PL	N;PL
zwyczaj	عادت	zwyczaj	عادت	N;NOM;MASC;SG	N;SG
zwyczaj	سفارشی	zwyczaj	سفارشی	N;NOM;MASC;SG	N;SG
bogaty	غنی	bogat	غنی	ADJ;NOM;MASC;SG	ADJ
producenci	تولیدکنندگان	producent	تولیدکننده	N;NOM;MASC;PL	N;PL
producenci	سازندگان	producent	سازنده	N;NOM;MASC;PL	N;PL
mechanizmu	مکانیسم	mechanizm	None	N;GEN;MASC;SG	N;SG
mechanizmu	مکانیزم	mechanizm	مکت#مکا	N;GEN;MASC;SG	N;SG
palmer	پالمر	palmer	پالمر	N;NOM;MASC;SG	N;SG
malezji	iran	malezja	iran		
schody	گامهای	schody	گام	N;NOM;NEUT;PL	N;PL
aktorką	بازیگر	aktorka	بازیگر	N;INS;FEM;SG	N;SG
aktorką	actress	aktorka	actress	N;INS;FEM;SG	N;SG
przedziale	کوپه	przedział	کوپه	N;INS;MASC;SG	N;SG
paulina	پائولینا	paulina	پائولینا	N;NOM;FEM;SG	N;SG
paulina	پائولین	paulina	پائولین	N;NOM;FEM;SG	N;SG
muzułmanów	مسلمانان	muzułmanin	مسلمان	N;ACC;MASC;PL	N;PL
muzułmanów	مسلمانها	muzułmanin	مسلمان	N;ACC;MASC;PL	N;PL
flagę	پرچم	flaga	پرچم	N;ACC;FEM;SG	N;SG
maraton	ماراتن	maraton	ماره	N;NOM;MASC;SG	N;SG
maraton	ماراتون	maraton	ماراتون	N;NOM;MASC;SG	N;SG
buntu	عصیان	bunt	عصیان	N;GEN;MASC;SG	N;SG
buntu	طغیان	bunt	طغیان	N;GEN;MASC;SG	N;SG
buntu	سرکشی	bunt	سرکشی	N;GEN;MASC;SG	N;SG
buntu	شورش	bunt	شورش	N;GEN;MASC;SG	N;SG
wniosków	کاربردها	wniosek	کاربرد	N;GEN;MASC;PL	N;PL
mechanik	مکانیک	mechanik	مکانیک	N;NOM;MASC;SG	N;SG
malta	مالت	malta	مالت	N;NOM;FEM;SG	N;SG
ssaki	پستانداران	ssak	پستاندار	N;NOM;MASC;PL	N;PL
ssaki	پستانداران	ssak	پستاندار	N;NOM;MASC;PL	N;PL
prośba	درخواست	prośba	درخواست	N;NOM;FEM;SG	N;SG
arabów	اعراب	arab	عرب	N;ACC;MASC;PL	N;PL
absolutnie	مطلقا	absolutnie	مطلقا	ADV	ADV
rozumieniu	معنای	rozumienie	معنا	N;IPFV;DAT;NEUT;SG	N;SG
rozumieniu	معنی	rozumienie	معنی	N;IPFV;DAT;NEUT;SG	N;SG
rozumieniu	معنا	rozumienie	معنا	N;IPFV;DAT;NEUT;SG	N;SG
jakiekolwiek	هر	jakiekolwiek	هر	DET;NOM;MASC;SG	DET
podstawa	پایه	podstawa	پایه	N;NOM;FEM;SG	N;SG
podstawa	بنیاد	podstawa	None	N;NOM;FEM;SG	N;SG
podstawa	پایه	podstawa	پایه	N;NOM;FEM;SG	N;SG
podstawa	مبنا	podstawa	مبنا	N;NOM;FEM;SG	N;SG
podstawa	پایگاه	podstawa	None	N;NOM;FEM;SG	N;SG
podstawa	پایه	podstawa	پایه	N;NOM;FEM;SG	N;SG
dojrzałości	بلوغ	dojrzałość	بلوغ	N;GEN;FEM;SG	N;SG
wino	شرابی	wino	شراب	N;NOM;NEUT;SG	N;SG
wino	شراب	wino	شراب	N;NOM;NEUT;SG	N;SG
wino	باده	wino	باده	N;NOM;NEUT;SG	N;SG
uzupełnienie	الحاق	uzupełnić	الحاق	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
uzupełnienie	ذیل	uzupełnić	ذیل	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
uzupełnienie	مکمل	uzupełnić	None	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
uzupełnienie	متمم	uzupełnić	None	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
prezentacja	ارائه	prezentacja	ارائه	N;NOM;FEM;SG	N;SG
uczestnictwa	مشارکت	uczestnictwo	مشارکت	N;GEN;NEUT;SG	N;SG
etapy	مراحل	etap	مرحله	N;NOM;MASC;PL	N;PL
etapy	گامهای	etap	گام	N;NOM;MASC;PL	N;PL
warsztat	تعمیرگاه	warsztat	تعمیرگاه	N;NOM;MASC;SG	N;SG
warsztat	گاراژ	warsztat	گاراژ	N;NOM;MASC;SG	N;SG
warsztat	کارگاه	warsztat	کارگاه	N;NOM;MASC;SG	N;SG
wychowanie	پرورش	wychować	پرورش	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
wychowanie	بعثت	wychować	بعثت	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
widział	ندیده	widzieć	دید	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;SG;3;NEG;V.PTCP
widział	دیده	widzieć	دید	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;SG;3;V.PTCP
dziedzictwo	میراثی	dziedzictwo	میراثی	N;NOM;NEUT;SG	N;SG
dziedzictwo	میراث	dziedzictwo	میراث	N;NOM;NEUT;SG	N;SG
dziedzictwo	ارث	dziedzictwo	ارث	N;NOM;NEUT;SG	N;SG
dziedzictwo	میراث	dziedzictwo	میراث	N;NOM;NEUT;SG	N;SG
dziedzictwo	ارث	dziedzictwo	ارث	N;NOM;NEUT;SG	N;SG
okręgi	نواحی	okręga	ناحیه	N;NOM;MASC;PL	N;PL
okręgi	مناطق	okręga	منطقه	N;NOM;MASC;PL	N;PL
okręgi	شهرستانهای	okręga	شهرستان	N;NOM;MASC;PL	N;PL
prawdziwy	واقعی	prawdziwy	واقعی	ADJ;NOM;MASC;SG	ADJ
zegar	تایمر	zegar	تایمر	N;NOM;MASC;SG	N;SG
zegar	کلاک	zegar	کلاک	N;NOM;MASC;SG	N;SG
zegar	ساعت	zegar	ساعت	N;NOM;MASC;SG	N;SG
górnictwa	معدن	górnictwo	None	N;GEN;NEUT;SG	N;SG
komputery	کامپیوترها	komputer	کامپیوتر	N;NOM;MASC;PL	N;PL
psychologia	روانشناسی	psychologia	روانشناسی	N;NOM;FEM;SG	N;SG
transferu	انتقال	transfer	انتقال	N;GEN;MASC;SG	N;SG
trzęsienie	زلزله	trzęsień	زلزله	N;NOM;NEUT;SG	N;SG
lepsza	بهتر	dobry	به	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
lepsza	بهترش	dobry	بهترش	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
rdzenia	هسته	rdzeniać	هسته	N;GEN;NEUT;SG	N;SG
aktywne	فعال	aktywny	فعال	ADJ;NOM;NEUT;SG	ADJ
smaku	مزه	smak	مزه	N;GEN;MASC;SG	N;SG
kroki	گامهای	krok	گام	N;NOM;MASC;PL	N;PL
czytania	خواندن	czytać	خواندن	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;SG
czytania	قرائت	czytać	قرائت	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;SG
rybnik	ربنیک	rybnik	ربنیک	N;ACC;MASC;SG	N;SG
hale	هیل	hala	هیل	N;NOM;MASC;SG	N;SG
aktorzy	بازیگران	aktor	بازیگر	N;NOM;MASC;PL	N;PL
brzmienie	lex	brzmienie	lex	N;NOM;NEUT;SG	N;SG
żołądka	معدی	żołądek	معدی	N;GEN;MASC;SG	N;SG
żołądka	شکم	żołądek	شکم	N;GEN;MASC;SG	N;SG
żołądka	معده	żołądek	معده	N;GEN;MASC;SG	N;SG
chłopcy	پسران	chłopiec	پسر	N;NOM;MASC;PL	N;PL
chłopcy	پسرها	chłopiec	پسر	N;NOM;MASC;PL	N;PL
chłopcy	پسرا	chłopiec	پسرا	N;NOM;MASC;PL	N;PL
cenne	گرانبها	cenny	گرانبها	ADJ;NOM;NEUT;SG	ADJ
cenne	ارزشمند	cenny	ارزشمند	ADJ;NOM;NEUT;SG	ADJ
przekonanie	محکومیت	przekonać	محکومیت	N;NOM;NEUT;SG	N;SG
przekonanie	راسخ	przekonać	None	N;NOM;NEUT;SG	N;SG
rolników	کشاورزان	rolnik	کشاورز	N;ACC;MASC;PL	N;PL
kuchnia	آشپزی	kuchniać	آشپزی	N;NOM;FEM;SG	N;SG
kuchnia	آشپزخانه	kuchniać	آشپزخانه	N;NOM;FEM;SG	N;SG
religijna	مذهبی	religijny	مذهبی	ADJ;NOM;FEM;SG	ADJ
serbia	صربستان	serbia	صربستان	N;NOM;FEM;SG	N;SG
xavier	خاویر	xavier	خاویر	N;NOM;MASC;SG	N;SG
oddaje	میدهد	oddawać	داد#ده	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;3;PRS
christina	کریستینا	christina	کریستینا	N;NOM;FEM;SG	N;SG
magii	جادویی	magaia	جادویی	N;GEN;FEM;SG	N;SG
magii	جادو	magaia	None	N;GEN;FEM;SG	N;SG
magii	سحر	magaia	سحر	N;GEN;FEM;SG	N;SG
magii	جادوی	magaia	جادوی	N;GEN;FEM;SG	N;SG
włosów	موها	włos	مو	N;GEN;MASC;PL	N;PL
ramię	شونه	ramię	شونه	N;NOM;NEUT;SG	N;SG
ramię	شانه	ramię	شانه	N;NOM;NEUT;SG	N;SG
ramię	بازو	ramię	بازو	N;NOM;NEUT;SG	N;SG
ramię	دست	ramię	دست	N;NOM;NEUT;SG	N;SG
ramię	آرم	ramię	آرم	N;NOM;NEUT;SG	N;SG
ramię	بازوی	ramię	بازوی	N;NOM;NEUT;SG	N;SG
afganistanu	افغانستان	afganistan	افغانستان	N;GEN;MASC;SG	N;SG
przywrócenie	بازگردانی	przywrócenie	بازگردانی	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
przywrócenie	بازگرداندن	przywrócenie	None	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
przywrócenie	برگرداندن	przywrócenie	برگرداندن	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
przywrócenie	بازیابی	przywrócenie	بازیابی	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
przywrócenie	بازگردانی	przywrócenie	بازگردانی	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
przywrócenie	مرمت	przywrócenie	مرمت	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
przywrócenie	ترمیم	przywrócenie	ترمیم	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
przywrócenie	بازگرداندن	przywrócenie	None	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
randy	رندی	randa	رند	N;NOM;MASC;SG	N;SG
ucieczka	فراری	ucieczka	فراری	N;NOM;FEM;SG	N;SG
ucieczka	گریز	ucieczka	گریز	N;NOM;FEM;SG	N;SG
ucieczka	فرار	ucieczka	فرار	N;NOM;FEM;SG	N;SG
baptiste	باپتیست	baptisty	باپت#باپ	N;NOM;MASC;SG	N;SG
skrzypek	گنبدی	skrzypek	گنبد	N;NOM;MASC;SG	N;SG
przedłużenie	افزونه	przedłużyć	افزونه	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
przedłużenie	پسوند	przedłużyć	پسوند	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
przedłużenie	نوسازی	przedłużyć	نوسازی	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
przedłużenie	بازسازی	przedłużyć	بازسازی	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
przedłużenie	تجدید	przedłużyć	تجدید	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
blokada	راهبند	blokada	راهبند	N;NOM;FEM;SG	N;SG
blokada	محاصره	blokada	محاصره	N;NOM;FEM;SG	N;SG
radar	راداری	radar	راداری	N;NOM;MASC;SG	N;SG
radar	رادار	radar	رادار	N;NOM;MASC;SG	N;SG
zbrodnia	کشتار	zbrodnia	کشتار	N;NOM;FEM;SG	N;SG
zbrodnia	جرم	zbrodnia	جرم	N;NOM;FEM;SG	N;SG
zbrodnia	جنایت	zbrodnia	جنایت	N;NOM;FEM;SG	N;SG
zbrodnia	جُرم	zbrodnia	جُرم	N;NOM;FEM;SG	N;SG
poziomów	سطوح	poziom	سطح	N;GEN;MASC;PL	N;PL
przekonania	محکومیت	przekonanie	محکومیت	N;NOM;NEUT;SG	N;SG
duke	دیوک	duky	دیوک		
świątynie	معابد	świątynia	معابد	N;NOM;FEM;PL	N;PL
greków	یونانیان	grek	یونانی	N;GEN;MASC;PL	N;PL
greków	یونانیها	grek	یونانی	N;GEN;MASC;PL	N;PL
porty	بنادر	port	بندر	N;NOM;MASC;PL	N;PL
identyczne	همسان	identyczny	همسان	ADJ;NOM;NEUT;SG	ADJ
identyczne	منطبق	identyczny	None	ADJ;NOM;NEUT;SG	ADJ
poważny	جدی	poważny	جدی	ADJ;NOM;MASC;SG	ADJ
hughes	هیوز	hughes	هیوز	N;NOM;MASC;SG	N;SG
półkuli	نیمکره	półkula	نیمکره	N;DAT;FEM;SG	N;SG
norbert	نوربرت	norbert	نوربرت	N;NOM;MASC;SG	N;SG
zabija	میکشد	zabijać	کرد#کن	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;3;PRS
swobodnie	آزادانه	swobodnie	None	ADV	ADV
słaby	ضعیف	słaby	ضعیف	ADJ;NOM;MASC;SG	ADJ
słaby	سست	słaby	None	ADJ;NOM;MASC;SG	ADJ
przedsięwzięcia	ventures	przedsięwzięcie	ventures	N;NOM;NEUT;SG	N;SG
patron	حامی	patron	حامی	N;NOM;MASC;SG	N;SG
integracja	یکپارچگی	integracja	None	N;NOM;FEM;SG	N;SG
integracja	شمول	integracja	شمول	N;NOM;FEM;SG	N;SG
lekka	روشن	lekki	روشن	ADJ;NOM;FEM;SG	ADJ
życzenie	آرزو	życzenie	آرزو	N;NOM;NEUT;SG	N;SG
życzenie	ارزو	życzenie	ارزو	N;NOM;NEUT;SG	N;SG
życzenie	ارزوی	życzenie	ارزوی	N;NOM;NEUT;SG	N;SG
eksperyment	آزمایش	eksperyment	آزمایش	N;ACC;MASC;SG	N;SG
ofertę	پیشکش	oferta	پیشکش	N;ACC;FEM;SG	N;SG
ofertę	پیشنهاد	oferta	پیشنهاد	N;ACC;FEM;SG	N;SG
ofertę	تقدیم	oferta	تقدیم	N;ACC;FEM;SG	N;SG
jedność	همبستگی	jedność	همبستگی	N;NOM;FEM;SG	N;SG
jedność	وحدت	jedność	وحدت	N;NOM;FEM;SG	N;SG
jedność	اتحاد	jedność	اتحاد	N;NOM;FEM;SG	N;SG
azerbejdżanu	آذربایجانی	azerbejdżanu	آذربایجانی	N;GEN;MASC;SG	N;SG
dziewiąty	نهم	dziewić	نهم	ADJ;NOM;MASC;SG	ADJ
rywalizacja	مسابقه	rywalizacja	مسابقه	N;NOM;FEM;SG	N;SG
rywalizacja	رقابت	rywalizacja	رقابت	N;NOM;FEM;SG	N;SG
rywalizacja	رقابت	rywalizacja	رقابت	N;NOM;FEM;SG	N;SG
pogody	هوای	pogoda	هوا	N;GEN;FEM;SG	N;SG
pogody	هوا	pogoda	هوا	N;GEN;FEM;SG	N;SG
bractwo	انجمن	bractwo	انجمن	N;NOM;NEUT;SG	N;SG
bractwo	برادری	bractwo	برادری	N;NOM;NEUT;SG	N;SG
lekcje	درسهای	lekcja	درس	N;NOM;FEM;PL	N;PL
lekcje	دروس	lekcja	None	N;NOM;FEM;PL	N;PL
wrota	دروازه	wrota	دروازه	N;NOM;NEUT;SG	N;SG
wrota	گیت	wrota	گرفت#گیر	N;NOM;NEUT;SG	N;SG
wrota	دری	wrota	دری	N;NOM;NEUT;SG	N;SG
suchy	خشک	suchy	خشک	ADJ;NOM;MASC;SG	ADJ
suchy	خشکیده	suchy	خشکیده	ADJ;NOM;MASC;SG	ADJ;SG;3;V.PTCP
gotowe	اماده	gotowy	اماده	ADJ;NOM;NEUT;SG	ADJ
gotowe	آماده	gotowy	آماده	ADJ;NOM;NEUT;SG	ADJ
balet	باله	balet	باله	N;NOM;MASC;SG	N;SG
informator	مخبر	informator	مخبر	N;NOM;MASC;SG	N;SG
informator	خبرچین	informator	خبرچین	N;NOM;MASC;SG	N;SG
konwencja	کنوانسیون	konwencja	کنوانسیون	N;NOM;FEM;SG	N;SG
konwencja	همایش	konwencja	همایش	N;NOM;FEM;SG	N;SG
chorąży	پرچمدار	chorąży	پرچمدار	N;NOM;MASC;SG	N;SG
chorąży	انساین	chorąży	انساین	N;NOM;MASC;SG	N;SG
roczny	سالانه	roczny	سالانه	ADJ;NOM;MASC;SG	ADJ
roczny	سالیانه	roczny	سالیانه	ADJ;NOM;MASC;SG	ADJ
przywileje	امتیازات	przywilej	امتیاز	N;NOM;MASC;PL	N;PL
postępu	پیشرفت	postęp	پیشرفت	N;GEN;MASC;SG	N;SG
postępu	پیشرفتی	postęp	پیشرفتی	N;GEN;MASC;SG	N;SG
rezygnację	استعفای	rezygnacja	استعفا	N;ACC;FEM;SG	N;SG
rezygnację	استعفاء	rezygnacja	استعفاء	N;ACC;FEM;SG	N;SG
rezygnację	استعفا	rezygnacja	استعفا	N;ACC;FEM;SG	N;SG
rezygnację	استعفا	rezygnacja	استعفا	N;ACC;FEM;SG	N;SG
dystans	مسافت	dystans	مسافت	N;NOM;MASC;SG	N;SG
dystans	فاصله	dystans	فاصله	N;NOM;MASC;SG	N;SG
potwierdzenia	تاییدیه	potwierdzenie	تاییدیه	N;GEN;NEUT;SG	N;SG
potwierdzenia	تأیید	potwierdzenie	تأیید	N;GEN;NEUT;SG	N;SG
potwierdzenia	تصدیق	potwierdzenie	تصدیق	N;GEN;NEUT;SG	N;SG
genów	ژنها	gen	ژن	N;GEN;MASC;PL	N;PL
genów	ژنهای	gen	ژن	N;GEN;MASC;PL	N;PL
colorado	کلرادو	colorado	کلرادو	N;NOM;MASC;SG	N;SG
colorado	کلورادو	colorado	کلورادو	N;NOM;MASC;SG	N;SG
rondo	راندو	rondo	راندو	N;NOM;NEUT;SG	N;SG
interpretacja	تعبیر	interpretacja	تعبیر	N;NOM;FEM;SG	N;SG
interpretacja	تفسیر	interpretacja	تفسیر	N;NOM;FEM;SG	N;SG
zabójstwo	ترور	zabójstwo	ترور	N;NOM;NEUT;SG	N;SG
zabójstwo	قتل	zabójstwo	قتل	N;NOM;NEUT;SG	N;SG
zabójstwo	کشتن	zabójstwo	کشتن	N;NOM;NEUT;SG	N;SG
podpisania	امضا	podpisać	None	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;SG
podpisania	امضای	podpisać	None	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;SG
falls	آبشار	falls	آبشار	N;NOM;MASC;SG	N;SG
falls	فالز	falls	فالز	N;NOM;MASC;SG	N;SG
zakazu	بان	zakaz	بان	N;GEN;MASC;SG	N;SG
zakazu	قدغن	zakaz	قدغن	N;GEN;MASC;SG	N;SG
zakazu	ممنوعیت	zakaz	ممنوعیت	N;GEN;MASC;SG	N;SG
grzyby	قارچها	grzyb	قارچ	N;NOM;MASC;PL	N;PL
grzyby	قارچهای	grzyb	قارچ	N;NOM;MASC;PL	N;PL
grzyby	قارچها	grzyb	قارچ	N;NOM;MASC;PL	N;PL
grzyby	قارچهای	grzyb	قارچ	N;NOM;MASC;PL	N;PL
evil	شر	evil	شر		
kartę	کارت	karta	کارت	N;ACC;FEM;SG	N;SG
kartę	ورق	karta	ورق	N;ACC;FEM;SG	N;SG
tramwaju	تراموا	tramwaj	تراموا	N;GEN;MASC;SG	N;SG
tramwaju	اتوبوسی	tramwaj	اتوبوسی	N;GEN;MASC;SG	N;SG
transfer	انتقال	transfer	انتقال	N;NOM;MASC;SG	N;SG
domena	دامنه	domen	None	N;NOM;FEM;SG	N;SG
kupców	تاجران	kupiec	تاجران	N;ACC;MASC;PL	N;PL
kupców	تجار	kupiec	تاجر	N;ACC;MASC;PL	N;PL
kupców	بازرگانان	kupiec	None	N;ACC;MASC;PL	N;PL
mięsień	عضله	mięsienie	عضله	N;NOM;MASC;SG	N;SG
mięsień	ماهیچه	mięsienie	ماهیچه	N;NOM;MASC;SG	N;SG
uniwersytetów	دانشگاههای	uniwersytet	دانشگاه	N;GEN;MASC;PL	N;PL
uniwersytetów	دانشگاهها	uniwersytet	دانشگاه	N;GEN;MASC;PL	N;PL
menedżer	مدیر	menedżer	مدیر	N;NOM;MASC;SG	N;SG
witryna	سایت	witryna	سایت	N;NOM;FEM;SG	N;SG
village	روستای	village	روستا	N;NOM;MASC;SG	N;SG
village	دهکده	village	دهکده	N;NOM;MASC;SG	N;SG
village	ویلیج	village	ویلیج	N;NOM;MASC;SG	N;SG
village	روستا	village	روستا	N;NOM;MASC;SG	N;SG
cev	cev	cev	cev		
blokadę	راهبند	blokada	راهبند	N;ACC;FEM;SG	N;SG
sterowanie	مهار	sterować	مهار	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
sterowanie	کنترل	sterować	کنترل	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
sterowanie	کنترول	sterować	کنترول	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
terminal	ترمینال	terminal	ترمینال	N;NOM;MASC;SG	N;SG
terminal	پایانه	terminal	پایانه	N;NOM;MASC;SG	N;SG
mieszkanie	مسطح	mieszkanie	مسطح	N;NOM;NEUT;SG	N;SG
mieszkanie	فلت	mieszkanie	فلت	N;NOM;NEUT;SG	N;SG
ryba	فیش	ryba	فیش	N;NOM;FEM;SG	N;SG
ryba	ماهی	ryba	ماهی	N;NOM;FEM;SG	N;SG
wyzwolenie	آزادسازی	wyzwolenie	آزادسازی	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
wyzwolenie	رهایی	wyzwolenie	رهایی	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
dziedzina	فیلد	dziedzina	None	N;NOM;FEM;SG	N;SG
dziedzina	حوزه	dziedzina	حوزه	N;NOM;FEM;SG	N;SG
dziedzina	دامنه	dziedzina	None	N;NOM;FEM;SG	N;SG
aleksandrowicz	الکساندروویچ	aleksandrowicz	الکساندروویچ	N;NOM;MASC;SG	N;SG
che	che	cho	che		
brisbane	بریزبن	brisbany	None	N;NOM;NEUT;SG	N;SG
stambule	استانبول	stambuł	استانبول	N;NOM;MASC;SG	N;SG
niedźwiedź	خرس	niedźwiedź	None	N;NOM;MASC;SG	N;SG
niedźwiedź	خرسی	niedźwiedź	خرسی	N;NOM;MASC;SG	N;SG
psycholog	روانشناس	psycholog	روانشناس	N;NOM;MASC;SG	N;SG
wał	شفت	wała	شفت	N;NOM;MASC;SG	N;SG
klienta	مشتری	klient	مشتری	N;ACC;MASC;SG	N;SG
klienta	مشتری	klient	مشتری	N;ACC;MASC;SG	N;SG
klienta	کارخواه	klient	کارخواه	N;ACC;MASC;SG	N;SG
klienta	موکل	klient	موکل	N;ACC;MASC;SG	N;SG
odwołanie	توسل	odwołać	توسل	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
grobów	قبرها	grób	قبر	N;GEN;MASC;PL	N;PL
grobów	گورها	grób	گور	N;GEN;MASC;PL	N;PL
emocji	عاطفه	emocja	عاطفه	N;GEN;FEM;SG	N;SG
emocji	هیجانی	emocja	هیجانی	N;GEN;FEM;SG	N;SG
kolumn	ستونها	kolumna	ستون	N;GEN;FEM;PL	N;PL
kolumn	ستونهای	kolumna	ستون	N;GEN;FEM;PL	N;PL
zainteresowanych	علاقمند	zainteresować	علاقمند	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS	ADJ
groby	گورها	grób	گور	N;NOM;MASC;PL	N;PL
groby	قبرها	grób	قبر	N;NOM;MASC;PL	N;PL
groby	گورها	grób	گور	N;NOM;MASC;PL	N;PL
umiejętność	مهارتی	umiejętność	مهارتی	N;NOM;FEM;SG	N;SG
umiejętność	مهارت	umiejętność	مهارت	N;NOM;FEM;SG	N;SG
umiejętność	توانایی	umiejętność	توانایی	N;NOM;FEM;SG	N;SG
