رده	klasy	رده	klasa	N;SG	N;GEN;FEM;SG
شکلی	liczby	شکل	liczba	N;SG	N;ACC;FEM;SG
حرم	schronienie	حرم	schronienie	N;SG	N;NOM;NEUT;SG
حرم	sanktuarium	حرم	sanktuarium	N;SG	N;ACC;NEUT;SG
راهنما	instrukcja	None	instrukcja	N;SG	N;NOM;FEM;SG
راهنما	podręcznik	None	podręcznik	N;SG	N;ACC;MASC;SG
راهنما	przewodniku	None	przewodnik	N;SG	N;DAT;MASC;SG
راهنما	poradnik	None	poradnik	N;SG	N;NOM;MASC;SG
راهنما	przewodnikiem	None	przewodnik	N;SG	N;INS;MASC;SG
راهنما	przewodnika	None	przewodnik	N;SG	N;ACC;MASC;SG
راهنما	przewodnik	None	przewodnik	N;SG	N;NOM;MASC;SG
رمز	szyfr	رمز	szyfr	N;SG	N;NOM;MASC;SG
استانداردهای	standardy	استاندارد	standard	N;PL	N;NOM;MASC;PL
اپرا	operę	None	opera	N;SG	N;ACC;FEM;SG
نمادهای	symbole	نماد	symbol	N;PL	N;NOM;MASC;PL
بادی	kumpel	بادی	kumpel	N;SG	N;NOM;MASC;SG
بادی	wiatru	بادی	wiatr	N;SG	N;GEN;MASC;SG
بادی	wiatr	بادی	wiatr	N;SG	N;NOM;MASC;SG
بادی	wietrze	بادی	wiatr	N;SG	N;INS;MASC;SG
فرانسیس	franciszek	فرانسیس	franciszek	N;SG	N;NOM;MASC;SG
سهم	składka	سهم	składka	N;SG	N;NOM;FEM;SG
سهم	wkład	سهم	wkład	N;SG	N;NOM;MASC;SG
سهم	udostępnienia	سهم	udostępnienie	N;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
متمرکز	koncentrat	متمرکز	koncentrat	N;SG	N;NOM;MASC;SG
دلیلی	przyczyna	دلیل	przyczynać	N;SG	N;NOM;FEM;SG
دلیلی	powód	دلیل	powód	N;SG	N;NOM;MASC;SG
ماجرای	przygodę	ماجرا	przygoda	N;SG	N;ACC;FEM;SG
ماجرای	przygoda	ماجرا	przygoda	N;SG	N;NOM;FEM;SG
کارگر	robotnik	کارگر	robotnik	N;SG	N;NOM;MASC;SG
کارگر	robotnik	کارگر	robotnik	N;SG	N;NOM;MASC;SG
کارگر	pracownik	کارگر	pracownik	N;SG	N;NOM;MASC;SG
کارگر	pracownika	کارگر	pracownik	N;SG	N;ACC;MASC;SG
دایره	kółko	دایره	kółko	N;SG	N;NOM;NEUT;SG
دایره	kręgu	دایره	krąg	N;SG	N;GEN;MASC;SG
دایره	okrąg	دایره	okrąg	N;SG	N;NOM;MASC;SG
دایره	koło	دایره	koło	N;SG	N;NOM;NEUT;SG
دایره	krąg	دایره	krąg	N;SG	N;NOM;MASC;SG
مغزی	mózg	مغزی	mózg	N;SG	N;NOM;MASC;SG
مغزی	umysł	مغزی	umysł	N;SG	N;NOM;MASC;SG
مغزی	mózgu	مغزی	mózg	N;SG	N;GEN;MASC;SG
پروفسور	profesor	پروفسور	profesor	N;SG	N;NOM;MASC;SG
پروفسور	profesorze	پروفسور	profesor	N;SG	N;VOC;MASC;SG
سرپرستی	patronat	سرپرستی	patronat	N;SG	N;NOM;MASC;SG
سرپرستی	nadzór	سرپرستی	nadzór	N;SG	N;NOM;MASC;SG
سرپرستی	nadzoru	سرپرستی	nadzór	N;SG	N;GEN;MASC;SG
دان	don	آن	dona		
عقاید	opinie	عقیده	opinia	N;PL	N;NOM;FEM;PL
عقاید	wierzenia	عقیده	wierzyć	N;PL	N;NOM;NEUT;PL
انفجار	wybuch	انفجار	wybuch	N;SG	N;NOM;MASC;SG
انفجار	wybuch	انفجار	wybuch	N;SG	N;NOM;MASC;SG
انفجار	eksplozja	انفجار	eksplozja	N;SG	N;NOM;FEM;SG
انفجار	detonacji	انفجار	detonacja	N;SG	N;GEN;FEM;SG
خزندگان	gady	خزنده	gada	N;PL	N;NOM;MASC;PL
خزندگان	gady	خزنده	gada	N;PL	N;NOM;MASC;PL
تحمل	tolerancja	تحمل	tolerancja	N;SG	N;NOM;FEM;SG
تحمل	tolerancji	تحمل	tolerancja	N;SG	N;GEN;FEM;SG
بنیانگذار	założyciel	بنیانگذار	założyciel	N;SG	N;NOM;MASC;SG
مقبره	grobie	مقبره	grób	N;SG	N;DAT;MASC;SG
مقبره	nagrobek	مقبره	nagrobek	N;SG	N;ACC;MASC;SG
مقبره	grób	مقبره	grób	N;SG	N;ACC;MASC;SG
مقبره	grobowiec	مقبره	grobowiec	N;SG	N;NOM;MASC;SG
متخصص	specjalista	متخصص	specjalista	N;SG	N;NOM;MASC;SG
متخصص	specjalista	متخصص	specjalista	N;SG	N;NOM;MASC;SG
عاشق	miłość	عاشق	miłość	N;SG	N;NOM;FEM;SG
عاشق	miłości	عاشق	miłość	N;SG	N;GEN;FEM;SG
لحظه	moment	لحظه	moment	N;SG	N;NOM;MASC;SG
لحظه	chwili	لحظه	chwila	N;SG	N;GEN;FEM;SG
لحظه	chwila	لحظه	chwila	N;SG	N;NOM;FEM;SG
شباهت	podobieństwo	شباهت	podobieństwo	N;SG	N;NOM;NEUT;SG
شباهت	podobieństwo	شباهت	podobieństwo	N;SG	N;NOM;NEUT;SG
داوران	sędziów	داور	sędzia	N;PL	N;ACC;MASC;PL
داوران	sędziowie	داور	sędzia	N;PL	N;NOM;MASC;PL
تسلیم	przedstawienia	تسلیم	przedstawienie	N;SG	N;GEN;NEUT;SG
تسلیم	przedłożenia	تسلیم	przedłożyć	N;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
آستانه	próg	آستانه	próg	N;SG	N;NOM;MASC;SG
اثرات	efekty	اثر	efekt	N;PL	N;NOM;MASC;PL
اثرات	skutki	اثر	skutek	N;PL	N;NOM;MASC;PL
تعادل	równowagi	تعادل	równowag	N;SG	N;GEN;FEM;SG
تعادل	bilans	تعادل	bilans	N;SG	N;NOM;MASC;SG
تعادل	saldo	تعادل	saldo	N;SG	N;NOM;NEUT;SG
تعادل	równowaga	تعادل	równowaga	N;SG	N;NOM;FEM;SG
تعادل	równowagi	تعادل	równowag	N;SG	N;GEN;FEM;SG
تعادل	równowaga	تعادل	równowaga	N;SG	N;NOM;FEM;SG
کاغذ	papier	کاغذ	papier	N;SG	N;NOM;MASC;SG
فضانوردان	astronautów	فضانورد	astronauta	N;PL	N;GEN;MASC;PL
فضانوردان	astronauci	فضانورد	astronaucia	N;PL	N;NOM;MASC;PL
گرگ	wilka	گرگ	wilka	N;SG	N;ACC;MASC;SG
گرگ	wilk	گرگ	wilk	N;SG	N;NOM;MASC;SG
گرگ	gregg	گرگ	gregg	N;SG	N;NOM;MASC;SG
تعقیب	pościgu	تعقیب	pościg	N;SG	N;GEN;MASC;SG
تعقیب	pościg	تعقیب	pościg	N;SG	N;NOM;MASC;SG
یهودیت	judaizm	یهودیت	judaizm	N;SG	N;NOM;MASC;SG
اسلوونی	słowenia	اسلوونی	słowonie	N;SG	N;NOM;NEUT;SG
هوش	wywiad	هوش	wywiad	N;SG	N;NOM;MASC;SG
هوش	wywiadu	هوش	wywiad	N;SG	N;GEN;MASC;SG
هوش	inteligencja	هوش	inteligencja	N;SG	N;NOM;FEM;SG
لینوکس	linuksa	لینوکس	linuks	N;SG	N;GEN;MASC;SG
لینوکس	linux	لینوکس	linux	N;SG	N;NOM;MASC;SG
سنگاپور	singapuru	سنگاپور	singapur	N;SG	N;GEN;MASC;SG
مالیات	podatki	مالیه	podatek	N;PL	N;NOM;MASC;PL
مالیات	podatki	مالیه	podatek	N;PL	N;NOM;MASC;PL
مالیات	podatki	مالیه	podatek	N;PL	N;NOM;MASC;PL
کشتن	zabijanie	کشتن	zabijać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
کشتن	zabójstwo	کشتن	zabójstwo	N;SG	N;NOM;NEUT;SG
اثری	wyświetlenia	اثر	wyświetlić	N;SG	N;GEN;NEUT;SG
آغازین	początkowy	None	początkowy	ADJ	ADJ;NOM;MASC;SG
آغازین	wstępne	None	wstępny	ADJ	ADJ;NOM;NEUT;SG
آغازین	początkowe	None	początkowy	ADJ	ADJ;NOM;NEUT;SG
آغازین	początkowa	None	początkowy	ADJ	ADJ;NOM;FEM;SG
سواحل	plaże	ساحل	plaży	N;PL	N;NOM;MASC;PL
یادگیری	nauka	یادگیری	nauka	N;SG	N;NOM;FEM;SG
مجازات	karne	مجازات	karny	N;SG	N;NOM;MASC;SG
مجازات	kara	مجازات	kara	N;SG	N;NOM;FEM;SG
مجازات	kara	مجازات	kara	N;SG	N;NOM;FEM;SG
سازمانی	przedsiębiorczość	None	przedsiębiorczość	N;SG	N;NOM;FEM;SG
سازمانی	przedsiębiorstwo	None	przedsiębiorstwo	N;SG	N;NOM;NEUT;SG
سازمانی	przedsięwzięcie	None	przedsięwzięcie	N;SG	N;NOM;NEUT;SG
دوک	książę	دوک	książę	N;SG	N;NOM;MASC;SG
سکه	moneta	سکه	moneta	N;SG	N;NOM;FEM;SG
نمودار	diagram	نمودار	diagrać	N;SG	N;NOM;MASC;SG
نمودار	schemat	نمودار	schemat	N;SG	N;NOM;MASC;SG
نمودار	wykres	نمودار	wykres	N;SG	N;NOM;MASC;SG
نمودار	wykres	نمودار	wykres	N;SG	N;NOM;MASC;SG
بمب	bomby	بمب	bomba	N;SG	N;ACC;FEM;SG
محلول	rozwiązanie	None	rozwiązanie	N;SG	N;NOM;NEUT;SG
محلول	roztwór	None	roztwór	N;SG	N;NOM;MASC;SG
بچه	dziecko	بچه	dziecko	N;SG	N;NOM;NEUT;SG
بچه	kochanie	بچه	kochanie	N;SG	N;NOM;NEUT;SG
بچه	dziecko	بچه	dziecko	N;SG	N;NOM;NEUT;SG
دختری	dziewczyna	None	dziewczyna	N;SG	N;NOM;FEM;SG
دختری	dziewczynka	None	dziewczynka	N;SG	N;NOM;FEM;SG
استون	kamienia	استون	kamień	N;SG	N;GEN;MASC;SG
استون	kamień	استون	kamień	N;SG	N;NOM;MASC;SG
استون	aceton	استون	aceton	N;SG	N;NOM;MASC;SG
معماران	architektów	معمار	architekt	N;PL	N;ACC;MASC;PL
موجودات	stwory	None	stwór	N;PL	N;NOM;MASC;PL
روزه	postu	روزه	post	N;SG	N;GEN;MASC;SG
موش	szczur	موش	szczur	N;SG	N;NOM;MASC;SG
موش	myszki	موش	myszka	N;SG	N;ACC;FEM;SG
موش	myszka	موش	myszko	N;SG	N;NOM;FEM;SG
آگاه	poinformowany	آگاه	poinformować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
آگاه	poinformowana	آگاه	poinformować	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
آگاه	świadomy	آگاه	świadomy	ADJ	ADJ;NOM;MASC;SG
آگاه	świadoma	آگاه	świadomy	ADJ	ADJ;NOM;FEM;SG
تفکیک	dysocjacji	تفکیک	dysocjacja	N;SG	N;GEN;FEM;SG
تفکیک	rozdzielenie	تفکیک	rozdzielenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تفکیک	separacji	تفکیک	separacja	N;SG	N;GEN;FEM;SG
تفکیک	oddzielenie	تفکیک	oddzielenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
اخراج	deportacji	اخراج	deportacja	N;SG	N;GEN;FEM;SG
اخراج	wydalenia	اخراج	wydalenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
اخراج	wydalanie	اخراج	wydalać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
دژ	fortecy	دژ	fortek	N;SG	N;GEN;FEM;SG
دژ	forteca	دژ	forteca	N;SG	N;NOM;FEM;SG
دژ	fortu	دژ	fort	N;SG	N;GEN;MASC;SG
دژ	fort	دژ	fort	N;SG	N;NOM;MASC;SG
جمعیتی	populacja	جمعیتی	populacja	N;SG	N;NOM;FEM;SG
جمعیتی	populacji	جمعیتی	populacja	N;SG	N;GEN;FEM;SG
جمعیتی	ludność	جمعیتی	ludność	N;SG	N;NOM;FEM;SG
دموکراسی	demokracji	None	demokracja	N;SG	N;GEN;FEM;SG
دموکراسی	demokracja	None	demokracja	N;SG	N;NOM;FEM;SG
شکسته	rozbite	شکسته	rozbić	ADJ;SG;3;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
شکسته	złamane	شکسته	złamać	ADJ;SG;3;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
شکسته	łamane	شکسته	łamać	ADJ;SG;3;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
شکسته	złamana	شکسته	złamać	ADJ;SG;3;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
لوکزامبورگ	luksemburgu	لوکزامبورگ	luksemburg	N;SG	N;GEN;MASC;SG
لوکزامبورگ	luksemburg	لوکزامبورگ	luksemburg	N;SG	N;NOM;MASC;SG
لوکزامبورگ	luksemburga	لوکزامبورگ	luksemburga	N;SG	N;GEN;MASC;SG
ماداگاسکار	madagaskar	ماداگاسکار	madagaskar	N;SG	N;NOM;FEM;SG
بارگذاری	obciążenie	بارگذاری	obciążyć	N;SG	N;NOM;NEUT;SG
بارگذاری	ładunek	بارگذاری	ładunek	N;SG	N;ACC;MASC;SG
بارگذاری	załadunku	بارگذاری	załadunek	N;SG	N;GEN;MASC;SG
بارگذاری	ładowanie	بارگذاری	ładować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
بارگذاری	wysyłanie	بارگذاری	wysyłać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
بارگذاری	dodawanie	بارگذاری	dodawać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
بارگذاری	przesyłanie	بارگذاری	przesyłać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
بارگذاری	dodawanie	بارگذاری	dodawać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
بارگذاری	przesyłanie	بارگذاری	przesyłać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
جانی	johnny	جانی	johnny	N;SG	N;NOM;MASC;SG
هیل	hale	هیل	hala	N;SG	N;NOM;MASC;SG
هیل	wzgórza	هیل	wzgórzać	N;SG	N;NOM;NEUT;SG
هیل	wzgórze	هیل	wzgórze	N;SG	N;NOM;NEUT;SG
بنگلادش	bangladeszu	بنگلادش	bangladesz	N;SG	N;GEN;MASC;SG
مار	węża	مار	wąż	N;SG	N;ACC;MASC;SG
مار	wąż	مار	wąż	N;SG	N;NOM;MASC;SG
شواهد	dowody	شاهد	dowód	N;PL	N;NOM;MASC;PL
دهان	gęba	دهان	gęba	N;SG	N;NOM;FEM;SG
مهاجمان	najeźdźcy	None	najeźdźk	N;PL	N;NOM;MASC;PL
مهاجمان	zabójców	None	zabójca	N;PL	N;ACC;MASC;PL
وست	zachodni	None	zachodni	N;SG	N;NOM;MASC;SG
وست	zachód	None	zachód	N;SG	N;NOM;MASC;SG
شک	wątpliwość	شک	wątpliwość	N;SG	N;NOM;FEM;SG
شک	wątpliwości	شک	wątpliwość	N;SG	N;ACC;FEM;SG
شیطان	diabła	شیطان	diabeł	N;SG	N;ACC;MASC;SG
شیطان	diabeł	شیطان	diabeł	N;SG	N;NOM;MASC;SG
جفت	łożysko	None	łożysko	N;SG	N;NOM;NEUT;SG
ابر	chmura	ابر	chmura	N;SG	N;NOM;FEM;SG
عمیق	głęboka	عمیق	głęboki	ADJ	ADJ;NOM;FEM;SG
عمیق	głęboki	عمیق	głęboki	ADJ	ADJ;NOM;MASC;SG
عمیق	głębokie	عمیق	głęboki	ADJ	ADJ;NOM;NEUT;SG
عمیق	głębokie	عمیق	głęboki	ADJ	ADJ;NOM;NEUT;SG
ابراز	wyrażanie	ابراز	wyrażać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
دستگیری	areszt	دستگیری	areszt	N;SG	N;NOM;MASC;SG
دستگیری	aresztowanie	دستگیری	aresztowanie	N;SG	N;NOM;NEUT;SG
دستگیری	aresztowania	دستگیری	aresztowanie	N;SG	N;GEN;NEUT;SG
تست	test	None	test	N;SG	N;NOM;MASC;SG
تست	badanie	None	badanie	N;SG	N;NOM;NEUT;SG
تست	próba	None	próba	N;SG	N;NOM;FEM;SG
تست	badanie	None	badanie	N;SG	N;NOM;NEUT;SG
تست	testowanie	None	testować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تست	próba	None	próba	N;SG	N;NOM;FEM;SG
اساتید	mistrzowie	استاد	mistrz	N;PL	N;NOM;MASC;PL
اساتید	nauczycielom	استاد	nauczyciel	N;PL	N;DAT;MASC;PL
اساتید	nauczyciele	استاد	nauczyciel	N;PL	N;NOM;MASC;PL
اساتید	nauczycielki	استاد	nauczycielka	N;PL	N;GEN;FEM;PL
اساتید	nauczycieli	استاد	nauczyciel	N;PL	N;ACC;MASC;PL
تنوع	zróżnicowanie	تنوع	zróżnicowanie	N;SG	N;NOM;NEUT;SG
تنوع	różnorodności	تنوع	różnorodność	N;SG	N;GEN;FEM;SG
تنوع	różnorodność	تنوع	różnorodność	N;SG	N;NOM;FEM;SG
تنوع	zmienność	تنوع	zmienność	N;SG	N;NOM;FEM;SG
تنوع	odmianę	تنوع	odmiana	N;SG	N;ACC;FEM;SG
تنوع	odmiana	تنوع	odmiana	N;SG	N;NOM;FEM;SG
تنوع	różnorodność	تنوع	różnorodność	N;SG	N;NOM;FEM;SG
نشانی	adres	None	adres	N;SG	N;ACC;MASC;SG
حساس	wrażliwy	حساس	wrażliwy	ADJ	ADJ;NOM;MASC;SG
حساس	wrażliwe	حساس	wrażliwy	ADJ	ADJ;NOM;NEUT;SG
حساس	wrażliwa	حساس	wrażliwy	ADJ	ADJ;NOM;FEM;SG
اشخاص	osoby	شخص	osoba	N;PL	N;NOM;FEM;PL
پرتو	wiązka	None	wiązka	N;SG	N;NOM;FEM;SG
پرتو	promień	None	promień	N;SG	N;NOM;MASC;SG
اورشلیم	jerozolimy	اورشلیم	jerozolima	N;SG	N;GEN;FEM;SG
فرمانروایی	królestwie	فرمانروایی	królestwo	N;SG	N;DAT;NEUT;SG
فرمانروایی	królestwa	فرمانروایی	królestwo	N;SG	N;GEN;NEUT;SG
فرمانروایی	królestwo	فرمانروایی	królestwo	N;SG	N;NOM;NEUT;SG
گپ	czatu	گپ	czat	N;SG	N;GEN;MASC;SG
پاس	wdzięczność	پاس	wdzięczność	N;SG	N;NOM;FEM;SG
پاس	uznanie	پاس	uznanie	N;SG	N;NOM;NEUT;SG
پاس	podanie	پاس	podanie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
پاس	przepustka	پاس	przepustka	N;SG	N;NOM;FEM;SG
پاس	przełęcz	پاس	przełęcz	N;SG	N;NOM;FEM;SG
اجزای	podzespoły	اجزا	podzespoły	N;PL	N;NOM;MASC;PL
اجزای	komponenty	اجزا	komponent	N;PL	N;NOM;MASC;PL
معنا	znaczenie	معنا	znaczenie	N;SG	N;NOM;NEUT;SG
معنا	rozumieniu	معنا	rozumienie	N;SG	N;IPFV;DAT;NEUT;SG
هیدروژن	wodór	هیدروژن	wodór	N;SG	N;NOM;MASC;SG
هیدروژن	wodoru	هیدروژن	wodor	N;SG	N;ACC;MASC;SG
راز	sekret	راز	sekret	N;SG	N;NOM;MASC;SG
راز	tajemnica	راز	tajemnica	N;SG	N;NOM;FEM;SG
نوجوان	nastolatka	نوجوان	nastolatka	N;SG	N;NOM;FEM;SG
نوجوان	nastolatkiem	نوجوان	nastolatek	N;SG	N;INS;MASC;SG
نوجوان	nastolatka	نوجوان	nastolatka	N;SG	N;NOM;FEM;SG
نوجوان	nastolatki	نوجوان	nastolatka	N;SG	N;NOM;FEM;SG
تمرین	próba	تمرین	próba	N;SG	N;NOM;FEM;SG
تمرین	próbę	تمرین	próba	N;SG	N;ACC;FEM;SG
تمرین	kształcenie	تمرین	kształcenie	N;SG	N;NOM;NEUT;SG
تمرین	szkolenia	تمرین	szkolić	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تمرین	trening	تمرین	trening	N;SG	N;NOM;MASC;SG
تمرین	szkolenie	تمرین	szkolenie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تمرین	praktyce	تمرین	praktyka	N;SG	N;GEN;FEM;SG
تمرین	trening	تمرین	trening	N;SG	N;NOM;MASC;SG
تمرین	praktyka	تمرین	praktyka	N;SG	N;NOM;FEM;SG
تمرین	ćwiczenie	تمرین	ćwiczyć	N;SG	N;NOM;NEUT;SG
شلیک	ujęcie	شلیک	ująć	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
شلیک	strzał	شلیک	strzał	N;SG	N;NOM;MASC;SG
کوشش	wysiłek	کوشش	wysiłek	N;SG	N;ACC;MASC;SG
کوشش	nakład	کوشش	nakład	N;SG	N;NOM;MASC;SG
کوشش	wysiłku	کوشش	wysiłek	N;SG	N;GEN;MASC;SG
کوشش	wysiłek	کوشش	wysiłek	N;SG	N;ACC;MASC;SG
پلاک	talerz	None	talerz	N;SG	N;NOM;MASC;SG
پلاک	płyta	None	płyta	N;SG	N;NOM;FEM;SG
پلاک	tabliczka	None	tabliczka	N;SG	N;NOM;FEM;SG
هماهنگی	koordynacji	هماهنگی	koordynacja	N;SG	N;GEN;FEM;SG
هماهنگی	koordynacja	هماهنگی	koordynacja	N;SG	N;NOM;FEM;SG
هماهنگی	harmonii	هماهنگی	harmonia	N;SG	N;GEN;FEM;SG
هماهنگی	harmonia	هماهنگی	harmonia	N;SG	N;NOM;FEM;SG
قدس	jerozolimy	None	jerozolima	N;SG	N;GEN;FEM;SG
هوشمند	mądry	هوشمند	mądry	N;SG	N;NOM;MASC;SG
هوشمند	mądra	هوشمند	mądry	N;SG	N;NOM;FEM;SG
منافع	zainteresowania	منفعت	zainteresowanie	N;PL	N;NOM;NEUT;PL
منافع	zainteresowań	منفعت	zainteresowanie	N;PL	N;GEN;NEUT;PL
بام	dach	None	dach	N;SG	N;NOM;MASC;SG
بام	dachu	None	dach	N;SG	N;GEN;MASC;SG
دستیار	asystenta	دستیار	asystent	N;SG	N;ACC;MASC;SG
دستیار	asystent	دستیار	asystent	N;SG	N;NOM;MASC;SG
دستیار	pomocnik	دستیار	pomocnik	N;SG	N;NOM;MASC;SG
دستیار	asystentka	دستیار	asystentka	N;SG	N;NOM;FEM;SG
نشریات	dzienniki	نشریه	dziennik	N;PL	N;NOM;MASC;PL
نشریات	czasopism	نشریه	czasopism	N;PL	N;GEN;MASC;PL
نشریات	publikacje	نشریه	publikacja	N;PL	N;NOM;FEM;PL
رویدادها	wydarzenia	رویداد	wydarzenie	N;PL	N;NOM;NEUT;PL
رویدادها	wydarzeń	رویداد	wydarzenie	N;PL	N;GEN;NEUT;PL
کتیبه	napis	کتیبه	napis	N;SG	N;ACC;MASC;SG
کتیبه	zwój	کتیبه	zwój	N;SG	N;NOM;MASC;SG
خلافت	kalifat	خلافت	kalifat	N;SG	N;NOM;MASC;SG
لغو	obejście	لغو	obejście	N;SG	N;NOM;NEUT;SG
چرخه	kręgu	چرخه	krąg	N;SG	N;GEN;MASC;SG
چرخه	okrąg	چرخه	okrąg	N;SG	N;NOM;MASC;SG
چرخه	koło	چرخه	koło	N;SG	N;NOM;NEUT;SG
چرخه	krąg	چرخه	krąg	N;SG	N;NOM;MASC;SG
چرخه	cykl	چرخه	cykl	N;SG	N;NOM;MASC;SG
چرخه	cyklu	چرخه	cykl	N;SG	N;GEN;MASC;SG
تیلور	taylora	تیلور	taylor	N;SG	N;ACC;MASC;SG
استخدام	wynajęcie	استخدام	wynająć	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
استخدام	zatrudnienie	استخدام	zatrudnienie	N;SG	N;NOM;NEUT;SG
استخدام	zatrudniania	استخدام	zatrudniać	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
استخدام	wynajem	استخدام	wynaj	N;SG	N;NOM;MASC;SG
استخدام	zatrudnienie	استخدام	zatrudnienie	N;SG	N;NOM;NEUT;SG
استخدام	zatrudnienia	استخدام	zatrudnienie	N;SG	N;GEN;NEUT;SG
تندیس	rzeźba	None	rzeźba	N;SG	N;NOM;FEM;SG
تندیس	rzeźbę	None	rzeźba	N;SG	N;ACC;FEM;SG
تندیس	figura	None	figura	N;SG	N;NOM;FEM;SG
تندیس	pomnik	None	pomnik	N;SG	N;ACC;MASC;SG
تندیس	posąg	None	posąg	N;SG	N;ACC;MASC;SG
پاییز	upadek	پاییز	upadek	N;SG	N;NOM;MASC;SG
مخابرات	łączności	مخابرات	łączność	N;SG	N;GEN;FEM;SG
مخابرات	komunikacja	مخابرات	komunikacja	N;SG	N;NOM;FEM;SG
مخابرات	komunikacji	مخابرات	komunikacja	N;SG	N;GEN;FEM;SG
مخابرات	łączność	مخابرات	łączność	N;SG	N;NOM;FEM;SG
مخابرات	telekomunikacji	مخابرات	telekomunikacja	N;SG	N;GEN;FEM;SG
مخابرات	telekomunikacji	مخابرات	telekomunikacja	N;SG	N;GEN;FEM;SG
معامله	okazja	معامله	okazja	N;SG	N;NOM;FEM;SG
معامله	umowa	معامله	umowa	N;SG	N;NOM;FEM;SG
معامله	układ	معامله	układ	N;SG	N;NOM;MASC;SG
حدیث	ogłoszenie	None	ogłoszenie	N;SG	N;NOM;NEUT;SG;V.MSDR
تسلط	dominacji	تسلط	dominacja	N;SG	N;DAT;FEM;SG
تسلط	dominacji	تسلط	dominacja	N;SG	N;DAT;FEM;SG
تسلط	autorytet	تسلط	autorytet	N;SG	N;NOM;MASC;SG
تسلط	władza	تسلط	władza	N;SG	N;NOM;FEM;SG
تسلط	organ	تسلط	organ	N;SG	N;NOM;MASC;SG
حاکمان	linijki	حاکم	linijka	N;PL	N;ACC;FEM;PL
حاکمان	sędziów	حاکم	sędzia	N;PL	N;ACC;MASC;PL
حاکمان	sędziowie	حاکم	sędzia	N;PL	N;NOM;MASC;PL
مقدمه	wprowadzanie	مقدمه	wprowadzać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
مقدمه	wstęp	مقدمه	wstęp	N;SG	N;NOM;MASC;SG
مقدمه	wprowadzenie	مقدمه	wprowadzić	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
مقدمه	wstęp	مقدمه	wstęp	N;SG	N;NOM;MASC;SG
ویدئو	film	ویدئو	film	N;SG	N;ACC;MASC;SG
قضایی	sądowy	قضایی	sądowy	ADJ	ADJ;NOM;MASC;SG
قضایی	sądowej	قضایی	sądowy	ADJ	ADJ;GEN;FEM;SG
قضایی	sądowe	قضایی	sądowy	ADJ	ADJ;NOM;NEUT;SG
قضایی	sądowa	قضایی	sądowy	ADJ	ADJ;NOM;FEM;SG
دراز	długa	دراز	długi	ADJ	ADJ;NOM;FEM;SG
دراز	długie	دراز	długi	ADJ	ADJ;NOM;NEUT;SG
والدین	rodziców	والد	rodzic	N;PL	N;ACC;MASC;PL
والدین	rodzice	والد	rodzic	N;PL	N;NOM;MASC;PL
مقصد	przeznaczenie	مقصد	przeznaczenie	N;SG	N;NOM;NEUT;SG
محاسبات	obliczenia	محاسبه	obliczyć	N;PL	N;NOM;NEUT;PL
محاسبات	obliczeń	محاسبه	obliczenie	N;PL	N;GEN;NEUT;PL
محاسبات	obliczenia	محاسبه	obliczyć	N;PL	N;NOM;NEUT;PL
محاسبات	obliczeń	محاسبه	obliczenie	N;PL	N;GEN;NEUT;PL
مدارک	dowody	مدرک	dowód	N;PL	N;NOM;MASC;PL
بلافاصله	natychmiast	بلافاصله	natychmiast	ADV	ADV
بلافاصله	natychmiast	بلافاصله	natychmiast	ADV	ADV
شن	piasek	شن	piasek	N;SG	N;NOM;MASC;SG
