catégorie	категория	catégorie	категория	N;FEM;SG	N;INDF;FEM;SG
faculté	факултета	faculté	факултет	N;FEM;SG	N;DEF;MASC;SG
faculté	факултет	faculté	факултет	N;FEM;SG	N;INDF;MASC;SG
génération	генериране	génération	генериране	N;FEM;SG	N;INDF;NEUT;SG
génération	поколение	génération	поколение	N;FEM;SG	N;INDF;NEUT;SG
expédition	експедиция	expédition	експедиция	N;FEM;SG	N;INDF;FEM;SG
expédition	изпращане	expédition	изпращане	N;FEM;SG	N;INDF;NEUT;SG
expédition	диспечер	expédition	диспечер	N;FEM;SG	N;INDF;MASC;SG
expédition	корабоплаването	expédition	корабоплаване	N;FEM;SG	N;DEF;NEUT;SG
expédition	корабоплаване	expédition	корабоплаване	N;FEM;SG	N;INDF;NEUT;SG
expédition	доставка	expédition	доставка	N;FEM;SG	N;INDF;FEM;SG
expédition	пратка	expédition	пратка	N;FEM;SG	N;INDF;FEM;SG
google	гугъл	google	гугъл	N;MASC;SG	N;INDF;MASC;SG
arbre	трий	arbre	трий	N;MASC;SG	N;INDF;FEM;SG
arbre	дървото	arbre	дърво	N;MASC;SG	N;DEF;NEUT;SG
arbre	дръвче	arbre	дръвче	N;MASC;SG	N;INDF;NEUT;SG
arbre	дърво	arbre	дърво	N;MASC;SG	N;INDF;NEUT;SG
tribunal	трибунал	tribunal	трибуна	N;MASC;SG	N;INDF;MASC;SG
tribunal	съдът	tribunal	съд	N;MASC;SG	N;DEF;MASC;SG
tribunal	съд	tribunal	съд	N;MASC;SG	N;INDF;MASC;SG
tribunal	корт	tribunal	корт	N;MASC;SG	N;INDF;MASC;SG
appartient	принадлежи	appartenir	принадлежа	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
règle	владетел	règle	владетел	N;FEM;SG	N;INDF;MASC;SG
règle	правилото	règle	правило	N;FEM;SG	N;DEF;NEUT;SG
règle	правило	règle	правило	N;FEM;SG	N;INDF;NEUT;SG
possibilité	възможност	possibilité	възможност	N;FEM;SG	N;INDF;FEM;SG
avions	самолети	avion	самолет	N;MASC;PL	N;INDF;MASC;PL
avions	самолети	avion	самолет	N;MASC;PL	N;INDF;MASC;PL
avions	самолети	avion	самолет	N;MASC;PL	N;INDF;MASC;PL
avions	самолети	avion	самолет	N;MASC;PL	N;INDF;MASC;PL
archevêque	архиепископ	archevêque	архиепископ	N;MASC;SG	N;INDF;MASC;SG
participants	участниците	participant	участник	N;MASC;PL	N;DEF;MASC;PL
participants	участници	participant	участник	N;MASC;PL	N;INDF;MASC;PL
participants	участници	participant	участник	N;MASC;PL	N;INDF;MASC;PL
dvd	dvd	DVD	dvd	N;MASC;SG	N;INDF;NEUT;SG
dvd	двд	DVD	двд	N;MASC;SG	N;INDF;NEUT;SG
artillerie	артилерията	artillerie	артилерия	N;FEM;SG	N;DEF;FEM;SG
artillerie	артилерия	artillerie	артилерия	N;FEM;SG	N;INDF;FEM;SG
mesures	мерките	mesure	мярка	N;FEM;PL	N;DEF;FEM;PL
mesures	мерки	mesure	мярка	N;FEM;PL	N;INDF;FEM;PL
mesures	измервания	mesure	измерване	N;FEM;PL	N;INDF;NEUT;PL
mesures	измерванията	mesure	измерване	N;FEM;PL	N;DEF;NEUT;PL
mesures	измервания	mesure	измерване	N;FEM;PL	N;INDF;NEUT;PL
occupation	професия	occupation	професия	N;FEM;SG	N;INDF;FEM;SG
occupation	окупация	occupation	окупация	N;FEM;SG	N;INDF;FEM;SG
vent	вятърна	vent	вятърна	N;MASC;SG	N;INDF;FEM;SG
vent	вятър	vent	вятър	N;MASC;SG	N;INDF;MASC;SG
vent	вятъра	vent	вятър	N;MASC;SG	N;DEF;MASC;SG
logiciel	софтуер	logiciel	софтуер	N;MASC;SG	N;INDF;MASC;SG
définition	дефиниция	définition	дефиниция	N;FEM;SG	N;INDF;FEM;SG
définition	определение	définition	определение	N;FEM;SG	N;INDF;NEUT;SG
administrateur	админ	administrateur	админ	N;MASC;SG	N;INDF;MASC;SG
administrateur	администратор	administrateur	администратор	N;MASC;SG	N;INDF;MASC;SG
administrateur	администратор	administrateur	администратор	N;MASC;SG	N;INDF;MASC;SG
travailler	работи	travailler	работя	V;NFIN	V;IPFV;IMP;SG;2;FIN
travailler	работим	travailler	работя	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
églises	църкви	église	църква	N;FEM;PL	N;INDF;FEM;PL
églises	църквите	église	църква	N;FEM;PL	N;DEF;FEM;PL
mouvements	движения	mouvement	движение	N;MASC;PL	N;INDF;NEUT;PL
princesse	принцеса	princesse	принцеса	N;FEM;SG	N;INDF;FEM;SG
volonté	воля	volonté	воля	N;FEM;SG	N;INDF;FEM;SG
oiseaux	птички	oiseau	птичка	N;MASC;PL	N;INDF;FEM;PL
oiseaux	птиците	oiseau	птица	N;MASC;PL	N;DEF;MASC;PL
oiseaux	птици	oiseau	птица	N;MASC;PL	N;INDF;MASC;PL
race	порода	race	пород	N;FEM;SG	N;INDF;FEM;SG
race	надпревара	race	надпревара	N;FEM;SG	N;INDF;FEM;SG
race	надбягване	race	надбягване	N;FEM;SG	N;INDF;NEUT;SG
race	състезание	race	състезание	N;FEM;SG	N;INDF;NEUT;SG
race	раса	race	раса	N;FEM;SG	N;INDF;FEM;SG
sûr	безопасен	sûr	безопасен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
disponible	наличен	disponible	наличен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
disponible	налична	disponible	наличен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
totalement	напълно	totalement	напълно	ADV	ADV
totalement	изцяло	totalement	изцяло	ADV	ADV
totalement	напълно	totalement	напълно	ADV	ADV
totalement	напълно	totalement	напълно	ADV	ADV
continentale	континентална	continental	континентален	ADJ;FEM;SG	ADJ;INDF;FEM;SG
ouvre	отваря	ouvrir	отварям-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
échelle	стълбата	échelle	стълба	N;FEM;SG	N;DEF;FEM;SG
échelle	стълба	échelle	стълба	N;FEM;SG	N;INDF;FEM;SG
échelle	мащаб	échelle	мащаб	N;FEM;SG	N;INDF;MASC;SG
échelle	скала	échelle	скала	N;FEM;SG	N;INDF;FEM;SG
machine	машинка	machine	машинка	N;FEM;SG	N;INDF;FEM;SG
machine	машина	machine	машина	N;FEM;SG	N;INDF;FEM;SG
sujets	теми	sujet	тема	N;MASC;PL	N;INDF;FEM;PL
sujets	темите	sujet	тема	N;MASC;PL	N;DEF;FEM;PL
sujets	субекти	sujet	субект	N;MASC;PL	N;INDF;MASC;PL
sujets	поданици	sujet	поданик	N;MASC;PL	N;INDF;MASC;PL
sujets	теми	sujet	тема	N;MASC;PL	N;INDF;FEM;PL
sujets	обекти	sujet	обект	N;MASC;PL	N;INDF;MASC;PL
législatives	законодателни	législatif	законодателен	ADJ;FEM;PL	ADJ;INDF;PL
luxembourg	люксембург	luxembourg	люксембург	N;MASC;SG	N;INDF;MASC;SG
antique	антична	antique	античен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
manche	ръкав	manche	ръкав	N;FEM;SG	N;INDF;MASC;SG
manche	ръкава	manche	ръкав	N;FEM;SG	N;DEF;MASC;SG
canadienne	канадска	canadien	канадски	ADJ;FEM;SG	ADJ;INDF;FEM;SG
canadienne	канадски	canadien	канадски	ADJ;FEM;SG	ADJ;INDF;MASC;SG
buteur	нападател	buteur	нападател	N;MASC;SG	N;INDF;MASC;SG
buteur	страйкър	buteur	страйкър	N;MASC;SG	N;INDF;MASC;SG
dimanche	неделя	dimanche	неделя	N;MASC;SG	N;INDF;FEM;SG
électronique	електронен	électronique	електронен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
électronique	електронна	électronique	електронен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
fil	фураж	fil	фураж	N;MASC;SG	N;INDF;MASC;SG
fil	тел	fil	тел	N;MASC;SG	N;INDF;FEM;SG
fil	жица	fil	жиц	N;MASC;SG	N;INDF;FEM;SG
fil	прежда	fil	прежда	N;MASC;SG	N;INDF;FEM;SG
fil	нишка	fil	нишка	N;MASC;SG	N;INDF;FEM;SG
fil	конец	fil	конец	N;MASC;SG	N;INDF;MASC;SG
suivre	следвайте	suivre	следвам	V;NFIN	V;IPFV;IMP;PL;2;FIN
sixième	шесто	sixième	шесто	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
sixième	шести	sixième	шести	ADJ;MASC;SG	ADJ;INDF;MASC;SG
sixième	шеста	sixième	шест	ADJ;MASC;SG	ADJ;INDF;FEM;SG
accident	авария	accident	авария	N;MASC;SG	N;INDF;FEM;SG
accident	злополука	accident	злополукам	N;MASC;SG	N;INDF;FEM;SG
accident	инцидент	accident	инцидент	N;MASC;SG	N;INDF;MASC;SG
accident	произшествие	accident	произшествие	N;MASC;SG	N;INDF;NEUT;SG
accident	катастрофа	accident	катастрофа	N;MASC;SG	N;INDF;FEM;SG
accident	краш	accident	краш	N;MASC;SG	N;INDF;MASC;SG
accident	птп	accident	птп	N;MASC;SG	N;INDF;MASC;SG
cérémonie	церемония	cérémonie	церемония	N;FEM;SG	N;INDF;FEM;SG
cérémonie	церемонията	cérémonie	церемония	N;FEM;SG	N;DEF;FEM;SG
discours	реч	discours	реч	N;MASC;SG	N;INDF;FEM;SG
discours	говор	discours	говор	N;MASC;SG	N;INDF;MASC;SG
finaliste	финалист	finaliste	финалист	N;MASC;SG	N;INDF;MASC;SG
humaine	човешка	humain	човешки	ADJ;FEM;SG	ADJ;INDF;FEM;SG
humaine	човешки	humain	човешки	ADJ;FEM;SG	ADJ;INDF;MASC;SG
échange	търговия	échange	търговия	N;MASC;SG	N;INDF;FEM;SG
échange	суап	échange	суап	N;MASC;SG	N;INDF;MASC;SG
échange	замяна	échange	замяна	N;MASC;SG	N;INDF;FEM;SG
échange	размяна	échange	размяна	N;MASC;SG	N;INDF;FEM;SG
échange	обмяна	échange	обмяна	N;MASC;SG	N;INDF;FEM;SG
échange	замяна	échange	замяна	N;MASC;SG	N;INDF;FEM;SG
échange	размяна	échange	размяна	N;MASC;SG	N;INDF;FEM;SG
échange	обмен	échange	обмен	N;MASC;SG	N;INDF;MASC;SG
échange	борса	échange	борса	N;MASC;SG	N;INDF;FEM;SG
étrangères	чужди	étranger	чужд	ADJ;FEM;PL	ADJ;INDF;PL
étrangères	чуждестранни	étranger	чуждестранен	ADJ;FEM;PL	ADJ;INDF;PL
nationales	национални	national	национален	ADJ;FEM;PL	ADJ;INDF;PL
riche	богат	riche	богат	ADJ;MASC;SG	ADJ;INDF;MASC;SG
riche	богата	riche	богат	ADJ;MASC;SG	ADJ;INDF;FEM;SG
riche	богат	riche	богат	ADJ;MASC;SG	ADJ;INDF;MASC;SG
riche	богата	riche	богат	ADJ;MASC;SG	ADJ;INDF;FEM;SG
riche	заможен	riche	заможен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
complète	пълна	complet	пълен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
complète	пълен	complet	пълен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
complète	пълна	complet	пълен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
complète	пълен	complet	пълен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
langage	езикът	langage	език	N;MASC;SG	N;DEF;MASC;SG
langage	езика	langage	език	N;MASC;SG	N;DEF;MASC;SG
langage	език	langage	език	N;MASC;SG	N;INDF;MASC;SG
feuilles	чаршафи	feuille	чаршаф	N;FEM;PL	N;INDF;MASC;PL
feuilles	листове	feuille	лист	N;FEM;PL	N;INDF;MASC;PL
répondre	отговори	répondre	отговоря	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
répondre	отговори	répondre	отговоря	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
spectacle	показване	spectacle	показване	N;MASC;SG	N;INDF;NEUT;SG
plans	планове	plan	план	N;MASC;PL	N;INDF;MASC;PL
moulin	мулен	moulin	мулен	N;MASC;SG	N;INDF;MASC;SG
moulin	мелница	moulin	мелница	N;MASC;SG	N;INDF;FEM;SG
moulin	мелница	moulin	мелница	N;MASC;SG	N;INDF;FEM;SG
déclare	декларира	déclarer	декларирам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
déclare	декларира	déclarer	декларирам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
débat	дискусия	débat	дискусия	N;MASC;SG	N;INDF;FEM;SG
débat	обсъждане	débat	обсъждане	N;MASC;SG	N;INDF;NEUT;SG
débat	разискване	débat	разискване	N;MASC;SG	N;INDF;NEUT;SG
débat	дебат	débat	дебат	N;MASC;SG	N;INDF;MASC;SG
numérique	цифрова	numérique	цифров	ADJ;MASC;SG	ADJ;INDF;FEM;SG
numérique	дигитален	numérique	дигитален	ADJ;MASC;SG	ADJ;INDF;MASC;SG
numérique	цифрова	numérique	цифров	ADJ;MASC;SG	ADJ;INDF;FEM;SG
mayotte	майот	mayotte	майот	ADJ;FEM;SG	ADJ
rendu	постановено	rendre	постановя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
musicien	музикант	musicien	музикант	N;MASC;SG	N;INDF;MASC;SG
champagne	шампанско	champagne	шампанско	N;MASC;SG	N;INDF;NEUT;SG
league	лигата	league	лига	N;MASC;SG	N;DEF;FEM;SG
league	лига	league	лига	N;MASC;SG	N;INDF;FEM;SG
disparu	изчезнал	disparaître	изчезна	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
disparu	изчезнала	disparaître	изчезна	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
disparu	изчезнал	disparaître	изчезна	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
disparu	изчезнала	disparaître	изчезна	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
biens	стоки	bien	стока	N;MASC;PL	N;INDF;FEM;PL
rouges	червени	rouge	червен	ADJ;MASC;PL	ADJ;INDF;PL
rouges	червени	rouge	червен	ADJ;MASC;PL	ADJ;INDF;PL
poésie	поезия	poésie	поезия	N;FEM;SG	N;INDF;FEM;SG
poésie	поезията	poésie	поезия	N;FEM;SG	N;DEF;FEM;SG
poésie	poésie	poésie	poésie	N;FEM;SG	N
ouverte	отвори	ouvrir	отворя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
choisi	избра	choisir	избера	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
choisi	избрана	choisir	избера	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
choisi	избрано	choisir	избера	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
choisi	избран	choisir	избера	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
valeurs	ценности	valeur	ценност	N;FEM;PL	N;INDF;FEM;PL
valeurs	стойности	valeur	стойност	N;FEM;PL	N;INDF;FEM;PL
accueil	дом	accueil	дом	N;MASC;SG	N;INDF;MASC;SG
tar	смола	tar	смол	N;MASC;SG	N;INDF;FEM;SG
tar	катран	tar	катран	N;MASC;SG	N;INDF;MASC;SG
tar	тар	tar	тар	N;MASC;SG	N;INDF;MASC;SG
productions	постановки	production	постановка	N;FEM;PL	N;INDF;FEM;PL
productions	продукции	production	продукция	N;FEM;PL	N;INDF;FEM;PL
fédéral	федерален	fédéral	федерален	ADJ;MASC;SG	ADJ;INDF;MASC;SG
fédéral	федерална	fédéral	федерален	ADJ;MASC;SG	ADJ;INDF;FEM;SG
montagnes	планините	montagne	планини	N;FEM;PL	N;DEF;FEM;PL
montagnes	планини	montagne	планина	N;FEM;PL	N;INDF;FEM;PL
louise	луиз	louise	луиз	N;FEM;SG	N;INDF;FEM;SG
supprimer	премахнете	supprimer	премахна	V;NFIN	V;PFV;IMP;PL;2;FIN
supprimer	махнете	supprimer	махна	V;NFIN	V;PFV;IMP;PL;2;FIN
supprimer	изтриете	supprimer	изтрия	V;NFIN	V;PFV;IMP;PL;2;FIN
supprimer	изтрий	supprimer	изтрий	V;NFIN	V;PFV;IMP;SG;2;FIN
aventure	приключението	aventure	приключение	N;FEM;SG	N;DEF;NEUT;SG
aventure	авантюра	aventure	авантюра	N;FEM;SG	N;INDF;FEM;SG
aventure	приключение	aventure	приключение	N;FEM;SG	N;INDF;NEUT;SG
consacré	отдадена	consacrer	отдам-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
consacré	осветен	consacrer	осветя	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
religieuse	религиозен	religieux	религиозен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
religieuse	религиозна	religieux	религиозен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
dirigé	насочено	diriger	насоча-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
guide	ръководство	guide	ръководство	N;MASC;SG	N;INDF;NEUT;SG
guide	гид	guide	гид	N;MASC;SG	N;INDF;MASC;SG
guide	пътеводител	guide	пътеводител	N;MASC;SG	N;INDF;MASC;SG
guide	водач	guide	водач	N;MASC;SG	N;INDF;MASC;SG
jésus	исус	jésus	исус	N;MASC;SG	N;INDF;MASC;SG
adjoint	заместник	adjoint	заместник	N;MASC;SG	N;INDF;MASC;SG
adjoint	помощник	adjoint	помощник	N;MASC;SG	N;INDF;MASC;SG
adjoint	асистентка	adjoint	асистентка	N;MASC;SG	N;INDF;FEM;SG
adjoint	асистент	adjoint	асистент	N;MASC;SG	N;INDF;MASC;SG
initialement	първоначално	initialement	първоначално	ADV	ADV
initialement	първоначално	initialement	първоначално	ADV	ADV
actif	активна	actif	активна	ADJ;MASC;SG	ADJ;INDF;FEM;SG
actif	активен	actif	активен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
événement	събитието	événement	събитие	N;MASC;SG	N;DEF;NEUT;SG
événement	събитие	événement	събитие	N;MASC;SG	N;INDF;NEUT;SG
installe	инсталира	installer	инсталирам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
fonctionnement	операцията	fonctionnement	операция	N;MASC;SG	N;DEF;FEM;SG
fonctionnement	експлоатация	fonctionnement	експлоатация	N;MASC;SG	N;INDF;FEM;SG
fonctionnement	функциониране	fonctionnement	функциониране	N;MASC;SG	N;INDF;NEUT;SG
fonctionnement	операция	fonctionnement	операция	N;MASC;SG	N;INDF;FEM;SG
fonctionnement	функциониране	fonctionnement	функциониране	N;MASC;SG	N;INDF;NEUT;SG
exception	изключение	exception	изключение	N;FEM;SG	N;INDF;NEUT;SG
extrême	краен	extrême	краен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
populations	популации	population	популация	N;FEM;PL	N;INDF;FEM;PL
contributions	вноски	contribution	вноска	N;FEM;PL	N;INDF;FEM;PL
zonage	зониране	zonage	зониране	N;MASC;SG	N;INDF;NEUT;SG
civil	граждански	civil	граждански	ADJ;MASC;SG	ADJ;INDF;MASC;SG
civil	гражданска	civil	граждански	ADJ;MASC;SG	ADJ;INDF;FEM;SG
civil	цивилен	civil	цивилен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
civil	цивилна	civil	цивилен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
tunisie	тунис	tunisie	тунис	N;FEM;SG	N;INDF;MASC;SG
tunisie	tunisie	tunisie	tunisie	N;FEM;SG	N;INDF;MASC;SG
commande	командване	commande	командване	N;FEM;SG	N;INDF;NEUT;SG
commande	команда	commande	команда	N;FEM;SG	N;INDF;FEM;SG
commande	командата	commande	команда	N;FEM;SG	N;DEF;MASC;SG
commande	ред	commande	ред	N;FEM;SG	N;INDF;MASC;SG
commande	поръчка	commande	поръчка	N;FEM;SG	N;INDF;FEM;SG
porté	носил	porter	нося-(се)	V;MASC;SG;PST;V.PTCP	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
quelle	какво	quel	какъв	DET;FEM;SG	DET;NEUT;SG
interprète	преводач	interprète	преводач	N;MASC;SG	N;INDF;MASC;SG
interprète	изпълнител	interprète	изпълнител	N;MASC;SG	N;INDF;MASC;SG
interprète	тълкуването	interprète	тълкуване	N;MASC;SG	N;DEF;NEUT;SG
standard	стандарт	standard	стандарт	N;MASC;SG	N;INDF;MASC;SG
réalisée	реализирана	réaliser	реализирам	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
médias	медии	média	медия	N;MASC;PL	N;INDF;FEM;PL
médias	медиите	média	медия	N;MASC;PL	N;DEF;FEM;PL
introduction	въведение	introduction	въведение	N;FEM;SG	N;INDF;NEUT;SG
introduction	въвеждане	introduction	въвеждане	N;FEM;SG	N;INDF;NEUT;SG
introduction	въведение	introduction	въведение	N;FEM;SG	N;INDF;NEUT;SG
introduction	интро	introduction	интро	N;FEM;SG	N;INDF;NEUT;SG
approche	подход	approche	подход	N;FEM;SG	N;INDF;MASC;SG
reconnaissance	разузнаване	reconnaissance	разузнаване	N;FEM;SG	N;INDF;NEUT;SG
reconnaissance	разузнаване	reconnaissance	разузнаване	N;FEM;SG	N;INDF;NEUT;SG
reconnaissance	признание	reconnaissance	признание	N;FEM;SG	N;INDF;NEUT;SG
reconnaissance	признаване	reconnaissance	признаване	N;FEM;SG	N;INDF;NEUT;SG
reconnaissance	разпознаване	reconnaissance	разпознаване	N;FEM;SG	N;INDF;NEUT;SG
metal	metal	metal	metal	N;MASC;SG	N;INDF;MASC;SG
metal	метъл	metal	метъл	N;MASC;SG	N;INDF;MASC;SG
metal	метал	metal	метал	N;MASC;SG	N;INDF;MASC;SG
liés	свързани	lier	свържа	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
liés	свързани	lier	свържа	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
effectue	изпълнява	effectuer	изпълнявам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
provinces	провинции	province	провинция	N;FEM;PL	N;INDF;FEM;PL
pose	поза	pose	поза	N;FEM;SG	N;INDF;FEM;SG
orange	оранжев	orange	оранжев	N;FEM;SG	N;INDF;MASC;SG
orange	портокал	orange	портокал	N;FEM;SG	N;INDF;MASC;SG
fleurs	цветята	fleur	цветя	N;FEM;PL	N;DEF;NEUT;PL
fleurs	цветя	fleur	цвете	N;FEM;PL	N;INDF;NEUT;PL
matin	утро	matin	утро	N;MASC;SG	N;INDF;NEUT;SG
matin	сутрин	matin	сутрин	N;MASC;SG	N;INDF;FEM;SG
missions	мисии	mission	мисия	N;FEM;PL	N;INDF;FEM;PL
flotte	флота	flotte	флот	N;FEM;SG	N;DEF;MASC;SG
flotte	флот	flotte	флот	N;FEM;SG	N;INDF;MASC;SG
dessins	рисунки	dessin	рисунка	N;MASC;PL	N;INDF;FEM;PL
dessins	скици	dessin	скица	N;MASC;PL	N;INDF;FEM;PL
dessins	чертежи	dessin	чертеж	N;MASC;PL	N;INDF;MASC;PL
monsieur	сър	Monsieur	сър	N;MASC;SG	N;INDF;MASC;SG
monsieur	господине	Monsieur	господин	N;MASC;SG	N;INDF;MASC;SG
côtes	ребра	côte	ребро	N;FEM;PL	N;INDF;NEUT;PL
côtes	ребрата	côte	ребра	N;FEM;PL	N;DEF;NEUT;PL
côtes	брегове	côte	бряг	N;FEM;PL	N;INDF;MASC;PL
côtes	бреговете	côte	бряг	N;FEM;PL	N;DEF;MASC;PL
chefs	вождове	chef	вожд	N;MASC;PL	N;INDF;MASC;PL
chefs	началници	chef	началник	N;MASC;PL	N;INDF;MASC;PL
chefs	готвачи	chef	готвач	N;MASC;PL	N;INDF;MASC;PL
amateurs	аматьори	amateur	аматьор	N;MASC;PL	N;INDF;MASC;PL
amateurs	аматьори	amateur	аматьор	N;MASC;PL	N;INDF;MASC;PL
localisation	местоположение	localisation	местоположение	N;FEM;SG	N;INDF;NEUT;SG
localisation	място	localisation	място	N;FEM;SG	N;INDF;NEUT;SG
localisation	местонахождение	localisation	местонахождение	N;FEM;SG	N;INDF;NEUT;SG
localisation	локация	localisation	локация	N;FEM;SG	N;INDF;FEM;SG
gagne	печели	gagner	печеля	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
officiers	офицери	officier	офицер	N;MASC;PL	N;INDF;MASC;PL
officiers	полицаи	officier	полицай	N;MASC;PL	N;INDF;MASC;PL
indépendant	независима	indépendant	независим	ADJ;MASC;SG	ADJ;INDF;FEM;SG
indépendant	независим	indépendant	независим	ADJ;MASC;SG	ADJ;INDF;MASC;SG
marquis	маркиза	marquis	маркиз	N;MASC;SG	N;INDF;FEM;SG
marquis	маркиз	marquis	маркиз	N;MASC;SG	N;INDF;MASC;SG
pouvoirs	сили	pouvoir	сила	N;MASC;PL	N;INDF;FEM;PL
pouvoirs	правомощия	pouvoir	правомощие	N;MASC;PL	N;INDF;NEUT;PL
commercial	търговска	commercial	търговски	ADJ;MASC;SG	ADJ;INDF;FEM;SG
commercial	търговски	commercial	търговски	ADJ;MASC;SG	ADJ;INDF;MASC;SG
bat	бие	battre	бия-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
césar	цезар	césar	цезар	N;MASC;SG	N;INDF;MASC;SG
césar	сезар	césar	сезар	N;MASC;SG	N;INDF;MASC;SG
césar	цезар	césar	цезар	N;MASC;SG	N;INDF;MASC;SG
césar	сезар	césar	сезар	N;MASC;SG	N;INDF;MASC;SG
suédois	шведска	suédois	шведски	ADJ;MASC;SG	ADJ;INDF;FEM;SG
suédois	шведски	suédois	шведски	ADJ;MASC;SG	ADJ;INDF;MASC;SG
victimes	жертви	victime	жертва	N;FEM;PL	N;INDF;FEM;PL
victimes	произшествия	victime	произшествие	N;FEM;PL	N;INDF;NEUT;PL
victimes	жертвите	victime	жертва	N;FEM;PL	N;DEF;FEM;PL
victimes	жертви	victime	жертва	N;FEM;PL	N;INDF;FEM;PL
mille	хиляда	mille	хиляда	NUM	NUM;INDF;PL
direct	директна	direct	директен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
direct	директен	direct	директен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
dames	дами	dame	дама	N;FEM;PL	N;INDF;FEM;PL
couronne	венец	couronne	венец	N;FEM;SG	N;INDF;MASC;SG
couronne	краун	couronne	краун	N;FEM;SG	N;INDF;MASC;SG
couronne	корона	couronne	корон	N;FEM;SG	N;INDF;FEM;SG
couronne	короната	couronne	корона	N;FEM;SG	N;DEF;FEM;SG
attaquant	нападател	attaquant	нападател	N;MASC;SG	N;INDF;MASC;SG
attaquant	нападателят	attaquant	нападател	N;MASC;SG	N;DEF;MASC;SG
attaquant	нападателя	attaquant	нападател	N;MASC;SG	N;DEF;MASC;SG
attaquant	нападател	attaquant	нападател	N;MASC;SG	N;INDF;MASC;SG
attaquant	страйкър	attaquant	страйкър	N;MASC;SG	N;INDF;MASC;SG
privé	частна	privé	частен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
privé	личен	privé	личен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
privé	частен	privé	частен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
réaliser	постигнете	réaliser	постигна	V;NFIN	V;PFV;IMP;PL;2;FIN
réaliser	постигне	réaliser	постигна	V;NFIN	V;PFV;IMP;SG;2;FIN
