padaju	落下	padati	落下	V;IND;PL;3;PRS;FIN	V
demona	悪霊	demona	悪霊	N;ACC;MASC;SG	N
relikvije	遺物	relikvija	遺物	N;NOM;FEM;PL	N
objava	お	objava	お	N;NOM;FEM;SG	N
ponosa	プライド	ponos	プライド	N;GEN;MASC;SG	N
ponosa	傲慢	ponos	傲慢	N;GEN;MASC;SG	N
april	四月	april	四月	N;NOM;MASC;SG	N
čovječanstvo	人類	čovječanstvo	人類	N;NOM;NEUT;SG	N
čovječanstvo	人類	čovječanstvo	人類	N;NOM;NEUT;SG	N
zoo	動物園	zoo	動物園	N;NOM;MASC;SG	N
mjerilo	ゲージ	mjerilo	ゲージ	N;NOM;NEUT;SG	N
instalacije	インストール	instalacija	インストール	N;NOM;FEM;PL	N
robot	ロボット	robot	ロボット	N;NOM;MASC;SG	N
zabrinutost	関心	zabrinutost	関心	N;NOM;FEM;SG	N
šok	ショック	šok	ショック	N;NOM;MASC;SG	N
šok	衝撃	šok	衝撃	N;NOM;MASC;SG	N
kvadrat	正方	kvadrat	正方	N;NOM;MASC;SG	N
kvadrat	広場	kvadrat	広場	N;NOM;MASC;SG	N
kori	クラスト	kora	クラスト	N;DAT;FEM;SG	N
zarade	営利	zarada	営利	N;NOM;FEM;PL	N
zarade	利益	zarada	利益	N;NOM;FEM;PL	N
pati	苦しむ	patiti	苦しむ	V;IND;SG;3;PRS;FIN	V
skandal	スキャンダル	skandal	スキャンダル	N;NOM;MASC;SG	N
skandal	不祥事	skandal	不祥事	N;NOM;MASC;SG	N
četvrtak	木曜日	četvrtak	木曜日	N;NOM;MASC;SG	N
četvrtak	木曜	četvrtak	木曜	N;NOM;MASC;SG	N
planete	惑星	planet	惑星	N;NOM;FEM;PL	N
demokraciju	民主主義	demokracija	民主主義	N;ACC;FEM;SG	N
miks	ミックス	miks	ミックス	N;NOM;MASC;SG	N
dokumentacije	ドキュメント	dokumentacija	ドキュメント	N;NOM;FEM;PL	N
dokumentacije	ドキュメンテーション	dokumentacija	ドキュメンテーション	N;NOM;FEM;PL	N
sinovima	息子	sin	息子	N;INS;MASC;PL	N
posjetitelje	ビジター	posjetitelj	ビジター	N;ACC;MASC;PL	N
objavi	公開	objaviti	公開	V;IND;SG;3;PRS;FIN	V
objavi	投稿	objaviti	投稿	V;IND;SG;3;PRS;FIN	V
ljuske	シェル	ljuska	シェル	N;NOM;FEM;PL	N
ljuske	スケール	ljuska	スケール	N;NOM;FEM;PL	N
ljuske	ウロコ	ljuska	ウロコ	N;NOM;FEM;PL	N
bolesnik	病気	bolesnik	病気	N;NOM;MASC;SG	N
ninja	忍者	ninja	忍者	N;NOM;MASC;SG	N
boksač	ボクサー	boksač	ボクサー	N;NOM;MASC;SG	N
odijelo	スーツ	odijelo	スーツ	N;NOM;NEUT;SG	N
odijelo	背広	odijelo	背広	N;NOM;NEUT;SG	N
dinosauri	恐竜	dinosaur	恐竜	N;NOM;MASC;PL	N
obavijest	お	obavijest	お	N;NOM;FEM;SG	N
obavijest	告示	obavijest	告示	N;NOM;FEM;SG	N
mitovi	神話	mit	神話	N;NOM;MASC;PL	N
aurora	オーロラ	auror	オーロラ	N;NOM;FEM;SG	N
demonstracije	デモンストレーション	demonstracija	デモンストレーション	N;NOM;FEM;PL	N
demonstracije	デモ	demonstracija	デモ	N;NOM;FEM;PL	N
demonstracije	デモ	demonstracija	デモ	N;NOM;FEM;PL	N
uske	狭い	uzak	狭い	ADJ;NOM;DEF;FEM;PL	ADJ
putevi	道路	put	道路	N;NOM;MASC;PL	N
putevi	パス	put	パス	N;NOM;MASC;PL	N
zrcalo	ミラー	zrcati	ミラー	N;NOM;NEUT;SG	N
dijagram	ダイアグラム	dijagram	ダイアグラム	N;NOM;MASC;SG	N
kuka	フック	kuka	フック	N;NOM;MASC;SG	N
kamenica	牡蠣	kamenica	牡蠣	N;NOM;FEM;SG	N
kamenica	カキ	kamenica	カキ	N;NOM;FEM;SG	N
kamenica	オイスター	kamenica	オイスター	N;NOM;FEM;SG	N
plaće	給料	plaća	給料	N;NOM;FEM;PL	N
plaće	俸給	plaća	俸給	N;NOM;FEM;PL	N
plaće	給与	plaća	給与	N;NOM;FEM;PL	N
plaće	給与	plaća	給与	N;NOM;FEM;PL	N
plaće	賃金	plaća	賃金	N;NOM;FEM;PL	N
slalom	スラローム	slati	スラローム	N;INS;MASC;SG	N
oltaru	祭壇	oltar	祭壇	N;DAT;MASC;SG	N
sjemeništu	神学校	sjemenište	神学校	N;DAT;NEUT;SG	N
desert	デザート	desert	デザート	N;NOM;MASC;SG	N
prozori	windows	prozor	windows	N;NOM;MASC;PL	N
tanka	薄い	tanka	薄い	ADJ;NOM;DEF;FEM;SG	ADJ
tanka	細い	tanka	細い	ADJ;NOM;DEF;FEM;SG	ADJ
zabava	パーティ	zabava	パーティ	N;NOM;FEM;SG	N
zabava	パーティー	zabava	パーティー	N;NOM;FEM;SG	N
zabava	エンターテイメント	zabava	エンターテイメント	N;NOM;FEM;SG	N
zabava	エンターテインメント	zabava	エンターテインメント	N;NOM;FEM;SG	N
pranje	ウォッシュ	pranje	ウォッシュ	N;NOM;NEUT;SG	N
pranje	洗浄	pranje	洗浄	N;NOM;NEUT;SG	N
pije	飲む	piti	飲む	V;IND;SG;3;PRS;FIN	V
uski	狭い	uski	狭い	ADJ;NOM;DEF;MASC;SG	ADJ
sok	ジュース	sok	ジュース	N;NOM;MASC;SG	N
paradise	パラダイス	paradis	パラダイス	N;NOM;MASC;SG	N
paradise	楽園	paradis	楽園	N;NOM;MASC;SG	N
cvijeta	フラワー	cvijet	フラワー	N;GEN;MASC;SG	N
thunder	サンダー	thunder	サンダー	N;NOM;MASC;SG	N
bolesnici	患者	bolesnik	患者	N;NOM;MASC;PL	N
juniori	後輩	junior	後輩	N;NOM;MASC;PL	N
strategiju	戦略	strategija	戦略	N;ACC;FEM;SG	N
grožđa	ぶどう	grožđe	ぶどう	N;NOM;NEUT;PL	N
grožđa	ブドウ	grožđe	ブドウ	N;NOM;NEUT;PL	N
niski	低い	nisk	低い	ADJ;NOM;DEF;MASC;SG	ADJ
domove	住宅	dom	住宅	N;ACC;MASC;PL	N
korporacija	コーポレーション	korporacija	コーポレーション	N;NOM;FEM;SG	N
inovacija	イノベーション	inovacija	イノベーション	N;NOM;FEM;SG	N
inovacija	イノベーション	inovacija	イノベーション	N;NOM;FEM;SG	N
kalcija	カルシウム	kalcij	カルシウム	N;GEN;MASC;SG	N
pojedinosti	詳細	pojedinost	詳細	N;NOM;FEM;PL	N
čaja	お茶	čaj	お茶	N;GEN;MASC;SG	N
čaja	紅茶	čaj	紅茶	N;GEN;MASC;SG	N
udaljeni	遠い	udaliti	遠い	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ
ragbi	ラグビー	ragba	ラグビー	N;NOM;MASC;SG	N
mol	桟橋	mol	桟橋	N;NOM;MASC;SG	N
ekvator	赤道	ekvator	赤道	N;NOM;MASC;SG	N
farmi	農場	farma	農場	N;DAT;FEM;SG	N
farmi	ファーム	farma	ファーム	N;DAT;FEM;SG	N
nestaju	消える	nestati	消える	V;IND;PL;3;PRS;FIN	V
automat	オートマトン	automat	オートマトン	N;NOM;MASC;SG	N
epoha	紀元	epoha	紀元	N;NOM;FEM;SG	N
riješi	解決	riješiti	解決	V;IND;SG;3;PRS;FIN	V
riješi	解消	riješiti	解消	V;IND;SG;3;PRS;FIN	V
carpenter	大工	carpenter	大工	N;NOM;MASC;SG	N
domaćini	ホスト	domaćin	ホスト	N;NOM;MASC;PL	N
pećine	洞窟	pećina	洞窟	N;NOM;FEM;PL	N
robove	奴隷	rob	奴隷	N;ACC;MASC;PL	N
jabuke	リンゴ	jabuk	リンゴ	N;NOM;FEM;PL	N
logika	論理	logik	論理	N;NOM;FEM;SG	N
pretvori	変換	pretvoriti	変換	V;IND;SG;3;PRS;FIN	V
pretvori	コンバート	pretvoriti	コンバート	V;IND;SG;3;PRS;FIN	V
deva	ラクダ	deva	ラクダ	N;NOM;MASC;SG	N
žanrova	ジャンル	žanrov	ジャンル	N;GEN;MASC;PL	N
prepoznavanje	ラインナップ	prepoznavanje	ラインナップ	N;NOM;NEUT;SG	N
kotač	ホイール	kotač	ホイール	N;NOM;MASC;SG	N
kotač	車輪	kotač	車輪	N;NOM;MASC;SG	N
kalibar	口径	kalibar	口径	N;NOM;MASC;SG	N
ribar	漁師	ribar	漁師	N;NOM;MASC;SG	N
izvještaji	レポート	izvještaj	レポート	N;NOM;MASC;PL	N
emocije	感情	emocija	感情	N;NOM;FEM;PL	N
emocije	感情	emocija	感情	N;NOM;FEM;PL	N
normalni	普通	normalan	普通	ADJ;NOM;DEF;MASC;SG	ADJ
diplomu	ディプロマ	diploma	ディプロマ	N;ACC;FEM;SG	N
visa	ビザ	visa	ビザ	N;NOM;FEM;SG	N
visa	査証	visa	査証	N;NOM;FEM;SG	N
izazove	課題	izazov	課題	N;ACC;MASC;PL	N
košarku	バスケット	košarka	バスケット	N;ACC;FEM;SG	N
lukama	ポート	luka	ポート	N;INS;FEM;PL	N
težnje	願望	težnja	願望	N;NOM;FEM;PL	N
suše	旱魃	suše	旱魃	N;NOM;FEM;PL	N
suše	旱魃	suše	旱魃	N;NOM;FEM;PL	N
kandidaturu	立候補	kandidatura	立候補	N;ACC;FEM;SG	N
veleposlanstva	大使館	veleposlanstvo	大使館	N;NOM;NEUT;PL	N
balade	バラッド	balada	バラッド	N;NOM;FEM;PL	N
bljesak	フラッシュ	bljesak	フラッシュ	N;NOM;MASC;SG	N
mudrost	知恵	mudrost	知恵	N;NOM;FEM;SG	N
matrica	行列	matrica	行列	N;NOM;FEM;SG	N
cilindar	円柱	cilindar	円柱	N;NOM;MASC;SG	N
cilindar	シリンダー	cilindar	シリンダー	N;NOM;MASC;SG	N
erupcije	噴火	erupcija	噴火	N;NOM;FEM;PL	N
karton	段	karton	段	N;NOM;MASC;SG	N
karton	ダンボール	karton	ダンボール	N;NOM;MASC;SG	N
karton	チャート	karton	チャート	N;NOM;MASC;SG	N
naslage	預金	naslage	預金	N;NOM;FEM;PL	N
kukci	昆虫	kukak	昆虫	N;NOM;MASC;PL	N
kukci	バグ	kukak	バグ	N;NOM;MASC;PL	N
kukci	不具合	kukak	不具合	N;NOM;MASC;PL	N
kršćane	キリスト教徒	kršćanin	キリスト教徒	N;ACC;MASC;PL	N
avionom	飛行機	avion	飛行機	N;INS;MASC;SG	N
objasni	説明	objasan	説明	V;IND;SG;3;PRS;FIN	V
žitarice	シリアル	žitarica	シリアル	N;NOM;FEM;PL	N
žitarice	シリアル	žitarica	シリアル	N;NOM;FEM;PL	N
vožnja	配車	vožnja	配車	N;NOM;FEM;SG	N
divljač	鹿肉	divljač	鹿肉	N;NOM;FEM;SG	N
buke	ノイズ	bika	ノイズ	N;NOM;FEM;PL	N
buke	騒音	bika	騒音	N;NOM;FEM;PL	N
prst	爪	prst	爪	N;NOM;MASC;SG	N
prst	つま	prst	つま	N;NOM;MASC;SG	N
milimetara	ミリメートル	milimetar	ミリメートル	N;GEN;MASC;PL	N
tekstila	繊維	tekstil	繊維	N;GEN;MASC;SG	N
tekstila	織物	tekstil	織物	N;GEN;MASC;SG	N
tekstila	テキスタイル	tekstil	テキスタイル	N;GEN;MASC;SG	N
tekstila	織物	tekstil	織物	N;GEN;MASC;SG	N
licem	フェイス	licem	フェイス	N;INS;NEUT;SG	N
toplo	あったかい	toplo	あったかい	ADJ;NOM;DEF;NEUT;SG	ADJ
toplo	暖かい	toplo	暖かい	ADJ;NOM;DEF;NEUT;SG	ADJ
toplo	温かい	toplo	温かい	ADJ;NOM;DEF;NEUT;SG	ADJ
pozivanje	ダイヤル	pozivanje	ダイヤル	N;NOM;NEUT;SG	N
pozivanje	コーリング	pozivanje	コーリング	N;NOM;NEUT;SG	N
ceremonija	儀式	ceremonija	儀式	N;NOM;FEM;SG	N
ceremonija	式典	ceremonija	式典	N;NOM;FEM;SG	N
krstarica	巡洋艦	krstarica	巡洋艦	N;NOM;FEM;SG	N
investicija	投資	investicija	投資	N;NOM;FEM;SG	N
afera	情事	afera	情事	N;NOM;FEM;SG	N
svećenike	司祭	svećenik	司祭	N;ACC;MASC;PL	N
gramatiku	文法	gramatika	文法	N;ACC;FEM;SG	N
nevolje	トラブル	nevolja	トラブル	N;NOM;FEM;PL	N
nevolje	トラブル	nevolja	トラブル	N;NOM;FEM;PL	N
pročitajte	読み	pročitati	読む	V;IMP;PL;2;FIN	V
pročitajte	読み込み	pročitati	読み込み	V;IMP;PL;2;FIN	V
pročitajte	読み取り	pročitati	読み取る	V;IMP;PL;2;FIN	V
pročitajte	読む	pročitati	読む	V;IMP;PL;2;FIN	V
oštra	鋭い	oštar	鋭い	ADJ;NOM;DEF;FEM;SG	ADJ
frakcija	派閥	frakcija	派閥	N;NOM;FEM;SG	N
trenutaka	モーメント	trenutak	モーメント	N;GEN;MASC;PL	N
procedura	手続	procedura	手続	N;NOM;FEM;SG	N
procedura	プロシージャ	procedura	プロシージャ	N;NOM;FEM;SG	N
procedura	手順	procedura	手順	N;NOM;FEM;SG	N
procedura	プロシージャ	procedura	プロシージャ	N;NOM;FEM;SG	N
procedura	手順	procedura	手順	N;NOM;FEM;SG	N
antene	触角	anten	触角	N;NOM;FEM;PL	N
antene	アンテナ	anten	アンテナ	N;NOM;FEM;PL	N
dijelili	共有	dijeliti	共有	V;MASC;PL;PST;V.PTCP;ACT	V
strojeve	機械	stroj	機械	N;ACC;MASC;PL	N
kapi	ドロップ	kap	ドロップ	N;NOM;FEM;PL	N
pišem	執筆	pisati	執筆	V;IND;SG;1;PRS;FIN	V
pišem	書き込み	pisati	書き込み	V;IND;SG;1;PRS;FIN	V
banana	バナナ	banana	バナナ	N;NOM;FEM;SG	N
banana	バナナ	banana	バナナ	N;NOM;FEM;SG	N
razmatranja	対価	razmatranje	対価	N;NOM;NEUT;PL	N
savjesti	良心	savjest	良心	N;DAT;FEM;SG	N
vrana	カラス	vrana	カラス	N;NOM;FEM;SG	N
posjetitelji	ビジター	posjetitelj	ビジター	N;NOM;MASC;PL	N
prosjeka	平均	prosjek	平均	N;GEN;MASC;SG	N
boks	ボクシング	boks	ボクシング	N;NOM;MASC;SG	N
kol	コール	kol	コール	N	N
predgrađe	郊外	predgrađe	郊外	N;NOM;NEUT;SG	N
predgrađe	郊外	predgrađe	郊外	N;NOM;NEUT;SG	N
predgrađe	郊外	predgrađe	郊外	N;NOM;NEUT;SG	N
šifra	コード	šifra	コード	N;NOM;FEM;SG	N
šifra	符号	šifra	符号	N;NOM;FEM;SG	N
osamnaest	十八	osamnaest	十八	NUM	NUM
negativna	ネガティブ	negativan	ネガティブ	ADJ;NOM;DEF;FEM;SG	ADJ
pušenje	喫煙	pušenje	喫煙	N;NOM;NEUT;SG	N
unos	エントリー	unos	エントリー	N;NOM;MASC;SG	N
unos	エントリ	unos	エントリ	N;NOM;MASC;SG	N
dlaka	ヘアー	dlaka	ヘアー	N;NOM;FEM;SG	N
dlaka	髪	dlaka	髪	N;NOM;FEM;SG	N
dlaka	ヘア	dlaka	ヘア	N;NOM;FEM;SG	N
dlaka	毛髪	dlaka	毛髪	N;NOM;FEM;SG	N
vlakovi	電車	vlak	電車	N;NOM;MASC;PL	N
vlakovi	列車	vlak	列車	N;NOM;MASC;PL	N
glazbenike	ミュージシャン	glazbenik	ミュージシャン	N;ACC;MASC;PL	N
munje	ライトニング	mulo	ライトニング	N;NOM;FEM;PL	N
maleno	小さな	malen	小さな	ADJ;NOM;DEF;NEUT;SG	ADJ
maleno	小さい	malen	小さい	ADJ;NOM;DEF;NEUT;SG	ADJ
vlakom	電車	vlak	電車	N;INS;MASC;SG	N
vlakom	列車	vlak	列車	N;INS;MASC;SG	N
vlakom	トレイン	vlak	トレイン	N;INS;MASC;SG	N
pliva	スイミング	pliv	スイミング	N;NOM;FEM;SG	N
pliva	競泳	pliv	競泳	N;NOM;FEM;SG	N
pliva	水泳	pliv	水泳	N;NOM;FEM;SG	N
preciznost	精度	preciznost	精度	N;NOM;FEM;SG	N
preciznost	正確	preciznost	正確	N;NOM;FEM;SG	N
preciznost	精度	preciznost	精度	N;NOM;FEM;SG	N
trojstvo	三位	trojstvo	三位	N;NOM;NEUT;SG	N
nagradi	報酬	nagrada	報酬	N;DAT;FEM;SG	N
kutije	ボックス	kutija	ボックス	N;NOM;FEM;PL	N
sumpora	硫黄	sumpor	硫黄	N;GEN;MASC;SG	N
sumpora	硫黄	sumpor	硫黄	N;GEN;MASC;SG	N
školjke	アサリ	školjka	アサリ	N;NOM;FEM;PL	N
školjke	ハマグリ	školjka	ハマグリ	N;NOM;FEM;PL	N
školjke	シェル	školjka	シェル	N;NOM;FEM;PL	N
školjke	貝殻	školjka	貝殻	N;NOM;FEM;PL	N
pušku	小銃	puška	小銃	N;ACC;FEM;SG	N
pušku	ライフル	puška	ライフル	N;ACC;FEM;SG	N
kuhinje	台所	kuhinja	台所	N;NOM;FEM;PL	N
kuhinje	キッチン	kuhinja	キッチン	N;NOM;FEM;PL	N
kuhinje	台所	kuhinja	台所	N;NOM;FEM;PL	N
letovi	フライト	let	フライト	N;NOM;MASC;PL	N
amerikanac	アメリカン	amerikanac	アメリカン	N;NOM;MASC;SG	N
značajka	機能	značajka	機能	N;NOM;FEM;SG	N
značajka	特徴	značajka	特徴	N;NOM;FEM;SG	N
melodija	メロディ	melodija	メロディ	N;NOM;FEM;SG	N
melodija	メロディー	melodija	メロディー	N;NOM;FEM;SG	N
melodija	メロディ	melodija	メロディ	N;NOM;FEM;SG	N
melodija	チューン	melodija	チューン	N;NOM;FEM;SG	N
opasna	危険	opasan	危険	ADJ;NOM;DEF;FEM;SG	ADJ
tržnica	マーケット	tržnica	マーケット	N;NOM;FEM;SG	N
tržnica	マーケット	tržnica	マーケット	N;NOM;FEM;SG	N
tržnica	市場	tržnica	市場	N;NOM;FEM;SG	N
tržnica	マーケット	tržnica	マーケット	N;NOM;FEM;SG	N
