اتھاہ	sedalam	اتھاہ	sedalam		;SG
بات	latihan	بات	latihan	N;NOM;FEM;SG;3	N;SG
بات	praktik	بات	praktik	N;NOM;FEM;SG;3	N;SG
بات	perkantoran	بات	perkantoran	N;NOM;FEM;SG;3	N;SG
بات	kantor	بات	kantor	N;NOM;FEM;SG;3	N;SG
بات	kantoran	بات	kantoran	N;NOM;FEM;SG;3	N;SG
بات	keunggulan	بات	keunggulan	N;NOM;FEM;SG;3	N;SG
بات	pernyataan	بات	pernyataan	N;NOM;FEM;SG;3	N;SG
بات	ketegaran	بات	ketegaran	N;NOM;FEM;SG;3	N;SG
بات	wacana	بات	wacana	N;NOM;FEM;SG;3	N;SG
بات	kualitas	بات	kualitas	N;NOM;FEM;SG;3	N;SG
بات	keterlibatan	بات	keterlibatan	N;NOM;FEM;SG;3	N;SG
بات	pertunangan	بات	pertunangan	N;NOM;FEM;SG;3	N;SG
بات	interaksi	بات	interaksi	N;NOM;FEM;SG;3	N;SG
بات	tujuan	بات	tujuan	N;NOM;FEM;SG;3	N;SG
بات	pemikiran	بات	penpikiran	N;NOM;FEM;SG;3	N;SG
بات	pidato	بات	pidato	N;NOM;FEM;SG;3	N;SG
بات	ucapan	بات	ucapan	N;NOM;FEM;SG;3	N;SG
بات	moda	بات	moda	N;NOM;FEM;SG;3	N;SG
بات	modus	بات	modus	N;NOM;FEM;SG;3	N;SG
بات	nasihat	بات	nasihat	N;NOM;FEM;SG;3	N;SG
بات	nasehat	بات	nasehat	N;NOM;FEM;SG;3	N;SG
بات	saran	بات	saran	N;NOM;FEM;SG;3	N;SG
بات	perlukan	بات	perlukan	N;NOM;FEM;SG;3	N;SG
بات	kebutuhan	بات	kebutuhan	N;NOM;FEM;SG;3	N;SG
بات	zat	بات	zat	N;NOM;FEM;SG;3	N;SG
بات	substansi	بات	substansi	N;NOM;FEM;SG;3	N;SG
بات	janji	بات	janji	N;NOM;FEM;SG;3	N;SG
بات	perselingkuhan	بات	perselingkuhan	N;NOM;FEM;SG;3	N
بات	topik	بات	topik	N;NOM;FEM;SG;3	N;SG
بات	pertanyaan	بات	pertanyaan	N;NOM;FEM;SG;3	N;SG
بات	rumor	بات	rumor	N;NOM;FEM;SG;3	N;SG
بات	subyek	بات	subyek	N;NOM;FEM;SG;3	N
بات	subjek	بات	subjek	N;NOM;FEM;SG;3	N;SG
بات	perihal	بات	perihal	N;NOM;FEM;SG;3	N
بات	masalah	بات	masalah	N;NOM;FEM;SG;3	N;SG
بات	isu	بات	isu	N;NOM;FEM;SG;3	N;SG
باتُونی	cerewet	باتُونی	cerewet	N;NOM;MASC;SG;3	N
بادشاہ	mahir	بادشاہ	mahir	N;NOM;MASC;SG;3	N
بادشاہ	kedaulatan	بادشاہ	kedaulatan	N;NOM;MASC;SG;3	N;SG
بادشاہ	guru	بادشاہ	guru	N;NOM;MASC;SG;3	N;SG
بادشاہ	tuhan	بادشاہ	tuhan	N;NOM;MASC;SG;3	N;SG
بادشاہ	mahir	بادشاہ	mahir	N;NOM;MASC;SG;3	N
بادشاہ	terampil	بادشاہ	terampil	N;NOM;MASC;SG;3	N
بادشاہت	imperium	بادشاہت	imperium	N;NOM;MASC;SG;3	N
بادشاہت	kekaisaran	بادشاہت	kekaisaran	N;NOM;MASC;SG;3	N;SG
بادشاہت	kaidah	بادشاہت	kaidah	N;NOM;MASC;SG;3	N;SG
بادشاہت	peraturan	بادشاہت	peraturan	N;NOM;MASC;SG;3	N;SG
بادشاہت	aturan	بادشاہت	aturan	N;NOM;MASC;SG;3	N;SG
بادشاہی	imperium	بادشاہی	imperium	N;NOM;MASC;SG;3	N
بادشاہی	kekaisaran	بادشاہی	kekaisaran	N;NOM;MASC;SG;3	N;SG
بادشاہی	kedaulatan	بادشاہی	kedaulatan	N;NOM;MASC;SG;3	N;SG
بادشاہی	imperium	بادشاہی	imperium	N;NOM;MASC;SG;3	N
بادشاہی	kekaisaran	بادشاہی	kekaisaran	N;NOM;MASC;SG;3	N;SG
بادشاہی	kedaulatan	بادشاہی	kedaulatan	N;NOM;MASC;SG;3	N;SG
باڈی	korset	باڈی	korset	N;NOM;MASC;SG;3	N;SG
بار	kargo	بار	kargo	N;NOM;MASC;SG;3	N
بار	muatan	بار	muatan	N;NOM;MASC;SG;3	N;SG
بار	tuhan	بار	tuhan	N;NOM;MASC;SG;3	N;SG
بار	beban	بار	beban	N;NOM;MASC;SG;3	N;SG
بار	kali	بار	kali	N;NOM;MASC;SG;3	N;SG
بار	waktu	بار	waktu	N;NOM;MASC;SG;3	N;SG
بار	waktunya	بار	waktu	N;NOM;MASC;SG;3	N;SG
بار	peluang	بار	peluang	N;NOM;MASC;SG;3	N;SG
بار	kesempatan	بار	kesempatan	N;NOM;MASC;SG;3	N;SG
بار	kehamilan	بار	kehamilan	N;NOM;MASC;SG;3	N;SG
بار	kesempatan	بار	kesempatan	N;NOM;MASC;SG;3	N;SG
بار	assembly	بار	assembly	N;NOM;MASC;SG;3	N
بار	perakitan	بار	perakitan	N;NOM;MASC;SG;3	N;SG
بار	majelis	بار	majelis	N;NOM;MASC;SG;3	N;SG
بار	pintu	بار	pintu	N;NOM;MASC;SG;3	N;SG
بار	pinjaman	بار	pinjaman	N;NOM;MASC;SG;3	N;SG
بار	buah	بار	buah	N;NOM;MASC;SG;3	N;SG
بار	gilirannya	بار	giliran	N;NOM;MASC;SG;3	N;SG
بار	belok	بار	belok	N;NOM;MASC;SG;3	N;SG;ACT
بار	giliran	بار	giliran	N;NOM;MASC;SG;3	N;SG
بار	sumbatan	بار	sumbatan	N;NOM;MASC;SG;3	N;SG
بار	portal	بار	portal	N;NOM;MASC;SG;3	N
بار	tanggungjawab	بار	tanggungjawab	N;NOM;MASC;SG;3	N;SG
بار	beban	بار	beban	N;NOM;MASC;SG;3	N;SG
بار	muat	بار	muat	N;NOM;MASC;SG;3	N;SG;ACT
بار	muatan	بار	muatan	N;NOM;MASC;SG;3	N;SG
بار	kargo	بار	kargo	N;NOM;MASC;SG;3	N
بار	muatan	بار	muatan	N;NOM;MASC;SG;3	N;SG
بار	tuhan	بار	tuhan	N;NOM;MASC;SG;3	N;SG
بار	beban	بار	beban	N;NOM;MASC;SG;3	N;SG
بار	kali	بار	kali	N;NOM;MASC;SG;3	N;SG
بار	waktu	بار	waktu	N;NOM;MASC;SG;3	N;SG
بار	waktunya	بار	waktu	N;NOM;MASC;SG;3	N;SG
بار	peluang	بار	peluang	N;NOM;MASC;SG;3	N;SG
بار	kesempatan	بار	kesempatan	N;NOM;MASC;SG;3	N;SG
بار	kehamilan	بار	kehamilan	N;NOM;MASC;SG;3	N;SG
بار	kesempatan	بار	kesempatan	N;NOM;MASC;SG;3	N;SG
بار	assembly	بار	assembly	N;NOM;MASC;SG;3	N
بار	perakitan	بار	perakitan	N;NOM;MASC;SG;3	N;SG
بار	majelis	بار	majelis	N;NOM;MASC;SG;3	N;SG
بار	pintu	بار	pintu	N;NOM;MASC;SG;3	N;SG
بار	pinjaman	بار	pinjaman	N;NOM;MASC;SG;3	N;SG
بار	buah	بار	buah	N;NOM;MASC;SG;3	N;SG
بار	gilirannya	بار	giliran	N;NOM;MASC;SG;3	N;SG
بار	belok	بار	belok	N;NOM;MASC;SG;3	N;SG;ACT
بار	giliran	بار	giliran	N;NOM;MASC;SG;3	N;SG
بار	sumbatan	بار	sumbatan	N;NOM;MASC;SG;3	N;SG
بار	portal	بار	portal	N;NOM;MASC;SG;3	N
بار	tanggungjawab	بار	tanggungjawab	N;NOM;MASC;SG;3	N;SG
بار	beban	بار	beban	N;NOM;MASC;SG;3	N;SG
بار	muat	بار	muat	N;NOM;MASC;SG;3	N;SG;ACT
بار	muatan	بار	muatan	N;NOM;MASC;SG;3	N;SG
بارگاہ	sidang	بارگاہ	sidang	N;NOM;MASC;SG;3	N;SG
بارگاہ	pengadilan	بارگاہ	penadilan	N;NOM;MASC;SG;3	N;SG
بارگاہ	mahkamah	بارگاہ	mahkamah	N;NOM;MASC;SG;3	N;SG
بارگاہ	istana	بارگاہ	istana	N;NOM;MASC;SG;3	N;SG
بارگاہ	mansion	بارگاہ	mansion	N;NOM;MASC;SG;3	N
بارہ	duabelas	بارہ	duabelas	NUM	NUM
باریک	menit	باریک	menit	N;NOM;MASC;SG;3	N;SG
باریکی	kehalusan	باریکی	kehalusan	N;NOM;MASC;SG;3	N;SG
باریکی	kelezatan	باریکی	kelezatan	N;NOM;MASC;SG;3	N;SG
باریکی	kehalusan	باریکی	kehalusan	N;NOM;MASC;SG;3	N;SG
باریکی	penegasan	باریکی	pentegasan	N;NOM;MASC;SG;3	N;SG
باڑ	antri	باڑ	antri		
باڑ	antri	باڑ	antri		
باز	balik	باز	balik	N;NOM;MASC;SG;3	N;SG;ACT
باز	belakang	باز	belakang	N;NOM;MASC;SG;3	N;SG
باز	orang	باز	orang	N;NOM;MASC;SG;3	N;SG
باز	aktor	باز	aktor	N;NOM;MASC;SG;3	N;SG
باز	elang	باز	elang	N;NOM;MASC;SG;3	N
باز	balik	باز	balik	N;NOM;MASC;SG;3	N;SG;ACT
باز	belakang	باز	belakang	N;NOM;MASC;SG;3	N;SG
باز	orang	باز	orang	N;NOM;MASC;SG;3	N;SG
باز	aktor	باز	aktor	N;NOM;MASC;SG;3	N;SG
باز	elang	باز	elang	N;NOM;MASC;SG;3	N
بازیافت	pemulihan	بازیافت	penpulihan	N;NOM;MASC;SG;3	N;SG
بازیافت	pengambilan	بازیافت	penambilan	N;NOM;MASC;SG;3	N;SG
بازیافت	pemulihan	بازیافت	penpulihan	N;NOM;MASC;SG;3	N;SG
بازار	perdagangan	بازار	perdagangan	N;NOM;MASC;SG;3	N;SG
بازار	bisnis	بازار	bisnis	N;NOM;MASC;SG;3	N;SG
بازار	harga	بازار	harga	N;NOM;MASC;SG;3	N;SG
بازار	harganya	بازار	harga	N;NOM;MASC;SG;3	N;SG
بازار	penjualan	بازار	penjualan	N;NOM;MASC;SG;3	N;SG
بازار	jualan	بازار	jualan	N;NOM;MASC;SG;3	N;SG;ACT
بازار	obral	بازار	obral	N;NOM;MASC;SG;3	N;SG
بازار	pasar	بازار	pasar	N;NOM;MASC;SG;3	N;SG
بازار	tarif	بازار	tarif	N;NOM;MASC;SG;3	N;SG
بازار	nilai	بازار	nilai	N;NOM;MASC;SG;3	N;SG
بازار	kurs	بازار	kurs	N;NOM;MASC;SG;3	N;SG
بازار	laju	بازار	laju	N;NOM;MASC;SG;3	N;SG
بازار	tingkat	بازار	tingkat	N;NOM;MASC;SG;3	N;SG
بازاری	rendah	بازاری	rendah	ADJ	ADJ;SG
بازاری	murah	بازاری	murah	ADJ	ADJ;SG
بازاری	vulgar	بازاری	vulgar	ADJ	ADJ;SG
بازی	olahraga	بازی	olahraga	N;NOM;MASC;SG;3	N;SG
بازی	bahaya	بازی	bahaya	N;NOM;MASC;SG;3	N;SG
بازی	taruhan	بازی	taruhan	N;NOM;MASC;SG;3	N;SG
بازی	penipuan	بازی	pentipuan	N;NOM;MASC;SG;3	N;SG
بازی	pancang	بازی	pancang	N;NOM;MASC;SG;3	N;SG;ACT
بازی	putar	بازی	putar	N;NOM;MASC;SG;3	N;SG
بازی	taruhan	بازی	taruhan	N;NOM;MASC;SG;3	N;SG
بازی	pertaruhan	بازی	pertaruhan	N;NOM;MASC;SG;3	N;SG
بازی	trik	بازی	trik	N;NOM;MASC;SG;3	N;SG
بازی	olahraga	بازی	olahraga	N;NOM;MASC;SG;3	N;SG
بازی	bahaya	بازی	bahaya	N;NOM;MASC;SG;3	N;SG
بازی	taruhan	بازی	taruhan	N;NOM;MASC;SG;3	N;SG
بازی	permainan	بازی	permainan	N;NOM;MASC;SG;3	N;SG
بازی	game	بازی	game	N;NOM;MASC;SG;3	N;SG
بازی	penipuan	بازی	pentipuan	N;NOM;MASC;SG;3	N;SG
بازی	pancang	بازی	pancang	N;NOM;MASC;SG;3	N;SG;ACT
بازی	putar	بازی	putar	N;NOM;MASC;SG;3	N;SG
بازی	taruhan	بازی	taruhan	N;NOM;MASC;SG;3	N;SG
بازی	pertaruhan	بازی	pertaruhan	N;NOM;MASC;SG;3	N;SG
بازی	trik	بازی	trik	N;NOM;MASC;SG;3	N;SG
باشد	barangkali	باشد	barangkali		
بال	rambut	بال	rambut	N;NOM;MASC;SG;3	N;SG
بال	negara	بال	negara	N;NOM;MASC;SG;3	N;SG
بال	keadaan	بال	keadaan	N;NOM;MASC;SG;3	N;SG
بال	tenaga	بال	tenaga	N;NOM;MASC;SG;3	N;SG
بال	kekuasaan	بال	kekuasaan	N;NOM;MASC;SG;3	N;SG
بال	kekuatan	بال	kekuatan	N;NOM;MASC;SG;3	N;SG
بال	daya	بال	daya	N;NOM;MASC;SG;3	N;SG
بال	anakan	بال	anakan	N;NOM;MASC;SG;3	N;SG
بال	anak	بال	anak	N;NOM;MASC;SG;3	N;SG
بال	syarat	بال	syarat	N;NOM;MASC;SG;3	N;SG
بال	kondisi	بال	kondisi	N;NOM;MASC;SG;3	N;SG
بال	kekuatan	بال	kekuatan	N;NOM;MASC;SG;3	N;SG
بال	sayap	بال	sayap	N;NOM;MASC;SG;3	N;SG
بال	minor	بال	minor	N;NOM;MASC;SG;3	N
بال	bulu	بال	bulu	N;NOM;MASC;SG;3	N;SG
بال	hati	بال	hati	N;NOM;MASC;SG;3	N;SG
بال	jantung	بال	jantung	N;NOM;MASC;SG;3	N;SG
بال	pikiran	بال	pikiran	N;NOM;MASC;SG;3	N;SG
بالاتر	tinggi	بالاتر	tinggi	ADJ	ADJ;SG
بِالالتزام	sengaja	بِالالتزام	sengaja	ADV	ADV
بالائی	dangkal	بالائی	dangkal	ADJ	ADJ;SG
بالائی	dangkal	بالائی	dangkal	ADJ	ADJ;SG
بِالخُصوص	terutama	بِالخُصوص	terutama	ADV	ADV;RL;SG
بِالخُصوص	khususnya	بِالخُصوص	khususnya	ADV	ADV
بِالخُصوص	terutama	بِالخُصوص	terutama	ADV	ADV;RL;SG
بِالذّات	intrinsically	بِالذّات	intrinsically	N;NOM;MASC;PL;3	N
بالغ	dewasa	بالغ	dewasa	ADJ	ADJ;SG
بالغ	dewasa	بالغ	dewasa	ADJ	ADJ;SG
بالغ	matang	بالغ	matang	ADJ	ADJ;SG
دربان	pengawal	دربان	penawal	N;NOM;MASC;SG;3	N;SG
دربان	penjaga	دربان	penjaga	N;NOM;MASC;SG;3	N;SG
دربان	guard	دربان	guard	N;NOM;MASC;SG;3	N;SG
دربان	pengawal	دربان	penawal	N;NOM;MASC;SG;3	N;SG
دربان	penjaga	دربان	penjaga	N;NOM;MASC;SG;3	N;SG
دربان	guard	دربان	guard	N;NOM;MASC;SG;3	N;SG
بانٹنا	mendistribusikan	بانٹ	mendistribusikan	V;SG;NFIN;ACT	V;SG;ACT
بانٹنا	membagi	بانٹ	menbagi	V;SG;NFIN;ACT	V;SG;ACT
بانچنا	bacalah	بانچ	bacalah	V;SG;NFIN;ACT	V;SG;ACT
بانچنا	baca	بانچ	baca	V;SG;NFIN;ACT	V;SG;ACT
بانچنا	membaca	بانچ	menbaca	V;SG;NFIN;ACT	V;SG;ACT
بانچنا	deskripsikan	بانچ	deskripsikan	V;SG;NFIN;ACT	V;SG;ACT
بانچنا	gambarkan	بانچ	gambarkan	V;SG;NFIN;ACT	V;SG;ACT
بانچنا	uraikan	بانچ	uraikan	V;SG;NFIN;ACT	V;SG;ACT
بانچنا	jelaskan	بانچ	jelaskan	V;SG;NFIN;ACT	V;SG;ACT
بانچنا	menguraikan	بانچ	menkuraikan	V;SG;NFIN;ACT	V;SG;ACT
بانچنا	menyebutkan	بانچ	mensebutkan	V;SG;NFIN;ACT	V;SG;ACT
بانچنا	sebut	بانچ	sebut	V;SG;NFIN;ACT	V;SG;ACT
بانچنا	sebutkan	بانچ	sebutkan	V;SG;NFIN;ACT	V;SG;ACT
بانچنا	belajar	بانچ	belajar	V;SG;NFIN;ACT	V;SG
باندر	monyet	باندر	monyet	N;NOM;MASC;SG;3	N;SG
باندر	kera	باندر	kera	N;NOM;MASC;SG;3	N
باندھنا	membentuk	باندھنا	menbentuk	V;NFIN;ACT	V;SG;ACT
باندھنا	mengikat	باندھنا	menikat	V;NFIN;ACT	V;SG;ACT
باندھنا	memenjarakan	باندھنا	menpenjarakan	V;NFIN;ACT	V
باندھنا	membangun	باندھنا	menbangun	V;NFIN;ACT	V;SG;ACT
باندھنا	menetap	باندھنا	mentetap	V;NFIN;ACT	V;SG;ACT
باندھنا	memaksakan	باندھنا	menmaksakan	V;NFIN;ACT	V;SG;ACT
باندھنا	mengumpulkan	باندھنا	menkumpulkan	V;NFIN;ACT	V;SG;ACT
باندھنا	berkumpul	باندھنا	berkumpul	V;NFIN;ACT	V;SG;ACT
باندھنا	kumpulkan	باندھنا	kumpulkan	V;NFIN;ACT	V;SG;ACT
باندھنا	memeriksa	باندھنا	menperiksa	V;NFIN;ACT	V;SG;ACT
باندھنا	cek	باندھنا	cek	V;NFIN;ACT	V;SG;ACT
باندھنا	periksa	باندھنا	periksa	V;NFIN;ACT	V;SG;ACT
بانس	bambu	بانس	bambu	N;NOM;MASC;SG;3	N
بائن	menentukan	بائن	mententukan	V;ACT	V;SG;ACT
بائن	bersihkan	بائن	bersihkan	V;ACT	V;SG;ACT
بائن	mengikat	بائن	menikat	V;ACT	V;SG;ACT
ببکارنا	berteriak	ببکار	berteriak	V;NFIN;ACT	V;SG;ACT
ببکارنا	menjerit	ببکار	menjerit	V;NFIN;ACT	V;SG;ACT
ببکارنا	berteriak	ببکار	berteriak	V;NFIN;ACT	V;SG;ACT
بِپتا	menderita	بڑپ	menderita	V;IPFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
بتانا	mengajar	بتا	menajar	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	ajari	بتا	ajari	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	ajarkan	بتا	ajarkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	jelaskan	بتا	jelaskan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	menjelaskan	بتا	menjelaskan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	mengindikasikan	بتا	menindikasikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	menunjukkan	بتا	mentunjukkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	tunjukkan	بتا	tunjukkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	tampilkan	بتا	tampilkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	perlihatkan	بتا	perlihatkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	beritahu	بتا	beritahu	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	katakan	بتا	katakan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	deskripsikan	بتا	deskripsikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	gambarkan	بتا	gambarkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	uraikan	بتا	uraikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	jelaskan	بتا	jelaskan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	menunjukkan	بتا	mentunjukkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	menandakan	بتا	mentandakan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	mengajar	بتا	menajar	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	ajari	بتا	ajari	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	ajarkan	بتا	ajarkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	jelaskan	بتا	jelaskan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	menjelaskan	بتا	menjelaskan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	mengindikasikan	بتا	menindikasikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	menunjukkan	بتا	mentunjukkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	tunjukkan	بتا	tunjukkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	tampilkan	بتا	tampilkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	perlihatkan	بتا	perlihatkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	beritahu	بتا	beritahu	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	katakan	بتا	katakan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	deskripsikan	بتا	deskripsikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	gambarkan	بتا	gambarkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	uraikan	بتا	uraikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	jelaskan	بتا	jelaskan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتانا	menunjukkan	بتا	mentunjukkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتلانا	deskripsikan	بتلانا	deskripsikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتلانا	gambarkan	بتلانا	gambarkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتلانا	uraikan	بتلانا	uraikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتلانا	jelaskan	بتلانا	jelaskan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتلانا	beritahu	بتلانا	beritahu	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتلانا	katakan	بتلانا	katakan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بتیانا	bicaralah	بتیا	bicaralah	V;MASC;SG;NFIN;ACT	V;SG;ACT
بِتھارنا	menyebar	بِتھار	mensebar	V;SG;NFIN;ACT	V;SG;ACT
بِتھارنا	menyebarkan	بِتھار	mensebarkan	V;SG;NFIN;ACT	V;SG;ACT
بِتھارنا	taburi	بِتھار	taburi	V;SG;NFIN;ACT	V;SG;ACT
بِتھارنا	menyebar	بِتھار	mensebar	V;SG;NFIN;ACT	V;SG;ACT
بِتھارنا	sebarkan	بِتھار	sebarkan	V;SG;NFIN;ACT	V;SG;ACT
بٹانا	bekerjasama	بٹا	bekerjasama	V;MASC;SG;NFIN;ACT	V;SG;ACT
بٹانا	menyebar	بٹا	mensebar	V;MASC;SG;NFIN;ACT	V;SG;ACT
بٹانا	sebarkan	بٹا	sebarkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بٹانا	membantu	بٹا	menbantu	V;MASC;SG;NFIN;ACT	V;SG;ACT
بٹانا	menyebar	بٹا	mensebar	V;MASC;SG;NFIN;ACT	V;SG;ACT
بٹانا	menyebarkan	بٹا	mensebarkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بٹورنا	menyapu	بٹور	mensapu	V;NFIN;ACT	V;SG;ACT
بٹورنا	menerima	بٹور	menterima	V;NFIN;ACT	V;SG;ACT
بٹورنا	dapatkan	بٹور	dapatkan	V;NFIN;ACT	V;SG;ACT
بٹورنا	mengkoleksi	بٹور	menkoleksi	V;NFIN;ACT	V;SG;ACT
بٹورنا	mengumpulkan	بٹور	menkumpulkan	V;NFIN;ACT	V;SG;ACT
بٹورنا	kumpulkan	بٹور	kumpulkan	V;NFIN;ACT	V;SG;ACT
بٹورنا	mengumpulkan	بٹور	menkumpulkan	V;NFIN;ACT	V;SG;ACT
بٹورنا	berkumpul	بٹور	berkumpul	V;NFIN;ACT	V;SG;ACT
بٹورنا	kumpulkan	بٹور	kumpulkan	V;NFIN;ACT	V;SG;ACT
بجاآوری	kepatuhan	بجاآوری	kepatuhan	N;NOM;MASC;SG;3	N;SG
بجاآوری	kepatuhan	بجاآوری	kepatuhan	N;NOM;MASC;SG;3	N;SG
بجاآوری	pencapaian	بجاآوری	pencapaian	N;NOM;MASC;SG;3	N;SG
بجالانا	taati	بجالانا	taati	V;NFIN;ACT	V;SG
بجالانا	patuhi	بجالانا	patuhi	V;NFIN;ACT	V;SG;ACT
بجالانا	mengeksekusi	بجالانا	meneksekusi	V;NFIN;ACT	V;SG;ACT
بجالانا	laksanakan	بجالانا	laksanakan	V;NFIN;ACT	V;SG;ACT
بِجکنا	berkilauan	بِجک	berkilauan	V;ACT	V;SG;ACT
بجوڑنا	mengalahkan	بجوڑ	menkalahkan	V;NFIN;ACT	V;SG;ACT
بجوڑنا	kalahkan	بجوڑ	kalahkan	V;NFIN;ACT	V;SG;ACT
بجے	kali	بج	kali	N;NOM;MASC;SG;3	N;SG
بجے	waktu	بج	waktu	N;NOM;MASC;SG;3	N;SG
بجے	waktunya	بج	waktu	N;NOM;MASC;SG;3	N;SG
بِچار	pikir	بِچار	pikir		
بِچار	tebak	بِچار	tebak		
بِچارنا	memperkirakan	بِچار	menperkirakan	V;NFIN;ACT	V;SG;ACT
بِچارنا	menerka	بِچار	menterka	V;NFIN;ACT	V;SG;ACT
بِچارنا	renungkan	بِچار	renungkan	V;NFIN;ACT	V;SG;ACT
بِچارنا	merenungkan	بِچار	menrenungkan	V;NFIN;ACT	V;SG;ACT
بِچارنا	memutuskan	بِچار	menputuskan	V;NFIN;ACT	V;SG;ACT
بِچارنا	tentukan	بِچار	tentukan	V;NFIN;ACT	V;SG;ACT
بِچارنا	putuskan	بِچار	putuskan	V;NFIN;ACT	V;SG;ACT
بِچارنا	berpikir	بِچار	berpikir	V;NFIN;ACT	V;SG;ACT
بِچارنا	pikirkan	بِچار	pikirkan	V;NFIN;ACT	V;SG;ACT
بچانا	melestarikan	بچا	melestarikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بچانا	hindari	بچا	hindari	V;MASC;SG;NFIN;ACT	V;SG;ACT
بچانا	menghindari	بچا	menhindari	V;MASC;SG;NFIN;ACT	V;SG;ACT
بچانا	pertahankan	بچا	pertahankan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بچانا	membela	بچا	menbela	V;MASC;SG;NFIN;ACT	V;SG;ACT
بچانا	melestarikan	بچا	melestarikan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بچانا	hindari	بچا	hindari	V;MASC;SG;NFIN;ACT	V;SG;ACT
بچانا	menghindari	بچا	menhindari	V;MASC;SG;NFIN;ACT	V;SG;ACT
بچانا	pertahankan	بچا	pertahankan	V;MASC;SG;NFIN;ACT	V;SG;ACT
بچانا	membela	بچا	menbela	V;MASC;SG;NFIN;ACT	V;SG;ACT
بچانا	melindungi	بچا	menlindungi	V;MASC;SG;NFIN;ACT	V;SG;ACT
بچت	sisa	بچت	sisa	N;NOM;FEM;SG;3	N;SG
بچت	laba	بچت	laba	N;NOM;FEM;SG;3	N;SG
بچت	keuntungan	بچت	keuntungan	N;NOM;FEM;SG;3	N;SG
بچت	tabungan	بچت	tabungan	N;NOM;FEM;SG;3	N;SG
بچت	penghematan	بچت	penhematan	N;NOM;FEM;SG;3	N;SG
بچت	residu	بچت	residu	N;NOM;FEM;SG;3	N;SG
بچت	keuntungan	بچت	keuntungan	N;NOM;FEM;SG;3	N;SG
بچت	perlindungan	بچت	perlindungan	N;NOM;FEM;SG;3	N;SG
بچت	proteksi	بچت	proteksi	N;NOM;FEM;SG;3	N;SG
بچت	surplus	بچت	surplus	N;NOM;FEM;SG;3	N;SG
بچت	keselamatan	بچت	keselamatan	N;NOM;FEM;SG;3	N;SG
بچت	keamanan	بچت	keamanan	N;NOM;FEM;SG;3	N;SG
بچت	keseimbangan	بچت	keseimbangan	N;NOM;FEM;SG;3	N;SG
بچت	saldo	بچت	saldo	N;NOM;FEM;SG;3	N;SG
بِچکانا	mengecewakan	بِچکانا	menkecewakan	V;MASC;SG;V.PTCP;ACT	V
